	plek/noun	publiek/adj	fout/adj	kwalificatie_toernooi/noun	vroeg/adj	techniek/noun	dien/verb	race/noun	parkoers/noun	word/verb	wedstrijd_leiding/noun	loop/verb	favoriet/noun	schorsing/noun	kwalificatie/noun	heilig/adj	deugdelijk/adj	zondag/noun	allround/noun	bevolking_groep/noun	dus/adv	shorttrack/noun	bij/adv	eigen/adj	druk/verb	ingesloten/adj	overweeg/verb	besef/noun	internationaal/adj	verboden/adj	verkiezing/noun	verover/verb	homohuwelijk/noun	strategie/noun	stem_biljet/noun	horden/noun	vervolgens/adv	eerder/adj	licht/adj	wagen/noun	commercieel/adj	behartig/verb	opnieuw/adv	tekst/noun	Amerikaan/noun	renner/noun	eerst/adv	nationaal-socialisme/noun	nummer/noun	ronde/noun	arrogantie/noun	sprint/verb	uitlating/noun	wijze/noun	politicus/noun	onderweg/adj	bericht/noun	val/noun	hoek/noun	moreel/adj	betrap/verb	Afrikaan/noun	geval/noun	bocht/noun	marxistisch/adj	cross/noun	start/verb	legitiem/adj	maatschappij/noun	leid/adj	inmiddels/adv	proces/noun	wissel/noun	reeks/noun	gedrag/noun	verlangen/noun	noodzakelijkerwijs/adv	verschijn/verb	rage/noun	elftal/noun	opponent/noun	keer/noun	sprinter/noun	opzicht/noun	justitie/noun	laat/adj	start_blok/noun	Italiaan/noun	uiterst/adj	lied/noun	medaille/noun	stand/noun	al/adv	stuk/noun	1996/noun	rede/noun	verzoek/noun	kampioenschap/noun	carrosserie/noun	20/noun	definitief/adj	kort/adv	start/noun	forum/noun	toen/adv	iemand/noun	zaterdag/noun	gevaar/noun	geëindigd/adj	serieus/adj	feite/adv	post/noun	taalgebruik/noun	doelbewust/adj	te/adv	viertal/noun	avonds/adv	sector/noun	sla/verb	actie/noun	foutief/adj	grond/noun	wijk_af/verb	politiek/adj	veelbelovend/adj	buitensporig/adj	Zuid-Koreaan/noun	country/noun	match/noun	achterover/adv	moslim/noun	snijd_af/verb	huidig/adj	doorgaans/adv	11/noun	vis_op/verb	gistermiddag/adv	prompt/adj	doorsta/verb	achterstand/noun	deelnemer/noun	doping/noun	voorronde/noun	lijk/verb	auto/noun	denigrerend/adj	Mexicaan/noun	dicteer/verb	Belg/noun	reus_slalom/noun	technisch/adj	niet/adv	fel/adj	duatlon/noun	vrijdag/noun	overdaad/noun	kandidaat/noun	herhaald/adj	plaats/verb	zelfs/adv	Brit/noun	toon/verb	onderzoeker/noun	mening/noun	100/noun	forceer/verb	muis_DIM/noun	zal/verb	grof/adj	verkeerd/adj	Australisch/adj	verontwaardiging/noun	gisteravond/adv	nandrolon/noun	echt/adj	haal/verb	toch/adv	feit/noun	kleur/noun	luchtvaart_autoriteit/noun	alsnog/adv	ongeoorloofd/adj	boek/noun	klassement/noun	positief/adj	partij/noun	afloop/noun	misschien/adv	bestuurder/noun	bestuur_lid/noun	land_genoot/noun	terstond/adv	racket/noun	zwemster/noun	hopeloos/adj	atleet/noun	effect/noun	manoeuvre/noun	fout/noun	roep/verb	getuige/noun	speler/noun	koop_om/verb	breng_toe/verb	heb/verb	lach/verb	400/noun	functie/noun	risico/noun	winnaar/noun	beiden/adv	geenszins/adv	wedstrijd/noun	stichting/noun	draag/verb	systeem/noun	kilo_meter/noun	oog/noun	conservatief/adj	politiek/noun	team/noun	medium/noun	onvoldoende/adj	LPF_kamer_lid/noun	trio/noun	behoefte/noun	onderhandelaar/noun	uitspraak/noun	deelname/noun	stadium/noun	schoolslag/noun	dreig/verb	verklaar/verb	protesteer/verb	smal/adj	voorlopig/adj	win/verb	groep_lid/noun	echter/adv	ouder/noun	rehabiliteer/verb	commissie/noun	beval/verb	kwartfinale/noun	stem/noun	waarschuwing/noun	protest/noun	niets/adv	vrouwelijk/adj	onderdeel/noun	automatisch/adj	onrechtmatig/adj	affaire/noun	kwartet/noun	stap_uit/verb	daarna/adv	voetstuk/noun	diskwalificeer/verb	middel/noun	gesprekspartner/noun	200_meter/noun	coureur/noun	wereldkampioen/noun	m/noun	eindklassement/noun	management/noun	EK/noun	namelijk/adv	kinderloos/adj	klacht/noun	bouwkunst/noun	uiteraard/adv	vorm/adj	kracht/noun	Marokkaan/noun	slecht/adj	scheidsrechter/noun	zangeres/noun	finish/noun	Braziliaans/adj	Canadees/noun	hinder/verb	gisteren/adv	meter/noun	pleit/verb	haak_af/verb	rest/noun	val/verb	1992/noun	opdracht/noun	weigering/noun	gebruik/noun	logischerwijze/adv	wisselslag/noun	vanmorgen/adv	meteen/adv	veroorzaker/noun	deal/noun	knie/noun	vals/adj	dag/noun	voorbaat/adv	misverstand/noun	erg/adj	aanvankelijk/adj	tegenstander/noun	rij/verb	heat/noun	in/adv	februari/noun	bang/adj	waarom/adv	wel/verb	maar/adv	gebied/noun	orde/noun	mankement/noun	as/noun	tijdperk/noun	's/adv	Fransman/noun	gewoonte/noun	eigenlijk/adj	paard/noun	se/adv	veiligheid_reden/noun	mensheid/noun	kunst/noun	kiezer/noun	derhalve/adv	lat/noun	stom/adj	Duits/adj	speel/verb	half/adj	onreglementair/adj	weinig/noun	klasse/noun	ploeg/noun	per/adv	donderdag/noun	Nederlands/adj	allebei/adv	discutabel/adj	finale/noun	A_merk/noun	genetisch/adj	110/noun	organisatie/noun	anders/adj	woensdag/noun	Nederlander/noun	Deen/noun	inefficiënt/adj	kwestie/noun	liberaal/noun	WK/noun	melding/noun	staatssecretaris/noun	mens/noun	zenuw/noun	zwemmer/noun	jury/noun	argument/noun
plek/noun	0.0	0.8993379	0.88970673	0.91568655	0.86272377	0.831882	0.87434226	0.8447603	0.7609905	0.82040566	0.905205	0.8336646	0.9097479	0.9538336	0.85465217	0.84182626	0.906726	0.91839796	0.86594355	0.80052626	0.8073634	0.92085904	0.8971269	0.8706367	0.9041881	0.8473694	0.9291753	0.86374694	0.9093942	0.8741573	0.94649804	0.8545897	0.9316308	0.883014	0.8389931	0.92319256	0.79583436	0.9032498	0.8582155	0.8150493	0.9096034	0.90750736	0.85612947	0.85882545	0.88460326	0.8569211	0.86588764	0.90948004	0.86921155	0.90001595	0.8616438	0.8601757	0.9234047	0.8134244	0.85769737	0.75833464	0.9165493	0.8817812	0.7081196	0.9064575	0.931059	0.8156611	0.8784135	0.80000204	0.9004542	0.8785232	0.9246496	0.89301145	0.83641213	0.86114424	0.8438196	0.9058299	0.85583	0.8418821	0.87465745	0.8099332	0.9065157	0.90482473	0.84964556	0.8867667	0.86435	0.8354955	0.8689535	0.7948054	0.93540514	0.8640568	0.88114977	0.86934006	0.8198478	0.8537014	0.8629991	0.91381097	0.8648376	0.7748573	0.9242358	0.867045	0.9309766	0.89260453	0.8499056	0.955205	0.9060718	0.9026509	0.87365615	0.80631965	0.8859639	0.8107564	0.9260908	0.88110965	0.89642936	0.92988575	0.87529135	0.8114327	0.8467371	0.83335257	0.8453302	0.8389383	0.80109954	0.832414	0.90573645	0.89976746	0.8988525	0.7236271	0.87785184	0.90169334	0.8949698	0.8919586	0.8757698	0.8559222	0.88408697	0.86013216	0.8606272	0.8137971	0.92278236	0.7569103	0.94042605	0.8793553	0.8496666	0.8783084	0.88057333	0.9326824	0.87654406	0.9346839	0.9107404	0.8213501	0.7877165	0.90191275	0.8584463	0.8831834	0.8594096	0.9090226	0.9240071	0.88442975	0.9143261	0.8992896	0.94602525	0.8565513	0.8274365	0.8964749	0.79026556	0.82428694	0.8775391	0.8762508	0.9067218	0.8856291	0.9093503	0.91981506	0.84881395	0.8709776	0.87882483	0.86293685	0.9032159	0.89349884	0.88887167	0.9030655	0.8271264	0.90993464	0.81281817	0.8961522	0.7284671	0.9449021	0.8854512	0.90590996	0.8286697	0.84766066	0.9370642	0.8912036	0.90589833	0.82884127	0.9190118	0.94046414	0.870428	0.8866198	0.85395795	0.8746414	0.8485448	0.8407023	0.8657273	0.8323063	0.8714751	0.91314363	0.8252954	0.8310815	0.9225089	0.86984134	0.87854743	0.9134525	0.9037677	0.79790384	0.90562105	0.8885673	0.9270107	0.8774868	0.8642665	0.9257741	0.8405517	0.8611809	0.885613	0.80549383	0.92838585	0.92713416	0.876552	0.8658816	0.89670676	0.9192189	0.9186721	0.86490065	0.9236586	0.927498	0.90956134	0.8693493	0.9223102	0.89589375	0.9465727	0.92075586	0.7420515	0.8730882	0.929624	0.83760375	0.8824801	0.8691528	0.91824895	0.94042945	0.8837334	0.93869656	0.8587662	0.8907919	0.91766137	0.9064055	0.86587274	0.81236136	0.86013335	0.9232713	0.8830697	0.86651224	0.8248453	0.82784927	0.8659629	0.8918953	0.84814227	0.8121673	0.9251861	0.8172114	0.9207861	0.9536814	0.8492423	0.9308869	0.8936198	0.77166325	0.86766195	0.9116989	0.85917735	0.8355279	0.89391863	0.8506025	0.85624546	0.90708923	0.9333162	0.89099276	0.851413	0.9114902	0.8788456	0.8667555	0.92495245	0.8576094	0.9401716	0.92108876	0.85093516	0.8682208	0.9214035	0.8572636	0.9164345	0.892486	0.90732497	0.9212029	0.90681183	0.8479967	0.86663276	0.89807785	0.9070415	0.90472376	0.80002266	0.87971187	0.8589508	0.7968509	0.90648216	0.8733549	0.82752824	0.91235274	0.9188583	0.94351137	0.8891486	0.8631336	0.84004885	0.8796417	0.67487013	0.9391855	0.8113313	0.81309664	0.8495834	0.80473495	0.89557856	0.8317323	0.8399317	0.7974314	0.8553619	0.811568	0.8418539	0.84368837	0.8957832	0.81443197	0.9010357	0.86779845	0.9219256	0.883672	0.90823287	0.92074215	0.853111	0.9012277	0.86193883	0.8621317	0.941096	0.90295756	0.821594	0.90853244	0.9219364	0.8609008	0.8762543	0.9278595	0.88577753	0.9028929	0.9402455	0.8273056	0.8658908	0.89706975	0.8894325	0.91058874	0.8987653	0.8872412	0.9774837	0.76169926	0.8441874	0.82793254	0.9182013	0.8640344
publiek/adj	0.8993379	0.0	0.88112354	0.93602467	0.92320836	0.8094771	0.72795194	0.935635	0.91077185	0.82731295	0.9095169	0.94464076	0.9440241	0.938734	0.9256986	0.86814785	0.75598705	0.95260113	0.92138225	0.7678578	0.84384143	0.922976	0.8780999	0.7674154	0.9102516	0.9210069	0.84747547	0.79589105	0.70591587	0.84130776	0.86893475	0.92054784	0.810942	0.7859159	0.89682394	0.9591019	0.8635535	0.8513457	0.9164031	0.939799	0.57450044	0.7875923	0.8744155	0.88353294	0.85428715	0.9276281	0.900959	0.83475894	0.946375	0.9698814	0.81614125	0.930091	0.8210144	0.815634	0.6976564	0.939026	0.8597591	0.93435836	0.90210086	0.708676	0.9393908	0.85527617	0.92903274	0.93671054	0.84718657	0.90878975	0.9284666	0.74275696	0.71246445	0.7933207	0.85528606	0.8450881	0.8962568	0.87489986	0.8013803	0.81761336	0.8299708	0.91171956	0.8503728	0.9241108	0.86476445	0.964063	0.9055281	0.8332219	0.8386443	0.93696713	0.9004272	0.9170527	0.8210887	0.88786536	0.95073885	0.9430443	0.9300761	0.91194284	0.93243843	0.83033943	0.8732575	0.93764925	0.89425755	0.9612344	0.8815548	0.9343356	0.9537035	0.7312389	0.9251102	0.88959247	0.95530736	0.8579414	0.94620305	0.77740616	0.81678724	0.8625567	0.7813798	0.8074169	0.871488	0.8810256	0.9157765	0.6865974	0.9403868	0.84699214	0.86847687	0.90321255	0.8428031	0.64476764	0.88763523	0.7753961	0.90552247	0.88619184	0.9439713	0.9299389	0.79834074	0.88829803	0.78952605	0.7524691	0.95636296	0.9038417	0.88863575	0.850443	0.8830391	0.9247361	0.9105505	0.8543247	0.95250344	0.86992013	0.92616963	0.86081815	0.8831685	0.82979655	0.9233905	0.95831865	0.8050403	0.8748175	0.8051142	0.945439	0.9491894	0.8338704	0.86935836	0.8104096	0.87229145	0.8639245	0.87974745	0.82184523	0.86844444	0.7932275	0.9470352	0.94403166	0.9447278	0.7959329	0.8597919	0.8774757	0.8779345	0.7559994	0.8728708	0.9024819	0.8828215	0.9234054	0.90213835	0.8511822	0.8782824	0.91431546	0.86421585	0.8058351	0.89763635	0.9448437	0.8202027	0.7953797	0.87916344	0.9146156	0.894195	0.90947527	0.9122942	0.8800763	0.90796846	0.90811896	0.8552024	0.8968539	0.82633865	0.85995257	0.9155866	0.897266	0.88687	0.8967681	0.86973196	0.8541887	0.81739265	0.95428175	0.95073676	0.77900124	0.83971107	0.95662576	0.9365571	0.79953253	0.9334348	0.81359816	0.899688	0.800717	0.9676774	0.90104336	0.7897984	0.6316819	0.9053335	0.6129507	0.7274406	0.8660878	0.94770014	0.7568104	0.8522755	0.8532963	0.8463334	0.88727605	0.9601131	0.8455472	0.8618853	0.8497473	0.90302765	0.86087424	0.9567828	0.8470699	0.8022911	0.85558236	0.85663927	0.8117129	0.9207746	0.9780417	0.88700485	0.84652984	0.80178416	0.8853907	0.8439676	0.8354337	0.82010794	0.7918809	0.8278271	0.89225334	0.91304	0.91244656	0.90204614	0.8809622	0.78803825	0.7819432	0.9596663	0.9011673	0.96730435	0.9695514	0.94280845	0.7329254	0.94581044	0.77591425	0.8785167	0.8839857	0.8820316	0.81594825	0.8490022	0.84701383	0.88728327	0.8325595	0.92118335	0.91927385	0.9385898	0.90596294	0.8998964	0.83984333	0.87659293	0.95958364	0.8110536	0.9266551	0.8742506	0.92419916	0.9225381	0.84175575	0.818141	0.7814445	0.8980138	0.96202826	0.87365115	0.9004841	0.8734002	0.8516279	0.9587499	0.8813858	0.9490873	0.81531394	0.86451244	0.8839333	0.8297147	0.8655307	0.9600426	0.9584654	0.92616767	0.9580188	0.9010153	0.90610766	0.8433559	0.9082534	0.7918107	0.8449442	0.85100293	0.9353037	0.8389762	0.934782	0.91802466	0.85021913	0.9079991	0.92779845	0.88189	0.8602121	0.8106897	0.75269216	0.7477272	0.7113123	0.94409037	0.92065793	0.8326553	0.9457193	0.96677035	0.91594553	0.8488334	0.94502336	0.91167355	0.87735355	0.9391956	0.7991157	0.90617704	0.86090237	0.9753019	0.87441015	0.8181073	0.9709838	0.73178864	0.9271678	0.9470781	0.8867323	0.89581424	0.8059151	0.7694158	0.7916019	0.9564466	0.86814064	0.8881805	0.86065674	0.88447547	0.8907049	0.85748625	0.79726076
fout/adj	0.88970673	0.88112354	0.0	0.94242954	0.8731878	0.86114824	0.8056301	0.91793805	0.89585847	0.82617384	0.846613	0.8296156	0.9255242	0.91140735	0.91747653	0.8794684	0.8204682	0.9664788	0.95803154	0.8604264	0.7261332	0.94805616	0.859782	0.8564135	0.9186805	0.913221	0.88911897	0.7981434	0.9057436	0.8238436	0.9420786	0.94722986	0.88533425	0.8391205	0.84562945	0.96162564	0.8284024	0.8579768	0.87567383	0.88339186	0.88501805	0.9004394	0.8932352	0.84559643	0.8776457	0.9123419	0.81826866	0.858425	0.939886	0.95555025	0.7840849	0.8922491	0.8229433	0.84492123	0.80214965	0.83188885	0.8735745	0.8965742	0.9182291	0.7976877	0.86572295	0.8323735	0.86656237	0.8427067	0.8482709	0.92131907	0.95612025	0.7924294	0.87657297	0.87160987	0.86142087	0.8770813	0.8295713	0.91533315	0.76213795	0.8335669	0.8524128	0.91506684	0.87106323	0.9265573	0.87104577	0.9114667	0.90147	0.83658814	0.85830534	0.89137185	0.92581475	0.9085897	0.8576787	0.8960684	0.94377553	0.92975	0.85939205	0.86386746	0.94869643	0.8443715	0.882885	0.9657885	0.87428796	0.9703023	0.8841397	0.91867894	0.9348738	0.8703604	0.79217064	0.7127609	0.96683985	0.8349148	0.9476479	0.7911149	0.7868326	0.89254117	0.7656601	0.7853859	0.8035527	0.8838362	0.90328795	0.8958187	0.8629764	0.89437735	0.6386547	0.9276704	0.7598899	0.8071737	0.87748253	0.8089697	0.91073966	0.8931172	0.88975966	0.85937667	0.8752256	0.82373035	0.879136	0.80241066	0.9589771	0.88572145	0.91797113	0.8384618	0.8372003	0.90386456	0.9573644	0.806967	0.9578932	0.7693466	0.8910657	0.77876735	0.8707876	0.8140185	0.90532535	0.96716243	0.84398484	0.76134324	0.8834514	0.94572383	0.9614513	0.80691814	0.92190725	0.79981273	0.91730314	0.79249454	0.9032005	0.88688195	0.8276377	0.8100192	0.96876425	0.8679453	0.89824444	0.802447	0.7772337	0.40022486	0.9305549	0.8249518	0.921745	0.8650774	0.7714082	0.90331054	0.715276	0.8008654	0.85684687	0.91038543	0.8709148	0.79109645	0.8731611	0.94067574	0.78831923	0.8979565	0.83713365	0.72401583	0.87968886	0.9373058	0.9354434	0.88084704	0.8705381	0.9227595	0.7725558	0.895699	0.8298396	0.80390775	0.6474837	0.8107419	0.86434186	0.87419456	0.84960425	0.8719166	0.77568704	0.8008397	0.9695765	0.8962915	0.80925167	0.9414895	0.9231932	0.8017285	0.91918606	0.9366702	0.860216	0.85804504	0.96948695	0.90202594	0.8295581	0.8235578	0.93173444	0.8182301	0.7802502	0.8981214	0.9527451	0.82571745	0.89295775	0.8414258	0.9356292	0.8739332	0.96619165	0.85974604	0.86202157	0.8676065	0.88015133	0.88189983	0.92892545	0.85133624	0.74125457	0.85583353	0.85471463	0.86666214	0.81746566	0.96420467	0.9126786	0.8314399	0.8830961	0.80211973	0.87044406	0.91051465	0.847995	0.77106994	0.8399175	0.8889872	0.825535	0.84256715	0.88183033	0.80846524	0.8802031	0.8175734	0.9492703	0.87290925	0.95066184	0.9478075	0.93442893	0.84238815	0.95930445	0.71984357	0.88492113	0.8448682	0.94269955	0.7820789	0.90213615	0.8757503	0.8605142	0.7265494	0.87319076	0.9397105	0.93436533	0.9110321	0.8999792	0.8021127	0.9120798	0.9646081	0.88438183	0.87731737	0.92686725	0.8040669	0.93854684	0.87668973	0.8231214	0.8654078	0.88949203	0.952226	0.9222879	0.81320274	0.8486686	0.87843865	0.94186985	0.78137195	0.94088733	0.8372499	0.74016315	0.81522477	0.8446516	0.836166	0.89232385	0.9553907	0.91671216	0.9559955	0.7849605	0.73106253	0.7603234	0.75950956	0.9318621	0.8947007	0.7934867	0.9113951	0.87449	0.9050392	0.91173893	0.84033513	0.71832836	0.9013337	0.85230434	0.8963514	0.837715	0.88946784	0.8355663	0.7867547	0.8908373	0.68111145	0.90885776	0.90194505	0.9438055	0.85504645	0.84320635	0.95275617	0.91442007	0.8416476	0.9593951	0.9160017	0.84433293	0.77348965	0.9673324	0.9049942	0.83078307	0.96763355	0.9018437	0.67445153	0.95992315	0.8924621	0.8784739	0.80626	0.8036544	0.86923695	0.9614454	0.8744408	0.9332417	0.82672834	0.808593	0.92098737	0.87962174	0.77629256
kwalificatie_toernooi/noun	0.91568655	0.93602467	0.94242954	0.0	0.92164016	0.932463	0.9087221	0.6298	0.82152385	0.8711253	0.885545	0.8864992	0.6787505	0.9012901	0.46772093	0.91546994	0.92619854	0.77205193	0.59890354	0.9023392	0.90546817	0.76205176	0.8913596	0.9284895	0.95076615	0.91093165	0.88743126	0.91161203	0.8300351	0.9379018	0.7697917	0.67143667	0.90400803	0.91816425	0.905305	0.83094335	0.8854791	0.8634434	0.93138224	0.93349135	0.9225064	0.9160746	0.81883335	0.94215024	0.8469417	0.8010094	0.89908135	0.931683	0.83431584	0.6060792	0.9174843	0.80561537	0.9285903	0.907423	0.93134415	0.87162787	0.9240968	0.8949994	0.9566283	0.92083085	0.8752371	0.87148947	0.9512961	0.92552423	0.9224923	0.76645964	0.78840077	0.91751784	0.89467245	0.8525007	0.88624895	0.88648844	0.84068865	0.82813096	0.9519292	0.9436369	0.9294097	0.8816541	0.9172455	0.6628207	0.742299	0.81964684	0.74631995	0.8906544	0.92164356	0.80400944	0.8430329	0.7582214	0.91961753	0.91825694	0.6782294	0.8168952	0.84132063	0.9396301	0.72867393	0.92843175	0.91558325	0.5347933	0.9360629	0.8475502	0.81976587	0.8752267	0.7420342	0.86867577	0.88101256	0.95025617	0.7734542	0.93991375	0.76054555	0.92097926	0.91561973	0.9096812	0.9399683	0.90193194	0.9542921	0.8159962	0.92430186	0.9266765	0.95483565	0.8697101	0.9113898	0.9505451	0.93186516	0.9211842	0.86229444	0.90232503	0.79509187	0.8963629	0.7664097	0.953231	0.9350519	0.9050824	0.9027798	0.8911201	0.843853	0.86534107	0.8478106	0.875409	0.8764745	0.8378147	0.7828237	0.85582036	0.50346696	0.902479	0.9459448	0.93397945	0.8900856	0.89180607	0.79663527	0.7871646	0.9170122	0.91803133	0.92057633	0.76327384	0.8378888	0.9260706	0.8213161	0.9141972	0.74980414	0.89017236	0.85230297	0.920595	0.924061	0.9445232	0.7634314	0.909915	0.94865954	0.86592287	0.9585826	0.9477502	0.7716158	0.91376585	0.7613907	0.8917759	0.9140748	0.8167559	0.9082693	0.9338697	0.9544144	0.9261632	0.755536	0.9233942	0.94537014	0.78680784	0.9328609	0.8837398	0.89237416	0.9344673	0.94057965	0.90022194	0.76699555	0.924922	0.8887541	0.7881911	0.8905184	0.71672964	0.9412837	0.892207	0.92698646	0.95217675	0.9271308	0.80914384	0.8915065	0.90513533	0.89387214	0.95293605	0.7860248	0.9231264	0.9336239	0.67541623	0.8587785	0.87872434	0.62612087	0.90796506	0.95424885	0.9282099	0.88678205	0.968507	0.9023534	0.923741	0.64837784	0.91345453	0.8997081	0.9394519	0.89322007	0.96472925	0.89937836	0.91481483	0.63296926	0.86634886	0.8158978	0.88996685	0.92544454	0.9034214	0.94749653	0.8831961	0.6251679	0.907852	0.8813457	0.9583653	0.89872515	0.9212632	0.92356044	0.545334	0.9218849	0.9191099	0.89920354	0.94305885	0.9341634	0.88124883	0.8781679	0.9114101	0.89415985	0.80385137	0.9157257	0.8720925	0.8812297	0.7997943	0.9297339	0.89891315	0.82656515	0.78624284	0.68279374	0.80225587	0.74827456	0.9171074	0.47159344	0.89390814	0.9288057	0.952571	0.9427554	0.86949325	0.92169565	0.9099344	0.88463867	0.90843225	0.8617451	0.89966536	0.8248694	0.8154816	0.78667015	0.90839154	0.83803046	0.8764035	0.9421015	0.8374393	0.8849105	0.93232036	0.7252996	0.88571393	0.89201576	0.9537926	0.89935035	0.84939504	0.8764729	0.8665354	0.9393434	0.8913011	0.9340168	0.9263672	0.87429893	0.8681762	0.9491304	0.9489902	0.8971935	0.760877	0.85621464	0.8407068	0.92655534	0.8262262	0.9506608	0.9590913	0.9071988	0.93558455	0.9025133	0.9393776	0.92764044	0.93516636	0.8818798	0.9339124	0.80619526	0.925481	0.94818497	0.8877574	0.8842217	0.8636286	0.91280174	0.93633676	0.9167156	0.84683937	0.91177464	0.95429206	0.8738898	0.7491865	0.6990696	0.90124404	0.9063903	0.79636526	0.67240053	0.8854711	0.844566	0.80709183	0.87897944	0.91824687	0.54300344	0.93281806	0.93643105	0.7767652	0.863348	0.96614796	0.80622965	0.82539564	0.7785686	0.9312539	0.93123454	0.93273467	0.46642894	0.9264241	0.9566634	0.947408	0.8987648	0.7722355	0.9022711	0.93482417
vroeg/adj	0.86272377	0.92320836	0.8731878	0.92164016	0.0	0.9050697	0.90594745	0.91958606	0.87779343	0.85015213	0.9266221	0.8564131	0.91197705	0.92853755	0.92388564	0.8995991	0.9297375	0.89385563	0.9480855	0.8934536	0.8368231	0.9539716	0.9055727	0.88477725	0.94197214	0.8984062	0.90569484	0.90206516	0.9284962	0.8989728	0.9273308	0.93982077	0.93027717	0.92596245	0.90202355	0.9748883	0.85352683	0.7943305	0.86055183	0.8861239	0.90709543	0.91247827	0.8145959	0.9149084	0.8939556	0.86618125	0.82256967	0.90330213	0.92307067	0.9153123	0.89052284	0.86723197	0.9322772	0.9085847	0.8870668	0.79540575	0.9082076	0.8975012	0.8852041	0.93457	0.90437603	0.8230833	0.8938436	0.91108316	0.90117216	0.8797576	0.8535141	0.8935219	0.8965172	0.91573954	0.84081733	0.92045647	0.8497945	0.9236046	0.88863754	0.859094	0.9077367	0.9070595	0.8723047	0.892659	0.8608892	0.86148417	0.8925155	0.90114224	0.94876564	0.7118571	0.8803927	0.8817326	0.9319414	0.87566674	0.94776434	0.9248283	0.78305864	0.8908374	0.889955	0.90976155	0.9420865	0.9289982	0.90774643	0.9087459	0.86758494	0.8264215	0.8806753	0.91078913	0.7449746	0.7991054	0.9084585	0.9201879	0.9256865	0.8906964	0.8576543	0.8693791	0.8632768	0.8878972	0.81564647	0.827139	0.6886643	0.9171238	0.9255387	0.91915244	0.866711	0.9042258	0.8963138	0.9141863	0.87257016	0.8847339	0.8930585	0.8896485	0.8461629	0.8849133	0.9122753	0.8912829	0.8457292	0.8167419	0.8693333	0.897937	0.8901285	0.85034674	0.8862151	0.8789271	0.92614025	0.9354033	0.9410236	0.8739516	0.8861964	0.8761602	0.88897055	0.87837195	0.8746618	0.9583123	0.905214	0.84022546	0.8923429	0.91976106	0.9260803	0.8928764	0.9386876	0.8981667	0.92862856	0.8094388	0.89256275	0.91598856	0.92159295	0.90943635	0.96472234	0.88148594	0.88363105	0.8277153	0.889481	0.86764	0.9047557	0.9126092	0.91126955	0.9319711	0.82566315	0.9141086	0.8094586	0.90158904	0.90996724	0.9307438	0.8837984	0.9092934	0.9195854	0.9011456	0.90075946	0.92862207	0.9157851	0.80645245	0.93599236	0.94632477	0.90320235	0.87659997	0.8753424	0.88278514	0.87620795	0.89175624	0.93162465	0.90998757	0.87589234	0.8507651	0.92256445	0.8760083	0.925473	0.9149107	0.86329186	0.8604666	0.96522474	0.9094367	0.90168303	0.93596566	0.8615487	0.8824279	0.87025464	0.944227	0.91879153	0.9109915	0.91868556	0.91565657	0.88241285	0.90971214	0.90141785	0.91718525	0.8900079	0.9317493	0.92223316	0.91895944	0.9257091	0.93444204	0.9579525	0.8489452	0.94146776	0.9066187	0.9304031	0.904629	0.844775	0.88887066	0.9141811	0.88619816	0.86898625	0.8010411	0.9173913	0.95479596	0.8513029	0.9512932	0.9287184	0.911787	0.9157068	0.90707034	0.8716712	0.93413997	0.88629067	0.92247933	0.92110765	0.8848126	0.8211709	0.78822625	0.8732197	0.9165963	0.9275195	0.8902971	0.9525244	0.8551359	0.924366	0.9651415	0.91809374	0.92318904	0.9346284	0.8180416	0.8491903	0.9075995	0.9359442	0.8643263	0.9210657	0.93471134	0.8852064	0.83622396	0.89410716	0.88502306	0.8928798	0.8866487	0.87864804	0.89192605	0.9166934	0.9386521	0.9510692	0.8723525	0.84725136	0.87747234	0.8780029	0.9285556	0.921096	0.9399656	0.8745628	0.9196868	0.9105834	0.82053745	0.9411547	0.9422944	0.93885833	0.92143536	0.8513652	0.90285176	0.8970662	0.86352414	0.84924746	0.87024313	0.827304	0.9523089	0.9174611	0.91110426	0.843625	0.8640481	0.8674005	0.8377751	0.89722276	0.9496477	0.8758544	0.9091954	0.87611294	0.6772709	0.8994995	0.81647515	0.8038299	0.84163755	0.8678795	0.85873294	0.9014772	0.90195704	0.913011	0.8682801	0.8571372	0.82690215	0.91782784	0.87185454	0.8633361	0.916257	0.9028908	0.8957908	0.8733411	0.8718164	0.9103528	0.91541463	0.8042212	0.89272493	0.9585996	0.9308984	0.9095216	0.94757015	0.9377975	0.82157856	0.9191697	0.87059546	0.8634275	0.8978715	0.9287433	0.91373724	0.93015623	0.8965231	0.9726214	0.8213324	0.85473907	0.8774419	0.93217266	0.9266695
