	plek/noun	publiek/adj	Adelmund/name	fout/adj	techniek/noun	haar/det	Maij/name	dien/verb	Beweging/name	race/noun	door/prep	word/verb	gunste/prep	loop/verb	daarover/pp	tweede/num	deugdelijk/adj	kwalificatie/noun	heilig/adj	zondag/noun	allround/noun	dus/adv	Val/name	bij/adv	eigen/adj	druk/verb	Libië/name	ingesloten/adj	x/num	internationaal/adj	verkiezing/noun	dezelfde/det	homohuwelijk/noun	stem_biljet/noun	horden/noun	vervolgens/adv	zij/pron	wagen/noun	behartig/verb	Amerikaan/noun	vanwege/prep	renner/noun	eerst/adv	nummer/noun	sprint/verb	uitlating/noun	wijze/noun	je/pron	val/noun	hoek/noun	moreel/adj	betrap/verb	Afrikaan/noun	geval/noun	marxistisch/adj	start/verb	legitiem/adj	reeks/noun	Martina/name	noodzakelijkerwijs/adv	Australië/name	Koolhaas/name	elftal/noun	Jack/name	opponent/noun	keer/noun	België/name	maar/vg	Carpenter/name	waarmee/pp	opzicht/noun	laat/adj	Italiaan/noun	lied/noun	medaille/noun	al/adv	stuk/noun	1996/noun	hen/pron	rede/noun	nadat/comp	kampioenschap/noun	Tweede/name	carrosserie/noun	definitief/adj	kort/adv	Groenewold/name	start/noun	forum/noun	toen/adv	degeen/pron	iemand/noun	zaterdag/noun	serieus/adj	Ronny/name	post/noun	Zuid-Afrika/name	taalgebruik/noun	doelbewust/adj	te/adv	Aus/name	avonds/adv	sector/noun	sla/verb	Berlijn/name	foutief/adj	grond/noun	veelbelovend/adj	politiek/adj	daardoor/pp	buitensporig/adj	Zuid-Koreaan/noun	omdat/comp	match/noun	huidig/adj	snijd_af/verb	11/noun	vis_op/verb	gistermiddag/adv	VS/name	prompt/adj	doorsta/verb	Tournament/name	deelnemer/noun	achterstand/noun	10/num	voorronde/noun	lijk/verb	auto/noun	denigrerend/adj	Mexicaan/noun	3.000/num	Belg/noun	Sydney/name	om/comp	niet/adv	duatlon/noun	grond/prep	voor/comp	Georgiev/name	beide/det	kandidaat/noun	herhaald/adj	plaats/verb	ze/pron	zelfs/adv	Brit/noun	100/noun	zijn/det	zal/verb	Joegoslavië/name	Duitsland/name	als/prep	toen/comp	grof/adj	verontwaardiging/noun	nandrolon/noun	echt/adj	May/name	toch/adv	plaats/prep	Ritsma/name	Bauer/name	alsnog/adv	welk/pron	4/num	partij/noun	afloop/noun	500/num	bestuurder/noun	land_genoot/noun	terstond/adv	hem/pron	hopeloos/adj	zichzelf/pron	effect/noun	fout/noun	roep/verb	getuige/noun	door/comp	Rintje/name	zich/pron	speler/noun	koop_om/verb	heb/verb	lach/verb	400/noun	functie/noun	beiden/adv	winnaar/noun	geenszins/adv	NU/name	Spirit/name	Wereldoorlog/name	Frankrijk/name	wedstrijd/noun	voor/prep	Brussel/name	Kim/name	Nederland/name	oog/noun	conservatief/adj	Melkert/name	medium/noun	Romme/name	onvoldoende/adj	als/comp	trio/noun	behoefte/noun	onderhandelaar/noun	tijdens/prep	uitspraak/noun	deelname/noun	die/det	schoolslag/noun	dreig/verb	Drummond/name	protesteer/verb	Ferrari/name	Maas/name	Hakkinen/name	Jon/name	Instituut/name	smal/adj	voorlopig/adj	groep_lid/noun	win/verb	Schalken/name	toe/part	echter/adv	ouder/noun	vijfde/num	te/comp	beval/verb	Thorpe/name	Engeland/name	kwartfinale/noun	stem/noun	waarschuwing/noun	protest/noun	Rousseau/name	niets/adv	automatisch/adj	eerste/num	onrechtmatig/adj	affaire/noun	kwartet/noun	stap_uit/verb	daarna/adv	gesprekspartner/noun	200_meter/noun	coureur/noun	m/noun	wereldkampioen/noun	eindklassement/noun	Antje/name	management/noun	EK/noun	namelijk/adv	kinderloos/adj	bouwkunst/noun	uiteraard/adv	Canadees/noun	Nicholson/name	Florian/name	hinder/verb	gisteren/adv	meter/noun	hij/pron	pleit/verb	rest/noun	men/pron	opdracht/noun	weigering/noun	deze/det	Schumacher/name	logischerwijze/adv	twee/num	vanmorgen/adv	meteen/adv	deal/noun	na/prep	vals/adj	dag/noun	voorbaat/adv	misverstand/noun	erg/adj	Ouattara/name	aanvankelijk/adj	tegenstander/noun	de/name	derde/num	200/num	februari/noun	Gordon/name	daarmee/pp	bang/adj	wel/verb	maar/adv	gebied/noun	orde/noun	tijdperk/noun	ten/prep	's/adv	11/num	gewoonte/noun	paard/noun	veiligheid_reden/noun	mensheid/noun	kunst/noun	derhalve/adv	Duits/adj	iedereen/pron	speel/verb	half/adj	onreglementair/adj	A./tag	UCK/name	haar/pron	IOC/name	Rem/name	klasse/noun	ploeg/noun	per/adv	donderdag/noun	allebei/adv	wegens/prep	discutabel/adj	finale/noun	A_merk/noun	daarop/pp	genetisch/adj	110/noun	Stam/name	anders/adj	woensdag/noun	Deen/noun	Willem/name	kwestie/noun	inefficiënt/adj	ermee/pp	melding/noun	staatssecretaris/noun	mens/noun	jury/noun	argument/noun
plek/noun	0.0	0.91679764	0.95221096	0.8639562	0.74012315	0.834277	0.9256996	0.77335256	0.9034612	0.7393584	0.9172058	0.7943533	0.86004925	0.84493816	0.885616	0.72260785	0.90296096	0.6868092	0.7071733	0.88435364	0.70041573	0.82988006	0.9564275	0.8894628	0.8237827	0.8070004	0.9057778	0.8839094	0.92310256	0.8872222	0.91946924	0.7302831	0.91692173	0.9042637	0.9375537	0.79646426	0.85890853	0.81806433	0.8852728	0.8465872	0.77027595	0.8209737	0.8285556	0.7626191	0.7436493	0.8009974	0.71894944	0.8315799	0.739921	0.84241796	0.86819744	0.93743455	0.9475325	0.8682489	0.9615705	0.80579126	0.8867408	0.754967	0.9017515	0.86737144	0.83777034	0.9025253	0.7943318	0.97713	0.83982056	0.7105985	0.86211854	0.82093245	0.95571834	0.82080925	0.86028266	0.7977707	0.7843111	0.81791735	0.7677205	0.8845656	0.9165829	0.9211416	0.8775514	0.71764314	0.865684	0.70611	0.94037414	0.9037638	0.8118031	0.8966815	0.64150697	0.8520538	0.86523926	0.75111526	0.8246189	0.8609359	0.8839599	0.8616699	0.95459753	0.8313775	0.93400115	0.9476368	0.89415085	0.9056808	0.90145254	0.8807668	0.7464686	0.8529325	0.8148668	0.9445187	0.69267434	0.8876296	0.88652664	0.8021158	0.9632513	0.8810564	0.7929704	0.8446821	0.872396	0.85009396	0.97068423	0.8882384	0.73942554	0.9462558	0.86846495	0.90059936	0.8845493	0.82138944	0.757905	0.91199124	0.8310981	0.8302722	0.80691195	0.9440614	0.92414415	0.8726384	0.7713322	0.8154324	0.8332919	0.84747857	0.8760217	0.7787482	0.8467517	0.93527114	0.81571084	0.86273044	0.95556116	0.6562917	0.8696408	0.77463776	0.95049685	0.85486734	0.8006124	0.86424595	0.8838487	0.9163045	0.71084285	0.8666602	0.9407696	0.81114084	0.9641474	0.84790915	0.8812734	0.83440727	0.8189524	0.59881204	0.97647023	0.73789567	0.7439973	0.9105356	0.88735217	0.83027315	0.74352884	0.8531404	0.7186549	0.8594471	0.8279806	0.90005755	0.82072866	0.85367024	0.7298602	0.7900329	0.8930841	0.849731	0.6398302	0.77544516	0.85947603	0.9165682	0.83325416	0.8757926	0.86529845	0.7861863	0.7970555	0.7550987	0.85898376	0.99641	0.98213136	0.9591985	0.88241637	0.74344987	0.765662	0.9271826	0.87416834	0.9021067	0.7849704	0.9230412	0.9475549	0.882793	0.6116576	0.87125474	0.7197591	0.84327614	0.7600613	0.97436225	0.7980724	0.80778384	0.7332392	0.8134173	0.87283736	0.8690442	0.9116734	0.9121967	0.84205496	0.9427165	0.863009	0.9710109	0.9612803	0.8083549	0.88449395	0.766212	0.69968045	0.8337165	0.8351344	0.7934214	0.90733826	0.6614449	0.8531816	0.87630945	0.8791348	0.8516646	0.7929905	0.8689814	0.90519047	0.8874865	0.93846846	0.83022624	0.8540033	0.798711	0.9333745	0.8664122	0.8899116	0.79563004	0.81952983	0.92411506	0.8420608	0.85889703	0.8519056	0.7106169	0.6877516	0.9794503	0.8214226	0.64905804	0.71321285	0.7960067	0.94518435	0.7440113	0.8450056	0.96729267	0.94613177	0.8832613	0.8183259	0.8100637	0.85885024	0.8653184	0.9145974	0.86717296	0.7747921	0.89454544	0.8569838	0.8156054	0.8774048	0.8365085	0.91039664	0.84418833	0.91779256	0.82653147	0.92967296	0.73544335	0.8463138	0.9224496	0.8558858	0.9750259	0.87140155	0.8304308	0.88385105	0.6732749	0.86377376	0.8857976	0.99067074	0.75922096	0.8770185	0.8973313	0.8495409	0.8907094	0.82184154	0.8362045	0.7823789	0.8750918	0.9485518	0.79830146	0.869137	0.87395674	0.91417575	0.8469862	0.7418606	0.8820786	0.77361226	0.855294	0.84585583	0.9123255	0.8890031	0.9540073	0.8443314	0.9356301	0.8771492	0.7732376	0.7009636	0.8119363	0.9232642	0.82354116	0.88811266	0.82421786	0.85148835	0.7650567	0.89658386	0.9364076	0.8703103	0.9182011	0.9212414	0.89362407	0.9070662	0.88260496	0.8482905	0.80555516	0.9131031	0.952778	0.9741375	0.7596201	0.8579162	0.8160452
publiek/adj	0.91679764	0.0	0.8014095	0.84907234	0.84394264	0.78529745	0.89945	0.63332105	0.92568725	0.94989866	0.7695054	0.8369287	0.7804162	0.98020375	0.63650745	0.979864	0.7526975	0.92028296	0.6955519	0.99895	0.96485615	0.9055667	0.989608	0.8431185	0.7356217	0.8927922	0.87197304	0.94437957	0.9928145	0.53144324	0.90166754	0.76753116	0.8011484	0.93051887	0.9947815	0.85325074	0.7581921	0.9679499	0.6320733	0.89970404	0.67512286	0.9283826	0.8560099	0.95968324	0.9694515	0.6507838	0.80987453	0.9582229	0.93193066	0.9106216	0.5836048	0.91845334	0.92334145	0.9209569	0.75491583	0.99060684	0.8049078	0.95769167	0.9754243	0.87353456	0.93591934	0.95682144	0.9590832	0.9576712	0.9222239	0.97742766	0.89173263	0.8909977	0.99062306	0.84180605	0.85342723	0.97354937	0.97155297	0.95497495	0.9652844	0.93217045	0.97685134	0.92955035	0.83520806	0.7916803	0.85544974	0.9675163	0.85964465	0.9627535	0.8303122	0.9249835	0.90213096	0.9908653	0.61555284	0.91514283	0.73821664	0.8962709	0.9876676	0.79888356	0.92974496	0.8501357	0.8890564	0.6850211	0.87163717	0.9008729	1.0	0.9942918	0.54202414	0.8840817	0.8746444	0.82894665	0.8776337	0.820565	0.5204921	0.8396044	0.7592397	0.8734497	0.777637	0.9706019	0.6551988	0.9097971	0.9661403	0.944278	0.8736311	0.92709124	0.8006047	0.8550111	0.99052656	0.85059506	0.88010055	0.9922783	0.9676861	0.82606316	0.95601916	0.7366426	0.93367994	0.9339597	0.9547496	0.950684	0.7438635	0.8908402	0.96745205	0.6998069	0.9139055	0.9659623	0.8874926	0.8148621	0.75824505	0.89016885	0.9338044	0.8488886	0.9291921	0.9738576	0.73238647	0.8160659	0.836437	0.9083594	0.7094985	0.886158	0.7759658	0.58957744	0.8911053	0.9407243	0.86767477	0.96479523	0.77830714	0.8970841	0.9417356	0.8763834	0.77671254	0.9965516	0.809727	0.9061647	0.9791241	0.841276	0.95605016	0.7784211	0.8654922	0.80088127	0.80564296	0.75381994	0.92314935	0.85688365	0.8996588	0.75590444	0.94529366	0.7920219	0.9260408	0.920778	0.78765094	0.93574345	0.99359167	0.6995373	0.95911306	0.9532213	0.79908735	0.8952996	0.9196859	0.9163533	0.8962038	0.96012884	0.79596895	0.9745433	0.97536224	0.87739265	0.87570333	0.69783455	0.71886224	0.42885274	0.9292742	0.67336655	0.924752	0.97032166	0.7174094	0.8769515	0.9025731	0.614208	0.89615905	0.6167289	0.99114287	0.8271911	0.9452278	0.7873166	0.9473625	0.8648539	0.9622956	0.9685718	0.94835067	0.947853	0.8317679	0.89295757	0.9769154	0.9287952	0.9085089	0.78857464	0.8980247	0.94763654	0.75523525	0.94422925	0.9758229	0.928663	0.9828101	0.8178895	0.75970834	0.658028	0.9442229	0.9093749	0.8135724	0.96632636	0.6581807	0.6643727	0.96126026	0.96423924	0.9286105	0.80772126	0.9977604	0.8801212	0.9927667	0.9555751	0.93124855	0.9834507	0.64849263	0.9734853	0.84224963	0.91527456	0.861107	0.85529864	0.93599755	0.94472617	0.9326621	0.9057184	0.82914776	0.9958024	0.8700578	0.7223346	0.91323423	0.7647571	0.83056915	0.7442382	0.6026794	0.9594629	0.8791879	0.96136487	0.9016402	0.8989497	0.854832	0.91357917	0.8575144	0.9681493	0.7888242	0.75332344	0.9227173	0.9382296	0.84660345	0.8400325	0.9910462	0.97376657	0.96482426	0.95908666	0.98191965	0.7769456	0.96661705	0.93655133	0.9329007	0.85489297	0.82513064	0.90991586	0.7416158	0.9922652	0.9919458	0.9183915	0.9566567	0.90983874	0.8519315	0.68682665	0.71886504	0.85663664	0.8838549	0.96678305	0.9890463	0.9212477	0.9840284	0.8787468	0.9124788	0.81126845	0.9530123	0.9475544	0.9764494	0.9200334	0.9711948	0.9742058	0.7556894	0.7836681	0.99132365	0.8268867	0.83088803	0.8137471	0.9914892	0.8721664	0.95105165	0.97375005	0.9031104	0.959818	0.73720384	0.76593	0.88201845	0.866436	0.82276773	0.8631108	0.8227151	0.66412693
Adelmund/name	0.95221096	0.8014095	0.0	0.8422932	0.9121496	0.73185045	0.7949521	0.82730365	0.84257877	0.95041	0.8284696	0.8658765	0.9168837	0.95496935	0.67919	0.9407342	0.79718804	0.961308	0.90078294	0.98046577	0.96967417	0.8826445	0.9438129	0.91333103	0.9006889	0.9419303	0.8812722	0.9439639	0.9990089	0.910161	0.8915062	0.93202305	0.7963846	0.9139691	0.97715974	0.7898266	0.66466105	0.9639068	0.9259178	0.93135697	0.75886905	0.9484461	0.83763057	0.9590335	0.96454334	0.6344987	0.89238995	0.91709363	0.9444116	0.9382156	0.84250045	0.8753544	0.9548873	0.9436004	0.7977652	0.90181816	0.9063221	0.96748763	0.93244416	0.93830806	0.9533032	0.93683326	0.95279974	0.9604739	0.8897437	0.9336655	0.97037274	0.8476577	0.9676126	0.8696656	0.88770175	0.9278255	0.9211513	0.92299247	0.9454536	0.86279297	0.95066077	0.9327893	0.774866	0.842727	0.8093416	0.98362553	0.6207938	0.9359534	0.7883811	0.8338712	0.8630451	0.9341784	0.7843283	0.80443776	0.81626177	0.9029207	0.9482836	0.86077523	0.94359136	0.8290094	0.9373722	0.6376959	0.8913313	0.89179397	1.0	0.9829952	0.89666224	0.8212765	0.92674494	0.8800155	0.9516228	0.8073619	0.8123541	0.9245181	0.907509	0.9501128	0.8670876	0.91573083	0.82014894	0.90131366	0.9507681	0.92090786	0.7995918	0.95547265	0.78937984	0.8936869	0.98982483	0.97240776	0.8505425	0.98580885	0.9595134	0.7759071	0.9538916	0.80279213	0.91512775	0.9916664	0.9754669	0.9589376	0.7651915	0.90609473	0.9692577	0.79106617	0.9032669	0.9066328	0.9308239	0.8826055	0.73573214	0.9096307	0.7795621	0.8632708	0.958942	0.9838762	0.79132473	0.8519639	0.90395904	0.95210683	0.8299908	0.7891217	0.73869765	0.7546606	0.9253229	0.93825775	0.82749486	0.92454404	0.91254205	0.8771821	0.88960344	0.76718694	0.8740033	0.98789644	0.8612534	0.9180385	0.9977956	0.939786	0.94401634	0.86088	0.8058615	0.8506457	0.89990354	0.8157114	0.84948385	0.7912666	0.87448984	0.83608437	0.8839411	0.76929027	0.9342954	0.8550282	0.74340296	0.86001486	0.97387797	0.8537979	0.74438626	0.9236615	0.8524476	0.8657139	0.79987895	0.83345973	0.9509717	0.9364709	0.79967153	0.92170876	0.9521161	0.9186451	0.9151367	0.8633003	0.4875881	0.7968439	0.9099812	0.7575447	0.8776531	0.97295386	0.8799263	0.76332134	0.84677184	0.7113808	0.90090394	0.82866746	0.98778784	0.86198235	0.9495859	0.7304194	0.9331463	0.85399437	0.93163496	0.9595404	0.868863	0.9841453	0.8658538	0.9560177	0.927032	0.84216404	0.7374431	0.780655	0.755059	0.9480833	0.7958042	0.83149767	0.9408262	0.975122	0.9537943	0.87775624	0.82780915	0.76138866	0.96907187	0.71081597	0.87855405	0.9332778	0.76048815	0.87280655	0.9282701	0.86594385	0.8601962	0.88398516	0.9819195	0.8967222	0.9796378	0.9530433	0.92421603	0.88862824	0.9417898	0.9784852	0.9004349	0.8196705	0.97999525	0.92615753	0.9260519	0.92450225	0.9592346	0.9345274	0.6616404	0.99511766	0.7811587	0.6774613	0.9531182	0.8614328	0.84754646	0.6920781	0.78111345	0.9221947	0.851671	0.9115206	0.71316814	0.8369816	0.86402524	0.8035887	0.94556093	0.96484786	0.8237195	0.8252894	0.8502357	0.8700901	0.7612529	0.91426516	0.88108444	0.9529097	0.9940566	0.92230374	0.9424963	0.7538262	0.9138617	0.93065065	0.89523983	0.9698163	0.8528114	0.93743914	0.9182163	0.9829128	0.9714625	0.8831528	0.9565189	0.84520185	0.9314024	0.97742546	0.8626847	0.84319013	0.89018637	0.9453018	0.9713257	0.9513308	0.8141756	0.8773275	0.77784467	0.9089119	0.895983	0.9586577	0.93321323	0.9331826	0.835691	0.8442266	0.78286797	0.8626985	0.97998047	0.92990094	0.8207669	0.87264484	0.9902567	0.88122845	0.9027073	0.84808254	0.91965264	0.69270223	0.87902427	0.8935612	0.9045653	0.86385804	0.41245115	0.95214766	0.84925276	0.79768574
fout/adj	0.8639562	0.84907234	0.8422932	0.0	0.84227556	0.7905213	0.90589935	0.83725137	0.9344279	0.81944615	0.69946516	0.717576	0.90692174	0.6901772	0.7535264	0.88681585	0.83135366	0.88911706	0.92061305	0.926338	0.81480545	0.7159249	0.9383976	0.8706522	0.83260554	0.82644683	0.9080396	0.8998259	0.97449356	0.8567718	0.9120036	0.81848764	0.8120576	0.80350614	0.97106206	0.7548026	0.7346391	0.7884828	0.8721096	0.8447856	0.66103137	0.90879303	0.79341364	0.88481915	0.8869484	0.7467475	0.8179188	0.691869	0.7610954	0.9102133	0.73575413	0.6746514	0.83027065	0.74551576	0.9436869	0.9410558	0.8840783	0.92792135	0.9085136	0.8051646	0.9444049	0.9594799	0.9534208	0.97763765	0.85620356	0.79793525	0.959219	0.64182246	0.96461964	0.73560596	0.7792285	0.8681978	0.8939638	0.84337187	0.8800593	0.80226064	0.88034177	0.9097266	0.7505108	0.83208096	0.79388034	0.9255592	0.898237	0.8130526	0.8461466	0.84091175	0.72009826	0.8698685	0.92382777	0.66916776	0.68734294	0.69581056	0.96400976	0.7912988	0.96164525	0.8696985	0.936861	0.7535834	0.73375857	0.69192636	0.9951552	0.8479396	0.93954057	0.772123	0.84326583	0.5882752	0.858775	0.9165496	0.82083774	0.76358205	0.7643379	0.9335235	0.66064215	0.92958724	0.85318786	0.81601685	0.9648386	0.89412063	0.8070786	0.9222206	0.7227752	0.8468043	0.9810367	0.90509987	0.76742727	0.89073855	0.9864405	0.72200274	0.78542244	0.8101014	0.90036297	0.83576417	0.954383	0.92548645	0.8004249	0.71226305	0.9129019	0.62122655	0.82184744	0.9179293	0.846358	0.87008077	0.807232	0.8473471	0.6865459	0.66818607	0.882571	0.9788088	0.805739	0.78645897	0.91811556	0.9599285	0.85900885	0.73590195	0.67334366	0.78670734	0.8173591	0.68065584	0.8889555	0.6986637	0.8847599	0.8192313	0.90501416	0.8124655	0.8745179	0.969122	0.91181296	0.8578725	0.8477429	0.7313531	0.92351705	0.8583768	0.6971301	0.69985294	0.76077914	0.8288273	0.52551186	0.8554866	0.7580773	0.733474	0.82203364	0.76951283	0.89360785	0.830768	0.73859704	0.8078217	0.9653296	0.8897281	0.78648424	0.9086968	0.68365616	0.9635865	0.9547747	0.901103	0.95833397	0.89076424	0.8803481	0.9621709	0.92418486	0.92171615	0.81330913	0.8172517	0.82589054	0.806648	0.72622013	0.7850196	0.68804026	0.8848678	0.82658774	0.8683645	0.8821234	0.73012495	0.86491627	0.7305567	0.98755014	0.76021886	0.904451	0.8385371	0.8202056	0.91236454	0.81617916	0.9447275	0.986115	0.81350285	0.8004129	0.90841424	0.88449335	0.9019161	0.7744882	0.61626816	0.81989706	0.8486123	0.78521013	0.8360777	0.94579315	0.9480537	0.8976911	0.8403015	0.8319605	0.856154	0.9669808	0.5980544	0.73696566	0.90110874	0.69312906	0.70894253	0.94456583	0.7313729	0.727659	0.8447692	0.9374192	0.876035	0.97538495	0.82413816	0.8467368	0.9771541	0.7722258	0.87540567	0.664137	0.8581863	0.973093	0.69961303	0.85299444	0.9028782	0.97606003	0.62641025	0.8375078	0.9017986	0.69861746	0.8919641	0.9500251	0.71124274	0.8732809	0.8228053	0.78189415	0.85724777	0.8997423	0.8143631	0.8671971	0.6917219	0.8184673	0.79101723	0.7111695	0.91560304	0.78661746	0.69020617	0.66546667	0.90081084	0.7822226	0.7988125	0.9046745	0.8648778	0.9371705	0.87576735	0.95735556	0.77318287	0.75608224	0.7800145	0.6909676	0.93840706	0.9114683	0.86862195	0.9369048	0.880328	0.91118515	0.88832474	0.85398966	0.9071455	0.82614505	0.9111611	0.80910283	0.863544	0.7939767	0.928389	0.9041716	0.8790225	0.68917966	0.86191714	0.6793268	0.8645456	0.99469554	0.8916046	0.9311444	0.87323445	0.9311293	0.80824316	0.7621964	0.6660037	0.9345407	0.88117224	0.80590457	0.7918731	0.95569795	0.8618752	0.6366715	0.9238092	0.91525674	0.945555	0.78019977	0.78845763	0.7804919	0.699692	0.9089949	0.8014518	0.8639159	0.73071504
techniek/noun	0.74012315	0.84394264	0.9121496	0.84227556	0.0	0.85414207	0.93720156	0.85810924	0.97731304	0.85526	0.8084273	0.8409762	0.9511257	0.94373316	0.8773325	0.925215	0.93272376	0.8435659	0.92170095	0.95126593	0.92081654	0.8355954	0.98299986	0.81356776	0.8697927	0.83653945	0.9326694	0.9582514	0.9514812	0.8581183	0.96284455	0.69842076	0.87597895	0.80313355	0.99356645	0.85058063	0.80690944	0.85766596	0.8717028	0.8374313	0.80488306	0.91394883	0.8931249	0.8079407	0.9657666	0.88791853	0.78449136	0.8470581	0.8875798	0.8863343	0.8073894	0.9390407	0.8081722	0.8426027	0.813815	0.86600524	0.90483326	0.8483171	0.9080761	0.80976236	0.84555876	0.96274865	0.91202545	0.9222226	0.84370685	0.8991246	0.97129196	0.75077164	0.97312564	0.7341863	0.8541615	0.9516632	0.93778986	0.9214078	0.833521	0.92749774	0.9326	0.95236933	0.8690397	0.79411256	0.9566164	0.91582644	0.9736962	0.8599862	0.9160075	0.93398213	0.8771441	0.8492822	0.8964991	0.84948415	0.80996835	0.88044244	0.9601468	0.85953856	0.9639409	0.8395458	0.92026544	0.81604767	0.7348483	0.8620412	0.88332623	0.9670907	0.67082304	0.945796	0.87872636	0.84138	0.90573674	0.7301801	0.829665	0.7746204	0.8372465	0.9798252	0.7977122	0.9235682	0.7634749	0.9166712	0.94779235	0.95724076	0.9407906	0.9009904	0.887981	0.8691524	0.9941672	0.94615287	0.86538714	0.9856734	0.9669663	0.77702564	0.7853433	0.8580061	0.94614565	0.9054621	0.9127829	0.85477364	0.83317226	0.8162598	0.984296	0.82203174	0.8995774	0.89712864	0.9055565	0.9056168	0.94469726	0.83365893	0.8496267	0.8433213	0.8772611	0.8446232	0.8695164	0.8236903	0.9097867	0.9608309	0.8442621	0.9440697	0.82857716	0.85971165	0.91999274	0.9349776	0.92232466	0.875687	0.92409146	0.92929447	0.9636679	0.88092566	0.87837684	0.97114104	0.89548206	0.9529683	0.9255576	0.88107663	0.8479062	0.94229704	0.867223	0.81547946	0.7567396	0.7002411	0.82068884	0.8754369	0.8954124	0.7886596	0.92274857	0.7905225	0.8635769	0.8830442	0.8330327	0.91212106	0.85024	0.7674926	0.91632515	0.91936195	0.8260035	0.98969537	0.9812408	0.9705372	0.98287356	0.9036799	0.9257058	0.9706299	0.9717945	0.96639997	0.87733686	0.83075523	0.8939676	0.75147563	0.88007665	0.7517199	0.8773671	0.91195005	0.86284363	0.9549481	0.927522	0.8637221	0.90712553	0.81853217	0.89682037	0.88872296	0.98131007	0.88039196	0.92563754	0.9509556	0.93617934	0.9984303	0.95984113	0.89761895	0.94122285	0.88803846	0.86446047	0.9670225	0.86846554	0.7616625	0.86059946	0.8964761	0.8482461	0.9495171	0.84028894	0.93597764	0.96763456	0.8913051	0.8852817	0.90968925	0.97364044	0.8131199	0.8010247	0.9146706	0.9149833	0.8592838	0.8769478	0.9534138	0.86574924	0.88689256	0.8904578	0.88776124	0.8588191	0.86003953	0.913649	0.981759	0.75433534	0.9140633	0.7155251	0.8330211	0.8619473	0.857	0.9672647	0.8906383	0.9736792	0.8044037	0.8952998	0.8619132	0.8893903	0.8696951	0.86484283	0.72788084	0.87544954	0.85436577	0.78027153	0.9613709	0.8875775	0.9352201	0.8854163	0.8750868	0.8901764	0.94262964	0.9043888	0.87439466	0.8537985	0.884918	0.8593799	0.9636088	0.8781207	0.82334197	0.94876087	0.8944774	0.8630866	0.98476905	0.9662076	0.85310876	0.9047182	0.8800788	0.78532755	0.96373296	0.8527197	0.77270997	0.8946893	0.97819394	0.98874354	0.7875252	0.8797055	0.9341109	0.8157548	0.76262534	0.8173129	0.8364251	0.9008546	0.92269015	0.9141878	0.92897886	0.9438651	0.87992954	0.86555517	0.84563553	0.92665285	0.88287	0.8673011	0.85505795	0.93070924	0.8305678	0.92233217	0.83099663	0.8964799	0.92488235	0.9150779	0.48051685	0.9941255	0.9636365	0.93703485	0.97057956	0.9572803	0.9145435	0.71925056	0.70674205	0.9292467	0.9175348	0.94038725	0.70219386	0.92894036	0.8272369
