	's/adv	100/noun	11/noun	110/noun	1992/noun	1996/noun	20/noun	200_meter/noun	400/noun	A_merk/noun	Afrikaan/noun	Amerikaan/noun	Belg/noun	Braziliaans/adj	Brit/noun	Canadees/noun	Deen/noun	Duits/adj	EK/noun	Italiaan/noun	LPF_kamer_lid/noun	Marokkaan/noun	Mexicaan/noun	Nederlands/adj	Zuid-Koreaan/noun	aanvankelijk/adj	achterover/adv	achterstand/noun	affaire/noun	afloop/noun	al/adv	allebei/adv	allround/noun	alsnog/adv	anders/adj	argument/noun	as/noun	auto/noun	automatisch/adj	avonds/adv	bang/adj	behartig/verb	behoefte/noun	beiden/adv	besef/noun	bestuur_lid/noun	bestuurder/noun	betrap/verb	beval/verb	bevolking_groep/noun	bij/adv	bocht/noun	boek/noun	bouwkunst/noun	buitensporig/adj	carrosserie/noun	commercieel/adj	conservatief/adj	coureur/noun	daarna/adv	dag/noun	deal/noun	deelname/noun	deelnemer/noun	definitief/adj	denigrerend/adj	derhalve/adv	deugdelijk/adj	dicteer/verb	dien/verb	discutabel/adj	diskwalificeer/verb	doelbewust/adj	donderdag/noun	doorgaans/adv	doorsta/verb	dreig/verb	druk/verb	duatlon/noun	dus/adv	echt/adj	echter/adv	eerder/adj	eerst/adv	effect/noun	eigen/adj	eindklassement/noun	elftal/noun	erg/adj	favoriet/noun	februari/noun	feite/adv	fel/adj	finale/noun	finish/noun	forceer/verb	forum/noun	fout/adj	fout/noun	foutief/adj	functie/noun	gebied/noun	gedrag/noun	geenszins/adv	genetisch/adj	gesprekspartner/noun	getuige/noun	gevaar/noun	geval/noun	gewoonte/noun	geëindigd/adj	gisteren/adv	gistermiddag/adv	groep_lid/noun	grof/adj	grond/noun	haak_af/verb	half/adj	heat/noun	heb/verb	heilig/adj	herhaald/adj	hinder/verb	hoek/noun	homohuwelijk/noun	hopeloos/adj	horden/noun	huidig/adj	iemand/noun	in/adv	inefficiënt/adj	ingesloten/adj	inmiddels/adv	internationaal/adj	jury/noun	justitie/noun	kampioenschap/noun	kandidaat/noun	keer/noun	kilo_meter/noun	kinderloos/adj	klacht/noun	klasse/noun	kleur/noun	knie/noun	koop_om/verb	kort/adv	kunst/noun	kwalificatie/noun	kwalificatie_toernooi/noun	kwartet/noun	kwartfinale/noun	kwestie/noun	laat/adj	lach/verb	land_genoot/noun	lat/noun	legitiem/adj	leid/adj	liberaal/noun	lied/noun	lijk/verb	logischerwijze/adv	loop/verb	luchtvaart_autoriteit/noun	m/noun	maar/adv	management/noun	marxistisch/adj	match/noun	medaille/noun	medium/noun	melding/noun	mens/noun	mensheid/noun	meteen/adv	meter/noun	middel/noun	misschien/adv	misverstand/noun	moreel/adj	moslim/noun	muis_DIM/noun	namelijk/adv	nandrolon/noun	nationaal-socialisme/noun	niet/adv	niets/adv	noodzakelijkerwijs/adv	nummer/noun	onderhandelaar/noun	ongeoorloofd/adj	onrechtmatig/adj	onreglementair/adj	onvoldoende/adj	oog/noun	opdracht/noun	opnieuw/adv	opponent/noun	opzicht/noun	orde/noun	organisatie/noun	ouder/noun	overdaad/noun	overweeg/verb	paard/noun	partij/noun	per/adv	plaats/verb	pleit/verb	plek/noun	ploeg/noun	politiek/adj	post/noun	proces/noun	prompt/adj	protest/noun	protesteer/verb	publiek/adj	race/noun	rage/noun	rede/noun	reeks/noun	rehabiliteer/verb	renner/noun	rest/noun	reus_slalom/noun	risico/noun	roep/verb	ronde/noun	schoolslag/noun	schorsing/noun	se/adv	sector/noun	serieus/adj	sla/verb	smal/adj	snijd_af/verb	speel/verb	speler/noun	sprint/verb	staatssecretaris/noun	stadium/noun	stand/noun	stap_uit/verb	start/noun	start/verb	start_blok/noun	stem/noun	stem_biljet/noun	stom/adj	strategie/noun	stuk/noun	systeem/noun	taalgebruik/noun	te/adv	team/noun	techniek/noun	technisch/adj	tegenstander/noun	tekst/noun	terstond/adv	tijdperk/noun	toch/adv	toen/adv	toon/verb	trio/noun	uiteraard/adv	uiterst/adj	uitlating/noun	uitspraak/noun	val/noun	vals/adj	vanmorgen/adv	veelbelovend/adj	veiligheid_reden/noun	verkeerd/adj	verkiezing/noun	verlangen/noun	verontwaardiging/noun	verover/verb	verschijn/verb	vervolgens/adv	verzoek/noun	vis_op/verb	voetstuk/noun	voorbaat/adv	voorlopig/adj	voorronde/noun	vorm/adj	vroeg/adj	vrouwelijk/adj	waarom/adv	waarschuwing/noun	wagen/noun	wedstrijd/noun	weigering/noun	weinig/noun	wel/verb	wereldkampioen/noun	wijze/noun	win/verb	winnaar/noun	wissel/noun	wisselslag/noun	woensdag/noun	word/verb	zal/verb	zaterdag/noun	zelfs/adv	zenuw/noun	zondag/noun	zwemmer/noun	zwemster/noun
's/adv	0.0	0.96116894	0.9219446	0.975147	0.92448205	0.8975678	0.9384773	0.8514781	0.95486677	0.96288496	0.8827044	0.92779523	0.92183995	0.90886843	0.9705882	0.9534724	0.9571738	0.8957237	0.94128275	0.93922466	1.0	0.88399476	0.992642	0.90372205	0.88391304	0.86821246	0.9661416	0.8200455	0.97552806	0.9427825	0.74233186	0.8019674	0.95419943	0.8641019	0.70293427	0.99622256	0.9823618	0.7739223	0.90977216	0.13758337	0.7782608	0.987516	0.90959626	0.855823	0.8587572	0.9703221	0.7142309	0.9151553	0.8391763	0.9928003	0.9183332	0.8582789	0.93092614	0.93523836	0.978227	0.91166914	0.9860646	0.9572269	0.90640986	0.85557157	0.7418339	0.99708986	0.94519067	0.92251664	0.8994142	0.93774086	0.88485193	0.9924453	0.95936996	0.9753837	0.93578106	0.78065354	0.95438546	0.86935174	0.8709347	0.89532405	0.9539169	0.9215996	0.88781035	0.92674893	0.9093381	0.9008073	0.8160078	0.7825529	0.99933016	0.9215911	0.93298125	0.97870356	0.8496181	0.957288	0.88241744	0.9780275	0.97322696	0.9702189	0.9364386	0.9019378	0.98995996	0.8371862	0.9114751	0.90758324	0.9290732	0.9422972	0.8842588	0.8759391	0.9704339	0.8662034	0.83878195	0.8691542	0.94222	0.7184415	0.9696278	0.8291884	0.8282363	0.995081	0.9380812	0.91609395	0.8211442	0.9087498	0.9107043	0.85692596	0.91040957	0.9793093	0.80198765	0.9891794	0.99866843	0.9214972	0.9761794	0.9580103	0.81053275	0.9352253	0.98436064	0.80055726	0.9017432	0.94836295	0.9780288	0.9828839	0.9155654	0.9684658	0.826466	0.8314872	0.7863164	0.92077184	0.97021794	0.96964955	0.91529495	0.88088924	0.90410846	0.9776394	0.9451915	0.94862324	0.8994327	0.9620252	0.8542535	0.73581433	0.88230354	0.95242864	0.87265635	0.9378684	0.93914795	0.92178565	0.9583689	0.9664467	0.9696573	0.8524189	0.9804034	0.96589106	0.8323108	0.93661463	0.8802934	0.8179493	0.90877604	0.9315099	0.9056832	0.776719	0.9754912	0.84270203	0.9115543	0.9830687	0.77676624	0.96131665	0.983177	0.9384033	0.83348906	0.8228856	0.9356734	0.94572467	0.8358056	0.88965714	0.9580289	0.9336888	0.89370024	0.9580258	0.9748006	0.93715185	0.94222057	0.9622103	0.9694023	0.8599173	0.9451875	0.99204963	0.904606	0.9872732	0.75157297	1.0	0.9006611	0.8613478	0.9576458	0.8107921	0.9342689	1.0	0.7718389	0.9740146	0.97635794	0.874927	0.91463685	0.71130145	0.9577985	0.96992797	0.98855513	0.82613105	0.875817	0.93592626	0.91396224	0.94875187	0.9277831	0.9318958	0.9807061	0.8567857	0.8603811	0.92381096	0.93496037	0.97803175	0.80307424	0.9984261	0.94105643	0.75805783	0.7989407	0.8214149	0.9245622	0.9489864	0.84546274	0.92948794	0.5857912	0.9591495	0.6005517	0.8960587	0.873409	0.79244286	0.97206664	0.8596803	0.8688824	0.98268586	0.9029775	0.9639253	0.92949635	0.7021066	0.95749867	0.9029763	0.9610825	0.96089214	0.98549414	0.77513874	0.97803134	0.90458727	0.7524557	0.95139873	0.9087359	0.91034776	0.92989975	0.9829162	0.95328754	0.84606427	0.9207635	0.8011291	0.9453048	0.942108	0.78611726	0.9467833	0.87701905	0.9959161	0.8964522	0.92855006	0.79909575	0.93043464	0.9170114	0.8937673	0.9456016	0.9436214	0.962298	0.90937996	0.74688566	0.91976905	0.82739025	0.8841386	0.8161069	0.8135664	0.9313409	0.89336145	0.86426955	0.92919374	0.961557	0.93893254	0.9329344	0.89088726	0.99539727	0.86695796	0.8694104	0.89939666	0.9300248	0.93940556	0.76761943	0.92450166	0.84338284	0.76553315
100/noun	0.96116894	0.0	0.96042496	0.18079156	0.6929672	0.6171357	0.9213555	0.3259979	0.06368917	0.87474066	0.8702401	0.7949004	0.74424875	0.8060273	0.8344716	0.68740237	0.822831	0.79420364	0.40571994	0.7602821	1.0	0.977071	0.94462836	0.7529845	0.8120902	0.963175	0.9879758	0.78357375	0.9867303	0.86182684	0.8836837	0.8770077	0.630764	0.8114373	0.99357134	0.9709966	0.98962873	0.9430796	0.8511688	0.9862188	0.9963533	0.9550151	0.99214566	0.7360531	0.991842	0.9684066	0.9794672	0.9436401	0.9742671	0.96544534	0.91142994	0.8515585	0.9687653	0.9426033	0.98400086	0.9471544	0.97544324	0.99965614	0.8062504	0.91845846	0.9124412	0.99747545	0.84157795	0.8123582	0.9387985	0.95030427	0.9449625	0.9957591	0.95412016	0.96605533	0.8366714	0.66745853	0.9718058	0.9280718	0.97679436	0.9568342	0.99429727	0.98310614	0.6654856	0.97179127	0.926934	0.982713	0.90438765	0.9567393	0.89330393	0.9537965	0.77590656	0.7983779	0.99844354	0.6279622	0.930664	0.9327899	0.94649374	0.299277	0.7043965	0.7364829	0.9859197	0.8691373	0.9748918	0.87193054	0.9985666	0.9564636	0.986951	0.97865266	0.99908036	0.90919673	0.9836622	0.948808	0.9977979	0.9435925	0.9401486	0.8717061	0.8127726	0.98310643	0.99261624	0.8800025	0.8732337	0.36514413	0.67894423	0.96358496	0.97895306	0.97337556	0.88692707	0.9880487	0.9994366	0.9849482	0.1724593	0.95073515	0.9813532	0.88412404	0.9831217	0.8903205	0.96679205	0.8983724	0.9282596	0.99671227	0.5111978	0.89841706	0.7352494	0.7554186	0.9911648	0.9942064	0.8165717	0.9553767	0.99904925	0.99280196	0.89020514	0.97462916	0.43202347	0.6749902	0.6835557	0.5554909	0.97557825	0.78043926	0.89963526	0.5466159	0.84503984	0.98801994	0.89874667	0.96534777	0.9765078	0.9492432	0.8184337	0.77570486	0.99587876	0.2129308	0.8926039	0.92986125	0.97598034	0.85112596	0.5034272	0.99722904	0.97159857	0.9964655	0.98993695	0.80762005	0.21255505	0.9804144	0.98302096	0.9998256	0.9777641	0.99729645	0.98726255	0.9562369	0.8870351	0.99816304	0.98785543	0.9996879	0.993909	0.7803876	0.9977946	0.96415734	0.9198718	0.780849	0.92844814	0.9594523	0.97455996	0.87173504	0.8776018	0.99551284	0.99791425	0.90140355	0.99751973	0.97623837	0.84174526	0.8731402	0.94976	0.9505807	0.76429653	0.96732825	0.87035614	0.7306804	0.9748937	0.95844007	0.9778383	0.8306253	0.94342864	0.9019809	0.9904491	0.60971224	0.97654	0.9346092	0.4200269	0.9623153	0.81694466	0.9716111	0.5398377	0.95430684	0.99215376	0.63240695	0.22184503	0.93655217	0.94348	0.99690205	0.92631865	0.9422617	0.88712555	0.94310385	0.8657206	0.95328593	0.6307294	0.9971207	0.96847534	0.9204279	0.91600007	0.817395	0.79632074	0.60546005	0.9464919	0.9600002	0.95069337	0.9925232	0.9738056	0.96556956	0.9856139	0.97587943	0.6759077	0.9642905	0.9583156	0.875271	0.9810317	0.95089036	0.9957086	0.92751116	0.9303519	0.9604879	0.9463516	0.8717777	0.9816157	0.9918915	0.9879388	0.87823206	0.8621058	0.9153087	0.73939645	0.90642583	0.8777965	0.8779524	0.98148954	0.9993383	0.621948	0.938565	0.9097984	0.9823268	0.7797232	0.8867873	0.8994214	0.9780275	0.60002744	0.98007154	0.91571856	0.98305905	0.9994253	0.9861995	0.9555854	0.7843049	0.93456846	0.9895744	0.8415311	0.47534359	0.9522207	0.5309746	0.70909065	0.5255664	0.29746735	0.8915518	0.905998	0.9863506	0.76341826	0.8687345	0.9432563	0.7796672	0.69768333	0.51140773
11/noun	0.9219446	0.96042496	0.0	0.9597732	0.8889743	0.9535921	0.15092814	0.9418844	0.973258	0.99018973	0.89177436	0.9076808	0.92275065	0.94957227	0.8464642	0.88833	0.9263787	0.978523	0.9218863	0.90521294	0.93361944	0.90756786	0.8063958	0.932569	0.9376502	0.91336846	0.9627233	0.98790586	0.9616279	0.986143	0.93811506	0.9852383	0.9373493	0.9570677	0.95409447	0.992833	0.99480677	0.9687785	0.9457979	0.9388734	0.8779737	0.9871589	0.9804972	0.95525557	0.95109224	0.9979166	0.9918554	0.9086321	0.95783114	0.9195652	0.95552593	0.9794304	0.9407391	0.95742416	0.9520621	0.99989086	0.9737555	0.8803371	0.9209847	0.9399539	0.90037924	0.97352767	0.96957105	0.8876249	0.86959994	0.92149407	0.9781588	0.97625756	0.964649	0.95555425	0.97430146	0.86905885	0.92689395	0.32323992	0.9124653	0.9713162	0.9491204	0.9855364	0.80325675	0.9757149	0.9608971	0.9484907	0.88122666	0.96996	0.9697266	0.995315	0.9576674	0.8423188	0.97676325	0.8639909	0.2096991	0.9567889	0.9481701	0.8185062	0.8924463	0.9235433	0.9419492	0.92631847	0.9853392	0.94475716	0.9932176	0.9118347	0.9608174	0.95915467	0.9422374	0.9693791	0.91474247	0.9192279	0.97146636	0.938355	0.7853353	0.8950032	0.9195256	0.99207026	0.92292434	0.9849838	0.9643869	0.9294231	0.8710835	0.92721033	0.86665815	0.88544804	0.9206604	0.99858767	0.96283007	0.93591964	0.96326804	0.9756292	0.97502273	0.9459657	0.9739439	0.8876333	0.9154571	0.9868564	0.92342365	0.97049075	0.8060518	0.99087703	0.9437705	0.88719493	0.9599821	0.95804983	0.92252874	0.95637953	0.9519589	0.9603646	0.8654352	0.9529971	0.8968657	0.9601089	0.8820602	0.8528653	0.9732423	0.9340217	0.9998268	0.93824136	0.9758678	0.9494864	0.9477468	0.9847157	0.990938	0.9259446	0.9689414	0.87682754	0.920755	0.98604757	0.9810771	0.981319	0.9327893	0.72182846	0.97461575	0.87551886	0.90310407	0.98149496	0.91751736	0.919372	0.9546359	0.9776534	0.97819	0.95188826	0.9342134	0.842261	0.9528078	0.97037077	0.9850116	0.97051656	0.9695924	0.9602661	0.97301334	0.9659373	0.9501567	0.9808051	0.9631881	0.9822139	0.9764644	0.94103116	0.9913292	0.7134795	0.88224053	0.97566634	0.956452	0.9640099	0.99635226	0.94824356	0.9665194	0.91066533	0.9739466	0.92067254	0.935775	0.99506974	0.9747885	0.8928647	0.9621677	0.9660658	0.9149122	0.9290345	0.9603779	0.8784902	0.96732426	0.865637	0.9601524	0.9620863	0.93302345	0.93881357	0.88311565	0.90997607	0.7196071	0.9508616	0.9381363	0.9215702	0.9485954	0.88225913	0.9194672	0.98554534	0.9756095	0.97900635	0.944572	0.9498676	0.7585011	0.9773831	0.9559088	0.92266774	0.97115165	0.99275106	0.98060036	0.8542114	0.588114	0.89388156	0.99506754	0.9700853	0.93256843	0.96300226	0.9803327	0.98922217	0.9708518	0.9932417	0.9271549	0.9699556	0.9714186	0.9179872	0.98048586	0.98085886	0.90992016	0.98497593	0.9420575	0.90590423	0.9729013	0.9718446	0.97155654	0.9304119	0.9157273	0.85399824	0.91708493	0.9181673	0.93078613	0.9554541	0.9487456	0.85730886	0.9758659	0.9481596	0.8695712	0.76331127	0.9756782	0.9188849	0.92950124	0.94221497	0.95648706	0.9629068	0.88604057	0.995935	0.97789794	0.9283811	0.90099925	0.92969	0.9900083	0.7440548	0.9383745	0.9698119	0.9961056	0.89405465	0.97504294	0.82551867	0.9030653	0.9620318	0.89289385	0.365932	0.8814234	0.90537876	0.39574605	0.9572359	0.9431166	0.58360827	0.95353246	0.8450209
110/noun	0.975147	0.18079156	0.9597732	0.0	0.81250876	0.66157675	0.91398287	0.2221396	0.2211436	0.9572056	0.9315828	0.7633586	0.7856758	0.84554183	0.8543097	0.6809164	0.7802009	0.9027369	0.4849925	0.78695613	0.9979248	0.95612085	0.87530005	0.92649454	0.775126	0.94390607	0.976847	0.85129225	1.0	0.9120118	0.8903086	0.93154824	0.7471838	0.85866773	0.9641343	0.9699244	0.98986983	0.9619133	0.9125166	0.96891713	0.9565868	0.9702064	0.99534345	0.6789117	0.98511344	0.9932873	0.9991436	0.993191	0.99986464	1.0	0.945444	0.9048826	0.96814877	0.9738153	0.98165053	0.94474036	0.99950826	0.96724814	0.88468486	0.9421792	0.93489707	0.9956663	0.8596676	0.8602765	0.97113955	0.929732	0.95425475	0.99277383	0.9516856	0.98317784	0.95537853	0.73187983	0.96106786	0.8997104	0.9782643	0.9557561	0.9753216	0.98408616	0.7731837	0.9525855	0.95638937	0.9686522	0.9436796	0.9761115	0.99967134	0.96265143	0.820951	0.82475954	0.99154466	0.6328068	0.9309177	0.97798806	0.97213495	0.3331834	0.7484381	0.83526236	0.96238446	0.93539834	0.96770597	0.9573087	0.97487074	0.99283105	0.9843641	0.98488927	0.9884338	0.9010949	1.0	0.95140696	0.9984971	0.95607316	0.86845875	0.8649997	0.87091136	0.9828779	0.9953861	0.8801111	0.8321924	0.32999307	0.74325275	0.9744359	0.98422074	0.9859268	0.9290869	0.9604759	0.9743096	0.9660289	0.109096885	0.9363942	0.9835661	0.88732135	0.9805803	0.88615847	0.9720281	0.9674608	0.931016	0.9986621	0.6288823	0.90776217	0.8204508	0.7342655	0.985021	0.9960749	0.88009095	0.95819986	0.98994046	0.96965045	0.97945225	0.988688	0.36986667	0.6556355	0.84935474	0.49705696	0.9965562	0.8121934	0.88074607	0.4998932	0.9195084	1.0	0.9532013	0.98875034	0.97873247	0.965248	0.82865334	0.7424514	0.99862015	0.24043167	0.9093034	0.99121153	0.9890963	0.913999	0.6563798	0.9859443	0.9825222	0.9779258	0.9880643	0.90526795	0.27798337	0.9903401	0.9664494	0.9818787	0.98871857	0.9916574	0.97498035	0.98109424	0.98228455	0.97713244	0.9805415	0.99085325	0.98836684	0.7356285	0.9972422	0.97095335	1.0	0.91079503	0.9115054	0.97290975	0.95051795	0.89553964	0.8245196	0.9846251	0.9917988	0.9689978	0.9938299	0.99321014	0.95655423	0.8883832	0.9538422	0.9251092	0.70728654	0.9983743	0.86854196	0.8031298	0.9740558	0.9433531	0.98637897	0.8918754	0.9922515	0.9919678	0.9998714	0.68933034	0.9782502	0.9814999	0.38093436	0.98817533	0.8354992	0.9951126	0.6080036	0.9360287	0.9881456	0.5871705	0.39610362	0.9576392	0.945275	0.9982151	0.96022534	0.94941974	0.8817772	0.95046455	0.80011564	0.97426116	0.63206697	1.0	0.9457193	0.9222461	0.94557416	0.8478811	0.77134526	0.75989306	0.94195074	0.89781874	0.9807586	0.97319895	0.98731804	0.9969259	0.98809224	0.98679864	0.7727002	0.99009484	0.97768515	0.8263147	0.9790067	0.96807396	0.97969645	0.9416443	0.9186045	0.954416	0.95520455	0.9037877	0.9842652	0.98886275	0.9864962	0.870288	0.9456103	0.9462946	0.8825816	0.89377695	0.92964184	0.9062134	0.9978746	0.9919065	0.721606	0.9703719	0.9536099	0.9909844	0.80001986	0.8711252	0.9186526	0.9865532	0.6008172	0.98116	0.98323315	0.9508368	0.99034613	0.98870885	0.9511408	0.81182075	0.9408153	0.9702238	0.79837245	0.5267166	0.97611964	0.52074295	0.6936716	0.6084541	0.36614853	0.84721744	0.9185137	0.96622294	0.8033301	0.9378013	0.9404639	0.7974171	0.8696027	0.6541889
1992/noun	0.92448205	0.6929672	0.8889743	0.81250876	0.0	0.26493692	0.93356806	0.7798711	0.6820642	0.82235086	0.8757758	0.66916907	0.68802124	0.7416637	0.7171916	0.6336862	0.7186068	0.6836433	0.6936743	0.7079667	0.91662955	0.78257525	0.8047232	0.6566704	0.82031995	0.7539024	0.9306106	0.8625866	0.9408037	0.86179286	0.8233217	0.7172454	0.5767547	0.663854	0.9418608	0.91433656	0.932367	0.91099757	0.7740675	0.9427502	0.915944	0.9126224	0.9942367	0.77733505	0.98392385	0.86747396	0.8953909	0.87912875	0.8759363	0.8169363	0.84225476	0.88758445	0.8009951	0.87326133	0.94787216	0.98840594	0.881178	0.8587013	0.7758422	0.794184	0.8415881	0.9091988	0.74358815	0.81517017	0.8723693	0.8351686	0.84978676	0.98618263	0.9700984	0.82075477	0.8745719	0.5837083	0.9275284	0.75944674	0.8714225	0.8726349	0.88109136	0.8269057	0.59190524	0.9044738	0.8264226	0.8859643	0.7479539	0.83777434	0.99219567	0.9277792	0.7423645	0.78581786	0.875529	0.6318567	0.810307	0.8079758	0.9133773	0.6936268	0.79497284	0.91416276	0.88978344	0.9520673	0.92672515	0.93647075	0.9338548	0.81500494	0.8687074	0.9188312	0.8832022	0.96086013	0.8026955	0.90347046	0.90316886	0.8917023	0.9348732	0.64529973	0.6152446	0.89832884	0.88241994	0.92063457	0.9407157	0.7742411	0.827639	0.78326964	0.8591008	0.8498859	0.88644177	0.9694272	0.97586226	0.9114421	0.73004144	0.8536761	0.84436643	0.7410036	0.9253281	0.95509523	0.76059055	0.83855325	0.7398351	0.9009811	0.63428617	0.7110232	0.5349968	0.8605899	0.9902342	0.8110988	0.6509118	0.9067073	0.97036755	0.9791134	0.8103517	0.93616813	0.7229817	0.755916	0.72174144	0.74526453	0.9639801	0.72915804	0.9263306	0.6104833	0.84458214	0.8380166	0.7724711	0.83438516	0.9062759	0.8515858	0.8208347	0.93733525	0.9872884	0.7674983	0.8251021	0.9117406	0.9192797	0.84591705	0.44154346	0.8642914	0.9153446	0.94737905	0.96665037	0.78185046	0.6888324	0.9458417	0.87702996	0.932849	0.8843318	0.8173844	0.9863053	0.8518545	0.88956475	0.99135077	0.9190995	0.7684505	0.92196757	0.7534546	0.98014355	0.88264567	0.8948095	0.84452736	0.9041308	0.83636314	0.94254	0.6012322	0.8990352	0.95057267	0.87007594	0.7919952	0.93777096	0.97729987	0.8458429	0.78462887	0.76732254	0.8422727	0.89009386	0.95184565	0.80443895	0.7286999	0.9109346	0.8669458	0.8944195	0.7092699	0.79419917	0.80057716	0.9009851	0.64145136	0.85695434	0.9497581	0.6948947	0.8214417	0.797032	0.79387325	0.6412226	0.93083626	0.86566436	0.7359279	0.6999979	0.88275015	0.850231	0.9002134	0.9296857	0.91928107	0.97065157	0.9615216	0.90404344	0.88226074	0.69189405	0.88063216	0.8730712	0.87816525	0.93782485	0.7619195	0.81991917	0.763042	0.80141586	0.82673216	0.9418181	0.8584763	0.95401275	0.9217872	0.9521899	0.96548337	0.7087604	0.8651304	0.89160323	0.88597786	0.829616	0.8350953	0.94393563	0.8123733	0.70067745	0.90154576	0.9114208	0.82339996	0.9389334	0.7994397	0.850741	0.7708848	0.8976009	0.8514062	0.84957796	0.92938566	0.9066728	0.76452786	0.9434032	0.9620416	0.5323364	0.9211186	0.72038984	0.7995937	0.8312154	0.94501734	0.85308176	0.92642856	0.699095	0.8537242	0.87649256	0.83938676	0.85846543	0.7762069	0.9292621	0.7914856	0.8270544	0.85106593	0.84532773	0.5715245	0.798315	0.5962164	0.6538638	0.87292767	0.6632772	0.72077155	0.70352817	0.76946867	0.63731843	0.7450417	0.8412865	0.55013746	0.68641245	0.6519727
1996/noun	0.8975678	0.6171357	0.9535921	0.66157675	0.26493692	0.0	0.9398195	0.6257533	0.5959432	0.8041631	0.85137963	0.6591666	0.6566338	0.69612825	0.7360287	0.62688816	0.7132351	0.61570275	0.590229	0.70640194	0.93937683	0.91411954	0.83075273	0.70085335	0.6925944	0.7561394	0.94815975	0.86022335	0.8653814	0.7980306	0.82762045	0.8103848	0.51418895	0.58849645	0.9661172	0.90113497	0.9706156	0.92847514	0.8119429	0.8618495	0.9605411	0.8807102	0.9645414	0.7227962	0.99359626	0.9065864	0.8954051	0.8580575	0.9715889	0.88038	0.7926377	0.93133926	0.8327626	0.89492214	0.83816624	0.99968195	0.9056067	0.9346639	0.74219364	0.84209555	0.86073506	0.8468137	0.7043051	0.75758696	0.8845848	0.8243481	0.8024643	0.9492448	0.9690651	0.9039223	0.8308244	0.5952164	0.917249	0.7031429	0.88310003	0.9556661	0.85231394	0.9241668	0.53269184	0.90609246	0.94765407	0.8787354	0.72199	0.8557359	0.96835226	0.9482762	0.6921898	0.7059327	0.9061373	0.5715004	0.78983355	0.86420304	0.913198	0.625143	0.8252243	0.87578225	0.8875694	0.9153811	0.9402657	0.8955198	0.95343834	0.8634064	0.8305657	0.9216604	0.9698361	0.96300316	0.79094875	0.9939384	0.9004174	0.90210503	0.86792636	0.56170213	0.58880055	0.91024846	0.9241356	0.94181204	0.9122456	0.7142775	0.83604383	0.82587564	0.9241809	0.8546817	0.88903105	0.94851094	0.93937457	0.8536873	0.6392717	0.8859253	0.89264834	0.79429054	0.90691555	0.9673179	0.80534154	0.85736006	0.7751841	0.80711174	0.5597519	0.7262442	0.52505004	0.877473	0.8539407	0.8452892	0.6115688	0.9240437	0.9722306	0.8923268	0.7336451	0.9779206	0.6470792	0.7364749	0.69432724	0.68496734	0.91898006	0.7291759	0.90689397	0.49174285	0.8035183	0.9117001	0.78896385	0.8035481	0.9370581	0.8731613	0.8486074	0.91193944	0.98548746	0.6697378	0.90014786	0.90503895	0.91475683	0.8223406	0.41207868	0.81603074	0.8619872	0.9098698	0.9985531	0.83381814	0.61467314	0.95913386	0.9097941	0.9433604	0.8733867	0.92538613	0.98627174	0.9025916	0.89322853	0.97926503	0.95651513	0.8238911	0.9284257	0.689602	0.95961004	0.857141	0.87941426	0.88920325	0.8672184	0.9192813	0.90154505	0.6138663	0.8527957	0.9261375	0.9154687	0.8507722	0.8283909	0.9732061	0.8132387	0.7862718	0.776385	0.77290815	0.7658437	0.94065607	0.75674677	0.69119716	0.90185237	0.850839	0.9208789	0.62804914	0.87646836	0.8699331	0.92685235	0.6390171	0.9430306	0.88812315	0.54484165	0.8492452	0.8060244	0.81575775	0.5811112	0.95749664	0.9067894	0.7155545	0.7232523	0.8839989	0.81490237	0.93279797	0.9121518	0.94144106	0.98338145	0.9440892	0.8358518	0.8782881	0.70423645	0.94683945	0.87884104	0.8790603	0.986637	0.74714756	0.8026757	0.821655	0.7725797	0.83335924	0.9632303	0.92456245	0.94999534	0.96159256	0.9425312	0.95993996	0.61416143	0.8710079	0.92788446	0.7915143	0.84590065	0.8505723	0.93374836	0.8584743	0.7207968	0.94142354	0.9106448	0.85934806	0.9132373	0.81185186	0.8208207	0.8031478	0.84119105	0.8588545	0.8551188	0.8812297	0.95619434	0.7249848	0.9287249	0.9536849	0.5381783	0.9186346	0.8144507	0.85580957	0.77256846	0.85679173	0.78636575	0.9640158	0.6599334	0.8770722	0.9697358	0.8197951	0.9179442	0.8731824	0.9168225	0.74547195	0.8487811	0.9499999	0.8814404	0.4784907	0.77091587	0.4836638	0.5654154	0.86923933	0.63518775	0.7035841	0.7232557	0.7765094	0.59189475	0.8090316	0.934756	0.55517465	0.7191013	0.6713995
