	plek/noun	Mei/name	publiek/adj	Adelmund/name	fout/adj	vroeg/adj	techniek/noun	Maij/name	Vitesse/name	dien/verb	Beweging/name	door/prep	word/verb	zoals/comp	wedstrijd_leiding/noun	gunste/prep	loop/verb	favoriet/noun	tweede/num	kwalificatie/noun	heilig/adj	zondag/noun	Europa/name	allround/noun	bevolking_groep/noun	Velde/name	bij/adv	eigen/adj	Libië/name	overweeg/verb	besef/noun	internationaal/adj	verkiezing/noun	verover/verb	dezelfde/det	homohuwelijk/noun	strategie/noun	stem_biljet/noun	vervolgens/adv	Van/name	zij/pron	Durand/name	wagen/noun	tekst/noun	Amerikaan/noun	renner/noun	eerst/adv	nationaal-socialisme/noun	nummer/noun	ronde/noun	één/num	van/name	sprint/verb	uitlating/noun	wijze/noun	politicus/noun	je/pron	bericht/noun	val/noun	moreel/adj	betrap/verb	Afrikaan/noun	geval/noun	marxistisch/adj	start/verb	maatschappij/noun	leid/adj	inmiddels/adv	wissel/noun	reeks/noun	Martina/name	gedrag/noun	verlangen/noun	noodzakelijkerwijs/adv	verschijn/verb	waardoor/pp	rage/noun	Australië/name	elftal/noun	Jack/name	opponent/noun	keer/noun	Carpenter/name	elk/det	maar/vg	waarmee/pp	opzicht/noun	argument/noun	laat/adj	Parijs/name	Italiaan/noun	Salo/name	lied/noun	stand/noun	al/adv	stuk/noun	1996/noun	hen/pron	rede/noun	nadat/comp	verzoek/noun	kampioenschap/noun	Tweede/name	carrosserie/noun	definitief/adj	kort/adv	Groenewold/name	start/noun	forum/noun	toen/adv	zaterdag/noun	geëindigd/adj	serieus/adj	hiermee/pp	feite/adv	taalgebruik/noun	doelbewust/adj	Aus/name	viertal/noun	avonds/adv	sector/noun	Fortuyn/name	sla/verb	foutief/adj	wijk_af/verb	politiek/adj	daardoor/pp	Zuid-Koreaan/noun	omdat/comp	match/noun	huidig/adj	snijd_af/verb	11/noun	vis_op/verb	gistermiddag/adv	VS/name	10/num	prompt/adj	deelnemer/noun	lijk/verb	auto/noun	Mexicaan/noun	Belg/noun	Sydney/name	om/comp	niet/adv	fel/adj	duatlon/noun	grond/prep	voor/comp	vrijdag/noun	overdaad/noun	beide/det	kandidaat/noun	herhaald/adj	plaats/verb	ze/pron	Brit/noun	toon/verb	onderzoeker/noun	100/noun	zijn/det	Joegoslavië/name	zal/verb	Duitsland/name	als/prep	toen/comp	grof/adj	Australisch/adj	verontwaardiging/noun	6./num	gisteravond/adv	echt/adj	May/name	haal/verb	Ritsma/name	Bauer/name	kleur/noun	luchtvaart_autoriteit/noun	alsnog/adv	boek/noun	welk/pron	doordat/comp	4/num	partij/noun	misschien/adv	500/num	bestuurder/noun	bestuur_lid/noun	land_genoot/noun	terstond/adv	hem/pron	zwemster/noun	zichzelf/pron	atleet/noun	fout/noun	getuige/noun	door/comp	voorlaatst/adj	Rintje/name	zich/pron	breng_toe/verb	heb/verb	100/num	lach/verb	400/noun	functie/noun	risico/noun	NU/name	beiden/adv	geenszins/adv	winnaar/noun	Spirit/name	Wereldoorlog/name	Frankrijk/name	wedstrijd/noun	opmerking/noun	Hermans/name	voor/prep	draag/verb	stichting/noun	Brussel/name	Kim/name	systeem/noun	Bailey/name	Nederland/name	want/comp	kilo_meter/noun	oog/noun	conservatief/adj	Melkert/name	medium/noun	onvoldoende/adj	LPF_kamer_lid/noun	als/comp	trio/noun	behoefte/noun	impliciet/adj	tijdens/prep	Olympische/name	uitspraak/noun	stadium/noun	die/det	schoolslag/noun	dreig/verb	Drummond/name	verklaar/verb	Ferrari/name	Saive/name	Hakkinen/name	Instituut/name	Jon/name	Maas/name	smal/adj	leg_af/verb	voorlopig/adj	groep_lid/noun	win/verb	toe/part	echter/adv	ouder/noun	rehabiliteer/verb	me/pron	vijfde/num	commissie/noun	te/comp	Arafat/name	Thorpe/name	Engeland/name	kwartfinale/noun	stem/noun	protest/noun	volgens/prep	vrouwelijk/adj	automatisch/adj	eerste/num	kwartet/noun	stap_uit/verb	daarna/adv	diskwalificeer/verb	gesprekspartner/noun	200_meter/noun	coureur/noun	wereldkampioen/noun	Antje/name	management/noun	EK/noun	namelijk/adv	kinderloos/adj	Tony/name	klacht/noun	bouwkunst/noun	uiteraard/adv	kracht/noun	scheidsrechter/noun	zangeres/noun	Braziliaans/adj	Canadees/noun	Nicholson/name	Florian/name	hinder/verb	gisteren/adv	meter/noun	hij/pron	pleit/verb	haak_af/verb	val/verb	rest/noun	men/pron	ieder/det	opdracht/noun	weigering/noun	deze/det	Schumacher/name	logischerwijze/adv	twee/num	vanmorgen/adv	meteen/adv	veroorzaker/noun	deal/noun	Raad/name	knie/noun	na/prep	vals/adj	dag/noun	voorbaat/adv	misverstand/noun	erg/adj	aanvankelijk/adj	tegenstander/noun	derde/num	rij/verb	waarin/pp	in/adv	Anker/name	Gordon/name	daarmee/pp	waarom/adv	maar/adv	as/noun	Donovan/name	tijdperk/noun	ten/prep	's/adv	11/num	mag/verb	Can/name	Spelen/name	mensheid/noun	kunst/noun	kiezer/noun	lat/noun	stom/adj	Duits/adj	iedereen/pron	Jan/name	speel/verb	half/adj	onreglementair/adj	weinig/noun	Huub/name	haar/pron	IOC/name	Rem/name	ploeg/noun	per/adv	donderdag/noun	Nederlands/adj	wegens/prep	finale/noun	A_merk/noun	daarop/pp	FARC/name	genetisch/adj	organisatie/noun	woensdag/noun	Nederlander/noun	Deen/noun	Willem/name	kwestie/noun	liberaal/noun	ermee/pp	WK/noun	Marcus/name	staatssecretaris/noun	mens/noun	zwemmer/noun	jury/noun	wisselslag/noun
plek/noun	0.0	0.9470862	0.8993379	0.9114085	0.88970673	0.86272377	0.831882	0.91607594	0.9232758	0.87434226	0.9261278	0.8399397	0.82040566	0.81585205	0.905205	0.906456	0.8336646	0.9097479	0.9044007	0.85465217	0.84182626	0.91839796	0.8511782	0.86594355	0.80052626	0.9656678	0.8971269	0.8706367	0.88094485	0.9291753	0.86374694	0.9093942	0.94649804	0.8545897	0.84716713	0.9316308	0.883014	0.8389931	0.79583436	0.98340094	0.835008	0.9542624	0.8150493	0.85882545	0.88460326	0.8569211	0.86588764	0.90948004	0.86921155	0.90001595	0.8492151	0.9791897	0.8601757	0.9234047	0.8134244	0.85769737	0.77180576	0.9165493	0.8817812	0.9064575	0.931059	0.8156611	0.8784135	0.9004542	0.9246496	0.83641213	0.86114424	0.8438196	0.85583	0.8418821	0.9286017	0.87465745	0.8099332	0.9065157	0.90482473	0.7665693	0.84964556	0.8719467	0.8867667	0.93318933	0.86435	0.8354955	0.92180806	0.83739436	0.8158971	0.85095626	0.7948054	0.8640344	0.8640568	0.8397162	0.86934006	0.90723443	0.8537014	0.91381097	0.8648376	0.7748573	0.9242358	0.8442538	0.867045	0.8901368	0.9309766	0.89260453	0.95341194	0.8499056	0.9060718	0.9026509	0.8752463	0.87365615	0.80631965	0.8859639	0.9260908	0.89642936	0.92988575	0.89301926	0.87529135	0.8467371	0.83335257	0.9940848	0.8389383	0.80109954	0.832414	0.8986171	0.90573645	0.8988525	0.87785184	0.90169334	0.7924026	0.8757698	0.7979405	0.88408697	0.92278236	0.8137971	0.94042605	0.8793553	0.8496666	0.9485151	0.96592975	0.8783084	0.87654406	0.8213501	0.7877165	0.8584463	0.8594096	0.87698936	0.8135478	0.88442975	0.9143261	0.8992896	0.8997088	0.86451006	0.94602525	0.8565513	0.8785383	0.8274365	0.8964749	0.79026556	0.769414	0.8775391	0.8762508	0.9067218	0.9093503	0.8398793	0.93096226	0.8709776	0.9125619	0.82683563	0.8731131	0.87882483	0.9032159	0.89349884	0.99541956	0.88887167	0.8271264	0.91625476	0.90993464	0.8419502	0.8859617	0.7284671	0.9449021	0.8854512	0.8286697	0.82688683	0.80778086	0.9777477	0.8912036	0.82884127	0.90614873	0.9190118	0.94046414	0.870428	0.8866198	0.8635573	0.8746414	0.85874516	0.8407023	0.8714751	0.8252954	0.8351018	0.8576218	0.8711986	0.8692412	0.86984134	0.87854743	0.92816883	0.9134525	0.9037677	0.79790384	0.90562105	0.9379554	0.9270107	0.8774868	0.8885673	0.94166934	0.88359135	0.9094953	0.8642665	0.88052654	0.96401983	0.81027496	0.8405517	0.9257741	0.91641104	0.9391075	0.8611809	0.923376	0.87776744	0.80654556	0.885613	0.80549383	0.92838585	0.90948075	0.8658816	0.89670676	0.9192189	0.8226332	0.9186721	0.86490065	0.8852426	0.9016684	0.9254094	0.927498	0.8693493	0.8110942	0.9223102	0.89589375	0.9334045	0.9465727	0.86467206	0.90464056	0.8585368	0.9675561	0.9147088	0.8685867	0.7420515	0.9123547	0.8730882	0.83760375	0.929624	0.9435723	0.8824801	0.8691528	0.91824895	0.8672248	0.8753246	0.94042945	0.83261245	0.9039388	0.86060494	0.8795834	0.93869656	0.8587662	0.91766137	0.944698	0.86587274	0.86013335	0.9099684	0.86651224	0.8248453	0.82784927	0.8918953	0.8121673	0.9251861	0.8172114	0.9207861	0.9212112	0.9308869	0.8936198	0.77166325	0.86766195	0.97401595	0.9116989	0.85917735	0.8355279	0.8506025	0.9333162	0.89099276	0.9114902	0.8788456	0.89824086	0.9216149	0.8667555	0.92495245	0.8576094	0.83293134	0.9401716	0.92108876	0.8682208	0.85093516	0.8311294	0.8394363	0.8572636	0.9164345	0.8581081	0.8801675	0.90732497	0.8749672	0.90681183	0.8479967	0.86663276	0.89807785	0.9834561	0.9070415	0.8853292	0.90472376	0.80002266	0.87971187	0.8589508	0.7968509	0.90648216	0.8733549	0.9103337	0.82752824	0.78243065	0.9188583	0.8864775	0.927084	0.8645241	0.8631336	0.8796417	0.81309664	0.9183023	0.8495834	0.8735594	0.80473495	0.97822315	0.87112063	0.9813242	0.9180977	0.8418539	0.84368837	0.8957832	0.9010357	0.86779845	0.9219256	0.81604254	0.9782998	0.883672	0.90823287	0.92074215	0.853111	0.9114783	0.8202382	0.9356507	0.8820857	0.86193883	0.8621317	0.941096	0.90295756	0.9230183	0.9219364	0.8609008	0.886913	0.9205171	0.8762543	0.88577753	0.9402455	0.8273056	0.8658908	0.9579632	0.8894325	0.91058874	0.9235167	0.8987653	0.9207999	0.9774837	0.76169926	0.82793254	0.9182013	0.9212029
Mei/name	0.9470862	0.0	0.911569	0.91330403	0.9578262	0.9257448	0.92679	0.9095022	0.9009598	0.9434154	0.8384508	0.91185576	0.893973	0.90655965	0.93782663	0.92380613	0.9554268	0.92949814	0.94229156	0.9464941	0.91831744	0.9062545	0.92966735	0.9307275	0.9206336	0.8805062	0.9560594	0.9262117	0.91305166	0.93474627	0.935925	0.9031513	0.94545525	0.93515235	0.93560034	0.9073864	0.94242704	0.93659055	0.910243	0.8990673	0.8884294	0.90757686	0.9452786	0.9049135	0.9082847	0.93010724	0.94684315	0.9198194	0.9097672	0.90520555	0.92359066	0.8427667	0.9208278	0.9067782	0.93549156	0.8973759	0.9214705	0.9431077	0.9520444	0.9486541	0.9471464	0.91917217	0.95951366	0.9035708	0.93034744	0.91804934	0.89220417	0.8935598	0.9354683	0.91261566	0.8656373	0.92698854	0.90459496	0.91043234	0.8782049	0.9364764	0.88257927	0.9148828	0.9439139	0.8581436	0.9322506	0.9369968	0.9200985	0.89739525	0.9283179	0.9178779	0.95194304	0.9334652	0.9293012	0.9196785	0.9256627	0.9042237	0.8950925	0.926797	0.9239982	0.92378366	0.8912814	0.9259235	0.9210701	0.91548353	0.92400277	0.9387255	0.9230523	0.9236465	0.93295085	0.9123509	0.90451926	0.95244473	0.91390693	0.89622706	0.8902431	0.93133324	0.9319191	0.9149201	0.92127335	0.89695245	0.9170702	0.8834983	0.9158046	0.9395864	0.96159595	0.90224355	0.9487291	0.95459133	0.95589995	0.908743	0.94118726	0.87917566	0.9114826	0.95049363	0.92385834	0.9324525	0.9141455	0.9402467	0.920993	0.8874184	0.8933385	0.9010273	0.92089397	0.93983287	0.9435101	0.92003083	0.91708404	0.91876334	0.92504555	0.93598056	0.9186979	0.9338141	0.93970597	0.937177	0.8976146	0.90616584	0.92287356	0.91404754	0.90244573	0.94212556	0.89623594	0.8979082	0.90238225	0.88738847	0.9409587	0.85875505	0.9174051	0.9194231	0.92713326	0.8772288	0.90679926	0.9454461	0.8939095	0.91622895	0.8946569	0.9208206	0.9256936	0.88308334	0.9489701	0.908582	0.8680024	0.93949646	0.943221	0.9249946	0.8888692	0.9076253	0.9270297	0.8858987	0.91765225	0.9186705	0.94738615	0.9257821	0.8619592	0.9053879	0.9308618	0.91797066	0.8959523	0.8966064	0.92741954	0.9552818	0.9263739	0.9094244	0.9389328	0.90597767	0.92333037	0.9518931	0.90777093	0.9268154	0.93501663	0.9311871	0.9276795	0.9758257	0.88910353	0.90282017	0.9121532	0.9274683	0.90325654	0.90047944	0.9328765	0.94024307	0.9142705	0.89707273	0.9084098	0.931949	0.84587795	0.90105677	0.86626524	0.9249233	0.8888874	0.8800735	0.92168254	0.9158674	0.93265855	0.8963748	0.9092916	0.9186463	0.93342394	0.91669726	0.9281081	0.93053454	0.9467405	0.91510856	0.92112005	0.92182183	0.92098653	0.95557624	0.9009572	0.9358443	0.9363302	0.9153999	0.90515184	0.9039538	0.9176961	0.89724296	0.8968476	0.8880974	0.91448706	0.94701916	0.9389251	0.94841653	0.9136902	0.94260544	0.94557554	0.9285568	0.89968204	0.9226973	0.9287109	0.927596	0.9223222	0.8943006	0.89964783	0.8989438	0.9141492	0.9176044	0.89655066	0.89687693	0.89491415	0.89424175	0.92596716	0.91985756	0.8861575	0.9250751	0.93092066	0.9317163	0.8930043	0.9118605	0.91738164	0.9151255	0.87013483	0.93132985	0.9348853	0.90922207	0.9117983	0.9068541	0.9397819	0.90853035	0.93662447	0.9405688	0.9298859	0.89329374	0.919598	0.9153661	0.90286934	0.8963728	0.94403243	0.9113748	0.91874856	0.8885958	0.90311646	0.938798	0.94930524	0.93447393	0.92480296	0.8963251	0.9508133	0.8977741	0.89808995	0.88286555	0.94585884	0.93522507	0.92764693	0.91378015	0.9626784	0.933839	0.9243789	0.9409829	0.9252502	0.948701	0.9281865	0.93000215	0.9217343	0.9538639	0.92495257	0.9351695	0.9430202	0.94538355	0.8921904	0.9458738	0.86551905	0.8587983	0.9159086	0.92481637	0.92347544	0.9305933	0.9230427	0.8974694	0.939114	0.9451246	0.8911176	0.91778314	0.88184357	0.93306386	0.93062335	0.9123913	0.9301419	0.9617455	0.92466587	0.9087528	0.9259128	0.8665254	0.94660413	0.94031376	0.9440538	0.9459624	0.8630425	0.9007148	0.8792849	0.91581905	0.9468201	0.9106014	0.89942217	0.89936596	0.9315752	0.92339766	0.93510926	0.9302392	0.92085624	0.917361	0.89781797	0.9037762	0.8979666	0.89593154	0.8774528	0.94380337	0.9254324	0.9405784	0.9426805	0.8793163	0.9185648	0.93176556	0.90998894	0.9112989	0.9469521
publiek/adj	0.8993379	0.911569	0.0	0.81271756	0.88112354	0.92320836	0.8094771	0.8834542	0.9054315	0.72795194	0.851605	0.79101145	0.82731295	0.81570935	0.9095169	0.74602896	0.94464076	0.9440241	0.9469684	0.9256986	0.86814785	0.95260113	0.7620049	0.92138225	0.7678578	0.98103136	0.8780999	0.7674154	0.8371295	0.84747547	0.79589105	0.70591587	0.86893475	0.92054784	0.8388905	0.810942	0.7859159	0.89682394	0.8635535	0.9758716	0.76713324	0.97162163	0.939799	0.88353294	0.85428715	0.9276281	0.900959	0.83475894	0.946375	0.9698814	0.9040242	0.9647433	0.930091	0.8210144	0.815634	0.6976564	0.90101683	0.8597591	0.93435836	0.708676	0.9393908	0.85527617	0.92903274	0.84718657	0.9284666	0.71246445	0.7933207	0.85528606	0.8962568	0.87489986	0.93283266	0.8013803	0.81761336	0.8299708	0.91171956	0.78205216	0.8503728	0.9389164	0.9241108	0.9235394	0.86476445	0.964063	0.9376411	0.84435844	0.85248524	0.81128603	0.8332219	0.79726076	0.93696713	0.9545055	0.9170527	0.94557256	0.88786536	0.9430443	0.9300761	0.91194284	0.93243843	0.83938766	0.83033943	0.90054953	0.8732575	0.93764925	0.8678534	0.89425755	0.8815548	0.9343356	0.90731734	0.9537035	0.7312389	0.9251102	0.95530736	0.94620305	0.77740616	0.7756366	0.81678724	0.7813798	0.8074169	0.9948003	0.8810256	0.9157765	0.6865974	0.8079137	0.9403868	0.86847687	0.8428031	0.64476764	0.788202	0.90552247	0.77720284	0.9439713	0.78952605	0.88829803	0.95636296	0.9038417	0.88863575	0.85957533	0.95884067	0.850443	0.9105505	0.86992013	0.92616963	0.8831685	0.9233905	0.9348776	0.756696	0.8748175	0.8051142	0.945439	0.7949226	0.91726816	0.9491894	0.8338704	0.8036763	0.86935836	0.8104096	0.87229145	0.87226844	0.87974745	0.82184523	0.86844444	0.9470352	0.80519366	0.8666259	0.7959329	0.87598646	0.8116229	0.93140733	0.8597919	0.8779345	0.7559994	0.99244225	0.8728708	0.8828215	0.9122325	0.9234054	0.86659235	0.8681538	0.8782824	0.91431546	0.86421585	0.89763635	0.77558637	0.7781003	0.95964766	0.7953797	0.9146156	0.9207695	0.894195	0.90947527	0.9122942	0.8800763	0.8644402	0.90811896	0.8378453	0.8968539	0.9155866	0.88687	0.7576517	0.9415507	0.92267317	0.8175756	0.8541887	0.81739265	0.92559874	0.95428175	0.95073676	0.77900124	0.83971107	0.90904593	0.9365571	0.79953253	0.95662576	0.898598	0.90787834	0.9065559	0.9334348	0.85562277	0.93917215	0.7479557	0.899688	0.81359816	0.92398477	0.9658438	0.800717	0.91292983	0.81626815	0.8473802	0.9676774	0.90104336	0.7897984	0.79269654	0.6129507	0.7274406	0.8660878	0.891892	0.94770014	0.7568104	0.7624061	0.88481885	0.9395724	0.8532963	0.88727605	0.7646236	0.9601131	0.8455472	0.9268489	0.8618853	0.9178148	0.95859927	0.93293995	0.9454642	0.9331716	0.9024048	0.90302765	0.8979519	0.86087424	0.8470699	0.9567828	0.89210033	0.8022911	0.85558236	0.85663927	0.90700245	0.96064186	0.8117129	0.7711388	0.8085813	0.89274234	0.9324559	0.9780417	0.88700485	0.80178416	0.8477421	0.8439676	0.82010794	0.91918474	0.89225334	0.91304	0.91244656	0.8809622	0.7819432	0.9596663	0.9011673	0.96730435	0.95200247	0.7329254	0.94581044	0.77591425	0.8785167	0.9332263	0.8839857	0.8820316	0.81594825	0.84701383	0.92118335	0.91927385	0.90596294	0.8998964	0.9201472	0.9446393	0.83984333	0.87659293	0.95958364	0.8628222	0.8110536	0.9266551	0.92419916	0.8742506	0.8243852	0.8297211	0.84175575	0.818141	0.7590209	0.92559797	0.8980138	0.9350646	0.87365115	0.9004841	0.8734002	0.8516279	0.867929	0.9587499	0.9069554	0.8813858	0.9490873	0.81531394	0.86451244	0.8839333	0.8297147	0.8655307	0.95451444	0.9600426	0.7822024	0.92616767	0.8892741	0.8915238	0.77809405	0.90610766	0.9082534	0.9353037	0.94679916	0.8389762	0.83406943	0.934782	0.9733138	0.86376786	0.97705626	0.9416049	0.8106897	0.75269216	0.7477272	0.94409037	0.92065793	0.8326553	0.853993	0.9707951	0.9457193	0.96677035	0.91594553	0.8488334	0.9094884	0.8818295	0.8250786	0.91173065	0.91167355	0.87735355	0.9391956	0.7991157	0.8351171	0.9753019	0.87441015	0.8577313	0.87036705	0.8181073	0.73178864	0.9470781	0.8867323	0.89581424	0.9551938	0.7694158	0.7916019	0.91461265	0.9564466	0.94383043	0.8881805	0.86065674	0.8907049	0.85748625	0.96202826
Adelmund/name	0.9114085	0.91330403	0.81271756	0.0	0.840781	0.92044014	0.8490964	0.73626155	0.86238754	0.7757253	0.8659104	0.8293259	0.7503873	0.84436774	0.8502169	0.8056162	0.9183285	0.9372373	0.92937195	0.9004704	0.89270204	0.9396524	0.87212336	0.91407526	0.82157767	0.92913	0.8425238	0.85618466	0.8115311	0.7845374	0.849655	0.831764	0.85748094	0.94106096	0.8596124	0.7564187	0.7901383	0.83162355	0.77747655	0.88290566	0.6434491	0.9430468	0.9325917	0.8488958	0.8383989	0.9068726	0.7590549	0.88210505	0.9303374	0.9449069	0.89210856	0.87940216	0.9105046	0.71947014	0.8283814	0.75245893	0.8273557	0.85017854	0.92560863	0.7694081	0.91835517	0.8669123	0.8727375	0.8479252	0.9153546	0.81785023	0.8472905	0.8207098	0.8699715	0.893458	0.9139944	0.79646647	0.85985595	0.85724247	0.9023692	0.8097753	0.8876251	0.94558185	0.90236425	0.8776156	0.8376371	0.9095033	0.95461494	0.8280144	0.8033357	0.8082079	0.8539276	0.769791	0.9014544	0.9335559	0.8889409	0.9258061	0.910511	0.9411067	0.8302398	0.90583754	0.8992636	0.7800436	0.7934433	0.81158733	0.73459566	0.9369283	0.63731074	0.90606153	0.7967026	0.88450134	0.8609047	0.9260288	0.7815696	0.8180396	0.9288797	0.9323507	0.79118913	0.6847518	0.8188703	0.8010175	0.8234811	0.98540306	0.84641004	0.9476475	0.84050035	0.754286	0.91842	0.83334506	0.8130632	0.7794	0.8336898	0.8595977	0.7712374	0.9402379	0.78840375	0.8922498	0.92727274	0.8958702	0.81490993	0.8851464	0.94638276	0.7910495	0.8989725	0.8379538	0.9301944	0.8818552	0.91931784	0.9210546	0.72281826	0.8008307	0.7901255	0.94555265	0.8128648	0.85027206	0.88047975	0.8504925	0.8292794	0.8304295	0.7796546	0.90079427	0.73482335	0.87727016	0.8642	0.78595	0.9333599	0.80322	0.8692346	0.738667	0.9140976	0.84864193	0.84115386	0.8724184	0.9069216	0.7895427	0.9732548	0.7967535	0.8643319	0.87362933	0.9064531	0.83030295	0.8752976	0.9090712	0.8597584	0.7475971	0.8714253	0.81612486	0.823664	0.9704372	0.78101736	0.86169624	0.9152873	0.8833147	0.85579616	0.9116227	0.8097415	0.7803707	0.87488693	0.8206417	0.9029982	0.86687994	0.8811766	0.7232027	0.92055535	0.8628356	0.7943058	0.9010453	0.7477217	0.92770815	0.89521194	0.9425753	0.8330215	0.84598124	0.8738434	0.8629684	0.7566962	0.92028624	0.82862216	0.92673445	0.9173108	0.94124264	0.7360767	0.6980636	0.8031174	0.9211346	0.802176	0.917618	0.9319819	0.8041549	0.91495645	0.8761291	0.7951765	0.9518745	0.90295213	0.82776654	0.56440127	0.81045127	0.7127391	0.74167836	0.7970676	0.9385918	0.8288745	0.73515075	0.8562987	0.9464795	0.7473799	0.8222504	0.7585118	0.94559896	0.83154356	0.91662925	0.8263387	0.883344	0.92913437	0.87802994	0.8705516	0.89011323	0.84981287	0.91478264	0.8755166	0.8284428	0.8730319	0.95214134	0.852117	0.711285	0.7503147	0.8608306	0.8134913	0.9256186	0.6390618	0.6978585	0.74965584	0.87985814	0.94678175	0.9479254	0.8780211	0.8170972	0.7819779	0.880277	0.8275197	0.9163319	0.8671154	0.88698876	0.84940326	0.8351615	0.7456958	0.9434492	0.8756066	0.92497736	0.89085454	0.78709984	0.92974514	0.78100574	0.8668878	0.88504314	0.8311701	0.9141078	0.83204377	0.8639659	0.8930836	0.90031004	0.9185923	0.88035107	0.9198892	0.9313361	0.8568858	0.7325393	0.95235926	0.70897895	0.70493555	0.8818457	0.88092685	0.91948473	0.7368541	0.8042186	0.85200745	0.7560886	0.7501867	0.8989136	0.9025475	0.9029592	0.7470534	0.80008537	0.84612614	0.83486116	0.75433874	0.92601424	0.87456477	0.89677525	0.9034662	0.76861286	0.84281486	0.8640884	0.75355417	0.8507959	0.94127303	0.93819577	0.8202392	0.9019868	0.80298305	0.8690597	0.75248915	0.8267282	0.84535676	0.9294784	0.94295424	0.8890825	0.8794227	0.9510381	0.95969516	0.83594275	0.95761955	0.9408523	0.8519964	0.88789	0.78018755	0.92790735	0.8703197	0.8831273	0.80393153	0.88552296	0.9348257	0.9335509	0.9210452	0.82049465	0.83822113	0.7943563	0.77558076	0.8940026	0.9084028	0.8607323	0.859703	0.8556161	0.87481034	0.9595963	0.9090187	0.75394005	0.84139204	0.85416186	0.8012837	0.8647206	0.87367916	0.8579634	0.883267	0.78406304	0.7263908	0.8669192	0.9409099	0.9090224	0.56004447	0.85191023	0.87636656	0.81668204	0.9429136
