	's/adv	10/num	100/noun	11/noun	11/num	110/noun	1996/noun	200/num	200_meter/noun	3.000/num	4/num	400/noun	500/num	A./tag	A_merk/noun	Adelmund/name	Afrikaan/noun	Amerikaan/noun	Antje/name	Aus/name	Australië/name	Bauer/name	Belg/noun	België/name	Berlijn/name	Beweging/name	Brit/noun	Brussel/name	Canadees/noun	Carpenter/name	Deen/noun	Drummond/name	Duits/adj	Duitsland/name	EK/noun	Engeland/name	Ferrari/name	Florian/name	Frankrijk/name	Georgiev/name	Gordon/name	Groenewold/name	Hakkinen/name	IOC/name	Instituut/name	Italiaan/noun	Jack/name	Joegoslavië/name	Jon/name	Kim/name	Koolhaas/name	Libië/name	Maas/name	Maij/name	Martina/name	May/name	Melkert/name	Mexicaan/noun	NU/name	Nederland/name	Nicholson/name	Ouattara/name	Rem/name	Rintje/name	Ritsma/name	Romme/name	Ronny/name	Rousseau/name	Schalken/name	Schumacher/name	Spirit/name	Stam/name	Sydney/name	Thorpe/name	Tournament/name	Tweede/name	UCK/name	VS/name	Val/name	Wereldoorlog/name	Willem/name	Zuid-Afrika/name	Zuid-Koreaan/noun	aanvankelijk/adj	achterstand/noun	affaire/noun	afloop/noun	al/adv	allebei/adv	allround/noun	als/comp	als/prep	alsnog/adv	anders/adj	argument/noun	auto/noun	automatisch/adj	avonds/adv	bang/adj	behartig/verb	behoefte/noun	beide/det	beiden/adv	bestuurder/noun	betrap/verb	beval/verb	bij/adv	bouwkunst/noun	buitensporig/adj	carrosserie/noun	conservatief/adj	coureur/noun	daardoor/pp	daarmee/pp	daarna/adv	daarop/pp	daarover/pp	dag/noun	de/name	deal/noun	deelname/noun	deelnemer/noun	definitief/adj	degeen/pron	denigrerend/adj	derde/num	derhalve/adv	deugdelijk/adj	deze/det	dezelfde/det	die/det	dien/verb	discutabel/adj	doelbewust/adj	donderdag/noun	door/comp	door/prep	doorsta/verb	dreig/verb	druk/verb	duatlon/noun	dus/adv	echt/adj	echter/adv	eerst/adv	eerste/num	effect/noun	eigen/adj	eindklassement/noun	elftal/noun	erg/adj	ermee/pp	februari/noun	finale/noun	forum/noun	fout/adj	fout/noun	foutief/adj	functie/noun	gebied/noun	geenszins/adv	genetisch/adj	gesprekspartner/noun	getuige/noun	geval/noun	gewoonte/noun	gisteren/adv	gistermiddag/adv	groep_lid/noun	grof/adj	grond/noun	grond/prep	gunste/prep	haar/det	haar/pron	half/adj	heb/verb	heilig/adj	hem/pron	hen/pron	herhaald/adj	hij/pron	hinder/verb	hoek/noun	homohuwelijk/noun	hopeloos/adj	horden/noun	huidig/adj	iedereen/pron	iemand/noun	inefficiënt/adj	ingesloten/adj	internationaal/adj	je/pron	jury/noun	kampioenschap/noun	kandidaat/noun	keer/noun	kinderloos/adj	klasse/noun	koop_om/verb	kort/adv	kunst/noun	kwalificatie/noun	kwartet/noun	kwartfinale/noun	kwestie/noun	laat/adj	lach/verb	land_genoot/noun	legitiem/adj	lied/noun	lijk/verb	logischerwijze/adv	loop/verb	m/noun	maar/adv	maar/vg	management/noun	marxistisch/adj	match/noun	medaille/noun	medium/noun	melding/noun	men/pron	mens/noun	mensheid/noun	meteen/adv	meter/noun	misverstand/noun	moreel/adj	na/prep	nadat/comp	namelijk/adv	nandrolon/noun	niet/adv	niets/adv	noodzakelijkerwijs/adv	nummer/noun	om/comp	omdat/comp	onderhandelaar/noun	onrechtmatig/adj	onreglementair/adj	onvoldoende/adj	oog/noun	opdracht/noun	opponent/noun	opzicht/noun	orde/noun	ouder/noun	paard/noun	partij/noun	per/adv	plaats/prep	plaats/verb	pleit/verb	plek/noun	ploeg/noun	politiek/adj	post/noun	prompt/adj	protest/noun	protesteer/verb	publiek/adj	race/noun	rede/noun	reeks/noun	renner/noun	rest/noun	roep/verb	schoolslag/noun	sector/noun	serieus/adj	sla/verb	smal/adj	snijd_af/verb	speel/verb	speler/noun	sprint/verb	staatssecretaris/noun	stap_uit/verb	start/noun	start/verb	stem/noun	stem_biljet/noun	stuk/noun	taalgebruik/noun	te/adv	te/comp	techniek/noun	tegenstander/noun	ten/prep	terstond/adv	tijdens/prep	tijdperk/noun	toch/adv	toe/part	toen/adv	toen/comp	trio/noun	twee/num	tweede/num	uiteraard/adv	uitlating/noun	uitspraak/noun	val/noun	vals/adj	vanmorgen/adv	vanwege/prep	veelbelovend/adj	veiligheid_reden/noun	verkiezing/noun	verontwaardiging/noun	vervolgens/adv	vijfde/num	vis_op/verb	voor/comp	voor/prep	voorbaat/adv	voorlopig/adj	voorronde/noun	waarmee/pp	waarschuwing/noun	wagen/noun	wedstrijd/noun	wegens/prep	weigering/noun	wel/verb	welk/pron	wereldkampioen/noun	wijze/noun	win/verb	winnaar/noun	woensdag/noun	word/verb	x/num	zal/verb	zaterdag/noun	ze/pron	zelfs/adv	zich/pron	zichzelf/pron	zij/pron	zijn/det	zondag/noun
's/adv	0.0	0.8891103	0.99173045	0.62962073	0.8849028	0.98486096	0.89840543	0.9780166	0.9515836	0.9800792	0.9634351	0.99239033	0.9796676	0.7419669	0.9859869	0.9829128	0.9381196	0.9579909	0.9818514	0.99415094	0.97429544	0.9740096	0.95255744	0.9883283	0.9725777	0.9659169	0.98279756	0.9346771	0.97264934	0.99129915	0.9752826	0.9766473	0.950697	0.9788118	0.94341314	0.9616311	0.9674741	0.96298766	0.98447883	0.98614174	0.9883456	0.9846646	0.9588102	0.98109317	0.98439837	0.96905106	0.97217834	0.9698549	0.9936641	0.9763756	0.9987778	0.9439894	0.9259241	0.9700653	0.97393	0.9930886	0.938248	0.9870091	0.9946281	0.9891774	0.9807049	0.8749925	0.9999852	0.97608477	0.96588176	0.9783506	0.9890783	0.9911378	0.9778344	0.93854934	0.9830716	0.953418	0.97115296	0.9765997	0.9737105	0.9585501	0.981738	0.9431478	0.98699915	0.9489726	0.94849163	0.97800756	0.9695041	0.94777334	0.94069797	0.973422	0.9275033	0.9095029	0.8825275	0.9868339	0.6544573	0.934426	0.9372666	0.89122987	0.9923381	0.80879724	0.91385996	0.41766435	0.8549404	0.99035656	0.9552357	0.9403919	0.9053481	0.887504	0.8990061	0.76680255	0.97121316	0.99288857	0.9861025	0.96290624	0.97195643	0.91183126	0.97591347	0.9648638	0.83500326	0.8820401	0.9359113	0.7838057	0.9926379	0.9620627	0.96125776	0.925227	0.89670295	0.934382	0.9623119	0.9372491	0.97009754	0.98449504	0.94269085	0.8969215	0.9020668	0.99027014	0.9770723	0.959972	0.87065077	0.9729	0.9621882	0.9215441	0.953931	0.9669763	0.88827574	0.8947092	0.8947599	0.9575292	0.85103625	0.92063105	0.9680713	0.93499875	0.98754585	0.982434	0.9181291	0.8858701	0.85566133	0.943879	0.99154645	0.880328	0.94793504	0.9237558	0.93704706	0.97906315	0.9564138	0.98216385	0.94011617	0.91436344	0.97182745	0.7962086	0.9390554	0.9143728	0.97497624	0.96928066	0.9654778	0.98690987	0.99699026	0.90505135	0.80858356	0.877518	0.9160895	0.9572862	0.87512636	0.90140426	0.9740557	0.802944	0.9277493	0.99236256	0.9956201	0.9586152	0.9909078	0.9875718	0.8105605	0.8263617	0.9837239	0.92896426	0.9412806	0.6941803	0.9839883	0.9129853	0.9591251	0.8730793	0.76090765	0.92754185	0.94907403	0.86447656	0.98893	0.9786905	0.9795766	0.94504994	0.9374454	0.67958957	0.89522994	0.97484267	0.96457523	0.9383303	0.97340345	0.91202545	0.76583904	0.990822	0.8681136	0.9313629	0.98433983	0.9871799	0.91665816	0.95752686	0.9722085	0.8553833	0.8788829	0.87499356	0.98279244	0.8257639	0.96895784	0.98284274	0.99108934	0.8139111	0.8720046	0.92606664	0.9757457	0.9042436	0.90833473	0.9620199	0.97687984	0.9076526	0.89006335	0.8860083	0.98445356	0.9531697	0.973929	0.918164	0.9613947	0.9795593	0.9920313	0.9706234	0.8438693	0.9288943	0.9749737	0.85843664	0.97592664	0.9647496	0.9828899	0.8750918	0.9478034	0.98706734	0.92586356	0.87574756	0.9762623	0.96360385	0.9922652	0.9435947	0.9713825	0.96021175	0.9341815	0.9739822	0.9144823	0.98838425	0.9984685	0.951882	0.88287073	0.91045105	0.8934779	0.93193376	0.9710538	0.94782645	0.9543021	0.6826313	0.9066396	0.85158855	0.97269166	0.9458249	0.9567112	0.9771937	0.9335901	0.94324684	0.97819394	0.9808332	0.97403675	0.91233116	0.8825282	0.96901166	0.89926606	0.92298853	0.8938632	0.7298581	0.96036696	0.86939	0.9324246	0.9188683	0.9814436	0.9615481	0.919125	0.9632863	0.92622113	0.9421127	0.9698757	0.9471989	0.9377431	0.9786163	0.91049445	0.9323445	0.9455199	0.74977016	0.95070153	0.97192603	0.9224108	0.97436243	0.9459633	0.953414	0.8809241	0.9020871	0.9656242	0.93808246	0.9315538	0.96127707	0.93347806	0.9803181	0.9281345	0.95592713	0.8751551	0.872431	0.988715	0.8927387	0.880081	0.74052364	0.8953165	0.9272201	0.93023074	0.8930758	0.9222381	0.85819185
10/num	0.8891103	0.0	0.82763034	0.5907841	0.12779152	0.85116804	0.8241863	0.61173046	0.9134605	0.7722284	0.2435928	0.76383257	0.6030822	0.66199434	0.9374548	0.98580885	0.982057	0.8866443	0.9036444	0.70915735	0.9022278	0.9194544	0.91238564	0.95495266	0.88092756	0.9803004	0.92805284	0.86477387	0.87594163	0.8455976	0.9542695	0.9024724	0.93502045	0.9711687	0.8298088	0.93250346	0.93636	0.8732511	0.95102644	0.9127626	0.90454423	0.7870182	0.92489696	0.9843924	0.98315567	0.91081816	0.9473521	0.94144523	0.84426904	0.78639877	0.99052364	0.98806685	0.9084939	0.9261041	0.8308492	0.9256496	0.97359735	0.9302672	0.9030844	0.9798871	0.88493055	0.95949167	0.9930413	0.8156114	0.7988323	0.78995204	0.92644566	0.97918797	0.9014442	0.85595655	0.91675115	0.9245047	0.8341195	0.866572	0.9722414	0.9719896	0.9907333	0.8476803	0.8077375	0.9863138	0.90590954	0.9549367	0.9453282	0.90903604	0.88509035	0.9960767	0.9304911	0.94269353	0.9676069	0.8025547	0.9648002	0.9271535	0.90763474	0.97022736	0.9782908	0.9332236	0.94449604	0.84361	0.9568405	0.98041224	0.9978702	0.9813217	0.86479163	0.9885071	0.95473033	0.9758346	0.9844195	0.978228	0.9921169	0.97654456	0.9858658	0.91252714	0.96280754	0.9390909	0.91071963	0.96161085	0.970114	0.8291621	0.9003003	0.9800951	0.85043573	0.83225256	0.9201865	0.9692893	0.9882515	0.82491755	0.93495584	0.9850817	0.96771723	0.9555212	0.96655726	0.9735222	0.9577054	0.9813181	0.60780406	0.9801856	0.98122823	0.9729828	0.9896341	0.9363895	0.83082783	0.9953619	0.9730693	0.96172696	0.9920805	0.8865448	0.96675825	0.9440865	0.8172412	0.94184655	0.9779464	0.9542461	0.4971028	0.7408519	0.97076166	0.89073855	0.98093736	0.984497	0.98838955	0.98167735	0.97855705	0.99648607	0.98708826	0.9834552	0.9753677	0.9834157	0.9219709	0.9001991	0.93676484	0.9675914	0.9514541	0.95426756	0.9269106	0.9436298	0.98017454	0.8093252	0.9716707	0.9910634	0.95706064	0.9992734	0.9494653	0.91155803	0.93375826	0.99601537	0.9955702	0.94800407	0.85330063	0.91695464	0.988592	0.99077964	0.9960841	0.91962326	0.97015077	0.96228135	0.9434794	0.767756	0.90950245	0.8856101	0.9679121	0.8532827	0.987018	0.95123726	0.9876793	0.85882384	0.7847834	0.7204941	0.9594301	0.84762895	0.9372453	0.83904123	0.9927396	0.930065	0.9751878	0.9678381	0.82399493	0.8167825	0.95621204	0.98915136	0.98844624	0.9815809	0.88113284	0.8277133	0.9941754	0.95016074	0.98365194	0.95876426	0.9873479	0.8993442	0.65933746	0.9934402	0.9529506	0.8732861	0.900005	0.9706201	0.9616285	0.9875801	0.88702214	0.96881086	0.6691452	0.9858361	0.9618254	0.98203516	0.9671035	0.9011251	0.93477404	0.9908395	0.98066217	0.9479207	0.98027307	0.9597452	0.9843191	0.95342076	0.97029305	0.9556742	0.81991297	0.862919	0.979814	0.91199124	0.8531081	0.98373294	0.9723317	0.95281154	0.9671202	0.9445219	0.9922783	0.79878134	0.9590407	0.87864757	0.8747204	0.9721172	0.9706547	0.8047544	0.9871939	0.9710079	0.970808	0.95899314	0.9794768	0.8631748	0.97179735	0.7672867	0.9201188	0.9556189	0.857481	0.7074617	0.90445596	0.9545365	0.93813455	0.9904619	0.9925238	0.9860222	0.9856734	0.93346626	0.94135237	0.99008274	0.8712084	0.94638526	0.9841017	0.99037874	0.92149365	0.9232	0.88769776	0.8630833	0.8464873	0.94402415	0.98192364	0.9405199	0.83791125	0.954039	0.92028135	0.8990939	0.9374333	0.9416346	0.9077589	0.978068	0.95409995	0.84116244	0.927673	0.98117834	0.91590285	0.9807586	0.97721803	0.8732146	0.9568982	0.9920619	0.96331793	0.8280319	0.9323011	0.99038416	0.91400117	0.9438468	0.7938309	0.9457707	0.80673987	0.779886	0.6038257	0.93660635	0.43167776	0.98516756	0.5136205	0.97190523	0.9416354	0.9415703	0.93726146	0.9843498	0.93923056	0.55281174
100/noun	0.99173045	0.82763034	0.0	0.95871806	0.87518805	0.31020015	0.76424307	0.3471706	0.3161562	0.6605021	0.73928213	0.12690705	0.64609253	0.92253166	0.92581373	0.9838762	0.934806	0.8294071	0.97198844	0.52256715	0.6876513	0.94182706	0.7696626	0.8695864	0.8096268	0.97916543	0.8957354	0.9427894	0.8580768	0.93109214	0.8894529	0.86378926	0.8442794	0.8654123	0.59992194	0.86885405	0.90025294	0.91288996	0.87394905	0.83235586	0.93129206	0.812842	0.8619455	0.82544154	0.9941086	0.7797995	0.93149656	0.87865734	0.9395394	0.60530406	0.9651665	0.9904489	0.95380384	0.86196333	0.50642955	0.9203832	0.96590847	0.95151037	0.9725612	0.8741315	0.89613205	0.9504055	0.98785275	0.8340312	0.84746826	0.77365035	0.94517535	0.9145243	0.86677855	0.8708609	0.9935169	0.92394537	0.35215634	0.40440965	0.7817908	0.97190416	0.9988617	0.8614055	0.8445411	0.9796254	0.91374356	0.96022654	0.8931221	0.9080979	0.916533	0.9776403	0.94584495	0.9190315	0.8806731	0.7795671	0.97295016	0.93192124	0.85161006	0.9957149	0.94324285	0.9584277	0.8772521	0.99059296	0.9804223	0.9537706	0.994638	0.95332205	0.8439858	0.98522437	0.93193924	0.9875503	0.9867593	0.9687353	0.97724307	0.95062506	0.97796404	0.85995454	0.9578414	0.87708706	0.92217	0.96389294	0.9908989	0.9088912	0.9594984	0.98585737	0.7425847	0.7876154	0.9330303	0.96108186	0.95210296	0.7168018	0.9650862	0.9962121	0.95388025	0.94056374	0.9590922	0.97915655	0.9781547	0.9827278	0.89545465	0.8711065	0.9759687	0.9531285	0.9839039	0.95573914	0.7505403	0.99106866	0.964061	0.96822274	0.97969866	0.81082773	0.9959187	0.8935844	0.84400696	0.8557595	0.9961757	0.9829985	0.9436088	0.32263017	0.98465985	0.9788088	0.9428076	0.98211807	0.9827821	0.9976453	0.9799451	0.9991581	0.9327281	0.95674753	0.9889319	0.96347046	0.863427	0.9093708	0.96261567	0.9552659	0.91775024	0.9796548	0.9200506	0.77581316	0.9411272	0.3646533	0.9580643	0.9919071	0.9565271	0.9763052	0.9752938	0.9222076	0.9300934	0.98978883	0.96602523	0.9791311	0.35311824	0.9474739	0.9676478	0.97722787	0.9992878	0.9094775	0.9176408	0.988607	0.96381086	0.52027	0.9031432	0.8128325	0.97433996	0.83466303	0.9834507	0.9365543	0.97108376	0.4472599	0.8696125	0.63386035	0.9742711	0.7944339	0.9264831	0.6244684	0.9847849	0.9859002	0.9717636	0.8826251	0.74565524	0.23553258	0.9449134	0.98073024	0.9976396	0.93809676	0.9122386	0.46459186	0.96209353	0.95951736	0.99694556	0.9756115	0.9764527	0.91081977	0.33776766	0.9846969	0.9718703	0.85442114	0.931829	0.9520991	0.93338656	0.99340916	0.9948455	0.9758759	0.6800768	0.9808098	0.99240565	0.9794743	0.9281781	0.9054741	0.9470405	0.9504558	0.9818578	0.87180376	0.97339463	0.9976377	0.97650343	0.83924127	0.9456323	0.9564738	0.9138664	0.705268	0.93123627	0.8548674	0.8260472	0.9699153	0.9677105	0.9137012	0.9691777	0.95178175	0.9738576	0.6190511	0.9761861	0.41871494	0.8392371	0.9976489	0.9667852	0.23353869	0.9788224	0.97385126	0.96928155	0.92360175	0.97098404	0.86647034	0.9639726	0.6746879	0.98233426	0.9242823	0.7655989	0.7783538	0.95189524	0.9723295	0.96865046	0.98991674	0.9902337	0.9598336	0.8446232	0.90403277	0.864885	0.987996	0.78588235	0.99842006	0.96201456	0.97621447	0.9113758	0.9330284	0.97051424	0.8419052	0.7216297	0.9235482	0.9840187	0.96193194	0.9035584	0.8613584	0.86550456	0.9507039	0.8528427	0.9243064	0.92978317	0.9953669	0.93651354	0.58564514	0.83857405	0.9774089	0.8365793	0.96097195	0.96868443	0.6840763	0.9727282	0.9727482	0.95074236	0.7940642	0.92867315	0.95438105	0.8994096	0.9450259	0.59595734	0.9698541	0.5230622	0.7166708	0.918494	0.9235199	0.5014057	0.98527604	0.78621775	0.9228788	0.91852266	0.94710904	0.92197263	0.96903634	0.9154959	0.8135483
11/noun	0.62962073	0.5907841	0.95871806	0.0	0.564248	0.9444221	0.7698239	0.9544396	0.93489766	0.94889414	0.79073274	0.95470804	0.94779956	0.8686681	0.99823976	0.9507681	0.94924015	0.92619675	0.8624643	0.9466665	0.8993154	0.9735004	0.9058749	0.95352435	0.8770243	0.9615089	0.942265	0.7321166	0.9426115	0.77970225	0.9516486	0.8741852	0.90083873	0.90220094	0.8662531	0.90617704	0.96025205	0.9018491	0.9070654	0.94900197	0.8969352	0.93520355	0.92872596	0.9746669	0.9725726	0.91279155	0.93182635	0.89044696	0.89668673	0.9611737	0.97653556	0.8854743	0.8929081	0.8494128	0.9153912	0.9316749	0.9152563	0.84343827	0.9217589	0.97516775	0.8943032	0.87756795	0.9788093	0.95993257	0.93124753	0.8997733	0.9694068	0.8378404	0.91413915	0.8541021	0.8801942	0.9407808	0.934372	0.8566766	0.9346618	0.81926906	0.9695833	0.9087275	0.9037322	0.8346586	0.9093607	0.8951814	0.9367249	0.8786892	0.9291203	0.9226945	0.8726774	0.8730025	0.975254	0.9116313	0.9188765	0.9636315	0.9290776	0.97527057	0.9949051	0.91374356	0.9684773	0.7533199	0.9340168	0.99844253	0.94930816	0.97381413	0.9907803	0.9920931	0.86701965	0.8726111	0.9935525	0.9794557	0.9573932	0.9999342	0.9608656	0.93685496	0.96495146	0.9794713	0.85934734	0.85669047	0.8994059	0.7722471	0.9268384	0.92528963	0.9304064	0.8405476	0.79332656	0.9606347	0.95100427	0.89376366	0.991216	0.98301464	0.949889	0.901937	0.8987258	0.986279	0.92845434	0.94507706	0.40329313	0.98747724	0.9271592	0.9757463	0.94203794	0.9755943	0.79722446	0.97314215	0.9841854	0.9467348	0.9907736	0.8610675	0.9243478	0.9518161	0.9616191	0.909915	0.99069065	0.9603951	0.35619742	0.8947488	0.9714616	0.9648386	0.9501215	0.8913484	0.9155848	0.9723293	0.9818844	0.9624327	0.9785311	0.89871794	0.96457726	0.9208428	0.88569117	0.90081644	0.9849768	0.9640339	0.97346014	0.95569104	0.9694639	0.94511443	0.959978	0.89602166	0.9303543	0.95673096	0.9670832	0.98667854	0.862214	0.9309672	0.9516496	0.99921626	0.9413148	0.970473	0.9801475	0.9454721	0.96053135	0.9770476	0.9671348	0.93394136	0.9316877	0.95195657	0.92466706	0.79957634	0.962269	0.9609384	0.92521167	0.93514776	0.97962546	0.8237729	0.9816222	0.8692725	0.923897	0.87772775	0.9792489	0.8840355	0.91233164	0.9328736	0.97402513	0.9643288	0.9512668	0.812577	0.7976731	0.9740364	0.951598	0.94762224	0.99742323	0.9488472	0.7767686	0.9327405	0.9116133	0.792935	0.9209918	0.9627912	0.96507347	0.8675554	0.9448909	0.94567025	0.9322451	0.7678325	0.7469709	0.9822875	0.9786354	0.9401903	0.98734206	0.9548312	0.92536795	0.98874116	0.98102915	0.9010292	0.97244006	0.9412151	0.987798	0.9824228	0.9356661	0.93956554	0.9398442	0.93157643	0.9713405	0.94598866	0.9549384	0.9827399	0.94447905	0.9740898	0.96643084	0.9706843	0.9255652	0.9665278	0.9123602	0.9286634	0.9145752	0.9203778	0.9661403	0.8905246	0.95452696	0.9009199	0.87896925	0.9621048	0.97085106	0.97393256	0.99219203	0.9688758	0.9634694	0.97764117	0.91304517	0.826103	0.97483337	0.9521402	0.9592459	0.9085638	0.7932587	0.5239726	0.9415732	0.921417	0.9885286	0.97680384	0.99166125	0.9774368	0.94779235	0.9520338	0.93148386	0.9063091	0.79049426	0.9068111	0.9660028	0.9581063	0.9549165	0.7739042	0.94539213	0.90228283	0.8915119	0.93392825	0.94272566	0.8087537	0.80430853	0.9476812	0.90727586	0.95165884	0.8795976	0.93512785	0.7893723	0.9534015	0.98996747	0.88057375	0.9326973	0.8686676	0.9289119	0.97826713	0.9391622	0.88279927	0.9494487	0.902679	0.960233	0.7470939	0.93564254	0.9256563	0.9828193	0.93951887	0.884746	0.9876514	0.8801431	0.8939393	0.432288	0.82763827	0.9108933	0.9152658	0.36088967	0.94934493	0.94756335	0.9617271	0.95633286	0.9575102	0.91690135	0.44448256
11/num	0.8849028	0.12779152	0.87518805	0.564248	0.0	0.8922548	0.8726757	0.69790757	0.92791563	0.8415806	0.2881649	0.8191842	0.7346794	0.6151255	0.974443	0.9714625	0.9790542	0.92599684	0.8952865	0.700125	0.88589966	0.86806226	0.8786007	0.9538834	0.9198737	0.96304756	0.9024118	0.8712951	0.9026573	0.9083099	0.9111931	0.9035961	0.8992408	0.91915107	0.9062884	0.93601876	0.92043287	0.8711072	0.9167036	0.90763175	0.8487848	0.8722178	0.90665823	0.9361468	0.9846118	0.8891927	0.81725115	0.92620987	0.8129983	0.7840842	0.9840049	0.98273	0.9181984	0.9414131	0.84420365	0.87544286	0.9738414	0.9288939	0.9510719	0.9785227	0.80507964	0.95665133	0.99066484	0.93822	0.90628934	0.86861885	0.8758687	0.8446009	0.868286	0.83733916	0.8787786	0.93452525	0.8328723	0.8677683	0.96446425	0.96733624	0.98990357	0.9145832	0.80204904	0.98139536	0.9147838	0.96018887	0.88087904	0.88863444	0.8923393	0.9654842	0.92139304	0.9529091	0.97647005	0.91138107	0.98131114	0.89753187	0.9163772	0.99331653	0.99208784	0.9376598	0.92532337	0.86658317	0.9645906	0.9774135	0.98918825	0.9679271	0.81245756	0.9964931	0.94081026	0.9683239	0.9848219	0.98929286	0.91989064	0.97242993	0.9551314	0.9229932	0.9616879	0.9277373	0.892397	0.9596123	0.9729904	0.85906774	0.8701023	0.93725634	0.8793354	0.858649	0.92408943	0.981963	0.9852977	0.84010506	0.96870494	0.99472356	0.9676584	0.93297607	0.95982516	0.9828269	0.9860833	0.9895838	0.61856043	0.9804548	0.9573563	0.9692077	0.99049217	0.94721496	0.85661316	0.99605125	0.9786973	0.9624702	0.9783334	0.8753569	0.9869555	0.9563965	0.83132815	0.9342679	0.95409393	0.95775175	0.59629524	0.742957	0.9482674	0.9111852	0.97301537	0.9728141	0.9857578	0.98932064	0.9362454	0.99944943	0.9913422	0.9827235	0.9984347	0.9624135	0.908121	0.95275724	0.9078327	0.92654645	0.9564421	0.9759118	0.98587793	0.9459923	0.9662524	0.8167636	0.96732634	0.9932707	0.961775	0.9847385	0.95351213	0.92280686	0.9441272	0.9822888	0.99610823	0.9762449	0.8985832	0.93993527	0.9933934	0.99263984	0.99188364	0.9213668	0.9773736	0.9544191	0.91975313	0.843829	0.85132307	0.8946683	0.9652666	0.82647514	0.97625434	0.97184485	0.9934664	0.87810284	0.7916313	0.69927204	0.98472697	0.8604513	0.8839916	0.85141575	0.9875577	0.93047774	0.98153293	0.9503486	0.8318202	0.8727072	0.9642716	0.9884649	0.9397373	0.97335887	0.8668925	0.8725927	0.9802321	0.9605064	0.973381	0.99774665	0.9798012	0.89122796	0.76933724	0.97063726	0.974592	0.9166704	0.89625	0.98512685	0.9824176	0.99939245	0.8639437	0.97957903	0.6510984	0.9841848	0.9534769	0.9746806	0.9764016	0.94175375	0.957984	0.99681264	0.9781352	0.93769336	0.9421098	0.95588076	0.98792917	0.923652	0.9455098	0.9711739	0.83135253	0.90549576	0.97175556	0.9485518	0.87093234	0.989793	0.95426387	0.9523381	0.96184665	0.94578105	0.9919458	0.8669942	0.93427134	0.9021108	0.8677332	0.97711277	0.976786	0.86783403	0.98831105	0.9754024	0.96205294	0.96989685	0.9638069	0.79252267	0.9702786	0.83190745	0.9003547	0.9703659	0.8783464	0.745888	0.8940511	0.9567531	0.97959864	0.9924126	0.99006003	0.99171525	0.98874354	0.9350394	0.95233357	0.9735896	0.8888622	0.9892664	0.9867019	0.9856099	0.95965695	0.9277596	0.9425307	0.8491673	0.86081725	0.94467425	0.9715443	0.93082356	0.9090293	0.9780405	0.9387382	0.9181158	0.9277728	0.9523542	0.9056832	0.98382246	0.9612153	0.85376686	0.9250064	0.98236454	0.9441156	0.9675718	0.9800719	0.89078516	0.96240306	0.9759059	0.96575934	0.8130344	0.9667162	0.9742387	0.9132213	0.9515583	0.85686743	0.95484585	0.8118426	0.7991961	0.5903591	0.93160766	0.5074591	0.98728305	0.53025454	0.9683436	0.96001804	0.96523017	0.897492	0.9829925	0.92969716	0.5986527
