	ieder/det	beleef/verb	buig_om/verb	hoe/adj	altijd/adv	opdracht/noun	aangelegenheid/noun	er/fixed	soms/adv	ben/verb	zie_uit/verb	avontuur/noun	behoorlijk/adj	omgeving/noun	deze/det	olie_prijs/noun	positie/noun	haar/det	verkeer/verb	prognose/noun	Afghanistan/name	stunt_werk/noun	een/det	hun/det	binnenlands/adj	vergelijk/verb	reuze/adj	oversteek/noun	het/prep	claim/noun	vind/verb	parkoers/noun	word/verb	bevrijd/verb	standpunt/noun	want/vg	Irak/name	besluit/noun	angst/noun	zomer_seizoen/noun	overigens/adv	klus/noun	overleef/verb	na/prep	voor/prep	onhoudbaar/adj	voorspel/verb	zo/adv	waarbij/pp	moment/noun	exercitie/noun	tal/det	ongetwijfeld/adv	koor/noun	bespaar/verb	licht/prep	natuurlijk/adj	even/adv	gezien/prep	Nicolas/name	Harry/name	recensie/noun	te/adj	bekom/verb	regelmatig/adj	doelman/noun	politiek/adj	rit/noun	enquête/noun	zeker/adv	want/comp	herinner/verb	heel/adv	omdat/comp	lastig/adj	genoeg/adv	ga_uit/verb	doceer/verb	oplossing/noun	plotseling/adj	vang/verb	waarin/pp	daarom/pp	knok/verb	talloos/adj	tot/prep	wat/det	zo'n/det	Oostenrijk/name	breng_op/verb	Kieldrecht/name	reis/noun	sport/noun	beloof/verb	bereik/verb	situatie/noun	zo/comp	wagen/noun	paar/noun	toestand/noun	doorsta/verb	zoals/pron	schets/verb	als/comparative	koers/noun	in/prep	lijk/verb	die/det	clandestien/adj	essentieel/adj	uur_DIM/noun	voorbij/adj	volk_raadpleging/noun	kan/verb	hoewel/comp	maar/comp	dreig/verb	trek_aan/verb	doel/noun	complex/adj	zo/adj	man/noun	Asterix/name	temeer/adv	minst/adj	sprint/noun	leid/verb	manoeuvreer/verb	aandenken/noun	om/comp	uit/prep	woon/verb	stap/verb	begrijp/verb	al/comp	tref_aan/verb	bedreig/verb	loop_mis/verb	onderweg/adj	bijzonder/adj	stort/verb	bestaan/noun	samenwerking/noun	spreek/verb	zaak/noun	echter/adv	hulp/noun	knot_gek/adj	nog/adv	structuur/noun	tocht/noun	praat/verb	het/noun	te/comp	Palestina/name	onderneming/noun	verhaal/noun	toon/verb	pijnlijk/adj	reconstrueer/verb	even/adj	heel/adj	stand_DIM/noun	lijm/verb	zijn/det	zorg/verb	asymmetrische/adj	grond_oorlog/noun	sjeik/noun	toen/comp	financieel/adj	katholiek/noun	toer/noun	onderdeel/noun	publicitair/adj	wat/adv	bevind/verb	operatie/noun	op/adj	onderneem/verb	ambulanciers/noun	ken/verb	allerlei/det	voorspelling/noun	breng/verb	betref/verb	ondanks/prep	gezondheidszorg/noun	opgaaf/noun	Fransen/name	veiligheid_situatie/noun	Amsterdam/name	aandacht/noun	begin/verb	meen/verb	vaak/adj	duur/verb	denk_terug/verb	demonstreer/verb	omstandigheid/noun	tafereel/noun	toch/adv	blijf/verb	gevaarlijk/adj	strijd/noun	wereldkampioen/noun	maak/verb	bestrijding/noun	capriool/noun	dat/noun	impasse/noun	wegens/prep	het/det	laat_toe/verb	film/noun	iets/adv	zee/noun	maar/vg	elk/det	steeds/adv	blijk/verb	lot/noun	poging/noun	en/comp	ouverture/noun	onderwerp/noun	Elsevier/name	brandweer/noun	dit/det	Brussels/adj	overhaast/adj	kwestie/noun	club/noun	luk/verb	meest/adj	uur/noun	red/verb	uiterst/adj	dat/det	enkel/det	kom_terecht/verb	dans/noun	zijn/adj	haal_in/verb	cover/noun	al/adv	hem/pron	trek/verb	vanuit/prep	Rode/name	ervaar/verb	zichzelf/pron	muzikaal/adj	definitie/noun	Wall/name	Kortrijk/name	hij/pron	dergelijk/adj	waaruit/pp	steek_over/verb	Dupuis/name	vaartuig/noun	aansprakelijk/adj	lever_op/verb	haal_uit/verb
ieder/det	0.0	0.74771583	0.8562821	0.77330816	0.7152331	0.8550122	0.8773615	0.8232543	0.69925255	0.77249616	0.77207947	0.7201495	0.7468133	0.7843696	0.72904354	0.9014425	0.83987933	0.7770975	0.8647777	0.88500047	0.85269284	0.9154566	0.5657538	0.7207795	0.90999746	0.73239565	0.89053726	0.8501356	0.9380282	0.9076146	0.8334937	0.7653464	0.7981052	0.8556463	0.81594014	0.6712693	0.8700921	0.8781644	0.7300092	0.8524598	0.753841	0.85566187	0.6774613	0.7683898	0.64167076	0.8790781	0.8596492	0.7506604	0.69190717	0.77661043	0.8293687	0.6526507	0.7780199	0.8757541	0.86060846	0.9221645	0.7357825	0.81388366	0.85564303	0.9093391	0.9036914	0.80782425	0.85513276	0.73940027	0.7287997	0.83902377	0.80001795	0.7959162	0.9060688	0.84391487	0.6288643	0.82664424	0.7826544	0.85530835	0.76970184	0.7472485	0.8565182	0.83588606	0.76997006	0.8593923	0.8161802	0.7202724	0.7820768	0.5912112	0.729828	0.6967231	0.7687168	0.5816524	0.85758656	0.7531209	0.9067654	0.80082875	0.6393442	0.80391467	0.8211216	0.7917793	0.7188817	0.9111113	0.79655707	0.83676505	0.7795983	0.6304344	0.80487394	0.836004	0.92449373	0.85574174	0.7654695	0.72869706	0.8697569	0.77998567	0.82938945	0.8289096	0.79527634	0.7954411	0.7774772	0.71106756	0.87385476	0.9171944	0.78137845	0.787393	0.780553	0.91135895	0.784176	0.8203575	0.8686708	0.87272674	0.8068372	0.81515616	0.6478665	0.69096196	0.8799691	0.854906	0.85358155	0.79068613	0.7153932	0.89601284	0.795187	0.89195883	0.7331046	0.7120998	0.9083354	0.72319937	0.79901326	0.7396001	0.89228934	0.71997005	0.93401587	0.74415886	0.81622064	0.7432336	0.8485306	0.8019825	0.77538806	0.7979938	0.9059864	0.7797994	0.7646329	0.89048946	0.7163427	0.8352358	0.82843405	0.75447655	0.83749807	0.8350033	0.7699277	0.74139744	0.7604813	0.822806	0.8927548	0.9226984	0.87699497	0.726768	0.88393426	0.85329425	0.85301065	0.830807	0.83797735	0.8456759	0.958614	0.8375392	0.90777844	0.70244026	0.6892332	0.8254392	0.8399111	0.8381877	0.7562141	0.84075606	0.8523525	0.80539083	0.91440636	0.8849658	0.80881315	0.7836338	0.8733248	0.7240566	0.79036295	0.813564	0.806007	0.8299622	0.75515056	0.76409006	0.6883764	0.7172245	0.8150943	0.9081598	0.77497566	0.90431625	0.8265574	0.74814606	0.78539824	0.8519083	0.7531432	0.8261508	0.8016263	0.808213	0.8598008	0.71286094	0.23725408	0.788648	0.88508093	0.87155485	0.83252084	0.78325915	0.8568339	0.7695576	0.8894491	0.9565197	0.6297929	0.82213056	0.9120637	0.8120615	0.7964117	0.7967119	0.71520543	0.8859222	0.8020596	0.7635459	0.7263811	0.70741713	0.901101	0.7977454	0.8939423	0.91699475	0.903805	0.8066721	0.78904295	0.86118364	0.8228473	0.7827587	0.7261658	0.75004774	0.70568335	0.72826403	0.8693225	0.8936702	0.78230774	0.7494243	0.85526145	0.8659368	0.8928081	0.8572229	0.87561166	0.746142	0.85543704
beleef/verb	0.74771583	0.0	0.931372	0.80762076	0.76972735	0.69593036	0.8567012	0.8453615	0.7218946	0.76572794	0.8166083	0.4975996	0.7695841	0.7381867	0.7638987	0.9415234	0.877401	0.7350757	0.8751837	0.91067696	0.9156452	0.9084047	0.7237592	0.68993163	0.9236466	0.78902423	0.7151034	0.8546053	0.92077327	0.8964263	0.78703856	0.81227815	0.87601215	0.8746732	0.89856696	0.7331051	0.89000076	0.8707348	0.8139429	0.73769164	0.83902705	0.7556149	0.68228954	0.6506321	0.7835925	0.9090853	0.80853045	0.8439445	0.7492424	0.76358545	0.79018986	0.5646127	0.6557005	0.86257285	0.74594724	0.9391724	0.752962	0.78900254	0.857789	0.96102345	0.69867945	0.7423146	0.90666926	0.72071505	0.8042253	0.89993334	0.8659327	0.82499814	0.9481671	0.8578042	0.6645446	0.6369616	0.6860167	0.83860064	0.77656734	0.84582293	0.904281	0.8630054	0.8937452	0.7746779	0.8285621	0.69170845	0.8787303	0.8232174	0.73415387	0.9209999	0.6829133	0.6765982	0.8892043	0.82802546	0.89264345	0.65567577	0.6069993	0.78857636	0.84794134	0.7663614	0.7915242	0.8847219	0.8292557	0.76783836	0.5286398	0.8878746	0.7066443	0.8314564	0.83051884	0.8421566	0.7449339	0.7487954	0.7233047	0.8186972	0.7604288	0.6093786	0.88286287	0.80235267	0.7299033	0.77852035	0.87167007	0.81531215	0.8721628	0.7969607	0.9180144	0.88979846	0.7789155	0.7436466	0.9459583	0.9578923	0.7953726	0.8641736	0.6908476	0.8015556	0.84046	0.8466853	0.77405715	0.8358774	0.78728044	0.7898355	0.82322437	0.7890291	0.64831114	0.72688615	0.65101546	0.840206	0.884827	0.871093	0.8028905	0.84099305	0.86160797	0.6698172	0.7915821	0.8773959	0.68048406	0.8047267	0.81950605	0.8835598	0.87761074	0.71922696	0.5455509	0.7434878	0.6728835	0.662277	0.75941473	0.739656	0.6617427	0.780683	0.74637675	0.6805522	0.7771418	0.8301015	0.81871736	0.81510043	0.8320751	0.83320034	0.8530175	0.86351025	0.7889416	0.8455619	0.8454804	0.84503704	0.9292492	0.7213241	0.83726025	0.6148353	0.60134685	0.7307342	0.8187717	0.88435096	0.771746	0.9555425	0.8431871	0.8988351	0.9365904	0.87785995	0.80501634	0.6483574	0.91068023	0.7656362	0.7112223	0.7106326	0.6362054	0.80591035	0.61056757	0.7947089	0.85957247	0.6886146	0.8699259	0.98949695	0.76643723	0.96124506	0.55423814	0.78323495	0.90268284	0.8889256	0.6967628	0.8913598	0.70645547	0.88944954	0.83869874	0.7114267	0.7132324	0.88407594	0.8592628	0.86497915	0.7941882	0.7937896	0.73108935	0.78763133	0.94323903	0.9468456	0.6238206	0.85688424	0.84293	0.82587326	0.7598828	0.9014991	0.78092015	0.86924994	0.8535836	0.838961	0.74545443	0.7776391	0.85723495	0.8079624	0.95948505	0.81333363	0.8470651	0.7578815	0.8534756	0.6611178	0.8462216	0.8642874	0.67654175	0.86461484	0.5123687	0.8911889	0.8682684	0.88875175	0.8065204	0.8029659	0.7804763	0.798174	0.9519186	0.6668948	0.9521335	0.6937902	0.83445317
buig_om/verb	0.8562821	0.931372	0.0	0.868474	0.8995444	0.8562727	0.8977459	0.85190386	0.89591604	0.8781487	0.8489654	0.9416927	0.8802298	0.95371544	0.75579226	0.8319918	0.9055713	0.9178535	0.7567339	0.79094124	0.8780127	0.9544856	0.91897255	0.88922626	0.87477356	0.67636156	0.9446256	0.9849151	0.7096957	0.88550615	0.9041529	0.95380783	0.91203773	0.8603682	0.9514229	0.86848414	0.87505084	0.87814176	0.9389843	0.9289895	0.8704246	0.8858558	0.8631943	0.895208	0.8724282	0.7412776	0.7951733	0.9210839	0.81348187	0.9114575	0.93465996	0.8318491	0.9226838	0.9597116	0.8412281	0.84967285	0.9097182	0.87471676	0.77644664	0.76695096	1.0	0.9220688	0.9057398	0.87405556	0.9318569	0.84944737	0.8006036	0.93886244	0.8441431	0.7613164	0.9002228	0.8523014	0.86348057	0.91728437	0.8699101	0.85816604	0.8300866	0.98606455	0.8544797	0.9041066	0.7733067	0.82719445	0.9326583	0.8030323	0.8559002	0.9311465	0.90215325	0.8494088	0.83101135	0.6962336	0.7472558	0.87365746	0.97071725	0.87844574	0.84736854	0.90794605	0.91276044	0.9574472	0.8600724	0.9095875	0.87291265	0.821028	0.8244248	0.9029221	0.87106884	0.7854223	0.7848212	0.81121135	0.97799975	0.93690073	0.8757463	0.84382147	0.93977356	0.89721394	0.77054805	0.8625602	0.83552396	0.81199515	0.92198193	0.8060621	0.86662436	0.92118496	0.7435839	0.8997768	0.9448318	0.92836326	0.7629957	0.85296595	0.9608247	0.87662053	0.91304	0.94699514	0.91816604	0.7085892	0.88546586	0.8938911	0.92712307	0.8692087	0.96645325	0.871629	0.8979125	0.9214411	0.8610841	0.8361587	0.8996983	0.8393096	0.95691246	0.849798	0.9139423	0.93939745	0.97770065	0.8756877	0.9344594	0.95295787	0.9066265	0.85679996	0.93088543	0.8019027	0.79779124	0.8999083	0.9185846	0.8657605	0.9543678	0.87533844	0.9154749	0.8572226	0.96488637	0.9261107	0.9952626	0.8756486	0.78247356	0.99181867	0.9475399	0.956655	0.9573143	0.86438197	0.7898453	0.9267528	0.97244066	0.90792173	0.9799989	0.8506241	0.89974594	0.8454259	0.7542729	0.84181327	0.83585376	0.89863455	0.827496	0.93100005	0.8868888	0.9445368	0.9130567	0.8714232	0.9097798	0.91317064	0.86870515	0.8739061	0.9512888	0.8241552	0.9564902	0.8554245	0.76097256	0.8122996	0.86218715	0.92623824	0.8280022	0.98948085	0.9471974	0.8675355	0.89070714	0.8868631	0.9401528	0.79429555	0.9580164	0.85483897	0.9218993	0.8621672	0.82813483	0.85551316	0.8570303	0.95463246	0.86520296	0.8614858	0.9359343	0.89913756	0.7855664	0.91752374	0.8978653	0.95681024	0.9455754	0.9171989	0.87646914	0.81358576	0.8428749	0.8993591	0.72509724	0.84618056	0.94353193	0.88088983	0.75290644	0.9840461	0.94313	0.8367856	0.87110025	0.9030307	0.94385254	0.8511665	0.9323823	0.97327197	0.8654537	0.9318593	0.952041	0.8893552	0.9358528	0.9388647	0.9461268	0.7659468	0.8538762	0.90367836	0.9561048	0.930518	0.8426963	0.83640575	0.932622
hoe/adj	0.77330816	0.80762076	0.868474	0.0	0.65223026	0.7793472	0.8011296	0.7120589	0.5837948	0.71520907	0.6160135	0.792523	0.6487999	0.75892264	0.7069646	0.9203726	0.8392908	0.80821997	0.80510926	0.83932954	0.8463534	0.8657548	0.7678726	0.7659008	0.91157687	0.76496637	0.70669794	0.8332483	0.9611893	0.912264	0.7290168	0.7765762	0.72979206	0.8320428	0.8099001	0.65163004	0.8347837	0.7795843	0.6516768	0.90177864	0.7322132	0.76154965	0.7709649	0.91244864	0.8623539	0.81537485	0.7420133	0.4559191	0.74989957	0.65260774	0.7903222	0.7916568	0.6558956	0.91524714	0.83016086	0.85369915	0.6042714	0.76742655	0.7363173	0.9804045	0.90554166	0.9115925	0.96993726	0.8852958	0.8282427	0.9185695	0.78046143	0.8872844	0.8946136	0.74566936	0.650527	0.7618381	0.57404244	0.7020457	0.6852966	0.5318183	0.93855625	0.83530307	0.7895765	0.7224591	0.8269411	0.70052016	0.6819048	0.80984235	0.81128	0.9004344	0.8976747	0.67268157	0.87290996	0.8062787	0.9678686	0.7715919	0.8217988	0.9012053	0.85938644	0.6493609	0.6475407	0.916937	0.80300677	0.7320315	0.800211	0.59241784	0.74867487	0.7375133	0.8951609	0.87973624	0.7728591	0.6337835	0.84331685	0.7147471	0.87292856	0.88874453	0.8905195	0.6246902	0.68477726	0.59272194	0.80450356	0.9550563	0.8757636	0.6788305	0.5427966	0.8413961	0.9743719	0.7265082	0.82703465	0.88407767	0.77271867	0.72882724	0.9294857	0.72592413	0.88805604	0.9370958	0.90441847	0.65041065	0.5505587	0.89050907	0.88728184	0.83737934	0.8854062	0.55451417	0.8615355	0.8412299	0.84026426	0.74382246	0.7374978	0.69211257	0.8952556	0.6921835	0.71739435	0.7360724	0.760733	0.738343	0.7063327	0.68268955	0.8863386	0.86213994	0.6651033	0.8458829	0.5869833	0.73756313	0.6147617	0.72082525	0.89342695	0.7621557	0.77697533	0.9168291	0.82066375	0.7622169	0.929132	0.84201115	0.8340648	0.79643756	0.92732257	0.8622956	0.8833104	0.6639414	0.83401	0.7771541	0.98604596	0.9147673	0.90860397	0.8474693	0.78306973	0.7352127	0.88134634	0.7936957	0.7753463	0.89454997	0.75952786	0.8662619	0.9075761	0.90809155	0.897547	0.88001335	0.7687614	0.65530133	0.82442063	0.7591312	0.8300082	0.75663656	0.70524114	0.64718807	0.7925747	0.71749043	0.84665227	0.9239465	0.7704661	0.8773328	0.90131664	0.8044878	0.76863706	0.8767145	0.78569317	0.8030672	0.71799564	0.6729464	0.85531884	0.62693006	0.841083	0.6303237	0.804827	0.8349358	0.8513696	0.6879194	0.77237225	0.7804832	0.87606144	0.9112899	0.7828057	0.96155554	0.8900395	0.73310256	0.8764904	0.77324736	0.76821506	0.9076269	0.8504267	0.619545	0.6911154	0.80764735	0.7884908	0.8483551	0.8265893	0.8570224	0.8771388	0.79598796	0.8033873	0.9317529	0.9020281	0.95594084	0.60912573	0.776299	0.8143676	0.79385364	0.92832875	0.979514	0.64437175	0.75829417	0.8677843	0.91015685	0.8462786	0.8505942	0.91174227	0.7897931	0.91798264
altijd/adv	0.7152331	0.76972735	0.8995444	0.65223026	0.0	0.7132846	0.81064165	0.6617935	0.5297122	0.44566774	0.62366766	0.81754893	0.5519648	0.8172945	0.7551377	0.8491707	0.85460955	0.8513842	0.8327589	0.79846305	0.9452131	0.8080001	0.8155966	0.85078883	0.89209723	0.8187896	0.6837144	0.9275086	0.9527812	0.8563025	0.5999547	0.75140524	0.7989497	0.88316953	0.78530693	0.4296615	0.91240335	0.88734037	0.7932327	0.9152878	0.572203	0.7483952	0.80565757	0.8753289	0.74604696	0.857061	0.79779994	0.63213164	0.8135539	0.67363155	0.69341815	0.82657754	0.5417187	0.964833	0.81530476	0.91595316	0.4378522	0.7648739	0.77552533	0.9802435	0.90741885	0.84099704	0.91788405	0.74062693	0.7246311	0.8711651	0.817371	0.9182403	0.9470407	0.63884866	0.48203373	0.7422854	0.5031507	0.6629332	0.632038	0.55238664	0.84777576	0.8595045	0.8270422	0.7465835	0.81506157	0.81737584	0.62216914	0.6824155	0.8708363	0.90611887	0.6999163	0.71546674	0.83835036	0.76446736	0.89143646	0.8262421	0.7184945	0.8303826	0.8140283	0.7349416	0.7740195	0.9390093	0.81071293	0.79786175	0.8158146	0.8312084	0.886636	0.75975925	0.82074726	0.91179967	0.54410195	0.58198005	0.89448327	0.7497008	0.7792241	0.76000184	0.8014046	0.6329863	0.6191858	0.4203099	0.79206103	0.8993737	0.8034959	0.73323977	0.59538275	0.8766597	0.87620735	0.7639871	0.73301744	0.8857468	0.8932547	0.73643315	0.8214911	0.73225474	0.9588195	0.76063573	0.87895626	0.62969244	0.41379207	0.9372009	0.89063376	0.6807904	0.77478284	0.6150826	0.8778025	0.85791624	0.8287357	0.74158436	0.7456198	0.56468576	0.8950404	0.83085227	0.51497024	0.87998724	0.8488	0.6839111	0.48522192	0.7694473	0.9104291	0.8515731	0.8538008	0.8637542	0.62146044	0.9072637	0.5232477	0.722227	0.8448262	0.77883816	0.82646954	0.87503904	0.80731213	0.8387712	0.9292005	0.69963336	0.8348084	0.78258395	0.8833963	0.90112466	0.80902386	0.55241746	0.8985859	0.8635491	0.92782867	0.8879025	0.83005595	0.7035043	0.82405436	0.7404121	0.8411195	0.6841907	0.7793646	0.8915793	0.7577374	0.7668018	0.8325112	0.8791201	0.77639365	0.8994069	0.78031677	0.46381134	0.68098986	0.71345675	0.8713025	0.7381413	0.82924783	0.3737955	0.50119334	0.7054335	0.9310699	0.8904499	0.7709116	0.9059089	0.8580011	0.61995184	0.8297667	0.9006318	0.7695296	0.8972603	0.852499	0.67292047	0.9294941	0.3902887	0.75499886	0.41193748	0.7496836	0.90220296	0.91270983	0.39168388	0.9236446	0.7936157	0.9496097	0.970069	0.70855355	0.9409421	0.8389172	0.74503857	0.8348818	0.66033804	0.6903384	0.9114077	0.83101666	0.7233684	0.51945066	0.80747306	0.8950254	0.89413804	0.77379805	0.693756	0.9435567	0.61600786	0.68449163	0.9031839	0.8207524	0.9362539	0.6918523	0.7223347	0.814018	0.6781289	0.88695824	0.9152278	0.60402733	0.7992489	0.9275967	0.8774353	0.913875	0.87194824	0.836949	0.78018844	0.8538947
opdracht/noun	0.8550122	0.69593036	0.8562727	0.7793472	0.7132846	0.0	0.7182015	0.8799343	0.70783436	0.64249486	0.89251226	0.6923238	0.6335102	0.7094495	0.77406436	0.94233567	0.70425445	0.88861835	0.8760335	0.7849926	0.91305876	0.7305747	0.7335719	0.754608	0.9259991	0.7612592	0.7889323	0.7604225	0.89008725	0.70443904	0.71567297	0.5339796	0.75333965	0.83569455	0.78230435	0.6392899	0.8980214	0.8098441	0.8462193	0.8809046	0.8042412	0.46967286	0.7574755	0.857751	0.71398574	0.86672795	0.79132926	0.7884952	0.72382516	0.75506294	0.7215116	0.7372403	0.7191937	0.8883939	0.81733376	0.8615523	0.7397475	0.7664564	0.69201124	0.92095095	0.97707736	0.8983206	0.85800624	0.79515916	0.69204617	0.91603845	0.762815	0.7476971	0.8314681	0.7100849	0.70346266	0.86052716	0.7422506	0.5884403	0.6319854	0.589541	0.90278727	0.87566125	0.7572679	0.82517934	0.7589145	0.7448808	0.729682	0.80428624	0.7522383	0.9560161	0.76372695	0.73777163	0.8463615	0.7838614	0.8510927	0.6804913	0.72891456	0.7193952	0.74550235	0.6634079	0.8934175	0.8531448	0.84619033	0.7078774	0.85131246	0.89731646	0.74692833	0.8068788	0.76959735	0.88049924	0.73448205	0.8054011	0.82424885	0.673354	0.83882505	0.7791251	0.7683577	0.763657	0.73017025	0.7478172	0.72686094	0.8525515	0.7755153	0.7011218	0.8598049	0.8598929	0.85149	0.77065766	0.8570903	0.83773905	0.8153761	0.5693097	0.8136971	0.6942221	0.85806096	0.9082955	0.8096671	0.8080006	0.77932245	0.7280035	0.83850896	0.69241625	0.7229913	0.5749224	0.84659016	0.8088862	0.7196919	0.83170676	0.49148625	0.7380674	0.76068085	0.82781976	0.8536385	0.7291196	0.68377805	0.8420248	0.7019822	0.7528961	0.910547	0.5982435	0.6171708	0.7315824	0.7503139	0.71165407	0.8268112	0.7619052	0.745721	0.7268336	0.84587514	0.67135775	0.9454394	0.8684613	0.932765	0.82654834	0.7785275	0.8620589	0.87706107	0.728057	0.74339235	0.7389804	0.8310141	0.664547	0.91451615	0.7848615	0.8542385	0.76436085	0.66809297	0.6481846	0.81371033	0.7832817	0.74933946	0.8337722	0.60403025	0.89523304	0.90004194	0.8878535	0.7857017	0.82165205	0.8840112	0.6528532	0.8975637	0.8991621	0.7028184	0.60233176	0.72903943	0.75443804	0.82316774	0.67512375	0.8174185	0.85218585	0.67856777	0.7187246	0.6922886	0.748217	0.8307637	0.8246256	0.73510915	0.72925293	0.7112502	0.8622051	0.87006074	0.696429	0.80916864	0.79482996	0.7329819	0.8157029	0.7307833	0.75352836	0.9132103	0.6727972	0.90190506	0.87610537	0.81563824	0.843673	0.8750187	0.6805757	0.78198445	0.8595773	0.7527488	0.8736267	0.7998935	0.67218703	0.824939	0.8237542	0.8213432	0.90119636	0.88280344	0.75305676	0.9170521	0.7677248	0.8206998	0.82703125	0.7975888	0.8913576	0.699934	0.79573816	0.7064731	0.70276	0.9719313	0.94244057	0.8242677	0.72273874	0.82779306	0.768856	0.9452946	0.6000136	0.7572733	0.7834439	0.7802993
aangelegenheid/noun	0.8773615	0.8567012	0.8977459	0.8011296	0.81064165	0.7182015	0.0	0.8928743	0.7747701	0.6610624	0.91820794	0.86255836	0.775613	0.8503725	0.7507988	0.8199692	0.71952236	0.92419773	0.8350873	0.79568577	0.847955	0.8531585	0.7366236	0.86911863	0.70552623	0.91780365	0.838301	0.92170906	0.8641056	0.75179684	0.81176835	0.8521678	0.8301464	0.93469006	0.67037827	0.7565117	0.8190299	0.7156142	0.90874064	0.88398176	0.75382495	0.7515526	0.8711462	0.90376276	0.79238546	0.758379	0.86198634	0.80483645	0.6973743	0.7880888	0.67346394	0.85652316	0.7342662	0.94902676	0.81296974	0.814592	0.7430929	0.8194214	0.7835921	0.989222	0.98357123	0.82302624	0.9208818	0.91009843	0.9019103	0.953082	0.5923238	0.929986	0.81736773	0.8218277	0.7706077	0.8528174	0.7696658	0.78199255	0.7115084	0.7480446	0.8599635	0.78754354	0.68538064	0.8836017	0.88330764	0.79459095	0.7119251	0.91068506	0.81667495	0.9341244	0.87496495	0.7741298	0.7156223	0.90300417	0.9530486	0.8347212	0.78261966	0.7866074	0.9243969	0.5752115	0.82487816	0.921351	0.91734177	0.7166822	0.8662268	0.8788256	0.74191785	0.7971512	0.9180644	0.8501208	0.83521605	0.83315957	0.83417106	0.651878	0.9391573	0.90115887	0.7418379	0.87845695	0.7915604	0.81650656	0.8006108	0.895904	0.9070633	0.6219905	0.7392179	0.92720455	0.88868725	0.63456345	0.89491737	0.945883	0.76015294	0.7752893	0.8547236	0.81389576	0.9311442	0.90598834	0.90290004	0.85483474	0.7875323	0.8977479	0.9157235	0.83834714	0.8999293	0.7079047	0.8829607	0.8959118	0.74789953	0.8753696	0.37035787	0.7776977	0.85930645	0.8829406	0.8729414	0.5980327	0.90907454	0.91712564	0.7266593	0.88684726	0.87010574	0.699296	0.78006357	0.8328231	0.69789886	0.88562983	0.8953089	0.8638072	0.7942837	0.8360387	0.8905176	0.91438943	0.8344162	0.72939277	0.95121545	0.93940145	0.84995645	0.84324515	0.93309665	0.7483014	0.72288936	0.8128921	0.89906347	0.6793934	0.93689936	0.8756068	0.8892203	0.88665205	0.7872979	0.8071884	0.9461161	0.7084298	0.79265696	0.6713215	0.6904596	0.8355327	0.82868624	0.97068495	0.7689445	0.96351457	0.8185351	0.773976	0.9313476	0.82857007	0.8662296	0.7355302	0.8104064	0.8221175	0.8111496	0.7520999	0.7430549	0.96847564	0.7936819	0.80158615	0.8817667	0.714569	0.708123	0.8311711	0.75437033	0.80639774	0.8477478	0.88004607	0.9491203	0.76525795	0.89672446	0.7624489	0.84709454	0.8300642	0.8381766	0.80020267	0.9083038	0.46214014	0.966982	0.91742307	0.81407094	0.88616943	0.8432392	0.3590575	0.8297819	0.86302733	0.7215265	0.9896317	0.9272413	0.5624267	0.7918438	0.90426314	0.93477	0.81189215	0.9140879	0.8877703	0.89392364	0.8840442	0.8746344	0.8788513	0.8660484	0.9786035	0.7305409	0.8503549	0.837728	0.68765837	0.93410146	0.9871031	0.88920623	0.75726646	0.8640733	0.9439746	0.93257606	0.8989068	0.8186955	0.77627575	0.92798376
