	Ludwig/name	Portugal/name	duizend/num	haar/det	Afghanistan/name	prognose/noun	een/det	kritiek/noun	RVU/name	krachtig/adj	vind/verb	over/adj	parkoers/noun	word/verb	Kmart/name	zoals/comp	angst/noun	zo/adv	moment/noun	gepaard/adj	licht/prep	tijd/noun	Harry/name	dus/adv	te/adj	rit/noun	landelijk/adj	Koerdisch/adj	heel/adv	plotseling/adj	daarom/pp	knok/verb	ruimte/noun	tot/prep	breng_op/verb	Kieldrecht/name	wagen/noun	toestand/noun	raak_af/verb	opnieuw/adv	kussen/noun	hoewel/comp	doel/noun	complex/adj	zo/adj	temeer/adv	leid/verb	aandenken/noun	bedreig/verb	onderweg/adj	spreek/verb	zaak/noun	Portugees/noun	leer/verb	schipper/noun	zorg/verb	opgenomen/adj	toer/noun	bevind/verb	breng/verb	gezondheidszorg/noun	warenhuis/noun	boven/prep	aandacht/noun	begin/verb	meen/verb	vaak/adj	tafereel/noun	Kenny/name	Kosovaar/noun	strijd/noun	maak/verb	dat/noun	keer/noun	het/det	groei_cijfer/noun	maar/vg	elk/det	steeds/adv	blijk/verb	klimaat/noun	koel/adj	en/comp	Dudek/name	onderwerp/noun	beschikbaar/adj	uiterst/adj	vrijwel/adv	regering/noun	dans/noun	zijn/adj	leven/noun	al/adv	ziel/noun	ervaar/verb	hen/pron	afkomst/noun	goeroe/noun	veelal/adv	waaruit/pp	Dupuis/name	wild_vreemd/adj	raak/verb	altijd/adv	hoe/adj	vreemde/noun	zie_uit/verb	psychiater/noun	onfortuinlijk/adj	cent/noun	hun/det	binnenlands/adj	reuze/adj	oversteek/noun	bewind/noun	het/prep	insider/noun	bevrijd/verb	gekneld/adj	klus/noun	overleef/verb	onhoudbaar/adj	post/noun	bedrijf/noun	jaarlijks/adj	ongetwijfeld/adv	ramp/noun	werk_samen/verb	CDA/name	actie/noun	Nicolas/name	recensie/noun	stem_gedrag/noun	bekom/verb	politiek/adj	6/noun	vis/noun	zeker/adv	enquête/noun	ons/pron	enig/adj	omdat/comp	gedicht/noun	gijzelaar/noun	Sarkozy/name	talloos/adj	recent/adj	wat/det	huidig/adj	reis/noun	controle/noun	situatie/noun	zo/comp	weg/noun	doorsta/verb	deelnemer/noun	zoals/pron	Amerika/name	als/comparative	schets/verb	in/prep	lijk/verb	linker/adj	essentieel/adj	kan/verb	Henman/name	houd_over/verb	om/comp	woon/verb	stap/verb	Mechelse/adj	rente/noun	bijzonder/adj	samenwerking/noun	Willebroekse/adj	bestaan/noun	hulp/noun	eenvoudig/adj	tocht/noun	zelfs/adv	Palestina/name	zeventien/num	recupereer/verb	pijnlijk/adj	Wahid/det	heel/adj	stand_DIM/noun	begrip/noun	zijn/det	lijm/verb	Leuvense/adj	wrak/noun	toen/comp	financieel/adj	automobilist/noun	demonstreer/verb	toch/adv	macht/noun	kunstenaar/noun	film/noun	VVD/name	Norman/name	kom/adj	knijp_dicht/verb	Elsevier/name	morgen/adv	luchtvaart/noun	blij/adj	Jeruzalem/name	cover/noun	hem/pron	vanuit/prep	zichzelf/pron	acht/verb	lever_op/verb	door/comp	buig_om/verb	onvoorspelbaar/adj	zich/pron	soms/adv	ben/verb	avontuur/noun	behoorlijk/adj	omgeving/noun	olie_prijs/noun	verkeer/verb	stunt_werk/noun	standpunt/noun	want/vg	voor/prep	pijn/noun	Sam/name	weliswaar/adv	waarbij/pp	koor/noun	bespaar/verb	natuurlijk/adj	opblaasbare/adj	doelman/noun	herinner/verb	lastig/adj	doceer/verb	oplossing/noun	Bank/name	vang/verb	vrouw/noun	Oostenrijk/name	sport/noun	optie/noun	Sjoerd/name	juist/adj	Nijlense/adj	paar/noun	Afrika/name	voer_op/verb	koers/noun	E./name	die/det	president/noun	voorbij/adj	volk_raadpleging/noun	Dexia/name	dreig/verb	man/noun	Asterix/name	minst/adj	Coles/name	sprint/noun	Maas/name	20/num	begrijp/verb	tref_aan/verb	slap/adj	echter/adv	vertoon/verb	structuur/noun	praat/verb	het/noun	rand/noun	te/comp	baken_af/verb	functioneer/verb	verhaal/noun	reconstrueer/verb	even/adj	noodzakelijk/adj	Bush/name	grond_oorlog/noun	sjeik/noun	publicitair/adj	wat/adv	onderdeel/noun	katholiek/noun	operatie/noun	onderneem/verb	allerlei/det	bereid/adj	park/noun	ondanks/prep	veiligheid_situatie/noun	uiteindelijk/adj	duur/verb	Beverse/adj	blijf/verb	gevaarlijk/adj	wereldkampioen/noun	impasse/noun	EK/noun	iets/adv	zee/noun	slachtoffer/noun	Congolees/adj	breng_over/verb	overhaast/adj	kracht/noun	boekdeel/noun	collega/noun	red/verb	enkel/det	dat/det	perfect/adj	kom_terecht/verb	personage/noun	verdedig/adj	chauffeur/noun	trek/verb	muzikaal/adj	Kortrijk/name	voor/part	hij/pron	onzeker/adj	gemeente_kas/noun	Frans/name	vaartuig/noun	haal_uit/verb	ieder/det	beleef/verb	opdracht/noun	er/fixed	deze/det	daarbij/pp	twintigste/num	positie/noun	18/num	den/det	claim/noun	Franco/name	krakkemikkige/adj	Irak/name	besluit/noun	zomer_seizoen/noun	na/prep	voorspel/verb	exercitie/noun	even/adv	riskeer/verb	Alaska/name	regelmatig/adj	tegenstander/noun	hek/noun	kant/noun	Beveren/name	noordelijk/adj	genoeg/adv	ga_uit/verb	waarin/pp	ga_op/verb	Tokio/name	zo'n/det	beloof/verb	auteur/noun	veilig/adj	Tadzjikistan/name	bereik/verb	van/det	Macedonië/name	gebied/noun	Blair/name	plant/verb	clandestien/adj	ten/prep	Cuba/name	uur_DIM/noun	trek_aan/verb	uitslag/noun	manoeuvreer/verb	uit/prep	vracht_wagen/noun	al/comp	lengte/noun	Sarajevo/name	knot_gek/adj	bel/noun	nog/adv	Musharraf/name	onderneming/noun	Hasselt/name	asymmetrische/adj	Lierse/name	op/adj	ambulanciers/noun	Midden-Europa/name	opgaaf/noun	Amsterdam/name	denk_terug/verb	buurland/noun	omstandigheid/noun	haar/pron	god/noun	Kok/name	bestrijding/noun	capriool/noun	wegens/prep	laat_toe/verb	voed/verb	net/adv	poging/noun	globaal/adj	onverwacht/adj	ouverture/noun	brandweer/noun	dit/det	Brussels/adj	kwestie/noun	club/noun	meest/adj	zowat/adv	gewraakt/adj	haal_in/verb	definitie/noun	Rode/name	dergelijk/adj	aansprakelijk/adj
Ludwig/name	0.0	0.91712755	0.9623365	0.84032947	0.9531973	0.86653113	0.82524437	0.91076493	0.95721036	0.9310067	0.89920133	0.9259757	0.9777938	0.9232063	0.982316	0.85227245	0.9067755	0.93808013	0.9329334	0.9501368	0.96565056	0.90482527	0.8599034	0.9605965	0.89604175	0.8543602	0.95920634	0.9407323	0.9336329	0.92930365	0.9153271	0.9360964	0.91630244	0.8624047	0.9395681	0.9592019	0.8951572	0.89377433	0.9599833	0.9410411	0.96779245	0.85759574	0.982651	0.8889143	0.9481529	0.9211528	0.8804156	0.92565715	0.9566961	0.8862195	0.8675782	0.9380719	0.9276686	0.91002065	0.959849	0.9519562	0.92289674	0.8368697	0.9118507	0.80670476	0.8790577	0.93862194	0.9570448	0.96320426	0.88603914	0.7993485	0.91647494	0.9226818	0.9557372	0.93030566	0.9630327	0.93906856	0.9848204	0.94712853	0.8856845	0.89660764	0.9405656	0.906327	0.89767295	0.9746748	0.8833963	0.7816478	0.97990304	0.87099135	0.92119193	0.9752836	0.9081516	0.941243	0.9305724	0.77887607	0.939548	0.92329943	0.9168254	0.87048316	0.7922386	0.8652276	0.8917913	0.67496705	0.7962437	0.92578167	0.9452913	0.94760084	0.8615886	0.9382715	0.91375846	0.9080937	0.9704649	0.7661308	0.9039284	0.96613735	0.8473991	0.9618277	0.85058314	0.9863312	0.94899195	0.88987744	0.87168646	0.8217915	0.9387601	0.9442913	0.88933265	0.9173241	0.9751544	0.92117524	0.9252161	0.9010773	0.9752217	0.8456704	0.94533736	0.85586685	0.9648122	0.914298	0.94334364	0.742937	0.877329	0.7526958	0.96958363	0.9710499	0.9181957	0.94172615	0.91755825	0.90989727	0.9475965	0.89287186	0.945295	0.8679009	0.9402993	0.94250315	0.87612057	0.92806107	0.95106614	0.9089414	0.84987587	0.9284988	0.8716521	0.970955	0.95484	0.8856852	0.9226525	0.7395213	0.90813965	0.9249641	0.95765805	0.851008	0.87134427	0.93019444	0.9651084	0.86802214	0.94686186	0.8390585	0.7151095	0.92283934	0.8991426	0.9029616	0.87734425	0.84477127	0.80064166	0.9240851	0.84926677	0.89210945	0.9386696	0.8648876	0.84451914	0.9301894	0.96209157	0.94851446	0.91084486	0.91999376	0.8474362	0.9719055	0.705454	0.9116961	0.87973005	0.8525843	0.9799734	0.8255798	0.9476117	0.93931437	0.79663086	0.93554443	0.92488086	0.84903723	0.9650654	0.8963692	0.9480494	0.90679306	0.8321222	0.94333404	0.74640733	0.95255864	0.80219305	0.9498521	0.863739	0.9107195	0.94395727	0.9166462	0.97946805	0.8760332	0.90715784	0.93999517	0.91955113	0.7980933	0.8833846	0.9085852	0.9647333	0.9026491	0.93663037	0.947514	0.95929414	0.9281799	0.94046295	0.93765587	0.9543928	0.8367573	0.62252486	0.96765745	0.98163563	0.969965	0.9207144	0.9556414	0.9700749	0.77090216	0.8332026	0.85604334	0.9396598	0.918119	0.9348179	0.8778609	0.99091333	0.89940923	0.9628445	0.93359876	0.98118114	0.96724045	0.83696115	0.9323645	0.7238893	0.92134845	0.94152	0.8980679	0.95569485	0.89208245	0.88117534	0.8730194	0.9836098	0.93954474	0.96172917	0.987635	0.90971357	0.9590222	0.9684568	0.8584029	0.9354504	0.87272245	0.9073757	0.88911927	0.8843789	0.9638616	0.95887935	0.88280934	0.94163734	0.96616995	0.8794671	0.7423884	0.9379526	0.94574344	0.96097505	0.98749185	0.9592818	0.98184246	0.919675	0.9251205	0.9197373	0.8780424	0.8885883	0.91167396	0.959682	0.9534085	0.88220465	0.95988375	0.92828214	0.9344458	0.90447223	0.91826355	0.93998885	0.9842048	0.8610404	0.9886937	0.8736439	0.9643699	0.83196884	0.80431914	0.8565279	0.9378375	0.93554354	0.9170254	0.9076382	0.94323456	0.83346426	0.9759406	0.92090166	0.9305548	0.847865	0.9490861	0.9565077	0.9396674	0.7746469	0.8069876	0.91936785	0.8801151	0.86707944	0.9696482	0.7811221	0.9808923	0.9664251	0.9335445	0.8838329	0.9461908	0.947647	0.8473561	0.879633	0.80606127	0.9572487	0.89136636	0.9441186	0.87868786	0.90947855	0.9788459	0.92891264	0.95586854	0.95438987	0.86272687	0.78994435	0.95908	0.86061543	0.87948	0.96243435	0.9006332	0.9843624	0.9815415	0.97888774	0.9128239	0.9506702	0.9463299	0.9650695	0.8199066	0.9794364	0.9565476	0.89805114	0.85481274	0.75864345	0.88752484	0.9735925	0.9463828	0.8429972	0.8511375	0.9718641	0.87780744	0.9258089	0.9583222	0.9640636	0.9368156	0.8334985	0.9724871	0.969981	0.9618984	0.8112391	0.97681206	0.9364577	0.95646167	0.95028514	0.94539076	0.936247	0.93582696	0.9696073	0.9085351	0.9227658	0.9624149	0.9228206	0.921183	0.67479753	0.9518885	0.940087	0.9366964	0.9600513	0.94243014	0.94630945	0.8302144	0.89330876	0.93176025	0.9611376	0.9843623	0.9145113	0.9705627	0.9705363	0.8956584	0.8611024	0.8411945	0.8951203	0.5618554	0.7877157	0.9671231	0.7921538	0.92937404	0.8965856	0.8981902	0.81174016	0.8771332	0.9870741	0.9175863	0.9662603	0.856624	0.93541086
Portugal/name	0.91712755	0.0	0.93613535	0.921564	0.82313585	0.9036648	0.88194025	0.91546	0.9457923	0.93451804	0.98379844	0.90940195	0.8231355	0.876336	0.953666	0.8623309	0.9398498	0.95029604	0.9678525	0.91523534	0.86473167	0.9180153	0.9528366	0.9545193	0.9469887	0.7284277	0.9295081	0.92179143	0.95046955	0.85979986	0.93926966	0.86914706	0.8814969	0.8899075	0.9540403	0.90277576	0.9375714	0.9159492	0.95613563	0.8405559	0.9566281	0.8451891	0.84394085	0.969052	0.987635	0.9315704	0.9272075	0.90489167	0.8186987	0.74698305	0.89041895	0.93347925	0.6342348	0.8871172	0.92581904	0.9673202	0.8742814	0.9450142	0.8623484	0.90180016	0.9429833	0.95147187	0.8905213	0.914594	0.77913094	0.9628503	0.92774385	0.9153991	0.9085379	0.82913005	0.8529911	0.91751856	0.92656505	0.9026994	0.7851472	0.94681907	0.91675216	0.87788063	0.93969375	0.9333449	0.8676871	0.85626614	0.93605393	0.92880833	0.95500165	0.9547921	0.8652346	0.8129554	0.86964536	0.9307375	0.91401505	0.93342113	0.8957185	0.8896672	0.93797755	0.9626224	0.9059525	0.97649115	0.88272166	0.9055265	0.96831506	0.9584708	0.8971829	0.9031157	0.94071394	0.9367763	0.97283506	0.9490096	0.8626471	0.96134543	0.8680454	0.87157553	0.91351837	0.7915729	0.80362475	0.8711747	0.9762384	0.91698706	0.96261036	0.96030533	0.8650248	0.93435556	0.92808706	0.9620682	0.9036161	0.8005776	0.8962424	0.9271834	0.96435565	0.9125035	0.9403448	0.95278007	0.92178017	0.91193086	0.83002645	0.89283705	0.93561625	0.8887989	0.90270257	0.92777264	0.9166432	0.9350525	0.8679624	0.94298184	0.9521248	0.92403287	0.8472158	0.949509	0.9181669	0.72064084	0.95477563	0.8850602	0.9446476	0.92525554	0.8535265	0.78522384	0.8978079	0.71766984	0.89201707	0.9300118	0.708239	0.9349437	0.8367129	0.98437196	0.9484269	0.8822947	0.90832967	0.9213351	0.78830975	0.88459855	0.93604946	0.95113254	0.90870637	0.91754925	0.9304246	0.9351526	0.88294363	0.9556057	0.7985021	0.8816929	0.8641406	0.8982321	0.9197113	0.9298842	0.89101464	0.90102243	0.94709533	0.9496063	0.83134615	0.9341782	0.96962494	0.93669784	0.8040548	0.91589063	0.9381222	0.8917037	0.9717007	0.88731915	0.93648916	0.9235355	0.963022	0.9307534	0.7604447	0.92942	0.96040535	0.7238306	0.9341396	0.9704408	0.8632768	0.97210634	0.9365187	0.6850133	0.93622285	0.9516485	0.94346523	0.90946764	0.9205262	0.90534854	0.90821546	0.9472058	0.94097376	0.85212827	0.8741318	0.92536765	0.92171204	0.878572	0.84685785	0.9351957	0.90585697	0.8239552	0.96040434	0.9622234	0.94056517	0.87688106	0.91455126	0.9525968	0.9497378	0.94943804	0.89927423	0.9216177	0.8771616	0.9712546	0.9701873	0.9668409	0.8740831	0.94166446	0.51458544	0.9493662	0.9349868	0.93701744	0.923947	0.9333971	0.933431	0.66703725	0.8733189	0.8842722	0.97951865	0.9189446	0.8579595	0.85167706	0.83077455	0.95127827	0.8109188	0.95410085	0.91789263	0.9297821	0.9312939	0.81999314	0.9255335	0.94606334	0.9153062	0.9452527	0.89044917	0.9170365	0.88100266	0.97616	0.94018984	0.9704143	0.85927695	0.92455524	0.88678634	0.98449963	0.95047855	0.8581215	0.9326074	0.9583774	0.8449222	0.9338294	0.93558717	0.81837213	0.9612228	0.95936376	0.9336236	0.8980068	0.87752986	0.91464454	0.9107736	0.91836053	0.9093254	0.9442131	0.9090723	0.90558094	0.94707716	0.92925733	0.8571869	0.7216704	0.89437044	0.43120855	0.94265014	0.85327363	0.96680903	0.84640855	0.9143191	0.9006984	0.92395777	0.85126054	0.93640006	0.90955305	0.86708474	0.9630244	0.9346339	0.8869317	0.9332072	0.8841132	0.93668675	0.80531	0.84941864	0.9052073	0.9254187	0.91692793	0.8714134	0.93015134	0.88617617	0.8145828	0.87314147	0.8782202	0.85682356	0.86131924	0.96973044	0.9210527	0.96320444	0.89449096	0.84236515	0.9228222	0.9554765	0.9009652	0.77886343	0.855536	0.8515967	0.94284534	0.78397495	0.7533741	0.883247	0.84919274	0.88771635	0.92771363	0.6778662	0.92757666	0.79042375	0.83223504	0.9478117	0.89868015	0.73729	0.9141935	0.9390493	0.9137537	0.9014803	0.8064895	0.8986334	0.90773344	0.95755005	0.87969077	0.83253455	0.7508582	0.9249687	0.677088	0.76670635	0.90328765	0.83588785	0.77804637	0.85402113	0.740883	0.9008759	0.90565556	0.7996007	0.8416664	0.8202835	0.88630277	0.93757963	0.9051614	0.76365834	0.9160289	0.9412691	0.93695724	0.906659	0.96649015	0.92031485	0.9224039	0.91275334	0.9470333	0.9225682	0.8093563	0.9105184	0.75397265	0.8102002	0.67475057	0.9563438	0.9674073	0.9679737	0.92929673	0.96640533	0.9551752	0.91910225	0.914539	0.90536994	0.8890028	0.92053324	0.9596032	0.8456553	0.85928094	0.9653465	0.877846	0.95706695	0.9408833	0.9308806	0.87494844	0.9147284	0.9265535	0.7913828	0.9026418	0.7585311	0.9331372	0.95717305
duizend/num	0.9623365	0.93613535	0.0	0.85676515	0.8779616	0.77730215	0.72209954	0.93228155	0.8428618	0.8789587	0.9604977	0.86977506	0.8360185	0.85553265	0.7750998	0.89620894	0.8965749	0.949451	0.8622479	0.93561697	0.8995305	0.8515402	0.98134637	0.8505773	0.81462324	0.8807803	0.77019095	0.84666204	0.9279141	0.891464	0.9147037	0.9131396	0.834934	0.79457974	0.7418284	0.91043115	0.91800797	0.9191294	0.90747416	0.83459544	0.7880206	0.88202494	0.9347656	0.90395236	0.9664823	0.9376707	0.8956016	0.80203116	0.8708718	0.80343306	0.9127414	0.9172463	0.9413603	0.9096359	0.893008	0.9292255	0.88039666	0.90856594	0.82161355	0.9205253	0.8618828	0.8254274	0.7606559	0.8318887	0.92693126	0.9387965	0.90611345	0.8848497	0.8709463	0.6777719	0.86003697	0.9013928	0.7954913	0.6961065	0.92400515	0.8309615	0.8982739	0.6995786	0.89249855	0.83432716	0.9062379	0.91465086	0.8888489	0.8844043	0.8791526	0.80836105	0.9270793	0.80312777	0.89802676	0.9317237	0.9368636	0.93445694	0.74534106	0.8304284	0.9405307	0.8565375	0.8071546	0.90741134	0.79212785	0.8321179	0.9577487	0.85499513	0.89995164	0.8900285	0.90212697	0.94599473	0.9624038	0.9384021	0.86640954	0.6857443	0.7818521	0.883042	0.8910954	0.86950064	0.8743069	0.9067466	0.85581756	0.89518315	0.9142522	0.90883815	0.9026579	0.949719	0.8797232	0.75047636	0.47227257	0.8939213	0.8674723	0.9068662	0.9524535	0.8286949	0.9194401	0.80180025	0.90652144	0.87614304	0.93411857	0.8619891	0.79402816	0.8597829	0.7359385	0.87625104	0.7307655	0.86700046	0.8519632	0.90588653	0.9154664	0.78825355	0.86963046	0.8513387	0.90238595	0.8769018	0.8770943	0.86938787	0.86108917	0.89888996	0.85921115	0.67522484	0.91646194	0.86733353	0.85110056	0.9318179	0.87863195	0.8913623	0.93975383	0.8904177	0.84125483	0.93532515	0.79285693	0.8673172	0.7571151	0.90593106	0.886929	0.74038124	0.9259284	0.83019495	0.89609694	0.9199681	0.84451133	0.89954007	0.75579727	0.81482947	0.8909434	0.76602495	0.91434425	0.88993514	0.9580408	0.87231475	0.8813638	0.85964334	0.8830183	0.93465006	0.8590307	0.89822155	0.88417315	0.8819443	0.8159648	0.79247695	0.858366	0.8993468	0.9085208	0.8928768	0.9418324	0.9647226	0.8139131	0.89959735	0.8511361	0.8550132	0.8565058	0.961212	0.8657515	0.87215304	0.90207493	0.8666429	0.9020962	0.92209935	0.76622534	0.86254543	0.9388299	0.94039494	0.8550345	0.91502494	0.8690823	0.89959556	0.876042	0.86950743	0.8703735	0.88303065	0.9594719	0.8897003	0.87123257	0.784098	0.9003152	0.94258237	0.86827266	0.77537906	0.9526078	0.77354646	0.9155565	0.7890078	0.95618093	0.94135994	0.92400396	0.9584004	0.92241764	0.91952336	0.7821753	0.8657005	0.9300599	0.9272714	0.8208844	0.9650384	0.89429927	0.80330867	0.6885288	0.87498605	0.87506723	0.82827085	0.92388195	0.8449408	0.9363332	0.8685174	0.87822986	0.8288376	0.834184	0.8279454	0.9651102	0.9105792	0.93258977	0.9150758	0.948537	0.4463215	0.8987446	0.80770063	0.8658016	0.879706	0.93841267	0.85594565	0.9398714	0.9378493	0.8601156	0.88909274	0.9600736	0.9526287	0.9129139	0.9409112	0.9122806	0.9241373	0.9523126	0.85355294	0.93679875	0.9173174	0.92928493	0.8859396	0.8231052	0.8419977	0.93314195	0.89974576	0.84964436	0.8443643	0.94796586	0.9605641	0.8468314	0.8066015	0.95168734	0.89847493	0.8809999	0.9520446	0.9225645	0.91268486	0.8571625	0.85599875	0.8477485	0.9491703	0.8654067	0.9204107	0.8350253	0.86427	0.96154255	0.8895061	0.7201132	0.8967025	0.9400512	0.9272772	0.9056046	0.94479287	0.9226529	0.81316996	0.91249305	0.87394	0.90349615	0.8871824	0.93005455	0.8115945	0.94880533	0.8377282	0.931298	0.6884683	0.93203926	0.9019736	0.97193754	0.7909951	0.8755898	0.83899724	0.92692673	0.5948029	0.952248	0.78140604	0.9462375	0.89445186	0.88863724	0.89851683	0.9067739	0.85814005	0.91357344	0.860271	0.9396689	0.8110559	0.8661158	0.85998327	0.93313795	0.8877125	0.92517793	0.8893256	0.75195307	0.93271494	0.9155099	0.8706553	0.8705107	0.9183928	0.5390966	0.9100038	0.95251805	0.8588393	0.9051242	0.89757943	0.85095847	0.8010774	0.82380515	0.94047433	0.8536599	0.819798	0.8240784	0.91765213	0.8007003	0.90178216	0.85086226	0.93708634	0.8036878	0.8272351	0.89021105	0.760077	0.91206634	0.8350311	0.88442004	0.81176734	0.9548956	0.72469544	0.89606553	0.872593	0.92520136	0.9342469	0.9155323	0.8378359	0.8788284	0.83742034	0.97366303	0.83662695	0.921805	0.9105556	0.8893242	0.9316938	0.8786223	0.90086025	0.8662961	0.8352814	0.8798008	0.8593616	0.9042989	0.8303311	0.9406025	0.9023085	0.89328057	0.86918813	0.8972156	0.92052174	0.8686179	0.7706878	0.6305789	0.8258908	0.86151433	0.9159044	0.8855815	0.8567128	0.8997253
haar/det	0.84032947	0.921564	0.85676515	0.0	0.8645985	0.8304484	0.65095055	0.75755715	0.81281006	0.7994207	0.88645184	0.87411404	0.8365844	0.8197112	0.9547658	0.8101089	0.65023124	0.862305	0.8429611	0.87930125	0.9022392	0.87285054	0.79265773	0.92427635	0.8956562	0.9290309	0.81331635	0.8209142	0.8673214	0.7262465	0.8400768	0.8509193	0.8957689	0.87434196	0.86014295	0.900661	0.68115216	0.8511075	0.84270704	0.8039011	0.7738265	0.7880144	0.8379421	0.7902318	0.90010625	0.88322616	0.773455	0.86177844	0.7041851	0.7776923	0.7984717	0.9077194	0.87095034	0.7978912	0.868923	0.88033175	0.7740503	0.85170233	0.8494792	0.76230663	0.901066	0.91225284	0.81221545	0.84215546	0.7729351	0.86073536	0.75513583	0.8413687	0.9345085	0.8417809	0.8336486	0.7945794	0.91162974	0.8789049	0.71304065	0.85340935	0.8531287	0.8005011	0.8212534	0.8695194	0.8217429	0.88136625	0.83947486	0.86665857	0.80884695	0.90475065	0.7863259	0.8346176	0.8279928	0.84286475	0.8980861	0.6865816	0.8794072	0.6406543	0.7700819	0.7427333	0.75953346	0.80468404	0.78360367	0.73290527	0.8288032	0.71386164	0.6680621	0.8230165	0.7444859	0.84645206	0.9073109	0.7341893	0.61183465	0.96609217	0.38427615	0.88173026	0.87977356	0.90405357	0.8548072	0.90754336	0.91659045	0.67304814	0.66223097	0.9146141	0.7626349	0.8211343	0.8945965	0.9069552	0.9191866	0.8185934	0.88958645	0.81350386	0.819638	0.8864274	0.91828394	0.78165704	0.8430478	0.8316067	0.77377987	0.9342232	0.86207664	0.91710746	0.85470617	0.85990137	0.8651092	0.8497945	0.73249704	0.8025255	0.84977055	0.6891811	0.7728292	0.8327079	0.8544877	0.8283891	0.8008573	0.8710879	0.7861905	0.81098425	0.80991095	0.8807339	0.81300825	0.7912781	0.81652284	0.71381116	0.8050891	0.8310534	0.6830324	0.7842807	0.85606635	0.93342113	0.74604416	0.7404016	0.76474017	0.77580374	0.8426572	0.879133	0.829923	0.87081957	0.84139264	0.7865487	0.7881633	0.82355446	0.8405837	0.81324875	0.8186321	0.8254701	0.9076464	0.73985004	0.8042585	0.7419633	0.8834194	0.833926	0.22922271	0.91679895	0.8309194	0.7282767	0.699129	0.8059543	0.7046989	0.819414	0.8525764	0.7923043	0.7839042	0.78497165	0.85221237	0.9141612	0.8778411	0.8102423	0.85190046	0.8275875	0.8134407	0.90121	0.82373905	0.84980154	0.6825704	0.7849381	0.72647166	0.8565604	0.85424614	0.72252905	0.89149266	0.7786748	0.8043626	0.7624265	0.91040903	0.7553755	0.8164139	0.789898	0.87450945	0.8004098	0.9028352	0.8336464	0.8455143	0.8595972	0.6995002	0.83685064	0.84737015	0.8047672	0.8497985	0.8912473	0.87894845	0.8829486	0.8561408	0.7354621	0.86421204	0.85761297	0.9258902	0.9008002	0.808354	0.5103615	0.7952345	0.7863089	0.9427056	0.90231913	0.8057421	0.8566609	0.8123632	0.8410752	0.78562474	0.8832844	0.8674707	0.7341728	0.8733429	0.83155525	0.8689064	0.8763284	0.8561069	0.56488615	0.8725727	0.876501	0.89482987	0.8298323	0.9047655	0.90576845	0.77420664	0.7956833	0.7677677	0.8514296	0.77925205	0.81304467	0.7720825	0.94563407	0.8652369	0.73030865	0.9087123	0.8316425	0.7052495	0.7299002	0.8109042	0.897485	0.827212	0.931527	0.8989709	0.880291	0.8628584	0.864751	0.79153436	0.8364039	0.8098738	0.6867703	0.8759725	0.83956254	0.7284636	0.8904147	0.78072536	0.8878134	0.8644292	0.81787264	0.8075448	0.93827635	0.8344305	0.8854776	0.8607228	0.85805756	0.700994	0.7875943	0.7426651	0.8659269	0.76146126	0.833265	0.8201921	0.7243347	0.76276076	0.8791537	0.8075684	0.7466971	0.63128626	0.8112435	0.72051716	0.8607403	0.7020385	0.8000482	0.75062525	0.68279696	0.76636386	0.8697617	0.87474144	0.8695408	0.7915465	0.79417413	0.7576205	0.89285445	0.8521011	0.73740906	0.7570208	0.7755989	0.79102325	0.9168991	0.8341276	0.92026246	0.8066987	0.8154311	0.8230233	0.8698141	0.8415035	0.8009107	0.8301808	0.8615331	0.7786534	0.8300879	0.8564545	0.7048787	0.851149	0.8490639	0.79293686	0.8721537	0.8616109	0.8720664	0.81450593	0.7148663	0.8167441	0.87621224	0.7374616	0.83719736	0.7556827	0.7961528	0.88800955	0.8537719	0.7974217	0.8548903	0.8922384	0.78591406	0.8267617	0.7992383	0.8529248	0.82768893	0.88968384	0.924576	0.88689774	0.8390801	0.6947415	0.8108079	0.8936112	0.8644752	0.8390944	0.73632395	0.85911673	0.8811135	0.8520256	0.8923932	0.81946874	0.8434148	0.90143496	0.9108913	0.8340192	0.8426653	0.9082514	0.85376287	0.79819214	0.88640285	0.81699646	0.5361339	0.7451782	0.7743802	0.9249393	0.8116233	0.79628766	0.8224262	0.74815977	0.83111095	0.8003258	0.86556745	0.7619139	0.8469505	0.7952808	0.774112	0.86393666	0.888068	0.8399017	0.7625685	0.77882826	0.7942425	0.84390444	0.8524387	0.8780508	0.744009	0.9327582
