	Brussels/adj	Koerdisch/adj	Portugees/noun	aandenken/noun	al/adv	altijd/adv	ambulanciers/noun	angst/noun	asymmetrische/adj	automobilist/noun	avontuur/noun	begin/verb	begrijp/verb	behoorlijk/adj	bekom/verb	bel/noun	beleef/verb	beloof/verb	ben/verb	bereid/adj	beschikbaar/adj	besluit/noun	bespaar/verb	bestaan/noun	bestrijding/noun	bevrijd/verb	bijzonder/adj	binnenlands/adj	blijf/verb	blijk/verb	boekdeel/noun	brandweer/noun	breng/verb	breng_op/verb	buig_om/verb	capriool/noun	chauffeur/noun	claim/noun	clandestien/adj	club/noun	complex/adj	cover/noun	dans/noun	dat/noun	deelnemer/noun	definitie/noun	demonstreer/verb	dergelijk/adj	doceer/verb	doel/noun	doorsta/verb	dreig/verb	duur/verb	echter/adv	enquête/noun	ervaar/verb	even/adj	even/adv	exercitie/noun	film/noun	financieel/adj	functioneer/verb	ga_op/verb	ga_uit/verb	gebied/noun	gedicht/noun	gemeente_kas/noun	genoeg/adv	gepaard/adj	gewraakt/adj	gijzelaar/noun	god/noun	groei_cijfer/noun	haal_uit/verb	heel/adv	herinner/verb	het/noun	hoe/adj	huidig/adj	hulp/noun	iets/adv	impasse/noun	kan/verb	klus/noun	knijp_dicht/verb	knok/verb	knot_gek/adj	koers/noun	koor/noun	kracht/noun	krakkemikkige/adj	kritiek/noun	kunstenaar/noun	kussen/noun	kwestie/noun	leer/verb	leid/verb	lever_op/verb	lijk/verb	lijm/verb	luchtvaart/noun	maak/verb	manoeuvreer/verb	meen/verb	meest/adj	minst/adj	moment/noun	muzikaal/adj	natuurlijk/adj	nog/adv	noodzakelijk/adj	olie_prijs/noun	omgeving/noun	omstandigheid/noun	onderdeel/noun	onderneem/verb	onderneming/noun	onderweg/adj	onderwerp/noun	ongetwijfeld/adv	onvoorspelbaar/adj	op/adj	opdracht/noun	operatie/noun	opgaaf/noun	opgenomen/adj	oplossing/noun	opnieuw/adv	optie/noun	ouverture/noun	overhaast/adj	overleef/verb	oversteek/noun	paar/noun	parkoers/noun	perfect/adj	plotseling/adj	poging/noun	positie/noun	post/noun	president/noun	prognose/noun	publicitair/adj	recent/adj	reconstrueer/verb	red/verb	regelmatig/adj	regering/noun	reis/noun	rente/noun	reuze/adj	rit/noun	schets/verb	schipper/noun	situatie/noun	slachtoffer/noun	soms/adv	sport/noun	sprint/noun	stand_DIM/noun	standpunt/noun	stap/verb	steeds/adv	strijd/noun	structuur/noun	stunt_werk/noun	tafereel/noun	talloos/adj	tegenstander/noun	temeer/adv	tijd/noun	toch/adv	tocht/noun	toer/noun	toestand/noun	tref_aan/verb	trek/verb	trek_aan/verb	uiterst/adj	uitslag/noun	vaak/adj	vang/verb	veiligheid_situatie/noun	verdedig/adj	verhaal/noun	verkeer/verb	vind/verb	voed/verb	volk_raadpleging/noun	voorbij/adj	voorspel/verb	vracht_wagen/noun	vreemde/noun	vrouw/noun	warenhuis/noun	wat/adv	weliswaar/adv	woon/verb	word/verb	zaak/noun	zee/noun	zeker/adv	zelfs/adv	zie_uit/verb	zijn/adj	zo/adj	zo/adv	zorg/verb
Brussels/adj	0.0	0.94043916	0.9142925	0.79552937	0.9140252	0.98303574	0.5839602	0.97095376	0.8298773	0.95628065	0.7180003	0.95396423	0.9697627	0.94021964	0.73541284	0.9152352	0.83918333	0.81903577	0.9721119	0.81749403	0.9435274	0.8384528	0.9120456	0.8483466	0.8108369	0.6907362	0.8691697	0.9340975	0.9278129	0.94654024	0.90925103	0.56780386	0.7179296	0.86724055	0.9693714	0.8266989	0.8416165	0.88896626	0.91387844	0.69943666	0.9192129	0.92313796	0.9239094	0.9438685	0.7763898	0.9666366	0.7076326	0.8457217	0.84571767	0.96732694	0.96230465	0.79693323	0.94821024	0.8668224	0.9454121	0.8364997	0.9165572	0.74692494	0.9446258	0.86504966	0.812074	0.8669281	0.9520184	0.94474906	0.94066346	0.8979496	0.8659224	0.9787918	0.949976	0.86998475	0.9274879	0.98855436	0.9392208	0.96603125	0.9436598	0.8377861	0.98766804	0.9614078	0.8097326	0.6468132	0.98357725	0.9160442	0.91755295	0.8377675	0.913546	0.96250904	0.8071915	0.9792763	0.9494445	0.98240787	0.91399163	0.88815665	0.68759626	0.9868187	0.94906896	0.87604123	0.8444716	0.8184922	0.94906896	0.91258895	0.9305377	0.9528405	0.91238356	0.8549823	0.88382417	0.9462794	0.9111591	0.876937	0.98241293	0.96216214	0.94185305	0.9682391	0.6856981	0.93944514	0.9202399	0.8838559	0.7940302	0.7507955	0.8452749	0.96680874	0.9687677	0.90956056	0.72595656	0.84582853	0.9219225	0.86741364	0.9202184	0.89149934	0.9134464	0.99635816	0.8971233	0.9349546	0.9177056	0.9407431	0.9144388	0.89324474	0.94154614	0.8812665	0.9231063	0.8524224	0.8153478	0.9359861	0.9745314	0.91880924	0.91922826	0.8295612	0.8451776	0.8074939	0.88613075	0.9708451	0.9967355	0.78756636	0.7995343	0.93132293	0.79582965	0.71833	0.89555985	0.8059142	0.9766295	0.85528123	0.8644384	0.71121144	0.94436395	0.8937117	0.92474425	0.9463251	0.783321	0.8901766	0.9491944	0.9122769	0.93041927	0.98324054	0.9295746	0.8507867	0.7013016	0.5298289	0.8920165	0.9209583	0.92606384	0.97255224	0.8901937	0.8869621	0.9627677	0.95884997	0.8304558	0.9027774	0.93297553	0.98279345	0.8979253	0.87942106	0.9753818	0.83831227	0.9467261	0.9161482	0.604769	0.981996	0.91101885	0.9382585	0.87592185	0.9640631	0.9509606	0.97406995	0.8779447	0.88572955	0.94476277	0.9530276	0.9502624	0.79503924
Koerdisch/adj	0.94043916	0.0	0.8949448	0.98690957	0.9332812	0.9273309	0.920935	0.85081434	0.84533274	0.9550655	0.9683893	0.9274432	0.9676555	0.94406444	0.9629169	0.9711113	0.96331215	0.7137929	0.85980463	0.9043563	0.88959473	0.92406446	0.97269523	0.89244914	0.727605	0.8408475	0.9037926	0.6210113	0.91430557	0.9392785	0.8547559	0.93286854	0.878704	0.97713524	0.96732706	0.8857765	0.9482684	0.8717463	0.82720643	0.94997126	0.7790008	0.89289343	0.9195937	0.8845068	0.99656594	0.81600946	0.90187055	0.80953586	0.9325905	0.96347785	0.9352552	0.81804204	0.96046466	0.84298676	0.97235996	0.94614756	0.93644327	0.93325305	0.9136334	0.86191034	0.76670355	0.9555879	0.8225379	0.9726976	0.634091	0.9216756	0.9630707	0.9790971	0.90712744	0.89084435	0.88850236	0.9145279	0.8899841	0.944085	0.9681134	0.93028986	0.9170857	0.91500384	0.89967936	0.8131933	0.9762352	0.74080265	0.9168767	0.9183176	0.9416381	0.9668777	0.94813055	0.9990648	0.8879586	0.9280518	0.9407952	0.9455782	0.93321705	0.94569343	0.58600146	0.97897667	0.85701215	0.9445715	0.8129995	0.8746712	0.8649102	0.93817955	0.92242503	0.8365571	0.88392484	0.97159696	0.9406547	0.8649175	0.8655172	0.93417335	0.88570154	0.9295682	0.9126201	0.9057671	0.89767385	0.85227484	0.90523845	0.9495418	0.8983233	0.8931917	0.9271312	0.966642	0.956611	0.9095891	0.9183295	0.8730061	0.63404304	0.79005396	0.91793764	0.9510262	0.88613796	0.75303954	0.94310486	0.9084579	0.9503014	0.9104185	0.9444245	0.845608	0.8773654	0.95315367	0.86195654	0.9339462	0.84680825	0.91466784	0.92836803	0.9002251	0.8956192	0.8320578	0.9614812	0.93848675	0.944092	0.99517137	0.9112376	0.93550056	0.8958459	0.84041315	0.9347186	0.97769743	0.95229375	0.94924843	0.7982288	0.9524773	0.9086478	0.6251793	0.9669429	0.92467976	0.94160014	0.8041588	0.90434355	0.87548614	0.82616365	0.97015166	0.9607679	0.8972094	0.88673896	0.9166777	0.9724845	0.98641443	0.7909943	0.99762976	0.881157	0.8388605	0.862069	0.9104956	0.92435133	0.88504326	0.8257952	0.80958813	0.8105022	0.9630404	0.9440825	0.97947663	0.8485121	0.7173536	0.97976226	0.9803257	0.9065412	0.8061112	0.8629237	0.7861263	0.9197131	0.93391997	0.9306242	0.99248797	0.9759509	0.9852495	0.9800801	0.96179307
Portugees/noun	0.9142925	0.8949448	0.0	0.8885129	0.83507675	0.8671418	0.8975538	0.9257599	0.9192351	0.7275622	0.75763285	0.8294928	0.81202126	0.9020972	0.7871258	0.9333801	0.8369579	0.8868146	0.91054535	0.92483103	0.97853667	0.8541016	0.7610666	0.64001954	0.7603825	0.93309546	0.8405144	0.94436353	0.92609125	0.908317	0.8609356	0.95818347	0.8852227	0.9537999	0.96333	0.8127216	0.7211988	0.9421298	0.792043	0.79909456	0.90813285	0.91879284	0.89944947	0.9459982	0.8995889	0.70182574	0.94001234	0.7986455	0.88644964	0.94531727	0.9239481	0.956693	0.9291582	0.8302314	0.88843876	0.86067533	0.8055143	0.9077229	0.95220375	0.91758454	0.88543844	0.802995	0.7998215	0.9435378	0.9168145	0.6557126	0.9711355	0.8324135	0.8882715	0.86812043	0.91189945	0.9221361	0.92803246	0.87593985	0.8204128	0.8952746	0.9405304	0.8384459	0.9789227	0.88938075	0.88231385	0.8825218	0.8223445	0.8642045	0.87048656	0.91100216	0.8404738	0.90765953	0.9704566	0.9020945	0.77712274	0.82091737	0.9074213	0.9463948	0.9538437	0.63323057	0.8925657	0.8342472	0.8941604	0.86427855	0.88768226	0.90985954	0.8263459	0.9109257	0.78488815	0.9568302	0.8452593	0.86392903	0.9212024	0.8261647	0.9628296	0.9570816	0.64925313	0.8133262	0.88973224	0.84322476	0.91232526	0.83875895	0.91399264	0.88847774	0.8800044	0.93327427	0.90441054	0.8008864	0.9537019	0.79883915	0.8619646	0.8191224	0.9663434	0.94130623	0.88212633	0.8124976	0.5459541	0.7799752	0.93097144	0.79495203	0.8707651	0.9000806	0.92039925	0.9574596	0.8620442	0.9046947	0.90719366	0.8959759	0.64894927	0.9480542	0.8052752	0.9479858	0.709901	0.9188415	0.9164453	0.9413423	0.8609682	0.9382234	0.88931227	0.88090974	0.71895033	0.78221345	0.7457198	0.83930635	0.93162847	0.82414865	0.8508871	0.7378803	0.92036456	0.8913997	0.8307893	0.7985103	0.85193413	0.852951	0.86070114	0.86195254	0.8149123	0.79708165	0.7892777	0.8116881	0.85877794	0.7975594	0.92485845	0.9679518	0.73077285	0.7204206	0.94904214	0.90625966	0.74943733	0.90231174	0.94263726	0.9570522	0.92919296	0.7808503	0.92917085	0.7314351	0.8031997	0.8508501	0.96615404	0.7368426	0.6480516	0.7925767	0.8937234	0.9548632	0.69340074	0.94483113	0.86932635	0.92416185	0.9471031	0.9487837	0.85462916	0.9011172
aandenken/noun	0.79552937	0.98690957	0.8885129	0.0	0.9303392	0.846655	0.78245366	0.98840785	0.93871677	0.96246	0.7036623	0.8729703	0.95908135	0.9721099	0.4763857	0.9660814	0.76588523	0.9508039	0.8860906	0.9603239	0.98199177	0.9442619	0.90340817	0.862362	0.9872525	0.9810692	0.8162072	0.90319455	0.97682965	0.9829429	0.8618247	0.94165933	0.97677404	0.9907343	0.97258294	0.9245365	0.9377787	0.8771223	0.8671675	0.7990761	0.9206464	0.9616197	0.9648007	0.96689546	0.5295844	0.9547253	0.96021336	0.8342773	0.8406191	0.92640126	0.8710206	0.9801129	0.9067967	0.96075076	0.8475672	0.90667427	0.8330524	0.9370854	0.97599405	0.9385471	0.8891688	0.9777767	0.9883083	0.9761595	0.92303854	0.9241869	0.9691324	0.94847745	0.9688112	0.9788491	0.9630673	0.95253575	0.96542245	0.96215934	0.8988985	0.9549776	0.96203506	0.97954863	0.9861414	0.9509769	0.98817813	0.98263514	0.8507484	0.9596113	0.87923604	0.949241	0.7965765	0.9769999	0.9579591	0.96617407	0.90880287	0.9776074	0.83752096	0.9988715	0.968154	0.866697	0.93820685	0.96034855	0.9562514	0.9641992	0.9321062	0.87059504	0.97789925	0.9512618	0.8248164	0.98380953	0.92940265	0.81660104	0.94207036	0.88021505	0.98244053	0.98784304	0.9829039	0.9250142	0.93245566	0.87409633	0.85790247	0.65213484	0.87606025	0.9388646	0.9315821	0.97347957	0.8050856	0.9641519	0.9359837	0.9636257	0.9778195	0.98175246	0.96413755	0.94892615	0.9587243	0.8979542	0.9749973	0.93503094	0.7670922	0.9276427	0.8869825	0.9957873	0.95272547	0.8493662	0.97703654	0.95457506	0.90671986	0.9558387	0.8927553	0.97332567	0.8510579	0.948581	0.6652813	0.9943287	0.95989263	0.8737105	0.9544399	0.99836797	0.9525201	0.9972744	0.9531107	0.84006137	0.9473423	0.8372339	0.96697646	0.8783069	0.8967459	0.95130277	0.949816	0.9555416	0.9105505	0.8877764	0.99557406	0.84803116	0.8549557	0.96759015	0.7619801	0.99923426	0.9588479	0.9840821	0.8514536	0.93948495	0.97109175	0.78171897	0.9217363	0.88164574	0.94372946	0.97924745	0.93140036	0.9662411	0.9508556	0.97028154	0.9396036	0.8897679	0.9878011	0.94342494	0.8594498	0.98034596	0.96445584	0.89424026	0.9625554	0.9599402	0.95404124	0.97021097	0.9299527	0.96157765	0.9845513	0.96705025	0.95486647	0.98840445	0.9528385	0.93468016
al/adv	0.9140252	0.9332812	0.83507675	0.9303392	0.0	0.6688168	0.8509067	0.8562671	0.9077943	0.79652405	0.762893	0.86987585	0.8927177	0.6952797	0.8108177	0.8795287	0.7475757	0.91641366	0.638759	0.85159916	0.7954277	0.89529586	0.7986802	0.88871795	0.9349907	0.9260205	0.7858524	0.8987048	0.71723986	0.74854505	0.83524907	0.9612267	0.8726653	0.8558456	0.8624424	0.82501894	0.8567334	0.83405143	0.901847	0.88075477	0.7545758	0.84496486	0.8980632	0.69221866	0.8957132	0.8540877	0.7838978	0.82872605	0.9202885	0.93675685	0.7231487	0.8700021	0.59728837	0.6491821	0.86875296	0.77156365	0.70119256	0.83820397	0.8204438	0.8613876	0.8614235	0.8439115	0.82554364	0.8679916	0.851283	0.8349931	0.9350859	0.6519656	0.7926989	0.89096075	0.87715423	0.92339104	0.71906507	0.77966666	0.6349504	0.82406104	0.7279549	0.8106922	0.9004706	0.8895557	0.76095164	0.803114	0.71325326	0.7155032	0.6914286	0.8120505	0.9105777	0.8222959	0.90052205	0.921706	0.82936734	0.78615546	0.82204837	0.85633457	0.8071058	0.82186437	0.8996976	0.79556537	0.63958156	0.9003656	0.8466048	0.88732046	0.87796736	0.84300375	0.8525548	0.78564644	0.78238547	0.81387854	0.76437163	0.5320102	0.8562593	0.812178	0.78588647	0.7809816	0.9628919	0.86512506	0.7758285	0.8147874	0.81836134	0.8321217	0.7566406	0.9555229	0.82027566	0.80999243	0.7598004	0.89670753	0.84824926	0.7751354	0.8909387	0.8392286	0.8081489	0.86205417	0.88391376	0.69711876	0.8227726	0.8115529	0.7457402	0.8315927	0.91712594	0.9112786	0.8837264	0.8206374	0.80961597	0.85700434	0.894783	0.91680634	0.7711767	0.90694606	0.76437855	0.8715314	0.8258805	0.86451876	0.861692	0.8412523	0.79095024	0.84663177	0.6854248	0.8837493	0.90439206	0.7740928	0.90569973	0.85017383	0.6687967	0.85995287	0.93008107	0.80376637	0.7715672	0.8302012	0.8931019	0.7914864	0.61051536	0.599265	0.77986497	0.83730686	0.7786733	0.8848712	0.8817295	0.85839087	0.87186533	0.8756522	0.649603	0.8362227	0.8843395	0.80917853	0.7804304	0.8998846	0.7653195	0.88911176	0.8754697	0.65945446	0.81418794	0.8957507	0.8046409	0.8224993	0.8989711	0.6752066	0.738641	0.809286	0.840344	0.8454753	0.9003951	0.74788666	0.68963575	0.6397778	0.82007504	0.7980697	0.7263007	0.8112297
altijd/adv	0.98303574	0.9273309	0.8671418	0.846655	0.6688168	0.0	0.8472143	0.809238	0.8523717	0.83009744	0.7493968	0.9170791	0.7246783	0.67787784	0.7523205	0.89255327	0.7764785	0.8897184	0.41498917	0.7816347	0.75410724	0.93816364	0.8991604	0.8521894	0.91009307	0.9494528	0.6744331	0.9018017	0.5201564	0.7000822	0.8428033	0.9500356	0.873069	0.85295606	0.87986714	0.81079465	0.89498115	0.916347	0.92597425	0.835911	0.7273615	0.93015754	0.8178596	0.6901411	0.91702217	0.62169075	0.90138125	0.75796616	0.8404909	0.76387864	0.87360495	0.845125	0.6696708	0.54802436	0.9125054	0.7677863	0.6192161	0.68189967	0.8015025	0.84814817	0.78447217	0.8022594	0.9225921	0.8563288	0.8645973	0.8819007	0.9696157	0.62004834	0.86997736	0.9219359	0.8687504	0.8898562	0.8958192	0.8771486	0.5571271	0.7845938	0.57615256	0.7089028	0.8858303	0.8750469	0.7524582	0.8253652	0.70597315	0.7485255	0.7039542	0.629748	0.8479771	0.754925	0.9645776	0.70181906	0.8614407	0.83507645	0.9306339	0.94919026	0.8220824	0.74420786	0.86538756	0.86238843	0.5752244	0.86935973	0.7716709	0.81106925	0.8093883	0.8243323	0.7284436	0.7390027	0.5647415	0.75449634	0.54582596	0.61684066	0.7287679	0.78241605	0.7451806	0.68167055	0.89045894	0.9244497	0.8859171	0.8141551	0.7794168	0.6031498	0.6685262	0.92610717	0.76665366	0.86211264	0.81304765	0.89622873	0.8265883	0.80547774	0.84285116	0.87505376	0.86912394	0.8565851	0.9145825	0.7487595	0.80112225	0.7221694	0.69403744	0.9292502	0.8503896	0.76165783	0.9212376	0.783789	0.7597351	0.92553824	0.91919243	0.8655375	0.7811135	0.8882249	0.8683312	0.85647035	0.8049369	0.95409536	0.90565294	0.90452456	0.7467948	0.9293634	0.61419547	0.6577058	0.8742141	0.8538002	0.74102324	0.8841841	0.48472452	0.90426326	0.8765504	0.7900905	0.8256989	0.8527851	0.80342114	0.719271	0.70553875	0.44731206	0.8678615	0.87855315	0.79679394	0.9605406	0.9444231	0.91397405	0.7199243	0.8967842	0.5328634	0.86257094	0.7313535	0.82383347	0.8785131	0.87231135	0.6718105	0.8872299	0.8294381	0.80588895	0.83743477	0.9276694	0.74088913	0.8889115	0.9598974	0.6417748	0.7660102	0.8157549	0.85554844	0.78027034	0.8921626	0.6735898	0.6270133	0.65142834	0.7439872	0.63496304	0.63502	0.90425515
ambulanciers/noun	0.5839602	0.920935	0.8975538	0.78245366	0.8509067	0.8472143	0.0	0.880494	0.9069039	0.8072772	0.7594929	0.88804924	0.96919596	0.9250286	0.59615576	0.9546878	0.8222566	0.8905104	0.86177075	0.9133152	0.8335873	0.9412343	0.9489825	0.9646121	0.8793637	0.51895565	0.93539363	0.9721711	0.9565088	0.9387298	0.84594905	0.28224224	0.759264	0.9832722	0.97163767	0.8618582	0.64139295	0.8354995	0.8402383	0.90420026	0.9230488	0.95509505	0.9277867	0.96584314	0.8745194	0.97133434	0.9339324	0.8271734	0.87975883	0.95766073	0.8832189	0.83092767	0.8850375	0.80816114	0.9794918	0.7431587	0.840737	0.76396143	0.9483171	0.96834004	0.87932944	0.9185781	0.77785087	0.98236936	0.91400075	0.94688994	0.9487249	0.92133296	0.92201436	0.9419369	0.7099685	0.8840653	0.96015966	0.83674943	0.94377303	0.9541523	0.9502545	0.92295027	0.9890808	0.49649346	0.97588897	0.8636837	0.77972335	0.82850575	0.76573044	0.95442075	0.8309673	0.9700062	0.9791137	0.9328262	0.9451098	0.95638007	0.9325186	0.99311966	0.95530164	0.89027727	0.97047055	0.9490143	0.89871275	0.95843685	0.91950345	0.9355436	0.9688754	0.82078654	0.91835666	0.92353994	0.8595135	0.8516751	0.9324501	0.8854485	0.8851518	0.98203635	0.7555466	0.9194256	0.9852557	0.90423024	0.96294	0.7138678	0.9667917	0.9518362	0.91780937	0.8706778	0.89597255	0.9216378	0.8737322	0.94313234	0.8381569	0.8567582	0.97216344	0.958064	0.9052572	0.84624314	0.95110327	0.9165343	0.8690182	0.9020643	0.8523189	0.92918116	0.8460474	0.872388	0.96382725	0.96548146	0.9376398	0.9676423	0.93127394	0.8323041	0.8281576	0.87975025	0.87702405	0.9986797	0.883534	0.731662	0.9646591	0.8377515	0.84651554	0.4474544	0.8878764	0.9595274	0.9023867	0.8731798	0.9589391	0.7344736	0.8699252	0.9697915	0.93424964	0.9518115	0.8800597	0.8982484	0.97173864	0.87073326	0.91152227	0.9440292	0.90144753	0.76749337	0.7988087	0.5888026	0.91299915	0.9943397	0.9501916	0.904985	0.8297528	0.7935953	0.98566276	0.94849366	0.93706095	0.87806845	0.86215115	0.9512055	0.9261353	0.8520724	0.97702694	0.7450786	0.88878745	0.6571405	0.8624371	0.8962711	0.9635394	0.9320949	0.6870504	0.93612385	0.92453635	0.9667925	0.8790393	0.9720742	0.9135443	0.9251089	0.9209328	0.93089104
angst/noun	0.97095376	0.85081434	0.9257599	0.98840785	0.8562671	0.809238	0.880494	0.0	0.8229028	0.8175799	0.7965372	0.96616644	0.8325728	0.72899914	0.89495194	0.90220344	0.8786185	0.91583276	0.9033942	0.93331254	0.9237907	0.8917828	0.9300808	0.81077564	0.96978176	0.7927438	0.88000166	0.8686129	0.83627295	0.9172362	0.7957184	0.8192246	0.91722345	0.8865366	0.8794433	0.92082024	0.8713027	0.8715494	0.93419707	0.9479757	0.86432517	0.98041975	0.8567647	0.8659993	0.97417796	0.8240105	0.9139798	0.7324009	0.8971888	0.93820745	0.6887592	0.89170134	0.94731325	0.82619584	0.9090302	0.7375745	0.8627183	0.82668334	0.9518889	0.9300606	0.85441035	0.9610782	0.94185525	0.8425349	0.91361046	0.8829039	0.9693115	0.8998356	0.76094705	0.85835826	0.7605545	0.7844503	0.70392	0.95436186	0.8215302	0.8381571	0.89205873	0.72321963	0.84490067	0.8682568	0.76513726	0.8125801	0.74745893	0.8743791	0.8232777	0.9277178	0.8887287	0.82466793	0.92152774	0.7486423	0.943338	0.67683005	0.958211	0.9732762	0.9032534	0.8808945	0.7267132	0.8411634	0.8686011	0.9455752	0.80089116	0.93175703	0.95402354	0.84596586	0.8570304	0.8774219	0.79412526	0.85261613	0.7634309	0.91737485	0.87168276	0.583657	0.83969915	0.8474556	0.9637998	0.9400337	0.9038995	0.86168915	0.89677894	0.7835669	0.80111766	0.9865085	0.9497056	0.80536735	0.8803096	0.8954994	0.8271155	0.8100846	0.8383349	0.9542472	0.91800284	0.8159481	0.9605293	0.918227	0.97687304	0.91075486	0.74361074	0.86419606	0.80139154	0.9574565	0.93112785	0.88474387	0.91087395	0.7924724	0.91285884	0.93056786	0.8024725	0.8154193	0.89618826	0.69614625	0.9454841	0.8953532	0.8472663	0.90322477	0.7960684	0.74194634	0.647984	0.8358035	0.88615966	0.8759855	0.8850889	0.84437895	0.8058064	0.81539255	0.77380383	0.94059074	0.7496643	0.7409594	0.87399393	0.88613284	0.7909393	0.8265912	0.8997637	0.9119534	0.7616551	0.8986437	0.9600391	0.89842606	0.8369915	0.9242987	0.66398907	0.78704506	0.9075791	0.909386	0.8414615	0.8462883	0.9799372	0.46256894	0.9193814	0.8800809	0.7796962	0.9805979	0.7594228	0.70207787	0.9879851	0.86550695	0.8349099	0.9708523	0.6590766	0.9323184	0.8415018	0.9084521	0.74311334	0.8278961	0.9118959	0.80970705	0.77983254	0.88397515
asymmetrische/adj	0.8298773	0.84533274	0.9192351	0.93871677	0.9077943	0.8523717	0.9069039	0.8229028	0.0	0.95353156	0.84812397	0.88411224	0.83877623	0.85503507	0.8979436	0.9614734	0.7831063	0.7765952	0.8416995	0.7925762	0.9194395	0.86018014	0.8901078	0.8802336	0.87426126	0.8615776	0.8814819	0.8859035	0.9243346	0.8994595	0.82154375	0.9937418	0.87872237	0.9307733	0.93685305	0.86975867	0.92193884	0.85000193	0.85710925	0.7936691	0.7293376	0.9180751	0.85282516	0.87038726	0.9710708	0.90373194	0.9250104	0.83831316	0.9563584	0.9769999	0.80726594	0.89341044	0.86595434	0.83771724	0.9785028	0.786225	0.8312926	0.8985264	0.9093787	0.88755757	0.75876606	0.78020257	0.90067965	0.86942315	0.96059084	0.8581065	0.96429586	0.84676266	0.84127164	0.8888321	0.90975523	0.8731556	0.89115274	0.94846594	0.79112613	0.90312815	0.77732253	0.81757283	0.7667074	0.88939697	0.79338634	0.84069747	0.8324043	0.9404701	0.7733576	0.84412557	0.8301052	0.87081194	0.95448095	0.82377446	0.84441864	0.85687506	0.96454567	0.9551545	0.8418039	0.8286468	0.8552345	0.86770296	0.73899317	0.7996476	0.8396038	0.90485406	0.87044156	0.8744932	0.88066375	0.95982724	0.8897443	0.8426711	0.8577564	0.8798979	0.8338158	0.8681107	0.90221024	0.8406592	0.92966896	0.8180777	0.8014821	0.8709026	0.9229016	0.9077034	0.7885857	0.94266415	0.91070694	0.94097346	0.9235151	0.93916965	0.8865386	0.9111503	0.81867987	0.90241313	0.7551701	0.8310226	0.92310965	0.9593495	0.95618784	0.827952	0.7906639	0.9235232	0.94670403	0.94064534	0.8042564	0.90158165	0.86028874	0.98310316	0.88128614	0.9198114	0.9405836	0.86899984	0.87835795	0.895921	0.86426294	0.9720097	0.89975625	0.89287233	0.8671048	0.90006524	0.76588404	0.8681311	0.9599331	0.8816406	0.83312196	0.6978033	0.8512106	0.85258836	0.81270736	0.898833	0.8684177	0.8920349	0.89230573	0.88536394	0.88389933	0.8035516	0.86377406	0.95364815	0.8846129	0.9719882	0.87554437	0.93578345	0.9264043	0.9941194	0.8583262	0.87539655	0.9300205	0.7745576	0.85053974	0.91585207	0.8532878	0.78908104	0.81044364	0.85763377	0.9397833	0.9533786	0.8500475	0.8293549	0.98500896	0.76844823	0.83503634	0.97015786	0.9483021	0.95049477	0.781327	0.92779297	0.77908164	0.8718487	0.97539365	0.7813162	0.83192986	0.928106
