	6/noun	Beverse/adj	Brussels/adj	Congolees/adj	EK/noun	Koerdisch/adj	Kosovaar/noun	Leuvense/adj	Mechelse/adj	Nijlense/adj	Portugees/noun	Willebroekse/adj	aandacht/noun	aandenken/noun	aansprakelijk/adj	acht/verb	actie/noun	afkomst/noun	al/adv	altijd/adv	ambulanciers/noun	angst/noun	asymmetrische/adj	auteur/noun	automobilist/noun	avontuur/noun	baken_af/verb	bedreig/verb	bedrijf/noun	begin/verb	begrijp/verb	begrip/noun	behoorlijk/adj	bekom/verb	bel/noun	beleef/verb	beloof/verb	ben/verb	bereid/adj	bereik/verb	beschikbaar/adj	besluit/noun	bespaar/verb	bestaan/noun	bestrijding/noun	bevind/verb	bevrijd/verb	bewind/noun	bijzonder/adj	binnenlands/adj	blij/adj	blijf/verb	blijk/verb	boekdeel/noun	brandweer/noun	breng/verb	breng_op/verb	breng_over/verb	buig_om/verb	buurland/noun	capriool/noun	cent/noun	chauffeur/noun	claim/noun	clandestien/adj	club/noun	collega/noun	complex/adj	controle/noun	cover/noun	dans/noun	dat/noun	deelnemer/noun	definitie/noun	demonstreer/verb	denk_terug/verb	dergelijk/adj	doceer/verb	doel/noun	doelman/noun	doorsta/verb	dreig/verb	dus/adv	duur/verb	echter/adv	eenvoudig/adj	enig/adj	enquête/noun	ervaar/verb	essentieel/adj	even/adj	even/adv	exercitie/noun	film/noun	financieel/adj	functioneer/verb	ga_op/verb	ga_uit/verb	gebied/noun	gedicht/noun	gekneld/adj	gemeente_kas/noun	genoeg/adv	gepaard/adj	gevaarlijk/adj	gewraakt/adj	gezondheidszorg/noun	gijzelaar/noun	globaal/adj	god/noun	goeroe/noun	groei_cijfer/noun	grond_oorlog/noun	haal_in/verb	haal_uit/verb	heel/adj	heel/adv	hek/noun	herinner/verb	het/noun	hoe/adj	houd_over/verb	huidig/adj	hulp/noun	iets/adv	impasse/noun	insider/noun	jaarlijks/adj	juist/adj	kan/verb	kant/noun	katholiek/noun	keer/noun	klimaat/noun	klus/noun	knijp_dicht/verb	knok/verb	knot_gek/adj	koel/adj	koers/noun	kom/adj	kom_terecht/verb	koor/noun	kracht/noun	krachtig/adj	krakkemikkige/adj	kritiek/noun	kunstenaar/noun	kussen/noun	kwestie/noun	laat_toe/verb	landelijk/adj	lastig/adj	leer/verb	leid/verb	lengte/noun	leven/noun	lever_op/verb	lijk/verb	lijm/verb	linker/adj	luchtvaart/noun	maak/verb	macht/noun	man/noun	manoeuvreer/verb	meen/verb	meest/adj	minst/adj	moment/noun	morgen/adv	muzikaal/adj	natuurlijk/adj	net/adv	nog/adv	noodzakelijk/adj	noordelijk/adj	olie_prijs/noun	omgeving/noun	omstandigheid/noun	onderdeel/noun	onderneem/verb	onderneming/noun	onderweg/adj	onderwerp/noun	onfortuinlijk/adj	ongetwijfeld/adv	onhoudbaar/adj	onverwacht/adj	onvoorspelbaar/adj	onzeker/adj	op/adj	opblaasbare/adj	opdracht/noun	operatie/noun	opgaaf/noun	opgenomen/adj	oplossing/noun	opnieuw/adv	optie/noun	ouverture/noun	over/adj	overhaast/adj	overleef/verb	oversteek/noun	paar/noun	park/noun	parkoers/noun	perfect/adj	personage/noun	pijn/noun	pijnlijk/adj	plant/verb	plotseling/adj	poging/noun	politiek/adj	positie/noun	post/noun	praat/verb	president/noun	prognose/noun	psychiater/noun	publicitair/adj	raak/verb	raak_af/verb	ramp/noun	rand/noun	recensie/noun	recent/adj	reconstrueer/verb	recupereer/verb	red/verb	regelmatig/adj	regering/noun	reis/noun	rente/noun	reuze/adj	riskeer/verb	rit/noun	ruimte/noun	samenwerking/noun	schets/verb	schipper/noun	situatie/noun	sjeik/noun	slachtoffer/noun	slap/adj	soms/adv	sport/noun	spreek/verb	sprint/noun	stand_DIM/noun	standpunt/noun	stap/verb	steeds/adv	stem_gedrag/noun	strijd/noun	structuur/noun	stunt_werk/noun	tafereel/noun	talloos/adj	te/adj	tegenstander/noun	temeer/adv	tijd/noun	toch/adv	tocht/noun	toer/noun	toestand/noun	tref_aan/verb	trek/verb	trek_aan/verb	uiteindelijk/adj	uiterst/adj	uitslag/noun	uur_DIM/noun	vaak/adj	vaartuig/noun	vang/verb	veelal/adv	veilig/adj	veiligheid_situatie/noun	verdedig/adj	verhaal/noun	verkeer/verb	vertoon/verb	vind/verb	vis/noun	voed/verb	voer_op/verb	volk_raadpleging/noun	voorbij/adj	voorspel/verb	vracht_wagen/noun	vreemde/noun	vrijwel/adv	vrouw/noun	wagen/noun	warenhuis/noun	wat/adv	weg/noun	weliswaar/adv	wereldkampioen/noun	werk_samen/verb	wild_vreemd/adj	woon/verb	word/verb	wrak/noun	zaak/noun	zee/noun	zeker/adv	zelfs/adv	zie_uit/verb	ziel/noun	zijn/adj	zo/adj	zo/adv	zomer_seizoen/noun	zorg/verb	zowat/adv
6/noun	0.0	0.9251703	0.8696355	0.93661815	0.8665196	0.96317875	0.96242243	0.9030832	0.93346685	0.93585277	0.9465115	0.9466388	0.9218438	0.9502054	0.97269815	0.93632025	0.9279601	0.9280816	0.7650834	0.95715195	0.96212286	0.95167613	0.9557084	0.889341	0.9068314	0.8923233	0.9699833	0.9257545	0.92132473	0.62512684	0.93902254	0.9333263	0.9354743	0.9334407	0.86503917	0.8520963	0.92128265	0.9554911	0.95294183	0.8783831	0.91930735	0.91699445	0.94741607	0.90430176	0.9741334	0.90733504	0.90386826	0.89484805	0.921911	0.9520841	0.9522467	0.9298565	0.9208908	0.94015056	0.8468481	0.88176864	0.92266876	0.91112137	0.90731263	0.95277375	0.9608699	0.9328808	0.8909084	0.9570404	0.9335681	0.87819964	0.9300161	0.9626874	0.9204735	0.90579116	0.86438406	0.9164743	0.8629762	0.9618855	0.89779013	0.90761864	0.9443428	0.89394814	0.9177364	0.91377425	0.9357618	0.9194599	0.9358797	0.735307	0.94413626	0.9140965	0.9164671	0.9419882	0.9464826	0.9624229	0.9252436	0.83594716	0.9619269	0.8659838	0.9565657	0.94432795	0.8972925	0.91140985	0.91779304	0.8759949	0.96881443	0.97620803	0.92181575	0.93737584	0.9253287	0.9444526	0.96703947	0.94225776	0.9349823	0.9460805	0.95579934	0.94668466	0.98621696	0.9296332	0.9144282	0.9452907	0.9554782	0.94467944	0.90106314	0.97876334	0.9634959	0.93202937	0.90142727	0.9386146	0.930874	0.96337116	0.98575103	0.8908818	0.9434552	0.944716	0.9486922	0.92996955	0.8794895	0.94871354	0.9425221	0.9811463	0.94676256	0.9575017	0.93594015	0.93202096	0.9131452	0.85959065	0.8846645	0.93466157	0.92288375	0.962266	0.94472665	0.845154	0.9787323	0.9499553	0.9294634	0.86827445	0.9410101	0.92390233	0.89635324	0.91601086	0.9321676	0.9147341	0.94272643	0.94757116	0.9571231	0.92563045	0.91247123	0.903546	0.90856946	0.9714061	0.9269238	0.9514422	0.9523511	0.93532574	0.7822872	0.8738461	0.95177895	0.9153335	0.9267379	0.95207787	0.9382979	0.9652913	0.89600843	0.9352558	0.9230159	0.90301836	0.9253059	0.91261315	0.9244903	0.96547884	0.91841006	0.9406038	0.913165	0.9759205	0.9141463	0.9121453	0.9747305	0.9183878	0.9153928	0.88894296	0.86236405	0.9339012	0.8654114	0.95520794	0.92070645	0.9156854	0.957624	0.8879873	0.94052505	0.93533665	0.8850225	0.906571	0.9143907	0.9483994	0.9632832	0.94622576	0.9006379	0.923061	0.91012645	0.96118253	0.9249397	0.9173908	0.9204788	0.9243655	0.92531043	0.9441802	0.9483726	0.840618	0.9477858	0.9100652	0.9447159	0.90475214	0.9031011	0.9001795	0.93997645	0.8984166	0.9318929	0.9501404	0.8883522	0.95295423	0.94172436	0.9431367	0.8214972	0.9519293	0.9532377	0.89890903	0.92502916	0.9469678	0.97365046	0.89558536	0.9233236	0.95558184	0.91375506	0.9252753	0.9182018	0.9567924	0.9664979	0.8428646	0.957159	0.9584259	0.9416678	0.9483352	0.96847737	0.92132926	0.9074125	0.85919714	0.91638213	0.9547892	0.9266296	0.96319306	0.86617625	0.93888456	0.9258035	0.87576723	0.8532143	0.9266499	0.8956854	0.92010766	0.8421534	0.91061664	0.96501076	0.92643595	0.9307949	0.96038663	0.91838104	0.98939043	0.91961616	0.90867376	0.9255431	0.8910447	0.9470547	0.95537317	0.9693455	0.8751606	0.9278866	0.9239897	0.9018279	0.88123286	0.9851367	0.9159864	0.8990872	0.8560282	0.9100576	0.9399297	0.90829206	0.8929194	0.8353859	0.92821735	0.981093	0.7982118	0.6797879	0.93397576	0.9530092	0.9066361	0.9380988	0.9371835	0.900629	0.9406906	0.9448018	0.79380196	0.81945753	0.9476394	0.8875658	0.911157
Beverse/adj	0.9251703	0.0	0.9745398	0.9560579	0.9657432	0.9940912	0.9566511	0.9689206	0.9090821	0.97998786	0.9672091	0.9864857	0.990021	0.9684468	0.9875921	0.99405414	0.9701973	0.98455554	0.9504085	0.9963482	0.96946794	0.99895316	0.9977018	0.9755168	0.97886914	0.9766934	0.9944813	0.9575944	0.9915765	0.9294654	0.9783128	0.9832767	0.9767921	0.94448864	0.9419139	0.9592883	0.96572226	1.0	0.97812545	0.973393	0.9778914	0.9939421	0.9737593	0.9819022	0.99522394	0.992799	0.97480744	0.9845659	0.98866415	0.9890074	0.97202754	0.9226112	0.99731684	0.9487466	0.9022296	0.94536513	0.9763383	0.97187585	0.9428833	0.99504846	0.9943404	0.9704831	0.94865966	0.9925619	0.9901071	0.91073895	0.97011286	0.99929345	0.95818204	0.984065	0.95531285	0.97209346	0.93957317	0.99957544	0.96071494	0.9939705	0.9922006	0.97112095	0.94844764	0.8819736	0.9725341	0.9675694	0.98845387	0.9352089	0.982246	0.99616504	0.97820807	0.9745214	0.96663445	0.9978243	0.98379284	0.93629354	0.97477657	0.96205086	0.9808693	0.9932303	0.9641684	0.99234533	0.99988	0.98560613	0.96846354	0.9580766	0.99572	0.99413514	0.98571724	0.9990293	1.0	0.97374666	0.9839453	0.99064994	0.9794866	0.9880791	0.98946327	0.9531896	0.9346119	0.99528676	0.9887074	0.9972462	0.98242813	0.99902725	0.99318653	0.98155063	0.97351485	0.9873461	0.9966297	0.9850171	0.98592967	0.96955955	0.99339396	0.99584115	0.99064445	0.98488176	0.93821335	0.99727756	0.97104526	0.9954276	0.93710935	0.99486524	0.9641247	0.9811657	0.95902795	0.9692667	0.9700434	0.99538445	0.9990483	0.9930965	0.9782751	0.9845347	0.9992532	0.9944058	0.9774432	0.9808494	0.94487774	0.99448115	0.9704178	0.9754399	0.98174167	0.9799209	0.9873211	0.94487727	0.970607	0.9932754	0.9790833	0.9846546	0.9658305	0.9906952	0.9777964	0.990053	0.9836314	0.9766286	0.8857025	0.9340286	0.9909149	0.95846516	0.9861539	0.98715454	0.99214715	0.9896041	0.9669778	0.9884684	0.98804843	0.9734233	0.9894779	0.97172713	0.97127265	0.95564806	0.9561702	0.96443474	0.9518937	0.9708709	0.92622644	0.9477106	0.968587	0.96375966	0.96776664	0.93086094	0.9493474	0.99056816	0.89401937	0.94620895	0.99296004	0.9874569	0.9788722	0.9832022	0.9687942	0.97125506	0.9715842	0.9615826	0.9625738	0.9840943	0.9508432	0.9696054	0.94569486	0.9879026	0.96392494	0.9943925	0.9778066	0.9899106	0.97038335	0.9943826	0.9796544	0.9892329	0.9930793	0.928703	0.97682196	0.9944718	0.99380153	0.97161543	0.9775332	0.98734826	0.93776715	0.9370423	0.9726313	0.9964326	0.97769386	0.99165595	0.9940349	0.93701917	0.95081455	0.9953961	0.9719439	0.967231	0.97836006	0.9874939	0.9921009	0.959183	0.95005685	0.9922301	0.96859556	0.99129754	0.9822066	0.9433591	0.9801726	0.95305777	0.99538136	0.95818967	0.9836805	1.0	0.9807333	0.9734502	0.9995638	0.9537335	0.95440084	0.96781534	0.99062914	0.9846519	0.97421455	0.9633966	0.99359506	0.9701036	0.94677114	0.9681424	0.9811701	0.99060297	0.94589925	0.9573538	1.0	0.9743757	0.9721521	0.99625635	0.9743685	1.0	0.92812014	0.9819106	0.9857506	0.9844541	0.987343	0.97451633	0.9936678	0.9664382	0.974889	0.9227203	0.98552996	0.94684225	0.9593582	0.9870643	0.963435	0.95873916	0.98750806	0.973079	0.9712542	0.98697805	0.9634494	0.96386117	1.0	0.9578077	0.9389829	0.98067904	0.9982345	0.973876	0.98232245	0.9702165	0.9867826	0.9796531	0.96405256	0.9698515	0.9769262	0.97912586	0.91811883	0.95597535
Brussels/adj	0.8696355	0.9745398	0.0	0.91598606	0.93054867	0.9663255	0.9402046	0.84953964	0.8983681	0.9716692	0.9441944	0.9698493	0.9208055	0.9714967	0.98187715	0.9106447	0.8531699	0.9359928	0.85659826	0.9383186	0.9687873	0.9340088	0.96356493	0.8752026	0.90733004	0.9267137	0.96481764	0.90357834	0.888554	0.8696363	0.8971108	0.90552384	0.9032055	0.9155278	0.9438919	0.8881118	0.8589418	0.9297714	0.9037997	0.8643638	0.9154636	0.91501987	0.9009219	0.91950977	0.970719	0.8604449	0.9201935	0.93582267	0.852969	0.9199847	0.93313235	0.8853053	0.89044005	0.9699764	0.9147111	0.86102164	0.87164354	0.90153205	0.940414	0.9510643	0.9767976	0.95390415	0.83600897	0.9611734	0.9827895	0.90154016	0.86734235	0.9397029	0.8771764	0.94600147	0.90027046	0.82806855	0.8787096	0.9540305	0.92577374	0.95912683	0.94751674	0.93201387	0.91303873	0.89195824	0.96169764	0.8873029	0.92215246	0.8964305	0.9149184	0.9406051	0.90959966	0.8792932	0.93672884	0.98135597	0.9321183	0.90408444	0.96841925	0.93418616	0.87547535	0.91895473	0.9006151	0.89237213	0.94323754	0.93080187	0.9621769	0.9747967	0.91469574	0.9619866	0.94135225	0.98636925	0.9553085	0.9751877	0.9265718	0.94332886	0.98249155	0.9572263	0.9953335	0.93450326	0.92308265	0.9351873	0.93950856	0.9640771	0.8771877	0.953356	0.9478254	0.8994113	0.88411707	0.92191064	0.92585635	0.97562057	0.9732683	0.8489489	0.929841	0.9505895	0.9334102	0.97039574	0.9003411	0.936626	0.9385832	0.9664934	0.9500259	0.9808623	0.96735656	0.8823719	0.872502	0.8966705	0.93275326	0.9004981	0.946721	0.9768447	0.9109567	0.87564576	0.99837023	0.9244607	0.91621137	0.917035	0.9326687	0.9279236	0.8704727	0.9321452	0.9169972	0.8614851	0.9254935	0.97838956	0.9731705	0.94396424	0.94136375	0.9305862	0.882174	0.9746067	0.84055924	0.9257564	0.9506736	0.9369547	0.8738989	0.9117193	0.9226705	0.9040092	0.89944553	0.939222	0.96977466	0.940452	0.9312881	0.93549615	0.90962696	0.92217445	0.88660264	0.9460379	0.9280181	0.9597404	0.91482866	0.9593395	0.9032842	0.96046937	0.9039839	0.8942209	0.973191	0.87577194	0.8942641	0.9314133	0.9372985	0.92443293	0.8475206	0.9287798	0.9657965	0.9079985	0.9650373	0.8912555	0.9603444	0.94978034	0.8914926	0.9283084	0.88577735	0.9547389	0.94430554	0.92819047	0.90024155	0.9221249	0.9052834	0.94893837	0.9302458	0.91646665	0.9227846	0.94520766	0.95040643	0.92819184	0.98462737	0.87507653	0.98769164	0.93914837	0.9458505	0.97312963	0.85718805	0.9334936	0.93138766	0.8816743	0.906098	0.90597904	0.9114301	0.9386384	0.9614193	0.9170358	0.92002183	0.9042073	0.8760493	0.9101017	0.9442433	0.94067633	0.9698183	0.8700026	0.9500225	0.931691	0.9379219	0.91882044	0.9599282	0.9822596	0.9127485	0.86409765	0.9267614	0.9626298	0.92405987	0.918258	0.9854978	0.9308672	0.9469329	0.88127315	0.94589007	0.9330326	0.95383036	0.92223173	0.93700475	0.9398373	0.8855958	0.8928455	0.8197396	0.8525145	0.8794539	0.90801984	0.8841554	0.9832263	0.9437325	0.96632624	0.9278295	0.96365654	0.9413527	0.991584	0.9354255	0.9067255	0.9127953	0.922202	0.8954133	0.94036204	0.9763847	0.9039672	0.94840217	0.86695457	0.8762731	0.88169676	0.9917562	0.90750545	0.8773228	0.8660872	0.92142546	0.9076537	0.91565764	0.9121497	0.91476744	0.86960244	0.9663966	0.8797406	0.8723254	0.94764197	0.88786924	0.91053534	0.8978301	0.90336585	0.93026793	0.93056875	0.96075946	0.94588554	0.9653299	0.9687499	0.8618078	0.84854513
Congolees/adj	0.93661815	0.9560579	0.91598606	0.0	0.94987243	0.9136088	0.93885523	0.9102687	0.92628604	0.966582	0.8666891	0.9422225	0.9784556	0.9603557	0.9941923	0.9366343	0.9543851	0.8311694	0.91766137	0.9935034	0.98100054	0.9829683	0.9276001	0.9603174	0.86463237	0.9684459	0.9847805	0.91425467	0.9355483	0.91985124	0.96570563	0.9488361	0.97802955	0.9487918	0.98190564	0.93840927	0.94536227	0.9836589	0.93454176	0.9351941	0.94455695	0.9366101	0.92620456	0.9445604	0.98639965	0.92252463	0.897367	0.91454226	0.9880574	0.94212395	0.9624738	0.94353294	0.98707044	0.98834234	0.9709909	0.95597714	0.93110216	0.94461673	0.9829201	0.9311419	0.9627959	0.9772143	0.8911282	0.94970894	0.9537354	0.9357569	0.9343665	0.9755622	0.95542395	0.9744048	0.9417212	0.90490735	0.9011975	0.9468804	0.941437	0.95139396	0.9796851	0.939638	0.96729654	0.908745	0.9666822	0.9386905	0.9709238	0.9407662	0.97888225	0.9942906	0.96320593	0.94435483	0.9654748	0.9933895	0.97962224	0.9491947	0.9810847	0.95288944	0.9720485	0.98139125	0.9697663	0.95995265	0.9267404	0.9676731	0.98899263	0.9731037	0.96301895	0.99663514	0.9565028	0.9829628	0.9710367	0.9485695	0.96552175	0.9866987	0.9777028	0.9625596	0.9987148	0.9140787	0.9502203	0.97264093	0.97292453	0.9649005	0.9545749	0.9969994	0.98851854	0.9526134	0.9489409	0.88277876	0.97785366	0.91527885	0.96849227	0.90439624	0.98748755	0.9739431	0.9800785	0.9568894	0.96530116	0.9647069	0.9568471	0.9748837	0.97026896	0.98760176	0.96522963	0.96341395	0.9448429	0.92434734	0.965165	0.9761968	0.9685477	0.9592942	0.94544625	0.9445797	0.99642724	0.92728204	0.9526638	0.9569007	0.9436316	0.9594975	0.9527021	0.9420866	0.9792742	0.9366052	0.9832776	0.96962875	0.9596867	0.9606295	0.98000574	0.94769657	0.8577007	0.966772	0.94454193	0.9524703	0.97630113	0.965496	0.94016194	0.96192217	0.96658033	0.94461715	0.97495484	0.979712	0.9430929	0.9763282	0.97158283	0.9682142	0.96516395	0.9024317	0.9475674	0.9716166	0.963746	0.91751605	0.95388764	0.9714681	0.94249237	0.9451699	0.98041385	0.96743	0.97938514	0.9482107	0.92277646	0.9609761	0.94598347	0.96592987	0.9419389	0.9571473	0.9830334	0.9631636	0.9701304	0.94399124	0.95621085	0.98293865	0.9589114	0.9652842	0.9616587	0.9645592	0.97092694	0.979194	0.9135908	0.93924725	0.9671856	0.95844865	0.9589051	0.94513667	0.96575147	0.87136364	0.96166795	0.94285315	0.99846333	0.9015965	0.97171694	0.9553555	0.9665746	0.9704577	0.9484704	0.96109986	0.9700284	0.93377364	0.9408897	0.89684457	0.9500925	0.96830267	0.9825953	0.91821486	0.91988266	0.96670294	0.9332482	0.9510778	0.9529833	0.96751916	0.9727503	0.84736705	0.9811407	0.99899894	0.9907394	0.9597982	0.96032697	0.98481876	0.97921	0.9376697	0.98934966	0.9560063	0.9345487	0.97210026	0.94169784	0.9332682	0.9409665	0.9479674	0.9603323	0.9669123	0.9838927	0.99478143	0.92965287	0.94195056	0.9222401	0.8967154	0.9267342	0.9225359	0.96174836	0.9309765	0.95483595	0.95888597	0.9830818	0.94719696	0.96337533	0.94291276	0.95123076	0.96641046	0.89877194	0.9717129	0.96997964	0.96049327	0.966149	0.95956576	0.95361716	0.94211763	0.9543097	0.9347927	0.94660217	0.9327016	0.9555571	0.96306884	0.8783673	0.8933877	0.9546701	0.98839474	0.97014666	0.9489489	0.8920525	0.9414218	0.9978924	0.9177419	0.89958584	0.9459012	0.93569416	0.9776057	0.9704633	0.9724483	0.96468234	0.9396437	0.9690013	0.9842626	0.9841022	0.9709093	0.9678086	0.9119876
EK/noun	0.8665196	0.9657432	0.93054867	0.94987243	0.0	0.9609275	0.97021294	0.8994942	0.94277966	0.9880436	0.91758436	0.9417039	0.90792227	0.958345	0.9684814	0.9305653	0.9491243	0.96299607	0.81963134	0.96008086	0.98545647	0.9569856	0.9604754	0.94233304	0.9514545	0.9187776	0.97421616	0.9508306	0.9516494	0.78572595	0.92244977	0.9404101	0.9348788	0.9440334	0.93156826	0.82882637	0.8856757	0.973316	0.94783914	0.86450946	0.94461167	0.91579175	0.95348334	0.9564966	0.9903548	0.9346941	0.9369116	0.91600347	0.93479586	0.93021923	0.9282158	0.9079092	0.93707794	0.9404579	0.97568214	0.9268571	0.96503603	0.95506495	0.9421704	0.95640844	0.9653475	0.9609402	0.96668	0.97048855	0.9699802	0.85545814	0.9327897	0.9731399	0.9493626	0.9371124	0.9283478	0.9173715	0.87931246	0.98266363	0.89900804	0.8989095	0.9248974	0.9113468	0.87907624	0.89530635	0.93088746	0.9321506	0.94307363	0.8797056	0.9055948	0.9355775	0.87972224	0.9344387	0.9194505	0.99323416	0.95045066	0.8966554	0.9808558	0.90803117	0.95329106	0.96034396	0.919752	0.92131966	0.95210886	0.9469032	0.98812556	0.9893783	0.94120455	0.97390854	0.9664425	0.96300787	0.9685275	0.9582356	0.9484869	0.9449353	0.9927319	0.93561953	0.9769637	0.9377046	0.891709	0.94570124	0.95581895	0.96398586	0.88726145	0.96397275	0.9560239	0.9228364	0.9342748	0.9463195	0.94142604	0.96753466	0.9469441	0.8880728	0.9332483	0.9459627	0.96216226	0.9514441	0.7755135	0.9509727	0.94778055	0.97278327	0.9358273	0.94398046	0.93757355	0.92994374	0.88808954	0.90767366	0.9521508	0.9495157	0.96115047	0.9788434	0.93110436	0.9242094	0.9935939	0.9487197	0.91667354	0.9204931	0.93999165	0.9111649	0.8735106	0.93428874	0.94997334	0.8840751	0.9249498	0.94385827	0.952731	0.97158986	0.9157319	0.9187927	0.88129467	0.96100247	0.90768653	0.953456	0.9729424	0.94778395	0.8315515	0.94620836	0.92848754	0.85853934	0.9071598	0.948365	0.93398273	0.97231513	0.91506964	0.9454064	0.9438169	0.92039204	0.95601076	0.939739	0.96530145	0.9570518	0.92325354	0.9775563	0.92320347	0.95418817	0.9248608	0.90665066	0.98601794	0.93654865	0.92977035	0.8447725	0.9076574	0.9694372	0.8577447	0.9215514	0.9503888	0.91774595	0.966258	0.9251256	0.9611309	0.9494576	0.9327931	0.919754	0.93272996	0.9610844	0.92555547	0.9242307	0.93662125	0.9087869	0.9101049	0.9333013	0.8562323	0.9417984	0.9306063	0.94600624	0.8543941	0.96540564	0.9546453	0.93173736	0.989345	0.91456485	0.92338675	0.9516565	0.9252827	0.9619361	0.96307015	0.907175	0.93434477	0.91084224	0.9144645	0.9662767	0.96100575	0.9598895	0.81661505	0.9588139	0.94647574	0.93681383	0.96472317	0.93956333	0.98414314	0.95155615	0.91696084	0.9643641	0.87599075	0.92242	0.81256425	0.9593317	0.95822555	0.9090287	0.94329	0.95252097	0.90504956	0.9655	0.9669853	0.95325863	0.93519586	0.9313015	0.8878188	0.96931845	0.9124414	0.9578832	0.930086	0.9404291	0.9402538	0.94271684	0.88933116	0.9179703	0.90185	0.9591386	0.7993804	0.94903046	0.93359065	0.96533155	0.92987925	0.9807374	0.92687166	0.9698078	0.94852084	0.9540173	0.92724687	0.9255408	0.9301098	0.96984315	0.9661261	0.94386935	0.9656686	0.9022267	0.8967059	0.9564094	0.9884231	0.91445017	0.87870854	0.9569077	0.96172243	0.95349914	0.93804586	0.90736973	0.6739553	0.90126735	0.96946716	0.8936234	0.8532101	0.9598535	0.9674071	0.9349963	0.887594	0.90925026	0.8844124	0.9539092	0.9206884	0.93028283	0.958183	0.9437117	0.8689027	0.93531966
Koerdisch/adj	0.96317875	0.9940912	0.9663255	0.9136088	0.9609275	0.0	0.94476277	0.98642784	0.96968156	0.9921699	0.92968893	0.9636394	0.9444677	0.9799502	0.95491415	0.9177987	0.9518807	0.85899174	0.9015229	0.9891123	0.98698163	0.9381285	0.99345285	0.9355229	0.9208943	0.9619035	0.9613619	0.92083067	0.9694239	0.92650855	0.95710754	0.9606286	0.9628173	0.97368133	0.99045855	0.9596464	0.9232793	0.9822167	0.90999115	0.9547275	0.9629438	0.9377079	0.935705	0.94909775	0.94346094	0.89577013	0.9206434	0.8806908	0.96904314	0.94979626	0.98892385	0.98026997	0.9634768	0.96026796	0.97116554	0.9331776	0.95797336	0.9486876	0.99483657	0.874551	0.99995273	0.9872977	0.9260169	0.9247679	0.95470244	0.97263837	0.926403	0.9676086	0.97188663	0.9856633	0.9656521	0.94561404	0.95480675	0.9644751	0.91455454	0.9758929	0.94742	0.94086784	0.98431987	0.9541697	0.9531845	0.8937506	0.9898734	0.9703859	0.9510361	0.98740447	0.97167075	0.9585428	0.94764245	0.9903079	0.9835659	0.95299697	0.99755186	0.94893473	0.99583566	0.9737842	0.93503195	0.94815075	0.9164876	0.9664724	0.9599303	0.9997399	0.9785863	0.9927095	0.9573664	0.97015625	0.96582097	0.8874179	0.9915971	0.9391095	0.98906577	0.98005867	0.9425397	0.9839207	0.96749073	0.9742948	0.9850108	0.9648416	0.93796915	0.9762004	0.96737003	0.9641094	0.96051073	0.90784407	0.96893615	0.9061826	0.9678222	0.9510753	0.9537536	0.997785	0.951703	0.9500153	0.98332	0.9771094	0.9953514	0.9867289	0.9925926	0.98488	0.9890867	0.9860411	0.9548604	0.9662461	0.95281684	0.9766045	0.95738876	0.96632594	0.8873471	0.94730794	0.9645681	0.895613	0.9367449	0.97148657	0.9760909	0.9646612	0.89908516	0.97354454	0.9627027	0.9548801	0.9480693	0.93197095	0.99086165	0.97362834	0.95641935	0.85790753	0.91322625	0.93123084	0.9200649	0.9561662	0.9789552	0.9544399	0.9490766	0.9440222	0.9696251	0.95743513	0.9838394	0.98081553	0.9271543	0.9724842	0.97120404	0.9560321	0.9607711	0.93858194	0.96395266	0.9738626	0.97078925	0.9856983	0.93234986	0.9842521	0.9580673	0.94590515	0.97144866	0.9733337	0.99326086	0.9253361	0.9410292	0.98387265	0.96495306	0.9694702	0.95528257	0.971431	0.9825168	0.9680367	0.9748926	0.9337736	0.98759013	0.97559285	0.97778654	0.9895813	0.97335696	0.9748504	0.9884079	0.9800235	0.928701	0.9510737	0.94126123	0.8712838	0.9261787	0.91839975	0.94951564	0.81948173	0.98920727	0.9614207	0.98475647	0.92715734	0.97477484	0.9788791	0.95053124	0.983426	0.9315709	0.9185195	0.9845425	0.9431807	0.9440685	0.80170554	0.9287588	0.98570794	0.99100643	0.9240056	0.98785275	0.95697695	0.9761129	0.9685246	0.9725654	0.94998544	0.76805735	0.9146417	0.9585569	0.96617174	0.9929451	0.8807767	0.9619415	0.9692061	0.9375574	0.9136088	0.96901196	0.9680925	0.8813289	0.9784214	0.9805203	0.9678925	0.9587176	0.97616756	0.9619764	0.969657	0.9916471	0.99797726	0.9642154	0.95409155	0.9187906	0.9291195	0.9401434	0.9465586	0.97885394	0.9159118	0.97312075	0.9837077	0.9726699	0.95318407	0.9476899	0.92426157	0.9859048	0.93242484	0.97126806	0.94567436	0.9443891	0.9492558	0.98213017	0.97519034	0.9726927	0.9389443	0.97667485	0.95074004	0.94902503	0.9587029	0.9841569	0.9268088	0.9159815	0.9413947	0.97688544	0.98526746	0.98240757	0.9591986	0.9365853	0.94517684	0.9963925	0.89673966	0.9289918	0.9362077	0.9753337	0.94484925	0.9624225	0.9601595	0.9394024	0.9461502	0.9868525	0.98330677	0.99799836	0.9836642	0.98237526	0.947773
