	Bayer/name	Brecht/name	Dimitri/name	Esser/name	Estland/name	Geeroms/name	Gino/name	Kevin/name	Kralj/name	LOMMEL/name	Rocky/name	Roda/name	Roeselare/name	VN/name	Van/name	aandeel/noun	aandeel_beurs/noun	allicht/adv	als/comp	automatiseerder/noun	autonomie/noun	balans/noun	begin/adv	bestuur/noun	bezoeker/noun	binnen/prep	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	daarmee/pp	daarna/adv	daarna/pp	dak/noun	dat/det	democratie/noun	dit/det	doelman/noun	door/comp	driepunters/noun	echter/adv	economie/noun	eerst/adv	effect_beurs/noun	elektriciteit/noun	en/vg	enigszins/adv	enkel_blessure/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fonds/noun	fout_DIM/noun	functie/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	gezag/noun	gisteren/adv	gisterenavond/adv	gistermiddag/adv	goed/adj	golfer/noun	grasland/noun	helemaal/adv	het/det	hiervan/pp	hij/pron	huisstijl/noun	iets/adv	in/prep	installatie/noun	intussen/adv	kerk_toren/noun	klimaat/noun	knap/adj	kost/adv	kraan/noun	krachtig/adj	laat/adj	leger/noun	leiding/noun	liberalisme/noun	licht/adj	men/pron	meteen/adv	middenvelder/noun	misser/noun	mogelijk/adj	momenteel/adj	monarchie/noun	na/prep	nadat/comp	nadien/pp	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nog/adv	normaal/adj	olie_prijs/noun	om/comp	onafhankelijkheid/noun	ondanks/prep	onmiddellijk/adj	ons/pron	opdat/comp	opnieuw/adv	orde/noun	overheid/noun	paars_wit/adj	pas/adv	patiënt/noun	patiënte/noun	ploeg/noun	politie_agent/noun	populatie/noun	rechtsorde/noun	relatie/noun	reputatie/noun	rust/noun	samenleving/noun	samenwerking/noun	schade/noun	scheur/noun	situatie/noun	sluit_post/noun	snel/adj	spier/noun	stad_bestuur/noun	technologie_aandeel/noun	terwijl/comp	thuis/adv	thuis_reputatie/noun	thuisploeg/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	van/prep	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veiligheid/noun	ven/noun	vertrouwen/noun	vervolgens/adv	voetpad/noun	voldoende/adj	voldoende/adv	volgens/prep	volledig/adj	voorlopig/adj	waardoor/pp	waarschijnlijk/adj	wat/adv	water_kwaliteit/noun	we/pron	weeg/verb	weer/adv	weg/noun	wegdek/noun	wij/pron	wonderbaarlijk/adj	woning/noun	ze/pron	zich/pron	ziekenhuis/noun	zodat/comp	zuiverheid/noun
fonds/noun	0.8601933	0.9797793	0.9584377	0.89286435	0.8796279	0.9663274	0.995586	0.99496585	0.9495044	0.9900772	0.9760826	0.9612019	0.96913147	0.9040909	0.9952417	0.10799551	0.51104975	0.9116741	0.91904557	0.27830046	0.9205817	0.78582025	0.70093125	0.77260184	0.9264052	0.8637744	0.88022786	0.9369426	0.7112185	0.8752931	0.7248376	0.958293	0.95848894	0.88593644	0.84016603	0.93856424	0.73373973	0.9728396	0.862786	0.957181	0.7247378	0.5818273	0.9567047	0.3157705	0.84280103	0.9062262	0.5927192	0.86442	0.7614325	0.5544281	0.80305547	0.8538592	0.0	0.89862275	0.87016714	0.8541453	0.8031179	0.7545568	0.8839043	0.88255316	0.90746146	0.7496518	0.89037055	0.42034155	0.94811815	0.70325345	0.80365443	0.75945854	0.9235812	0.9517239	0.8163047	0.6875578	0.8570179	0.84856325	0.5411264	0.7815145	0.9190208	0.8225533	0.9834511	0.6275063	0.9498833	0.9748861	0.8770884	0.7595347	0.8813504	0.77330613	0.88172716	0.90291756	0.54928476	0.87064433	0.91587615	0.9535769	0.9244038	0.83161306	0.7619067	0.9203997	0.909116	0.6821562	0.9399825	0.86675525	0.5853013	0.8575816	0.9078578	0.8105859	0.78244156	0.45950133	0.7996056	0.9639972	0.7881799	0.9090452	0.89864856	0.84304833	0.58661085	0.87108797	0.7918833	0.9158852	0.8683723	0.8922734	0.91642034	0.89975345	0.84177357	0.8510928	0.92436725	0.8975349	0.86837226	0.9267968	0.87170976	0.7811045	0.800169	0.8180889	0.68453836	0.91790557	0.8057574	0.8393439	0.86097896	0.29061812	0.75774425	0.9643073	0.9471253	0.9432355	0.82794154	0.89245707	0.89006376	0.9199648	0.73658174	0.5417552	0.28281838	0.9125717	0.8898163	0.94681734	0.6785432	0.8978031	0.9093324	0.86783123	0.78015375	0.8451714	0.9089985	0.77572453	0.82465833	0.5976291	0.8472923	0.9304776	0.8914127	0.6577078	0.6137328	0.8687584	0.89806974	0.91988593	0.75851876	0.94356734	0.8543829	0.7406304	0.8677208	0.9020632	0.93382764
fout_DIM/noun	0.89848524	0.8918136	0.8378423	0.95771503	0.93851656	0.75488794	0.67845905	0.76554114	0.46615863	0.8697279	0.8727298	0.7809706	0.7195636	0.9758798	0.82407427	0.9005238	0.9067054	0.7832878	0.8434396	0.9436151	0.9517604	0.8374791	0.97086346	0.9718975	0.46785617	0.9550061	0.89961785	0.9787815	0.8858289	0.6970108	0.8897864	0.6897831	0.6815156	0.91668427	0.75479746	0.9719436	0.90789413	0.38787556	0.7874692	0.5471668	0.5622648	0.8350886	0.8023071	0.9094122	0.8916992	0.82895595	0.7916757	0.6257856	0.7674031	0.8664868	0.7537398	0.65081537	0.89862275	0.0	0.9017573	0.92640644	0.9238484	0.7881417	0.96120036	0.93438196	0.9641684	0.87826794	0.9239193	0.8649153	0.9017377	0.7576954	0.70984995	0.86585224	0.8772684	0.811148	0.95224464	0.7853427	0.78572214	0.8949962	0.7028283	0.9073266	0.91997313	0.8796213	0.9574535	0.7947446	0.5086864	0.94973946	0.898163	0.8442985	0.7975378	0.95805836	0.7729226	0.9727711	0.73937404	0.777668	0.60750604	0.6174711	0.4480192	0.779155	0.7403915	0.9610699	0.5782443	0.7165984	0.52433586	0.7542918	0.596526	0.77794176	0.7644222	0.6987976	0.75985074	0.8378674	0.8231678	0.9284712	0.63542163	0.550406	0.62898386	0.78022325	0.69783795	0.79899377	0.90916276	0.66796327	0.8095452	0.8400303	0.9370056	0.7095188	0.9484409	0.8260678	0.9468171	0.91012895	0.8409268	0.45123386	0.9238817	0.9143784	0.7235364	0.8994048	0.7649327	0.5575366	0.7112359	0.8304378	0.92799354	0.92567587	0.7739389	0.81241924	0.83048	0.46150482	0.87980074	0.7865737	0.90221685	0.951095	0.92082006	0.94610476	0.915526	0.8537027	0.87397796	0.895633	0.7045539	0.74270976	0.89569247	0.77718395	0.8657965	0.9427078	0.8281495	0.8072548	0.66853976	0.88614506	0.826541	0.8194784	0.6853208	0.8655306	0.7683301	0.83241075	0.8702074	0.72804517	0.8178514	0.9192271	0.7550767	0.7046577	0.8776284	0.65737027	0.8401229
functie/noun	0.95623744	0.9416484	0.98526496	0.93387926	0.9567016	0.98813623	0.9699894	0.9860642	0.90814984	0.98880976	0.94950736	0.94464064	0.97499746	0.7172613	0.9947444	0.9306803	0.9499043	0.9275955	0.8996767	0.9281659	0.77728945	0.8767722	0.8943	0.6480996	0.8762258	0.73755133	0.79893935	0.98281616	0.9588642	0.7892955	0.8621173	0.8276519	0.8198022	0.867152	0.9400786	0.74633354	0.8940567	0.94728094	0.8124571	0.9449331	0.82980514	0.9483867	0.8473732	0.94226265	0.81058204	0.80673903	0.8338194	0.8530607	0.7460431	0.9473537	0.73394	0.8547896	0.87016714	0.9017573	0.0	0.7451016	0.78634685	0.81030726	0.843231	0.7570678	0.76054794	0.83067256	0.68557227	0.85014755	0.83939624	0.84133065	0.91359085	0.9698092	0.9319181	0.9006025	0.7667553	0.754879	0.7626201	0.94215804	0.9104008	0.8780894	0.77542746	0.8652592	0.90583915	0.8153688	0.9798092	0.9526617	0.78845847	0.74370766	0.8570168	0.6838784	0.7125745	0.9039619	0.9078797	0.76279014	0.90673053	0.95717794	0.914869	0.7783744	0.8223379	0.71376	0.94144475	0.79859734	0.8479466	0.93631834	0.8955083	0.94672793	0.8454335	0.87098056	0.87124044	0.83035386	0.8056412	0.85887164	0.9851318	0.7511636	0.91570073	0.6721071	0.8466015	0.80687076	0.7934736	0.886758	0.83694404	0.7970708	0.89140165	0.87201893	0.7721299	0.8178357	0.77511525	0.7605827	0.9246066	0.8893932	0.7570453	0.7076653	0.71317446	0.73124003	0.77601284	0.8429365	0.87735236	0.8066249	0.76635545	0.9272686	0.84291875	0.9110936	0.95705795	0.901984	0.59610564	0.8120863	0.8272161	0.81840664	0.7215039	0.88853544	0.87106645	0.82282645	0.88657445	0.8806995	0.85585076	0.879304	0.9234469	0.8836469	0.7992802	0.85649914	0.8267495	0.874936	0.8138922	0.7964046	0.86171925	0.8896231	0.86347973	0.8990308	0.79774463	0.84784675	0.9213935	0.8594629	0.9438366	0.7527766	0.8033079	0.7500225	0.857697	0.77404225	0.8283232
gebouw/noun	0.9231611	0.79868174	0.96522886	0.9009742	0.9788746	0.9293233	0.90983665	0.9868807	0.9551125	0.95701313	0.91133493	0.9620636	0.9424457	0.9108116	0.9980087	0.90120834	0.9067972	0.77990276	0.91688305	0.89732516	0.8633191	0.82756007	0.8152796	0.753351	0.8615068	0.7748567	0.7228968	0.9806391	0.9140964	0.88826585	0.86506593	0.9198648	0.9022665	0.26049364	0.9469321	0.9243569	0.8826725	0.9631066	0.74854374	0.8985732	0.77589136	0.7844307	0.8945149	0.9673265	0.4987048	0.6709745	0.7915902	0.83682877	0.69704926	0.84066117	0.627468	0.85728085	0.8541453	0.92640644	0.7451016	0.0	0.8619773	0.84733146	0.91521686	0.87262094	0.68590033	0.86985683	0.8108903	0.94872236	0.7573138	0.7929445	0.936976	0.9162451	0.7254307	0.8136106	0.7365116	0.7430311	0.87049335	0.76614857	0.9566485	0.6629034	0.47104293	0.70081604	0.5159936	0.8466712	0.9506292	0.929776	0.6042682	0.85090685	0.9520038	0.8351799	0.6920843	0.91451967	0.7822526	0.79058695	0.8888574	0.9388107	0.877071	0.7829225	0.751237	0.7499305	0.95719624	0.83136606	0.88316166	0.8041263	0.84810346	0.9548581	0.83099604	0.8846553	0.82653826	0.90013343	0.7362828	0.8861789	0.9171744	0.7114246	0.8652032	0.7143425	0.8034712	0.81839854	0.8331863	0.87995476	0.9352387	0.7711179	0.8789622	0.87741613	0.8167207	0.8261788	0.87899435	0.7985339	0.84556484	0.9010525	0.8353847	0.7701959	0.5701165	0.6207684	0.8140116	0.90913075	0.8699987	0.76083434	0.66386724	0.8383693	0.8673818	0.9385656	0.97305053	0.93964875	0.60703385	0.72009015	0.77687097	0.8822734	0.65834755	0.83904576	0.92161083	0.78745717	0.75181234	0.8351896	0.87658113	0.77057993	0.66941947	0.8301957	0.8749909	0.8356363	0.60297704	0.80444205	0.6565362	0.7028158	0.85895044	0.81199074	0.85771155	0.76072514	0.8693676	0.632839	0.5073846	0.88139427	0.9658028	0.2457214	0.86556464	0.8258428	0.7993561	0.6079557	0.8665488
geheel/adj	0.9527339	0.9612927	0.98300624	0.8346658	0.9595635	0.9808645	0.9885744	0.96972036	0.96027714	0.9912605	0.89450085	0.9386904	0.96559423	0.6901368	0.9534479	0.81553715	0.88922566	0.9192185	0.82450676	0.8376303	0.8503918	0.8026822	0.90104216	0.78580236	0.8490915	0.53966	0.5964308	0.96333855	0.79200184	0.8194101	0.5784565	0.8253711	0.8726991	0.8475832	0.7275033	0.55055374	0.76607114	0.9466505	0.6735912	0.94771254	0.6706608	0.7782493	0.8168253	0.8097992	0.8488827	0.69856226	0.71522754	0.9367179	0.85127753	0.69692016	0.8495988	0.72039723	0.8031179	0.9238484	0.78634685	0.8619773	0.0	0.6455006	0.58382857	0.6890129	0.7460927	0.7944764	0.5531476	0.92252064	0.9527606	0.90989965	0.81036973	0.9633395	0.86527026	0.6485942	0.75349504	0.78221065	0.8288712	0.6644297	0.8841769	0.7544948	0.9191275	0.67949164	0.9589676	0.79827714	0.962119	0.86312884	0.82659847	0.59161544	0.90162086	0.7973714	0.8159771	0.6676729	0.8722013	0.7490872	0.7368989	0.95093924	0.92538375	0.79651344	0.77799845	0.6952279	0.9535835	0.8931454	0.8736294	0.74825644	0.7513901	0.9428826	0.8201615	0.9081892	0.6611357	0.8917681	0.6292112	0.8481829	0.85425305	0.7898	0.8979671	0.7815177	0.76029724	0.67696774	0.6895277	0.9427986	0.8905293	0.88114727	0.8915139	0.8816959	0.7312577	0.63525724	0.62816954	0.7985353	0.80327487	0.83401465	0.5389961	0.9211233	0.68151575	0.78947735	0.81081474	0.9004426	0.6906253	0.80041665	0.78472435	0.88342816	0.75794804	0.91945684	0.9622756	0.8810517	0.68683517	0.70711106	0.8711432	0.5248916	0.5222937	0.87637866	0.8538226	0.5775889	0.6096122	0.9191546	0.7169905	0.9133716	0.9437192	0.74271774	0.81324464	0.6168866	0.70854014	0.6213345	0.7458019	0.7478942	0.9200609	0.918632	0.8777121	0.8037203	0.69546807	0.85755116	0.9392733	0.7913891	0.86376786	0.9424823	0.8436588	0.736674	0.8749585	0.81497014	0.78624684
geleidelijk/adj	0.9561709	0.90774715	0.9511277	0.8206708	0.84464836	0.8807617	0.9797062	0.9733988	0.94634867	0.9304793	0.92541355	0.9358781	0.90788484	0.66911876	0.9775065	0.76817477	0.8171909	0.80207187	0.76390946	0.80646396	0.7584966	0.65045	0.89631504	0.76630855	0.654207	0.59902203	0.7556801	0.9516234	0.6496376	0.7809932	0.6830277	0.5825212	0.6193706	0.8410036	0.80539864	0.64524215	0.86561	0.84248	0.64430225	0.76775783	0.72383857	0.66184026	0.6153877	0.69536245	0.81562746	0.5910964	0.61515033	0.8031479	0.7895508	0.81336963	0.71361774	0.5170033	0.7545568	0.7881417	0.81030726	0.84733146	0.6455006	0.0	0.74616873	0.64725125	0.8857312	0.7857019	0.6319418	0.8783112	0.89131725	0.7678944	0.7086457	0.9697277	0.8813854	0.7684799	0.7951664	0.78223634	0.68405294	0.8563651	0.67106736	0.6504601	0.88854915	0.7905116	0.94700664	0.6832739	0.78142786	0.8417963	0.78128797	0.55272055	0.7175368	0.83325493	0.74256754	0.8042074	0.646659	0.6904286	0.66152203	0.9632574	0.8147636	0.75002986	0.8851224	0.6828208	0.78842515	0.7704079	0.6295916	0.74569964	0.6707262	0.9239452	0.87521076	0.6712579	0.66733307	0.73344177	0.73102295	0.774652	0.78652775	0.64001435	0.8262731	0.71130633	0.5455052	0.72640556	0.7181698	0.86204123	0.6444466	0.7409245	0.8665698	0.8048374	0.7542886	0.5520383	0.67756546	0.80094147	0.8126153	0.6694589	0.65624106	0.8722962	0.7016786	0.6046022	0.8141613	0.8774408	0.47386408	0.5663288	0.9165063	0.7400688	0.7911936	0.7745896	0.8993878	0.67588544	0.59005755	0.7938762	0.82067716	0.73670375	0.6831658	0.6246042	0.7587383	0.47972357	0.7293606	0.933337	0.68783754	0.74968743	0.8423578	0.7367426	0.75156057	0.8719319	0.66175467	0.8612552	0.5504974	0.6361755	0.681756	0.8707607	0.71332383	0.8049518	0.47621667	0.69321084	0.7323416	0.80444664	0.7968794	0.87056106	0.6531836	0.6276691	0.8185769	0.6470767	0.7752066
geloof/noun	0.9818781	0.97445947	0.9389868	0.8915428	0.94351	0.75679445	0.99730164	0.99745923	0.96416473	0.99943227	0.92614114	0.9934819	0.98692983	0.71585965	0.9372087	0.90561986	0.84048593	0.94215435	0.8629237	0.8970298	0.6110844	0.811598	0.9472498	0.69030035	0.95648634	0.6718719	0.8531	0.99005675	0.75531787	0.92260146	0.6106684	0.9411548	0.97163945	0.9689591	0.85783064	0.3043763	0.9511008	0.9488812	0.75860643	0.97539383	0.8567995	0.67029285	0.98002064	0.9183294	0.9788943	0.59112215	0.7627747	0.9738905	0.9457465	0.8812504	0.91628194	0.7479054	0.8839043	0.96120036	0.843231	0.91521686	0.58382857	0.74616873	0.0	0.5146554	0.9566227	0.83338237	0.59841144	0.9235523	0.95675796	0.98553854	0.82760715	0.9775251	0.94369644	0.90751565	0.7687481	0.8475943	0.9433008	0.9470096	0.9315917	0.703342	0.95274436	0.90297157	0.9927009	0.6820425	0.9139299	0.93922365	0.96236604	0.59009135	0.95220995	0.87516236	0.86060154	0.46602196	0.88900226	0.7315781	0.9611313	0.9504426	0.84224916	0.92564416	0.9027235	0.5401486	0.9605005	0.9237756	0.96676534	0.78017724	0.91547847	0.92249554	0.9087306	0.9706026	0.829801	0.87076145	0.90763736	0.6706964	0.8246643	0.8275249	0.90177876	0.6785697	0.8723242	0.81600255	0.6513432	0.9664333	0.9777131	0.92097896	0.9047894	0.94461775	0.85784006	0.9641866	0.55478585	0.73129207	0.7608665	0.88930607	0.38781166	0.9217913	0.797114	0.8555812	0.9516953	0.98127985	0.9082798	0.94151	0.9043771	0.7907498	0.76771486	0.958629	0.96576315	0.95835423	0.8512547	0.9350473	0.8382066	0.4641772	0.53180194	0.9675973	0.9280181	0.674379	0.7492993	0.9688944	0.5936222	0.9700732	0.9598349	0.868529	0.89004564	0.80976653	0.8609222	0.894276	0.8850549	0.8527918	0.8592609	0.97510767	0.9369574	0.771778	0.87400705	0.8555007	0.9651396	0.77828985	0.92711776	0.97835094	0.9398697	0.9211481	0.9617442	0.96264094	0.4342125
geloofwaardigheid/noun	0.9336618	0.98492426	0.9657973	0.94552886	0.8900273	0.9161746	0.99268335	0.9875125	0.9570589	1.0	0.7219809	0.9647102	0.91696316	0.3433712	0.9624331	0.9191884	0.9370614	0.9060078	0.83268034	0.90063715	0.6101312	0.8501561	0.962054	0.62888885	0.9242616	0.6366793	0.90971696	0.98725986	0.7932022	0.8927075	0.5563997	0.8718233	0.8980553	0.94476795	0.87637776	0.43996024	0.9494288	0.9469721	0.6225594	0.9429617	0.79089016	0.76870596	0.90252805	0.94757926	0.9372516	0.6907511	0.68653744	0.92868483	0.8866868	0.8749119	0.81207746	0.8228743	0.88255316	0.93438196	0.7570678	0.87262094	0.6890129	0.64725125	0.5146554	0.0	0.9091171	0.846528	0.33449554	0.91327715	0.91417134	0.9597863	0.8285091	0.903092	0.8725823	0.94759524	0.78483284	0.8116399	0.7766162	0.8562211	0.9051286	0.8352259	0.9386694	0.82815355	0.9768813	0.81822664	0.92080855	0.7297585	0.9173313	0.68501234	0.950469	0.7191899	0.746019	0.8420356	0.9295144	0.7471869	0.8662103	0.9129944	0.83557963	0.83977604	0.9433976	0.59643316	0.88910055	0.92318803	0.92117333	0.85483146	0.90541804	0.94338024	0.8858031	0.96842396	0.852437	0.8772445	0.8329575	0.5154015	0.8422916	0.7944535	0.87081754	0.63809335	0.84928346	0.68470013	0.52161574	0.8075563	0.93970203	0.9011761	0.9002906	0.8895005	0.6172638	0.89853704	0.38957506	0.77754	0.5254315	0.8945972	0.5305868	0.8580182	0.6956601	0.83098185	0.8645512	0.93919206	0.8931753	0.876253	0.88327265	0.8979263	0.93318194	0.94740623	0.8922304	0.9105795	0.7387528	0.83652246	0.9079399	0.55919653	0.48021966	0.9304743	0.92904705	0.7692261	0.6652001	0.9578042	0.6058385	0.87860477	0.9151405	0.8046791	0.89014006	0.7242369	0.7546805	0.8376482	0.8653007	0.86420554	0.7461158	0.88180655	0.87145483	0.88631105	0.8309523	0.77641785	0.92039716	0.81804025	0.9062087	0.9341882	0.83413154	0.7681813	0.95829767	0.90729445	0.63470614
gemeente/noun	0.8958664	0.5428884	0.8946588	0.9589033	0.93434906	0.98121053	0.85883373	0.88479507	0.9082058	0.9946579	0.9880363	0.92743623	0.86779046	0.8971036	0.8522338	0.9368834	0.9422974	0.8456	0.93917733	0.96871054	0.6991025	0.95050836	0.8924388	0.70006466	0.84387136	0.7228329	0.75943744	0.9672225	0.95330256	0.82117206	0.8186598	0.89216524	0.8857043	0.69384474	0.97899264	0.8720899	0.9462609	0.9390325	0.7967018	0.9719414	0.8024334	0.8890667	0.86225456	0.82970434	0.80401516	0.6436551	0.8924887	0.94584185	0.84110564	0.76098126	0.7565256	0.90963614	0.90746146	0.9641684	0.76054794	0.68590033	0.7460927	0.8857312	0.9566227	0.9091171	0.0	0.90036905	0.83947337	0.97236454	0.68941545	0.91051733	0.901196	0.9938102	0.8231923	0.9137742	0.8235391	0.7704221	0.94495785	0.673473	0.9716062	0.7930973	0.68655	0.86876917	0.69044435	0.934318	0.9968078	0.8538684	0.89286083	0.9215882	0.9546044	0.84745324	0.88470495	0.88027143	0.88794136	0.8213306	0.8352916	0.9149273	0.96599275	0.7355297	0.7148071	0.9507158	0.962756	0.8950404	0.9029638	0.89747095	0.8923236	0.97224927	0.9287645	0.9140671	0.90780944	0.94075125	0.82982534	0.76347625	0.9277256	0.86979103	0.92915833	0.8757557	0.88357246	0.89043444	0.6463405	0.93964213	0.927922	0.72380185	0.90952194	0.9311986	0.7932195	0.8859074	0.912844	0.87153244	0.9520629	0.96630585	0.89552	0.61041254	0.7673743	0.82572	0.8768674	0.91396695	0.94162154	0.95869017	0.51235515	0.9517342	0.8943494	0.93276703	0.96419394	0.91639084	0.71260405	0.826164	0.7544767	0.82576334	0.6792686	0.9602865	0.935766	0.93248504	0.7848824	0.83803326	0.8855641	0.8959279	0.63092077	0.8291271	0.9074399	0.8095099	0.5808042	0.7266234	0.8228005	0.8967017	0.953618	0.92900115	0.9126519	0.8394635	0.9424659	0.70205307	0.7286099	0.87974125	0.9413554	0.6913933	0.94047755	0.88353837	0.83475757	0.75283813	0.8662049
geraakt/adj	0.7769543	0.8366958	0.812415	0.9235118	0.941618	0.8923616	0.8758917	0.77471554	0.91958076	0.9167876	0.7320037	0.83558804	0.7139073	0.8643169	0.8393125	0.7243907	0.6680244	0.7102164	0.8017593	0.7272017	0.9487727	0.5524053	0.8442565	0.80540526	0.82187027	0.8146651	0.85441315	0.9877511	0.9015854	0.8650981	0.76629835	0.8429689	0.80461913	0.93814796	0.87603265	0.8910193	0.8313591	0.689137	0.6105659	0.72951615	0.7587153	0.8072766	0.8683276	0.7113385	0.89408517	0.6882522	0.7220367	0.72337085	0.7094159	0.7057934	0.8171628	0.63272834	0.7496518	0.87826794	0.83067256	0.86985683	0.7944764	0.7857019	0.83338237	0.846528	0.90036905	0.0	0.834645	0.63668454	0.6928254	0.851161	0.6820254	0.81502044	0.8401202	0.861469	0.88945913	0.7522345	0.81255555	0.94387144	0.8615786	0.7966321	0.93719155	0.87761813	0.9332492	0.81745505	0.7752368	0.90314007	0.8870354	0.8235074	0.76938826	0.88055706	0.75856066	0.8682237	0.7667815	0.80404824	0.7864405	0.60919523	0.7139988	0.89611924	0.76617503	0.832954	0.74858826	0.716069	0.74261904	0.8312719	0.8741061	0.77163756	0.85457206	0.7797016	0.78726715	0.80767536	0.76380944	0.91077733	0.69776624	0.8570329	0.8358807	0.7777783	0.6102776	0.7588675	0.850976	0.80256826	0.8290272	0.87507975	0.9147176	0.7242583	0.7793682	0.8832683	0.83145285	0.9012144	0.7535858	0.6781385	0.8436816	0.9357234	0.74070567	0.8253854	0.7824154	0.93428403	0.8433211	0.74457955	0.8677164	0.6955172	0.70066154	0.9001864	0.81909966	0.7435019	0.85897416	0.80294013	0.79605144	0.86150134	0.8013436	0.83280194	0.6878998	0.85098475	0.80335	0.9628231	0.7650001	0.88933223	0.86255276	0.7233783	0.8751197	0.91539603	0.78214955	0.75996363	0.64640534	0.7459081	0.80760056	0.9584745	0.86579317	0.7504218	0.6518028	0.8555745	0.864757	0.88258517	0.884956	0.82546675	0.84710395	0.70092595	0.88101184	0.6494622	0.76954806
gezag/noun	0.96476567	0.95453584	0.995782	0.9086202	0.9118761	0.93509126	0.9837033	0.99755377	0.93922657	0.98976505	0.8625523	0.9732012	0.98757714	0.33971286	0.99893993	0.91910446	0.93588555	0.95725983	0.7945613	0.95382255	0.58892286	0.86638623	0.9896254	0.52640575	0.94698054	0.5039879	0.7241677	0.96002823	0.8279826	0.8752907	0.5571028	0.83846414	0.8750814	0.87852764	0.82360184	0.4755863	0.9306822	0.9782298	0.6475153	0.9653194	0.7621422	0.7715727	0.86904675	0.9456275	0.8667233	0.68325734	0.7847819	0.9100582	0.7934952	0.933869	0.8519772	0.82576513	0.89037055	0.9239193	0.68557227	0.8108903	0.5531476	0.6319418	0.59841144	0.33449554	0.83947337	0.834645	0.0	0.8934501	0.8978069	0.8863648	0.8546126	0.9544762	0.91575354	0.84251535	0.76516384	0.8055251	0.8570343	0.9163225	0.9163943	0.74658054	0.8846029	0.8290206	0.98013	0.81535673	0.9444163	0.8377998	0.8723256	0.64375997	0.9536184	0.542144	0.66312873	0.67309594	0.91292024	0.82175165	0.8251399	0.9920494	0.9417623	0.8210194	0.87237483	0.6026003	0.9269643	0.85477835	0.8897496	0.91783744	0.84333456	0.9730908	0.7904011	0.92243725	0.8398009	0.88321537	0.70186234	0.48232204	0.9034746	0.7929875	0.8876317	0.6394808	0.8147228	0.59169906	0.44111425	0.89000416	0.9293244	0.8145405	0.9212775	0.87466514	0.6169177	0.7858474	0.3465224	0.811598	0.6241926	0.8480476	0.5309197	0.7550069	0.76798606	0.77576923	0.82579	0.9511176	0.8512156	0.83013004	0.84778166	0.887627	0.8983054	0.9604286	0.95422584	0.90699995	0.7061921	0.82605183	0.94740367	0.67531896	0.49225068	0.84524846	0.8819837	0.733871	0.5457555	0.9743573	0.5749692	0.8134025	0.90605426	0.78217524	0.8248707	0.6431046	0.7537771	0.7784289	0.7581318	0.845238	0.8989947	0.8441499	0.9204915	0.89497864	0.8009426	0.7836299	0.85106677	0.85321975	0.9455426	0.82676035	0.88577527	0.7317162	0.9534495	0.82562315	0.67102194
gisteren/adv	0.796238	0.9351595	0.8898239	0.8756922	0.8584136	0.94685656	0.8891491	0.8381879	0.8462335	0.84459436	0.9173007	0.7737611	0.8549096	0.86846906	0.8995288	0.4100011	0.64046127	0.8571465	0.8950782	0.5236543	0.9912093	0.8725842	0.5888142	0.840605	0.9204246	0.8238852	0.91460294	0.9872251	0.7749856	0.89536333	0.7322669	0.86906075	0.86096996	0.8797454	0.95869625	0.98293054	0.8491638	0.7658198	0.8678124	0.90475446	0.77556634	0.64343977	0.8751264	0.5943297	0.92893237	0.8519829	0.61102104	0.8427871	0.8375247	0.53277993	0.92224175	0.86055523	0.42034155	0.8649153	0.85014755	0.94872236	0.92252064	0.8783112	0.9235523	0.91327715	0.97236454	0.63668454	0.8934501	0.0	0.769433	0.44443852	0.8072327	0.75384295	0.97189367	0.8761363	0.7963613	0.7960967	0.82241213	0.8387543	0.6799636	0.73720694	0.95713186	0.7182608	0.9896146	0.7021665	0.9130275	0.9859132	0.8913294	0.9314308	0.7858765	0.7718879	0.70150006	0.9880843	0.58077794	0.93585044	0.88149005	0.7687902	0.8195637	0.94900566	0.65843177	0.97744393	0.82972103	0.5386425	0.83817494	0.95740557	0.6847034	0.85907793	0.9516019	0.92523456	0.86335635	0.5467621	0.9102097	0.88519007	0.6921987	0.7989783	0.95072526	0.8526353	0.6212392	0.8984647	0.94824994	0.90616214	0.8442185	0.9414125	0.8908825	0.8658306	0.7965993	0.96444464	0.86876816	0.9616443	0.9154984	0.827762	0.9722057	0.7359234	0.90326715	0.895145	0.74197626	0.8017508	0.883779	0.9642391	0.93124044	0.40794796	0.69683534	0.8249092	0.9133278	0.86226535	0.8674613	0.9383698	0.9006459	0.96676403	0.7013127	0.5461421	0.21357107	0.9511358	0.92421544	0.9465297	0.6656376	0.74049723	0.9349711	0.9201739	0.87065417	0.72882754	0.8701676	0.7405246	0.80247843	0.6992601	0.8880762	0.9246048	0.93578166	0.7205121	0.69598436	0.90229434	0.9189674	0.95764124	0.8597329	0.93066317	0.90785384	0.74532014	0.85302126	0.8868067	0.9797963
