	36-jarige/adj	Amerikaans/adj	Amsterdams/adj	Champions/noun	aan/adj	aandeel_beurs/noun	afgelopen/adj	alles/noun	allicht/adv	autonomie/noun	balans/noun	ben/verb	beurs_fonds/noun	bevolking_groep/noun	bezoeker/noun	bilateraal/adj	blessure/noun	blijk/verb	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	contract_uur/noun	dak/noun	democratie/noun	dien/verb	doelman/noun	echter/adv	economie/noun	eer/noun	effect_beurs/noun	electrisch/adj	enigszins/adv	enkel_blessure/noun	ere/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fiets/noun	fonds/noun	fout_DIM/noun	gebied/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	geschonden/adj	gezag/noun	gezondheid_probleem/noun	gisteren/adv	gisterenavond/adv	glorie/noun	goed/adj	golfer/noun	griep/noun	griep_aanval/noun	hart_operatie/noun	helemaal/adv	help/verb	help_mee/verb	herneem/verb	iets/adv	ingreep/noun	installatie/noun	intussen/adv	kan/verb	kerk_toren/noun	kiezer/noun	kliniek/noun	knie_operatie/noun	koers_val/noun	kom_terug/verb	kosten/noun	kraan/noun	krachtig/adj	kwetsuur/noun	laat/adj	laat/verb	land/noun	leiding/noun	letsel/noun	lever/noun	lever_in/verb	licht/adj	lies_blessure/noun	lijk/verb	maand/noun	markt/noun	mede/adv	meer/adv	meteen/adv	middag/noun	middenvelder/noun	misstap/noun	moet/verb	mogelijk/adj	momenteel/adj	muur/noun	naai/verb	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nodig/adj	nog/adv	norm/noun	normaal/adj	olie_prijs/noun	onafhankelijkheid/noun	onbemand/adj	onderhoud/verb	onmiddellijk/adj	oorspronkelijk/adj	op_doffer/noun	opening_fase/noun	operatie/noun	opereer/verb	opnieuw/adv	orde/noun	oud/adj	paars_wit/adj	pas/adv	pas_aan/verb	patiënt/noun	patiënte/noun	ploeg/noun	politiek/noun	populatie/noun	probeer/verb	redelijk/adj	reliëf/noun	reputatie/noun	rij_richting/noun	rust/noun	samenleving/noun	sars/noun	schade/noun	schouder_blessure/noun	situatie/noun	slecht/adj	sluit_post/noun	snel/adj	spectaculair/adj	spel_maker/noun	staat/noun	stijl/noun	strand/verb	systeem/noun	termijn/noun	terug/adv	thuis/adv	thuisploeg/noun	tijd/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	trauma/noun	val_partij/noun	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veerkrachtig/adj	veiligheid/noun	verbeter/verb	verbetering/noun	vergeef/verb	vertrouwen/noun	vervolgens/adv	voet_blessure/noun	voldoende/adj	voldoende/adv	volk/noun	volledig/adj	voorlopig/adj	vrijwel/adv	waarschijnlijk/adj	wat/adv	water_kanon/noun	water_kwaliteit/noun	weeg/verb	weer/adv	wegdek/noun	wereld_gemeenschap/noun	wil/verb	winstwaarschuwing/noun	wonderbaarlijk/adj	woning/noun	word/verb	zal/verb	ziekenhuis/noun	ziekte/noun	zodanig/adj	zuiverheid/noun
opereer/verb	0.6904745	0.82762825	0.7827491	0.87295675	0.8930701	0.8724214	0.8124038	0.8310578	0.63271105	0.76187766	0.8747648	0.76252294	0.8859453	0.81653774	0.8610764	0.8775386	0.68067646	0.6800393	0.6054237	0.86040956	0.91964	0.8328772	0.8802178	0.96305573	0.83105946	0.63200843	0.76125914	0.66518563	0.88186765	0.93966264	0.8961379	0.9210714	0.9093623	0.6077615	0.8835646	0.6925978	0.7859136	0.6538713	0.82302666	0.89929575	0.8413784	0.85155475	0.75658876	0.8741803	0.63527876	0.79942685	0.89276016	0.7669783	0.8666887	0.7911112	0.8463594	0.7506069	0.694908	0.7950984	0.72321427	0.9708719	0.8414551	0.8281509	0.78647727	0.76338845	0.5024215	0.8843218	0.6051972	0.9023033	0.6271428	0.91417867	0.51970816	0.9341569	0.7473556	0.7256154	0.954413	0.86691666	0.48884624	0.54317427	0.88598025	0.7530194	0.7052289	0.85191387	0.76516014	0.6360539	0.84445214	0.788768	0.8274973	0.779368	0.51635855	0.5705148	0.7687268	0.6761886	0.65703547	0.7146697	0.8346312	0.84843874	0.76889753	0.77090085	0.83721304	0.8791702	0.7002324	0.8672476	0.616362	0.69049466	0.61765647	0.9599043	0.69504964	0.83376384	0.77063596	0.8402495	0.7648834	0.59958065	0.81211513	0.87291336	0.67192787	0.8739147	0.81980836	0.9133975	0.8247176	0.71804655	0.85572326	0.9624132	0.85765254	0.35796964	0.0	0.76603144	0.7886261	0.8628337	0.8019559	0.7455189	0.7181425	0.44820893	0.55344415	0.84593755	0.8389964	0.77144176	0.8483628	0.8039838	0.8507763	0.88587826	0.8214987	0.8261647	0.8312614	0.7524024	0.7174642	0.67492825	0.7913298	0.87042505	0.85176885	0.72799003	0.7510675	0.661517	0.79411757	0.818764	0.90040857	0.79284763	0.6935987	0.6932836	0.6055187	0.8747746	0.90530455	0.6677084	0.64073086	0.5855267	0.8091495	0.77088195	0.70772064	0.8341873	0.87599796	0.79529	0.8617195	0.8016261	0.7157028	0.8405805	0.8537921	0.83500904	0.6473496	0.6129953	0.67362314	0.6363877	0.8449402	0.6062533	0.84699774	0.70218635	0.7152691	0.8846618	0.9651073	0.902162	0.8589304	0.7892474	0.83269763	0.767124	0.8731377	0.8695572	0.8106464	0.87073517	0.5910777	0.6933425	0.3475116	0.6373231	0.68237925	0.9408042
opnieuw/adv	0.8167587	0.74797237	0.7206743	0.63827443	0.88264513	0.7276275	0.66080153	0.72797567	0.61137426	0.84458494	0.6606635	0.78685033	0.6434611	0.742506	0.5908749	0.8094158	0.7507045	0.7720364	0.7434088	0.9266251	0.68752605	0.8821475	0.69002223	0.9261578	0.85695666	0.6129339	0.57903147	0.62416005	0.6981003	0.69979763	0.6564261	0.87032133	0.5531424	0.7311368	0.66954726	0.694108	0.5841589	0.8045022	0.6468201	0.8416393	0.60875785	0.724596	0.8192378	0.8019296	0.7378695	0.61388856	0.85972834	0.85260206	0.8921255	0.57567436	0.70385885	0.7400681	0.8194089	0.49099344	0.68307173	0.7108111	0.653551	0.88112444	0.7624922	0.73488206	0.79420155	0.6709341	0.7044786	0.71872336	0.53160256	0.68889254	0.8123259	0.9271508	0.6477513	0.7128263	0.94707406	0.7622637	0.7955066	0.7386732	0.65835124	0.48918647	0.723717	0.7572439	0.8584878	0.724864	0.70048445	0.5260482	0.80035317	0.8101144	0.7925242	0.7816455	0.6681417	0.6510656	0.71289444	0.63207275	0.6030307	0.57318723	0.6307291	0.74690205	0.5171522	0.75601554	0.62181973	0.73806447	0.54457784	0.7069383	0.63080275	0.9062894	0.7537771	0.73597395	0.62371135	0.6892692	0.83606005	0.74084365	0.6414434	0.85850495	0.7079929	0.6173657	0.84000003	0.9081108	0.8271066	0.6200193	0.7955321	0.578794	0.7291567	0.7181028	0.76603144	0.0	0.73640954	0.6545317	0.55526274	0.5505042	0.82560754	0.7789137	0.8666706	0.553731	0.8183204	0.81339866	0.63554054	0.65795004	0.8614055	0.8612604	0.7878492	0.52091026	0.81382006	0.87958086	0.7944612	0.719293	0.87653184	0.7743208	0.8160863	0.641353	0.77320385	0.60500836	0.86632705	0.78453135	0.68039715	0.8019048	0.70658684	0.4397576	0.76893	0.60271716	0.6631918	0.7274853	0.6571302	0.82714844	0.7126875	0.88060784	0.7384058	0.64933383	0.6086521	0.71713376	0.8706053	0.83110225	0.72979057	0.84374267	0.8884013	0.74682796	0.6448832	0.6863305	0.74878335	0.826413	0.86290157	0.6660779	0.60488737	0.7119521	0.66183317	0.60349596	0.8088376	0.9728608	0.6310274	0.30855066	0.84429455	0.8264468	0.80678546	0.61385584	0.77947587	0.91808116	0.62723136	0.655331	0.8017124	0.7840195	0.62862575	0.8006191
orde/noun	0.9241723	0.9199984	0.9422807	0.90497154	0.8365985	0.91366315	0.9765009	0.69023216	0.8519217	0.8345204	0.6409927	0.7140851	0.92185706	0.8239734	0.5937964	0.86216825	0.87071174	0.86777174	0.9633313	0.86940336	0.93511796	0.94168264	0.8733385	0.89032775	0.76192117	0.7151816	0.75114334	0.66520715	0.80640596	0.96146894	0.9414149	0.92264766	0.71733624	0.797528	0.8597485	0.692519	0.9245269	0.82827806	0.5759729	0.86642927	0.91638106	0.817457	0.7523414	0.87508625	0.83530736	0.711392	0.8680753	0.75399685	0.8548916	0.68255717	0.82135963	0.69647634	0.9212128	0.98011374	0.8242481	0.95196384	0.7316092	0.9439703	0.8795949	0.9215937	0.90203243	0.80671686	0.83465576	0.84359705	0.85087764	0.7674651	0.8406564	0.8871875	0.8905319	0.63862205	0.9973806	0.86768204	0.9088294	0.898233	0.9364753	0.82692736	0.812164	0.82762486	0.81869656	0.8570467	0.9455572	0.7044089	0.84860784	0.6985791	0.9181568	0.8952692	0.8527124	0.8456254	0.8227871	0.679402	0.95733917	0.9000342	0.83198744	0.78249013	0.7863904	0.9613742	0.8711972	0.8856193	0.6968751	0.782361	0.80258983	0.9887243	0.9268633	0.7165753	0.7912834	0.77240586	0.7171994	0.6823913	0.6050234	0.70458794	0.8032632	0.89869076	0.8457407	0.8121414	0.89545596	0.8407353	0.93014413	0.6958797	0.80219436	0.9056725	0.7886261	0.73640954	0.0	0.94789594	0.71548223	0.77480674	0.8110926	0.8558108	0.9815334	0.72810876	0.8263327	0.8285897	0.63407314	0.7108353	0.94404423	0.82370776	0.9094384	0.63698155	0.7034471	0.88764644	0.88735116	0.87033325	0.85342616	0.94837075	0.69693816	0.79912823	0.92440695	0.79321605	0.73920536	0.9571143	0.86418664	0.8010109	0.7799696	0.7582781	0.92428565	0.6836659	0.85161114	0.8130362	0.7738118	0.9047185	0.7993595	0.9435697	0.9481207	0.92424273	0.8389995	0.77802557	0.9350029	0.6086073	0.7180518	0.7818698	0.85580283	0.7749615	0.8445458	0.80099314	0.5551269	0.83415365	0.73429155	0.81207407	0.7896805	0.88635784	0.916482	0.73090214	0.89152867	0.8078617	0.8993079	0.704317	0.9475854	0.80274093	0.82761043	0.93768257	0.8489607	0.9108713	0.7752464	0.81663084	0.9651083	0.9564842	0.70682544	0.8388337
oud/adj	0.97533697	0.78992885	0.7781298	0.9936193	0.86907804	0.8763309	0.8252126	0.94859433	0.90295744	0.8652499	0.9047389	0.88838863	0.9819274	0.9141924	0.9136089	0.961655	0.9123682	0.859815	0.7437622	0.97175723	0.8896694	0.9393081	0.9543274	0.692528	0.8071409	0.71458745	0.93056804	0.90018535	0.8933245	0.59947026	0.94276196	0.7689551	0.8123042	0.9351978	0.3414231	0.93484503	0.87386537	0.9184128	0.88421607	0.80486953	0.93850964	0.96899444	0.88126236	0.5670669	0.56947356	0.77715343	0.76721513	0.9356072	0.8520406	0.6347874	0.92430794	0.89227945	0.90026623	0.9821624	0.81466943	0.5211953	0.87431335	0.91586185	0.94821024	0.902788	0.9357008	0.68067664	0.87523705	0.8599255	0.68268424	0.8990288	0.8883348	0.7846319	0.7753981	0.9020312	0.7459165	0.9147306	0.8638463	0.8763011	0.9490371	0.7642102	0.864845	0.814672	0.78442246	0.8948425	0.85508764	0.8900353	0.82905316	0.865402	0.90959513	0.96371514	0.9751446	0.8516427	0.94109076	0.78034174	0.9345479	0.9261453	0.88236254	0.91213995	0.9074325	0.88073635	0.9042146	0.9799719	0.8252626	0.90330565	0.81580657	0.69594514	0.92152023	0.79364663	0.82848644	0.91011757	0.9396741	0.87904656	0.8980013	0.78447723	0.88856715	0.9009125	0.92313176	0.9036482	0.80377007	0.8895555	0.45973235	0.9708409	0.99977064	0.89517146	0.8628337	0.6545317	0.94789594	0.0	0.9855174	0.8657925	0.7546803	0.9452142	0.98973644	0.9472207	0.8139249	0.91989785	0.8712548	0.8973614	0.86031735	0.89241856	0.8619405	0.9505987	0.81970876	0.9145163	0.76347846	0.91696537	0.9668304	0.83525395	0.9619691	0.8372444	0.7337321	0.9527147	0.842135	0.67329586	0.9186018	0.8279234	0.88049364	0.6321121	0.9063053	0.9734558	0.8815482	0.7262794	0.77273345	0.8296906	0.5173763	0.8883457	0.85905683	0.8762415	0.9207179	0.7789839	0.79530996	0.87094414	0.85052663	0.8679812	0.94641286	0.889156	0.8614286	0.9029083	0.90138906	0.9151602	0.8291842	0.66690874	0.83880997	0.85975367	0.8705418	0.8907279	0.96151114	0.95236343	0.84382284	0.57974064	0.89838016	0.85384804	0.7797032	0.9551825	0.8895662	0.812528	0.71454924	0.8579588	0.93381643	0.88846827	0.78891695	0.8917457
paars_wit/adj	0.5575013	0.9746532	0.8316252	0.5906576	0.9381516	0.8745867	0.8717782	0.9088858	0.7383034	0.8666579	0.63696706	0.7215576	0.7997681	0.76387125	0.53151035	0.8587649	0.7251897	0.78455925	0.915115	0.871341	0.9407988	0.96159744	0.80809724	0.9808068	0.9273347	0.7991204	0.44756234	0.5959855	0.88520443	0.7758317	0.77503073	0.89915276	0.68340325	0.5998011	0.9090159	0.84908915	0.8157506	0.9540806	0.59897006	0.9404179	0.82573694	0.5714489	0.9245765	0.97017324	0.9234244	0.79267246	0.9814737	0.89243656	0.9479456	0.7340275	0.76929146	0.8663488	0.9235162	0.83982193	0.73945415	0.85598886	0.49046743	0.89120924	0.7909208	0.7412238	0.8470652	0.8276772	0.9497255	0.9177677	0.72604346	0.8525882	0.9236759	0.9419174	0.8634763	0.79238826	0.98394996	0.90725756	0.9468881	0.6539974	0.94507205	0.7864398	0.85472554	0.88170266	0.8337761	0.7239182	0.83055025	0.73572	0.89614594	0.82345754	0.92360556	0.8878544	0.8715482	0.840615	0.6105777	0.67202353	0.9295268	0.88044024	0.8596697	0.8139923	0.6148353	0.9441333	0.6409074	0.7116456	0.7240637	0.94498974	0.71310794	0.9315885	0.965324	0.7964465	0.7588893	0.82294905	0.765332	0.8783504	0.6650686	0.88808185	0.78044444	0.9035677	0.89646715	0.96570885	0.82707095	0.7108537	0.97960234	0.46838945	0.54347795	0.8583312	0.8019559	0.55526274	0.71548223	0.9855174	0.0	0.7919321	0.8609506	0.92028624	0.9843896	0.43697035	0.9739822	0.8100937	0.785481	0.71834105	0.9426362	0.7934946	0.94319284	0.44458735	0.8392353	0.9738187	0.8932535	0.7042006	0.89564717	0.8011042	0.7886243	0.8217429	0.8984146	0.36458504	0.9277075	0.9542715	0.5839591	0.88617635	0.8073317	0.7111928	0.94459516	0.5470294	0.78535885	0.8797229	0.8224277	0.9193879	0.8466275	0.95694214	0.9270535	0.8947243	0.8495084	0.91224307	0.9557625	0.80686235	0.89020425	0.9564007	0.9319583	0.8357368	0.7969413	0.6437157	0.83540344	0.9068257	0.9264714	0.8647584	0.63406837	0.84747756	0.90488636	0.79511535	0.87662756	0.8321164	0.8434702	0.71940374	0.9195911	0.9124183	0.91131425	0.8999124	0.8162601	0.965397	0.9098964	0.85350895	0.97465575	0.9843055	0.8367996	0.7912081
pas/adv	0.89221746	0.95548385	0.9760684	0.71440136	0.6806687	0.87470305	0.6891588	0.8456732	0.5945507	0.9389812	0.7915716	0.7695942	0.86008364	0.9173261	0.61253124	0.9265152	0.64558053	0.7603396	0.8296833	0.93402183	0.90107924	0.96541035	0.7632231	0.9642265	0.9455036	0.82884115	0.6931615	0.63658684	0.88492376	0.9283107	0.9489566	0.97016114	0.735191	0.6674994	0.9465286	0.68406606	0.8732412	0.8109254	0.7322594	0.89555043	0.86232996	0.8147588	0.85646707	0.9481504	0.814248	0.669464	0.9733517	0.92030376	0.9350572	0.82676804	0.95664644	0.88501954	0.65348405	0.7751692	0.77516204	0.9395213	0.8364115	0.89518106	0.7754793	0.7432121	0.744297	0.719869	0.8010266	0.8963312	0.6610694	0.7238653	0.73581517	0.9558012	0.784899	0.74974495	0.9498829	0.9443932	0.90301657	0.6439892	0.81671405	0.40326154	0.7633013	0.8478221	0.89062786	0.70999986	0.45722413	0.7275232	0.932443	0.91986495	0.82755756	0.82910675	0.93754035	0.69549966	0.68691075	0.6658672	0.56074035	0.8711415	0.7995583	0.682341	0.7331284	0.47068298	0.62719554	0.82627344	0.6879759	0.8294498	0.706621	0.9496103	0.9088765	0.86555624	0.66971195	0.48072302	0.7899928	0.73987246	0.5117762	0.9559143	0.7811337	0.8486097	0.9059291	0.91103804	0.9720648	0.8467513	0.9088788	0.7105273	0.87265337	0.6714351	0.7455189	0.5505042	0.77480674	0.8657925	0.7919321	0.0	0.8291323	0.76131594	0.7706096	0.71168864	0.9696725	0.82566524	0.8086959	0.7459706	0.9049564	0.9942312	0.8611207	0.67736804	0.9434767	0.80402154	0.859212	0.6773248	0.8931605	0.93647337	0.80261195	0.7400217	0.9125957	0.7597508	0.96499527	0.94356877	0.783875	0.8486836	0.7279941	0.65310484	0.709342	0.6259746	0.5714145	0.82195544	0.72059745	0.84967136	0.92785007	0.9157576	0.7664225	0.6884922	0.86758584	0.7076076	0.84866834	0.87013334	0.83116245	0.8591116	0.89821965	0.89522207	0.7720182	0.6890106	0.7718076	0.7211652	0.9907944	0.7491325	0.67616504	0.8213251	0.55767286	0.596697	0.9155	0.9607451	0.87400335	0.5088502	0.9077382	0.91745853	0.8993033	0.8670893	0.83449066	0.95168877	0.67795	0.60159534	0.7839245	0.724262	0.86135584	0.90767395
pas_aan/verb	0.7993736	0.8554185	0.90966624	0.90175444	0.8227561	0.8902507	0.91316897	0.7990995	0.7882173	0.8909395	0.7524695	0.66982526	0.9183854	0.73837435	0.8963942	0.8169714	0.80440915	0.81027615	0.84741473	0.687317	0.88544047	0.7781459	0.9780594	0.83653325	0.73422784	0.49571073	0.93992424	0.59497046	0.79753315	0.9474065	0.9531658	0.7502075	0.7883753	0.84312356	0.77830094	0.6890633	0.81800956	0.7474725	0.70562446	0.85677123	0.8222387	0.8195783	0.79754835	0.6797452	0.6981705	0.72996604	0.90743136	0.8359928	0.7180122	0.8324769	0.86516607	0.77009654	0.8120967	0.9743114	0.8382055	0.9019898	0.8455521	0.88894224	0.90323687	0.8561028	0.906116	0.7843488	0.72630715	0.64689416	0.81059396	0.73935866	0.72674394	0.7294532	0.73418623	0.6054847	0.90489006	0.8385787	0.89555943	0.9251159	0.8509841	0.89595264	0.57998073	0.7675217	0.66212213	0.8488748	0.8986782	0.8842504	0.7780316	0.9145749	0.8287154	0.8089836	0.7767793	0.8701561	0.8385549	0.82996285	0.9483892	0.85627747	0.86317587	0.7674053	0.8870291	0.8455943	0.95563734	0.7923303	0.60971844	0.68559	0.7774749	0.88636476	0.8615513	0.79094917	0.78334373	0.95645565	0.6180933	0.8130536	0.82407194	0.62954015	0.72086346	0.86561173	0.8715478	0.7994108	0.73191714	0.7820178	0.7467376	0.8508465	0.9429634	0.8256399	0.7181425	0.82560754	0.8110926	0.7546803	0.8609506	0.8291323	0.0	0.7573959	0.9471277	0.9184909	0.80066407	0.6294812	0.7872354	0.7631503	0.8071006	0.88662314	0.6444962	0.87717664	0.66831064	0.94986635	0.6644559	0.9028642	0.6770445	0.784217	0.8020381	0.69060284	0.80014205	0.9100469	0.6693693	0.7152631	0.98616046	0.45958155	0.64156544	0.7693774	0.8830035	0.8745275	0.8364868	0.6667148	0.6326932	0.6969111	0.85154724	0.9382523	0.88851345	0.79859495	0.9093653	0.8209386	0.84576404	0.6051384	0.45611912	0.6183865	0.88294464	0.82718605	0.75650495	0.87108076	0.7796402	0.83571637	0.8830267	0.61364347	0.8225223	0.77605015	0.8007932	0.76504904	0.9066392	0.6581807	0.90412617	0.83065414	0.77516514	0.8198335	0.7649117	0.91606677	0.7162634	0.70006156	0.4525951	0.55350494	0.91669446	0.91576463	0.60232663	0.8523599
patiënt/noun	0.85447705	0.92303866	0.85635054	0.9618035	0.86032593	0.9074835	0.8439562	0.84827685	0.6766924	0.7898659	0.87603605	0.71834236	0.81799614	0.7485703	0.8882319	0.74285066	0.7106172	0.6031667	0.7024381	0.82690877	0.8791231	0.83998007	0.8691305	0.9280505	0.8057333	0.69998884	0.87066084	0.70592666	0.74436545	0.9749053	0.9579644	0.8826748	0.8649963	0.722812	0.9484332	0.6673727	0.8117492	0.5970073	0.83832645	0.91951895	0.8560232	0.9075294	0.62105787	0.8464304	0.7826524	0.8383858	0.9451569	0.83602244	0.71062285	0.85454345	0.8573079	0.77131385	0.56190336	0.84237635	0.6698055	0.93447196	0.8350673	0.8787487	0.58535206	0.85381913	0.4466291	0.8871336	0.45649445	0.8065814	0.79760456	0.8606976	0.38255548	0.86855096	0.73604304	0.54358995	0.9717115	0.8614717	0.45074254	0.70191485	0.92754686	0.71296966	0.62518084	0.899366	0.85062957	0.6375724	0.9136388	0.8054382	0.7926407	0.88275045	0.49314934	0.4473412	0.7895905	0.6503531	0.7054154	0.7194935	0.8214247	0.81522536	0.7090414	0.7481973	0.7597671	0.8742795	0.7294663	0.9060035	0.5415741	0.5143775	0.6910747	0.97139436	0.83785975	0.8042257	0.7156571	0.8240212	0.7369942	0.5366568	0.7980914	0.92125905	0.6390461	0.8981168	0.77539253	0.9241491	0.83276236	0.6755878	0.96468824	0.90905946	0.9085601	0.36476886	0.44820893	0.7789137	0.8558108	0.9452142	0.92028624	0.76131594	0.7573959	0.0	0.29388213	0.93228084	0.9043321	0.75352895	0.8001008	0.75218165	0.90860355	0.9113264	0.8381013	0.8707937	0.8129939	0.50318295	0.7694987	0.7662283	0.70255965	0.89494276	0.88943046	0.69192207	0.7748019	0.8618034	0.87289804	0.9212121	0.9474029	0.7772132	0.6525413	0.7259488	0.6308419	0.89699996	0.87114817	0.67877626	0.6027013	0.51727986	0.95847136	0.65648884	0.7541164	0.8388361	0.8901289	0.8495426	0.9021273	0.724733	0.67960346	0.77255815	0.9544557	0.8961802	0.77818173	0.69781953	0.711349	0.6349945	0.8657762	0.668389	0.78214973	0.8497655	0.5696334	0.8740747	0.9572363	0.79354763	0.8177142	0.7970652	0.8111712	0.89111775	0.7497205	0.8968425	0.7801361	0.8472735	0.5823731	0.6232182	0.29726863	0.393485	0.710009	0.92987126
patiënte/noun	0.935256	0.92348075	0.8597431	0.90979296	0.886799	0.87122786	0.8491489	0.9572219	0.78228676	0.9913875	0.9483831	0.8663537	0.95828086	0.92647475	0.9912402	0.9470901	0.8189268	0.69641256	0.6970811	0.9699108	0.9151114	0.9708604	0.9933601	0.9500588	0.9515359	0.9135664	0.9130785	0.88056135	0.800893	0.9925062	0.98070294	0.989017	0.9108284	0.74989563	0.9873461	0.8669283	0.913401	0.6994458	0.9967128	0.9613888	0.9463675	0.9732676	0.79039097	0.9557278	0.82509613	0.9289878	0.9584233	0.8932863	0.9551785	0.95038766	0.8994104	0.89319456	0.6715833	0.8778781	0.7729407	0.9791795	0.9452367	0.9462188	0.7271956	0.968552	0.6994535	0.9036826	0.72974515	0.96730894	0.78625137	0.92471427	0.58854556	0.96947753	0.8782836	0.83061165	0.97544605	0.9133118	0.7198714	0.7950803	0.9720492	0.7256968	0.77525604	0.9355606	0.9596801	0.7704867	0.8894163	0.93515956	0.8582471	0.8923534	0.719825	0.6912837	0.98974097	0.6027282	0.78225726	0.74762666	0.78673404	0.9505514	0.7393255	0.9060647	0.8852094	0.9166798	0.8213731	0.97669756	0.716181	0.70355165	0.6960946	0.98854923	0.90765715	0.94282264	0.85507715	0.83139855	0.9401144	0.6518796	0.8945915	0.99658686	0.84466076	0.92862976	0.98556995	0.9424319	0.97971255	0.88990843	0.99489594	0.9907017	0.9948258	0.54613817	0.55344415	0.8666706	0.9815334	0.98973644	0.9843896	0.7706096	0.9471277	0.29388213	0.0	0.9507606	0.9398787	0.9481444	0.9037657	0.91032773	0.9518752	0.9807812	0.9362533	0.94248194	0.93829477	0.6054568	0.8354145	0.88636565	0.8957035	0.9612998	0.97632384	0.8544749	0.89179087	0.770556	0.99538547	0.9845242	0.9757383	0.9580492	0.7848588	0.76097775	0.6446569	0.985339	0.97030485	0.80242574	0.8398253	0.66513455	0.981588	0.75770205	0.7455496	0.9444173	0.9250299	0.94586456	0.9419887	0.9300445	0.8783422	0.91460896	0.99234575	0.9655493	0.93518716	0.8090627	0.8255592	0.53712523	0.95731366	0.8047504	0.8420019	0.938258	0.661574	0.8995825	0.9950661	0.96419865	0.8574313	0.8159583	0.95220035	0.9324918	0.91475976	0.9543202	0.84387916	0.98574895	0.8297312	0.812643	0.31582594	0.49508572	0.8722993	0.9769944
ploeg/noun	0.6980287	0.9618653	0.965246	0.587	0.93367136	0.84469235	0.92752457	0.8559338	0.673367	0.8945438	0.5615553	0.7477396	0.90433574	0.7440363	0.48612487	0.9032754	0.657163	0.82501686	0.8832321	0.912555	0.8923627	0.9537125	0.7438495	0.9670552	0.8929372	0.860358	0.45625192	0.6279948	0.76772916	0.95146906	0.8530443	0.8928655	0.65233314	0.6743672	0.9831419	0.8605234	0.8589084	0.80806863	0.6172246	0.9451479	0.9136007	0.60339373	0.9413667	0.927061	0.94459623	0.8219475	0.92548794	0.9177325	0.9303904	0.7188416	0.8353228	0.882719	0.8474363	0.9510871	0.7178689	0.92853713	0.64486325	0.72492826	0.8074466	0.7258097	0.8455539	0.74251723	0.94035697	0.8989345	0.74400544	0.87841284	0.93591857	0.94397783	0.8383573	0.6703805	0.98732233	0.85340405	0.94360626	0.64134455	0.9690961	0.65949965	0.8572453	0.8340754	0.9030185	0.71979475	0.8897698	0.7736041	0.9501934	0.8126278	0.890194	0.855186	0.9777007	0.82601154	0.6869522	0.6737341	0.9449791	0.747579	0.7689836	0.6948172	0.6914046	0.9185781	0.5784587	0.7746219	0.7483216	0.85744786	0.76325417	0.9383024	0.9394837	0.73688096	0.7791847	0.6010983	0.8326112	0.7488595	0.68698484	0.9605635	0.9137279	0.9555573	0.91953146	0.9778528	0.8515731	0.8436715	0.96258414	0.62101674	0.7098914	0.84161675	0.84593755	0.553731	0.72810876	0.9472207	0.43697035	0.71168864	0.9184909	0.93228084	0.9507606	0.0	0.91535616	0.83681613	0.6346036	0.66223216	0.91790277	0.82849747	0.9336683	0.4602635	0.85251874	0.98865426	0.91706765	0.6835171	0.8610035	0.86597997	0.8131801	0.76695853	0.8870283	0.5611417	0.92362934	0.9257698	0.6822618	0.82451284	0.8413693	0.6262171	0.94491696	0.37550205	0.7245317	0.84953606	0.8049313	0.89993376	0.88305277	0.960695	0.8040476	0.9429809	0.9702929	0.7488699	0.9576063	0.835145	0.93301857	0.9777904	0.8007522	0.7643021	0.8553199	0.6598989	0.769408	0.9246373	0.9301635	0.75803256	0.6662641	0.8373006	0.9098021	0.7430661	0.91562766	0.87504387	0.8860711	0.6792084	0.86095273	0.91432625	0.9313031	0.93938714	0.80729824	0.9282185	0.880738	0.85232913	0.96988106	0.89625835	0.74840605	0.8103825
