	36-jarige/adj	9-7/noun	Amerikaans/adj	Amsterdams/adj	Champions/noun	League_duel/noun	aan/adj	aandeel_beurs/noun	aangedaan/adj	afgelopen/adj	afwijking/noun	alles/noun	allicht/adv	asfalt/noun	autonomie/noun	balans/noun	balk/noun	band/noun	ben/verb	bestuur/noun	beurs_fonds/noun	bevolking_groep/noun	beweeglijkheid/noun	bezig/adj	bezoeker/noun	bilateraal/adj	blessure/noun	blijk/verb	bovendien/adv	breuk/noun	cabaretier/noun	competitie_start/noun	consumentenvertrouwen/noun	contact/noun	contract_uur/noun	daarna/adv	dag/noun	dak/noun	democratie/noun	dien/verb	dijk/noun	direct/adj	doelman/noun	driepunters/noun	echter/adv	economie/noun	economisch/adj	eenvoudig/adj	eer/noun	eerder/adj	eerst/adv	effect_beurs/noun	electrisch/adj	enigszins/adv	enkel_blessure/noun	enkel_letsel/noun	ere/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fiets/noun	fonds/noun	fout_DIM/noun	gebied/noun	gebouw/noun	gebroken/adj	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	gescheurd/adj	geschonden/adj	gevel/noun	gezag/noun	gezondheid_probleem/noun	gisteren/adv	gisterenavond/adv	glorie/noun	goed/adj	golfer/noun	grasland/noun	griep/noun	griep_aanval/noun	groot_macht/noun	halfuur/noun	hart_operatie/noun	helemaal/adv	help/verb	help_mee/verb	herneem/verb	hoop/verb	iets/adv	ingreep/noun	installatie/noun	intussen/adv	kaak/noun	kan/verb	kanker/noun	kans/noun	kerk_toren/noun	kiezer/noun	kliniek/noun	knie_blessure/noun	knie_operatie/noun	koers_val/noun	kom_na/verb	kom_terug/verb	kort/adv	kost/adv	kosten/noun	kraan/noun	krachtig/adj	kramp/noun	kwetsuur/noun	laat/adj	laat/verb	land/noun	leger/noun	leiding/noun	letsel/noun	lever/noun	lever_in/verb	liberalisme/noun	licht/adj	lies_blessure/noun	lijk/verb	linkervleugel/noun	maak_kapot/verb	maand/noun	markt/noun	mede/adv	meer/adv	meteen/adv	middag/noun	middenvelder/noun	misser/noun	misstap/noun	moeilijk/adj	moet/verb	mogelijk/adj	momenteel/adj	monarchie/noun	multi_etnisch/adj	muur/noun	naai/verb	natuur/noun	nauwelijks/adv	nederlaag/noun	net/adv	niet/adv	nodig/adj	nog/adv	norm/noun	normaal/adj	nu/adv	olie_prijs/noun	onafhankelijkheid/noun	onbemand/adj	onderhoud/verb	onmiddellijk/adj	oorspronkelijk/adj	op_doffer/noun	opening_fase/noun	operatie/noun	opereer/verb	opnieuw/adv	orde/noun	oud/adj	overheid/noun	paars_wit/adj	pas/adv	pas_aan/verb	patiënt/noun	patiënte/noun	ploeg/noun	plunder/verb	plus/noun	politiek/noun	populatie/noun	primaat/noun	probeer/verb	race/noun	rechtsorde/noun	redelijk/adj	relatie/noun	reliëf/noun	reputatie/noun	rij_richting/noun	rust/noun	samenleving/noun	sars/noun	schade/noun	scheur/noun	schouder_blessure/noun	set/noun	situatie/noun	slecht/adj	sluit_post/noun	snel/adj	sociaal/adj	soeverein/adj	sonde/noun	spectaculair/adj	spel_maker/noun	spier/noun	spier_blessure/noun	staat/noun	stad_bestuur/noun	steeds/adv	stijl/noun	strand/verb	systeem/noun	technologie_aandeel/noun	teen/noun	termijn/noun	terug/adv	thuis/adv	thuis_reputatie/noun	thuisploeg/noun	tijd/noun	tijdelijk/adj	tijdig/adj	tijdje/noun	toestand/noun	traditie/noun	trauma/noun	val_partij/noun	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veerkrachtig/adj	veiligheid/noun	verbeter/verb	verbetering/noun	vereiste/noun	vergeef/verb	verlies/noun	verloren/adj	verstedelijkt/adj	verstel/verb	vertrouwen/noun	vervolgens/adv	verwarming/noun	virus/noun	voet_blessure/noun	voetpad/noun	voldoende/adj	voldoende/adv	volk/noun	volledig/adj	voorlopig/adj	voorsprong/noun	vrijwel/adv	vroeg/adj	waarde/noun	waardevol/adj	waarschijnlijk/adj	wat/adv	water_kanon/noun	water_kwaliteit/noun	weeg/verb	weer/adv	weg/noun	wegdek/noun	wereld_gemeenschap/noun	wil/verb	winstwaarschuwing/noun	wonderbaarlijk/adj	woning/noun	word/verb	zal/verb	ziekenhuis/noun	ziekte/noun	zodanig/adj	zoveel/adv	zuiverheid/noun	zwaar/adj
36-jarige/adj	0.0	0.991304	0.9424657	0.91460055	0.92948645	0.9624938	0.94445777	0.9713591	0.9661826	0.89097697	0.97447467	0.95870227	0.9114041	0.94418406	0.97319365	0.95064265	0.9609991	0.9504318	0.9541366	0.954494	0.98140055	0.9608511	0.99678737	0.9097883	0.9649801	0.9632791	0.9186433	0.95780337	0.92737603	0.936004	0.9065317	0.9198609	0.98069155	0.93002623	0.9764033	0.9305225	0.9657181	0.9550873	0.95890415	0.94836855	0.9616118	0.97551304	0.85482633	0.933413	0.9334244	0.96397126	0.9760755	0.932603	0.91375077	0.8994996	0.9340621	0.9672145	0.9730076	0.95127624	0.9504811	0.98147595	0.958617	0.96746004	0.8776779	0.9609644	0.9414369	0.92460686	0.9768321	0.9388882	0.94560224	0.95989764	0.9460095	0.94454813	0.9712915	0.958383	0.97324514	0.8941073	0.9322283	0.97139174	0.9601195	0.9201498	0.95408237	0.9418459	0.79841584	0.92047226	0.9333742	0.9475233	0.90634143	0.9561741	0.95015085	0.99305004	0.96524936	0.93578386	0.9409014	0.929826	0.94709706	0.94558847	0.9314334	0.8820651	0.9593948	0.9548952	0.97175527	0.90197104	0.979485	0.9670835	0.9257847	0.9117148	0.9691869	0.9705092	0.9279111	0.8873091	0.9068266	0.9873752	0.9525988	0.91971934	0.8993924	0.94488937	0.982506	0.9726607	0.9446445	0.97397786	0.9456674	0.92736083	0.9243442	0.963842	0.9391286	0.9034233	0.95795214	0.9400444	0.966837	0.97306013	0.91213727	0.9029578	0.91277754	0.96358633	0.9638049	0.9383517	0.9748383	0.92193174	0.9727125	0.93013203	0.9120227	0.791253	0.9351942	0.9216436	0.9376156	0.9718221	0.9632597	0.9155179	0.9286966	0.98823106	0.9564012	0.97073746	0.96324605	0.9682214	0.89300776	0.9045753	0.9666584	0.96121436	0.9502751	0.96434164	0.95806384	0.93652344	0.9944206	0.93911856	0.96604407	0.9099953	0.9327799	0.95527667	0.93708557	0.94015354	0.9572749	0.9146183	0.8698808	0.9591355	0.92281157	0.97476065	0.91475534	0.91199845	0.97238326	0.97394514	0.8450391	0.8714257	0.92996824	0.98409367	0.9643982	0.9785181	0.99944687	0.90762424	0.9092994	0.9628608	0.95959085	0.9024869	0.9904949	0.9484301	0.91166097	0.9155454	0.93759495	0.9700926	0.9511226	0.98257065	0.9324868	0.965141	0.90959907	0.947819	0.896161	0.95228034	0.9477804	0.95958525	0.9798893	0.93403625	0.82111144	0.95255667	0.9131428	0.9491766	0.91278756	0.96821195	0.96736795	0.9236954	0.9681292	0.9915055	0.95690155	0.9636158	0.90854967	0.8777463	0.930433	0.9449029	0.95241624	0.94893837	0.9331358	0.9363409	0.91263247	0.93759954	0.9671087	0.91326255	0.9343738	0.9134546	0.9739347	0.9717633	0.9658312	0.92105174	0.9664397	0.9669079	0.9420468	0.9634559	0.91758746	0.95747244	0.9731856	0.9171364	0.94253516	0.9713759	0.9648576	0.91327876	0.95419306	0.954703	0.993873	0.9591362	0.943861	0.911335	0.88803434	0.93901163	0.9314744	0.9721148	0.97736716	0.9345178	0.95458674	0.9916968	0.9752567	0.962174	0.92457443	0.9271666	0.9217078	0.9870126	0.9354212	0.9919941	0.95976025	0.89500964	0.906603	0.9514895	0.88642085	0.93454885	0.9590018	0.9426936	0.9366795	0.88737893
9-7/noun	0.991304	0.0	0.972148	0.98989624	0.9913551	0.99353933	0.97985494	0.99378145	0.99858886	0.9887461	0.9958893	0.9907743	0.9848357	0.99886876	0.99873877	0.969214	0.9944572	0.99515486	0.9995034	1.0	0.9991288	1.0	0.9973022	0.9958122	0.9434858	0.99821043	0.96310246	0.9997324	0.99836266	0.98280483	0.9893433	0.96693695	0.9983602	0.99057835	0.99997324	0.8653183	0.9970889	0.9937292	0.99679613	0.9779086	0.9726857	0.9601009	0.94662887	0.9917222	0.97036153	1.0	1.0	0.90032965	0.9826107	0.9712907	0.9606558	0.99770576	0.99606043	0.9620638	0.97643507	0.96234685	0.9827892	0.97483516	0.9728526	0.99655354	0.88520825	0.99992585	0.99848354	0.9561839	0.99945015	0.997552	0.96844023	0.9815931	0.98269755	0.9990104	0.99927455	0.9906895	0.9876938	0.99504495	0.9988039	1.0	0.9992107	0.9947387	0.97779787	0.98390484	0.9967472	0.99555564	0.98757	0.99609333	0.9969319	0.9976154	0.9999419	0.9758916	0.9928954	0.9939936	0.9917203	0.9992866	0.9836283	0.9908992	0.9889734	0.9962977	0.99208695	0.98035264	0.9725277	0.9938279	0.99973696	0.9730679	1.0	0.9874557	0.98720735	0.9748425	0.98552924	0.9991591	0.9894456	0.8234222	0.9908343	0.99770486	0.99618536	1.0	0.9746176	0.8734465	0.93992496	0.9659278	0.97973335	0.9992586	0.9954262	0.9479056	0.999818	0.9978565	0.96658045	1.0	0.98902893	0.9525705	0.95260024	0.99943113	0.9956934	0.9996262	1.0	0.9497221	0.99706167	0.88453156	0.9998635	0.9852277	0.928965	0.9859222	0.9739639	0.9990665	0.99425244	0.9921819	0.999631	0.9988396	0.9996784	0.9989313	1.0	0.9909056	0.79825675	0.98803973	1.0	0.9834565	0.96884	0.9998753	0.9796083	0.9866766	1.0	1.0	0.99795234	0.99243116	0.9625494	0.9981813	0.9701461	0.9962355	0.9996042	0.9917042	0.9698596	0.98747426	0.9863797	1.0	0.98147213	0.9681206	0.9916788	0.997424	0.99527425	0.90938306	0.99854887	0.9902907	0.99960846	1.0	0.99341226	0.9979156	0.9881679	0.999386	0.97441953	0.9817593	0.99411494	0.9879371	0.9855571	0.8934041	0.99617237	0.99943197	0.9963598	0.99968827	0.97174495	0.6251521	0.97801	0.9736744	1.0	0.9548005	1.0	0.9951969	0.9962278	0.9579532	0.9971743	0.99816257	0.96626216	0.9999553	0.9998544	0.9818196	0.996487	0.96759814	0.99974906	1.0	0.9987059	0.993289	0.95301735	0.9167456	0.9969961	0.8174895	0.97652406	0.98924434	0.9960029	0.9967035	1.0	0.9951069	0.98453075	0.99214464	0.97539824	0.99169654	0.99007785	0.9956325	0.979875	0.9885417	0.99045223	0.98515874	0.984854	0.95452	0.92304736	0.99967086	1.0	0.9974205	0.9298871	1.0	0.9980349	0.93226475	0.9920067	0.97820115	0.9651574	0.9797407	0.9843131	0.9774723	0.82550836	0.9900728	0.9911091	0.9989075	0.9977297	0.9938276	1.0	1.0	0.9982311	0.9912337	0.9842883	0.98162115	1.0	0.9986913	0.9961946	1.0	0.98534256	0.9920474	0.99205416	0.9957595	0.9981379	0.99648964	0.9899031	0.99953336	1.0	0.9343292
Amerikaans/adj	0.9424657	0.972148	0.0	0.8783439	0.9742562	0.99449307	0.89974284	0.92896557	0.98123395	0.81144625	0.9646036	0.9082835	0.9394686	0.9452351	0.9608749	0.9302191	0.9900064	0.78879684	0.92349404	0.8683768	0.944212	0.9309113	0.9877014	0.89732486	0.91332644	0.9376017	0.95040387	0.88074297	0.8641418	0.8800676	0.92378545	0.9881417	0.9045785	0.8818934	0.99187213	0.90033877	0.90740436	0.9244142	0.9090768	0.8851026	0.9484661	0.87773	0.94998103	0.9879044	0.8348044	0.88138026	0.90830064	0.901381	0.90688	0.7745484	0.91384196	0.9267327	0.91925967	0.9108072	0.9810844	0.9917741	0.9694251	0.95665956	0.7896855	0.9026792	0.96127117	0.9440077	0.8764888	0.9858397	0.8682202	0.9295898	0.896422	0.86551595	0.9344175	0.9378531	0.9105024	0.94206357	0.9008264	0.9852861	0.95831466	0.9442495	0.88449275	0.9560887	0.7594193	0.9274012	0.9289537	0.8912275	0.91809726	0.989753	0.9731547	0.99446034	0.8954668	0.9754933	0.94801754	0.89960635	0.846341	0.89138514	0.94851476	0.86023086	0.87257105	0.9108476	0.9202038	0.84687555	0.96025306	0.9808214	0.84482884	0.95325255	0.99050516	0.9316429	0.9253748	0.96454304	0.985937	0.89588284	0.9294894	0.9062005	0.84212387	0.9794262	0.93828	0.9731153	0.8977179	0.98373604	0.97649604	0.88362724	0.8415553	0.89132565	0.84439814	0.87172157	0.963847	0.96455353	0.8566694	0.98478603	0.90426445	0.9831775	0.8526029	0.963918	0.9418025	0.88372856	0.8283036	0.9082412	0.87882817	0.908014	0.9470123	0.9430482	0.97136647	0.9668307	0.93863803	0.95926064	0.89171416	0.8480383	0.9342185	0.9064618	0.9494106	0.97737896	0.9242027	0.88422537	0.9387973	0.8198282	0.9878867	0.9322817	0.9323112	0.92220163	0.9325219	0.8588516	0.89609194	0.9050661	0.94405085	0.8765237	0.9116117	0.86155736	0.97144264	0.9881848	0.8417709	0.87260973	0.881346	0.9134757	0.8692547	0.89104456	0.97627217	0.88492435	0.89900005	0.90524715	0.93110204	0.9609145	0.89645743	0.93627656	0.9061724	0.9682986	0.984283	0.8287194	0.91312253	0.9572867	0.92130363	0.8212471	0.94441956	0.8843407	0.98404825	0.97593236	0.9310217	0.9617776	0.90102917	0.97643816	0.96237105	0.9383552	0.89772743	0.86048424	0.9819799	0.9345302	0.9184608	0.94281065	0.9697312	0.88065434	0.9536192	0.9663863	0.9851051	0.7949907	0.94016135	0.882815	0.8961086	0.9005504	0.88036513	0.9556453	0.9581516	0.89903617	0.88095665	0.9208217	0.99086714	0.97572273	0.9350301	0.9082621	0.94082564	0.9284635	0.9117514	0.868063	0.9526843	0.96624255	0.9209711	0.8368517	0.9428612	0.96008044	0.92140585	0.8949113	0.93850285	0.9704807	0.89784074	0.87802124	0.91241044	0.99641263	0.966727	0.9282201	0.89445984	0.98002344	0.9371904	0.96106505	0.9839991	0.92052937	0.99164397	0.92186606	0.8721602	0.852144	0.9534091	0.89059913	0.8741114	0.88043123	0.9086117	0.81213367	0.9335614	0.954508	0.9874267	0.9127375	0.9089391	0.8893572	0.9581803	0.9415727	0.8966891	0.7608157	0.93210053	0.9167919	0.8676174	0.860669	0.8715871	0.9150554	0.903828	0.93898153	0.9727803	0.8861772
Amsterdams/adj	0.91460055	0.98989624	0.8783439	0.0	0.97313744	0.992516	0.8924397	0.93526816	0.98155063	0.79610026	0.9567381	0.9361926	0.9511084	0.94012004	0.97905165	0.93346643	0.9363446	0.8754248	0.922735	0.8407481	0.86326873	0.9554723	0.9471289	0.87417203	0.88262385	0.98035586	0.9315584	0.8721216	0.8798913	0.90345216	0.8870874	0.98249036	0.92899066	0.9000694	0.9999891	0.89314693	0.90926707	0.8850979	0.94594884	0.8876913	0.9451533	0.8720265	0.91600406	0.9779204	0.8528684	0.88409454	0.91192865	0.88918006	0.9126181	0.79593736	0.8765046	0.8482687	0.92849886	0.86482173	0.98506004	0.97282064	0.95689124	0.95551467	0.8319632	0.93634576	0.91652054	0.9167086	0.83797085	0.97214353	0.87412924	0.77218497	0.9327885	0.8107503	0.93100405	0.8904009	0.9762048	0.8382361	0.93433684	0.9757087	0.98726225	0.8438766	0.9421315	0.96612537	0.7946887	0.94197583	0.9082606	0.93639165	0.9412542	0.98283106	0.9622538	0.99105996	0.9480805	0.9773082	0.9689896	0.8546674	0.8957472	0.96249306	0.96531326	0.862625	0.8409364	0.94239104	0.9017854	0.8791399	0.9433664	0.9581184	0.9045435	0.9212671	0.977328	0.9222467	0.89805996	0.95646113	0.96663743	0.9272038	0.94575214	0.8994753	0.8650488	0.94914114	0.94195855	0.9403533	0.9288661	0.9742672	0.9783333	0.87439835	0.86042726	0.93881583	0.9166478	0.87681544	0.94565094	0.954013	0.86135435	0.9788545	0.88050246	0.977516	0.86289155	0.978704	0.9634791	0.88199365	0.88732547	0.8464059	0.91367817	0.89813554	0.86956203	0.92023885	0.96718526	0.9564698	0.92341495	0.9253582	0.9340803	0.8647804	0.9624556	0.9717405	0.8712214	0.95330024	0.93636066	0.8721262	0.9254815	0.8558381	0.9571058	0.9040439	0.91368484	0.9330029	0.91416043	0.87602466	0.9512934	0.92109084	0.98261184	0.90237796	0.921512	0.85504955	0.96511304	0.9863502	0.89498067	0.86988974	0.89450794	0.88058096	0.8458517	0.92172575	0.98777044	0.847557	0.9010608	0.8788112	0.91535914	0.89510506	0.94612527	0.9059957	0.8859272	0.9202478	0.99538606	0.88292176	0.9270386	0.98799664	0.8850748	0.8891308	0.9559149	0.89705247	0.99308646	0.93475795	0.92239803	0.9909546	0.9019196	0.99132484	0.9706698	0.95898724	0.9258848	0.8848512	0.95338565	0.9250272	0.9063444	0.9584761	0.98372304	0.9052949	0.96336603	0.97659564	0.957364	0.89958954	0.945693	0.91200775	0.88269854	0.9311817	0.9202306	0.915354	0.96074706	0.8721223	0.89140105	0.89411724	0.99987906	0.95854086	0.91989976	0.8650203	0.9424211	0.93338007	0.92973113	0.8650149	0.97367996	0.9548403	0.83439785	0.8277494	0.9508748	0.9948449	0.9489695	0.9239585	0.9317773	0.94803745	0.93273884	0.8624575	0.89133453	0.9859126	0.981224	0.9138487	0.8577261	0.97700137	0.92469025	0.96658593	0.9732785	0.9317759	0.97705835	0.9372869	0.8664433	0.885018	0.9145831	0.82203424	0.8898802	0.8658166	0.9392481	0.8003183	0.8939127	0.99517626	0.9623915	0.9055577	0.851698	0.8916708	0.9746776	0.9975129	0.84565425	0.8987491	0.9391896	0.8592521	0.8208826	0.9484247	0.8521822	0.90014845	0.9021804	0.94107425	0.98007345	0.9050738
Champions/noun	0.92948645	0.9913551	0.9742562	0.97313744	0.0	0.50860566	0.9760413	0.96431684	0.9636795	0.91705424	0.99849564	0.9622574	0.89364946	0.97005594	0.98103976	0.9476981	0.9688353	0.97569525	0.97679526	0.9406905	0.97609615	0.9940741	0.9135142	0.9444646	0.96135175	0.97763264	0.8610618	0.965574	0.9505325	0.93334526	0.96724415	0.86560416	0.97726876	0.9566306	0.9676475	0.9414966	0.9601824	0.9849083	0.98728496	0.9733959	0.9826202	0.97518146	0.83772117	0.9571552	0.93679184	0.9803582	0.97138005	0.94810003	0.91340077	0.95091283	0.94268906	0.9898409	0.98853177	0.955147	0.9254048	0.9378975	0.96948797	0.98684675	0.9327043	0.979246	0.94984883	0.9846498	0.98673654	0.96947825	0.976386	0.96843857	0.96477956	0.96139014	0.9693881	0.99207115	0.98069274	0.98276067	0.90881723	0.96859777	0.94606125	0.97991806	0.9708856	0.9557398	0.88349164	0.93246317	0.9557731	0.9481946	0.93881977	0.9936297	0.98635906	0.9963652	0.8634411	0.8867152	0.94213074	0.954697	0.9801573	0.9759958	0.9298056	0.9132529	0.96611995	0.957866	0.97865385	0.9571774	0.9864472	0.9320629	0.9474475	0.8599475	0.9777504	0.97242486	0.9546716	0.89872336	0.86838114	0.98502576	0.9294485	0.9178787	0.92554533	0.9291638	0.984966	0.9947687	0.9714821	0.99439687	0.95706123	0.9117847	0.9320488	0.9704317	0.9910166	0.91941196	0.97394896	0.9989219	0.9750442	0.9943824	0.9779952	0.9058419	0.86857045	0.98937994	0.95581716	0.96765655	0.9636271	0.94397926	0.96432245	0.9086293	0.9724831	0.7753046	0.93754494	0.83572626	0.9539886	0.9420148	0.98021716	0.9394875	0.98937833	0.9926487	0.9355362	0.98040897	0.97837245	0.949921	0.8020459	0.9426384	0.931289	0.9848601	0.89304197	0.9823467	0.97783506	0.96948904	0.99088264	0.9620398	0.96493185	0.98292994	0.9645001	0.9706859	0.92248994	0.8781177	0.9675848	0.93381536	0.8986599	0.97528523	0.97572297	0.996394	0.78404677	0.9128891	0.9723215	0.9816453	0.9724133	0.8332471	0.97880816	0.9899049	0.987582	0.9821903	0.9840836	0.96576554	0.9209729	0.99608576	0.97411203	0.9800133	0.9859685	0.9359299	0.9749707	0.8620365	0.99548775	0.98867947	0.98138523	0.9656592	0.96732587	0.96587604	0.97775775	0.9292257	0.9219229	0.9663873	0.9725189	0.9259498	0.95689696	0.927959	0.8419699	0.99179304	0.91401273	0.97978234	0.962481	0.9512348	0.9680559	0.9228659	0.96525425	0.996549	0.9713335	0.9882868	0.9316455	0.8466002	0.92752236	0.9398943	0.9673927	0.9752467	0.95178974	0.9667024	0.9650672	0.9848831	0.97817314	0.97217405	0.92304546	0.97233534	0.967968	0.9761333	0.9994825	0.9840456	0.9706324	0.97648215	0.97589135	0.95135146	0.9102908	0.9883664	0.97576135	0.92896277	0.96710587	0.9843045	0.96527576	0.91234815	0.99738353	0.93540955	0.92595613	0.98136765	0.9556701	0.912697	0.83373535	0.9600446	0.97563756	0.9761513	0.9910674	0.9405485	0.96177304	0.9783831	0.9905851	0.96675366	0.91531295	0.97211486	0.99430156	0.9673521	0.9714498	0.97802305	0.93757725	0.9713666	0.9401178	0.9582666	0.96903676	0.97881335	0.9814646	0.9891622	0.99674636	0.93833774
League_duel/noun	0.9624938	0.99353933	0.99449307	0.992516	0.50860566	0.0	0.98819983	0.9789005	0.9689027	0.94049096	1.0	1.0	0.9430397	0.999106	0.9854216	0.9872281	0.9952454	0.9909757	1.0	0.9612712	0.9788874	0.9944295	0.99496645	0.9772923	0.9779829	0.97965115	0.95098287	0.99583834	0.9854208	0.93003047	0.98471916	0.89820594	0.97366345	0.9751528	0.9833227	0.96275395	0.9802179	0.9881805	0.99559444	0.9905395	0.9969689	0.9824022	0.90450984	0.93644017	0.9685002	0.99962944	0.9959351	0.97630304	0.98789096	0.97167546	0.963167	0.99037343	1.0	0.99431384	0.95087075	0.988035	0.98474175	0.99818695	0.970119	0.99066967	0.93690634	0.98134637	0.9850012	0.9775148	0.9993204	0.99906206	0.9942707	0.9942075	0.9977805	1.0	0.99988276	0.99354833	0.96407104	0.965863	0.9299058	0.9791503	0.9893027	0.99957246	0.935345	0.93760765	0.96613926	0.9902537	0.9941565	0.99655384	0.9938487	1.0	0.8475068	0.93659484	0.94610316	0.99250555	0.99846333	0.98555875	0.98676986	0.9809205	0.9988849	0.99322134	0.9984285	0.9688213	0.9827384	0.9962438	0.9933567	0.94424486	0.99253106	0.9832946	0.989463	0.9558939	0.93328214	0.9772708	0.9654458	0.9493673	0.9585377	0.96682703	0.9976823	0.9954862	1.0	0.9867472	0.9626312	0.9391615	0.991569	0.97346646	0.99702495	0.9156153	0.9957031	0.993716	0.9869315	0.99480605	0.9998452	0.9698694	0.9372352	1.0	0.9918149	0.99504477	0.9901688	0.96106946	0.994353	0.96953994	0.9927617	0.8570157	0.95375407	0.86811715	0.97347283	0.98387223	1.0	0.9677656	0.99815786	1.0	0.9997885	0.99640757	1.0	0.99218065	0.83890057	0.9723667	0.98219955	0.9963556	0.9859745	1.0	0.9848104	0.994963	0.9967594	0.9678907	0.96074647	0.97836125	0.9757404	0.9812333	0.91857606	0.8596438	0.9955121	0.99001384	0.9671218	0.98071605	0.9805935	0.9991392	0.894216	0.9590817	0.9974215	0.986764	0.98805153	0.87707734	0.9923619	0.9950348	1.0	0.99633545	0.98862094	0.9956378	0.944678	1.0	0.98314285	0.99607974	0.98485905	0.97128844	0.98999375	0.90540344	1.0	0.99574715	0.9950175	0.9980729	0.985551	0.9800305	0.99105245	0.96689403	0.9266953	0.9976769	0.9991052	0.9336748	0.9831228	0.96495724	0.90235823	0.99885476	0.9537574	0.99265385	0.9997358	0.97418714	1.0	0.96555346	0.99111164	0.998672	0.9943975	0.99752736	0.96868044	0.8628216	0.91110075	0.9335455	0.9987036	0.9898224	0.96493423	0.9721645	1.0	0.99862695	0.9801355	0.9960351	0.9503937	0.9839666	1.0	0.97487366	1.0	0.992458	0.9996784	0.99562657	0.9884722	0.96633923	0.9359699	0.99072826	0.98966736	0.99787235	0.97862214	0.9978771	0.9770354	0.92998844	0.99972606	0.9637228	0.98301256	0.98285186	0.9949091	0.98947644	0.8577174	0.9708482	0.9987706	0.9964447	0.99869174	0.9987312	0.9979478	0.9780455	0.990661	0.9835435	0.98251325	0.9961783	0.9968606	0.9839981	0.9893191	0.9784498	0.9642564	0.9856922	0.9802649	0.992095	0.99785584	0.9970595	0.99579716	0.9976236	1.0	0.96631986
aan/adj	0.94445777	0.97985494	0.89974284	0.8924397	0.9760413	0.98819983	0.0	0.98798525	0.99536955	0.8875703	0.97387064	0.9338666	0.94842094	0.94433373	0.98539716	0.93923855	0.9585398	0.90639067	0.94074404	0.9321156	0.9869989	0.9641035	0.9914277	0.90841895	0.9191507	0.9877793	0.93632555	0.8959516	0.90671474	0.9618334	0.9642592	0.96519417	0.97903925	0.9064443	0.98565507	0.90895367	0.9203652	0.9097107	0.95614123	0.88943964	0.91502124	0.9030407	0.92406875	0.9616139	0.90884775	0.939548	0.93339115	0.9353272	0.93502283	0.89268714	0.87609905	0.98201	0.94527286	0.9228432	0.9774866	0.9778611	0.9483118	0.9700214	0.8576633	0.9170721	0.93552977	0.909078	0.95834094	0.9690093	0.8769636	0.83970016	0.94539815	0.91121674	0.8555218	0.97407484	0.9678894	0.87320906	0.94819367	0.98150086	0.9675308	0.940663	0.9595051	0.9820721	0.85339123	0.92731166	0.9429887	0.96305466	0.9783915	0.9842001	0.9683271	0.9949211	0.9841937	0.93322575	0.9834886	0.88479066	0.8901734	0.95540977	0.94904774	0.88180405	0.92461365	0.95819175	0.95657176	0.859806	0.9697935	0.91761756	0.92844945	0.89092064	0.93138194	0.9486912	0.9495363	0.96968883	0.9824787	0.9931456	0.9500338	0.9278842	0.88051003	0.9611702	0.9591606	0.958219	0.93479455	0.9847358	0.9615972	0.8812307	0.8821689	0.92780536	0.92569363	0.90173346	0.9636565	0.9932715	0.9310552	0.99498385	0.8942395	0.98509496	0.9158194	0.9892111	0.9830827	0.93748087	0.8974079	0.9315232	0.9226005	0.86819375	0.9126067	0.93164015	0.97760266	0.9505622	0.91610384	0.9060669	0.9075226	0.85266054	0.9673365	0.9989784	0.91872144	0.9893102	0.9170013	0.9127892	0.91759896	0.87937695	0.9563685	0.91819596	0.896398	0.9235691	0.89064395	0.88643706	0.9875556	0.93377477	0.96136266	0.9412113	0.89414	0.8975278	0.9918271	0.98979723	0.9007179	0.92934555	0.843591	0.9331793	0.8620205	0.9248686	0.9747777	0.8351847	0.89967126	0.92453253	0.9725868	0.89780736	0.9490576	0.9607644	0.9301543	0.944762	0.98603785	0.9040742	0.91348964	0.99068487	0.9200932	0.90596735	0.9975139	0.9069053	0.98169523	0.904615	0.93395984	0.98842806	0.94436336	0.9660456	0.97433317	0.95403045	0.92170715	0.9151538	0.9929301	0.9100647	0.9201163	0.96024215	0.9814189	0.9390465	0.9770522	0.98366255	0.9770128	0.91833967	0.9211133	0.9228406	0.91094244	0.9229413	0.91118586	0.9849141	0.9423007	0.9369615	0.8869931	0.8961764	0.96345735	0.9363363	0.9266418	0.9173545	0.9827767	0.92371935	0.9143963	0.92033225	0.9569237	0.9738221	0.9306415	0.8991652	0.9771195	0.99439687	0.9330447	0.9437572	0.93800414	0.9794069	0.9701476	0.90686846	0.9064571	0.9809633	0.9859012	0.9229319	0.9070137	0.99461555	0.9381816	0.9801968	0.9558258	0.91632545	0.9923862	0.93830204	0.87711394	0.8658475	0.8861642	0.8754911	0.84806865	0.9356441	0.9215799	0.8754956	0.91898835	0.9963075	0.9632585	0.9566913	0.8871568	0.8421802	0.9515832	0.9997759	0.9051698	0.9863899	0.95280606	0.86878043	0.8572673	0.8961899	0.9081842	0.8945453	0.93860954	0.9360073	0.9994286	0.8817785
