	1991/num	36-jarige/adj	Amerikaans/adj	Amsterdams/adj	Bernhard/name	Bisschop/name	Braeckevelt/name	Brecht/name	Champions/noun	Coeyere/name	Combi/name	Da/name	Dimitri/name	Esser/name	Estland/name	Evere/name	Fortis/name	Geeroms/name	Groef/name	Halle/name	Hest/name	JC/name	Kosovo/name	Kralj/name	Leue/name	Moolen/name	Peeters/name	Rocky/name	Roda/name	Sar/name	Sierens/name	Silva/name	Van/name	Vriese/name	aan/adj	aan/comp	aandeel_beurs/noun	afgelopen/adj	al/comp	aldus/prep	alles/noun	allicht/adv	autonomie/noun	balans/noun	beide/det	ben/verb	beurs_fonds/noun	bevolking_groep/noun	bezoeker/noun	bilateraal/adj	binnen/prep	blessure/noun	blijk/verb	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	contract_uur/noun	daarmee/pp	daarna/pp	dak/noun	dat/det	de/det	democratie/noun	die/det	dien/verb	dit/det	doelman/noun	door/comp	echter/adv	economie/noun	eer/noun	effect_beurs/noun	electrisch/adj	en/vg	enigszins/adv	enkel_blessure/noun	ere/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fiets/noun	fonds/noun	fout_DIM/noun	gebied/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	geschonden/adj	gezag/noun	gezondheid_probleem/noun	gisteren/adv	gisterenavond/adv	glorie/noun	goed/adj	golfer/noun	griep/noun	griep_aanval/noun	haar/det	hart_operatie/noun	helemaal/adv	help/verb	help_mee/verb	herneem/verb	het/comp	het/det	hiervan/pp	hij/pron	hoewel/comp	hoofd/prefix	hun/det	iets/adv	in/prep	ingreep/noun	installatie/noun	intussen/adv	kan/verb	kerk_toren/noun	kiezer/noun	kliniek/noun	knie_operatie/noun	koers_val/noun	kom_terug/verb	kosten/noun	kraan/noun	krachtig/adj	kwetsuur/noun	laat/adj	laat/verb	land/noun	leiding/noun	letsel/noun	lever/noun	lever_in/verb	licht/adj	lies_blessure/noun	lijk/verb	maand/noun	maar/vg	markt/noun	mede/adv	meer/adv	meteen/adv	middag/noun	middenvelder/noun	misstap/noun	moet/verb	mogelijk/adj	momenteel/adj	muur/noun	na/prep	naai/verb	nadat/comp	nadien/pp	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nodig/adj	nog/adv	norm/noun	normaal/adj	of/vg	olie_prijs/noun	om/comp	onafhankelijkheid/noun	onbemand/adj	onderhoud/verb	onmiddellijk/adj	ons/pron	oorspronkelijk/adj	op_doffer/noun	opdat/comp	opening_fase/noun	operatie/noun	opereer/verb	opnieuw/adv	orde/noun	oud/adj	paars_wit/adj	pas/adv	pas_aan/verb	patiënt/noun	patiënte/noun	ploeg/noun	politiek/noun	populatie/noun	probeer/verb	redelijk/adj	reliëf/noun	reputatie/noun	rij_richting/noun	rust/noun	samenleving/noun	sars/noun	schade/noun	schouder_blessure/noun	situatie/noun	slecht/adj	sluit_post/noun	snel/adj	spectaculair/adj	spel_maker/noun	staat/noun	stijl/noun	strand/verb	systeem/noun	te/comp	termijn/noun	terug/adv	terwijl/comp	thuis/adv	thuisploeg/noun	tijd/noun	tijdelijk/adj	tijdig/adj	toen/comp	toestand/noun	traditie/noun	trauma/noun	val_partij/noun	van/prep	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veerkrachtig/adj	veiligheid/noun	verbeter/verb	verbetering/noun	vergeef/verb	vertrouwen/noun	vervolgens/adv	voet_blessure/noun	voldoende/adj	voldoende/adv	volgens/prep	volk/noun	volledig/adj	voorlopig/adj	vrijwel/adv	waarschijnlijk/adj	wat/adv	water_kanon/noun	water_kwaliteit/noun	we/pron	weeg/verb	weer/adv	wegdek/noun	wereld_gemeenschap/noun	wij/pron	wil/verb	winstwaarschuwing/noun	wonderbaarlijk/adj	woning/noun	word/verb	zal/verb	ze/pron	zich/pron	ziekenhuis/noun	ziekte/noun	zijn/det	zodanig/adj	zodat/comp	zuiverheid/noun
1991/num	0.0	0.98067266	0.9701462	0.97119224	0.971457	0.83389026	0.8908757	0.9135854	0.9688059	0.98688763	0.93760616	0.9903917	0.7768504	0.9097759	0.5477127	0.9597537	0.9537418	0.88158023	1.0	0.89463806	0.95317626	0.8857153	0.78504086	0.9375721	0.7540179	0.95781916	0.8858981	0.9513915	0.938582	0.9008708	0.92971575	0.98700255	0.8994452	0.8563063	0.9566919	0.9629777	0.93886626	0.8920385	0.9656701	0.96061623	0.99237543	0.9770371	0.80248296	0.9405928	0.8472536	0.9660411	0.9721674	0.70487547	0.9281946	0.980327	0.8817319	0.9696466	0.90441704	0.9409092	0.9913841	0.9469212	0.90079105	0.9821807	0.85545623	0.91081345	0.96412045	0.98645306	0.89002776	0.910574	0.88000095	0.97558886	0.96955484	0.90247536	0.90591913	0.9428171	0.97521114	0.9190258	0.97407013	0.9658446	0.7939478	0.92035526	0.932782	0.97091216	0.89514554	0.9411399	0.9125655	0.90627944	0.9716643	0.9380774	0.9782366	0.84663993	0.95013434	0.9139892	0.9485671	0.91784346	0.8295429	0.9843027	0.9313043	0.8972237	0.9148823	0.95943874	0.9329095	0.9343272	0.94121194	0.94964147	0.95397663	0.9618006	0.9815752	0.8904134	0.9250275	0.9767579	0.9553863	0.9775479	0.92140156	0.9497128	0.96663475	0.976803	0.8880639	0.9058831	0.9568763	0.8622157	0.9614621	0.9088429	0.8386919	0.96091276	0.97920364	0.9615204	0.9941706	0.8666632	0.9303726	0.9179785	0.90921426	0.89798903	0.9411246	0.92226046	0.9330056	0.9932168	0.9256205	0.97848105	0.739686	0.9122425	0.9626127	0.96986955	0.9221292	0.9681544	0.9061792	0.96976715	0.907493	0.9420537	0.9782905	0.90535945	0.98620975	0.90503085	0.9621814	0.9115733	0.8032237	0.96004635	0.95898604	0.98046464	0.986963	0.8805542	0.98144037	0.9020354	0.97452325	0.93045866	0.8929857	0.9558948	0.9745858	0.91816515	0.95857036	0.98831964	0.98076797	0.93072754	0.94002455	0.9564953	0.6317736	0.99516684	0.91504467	0.9437409	0.99276143	0.91553986	0.826712	0.8887762	0.8694662	0.905504	0.92940396	0.95009524	0.9951677	0.9495588	0.96680325	0.906527	0.9849786	0.9452481	0.9428277	0.9185735	0.95308757	0.95732737	0.9299423	0.8824639	0.93937284	0.8405336	0.95925945	0.9549774	0.87703377	0.9882245	0.95143384	0.9831673	0.9571266	0.9291643	0.8618895	0.9370135	0.8056988	0.97848886	0.81365263	0.94177645	0.9525257	0.9741854	0.9384827	0.93588907	0.9370652	0.98576325	0.8959211	0.9348198	0.97398835	0.9357917	0.9746572	0.9066716	0.9603441	0.95644027	0.9436154	0.8944347	0.8690448	0.9156112	0.95957494	0.9721514	0.9909561	0.91144645	0.8325343	0.9230581	0.97369677	0.9087849	0.9247234	0.91955256	0.9319535	0.9375803	0.96882117	0.91573787	0.89141655	0.9695141	0.9249962	0.97842133	0.95650893	0.92526865	0.93748003	0.9772737	0.9553622	0.963046	0.936658	0.9948189	0.9885931	0.9374123	0.9534386	0.75696945	0.9746268	0.94143236	0.9356897	0.9415275	0.9306011	0.9473583	0.95776224	0.890237	0.9049202	0.9648516	0.9356041
36-jarige/adj	0.98067266	0.0	0.88579726	0.87655854	0.8293433	0.885447	0.9406821	0.78008837	0.8786616	0.7647934	0.8994416	0.94536376	0.81144905	0.93908274	0.7031796	0.9480872	0.9561284	0.89072293	0.88600314	0.94099844	0.8496043	0.6582037	0.9589342	0.6757097	0.99195534	0.940594	0.6986232	0.92036426	0.6559037	0.5968623	0.7611165	0.8123831	0.7838979	0.8476228	0.9516653	0.9396079	0.8590863	0.7683548	0.9411008	0.8397379	0.85224193	0.72387874	0.99235106	0.8890869	0.7621747	0.8637764	0.95975643	0.9590572	0.91725945	0.9202791	0.9670791	0.7359024	0.8346177	0.8372456	0.716346	0.92059505	0.8776078	0.9097993	0.80024093	0.866788	0.9432799	0.9469939	0.7842661	0.9827806	0.89559054	0.7261796	0.9523727	0.6556574	0.90057063	0.8301297	0.9426376	0.90973365	0.88095784	0.9256691	0.862321	0.9252163	0.6971825	0.97054636	0.9505293	0.61038053	0.89369833	0.90239453	0.93557066	0.89572114	0.84334636	0.93980104	0.93180406	0.87604123	0.9277216	0.97777796	0.9591901	0.85039145	0.7893411	0.9664903	0.9593439	0.9730144	0.76394016	0.8912703	0.98277605	0.7976258	0.881775	0.7679777	0.9280771	0.797984	0.7859598	0.9366561	0.9169595	0.95847523	0.806371	0.92290735	0.9376482	0.9318375	0.8135595	0.87769496	0.9596956	0.9300507	0.9395385	0.89751136	0.87111473	0.9189454	0.8845087	0.9302952	0.8992417	0.93662447	0.81353307	0.629711	0.93866116	0.8767346	0.9435357	0.95311123	0.9227418	0.7635082	0.85738885	0.8795011	0.9322776	0.9116994	0.6903045	0.93252945	0.86552894	0.80261225	0.70327973	0.88019377	0.87824625	0.8131462	0.9587545	0.7680026	0.89482313	0.8923308	0.85058624	0.5764003	0.85155576	0.8796463	0.9494077	0.71568	0.9308565	0.7856686	0.92895216	0.70150954	0.84209365	0.8287851	0.9043762	0.87557644	0.92857915	0.95278686	0.8457836	0.99488	0.84300137	0.932747	0.9141119	0.9621871	0.9781753	0.9795899	0.9284835	0.8819089	0.9198746	0.971811	0.73634684	0.89721304	0.7860054	0.8108176	0.7716061	0.75159687	0.9510689	0.89221185	0.7112925	0.84181833	0.90274125	0.93257385	0.75658536	0.73963976	0.9100749	0.9143617	0.93295515	0.9413727	0.98391855	0.91951334	0.96466905	0.72766685	0.9586192	0.86774653	0.95568097	0.80736774	0.90550685	0.9162312	0.83213484	0.91652274	0.9370834	0.7506048	0.9307523	0.90838486	0.8002609	0.9477453	0.9204416	0.9621611	0.7810431	0.7823304	0.878375	0.8046484	0.8277583	0.95187074	0.81383914	0.8031136	0.8547581	0.9597209	0.8828431	0.87337154	0.8179449	0.92384815	0.9007366	0.9292911	0.98959434	0.84243333	0.930853	0.97961205	0.8653419	0.91561353	0.79130316	0.76712966	0.8889898	0.9825917	0.955843	0.942928	0.85992414	0.8212454	0.82239914	0.79878944	0.9644151	0.9824096	0.97518474	0.94510245	0.8555308	0.89115787	0.9710504	0.94664234	0.85025793	0.99500835	0.913772	0.7807396	0.86242855	0.8166163	0.90498084	0.8846116	0.81946874	0.7916452	0.8322296	0.6861614	0.8913416	0.84779435	0.94569457
Amerikaans/adj	0.9701462	0.88579726	0.0	0.4734221	0.7708466	0.9737997	0.97431827	0.9829593	0.9227485	0.9920015	0.9622459	0.9961602	0.9889368	0.9066669	0.9101372	0.98214006	0.56050277	0.98500466	0.97621334	0.9755225	0.9640433	0.9842085	0.7723328	0.953241	0.9962539	0.60568273	0.86684674	0.82774365	0.9804865	0.9759085	0.94549054	0.9900886	0.9334911	0.99185425	0.94178665	0.86732614	0.55472225	0.61688364	0.94494313	0.9266052	0.977376	0.955789	0.889336	0.9117676	0.81622785	0.85693085	0.5424768	0.8788095	0.9723112	0.9033854	0.81780696	0.95143944	0.76000464	0.8970917	0.97911274	0.590659	0.9333637	0.952595	0.6803012	0.94693565	0.92902446	0.9408707	0.5279025	0.63897395	0.8852394	0.7369589	0.8215562	0.9750994	0.8315799	0.9004119	0.5332744	0.91944414	0.69056493	0.93045783	0.8032838	0.6807676	0.9525681	0.92610437	0.9511301	0.7460141	0.9193627	0.87207425	0.9877955	0.58507836	0.9746562	0.81427467	0.89576554	0.6541623	0.82379806	0.7003931	0.7562758	0.9360244	0.70629084	0.76987064	0.74876106	0.93628865	0.53675663	0.9206434	0.9560918	0.7905022	0.79189074	0.9550125	0.94468343	0.87149584	0.92244005	0.9413891	0.84184253	0.8045245	0.85433406	0.8784609	0.72927165	0.8359092	0.92213804	0.8019849	0.9228372	0.86506736	0.7192004	0.70027006	0.867851	0.8974149	0.7799035	0.9273068	0.9407418	0.80086035	0.91252553	0.961099	0.51864487	0.9109962	0.9203998	0.9304631	0.7357138	0.9746084	0.9179666	0.852534	0.69850594	0.85918796	0.96112365	0.9179293	0.64934164	0.8102772	0.9671612	0.7622238	0.7207216	0.9453576	0.54073614	0.62424576	0.9451722	0.94587785	0.90265745	0.9348523	0.93619	0.83947414	0.88598794	0.8548044	0.97007865	0.8583574	0.95175517	0.74263644	0.96772504	0.8673913	0.7981984	0.8926448	0.9591698	0.8474773	0.9532554	0.85067207	0.89883155	0.94122386	0.5962985	0.8718617	0.8457701	0.8116093	0.90874285	0.88150716	0.9842428	0.77722025	0.9587887	0.89349705	0.9518107	0.846707	0.78766763	0.7530102	0.8961121	0.8478253	0.939026	0.92815334	0.8784022	0.9173463	0.88852686	0.94647735	0.67276573	0.9432671	0.87994695	0.74376917	0.9593136	0.9069347	0.9535496	0.96847427	0.67730415	0.89621425	0.8304633	0.9724516	0.8965229	0.5461442	0.9352242	0.8544668	0.8157387	0.9594137	0.6885252	0.84787774	0.9350617	0.85753286	0.919735	0.82945466	0.9553221	0.79805505	0.93552434	0.96701187	0.9070187	0.8472606	0.90299773	0.9373585	0.8614549	0.82392955	0.94179875	0.96983933	0.58171105	0.7322527	0.5262617	0.9034975	0.7631519	0.8057081	0.75044364	0.736392	0.94060975	0.5664559	0.91097456	0.97023976	0.908062	0.91420513	0.7827666	0.7497803	0.87886935	0.7363345	0.58788395	0.89751095	0.901712	0.8544954	0.9756632	0.9673326	0.7020633	0.7928811	0.8220781	0.80424654	0.8913828	0.8749805	0.5054099	0.87532794	0.93086284	0.9062256	0.821237	0.965097	0.80152065	0.86240566	0.9736415	0.8639452	0.72876155	0.9307122	0.8284968
Amsterdams/adj	0.97119224	0.87655854	0.4734221	0.0	0.8942464	0.9574892	0.9696931	0.97429615	0.86604416	0.9619846	0.93490463	0.96107525	0.9800264	0.8941031	0.93541896	0.9793365	0.5359812	0.99249995	0.99342024	0.9336286	0.9731445	0.972185	0.89997	0.97251767	0.9975183	0.39172333	0.9680487	0.9668086	0.9598154	0.97694236	0.9859058	0.9537936	0.8554502	0.9919992	0.96082705	0.9565625	0.5077391	0.62248194	0.92618054	0.89000916	0.98047036	0.9482161	0.9454395	0.88511807	0.847713	0.89885366	0.30166036	0.95426756	0.97636133	0.97090316	0.8802444	0.9636179	0.82335407	0.91110647	0.8577206	0.8085292	0.9733065	0.9397681	0.7841141	0.90812194	0.9019734	0.9809258	0.64306617	0.92243207	0.9560944	0.83003896	0.8928069	0.9556632	0.9383379	0.91215855	0.7974118	0.9150609	0.41479176	0.9468364	0.8639458	0.7106942	0.9360207	0.9183991	0.947251	0.61867	0.91760594	0.8188901	0.9480553	0.32722867	0.9838047	0.90470845	0.9440661	0.8255495	0.8070729	0.91920483	0.91829324	0.9462668	0.80757797	0.875219	0.91308796	0.9815757	0.50599265	0.9646212	0.96836066	0.8915652	0.78723127	0.95253074	0.9697697	0.93598086	0.9482783	0.9699993	0.94977814	0.8631296	0.8887805	0.9596795	0.8157607	0.95876265	0.936077	0.8876326	0.909647	0.89561677	0.7468612	0.7490226	0.94807875	0.9537946	0.8595659	0.96845436	0.9723407	0.9145053	0.9015513	0.9605683	0.34735382	0.94000834	0.9586205	0.8797846	0.84151196	0.952722	0.92608	0.8585319	0.8865593	0.9145442	0.92213774	0.9513138	0.42442352	0.7856755	0.9664811	0.7807196	0.8352795	0.97117734	0.6475101	0.6897665	0.97249776	0.919062	0.8490362	0.93940604	0.9843275	0.8839096	0.9332041	0.8905529	0.93433654	0.90193474	0.9308832	0.71322405	0.95147693	0.95005745	0.70668244	0.89479953	0.9820951	0.9435506	0.92656815	0.93434507	0.91104394	0.90027034	0.6725041	0.9634491	0.9548162	0.94511086	0.9538614	0.8992078	0.99047875	0.9493744	0.96550405	0.9185341	0.95366526	0.89526856	0.7955768	0.7436255	0.9290329	0.9167339	0.9304861	0.90040094	0.91376996	0.9082712	0.9098602	0.9652625	0.8951011	0.8474619	0.96002895	0.8172569	0.97808605	0.9696309	0.9816371	0.9647091	0.8796936	0.93785083	0.8488678	0.9690829	0.89160734	0.7511732	0.9317695	0.94355386	0.8271699	0.91653293	0.9201306	0.92071193	0.8627079	0.962068	0.96479744	0.9174979	0.9578569	0.7901895	0.9703409	0.9691862	0.9316792	0.7837074	0.8787488	0.89942384	0.895731	0.9279697	0.967732	0.9669032	0.7003426	0.5623771	0.29575408	0.9138867	0.93036777	0.95158285	0.9006546	0.9198127	0.981733	0.825753	0.88752776	0.94755614	0.89152944	0.9543612	0.8693811	0.9579793	0.9306171	0.82274187	0.5742641	0.90178406	0.95421046	0.87080586	0.98502696	0.98980266	0.8627357	0.81198597	0.96984863	0.9271037	0.97980267	0.95011747	0.39714605	0.92206866	0.92187566	0.8842401	0.90497464	0.96202874	0.8577633	0.8967587	0.95668226	0.9140761	0.8824352	0.9399913	0.95609945
Bernhard/name	0.971457	0.8293433	0.7708466	0.8942464	0.0	0.9787593	0.9138196	0.8927161	0.97229034	0.8806111	0.987729	0.99523026	0.93993235	0.9641458	0.9114687	0.995657	0.9223332	0.9963131	0.98967725	0.97502625	0.9323375	0.9493965	0.83978605	0.9672145	0.99319035	0.91743535	0.9380504	0.92799073	0.95374876	0.98153144	0.95246226	0.9896084	0.91078687	0.9375859	0.9479491	0.9225297	0.7974127	0.92222136	0.9076034	0.9589322	0.9359962	0.82900447	0.9174993	0.9157116	0.8166543	0.85685015	0.9066221	0.95934325	0.9827186	0.87930435	0.89862156	0.8123444	0.80925715	0.8318265	0.9548753	0.9517855	0.87130105	0.8143384	0.8591182	0.94014615	0.96918404	0.9333146	0.8630897	0.966592	0.820132	0.83513093	0.8970362	0.9327564	0.83302486	0.8662481	0.7767585	0.9463352	0.903864	0.93251467	0.71867484	0.79370373	0.9357831	0.9713303	0.93001086	0.8580775	0.8156632	0.9015919	0.94694203	0.84443337	0.9313353	0.8006996	0.8817552	0.89963865	0.92539	0.7670266	0.87345225	0.8817001	0.79985833	0.93637663	0.90405786	0.8144513	0.79585433	0.8663088	0.95808005	0.7668228	0.77463853	0.9315391	0.96423286	0.7447196	0.8743117	0.9140929	0.9199684	0.97706985	0.8731705	0.9430952	0.94354296	0.9595983	0.85079074	0.9183047	0.9647277	0.87044764	0.81064785	0.86795986	0.8127295	0.91751564	0.88525856	0.85151714	0.9088637	0.95084	0.8824169	0.9364687	0.91760474	0.8359578	0.91918516	0.96509784	0.9029061	0.93297786	0.920154	0.8796463	0.8963951	0.7892919	0.86766243	0.8563243	0.88641906	0.7739888	0.9001795	0.9026004	0.92714375	0.84156275	0.8403974	0.8126379	0.91521883	0.9151801	0.9185804	0.9356754	0.8913153	0.8466718	0.8621503	0.870082	0.883968	0.8771874	0.914473	0.8863944	0.9040107	0.7957666	0.90414816	0.78535354	0.9670054	0.9293689	0.91696626	0.9109043	0.78628135	0.8614944	0.9248304	0.8879851	0.90116394	0.96542424	0.84336126	0.7714632	0.9225585	0.84843355	0.9754142	0.86097	0.96148217	0.8027942	0.72849214	0.878538	0.9334721	0.94999707	0.94467276	0.90822226	0.92186546	0.8279397	0.9007216	0.878684	0.8806611	0.924316	0.864747	0.8543668	0.9689288	0.8924448	0.9766142	0.91396785	0.8528111	0.976417	0.9327747	0.9233846	0.92914116	0.8333338	0.9804988	0.8403856	0.96007603	0.9717151	0.9047972	0.8566136	0.95188373	0.8604486	0.89708674	0.880065	0.8973434	0.84891975	0.965514	0.92475766	0.84736663	0.89687157	0.92121446	0.9134488	0.75777006	0.8773425	0.95118725	0.9169442	0.83709353	0.8955452	0.8977916	0.8950363	0.8248823	0.96518683	0.8879522	0.9214372	0.8877776	0.9675991	0.9453274	0.9033766	0.95125175	0.94775593	0.88573897	0.7550388	0.9270996	0.9374958	0.90148646	0.8780234	0.9053928	0.95466703	0.9617911	0.935083	0.9312067	0.9268049	0.90238136	0.97228307	0.92028034	0.9550606	0.9240094	0.93734026	0.8985124	0.82781184	0.8566593	0.8825828	0.7663106	0.7857095	0.9152298	0.792913	0.88619	0.83997005	0.70541483
Bisschop/name	0.83389026	0.885447	0.9737997	0.9574892	0.9787593	0.0	0.8031691	0.81198937	0.9430854	0.664807	0.939425	0.36799347	0.6741108	0.8883593	0.9527091	0.9515239	0.9742889	0.76835334	0.8521772	0.8663677	0.86514306	0.859642	0.91305536	0.90790415	0.75883013	0.91119903	0.68663263	0.8057571	0.89866173	0.8399985	0.920361	0.38493723	0.6313501	0.8327482	0.9723747	0.91784537	0.9636112	0.94970816	0.91563624	0.7264621	0.978618	0.6943548	0.9590674	0.94410217	0.9659416	0.9323164	0.97775084	0.931014	0.8818156	0.9211065	0.9668346	0.7708144	0.9634212	0.9498531	0.9335391	0.9408793	0.98577034	0.77600664	0.98481655	0.88554406	0.9787361	0.9423575	0.90759194	0.9335068	0.9585881	0.9431521	0.9262646	0.7028332	0.98792034	0.8826433	0.9141063	0.96981317	0.95779043	0.9638048	0.872496	0.9453756	0.75123274	0.96977097	0.936034	0.95884097	0.9763222	0.8757713	0.982865	0.9799713	0.896832	0.97075355	0.9798709	0.96794873	0.8870772	0.8637474	0.95419776	0.9824679	0.8836278	0.9550659	0.8996874	0.98148274	0.9105498	0.82468563	0.8859628	0.9357811	0.9875231	0.76448274	0.8323908	0.94961846	0.9452291	0.9695626	0.9888262	0.9736617	0.58689046	0.91703296	0.9429509	0.9689499	0.8995552	0.93706995	0.9932398	0.95150274	0.99515414	0.9500047	0.9356532	0.9861206	0.90893054	0.93801874	0.95572424	0.9551674	0.9630783	0.7734477	0.9673424	0.83480555	0.95981765	0.8983718	0.8653867	0.9437188	0.92360497	0.9369928	0.99940467	0.8667779	0.88115287	0.9399495	0.97408575	0.94798607	0.82032675	0.9447634	0.9449986	0.83681244	0.9258989	0.9422642	0.90525424	0.91673684	0.99148774	0.6739995	0.87899065	0.96044135	0.98964226	0.93376666	0.99002707	0.8831799	0.9562284	0.9287058	0.761384	0.96371156	0.94993806	0.93179077	0.9275151	0.95232284	0.89191484	0.9632131	0.89046365	0.9804149	0.91282296	0.98864967	0.95701385	0.97838	0.9616689	0.9170241	0.95634174	0.9209477	0.8537636	0.97218096	0.8976998	0.8635674	0.8720741	0.8423886	0.9123067	0.9538331	0.89906436	0.84539646	0.9303654	0.97487473	0.986821	0.90474796	0.9351289	0.94706714	0.9565424	0.94079727	0.98334676	0.9642361	0.9586139	0.75869775	0.9348001	0.98650724	0.9790407	0.94275075	0.92675227	0.9717874	0.99355894	0.92243636	0.89726055	0.74501455	0.950368	0.9572697	0.9112116	0.9343893	0.97316676	0.9687043	0.8127241	0.95585215	0.9443961	0.8066719	0.9909025	0.96228504	0.9365916	0.8973932	0.96024555	0.90399206	0.98178166	0.9300271	0.9660846	0.9714661	0.94467586	0.9586205	0.9659236	0.9609702	0.92429316	0.9479068	0.9492047	0.88660973	0.9855458	0.7150328	0.96522206	0.90349245	0.7899072	0.9455415	0.9431697	0.8963504	0.9652448	0.9275493	0.9172866	0.9702777	0.9286939	0.92644215	0.9548391	0.917024	0.9775173	0.90383446	0.95740163	0.99540925	0.9954944	0.9237785	0.9892317	0.8790962	0.88755816	0.9328473	0.92502767	0.9855509	0.9958707	0.9298038	0.83724254	0.9447046	0.94172144
Braeckevelt/name	0.8908757	0.9406821	0.97431827	0.9696931	0.9138196	0.8031691	0.0	0.8623478	0.8799908	0.9791741	0.9668498	0.9748541	0.77683175	0.92764556	0.9516073	0.9014552	0.93479073	0.86351204	0.9140784	0.90582347	0.8955418	0.925887	0.9313317	0.94088125	0.79297817	0.9323487	0.8770891	0.98787665	0.9544527	0.90763414	0.9295459	0.96286416	0.87853605	0.84579873	0.95933914	0.8897366	0.95412475	0.9857863	0.9071225	0.81574285	0.9857439	0.84529614	0.9488003	0.8834007	0.8489926	0.7656989	0.9880283	0.94931483	0.94571555	0.9042627	0.9594034	0.79365647	0.7824149	0.7601771	0.9537955	0.9645388	0.8772538	0.9020691	0.87130225	0.9357588	0.9841195	0.8617991	0.9079332	0.9900991	0.8836586	0.9165564	0.88773054	0.8997559	0.93545365	0.79077	0.9901528	0.8671367	0.9655964	0.86849636	0.9042966	0.95326656	0.80321693	0.9734288	0.9349552	0.8375066	0.7332419	0.916867	0.8994266	0.89250875	0.97272813	0.9914339	0.9397216	0.8941711	0.98857856	0.987772	0.95849794	0.9383751	0.8975098	0.9429207	0.9691916	0.7629548	0.8766728	0.77539706	0.86260855	0.8682828	0.94223005	0.86729896	0.87402123	0.9282831	0.7672799	0.9354947	0.8927138	0.970988	0.74332994	0.9258385	0.9496337	0.77235067	0.86352104	0.9149886	0.9802656	0.9583664	0.9678446	0.9399601	0.84925896	0.9586911	0.80141467	0.907019	0.94893366	0.78735566	0.98203546	0.8742373	0.9747443	0.80151945	0.8930304	0.91750675	0.8239612	0.88389677	0.79934	0.9173811	0.9496231	0.767213	0.7979534	0.98020977	0.9625715	0.9759289	0.8894664	0.81589645	0.9517741	0.8288415	0.977	0.7907328	0.8595218	0.9313715	0.9146944	0.88263553	0.8232865	0.93506396	0.9070745	0.89405495	0.99798137	0.8665701	0.8881651	0.87426853	0.90236676	0.86809814	0.912949	0.8619221	0.9089111	0.96164167	0.80466133	0.881175	0.87128955	0.93698746	0.95005023	0.76973045	0.98563975	0.944868	0.8464281	0.92977786	0.89532924	0.9850669	0.8880627	0.9484056	0.94556373	0.8765156	0.9032241	0.75578797	0.8767708	0.9825323	0.84386605	0.89479226	0.9656628	0.8976042	0.9771206	0.7227979	0.9921081	0.972275	0.92285895	0.98409986	0.9956518	0.9312978	0.8811296	0.9283194	0.9771623	0.96493304	0.89374906	0.85660326	0.8970719	0.9121456	0.96103454	0.96401346	0.8864283	0.89052105	0.9864184	0.94653386	0.90869254	0.98524123	0.88268256	0.81845975	0.864414	0.9716531	0.9111445	0.9242776	0.9205572	0.91735697	0.8871606	0.92284465	0.90912855	0.9688092	0.9901766	0.76660633	0.94562274	0.96791816	0.9649538	0.955262	0.9426265	0.8935609	0.95079803	0.9744181	0.9650232	0.85073555	0.9727604	0.8770742	0.95652795	0.7895149	0.8767097	0.9658893	0.94730234	0.79657584	0.9439277	0.8529677	0.94207805	0.96579653	0.98717874	0.84930027	0.8240053	0.844984	0.9058344	0.88278264	0.9062303	0.948542	0.96814585	0.8924768	0.9597359	0.8808067	0.7924647	0.94594026	0.85282737	0.8576782	0.85558814	0.8311758	0.97867775	0.8939141	0.9896097
