	direct/adj	matig/adj	opdat/comp	samenleving/noun	haar/det	dien/verb	virus/noun	League_duel/noun	Kralj/name	race/noun	krachtig/adj	volop/adv	kerk_toren/noun	verbroken/adj	1991/num	Amerikaans/adj	word/verb	populatie/noun	voetpad/noun	overheid/noun	leger/noun	water_kwaliteit/noun	noodzaak/noun	verlies/noun	vanochtend/adv	zo/adv	tijd/noun	zodat/comp	bevolking_groep/noun	veiligheid/noun	driepunters/noun	kom_na/verb	schade/noun	norm/noun	hart_operatie/noun	euvel/noun	snel/adj	grasland/noun	inspanning/noun	vervolgens/adv	paars_wit/adj	Milojevic/name	eerder/adj	slot/noun	wederzijds/adj	geloof/noun	Van/name	licht/adj	reputatie/noun	toestand/noun	daarna/pp	opnieuw/adv	kliniek/noun	patiënt/noun	hoewel/comp	afwijking/noun	maar/comp	eerst/adv	gebroken/adj	stad_bestuur/noun	gebouw/noun	knap/adj	bezoeker/noun	AP/name	breek_af/verb	pas_aan/verb	griep_aanval/noun	relatie/noun	ingreep/noun	hiervan/pp	inmiddels/adv	economisch/adj	vanmiddag/adv	juk_been/noun	waardoor/pp	electrisch/adj	binnen/prep	het/det	middenvelder/noun	maar/vg	tijdelijk/adj	blijk/verb	klimaat/noun	moeilijk/adj	winstwaarschuwing/noun	pas/adv	thuis_reputatie/noun	Nutreco/name	laat/adj	of/vg	Roda/name	opereer/verb	Nokia/name	land/noun	geloofwaardigheid/noun	pand/noun	verloren/adj	traditie/noun	kraan/noun	normaal/adj	plus/noun	Da/name	nadat/comp	muur/noun	Gino/name	kort/adv	kwetsuur/noun	Ajax/name	geldschieter/noun	Song/name	elektriciteit/noun	thuisploeg/noun	golfer/noun	teneinde/comp	hun/det	technologie_aandeel/noun	enigszins/adv	Rijksvoorlichtingsdienst/name	MKZ_crisis/noun	aandeel_beurs/noun	help/verb	enkel_letsel/noun	democratie/noun	nauwelijks/adv	misstap/noun	kwartier/noun	miskleun/noun	goed/adj	ons/pron	beweeglijkheid/noun	onmiddellijk/adj	linkervleugel/noun	gevel/noun	kramp/noun	Vaessen/name	Vriese/name	en/vg	gistermiddag/adv	situatie/noun	weg/noun	kosten/noun	alles/noun	in/prep	lijk/verb	afgelopen/adj	kan/verb	bestuur/noun	Brecht/name	spier_blessure/noun	om/comp	niet/adv	Esser/name	letsel/noun	allicht/adv	beurs_fonds/noun	voor/comp	samenwerking/noun	eer/noun	eenvoudig/adj	beide/det	Noord-Ierland/name	ze/pron	sinds/comp	spel_maker/noun	momenteel/adj	spier/noun	middag/noun	Kosovo/name	zijn/det	zal/verb	toen/comp	financieel/adj	waardevol/adj	comeback/noun	enkel_blessure/noun	stad/noun	glorie/noun	9-7/noun	knie_operatie/noun	geleidelijk/adj	alsnog/adv	op_doffer/noun	ziekenhuis/noun	natuur/noun	lever/noun	rechtsorde/noun	doordat/comp	redelijk/adj	geheel/adj	installatie/noun	griep/noun	we/pron	bilateraal/adj	sars/noun	blessure/noun	val_partij/noun	begin/adv	dak/noun	treed_aan/verb	termijn/noun	fout/noun	nodig/adj	knie_blessure/noun	competitie_start/noun	zolang/comp	door/comp	onderhoud/verb	gezag/noun	voldoende/adv	zich/pron	LOMMEL/name	aandeel/noun	Peeters/name	Amsterdams/adj	ben/verb	olie_prijs/noun	tijdig/adj	laat/verb	functie/noun	lies_blessure/noun	probeer/verb	KLM/name	Alvarez/name	meer/adv	rij_richting/noun	systeem/noun	JC/name	doelman/noun	winst/noun	wonderbaarlijk/adj	team/noun	staat/noun	wegdek/noun	veerkrachtig/adj	Jurgen/name	primaat/noun	als/comp	het/comp	moet/verb	Argentinië/name	schouder_blessure/noun	liberalisme/noun	politie_agent/noun	multi_etnisch/adj	oud/adj	onafhankelijkheid/noun	die/det	Geeroms/name	geraakt/adj	origineel/noun	wil/verb	Damrak/name	VN/name	voorlopig/adj	eventueel/adj	rust/noun	echter/adv	aanvoerder/noun	Blauw-wit/name	te/comp	bezig/adj	fonds/noun	evenwicht/noun	koers_val/noun	oorspronkelijk/adj	daling/noun	budgettair/adj	breuk/noun	contact/noun	de/det	volgens/prep	nadien/pp	wat/adv	operatie/noun	zwaar/adj	weer/noun	Estland/name	ondanks/prep	daarna/adv	mede/adv	duur/verb	handel_dag/noun	Bisschop/name	van/prep	iets/adv	leiding/noun	industrie/noun	terwijl/comp	Truyens/name	intussen/adv	Bernhard/name	gisterenavond/adv	voldoende/adj	kracht/noun	terug/adv	slecht/adj	Rocky/name	dat/det	hoop/verb	gisteren/adv	hij/pron	sluit_post/noun	maak_kapot/verb	vertrouwen/noun	volledig/adj	men/pron	kom_terug/verb	Kevin/name	cabaretier/noun	scheur/noun	36-jarige/adj	ziekte/noun	aan/comp	eveneens/adv	huisstijl/noun	automatiseerder/noun	meteen/adv	Hest/name	kost/adv	Champions/noun	waarschijnlijk/adj	waarde/noun	Leverkusen/name	Coeyere/name	na/prep	woonst/noun	kanker/noun	sonde/noun	gelegenheid/noun	wereld_gemeenschap/noun	vooraleer/comp	woning/noun	hoofd/prefix	Noord-Limburg/name	ven/noun	fiets/noun	geschonden/adj	zoveel/adv	daarmee/pp	fors/adj	help_mee/verb	gebied/noun	orde/noun	thuis/adv	wij/pron	mogelijk/adj	verstel/verb	nederlaag/noun	economie/noun	al/comp	trauma/noun	consumentenvertrouwen/noun	contract_uur/noun	nog/adv	kiezer/noun	zuiverheid/noun	Bayer/name	dijk/noun	stijl/noun	teen/noun	voet_blessure/noun	effect_beurs/noun	autonomie/noun	volk/noun	ANTWERP/name	markt/noun	ere/noun	aan/adj	gezondheid_probleem/noun	vereiste/noun	ploeg/noun	knullig/adj	monarchie/noun	helemaal/adv	net/adv	tijdje/noun	maand/noun	Roeselare/name	weer/adv	poging/noun	spectaculair/adj	onverwacht/adj	breek/verb	dit/det	balans/noun	vanzelf/adv	kans/noun
direct/adj	0.0	0.87126374	0.7148249	0.7971087	0.80937773	0.74129283	0.8073633	0.9586295	0.9003954	0.9257018	0.7466332	0.8569074	0.8730874	0.8445101	0.9362558	0.83406234	0.72271055	0.8696415	0.88150734	0.73104423	0.8009435	0.87672377	0.7757611	0.8594666	0.80338216	0.8556571	0.91997117	0.7219634	0.8130657	0.79052144	0.92639935	0.8457573	0.82438684	0.8728113	0.90507513	0.83987206	0.7180662	0.88412285	0.86386305	0.6814602	0.8752902	0.9421441	0.7679528	0.9071261	0.7563746	0.83666927	0.96973675	0.8443905	0.90307474	0.85795146	0.79000413	0.77778107	0.8206049	0.75329995	0.7714933	0.80558074	0.8393553	0.78535223	0.8806121	0.82517385	0.8760889	0.8846324	0.84610206	0.91679525	0.870616	0.84804916	0.94395185	0.8219477	0.8111526	0.7164784	0.79067355	0.7875711	0.83279175	0.8848955	0.71926427	0.8055701	0.85515857	0.8347262	0.9298575	0.80440813	0.7772868	0.8477334	0.83925295	0.8510006	0.8277165	0.8513384	0.92801315	0.85828686	0.8768245	0.7720349	0.9018255	0.85739917	0.824462	0.85220295	0.801634	0.8735938	0.8765381	0.8783108	0.85590994	0.8462611	0.891771	0.93535966	0.75868917	0.90897787	0.94246197	0.8074658	0.8854856	0.8883314	0.8237446	0.9040568	0.81134	0.8537666	0.8932434	0.71358585	0.6958128	0.83690244	0.8116097	0.8187651	0.80202675	0.8313606	0.831632	0.9378995	0.80614316	0.71835554	0.8390459	0.86930925	0.8906827	0.81568503	0.81376296	0.8833602	0.44257933	0.8693637	0.90008044	0.86138433	0.82609653	0.95610183	0.7617009	0.8163922	0.8323718	0.86612034	0.848495	0.8685095	0.88192344	0.8463406	0.8825111	0.72753084	0.80582416	0.92176723	0.90798235	0.7335826	0.81611466	0.8839911	0.8266009	0.83158624	0.8040874	0.7988072	0.80685014	0.90513074	0.77732843	0.7953354	0.8223402	0.75391316	0.8502158	0.9040939	0.8705917	0.81721354	0.8951195	0.8324739	0.7647579	0.71757376	0.83282924	0.7641438	0.84672916	0.9238909	0.90822846	0.89261734	0.9125835	0.937849	0.916552	0.7951561	0.72434336	0.89635265	0.8611987	0.8234422	0.84751517	0.812996	0.74094653	0.8251966	0.79071724	0.840893	0.88587546	0.8137404	0.77150524	0.8101517	0.91001374	0.8444842	0.9112026	0.883188	0.9059258	0.74734	0.835776	0.81710535	0.9096706	0.9199678	0.7437865	0.7184241	0.8084103	0.79429686	0.8638285	0.81242585	0.977047	0.8488103	0.95449716	0.885061	0.7840605	0.8128531	0.7004634	0.82540286	0.81950474	0.90951806	0.7946671	0.7745738	0.8992844	0.82306415	0.8879621	0.7602117	0.9218143	0.9075576	0.87516075	0.84524137	0.88456994	0.8469411	0.8743192	0.907154	0.9653224	0.8275515	0.7660258	0.91279763	0.72970045	0.87042755	0.91065127	0.830549	0.8009671	0.86456335	0.9014202	0.83607614	0.72265935	0.9177892	0.8432953	0.8438534	0.7622812	0.8338169	0.7841981	0.78315794	0.61908025	0.88351256	0.7297479	0.92576224	0.8983772	0.6929514	0.90637857	0.7956351	0.8804245	0.8298242	0.86896807	0.85031164	0.7920661	0.8390441	0.78652054	0.7231785	0.81593025	0.8049846	0.87784284	0.832297	0.81179875	0.882538	0.8918008	0.8173001	0.7884419	0.73968697	0.9453972	0.90568566	0.9031183	0.76186234	0.8342499	0.86189145	0.7951677	0.8123058	0.9347338	0.80822545	0.8571534	0.85866284	0.79193026	0.8548379	0.8687818	0.8336846	0.9126374	0.818169	0.8448432	0.81756884	0.74714416	0.8955474	0.8392354	0.8611038	0.7949652	0.7808094	0.9005643	0.96668667	0.90658325	0.8529311	0.8814399	0.82788646	0.91572726	0.75346804	0.8693445	0.83391654	0.52769387	0.92323697	0.87037265	0.9248265	0.7847608	0.8722136	0.9082902	0.9496002	0.82177913	0.84978485	0.8429556	0.83963096	0.8782967	0.8117972	0.7951436	0.8753799	0.8740089	0.8829557	0.88704777	0.8716471	0.8588284	0.8370551	0.7323736	0.7803361	0.835053	0.84118485	0.8880739	0.8714174	0.7719122	0.6667128	0.88286257	0.8955817	0.84239364	0.8304788	0.8264948	0.86154795	0.9319513	0.8870625	0.7757775	0.84742117	0.86568	0.8846768	0.82343274	0.885718	0.92486453	0.867521	0.8152579	0.8651712	0.9573811	0.8196143	0.8985208	0.8946082	0.79483247	0.83440524	0.90175396	0.8350715	0.79189813	0.84112275	0.8884516	0.88450754	0.9085752	0.9251819	0.8129903	0.81748843	0.8326869	0.74562997	0.902676	0.8454546	0.8607332	0.7862009	0.88732576
matig/adj	0.87126374	0.0	0.852876	0.8790234	0.894612	0.8770845	0.9132177	0.8831882	0.86526597	0.8178317	0.6927661	0.8579779	0.89302784	0.91212076	0.90818524	0.8941198	0.8585316	0.82161653	0.9172611	0.9101671	0.9285585	0.86551493	0.90809315	0.79668915	0.7988218	0.86833715	0.8796938	0.79673636	0.8896562	0.91578466	0.88359255	0.91861075	0.8701017	0.90466297	0.8907547	0.84361905	0.8222196	0.86491066	0.8108847	0.87294906	0.7972491	0.90126365	0.865878	0.8614705	0.86950964	0.89868665	0.94356626	0.6815567	0.8591038	0.856552	0.8191385	0.789805	0.9008349	0.8782732	0.74117374	0.8429485	0.8730057	0.85660243	0.8592081	0.9331485	0.9323634	0.7310821	0.81583685	0.96720254	0.8914868	0.87768567	0.8810165	0.88527405	0.85599184	0.8627157	0.8957769	0.801038	0.7606337	0.91622573	0.73033834	0.88900316	0.90191406	0.8217609	0.8264593	0.7505938	0.81683373	0.8363033	0.78300506	0.8216733	0.82200956	0.85167336	0.8520234	0.8327139	0.83809423	0.8085329	0.76267517	0.8623849	0.82903165	0.84345645	0.88052124	0.94145167	0.83967614	0.91027313	0.86760575	0.7971071	0.79236853	0.8959704	0.8709252	0.9307886	0.9045449	0.8635032	0.82856756	0.7619176	0.86816293	0.8512316	0.89666283	0.7316948	0.83558095	0.8486991	0.8697285	0.7850866	0.77142537	0.92036265	0.8811744	0.8068514	0.90151376	0.85013735	0.89171493	0.7647351	0.7870987	0.7878228	0.8802471	0.71349025	0.8951223	0.86749923	0.9118595	0.88074225	0.9225795	0.8715138	0.8610265	0.9468598	0.76484585	0.8644525	0.87507313	0.9081142	0.89711475	0.92261106	0.80459887	0.80308205	0.8391888	0.84406334	0.9061204	0.90101504	0.8566885	0.8874558	0.88429016	0.91845804	0.8630825	0.81380856	0.8339407	0.90539616	0.8703397	0.9159925	0.8395235	0.825024	0.86087465	0.87806183	0.8792909	0.82544494	0.8384422	0.816056	0.7266286	0.9219214	0.86282235	0.870031	0.8954406	0.84714687	0.9178242	0.84655094	0.8159214	0.899348	0.8890857	0.91125613	0.86443204	0.70052767	0.84303504	0.8192472	0.918905	0.86796707	0.8365513	0.8980951	0.78436494	0.66079605	0.84345245	0.90448266	0.84437513	0.84357375	0.89570963	0.88395613	0.79734665	0.8354865	0.93389016	0.89123017	0.84700406	0.8637521	0.8668949	0.90407366	0.8252141	0.7493664	0.8672382	0.8478596	0.89614064	0.90942067	0.8378737	0.8916455	0.9230893	0.844305	0.92774165	0.91008335	0.8340928	0.79393774	0.90705025	0.8741048	0.91094834	0.8408313	0.89882475	0.884839	0.94609904	0.9064152	0.9163793	0.8908937	0.78570914	0.8289644	0.7670284	0.7978801	0.78738046	0.8892393	0.8653126	0.8894974	0.90231824	0.9185455	0.8625747	0.87300503	0.8847745	0.83250296	0.85888237	0.90713024	0.9302516	0.94318205	0.91178846	0.91933024	0.8441954	0.9210545	0.8686019	0.85680175	0.9275847	0.80061257	0.93895936	0.8975311	0.88022643	0.80247974	0.803607	0.8319767	0.81225884	0.8868549	0.8900333	0.83447605	0.80768085	0.83639044	0.9128466	0.79809237	0.87316096	0.8974063	0.90335876	0.7898622	0.92777765	0.77235246	0.75415224	0.8883305	0.80091417	0.68690586	0.7865124	0.70644015	0.85141015	0.75271	0.87509996	0.83807266	0.92802745	0.82925344	0.7674417	0.8517905	0.8533514	0.8018077	0.9474533	0.88202655	0.9307029	0.8766866	0.76306254	0.78537756	0.8658319	0.6626495	0.8894957	0.8719145	0.86342156	0.8804955	0.8825178	0.86371994	0.898225	0.86659145	0.88568616	0.8725716	0.8712718	0.89720094	0.88260084	0.8810991	0.88942057	0.87517554	0.89816964	0.8058572	0.8950325	0.83358896	0.8478645	0.8879117	0.8969716	0.8181416	0.8302306	0.86782134	0.8154441	0.9508431	0.7868284	0.90207475	0.9082972	0.9197362	0.91456133	0.9289705	0.84321606	0.9392587	0.88894236	0.90233225	0.8974398	0.9212129	0.8909748	0.89751023	0.866062	0.79201895	0.8636546	0.8701802	0.938832	0.8222047	0.8608661	0.86981475	0.8553579	0.7602037	0.79950905	0.78847003	0.869727	0.7996123	0.93620795	0.84803617	0.88424987	0.87737715	0.84294057	0.854032	0.8335955	0.86392546	0.85714966	0.82482314	0.8945767	0.9167116	0.8892485	0.8550803	0.9116129	0.85756075	0.8509925	0.8396017	0.72975874	0.78986984	0.9133535	0.89148015	0.8646373	0.91201186	0.89656985	0.8552497	0.8366504	0.87618303	0.73696995	0.76427126	0.8580594	0.8449869	0.8196624	0.8456267	0.7934374
opdat/comp	0.7148249	0.852876	0.0	0.7302736	0.73353946	0.64097273	0.7974448	0.95389986	0.9010503	0.8881922	0.748436	0.7835032	0.82679224	0.88103473	0.9009583	0.8315242	0.64747053	0.7540424	0.7808671	0.6603488	0.78624284	0.81498486	0.71083426	0.89204395	0.81469935	0.75933814	0.8314398	0.42877364	0.7495184	0.68237996	0.92889416	0.7603142	0.8273467	0.7626441	0.88232005	0.7904482	0.7223232	0.83406365	0.7328705	0.6571994	0.8252399	0.93217415	0.81710005	0.8566687	0.71904063	0.7747171	0.9687404	0.81675476	0.85254145	0.795581	0.72847545	0.73485684	0.8015978	0.7409189	0.7272543	0.7916588	0.7738577	0.69676363	0.83088833	0.73901725	0.7772693	0.8850254	0.8409224	0.8620335	0.8079859	0.7349248	0.91818315	0.77447015	0.75265765	0.7393956	0.7591584	0.7484654	0.8209829	0.85588753	0.56381214	0.7932373	0.75471693	0.7540929	0.91152644	0.745667	0.71543705	0.828389	0.75558263	0.8202677	0.8795287	0.8212177	0.9054772	0.86779064	0.87827253	0.7006564	0.9179028	0.8207456	0.8485246	0.76905596	0.74586946	0.8170021	0.835963	0.8291593	0.7688818	0.7726665	0.89454484	0.9304272	0.76586914	0.8041982	0.9214076	0.8479948	0.8569336	0.89603466	0.7833089	0.87229335	0.7737226	0.85864496	0.87819767	0.5568762	0.6063249	0.8566226	0.7771375	0.8503587	0.80735064	0.85448706	0.68043905	0.9360198	0.714797	0.71926415	0.80946195	0.859413	0.86139137	0.7700051	0.7355892	0.83857316	0.71221644	0.8627096	0.8063369	0.84697425	0.8300019	0.9555762	0.6330431	0.808993	0.77642596	0.78748244	0.7793611	0.7406045	0.8105155	0.7943479	0.8638798	0.61360276	0.76329494	0.8858596	0.9160739	0.53436124	0.7423495	0.8861256	0.83779824	0.78634644	0.8341362	0.6910335	0.7477666	0.8647038	0.7731369	0.769971	0.80054665	0.67673796	0.783811	0.8585863	0.7701193	0.74366903	0.8491236	0.7841498	0.7377647	0.58483714	0.80358654	0.7554115	0.7706571	0.88521516	0.9005624	0.797229	0.8172808	0.9569497	0.88462114	0.71739167	0.71202743	0.8624645	0.84934574	0.75709313	0.7710195	0.7827822	0.6676405	0.7498541	0.7630718	0.76057094	0.8575077	0.7155765	0.7513819	0.83034176	0.8789762	0.86243176	0.8492302	0.8200927	0.8939221	0.7070588	0.84768254	0.69395316	0.8912734	0.8804254	0.5742116	0.5837007	0.7599091	0.73548996	0.7834427	0.7635246	0.97095734	0.88087445	0.94669217	0.86957836	0.76429677	0.84649855	0.6696919	0.7074821	0.76424325	0.9047809	0.6799836	0.8194164	0.91374546	0.7674723	0.82049584	0.70952034	0.9205581	0.8935449	0.87649375	0.7818842	0.8495257	0.7719158	0.78392446	0.8672869	0.95356673	0.80304897	0.6419214	0.76545584	0.5370717	0.8541276	0.8942304	0.8199865	0.77218837	0.79648995	0.82109267	0.7628089	0.68620694	0.9220674	0.8028796	0.82250524	0.5964848	0.8386914	0.7300104	0.72789687	0.66046196	0.8470137	0.7273111	0.9038146	0.86673605	0.5601591	0.84197134	0.7876079	0.79760534	0.8918011	0.78079695	0.89646196	0.7217345	0.86100435	0.7544464	0.69117844	0.7772159	0.7628815	0.76045966	0.7770378	0.8122736	0.81639725	0.8524564	0.7945917	0.70176613	0.8066535	0.8898702	0.9047468	0.88105184	0.7545995	0.79181385	0.8256234	0.75540745	0.67616725	0.9305921	0.69052625	0.8360717	0.80532575	0.68231475	0.7841512	0.8028635	0.82781136	0.89307827	0.7783993	0.7302911	0.8164096	0.7536497	0.87095577	0.7440078	0.776321	0.72697425	0.7176448	0.8485498	0.95865256	0.8673778	0.80451995	0.84642917	0.8124212	0.7453015	0.7852997	0.8487896	0.8613675	0.7599105	0.8982643	0.7780607	0.89943206	0.75663763	0.81108665	0.914447	0.9591959	0.85122347	0.79454327	0.8285755	0.82187116	0.7771666	0.7863622	0.65234923	0.8205102	0.8387653	0.8401127	0.86822444	0.80440694	0.80508626	0.72439206	0.73787415	0.81315184	0.72935176	0.73409116	0.8235213	0.80443835	0.68120265	0.64998925	0.80118895	0.895288	0.78251404	0.7891047	0.7858996	0.8553859	0.9343164	0.7819533	0.80144274	0.7922938	0.86620253	0.79200715	0.82597184	0.82220685	0.8874783	0.8958212	0.72059107	0.77589995	0.94791967	0.79821837	0.8167537	0.8442781	0.8038991	0.7071626	0.8686383	0.83120733	0.7715648	0.8060726	0.8433933	0.8266225	0.85864705	0.9351872	0.7297516	0.7888386	0.8465469	0.8546312	0.86071265	0.8162031	0.81817305	0.72732353	0.82885075
samenleving/noun	0.7971087	0.8790234	0.7302736	0.0	0.84724176	0.70864844	0.8312758	0.97194934	0.9298387	0.9325632	0.7534577	0.8508902	0.90600914	0.859443	0.9455616	0.8584178	0.81011087	0.70875716	0.8848297	0.6612512	0.75677896	0.83782387	0.6896696	0.9185875	0.90637064	0.835163	0.85669386	0.7977264	0.5540232	0.69110465	0.95353174	0.86552763	0.8800414	0.6154969	0.9148023	0.87152827	0.8470899	0.860973	0.78967255	0.8797234	0.90876746	0.9674114	0.8934059	0.9215117	0.63652694	0.6131408	0.9872823	0.8945731	0.8311688	0.7698754	0.92699176	0.8767465	0.87225103	0.7880648	0.77854097	0.8095145	0.8029803	0.9009734	0.90218216	0.8901514	0.84075415	0.91728497	0.91186404	0.91330963	0.8999462	0.7648495	0.9460583	0.68968856	0.7934456	0.8048332	0.8528515	0.61841726	0.9197823	0.93622327	0.75168777	0.8662096	0.7181366	0.8049307	0.9189932	0.7935867	0.8637732	0.8468511	0.6317724	0.83835965	0.8976525	0.92759657	0.910311	0.88202465	0.95022756	0.8403336	0.94928104	0.827155	0.8837705	0.69342744	0.7132858	0.8876803	0.8654275	0.6193	0.8938689	0.8292233	0.9270259	0.9603494	0.915658	0.89361405	0.9684567	0.95250404	0.88564134	0.9196809	0.84915924	0.89732414	0.87792265	0.9055354	0.8687892	0.706331	0.7405336	0.85834897	0.78476644	0.876318	0.84575367	0.83657455	0.81277907	0.9534736	0.45722842	0.7635896	0.8802755	0.9550952	0.88216656	0.827412	0.81882536	0.8352239	0.8876682	0.8136908	0.8955154	0.91002476	0.8858976	0.980943	0.7161456	0.92574346	0.72278553	0.88743854	0.85818684	0.8561865	0.84319603	0.80925	0.88749063	0.7956411	0.7958379	0.94025046	0.94573075	0.765625	0.8274678	0.90830636	0.88265586	0.9011304	0.8449322	0.9132438	0.7570201	0.9088057	0.82441664	0.83607197	0.79201984	0.8279034	0.85235906	0.89863706	0.87059313	0.81301296	0.9365589	0.8037221	0.8398184	0.7985779	0.93039477	0.761989	0.7908737	0.89311624	0.94844073	0.77612084	0.87277293	0.96402603	0.92554486	0.74666965	0.9001652	0.9308456	0.9271981	0.6707727	0.84649944	0.6010216	0.7434917	0.7725376	0.7502066	0.8191396	0.88609314	0.83296037	0.7841035	0.858379	0.9270252	0.90140194	0.9616844	0.92971027	0.93571204	0.7783881	0.8959459	0.8382195	0.9356885	0.90685976	0.71464515	0.7381784	0.82265884	0.6713102	0.8291979	0.8069794	0.9847375	0.9106843	0.97880065	0.9024646	0.7700358	0.8356259	0.87910354	0.9062097	0.79458183	0.9497043	0.8331543	0.8938213	0.9334893	0.8386842	0.9119236	0.65794736	0.9604512	0.93460464	0.9258288	0.81281364	0.8331205	0.6437967	0.88060623	0.85544276	0.97814447	0.71638954	0.8392171	0.8648839	0.7753154	0.86487156	0.9323141	0.61237216	0.8495139	0.6522783	0.8423214	0.7062632	0.7303697	0.94988334	0.8757733	0.83517504	0.8222066	0.9006748	0.7940075	0.9029023	0.8386798	0.9102951	0.77485406	0.91217935	0.9157004	0.76633465	0.8771892	0.83098525	0.78468394	0.8718365	0.82972693	0.88841724	0.7740432	0.82098305	0.83085483	0.7366058	0.8347033	0.9219107	0.86869156	0.8330163	0.8728584	0.8939535	0.9006801	0.80565333	0.9113913	0.76529914	0.95622593	0.9310525	0.9247588	0.76408565	0.84665066	0.875092	0.69212043	0.8253943	0.95870423	0.8511093	0.8873725	0.92656374	0.7863346	0.75041014	0.9285425	0.8375218	0.92762244	0.7915398	0.90642583	0.9125003	0.85288835	0.8758166	0.80735826	0.79682827	0.8177997	0.7521583	0.94072187	0.97714025	0.8729843	0.8646633	0.93179196	0.7927029	0.88001573	0.8373299	0.843966	0.88406825	0.9033196	0.92920166	0.87474084	0.9453838	0.8814396	0.675724	0.9467723	0.9705954	0.9405433	0.88864	0.8565516	0.88515925	0.89073825	0.72906005	0.8936325	0.9159839	0.89081395	0.87654537	0.87979996	0.9332018	0.80282974	0.8113519	0.7548747	0.8526821	0.8269001	0.71368146	0.8045537	0.9384654	0.7438394	0.7990227	0.8796485	0.9388362	0.59521204	0.8519894	0.77503836	0.82405335	0.9661312	0.89635396	0.72332436	0.70509005	0.931318	0.8786617	0.76823574	0.90613854	0.94082624	0.9067682	0.66114974	0.67759883	0.97636604	0.72547543	0.8345705	0.91782784	0.7874112	0.7410437	0.84995306	0.8804816	0.62098074	0.8782057	0.93015265	0.9346845	0.9617669	0.9633672	0.8810942	0.8253123	0.8685371	0.8576924	0.912371	0.8348189	0.7993791	0.79092515	0.8839663
