	Habibie/name	aanbesteding/noun	aanbieding/noun	abonnement/noun	accoord/noun	adres/noun	advies/noun	algemeen/adj	alibi/noun	alleen/adj	alternatief/noun	altijd/adv	arbeid_vergunning/noun	argument/noun	arrangement/noun	bekentenis/noun	besluit/noun	betaal_middel/noun	biljet/noun	bod/noun	bon/noun	boord_document/noun	bouw_aanvraag/noun	conventie/noun	dagvaarding/noun	die/det	diploma/noun	dit/det	document/noun	doelpunt/noun	door/adj	eind_uitslag/noun	en/vg	enkel/adj	enquête/noun	euro/noun	excuus/noun	exploitatie_vergunning/noun	frank/noun	gemeente/noun	gewoon/adj	gezien/adj	goal/noun	goedkeuring/noun	handtekening/noun	huur_contract/noun	huwelijk/noun	identiteitsbewijs/noun	jaar/noun	juridisch/adj	kaart/noun	kandidatuur/noun	lang/adj	licentie/noun	lid_kaart/noun	niet/adv	nog/adv	offerte/noun	onbeperkt/adj	onverminderd/adj	overeenkomst/noun	papier/noun	paspoort/noun	patent/noun	poging/noun	principe/noun	rechtbank/noun	rede/noun	reden/noun	referendum/noun	regel/noun	reis_pas/noun	reservatie/noun	rijbewijs/noun	slechts/adv	status/noun	stem/noun	stem_biljet/noun	strip_kaart/noun	tarief/noun	ten/adv	ticket/noun	toelating/noun	toestemming/noun	treffer/noun	trein_kaart_DIM/noun	typering/noun	uitkomst/noun	uitslag/noun	universeel/adj	verblijf_status/noun	verblijfsvergunning/noun	vergunning/noun	verklaring/noun	vervoer_bewijs/noun	verzekering/noun	verzoek/noun	visum/noun	vonnis/noun	voorwaarde/noun	wagen/noun	wereldwijd/adj	werk_vergunning/noun	wet/noun	wijze/noun	wil_beschikking/noun	ze/pron
door/adj	0.99398506	0.98849344	0.9572549	0.9788152	0.97080666	0.95739365	0.9649651	0.95605415	0.98749626	0.9637054	0.90988433	0.947763	0.9996348	0.97705793	0.9728791	0.96774715	0.95999414	0.98784125	0.98143053	0.9613362	0.97714317	0.9912437	0.98340607	0.97806126	0.98644215	0.99045587	0.96709085	0.9514332	0.96335775	0.95047003	0.0	0.99143785	0.9067128	0.9642642	0.9467168	0.9395001	0.9491052	0.99628633	0.9399472	0.9690466	0.95945215	0.95613104	0.9489644	0.96425533	0.9610227	0.98845917	0.96332777	0.98650795	0.94604045	0.97344726	0.9522979	0.9720816	0.9642693	0.97854704	0.9936122	0.9419631	0.98698926	0.9869406	0.9796978	0.96322	0.955497	0.96798587	0.9722865	0.9669028	0.9577183	0.943047	0.9640648	0.95979804	0.9637087	0.9707726	0.97415966	0.99682117	0.98574966	0.9599012	0.9424611	0.96012676	0.9477965	0.9611702	0.9767184	0.96729606	0.92084086	0.961443	0.98007697	0.9757352	0.955851	0.98347306	0.9859208	0.9471328	0.9506788	0.9850052	0.9889261	0.9864233	0.9802397	0.9553699	0.9914867	0.9770953	0.9458672	0.97745883	0.97744715	0.9547508	0.9608475	0.93812835	0.9709845	0.97652835	0.94879264	0.9988326	0.9747568
eind_uitslag/noun	0.9869981	0.99498886	0.984905	0.9861482	0.9904565	0.9825989	0.99333566	0.97703636	0.9970808	0.9966945	0.9829936	0.9946357	0.9958712	0.99866194	0.9944868	1.0	0.9916273	0.977975	0.95228857	0.9781558	0.9731263	1.0	0.9740851	0.977185	0.98624843	0.999556	0.9705433	0.98859894	0.9763448	0.81149954	0.99143785	0.0	0.96105206	0.978759	0.9801372	0.9670067	0.9887092	0.98929036	0.96268094	0.98987913	0.98989344	0.9830662	0.82059175	0.9968443	0.97376394	0.98847884	0.98755485	0.99922526	0.95161986	0.992899	0.8873636	0.98305273	0.97555965	0.9919589	0.9841324	0.98367786	0.94439346	0.9941007	0.9943056	0.9950153	0.9903429	0.9588498	0.9876117	0.98717	0.97447836	0.9897807	0.98016465	1.0	1.0	0.9833421	0.9972631	0.97745776	0.973142	0.9750697	0.9415226	0.9575833	0.9541564	0.95222354	1.0	0.9759858	0.97541106	0.9676552	0.99776906	0.98193264	0.7787005	0.98925143	0.98988587	0.96993196	0.8096996	0.9949978	0.9858704	0.99607545	0.9859953	0.9878861	0.99968123	0.9907672	0.98820496	0.97405666	0.9734287	0.9991435	0.9832968	0.9812583	0.96425164	0.9966317	0.9498247	1.0	1.0
en/vg	0.96392876	0.9169894	0.8541651	0.92183864	0.80263585	0.9035777	0.8446481	0.7860522	0.92153364	0.793103	0.85628766	0.8485662	0.9697457	0.88045883	0.88845706	0.88329154	0.8616958	0.9342369	0.9321297	0.84783554	0.9411219	0.9701371	0.92571056	0.9276203	0.9413238	0.8710895	0.8726349	0.90938044	0.8747835	0.7876971	0.9067128	0.96105206	0.0	0.85125995	0.88628244	0.878285	0.8777522	0.9730029	0.87958574	0.8302233	0.8227492	0.8539268	0.81861204	0.864624	0.8602601	0.9508297	0.77053785	0.9677737	0.7887331	0.8628723	0.80603594	0.8964864	0.8580478	0.9189031	0.9618358	0.93733895	0.89745843	0.930066	0.9389083	0.92002636	0.79407346	0.84512985	0.892397	0.8904774	0.7880515	0.85740024	0.8919592	0.8970607	0.80769706	0.90307117	0.8787752	0.96903944	0.95500183	0.9225672	0.84439814	0.8251555	0.8342569	0.9608885	0.9623975	0.90739274	0.7995584	0.8601978	0.90221775	0.82635176	0.8085769	0.9686709	0.93158454	0.8970867	0.87769043	0.9135158	0.9755974	0.93706906	0.9008413	0.84074277	0.97653186	0.8854505	0.8602288	0.8940222	0.884834	0.84610665	0.8621482	0.8259208	0.92695475	0.8517228	0.8316885	0.9731313	0.90332043
enkel/adj	0.9699997	0.97514987	0.95157534	0.9722699	0.9022827	0.9367129	0.94186723	0.8873028	0.99543124	0.89202183	0.95098937	0.93084323	0.9909883	0.93469983	0.9833208	0.961725	0.9479471	0.99760413	0.98265004	0.9469821	0.9605336	0.99821883	0.98452836	0.9658768	0.9804553	0.91750014	0.9416683	0.94632983	0.92354333	0.9168883	0.9642642	0.978759	0.85125995	0.0	0.9555997	0.94346774	0.9272291	0.9739819	0.94293624	0.9469974	0.8931555	0.92444855	0.9136567	0.92189825	0.9475575	0.9682865	0.9408727	0.9993644	0.9535532	0.9252767	0.9174985	0.9034325	0.9490164	0.9627207	0.9878034	0.9138366	0.9442611	0.9898947	0.9719088	0.9566435	0.92407095	0.9534734	0.9750329	0.950638	0.90261173	0.9155768	0.9207541	0.9788868	0.92527425	0.9703315	0.96937436	0.99497724	0.9925382	0.94243073	0.9210548	0.94605243	0.9075953	0.9772892	0.9891808	0.95197433	0.90467334	0.93551236	0.95054704	0.94106567	0.93437827	0.9819028	0.9766393	0.9836957	0.91229576	0.9498913	1.0	0.97118604	0.9184698	0.92363054	0.99466026	0.9516895	0.93226016	0.96962094	0.9299914	0.9464794	0.92721003	0.93596655	0.9930728	0.9105899	0.9191192	0.9979797	0.95458883
enquête/noun	0.96744895	0.93038374	0.8886099	0.815874	0.89042467	0.88850695	0.92122495	0.89070046	0.97578496	0.92590356	0.9094334	0.96018904	0.98236203	0.93398666	0.9395094	0.9703726	0.92380387	0.9533544	0.8615456	0.8620115	0.8675296	0.9786465	0.9182259	0.9070545	0.9408909	0.96491575	0.919465	0.87078744	0.88146716	0.90157914	0.9467168	0.9801372	0.88628244	0.9555997	0.0	0.6891751	0.95182824	0.9739321	0.6614529	0.8100561	0.9492695	0.9040502	0.9399966	0.93327427	0.7082641	0.9673814	0.9331221	0.98116744	0.7320425	0.9155851	0.80545807	0.88861	0.8415362	0.9448369	0.90987533	0.96884155	0.8551262	0.9437707	0.95866835	0.9613116	0.9251818	0.9292235	0.9448115	0.95154166	0.915506	0.9232424	0.95191795	0.9442456	0.936088	0.8979949	0.9473123	0.96532047	0.91836876	0.9059617	0.6995417	0.9568771	0.75201064	0.9071562	0.9565834	0.88768655	0.7538024	0.781893	0.92465955	0.918533	0.95489395	0.96639735	0.9834764	0.93083364	0.8699367	0.9639808	0.94509494	0.9145834	0.88760024	0.93650544	0.94411963	0.9033223	0.9169314	0.9398282	0.9223356	0.93472815	0.8407997	0.73187995	0.9387906	0.9144276	0.9595025	0.9900985	0.9873352
euro/noun	0.976676	0.9008715	0.8687221	0.6675765	0.8932524	0.8284054	0.9282566	0.8550244	0.9824021	0.952659	0.9423788	0.9614059	0.98877066	0.97915065	0.8571562	0.9715556	0.9237697	0.9597747	0.73181987	0.579111	0.7857796	0.96146053	0.92559713	0.93185425	0.9384277	0.9624171	0.9304788	0.59888583	0.8579283	0.8587975	0.9395001	0.9670067	0.878285	0.94346774	0.6891751	0.0	0.97424805	0.9679627	0.06753224	0.6425787	0.8770172	0.9163649	0.8640647	0.9417452	0.6223527	0.95187086	0.91580784	0.9508427	0.30048877	0.9239807	0.6613118	0.92870265	0.6053151	0.8830652	0.9010471	0.97637546	0.7315731	0.8989231	0.9184478	0.9646738	0.9109692	0.83929306	0.92414606	0.9374063	0.90150154	0.94176424	0.9143303	0.88539064	0.92914635	0.9107504	0.93111223	0.9258792	0.83954185	0.8872651	0.2367878	0.9394679	0.39783567	0.8418946	0.9080581	0.610234	0.61151326	0.5599919	0.92178553	0.92246425	0.9482436	0.89484304	0.98713803	0.92163575	0.7374722	0.9856913	0.96397835	0.88416135	0.81607115	0.934421	0.92669433	0.80841506	0.91953963	0.9216714	0.93274844	0.9077401	0.6477041	0.48432314	0.89900565	0.9462063	0.9507525	0.9866843	0.99521637
excuus/noun	0.9506072	0.9846521	0.9407175	0.9676449	0.90702003	0.95393485	0.9165881	0.942358	0.9655222	0.9503056	0.9394267	0.9523388	0.979757	0.93647397	0.970794	0.9494225	0.8939857	0.994933	0.98581624	0.962675	0.96909904	0.999507	0.96534145	0.9542652	0.9649454	0.9638213	0.97417825	0.9336499	0.9246461	0.9168238	0.9491052	0.9887092	0.8777522	0.9272291	0.95182824	0.97424805	0.0	0.9648488	0.97715044	0.9405865	0.96117944	0.92633486	0.906273	0.9455879	0.92054355	0.9934462	0.9269587	0.99997497	0.9646659	0.9083821	0.91278243	0.8901248	0.9529725	0.9623658	0.9951728	0.9138902	0.93955743	0.9917857	0.96580213	0.9474758	0.91419804	0.9481151	0.94317335	0.9617294	0.8717496	0.9506854	0.8973323	0.94441974	0.8784452	0.9276261	0.9403643	0.99470896	0.9935561	0.95563555	0.9543402	0.94184285	0.9444996	0.98389477	0.99305284	0.9707523	0.9274272	0.95404327	0.9663457	0.9201836	0.917298	0.9987571	0.9831034	0.94461703	0.9364575	0.9806855	1.0	0.96683085	0.9400892	0.8904849	0.9413026	0.9499935	0.8651188	0.96557194	0.95586884	0.9367045	0.9623106	0.94673115	0.98136157	0.94518256	0.9156035	1.0	0.9695938
exploitatie_vergunning/noun	0.97527325	0.93690795	0.98173183	0.982209	0.9464508	0.9811712	0.92209214	0.9909039	0.9981261	0.9857998	0.9959706	0.984779	0.9738347	0.95160675	0.99263245	0.9958031	0.93301225	0.9131683	0.95007175	0.98818856	0.96662307	0.98369646	0.9615547	0.97522527	0.9898231	0.9608904	0.99409455	0.99646664	0.99264866	0.9835415	0.99628633	0.98929036	0.9730029	0.9739819	0.9739321	0.9679627	0.9648488	0.0	0.97447985	0.9120378	0.9986819	0.9869334	0.9909654	0.9344859	0.9828038	0.91687346	0.9949853	0.9641764	0.96473646	0.9799139	0.9817278	0.8996933	0.9799693	0.94536227	0.9648317	0.981999	0.9186083	0.9941689	0.9598155	0.9793958	0.92968774	0.9744062	0.9836103	0.98405534	0.9838623	0.92837524	0.96278995	0.981027	1.0	0.9514341	0.96470875	0.9607659	0.9756708	0.9893421	0.9760187	0.9854834	0.9685869	0.98795146	0.92061865	0.974922	0.9525412	0.9751664	0.9365229	0.9660487	0.997996	0.94107753	0.9112977	0.9956826	0.97992885	0.9697874	0.9727979	0.9690604	0.86127216	0.9996464	0.9542808	0.96781725	0.99466366	0.99016213	0.9639314	0.94446576	0.971584	0.9620303	0.970766	0.938635	0.98560476	0.9983864	0.98706245
frank/noun	0.9693341	0.9053256	0.8733571	0.64728975	0.8995666	0.8254757	0.92792535	0.8618276	0.9760031	0.96116924	0.9528652	0.9600345	0.98221225	0.98166984	0.8444898	0.9717399	0.93038875	0.971411	0.715675	0.62842524	0.77095526	0.94541657	0.9256446	0.93216157	0.93689114	0.95771205	0.9213205	0.61403334	0.8412717	0.8569345	0.9399472	0.96268094	0.87958574	0.94293624	0.6614529	0.06753224	0.97715044	0.97447985	0.0	0.6166321	0.8915701	0.9283372	0.87197423	0.948283	0.5725949	0.96028554	0.9138872	0.951868	0.30075794	0.9259876	0.6489635	0.9254067	0.6370219	0.8823395	0.87935287	0.9855946	0.7292647	0.89509314	0.9280907	0.96804595	0.9227227	0.83216465	0.9192485	0.9517556	0.9126053	0.9396444	0.90841985	0.90564585	0.9369451	0.91200155	0.92440176	0.9161354	0.8252081	0.88336235	0.25741833	0.9480064	0.38732427	0.82128143	0.9257985	0.67806065	0.61154354	0.5311451	0.9133081	0.92458	0.9476975	0.904088	0.98328084	0.92593396	0.7326659	0.9829799	0.95268565	0.8725223	0.8089596	0.94415724	0.9338761	0.8071059	0.90727156	0.90340394	0.9227696	0.9178633	0.6060073	0.4516847	0.87777066	0.9400977	0.95448637	0.9860204	0.99157196
gemeente/noun	0.9995272	0.85516673	0.8985307	0.85033387	0.9019203	0.8753951	0.84214777	0.8673577	0.99024683	0.92806166	0.9232478	0.932825	0.9677444	0.9354411	0.9442908	0.9533156	0.9059964	0.97749406	0.8728281	0.8633745	0.8867007	0.93656313	0.94896096	0.96695596	0.9789122	0.9403281	0.9183144	0.75467855	0.9103009	0.8828747	0.9690466	0.98987913	0.8302233	0.9469974	0.8100561	0.6425787	0.9405865	0.9120378	0.6166321	0.0	0.88245666	0.921691	0.9095925	0.8986011	0.775334	0.9458635	0.90832484	0.9604008	0.6867506	0.9026859	0.8266065	0.9144492	0.876329	0.9180489	0.9549498	0.9726661	0.8196151	0.9591894	0.93343216	0.95957685	0.8908035	0.8847054	0.915042	0.97006834	0.92396975	0.9422915	0.84500253	0.92777914	0.900618	0.8984934	0.9111218	0.9534959	0.9223665	0.88353807	0.6474838	0.9525778	0.69093186	0.9098831	0.9654173	0.83778274	0.78381443	0.81425047	0.893235	0.8836217	0.9432068	0.9388116	0.95170295	0.92526007	0.8631102	0.97161865	0.97190595	0.9227685	0.7920825	0.9329064	0.944886	0.88303673	0.88347715	0.9444229	0.93362373	0.8856406	0.7135747	0.74836236	0.94498223	0.8936989	0.9351832	0.96206117	0.97969085
gewoon/adj	1.0	0.98482865	0.92965883	0.93483675	0.9300485	0.9558113	0.9425492	0.9289274	0.98101455	0.82399315	0.9251446	0.80716383	0.9827909	0.9308541	0.9812888	0.97478724	0.9456223	0.99919826	0.9553945	0.90085936	0.9400719	1.0	0.9791466	0.9640718	0.97670084	0.8831737	0.95968574	0.8816747	0.9365967	0.9427303	0.95945215	0.98989344	0.8227492	0.8931555	0.9492695	0.8770172	0.96117944	0.9986819	0.8915701	0.88245666	0.0	0.9168834	0.9293221	0.98411286	0.95185995	0.9989588	0.92039615	0.9854503	0.8908223	0.94809914	0.9031758	0.9723117	0.87580097	0.9800514	0.9518477	0.86919	0.89658064	0.9842979	0.9135481	0.95365375	0.9280388	0.9062477	0.9095136	0.9657392	0.90140915	0.920712	0.930893	0.95359486	0.8996069	0.94596976	0.94786626	0.9957107	0.9826628	0.9615094	0.85473776	0.935018	0.891286	0.98668945	0.99727875	0.93077844	0.895353	0.9520184	0.9752587	0.952198	0.9471109	0.99590576	0.96761334	0.9633677	0.92306155	0.9616732	0.9893976	0.9658342	0.9610187	0.9272747	0.9975202	0.9731228	0.9497272	0.96847695	0.96016026	0.91551125	0.875556	0.9187717	0.99191034	0.93477464	0.9082284	1.0	0.9016986
gezien/adj	0.974163	0.9482964	0.93889856	0.95041853	0.9238122	0.9480305	0.920937	0.8825915	0.98627347	0.90546876	0.9376373	0.8885367	0.9793552	0.9545799	0.96894807	0.9464356	0.9153634	0.9351361	0.9663364	0.9272124	0.96630245	0.99476385	0.98515886	0.95877814	0.9782549	0.93044466	0.9515321	0.9093118	0.9150355	0.9049858	0.95613104	0.9830662	0.8539268	0.92444855	0.9040502	0.9163649	0.92633486	0.9869334	0.9283372	0.921691	0.9168834	0.0	0.87990975	0.9380838	0.9311998	0.96342885	0.93940526	0.9709535	0.9207395	0.9129742	0.89890677	0.9521671	0.9316965	0.92797804	0.97148204	0.8839377	0.8904109	0.9863164	0.95382047	0.97358227	0.8965832	0.9174061	0.9403522	0.9471364	0.8967225	0.94676393	0.93373007	0.9227927	0.9018107	0.9517573	0.9603395	0.993828	0.97583234	0.9578386	0.9100653	0.9277997	0.9146133	0.9863608	0.9716754	0.91525316	0.9133468	0.9289434	0.9433832	0.9206242	0.90678704	0.97267425	0.9683622	0.96564066	0.9238246	0.9786462	0.99876076	0.986862	0.94237244	0.9103531	0.9932906	0.9498706	0.9456595	0.957243	0.9453473	0.9283409	0.95322585	0.8961518	0.9898107	0.96948093	0.9193854	0.9976858	0.95008045
goal/noun	0.9894089	0.9751836	0.88338554	0.934378	0.90618515	0.9128799	0.9509083	0.9259947	0.98422164	0.9330724	0.93758744	0.9610121	0.9640031	0.979728	0.9656338	0.9654105	0.94274336	0.9711692	0.95529747	0.9076483	0.9391393	0.99546933	0.9758356	0.9567582	0.96222985	0.95792925	0.94733125	0.9114137	0.95245427	0.41477185	0.9489644	0.82059175	0.81861204	0.9136567	0.9399966	0.8640647	0.906273	0.9909654	0.87197423	0.9095925	0.9293221	0.87990975	0.0	0.9751244	0.9193498	0.94893616	0.9318737	0.99031526	0.86045945	0.9431525	0.68992394	0.93373865	0.91252625	0.9370311	0.98838264	0.92008954	0.86161005	0.980828	0.97825956	0.9753825	0.90880513	0.89145315	0.951005	0.95689553	0.81406415	0.91185194	0.9408027	0.96507883	0.9268389	0.94754046	0.960746	0.97342104	0.9126739	0.90415037	0.8203703	0.9324993	0.8309537	0.9604745	0.9795475	0.9513577	0.89759666	0.8893411	0.95766616	0.95224607	0.4711125	0.9639652	0.9708016	0.9736332	0.7526057	0.97221434	0.98274404	0.97117853	0.95812744	0.9266045	0.9768333	0.965393	0.9587468	0.95654404	0.90841293	0.94705504	0.8906712	0.9293506	0.97296476	0.9655821	0.8889806	0.9942242	0.99364245
goedkeuring/noun	0.9651978	0.880339	0.97467643	0.96837205	0.8469749	0.96388865	0.8609742	0.9270318	0.968037	0.95167583	0.94766444	0.9609831	0.94625616	0.88364184	0.97209877	0.9720336	0.8412093	0.98358494	0.9674829	0.89821786	0.9546426	1.0	0.984991	0.9487875	0.9445325	0.9525064	0.9394479	0.94613814	0.9112265	0.96821404	0.96425533	0.9968443	0.864624	0.92189825	0.93327427	0.9417452	0.9455879	0.9344859	0.948283	0.8986011	0.98411286	0.9380838	0.9751244	0.0	0.9241193	0.99151146	0.925284	0.99219555	0.9412659	0.8547713	0.9638645	0.8815705	0.9700559	0.93467927	0.990656	0.976576	0.9681392	0.9274142	0.97975487	0.9580767	0.88833743	0.9409595	0.94846815	0.94407237	0.9365359	0.9515374	0.93703103	0.90489256	0.9302729	0.9487205	0.9329028	0.99536	0.96700335	0.93250436	0.9667226	0.94319963	0.94451153	0.9727452	0.9887871	0.9516527	0.9396521	0.94809467	0.8962015	0.8123474	0.9915263	0.99011594	0.9794941	0.95114243	0.9609388	0.99108756	0.99038815	0.96636975	0.9021068	0.88771677	0.9708904	0.9283306	0.9029435	0.9598553	0.9289902	0.839522	0.96602213	0.8971242	0.95541173	0.9003922	0.9481347	0.9990368	0.9975966
handtekening/noun	0.98685944	0.9556896	0.90562606	0.7144011	0.9065455	0.85124624	0.93086654	0.9003324	0.97418314	0.95303154	0.9276811	0.94458956	0.9865701	0.9562807	0.92237294	0.95848703	0.9007721	0.97483224	0.8132424	0.8649643	0.83881295	0.97382724	0.9455754	0.9502552	0.94995123	0.967121	0.9320178	0.8055894	0.8581928	0.90545535	0.9610227	0.97376394	0.8602601	0.9475575	0.7082641	0.6223527	0.92054355	0.9828038	0.5725949	0.775334	0.95185995	0.9311998	0.9193498	0.9241193	0.0	0.97971886	0.9101463	0.93841434	0.65706253	0.9225136	0.74226236	0.88212675	0.8382416	0.93198586	0.91452646	0.9652706	0.82048315	0.9370415	0.96705484	0.97257674	0.91550255	0.89558244	0.88909495	0.95222735	0.8912638	0.94872653	0.9397146	0.94827384	0.94509995	0.90841067	0.93485177	0.95346785	0.925988	0.90029114	0.66770136	0.9267657	0.7401928	0.86700356	0.9789752	0.9240711	0.7279242	0.6988137	0.9089959	0.8952695	0.9457025	0.94920766	0.97842467	0.94338846	0.8870723	0.98764336	0.96910083	0.87846625	0.8460893	0.92687136	0.9523768	0.85339177	0.87632585	0.88005376	0.9418421	0.9327643	0.7541908	0.6043498	0.8563163	0.90939987	0.9288778	0.95573217	0.96334857
huur_contract/noun	0.98737776	0.92402136	0.9442756	0.97689515	0.92950666	0.9694082	0.9969882	0.96662444	0.98421454	0.99193186	0.9807962	0.9949915	0.96943045	0.9798778	0.9759734	0.9858399	0.9729603	0.8379824	0.9521694	0.96917236	0.9696923	0.99078166	0.93330586	0.99423355	0.9842351	0.981373	0.9550213	0.9686392	0.98402363	0.94351435	0.98845917	0.98847884	0.9508297	0.9682865	0.9673814	0.95187086	0.9934462	0.91687346	0.96028554	0.9458635	0.9989588	0.96342885	0.94893616	0.99151146	0.97971886	0.0	0.9856107	0.9498967	0.9397093	0.95239794	0.9664465	0.9142326	0.98185796	0.9348329	0.9432486	0.996237	0.92377186	0.94801426	0.9690947	0.9710744	0.8989061	0.9904327	0.96699274	0.95375025	0.9758748	0.963458	0.9816812	0.993763	0.9797175	0.9544519	0.9623953	0.9578185	0.9556959	0.9666801	0.9583523	0.98102236	0.97005755	0.9913014	0.8750355	0.9519936	0.9580244	0.9537738	0.9738651	0.9813701	0.9555897	0.9447468	0.99329287	0.9843668	0.9777808	0.9865456	0.9621536	0.96669877	0.915604	0.96113783	0.950717	0.9719196	0.97285324	0.98880994	0.951731	0.99478054	0.97288716	0.9357722	0.94430995	0.97448635	0.9918663	0.93477017	1.0
huwelijk/noun	0.9885453	0.97608894	0.95347023	0.95657444	0.94358045	0.9296409	0.9241546	0.9162806	0.91252357	0.9392697	0.94257724	0.9175177	0.9809872	0.93933225	0.9523063	0.9249062	0.9076091	0.95936763	0.9458879	0.9534174	0.953881	0.9854062	0.9430252	0.9046398	0.9826578	0.9481104	0.9220465	0.90933514	0.90199375	0.9359665	0.96332777	0.98755485	0.77053785	0.9408727	0.9331221	0.91580784	0.9269587	0.9949853	0.9138872	0.90832484	0.92039615	0.93940526	0.9318737	0.925284	0.9101463	0.9856107	0.0	0.96427256	0.88702893	0.92474705	0.91069436	0.9219148	0.9177071	0.96935236	0.9866101	0.97235006	0.946169	0.9850339	0.9710225	0.9598964	0.9241074	0.9242848	0.9066845	0.907775	0.9056575	0.9144872	0.90024173	0.8965843	0.9289061	0.9525547	0.9387755	0.9721328	0.98365325	0.91358435	0.9062696	0.9137354	0.87849855	0.9736823	0.96800995	0.9543464	0.90920496	0.93404853	0.96383935	0.89475065	0.93830013	0.99124247	0.96839136	0.9534469	0.90640736	0.9309316	0.9995436	0.96622145	0.96470636	0.9162041	0.99841934	0.931042	0.9142231	0.9650061	0.9232297	0.9104083	0.8971185	0.91638756	0.9508301	0.82909	0.89663833	0.95840085	0.9369549
identiteitsbewijs/noun	0.99670756	0.961801	0.9927955	0.988331	0.9609533	0.9811696	0.99306417	0.989385	0.9903216	0.9635967	0.9849681	0.9741598	0.9924564	0.99683005	0.991545	0.99050945	0.9897897	0.9280343	0.9264031	0.9711673	0.9910073	1.0	0.96615064	0.98196536	0.9593602	0.9819137	0.97990173	0.9727562	0.98181677	0.9845926	0.98650795	0.99922526	0.9677737	0.9993644	0.98116744	0.9508427	0.99997497	0.9641764	0.951868	0.9604008	0.9854503	0.9709535	0.99031526	0.99219555	0.93841434	0.9498967	0.96427256	0.0	0.9429149	0.99729544	0.9764729	0.9729007	0.98391587	0.99291396	0.9848204	0.9989982	0.96308476	0.9939949	0.99134433	0.9822057	0.98142546	0.96905416	0.9629875	0.9834162	0.9959339	0.9861008	0.9801849	1.0	0.98461676	0.9802248	0.9912347	0.96342427	0.98277855	0.97475386	0.96290696	0.9712239	0.95695585	0.99643254	0.9474842	0.97765654	0.92932475	0.9587396	0.9699315	0.99404645	0.9882989	0.9847182	0.997493	0.9999526	0.99663657	0.9958895	0.9706216	0.97250485	0.9832507	0.96881974	0.958147	0.9734891	0.9966564	0.9508369	0.9935173	0.9977064	0.93869305	0.9528533	0.9981806	0.9932058	0.9974046	0.9168552	0.9976784
jaar/noun	0.9701012	0.89225316	0.89828193	0.70228624	0.89855766	0.84965605	0.9331973	0.8715296	0.97973466	0.94310665	0.93565977	0.93747234	0.97235054	0.9786181	0.89538366	0.97507054	0.90447426	0.9381618	0.7316053	0.6789203	0.81766045	0.9720155	0.9311488	0.9208603	0.92925036	0.9451597	0.9032499	0.5213613	0.8496617	0.8158975	0.94604045	0.95161986	0.7887331	0.9535532	0.7320425	0.30048877	0.9646659	0.96473646	0.30075794	0.6867506	0.8908223	0.9207395	0.86045945	0.9412659	0.65706253	0.9397093	0.88702893	0.9429149	0.0	0.9237623	0.7065259	0.92011523	0.7015805	0.886744	0.910164	0.98875743	0.6974084	0.8881676	0.9250748	0.956718	0.92233074	0.82939744	0.923782	0.91584516	0.9109712	0.93992376	0.92479515	0.8999557	0.91773903	0.9013991	0.9170079	0.9140495	0.8816292	0.8949912	0.34793824	0.91912496	0.5225452	0.8424789	0.90845597	0.70558465	0.631925	0.6506059	0.90866363	0.9092353	0.93304944	0.87371075	0.9777232	0.9302536	0.8157146	0.9550316	0.9399437	0.8798076	0.83253205	0.91947895	0.91378284	0.8398896	0.9025413	0.910432	0.93671596	0.922579	0.71765	0.47080696	0.8900541	0.90410686	0.93742704	0.9778798	0.9816474
juridisch/adj	0.99694765	0.918083	0.948346	0.9729286	0.8589427	0.939766	0.8975747	0.86723477	0.9908827	0.93028086	0.93877566	0.9385367	0.985503	0.8824063	0.9912793	0.9375103	0.87788785	0.9914513	0.97371	0.8891564	0.93511873	1.0	0.95750546	0.9546045	0.9395343	0.94600356	0.95845985	0.92479396	0.92384094	0.9607691	0.97344726	0.992899	0.8628723	0.9252767	0.9155851	0.9239807	0.9083821	0.9799139	0.9259876	0.9026859	0.94809914	0.9129742	0.9431525	0.8547713	0.9225136	0.95239794	0.92474705	0.99729544	0.9237623	0.0	0.92743325	0.9314355	0.9656302	0.8949337	0.9783681	0.940249	0.9585359	0.9624234	0.98735064	0.9584895	0.86002314	0.9471827	0.9641258	0.94885236	0.88237786	0.91157025	0.8763189	0.91786075	0.88944584	0.9268646	0.89717627	0.9892108	0.97320646	0.94106996	0.9294081	0.8982876	0.9157959	0.9804611	0.99363303	0.9350842	0.9283941	0.9529924	0.93552506	0.8803869	0.9661825	0.9769728	0.99188006	0.9504544	0.9578392	0.96150124	1.0	0.96449137	0.91027385	0.86532456	0.9788799	0.92485327	0.89939153	0.9570156	0.9052737	0.9168061	0.94195	0.8935239	0.98408693	0.9007575	0.9223215	0.9984361	0.9747548
