	kort/adj	mineur/noun	viool/noun	achterkant/noun	zakelijk/adj	spanning/noun	debat/noun	doorzichtig/adj	zuil/noun	vergelijk/verb	houten/adj	krachtig/adj	kamer/noun	pixels/noun	logo/noun	sla_toe/verb	zo/adv	gezicht_DIM/noun	snerp/adj	bezaaid/adj	pedant/adj	afstandelijk/adj	nogal/adv	atypische/adj	geweldig/adj	liefde/noun	persoonlijkheid/noun	hip_hop/noun	verraad/verb	sober/adj	eerder/adj	kast_DIM/noun	gelaat_trek/noun	zeer/adv	oorbel/noun	dance/noun	gereduceerd/adj	verfilming/noun	symbool/noun	snuit/noun	korrel/noun	uitgangspunt/noun	gebroken/adj	nummer/noun	complex/adj	ronding/noun	zo/adj	gebouw/noun	verzakelijking/noun	ritmiek/noun	bril_DIM/noun	wijze/noun	rond/adj	vest/noun	achtergrond/noun	metalen/adj	koets_werk/noun	stekel/noun	kassei/noun	eenzijdig/adj	beweeg_voort/verb	bocht/noun	overzichtelijk/adj	zorg/verb	standaard/adj	tegelijk/adj	4x4/noun	snavel/noun	robuust/adj	vorm/noun	dwars/adj	gotisch/adj	denk/verb	heftigheid/noun	doek/noun	vaas/noun	heup/noun	vaak/adj	uitgestoken/adj	kenmerk/verb	blik/noun	tafereel/noun	karakter/noun	beeld_merk/noun	stamp/verb	geheel/noun	jaag/adj	gezin_vriendelijk/adj	maak/verb	houvast/noun	contrast/noun	ietwat/adv	steeds/adv	fundamenteel/adj	stram/adj	teken/verb	funky/noun	eigenzinnig/adj	lied_DIM/noun	body/noun	terrein_wagen/noun	kader/noun	strak/adj	thema/noun	ondergrond/noun	lied/noun	verloren/adj	uitspanning/noun	stuk/noun	laan/noun	afkomst/noun	aanzien/noun	veelal/adv	carrosserie/noun	droog/adj	klink/adj	altijd/adv	hard/adj	zie_uit/verb	volume/noun	dans/verb	struis/adj	zet_in/verb	verfijnd/adj	smerig/adj	eikenhouten/adj	reken_af/verb	fysiek/noun	te/adv	landschap/noun	typisch/adj	Japans/adj	decolleté/noun	en/adv	sound/noun	klink/verb	achterover/adv	choreografie/noun	stug/adj	bovendien/adv	Oost_Vlaams/adj	weerbarstig/adj	weg/noun	bombastisch/adj	zwart/adj	steil/adj	grijs/adj	speelstijl/noun	gebaar/verb	draai/verb	lijk/verb	gevoeligheid/noun	stotter/adj	rammel/adj	volwassen/adj	wemel/verb	generaal/noun	jurk/noun	gebogen/adj	lang/adj	speels/adj	bijzonder/adj	bak/noun	steen/noun	ritmisch/adj	roep_op/verb	patroon/noun	letter/noun	muziek/noun	beweging/noun	onbekend/adj	herkenbaar/adj	des/adv	breed/adj	bevat/verb	ruw/adj	woonkamer/noun	grof/adj	ontleend/adj	look/noun	toe/adv	lichaam_taal/noun	melancholisch/adj	ga_over/verb	piepklein/adj	gouden/adj	kleur/noun	film/noun	geleid/verb	Zwitser/noun	tafel/noun	gelaat/noun	weinig/adj	gezicht/noun	uit/adj	bluesy/noun	produceer/verb	gekomen/adj	beton/noun	hoofd/noun	dak/noun	teoretisch/adj	nors/adj	verzorger/noun	sneuvel/verb	markant/adj	rock_song/noun	wip/verb	jongen/noun	lever_op/verb	charmant/adj	soms/adv	ben/verb	pregnant/adj	zet_neer/verb	cameraman/noun	raak/adj	energiek/adj	manier/noun	groot/adj	lawine/noun	golf/adj	tamelijk/adj	draag/verb	vooral/adv	daarentegen/adv	elleboog/noun	minder/adj	arrangement/noun	computeranimatie/noun	vierkant/adj	kop/noun	gitaar/noun	prima/adj	motoriek/noun	song/noun	trek/noun	oog/noun	danser/noun	vraag/verb	tegendraads/adj	grappig/adj	gedreven/adj	mengsel/noun	eigenwijs/adj	drum_stel/noun	interview/noun	raam/noun	improviseer/verb	figuur/noun	smal/adj	luid/adj	opgebouwd/adj	synchroon/adj	structuur/noun	beresterke/adj	stuw/adj	vijver/noun	vrij/adj	uitwerking/noun	even/adj	stem/noun	voorzien/adj	loodzwaar/adj	herleid/verb	rijm/verb	wat/adv	zwaar/adj	blank/adj	wolkenkrabber/noun	camera/noun	geel/adj	rauw/adj	schrijf/verb	onderhuids/adj	hartstochtelijk/adj	geluid/noun	hitsig/adj	open/adj	benadering/noun	blijf/verb	gevaarlijk/adj	Chinees/adj	koket/adj	uitdrukking/noun	sta/verb	monumentaal/adj	sensueel/adj	breakdance/noun	aanmerking/noun	extreem/adj	gemak/noun	parallel/adj	snijdend/adj	alleen/adj	tentoonstelling_ruimte/noun	duister/noun	scherp/adj	lyriek/noun	veel/adj	lijn/noun	mannelijk/adj	glas/noun	personage/noun	hardhandig/adj	onaf/adj	hoog/adj	hardcore/noun	tevens/adv	stevig/adj	compositie/noun	hectisch/adj	als/adv	vogel_DIM/noun	constructie/noun	uiteinde/noun	uitgebreid/adj	ritme/noun	drive/noun	trouwring/noun	stilistisch/adj	lip/noun	taal/noun	vals/adj	even/adv	aanvankelijk/adj	ingetogen/adj	effectief/adj	macho/adj	tracht/verb	kant/noun	aluminium/adj	leun/verb	lichaam/noun	sleur_mee/verb	genoeg/adv	ongemakkelijk/adj	gebaar/noun	verkrampt/adj	juist/adv	one-liners/noun	schouder/noun	fors/adj	maar/adv	dan_pas_DIM/noun	slurf/noun	gevaarte/noun	zorgvuldig/adj	leef_uit/verb	vreemd/adj	spel/noun	last/noun	ruig/adj	geprononceerd/adj	onverschillig/adj	stel/noun	kaak/noun	handschrift/noun	aloud/adj	asymmetrische/adj	stijl/noun	steek_uit/verb	waar/noun	klein/adj	mooi/adj	speel/verb	ken/verb	animatie/noun	vlak/adj	dansbare/adj	persoonlijk/adj	langgerekt/adj	divers/adj	kap_DIM/noun	iets/noun	modern/adj	beroemd/adj	meer/adj	computergestuurd/adj	net/adv	recht/adj	weer/adv	uitbundig/adj	neus_DIM/noun	auditorium/noun	aangekleed/adj	rock/noun	la/noun	combineer/verb	opgetrokken/adj	weg_net/noun	jongeman/noun	kaarsrecht/adj	lekker/adj	tred/noun	klank/noun	grooves/noun
kort/adj	0.0	0.7884382	0.841266	0.6797639	0.7425922	0.7746093	0.88196063	0.7075071	0.7782445	0.83946896	0.79124796	0.7008852	0.8499633	0.88367826	0.79945505	0.80087733	0.7324157	0.77931964	0.8213761	0.7831743	0.94306326	0.7266927	0.6567838	0.84319025	0.8002873	0.86679536	0.7648835	0.84565645	0.74625456	0.5921994	0.75327945	0.8195276	0.78251433	0.6498397	0.8231198	0.8330078	0.92843777	0.78790575	0.7990819	0.75744194	0.8596926	0.8273937	0.87406945	0.74648	0.69714653	0.67751396	0.69713813	0.8415342	0.8846974	0.78741026	0.7939372	0.78638875	0.74195373	0.75125283	0.79634607	0.7243192	0.70535	0.75935405	0.77427024	0.8466139	0.76821136	0.57270575	0.7508786	0.7588733	0.81783724	0.7453288	0.817343	0.83020025	0.76119626	0.711361	0.70418775	0.90636194	0.93098384	0.90709865	0.73059386	0.83942664	0.749226	0.7242397	0.9144115	0.70004225	0.7375289	0.78526783	0.74511206	0.7819664	0.75890625	0.6755617	0.90882766	0.9719925	0.63037276	0.8026358	0.75596476	0.72700846	0.76112	0.91097724	0.87916976	0.7552757	0.7875267	0.6898751	0.7686739	0.8384784	0.7405362	0.82656384	0.50506264	0.7895763	0.75682884	0.77807605	0.9006363	0.81046057	0.5919632	0.8217222	0.9534321	0.8460438	0.65426326	0.725993	0.6788131	0.77975994	0.77784544	0.6809658	0.6837711	0.7741217	0.7736702	0.79751223	0.756722	0.7295308	0.8852157	0.9168561	0.9038863	0.9199352	0.6685457	0.6936664	0.71505284	0.904737	0.7747719	0.74633163	0.800241	0.7667944	0.73807174	0.70689726	0.7559048	0.6981975	0.7340205	0.7597106	0.671962	0.78513443	0.6645603	0.62106264	0.71721494	0.7816984	0.81526804	0.7495142	0.7390073	0.8732056	0.96833706	0.9001994	0.81115484	0.8094617	0.8992166	0.62844145	0.78736424	0.5734147	0.6796005	0.7019046	0.8772955	0.80287856	0.6817389	0.7853389	0.6902077	0.7957902	0.7652111	0.6754104	0.8622112	0.74113536	0.7588869	0.6149366	0.6971661	0.81840694	0.8729042	0.7897757	0.82085365	0.8102417	0.7302211	0.8247255	0.77009237	0.7551094	0.81168145	0.6710413	0.71396923	0.77691585	0.731014	0.8378847	0.8284647	0.8085365	0.79015386	0.74770135	0.7938311	0.8786442	0.7948978	0.842554	0.834262	0.8234895	0.8469993	0.8440876	0.8548139	0.936541	0.9008951	0.85829777	0.83530986	0.8212052	0.85197306	0.8114287	0.7095709	0.6179866	0.7837359	0.7942297	0.76547885	0.80333173	0.7679739	0.6930769	0.81961036	0.899373	0.8925693	0.67217016	0.615296	0.70855093	0.72124255	0.69029284	0.8501905	0.7145257	0.7763581	0.8676375	0.8213073	0.72874045	0.77931166	0.8792112	0.8813248	0.7081554	0.80143785	0.7878997	0.71995854	0.88096815	0.74998736	0.6932975	0.81662804	0.8433851	0.7730753	0.88574183	0.8539577	0.8657681	0.78969306	0.7091315	0.5700966	0.86222434	0.7391854	0.8410859	0.71823937	0.95812577	0.81400955	0.8834694	0.57311285	0.8046266	0.74556285	0.76411414	0.7250041	0.81872356	0.9195344	0.8332379	0.66829026	0.82760257	0.8547271	0.82176894	0.7602076	0.77546954	0.7714638	0.82411945	0.84422827	0.78985083	0.7250632	0.8267653	0.8033135	0.75702703	0.79740536	0.56121135	0.87012017	0.70217335	0.80829966	0.86289173	0.7299763	0.68087256	0.8828194	0.94715804	0.6604439	0.8023798	0.70537055	0.8086786	0.78022474	0.88128847	0.8851831	0.5559977	0.821411	0.6931993	0.6402825	0.6872598	0.8011836	0.73840743	0.8540849	0.87273675	0.7031133	0.9086913	0.76325667	0.7646699	0.6437245	0.8126399	0.86882246	0.836625	0.7795929	0.7909794	0.77539307	0.72986114	0.83989704	0.8990935	0.6825203	0.74353576	0.7842596	0.8464951	0.65580297	0.83003116	0.71766007	0.7376801	0.80756617	0.8576652	0.6521692	0.81341547	0.7720274	0.6715921	0.86945474	0.67999417	0.7910067	0.72836167	0.8508993	0.7549603	0.795766	0.71488786	0.8078709	0.7760322	0.8261382	0.842207	0.70581436	0.7320672	0.8464693	0.7956189	0.7692386	0.8889977	0.7360991	0.72917163	0.84698105	0.8718455	0.83250654	0.85426277	0.883629	0.68315095	0.69388616	0.7723656	0.8474273	0.72960174	0.64035416	0.86342746	0.82858545	0.8640897	0.6286348	0.7888214	0.8341817	0.6951843	0.7889595	0.89485383	0.8873432	0.69305897	0.69390327	0.890349	0.8560975	0.66541696	0.61060584	0.7952258	0.7015232	0.82435536	0.89725935	0.77292824	0.82946825	0.8127846	0.7877589	0.7929511	0.8526736	0.8091238	0.6619169	0.7272352	0.71240455	0.76013654	0.7429396
mineur/noun	0.7884382	0.0	0.653164	0.9657426	0.8172242	0.8165953	0.9511775	0.8034907	0.964953	0.87052476	0.9055568	0.7739305	0.8732058	0.8641476	0.9668974	0.9249039	0.87831753	0.96080583	0.7189219	0.96895015	0.97253084	0.8470564	0.76781327	0.81276846	0.81396365	0.8210327	0.8717374	0.8290327	0.80675286	0.7476878	0.8044881	0.9417174	0.95068073	0.7804429	0.887567	0.79664075	0.90161633	0.80869246	0.90555847	0.9590078	0.8482771	0.80419004	0.9216242	0.6620152	0.73630416	0.89145005	0.86012936	0.9757806	0.9335331	0.74111503	0.99158865	0.8712755	0.90258074	0.94488126	0.8296833	0.84408927	0.93647903	0.9280626	0.93330663	0.8304792	0.96099377	0.9633585	0.8031055	0.8077993	0.8972738	0.7864567	0.9164768	0.90124595	0.86445594	0.8381633	0.9249025	0.9542614	0.92982304	0.8181243	0.87501097	0.90521836	0.90881115	0.7555796	0.9052193	0.7947439	0.9075553	0.80727786	0.79856455	0.92273504	0.907052	0.8046745	0.96378064	0.9625896	0.770234	0.85626864	0.78012305	0.79813814	0.88940245	0.84711915	0.92684317	0.7937429	0.689929	0.7568557	0.6215396	0.93099606	0.8618804	0.9336189	0.7870045	0.7375512	0.8977937	0.621864	0.7674316	0.9655397	0.7833265	0.9702871	0.9150648	0.9347027	0.7463098	0.87731266	0.8567529	0.585207	0.87048143	0.8292998	0.908634	0.8633476	0.7869239	0.9289206	0.789689	0.6949426	0.80063653	0.9362168	0.8925881	0.85537183	0.9011214	0.86770236	0.7756466	0.8917716	0.92461836	0.87083614	0.68316627	0.67635	0.9632736	0.79847634	0.84378725	0.85167867	0.94271433	0.720747	0.9851187	0.72464216	0.9226267	0.94948184	0.93557227	0.81454813	0.9454555	0.869409	0.88373566	0.8476713	0.8593923	0.8638126	0.83436406	0.7720224	0.92744166	0.94934833	0.96760035	0.9316666	0.7014426	0.7713946	0.7852406	0.88683414	0.6871846	0.6974225	0.8310949	0.90480983	0.703442	0.8425926	0.859977	0.79968125	0.9090217	0.89361715	0.70020664	0.86061513	0.859694	0.8209568	0.7901876	0.83898264	0.8236828	0.9243943	0.71843624	0.8292111	0.86923385	0.9613152	0.9006441	0.73473316	0.8278019	0.96782607	0.9452762	0.92870164	0.8358966	0.95460296	0.82967347	0.73953384	0.8369534	0.8088221	0.86711264	0.9455528	0.86886144	0.85272527	0.8544872	0.87108743	0.8672915	0.9243028	0.7112858	0.88453716	0.9068543	0.8287362	0.8893325	0.72026646	0.9120347	0.7734138	0.90457547	0.9082769	0.83665866	0.69238555	0.90492177	0.88271797	0.9151473	0.8271575	0.76447845	0.94135135	0.7169937	0.7336584	0.94228935	0.8349952	0.6425181	0.86660516	0.90764976	0.97219414	0.67200553	0.8404129	0.9469963	0.68020487	0.8367171	0.9533948	0.7434077	0.91227496	0.72524524	0.71071446	0.76715815	0.79403347	0.8785907	0.8249273	0.93210137	0.97107106	0.72507924	0.860239	0.95453954	0.8009695	0.771307	0.81298506	0.7805381	0.8699613	0.7046852	0.9284947	0.9032745	0.7810135	0.8337903	0.7526132	0.81829655	0.8142833	0.92564505	0.8880917	0.82482433	0.9048197	0.93849075	0.9136901	0.9154155	0.9634028	0.7714396	0.60520995	0.7994811	0.73355687	0.74649465	0.83124363	0.9227973	0.8679651	0.899433	0.9119135	0.8887875	0.8820254	0.87438333	0.9002825	0.81078315	0.80281365	0.85395926	0.9490203	0.80719554	0.95526165	0.80823404	0.6255698	0.8443576	0.8088913	0.871571	0.901217	0.905905	0.8597111	0.8868086	0.90177923	0.8959292	0.85908526	0.90884596	0.80683005	0.85008997	0.8085299	0.7493257	0.81371886	0.63345015	0.8992228	0.8539485	0.785774	0.85576683	0.96812254	0.8473463	0.7402191	0.8219469	0.9715198	0.81042194	0.95249975	0.8876256	0.79989314	0.8443269	0.83363146	0.737286	0.8409628	0.8363146	0.9070505	0.8550035	0.88292086	0.77794397	0.86597323	0.93563056	0.9080223	0.8111812	0.88287175	0.90889955	0.8482759	0.9666978	0.965114	0.8935446	0.9142693	0.7769828	0.9599085	0.9394894	0.5416466	0.9089814	0.8311361	0.86858183	0.9097885	0.8015448	0.9588834	0.94904727	0.83742464	0.9575656	0.9209183	0.7679518	0.89463925	0.7801647	0.9408996	0.8785988	0.9300331	0.70326316	0.7175082	0.8321145	0.798478	0.8573541	0.7903489	0.7989556	0.8143292	0.70435166	0.99684024	0.9615206	0.713895	0.7022011	0.85639536	0.9055522	0.83711946	0.8696247	0.8134074	0.75049746	0.9813723	0.90391695	0.8555271	0.7569656	0.71022356	0.77055883	0.94319326	0.93713397	0.8799413	0.93337834	0.8935236	0.89720863	0.7299676	0.7453698
viool/noun	0.841266	0.653164	0.0	0.8684825	0.84357727	0.71559685	0.91172206	0.80128706	0.8770315	0.7941917	0.7903396	0.603299	0.84384847	0.96899265	0.8148865	0.9298139	0.7973338	0.8831154	0.47902066	0.94050217	0.8786443	0.8469155	0.7557867	0.8020983	0.48570085	0.74550664	0.7992615	0.60573375	0.73907447	0.59500533	0.87954545	0.8675289	0.83572984	0.72466767	0.82138485	0.66886693	0.8763094	0.81311643	0.83006513	0.9612349	0.8206565	0.78157735	0.7994267	0.41516548	0.6247163	0.87970877	0.84924096	0.89378273	0.9904111	0.6003565	0.81973684	0.82005364	0.7581762	0.87932694	0.5866362	0.7162632	0.88999784	0.96159256	0.88582253	0.87762254	0.8394619	0.8888935	0.8428824	0.6668577	0.7641671	0.61239094	0.8947565	0.88526505	0.6455195	0.7023525	0.6913886	0.89321244	0.9822753	0.8704072	0.8027488	0.86936486	0.74592847	0.6478498	0.9133775	0.6837007	0.8626953	0.77922046	0.6733952	0.9164151	0.66189843	0.7073865	0.9129746	0.92098254	0.7157779	0.8264539	0.6814682	0.7423334	0.67988396	0.8894642	0.8302099	0.7589705	0.5480175	0.58600956	0.42836732	0.80472636	0.9324595	0.8009588	0.6455134	0.6480917	0.7746176	0.34745938	0.8275627	0.93726796	0.6828679	0.9607024	0.9030318	0.94425064	0.6684365	0.8278008	0.8069654	0.48761237	0.68754673	0.6936908	0.88136005	0.64588654	0.61735594	0.86808205	0.77566314	0.6126988	0.64468455	0.865331	0.9233319	0.8191774	0.883703	0.7564801	0.6022451	0.89275193	0.90336496	0.5594185	0.49968177	0.42157286	0.8897581	0.6295026	0.7740863	0.7517245	0.89811075	0.65195113	0.93785506	0.7069064	0.8118897	0.8434526	0.831816	0.69935733	0.9294794	0.7724496	0.791229	0.76909006	0.64991313	0.6354575	0.7668206	0.8974877	0.9412863	0.82694227	0.8090999	0.880185	0.58873445	0.6978981	0.77962726	0.8734	0.45707715	0.68195784	0.687631	0.783002	0.3956141	0.6093861	0.7996837	0.609398	0.7371916	0.8160551	0.6352321	0.6601463	0.7835364	0.7926036	0.716573	0.8411336	0.6285683	0.7892507	0.51806355	0.60220367	0.81805795	0.8125523	0.65102184	0.7593147	0.9398823	0.95759714	0.8057054	0.85517263	0.8512047	0.8348139	0.8630043	0.47774488	0.57215357	0.80039597	0.8385229	0.9033251	0.79960215	0.8571589	0.8495022	0.92805517	0.94624853	0.7484671	0.66349363	0.94494754	0.80948836	0.726352	0.7237983	0.549608	0.81793547	0.59765387	0.7793211	0.90714574	0.7333107	0.5078933	0.77723205	0.8454572	0.8244416	0.7251056	0.75738394	0.885259	0.61309844	0.8153887	0.83509547	0.8037627	0.44237167	0.9339421	0.89061284	0.8832185	0.2780664	0.7622937	0.845343	0.4015934	0.846502	0.87593234	0.66656065	0.94007313	0.5823709	0.62437814	0.6325822	0.72192514	0.7398876	0.5236745	0.9236047	0.88879305	0.5653918	0.74825776	0.8717874	0.46873665	0.7161449	0.6856716	0.7034122	0.81724334	0.49722612	0.8795419	0.8437813	0.77332586	0.7629437	0.39567912	0.73936427	0.75275576	0.7964604	0.78166366	0.7103592	0.81618834	0.8194496	0.88361794	0.8221377	0.8884568	0.5089297	0.6018506	0.7317207	0.6572115	0.405815	0.7848163	0.8500875	0.79528546	0.8556881	0.8832049	0.883345	0.9046044	0.81217384	0.87186813	0.7629266	0.56959337	0.7307812	0.9152219	0.743695	0.83800393	0.9365977	0.49438632	0.81931204	0.91468906	0.84385407	0.65464365	0.6393088	0.7977848	0.8189944	0.7786616	0.82992864	0.6579085	0.89451635	0.8341459	0.8572571	0.7292994	0.8540963	0.6740859	0.4791444	0.8749831	0.7486172	0.6937489	0.820542	0.9186156	0.829854	0.4481678	0.6207671	0.9274696	0.7164934	0.79121965	0.67956	0.5046122	0.67260206	0.8652128	0.54211044	0.8551823	0.8617343	0.80609846	0.8607055	0.8416592	0.8141605	0.76841563	0.8047264	0.8424579	0.7729753	0.6898964	0.89539874	0.7164575	0.8611859	0.8822436	0.86168146	0.76800656	0.7367141	0.92069983	0.9108556	0.76341987	0.7861477	0.6901618	0.6018114	0.96125364	0.6466351	0.85137606	0.8901754	0.7498021	0.9169139	0.85929954	0.7184466	0.84842736	0.60622597	0.9403219	0.750011	0.8601901	0.5935537	0.48695898	0.8244854	0.7318454	0.7775543	0.7095586	0.8144485	0.6598929	0.7550933	0.91921157	0.7877439	0.6148226	0.7259794	0.8406074	0.7106877	0.78010565	0.8437345	0.7592478	0.66202116	0.9373673	0.96644294	0.6724552	0.5936272	0.74355555	0.57222295	0.8795835	0.9755116	0.79473054	0.90313685	0.75635135	0.7981808	0.3339396	0.64984
achterkant/noun	0.6797639	0.9657426	0.8684825	0.0	0.8760769	0.86305976	0.87338406	0.55091196	0.6273416	0.845557	0.4942891	0.78583854	0.5983364	0.83799094	0.6494107	0.9018632	0.7414118	0.7254321	0.85933554	0.6374665	0.8432542	0.84403354	0.66962975	0.81186783	0.85039574	0.8945755	0.74686795	0.89737904	0.67960554	0.5765497	0.8655408	0.7340636	0.73126286	0.6629747	0.85747087	0.945774	0.7925155	0.83777267	0.68097436	0.74944824	0.90638196	0.8726403	0.7073864	0.87219703	0.7889857	0.6505239	0.7392687	0.4869455	0.9447856	0.8263234	0.74077356	0.67928857	0.58948874	0.7233112	0.7199574	0.49929184	0.64498115	0.8049951	0.64067113	0.8979101	0.73122394	0.6865043	0.7243018	0.8230158	0.669959	0.79201835	0.813704	0.7647694	0.5870557	0.61481166	0.61951345	0.63540447	0.9513321	0.9157732	0.53939855	0.64481443	0.72861755	0.746969	0.82725567	0.74375683	0.61991954	0.6430645	0.71597946	0.7890434	0.83456904	0.6512202	0.8481751	0.9358023	0.740255	0.90922695	0.7229313	0.6766534	0.80356103	0.9212021	0.78482676	0.6425438	0.88729113	0.78930825	0.80001277	0.78128636	0.6701422	0.68751013	0.5480329	0.8277161	0.71402204	0.85336345	0.85920084	0.74034655	0.5700139	0.688841	0.7681438	0.80803406	0.67825866	0.60358083	0.8206873	0.85925096	0.8559158	0.8324423	0.76510036	0.64160025	0.76817816	0.8081058	0.78450763	0.7514783	0.7802425	0.79448104	0.8488271	0.9235358	0.737051	0.56603813	0.73262906	0.83756906	0.7823706	0.76029444	0.8064657	0.83129615	0.68521404	0.79710436	0.8224255	0.76009965	0.86326724	0.83532643	0.6963775	0.8747152	0.5891701	0.62714386	0.53022575	0.8245684	0.72690046	0.7901614	0.79904497	0.8516921	0.87225235	0.7503591	0.80412686	0.8005169	0.8013739	0.5727709	0.5255821	0.6442872	0.6397859	0.7283492	0.7122564	0.56942326	0.7030819	0.85759807	0.6436473	0.6346802	0.8465521	0.76657236	0.7459103	0.7180399	0.8273429	0.5548177	0.7200999	0.6771012	0.6279339	0.8421309	0.85432833	0.80591667	0.75883245	0.840729	0.81307054	0.8729937	0.56916374	0.7610867	0.57672787	0.83078194	0.8690083	0.79793215	0.65621173	0.7208066	0.8429593	0.6194068	0.67706466	0.90423375	0.81174743	0.86072433	0.5555122	0.61930394	0.45259964	0.8724712	0.7670838	0.91326463	0.69238925	0.6307094	0.900451	0.8725102	0.8175224	0.79576147	0.7396177	0.6788064	0.77356535	0.8642824	0.6376226	0.7178854	0.812882	0.8063689	0.7561442	0.6553978	0.9027327	0.49871647	0.666214	0.67901325	0.7869822	0.705191	0.7656696	0.8090874	0.8147206	0.9298447	0.5630686	0.6510241	0.8261086	0.8642825	0.85849035	0.7589651	0.7535771	0.7249212	0.77898026	0.96256405	0.775009	0.78308433	0.8545756	0.8632444	0.824712	0.8075285	0.8059274	0.46137756	0.86759573	0.6135973	0.51865566	0.7680913	0.7098041	0.8854913	0.6602006	0.9451706	0.8869339	0.6656238	0.7158421	0.8793665	0.71550614	0.82358605	0.5790179	0.70953524	0.7928108	0.85138315	0.7386599	0.78640735	0.7550968	0.5954187	0.67142284	0.6563357	0.7714666	0.8229329	0.83355135	0.8310441	0.7714363	0.9200146	0.54728264	0.77585185	0.8343941	0.7633567	0.8457123	0.7678288	0.80784243	0.6755569	0.53449607	0.7427503	0.9440595	0.86555624	0.7747066	0.70730114	0.7125752	0.8693735	0.78261155	0.6711918	0.77600634	0.665706	0.87286687	0.78608483	0.646479	0.8064462	0.4633355	0.7109305	0.85621375	0.78040606	0.5714998	0.9463162	0.6898185	0.7439895	0.6925775	0.79938287	0.7862314	0.7620642	0.5345204	0.59245694	0.7943793	0.7549698	0.86262375	0.8744973	0.6961155	0.6885847	0.85733527	0.8297585	0.68436193	0.8329859	0.770187	0.87911844	0.89762175	0.7575077	0.70845294	0.49613786	0.6706761	0.7280722	0.80842084	0.75677097	0.68217385	0.7330648	0.7932997	0.7568698	0.8024741	0.6014049	0.7697005	0.88153416	0.87073326	0.7678452	0.5627922	0.7048154	0.74574745	0.8353063	0.8221371	0.8934003	0.7233638	0.8283427	0.813032	0.76133883	0.73599654	0.70126116	0.8135022	0.595253	0.6535432	0.62641674	0.75890297	0.6625711	0.65766287	0.90302473	0.8771463	0.9050968	0.61534274	0.9543854	0.89624155	0.6116549	0.76886404	0.80172956	0.8339644	0.66757023	0.68130356	0.90489006	0.708809	0.7339962	0.54249775	0.82071775	0.75191987	0.6613964	0.70619434	0.6988547	0.86774826	0.85036314	0.72348976	0.53357816	0.87998277	0.76619655	0.68158334	0.8502323	0.69927996	0.7494712	0.86422515
