	staar_aan/verb	gelaat/noun	jurk/noun	uitspanning/noun	als/prep	stem/noun	tegen/part	benadering/noun	eenzijdig/adj	hard/adj	daarentegen/adv	houten/adj	achterkant/noun	maar/adv	doe_na/verb	combinatie/noun	kort/adj	vrij/adj	genomen/adj	bocht/noun	teken/verb	tegelijk/adj	dankzij/prep	dan/comparative	pregnant/adj	die/det	verfijnd/adj	parallel/adj	steek/verb	aanzien/noun	wolkenkrabber/noun	model/noun	pas/noun	handschrift/noun	constructie/noun	viool/noun	choreografie/noun	en/vg	plaats/fixed	liefde/noun	meestal/adv	ruil_in/verb	symbool/noun	Kirk/name	laan/noun	blik/noun	contrast/noun	geheel/noun	jeugd_jaar/noun	wemel/verb	gekomen/adj	landschap/noun	weer/adv	breakdance/noun	lawine/noun	manier/noun	wip/verb	knie/noun	film/noun	bouw_werk/noun	geel/adj	Top/name	fors/adj	zo/adj	ben/verb	behalve/comp	karakter/noun	vijver/noun	kaak/noun	volume/noun	beeld_merk/noun	beeld_af/verb	te/adv	heup/noun	bundel/noun	boven/prep	droog/adj	leun/verb	luid/adj	dat/pron	melancholisch/adj	hitsig/adj	handig/adj	kassei/noun	kop/noun	On/name	arm/noun	vloeiend/adj	weinig/adj	piepklein/adj	gebroken/adj	lang/adj	macho/adj	beroemd/adj	als/comparative	computeranimatie/noun	ronding/noun	tevens/adv	zijn/det	kant/noun	aanvankelijk/adj	vaak/adj	speel/verb	uitwerking/noun	beeld/noun	vraag/verb	fundamenteel/adj	lichaam/noun	pixels/noun	tegendraads/adj	er/fixed	woonkamer/noun	stijl/noun	robuust/adj	auditorium/noun	afkomst/noun	steun/verb	typisch/adj	schril/adj	die/pron	bijzonder/adj	uitdrukking/noun	produceer/verb	gezicht_DIM/noun	opgebouwd/adj	zoals/comp	synchroon/adj	Get/name	lied_DIM/noun	solo/noun	weg/noun	vogel_DIM/noun	gelaat_trek/noun	Oost_Vlaams/adj	poëtisch/adj	hand/noun	oog/noun	Homer/name	fysiek/noun	altijd/adv	klein/adj	gitarist/noun	dan/comp	gebaar/verb	Johan/name	neig/adj	extreem/adj	stevig/adj	jongen/noun	glas/noun	hectisch/adj	dan_pas_DIM/noun	trouwring/noun	groot/adj	debat/noun	houvast/noun	Chinees/adj	pedant/adj	blank/adj	erbij/pp	handtas/noun	sound/noun	kies/verb	ze/pron	iets/noun	kap_DIM/noun	tot/fixed	vaas/noun	bombastisch/adj	monumentaal/adj	gebouw/noun	doorzichtig/adj	kleur/noun	onaf/adj	langgerekt/adj	nogal/adv	hotel/noun	teoretisch/adj	geluid/noun	flat/noun	door/prep	des/adv	grijs/adj	grooves/noun	Frederic/name	beweeg_voort/verb	effectief/adj	mineur/noun	aangekleed/adj	recht/adj	rammel/adj	dynamiek/noun	open/part	blijf/verb	verloren/adj	rauw/adj	snerp/adj	ervandoor/pp	geef_weer/verb	voorzien/adj	hun/det	ongemakkelijk/adj	schouder/noun	waar/noun	opgetrokken/adj	rond/adj	waarop/pp	bedien/verb	sta/verb	open/adj	herkenbaar/adj	decolleté/noun	King's/name	decor/noun	spel/noun	tentoonstelling_ruimte/noun	lever_op/verb	wonderlijk/adj	duidelijk/adj	agressief/adj	uiteinde/noun	alleen/adj	haast/adv	gevaarte/noun	la/noun	speels/adj	naast/prep	zo'n/det	hoofd/noun	klink/verb	sensueel/adj	hoog/adj	doordringend/adj	logo/noun	golf/adj	beweeg/verb	Misha/name	hardcore/noun	roep_op/verb	lichaam_taal/noun	kom_uit/verb	stotter/adj	elleboog/noun	kast_DIM/noun	speelstijl/noun	grap/noun	pas_DIM/noun	West/name	waarin/pp	vel_DIM/noun	leg/verb	Japans/adj	vervang/verb	duister/noun	gevaarlijk/adj	White/name	schrijf/verb	ontbloot/adj	danser/noun	4x4/noun	lip/noun	toon/verb	markant/adj	zo/adv	Jef/name	Last/name	snuit/noun	krachtig/adj	koets_werk/noun	Picasso/name	ietwat/adv	vakkundig/adj	klink/adj	maar/vg	rock/noun	denk/verb	body/noun	lied/noun	stram/adj	verfilming/noun	lijn/noun	one-liners/noun	ritme/noun	veelal/adv	wijze/noun	carrosserie/noun	rock_song/noun	vrouw/noun	bovendien/adv	klank/noun	blues/noun	grafiek/noun	à/vg	haar/noun	Arjan/name	modern/adj	gitaar/noun	front/noun	trant/noun	ruw/adj	vergelijk/verb	Mahler/name	asymmetrische/adj	gezicht/noun	maak/verb	achterover/adv	punk/noun	plak/verb	zacht/adj	plaat/noun	ga_over/verb	elegant/adj	al/comp	bezaaid/adj	steeds/adv	tred/noun	nors/adj	onbekend/adj	onverschillig/adj	zwoel/adj	metalen/adj	stel/noun	arrangement/noun	gecombineerd/adj	even/adj	slurf/noun	stekel/noun	gereduceerd/adj	eigenzinnig/adj	ruig/adj	juist/adv	ken/verb	zuil/noun	patroon/noun	wat/adv	heftigheid/noun	achtergrond/noun	veel/adj	snavel/noun	minder/adj	dance/noun	vijftig/num	interview/noun	regisseur/noun	funky/noun	rond/prep	kaal/adj	onnavolgbaar/adj	zaal/noun	combineer/verb	koket/adj	vol/prep	beresterke/adj	verzorger/noun	stof/noun	lijk/verb	neus/noun	kenmerk/verb	hoor/verb	net/adv	bak/noun	nummer/noun	uit/prep	zorg/verb	mengsel/noun	spierwit/adj	zeer/adv	look/noun	bril_DIM/noun	intens/adj	atypische/adj	en/adv	energiek/adj	scherp/adj	letterlijk/adj	persoonlijkheid/noun	lezing/noun	smal/adj	zand/noun	stug/adj	personage/noun	gebogen/adj	figuur/noun	hartstochtelijk/adj	trek/noun	kant_DIM/noun	zonnebril/noun	imago/noun	aluminium/adj	cameraman/noun	Zwitser/noun	steen/noun	vanonder/prep	kader/noun	voorruit/noun	Staat/name	vest/noun	verraad/verb	hardhandig/adj	mimiek/noun	tafereel/noun	zet_in/verb	thema/noun	smerig/adj	vreemd/adj	afstandelijk/adj	volwassen/adj	uitgestoken/adj	draag/verb	Jong/name	kast/noun	persoonlijk/adj	begeleiding/noun	taal/noun	mooi/adj	van/comp	soms/adv	vooral/adv	strak/adj	met/prep	bluesy/noun	stilistisch/adj	gedreven/adj	vinger/noun	ritmiek/noun	song/noun	tafel/noun	Kerry/name	letter/noun	even/adv	tamelijk/adj	doek/noun	gebaar/noun	terwijl/comp	vilein/adj	Willem/name	zie_uit/verb	haar/det	uitbundig/adj	weg_net/noun	dirigent/noun	beweging/noun	gegoten/adj	kamer/noun	weerbarstig/adj	minder/det	jongeman/noun	compositie/noun	meer/adj	charmant/adj	rijm/verb	korrel/noun	sober/adj	breed/adj	standaard/adj	vals/adj	raam/noun	lyriek/noun	zanger/noun	val/adj	eerder/adj	dwars/adj	lekker/adj	bevat/verb	straal_uit/verb	vierkant/adj	fel/adj	zwaar/adj	stuw/adj	verkrampt/adj	hip_hop/noun	generaal/noun	een/det	waarmee/pp	zet_neer/verb	rood/adj	vorm/noun	steek_uit/verb	irritatie/noun	muziek/noun	motoriek/noun	vergeet/verb	of/vg
staar_aan/verb	0.0	0.728578	0.73513144	0.8612004	0.87158453	0.76443326	0.8630362	0.8106705	0.87304854	0.8236315	0.8466793	0.76664156	0.783104	0.8209501	0.89521354	0.89984745	0.83922833	0.7902522	0.8995825	0.8232406	0.7602083	0.7867564	0.8621839	0.8504977	0.84512	0.8116415	0.8055081	0.88516015	0.8317943	0.8305693	0.8352828	0.76050615	0.9160254	0.8164242	0.81058407	0.86777353	0.874453	0.72491837	0.80890346	0.7724246	0.7757764	0.8527233	0.7938628	0.92892873	0.80329025	0.5837791	0.7942198	0.819009	0.87522936	0.9076434	0.843125	0.7169094	0.7514578	0.9099288	0.88232934	0.7952809	0.81121635	0.85188544	0.8688145	0.8207621	0.7615876	0.88933694	0.90501195	0.7830329	0.824629	0.9009584	0.7742307	0.82604134	0.7378976	0.88821393	0.830398	0.6970891	0.8287407	0.76047367	0.8373594	0.7506267	0.7352625	0.7729964	0.8644614	0.85538423	0.7063691	0.763302	0.89072365	0.92249995	0.82873225	0.9566914	0.7500004	0.85512793	0.857703	0.77577096	0.83067226	0.80623186	0.8073343	0.8478011	0.75768304	0.87030804	0.7625034	0.8654565	0.72516286	0.8830368	0.89607257	0.8396319	0.9130612	0.89746135	0.80016327	0.89286375	0.9340142	0.7493161	0.94032764	0.8157226	0.7281587	0.7783377	0.77829516	0.7915449	0.9178788	0.84724355	0.8970925	0.77903247	0.8501138	0.80219567	0.8532308	0.7270212	0.93012565	0.77916485	0.82517767	0.8584093	0.82453704	0.9678073	0.82573473	0.8541255	0.84981835	0.7919208	0.7428658	0.8760391	0.7656634	0.79720646	0.62115335	0.87644583	0.8863645	0.7767565	0.79507774	0.8867729	0.8463251	0.8023143	0.97150636	0.84672594	0.80062103	0.8554535	0.7764255	0.7662735	0.8526719	0.8211366	0.9067092	0.8896672	0.8914788	0.8874302	0.84177387	0.7548178	0.8004255	0.8383262	0.83497804	0.87039053	0.84838206	0.72815037	0.8802895	0.87688315	0.9178883	0.7378482	0.8251185	0.769076	0.8135438	0.7395732	0.76480234	0.79767346	0.74693096	0.8342395	0.8420439	0.9093414	0.8387306	0.85052776	0.8691422	0.8647678	0.7292233	0.81766975	0.9533324	0.7440834	0.9216222	0.8089895	0.7996379	0.7334331	0.8660287	0.87105584	0.8127047	0.8082017	0.86498934	0.78825635	0.79823554	0.8654707	0.8380009	0.86922634	0.7377497	0.7421168	0.7388653	0.87784636	0.7494786	0.7045839	0.8261968	0.8884613	0.7611902	0.7967776	0.7176006	0.68315226	0.8979008	0.7557506	0.8530872	0.89865226	0.863822	0.76788247	0.89450586	0.85977954	0.87369716	0.822163	0.79336977	0.80020833	0.87096316	0.73632526	0.8024956	0.803416	0.7763448	0.76523966	0.72345436	0.8647754	0.74636084	0.7968687	0.72864413	0.79095656	0.8601427	0.94374496	0.80048645	0.83256936	0.93643	0.8866161	0.8354881	0.8639678	0.7409973	0.8873696	0.84755087	0.9698765	0.7944539	0.7226864	0.8169807	0.90217596	0.8558048	0.7184825	0.912905	0.929971	0.8806959	0.6977091	0.8207539	0.89016044	0.7356733	0.7219213	0.7408247	0.81893766	0.9841319	0.9548069	0.78995866	0.7667753	0.80460995	0.7979914	0.7723769	0.80369854	0.794132	0.7625156	0.8680289	0.81111485	0.87504363	0.86376095	0.76500857	0.84423697	0.7784077	0.8476486	0.8491082	0.8200015	0.8022429	0.8152286	0.7823819	0.7439139	0.90471894	0.78724766	0.8867738	0.9161055	0.9296905	0.65270656	0.85635155	0.8402011	0.84202915	0.8770982	0.8627556	0.7579599	0.83929276	0.87877834	0.8271696	0.65275484	0.9055188	0.70951617	0.89189726	0.815238	0.6769061	0.8559539	0.8546326	0.7369071	0.83624303	0.7456394	0.84295803	0.78168166	0.6122948	0.80595845	0.6768683	0.7719242	0.78502834	0.88099366	0.8722571	0.8111402	0.7560386	0.85464776	0.83753896	0.92731404	0.8287666	0.8281622	0.8083241	0.8296104	0.7578757	0.8076155	0.7819233	0.8788121	0.7469871	0.83999264	0.7636822	0.8113894	0.8988618	0.8627087	0.94243705	0.89925015	0.8448909	0.8151574	0.7303241	0.8499429	0.72190666	0.88041157	0.6982007	0.7782657	0.91137195	0.9139054	0.7751684	0.75678754	0.6758778	0.8276863	0.88386106	0.94958276	0.8615078	0.9289062	0.8103589	0.84065866	0.89443517	0.7197725	0.77921504	0.7574341	0.64122045	0.76558554	0.9139957	0.83206326	0.8089195	0.7506565	0.7275236	0.82875186	0.92910993	0.6737414	0.7777576	0.7360231	0.7657492	0.74374735	0.7273836	0.7855472	0.79813457	0.8744308	0.6951175	0.83007336	0.82592654	0.81766593	0.82514167	0.80877954	0.7334831	0.8535141	0.81793106	0.9482154	0.8646756	0.72219193	0.7428322	0.8786817	0.774562	0.9185219	0.895743	0.8240132	0.751176	0.7274054	0.7605518	0.7947405	0.7880106	0.9829229	0.80201375	0.89044386	0.8519559	0.83637357	0.69038033	0.90604526	0.7783558	0.803349	0.70388526	0.73807377	0.87777436	0.81866866	0.83344424	0.8531542	0.8771126	0.82667106	0.8136014	0.84395075	0.77865624	0.7867234	0.79535806	0.67217827	0.79854256	0.7073175	0.7104132	0.9143304	0.7575495	0.68765765	0.7312455	0.953675	0.8726939	0.84130216	0.804125	0.7517967	0.79347336	0.8813031	0.7216836	0.8490536	0.9153772	0.77850294	0.8337995	0.8853773	0.7543321	0.73048353	0.88468945	0.8772071	0.76174355	0.772526	0.84652567	0.82114124	0.9362492	0.83785474	0.77312064	0.8508958	0.71656066	0.84456253	0.8204435	0.86959696	0.9019833	0.6746414	0.85407025	0.9359996	0.7022649	0.800945	0.83840936	0.6728766	0.83719385	0.72651374	0.83211064	0.85077226	0.8300968	0.80344063	0.7827933
gelaat/noun	0.728578	0.0	0.657683	0.89840853	0.7756043	0.67097986	0.85619605	0.76656187	0.84583926	0.7825606	0.7529095	0.71730286	0.67697334	0.84142375	0.8398317	0.81898856	0.787262	0.78651834	0.83442783	0.8040743	0.79004425	0.7108791	0.8085424	0.8615914	0.8069884	0.74737036	0.70409876	0.86389536	0.74829614	0.83496785	0.85903156	0.6972374	0.887216	0.7442001	0.77757657	0.79541874	0.74710906	0.6032135	0.7056244	0.70528656	0.7119427	0.71490645	0.68879795	0.8695693	0.84954476	0.4968027	0.619791	0.7850933	0.8718515	0.86222595	0.85970384	0.5997206	0.79715645	0.88844115	0.8822893	0.7292317	0.8409016	0.782586	0.8190356	0.7932447	0.69874215	0.9308812	0.8229418	0.68243974	0.78368896	0.797816	0.68975675	0.8055597	0.557118	0.79479885	0.8231933	0.6507096	0.8253251	0.6585878	0.7756218	0.7597674	0.6882755	0.6442752	0.7638843	0.7659452	0.73336536	0.83645725	0.8263001	0.79230887	0.67938435	0.8954574	0.5949321	0.71849656	0.82141405	0.8281056	0.7192044	0.7793909	0.75702524	0.83845586	0.7001529	0.81361365	0.7227722	0.7740004	0.54498386	0.7571329	0.83140326	0.7241615	0.88412005	0.7859212	0.6723876	0.9111182	0.87262505	0.56171757	0.8589106	0.80266905	0.73090166	0.78874874	0.69688797	0.7092701	0.8947665	0.79259294	0.82021284	0.6481096	0.7458242	0.68742806	0.71263593	0.63311744	0.83176696	0.59599775	0.80934757	0.7997326	0.7897696	0.9493827	0.84344447	0.76025724	0.83371806	0.81092227	0.62234575	0.866738	0.6856601	0.57650495	0.44936502	0.84615445	0.772052	0.754338	0.8224054	0.8608188	0.72445565	0.6575375	0.9073752	0.79764795	0.6696298	0.6594402	0.7429284	0.6875925	0.81835854	0.83440024	0.79045653	0.8295245	0.87210757	0.8264709	0.8355203	0.8291491	0.7212904	0.8408749	0.7816194	0.796999	0.87927103	0.7041917	0.7985452	0.77045226	0.90701675	0.72033	0.8424025	0.7578028	0.7599207	0.7463778	0.60803527	0.83280516	0.6844443	0.70803034	0.86323524	0.861282	0.6952369	0.8126813	0.7355103	0.7488265	0.5820054	0.73656076	0.93407345	0.79911494	0.8882301	0.8941386	0.7649426	0.69714475	0.8562199	0.7729044	0.8096893	0.85584044	0.8876536	0.6637458	0.758523	0.85483545	0.7260858	0.8498846	0.5735165	0.7213888	0.6384515	0.82863486	0.707911	0.7320333	0.69014394	0.8264431	0.76822937	0.7673512	0.6886759	0.73405546	0.89963776	0.66758597	0.7207251	0.9146137	0.83779943	0.6844719	0.76066965	0.7315771	0.7456505	0.8147653	0.6853028	0.7752619	0.92274785	0.70687604	0.7815391	0.7334407	0.61650157	0.7529367	0.6802553	0.85922176	0.6738117	0.71536064	0.65105987	0.64228344	0.91765976	0.9122772	0.7998482	0.6307596	0.87906873	0.9249259	0.65561956	0.7986931	0.74488664	0.8001882	0.9008471	0.9149112	0.73704976	0.7194582	0.82617664	0.8439375	0.85337424	0.82825994	0.8286926	0.87468994	0.91064286	0.6053463	0.7533955	0.8557478	0.46904325	0.69981015	0.70094013	0.7721751	0.90975946	0.93727213	0.72531587	0.6595328	0.7937733	0.8287373	0.66247594	0.82201827	0.800157	0.76392615	0.8245402	0.9183234	0.82082975	0.8608521	0.6998989	0.8194009	0.7648541	0.8694315	0.75731397	0.71239185	0.6887924	0.8433031	0.85008705	0.6999674	0.8603401	0.710793	0.81040573	0.75983864	0.948389	0.5076377	0.8900868	0.777809	0.811834	0.7792077	0.8958176	0.6747777	0.8600788	0.90471554	0.7855313	0.29149342	0.8282334	0.6607213	0.8963281	0.71006614	0.57437766	0.8499924	0.79667354	0.63518804	0.8190593	0.73951757	0.71609116	0.7159148	0.6455012	0.80937743	0.6905703	0.7550569	0.7732817	0.7571069	0.8475269	0.72042775	0.7017758	0.868963	0.7408167	0.8764479	0.689417	0.70841265	0.75486475	0.7621529	0.7455385	0.6965946	0.7205261	0.86897415	0.6704335	0.8128438	0.75867784	0.7678484	0.86126024	0.84810525	0.84012634	0.8828768	0.8223108	0.8441098	0.6486034	0.75046647	0.73296463	0.8219526	0.7649359	0.6975926	0.8737744	0.86852443	0.7303858	0.7624724	0.57146114	0.7285382	0.87724006	0.88170487	0.86016124	0.91675395	0.7848313	0.8762366	0.76451236	0.6205014	0.62809545	0.6868111	0.7019395	0.6560641	0.9170167	0.79170084	0.72000456	0.6573138	0.644161	0.60362333	0.87227446	0.6647165	0.69589317	0.6804065	0.6287257	0.6360605	0.58720005	0.73967457	0.6814881	0.7259656	0.5627924	0.7413933	0.845104	0.81461465	0.9008107	0.7881193	0.7171663	0.7973006	0.826194	0.9161331	0.6940739	0.549376	0.73238754	0.63440245	0.69719493	0.9247945	0.8045075	0.74736834	0.70850694	0.72555584	0.73961365	0.6540818	0.6974056	0.8907037	0.8439535	0.7547964	0.848092	0.77438235	0.74377495	0.7502896	0.65095127	0.74403745	0.5900935	0.61518925	0.8593042	0.747416	0.759112	0.6276315	0.754084	0.79228395	0.7845852	0.84155446	0.7576512	0.6986667	0.71234393	0.6558781	0.57337165	0.64221764	0.792328	0.878877	0.7372173	0.536194	0.69787836	0.87775636	0.8110323	0.6481122	0.8557217	0.7912755	0.74433106	0.882164	0.73096156	0.76808155	0.87388843	0.76179564	0.80562264	0.77826846	0.6587579	0.69673043	0.7953518	0.8316926	0.76424885	0.7648156	0.7859721	0.7760688	0.8794837	0.7886335	0.80805564	0.80782175	0.67231286	0.75748336	0.7203493	0.86841506	0.88604325	0.67793596	0.8175951	0.8492515	0.60299915	0.7610495	0.80835867	0.61673534	0.692274	0.7382885	0.69137925	0.77259594	0.67116547	0.8635463	0.7243266
jurk/noun	0.73513144	0.657683	0.0	0.8211248	0.78295076	0.8034937	0.870087	0.8036532	0.9327674	0.8218608	0.8182937	0.60788697	0.6581532	0.83823776	0.8912218	0.7409641	0.59684294	0.808843	0.8416995	0.7502185	0.7202508	0.70931995	0.76874757	0.84913695	0.84481937	0.7574918	0.77493554	0.86480206	0.68504936	0.816249	0.72993547	0.53750974	0.8772983	0.81260914	0.59662205	0.8175645	0.7024802	0.5257638	0.71726936	0.79382885	0.66656476	0.7933614	0.76152223	0.79495156	0.708733	0.57624084	0.71532154	0.6886512	0.88322544	0.9105684	0.8729985	0.6689945	0.79275906	0.876669	0.85954726	0.75272053	0.8703856	0.6278099	0.806505	0.7254538	0.58133453	0.92285144	0.77809143	0.74429184	0.8020188	0.8086231	0.7245007	0.80565435	0.7437754	0.76809454	0.7999507	0.6778251	0.772908	0.6277721	0.7880924	0.65490085	0.7465109	0.7266274	0.8805579	0.7460346	0.7386869	0.8838746	0.8019683	0.75827265	0.7597853	0.91409653	0.6001698	0.71093875	0.8320452	0.70642424	0.73157746	0.6343516	0.7693888	0.723171	0.68507886	0.8434984	0.5843259	0.84622216	0.6745881	0.7676526	0.8123908	0.78767765	0.90819186	0.8582278	0.67734426	0.8901582	0.91514325	0.5061711	0.84039265	0.8084096	0.65258676	0.7815404	0.6673927	0.64692557	0.8455745	0.84411174	0.9215395	0.6271972	0.8200439	0.6947587	0.75954413	0.8192324	0.82249427	0.6868209	0.74954104	0.776543	0.76849365	0.8979674	0.77313304	0.7685832	0.7633749	0.80700314	0.7387085	0.9545861	0.75563085	0.6484551	0.6227805	0.8632953	0.857561	0.72949755	0.72121453	0.85362375	0.6535051	0.80379957	0.9394182	0.82784146	0.7120313	0.71687424	0.66219425	0.51965505	0.91018295	0.72966546	0.7995868	0.8710469	0.92782986	0.885233	0.76549995	0.86863625	0.704026	0.8473733	0.6281721	0.8201878	0.7825448	0.6361357	0.8031708	0.685005	0.86416495	0.6714587	0.8299321	0.7197236	0.65702665	0.60575986	0.5240896	0.9006408	0.6932813	0.7278606	0.74661326	0.8208822	0.7519822	0.72024196	0.744351	0.85177267	0.44997096	0.7377876	0.9163728	0.76775116	0.8550674	0.94852364	0.71454954	0.5614805	0.9062303	0.853338	0.78694177	0.8564775	0.9220769	0.80955386	0.8885412	0.81809497	0.806551	0.72426295	0.678874	0.7533061	0.4764421	0.7365247	0.6913105	0.5883443	0.6873253	0.78315216	0.75601804	0.751164	0.7023589	0.47524422	0.91852915	0.5663562	0.7349136	0.89778847	0.84477234	0.77216405	0.8511408	0.8590044	0.6817125	0.8401883	0.7101016	0.6128383	0.7850812	0.6868653	0.7547157	0.6991639	0.5722541	0.80601317	0.63037795	0.8164097	0.83440506	0.64069784	0.6084867	0.70407706	0.8834724	0.94384515	0.86757386	0.8004736	0.8812237	0.9147144	0.7273506	0.7558833	0.82091445	0.8493396	0.81216383	0.91372174	0.69148076	0.6791583	0.8383395	0.8356676	0.72318864	0.8038776	0.7484762	0.8571369	0.8581633	0.65788406	0.65175116	0.9088468	0.5546904	0.69132954	0.7523414	0.737375	0.9599457	0.9167526	0.7650106	0.6947161	0.6788358	0.81241375	0.6674007	0.8685465	0.8436308	0.7803125	0.84793174	0.90514266	0.68536735	0.80588603	0.75879353	0.83108914	0.5809	0.8614081	0.75262475	0.69532377	0.7276838	0.7012427	0.8307035	0.50760275	0.7670708	0.77569854	0.8937413	0.8310122	0.8599067	0.38021106	0.92351204	0.6459225	0.77600724	0.7839386	0.9115286	0.7041181	0.8530253	0.88348615	0.57811385	0.51878417	0.7831267	0.624316	0.9095304	0.7010323	0.56583244	0.7210108	0.823502	0.44333214	0.8333219	0.776319	0.80476606	0.73733836	0.77756435	0.80892444	0.8513731	0.64332235	0.59200484	0.7712937	0.8203674	0.68241286	0.7337005	0.758696	0.6448098	0.9099597	0.8081372	0.7210679	0.76764894	0.8570815	0.67709905	0.6386807	0.7264879	0.8957618	0.7282852	0.8107147	0.7361115	0.8186599	0.89017594	0.83483416	0.9103775	0.8799546	0.8295631	0.82091737	0.66487694	0.80144274	0.7523564	0.7087332	0.6870151	0.6202364	0.9330017	0.88708794	0.551129	0.7214964	0.5512971	0.7434995	0.88201946	0.73400855	0.74855864	0.87674415	0.7204621	0.85104144	0.847247	0.66623366	0.72683454	0.7250219	0.613967	0.7575538	0.8465989	0.7406118	0.74401456	0.71634966	0.71709156	0.7937358	0.93667233	0.6074251	0.6284692	0.7984395	0.7472758	0.5289734	0.6632834	0.7887672	0.7939272	0.8422252	0.59761953	0.7997424	0.63017553	0.8554604	0.91223663	0.60294634	0.6920414	0.7770209	0.7863006	0.92957574	0.5416657	0.7311178	0.7651639	0.8437498	0.73137534	0.8751884	0.8463085	0.73998857	0.80209947	0.7924456	0.7760985	0.75423205	0.4221924	0.9362213	0.6262567	0.88032156	0.8293668	0.80119777	0.5794753	0.83473694	0.69943744	0.8086307	0.4430126	0.5299486	0.86080056	0.7484878	0.8771749	0.7350551	0.8074696	0.7869408	0.68391263	0.8391213	0.59064364	0.7202247	0.7512717	0.5797585	0.72959	0.65825653	0.84280384	0.9177352	0.6017614	0.50871164	0.5930193	0.92318934	0.8558745	0.7125005	0.7218212	0.6750399	0.7956301	0.8610282	0.709531	0.69853413	0.87429154	0.71658826	0.8707711	0.8592245	0.6123656	0.62231094	0.7254381	0.7819471	0.6842383	0.7512927	0.7934811	0.59858656	0.89894766	0.7832408	0.7386846	0.79095125	0.6489342	0.75091887	0.645513	0.7832556	0.8668033	0.7731428	0.8725754	0.85877	0.573297	0.7350665	0.7368437	0.48793483	0.5990796	0.7727711	0.8845653	0.81075656	0.7915343	0.8516346	0.5725279
