	mineur/noun	kort/adj	viool/noun	achterkant/noun	zakelijk/adj	spanning/noun	debat/noun	doorzichtig/adj	zuil/noun	vergelijk/verb	houten/adj	krachtig/adj	kamer/noun	roestig/adj	neem_door/verb	pixels/noun	bos/noun	logo/noun	sla_toe/verb	begeleiding/noun	zo/adv	gezicht_DIM/noun	snerp/adj	moment/noun	bezaaid/adj	staar_aan/verb	pedant/adj	scherm/noun	sjamaan/noun	schuin/adj	afstandelijk/adj	nogal/adv	laag/adj	atypische/adj	geweldig/adj	liefde/noun	persoonlijkheid/noun	hip_hop/noun	verraad/verb	sober/adj	eerder/adj	kast_DIM/noun	gelaat_trek/noun	zeer/adv	vleugel/noun	oorbel/noun	zaal/noun	dance/noun	gereduceerd/adj	verfilming/noun	aarden/adj	wissel_af/adj	haar/noun	tekst/noun	symbool/noun	good/noun	snuit/noun	korrel/noun	uitgangspunt/noun	gebroken/adj	complex/adj	zo/adj	nummer/noun	ronding/noun	gebouw/noun	beschrijf/verb	pas_DIM/noun	populair/adj	verzakelijking/noun	ritmiek/noun	bril_DIM/noun	wijze/noun	rond/adj	vest/noun	beeldvorming/noun	achtergrond/noun	metalen/adj	koets_werk/noun	stekel/noun	sterk/adj	motor/noun	gestoken/adj	kassei/noun	eenzijdig/adj	beweeg_voort/verb	bocht/noun	overzichtelijk/adj	standaard/adj	zorg/verb	tegelijk/adj	4x4/noun	snavel/noun	robuust/adj	vorm/noun	dwars/adj	gotisch/adj	beetje/noun	swing/noun	denk/verb	af/adv	was_tafel/noun	heftigheid/noun	doek/noun	vaas/noun	heup/noun	beschik/verb	vaak/adj	steun/verb	kast/noun	kenmerk/verb	karakter/noun	stamp/verb	blik/noun	maquette/noun	beeld_merk/noun	tafereel/noun	uitgestoken/adj	bruusk/adj	geheel/noun	dik/adj	jaag/adj	gezin_vriendelijk/adj	maak/verb	houvast/noun	contrast/noun	bundel/noun	strijker/noun	dynamiek/noun	ietwat/adv	steeds/adv	fundamenteel/adj	stram/adj	gitarist/noun	teken/verb	funky/noun	eigenzinnig/adj	set/noun	lied_DIM/noun	terrein_wagen/noun	body/noun	grap/noun	strak/adj	kader/noun	thema/noun	ondergrond/noun	lied/noun	verloren/adj	uitspanning/noun	stuk/noun	zwoel/adj	laan/noun	beat/noun	afkomst/noun	resulteer/verb	leg/verb	sip/adj	aanzien/noun	splits_af/verb	veelal/adv	muur/noun	carrosserie/noun	droog/adj	klink/adj	altijd/adv	betrek/verb	hard/adj	zie_uit/verb	scherp/noun	volume/noun	dans/verb	weduwe/noun	struis/adj	zet_in/verb	zand/noun	verfijnd/adj	smerig/adj	eikenhouten/adj	reken_af/verb	fysiek/noun	nauwelijks/adv	te/adv	ongetwijfeld/adv	vilein/adj	schitterend/adj	hier/adv	landschap/noun	ingewikkeld/adj	flamboyant/adj	half_jaar_cijfer/noun	typisch/adj	Japans/adj	decolleté/noun	en/adv	sound/noun	handtas/noun	vel_DIM/noun	klink/verb	achterover/adv	choreografie/noun	bovendien/adv	stug/adj	architect/noun	Oost_Vlaams/adj	melodie/noun	weerbarstig/adj	bombastisch/adj	weg/noun	zwart/adj	steil/adj	grijs/adj	speelstijl/noun	gebaar/verb	jeugd_jaar/noun	gevoeligheid/noun	draai/verb	lijk/verb	stotter/adj	rammel/adj	volwassen/adj	wemel/verb	stof/noun	generaal/noun	jurk/noun	hotel/noun	beheers/verb	gebogen/adj	kant_DIM/noun	fel/adj	lang/adj	speels/adj	bijzonder/adj	bak/noun	steen/noun	ritmisch/adj	roep_op/verb	patroon/noun	beeldhouw/verb	muziek/noun	letter/noun	beweging/noun	onbekend/adj	herkenbaar/adj	des/adv	heel/adj	grillig/adj	breed/adj	handig/adj	bevat/verb	ruw/adj	woonkamer/noun	grof/adj	ontleend/adj	look/noun	toe/adv	lichaam_taal/noun	melancholisch/adj	verlegen/adj	vrolijkheid/noun	muziekleven/noun	bakstenen/adj	ga_over/verb	piepklein/adj	gouden/adj	kleur/noun	film/noun	geleid/verb	lijd/verb	Zwitser/noun	imago/noun	tafel/noun	gelaat/noun	weinig/adj	gezicht/noun	uit/adj	bluesy/noun	produceer/verb	gekomen/adj	beton/noun	hoofd/noun	teoretisch/adj	dak/noun	beeld/noun	nors/adj	effect/noun	verzorger/noun	model/noun	sneuvel/verb	intens/adj	markant/adj	rock_song/noun	wip/verb	jongen/noun	lever_op/verb	charmant/adj	digitaal/adj	soms/adv	ben/verb	luiheid/noun	Rus/noun	schril/adj	aanstekelijk/adj	lach/verb	pregnant/adj	zet_neer/verb	cameraman/noun	decor/noun	raak/adj	energiek/adj	manier/noun	suspense/noun	groot/adj	lawine/noun	golf/adj	tamelijk/adj	plaat_DIM/noun	val/adj	plaat/noun	draag/verb	Macedonisch/adj	solo/noun	vooral/adv	daarentegen/adv	zanger/noun	elleboog/noun	ontbloot/adj	minder/adj	spierwit/adj	arrangement/noun	computeranimatie/noun	vierkant/adj	kop/noun	gitaar/noun	prima/adj	doe_na/verb	straal_uit/verb	motoriek/noun	song/noun	beweeg/verb	trek/noun	oog/noun	danser/noun	vraag/verb	tegendraads/adj	grappig/adj	vrouw/noun	gedreven/adj	keihard/adj	mengsel/noun	eigenwijs/adj	zoet/adj	bedien/verb	oud/adj	drum_stel/noun	interview/noun	vervang/verb	vloeiend/adj	donker/adj	real/noun	nou/adv	raam/noun	voorruit/noun	improviseer/verb	afsluiting/noun	figuur/noun	swing/adj	smal/adj	luid/adj	opgebouwd/adj	synchroon/adj	gegoten/adj	structuur/noun	verschijning/noun	meestal/adv	beresterke/adj	stuw/adj	vijver/noun	vrij/adj	uitwerking/noun	even/adj	stem/noun	voorzien/adj	loodzwaar/adj	herleid/verb	rijm/verb	allen/noun	wat/adv	kom_uit/verb	kom_over/verb	band/noun	zwaar/adj	blank/adj	wolkenkrabber/noun	zonnebril/noun	geel/adj	camera/noun	rauw/adj	acteur/noun	schrijf/verb	het/adv	onderhuids/adj	hartstochtelijk/adj	leep/adj	duidelijk/adj	geluid/noun	neus/noun	hitsig/adj	open/adj	irritatie/noun	punk/noun	gevaarlijk/adj	Chinees/adj	benadering/noun	koket/adj	blijf/verb	uitdrukking/noun	sta/verb	monumentaal/adj	breakdance/noun	iets/adv	sensueel/adj	fotografie/noun	aanmerking/noun	extreem/adj	snijdend/adj	parallel/adj	gemak/noun	alleen/adj	tentoonstelling_ruimte/noun	duister/noun	scherp/adj	lyriek/noun	veel/adj	lijn/noun	mannelijk/adj	trant/noun	glas/noun	poëtisch/adj	personage/noun	hardhandig/adj	onaf/adj	hoog/adj	hardcore/noun	tevens/adv	stevig/adj	scheur/noun	rouw/noun	compositie/noun	hectisch/adj	flard/noun	als/adv	vogel_DIM/noun	constructie/noun	eveneens/adv	uiteinde/noun	gekeerd/adj	uitgebreid/adj	drive/noun	ritme/noun	oeuvre/noun	trouwring/noun	stilistisch/adj	lip/noun	knie/noun	taal/noun	vals/adj	overdadig/adj	even/adv	kies/verb	aanvankelijk/adj	ingetogen/adj	effectief/adj	macho/adj	tracht/verb	kant/noun	aluminium/adj	accent/noun	leun/verb	24-jarige/adj	lichaam/noun	festival/noun	sleur_mee/verb	lezing/noun	genoeg/adv	ongemakkelijk/adj	gebaar/noun	hengst/noun	grafiek/noun	combinatie/noun	verkrampt/adj	juist/adv	doem_op/verb	val_aan/verb	veilig/adj	one-liners/noun	levenslust/noun	schouder/noun	bereik/verb	fors/adj	maar/adv	dan_pas_DIM/noun	slurf/noun	ruil_in/verb	mimiek/noun	neig/adj	elegant/adj	gevaarte/noun	brok/noun	front/noun	zorgvuldig/adj	leef_uit/verb	spel/noun	vreemd/adj	last/noun	ruig/adj	pas/noun	geprononceerd/adj	bouw_werk/noun	vakkundig/adj	schud/verb	onverschillig/adj	vertelling/noun	wonderlijk/adj	stel/noun	kaak/noun	handschrift/noun	aloud/adj	asymmetrische/adj	stijl/noun	steek_uit/verb	genomen/adj	waar/noun	klein/adj	mooi/adj	canvas/noun	speel/verb	voorheen/adv	ken/verb	animatie/noun	volg/verb	vlak/adj	dansbare/adj	portret/noun	agressief/adj	persoonlijk/adj	langgerekt/adj	divers/adj	kap_DIM/noun	iets/noun	modern/adj	beroemd/adj	meer/adj	verhoog/verb	computergestuurd/adj	net/adv	trots/noun	recht/adj	weer/adv	uitbundig/adj	flat/noun	neus_DIM/noun	auditorium/noun	aangekleed/adj	rock/noun	la/noun	combineer/verb	opgetrokken/adj	vormgeving/noun	weg_net/noun	hoor/verb	afwachting/noun	jongeman/noun	kaarsrecht/adj	lekker/adj	gespeeld/adj	tred/noun	smeed/verb	klank/noun	grooves/noun
mineur/noun	0.0	0.8184814	0.7431563	0.9228886	0.8577335	0.83881307	0.9099122	0.7905201	0.94643223	0.84536314	0.9079423	0.79526114	0.94185823	0.7940187	0.8787703	0.8971473	0.93966097	0.9671339	0.93092895	0.76689	0.8824322	0.9086969	0.8054074	0.83010805	0.95958596	0.82243407	0.87094545	0.9137466	0.9269063	0.8896918	0.7828381	0.84256554	0.9002752	0.85066617	0.8204161	0.7998779	0.8625165	0.85657674	0.840098	0.7569925	0.8780763	0.94442624	0.9277271	0.8197775	0.91919446	0.9141545	0.90953577	0.8692417	0.8955774	0.7898528	0.95729285	0.7311758	0.94485897	0.7056728	0.89149296	0.91020495	0.96382326	0.88475496	0.80935574	0.9034629	0.75299764	0.8834721	0.79158807	0.8908022	0.96177924	0.8533517	0.9481335	0.8237443	0.94453204	0.8229237	0.9082054	0.8306875	0.90614253	0.96001095	0.89625406	0.82850176	0.8829094	0.8973863	0.9495387	0.8385736	0.90482295	0.826431	0.94127303	0.8278433	0.96482986	0.9096633	0.79822147	0.86189187	0.8566619	0.76705277	0.93268514	0.87176573	0.8657676	0.85404897	0.8867054	0.87990344	0.8993762	0.8408364	0.88993603	0.83949655	0.9022653	0.90509796	0.87387645	0.90753573	0.90412045	0.9320631	0.7798142	0.9207667	0.94491786	0.8058549	0.80525374	0.8863822	0.8801204	0.93994576	0.89556	0.76232374	0.954706	0.75344616	0.8250309	0.9055861	0.9085729	0.9547037	0.86182916	0.82302916	0.8313525	0.78654784	0.7571606	0.77625275	0.8401619	0.8908935	0.91265917	0.84366494	0.82809633	0.8888347	0.7464284	0.7694416	0.8277781	0.7049844	0.9203149	0.93448675	0.83613807	0.8221822	0.8850956	0.7814896	0.8981345	0.70323783	0.76152605	0.9630734	0.8141975	0.7959933	0.9355968	0.8271975	0.90882564	0.85193324	0.96515113	0.7638742	0.89084995	0.925011	0.83076674	0.93867064	0.85314095	0.8450813	0.6589519	0.84774446	0.91315335	0.86701983	0.8318902	0.8783494	0.8809806	0.83733517	0.87455827	0.86786205	0.89273876	0.9339057	0.7669747	0.8092086	0.9291016	0.93264973	0.85872746	0.8722936	0.89716464	0.85494596	0.7958648	0.717061	0.8775243	0.83551526	0.760284	0.8780571	0.89060766	0.80153626	0.9161115	0.947805	0.86301506	0.7890063	0.96069133	0.9243169	0.69203514	0.9078349	0.81199026	0.8767115	0.8139031	0.9319971	0.9491068	0.7299754	0.75832665	0.71759784	0.9642285	0.92433536	0.9141952	0.8931293	0.7805823	0.9539758	0.88158107	0.8703759	0.893931	0.7888025	0.8346032	0.8735065	0.8537918	0.87281954	0.9105088	0.92516136	0.9203239	0.8793293	0.8713417	0.91117275	0.8297106	0.8916799	0.8899516	0.7511418	0.80889595	0.8621187	0.9329981	0.7332105	0.7971187	0.85673857	0.93259645	0.7550694	0.9095609	0.8708988	0.80054873	0.77743375	0.8688834	0.8403236	0.8066354	0.87988263	0.86141974	0.7756101	0.85337687	0.9015181	0.81559557	0.7990186	0.850258	0.833727	0.9182153	0.70167303	0.74912006	0.8539021	0.8675833	0.92705524	0.8091836	0.8687261	0.97026056	0.85067487	0.7542972	0.8781203	0.8103719	0.8953651	0.79668593	0.9623601	0.8419745	0.8876091	0.9020202	0.8973524	0.8116195	0.8915984	0.79004395	0.9157851	0.93823713	0.86125606	0.89410263	0.80114627	0.81122553	0.86692256	0.8855737	0.91697973	0.8712571	0.76525366	0.9139253	0.7428343	0.87618196	0.89626896	0.8201761	0.8248858	0.9128934	0.72991824	0.82838047	0.83075345	0.8740994	0.832078	0.77395487	0.8937302	0.8674868	0.8882764	0.9270156	0.8224157	0.79223245	0.76483476	0.8352644	0.7477074	0.90858567	0.93326384	0.8647176	0.83082724	0.8680986	0.85517323	0.7897813	0.9301604	0.8862079	0.7032645	0.81687635	0.80777174	0.7754055	0.93677014	0.8625494	0.8046122	0.8966147	0.7421093	0.88526165	0.9428131	0.97532076	0.7704692	0.8254701	0.82612073	0.8648617	0.8694955	0.7321793	0.87977374	0.8626656	0.95224726	0.8287871	0.91677755	0.749733	0.7402566	0.9178839	0.74655116	0.8533229	0.83956724	0.81361914	0.7237773	0.90911585	0.82459027	0.84874046	0.9276035	0.93846166	0.82742244	0.8492644	0.86621463	0.9093415	0.94008225	0.93742454	0.7415965	0.8462051	0.83324885	0.7752079	0.9327757	0.8814433	0.77014196	0.85568213	0.81129575	0.8333706	0.85047555	0.78960776	0.8880197	0.83592826	0.87365854	0.90337545	0.7886116	0.8792446	0.79737484	0.8235328	0.8497188	0.8748289	0.8565054	0.8812095	0.8812385	0.9491537	0.7963647	0.863108	0.89719564	0.91862607	0.9062829	0.9353435	0.9614608	0.940321	0.7492763	0.86037165	0.7423589	0.84068453	0.84743285	0.7135526	0.8937778	0.96171117	0.7985512	0.9316352	0.8404179	0.9471103	0.90457	0.88382655	0.942393	0.91958696	0.84601885	0.8833618	0.8801181	0.85598606	0.92322624	0.8390132	0.8720637	0.886478	0.8140187	0.8444903	0.93190205	0.8264681	0.752812	0.82047707	0.9200758	0.8787466	0.8519671	0.8822521	0.8729751	0.857859	0.87070626	0.9218613	0.90425503	0.7507397	0.912421	0.69710207	0.81898546	0.8228121	0.77751446	0.8646035	0.90137696	0.81872606	0.85374755	0.9477871	0.7518817	0.73476446	0.8809149	0.74899864	0.9190557	0.8571626	0.8924734	0.89949745	0.9591512	0.84568405	0.8510364	0.8666539	0.78849554	0.74854136	0.9312365	0.8279724	0.9632017	0.954953	0.83737373	0.8160556	0.7782558	0.8591634	0.8719683	0.8761971	0.72223145	0.85616505	0.79678744	0.87276256	0.8595967	0.9171915	0.81425416	0.7863956	0.91610116	0.89004886	0.8245239	0.8683915	0.8640638	0.90674436	0.7161273	0.84414375	0.95976394	0.93093973	0.8027409	0.8516144	0.86641574	0.85619533	0.93642944	0.8817446	0.9362105	0.91053045	0.94970036	0.95375365	0.8443447	0.86266994	0.8593537	0.96682125	0.82405806	0.86401296	0.8580866	0.801461	0.9115203	0.7860825	0.88508904	0.71364176	0.9267227	0.8515361	0.75734866	0.91419655	0.7925124	0.91741943	0.9047203	0.89632815	0.7120656	0.9091989	0.8204413	0.7774215	0.7359643	0.88382375	0.92270494	0.8544283	0.8469352	0.90857506	0.7717234	0.9310648	0.8385084	0.89060384	0.88331395	0.73262745	0.95056003	0.7941295	0.8368901	0.7963564	0.85942036	0.9201449	0.808326	0.8435177	0.7780152	0.82145983	0.81948376	0.8412047	0.8268915	0.9904728	0.9410019	0.82653844	0.8130444	0.8751426	0.8782285	0.907542	0.89923495	0.9318417	0.9117086	0.841246	0.77651465	0.9821907	0.9275129	0.944712	0.7713917	0.80353373	0.8081694	0.83286595	0.9035156	0.850277	0.87824667	0.7765831	0.9486304	0.91412246	0.9442547	0.9101849	0.76242375	0.8972672	0.877418	0.7724174	0.8297498
kort/adj	0.8184814	0.0	0.78787065	0.75359356	0.7606387	0.80028707	0.85249794	0.71834743	0.8087966	0.7546885	0.8148287	0.627056	0.84993625	0.8783033	0.8131502	0.90282	0.7911387	0.789758	0.87263024	0.7726372	0.7361325	0.82345307	0.8350599	0.8098205	0.8406864	0.8427532	0.9025646	0.8055331	0.9532234	0.7126831	0.7393109	0.6562556	0.702332	0.86912227	0.80603975	0.78345096	0.73308575	0.8704102	0.7651708	0.63679975	0.7457807	0.85999227	0.81038934	0.63613534	0.7746085	0.81690824	0.8241459	0.8848547	0.90636027	0.8310617	0.9088855	0.7246752	0.6003796	0.67900944	0.7905971	0.9116752	0.7408781	0.8664687	0.8156516	0.8509315	0.7112598	0.6971479	0.7612407	0.74345815	0.8368077	0.79449654	0.81792504	0.8010861	0.90796643	0.80144453	0.7680296	0.7714033	0.6640717	0.7776357	0.9075817	0.7609526	0.7441341	0.75559753	0.751965	0.7307546	0.7400144	0.6930692	0.8184241	0.836112	0.82773244	0.6580385	0.7708593	0.8049952	0.7553049	0.7071507	0.8907543	0.8036934	0.7082217	0.65906805	0.75896275	0.8987064	0.7510556	0.8003361	0.8791107	0.74914914	0.8479072	0.87511337	0.7264983	0.8801197	0.7609968	0.7940343	0.66642404	0.8896394	0.8274975	0.69947255	0.70654076	0.7766408	0.7175894	0.86767673	0.85511935	0.7476501	0.8269601	0.7911545	0.69478726	0.6098821	0.8702135	0.9268209	0.70152307	0.8163134	0.74522173	0.66715777	0.7444479	0.78909576	0.70258176	0.77089363	0.9038038	0.8339555	0.81447756	0.75715154	0.80500317	0.7102278	0.8377141	0.7116567	0.7706432	0.7950548	0.8263583	0.49600512	0.82815194	0.7490094	0.7872577	0.7065705	0.84236073	0.8766258	0.613932	0.72226244	0.8544359	0.8041285	0.92140263	0.72973907	0.8418521	0.9009268	0.83325005	0.9395595	0.6838646	0.81373703	0.74613154	0.61388046	0.74594045	0.738763	0.92943496	0.6825105	0.6412802	0.87440175	0.79889596	0.7619162	0.8295769	0.7953094	0.7264332	0.7825151	0.73979795	0.76429886	0.9283359	0.90020597	0.82552004	0.7538636	0.66830003	0.77268255	0.8770428	0.6960765	0.7976267	0.7311338	0.66690606	0.8322415	0.9228662	0.6733448	0.85098326	0.7259734	0.7591891	0.7696795	0.84890604	0.8167782	0.7103381	0.79612756	0.7624916	0.7122715	0.7522057	0.92607665	0.8552006	0.73820025	0.75899446	0.76709354	0.7344615	0.5983541	0.65619123	0.639418	0.7929854	0.8423327	0.89509875	0.87164736	0.74299407	0.68826926	0.9172395	0.8886824	0.7813352	0.81435907	0.7258349	0.8532406	0.6296504	0.8542631	0.8473424	0.7299175	0.8620805	0.59691465	0.4964646	0.65948975	0.6887423	0.8879429	0.8045341	0.7126311	0.7722624	0.7190938	0.89451975	0.7293802	0.75574905	0.6809711	0.84718543	0.7124014	0.73541474	0.6914377	0.7071541	0.6096824	0.7249702	0.6545079	0.7511989	0.8891429	0.76983297	0.84448713	0.79543614	0.7756754	0.875104	0.76605093	0.7676827	0.86757183	0.9026541	0.86666685	0.79074335	0.7867351	0.6911437	0.62128687	0.7486284	0.8160094	0.85220945	0.8851526	0.8603451	0.8184651	0.7856121	0.69252473	0.6873409	0.7576232	0.83455193	0.75061	0.86142355	0.85624313	0.72341	0.8107507	0.793984	0.6912918	0.8068746	0.7199336	0.8897521	0.65046096	0.86310333	0.698639	0.810003	0.8469006	0.8534954	0.768625	0.76271945	0.7136877	0.7962297	0.60836935	0.7334759	0.90779775	0.8817366	0.8399881	0.75768983	0.88662887	0.7648514	0.79281783	0.85486007	0.70418286	0.7463144	0.69391185	0.805377	0.83541644	0.8021611	0.8829466	0.72952366	0.65675247	0.77243125	0.76772165	0.79146236	0.63623965	0.93425393	0.725382	0.69819295	0.72469544	0.80176914	0.87232274	0.7712421	0.71568215	0.7907524	0.76184034	0.86331236	0.84212875	0.6428623	0.74745566	0.8122424	0.8521151	0.72622955	0.84977305	0.7524148	0.7595064	0.7804848	0.70341897	0.72186136	0.8685618	0.78195333	0.65073687	0.7364279	0.78520095	0.7333592	0.8426337	0.75680894	0.6837252	0.75168717	0.7807982	0.86542773	0.78216016	0.8440481	0.69448984	0.5977664	0.8853859	0.9090284	0.8316479	0.8311911	0.7990458	0.90502733	0.717466	0.70968604	0.5942775	0.82996297	0.7169621	0.8017266	0.83881533	0.72730136	0.72271454	0.64389896	0.9386261	0.84191847	0.89337075	0.66789037	0.79355866	0.70494115	0.75508106	0.7300563	0.82743764	0.8593012	0.8722063	0.9148142	0.66873187	0.7892822	0.7464459	0.7256297	0.7953698	0.78412557	0.8719728	0.75930166	0.7220557	0.7358217	0.7425015	0.74820334	0.74548566	0.8106533	0.830234	0.78706896	0.8731024	0.78385425	0.7304813	0.6651899	0.83433586	0.7736249	0.90266573	0.8790081	0.66175264	0.84643376	0.7529099	0.7571326	0.7992914	0.7413893	0.81373394	0.7832477	0.8574683	0.60745585	0.69335425	0.82042575	0.86467373	0.7144631	0.80159634	0.7470654	0.83459425	0.7127421	0.91335344	0.8881283	0.5453044	0.8201213	0.6812077	0.6918076	0.702212	0.8368331	0.77779394	0.6858231	0.69195426	0.8451157	0.8838992	0.72466767	0.9168761	0.79140484	0.6512924	0.88540363	0.8768211	0.67639184	0.8176137	0.7269285	0.8715222	0.8435616	0.8029311	0.7516594	0.71550006	0.79964143	0.74104804	0.8584892	0.7283426	0.80282944	0.9363601	0.72290426	0.69858557	0.826509	0.78319967	0.8134837	0.68163	0.69943154	0.735408	0.789236	0.7070769	0.7941571	0.7599478	0.82184625	0.7303853	0.82342464	0.6832822	0.8043237	0.95527166	0.65468174	0.79788935	0.86423194	0.79277134	0.7392199	0.79730403	0.7366273	0.8729758	0.8277421	0.68998015	0.83841324	0.70587295	0.82089925	0.8976684	0.79573	0.80509794	0.9059371	0.7258116	0.857679	0.7732361	0.7617058	0.8400922	0.8523791	0.79591	0.88037527	0.7710868	0.5721516	0.7996652	0.83826697	0.86847407	0.70486724	0.8386606	0.7630838	0.7616622	0.89847904	0.7198758	0.8062515	0.76488245	0.87714684	0.71785796	0.7800467	0.8351666	0.7606014	0.72858286	0.8568649	0.8080363	0.8152241	0.86779714	0.7777882	0.68654126	0.75856084	0.76377743	0.80353284	0.6808128	0.6183414	0.8438001	0.8149221	0.768202	0.81968516	0.83602005	0.72694004	0.63612443	0.8039775	0.7457348	0.694753	0.7581353	0.6916351	0.7711905	0.83916223	0.8428423	0.698588	0.72909087	0.8394957	0.88634044	0.8849745	0.67772853	0.89055485	0.63235354	0.8061534	0.69541645	0.873737	0.8203391	0.88088834	0.7846196	0.8263519	0.7715796	0.70572984	0.8218211	0.6622072	0.91373885	0.8181355	0.9120942	0.82314634	0.7405875	0.7456802	0.7382184	0.8071166	0.8606023	0.7473056	0.7610295
