	crash/noun	geplet/adj	mat_DIM/noun	oven_schaal/noun	eerstvolgend/adj	matig/adj	roer/noun	gevuld/adj	ontsta/verb	debat/noun	ronduit/adv	oppervlak/noun	bak/verb	word/verb	verschrompel/verb	braadpan/noun	vers/noun	olie/noun	dossier/noun	nek/noun	full_cd/noun	mineraalwater/noun	zo/adv	moment/noun	werp_toe/verb	voeg_toe/verb	koel_af/verb	snijd/verb	streven/noun	benzine/noun	snel/adj	zon/noun	serveer/verb	oven/noun	vervolgens/adv	spaghetti/noun	spinazie/noun	gedeeltelijk/adj	slot/noun	C/noun	koningshuis/noun	verwarm/verb	kook/adj	kreet/noun	licht/adj	room/noun	zeer/adv	werk_af/verb	vouw/verb	wind/noun	zaal/noun	volgorde/noun	kil/adj	filet/noun	opnieuw/adv	augustus/noun	vochtig/adj	stoom/noun	peper/noun	heet/adj	stoot_DIM/noun	doel/noun	hap/noun	snoer/noun	zo/adj	doorboor/verb	barbecue/noun	heet/verb	2003/noun	toevoer/noun	naald/noun	soep/noun	duw/verb	stilaan/adv	giet/verb	circa/adv	baad/verb	schoon/adj	kus/verb	ochtendgloren/noun	drift/noun	diepte/noun	eiwit/noun	in/verb	brandend/adj	rood/adj	motor/noun	gordijn/noun	warmte/noun	kern/noun	beetje/noun	andijvie/noun	en/adj	boter/noun	proeve_rij/noun	koffie/noun	verlangen/noun	bron/noun	vaak/adj	koud/adj	winderig/adj	dik/adj	groen/adj	steeds/adv	klimaat/noun	koel/adj	speel_af/verb	vluchteling/noun	regen/noun	geef_door/verb	onderwerp/noun	meermaals/adv	slaaf/noun	zomer_dag/noun	achteren/adv	bestand/adj	stand/noun	al/adv	flauw/adj	leg/verb	overig/adj	spotje/noun	verkleumd/adj	brij/noun	droog/adj	brutaliteit/noun	naad/noun	blus/verb	hoe/adj	altijd/adv	minuut/noun	bad/noun	blad/noun	tomaat/noun	estafette/noun	wek_op/verb	hang_ijzer/noun	pers/verb	zout/noun	Europa/noun	1976/noun	te/adv	roer/verb	sector/noun	hier/adv	pasta/noun	evacueer/verb	adem_in/verb	kwartier/noun	grond/noun	najaar/noun	berg_top/noun	politiek/adj	vis/noun	wijn/noun	vet/noun	lucht/noun	adem/noun	goudbruin/adj	lok/verb	smaak/noun	krijg_heen/verb	rol/verb	hout/noun	beschuldigd/adj	bovendien/adv	lief/adj	binnen_plein/noun	uitzonderlijk/adj	buiten/adv	koelkast/noun	steek/verb	bord/noun	alles/noun	vlees/noun	draai/verb	auto/noun	uitschakeling/noun	essentieel/adj	afgelopen/adj	vuur/noun	dubbel/adj	graad/noun	verpleegster/noun	drukkend/adj	zwembad/noun	een/adv	eeuw/noun	dan/adv	niet/adv	fel/adj	beleg/verb	lang/adj	deksel/noun	liter/noun	bak/noun	vol/adj	coalitie/noun	brand_DIM/noun	gedij/verb	centi_meter/noun	zelfs/adv	ei/noun	mals/adj	woensdag_middag/noun	verslag/noun	bloot/adj	middag/noun	stand_DIM/noun	kondig_aan/verb	vlek/noun	smelt/adj	druppel/noun	bewust/adj	fruit/verb	kastanje/noun	verscheiden/adj	slik/verb	lucratief/adj	bruin/adj	oppervlakte/noun	braad/verb	gans/adj	pap/noun	echt/adj	rijst/noun	soap/noun	subtropisch/adj	weekeinde/noun	telkens/adv	ene/adj	stad/noun	Celsius/noun	stol/verb	prothese/noun	spoel_door/verb	Venetiaans/adj	porie/noun	om/adj	draai_heen/verb	ren/verb	maal/noun	tafel/noun	1901/noun	kom/noun	verbranding/noun	licht/noun	loop_op/verb	gemeenteraad_verkiezing/noun	concurrent/noun	Cup/noun	hopeloos/adj	strijkijzer/noun	malaria/noun	kachel/noun	smoor/verb	patrouilleer/verb	vorm/verb	soms/adv	ben/verb	schenk_in/verb	voorwerp/noun	coalitiepartner/noun	behoorlijk/adj	laat/verb	aandeelhouder/noun	spuit/verb	plaat/noun	geschiedenis/noun	dicht/adj	warm/adj	schuif/verb	technologie_sector/noun	knoflook/noun	kop/noun	arm/noun	avondeten/noun	begroet/verb	trek/noun	zomermaand/noun	kuip/noun	juli/noun	auto_verzekering/noun	lepel/noun	bedreigd/adj	onderhandeling/noun	koeling/noun	schuif_door/verb	chocolademelk/noun	gedeelte/noun	paar/noun	nacht/noun	nat/adj	zet/verb	voorbij/adj	dreig/verb	peer/noun	rooster/verb	stuk_DIM/noun	oorlog/noun	hang/verb	mompel/verb	ventilator/noun	waar/adv	binnen/adv	wonder/noun	buis/noun	seks/noun	portie/noun	start_schot/noun	echter/adv	toegepast/adj	eten/noun	ontleen/verb	Genkse/adj	daar/adv	even/adj	diep/adj	vakbond/noun	verschrikkelijk/adj	Mexicaans/adj	verbrand/verb	wat/adv	migratie/noun	zwaar/adj	officieel/adj	atmosfeer/noun	gesteente/noun	weer/noun	thee/noun	daarna/adv	wacht/verb	mes/noun	slurp/verb	dien_op/verb	verwarmd/adj	voorafgaand/adj	vlucht/verb	kom_bij/verb	spoel_af/verb	aardappel/noun	blijf/verb	marathon/noun	zakelijkheid/noun	uitdrukking/noun	sta/verb	eet/verb	sojasaus/noun	vers/adj	ween/verb	karakteristiek/noun	gras/noun	leiding/noun	beneden/adv	eikel/noun	latin/noun	team_manager/noun	gas/noun	scherp/adj	gezocht/adj	album/noun	opzettelijk/adj	glas/noun	love/noun	gloeiend/adj	voel/verb	kant/adj	lamsvlees/noun	net/adj	patat/noun	ontploffing/noun	aarde/noun	ontzettend/adj	beleef/verb	rook/noun	rem/noun	melk/noun	saffraan/noun	spleet/noun	avond/noun	ga_in/verb	duizenden/noun	voel_aan/verb	voet/noun	snackbar/noun	ooit/adv	morgen/noun	ui/noun	buitenkant/noun	ijzer/noun	meteen/adv	winter/noun	strand/noun	schep/verb	voorspel/verb	dag/noun	giftig/adj	fusie_ploeg/noun	vlam/adj	slotminuut/noun	vakantie/noun	erg/adj	verdeler/noun	inbreuk/noun	helder/adj	zomer/noun	traan/noun	even/adv	zweet/verb	passage/noun	grill/noun	vervlieg/verb	lichaam/noun	ijzeren/adj	genoeg/adv	vonk/noun	stook/verb	beloof/verb	herfst/noun	water_plas/noun	ring/noun	as/noun	clandestien/adj	behandel/verb	vinger/noun	uur_DIM/noun	kom_vrij/verb	brok/noun	stoom/adj	weekend/noun	getoond/adj	gemengd/adj	mix/noun	wellicht/adv	alweer/adv	koekepan/noun	langzaam/adj	drink/verb	ander/adj	eenmaal/noun	gooi/verb	zit/verb	nog/adv	bel/noun	schil/noun	wend_aan/verb	zonovergoten/adj	blijf_af/verb	almaar/adv	rust/verb	woestijn/noun	grijp_aan/verb	abnormaal/adj	loop/noun	klein/adj	uitgestrekt/adj	laag/noun	schaal/noun	nieuw_feit/noun	fiscus/noun	spuw/verb	smelt/verb	mors/verb	beker/noun	wel/adv	aan/adj	kool/noun	min/adj	omstandigheid/noun	trend/noun	olijfolie/noun	middaguur/noun	voortijdig/adj	plaag/noun	weer/adv	pan/noun	zomers/adj	zacht/adj	overgoten/adj	brandweer/noun	kwestie/noun	aluminium_folie/noun	water/noun	pal/adv	resistent/adj	kook_pot/noun	kus/noun	bloem/noun	°/noun	smeed/verb	teruggave/noun	schuif_uit/verb	saai/adj	kip/noun	voorjaar/noun
crash/noun	0.0	0.9343261	0.88156563	0.94147724	0.86134756	0.84904796	0.8646959	0.8934517	0.77284205	0.8627537	0.85261285	0.90984356	0.9059421	0.7585256	0.8913523	0.8708979	0.9136485	0.8642306	0.8810419	0.86166394	0.91159123	0.97063494	0.8401555	0.7107973	0.9282369	0.9110379	0.8518663	0.9335185	0.92292064	0.8416147	0.7830649	0.85633963	0.911435	0.86270636	0.8277513	0.89414644	0.9325615	0.846665	0.91671526	0.9174929	0.86370265	0.91067207	0.8831135	0.77971154	0.80218804	0.9232186	0.81401145	0.87346625	0.92413557	0.8408619	0.9401825	0.89956135	0.8865475	0.93350774	0.77375305	0.80114496	0.8771248	0.80030984	0.9151231	0.79690623	0.8692822	0.92746496	0.9110242	0.90908957	0.79315245	0.89586866	0.86732596	0.86601555	0.8396001	0.92102814	0.8716655	0.896194	0.7823173	0.9153818	0.86503434	0.9262742	0.9540723	0.9013729	0.88936424	0.81561244	0.8868722	0.9052961	0.9052104	0.82632244	0.7790991	0.89597034	0.66316164	0.8654249	0.83970517	0.97598755	0.9295006	0.9180577	0.954467	0.88401884	0.9553892	0.94698465	0.87129176	0.91435206	0.9110656	0.84906125	0.8876017	0.8216892	0.9460135	0.90098614	0.8203464	0.90880096	0.8513862	0.9407359	0.8158397	0.862773	0.9163973	0.8506905	0.93812656	0.8448895	0.8620503	0.84368765	0.88987845	0.798767	0.93693906	0.9121269	0.9405574	0.9075701	0.9066485	0.89240307	0.8749548	0.8868418	0.83354086	0.801028	0.82750374	0.91457987	0.85381186	0.93324375	0.9374692	0.91691095	0.8772385	0.92861557	0.9053923	0.8451025	0.8999749	0.9121742	0.7658713	0.8570558	0.8737237	0.84520894	0.8932029	0.92267793	0.77952147	0.78183794	0.83070815	0.89544386	0.86995524	0.87558216	0.8622887	0.9239012	0.95455545	0.86882037	0.86765486	0.78827703	0.89716196	0.93574506	0.945433	0.8324964	0.8952801	0.905684	0.8784949	0.8474593	0.93321997	0.9419255	0.80874217	0.86357224	0.9069126	0.92053956	0.8784792	0.907409	0.942089	0.85057765	0.72845745	0.89733976	0.9622794	0.858008	0.7573259	0.9388897	0.8944442	0.81704366	0.878862	0.9521285	0.8765746	0.83169717	0.8605401	0.8872228	0.8824377	0.9113409	0.87125254	0.8392726	0.8747121	0.87201774	0.8497082	0.933682	0.70693856	0.8806253	0.9452993	0.8602416	0.94040376	0.9398551	0.8158156	0.8746464	0.8800783	0.8360797	0.92932904	0.9074417	0.81721985	0.8871946	0.90559626	0.899685	0.8854196	0.9078527	0.78928083	0.8765924	0.9400308	0.89276856	0.9194596	0.8927443	0.8349003	0.86796176	0.84762037	0.8849608	0.9368021	0.92068917	0.8572639	0.86649084	0.8921968	0.8913741	0.8765521	0.8466219	0.885651	0.9104892	0.952655	0.9479131	0.84314054	0.8856514	0.79758924	0.90889996	0.95210445	0.83006746	0.90875185	0.8160541	0.87329113	0.73062015	0.9023131	0.885445	0.8929758	0.8868265	0.91649157	0.75880116	0.8533903	0.85696405	0.8964114	0.88738704	0.8532113	0.81914365	0.90978545	0.87657917	0.9239715	0.84070057	0.91255337	0.9113136	0.825083	0.90891874	0.89811593	0.9089203	0.86037517	0.8761138	0.7650386	0.8860749	0.9238291	0.8615946	0.8590845	0.95021117	0.8847015	0.859383	0.92680407	0.81931454	0.92344946	0.89907074	0.91591203	0.9178679	0.90172756	0.8872984	0.9626569	0.90468454	0.9188183	0.86194617	0.8077286	0.8515632	0.88174975	0.7716546	0.8942288	0.92615914	0.9261601	0.8689368	0.86576384	0.86761886	0.8268411	0.8878318	0.8788667	0.7896886	0.88109577	0.9494698	0.9102296	0.8844255	0.79575205	0.890521	0.9130347	0.903299	0.8601629	0.87611604	0.90102994	0.92753714	0.94100547	0.74691343	0.8913981	0.7765049	0.90168	0.87542117	0.6081183	0.87433296	0.8857205	0.8533882	0.8025088	0.9086321	0.88613415	0.83102185	0.92867434	0.92947626	0.91115046	0.9342231	0.8543031	0.85386705	0.8890778	0.93026274	0.9125873	0.92480385	0.8819084	0.95996237	0.94427127	0.836383	0.9167026	0.92985624	0.9459543	0.8584844	0.8983226	0.8842463	0.84476113	0.8009703	0.8689075	0.9293784	0.8134588	0.80401015	0.9253931	0.96616304	0.8101189	0.8298367	0.9284344	0.8912187	0.86367303	0.8443358	0.9346716	0.95822215	0.8940673	0.90210044	0.635123	0.86658335	0.87635934	0.78283376	0.72800195	0.75607574	0.9054531	0.9502466	0.9355524	0.8748474	0.8314118	0.8687592	0.85167885	0.8458159	0.89138365	0.8704857	0.92373484	0.8921554	0.8996295	0.87328017	0.76822	0.8459056	0.8844307	0.89524615	0.800919	0.8555248	0.83545744	0.87582344	0.86742485	0.90430224	0.9106661	0.85479784	0.91983336	0.8788058	0.88823295	0.8056794	0.8921106	0.8516535	0.81781083	0.87778175	0.89755857	0.8092558	0.8302937	0.87830853	0.9110965	0.7456254	0.88149154	0.888569	0.836406	0.89360976	0.84611404	0.8264108	0.9316641	0.93328106	0.84635663	0.8551088	0.75663614	0.8052695	0.9011752	0.9088472	0.88068956	0.92307913	0.9280108	0.8441578	0.81076086	0.8589699	0.81243324	0.9387628	0.9255008	0.91406727	0.8571415	0.8779872	0.8958887	0.82994545	0.9048724	0.85482395	0.9332063	0.91971636	0.81752837	0.8869386	0.7625874	0.8431034	0.8133632	0.8881719	0.89436316	0.89645374	0.8872114	0.9475604	0.9080311	0.8532716	0.83974254	0.8421785	0.8868076	0.95735747	0.91506416	0.85223985	0.8814417	0.9065145	0.81136477	0.81926787	0.9049618	0.8171416	0.78018695	0.8196998	0.8160943	0.88319707	0.8860988	0.89267015	0.94815356	0.7725597	0.9014758	0.939409	0.8604642	0.9016111	0.86143726	0.8848865	0.8448348	0.89816713	0.928905	0.86090106	0.9172381	0.9301086	0.8704506	0.9277862	0.83724964
geplet/adj	0.9343261	0.0	0.8326606	0.73159885	0.91222	0.71367455	0.6734102	0.571916	0.8935072	0.96291304	0.8783599	0.8101486	0.51425064	0.8798256	0.804129	0.66805345	0.70490754	0.5606922	0.9062163	0.76312053	0.96998215	0.8276563	0.8523993	0.96349216	0.76576424	0.49265045	0.6005429	0.5298331	0.8450184	0.8196169	0.9076203	0.8428951	0.60173607	0.5805323	0.6895992	0.5346788	0.4792987	0.91770923	0.83062696	0.9048294	0.95285344	0.5168475	0.5963259	0.9208971	0.70397556	0.48977667	0.7710587	0.86902046	0.73687303	0.87555474	0.8625917	0.84730434	0.85547924	0.6621692	0.8648009	0.9465715	0.7710028	0.7485498	0.48463386	0.64369416	0.8483515	0.9514337	0.72405005	0.7704423	0.8617965	0.77676433	0.7639115	0.82817364	0.95138234	0.78846365	0.7269447	0.56603867	0.72693896	0.8839939	0.5543407	0.6742255	0.83157474	0.80682087	0.86972475	0.8619002	0.90827644	0.8032742	0.6833322	0.85894537	0.74009526	0.5743274	0.89472246	0.75870115	0.7746104	0.9344434	0.646106	0.5118542	0.9456586	0.47129393	0.8550708	0.69478154	0.8949211	0.88105994	0.9104046	0.66587245	0.9194436	0.5917611	0.6245001	0.9004239	0.9137066	0.8121683	0.97301066	0.9390408	0.8507201	0.86073136	0.9604874	0.8849398	0.92026305	0.85759926	0.8407021	0.8117446	0.9528726	0.94629216	0.9056333	0.5946463	0.7570056	0.821941	0.87982476	0.68588144	0.70807207	0.9240207	0.80970734	0.78035593	0.9033211	0.83741605	0.7018621	0.7974366	0.77571154	0.487005	0.94954497	0.8152311	0.9110336	0.69645774	0.50005126	0.9907935	0.8981451	0.82055455	0.52517503	0.9460742	0.90892595	0.51007706	0.9005405	0.82084835	0.8732048	0.7117247	0.89822817	0.897254	0.9486365	0.5837639	0.6426339	0.60284275	0.80214214	0.8413872	0.57660395	0.89564115	0.5212227	0.79878205	0.73791313	0.75777626	0.9262537	0.90819323	0.7983772	0.90006	0.88943326	0.84222	0.6358876	0.7783663	0.66959304	0.82617265	0.5444807	0.76638997	0.8759605	0.97496414	0.89586884	0.9688738	0.638507	0.9165507	0.8366188	0.8949951	0.8482506	0.91948426	0.7707079	0.9679194	0.87249714	0.9740516	0.9155264	0.77120453	0.8689648	0.6512997	0.6364599	0.59843063	0.8042608	0.9739626	0.9458661	0.8208562	0.6163126	0.86746645	0.49427736	0.6464056	0.93572956	0.950935	0.78135884	0.855276	0.8579236	0.9766656	0.7955487	0.7507305	0.6295651	0.9044762	0.47716498	0.6872339	0.899054	0.84139884	0.9326394	0.55112886	0.79840577	0.56967324	0.8551645	0.72084165	0.8874577	0.54102	0.9423184	0.87052524	0.9597071	0.84825885	0.8885062	0.9628488	0.7926562	0.7492848	0.8670581	0.81714916	0.91387916	0.84705067	0.75939715	0.9083468	0.8404209	0.8769415	0.6648901	0.9414824	0.58480084	0.86098415	0.80753124	0.91786206	0.9821687	0.9565264	0.9738073	0.88051766	0.8461848	0.8637498	0.7901698	0.5702038	0.93445534	0.89173496	0.85194683	0.9416232	0.8485687	0.81802356	0.8744069	0.8093896	0.6847135	0.9013943	0.72410053	0.78717077	0.9616843	0.92647064	0.6978088	0.7897022	0.9650775	0.4254161	0.7619957	0.7945349	0.7967397	0.91018224	0.93362486	0.85551685	0.77939564	0.93719226	0.9447237	0.58435166	0.8721928	0.9594395	0.8638234	0.81738377	0.8101419	0.76771456	0.7412379	0.91626996	0.7581562	0.7922291	0.93972754	0.93746305	0.66368407	0.6085737	0.5372641	0.9634129	0.7895063	0.8617691	0.79190165	0.8502071	0.84713495	0.89836156	0.79968095	0.86966246	0.58374846	0.91633534	0.9404933	0.97381365	0.6725502	0.9265074	0.91599476	0.9102959	0.7880306	0.7875044	0.93391937	0.8664064	0.8026009	0.73350954	0.7415234	0.96574616	0.81531477	0.98821765	0.85109806	0.7888447	0.88028824	0.6643348	0.78903437	0.9043704	0.6967468	0.8382212	0.62780684	0.7414696	0.93084157	0.8393357	0.8240751	0.6943082	0.5436033	0.8999955	0.935711	0.9062016	0.87534916	0.8478398	0.5846344	0.6530948	0.4975326	0.8340275	0.94673777	0.7050038	0.9244867	0.82270885	0.80302536	0.92403716	0.9363489	0.8029426	0.85682464	0.93933696	0.9435196	0.9425898	0.689765	0.9622758	0.73686427	0.85228276	0.9139876	0.5633473	0.8023492	0.6835408	0.9089773	0.8019204	0.85688704	0.9663433	0.837741	0.8980568	0.5430411	0.5835668	0.8849885	0.8335591	0.91983765	0.8768054	0.8115405	0.79944444	0.86420274	0.8743098	0.90609264	0.45607638	0.7822421	0.7613709	0.8653759	0.8140763	0.8912891	0.60345536	0.9628541	0.8894043	0.76586926	0.92949337	0.83710843	0.896616	0.93850076	0.89268565	0.894695	0.9584812	0.8524878	0.86633134	0.7956284	0.8822724	0.718642	0.8864674	0.7313243	0.9083147	0.8456392	0.7584325	0.85264206	0.9147158	0.80665237	0.90734893	0.8617586	0.91983205	0.64464766	0.81272364	0.91150236	0.8720999	0.81792396	0.853938	0.84937394	0.76360494	0.915748	0.94771636	0.8280684	0.6833129	0.78380716	0.9113156	0.90188634	0.5035981	0.67665803	0.79135793	0.94994295	0.88435847	0.680052	0.8402111	0.8814902	0.94319534	0.5700943	0.9333999	0.90691817	0.8013164	0.85370255	0.73018336	0.85308594	0.96078086	0.9163518	0.9030025	0.73935056	0.85029715	0.67076546	0.62578595	0.8677119	0.95896083	0.84602094	0.5418981	0.7992462	0.8950028	0.9508226	0.6485234	0.5786708	0.8978723	0.8861497	0.95286894	0.4792444	0.8640328	0.9153339	0.9448936	0.7928633	0.50942254	0.76936054	0.58866113	0.5979547	0.93794036	0.9622873	0.61432844	0.6468603	0.8647462	0.7879634	0.7247343	0.86622906	0.4833082	0.7511283	0.8832934	0.9367234	0.80001414	0.9205996	0.55274385	0.8668097
mat_DIM/noun	0.88156563	0.8326606	0.0	0.8415443	0.89238214	0.8801323	0.94701046	0.7929951	0.903754	0.91953725	0.8416925	0.84885067	0.86490196	0.81752753	0.89992785	0.8497405	0.9428154	0.8178952	0.84602445	0.7052367	0.9550139	0.8707876	0.8771149	0.9500504	0.88284826	0.9254497	0.7958873	0.88562626	0.9244529	0.8788163	0.934229	0.78961575	0.85945594	0.7849848	0.7810148	0.8598578	0.85361254	0.81479025	0.9408884	0.89013135	0.946023	0.7637927	0.825889	0.8970147	0.9035003	0.8797673	0.86120445	0.91833484	0.85798645	0.86714816	0.87961495	0.9133723	0.7790378	0.9283045	0.8598571	0.962815	0.7742205	0.82945645	0.87086177	0.77445334	0.94057554	0.89525944	0.82665545	0.8664782	0.8888318	0.85288	0.7976564	0.89158964	0.96302414	0.9143979	0.76203036	0.836118	0.7914695	0.8666385	0.8164973	0.89707744	0.8479682	0.8632537	0.8032596	0.9004414	0.88880926	0.8687256	0.920583	0.8924311	0.74441046	0.83601344	0.90493935	0.75793207	0.82622993	0.9314949	0.8603362	0.9231302	0.8952708	0.8566521	0.9578156	0.83879757	0.9398197	0.9412841	0.9223508	0.77037346	0.8966307	0.7807164	0.8582362	0.8788737	0.90411717	0.8593216	0.94847673	0.96343	0.8352241	0.8696812	0.9186017	0.8768416	0.9678475	0.8986595	0.7602537	0.90775365	0.8640551	0.93195355	0.8931481	0.7826958	0.8810322	0.8629844	0.8175521	0.8116473	0.8202673	0.9237435	0.9197699	0.8630825	0.8343278	0.8912263	0.9013566	0.7117381	0.88254905	0.8426074	0.9454383	0.88427144	0.82080436	0.87486005	0.8668931	0.94235843	0.916343	0.84345144	0.8747368	0.9297085	0.8988094	0.8507333	0.9129595	0.84838045	0.9348333	0.7108699	0.8839697	0.912457	0.9263571	0.85314596	0.9170884	0.8546784	0.80169064	0.7924872	0.9119001	0.9168873	0.86039215	0.82531214	0.75474405	0.7542176	0.8056604	0.87787145	0.85881746	0.89770854	0.8683576	0.8099382	0.79526484	0.84295535	0.81017286	0.9182637	0.8501095	0.88140464	0.89109665	0.9524338	0.93749714	0.95758003	0.8422321	0.89914703	0.8479168	0.8859066	0.87203777	0.84981865	0.9109651	0.9506415	0.8492909	0.93341726	0.84849536	0.90481776	0.8675143	0.8397243	0.89566463	0.83097947	0.8712972	0.9335177	0.8882587	0.8743527	0.79062593	0.9093031	0.85537857	0.89038116	0.8961265	0.9094708	0.63218415	0.9112008	0.90027773	0.9489454	0.85344344	0.7960889	0.78878725	0.94507784	0.88697875	0.8595175	0.8444931	0.8903226	0.93707037	0.8129023	0.80492353	0.8376533	0.9235363	0.87575525	0.91333055	0.815904	0.9533392	0.89441395	0.90242755	0.8703404	0.9062246	0.933117	0.8714694	0.954711	0.8156065	0.94337183	0.9478602	0.9468784	0.8575531	0.8761954	0.8167171	0.8891464	0.7808245	0.92950857	0.8680659	0.88059676	0.87135136	0.9470682	0.9038147	0.8971815	0.9575126	0.91434616	0.83568656	0.967715	0.7168246	0.9248695	0.8985182	0.94695336	0.85447675	0.913933	0.83460295	0.79907215	0.7753477	0.85532665	0.85602975	0.88213867	0.81022096	0.7672926	0.9781625	0.8340167	0.8049758	0.77151304	0.9216552	0.85616124	0.81511986	0.7653338	0.85344404	0.8890715	0.9407452	0.9255233	0.8322158	0.95243025	0.9604616	0.82203794	0.923537	0.92250174	0.9537883	0.88972276	0.90658134	0.8609165	0.8601621	0.9061968	0.7476764	0.84797776	0.9180001	0.85773474	0.8598241	0.8542519	0.80867815	0.93712306	0.80175585	0.80829436	0.8090227	0.887748	0.7949916	0.9387834	0.72423923	0.92542386	0.8991232	0.8625434	0.89352596	0.9685159	0.85985935	0.9549719	0.88385296	0.90305364	0.87137836	0.8546568	0.9072667	0.7967725	0.9366732	0.81861997	0.80563176	0.9178808	0.8784298	0.91914517	0.87156457	0.79919434	0.8644339	0.81792945	0.8739549	0.9496758	0.8220593	0.9160833	0.8123586	0.81187177	0.9217771	0.88385665	0.90315294	0.8265382	0.82909036	0.9163732	0.92049885	0.9066635	0.95152026	0.8466364	0.88698554	0.8634182	0.8561719	0.89619166	0.914102	0.7764035	0.906284	0.7767325	0.8903932	0.9472854	0.8968274	0.8098382	0.8711444	0.8893482	0.96276426	0.8728772	0.8129407	0.9004557	0.738482	0.7851194	0.92954516	0.8101384	0.8668677	0.8623488	0.8745228	0.818575	0.91365033	0.9192106	0.83741033	0.8573851	0.9006389	0.8978639	0.8063663	0.9002813	0.89923126	0.9066472	0.7642151	0.6427093	0.9295945	0.89430726	0.96743107	0.8715611	0.8631835	0.80267274	0.85804045	0.7651663	0.86105496	0.8900699	0.9083236	0.9201218	0.835642	0.90507746	0.89488465	0.954663	0.94494915	0.8969737	0.7821771	0.9507519	0.86234176	0.8618783	0.83540356	0.9045732	0.8535736	0.9231622	0.82864654	0.9103917	0.84328043	0.7251718	0.9190451	0.92266005	0.7687216	0.8740746	0.8980204	0.89521646	0.8438854	0.76287353	0.9726462	0.88810414	0.6925695	0.8775311	0.8932825	0.86697185	0.92940474	0.9042587	0.9108042	0.8364035	0.9048691	0.861756	0.90824974	0.83350694	0.8033533	0.91011596	0.8903841	0.84600425	0.7902124	0.8247386	0.9419016	0.87365675	0.84363496	0.89684635	0.9182667	0.8504236	0.8172531	0.8328359	0.8338121	0.9151847	0.8952159	0.89915824	0.87034285	0.89393336	0.8419343	0.8392622	0.8118943	0.7997303	0.80098164	0.8430274	0.85677636	0.952811	0.9530667	0.83440346	0.77266896	0.93954766	0.9275493	0.8544378	0.8695609	0.91636074	0.9328725	0.9403471	0.8403622	0.81300396	0.89698493	0.8214228	0.81591725	0.8703938	0.8658894	0.82460904	0.78792286	0.8834767	0.95444494	0.89266914	0.78309286	0.82809335	0.88829845	0.86006665	0.8667068	0.8673816	0.96429545	0.83798516	0.8858294
