	1901/noun	1976/noun	2003/noun	Cup/noun	Venetiaans/adj	aan/adj	aardappel/noun	abnormaal/adj	achteren/adv	adem/noun	al/adv	album/noun	altijd/adv	aluminium_folie/noun	ander/adj	as/noun	atmosfeer/noun	auto/noun	avondeten/noun	bad/noun	bak/verb	bedreigd/adj	beetje/noun	behandel/verb	behoorlijk/adj	beker/noun	bel/noun	beloof/verb	ben/verb	berg_top/noun	beschuldigd/adj	binnen/adv	binnen_plein/noun	blad/noun	blijf/verb	blijf_af/verb	blus/verb	bord/noun	boter/noun	braadpan/noun	brandend/adj	brij/noun	brok/noun	bron/noun	brutaliteit/noun	buis/noun	buiten/adv	centi_meter/noun	chocolademelk/noun	circa/adv	coalitie/noun	coalitiepartner/noun	crash/noun	daar/adv	daarna/adv	dag/noun	dan/adv	dicht/adj	diep/adj	dik/adj	doorboor/verb	dossier/noun	draai/verb	draai_heen/verb	drift/noun	drink/verb	droog/adj	drukkend/adj	druppel/noun	echt/adj	eerstvolgend/adj	eet/verb	en/adj	ene/adj	erg/adj	evacueer/verb	even/adv	flauw/adj	fusie_ploeg/noun	ga_in/verb	gas/noun	gedij/verb	geef_door/verb	gemeenteraad_verkiezing/noun	genoeg/adv	gesteente/noun	giet/verb	giftig/adj	glas/noun	gloeiend/adj	goudbruin/adj	graad/noun	grill/noun	hang/verb	hang_ijzer/noun	hap/noun	heet/adj	helder/adj	herfst/noun	hier/adv	hoe/adj	ijzeren/adj	juli/noun	kachel/noun	kant/adj	kastanje/noun	kern/noun	klimaat/noun	knoflook/noun	koekepan/noun	koel/adj	koffie/noun	kom/noun	kom_vrij/verb	kondig_aan/verb	koningshuis/noun	kook_pot/noun	kool/noun	kop/noun	koud/adj	kreet/noun	kuip/noun	kus/noun	kus/verb	kwestie/noun	laag/noun	laat/verb	lang/adj	latin/noun	leg/verb	leiding/noun	lichaam/noun	liter/noun	loop_op/verb	love/noun	lucht/noun	maal/noun	mals/adj	marathon/noun	mat_DIM/noun	matig/adj	meermaals/adv	melk/noun	mes/noun	middag/noun	middaguur/noun	min/adj	mineraalwater/noun	minuut/noun	mix/noun	moment/noun	mors/verb	motor/noun	naald/noun	nacht/noun	niet/adv	nieuw_feit/noun	nog/adv	olie/noun	olijfolie/noun	om/adj	omstandigheid/noun	onderwerp/noun	ontleen/verb	ontzettend/adj	ooit/adv	oven/noun	overgoten/adj	overig/adj	pan/noun	pap/noun	passage/noun	pasta/noun	patat/noun	peper/noun	pers/verb	plaag/noun	plaat/noun	proeve_rij/noun	rem/noun	ren/verb	resistent/adj	roer/noun	ronduit/adv	rook/noun	rooster/verb	schenk_in/verb	schoon/adj	schuif_door/verb	sector/noun	slik/verb	slotminuut/noun	slurp/verb	smeed/verb	smelt/adj	snackbar/noun	soap/noun	soep/noun	sojasaus/noun	speel_af/verb	spleet/noun	spoel_af/verb	spoel_door/verb	spotje/noun	spuw/verb	sta/verb	stand_DIM/noun	steeds/adv	steek/verb	stilaan/adv	stook/verb	stoom/adj	stoom/noun	stoot_DIM/noun	strand/noun	strijkijzer/noun	te/adv	teruggave/noun	thee/noun	toegepast/adj	toevoer/noun	tomaat/noun	traan/noun	trend/noun	ui/noun	uitzonderlijk/adj	vaak/adj	vakantie/noun	verbranding/noun	verdeler/noun	verlangen/noun	vers/adj	vers/noun	verscheiden/adj	verschrikkelijk/adj	verschrompel/verb	vervlieg/verb	verwarm/verb	verwarmd/adj	vet/noun	vinger/noun	vis/noun	vlam/adj	vlees/noun	vlek/noun	vochtig/adj	voel/verb	voel_aan/verb	voet/noun	vol/adj	volgorde/noun	vonk/noun	voorafgaand/adj	voorjaar/noun	voorspel/verb	voortijdig/adj	voorwerp/noun	vorm/verb	vouw/verb	vuur/noun	warm/adj	wat/adv	water/noun	ween/verb	weer/adv	weer/noun	wek_op/verb	wel/adv	wellicht/adv	wind/noun	winter/noun	woensdag_middag/noun	word/verb	zacht/adj	zakelijkheid/noun	zit/verb	zo/adj	zo/adv	zomer/noun	zomer_dag/noun	zomermaand/noun	zomers/adj	zon/noun	zonovergoten/adj	zwaar/adj	zweet/verb
1901/noun	0.0	0.57593626	0.51276493	0.9351296	0.84763867	0.89395905	0.85963905	0.7636862	0.91006964	0.745276	0.85556376	0.7666917	0.91891724	0.8837761	0.9916275	0.85510695	0.8222245	0.8659436	0.8795953	0.80128103	0.8970497	0.9489243	0.9117002	0.94450414	0.84328735	0.9385307	0.9006485	0.7093109	0.93108153	0.83754647	0.97351915	0.88517606	0.8256933	0.8367047	0.90669763	0.9091107	0.87519246	0.9109327	0.9165217	0.91552997	0.8480057	0.8269267	0.94138604	0.88887984	0.79720974	0.86032677	0.79722786	0.94872916	0.8128295	0.9380774	0.9465397	0.97125375	0.68967724	0.9333087	0.9403443	0.79604137	0.91927284	0.96327305	0.8909059	0.9192898	0.91455454	0.8374907	0.808278	0.8083533	0.8879456	0.9109979	0.78215545	0.7593138	0.8547524	0.88694906	0.8850052	0.87939286	0.9533974	0.9671502	0.8647643	0.90823334	0.86146915	0.96269494	0.81735146	0.7966896	0.85942763	0.8179981	0.79750144	0.7661916	0.8342397	0.882421	0.89386976	0.8716127	0.9390072	0.8537008	0.8334762	0.79854983	0.876754	0.9293681	0.7605575	0.8147541	0.7952405	0.8946253	0.54457104	0.8794803	0.92686594	0.90197504	0.71388066	0.8260729	0.90458745	0.7616894	0.91977656	0.7856971	0.9349704	0.8880366	0.8022612	0.89552903	0.8881252	0.87242883	0.6006366	0.8922874	0.918113	0.8842854	0.91171366	0.7566991	0.94786537	0.84511966	0.7772095	0.9738023	0.7954933	0.896458	0.9549258	0.7156129	0.83598775	0.9175579	0.9033788	0.9306639	0.9008874	0.796991	0.92768925	0.7962442	0.92908263	0.8945072	0.77303934	0.91633505	0.8604907	0.8636924	0.90468	0.960846	0.8518921	0.85944146	0.88014126	0.88133144	0.8543271	0.9387209	0.8376695	0.90321904	0.8015735	0.7998784	0.8138532	0.9249487	0.87412834	0.871642	0.89536446	0.913635	0.96371853	0.91083694	0.8782819	0.9784456	0.8565694	0.96922004	0.8437993	0.83337563	0.98047066	0.8924313	0.84409136	0.9253892	0.89931554	0.8579898	0.9208988	0.8572681	0.84469986	0.8335901	0.9248438	0.80448496	0.87978256	0.9048247	0.88160443	0.9649196	0.8517406	0.8714177	0.90786237	0.8852483	0.754241	0.928092	0.9662467	0.882955	0.87577456	0.7513206	0.8387183	0.85356295	0.9522089	0.8599931	0.95223254	0.9000889	0.90005684	0.84775114	0.7792117	0.8519056	0.92834353	0.9005861	0.78064203	0.8949735	0.9660539	0.8102462	0.7809576	0.84620553	0.85565615	0.784941	0.82926714	0.8026632	0.79162276	0.8631216	0.8879079	0.9293498	0.8806892	0.911929	0.85858405	0.743549	0.9263491	0.72781014	0.87781245	0.7584833	0.84154356	0.83325535	0.9288239	0.92789924	0.888939	0.9175369	0.7600442	0.87150526	0.80922496	0.836285	0.83493793	0.88944155	0.9074553	0.9217215	0.7124709	0.9358459	0.88273317	0.7251453	0.76574284	0.8319688	0.8247094	0.87685025	0.93727094	0.88091105	0.8947936	0.56216633	0.6043643	0.8727355	0.9270162	0.9440618	0.95855975	0.897382	0.8074515	0.8611783	0.8608534	0.87232614	0.80358106	0.72295165	0.9574406	0.9803517	0.81430274	0.84173757	0.5895531	0.83747506	0.80768496	0.8190409	0.9083352	0.95723903	0.9001262	0.87526906	0.49202627	0.64029527	0.570811	0.688799	0.80029535	0.7638566	0.78491706	0.80828714
1976/noun	0.57593626	0.0	0.6413921	0.6876859	0.8780891	0.9421313	0.8714124	0.8244274	0.9272208	0.80932784	0.87378585	0.6449681	0.9349772	0.9193872	0.9887203	0.83358127	0.8393943	0.90868	0.9384491	0.8082568	0.89439815	0.93075234	0.9252196	0.9123569	0.89894956	0.7975265	0.94646275	0.70968556	0.92877614	0.8974946	0.90522283	0.88661575	0.90350246	0.8896122	0.95445067	0.9527049	0.8434409	0.89935946	0.90287924	0.92256004	0.81576407	0.90137494	0.8888357	0.9232213	0.88625544	0.8598818	0.8203628	0.9315225	0.8877019	0.8560049	0.9374835	0.9420485	0.7429072	0.85883176	0.8835771	0.83052623	0.9178393	0.9244472	0.96165097	0.9190786	0.8468863	0.8925381	0.869519	0.87408566	0.93674463	0.88223386	0.81467813	0.8110283	0.77443427	0.88003373	0.55745494	0.88283896	0.9550409	0.89412206	0.8975077	0.82023376	0.7958381	0.95302945	0.92223895	0.85299385	0.84538174	0.89335227	0.8235438	0.8068558	0.86275923	0.8185506	0.86958724	0.8239311	0.9102192	0.8216772	0.8913374	0.8191347	0.849825	0.915694	0.60255075	0.9033527	0.74164605	0.87913746	0.68283683	0.83768064	0.8499845	0.83496237	0.63506	0.83924997	0.93388814	0.86210495	0.95481545	0.8328519	0.93860006	0.87168765	0.790558	0.8690278	0.9030968	0.81309384	0.69406074	0.8932313	0.86142015	0.8679176	0.91712826	0.8316549	0.9526261	0.89315796	0.8904666	0.9594286	0.9187525	0.9178191	0.9437262	0.83301765	0.8923671	0.93022346	0.9327171	0.86730576	0.88398236	0.8588178	0.853645	0.88111275	0.7661862	0.9499708	0.85961825	0.8783182	0.8880735	0.9248502	0.9013442	0.8975768	0.8506937	0.90428716	0.87918866	0.88661695	0.90713054	0.9139768	0.90447956	0.86057955	0.86781377	0.82163984	0.9050577	0.9407345	0.8343818	0.92717403	0.89174366	0.93175626	0.89282095	0.87466073	0.87590647	0.930344	0.9269878	0.8103187	0.86853004	0.85617054	0.96775943	0.8913706	0.90769243	0.88613176	0.90069467	0.9002344	0.9259919	0.84946513	0.93667126	0.70913213	0.9328869	0.8564751	0.83393335	0.92885274	0.84075886	0.879584	0.8755549	0.89298755	0.88812274	0.86559397	0.8440547	0.93474406	0.90378624	0.9306259	0.8972655	0.6942786	0.87624526	0.91257745	0.8979759	0.85737413	0.94647634	0.7940887	0.88093394	0.8908063	0.84247696	0.8731068	0.84407705	0.813408	0.84305125	0.9569723	0.9663201	0.8439703	0.82570004	0.89011514	0.8456368	0.8425231	0.79351646	0.7784928	0.87905663	0.8599774	0.8382702	0.8764677	0.91320235	0.92695075	0.9014536	0.84698355	0.9372776	0.7989657	0.93970156	0.7581043	0.88608533	0.9338015	0.9266515	0.909604	0.82871896	0.8549122	0.85114866	0.9018742	0.8289697	0.89712745	0.88896424	0.8885797	0.912001	0.93226105	0.84716284	0.92883205	0.897298	0.8426681	0.8896353	0.83520216	0.8309399	0.88180864	0.8302573	0.8595083	0.64703107	0.63868177	0.71128595	0.9286711	0.80355465	0.9205997	0.93021184	0.88919276	0.7674449	0.92455095	0.8399217	0.91140187	0.824237	0.804348	0.9347149	0.97779655	0.81279427	0.8852089	0.74531245	0.7931888	0.840676	0.8534132	0.9144952	0.9528675	0.8825348	0.8655722	0.6538148	0.6837975	0.68714505	0.7637781	0.7617276	0.70350945	0.8617752	0.9096923
2003/noun	0.51276493	0.6413921	0.0	0.967139	0.8976031	0.9185139	0.843305	0.825868	0.92280453	0.8853986	0.7422085	0.77134943	0.9570204	0.8862352	0.8482867	0.90277505	0.9322662	0.9714903	0.95948523	0.8778945	0.8827602	0.9762969	0.91462725	0.7776372	0.8788127	0.97266793	0.97314	0.7032805	0.8705624	0.85803425	0.9439678	0.89451975	0.8988129	0.76471597	0.9420118	0.91099	0.94581807	0.92298627	0.9249902	0.9008226	0.9363142	0.90719295	0.954794	0.86194986	0.862042	0.8764155	0.87322485	0.93398297	0.93904805	0.8838851	0.93147004	0.9575268	0.77306277	0.93823063	0.8312627	0.78938156	0.882264	0.92265046	0.92043316	0.9544441	0.9655747	0.70462084	0.90423834	0.89519626	0.8892699	0.9553611	0.78681856	0.8924661	0.9311754	0.9208635	0.7517776	0.9483035	0.97281426	0.85836875	0.9191347	0.8998836	0.92849165	0.9756256	0.9087538	0.70876217	0.9176041	0.9178977	0.7981381	0.69240034	0.8767387	0.9086296	0.9052725	0.90343964	0.9220901	0.88805383	0.9011334	0.8173257	0.9500216	0.912257	0.8452101	0.9568237	0.7627951	0.91738546	0.5816913	0.92351836	0.8710433	0.8840121	0.6508222	0.87024766	0.9264002	0.86491865	0.9481833	0.875703	0.95454323	0.9493723	0.87750894	0.95544374	0.96441126	0.81472737	0.44848818	0.9554125	0.95187765	0.9470037	0.91372144	0.86446303	0.97924024	0.9420481	0.9355452	0.95525384	0.84624064	0.9038372	0.90487033	0.83218277	0.9203068	0.88720584	0.9346219	0.9242406	0.9119459	0.8995641	0.93212897	0.8574881	0.9463556	0.9380815	0.79006827	0.95051175	0.93273044	0.8818891	0.93338406	0.9626228	0.9063136	0.91320115	0.88288057	0.9245073	0.8829433	0.9642356	0.90242004	0.9500325	0.9010571	0.8819718	0.9160234	0.9144144	0.6996125	0.8363183	0.9316133	0.9061719	0.96913594	0.91483015	0.76107156	0.9282292	0.9692418	0.81380594	0.88287234	0.93790215	0.8196455	0.93957675	0.96874774	0.9293104	0.9557449	0.9315021	0.9196717	0.9125237	0.8632564	0.88729316	0.90560776	0.9495914	0.8919822	0.9111054	0.882252	0.9483171	0.91169465	0.87985015	0.9425331	0.8871962	0.8004053	0.8649831	0.95234215	0.9334645	0.9458751	0.8705848	0.92780155	0.90905744	0.9403369	0.9384879	0.9102299	0.787866	0.9528947	0.9534785	0.935711	0.9346505	0.96295184	0.90736514	0.9142426	0.85451925	0.947995	0.8724302	0.8908334	0.915749	0.90469825	0.93608993	0.83482635	0.9099766	0.9081243	0.8633094	0.92808354	0.9664664	0.9330963	0.893695	0.955874	0.69815123	0.9184863	0.7699383	0.9426964	0.707307	0.90119994	0.87991256	0.92372143	0.93479383	0.9020643	0.9034866	0.93890625	0.8632942	0.86959016	0.9045993	0.91647863	0.9410247	0.94648314	0.91749626	0.862949	0.93850803	0.9358036	0.8600305	0.93135315	0.9264917	0.86494124	0.9006957	0.82694256	0.9339779	0.8951868	0.5207063	0.7056408	0.76898015	0.9360144	0.9084808	0.9678926	0.95518684	0.8032172	0.93678635	0.9134641	0.95251894	0.7939804	0.7931929	0.92415565	0.96559584	0.6305486	0.9198683	0.65465474	0.8504543	0.7090812	0.87393475	0.96547645	0.92883044	0.8636432	0.8634783	0.5284476	0.7130654	0.64999694	0.79277307	0.8610156	0.86420786	0.9127093	0.94379544
Cup/noun	0.9351296	0.6876859	0.967139	0.0	0.9762767	0.9345187	0.95912516	0.9623274	0.89077437	0.9103694	0.8251611	0.8008773	0.91001123	0.9702842	0.77915335	0.9357953	0.9671929	0.93893176	0.9738429	0.939853	0.95743454	0.9712605	0.9598172	0.85738826	0.95741385	0.682165	0.9396097	0.94176805	0.9080282	0.9406329	0.94648886	0.9142497	0.72768736	0.9736771	0.850937	0.94760996	0.96894205	0.93238103	0.97179645	0.972164	0.954782	0.9499228	0.9309934	0.97342765	0.9387394	0.9636797	0.9127834	0.9580856	0.87869966	0.963121	0.92427063	0.8390435	0.8370457	0.9547326	0.9164055	0.8534453	0.96106005	0.98710847	0.9774727	0.9586956	0.9512624	0.8624958	0.95701087	0.9408052	0.9452526	0.91868895	0.95028734	0.91909534	0.93849486	0.89953506	0.9725317	0.95729405	0.9821278	0.8726433	0.9438259	0.8567295	0.9519418	0.9916655	0.91173136	0.8773168	0.9619337	0.91145104	0.9573996	0.7280854	0.9613572	0.96188796	0.9396735	0.9095615	0.93818945	0.84812313	0.9652749	0.9351647	0.94101334	0.9797848	0.85335714	0.9589434	0.8356285	0.96504885	0.90322304	0.95606315	0.9238692	0.9350446	0.854033	0.9608461	0.97969985	0.96529716	0.9814623	0.9537277	0.9650426	0.961974	0.9372661	0.9198096	0.9676142	0.9298364	0.9523671	0.78648984	0.91613525	0.95095325	0.94526595	0.93840754	0.9696073	0.9534985	0.9071289	0.85333765	0.78571814	0.9669388	0.95882976	0.9036082	0.9481569	0.9724812	0.973675	0.94737315	0.9727108	0.9635793	0.9465692	0.93610555	0.7504592	0.96840185	0.78905624	0.9432068	0.96204543	0.9577774	0.91346896	0.9105005	0.9546547	0.90036124	0.95982534	0.9394112	0.9650065	0.9876437	0.8258693	0.8842197	0.9722791	0.9332724	0.9248065	0.98578376	0.90138036	0.9226184	0.97711074	0.97901666	0.94377905	0.99243426	0.8303743	0.99525726	0.928347	0.9171235	0.95987874	0.9502402	0.9999775	0.9712949	0.96478844	0.9572708	0.9711969	0.94097716	0.9638718	0.94627815	0.9380065	0.8971102	0.95920557	0.945888	0.82728463	0.9712924	0.93557864	0.96441025	0.9521414	0.95489466	0.8937795	0.9781083	0.8136731	0.88814086	0.965836	0.9673347	0.88306445	0.81648034	0.97600317	0.9775304	0.96779656	0.91096306	0.975513	0.80691886	0.9556527	0.8840021	0.86263514	0.9239856	0.95129603	0.9632239	0.9267735	0.9248505	0.9486097	0.9626324	0.9597796	0.9219627	0.9186372	0.97141767	0.93968666	0.9320776	0.95949703	0.5769814	0.9308092	0.9353739	0.97980917	0.9706423	0.92859745	0.9213356	0.9781693	0.9598459	0.97985506	0.9628206	0.97229564	0.9637913	0.96709704	0.9728983	0.90281874	0.8427155	0.86175203	0.9287711	0.9137652	0.96227586	0.9662998	0.9709796	0.9629573	0.97681403	0.9148905	0.9862723	0.97303057	0.9425723	0.9460132	0.914339	0.88516414	0.97211677	0.8048532	0.94982094	0.91327614	0.9489307	0.93336904	0.9703967	0.94548833	0.8928048	0.96382487	0.9371068	0.9398309	0.8999858	0.94699454	0.91195565	0.91325825	0.9629807	0.9922241	0.9563459	0.95944643	0.9548406	0.94521564	0.80038905	0.9007567	0.9533845	0.9250759	0.99364674	0.9490645	0.8747489	0.8585917	0.8226581	0.9210847	0.9416298	0.94180614	0.9663336	0.96312594	0.94462216
Venetiaans/adj	0.84763867	0.8780891	0.8976031	0.9762767	0.0	0.93957186	0.84607303	0.8875711	0.8885745	0.8414508	0.93430984	0.9446721	0.87554276	0.8332659	0.97206205	0.8384528	0.8305876	0.8575993	0.85479224	0.73087823	0.8281424	0.95238435	0.861332	0.92497003	0.8554574	0.8774646	0.7842782	0.88570774	0.9140735	0.79976726	0.9548312	0.80403864	0.5131651	0.9307164	0.8715762	0.9003681	0.8988887	0.7211516	0.8448179	0.9176623	0.8317886	0.8249623	0.8709592	0.8839652	0.8579668	0.7950847	0.73237234	0.8416311	0.7986135	0.92362064	0.99808764	0.98657876	0.96215856	0.82045126	0.8528366	0.80883694	0.88854665	0.92407316	0.81021196	0.8546262	0.84671247	0.9445486	0.86229414	0.90594614	0.94985867	0.79065573	0.75413036	0.8080535	0.7905969	0.84259856	0.9424016	0.86315614	0.9764082	0.8715377	0.89517754	0.8983839	0.89003825	0.9157585	0.92336977	0.87969655	0.83804774	0.8408079	0.94704604	0.98469007	0.84406793	0.8207219	0.8030082	0.88224715	0.77430004	0.8075707	0.8303145	0.7951376	0.8073659	0.8135335	0.7537084	0.8289347	0.8223911	0.65245855	0.82754743	0.8254321	0.9017746	0.9093302	0.9357455	0.84626365	0.95640653	0.8103946	0.94461024	0.86626476	0.93100584	0.8833373	0.7877528	0.8534223	0.86309034	0.85998666	0.9624736	0.92235804	0.8772418	0.8723259	0.8885762	0.8061329	0.9031484	0.8046537	0.78251773	0.8896345	0.9404244	0.8705696	0.8901062	0.8820195	0.9013199	0.9068493	0.8853734	0.9208202	0.8497077	0.9316344	0.9617164	0.78466105	0.9118117	0.93836623	0.9346911	0.91113615	0.9290217	0.96132374	0.791885	0.85185575	0.82561874	0.80224085	0.92561185	0.81537306	0.8915819	0.96072024	0.9266853	0.89264154	0.8652377	0.85058445	0.84710664	0.97156763	0.9209864	0.9176295	0.87437034	0.8764551	0.8829539	0.9665976	0.935784	0.88778126	0.92531955	0.92640984	0.8337896	0.81824636	0.9554058	0.8040299	0.9394303	0.86618024	0.8315363	0.8394883	0.874769	0.8296054	0.94478524	0.8849071	0.84691733	0.8868539	0.82791346	0.9495128	0.9431252	0.85029876	0.82988787	0.86760366	0.78098786	0.75826937	0.9088418	0.9365523	0.92745715	0.94409555	0.8296778	0.8857243	0.8757642	0.8889659	0.95746124	0.8432157	0.86582327	0.9037603	0.8498267	0.75187427	0.73599625	0.86109656	0.8777391	0.8531054	0.8406798	0.8752006	0.93418014	0.8084288	0.81460506	0.8637118	0.81427133	0.8793708	0.79525536	0.73191196	0.7838873	0.91001385	0.8596923	0.7634414	0.8545427	0.8587878	0.8899978	0.94272614	0.88246244	0.9027996	0.91142595	0.8919175	0.8082792	0.8407212	0.9012975	0.8198599	0.8092948	0.9632309	0.9229585	0.8498842	0.7904349	0.79773766	0.7685528	0.9177033	0.86353683	0.88599235	0.820905	0.8951273	0.81599224	0.8245552	0.8675518	0.80507576	0.84643066	0.73004156	0.91156644	0.729982	0.9482831	0.872783	0.91651577	0.9562868	0.8656679	0.9027727	0.8739233	0.8895123	0.8209927	0.8404893	0.6980423	0.90112805	0.81256497	0.85456383	0.7880202	0.9838509	0.9616758	0.8421964	0.83146274	0.8352774	0.85756576	0.844872	0.8533159	0.87279814	0.88952625	0.87193	0.7806651	0.7164099	0.80534863	0.7608963	0.76948166	0.79589933	0.94410694	0.86296934
aan/adj	0.89395905	0.9421313	0.9185139	0.9345187	0.93957186	0.0	0.6550857	0.8703859	0.81575775	0.84982795	0.84291255	0.9004027	0.7806935	0.6552229	0.8696149	0.8148118	0.8873392	0.8027421	0.7355335	0.84339356	0.60433865	0.9323473	0.6884256	0.87535006	0.73004246	0.94506055	0.89226156	0.8543564	0.80337006	0.9354329	0.96726835	0.76832753	0.918255	0.79533565	0.8288506	0.8289329	0.64759386	0.8029953	0.56325054	0.61347675	0.7520668	0.809097	0.8036635	0.87650704	0.92757624	0.84817183	0.77627206	0.70463866	0.8550347	0.72227216	0.9596305	0.9622907	0.82374305	0.6853962	0.6777041	0.8302882	0.70104384	0.7855195	0.8247206	0.6359093	0.9570468	0.89774173	0.70482576	0.9136477	0.9396228	0.79102516	0.6939584	0.91005516	0.80795693	0.78728867	0.9186809	0.6618291	0.95715666	0.8256302	0.84053093	0.8550443	0.80967253	0.8108542	0.8780652	0.86148953	0.7940581	0.895579	0.8856897	0.9077259	0.7637583	0.8911804	0.6150807	0.8030092	0.75423706	0.79624236	0.59094226	0.85790217	0.8174	0.8152592	0.90670264	0.6962379	0.63650024	0.8699704	0.84488064	0.7582965	0.8530439	0.82037437	0.96369386	0.77552307	0.97016084	0.7158667	0.9412	0.92513573	0.561237	0.57219017	0.84976166	0.78952324	0.6309047	0.8181193	0.9202437	0.93791366	0.61942077	0.6979929	0.8228389	0.66400564	0.85605955	0.7758937	0.8326546	0.87871605	0.9164151	0.75944823	0.6561472	0.8372803	0.8720732	0.6436913	0.87939376	0.8650067	0.69954956	0.84441835	0.94134754	0.81614006	0.86718273	0.7421186	0.878374	0.83365875	0.6903576	0.7921678	0.6685481	0.821197	0.8164029	0.8912669	0.7337316	0.90182495	0.731884	0.7527804	0.9009675	0.7728869	0.79054886	0.861506	0.81939805	0.8446575	0.90189904	0.75398636	0.58394754	0.5946207	0.64198923	0.82217616	0.8559741	0.8732887	0.84196246	0.918545	0.63663316	0.7545203	0.6790349	0.5886271	0.78113806	0.8365873	0.7136028	0.74182934	0.61982656	0.78184545	0.9429975	0.85485077	0.7541333	0.7775284	0.85113275	0.9552516	0.63321745	0.9330179	0.7262335	0.7140463	0.8756396	0.76570964	0.9120184	0.92388123	0.85455894	0.973178	0.9114711	0.81824726	0.8298372	0.87920094	0.9456051	0.6916187	0.78379786	0.8686714	0.85532457	0.76145244	0.835344	0.8643703	0.89207387	0.7906884	0.8491115	0.82137173	0.80574083	0.82272047	0.7415974	0.8259446	0.82698095	0.8468443	0.85319185	0.93280864	0.72768915	0.91154	0.7705602	0.88797677	0.89773506	0.6601933	0.84681267	0.8032977	0.5492706	0.8595208	0.8124111	0.8489647	0.81935585	0.8519081	0.90425074	0.6860068	0.7736792	0.8527154	0.7896753	0.8790545	0.8441299	0.648243	0.81880635	0.6385826	0.7628899	0.6530226	0.9210976	0.6313467	0.8953541	0.80196655	0.85859823	0.8208852	0.83798105	0.79909277	0.79824793	0.8305393	0.92494243	0.8185949	0.8738549	0.9406853	0.9026691	0.8834956	0.7393005	0.5312625	0.7264126	0.6420836	0.7259865	0.86249363	0.68552387	0.7971027	0.80032337	0.7853936	0.60766876	0.843721	0.81636393	0.80781263	0.824255	0.6717791	0.90625244	0.7492649	0.8775551	0.82609224	0.85906386	0.85514736	0.8264813	0.80409056	0.78210366	0.9220704	0.74195886	0.7128
