	kachel/noun	crash/noun	blus/verb	hoe/adj	altijd/adv	mat_DIM/noun	rook/noun	rem/noun	melk/noun	minuut/noun	eerstvolgend/adj	bestrijk/verb	vorm/verb	bad/noun	ben/verb	matig/adj	roer/noun	schenk_in/verb	voorwerp/noun	coalitiepartner/noun	behoorlijk/adj	blad/noun	spleet/noun	aardkorst/noun	ga_in/verb	voel_aan/verb	plaat_firma/noun	laat/verb	voet/noun	tomaat/noun	wend_af/verb	ronduit/adv	snackbar/noun	wek_op/verb	bak/verb	ooit/adv	hang_ijzer/noun	pers/verb	ui/noun	word/verb	verschrompel/verb	vers/noun	braadpan/noun	winter/noun	olie/noun	strand/noun	dossier/noun	plaat/noun	mineraalwater/noun	voorspel/verb	zo/adv	dag/noun	dicht/adj	warm/adj	moment/noun	giftig/adj	fusie_ploeg/noun	vlam/adj	1976/noun	slotminuut/noun	geef_vorm/verb	te/adv	vakantie/noun	erg/adj	verdeler/noun	helder/adj	zomer/noun	traan/noun	sector/noun	even/adv	hier/adv	pasta/noun	evacueer/verb	zweet/verb	knoflook/noun	kop/noun	kruid/noun	avondeten/noun	passage/noun	grill/noun	berg_top/noun	vervlieg/verb	vis/noun	lichaam/noun	zomermaand/noun	kuip/noun	strijk/verb	vet/noun	lucht/noun	ijzeren/adj	adem/noun	oven/noun	zon/noun	goudbruin/adj	juli/noun	genoeg/adv	vonk/noun	bedreigd/adj	beschuldigd/adj	stook/verb	koningshuis/noun	schuif_door/verb	verwarm/verb	beloof/verb	kreet/noun	chocolademelk/noun	binnen_plein/noun	uitzonderlijk/adj	vouw/verb	buiten/adv	herfst/noun	steek/verb	bord/noun	wind/noun	nacht/noun	volgorde/noun	vlees/noun	as/noun	draai/verb	auto/noun	behandel/verb	vinger/noun	vuur/noun	vochtig/adj	stoom/noun	peper/noun	kom_vrij/verb	heet/adj	stoot_DIM/noun	hap/noun	doorboor/verb	graad/noun	zo/adj	rooster/verb	hang/verb	brok/noun	2003/noun	toevoer/noun	drukkend/adj	stoom/adj	opgelet/adj	naald/noun	soep/noun	mix/noun	binnen/adv	wellicht/adv	koekepan/noun	stilaan/adv	dan/adv	niet/adv	drink/verb	giet/verb	ander/adj	buis/noun	circa/adv	lang/adj	planeet/noun	zit/verb	liter/noun	schoon/adj	bel/noun	nog/adv	toegepast/adj	vol/adj	coalitie/noun	kus/verb	zonovergoten/adj	blijf_af/verb	ontleen/verb	drift/noun	gedij/verb	centi_meter/noun	mals/adj	daar/adv	woensdag_middag/noun	brandend/adj	abnormaal/adj	motor/noun	diep/adj	middag/noun	stand_DIM/noun	kondig_aan/verb	verschrikkelijk/adj	vlek/noun	smelt/adj	laag/noun	druppel/noun	wat/adv	kern/noun	nieuw_feit/noun	zwaar/adj	kastanje/noun	beetje/noun	atmosfeer/noun	gesteente/noun	en/adj	spuw/verb	boter/noun	proeve_rij/noun	verscheiden/adj	slik/verb	weer/noun	koffie/noun	thee/noun	verlangen/noun	bron/noun	daarna/adv	mes/noun	mors/verb	pap/noun	echt/adj	slurp/verb	beker/noun	vaak/adj	soap/noun	wel/adv	koud/adj	kool/noun	aan/adj	voorafgaand/adj	verwarmd/adj	min/adj	spoel_af/verb	ene/adj	aardappel/noun	omstandigheid/noun	trend/noun	dik/adj	blijf/verb	mail/verb	marathon/noun	zakelijkheid/noun	olijfolie/noun	middaguur/noun	sta/verb	eet/verb	voortijdig/adj	sojasaus/noun	spoel_door/verb	plaag/noun	Venetiaans/adj	vers/adj	ween/verb	steeds/adv	klimaat/noun	om/adj	koel/adj	draai_heen/verb	leiding/noun	speel_af/verb	ren/verb	latin/noun	maal/noun	weer/adv	zomers/adj	pan/noun	gas/noun	geef_door/verb	1901/noun	zacht/adj	kom/noun	overgoten/adj	verbranding/noun	meermaals/adv	onderwerp/noun	loop_op/verb	gemeenteraad_verkiezing/noun	album/noun	kwestie/noun	aluminium_folie/noun	love/noun	glas/noun	water/noun	zomer_dag/noun	resistent/adj	Cup/noun	kook_pot/noun	achteren/adv	kus/noun	gloeiend/adj	al/adv	flauw/adj	kant/adj	voel/verb	strijkijzer/noun	leg/verb	patat/noun	overig/adj	nooit/adv	spotje/noun	teruggave/noun	smeed/verb	brij/noun	voorjaar/noun	droog/adj	brutaliteit/noun	ontzettend/adj
kachel/noun	0.0	0.84403527	0.59508735	0.84736896	0.80323833	0.61183333	0.52329075	0.7911124	0.6609067	0.723573	0.89695936	0.82155967	0.85744226	0.52351296	0.8566814	0.7250885	0.8341448	0.73612547	0.7400466	0.8414148	0.77149093	0.7453601	0.76651365	0.8643263	0.837124	0.71269673	0.8184458	0.7312354	0.68613327	0.67250896	0.8980418	0.83827096	0.8049394	0.75047135	0.6647145	0.87951833	0.8299495	0.73122376	0.7134166	0.7008971	0.886309	0.88618624	0.74004734	0.50610614	0.5890481	0.7580184	0.9366256	0.6943264	0.71347725	0.8427925	0.83307076	0.80028784	0.7026433	0.5303993	0.9258448	0.61376536	0.90811646	0.80021477	0.8405496	0.9206975	0.9513335	0.7587236	0.9089774	0.8095643	0.73017204	0.70861757	0.69534755	0.8902156	0.9062294	0.8222388	0.7603494	0.7242141	0.6888803	0.69638467	0.7404714	0.6777541	0.6821662	0.68660796	0.92621386	0.5861018	0.7999251	0.8583812	0.7179987	0.75389487	0.6850761	0.6641156	0.7994128	0.640165	0.5586535	0.6005859	0.7832219	0.44806528	0.58302796	0.7955111	0.9595297	0.81965613	0.6788348	0.933716	0.84877944	0.4738099	0.92333543	0.832	0.4996059	0.83600366	0.8682492	0.71778893	0.888589	0.773235	0.86254346	0.5939714	0.7874924	0.750132	0.61648184	0.70240414	0.7786715	0.8248533	0.70509654	0.6156353	0.68342876	0.78876555	0.9018668	0.78475404	0.5011488	0.66399384	0.48808897	0.69186485	0.60193443	0.54669034	0.8744026	0.7272694	0.7394179	0.5803504	0.8551162	0.53981453	0.70323884	0.7911547	0.8710511	0.63969254	0.7511159	0.7273464	0.89368784	0.6499585	0.60968393	0.8274991	0.6087009	0.78078	0.7035312	0.83289874	0.74587715	0.9394633	0.66251427	0.5700221	0.94049805	0.50636256	0.817322	0.8400811	0.7809308	0.6492672	0.69372046	0.66808844	0.76023215	0.80468285	0.90027815	0.78834146	0.9268091	0.9292648	0.84359574	0.93914247	0.9402284	0.911718	0.8012963	0.7922156	0.8457299	0.7836928	0.763355	0.50439745	0.80812	0.66282356	0.7673674	0.7465418	0.8071992	0.9406482	0.71105915	0.7962978	0.68256044	0.68243873	0.70069706	0.7021369	0.91092825	0.85288846	0.7758728	0.701751	0.73437417	0.6092202	0.7579751	0.916207	0.532361	0.68500537	0.8298637	0.82696515	0.83459634	0.7285335	0.6344595	0.5971191	0.85581595	0.86476517	0.6949776	0.75455713	0.7248416	0.80750483	0.87628216	0.76662815	0.81710786	0.86732036	0.8850409	0.9387022	0.54328305	0.47629797	0.771715	0.9427901	0.5771616	0.77482116	0.63906384	0.8767114	0.6151502	0.8561456	0.904858	0.72084117	0.79343367	0.91014516	0.90359694	0.8545788	0.6831653	0.7493237	0.7770252	0.72785664	0.87241197	0.7405629	0.77114534	0.8609895	0.8471771	0.6727891	0.8195121	0.8704463	0.7181361	0.8925376	0.703622	0.8668558	0.7833591	0.92490464	0.7179281	0.8264636	0.85730493	0.733862	0.77280957	0.59649837	0.44667238	0.8188672	0.84336007	0.6475047	0.700082	0.7301556	0.5973504	0.87920105	0.88740647	0.82528114	0.9470839	0.9164283	0.8073741	0.6340717	0.90175295	0.5984855	0.51652884	0.72319055	0.86632377	0.96107876	0.6255935	0.8665698	0.83472943	0.5060444	0.8684666	0.89193434	0.86461025	0.83773583	0.64737755	0.62351155	0.7168336	0.93766165	0.88742775	0.8377977	0.938541	0.74193305	0.71114975	0.7966621	0.5759063	0.8823019	0.83674294
crash/noun	0.84403527	0.0	0.7331945	0.83273923	0.9294559	0.8535234	0.7106081	0.66706336	0.90351367	0.85511947	0.8803496	0.875421	0.85168886	0.9207784	0.8573452	0.85024506	0.86800295	0.9326331	0.8770205	0.91728306	0.7802152	0.9289776	0.9601675	0.9131171	0.8805238	0.78945756	0.730423	0.92569834	0.81118137	0.93305904	0.6503658	0.836566	0.9284118	0.93787396	0.92321014	0.9008666	0.8781952	0.8685851	0.9295094	0.8008119	0.90938723	0.95174515	0.9026347	0.85735554	0.8565932	0.91086614	0.83415306	0.867993	0.9668648	0.8013618	0.8155731	0.85474384	0.88138443	0.8594314	0.7722255	0.8011153	0.8830288	0.85806715	0.75960207	0.9218425	0.9304774	0.8591142	0.92000455	0.8596206	0.9242344	0.9228983	0.7813201	0.89983517	0.9049357	0.88545036	0.9177589	0.93134516	0.795725	0.8778423	0.9219035	0.92410463	0.9076909	0.83654714	0.9459517	0.91432846	0.9104497	0.844351	0.93679726	0.867297	0.8406456	0.9180577	0.93363875	0.9067575	0.8792653	0.8597332	0.7853048	0.87729824	0.8984965	0.919062	0.74443483	0.9014867	0.76835275	0.90409064	0.9191852	0.87911534	0.8993382	0.89072204	0.9153609	0.9134909	0.82557523	0.9513193	0.9372997	0.84713465	0.9280189	0.86202294	0.8185439	0.9041586	0.8912345	0.8547025	0.8909772	0.91502196	0.92888165	0.80615735	0.863233	0.6527721	0.92851937	0.8408007	0.7881276	0.8982827	0.8302289	0.94653124	0.7663325	0.7989536	0.90095997	0.9216728	0.89420193	0.8786385	0.78610885	0.9188306	0.86732674	0.83033335	0.7847863	0.89880645	0.85076684	0.91866446	0.91171885	0.89497036	0.89018714	0.92709917	0.8839237	0.8372831	0.8909487	0.9332377	0.86207205	0.92491865	0.9330438	0.88245773	0.9177158	0.930024	0.9341501	0.88316226	0.8808021	0.86175096	0.85036194	0.90413666	0.7995548	0.9150517	0.8927943	0.8426903	0.9550765	0.9415738	0.94370246	0.8883249	0.90701103	0.9043562	0.8970677	0.974237	0.9335422	0.8820141	0.7839761	0.79308075	0.8638965	0.64197075	0.95533043	0.867763	0.9279766	0.8508062	0.760518	0.900048	0.8829951	0.93365216	0.93325645	0.9113945	0.9697731	0.919466	0.6324952	0.8710053	0.9420663	0.9054475	0.91702116	0.9451689	0.8334123	0.91366476	0.93606967	0.8127832	0.90062165	0.82267964	0.9472631	0.91782725	0.9284425	0.9353919	0.89938647	0.9337798	0.8683211	0.845972	0.8610288	0.92116046	0.9452542	0.92615277	0.9334698	0.9191287	0.8531853	0.9003624	0.83516645	0.8743211	0.928668	0.9235057	0.93078154	0.87492543	0.91514564	0.8226674	0.8411592	0.8458631	0.92437756	0.82074577	0.8527016	0.97105414	0.9338524	0.80042124	0.8291838	0.89585114	0.80707616	0.94897	0.90343046	0.84428275	0.96453935	0.9531614	0.8872545	0.8991218	0.8972562	0.87905526	0.9121774	0.8766412	0.8570951	0.89637756	0.800405	0.9625502	0.9300308	0.8472789	0.8888608	0.88902986	0.7949061	0.81346846	0.7365397	0.9046358	0.87705743	0.942292	0.80455685	0.8396564	0.92557365	0.6927242	0.90151966	0.690187	0.8503578	0.95268285	0.88766944	0.94960403	0.8844497	0.8225473	0.88389647	0.8472982	0.89896494	0.84780306	0.91674215	0.8687063	0.7771678	0.9025507	0.92905945	0.8857401	0.8706131	0.8997009	0.9060677	0.95478326	0.9137571	0.9315469	0.9153541	0.8823378	0.8817853	0.82477874	0.89983416	0.9625533	0.88292897
blus/verb	0.59508735	0.7331945	0.0	0.91051066	0.8455719	0.8687403	0.5042212	0.8296192	0.6757584	0.71016026	0.8908969	0.7061299	0.87424946	0.7968806	0.8797241	0.71633387	0.712705	0.7501111	0.7232505	0.9208999	0.76400197	0.9052362	0.8507472	0.89553	0.8836801	0.8351548	0.8933908	0.72166556	0.77001786	0.6725128	0.9162935	0.84415126	0.7929077	0.8228821	0.6234943	0.92630357	0.78097606	0.7391273	0.6602239	0.7739614	0.8573761	0.8476229	0.63479114	0.81661165	0.5676781	0.80040944	0.9113624	0.8470595	0.8414129	0.85781646	0.9246359	0.85322726	0.76486427	0.71426463	0.93489087	0.65597683	0.9176874	0.68050253	0.8449882	0.8414824	0.8863018	0.83415306	0.92575115	0.9194323	0.88091475	0.7976356	0.8452072	0.89028156	0.9030273	0.7510105	0.9124304	0.69598204	0.44626027	0.7309823	0.65990555	0.84204	0.62024283	0.73674154	0.9362677	0.73055965	0.69752824	0.7974011	0.6816368	0.7548861	0.79978573	0.7798544	0.84206486	0.6454367	0.6719909	0.72206867	0.7493379	0.6355685	0.6736812	0.68283284	0.91608846	0.900391	0.6881285	0.7905049	0.9131217	0.6402306	0.9421819	0.9151876	0.63530135	0.9032054	0.8107772	0.8742712	0.9078602	0.91449803	0.89117086	0.66431385	0.8981536	0.7172885	0.76581085	0.7182239	0.82083887	0.8675146	0.6717037	0.6729223	0.7527997	0.602163	0.9139426	0.8206651	0.46761888	0.8411003	0.7113557	0.67085123	0.7209295	0.6265957	0.7770502	0.708434	0.7288054	0.7388866	0.87811816	0.6486974	0.77447414	0.6998352	0.94625115	0.7893152	0.83152264	0.72852504	0.8680041	0.79874676	0.68586695	0.791976	0.6662606	0.80699676	0.639415	0.81601775	0.87583756	0.9722606	0.8004158	0.5671958	0.9146871	0.846614	0.7223981	0.90033346	0.8779122	0.8019273	0.6781036	0.8110236	0.87365514	0.8959799	0.9075309	0.7581175	0.9358323	0.88880044	0.891118	0.9392003	0.92618406	0.89642876	0.85395646	0.83036584	0.76934206	0.8210462	0.76078653	0.40343612	0.89129305	0.6670533	0.85135734	0.69263136	0.85915214	0.9527204	0.8281093	0.7771024	0.697283	0.73884594	0.7233906	0.78430367	0.93268836	0.8609766	0.6471869	0.67783016	0.79823464	0.8379258	0.7665163	0.95966476	0.5913	0.6034392	0.8570441	0.754452	0.8188746	0.8255354	0.7819251	0.7591045	0.7856968	0.7800514	0.7467605	0.7386977	0.83415043	0.86974645	0.89349204	0.8652179	0.84891546	0.94607896	0.958558	0.8708826	0.6978861	0.60717523	0.6445315	0.8193994	0.7221409	0.872463	0.67172533	0.9111956	0.68014884	0.9266371	0.94744134	0.73497057	0.8004056	0.91950464	0.92457235	0.888573	0.6475582	0.68961084	0.689339	0.7331786	0.850081	0.7924204	0.776322	0.8707726	0.8996717	0.6784451	0.8662187	0.8745462	0.9011469	0.8341778	0.83392256	0.9180264	0.8793495	0.9057489	0.6620756	0.92080814	0.87307113	0.7211827	0.85496026	0.51245	0.6851462	0.83735037	0.88780135	0.6516349	0.7449769	0.7001823	0.7153157	0.8248613	0.885284	0.6922521	0.8959642	0.9530336	0.7845376	0.77544624	0.9643855	0.69134635	0.6077652	0.8286055	0.8593041	0.96918255	0.575186	0.8685256	0.8392537	0.5832814	0.8326932	0.9274012	0.9373714	0.9059781	0.6556448	0.68277615	0.7453134	0.82703185	0.89669394	0.90622	0.92661405	0.7985778	0.811133	0.8510871	0.7291507	0.90933853	0.9300343
hoe/adj	0.84736896	0.83273923	0.91051066	0.0	0.68429214	0.85150385	0.820554	0.7600353	0.87533337	0.8617021	0.8175336	0.88128096	0.870913	0.7311604	0.65411973	0.84614843	0.87522817	0.8637624	0.83315784	0.92555845	0.64969444	0.8251226	0.7517762	0.84441394	0.85234237	0.73858577	0.80414367	0.8089912	0.7460627	0.8763718	0.9495058	0.6782497	0.8856901	0.79518443	0.89187247	0.75385654	0.81874454	0.834433	0.91317105	0.7722731	0.8270485	0.828586	0.88300645	0.76978326	0.8701197	0.77058274	0.8788492	0.84186506	0.9182511	0.76595986	0.36125737	0.8272273	0.8065061	0.73946047	0.67397404	0.8255757	0.8803505	0.8547367	0.85201013	0.9376578	0.80771905	0.5876525	0.84086573	0.52672446	0.913386	0.77705956	0.7910539	0.7866034	0.9315345	0.73320585	0.61071265	0.8745022	0.90673274	0.8154898	0.9229326	0.8926854	0.90230155	0.91112125	0.770594	0.88168913	0.9045671	0.7654768	0.83359796	0.6346326	0.81245106	0.8897048	0.78771776	0.85186213	0.7492054	0.8582746	0.68389213	0.8609817	0.7140176	0.8996794	0.93288255	0.48848242	0.8156646	0.8123942	0.8962849	0.86110175	0.81153166	0.8763673	0.840365	0.9233005	0.80403334	0.8980571	0.8817366	0.81663454	0.75044477	0.80049086	0.8708962	0.8700561	0.8775104	0.7538461	0.78919363	0.90051323	0.8451119	0.81598365	0.83372027	0.84023297	0.77545357	0.779347	0.89068663	0.7342266	0.876215	0.9067084	0.8722656	0.73715115	0.91392726	0.8859579	0.86591333	0.8090694	0.40088516	0.89737403	0.81425613	0.79560685	0.87202775	0.89912045	0.78123665	0.87372565	0.8876369	0.748636	0.83650196	0.9126226	0.7702643	0.7330821	0.8879391	0.7853321	0.67212915	0.71134007	0.869769	0.865674	0.88730264	0.76092035	0.89330465	0.7568263	0.74871445	0.71623516	0.9185673	0.73292756	0.9472553	0.77427846	0.8787657	0.8532559	0.9270929	0.78744566	0.7784692	0.82206523	0.85283005	0.69968987	0.84402984	0.77557445	0.86229515	0.68192613	0.89742225	0.8134711	0.78664196	0.8351683	0.7411058	0.8508105	0.7774919	0.9483858	0.6888832	0.68782806	0.8840186	0.80534184	0.8385308	0.57062733	0.8526842	0.9276993	0.8286619	0.9047893	0.6667856	0.78544444	0.85978526	0.92900336	0.9101702	0.87860906	0.9010801	0.9302478	0.84328103	0.754211	0.8845381	0.8519466	0.6140724	0.8086912	0.8090222	0.83203995	0.8879288	0.851149	0.6318298	0.8813189	0.9113329	0.67240846	0.7842501	0.6964897	0.74476236	0.8912941	0.8558936	0.7771468	0.8623369	0.7006263	0.81722116	0.83879095	0.8655416	0.8073144	0.8066347	0.8367328	0.7733286	0.8819751	0.9144826	0.85397124	0.91125804	0.90063614	0.85163414	0.8087734	0.86289585	0.92844045	0.90251034	0.8535063	0.9041065	0.8843979	0.74512464	0.635327	0.7695174	0.7820264	0.7308701	0.83682513	0.92248297	0.72887737	0.86286974	0.92505527	0.94422084	0.7213257	0.8413328	0.8828855	0.8408951	0.87061864	0.9353143	0.7606137	0.8623163	0.850351	0.87325144	0.8809862	0.7540379	0.92312074	0.93462086	0.92501974	0.7404138	0.8905809	0.87873435	0.8114103	0.7858161	0.7266825	0.86180115	0.9256765	0.8725813	0.7924129	0.791848	0.81455696	0.7377193	0.73648024	0.9085794	0.65921265	0.8700349	0.91117144	0.89014125	0.92948943	0.7591015	0.7900734	0.91477185	0.8494545	0.8783268	0.8587053	0.78828037	0.84061766	0.5327033
altijd/adv	0.80323833	0.9294559	0.8455719	0.68429214	0.0	0.90231115	0.8337707	0.7828439	0.80324155	0.8600477	0.9413646	0.9275338	0.843941	0.7535198	0.5789809	0.80567664	0.86141217	0.8080423	0.86342245	0.8596799	0.61254597	0.8115707	0.8491174	0.9087475	0.8655468	0.67126715	0.8677379	0.8278965	0.7790143	0.8513898	0.9301753	0.78186476	0.8024711	0.8518649	0.83570904	0.8104305	0.83883286	0.8724714	0.86074615	0.8580276	0.8562879	0.79358435	0.93673915	0.7523142	0.89023566	0.75806266	0.86100054	0.8036958	0.8235487	0.8026104	0.5657717	0.675841	0.6938246	0.66277003	0.6861125	0.8492769	0.8279097	0.84990036	0.9352629	0.8545769	0.7248519	0.6547611	0.7689593	0.5620051	0.9389903	0.6659229	0.7598077	0.7810428	0.8386812	0.7412367	0.49937135	0.75737154	0.90408313	0.71401703	0.8715154	0.78740907	0.8552207	0.75031364	0.8199874	0.8867983	0.8189821	0.827379	0.7768899	0.8103198	0.77688324	0.84415686	0.79802954	0.8218952	0.68691635	0.87490433	0.81087863	0.8383875	0.6839118	0.91404897	0.91094434	0.5860415	0.85531807	0.8308584	0.85606605	0.85319924	0.7996942	0.87035817	0.8036685	0.8413985	0.8236885	0.84720325	0.85825866	0.78821254	0.8291257	0.66494864	0.8621018	0.8352628	0.74333644	0.6487991	0.72682786	0.7792901	0.78136724	0.86645067	0.7628044	0.82052165	0.8139876	0.84479916	0.88064396	0.67025506	0.8495625	0.83748573	0.9317586	0.64984185	0.8754458	0.72467554	0.9228718	0.7596078	0.58115596	0.8582659	0.7323792	0.8167376	0.9571276	0.85142624	0.77499866	0.8231557	0.83127236	0.81305456	0.72701526	0.81751746	0.65513974	0.772511	0.914439	0.7546768	0.5001674	0.5946138	0.7314993	0.8233683	0.8603648	0.87569267	0.9455521	0.6532175	0.72406316	0.6633657	0.87780344	0.7276457	0.85292375	0.6999068	0.9144043	0.70170116	0.9311683	0.8334358	0.8437216	0.89363664	0.9105408	0.760204	0.75091016	0.89733773	0.77973354	0.59870243	0.84581244	0.850145	0.76635545	0.81937486	0.7710533	0.71344095	0.8172947	0.93131566	0.68488365	0.77333856	0.83098435	0.8336753	0.8265215	0.57745326	0.8162466	0.83028734	0.78716695	0.8506053	0.6190974	0.72937405	0.8501249	0.91905403	0.8654746	0.82949185	0.89499485	0.906759	0.7620795	0.6667591	0.75684077	0.8025568	0.7564838	0.85944754	0.71257365	0.8827665	0.8437967	0.80138755	0.64552706	0.84126055	0.86595434	0.6168173	0.9142461	0.5398067	0.6297662	0.8178499	0.781628	0.9409367	0.87394214	0.6909946	0.899313	0.863654	0.80233395	0.8287194	0.8906457	0.78112364	0.6377567	0.8665013	0.9163834	0.77807176	0.861374	0.7104821	0.76914346	0.73706913	0.9117252	0.8918284	0.8436018	0.90244603	0.87582195	0.77169853	0.7640266	0.5557669	0.74905634	0.72666943	0.65072227	0.8561312	0.9440396	0.8683661	0.81882894	0.8439814	0.8632252	0.6551457	0.7243512	0.83099604	0.84809566	0.94058245	0.92670465	0.70069295	0.81765807	0.8207543	0.8847604	0.8843973	0.7708168	0.88738286	0.9309732	0.8674585	0.770346	0.916309	0.92764294	0.7058468	0.72379315	0.7590735	0.9257767	0.9102131	0.82927024	0.7939101	0.84450597	0.8407719	0.8231393	0.7309722	0.90925103	0.64876217	0.8635777	0.88353425	0.77453965	0.8846116	0.6187067	0.88974714	0.86767423	0.8340066	0.7523619	0.861619	0.6616765	0.7907548	0.6105051
mat_DIM/noun	0.61183333	0.8535234	0.8687403	0.85150385	0.90231115	0.0	0.83319044	0.89730847	0.91617936	0.90441304	0.9298452	0.9440686	0.9595704	0.6641308	0.91899616	0.9001031	0.98313326	0.8920749	0.8301631	0.8078675	0.8547684	0.9191488	0.80518395	0.9424067	0.9229728	0.6866764	0.5738423	0.89706224	0.756632	0.90191805	0.94472414	0.8432917	0.9487358	0.89900976	0.86685663	0.90531164	0.78800917	0.9539298	0.903485	0.8192775	0.9191491	0.9694075	0.87757283	0.7392695	0.815182	0.88688564	0.85500884	0.6787171	0.8879054	0.90639573	0.86471075	0.94127405	0.83845943	0.78527176	0.92611474	0.8343045	0.9511205	0.9299063	0.8871973	0.9656571	0.9434468	0.8754846	0.95491093	0.9015846	0.8021033	0.8709338	0.86080956	0.9055468	0.9372732	0.924418	0.90263575	0.88240427	0.8814218	0.89903384	0.9176504	0.88772506	0.8854702	0.8653343	0.9492761	0.7939085	0.91997415	0.9151734	0.9017002	0.8764433	0.9226049	0.88040465	0.89987135	0.86737436	0.8351513	0.7413312	0.8717337	0.7833906	0.7834195	0.92694646	0.9702329	0.9256267	0.9382467	0.88591903	0.7646049	0.70184886	0.96288204	0.91125536	0.72364426	0.86441493	0.95400417	0.9205581	0.89982814	0.87948453	0.92170346	0.8447517	0.9242048	0.86541706	0.8580364	0.8697666	0.89291734	0.947952	0.90762436	0.7562573	0.9158018	0.9306126	0.8780318	0.7847476	0.81165147	0.8071007	0.8112252	0.89941305	0.8845873	0.7902099	0.95987314	0.9036436	0.8447496	0.7790047	0.8663594	0.82936025	0.89308935	0.83417106	0.94977504	0.8766795	0.8383054	0.90473527	0.9244467	0.7995311	0.83780444	0.90717643	0.85288566	0.8258281	0.80463076	0.8743641	0.9133482	0.96872216	0.9143289	0.8160082	0.8575657	0.7399384	0.8840756	0.8803638	0.8823538	0.80293274	0.91784585	0.875872	0.96544755	0.97743607	0.9808589	0.9390797	0.9119251	0.9170088	0.9246068	0.90432304	0.9641626	0.93015444	0.9210428	0.81264436	0.87099725	0.9001736	0.8850836	0.75283575	0.92833525	0.91366065	0.87988645	0.9035158	0.92546195	0.91365093	0.76938856	0.93715286	0.8544375	0.8646359	0.7861973	0.85392344	0.9354227	0.82501465	0.9053264	0.9527716	0.8904727	0.83202016	0.83215064	0.90879273	0.8688929	0.86924803	0.9551355	0.75982046	0.8905397	0.8827553	0.8628434	0.8390076	0.92057216	0.9519637	0.9109391	0.8606166	0.8727121	0.9434243	0.9249098	0.9427984	0.9795993	0.9426295	0.9603188	0.953092	0.78690237	0.76179075	0.84577596	0.99429685	0.7732824	0.94518864	0.8593732	0.9471361	0.8714516	0.93181264	0.7536454	0.8268175	0.9322135	0.94405496	0.9342171	0.9223951	0.89444625	0.9033519	0.85179394	0.9064274	0.97815037	0.89165807	0.9562703	0.91184044	0.91744256	0.8743584	0.8620038	0.8910367	0.8666451	0.9663454	0.8741676	0.9342512	0.8852858	0.9511449	0.8913185	0.95722073	0.8869484	0.9146648	0.9174344	0.8017099	0.77972436	0.94538844	0.9295797	0.8447968	0.9211489	0.8492404	0.8254254	0.92982197	0.9427712	0.9605107	0.9436964	0.85242105	0.78688276	0.80287695	0.8787627	0.82263553	0.804601	0.90568125	0.9572237	0.9472372	0.8736973	0.9220921	0.8837752	0.70294493	0.9203155	0.8914431	0.96838564	0.8580409	0.74647814	0.782967	0.9330058	0.89683795	0.902822	0.91861063	0.9441227	0.8125062	0.85681003	0.90390223	0.8486648	0.914457	0.9297413
