	wijk/noun	stoom/noun	alle/det	tomaat/noun	roer/noun	decennium/noun	Davidson/name	ander/adj	GroenLinks/name	hard/adj	diep/adj	fusie_ploeg/noun	adem/noun	peper/noun	professioneel/adj	spleet/noun	volgorde/noun	vonk/noun	om/prep	wind/noun	presteer/verb	teruggave/noun	wel/adv	maal/noun	slechts/adv	eet/verb	slurp/verb	geld/verb	doe/verb	bijvoorbeeld/adv	ween/verb	meermaals/adv	PvdA/name	zon/noun	hem/pron	spotje/noun	Al/det	wie/pron	ontleen/verb	leiding/noun	buiten/adv	liter/noun	kerk/noun	plaat_DIM/noun	beker/noun	omstandigheid/noun	op/part	love/noun	binnen/adv	Oorlog/name	hap/noun	dat/comp	Godefroot/name	Lommel/name	Stones/name	van/prep	vaak/adj	niet/adv	onderwerp/noun	grill/noun	ga_in/verb	verlangen/noun	hoewel/comp	coalitie/noun	in/fixed	evolueer/verb	houd/verb	bad/noun	ui/noun	blijf/verb	beide/pron	waar/noun	jaar/noun	heb/verb	auto/noun	1976/noun	waarin/pp	2004/num	kwestie/noun	goudbruin/adj	Radio/name	mix/noun	Den/name	boter/noun	VVD/name	ben/verb	en/comp	goed/adj	tot/prep	kant/adj	weliswaar/adv	spreek/verb	dus/adv	circa/adv	melk/noun	proeve_rij/noun	marathon/noun	belangrijk/adj	zijn/det	te/adv	aanraking/fixed	Salou/name	af/part	rem/noun	drink/verb	tweede/num	naald/noun	Brussel/name	anderhalf/adj	enkel/det	stand_DIM/noun	moment/noun	februari/noun	zo'n/det	blijf_af/verb	voorjaar/noun	erop/pp	zodat/comp	wil/verb	Koude/name	voorspel/verb	vrij/adj	echt/adj	passage/noun	slik/verb	heen/part	dik/adj	zonder/comp	laag/noun	haar/det	drift/noun	40/num	kern/noun	vervlieg/verb	verhuis/verb	as/noun	300/num	mat_DIM/noun	ren/verb	smelt/adj	weer/noun	voor/prep	ook/adv	mors/verb	plaats/noun	dossier/noun	kop/noun	genoeg/adv	maak/verb	doordat/comp	geef_door/verb	ontzettend/adj	Oostende/name	of/vg	vol/adj	ooit/adv	eerste/num	terrorist/noun	verschijn/verb	180/num	spuw/verb	deel/noun	kondig_aan/verb	zomermaand/noun	koekepan/noun	doch/vg	sommige/det	zomers/adj	in/prep	kan/verb	mals/adj	laat/verb	nieuw_feit/noun	zeg/verb	altijd/adv	Mallorca/name	CD&V/name	vooral/adv	Haag/name	crash/noun	mij/pron	Battle/name	1991/noun	Mazzoleni/name	sector/noun	trend/noun	pers/verb	vakantie/noun	functie/noun	behoorlijk/adj	stilaan/adv	niets/noun	zacht/adj	album/noun	tot/comp	een/fixed	avondeten/noun	kachel/noun	brok/noun	weer/verb	zakelijkheid/noun	ze/pron	deze/det	2001/noun	vier/num	knoflook/noun	zich/pron	helder/adj	plaag/noun	smeed/verb	daar/adv	snackbar/noun	Wahid/name	zonder/prep	finale/noun	politicus/noun	we/pron	atmosfeer/noun	verschrompel/verb	vlam/adj	oven/noun	toevoer/noun	Westen/name	dan/adv	op/prep	koel/adj	bedreigd/adj	giet/verb	wacht_af/verb	nu/adv	nieuw/adj	elkaar/pron	door/part	blijk/verb	olie/noun	resistent/adj	dag/noun	om/adj	naar/prep	middag/noun	een/det	herfst/noun	vorm/noun	slotminuut/noun	tegen/prep	mineraalwater/noun	Singer/name	maand/noun	verkiezing/noun	tiende/num	lichaam/noun	kool/noun	door/prep	één/pron	gedij/verb	vouw/verb	je/pron	achteren/adv	bij/prep	tijdens/prep	veel/adj	binnen/prep	voorwerp/noun	draai/verb	hij/pron	dan/comparative	nadat/comp	telecom/prefix	kook_pot/noun	vis/noun	zomer/noun	aan/prep	hang_ijzer/noun	traan/noun	lang/adj	bepaald/adj	pap/noun	meer/adj	Bordeaux/name	Terlouw/name	droog/adj	voet/noun	houd_aan/verb	wat/adv	draai_heen/verb	strand/noun	bak/verb	pasta/noun	blus/verb	krijg/verb	dat/pron	bord/noun	allemaal/adv	verschrikkelijk/adj	flauw/adj	eindelijk/adj	kastanje/noun	Cup/noun	weer/adv	kus/verb	beschuldigd/adj	matig/adj	vers/adj	verkoop/verb	kreet/noun	strijkijzer/noun	middaguur/noun	word/verb	jongen/noun	hier/adv	leg/verb	uit/prep	zomer_dag/noun	hoog/adj	zelf/adv	er/adv	ken/verb	natuurlijk/adj	speel_af/verb	object/noun	win/verb	ruim_op/verb	steek/verb	vlek/noun	sta/verb	schuif_door/verb	toegepast/adj	verdeler/noun	voel_aan/verb	gemeente/noun	te/comp	die/det	coalitiepartner/noun	dit/det	dicht/adj	voel/verb	lig/verb	over/prep	Hel/name	zit/verb	kom/verb	lucht/noun	2003/noun	en/adj	thee/noun	vorm/verb	gas/noun	na/prep	Ullrich/name	iets/noun	vorig/adj	Hoogovens/name	loop_op/verb	hun/det	aluminium_folie/noun	drukkend/adj	kuip/noun	uitzonderlijk/adj	buis/noun	beloof/verb	overgoten/adj	om/comp	verbranding/noun	Venetiaans/adj	olijfolie/noun	erg/adj	neem/verb	dus/comp	zonovergoten/adj	schoon/adj	waardoor/pp	soap/noun	gewoon/adj	voorafgaand/adj	groot/adj	wek_op/verb	glas/noun	die/pron	Frans/name	nacht/noun	Antwerpen/name	gemeenteraad_verkiezing/noun	waarvan/pp	wat/pron	ene/adj	heet/adj	gloeiend/adj	woensdag_middag/noun	ijzeren/adj	stoot_DIM/noun	het/noun	het/det	verwarm/verb	juli/noun	zal/verb	vochtig/adj	geen/det	mes/noun	al/adv	vuur/noun	minder/det	baby/noun	Senegal/name	zwaar/adj	kans/noun	stook/verb	volg/verb	zeker/adj	aan/adj	en/vg	rooster/verb	stoom/adj	meer/adv	lijk/verb	weet/verb	einde/noun	mogelijk/adj	pan/noun	centi_meter/noun	brandend/adj	even/adv	er/noun	bel/noun	gebeur/verb	extra/adj	patat/noun	De/name	Nationale/name	voortijdig/adj	abnormaal/adj	hoor/verb	kom_vrij/verb	Schafthuizen/name	hang/verb	verwarmd/adj	sojasaus/noun	schenk_in/verb	EU/name	normaal/adj	gesteente/noun	treed_op/verb	door/comp	klimaat/noun	koffie/noun	flauw/part	kom_binnen/verb	als/comp	weg/part	eerstvolgend/adj	ronduit/adv	brij/noun	warm/adj	behandel/verb	winter/noun	zo/adj	kus/noun	wellicht/adv	samen/adj	1901/noun	verscheiden/adj	graad/noun	geef/verb	minuut/noun	steeds/adv	kom/noun	plaat/noun	als/prep	zweet/verb	beetje/noun	aardappel/noun	water/noun	berg_top/noun	de/det	toen/comp	spoel_af/verb	terwijl/comp	brutaliteit/noun	ik/pron	chocolademelk/noun	ding/noun	met/prep	vlees/noun	Walter/name	maar/vg	spoel_door/verb	jullie/pron	min/adj	evacueer/verb	Wetstraat/name	Ghana/name	begin/noun	of/comp	giftig/adj	zo/adv	blad/noun	drie/num	museum/noun	dien/verb	binnen_plein/noun	diezelfde/det	leef/verb	bron/noun	vinger/noun	Nieuw/name	Balkenende/name	nog/adv	soep/noun	moet/verb	latin/noun	motor/noun	sinds/prep	daarna/pp	vers/noun	rook/noun	druppel/noun	onder/prep	alleen/adv	koud/adj	vet/noun	men/pron	net/adv	overig/adj	doorboor/verb	aan/part	dat/det	braadpan/noun	Flahaut/name	daarna/adv	hoe/adj	koningshuis/noun	via/prep	plus/prep
wijk/noun	0.0	0.93152606	0.7933	0.94833815	0.9276879	0.8636425	0.88090056	0.7801144	0.9464645	0.9368341	0.9052652	0.8990245	0.8906977	0.9259934	0.8871498	0.88264394	0.7867916	0.91982305	0.8929606	0.91768515	0.93046486	0.87555474	0.9265646	0.9007736	0.90318865	0.9483097	0.9678448	0.82670236	0.95332545	0.8088612	0.9243484	0.90579367	0.93160313	0.8934779	0.8960798	0.90320617	0.91984326	0.91127175	0.82410216	0.9092493	0.8517554	0.93043613	0.8063604	0.9041726	0.91104555	0.8365143	0.9259687	0.8806747	0.8729106	0.8314685	0.8903376	0.8868112	0.9492623	0.8918808	0.93684864	0.7925805	0.8870499	0.91017824	0.77374536	0.9719209	0.8918048	0.9003601	0.8596109	0.84736764	0.8968146	0.85168415	0.9503671	0.8625487	0.97421044	0.90270424	0.82550997	0.92253786	0.9286739	0.8992011	0.80063385	0.8606924	0.8736516	0.8674612	0.8260765	0.9716738	0.8463218	0.8671093	0.8253679	0.91993904	0.9476304	0.89993036	0.9367968	0.8942604	0.9122409	0.9039242	0.8807801	0.91719615	0.91240466	0.9351488	0.92483956	0.8904476	0.91643304	0.90270436	0.8872506	0.94697994	0.9139295	0.9499828	0.87788177	0.9030053	0.9438403	0.91369903	0.9521969	0.7283129	0.9411939	0.88217413	0.83472437	0.80419755	0.8977398	0.9008347	0.9142133	0.91301715	0.91519856	0.8381258	0.8321608	0.8937698	0.91263074	0.9221727	0.9019011	0.73494697	0.9360696	0.88292706	0.9342978	0.8790871	0.8279738	0.8622773	0.911834	0.89778376	0.8558453	0.91433394	0.72722006	0.9078836	0.9276128	0.9450355	0.9281106	0.89488393	0.93791044	0.8660743	0.88649654	0.92440706	0.77040684	0.74914604	0.9273379	0.92429733	0.9278204	0.8315467	0.91942817	0.92485154	0.8398569	0.85100865	0.9356133	0.9262299	0.9234326	0.8345609	0.869262	0.9303548	0.93852127	0.7093892	0.93923223	0.9067156	0.9750694	0.89219487	0.7809577	0.9239987	0.75839263	0.88280797	0.92448235	0.88358915	0.85369706	0.9824024	0.9006593	0.9411702	0.8543484	0.863806	0.76628006	0.9304654	0.9562235	0.91827756	0.90354323	0.9802897	0.6808609	0.8034142	0.9113283	0.91241246	0.7255211	0.93822414	0.8737616	0.94818795	0.9610771	0.8847192	0.912356	0.8586404	0.9636826	0.92054087	0.9387274	0.72402155	0.83812964	0.83857465	0.868532	0.9059762	0.91815376	0.95752925	0.7703956	0.93500483	0.83007395	0.8512177	0.83751976	0.79815555	0.8810953	0.9371539	0.9137689	0.7394684	0.8851349	0.88799226	0.9185493	0.9174825	0.91244227	0.895452	0.82609737	0.90463734	0.83964705	0.9732993	0.75847363	0.9283241	0.9453016	0.8794204	0.8548759	0.87265337	0.95305455	0.8710523	0.9177017	0.8424158	0.8704024	0.89044905	0.7748733	0.8720695	0.8173367	0.86433935	0.7476597	0.8158196	0.872136	0.88348097	0.8962854	0.9003384	0.89717793	0.90603155	0.8098706	0.9148035	0.7948806	0.85827184	0.8746103	0.8468584	0.8682016	0.85165	0.8356464	0.933273	0.9199712	0.8301297	0.77145875	0.9357011	0.87541723	0.92564636	0.82765293	0.90313685	0.89751524	0.86117816	0.87448525	0.85975146	0.77618	0.9146313	0.93544763	0.7472713	0.92932665	0.88854396	0.8701567	0.9217997	0.92691404	0.9023788	0.8622097	0.9056448	0.9823203	0.8674591	0.93115944	0.88748604	0.89650106	0.8980153	0.82456255	0.92121685	0.91604084	0.8943721	0.91299057	0.87630695	0.94244564	0.92928123	0.86639184	0.95288557	0.833488	0.9517908	0.94262165	0.906032	0.83824927	0.9397963	0.94556916	0.7349192	0.8225205	0.8874481	0.8985121	0.7451	0.9440877	0.9386382	0.9248383	0.8808704	0.8826958	0.91493857	0.8607634	0.7580813	0.95684195	0.8984568	0.9103715	0.86684036	0.9100359	0.8871316	0.8414941	0.9276265	0.94650143	0.6476737	0.8274745	0.86910295	0.82327837	0.94063	0.8314043	0.87981	0.8649612	0.8769402	0.8677978	0.8941701	0.8865262	0.8794247	0.90832144	0.94165903	0.96361697	0.80053633	0.88928324	0.8799694	0.96539754	0.94852334	0.96349525	0.8681803	0.8832735	0.7645475	0.9617766	0.9441317	0.9204404	0.94605154	0.9013399	0.87758726	0.9772748	0.8518138	0.8832265	0.86450475	0.97012496	0.9272184	0.8992641	0.8977812	0.89170647	0.84606117	0.8421495	0.85320127	0.8981236	0.90989083	0.8931099	0.88047886	0.8823655	0.8263587	0.83115846	0.83764803	0.7685935	0.8371053	0.84659255	0.93994266	0.87357825	0.8589156	0.93005276	0.85811687	0.89925915	0.96434164	0.9486048	0.8158833	0.93073285	0.90805	0.86428285	0.8943617	0.88312536	0.88890743	0.85747147	0.87902766	0.8996127	0.93607676	0.8176563	0.88677466	0.9175229	0.95170736	0.9132831	0.90881604	0.90386254	0.82261235	0.98099387	0.9174165	0.9277941	0.9051678	0.94689023	0.9471254	0.82564205	0.9051025	0.93038905	0.9099314	0.9040638	0.93826365	0.92566866	0.933454	0.9102379	0.933089	0.81103766	0.8489393	0.826602	0.9074222	0.93714374	0.8967061	0.9067676	0.8950231	0.96395695	0.96216124	0.96094567	0.85537094	0.94595504	0.7868552	0.87925595	0.84113145	0.91607153	0.9458934	0.8815763	0.8703335	0.9088479	0.8424506	0.8814247	0.89074165	0.95163137	0.92683834	0.8871464	0.9018104	0.88994193	0.9574734	0.8573773	0.89536273	0.86575246	0.79698896	0.9325833	0.9175953	0.9175113	0.8870247	0.8924253	0.87375927	0.8892137	0.9204279	0.9343982	0.90659285	0.86438394	0.9276201	0.8022539	0.8982602	0.9324375	0.8481572	0.88012016	0.92592627	0.9758458	0.7941004	0.9152843	0.9065477	0.8782122	0.9094597	0.93345374	0.8884681	0.93580306	0.75499684	0.7961487	0.84597576	0.9271126	0.91244435	0.8580808	0.92807835	0.8133549	0.9146121	0.72023	0.7953503	0.7893213	0.8658197	0.8473921	0.7416625	0.8978802	0.66230226	0.9468077	0.9116635	0.9713168	0.80363363	0.8985922	0.8765366	0.9117175	0.80869967	0.87820935	0.8378813	0.9552119	0.80784345	0.8904816	0.90148145	0.8919635	0.8285768	0.91911924	0.8616333	0.9101974	0.932929	0.94239235	0.96547484	0.8856479	0.81492794	0.874755	0.90621996	0.8664605	0.9434089
stoom/noun	0.93152606	0.0	0.83043414	0.74003935	0.8193198	0.85413766	0.9097657	0.9194875	0.97505957	0.8753172	0.7529383	0.85534704	0.6972924	0.69873196	0.8800683	0.7444117	0.88315094	0.62012714	0.89121914	0.67786574	0.8517462	0.92386675	0.9089396	0.8514709	0.88246894	0.73427725	0.7922951	0.94780195	0.8399692	0.7566905	0.85344803	0.8655636	0.9695148	0.577667	0.8588339	0.8132899	0.8425256	0.88135445	0.88550615	0.6817683	0.6685113	0.6703844	0.83367443	0.8559926	0.8365565	0.862211	0.76968706	0.89314353	0.717492	0.8986558	0.8014791	0.9373529	0.9011355	0.9208114	0.9197935	0.87153304	0.8713098	0.9136706	0.91591334	0.59512335	0.84863645	0.8007612	0.7981495	0.914315	0.90687937	0.8954451	0.8627584	0.6093537	0.7617973	0.8345535	0.864862	0.79063356	0.9487787	0.91578954	0.7404	0.85064656	0.88120466	0.9371398	0.8817118	0.7571728	0.95041776	0.9012312	0.98371786	0.7131307	0.9608496	0.8688375	0.8066419	0.8655114	0.8310789	0.85781306	0.81696844	0.95098054	0.82093775	0.76194215	0.68150663	0.91277826	0.900343	0.9443233	0.8726739	0.8276816	0.68455416	0.8554373	0.8427077	0.73823285	0.76220405	0.9296982	0.7086033	0.9743914	0.8613981	0.8315663	0.82556957	0.86106986	0.94205683	0.851617	0.88924813	0.88768995	0.80716187	0.57366633	0.9222356	0.881683	0.9169977	0.8466451	0.8043506	0.86658865	0.80029	0.8430125	0.7108668	0.79282147	0.6657951	0.8723614	0.84424686	0.8337346	0.9177711	0.66323566	0.88883936	0.58726686	0.849513	0.7956034	0.7299757	0.7342658	0.7855558	0.8909764	0.89289695	0.7597417	0.8599476	0.9122049	0.76955533	0.8265461	0.873515	0.656953	0.89211154	0.8744819	0.86129344	0.6557209	0.7378526	0.8970763	0.91901577	0.9315687	0.9092004	0.7662854	0.5943483	0.8934022	0.9390483	0.8172184	0.7266802	0.8173444	0.86676157	0.8232636	0.8176781	0.774974	0.868012	0.76344776	0.84452796	0.98956573	0.8662608	0.91489166	0.9442095	0.8070862	0.97678876	0.8310518	0.87307554	0.90742475	0.9083157	0.88765705	0.85109645	0.92014956	0.6776692	0.91707605	0.90824497	0.7547514	0.7222204	0.9061402	0.71955603	0.9104788	0.6125797	0.8867038	0.8231871	0.519035	0.7703793	0.8267666	0.9208809	0.7654932	0.9271246	0.9218029	0.90634626	0.7519884	0.8460665	0.76895213	0.8478551	0.83079606	0.8366899	0.8209956	0.88214195	0.7794136	0.9280013	0.921271	0.81040215	0.61473787	0.7537411	0.8555326	0.49784982	0.6387588	0.91043633	0.7722883	0.75728303	0.79483086	0.88086647	0.6084233	0.89643466	0.8093734	0.91680574	0.84297734	0.77012306	0.8521396	0.58168095	0.8577426	0.8473656	0.8652885	0.86694723	0.7186907	0.71590096	0.8591862	0.8301842	0.90848	0.959527	0.79156154	0.8837838	0.9532015	0.9621465	0.8849735	0.7126874	0.50461763	0.7145225	0.9076045	0.8269388	0.85685074	0.828346	0.8362324	0.84798384	0.92270815	0.8367107	0.9231271	0.8393853	0.66836876	0.8711878	0.89345825	0.8132225	0.77944404	0.7788023	0.7306676	0.7896975	0.8901573	0.8408625	0.85481983	0.83230436	0.8987669	0.85801786	0.8209683	0.8569614	0.9101441	0.651287	0.7120011	0.8972603	0.78462166	0.8544203	0.76815534	0.67269766	0.6764821	0.700636	0.83218527	0.7620706	0.63923836	0.8881618	0.8498975	0.8742599	0.7088401	0.7891506	0.9140833	0.6286594	0.89122623	0.89073044	0.7509258	0.7210698	0.81527823	0.8780483	0.61544585	0.82441473	0.7233616	0.9218301	0.8407823	0.6592828	0.73375386	0.7979911	0.80628115	0.85485125	0.7574775	0.93290293	0.9052696	0.89854527	0.8174062	0.8786936	0.7926655	0.81922287	0.7858976	0.7985642	0.8123195	0.8884264	0.8354231	0.7434997	0.96357656	0.7569998	0.8090875	0.92355895	0.9418097	0.7234403	0.8145108	0.7580109	0.9230583	0.87089545	0.764214	0.76471174	0.5636052	0.9209573	0.8920775	0.74596053	0.78697085	0.39926744	0.8651641	0.9122673	0.89069176	0.94879425	0.66452503	0.8553669	0.8318822	0.75583875	0.7703699	0.72359264	0.8498162	0.60833234	0.8554816	0.7823978	0.7574519	0.5693214	0.83910286	0.6851447	0.88529223	0.8376825	0.8157571	0.88880414	0.6122244	0.5864122	0.8496465	0.75779116	0.95468307	0.8691555	0.6289446	0.6928512	0.7862567	0.98018944	0.839133	0.8930199	0.9205897	0.7660823	0.9384779	0.874983	0.5411992	0.4898963	0.8704557	0.7394968	0.88164496	0.91740817	0.8387034	0.53205836	0.9437796	0.89354897	0.6981717	0.8148025	0.7250877	0.8944867	0.55534077	0.7929821	0.8100289	0.93948865	0.7712935	0.85078347	0.5947272	0.8621526	0.9047855	0.7945832	0.61653435	0.6607937	0.73139834	0.81534433	0.76351047	0.93889517	0.90639585	0.81504047	0.5693989	0.75835276	0.5611181	0.755753	0.7944966	0.70227337	0.892817	0.71812105	0.7437525	0.9973893	0.98249465	0.8108884	0.84047353	0.9048798	0.54058456	0.9186556	0.6603522	0.6200091	0.767147	0.83260614	0.952447	0.8083625	0.70986545	0.8835738	0.64396644	0.80623573	0.752599	0.8638419	0.81389475	0.77381897	0.7482222	0.89906347	0.87398744	0.7471581	0.61971235	0.8352243	0.6813336	0.89536875	0.8312453	0.778337	0.9089358	0.8753993	0.872039	0.62622935	0.8357135	0.7382425	0.8350214	0.68688023	0.6887056	0.8348106	0.6797575	0.7040012	0.69827545	0.5159111	0.83051383	0.7245973	0.7764151	0.6059691	0.6755257	0.85784936	0.8730237	0.7857543	0.9167173	0.71369284	0.7172851	0.95412135	0.79768336	0.6477876	0.89513093	0.818208	0.76088154	0.8731839	0.91252255	0.9416206	0.8090259	0.5934037	0.8540989	0.89926165	0.91990066	0.9263812	0.7883688	0.82444805	0.88353974	0.91572875	0.8584213	0.8173295	0.9656981	0.9687981	0.8733138	0.658148	0.8433837	0.8786586	0.6222146	0.943224	0.67174625	0.8443899	0.51834804	0.65712446	0.64029324	0.80625856	0.64156514	0.63370603	0.82954395	0.8948372	0.94332945	0.7918184	0.8741139	0.9040956	0.8205768	0.94624305	0.6914172	0.88543415	0.92277324	0.75556684	0.86936474
alle/det	0.7933	0.83043414	0.0	0.9221418	0.8766917	0.80879414	0.8627834	0.5757353	0.9107946	0.76732695	0.73315686	0.91310394	0.9078789	0.932623	0.8143963	0.7582209	0.71509117	0.8723154	0.8726962	0.85379744	0.8486481	0.7158329	0.9167057	0.8885484	0.84390575	0.9153803	0.94194627	0.78342026	0.8730573	0.72062016	0.9323128	0.8674254	0.8537294	0.8632399	0.81583816	0.8431339	0.8356043	0.8832848	0.7786815	0.8733413	0.86262846	0.89850694	0.7833353	0.84796834	0.9471601	0.8717382	0.82462275	0.9313477	0.8535278	0.9125453	0.91398966	0.85786253	0.88392806	0.9096691	0.9344449	0.75331926	0.77939075	0.8827489	0.7535455	0.8723328	0.8800984	0.77917594	0.8377487	0.848518	0.90838933	0.7740319	0.85024387	0.8809165	0.88679916	0.81780684	0.81562793	0.7796612	0.9106693	0.9087956	0.77223045	0.92270195	0.72605026	0.8585361	0.83081275	0.94102603	0.93437153	0.8358915	0.9227128	0.90281194	0.8515473	0.7962027	0.8697374	0.82147735	0.87585616	0.8684859	0.815931	0.8178468	0.86031497	0.84844685	0.8971366	0.80942595	0.93221766	0.72572064	0.8368405	0.8869313	0.849545	0.96636784	0.91837996	0.78448695	0.92767596	0.88078684	0.8778048	0.8953501	0.90484464	0.7097668	0.91820836	0.8747529	0.95428216	0.75437653	0.8447246	0.9173568	0.75333047	0.7306833	0.86009645	0.9124664	0.8979077	0.84708583	0.8392139	0.82221854	0.90720904	0.8192316	0.80158544	0.80381596	0.78077734	0.82824564	0.88911915	0.88216317	0.9184449	0.8349461	0.8746965	0.80743235	0.86818594	0.89750737	0.87814033	0.8689461	0.92432106	0.73103875	0.7534621	0.8720433	0.91494924	0.702051	0.90347034	0.88454354	0.7940407	0.7628149	0.81181115	0.9106359	0.93070185	0.79497826	0.7376663	0.82702714	0.90381634	0.82627875	0.86378616	0.86464417	0.92598104	0.7758255	0.901691	0.92939246	0.88524663	0.8873135	0.6014766	0.92214596	0.8392508	0.83625054	0.90769374	0.8333751	0.8019517	0.9473078	0.8622869	0.96671236	0.8678185	0.7658601	0.90118515	0.84357077	0.8598584	0.923847	0.92549956	0.98664534	0.71627086	0.8838128	0.82135034	0.92360485	0.7743997	0.80635595	0.7827823	0.86662775	0.8166127	0.9136731	0.8381057	0.79502296	0.86000466	0.91718817	0.8519958	0.7403936	0.8948709	0.79319257	0.6843432	0.90991664	0.78865063	0.912884	0.79066664	0.8767419	0.82745665	0.8212913	0.86445725	0.91887397	0.7795963	0.74214506	0.9366641	0.8034528	0.84962666	0.8349522	0.83058155	0.91164625	0.88552684	0.85652107	0.82444936	0.860975	0.86325413	0.875031	0.7836524	0.82197285	0.87510014	0.8576589	0.7171018	0.7611482	0.85929704	0.8223462	0.78952515	0.79896045	0.878826	0.8478458	0.86417276	0.89871633	0.72846127	0.8974038	0.73658097	0.8984375	0.84402186	0.88785446	0.960124	0.9098447	0.8551608	0.8618016	0.7399955	0.884478	0.7195817	0.70929897	0.8525704	0.7540938	0.8386291	0.79751134	0.8650243	0.94722915	0.85459477	0.7650015	0.7517814	0.89315975	0.8501531	0.8821566	0.8064159	0.9014352	0.91827786	0.8670902	0.92749715	0.8226226	0.78349483	0.92100775	0.8443058	0.52494913	0.93901384	0.8331635	0.96972847	0.8759943	0.8291229	0.81046975	0.85827214	0.8880139	0.8715998	0.90698075	0.8931608	0.86965567	0.8979876	0.78399116	0.7180808	0.86706966	0.87446463	0.85287225	0.920315	0.76768845	0.91820073	0.9141994	0.80355537	0.8639612	0.8049092	0.82781726	0.8426906	0.7973987	0.82675177	0.92114216	0.91587603	0.6989071	0.88080126	0.86412346	0.85186493	0.7031436	0.9643022	0.8273711	0.8117645	0.8371196	0.8474474	0.7688447	0.8250195	0.7068274	0.9416571	0.77079344	0.8457313	0.7909516	0.7822825	0.81014013	0.73763424	0.9268678	0.8523804	0.7497189	0.746045	0.65346855	0.76303214	0.8224497	0.7747413	0.915283	0.8061036	0.72832346	0.8787519	0.79873204	0.882216	0.83014894	0.8611307	0.8727825	0.9309503	0.63282174	0.80551326	0.9086848	0.9285532	0.90098363	0.9348643	0.8615048	0.8797087	0.70694435	0.8621524	0.89474255	0.8864694	0.75134176	0.8113394	0.8252096	0.9001795	0.7436986	0.8976163	0.9431823	0.90904975	0.8753613	0.8830311	0.86331993	0.95228815	0.8138524	0.6912272	0.86337966	0.84322923	0.8773745	0.8351597	0.83823705	0.8317275	0.65275633	0.9364609	0.9057506	0.9077323	0.7899108	0.6900358	0.93100166	0.72699153	0.76358676	0.8196855	0.899212	0.8249213	0.86815107	0.8702773	0.8155242	0.87756175	0.96278566	0.84039354	0.86116683	0.78346074	0.8597393	0.8692919	0.8679483	0.79940057	0.89310145	0.9207543	0.83488727	0.8354457	0.89154285	0.8566137	0.8368985	0.9077266	0.7610354	0.91174924	0.9373766	0.8100206	0.80084383	0.9353414	0.93904114	0.6889636	0.89060366	0.8074474	0.8538765	0.8561927	0.91114515	0.78312504	0.8943394	0.71247727	0.9182054	0.98917085	0.9374496	0.76566637	0.86835873	0.841563	0.79988664	0.8484093	0.7784102	0.89154005	0.9186617	0.92158407	0.7609363	0.7262545	0.72335804	0.8728845	0.71986896	0.8883701	0.8990158	0.9159066	0.89693993	0.7930976	0.8358948	0.8330244	0.88064796	0.87279403	0.8582424	0.7142969	0.9167976	0.9054154	0.93525624	0.8235751	0.8854476	0.9266637	0.6201368	0.9126236	0.82514584	0.87792784	0.73272943	0.8848971	0.91895735	0.68277353	0.93650717	0.86109096	0.84672135	0.80498445	0.86884934	0.6922422	0.8545005	0.8759422	0.7950424	0.845317	0.89990854	0.9650063	0.8411336	0.8465442	0.87530327	0.96885806	0.8547392	0.9007129	0.8874013	0.82247496	0.8193351	0.8918029	0.9221536	0.96655345	0.91167736	0.80652004	0.8048615	0.8341259	0.78927445	0.73701096	0.67277056	0.87450886	0.84556055	0.8005028	0.8032525	0.8864881	0.90388256	0.82127106	0.87460065	0.8941012	0.76015097	0.9318235	0.83398664	0.92473483	0.8389196	0.8907876	0.7991601	0.9193395	0.79605496	0.808892	0.89368474	0.82360446	0.7894958	0.81703734	0.7518692	0.8609023	0.8090781	0.8475575	0.90709245	0.9235172	0.8340717	0.8616922	0.7418835	0.7605651	0.84829485
