	1901/noun	1976/noun	2003/noun	Celsius/noun	Cup/noun	Europa/noun	Genkse/adj	Venetiaans/adj	aan/adj	aandeelhouder/noun	aardappel/noun	abnormaal/adj	achteren/adv	adem/noun	adem_in/verb	al/adv	album/noun	alles/noun	altijd/adv	aluminium_folie/noun	alweer/adv	ander/adj	andijvie/noun	arm/noun	as/noun	atmosfeer/noun	auto/noun	auto_verzekering/noun	avondeten/noun	baad/verb	bad/noun	bak/verb	bedreigd/adj	beetje/noun	behandel/verb	behoorlijk/adj	beker/noun	bel/noun	beleef/verb	beleg/verb	beloof/verb	ben/verb	benzine/noun	berg_top/noun	beschuldigd/adj	binnen/adv	binnen_plein/noun	blad/noun	blijf/verb	blijf_af/verb	bloem/noun	bloot/adj	blus/verb	bord/noun	boter/noun	braad/verb	braadpan/noun	brand_DIM/noun	brandend/adj	brij/noun	brok/noun	bron/noun	bruin/adj	brutaliteit/noun	buis/noun	buiten/adv	centi_meter/noun	chocolademelk/noun	circa/adv	coalitie/noun	coalitiepartner/noun	crash/noun	daar/adv	daarna/adv	dag/noun	dan/adv	debat/noun	dicht/adj	diep/adj	diepte/noun	dik/adj	doel/noun	doorboor/verb	dossier/noun	draai/verb	draai_heen/verb	dreig/verb	drift/noun	drink/verb	droog/adj	drukkend/adj	druppel/noun	echt/adj	eerstvolgend/adj	eet/verb	ei/noun	eikel/noun	en/adj	ene/adj	erg/adj	estafette/noun	evacueer/verb	even/adj	even/adv	fiscus/noun	flauw/adj	fruit/verb	full_cd/noun	fusie_ploeg/noun	ga_in/verb	gans/adj	gas/noun	gedeeltelijk/adj	gedij/verb	geef_door/verb	gemeenteraad_verkiezing/noun	genoeg/adv	geschiedenis/noun	gesteente/noun	getoond/adj	gezocht/adj	giet/verb	giftig/adj	glas/noun	gloeiend/adj	gordijn/noun	goudbruin/adj	graad/noun	gras/noun	grill/noun	grond/noun	hang/verb	hang_ijzer/noun	hap/noun	heet/adj	heet/verb	helder/adj	herfst/noun	hier/adv	hoe/adj	ijzer/noun	ijzeren/adj	in/verb	inbreuk/noun	juli/noun	kachel/noun	kant/adj	karakteristiek/noun	kastanje/noun	kern/noun	kil/adj	klein/adj	klimaat/noun	knoflook/noun	koekepan/noun	koel/adj	koffie/noun	kom/noun	kom_vrij/verb	kondig_aan/verb	koningshuis/noun	kook/adj	kook_pot/noun	kool/noun	kop/noun	koud/adj	kreet/noun	kuip/noun	kus/noun	kus/verb	kwartier/noun	kwestie/noun	laag/noun	laat/verb	lamsvlees/noun	lang/adj	latin/noun	leg/verb	leiding/noun	lepel/noun	lichaam/noun	licht/adj	lief/adj	liter/noun	loop/noun	loop_op/verb	love/noun	lucht/noun	lucratief/adj	maal/noun	malaria/noun	mals/adj	marathon/noun	mat_DIM/noun	matig/adj	meermaals/adv	melk/noun	mes/noun	middag/noun	middaguur/noun	min/adj	mineraalwater/noun	minuut/noun	mix/noun	moment/noun	mompel/verb	mors/verb	motor/noun	naad/noun	naald/noun	nacht/noun	nek/noun	net/adj	niet/adv	nieuw_feit/noun	nog/adv	ochtendgloren/noun	olie/noun	olijfolie/noun	om/adj	omstandigheid/noun	onderhandeling/noun	onderwerp/noun	ontleen/verb	ontzettend/adj	ooit/adv	oorlog/noun	opnieuw/adv	oppervlakte/noun	opzettelijk/adj	oven/noun	overgoten/adj	overig/adj	pan/noun	pap/noun	passage/noun	pasta/noun	patat/noun	patrouilleer/verb	peper/noun	pers/verb	plaag/noun	plaat/noun	politiek/adj	porie/noun	portie/noun	proeve_rij/noun	prothese/noun	regen/noun	rem/noun	ren/verb	resistent/adj	ring/noun	roer/noun	ronduit/adv	rood/adj	rook/noun	room/noun	rooster/verb	rust/verb	saai/adj	saffraan/noun	schaal/noun	schenk_in/verb	schoon/adj	schuif/verb	schuif_door/verb	schuif_uit/verb	sector/noun	seks/noun	slaaf/noun	slik/verb	slot/noun	slotminuut/noun	slurp/verb	smeed/verb	smelt/adj	snackbar/noun	snel/adj	soap/noun	soep/noun	sojasaus/noun	soms/adv	speel_af/verb	spleet/noun	spoel_af/verb	spoel_door/verb	spotje/noun	spuw/verb	sta/verb	stand/noun	stand_DIM/noun	start_schot/noun	steeds/adv	steek/verb	stilaan/adv	stook/verb	stoom/adj	stoom/noun	stoot_DIM/noun	strand/noun	streven/noun	strijkijzer/noun	tafel/noun	te/adv	team_manager/noun	technologie_sector/noun	teruggave/noun	thee/noun	toegepast/adj	toevoer/noun	tomaat/noun	traan/noun	trek/noun	trend/noun	ui/noun	uitdrukking/noun	uitzonderlijk/adj	vaak/adj	vakantie/noun	vakbond/noun	verbrand/verb	verbranding/noun	verdeler/noun	verkleumd/adj	verlangen/noun	verpleegster/noun	vers/adj	vers/noun	verscheiden/adj	verschrikkelijk/adj	verschrompel/verb	verslag/noun	vervlieg/verb	verwarm/verb	verwarmd/adj	vet/noun	vinger/noun	vis/noun	vlam/adj	vlees/noun	vlek/noun	vluchteling/noun	vochtig/adj	voeg_toe/verb	voel/verb	voel_aan/verb	voet/noun	vol/adj	volgorde/noun	vonk/noun	voorafgaand/adj	voorbij/adj	voorjaar/noun	voorspel/verb	voortijdig/adj	voorwerp/noun	vorm/verb	vouw/verb	vuur/noun	wacht/verb	warm/adj	warmte/noun	wat/adv	water/noun	water_plas/noun	ween/verb	weer/adv	weer/noun	wek_op/verb	wel/adv	wellicht/adv	wend_aan/verb	werk_af/verb	wind/noun	winderig/adj	winter/noun	woensdag_middag/noun	woestijn/noun	wonder/noun	word/verb	zacht/adj	zakelijkheid/noun	zeer/adv	zelfs/adv	zet/verb	zit/verb	zo/adj	zo/adv	zomer/noun	zomer_dag/noun	zomermaand/noun	zomers/adj	zon/noun	zonovergoten/adj	zout/noun	zwaar/adj	zweet/verb	zwembad/noun	°/noun
1901/noun	0.0	0.67750084	0.62748253	0.8343444	0.96060365	0.9503915	0.9146136	0.8587904	0.9239621	0.9263502	0.8957582	0.83421385	0.8552326	0.82378453	0.8628437	0.8358362	0.84165007	0.9784311	0.9449024	0.9013518	0.74747205	0.9925251	0.84848183	0.94234717	0.8943827	0.8719918	0.8947656	0.89439934	0.8807171	0.8995855	0.82896143	0.8810335	0.9532696	0.90717894	0.95974845	0.90082514	0.9569722	0.9277178	0.7061478	0.97423255	0.8024069	0.9513787	0.9622706	0.8886177	0.97991604	0.84367144	0.8365022	0.89084667	0.9245302	0.92446876	0.9344654	0.89097637	0.92141676	0.92607605	0.93861514	0.9286991	0.92011565	0.9433982	0.8811942	0.86292267	0.9322349	0.9224751	0.91088116	0.88029456	0.88113636	0.7885789	0.9489973	0.83471006	0.959445	0.9569457	0.9596833	0.7889418	0.86843324	0.94528127	0.80956745	0.8986901	0.9652329	0.87753844	0.89819235	0.8895481	0.87459207	0.95257926	0.90985274	0.87388897	0.8026093	0.82954955	0.9201768	0.9154569	0.8697914	0.8397735	0.8202976	0.89606	0.8925412	0.9081187	0.88424677	0.9690255	0.81733525	0.964855	0.93814313	0.9187883	0.87642235	0.9197194	0.8927658	0.88721496	0.90248114	0.969784	0.9142969	0.77261335	0.8519852	0.8542681	0.8068087	0.89797306	0.89006305	0.8739414	0.8848623	0.81973314	0.88687384	0.873351	0.89919144	0.9247381	0.9378533	0.9258004	0.9105763	0.94977355	0.8765608	0.83152604	0.88639706	0.8516724	0.9308331	0.89697766	0.91112864	0.91991496	0.81426555	0.8511392	0.8077822	0.9548031	0.8391406	0.6746425	0.9152947	0.9333915	0.8676647	0.9158683	0.825822	0.92319626	0.7962743	0.8782455	0.9271792	0.91710573	0.8285224	0.9553511	0.8649688	0.93918574	0.8505453	0.95665014	0.9088172	0.85400105	0.92339265	0.89662874	0.9147354	0.63901234	0.9040095	0.8929075	0.91756886	0.9194672	0.935759	0.78737247	0.9501465	0.85740995	0.80021745	0.94715124	0.8704379	0.853543	0.9176112	0.927552	0.95129937	0.7766189	0.84399533	0.9297861	0.9215424	0.93870443	0.92694354	0.9440107	0.8896644	0.9291421	0.938508	0.8655766	0.94160163	0.8216296	0.9213924	0.93815833	0.93188035	0.9296509	0.8596064	0.9135167	0.90750206	0.9083395	0.9330243	0.9560995	0.87481236	0.9039517	0.92503166	0.9016118	0.90101296	0.9413924	0.8892015	0.8846893	0.9218016	0.7777501	0.92272633	0.82141376	0.7765475	0.77375317	0.9465624	0.92890525	0.9063923	0.855359	0.8752191	0.9238459	0.93594825	0.9630825	0.9212545	0.89735353	0.9189094	0.981014	0.9025313	0.9657251	0.98550415	0.78908116	0.92577314	0.9315169	0.8181535	0.8904021	0.97788703	0.92270106	0.88880503	0.94863075	0.9287231	0.9001261	0.90651643	0.94696754	0.90283793	0.8852891	0.8651991	0.915952	0.9138122	0.9443891	0.9471073	0.88684607	0.83761567	0.72500217	0.89616257	0.9355568	0.9109068	0.9186021	0.9697338	0.94717467	0.89606154	0.9192972	0.9109664	0.913344	0.9745267	0.94069135	0.95202243	0.9313866	0.915899	0.9099231	0.8119742	0.8945728	0.95494336	0.961977	0.9583759	0.97854406	0.96532226	0.92931235	0.87355936	0.83751726	0.8912934	0.87721866	0.95236135	0.96088916	0.9003512	0.96432924	0.94120765	0.91651475	0.9348557	0.879066	0.822798	0.89225954	0.94300056	0.92141396	0.96071553	0.8285552	0.8793052	0.9218187	0.94477624	0.8593176	0.8468341	0.8860032	0.89076847	0.8362845	0.75310224	0.97954994	0.85850155	0.92547417	0.8436835	0.840069	0.75573146	0.9145859	0.91694593	0.9472709	0.9107919	0.93446606	0.8852948	0.95800275	0.83498836	0.9518033	0.94329387	0.7971569	0.916375	0.79111046	0.9429029	0.88895386	0.8860502	0.88383156	0.85115826	0.94564927	0.91215515	0.9039174	0.9080285	0.9382326	0.8314419	0.9137036	0.91421497	0.8779085	0.8678155	0.8448064	0.9205085	0.8976404	0.94235426	0.78424066	0.9534805	0.9064141	0.94544685	0.7884796	0.93620354	0.82928324	0.87327516	0.86542	0.85895765	0.9181162	0.908984	0.93370974	0.7684072	0.67404276	0.72088414	0.9106357	0.9430891	0.96102077	0.91590506	0.9276656	0.77121776	0.85263884	0.8706212	0.89346844	0.89113754	0.8648121	0.88462293	0.7594694	0.80170834	0.9585655	0.96695215	0.8425156	0.8738669	0.89342654	0.82918024	0.86390203	0.7035638	0.8738835	0.8288902	0.9110127	0.83252	0.82732046	0.90512127	0.9026554	0.84385496	0.9721345	0.96346366	0.89432687	0.91521657	0.56317836	0.7383402	0.66719294	0.7745295	0.7813053	0.8181333	0.9614223	0.844196	0.8604112	0.87777317	0.86558735
1976/noun	0.67750084	0.0	0.6736052	0.87376046	0.69811165	0.62687314	0.8731771	0.88789475	0.94504976	0.8991786	0.89585364	0.85348	0.9388083	0.8481239	0.8586736	0.8856908	0.7134898	0.9082616	0.91193324	0.9273107	0.74712175	0.98124814	0.91575295	0.9287731	0.84337294	0.85486275	0.9161655	0.9156182	0.88502866	0.867859	0.8362922	0.91128016	0.9250239	0.9368955	0.90429604	0.92267066	0.7877325	0.9524142	0.70831907	0.97925454	0.7585579	0.9286522	0.89172024	0.902203	0.8942377	0.8923282	0.9022453	0.90891314	0.9571358	0.9619484	0.90331835	0.8844147	0.87107575	0.91122836	0.91689485	0.87684214	0.9365526	0.89066136	0.82433414	0.91239285	0.8828686	0.9376804	0.9278004	0.90491384	0.87880677	0.8382801	0.9401355	0.8983669	0.87497383	0.93716735	0.9439732	0.7447233	0.847273	0.88917494	0.82539743	0.9204449	0.8758495	0.9275607	0.9596986	0.910741	0.9301575	0.95926696	0.85468316	0.9007001	0.8844732	0.8820815	0.90603876	0.9382511	0.8952612	0.83490837	0.83559775	0.80712634	0.85861963	0.64679503	0.9029732	0.96569175	0.8833208	0.96005684	0.8903898	0.9176327	0.8607472	0.8153968	0.93503755	0.81398755	0.8905154	0.9585973	0.9275542	0.6885066	0.9086805	0.88557696	0.8638357	0.8586752	0.82755965	0.908723	0.88130534	0.81921875	0.8852777	0.82284045	0.8532603	0.89240617	0.94118285	0.8859165	0.84537804	0.9208545	0.83653843	0.9239193	0.9112965	0.84192634	0.8424829	0.85387313	0.82999223	0.9289401	0.65938085	0.91724634	0.76131344	0.7974891	0.8981745	0.7153244	0.844899	0.8440769	0.84043396	0.8617507	0.8473101	0.911077	0.67017287	0.8510894	0.939978	0.9533108	0.88542664	0.9652428	0.8581941	0.9713202	0.8617709	0.95085716	0.8887985	0.82419837	0.87983143	0.9187649	0.818958	0.751961	0.90615785	0.9185729	0.8869413	0.881549	0.9165829	0.857389	0.95139694	0.9053707	0.8919779	0.92948985	0.904929	0.927331	0.9159257	0.95125324	0.92095184	0.86269146	0.89547503	0.94304156	0.9297659	0.9156014	0.88128257	0.9110981	0.89764476	0.90233237	0.9095688	0.89401263	0.8570702	0.8887289	0.9149513	0.76201296	0.89553916	0.96193385	0.8339105	0.90017176	0.9004458	0.9023645	0.9126939	0.9064144	0.826061	0.8765471	0.9078722	0.89830786	0.915381	0.9248494	0.8640988	0.8723304	0.8651879	0.8854617	0.9116825	0.8290161	0.8792926	0.8446361	0.90238124	0.9379545	0.85764503	0.9288057	0.88077897	0.9000379	0.94329286	0.90194774	0.88511133	0.83583117	0.9024471	0.944955	0.91086984	0.77878535	0.86754566	0.7490315	0.8821637	0.9595433	0.8805861	0.87667763	0.94373393	0.90024346	0.91697025	0.9078722	0.91422874	0.90446436	0.8781229	0.9424889	0.87195075	0.90723825	0.73515254	0.9087044	0.9147432	0.96580553	0.9438152	0.9354112	0.86670154	0.874841	0.836777	0.9381278	0.8487481	0.8417951	0.8968525	0.9165394	0.86607707	0.9163243	0.91065896	0.9360638	0.9026951	0.9600778	0.90159667	0.8926665	0.87321514	0.9021644	0.8558128	0.90724796	0.94836384	0.90893114	0.9326527	0.914258	0.87440336	0.9204246	0.9049548	0.7619445	0.9007766	0.9147755	0.92927605	0.8847013	0.8731029	0.95448554	0.9465387	0.8386031	0.91131204	0.9073969	0.8651202	0.88192886	0.8602269	0.8282929	0.9759565	0.8572271	0.73535246	0.9590696	0.9651449	0.8595288	0.8437311	0.90930206	0.8564166	0.8836766	0.8214333	0.89181095	0.8090282	0.9450422	0.90005517	0.87731725	0.8649721	0.8869692	0.8433604	0.8924672	0.9228006	0.9377994	0.90876883	0.9494121	0.86774135	0.9470512	0.9613216	0.8139161	0.93757766	0.75617677	0.9334785	0.8468636	0.8939964	0.94513875	0.9198797	0.9392301	0.82078147	0.9188627	0.8563477	0.84620184	0.84589916	0.89197785	0.8303809	0.83522546	0.9127047	0.90754586	0.89714456	0.8939664	0.94244045	0.84043926	0.9361562	0.923187	0.89004725	0.8678909	0.9311866	0.9053555	0.84812427	0.8645937	0.8850013	0.8385512	0.8715557	0.7407509	0.8029366	0.68039083	0.7572581	0.9098594	0.8325709	0.9037749	0.9383147	0.89650315	0.8411945	0.78955674	0.8079628	0.9359369	0.8634643	0.91140664	0.8772945	0.84291005	0.8333187	0.92349213	0.9718928	0.82159376	0.8677625	0.82445776	0.89969426	0.83437383	0.74872124	0.7936752	0.83437175	0.8375261	0.8201377	0.87989515	0.90162563	0.90963167	0.8533372	0.931881	0.9500803	0.90599537	0.89647245	0.679469	0.7239616	0.7169794	0.7973648	0.7889371	0.71632636	0.94677395	0.8632368	0.9270818	0.87995976	0.91535413
2003/noun	0.62748253	0.6736052	0.0	0.86979556	0.9710939	0.960078	0.87853503	0.91416067	0.91309714	0.8502928	0.8564353	0.8445521	0.9316819	0.89670336	0.9320579	0.761768	0.7949508	0.9488831	0.946232	0.8924329	0.7733551	0.8606119	0.8893503	0.9703601	0.8977095	0.92643285	0.9682063	0.782228	0.94660157	0.94261295	0.8884835	0.89773506	0.97488236	0.92480767	0.8070867	0.8665986	0.94586086	0.93998426	0.759012	0.96498215	0.71762127	0.87421477	0.937313	0.85786337	0.9519521	0.8973351	0.9011849	0.782048	0.9177466	0.874963	0.91539145	0.8270631	0.9556397	0.91720676	0.92728424	0.9093299	0.91672546	0.9568008	0.93682057	0.9152342	0.9543945	0.88337487	0.92393744	0.90561426	0.88943106	0.87290037	0.9409243	0.9397817	0.90056765	0.9357123	0.960733	0.8069969	0.91308284	0.8215456	0.78658855	0.8640789	0.9260008	0.9299846	0.93527687	0.88216174	0.94041467	0.89232963	0.97039986	0.7027803	0.897804	0.90775466	0.8529745	0.90737873	0.9535433	0.7861618	0.9029759	0.92716026	0.92877257	0.7430481	0.9337045	0.9521362	0.7950703	0.9726937	0.8569906	0.9152843	0.93922126	0.9043395	0.9530476	0.93842155	0.94753164	0.978793	0.962323	0.70895606	0.8904798	0.76152056	0.8332602	0.9243253	0.87976766	0.92996144	0.8256477	0.6947864	0.8925538	0.8293476	0.9198452	0.89483607	0.93138796	0.9127407	0.8954697	0.92512006	0.90106916	0.9447549	0.9048717	0.8079221	0.84690046	0.94335014	0.9098638	0.91705227	0.84120196	0.9597045	0.76679695	0.90168536	0.9221631	0.59801644	0.91818064	0.88393277	0.9462075	0.90606606	0.82399404	0.94269526	0.6830026	0.8838374	0.92625517	0.9643044	0.83926183	0.9124792	0.8704202	0.9304567	0.8852312	0.96180296	0.9524447	0.8564863	0.9434124	0.9705162	0.81056154	0.5493707	0.96189946	0.9404356	0.9563737	0.9531799	0.8918717	0.86522764	0.9813239	0.95286983	0.9389852	0.96335995	0.8644235	0.86527103	0.90502864	0.9082389	0.95710754	0.8468249	0.9257533	0.90882784	0.92508674	0.9587775	0.9201747	0.9029722	0.85273516	0.90861636	0.9592519	0.8892833	0.93608224	0.86111593	0.8929094	0.92944455	0.8887056	0.9505335	0.80406004	0.9584702	0.9201056	0.86834717	0.9418845	0.9634051	0.89052933	0.9164104	0.8970696	0.9303161	0.890864	0.9412465	0.9147315	0.891308	0.9425156	0.9052657	0.9457199	0.90082204	0.8853792	0.9479062	0.96069044	0.9131771	0.7333144	0.84359765	0.87859964	0.93349963	0.9154371	0.97148997	0.89424753	0.82286584	0.79016924	0.92037183	0.9315373	0.84129286	0.91673714	0.7278965	0.9033803	0.94232523	0.8917334	0.94618446	0.8324504	0.94657165	0.9731617	0.93618834	0.95949763	0.93753856	0.8818878	0.92893624	0.92746747	0.88148916	0.8899214	0.9227576	0.94768953	0.96618414	0.91703516	0.9070417	0.8312745	0.94454557	0.9124277	0.9257573	0.8983425	0.8943118	0.9506513	0.9101893	0.91589105	0.947702	0.89455813	0.9435565	0.97356045	0.9092184	0.88244665	0.9419785	0.9001664	0.8839909	0.81136197	0.93041	0.8592638	0.8993569	0.9330374	0.95515865	0.96452594	0.94424796	0.9479499	0.89664686	0.9358877	0.9142194	0.86506	0.9495183	0.92645645	0.9059609	0.9373511	0.8217183	0.9607669	0.95280635	0.9370463	0.93940187	0.96603936	0.89558256	0.93914664	0.9083447	0.8736966	0.84278095	0.9473731	0.85980654	0.89797986	0.9315437	0.91026044	0.93351555	0.8324151	0.9575384	0.9141991	0.9375258	0.9063144	0.88219136	0.8811579	0.8864401	0.9347726	0.96973187	0.9382978	0.89466	0.9603669	0.9404924	0.7550041	0.9342207	0.98103845	0.7877687	0.9116665	0.7339424	0.88173324	0.91009825	0.906146	0.8965468	0.9548934	0.93121654	0.94792473	0.943251	0.91294926	0.90667176	0.91817653	0.850604	0.88119453	0.89369094	0.90974885	0.9244864	0.9462644	0.9495845	0.92093205	0.8870405	0.94685215	0.94503736	0.9356823	0.8655692	0.93496025	0.9315092	0.92660725	0.8943152	0.8999407	0.82270706	0.9312978	0.921766	0.68838525	0.52719533	0.7393815	0.8093638	0.94068485	0.9107367	0.96949804	0.9475263	0.81824946	0.8096813	0.8983018	0.9360103	0.91727173	0.9009891	0.95274454	0.8097501	0.79731154	0.9301999	0.94738245	0.6205504	0.90948606	0.75407094	0.91408336	0.85678613	0.6635708	0.84729743	0.9172976	0.87729144	0.7215503	0.87838984	0.95362115	0.83915615	0.8574666	0.90380776	0.9139948	0.88754815	0.89233667	0.555714	0.7362038	0.6927345	0.80787516	0.8686626	0.85417414	0.9363316	0.8931315	0.9529995	0.837643	0.9027021
Celsius/noun	0.8343444	0.87376046	0.86979556	0.0	0.96235573	0.96502495	0.9241995	0.79414856	0.83658445	0.96597856	0.6556109	0.71509	0.9168415	0.85860777	0.7211281	0.91185856	0.9671419	0.87874305	0.87368554	0.6933943	0.8908284	0.9435705	0.70307624	0.8657936	0.7618849	0.5755298	0.9216945	0.9285098	0.8979874	0.77658457	0.66620445	0.56098175	0.93122345	0.6894554	0.9423724	0.7362006	0.85795367	0.89213	0.84528935	0.89401644	0.90049195	0.89939916	0.82964015	0.796057	0.9227549	0.71050435	0.88400775	0.8648761	0.79838634	0.9261741	0.7101709	0.83857167	0.81692517	0.8223383	0.6719043	0.6770765	0.72532815	0.84468305	0.7084614	0.78398734	0.8157297	0.8268733	0.6503637	0.8081234	0.74147683	0.7301252	0.7080207	0.8027009	0.52635705	0.9261887	0.9486493	0.89132476	0.88130236	0.7193827	0.82038885	0.8203263	0.9714807	0.833004	0.8202008	0.7403685	0.7263652	0.95828134	0.832793	0.9418081	0.74018204	0.8973393	0.9089677	0.933034	0.80523837	0.5667108	0.65997094	0.7182954	0.85293305	0.9344986	0.7584418	0.7586724	0.8954215	0.9577696	0.9393127	0.8119545	0.9528094	0.878495	0.7824714	0.8594054	0.9803253	0.92611635	0.70528823	0.9448948	0.9249066	0.8211654	0.89203626	0.63310987	0.8250329	0.67216647	0.88151866	0.98548174	0.81425285	0.9534839	0.77194655	0.868689	0.9144344	0.71129733	0.7336634	0.72706777	0.62806296	0.79004955	0.6291504	0.3367917	0.82536864	0.7177117	0.7720959	0.7945948	0.9357216	0.8255326	0.6073278	0.87275374	0.72296923	0.7951315	0.84679574	0.8454218	0.7122299	0.8142662	0.8030267	0.96480465	0.902363	0.63529253	0.9086337	0.88526773	0.8068565	0.90271163	0.65634036	0.8362536	0.7066704	0.7802609	0.67166984	0.57281846	0.77901965	0.7551892	0.7320708	0.93827057	0.9141721	0.6534595	0.819923	0.65576106	0.8386886	0.5184907	0.93935406	0.7363743	0.8343413	0.9256556	0.6944128	0.9247253	0.7520964	0.7801934	0.83602095	0.86216855	0.9083097	0.81686807	0.8239016	0.7818064	0.75848895	0.71832865	0.86844385	0.69217277	0.89409465	0.7071593	0.93900174	0.5697283	0.85262465	0.899096	0.8297782	0.7540089	0.9226566	0.86144555	0.5807797	0.92672867	0.6777517	0.857923	0.7325947	0.7863576	0.70075876	0.78522885	0.6926245	0.88379085	0.8902382	0.81681263	0.8847694	0.8033335	0.88681996	0.7769011	0.7441277	0.89274657	0.72760355	0.9476266	0.9418827	0.9126637	0.73614764	0.64188206	0.6744864	0.867828	0.8168719	0.963056	0.9485874	0.9282203	0.81080484	0.9328377	0.8666618	0.7939278	0.7675647	0.8516905	0.48090184	0.7866189	0.92897016	0.6471983	0.82948124	0.9094812	0.67949533	0.6265651	0.8936171	0.708356	0.8039761	0.95143974	0.83047646	0.96409553	0.79945964	0.7481495	0.907694	0.8944027	0.70353127	0.892469	0.8800745	0.8268807	0.87207043	0.83322406	0.895254	0.84915745	0.7217008	0.7248889	0.5884932	0.76734763	0.9227418	0.8260326	0.71418667	0.88364947	0.67626673	0.82750046	0.8151877	0.84887743	0.9151223	0.9215804	0.9026069	0.88834774	0.9517183	0.92990434	0.8917943	0.86027676	0.7629164	0.7658851	0.8384221	0.96243757	0.687047	0.8324762	0.7958776	0.9456327	0.8009666	0.65868104	0.65679646	0.8454139	0.80821335	0.88568556	0.89784753	0.8071463	0.9363445	0.8683394	0.7735554	0.7621605	0.6181195	0.83948886	0.58774614	0.85219485	0.709362	0.95120406	0.7866441	0.8909378	0.7620536	0.9315648	0.93233454	0.91249645	0.78759646	0.88273394	0.7307627	0.7705198	0.9023351	0.9165276	0.9273802	0.6947949	0.93141776	0.7559215	0.8818497	0.89071953	0.98335624	0.60462564	0.61826396	0.8944372	0.7673987	0.88723123	0.86002064	0.7222177	0.8915618	0.91626227	0.8023937	0.8396262	0.89896184	0.803622	0.53459585	0.56684047	0.6074172	0.84339935	0.7106527	0.82670206	0.6845587	0.766906	0.91565853	0.6063382	0.7735423	0.84441394	0.5882477	0.83122516	0.77218467	0.9067658	0.7800255	0.9591504	0.90430003	0.82294047	0.79616386	0.8812938	0.8122549	0.85060763	0.8742757	0.6879761	0.8936012	0.51669085	0.51791036	0.7135234	0.5750649	0.8867601	0.85288775	0.8314712	0.5995742	0.68306553	0.9589418	0.8605225	0.921066	0.89054644	0.5725918	0.6786579	0.53714406	0.82276845	0.8288362	0.7978441	0.75530344	0.59733915	0.8572382	0.7846167	0.7654333	0.8260964	0.86816984	0.82290065	0.8716794	0.66964877	0.74680686	0.6508529	0.64186347	0.56900615	0.82803035	0.6535977	0.78288996	0.71900654	0.7310542	0.41264832
