	1975/noun	AD/name	Christian/name	Gras/name	Haring/name	St./name	Viagra/name	aandacht/noun	aandeel_markt/noun	aandoening/noun	aankondiging/noun	aanwezigheid/noun	advies/noun	adviseer/verb	af/adv	al/comp	alcohol_gebruik/noun	alle/adv	alle/det	allerlei/det	alom/adv	als/comp	als/comparative	als/prep	alternatief/adj	alternatief/noun	altijd/adv	alvast/adv	ander/adj	anderzijds/adv	antibioticum/noun	apparaat_DIM/noun	artikel/noun	bad/noun	bedreig/adj	begrotingstekort/noun	behandeling/noun	bekoor/verb	ben/verb	bereid/verb	beschouw/verb	beschouwing/fixed	beschrijf/verb	beslist/adj	bespaar/verb	bestanddeel/noun	beurs/noun	beval/verb	bevestig/verb	bevind/verb	bewijs/verb	bezinning/noun	bied/verb	bijzonder/adj	bitter/adj	blad/noun	blijk/verb	boek/noun	boer/noun	boodschap/noun	bos/noun	bron/noun	buiten/adv	buiten/fixed	buitengewoon/adj	cannabis/noun	chip/noun	chocolademelk/noun	christendom/noun	cluster/noun	coffeeshop/noun	combinatie/prep	commissie/noun	compensatie/noun	compleet/adj	concurrentie/noun	contact/noun	continent/noun	crisis/noun	cyclus/noun	dan/comparative	dankzij/prep	dat/comp	dat/det	de/det	democratie/noun	demonstratie/noun	denk/verb	denk_terug/verb	destijds/adv	dicht_toe/verb	die/det	die/pron	diepte/noun	dobber/verb	doe/verb	dolfijn/noun	dompel_onder/verb	drug/noun	duidelijk/adj	dynamiek/noun	economie/noun	een/det	eenwording/noun	eeuwenlang/adj	effect/noun	ego/noun	eigenschap/noun	ene/adj	enthousiasme/noun	eraan/pp	erg/adj	ervan/pp	eventueel/adj	evolutie/noun	feit/noun	functie/noun	ga_uit/verb	geestelijk/adj	geloof/noun	geloof/verb	gemakkelijk/adj	gesprek/noun	gevoelsleven/noun	gevolg/noun	gewoon/adj	gezondheid/noun	gok/verb	groente/noun	groente/prefix	haar/pron	heb/verb	heel/adj	heftig/adj	herinnering/noun	het/det	het/noun	hierbij/pp	hoe/adj	homo/noun	humeur/noun	humor/noun	hun/det	inderdaad/adv	ingrediënt/noun	interesse/noun	invloed/noun	jargon/noun	juist/adj	kan/verb	ken/verb	ken_toe/verb	keuken/noun	kind/noun	klank/noun	klimaat/noun	knoflook/noun	kogel/noun	kolonie/noun	kop_DIM/noun	koppel/verb	kracht/noun	kring/noun	kritiek/noun	kwaliteit/noun	kwestie/noun	lang/adj	lang/adv	langs/prep	leef/verb	leg_stil/verb	leid/verb	les/noun	lever/verb	lichamelijk/adj	loopbaan/noun	lucht/noun	maar/comp	maar/vg	magisch/adj	marihuana/noun	massage/noun	medisch/adj	meest/adj	mens/noun	mensheid/noun	min/adj	misschien/adv	mogelijk/adj	muziek/noun	naarmate/comp	natuurlijk/adj	nederlaag/noun	neem_af/verb	nergens/adv	net/adv	niet/adv	niets/noun	of/vg	om/comp	omdat/comp	omgeving/noun	onderhandeling/noun	ondervind/verb	onmiddellijk/adj	ontdek/verb	ontmoeting/noun	ontnuchtering/noun	ontwikkeling/noun	onvermijdelijk/adj	onverwacht/adj	ook/adv	op/prep	oplage/noun	oppositie/noun	opvallend/adj	opzicht/noun	over/prep	overigens/adv	overtuig/verb	overtuigd/adj	partner/noun	pedagoog/noun	periode/noun	persoonlijkheid_stoornis/noun	prestatie/noun	prijs/verb	proces/noun	product/noun	profiteer/verb	rakel_op/verb	reflecteer/verb	regent/noun	rij_paard/verb	riskant/adj	roep_op/verb	ronde_DIM/noun	ruiter/noun	rust/noun	rust_periode/noun	samenleving/noun	samenstelling/noun	samenwerking/noun	sanering/noun	schadelijk/adj	schoen/noun	schok/noun	schrijf_toe/verb	sommige/det	soms/adv	sorteer/verb	sport_beoefening/noun	sporter/noun	spreek/verb	spreker/noun	spring_op/verb	stof/noun	stop/verb	streek/noun	suggestie/noun	talent/noun	technologie/noun	tegen/prep	thee/noun	therapie/noun	tijdverdrijf/noun	tik/noun	toepassing/noun	toon_aan/verb	traktaat/noun	transparantie/noun	twijfel/noun	uiteen/part	uiteindelijk/adj	uitermate/adv	uitwerking/noun	vaak/adj	van/prep	vanochtend/adv	vanwege/prep	verbeter/verb	verblijf/noun	verkiezingsnederlaag/noun	verlaging/noun	verplichting/noun	verricht/verb	verschuiving/noun	verwijs/verb	verzelfstandiging/noun	voel/verb	voet/noun	voor/comp	voor/prep	voordat/comp	voorteken/noun	voorwaarde/noun	vuur/noun	waaraan/pp	waarbij/pp	waarin/pp	waarvan/pp	wanneer/comp	want/vg	wat/pron	water/noun	weg/noun	weg_gedrag/noun	weggebruiker/noun	wel/adv	wellicht/adv	wending/noun	werk/noun	werk/verb	werkelijkheid/noun	werking/noun	werkzaam/adj	wetenschappelijk/adj	wijs/verb	yoghurt/noun	zacht/adj	zal/verb	zeer/adv	zelden/adj	zelden/adv	zelfs/adv	zelfvertrouwen/noun	zit/verb	zo'n/det	zo/adv	zogezegd/adj
1975/noun	0.0	0.7366789	0.9695822	0.9095745	0.96079415	0.9682451	0.84533453	0.9308581	0.88542235	0.80660886	0.8901585	0.82677007	0.83039176	0.8738239	0.9719496	0.9494944	0.90737414	0.78938043	0.8888617	0.8671991	0.89732444	0.9244406	0.91949594	0.7582232	0.8876991	0.9002644	0.97215164	0.91685957	0.9451801	0.91911787	0.75845814	0.95829433	0.84242594	0.963382	0.90717226	0.9428679	0.8141953	0.98537767	0.8680369	0.9517241	0.8386601	0.91913253	0.77771014	0.9003426	0.897971	0.7826388	0.8632268	0.92472136	0.9492067	0.812027	0.9060447	0.8240738	0.93917507	0.90264577	0.93539256	0.7963877	0.8846287	0.7633871	0.8821027	0.9085889	0.9728761	0.9156686	0.88887703	0.8312091	0.87227976	0.88068247	0.956466	0.98166376	0.9100551	0.8778072	0.9608931	0.8877662	0.88288635	0.86631656	0.8605026	0.9232528	0.98523164	0.81427205	0.8246222	0.8579169	0.90620804	0.9458289	0.88516545	0.9304874	0.80436623	0.8039437	0.81207055	0.86106163	0.82264173	0.6620338	0.85576844	0.8495744	0.7157105	0.8998729	0.9205781	0.94518334	0.9439781	0.96106493	0.94887626	0.9446531	0.9083497	0.8602643	0.78797996	0.8894008	0.80352396	0.8105997	0.94628495	0.8407616	0.9208763	0.8845221	0.8970474	0.9376025	0.9452378	0.9204064	0.8792768	0.9527011	0.83090574	0.91211057	0.9024282	0.8857561	0.8895781	0.96146303	0.9239371	0.8519949	0.9282701	0.98462355	0.9093004	0.93098384	0.9268399	0.8209492	0.8994551	0.8820469	0.77044153	0.81487846	0.8550856	0.9000968	0.97117126	0.84788406	0.78655326	0.92295337	0.8686373	0.92039716	0.83606315	0.94746625	0.90813845	0.93114626	0.9210944	0.9586231	0.9023555	0.8916281	0.84133744	0.8550918	0.95564955	0.9149767	0.84526575	0.8966843	0.97266793	0.8144204	0.5376344	0.8893572	0.92897606	0.84907424	0.9080439	0.85494375	0.8949362	0.89637226	0.8085683	0.90896374	0.96238387	0.7341584	0.90417063	0.8619593	0.91541946	0.9407284	0.9264807	0.7003727	0.93402374	0.9023229	0.9211215	0.87502354	0.92464584	0.9577221	0.89389044	0.8645441	0.8831156	0.88202214	0.88450193	0.9726467	0.8929248	0.93523014	0.8377336	0.943051	0.944323	0.89893943	0.9020944	0.9059192	0.95188713	0.97619784	0.9494335	0.92028415	0.91071224	0.9034976	0.89169747	0.8923316	0.77940553	0.7753974	0.87139934	0.902009	0.8034054	0.8633856	0.89165133	0.9502271	0.94591874	0.78525305	0.8818718	0.9142355	0.9464369	0.91974396	0.84670615	0.944769	0.94150853	0.92822653	0.8214726	0.7975801	0.8883747	0.92366594	0.85538954	0.85855764	0.8890851	0.92674774	0.90044695	0.92413056	0.8003163	0.9794265	0.9179107	0.89681125	0.9635765	0.9254396	0.9467947	0.8987102	0.8590231	0.8647863	0.8739793	0.8510581	0.8927894	0.9513504	0.7740016	0.8904595	0.8881829	0.8936008	0.8624704	0.9707822	0.91784775	0.9299801	0.9202629	0.8945541	0.7920842	0.9038239	0.9004712	0.89320344	0.8785154	0.94608045	0.888273	0.9498426	0.8277129	0.95879465	0.95704234	0.8876292	0.91331625	0.882233	0.81115717	0.90899783	0.85871166	0.7777848	0.886148	0.838693	0.8906228	0.8285333	0.88168174	0.8858081	0.94759256	0.8991606	0.8303358	0.9053032	0.9079122	0.84557164	0.93726826	0.81224024	0.9287041	0.9389248	0.9413774	0.8923303	0.8920625	0.78818905	0.9581701	0.8750869	0.94595265	0.849814	0.92052686	0.8112408	0.83515894	0.86969256	0.9427924	0.8555885	0.954419	0.9281933	0.9784287	0.93692654	0.95935804	0.96862286	0.84402215	0.8965751	0.8298682	0.88286173	0.85817826	0.8516581	0.80427516	0.9000497	0.93431073	0.9722157	0.85903054	0.8386957	0.88113946	0.7281258	0.9334224	0.9392234	0.92452455	0.80430967	0.93005323	0.9095823
AD/name	0.7366789	0.0	0.94919664	0.94559	0.9512275	0.9815795	0.9066069	0.89269626	0.91986805	0.8633427	0.9003213	0.89646626	0.8807967	0.84742534	0.9612722	0.8967344	0.9511551	0.90011895	0.8681498	0.76916754	0.8532928	0.9239173	0.9056827	0.8694742	0.85930467	0.91536236	0.94314504	0.8413235	0.90969026	0.8927976	0.938146	0.9138356	0.5700892	0.93528545	0.9312215	0.95497316	0.88466454	0.95696074	0.88504326	0.9048261	0.8613901	0.9297147	0.77243114	0.8429358	0.9592231	0.89969987	0.93204236	0.8638073	0.8634772	0.8943614	0.95359796	0.95250267	0.93642086	0.8301846	0.91113335	0.64358103	0.86586154	0.7731857	0.93392706	0.9467648	0.95467633	0.8575615	0.9579668	0.90639776	0.81018865	0.90168285	0.87987876	0.88307	0.8772918	0.95804095	0.9298894	0.9227822	0.8928964	0.89718336	0.9038802	0.9604186	0.912413	0.8925845	0.8560993	0.9396683	0.88097495	0.9391058	0.87428963	0.91612834	0.8635864	0.9315003	0.935195	0.93063176	0.96251965	0.8238374	0.84280485	0.86135626	0.7761614	0.8731324	0.8378082	0.89387476	0.93911994	0.9447065	0.9504932	0.93974805	0.8836102	0.9349626	0.80360293	0.91487104	0.8686587	0.9095166	0.94436914	0.7504184	0.9187621	0.89260095	0.87540436	0.87067306	0.96289104	0.86244553	0.90512246	0.89436966	0.8443727	0.8795756	0.8738539	0.89467156	0.9374145	0.93240315	0.92399037	0.76818293	0.8870452	0.92283285	0.89322466	0.84168357	0.91530466	0.9847589	0.79110646	0.9323216	0.8942695	0.83684033	0.90988374	0.8268483	0.9285035	0.8288904	0.8493407	0.68717897	0.95602494	0.84914464	0.912933	0.93793184	0.91054934	0.90063494	0.8644112	0.8876564	0.9489048	0.92869645	0.9643434	0.93372554	0.9299739	0.9022656	0.9056186	0.8589794	0.89176	0.9421487	0.7337215	0.84039915	0.9602873	0.82535183	0.8557559	0.9011514	0.8214923	0.931305	0.9882422	0.94436973	0.987607	0.86709845	0.8919474	0.93096256	0.9388001	0.93382555	0.89475965	0.8409941	0.9607296	0.9038552	0.9183993	0.8352825	0.9281374	0.97307837	0.8753871	0.7954707	0.93832576	0.945082	0.86568016	0.9005919	0.899489	0.95407486	0.9059557	0.93411946	0.9576589	0.90913844	0.9206953	0.9139481	0.9443026	0.92584544	0.8610123	0.87948424	0.8334129	0.9161447	0.8929883	0.9108625	0.86275756	0.8488585	0.8736832	0.97114205	0.8741294	0.9429508	0.935443	0.9206728	0.95750105	0.8866249	0.92434704	0.9107101	0.94096684	0.8161154	0.7965074	0.9491449	0.92932576	0.9421057	0.84230477	0.95618635	0.9488795	0.91615474	0.9302828	0.9049522	0.8757386	0.92443335	0.8367415	0.9335126	0.897023	0.9875432	0.8540484	0.8645138	0.9345101	0.98896253	0.97045565	0.92741853	0.89239514	0.94522864	0.88435984	0.9206322	0.9294677	0.9040201	0.8810567	0.888028	0.81786895	0.92681706	0.95110285	0.9005202	0.94710743	0.88963246	0.93554294	0.99383813	0.8970998	0.96752656	0.93664443	0.7193514	0.8578567	0.9141968	0.9403499	0.8698962	0.93189204	0.8595659	0.91247797	0.845765	0.88869953	0.8060811	0.90155405	0.91169214	0.8523073	0.92229724	0.7995999	0.8148304	0.86200684	0.8395806	0.896732	0.82585746	0.9710739	0.84932685	0.8679552	0.9211932	0.9653616	0.906908	0.92974997	0.81723475	0.89884794	0.95078385	0.97638667	0.9319833	0.84746134	0.9442928	0.9455032	0.9732354	0.9269277	0.8188151	0.87590355	0.8043112	0.89067024	0.8595994	0.8789873	0.9054453	0.8910171	0.97777045	0.96594584	0.91889954	0.908906	0.82016486	0.96048945	0.9161047	0.98095316	0.8153383	0.81297314	0.9506902	0.77452356	0.81621844	0.9129539	0.9429183	0.9045006	0.81642395	0.9445521	0.8470559	0.8407296	0.9439923	0.93055755	0.88295215	0.9267387	0.86065686
Christian/name	0.9695822	0.94919664	0.0	0.9471221	0.93675905	0.7295191	0.9436425	0.9355068	0.93903744	0.9167663	0.92347986	0.89846987	0.96024865	0.9219439	0.90823764	0.94145983	0.9292474	0.93481374	0.93058276	0.9131206	0.9184017	0.9225057	0.9046649	0.8471403	0.95310646	0.8980817	0.9067021	0.887655	0.93610084	0.90689987	0.96122503	0.909674	0.9218411	0.99404866	0.9640306	0.9405255	0.9521459	0.8469084	0.9574882	0.9623878	0.90639156	0.99851006	0.90222126	0.8949	0.93230474	0.9387915	0.9668303	0.97709686	0.84763896	0.96451885	0.97099054	0.9432268	0.9688898	0.91312504	0.9108893	0.93596536	0.92384255	0.9518415	0.9204006	0.9686498	0.9141646	0.8330691	0.9636889	0.9987691	0.89013064	0.9626464	0.9286023	0.97927916	0.90284467	0.982621	0.9607678	0.94651026	0.92753065	0.9743569	0.9401208	0.96131897	0.97070324	0.96413857	0.960927	0.92483747	0.9572776	0.9552104	0.94373244	0.91322863	0.8923793	0.9498665	0.87369436	0.98035187	0.9459602	0.85827714	0.9825126	0.8380365	0.84006166	0.9824617	0.93822813	0.9480708	0.9509506	0.9432695	0.97673917	0.9361053	0.8992278	0.94667375	0.9432546	0.9822303	0.92841	0.9417344	0.7824785	0.8395772	0.94756675	0.8347623	0.87994695	0.953585	0.97533846	0.95385134	0.793824	0.891245	0.8506734	0.97948337	0.88649446	0.9254201	0.9727049	0.9577494	0.87250435	0.9786087	0.916773	0.95333225	0.9078409	0.9418423	0.9209188	0.9989997	0.88952696	0.9248546	0.96049964	0.8799812	0.9068935	0.9581738	0.9730616	0.86307764	0.9239944	0.93508	0.9935629	0.90205413	0.8681237	0.8986376	0.93280286	0.8788956	0.909963	0.9602853	0.97951764	0.90612966	0.974346	0.99861044	0.9619248	0.9631024	0.9396297	0.9591729	0.9741562	0.97281814	0.8339577	0.9797433	0.88087034	0.8953094	0.882273	0.9433046	0.9168125	0.97350305	0.98317623	0.95764303	0.97054416	0.971995	0.89869386	0.9349527	0.92554754	0.9227772	0.7630633	0.8955006	0.9772957	0.9723189	0.9569922	0.92308986	0.9773406	0.97406447	0.91403246	0.9241601	0.94054234	0.9134124	0.942984	0.93934035	0.9723139	0.9162865	0.95566875	0.8955418	0.90947694	0.9389769	0.9555048	0.94627684	0.88606286	0.99583364	0.8977883	0.9471327	0.9485674	0.94653326	0.90600187	0.92856926	0.90509903	0.96162605	0.87069845	0.9785834	0.90487	0.89860106	0.9091845	0.9354038	0.99496907	0.98849565	0.93469346	0.91780907	0.9174797	0.95791435	0.9315767	0.9934916	0.9676933	0.9367136	0.9164388	0.91680396	0.98171884	0.84334373	0.9633685	0.9479237	0.953664	0.95004666	0.96898717	0.83582133	0.7101772	0.95389324	0.98285216	0.9172997	0.95188546	0.75271153	0.97501415	0.9853065	0.9424019	0.9462007	0.92047864	0.95170546	0.9820063	0.8755719	0.9236383	0.8405325	0.8781172	0.9368018	0.909504	0.9165411	0.90599734	0.9179974	0.95120275	0.9681568	0.96307397	0.95043564	0.9233016	0.9352884	0.9114939	0.9224311	0.9697142	0.9525943	0.95222414	0.9919408	0.93104774	0.94194496	0.95339996	0.9544725	0.9762564	0.94818264	0.93478006	0.99102163	0.9233182	0.96501243	0.8917407	0.9147411	0.8785597	0.9447883	0.96275306	0.87853605	0.9265069	0.93312913	0.98042554	0.94967043	0.9356867	0.9347832	0.97884667	0.97311676	0.87717766	0.96810097	0.9262964	0.96147203	0.97924745	0.9457387	0.96726453	0.81731063	0.8817771	0.9028502	0.9576211	0.89154243	0.94408053	0.92225224	0.976828	0.96323407	0.95786834	0.88249224	0.9302374	0.85671484	0.9439482	0.9347975	0.9837942	0.90295565	0.9071334	0.979223	0.9143152	0.95406383	0.9432045	0.91076094	0.94161636	0.91395533	0.8391615	0.8662787	0.94743735	0.9578672	0.97579867	0.9779723	0.953637	0.9208994
Gras/name	0.9095745	0.94559	0.9471221	0.0	0.9767767	1.0	0.88829076	0.8821616	0.9117969	0.883233	0.8718025	0.8305237	0.904198	0.9227978	0.8559758	0.889013	0.93012506	0.922835	0.9145057	0.84708405	0.9329527	0.929199	0.8785413	0.88866544	0.75057197	0.9469777	0.8619522	0.93397367	0.9495617	0.92909867	0.8560146	0.8457924	0.79735976	0.95736665	0.8863044	0.97340727	0.8504966	0.9243099	0.8780703	0.9527569	0.94205886	0.9535624	0.7386229	0.966411	0.9566012	0.8877155	0.9421503	0.94253016	0.8321861	0.94094574	0.91842544	0.8832322	0.91267866	0.92171806	0.92999536	0.6021753	0.8478631	0.80753917	0.92500246	0.9526674	0.9137247	0.8084978	0.9132944	0.97045624	0.9124986	0.9100335	0.95425314	0.96439666	0.9030765	0.91597116	0.935228	0.9605036	0.9125109	0.9492627	0.9080262	0.9459001	0.94969743	0.88710314	0.9352474	0.9422821	0.927426	0.83820415	0.8616456	0.8820998	0.9210977	0.96483475	0.88260335	0.9021732	0.9036615	0.9211748	0.8829349	0.8978274	0.8964244	0.8745668	0.933308	0.937465	0.8771963	0.92956245	0.91820484	0.88770545	0.90478444	0.941471	0.8898689	0.9517154	0.9352189	0.8530965	0.8830473	0.88778496	0.93560266	0.90324914	0.98380065	0.9043187	0.90207624	0.921068	0.87633854	0.91786414	0.9388621	0.8995738	0.9356795	0.9216479	0.9305551	0.9070828	0.92749983	0.88294965	0.93542016	0.95283276	0.94303167	0.9542246	0.96116126	0.9485312	0.8906111	0.88596106	0.9553492	0.9025614	0.91321534	0.85512674	0.903854	0.94296265	0.8604706	0.92258275	0.93705285	0.79778373	0.88748515	0.7776277	0.9379925	0.9047476	0.9429783	0.8810492	0.9273501	0.88128644	0.9258132	0.95869976	0.97238415	0.94039387	0.8478152	0.92112964	0.9561838	0.9443894	0.93346757	0.95974725	0.95471144	0.90301216	0.8668258	0.9547889	0.9256718	0.94802415	0.96563613	0.90475976	0.9609422	0.8667266	0.9583732	0.95921993	0.95976317	0.9768522	0.9343293	0.93717456	0.95299715	0.88560736	0.85560715	0.8768184	0.8952137	0.8768172	0.86678857	0.8887356	0.9106642	0.9154914	0.9304599	0.87290424	0.92478776	0.7683782	0.9595407	0.91351897	0.92343855	0.90867436	0.65650076	0.92073077	0.91204214	0.9518925	0.927743	0.9116427	0.90263385	0.9290075	0.93483824	0.89918894	0.9312853	0.76545227	0.8570288	0.92748654	0.8581907	0.92849475	0.8173038	0.89717424	0.90784943	0.8358516	0.9182609	0.84786844	0.94422984	0.93037033	0.8044142	0.8794096	0.9144844	0.92467695	0.824772	0.8890364	0.94280934	0.92706406	0.9605073	0.9109452	0.9200517	0.9009022	0.9185779	0.8802382	0.99004817	0.96642005	0.9300314	0.8800952	0.92347765	0.9612264	0.9144606	0.85004616	0.92349756	0.93308294	0.9440051	0.971002	0.9186004	0.9098769	0.810019	0.9042697	0.8921702	0.9019061	0.89028555	0.86494625	0.91415125	0.94010156	0.89602095	0.85811746	0.89939445	0.9165571	0.92330116	0.88333064	0.8610141	0.9022002	0.9621107	0.9616512	0.8390599	0.93896335	0.9341586	0.86261976	0.8530532	0.825307	0.91405845	0.88265765	0.9649402	0.90068233	0.92350584	0.9268544	0.8721969	0.90956277	0.92406017	0.924454	0.97180015	0.95385516	0.9202592	0.9240946	0.9843893	0.9387369	0.8897304	0.8752953	0.971682	0.8335137	0.7956916	0.90914303	0.8891928	0.92078435	0.8957823	0.9642232	0.95585096	0.92398494	0.91589135	0.80192965	0.8464398	0.8184119	0.8738992	0.8623822	0.9281254	0.92783535	0.8987385	0.8967658	0.8860191	0.9701579	0.82326186	0.9554485	0.9151158	0.84736735	0.91231585	0.939943	0.8374086	0.8977601	0.9833888	0.92631495	0.9318967	0.8977249	0.883767	0.91896474	0.8977515	0.9515002	0.90087795	0.8951671	0.8459441	0.8814451
Haring/name	0.96079415	0.9512275	0.93675905	0.9767767	0.0	1.0	0.912836	0.84816724	0.89622885	0.92872906	0.925656	0.9437468	0.91029406	0.8027951	0.8685201	0.88944864	0.93826795	0.8953849	0.86092603	0.9018168	0.9160509	0.96278995	0.9671747	0.93088925	0.92620146	0.97549546	0.9433724	0.92134047	0.92800266	0.9437053	0.93234473	0.93235815	0.77257746	0.98161906	0.89391696	0.90937847	0.9488632	0.87638605	0.92068905	0.89305806	0.9502611	0.9801751	0.85480905	0.9636374	0.9249033	0.938733	0.9239105	0.8926046	0.95047647	0.99370533	0.89669347	0.93607044	0.8908446	0.8141331	0.9633475	0.8548522	0.9294566	0.64386	0.95638335	0.98180574	0.9753162	0.9269048	0.93445426	0.9566448	0.91995025	0.9307246	0.94141424	0.9898297	0.9160841	0.96022296	0.9743752	0.92899525	0.84165174	0.9707079	0.92680657	0.93249565	0.9435978	0.99096185	0.9513128	0.87848055	0.97843325	0.8555882	0.9387444	0.9502882	0.8851234	0.9867799	0.98129225	0.9005391	0.8734172	0.93044454	0.92633	0.8537337	0.846956	0.97895026	0.95786655	0.8747995	0.96253455	0.94661874	0.98916554	0.93731093	0.88265526	0.90758586	0.91623044	0.93205243	0.9205998	0.95562935	0.9465803	0.8903847	0.97824115	0.9231723	0.86439824	0.96151847	0.9606475	0.9409	0.67946863	0.91226804	0.92504233	0.95047283	0.945558	0.9458585	0.8659954	0.9385277	0.9101372	0.89115655	0.92943496	0.93320394	0.9188012	0.9451528	0.89485174	0.88778454	0.91398185	0.93670976	0.8963868	0.91966707	0.93062174	0.885769	0.92154396	0.8742715	0.8973964	0.9576836	0.9388319	0.88340545	0.92119867	0.89786065	0.7689389	0.859042	0.9069557	0.9119139	0.89325655	0.9583882	0.9057371	0.92092454	0.88648653	0.98389685	0.953	0.9161632	0.92705625	0.99333745	0.9763307	0.9247865	0.878247	0.9436507	0.92030483	0.8649962	0.86256635	0.93425506	0.9669449	0.9622681	0.97185993	0.9618779	0.83811975	0.9226728	0.96547955	0.81170785	0.96106154	0.9340772	0.98248637	0.88801056	0.8937241	0.91160166	0.95944893	0.9703611	0.87032783	0.9028596	0.90730983	0.8754131	0.98165023	0.9374924	0.89729196	0.8923068	0.92745316	0.82734966	0.9928769	0.99784786	0.93579996	0.97963977	0.9745624	0.94990516	0.9217242	0.8628553	0.9268943	0.98337644	0.96200955	0.943392	0.95163363	0.9621298	0.9717437	0.82705677	0.85758334	0.88140285	0.9502059	0.8996486	0.9669473	0.9017071	0.9360479	0.88473636	0.92514163	0.8253661	0.910172	0.9494432	0.96318734	0.9228939	0.91294163	0.9431585	0.9350224	0.94297785	0.90313035	0.9173276	0.8688736	0.92357326	0.966985	0.836142	0.94128114	0.9624065	0.8981757	0.97850615	0.9655986	0.9449046	0.98978966	0.94950694	0.91756654	0.8583474	0.8323748	0.9503752	0.94469917	0.9775096	0.9924442	0.8898921	0.8945319	0.96154094	0.9061476	0.9629254	0.91135347	0.9599392	0.9312905	0.95800275	0.95808303	0.8378546	0.91768044	0.90706336	0.92885935	0.7334919	0.99574125	0.9588324	0.9466283	0.9490277	0.96555024	0.83250546	0.88754874	0.82125574	0.9297591	0.967162	0.9503887	0.8631824	0.93799925	0.9307123	0.9318898	0.88773465	0.96836215	0.87147284	0.95060503	0.9909278	0.9662732	0.975308	0.9579687	0.8124179	0.9468357	0.7703794	0.897245	0.94031227	0.9301041	0.9353341	0.90252227	0.94115776	0.95492697	0.91845775	0.9503529	0.9337518	0.8835902	0.8553746	0.89540243	0.946715	0.88191056	0.9223417	0.9451965	0.9863288	0.98163974	0.93341476	0.93145907	0.9574344	0.9413758	0.6787442	0.8399723	0.93045074	0.9249697	0.96428764	0.75523484	0.9309811	0.929273	0.92928404	0.9253882	0.88773185	0.83602357	0.96731764	0.9498227	0.9802478	0.93651557	0.8997282	0.9350338	0.9422168
