	1975/noun	Israëli/noun	Vlaams/adj	aandacht/noun	advies/noun	adviseer/verb	alcohol_gebruik/noun	alle/adv	alom/adv	alternatief/adj	alternatief/noun	altijd/adv	alvast/adv	ander/adj	anderzijds/adv	antibioticum/noun	artikel/noun	bad/noun	bedreig/adj	begrotingstekort/noun	bekoor/verb	ben/verb	bereid/verb	beschouw/verb	beschrijf/verb	beslist/adj	bespaar/verb	bestanddeel/noun	beval/verb	bevestig/verb	bevind/verb	beweging/noun	bezinning/noun	bied/verb	bijvoorbeeld/adv	bijzonder/adj	bitter/adj	blijk/verb	boek/noun	boodschap/noun	braak/verb	bron/noun	buitengewoon/adj	cannabis/noun	chip/noun	chocolademelk/noun	christendom/noun	cluster/noun	coffeeshop/noun	commissie/noun	compensatie/noun	compleet/adj	concurrentie/noun	creatief/adj	crisis/noun	cultuur/noun	cyclus/noun	demonstratie/noun	destijds/adv	dioxine_crisis/noun	doe/verb	dolfijn/noun	dompel_onder/verb	drama/noun	duidelijk/adj	dynamiek/noun	economie/noun	economisch/adj	eens/adv	eenwording/noun	eersten/noun	eeuw/noun	eeuwenlang/adj	effect/noun	ego/noun	eigenschap/noun	ene/adj	erg/adj	eventueel/adj	evolutie/noun	expliciet/adj	functie/noun	ga_uit/verb	geestelijk/adj	gehandicapt/adj	geloof/noun	geloof/verb	gemakkelijk/adj	gesprek/noun	gevallen/adj	gevolg/noun	gewoon/adj	gezondheid/noun	groente/noun	heb/verb	heel/adj	heftig/adj	helaas/adv	het/noun	hoe/adj	homo/noun	houten/adj	humor/noun	immers/adv	inderdaad/adv	indirect/adj	invloed/noun	juist/adj	kan/verb	ken_toe/verb	klank/noun	klimaat/noun	kmo's/noun	knoflook/noun	kogel/noun	kop_DIM/noun	koppel/verb	kracht/noun	kritiek/noun	kwak/verb	lang/adv	leg_stil/verb	leid/verb	les/noun	lever/verb	lichamelijk/adj	lucht/noun	magisch/adj	marihuana/noun	markt/noun	medisch/adj	medium/noun	meen/verb	mensheid/noun	min/adj	misschien/adv	mogelijk/adj	mondiaal/adj	museum_bezoek/noun	musicus/noun	muziek/noun	natuurlijk/adj	nederlaag/noun	neem_af/verb	nergens/adv	net/adv	niet/adv	niets/noun	olijfolie/noun	omgeving/noun	onderhandeling/noun	onderling/adj	onmiddellijk/adj	ontnuchtering/noun	ontsta/verb	onvermijdelijk/adj	onverwacht/adj	ook/adv	opvallend/adj	overigens/adv	overtuig/verb	overtuigd/adj	paars/adj	partner/noun	pedagoog/noun	plant/noun	prestatie/noun	prijs/verb	prikkel/noun	profiteer/verb	rakel_op/verb	reflecteer/verb	regelgeving/noun	regent/noun	rij_paard/verb	riskant/adj	roep_op/verb	rust/noun	rust_periode/noun	samenstelling/noun	sanering/noun	schadelijk/adj	schoen/noun	schok/noun	schrijf_toe/verb	sommig/adj	soms/adv	soort/noun	sorteer/verb	speel/adj	sporter/noun	spreek/verb	spreker/noun	spring_op/verb	stand_DIM/noun	sterk/adj	stop/verb	stop_in/verb	streek/noun	systematisch/adj	talent/noun	thee/noun	tijd_geest/noun	tijdverdrijf/noun	toepassing/noun	toevlucht/noun	traktaat/noun	transparantie/noun	twijfel/noun	uiteindelijk/adj	uitwerking/noun	vaak/adj	vanochtend/adv	velerlei/adj	verkiezingsnederlaag/noun	verontwaardigd/adj	verricht/verb	verscheiden/adj	verschuiving/noun	verwijs/verb	verzelfstandiging/noun	voeding_middel/noun	voel/verb	voorteken/noun	voorwaarde/noun	vuur/noun	wanneer/adv	water/noun	weg/noun	weg_gedrag/noun	weggebruiker/noun	wel/adv	wellicht/adv	wending/noun	werk/noun	werk/verb	werkelijkheid/noun	werking/noun	wetenschappelijk/adj	wijs/verb	woede/noun	yoghurt/noun	zacht/adj	zal/verb	zeer/adv	zelden/adj	zelden/adv	zelfs/adv	zit/verb	zo/adv	zogezegd/adj	zwak/adj
1975/noun	0.0	0.91782683	0.8900299	0.97009724	0.844597	0.8378518	0.8809106	0.5987128	0.8929425	0.86466867	0.9216528	0.91372484	0.91367286	0.9080577	0.90550447	0.77029943	0.8403065	0.9648998	0.91205204	0.89295435	0.9849304	0.90210676	0.94844747	0.8955379	0.81628317	0.9277265	0.86600053	0.89021987	0.74749935	0.93336046	0.8444555	0.7976806	0.94510186	0.90725315	0.7889213	0.91777885	0.9519019	0.844118	0.77381927	0.8363965	0.9279873	0.9460489	0.868361	0.78631413	0.967138	0.9959584	0.88467294	0.86485577	0.96551675	0.864434	0.9183557	0.85413325	0.86499876	0.91725934	0.8066356	0.87927717	0.8928539	0.8074996	0.81516284	0.8579185	0.9669107	0.94117093	0.95111215	0.854787	0.9494568	0.8599989	0.8613799	0.81611454	0.8813614	0.8682418	0.9500037	0.8034836	0.9283076	0.7381784	0.9352514	0.8614562	0.8830385	0.9406386	0.91368663	0.8315743	0.8774905	0.92412376	0.8928478	0.9009055	0.9794286	0.8293539	0.9791681	0.9344454	0.8988199	0.8547063	0.8977075	0.85024714	0.907219	0.926192	0.796295	0.9287845	0.78463936	0.89783245	0.9751188	0.7539662	0.9567968	0.9153855	0.7615386	0.8876769	0.9261755	0.9409535	0.86451733	0.78301585	0.7972537	0.78678954	0.8694965	0.8538512	0.97096527	0.98033404	0.7203379	0.9439598	0.96124136	0.8953583	0.7754401	0.9739639	0.88127625	0.8946901	0.80500954	0.97684836	0.89704454	0.9107071	0.9459584	0.8779272	0.97703075	0.84517175	0.894755	0.8855876	0.92073965	0.90389353	0.86724514	0.9807489	0.8123901	0.7775977	0.9509082	0.8914254	0.92080444	0.9275098	0.9697306	0.95876247	0.84771806	0.93769896	0.9280245	0.923685	0.9778447	0.9533767	0.88738596	0.88041884	0.78526074	0.9582651	0.8475981	0.87749636	0.8696918	0.95953953	0.86582804	0.7868194	0.8109522	0.9466368	0.7909013	0.9691006	0.89473146	0.8887653	0.93043125	0.86112595	0.8735603	0.9704056	0.8858834	0.938776	0.8173366	0.9700828	0.97085345	0.9170043	0.9200932	0.95573336	0.95714384	0.8701322	0.835362	0.86840785	0.94266605	0.8092825	0.87620425	0.9253774	0.83875567	0.75144565	0.8199043	0.9494039	0.94616044	0.9339074	0.92146194	0.96255124	0.88162655	0.9338533	0.9303664	0.75134	0.94737667	0.8133247	0.95932376	0.9784434	0.91763735	0.98889655	0.8802668	0.92648643	0.8839198	0.84514546	0.8471968	0.6685747	0.82320684	0.8716465	0.8295164	0.87849313	0.85137033	0.8780805	0.87143254	0.86166847	0.9144404	0.88475215	0.88696766	0.9188725	0.9316442	0.9780516	0.95885146	0.90815544	0.84873044	0.93850464	0.95912963	0.9748305	0.95300144	0.9700358	0.9566944	0.91613895	0.82184196	0.8659796	0.76723266	0.86914706	0.8233233	0.87116915	0.84149224	0.9253086	0.9833281	0.8452136	0.8744085	0.8724814	0.8345553	0.9148644	0.9153121	0.86133844	0.9123177	0.97653884
Israëli/noun	0.91782683	0.0	0.91371524	0.89161575	0.9025687	0.89390296	0.91083074	0.8196864	0.7949686	0.8013565	0.8557702	0.8039075	0.75221825	0.9014012	0.83300036	0.9169822	0.8341141	0.95783913	0.81865156	0.86250716	0.73258257	0.7827916	0.90343195	0.8367661	0.85217017	0.86757636	0.90115356	0.9081212	0.92391384	0.81522936	0.9158305	0.8054091	0.6334901	0.91962594	0.89096797	0.90786314	0.9289344	0.8932339	0.8729887	0.7202379	0.8317875	0.74278843	0.8261837	0.9157805	0.9537209	0.94873744	0.7044951	0.9355233	0.9396228	0.7962112	0.8974675	0.94815046	0.89204633	0.8963875	0.920478	0.88996035	0.85003245	0.67450976	0.6929338	0.86704063	0.80921775	0.8970383	0.9493933	0.8713815	0.8263854	0.86746895	0.9502609	0.9368142	0.93750817	0.8394923	0.79186755	0.9343804	0.83379424	0.8996476	0.8943731	0.8804149	0.9275024	0.85329497	0.89058745	0.81208396	0.7319747	0.91164815	0.9275002	0.8532393	0.9553997	0.77678204	0.7197765	0.8944151	0.6835952	0.8895446	0.9044594	0.8230289	0.9433961	0.9706198	0.8032898	0.9057271	0.73843586	0.88327706	0.88843393	0.85772026	0.87410074	0.91328394	0.88587	0.8262408	0.833164	0.8832502	0.88435125	0.8629817	0.7750244	0.92330045	0.9283654	0.88275754	0.8902749	0.9441934	0.70817816	0.96360826	0.93155015	0.8016464	0.8388442	0.93366915	0.84542084	0.88743925	0.72575355	0.9228684	0.92326134	0.88470423	0.8256812	0.8565926	0.9063565	0.91857105	0.84895843	0.73029554	0.7635917	0.805558	0.80156195	0.81460214	0.87588733	0.924425	0.98822063	0.90040255	0.83908254	0.8890023	0.8637799	0.92991567	0.7266928	0.84895617	0.7869433	0.86850876	0.9446969	0.8893732	0.68161106	0.8607342	0.78516257	0.9196876	0.84750307	0.7912104	0.86526453	0.77650255	0.91900706	0.7593302	0.7601974	0.7542237	0.86600685	0.826671	0.7690332	0.9274049	0.9160825	0.9537115	0.8305689	0.95647955	0.79053295	0.7948365	0.87163085	0.86617005	0.90559036	0.8325434	0.62205106	0.75847375	0.8689791	0.9038017	0.8930945	0.913884	0.9227776	0.83573425	0.8460614	0.64608186	0.83771336	0.88368213	0.91892725	0.9282405	0.9086229	0.8520957	0.8063264	0.81733674	0.8183365	0.8717155	0.85463005	0.85812163	0.9173833	0.8292031	0.824152	0.96776456	0.85121655	0.903982	0.8476341	0.8235778	0.81169593	0.90265256	0.8356679	0.79611284	0.8582651	0.87724996	0.8281198	0.87442976	0.81841195	0.80922055	0.88913715	0.7239027	0.8655548	0.88229716	0.8873228	0.8872811	0.8635284	0.7918042	0.8850786	0.79739636	0.8655039	0.8738533	0.9191479	0.9427053	0.9176533	0.83069694	0.7271594	0.8748234	0.9123936	0.9149219	0.8759605	0.86087567	0.8441478	0.85816693	0.627256	0.96894795	0.9055112	0.82233435	0.81335086	0.8432651	0.85396457	0.78224	0.8874209	0.8096098	0.8844506	0.93112856
Vlaams/adj	0.8900299	0.91371524	0.0	0.773036	0.6968433	0.72127664	0.7990842	0.92317003	0.88244015	0.7517178	0.84346807	0.9095634	0.8064241	0.79725605	0.67707235	0.9418697	0.89280033	0.9167179	0.7837551	0.82690984	0.9313452	0.91770947	0.7816071	0.86357176	0.8827058	0.9596275	0.87101257	0.9295716	0.95238864	0.87157595	0.9304495	0.7810509	0.8647455	0.7573931	0.7934807	0.8142205	0.9630626	0.85969514	0.92539036	0.87917143	0.95397115	0.813032	0.8736166	0.96632767	0.95855725	0.94170284	0.8932531	0.7306193	0.9642846	0.7402468	0.79533696	0.8995789	0.7721419	0.772718	0.9324075	0.69359565	0.9321983	0.8667414	0.8437916	0.8661345	0.97320473	0.9436048	0.87279314	0.9201719	0.80997103	0.69755554	0.71203303	0.83956176	0.96906847	0.8901765	0.9443972	0.8650551	0.8485356	0.86800694	0.98931223	0.84859544	0.8950758	0.9613317	0.7703258	0.7574147	0.7276385	0.8886764	0.87877846	0.85451955	0.8473233	0.91464835	0.92204905	0.8499553	0.83522964	0.93397605	0.8617996	0.9448595	0.88510597	0.9454498	0.8998401	0.8177537	0.8449348	0.8257805	0.96074647	0.9146621	0.87079483	0.99237746	0.89623755	0.74541557	0.92660576	0.79949903	0.708609	0.8597934	0.9141784	0.6816224	0.81401145	0.8232853	0.5517281	0.95333415	0.9839363	0.9757725	0.6819776	0.8604535	0.86304605	0.947256	0.9090194	0.9049561	0.8031965	0.8585353	0.8649837	0.94722444	0.9356943	0.8984647	0.97375375	0.7637496	0.88868564	0.8124289	0.7781204	0.930578	0.92763746	0.9396267	0.80181855	0.75368804	0.8802	0.7764656	0.7838931	0.9359833	0.98278224	0.8611777	0.88073266	0.9756976	0.9746002	0.94354343	0.9250688	0.80487466	0.76201946	0.8577336	0.9222517	0.92309165	0.76617545	0.86227703	0.8724488	0.8494187	0.84664714	0.92494637	0.9123417	0.80235	0.78429145	0.62498176	0.90623724	0.9607887	0.9483701	0.8861728	0.8515446	0.8373275	0.9226799	0.8526246	0.7778164	0.95598185	0.91732335	0.95421094	0.8046111	0.94247687	0.97711146	0.8269297	0.7596285	0.9389315	0.96391374	0.8920438	0.86004937	0.924238	0.9088418	0.8572626	0.92565775	0.9399428	0.904964	0.87272894	0.8412393	0.8906009	0.94697374	0.8184893	0.94729704	0.90097415	0.82187855	0.6922672	0.87723505	0.97676927	0.8601543	0.9288083	0.8159201	0.97313315	0.8707045	0.72060215	0.8939346	0.9240425	0.80556566	0.809471	0.87224853	0.9436997	0.9093186	0.8848462	0.90831196	0.7119795	0.87548465	0.8448154	0.85401344	0.8848439	0.972516	0.91057914	0.7437818	0.95531166	0.8893657	0.9242935	0.89158314	0.9814542	0.9438478	0.941042	0.88443077	0.93196505	0.9077845	0.7633435	0.9055631	0.8641401	0.89658785	0.8117503	0.93820196	0.968004	0.86654294	0.85642296	0.8528118	0.8614053	0.79524696	0.9150509	0.86715305	0.95735246	0.8677671	0.9565901
aandacht/noun	0.97009724	0.89161575	0.773036	0.0	0.81994164	0.8687452	0.7808458	0.92317307	0.836127	0.71671104	0.78081024	0.8069806	0.82398707	0.7105241	0.74366474	0.8744307	0.7792531	0.9096431	0.67220914	0.78700846	0.8363142	0.7787411	0.9353461	0.8008204	0.72846055	0.8831182	0.8773919	0.9015769	0.85361415	0.8968928	0.8930476	0.8263461	0.78349066	0.76954913	0.7518774	0.73416555	0.86764675	0.8284979	0.7787926	0.7422259	0.94145805	0.8355623	0.82312363	0.88628435	0.9517976	0.95835817	0.83804834	0.85350704	0.93283707	0.8518149	0.86949694	0.9101694	0.84577936	0.7568143	0.9162661	0.7055453	0.8949052	0.90731966	0.8024616	0.87146294	0.8760951	0.9088238	0.8473851	0.88054013	0.82883203	0.7231796	0.7455936	0.79854214	0.9470316	0.916207	0.8262874	0.8437756	0.80002403	0.7748194	0.8023971	0.7705462	0.8869867	0.8514932	0.8743618	0.75055176	0.76036006	0.81193155	0.82404554	0.65311253	0.74468553	0.8429719	0.87453127	0.80946577	0.93721443	0.92105836	0.8084096	0.80383795	0.77479255	0.9136508	0.8935344	0.802018	0.81833076	0.8552948	0.84567165	0.8457791	0.82920545	0.9550654	0.8546062	0.7287022	0.7495911	0.8489921	0.6288978	0.81910586	0.9202022	0.7642313	0.82264847	0.7636552	0.75922465	0.9793379	0.9405495	0.98452437	0.7904885	0.7601692	0.78596604	0.87481976	0.94688237	0.8634329	0.8011492	0.81852293	0.83352154	0.68902653	0.9660732	0.8861891	0.90622354	0.81206167	0.8191992	0.75033486	0.7564384	0.87648714	0.83843756	0.8753147	0.8458312	0.8388772	0.8122127	0.8289876	0.80592763	0.79484934	0.908394	0.86010325	0.80523866	0.94159347	0.92810625	0.88188833	0.96374357	0.83975655	0.9142285	0.8361938	0.9259052	0.8181118	0.8102898	0.84544766	0.8751941	0.7407134	0.76234514	0.7507088	0.8194034	0.9382763	0.8671125	0.8857771	0.8909558	0.85109276	0.76822275	0.8511576	0.7133913	0.80265	0.7993007	0.8144556	0.82027906	0.8732591	0.77414495	0.81357634	0.7326605	0.893933	0.94724405	0.88802856	0.8742634	0.7784569	0.92469096	0.9096178	0.8135987	0.85660225	0.7971883	0.80994564	0.8951768	0.78740096	0.72652215	0.7836436	0.80399954	0.90083665	0.8178021	0.7638273	0.90410775	0.9160327	0.8734474	0.7691625	0.8209089	0.95807916	0.9125517	0.8504716	0.7377967	0.82996637	0.84374225	0.8648802	0.83348787	0.94693166	0.7389487	0.665599	0.93319565	0.8666188	0.9128509	0.7424327	0.7427151	0.78323346	0.773247	0.74129665	0.8625585	0.82637507	0.8469997	0.8800361	0.86133826	0.94791484	0.92638236	0.94763446	0.8276124	0.7928413	0.75382483	0.8497	0.82897663	0.8122704	0.8453808	0.7814981	0.84907305	0.72728574	0.7489796	0.70779896	0.8920748	0.92490417	0.7348969	0.85632753	0.7658749	0.7037934	0.82567644	0.87553126	0.9517354	0.8571228	0.8456905	0.60226
advies/noun	0.844597	0.9025687	0.6968433	0.81994164	0.0	0.48971993	0.79656315	0.8672144	0.8850563	0.7247492	0.81372476	0.9369824	0.8367243	0.89754736	0.8426283	0.7717251	0.6924065	0.9403285	0.8684629	0.85412574	0.94000494	0.91313326	0.83816624	0.8763131	0.86050135	0.8514974	0.85094315	0.8964629	0.9245941	0.82302153	0.90661734	0.89043176	0.8435019	0.79537636	0.7468286	0.8549892	0.9147377	0.78349257	0.8696909	0.89759266	0.94399923	0.79040694	0.93125343	0.7506163	0.92590535	0.959957	0.94770765	0.83644986	0.9130552	0.41711617	0.80776525	0.9264217	0.9024956	0.8778588	0.9705253	0.87327915	0.97013015	0.9554738	0.85065895	0.84344023	0.85220873	0.9357139	0.9755469	0.89282167	0.91580486	0.8901156	0.8815818	0.8794054	0.94424284	0.95622104	0.8862782	0.93210816	0.87741214	0.87153316	0.90995896	0.87123895	0.95040447	0.930165	0.7846477	0.80345714	0.74135935	0.8247707	0.95270944	0.88958937	0.8477574	0.9198675	0.92415917	0.90642977	0.81403655	0.8895076	0.8889347	0.94531757	0.806234	0.92109954	0.7732465	0.9381086	0.907163	0.84043276	0.94080544	0.9082565	0.96565485	0.9553895	0.9482876	0.85499823	0.9144084	0.8765158	0.89604074	0.8253171	0.8461865	0.7520766	0.9315269	0.8492811	0.71128035	0.96148473	0.9329909	0.98852783	0.8113176	0.944085	0.7458824	0.9770525	0.92723	0.96202546	0.87294304	0.8935196	0.80951	0.87792706	0.99064595	0.88649744	0.81037146	0.8613994	0.53095686	0.8888868	0.79685116	0.92576647	0.87071073	0.94603443	0.84675896	0.9207729	0.9169022	0.9413385	0.9070309	0.92185175	0.9626237	0.89442617	0.8767495	0.9400295	0.8925472	0.93838966	0.9550728	0.9164345	0.7654928	0.8827336	0.84155697	0.8378401	0.9345473	0.9264884	0.89458096	0.8398808	0.928552	0.8536562	0.8411981	0.87017775	0.93057686	0.7608118	0.8790559	0.9183351	0.7878256	0.9433892	0.9365847	0.9113745	0.9672052	0.9299876	0.77068925	0.92457527	0.9467745	0.8843827	0.86217546	0.9727933	0.83620334	0.6651882	0.85913515	0.8125185	0.92312133	0.95668495	0.89610213	0.9244518	0.9078374	0.9033553	0.9216162	0.973115	0.7210511	0.85578597	0.869799	0.9548732	0.8833581	0.9209659	0.90994006	0.95202017	0.9024303	0.74346554	0.8795906	0.9795768	0.91320676	0.9788823	0.65727603	0.796945	0.7264508	0.843503	0.7897143	0.8982364	0.73611295	0.7814734	0.91928625	0.96049005	0.9471918	0.8442404	0.61716914	0.8191814	0.88890815	0.8147698	0.8264778	0.7780557	0.94335973	0.818904	0.7282678	0.9905405	0.899639	0.9237143	0.88576484	0.9444616	0.9136486	0.9242124	0.9484138	0.9566802	0.78599966	0.79785705	0.88559455	0.8055081	0.6157588	0.79472	0.9617972	0.9211192	0.97961575	0.7828424	0.84515876	0.8105415	0.8617091	0.8946916	0.8913629	0.9154498	0.8854025	0.9175634
adviseer/verb	0.8378518	0.89390296	0.72127664	0.8687452	0.48971993	0.0	0.77424407	0.8608788	0.8457948	0.74625385	0.7558669	0.87376535	0.8594681	0.7702177	0.823984	0.7820215	0.88311964	0.9383738	0.9244659	0.7847789	0.92606306	0.85162425	0.80246735	0.7684767	0.8599299	0.84055847	0.79598993	0.82230127	0.90247804	0.77603287	0.843887	0.8912278	0.8434676	0.8086186	0.73114574	0.82529163	0.843339	0.7670717	0.880323	0.87641627	0.83001345	0.78214145	0.8335611	0.7186898	0.9169394	0.9528482	0.9770588	0.94888026	0.759372	0.5431237	0.77751493	0.86641777	0.8857933	0.8237681	0.95922923	0.8878757	0.9265135	0.91224134	0.77323395	0.84539163	0.8610048	0.97282743	0.9612861	0.88632154	0.851766	0.90284145	0.88754135	0.82443327	0.9037545	0.9424201	0.87490726	0.8509005	0.90192276	0.74521834	0.9483565	0.7665119	0.8539587	0.86444336	0.6456487	0.87887967	0.82986456	0.78886604	0.810218	0.8989067	0.8353877	0.87907386	0.885233	0.90501297	0.75901216	0.80436885	0.76769835	0.9057549	0.8372277	0.8828981	0.8163733	0.9324459	0.8345797	0.8770287	0.8544539	0.8395711	0.7843212	0.9856175	0.91971284	0.8259629	0.91224635	0.82782304	0.77625614	0.7429636	0.8253323	0.77924633	0.91100156	0.88936967	0.9220455	0.91838276	0.9205206	0.90804553	0.84465253	0.9473159	0.79648054	0.99033284	0.88441247	0.7709079	0.6710452	0.82248557	0.75469	0.79840916	0.842723	0.9242554	0.77621394	0.86108774	0.5459902	0.909718	0.6686902	0.9303204	0.8370265	0.85997045	0.7411017	0.87011963	0.96980244	0.80528677	0.92372286	0.82658273	0.97005564	0.76896816	0.8923143	0.8311	0.90131277	0.92985344	0.9080327	0.85947835	0.666992	0.78562874	0.7855153	0.8754555	0.7901208	0.79636115	0.89540875	0.8482335	0.8400463	0.85057056	0.77221495	0.8334809	0.8281724	0.78856885	0.88115793	0.8348465	0.86724293	0.87520146	0.79929554	0.8389308	0.9299242	0.94066954	0.6715425	0.869626	0.8783713	0.8069422	0.8229697	0.9663608	0.88454306	0.6272936	0.73779595	0.8073501	0.88568974	0.88188624	0.8449157	0.81902736	0.85214484	0.822881	0.80748355	0.89807945	0.80085003	0.764081	0.9278928	0.9347099	0.93189776	0.90168166	0.7285375	0.8577583	0.9265573	0.74800044	0.9190235	0.9015118	0.93698055	0.85295135	0.66722554	0.7992134	0.8650662	0.78135	0.7832943	0.82398236	0.804933	0.77559084	0.8606104	0.9535754	0.94280547	0.80720824	0.7152401	0.8019366	0.8290084	0.8302343	0.62670124	0.7196892	0.8571361	0.86707807	0.6843463	0.8559092	0.7302072	0.8919801	0.87704015	0.9692234	0.93286765	0.8640489	0.8513336	0.9415595	0.7976417	0.73427874	0.865036	0.71014297	0.69183654	0.7677631	0.9028947	0.86264837	0.8594912	0.7074114	0.8487063	0.82296365	0.7974809	0.8436055	0.8218575	0.8957246	0.90140754	0.92606413
alcohol_gebruik/noun	0.8809106	0.91083074	0.7990842	0.7808458	0.79656315	0.77424407	0.0	0.878042	0.84327084	0.7654172	0.86186904	0.88918126	0.9136118	0.83935744	0.8437353	0.6864407	0.9075877	0.8834031	0.7628002	0.7240735	0.9089904	0.78484	0.87446284	0.8512288	0.830005	0.9057495	0.88642377	0.64872813	0.938935	0.9393321	0.8877183	0.7976096	0.8720384	0.8693744	0.8062084	0.8403521	0.8924308	0.739045	0.89719516	0.9014771	0.86994934	0.84412444	0.829371	0.5642122	0.84616315	0.82268375	0.87529474	0.85005975	0.7691699	0.8146808	0.8489775	0.95201695	0.8289989	0.8414297	0.83440626	0.8926228	0.8975462	0.9233869	0.9100703	0.6972444	0.8231065	0.8946514	0.9068163	0.8950685	0.7689804	0.75970113	0.68130505	0.7325429	0.86323154	0.7965748	0.8106407	0.8586419	0.7365755	0.71456426	0.8406613	0.78316987	0.91150343	0.8565229	0.72404283	0.7833257	0.77053916	0.87391585	0.8296646	0.7137759	0.77716315	0.8791638	0.8800047	0.9123445	0.8663491	0.9185284	0.74601	0.911438	0.5760939	0.84053797	0.6920883	0.81217724	0.86319125	0.8507091	0.84854215	0.8028223	0.9185926	0.9081765	0.8711723	0.7523416	0.8162447	0.62376577	0.69641876	0.78562164	0.7667997	0.8721553	0.8661628	0.7377563	0.78728944	0.916305	0.9312677	0.8014871	0.86062753	0.8131244	0.8834122	0.8652779	0.91337144	0.8631127	0.8501842	0.9701308	0.8184365	0.5829284	0.8254822	0.8833627	0.6664195	0.8001853	0.6452706	0.8367642	0.8672372	0.7889967	0.755255	0.9219811	0.73430693	0.76940906	0.69290656	0.896785	0.8464965	0.8448379	0.9246259	0.75054204	0.8298503	0.9225159	0.8654903	0.89173186	0.915733	0.8724611	0.86625063	0.8109126	0.83765185	0.85882926	0.807911	0.8055973	0.79900026	0.8105334	0.80236536	0.77964497	0.8435716	0.8700011	0.9333468	0.9135043	0.8803259	0.7333401	0.7856917	0.90372455	0.7613123	0.90370643	0.8705182	0.81852496	0.7102587	0.9227667	0.8622003	0.7983149	0.9392884	0.9040198	0.85563827	0.7678262	0.8315821	0.59371835	0.9343356	0.8025484	0.77426505	0.8467423	0.82773006	0.8106524	0.72179264	0.96084803	0.75040674	0.8876604	0.86964506	0.9065594	0.94151336	0.7923196	0.831903	0.9368185	0.90850353	0.7828726	0.79666954	0.8032942	0.9017103	0.82522583	0.6423758	0.8076619	0.8448101	0.65547484	0.8087471	0.8697378	0.8179884	0.82225	0.8209184	0.9087316	0.8518884	0.88733083	0.77135426	0.8106876	0.7504581	0.8826264	0.8046349	0.66540694	0.8618983	0.862955	0.8357422	0.9782414	0.84965444	0.87223613	0.86698234	0.83655435	0.9211472	0.8696148	0.8493403	0.93066996	0.81777453	0.8655679	0.88758785	0.7276051	0.6328641	0.8100194	0.9366611	0.80035675	0.89266765	0.6920724	0.7799325	0.87311834	0.7915887	0.85809183	0.8571448	0.82945836	0.8937571	0.8161666
alle/adv	0.5987128	0.8196864	0.92317003	0.92317307	0.8672144	0.8608788	0.878042	0.0	0.7902982	0.8886366	0.8713854	0.76577884	0.91670614	0.78746367	0.8996097	0.8947866	0.71205163	0.94337595	0.881386	0.94293636	0.8928446	0.7881435	0.8337033	0.8436622	0.8111647	0.78444225	0.9381635	0.8126507	0.69241333	0.8197713	0.6277062	0.7680906	0.84755194	0.90067375	0.7479323	0.83154523	0.79774207	0.77288735	0.68062353	0.8397496	0.88845	0.7672375	0.82250524	0.80781466	0.83177084	0.79322946	0.78435165	0.6291679	0.9110556	0.77613616	0.8973019	0.76482576	0.8656356	0.82125384	0.82433844	0.837595	0.75460786	0.87366474	0.83363867	0.8519281	0.8957642	0.8857471	0.9080399	0.89108676	0.8155278	0.8551284	0.865343	0.82960105	0.88586605	0.91879016	0.88220966	0.80024844	0.7885847	0.87563086	0.91390795	0.7286289	0.71700025	0.8912052	0.8117564	0.8014372	0.779636	0.81660527	0.8414415	0.90626734	0.9221851	0.7552738	0.88044155	0.8264152	0.8314892	0.8691163	0.89286	0.8192002	0.8768917	0.80014324	0.7204226	0.8076798	0.8537315	0.75289994	0.8573655	0.84205043	0.8930806	0.8883764	0.7606931	0.7811212	0.844872	0.8166584	0.78099835	0.78754276	0.82585204	0.70260656	0.87894285	0.83896554	0.8333573	0.75588655	0.7709533	0.8517646	0.95420384	0.85403514	0.66930026	0.94751537	0.8205677	0.85983807	0.82187325	0.8673876	0.8254336	0.8482867	0.8885596	0.84045327	0.89728373	0.87396073	0.79084176	0.813509	0.9243666	0.7926352	0.834669	0.9047795	0.8063864	0.9153283	0.9083695	0.7970431	0.81592214	0.8220837	0.9137993	0.8756829	0.8337691	0.9079809	0.8193069	0.8592022	0.83124906	0.809858	0.8940302	0.7624782	0.9185972	0.8255644	0.7672738	0.8532696	0.82354826	0.796801	0.7990739	0.6308298	0.7908733	0.76182145	0.7395143	0.8368862	0.77171564	0.8343335	0.82053185	0.9029217	0.89751166	0.9148431	0.86754376	0.8851682	0.9110194	0.8783848	0.95897657	0.87548935	0.86004066	0.93563735	0.9194969	0.7552842	0.9148842	0.80500126	0.9249617	0.85466397	0.79999995	0.8684571	0.86558235	0.7219455	0.8972988	0.9037356	0.8359151	0.8249203	0.7538864	0.8924361	0.8787382	0.8214699	0.890226	0.68739414	0.7569759	0.76557004	0.84033585	0.8085421	0.8728192	0.86603343	0.86512136	0.91539955	0.70154613	0.92011946	0.8283145	0.75879264	0.83459616	0.7955381	0.7634225	0.85742974	0.8320458	0.82552075	0.75318944	0.7244189	0.8563545	0.8271343	0.8982701	0.76631737	0.9093516	0.89793956	0.900971	0.85567	0.91901547	0.82032037	0.91456044	0.89744806	0.9480545	0.89865774	0.9081643	0.89127016	0.7087605	0.82601905	0.7694174	0.71084625	0.7508846	0.80043864	0.8511212	0.77761716	0.8486924	0.89735246	0.77825844	0.80928165	0.86128694	0.8752795	0.8790104	0.7599224	0.9078334	0.87914264
