	1975/noun	AD/name	CPB/name	Christian/name	Commissie/name	Gras/name	Haring/name	Hussein/name	Israëli/noun	L&H/name	Oosten/name	PSC/name	Paars/name	Saddam/name	St./name	Traa/name	UCI/name	Verhofstadt/name	Viagra/name	Vlaams/adj	Waregem/name	Williams/name	Woerkum/name	Wolfgang/name	aandacht/noun	advies/noun	adviseer/verb	al/comp	alcohol_gebruik/noun	alle/adv	alle/det	allerlei/det	alom/adv	als/comp	als/comparative	als/prep	alternatief/adj	alternatief/noun	altijd/adv	alvast/adv	ander/adj	anderzijds/adv	antibioticum/noun	artikel/noun	bad/noun	bedreig/adj	begrotingstekort/noun	beide/pron	bekoor/verb	ben/verb	bereid/verb	beschouw/verb	beschouwing/fixed	beschrijf/verb	beslist/adj	bespaar/verb	bestanddeel/noun	beval/verb	bevestig/verb	bevind/verb	beweging/noun	bezinning/noun	bied/verb	bijvoorbeeld/adv	bijzonder/adj	bitter/adj	blijk/verb	boek/noun	boodschap/noun	braak/verb	bron/noun	buiten/fixed	buitengewoon/adj	cannabis/noun	chip/noun	chocolademelk/noun	christendom/noun	cluster/noun	coffeeshop/noun	commissie/noun	compensatie/noun	compleet/adj	concurrentie/noun	creatief/adj	crisis/noun	cultuur/noun	cyclus/noun	dan/comparative	dankzij/prep	dat/comp	dat/det	de/det	demonstratie/noun	destijds/adv	die/det	die/pron	dioxine_crisis/noun	doe/verb	dolfijn/noun	dompel_onder/verb	drama/noun	duidelijk/adj	dynamiek/noun	economie/noun	economisch/adj	een/det	eens/adv	eenwording/noun	eersten/noun	eeuw/noun	eeuwenlang/adj	effect/noun	ego/noun	eigenschap/noun	ene/adj	eraan/pp	erg/adj	ervan/pp	eventueel/adj	evolutie/noun	expliciet/adj	functie/noun	ga_uit/verb	gang/fixed	geestelijk/adj	gehandicapt/adj	geloof/noun	geloof/verb	gemakkelijk/adj	gesprek/noun	gevallen/adj	gevolg/noun	gewoon/adj	gezondheid/noun	groente/noun	groente/prefix	haar/pron	heb/verb	heel/adj	heftig/adj	helaas/adv	het/det	het/noun	hierbij/pp	hoe/adj	homo/noun	houten/adj	humor/noun	hun/det	iedereen/pron	immers/adv	inderdaad/adv	indirect/adj	invloed/noun	juist/adj	kan/verb	ken_toe/verb	klank/noun	klimaat/noun	kmo's/noun	knoflook/noun	kogel/noun	kop_DIM/noun	koppel/verb	kracht/noun	kritiek/noun	kwak/verb	lang/adv	leg_stil/verb	leid/verb	les/noun	lever/verb	lichamelijk/adj	lucht/noun	maar/comp	maar/vg	magisch/adj	marihuana/noun	markt/noun	medisch/adj	medium/noun	meen/verb	mensheid/noun	min/adj	misschien/adv	mogelijk/adj	mondiaal/adj	museum_bezoek/noun	musicus/noun	muziek/noun	natuurlijk/adj	nederlaag/noun	neem_af/verb	nergens/adv	net/adv	niet/adv	niets/noun	of/vg	olijfolie/noun	om/comp	omdat/comp	omgeving/noun	onderhandeling/noun	onderling/adj	onmiddellijk/adj	ons/det	ontnuchtering/noun	ontsta/verb	onvermijdelijk/adj	onverwacht/adj	ook/adv	op/prep	opvallend/adj	over/prep	overigens/adv	overtuig/verb	overtuigd/adj	paars/adj	partner/noun	pedagoog/noun	plant/noun	prestatie/noun	prijs/verb	prikkel/noun	profiteer/verb	rakel_op/verb	reflecteer/verb	regelgeving/noun	regent/noun	rij_paard/verb	riskant/adj	roep_op/verb	rust/noun	rust_periode/noun	samenstelling/noun	sanering/noun	schadelijk/adj	schoen/noun	schok/noun	schrijf_toe/verb	sommig/adj	soms/adv	soort/noun	sorteer/verb	speel/adj	sporter/noun	spreek/verb	spreker/noun	spring_op/verb	stand_DIM/noun	sterk/adj	stop/verb	stop_in/verb	streek/noun	systematisch/adj	talent/noun	tegen/prep	thee/noun	tijd_geest/noun	tijdverdrijf/noun	toe/part	toepassing/noun	toevlucht/noun	traktaat/noun	transparantie/noun	twijfel/noun	uiteindelijk/adj	uitwerking/noun	vaak/adj	van/prep	vanochtend/adv	vanwege/prep	velerlei/adj	verkiezingsnederlaag/noun	verontwaardigd/adj	verricht/verb	verscheiden/adj	verschuiving/noun	verwijs/verb	verzelfstandiging/noun	voeding_middel/noun	voel/verb	voor/prep	voorteken/noun	voorwaarde/noun	vuur/noun	waaraan/pp	waarbij/pp	waarin/pp	wanneer/adv	want/vg	wat/pron	water/noun	weg/noun	weg_gedrag/noun	weggebruiker/noun	wel/adv	wellicht/adv	wending/noun	werk/noun	werk/verb	werkelijkheid/noun	werking/noun	wetenschappelijk/adj	wijs/verb	woede/noun	yoghurt/noun	zacht/adj	zal/verb	zeer/adv	zelden/adj	zelden/adv	zelfs/adv	zit/verb	zo'n/det	zo/adv	zogezegd/adj	zwak/adj
1975/noun	0.0	0.8737092	0.90670204	0.90366644	0.8280402	0.91425836	0.9541986	0.9261255	0.8598028	0.8898601	0.7427769	0.938381	0.9483645	0.956633	0.97594154	0.88843364	0.77996904	0.94418645	0.88377625	0.90137506	0.9539794	0.80293936	0.9551299	0.7678468	0.90210766	0.8457881	0.8190446	0.9243556	0.8545816	0.61681974	0.84291184	0.77496123	0.87781787	0.9130888	0.88093454	0.8550693	0.8761069	0.9329162	0.9245383	0.9004853	0.91935337	0.90625346	0.77263653	0.8256722	0.95141405	0.9001691	0.9130235	0.82618535	0.97420746	0.9015218	0.9186572	0.89251655	0.9179119	0.8068409	0.9106976	0.8852329	0.8630264	0.78694797	0.8805225	0.8158393	0.80686975	0.94312584	0.90128183	0.7894797	0.89939296	0.94587296	0.87126404	0.8059308	0.84954906	0.9209554	0.93531615	0.8886064	0.87142503	0.8117416	0.95669246	0.9924341	0.83316046	0.87517214	0.9529141	0.88716227	0.90132445	0.8477032	0.82099867	0.9086834	0.77574646	0.8493163	0.8156508	0.9364405	0.92378575	0.9072813	0.9039397	0.87746024	0.8170767	0.8275175	0.84763217	0.71343005	0.86283886	0.9569836	0.93180865	0.89242125	0.80451924	0.93194103	0.87105215	0.8671292	0.8267554	0.82501394	0.9008442	0.82021296	0.91951686	0.8104856	0.87686574	0.7735988	0.8798735	0.8482425	0.88868606	0.88734686	0.94747174	0.9220048	0.91546655	0.8465872	0.8665766	0.8922545	0.8643565	0.8889919	0.8846487	0.95801264	0.8391704	0.9115244	0.9453237	0.9035984	0.88643324	0.90409154	0.8748487	0.89720565	0.92747	0.5637141	0.90104157	0.8210011	0.921631	0.7565595	0.892523	0.8296719	0.9696036	0.81898725	0.76390827	0.9253098	0.9037808	0.7717026	0.8589418	0.8357389	0.89504033	0.94140273	0.90062165	0.87325174	0.7936697	0.8089134	0.7926265	0.8403094	0.8387238	0.9543112	0.9761658	0.7036881	0.9339026	0.9032728	0.8871645	0.7994285	0.95901954	0.91278553	0.8857164	0.8083217	0.97424144	0.88237125	0.90155345	0.9324755	0.8875709	0.9139588	0.87315434	0.9583993	0.83281505	0.886233	0.87452084	0.9043139	0.9070761	0.89020556	0.9751163	0.8205322	0.7917342	0.9490598	0.84291106	0.8790371	0.92719865	0.9567404	0.9427549	0.87894595	0.94387084	0.9373876	0.9339829	0.92043346	0.9696466	0.85688215	0.8577726	0.94065577	0.8981902	0.84902465	0.80309093	0.98819345	0.93337643	0.80961484	0.8568949	0.8485045	0.9433536	0.9100991	0.8119554	0.91557497	0.7401162	0.8553895	0.9422055	0.82823336	0.9222112	0.8101354	0.854694	0.927191	0.86753494	0.8612127	0.91986984	0.90299743	0.9333567	0.8141303	0.95585203	0.9441566	0.9087541	0.87586254	0.96440446	0.9040928	0.85979295	0.8522284	0.8506496	0.9443831	0.8090316	0.8672786	0.9198752	0.85193145	0.77298385	0.8520186	0.9142435	0.9215671	0.92970246	0.8669294	0.9655576	0.87697285	0.9288937	0.92505	0.7994494	0.9438894	0.8238156	0.94870293	0.84291273	0.9613737	0.8782992	0.968312	0.8701801	0.8669869	0.93129367	0.8904858	0.8174846	0.87762964	0.7210115	0.8390814	0.8686613	0.8907247	0.8085196	0.8528539	0.87399626	0.8486621	0.86802477	0.8490895	0.83239806	0.8908263	0.82240546	0.88327867	0.8714472	0.9251782	0.9048811	0.9776247	0.88883793	0.9060465	0.76834047	0.8770043	0.8236131	0.84646726	0.9042957	0.789529	0.93926334	0.9561838	0.975522	0.9328685	0.9712139	0.9377866	0.9223096	0.8326667	0.8163658	0.7977452	0.8735223	0.8189049	0.8490908	0.85949636	0.9224182	0.96486676	0.85236067	0.86534214	0.89388764	0.7912429	0.920001	0.8890399	0.85203594	0.8919947	0.9018101	0.9391687
AD/name	0.8737092	0.0	0.8953426	0.94769305	0.8659129	0.93567973	0.93762386	0.91633075	0.9042614	0.8903053	0.88731766	0.95526016	0.8873536	0.9066356	0.9965413	0.90780187	0.8726922	0.91697913	0.9199506	0.90290856	0.96589154	0.95676184	1.0	0.9407326	0.85094976	0.90780187	0.8768556	0.9364234	0.90645856	0.9206245	0.84522474	0.851387	0.88709915	0.9073828	0.8995054	0.86981654	0.9062669	0.9196191	0.9337958	0.9104825	0.9359902	0.8950425	0.94096404	0.56814814	0.89789265	0.89342654	0.94618857	0.9560914	0.9471813	0.8637271	0.8929883	0.8661636	0.91942537	0.8205478	0.8716398	0.9476719	0.87542903	0.85332197	0.8352613	0.9145969	0.9651077	0.9263571	0.8866149	0.8516319	0.84200156	0.88318574	0.84606314	0.7761423	0.9062768	0.9711082	0.8313812	0.9470956	0.808009	0.89554745	0.8688723	0.8524686	0.84685856	0.95252717	0.91215295	0.9370884	0.8763624	0.9253131	0.9362571	0.94134754	0.9166697	0.9365814	0.9432905	0.9242697	0.9089577	0.9132085	0.8912622	0.89249265	0.9222967	0.8740891	0.90224445	0.8267603	0.84870756	0.9735414	0.91694146	0.937812	0.9013678	0.94464254	0.92727214	0.9266099	0.8934894	0.8351988	0.9451858	0.94972384	0.90587664	0.9507611	0.903156	0.88321835	0.9211019	0.8686469	0.9129841	0.9545737	0.8570717	0.97317624	0.8771214	0.90745074	0.8089065	0.93926543	0.9198479	0.9607435	0.88476783	0.84872353	0.8767663	0.96363306	0.9393559	0.9231685	0.86966646	0.85394424	0.90494007	0.85757136	0.91867703	0.983322	0.85042167	0.9156988	0.94278574	0.8851807	0.95261693	0.77644116	0.9142133	0.82155156	0.81748134	0.6854321	0.9281448	0.879496	0.90401745	0.9491818	0.91182214	0.9383132	0.8329774	0.87304115	0.942175	0.9315852	0.91940224	0.9409186	0.8460467	0.9702517	0.9249942	0.9636037	0.8509027	0.9497381	0.93752366	0.89306957	0.98384374	0.9482405	0.87031996	0.8975874	0.9314581	0.91236234	0.9193997	0.94800586	0.9383237	0.91930526	0.9222921	0.9262194	0.9100697	0.85092795	0.81929207	0.895562	0.94273555	0.862451	0.92307574	0.8939137	0.88394713	0.8736768	0.957782	0.9462656	0.92906886	0.9409595	0.92493874	0.9036564	0.89443684	0.93555045	0.9278521	0.82179356	0.8873612	0.9029564	0.7820546	0.9293685	0.8646455	0.97171223	0.90030724	0.90493536	0.96036017	0.88454944	0.92990184	0.9450474	0.90409184	0.934675	0.9511553	0.7758894	0.86140436	0.9424982	0.91940945	0.89598143	0.90850836	0.8345769	0.9165759	0.9280859	0.90002066	0.93466794	0.8894019	0.83081377	0.88286966	0.86189365	0.94236064	0.9645972	0.8168804	0.8487584	0.9594511	0.9171506	0.9428363	0.9248924	0.9089459	0.8794724	0.8936543	0.8713393	0.90306664	0.92253673	0.85820854	0.9638499	0.8462764	0.92963684	0.86524475	0.909155	0.9858006	0.87233984	0.913412	0.95594645	0.9530218	0.93828064	0.862114	0.95134115	0.9304976	0.86984813	0.88799655	0.8196447	0.94867414	0.8058749	0.884176	0.76368856	0.8539684	0.8808495	0.9546512	0.85597354	0.8915006	0.86351395	0.8742486	0.81310153	0.8212514	0.8918374	0.83125705	0.90163726	0.8650975	0.8958121	0.79402137	0.81962	0.84780246	0.91269404	0.8141538	0.9360752	0.95561904	0.9234355	0.86138153	0.8793618	0.77668995	0.932086	0.8632793	0.89004636	0.870147	0.9363212	0.94905245	0.90510124	0.9291369	0.90654427	0.9541179	0.89654124	0.93833566	0.9183365	0.8471973	0.7822273	0.8634176	0.84832644	0.900019	0.9240961	0.8946394	0.8073274	0.95301443	0.8913542	0.88977855	0.9141166	0.9113235	0.9178506	0.8108825	0.9362357
CPB/name	0.90670204	0.8953426	0.0	0.9550883	0.5833131	0.9002074	0.9218663	0.929511	0.89652884	0.84877753	0.856282	0.87465364	0.6643829	0.89582473	1.0	0.84850085	0.8462716	0.8838998	0.7926761	0.85297227	0.913318	0.9394073	0.9114032	0.9494827	0.80174476	0.7394916	0.70611185	0.8614744	0.72244096	0.8964849	0.8168499	0.8001545	0.7663933	0.76198065	0.90339035	0.9063297	0.77267	0.8143457	0.87175584	0.79342353	0.8972347	0.7852895	0.86343974	0.83349043	0.9600464	0.84562683	0.4403975	0.8890578	0.962185	0.8217968	0.86694634	0.89413285	0.6447866	0.9094392	0.9209323	0.7270778	0.8851751	0.9544706	0.8376235	0.9311576	0.92021036	0.8160677	0.82263523	0.80012727	0.88527536	0.8492244	0.7506668	0.9081105	0.8565033	0.8941072	0.7483903	0.634152	0.7457907	0.87128645	0.93051624	0.9514973	0.893859	0.90221363	0.912867	0.71207726	0.7867926	0.9582249	0.77337396	0.8674911	0.8083786	0.88297486	0.8579041	0.81596553	0.84745073	0.63826656	0.790173	0.8071606	0.93021864	0.8443408	0.7724269	0.84009516	0.78603184	0.9482711	0.9626724	0.9496407	0.92021	0.851794	0.7244894	0.62193954	0.6392108	0.81691873	0.9122044	0.71852833	0.94802654	0.93378764	0.8949711	0.6583035	0.9541803	0.8711951	0.93338335	0.9314332	0.9153407	0.7403996	0.7098117	0.81252754	0.7176442	0.89798427	0.6341893	0.86878693	0.93376005	0.9419445	0.8745288	0.961069	0.8739574	0.89127445	0.9381787	0.7452699	0.94881654	0.85086507	0.9365482	0.94953895	0.8627849	0.7880068	0.95290345	0.76235247	0.81280154	0.6609609	0.8793943	0.5787838	0.85823977	0.8673329	0.95441616	0.8947792	0.8185314	0.8884651	0.7575236	0.81457853	0.7345456	0.81537426	0.72984385	0.85296696	0.8744205	0.92814887	0.779863	0.88335216	0.9617196	0.96700895	0.9796569	0.8988609	0.83571327	0.7794436	0.92196095	0.9493787	0.9353231	0.7561288	0.96699584	0.8417221	0.89630854	0.98298806	0.83828586	0.8548908	0.86692613	0.8958077	0.83904403	0.84291905	0.8151468	0.75824225	0.94312704	0.7857378	0.86761224	0.76731634	0.74344087	0.8761804	0.88915724	0.9255363	0.88137126	0.9129306	0.70767045	0.87019736	0.97024	0.92393833	0.8787783	0.9449964	0.94051945	0.6765001	0.6969593	0.8751823	0.80949783	0.82979953	0.86559063	0.8514892	0.8779065	0.80149376	0.7390919	0.8672448	0.8239407	0.77235293	0.86216015	0.7931635	0.6934761	0.8734129	0.90354466	0.86958873	0.88191044	0.81870806	0.95173204	0.8014781	0.95828307	0.6159687	0.8174096	0.9321128	0.8456056	0.74693257	0.9315084	0.83593833	0.79842746	0.8994254	0.95852625	0.89794767	0.8460259	0.58447313	0.71635705	0.974304	0.81096005	0.8713814	0.84495056	0.8601656	0.8935143	0.7680455	0.9765195	0.89276206	0.9395791	0.8843312	0.98688495	0.92415607	0.76440024	0.95270604	0.882429	0.9264467	0.7403951	0.91870946	0.9699688	0.9720631	0.89062166	0.9267784	0.8904916	0.8219241	0.8836205	0.8489091	0.7996278	0.80337477	0.8243284	0.7597849	0.7991009	0.74625176	0.85020775	0.7221453	0.89507926	0.90435266	0.8929659	0.88075364	0.8779278	0.76066786	0.8654785	0.6867468	0.84273994	0.88961077	0.8236787	0.86359435	0.8132636	0.9634505	0.8582437	0.8206858	0.91278774	0.96261024	0.8613049	0.8137178	0.9176169	0.83039325	0.9034083	0.9068366	0.8773694	0.8220887	0.92543614	0.92126876	0.88576937	0.79805803	0.8101931	0.7481309	0.72987866	0.8593986	0.9617493	0.9186218	0.68176544	0.8593084	0.84227866	0.84659934	0.86204875	0.9802674	0.8664269	0.891638	0.87741226	0.7926599
Christian/name	0.90366644	0.94769305	0.9550883	0.0	0.93747306	0.95461255	0.94725794	0.9626945	0.8783832	0.71888185	0.9145167	0.6553869	0.88802046	0.94473076	0.7293185	0.9801755	0.85823977	0.7959814	0.95166564	0.93271315	0.83525074	0.8704149	0.92753077	0.71400666	0.92743254	0.9713611	0.8962457	0.89900345	0.9234171	0.9500029	0.93561393	0.9273294	0.85699767	0.9695874	0.9154401	0.86923015	0.82837677	0.90405095	0.94887954	0.86874396	0.95703614	0.8622017	0.956616	0.92231756	0.9775988	0.95933354	0.9539367	0.86050045	0.8627853	0.9593733	0.96569335	0.90668625	0.98367167	0.89301676	0.85030234	0.87645286	0.9513387	0.9801009	0.7885836	0.94011486	0.928643	0.9291904	0.93100935	0.9254332	0.92394185	0.9453272	0.9163603	0.91479194	0.9645919	0.9330852	0.8565425	0.9922318	0.84659576	0.9718907	0.9437957	0.9811726	0.91261935	0.9101087	0.96459943	0.9018842	0.9777703	0.9465929	0.9766874	0.8758038	0.8752401	0.9448814	0.9153249	0.9624457	0.9165873	0.8864974	0.9221352	0.86844575	0.90832037	0.84371424	0.88002306	0.850618	0.8942914	0.99643624	0.93562984	0.89240086	0.846349	0.95475304	0.92219186	0.9554393	0.9486445	0.9438498	0.9595617	0.92108244	0.9296719	0.9015922	0.9323217	0.95374435	0.8045522	0.8654754	0.9728562	0.92501897	0.9581671	0.96326214	0.87517196	0.7808659	0.93491477	0.8521091	0.92380947	0.86005574	0.8825066	0.931683	0.924751	0.9713741	0.9519572	0.89394504	0.8582303	0.94295955	0.961951	0.9075802	0.9368809	0.9992117	0.9033937	0.9137198	0.960405	0.8608684	0.95067996	0.9419817	0.97744113	0.9181765	0.95403606	0.9071215	0.9612617	0.9082893	0.8990943	0.9340891	0.93086207	0.8850173	0.92222524	0.9228978	0.9581686	0.91611373	0.9748272	0.955231	0.96150595	0.9016208	0.98002595	0.9712014	0.98079497	0.8716577	0.9037454	0.9094897	0.99159324	0.9392821	0.8620247	0.9167565	0.93425184	0.87643987	0.7802826	0.9862861	0.95475024	0.97169065	0.9297686	0.97545767	0.9590873	0.8546618	0.8924568	0.87171996	0.9266231	0.9510302	0.9604503	0.974435	0.9531259	0.96085435	0.9515447	0.89865524	0.9202241	0.88164407	0.9478688	0.9619777	0.9325096	0.9012564	0.9924699	0.91097975	0.9650551	0.936891	0.91556597	0.9615675	0.8322763	0.90884054	0.9349473	0.92304236	0.8654996	0.9310631	0.92890733	0.87609017	0.93892545	0.98843324	0.8845533	0.930701	0.9208947	0.9258362	0.95258033	0.97055256	0.90029854	0.8054989	0.93127775	0.8767514	0.9522945	0.9838795	0.93358636	0.96829826	0.8752717	0.9785442	0.7640508	0.9708022	0.97196674	0.85246944	0.9584625	0.9654363	0.9561435	0.91344047	0.96821845	0.8948357	0.93931615	0.89195114	0.8599109	0.97337115	0.9112642	0.9254657	0.9254812	0.90786284	0.91329706	0.89036626	0.9656605	0.97612315	0.86852825	0.94772166	0.99905115	0.9388826	0.9248743	0.9405787	0.9065263	0.95768744	0.94011337	0.9743899	0.8713961	0.9062418	0.9474845	0.9590631	0.97112685	0.94631773	0.9891462	0.921869	0.94183004	0.85669386	0.84261215	0.91924554	0.8963728	0.83473265	0.78318787	0.9022877	0.8848473	0.94523555	0.9667207	0.97395414	0.9350725	0.97226185	0.93204796	0.9703595	0.89931905	0.9276353	0.7980438	0.88607305	0.9104639	0.98545104	0.95387894	0.94529736	0.977502	0.97672415	0.9604735	0.91649806	0.96044016	0.8898281	0.8954608	0.9256003	0.9152834	0.91804266	0.9125875	0.92071664	0.90260404	0.88963705	0.9742245	0.91811717	0.96240234	0.9226535	0.8736077	0.90857124	0.93823385	0.94259965	0.96350497	0.94672525	0.9222521	0.8893534
Commissie/name	0.8280402	0.8659129	0.5833131	0.93747306	0.0	0.9588083	0.9207383	0.91643614	0.83245915	0.80019975	0.8026749	0.8194254	0.79342526	0.89243245	1.0	0.71781874	0.6977797	0.6773145	0.87945783	0.7003807	0.9351114	0.939983	0.9301422	0.92404485	0.8531968	0.63979715	0.6366143	0.91364455	0.8252573	0.8190983	0.7433145	0.70330316	0.86602926	0.89065504	0.88999206	0.8646008	0.7632255	0.86165106	0.8922764	0.74188256	0.81904596	0.77358013	0.87106776	0.8364228	0.9128216	0.86310387	0.7112075	0.8253435	0.97182786	0.86228806	0.83394593	0.8680881	0.84203225	0.89030313	0.94066787	0.85157984	0.8919072	0.8823754	0.71611226	0.8960609	0.9106234	0.88529086	0.7796317	0.72587675	0.83526564	0.8743297	0.82990724	0.8925308	0.8256234	0.9190058	0.6689371	0.7889757	0.84862316	0.79548657	0.9086584	0.9493356	0.8536377	0.92805374	0.87597555	0.35708457	0.682726	0.91851205	0.77915657	0.8825933	0.82840425	0.9095599	0.91018236	0.90296334	0.84529537	0.6839014	0.87298137	0.5955387	0.9186694	0.691282	0.75057596	0.75329757	0.697258	0.93921506	0.9015333	0.96875644	0.9270825	0.8246	0.81148136	0.7954428	0.73939854	0.85173017	0.792724	0.82981664	0.8993935	0.91488653	0.85634744	0.7332988	0.97191477	0.7952591	0.87579006	0.91226405	0.9046825	0.77406406	0.6974232	0.87650836	0.6914077	0.8515543	0.8130649	0.85180765	0.90637076	0.9424588	0.88904995	0.945048	0.91828746	0.8257792	0.89029014	0.7070247	0.89340395	0.84027666	0.88406366	0.8956583	0.8062908	0.77514994	0.8812217	0.8494811	0.9189629	0.8387729	0.9202556	0.5980506	0.89322007	0.885422	0.94257843	0.90696865	0.81660277	0.8509882	0.736608	0.8373885	0.75955707	0.69439113	0.6710911	0.86302054	0.7518011	0.8967868	0.90863246	0.82419497	0.94436926	0.9342546	0.9822156	0.76078296	0.89006114	0.758696	0.9676895	0.9262565	0.88456273	0.74714994	0.87334657	0.7951777	0.92174953	0.9058669	0.8934976	0.9357591	0.8190848	0.8880459	0.7844391	0.75215966	0.7811301	0.7660667	0.89757305	0.8711025	0.915438	0.7197435	0.822105	0.9582384	0.85205007	0.9429987	0.86249614	0.9550959	0.8408953	0.85388875	0.948064	0.9121572	0.8737724	0.90489894	0.9287205	0.6891384	0.76079154	0.89093244	0.6316891	0.8198204	0.8536682	0.8545324	0.9539853	0.7928841	0.7872256	0.9026764	0.81950635	0.84790623	0.88386583	0.6445612	0.728493	0.84367466	0.8632228	0.72849804	0.815539	0.84318763	0.8857626	0.9003555	0.91536933	0.8140783	0.7823549	0.8969917	0.87373966	0.57815844	0.9051274	0.91735035	0.86389625	0.8419514	0.967965	0.92418516	0.58755136	0.7576605	0.7463315	0.96607786	0.90721625	0.80760443	0.83887184	0.91672564	0.8593619	0.942082	0.9354641	0.8826629	0.8253453	0.8629802	0.916256	0.9033021	0.88197416	0.8964641	0.9000777	0.8934721	0.71899676	0.91866165	0.9336507	0.96486646	0.8809699	0.963626	0.88500357	0.77559406	0.92288685	0.91678417	0.6478044	0.702963	0.8220993	0.7415669	0.8575363	0.62811136	0.8077721	0.70093596	0.92437595	0.88690495	0.8633168	0.8493617	0.765457	0.81335115	0.7272648	0.6851093	0.7299894	0.94627386	0.74687743	0.85227746	0.6394191	0.90923226	0.7484096	0.8703437	0.8321537	0.91603273	0.94185495	0.8852302	0.88846713	0.8659161	0.9647776	0.9256096	0.8556366	0.8644661	0.92147434	0.9069012	0.8684881	0.8752919	0.68866634	0.7159295	0.72528803	0.9265746	0.95004606	0.9295672	0.74446917	0.8171338	0.8592362	0.8871227	0.87874335	0.9153821	0.9036931	0.8742074	0.8580594	0.9030545
Gras/name	0.91425836	0.93567973	0.9002074	0.95461255	0.9588083	0.0	0.9940427	0.9543814	0.8891045	0.8893401	0.94831395	0.89956117	0.9428708	0.94186366	0.9766208	0.95864326	0.87716043	0.9493181	0.87037176	0.9231639	0.9889925	0.94238967	0.98808223	0.91877675	0.9141647	0.9130273	0.9362642	0.9078891	0.89372927	0.89977235	0.86791956	0.7900928	0.9220909	0.90872157	0.8714817	0.8488748	0.7079394	0.9383987	0.83745676	0.93840486	0.92095745	0.94734955	0.8857814	0.8718953	0.9664948	0.90774363	0.9729274	0.920841	0.92126024	0.8489914	0.95253664	0.91360134	0.92353326	0.752738	0.95476156	0.96290135	0.9203508	0.92327416	0.860717	0.9256033	0.76417243	0.8710924	0.88691556	0.8818459	0.8637548	0.94622844	0.85260594	0.8093013	0.9593013	0.9531938	0.8329662	0.95054746	0.8562006	0.9241137	0.946106	0.970602	0.90428144	0.8908391	0.9617283	0.92710674	0.9378351	0.9118962	0.9554816	0.7204248	0.9321594	0.9095854	0.92369515	0.9268447	0.84998655	0.87802136	0.85396194	0.93976456	0.8509704	0.95236075	0.8871297	0.8410962	0.9466731	0.92598295	0.8908492	0.8749377	0.85657924	0.9035922	0.85734797	0.91633075	0.95327204	0.8639285	0.8630268	0.9502527	0.935333	0.88767433	0.9102493	0.8592924	0.8718366	0.9047119	0.9576427	0.9839734	0.8714603	0.9104701	0.937957	0.853563	0.8266869	0.9400357	0.9233173	0.9533449	0.9054184	0.9528569	0.92756164	0.93433917	0.91105384	0.9096073	0.96946514	0.94329745	0.95652443	0.9369693	0.9690925	0.9658423	0.9169886	0.89894146	0.9209628	0.8764982	0.89919347	0.8986644	0.9045241	0.9063635	0.8318709	0.9352883	0.9665001	0.79170763	0.88877463	0.9028323	0.9474085	0.7707017	0.90358746	0.90968144	0.8859506	0.86936265	0.9253596	0.7792811	0.898919	0.9717331	0.98160887	0.9884408	0.98112	0.9205851	0.8593886	0.9581418	0.9731159	0.91322386	0.97645795	0.9428847	0.8839776	0.9655673	0.92682976	0.9525252	0.89057255	0.8582792	0.8777746	0.9061352	0.94417024	0.8573394	0.91036874	0.9734875	0.89711225	0.91145986	0.8661354	0.92518055	0.9143063	0.9385032	0.5867332	0.6789168	0.9071751	0.92508614	0.9124119	0.6671108	0.91681385	0.9105098	0.95587087	0.9348401	0.98288095	0.8802351	0.90468204	0.91480917	0.94740963	0.94360155	0.9363866	0.9230199	0.9483455	0.857976	0.93735665	0.80496347	0.88385737	0.94893223	0.875696	0.943157	0.8232593	0.8824482	0.93069214	0.9717011	0.94368815	0.73349714	0.9331623	0.9116461	0.94361347	0.9008739	0.9481208	0.90368867	0.9039993	0.92617416	0.9472933	0.93919957	0.92870486	0.87087876	0.92106324	0.87393486	0.92095983	0.9719937	0.9233608	0.95709085	0.83123237	0.9342937	0.92145026	0.85329735	0.7859394	0.9123904	0.88464946	0.9359257	0.93056136	0.9107332	0.8989781	0.8315146	0.9057993	0.9288988	0.9472073	0.94583696	0.8860985	0.793545	0.9839117	0.97289556	0.8584113	0.9167837	0.986155	0.8380923	0.84996855	0.84684795	0.88422495	0.89424485	0.89310807	0.90402657	0.8076384	0.9306551	0.89661676	0.9506736	0.87050986	0.9251904	0.90253884	0.9395731	0.9029428	0.86848426	0.93540776	0.97056973	0.9163686	0.8988532	0.88582236	0.9351794	0.97976214	0.97695994	0.9029613	0.8430703	0.7771366	0.9513552	0.87371933	0.8613563	0.9650448	0.9213654	0.9032616	0.9245396	0.87317795	0.97098005	0.77235526	0.9135585	0.8647198	0.8669347	0.9236638	0.86344266	0.95218164	0.93802524	0.97319263	0.95308185	0.92687017	0.8601246	0.87318015	0.9391447	0.9392452	0.8643248	0.87624604	0.8467864	0.87836814	0.95364213
