	video_camera/noun	code/noun	computer/noun	Vlaams/adj	hard/adj	oogappel/noun	bel_DIM/noun	besmetting/noun	ben/verb	breng_aan/verb	aanduiding/noun	plastiek/noun	kunst_werk/noun	laat/verb	constructie/noun	voer_uit/verb	zuil/noun	gelakt/adj	Waals/adj	vergelijk/verb	duur_voort/adj	onderzoek/noun	schiet_uit/verb	houten/adj	gepantserd/adj	goud/noun	pers/verb	stel_vrij/verb	groot/adj	helft/noun	vliegtuig/noun	word/verb	10/noun	vloeibaar/adj	afgezaagd/adj	ijzer/noun	lood/noun	campus/noun	zwaard/noun	overschot/noun	tegel/noun	bedek/verb	boven_haal/verb	name/adv	bewerk/verb	reusachtig/adj	das/noun	plaat/noun	besmet/verb	besta/verb	industrieel/adj	draag/adj	vervoer/verb	onderzoek/verb	bedrijf/noun	kooi/noun	minder/adj	kubus/noun	blink/verb	traan/noun	sector/noun	degelijk/adv	been/noun	hier/adv	stenen/adj	garandeer/verb	riskeer/verb	ambachtelijk/adj	bronzen/adj	grond/noun	levend/adj	straal_uit/verb	nieuw/adj	verdacht/adj	asbest/noun	gebruikelijk/adj	loop_terug/verb	voer_in/verb	aluminium/noun	aluminium/adj	mascotte/noun	uitgevoerd/adj	aangekocht/adj	kist/noun	reus/noun	monster/noun	brons/noun	representatief/adj	mijn/noun	neem/verb	petrochemie/noun	geïmporteerd/adj	hoeveelheid/noun	onmiddellijk/adj	lading/noun	onjuist/adj	vervolgens/adv	honderden/noun	vraag/verb	verzamel/verb	internet/noun	hout/noun	klant/noun	schilder/verb	dikte/noun	licht/adj	controle/noun	landbouw/noun	auto_wrak/noun	pak/noun	met/adv	medisch/adj	mentaal/adj	sculptuur/noun	schildering/noun	onregelmatig/adj	kilo/noun	voer_op/verb	'99/noun	miljoen/noun	koraal/noun	oud/adj	vlees/noun	voortaan/adv	compromis_loos/adj	chroom/noun	lig/verb	villa/noun	symbool/noun	puur/adj	kantoor_gebouw/noun	geladen/adj	soja/noun	stellage/noun	dreig/verb	ton/noun	distributie/noun	slinger_rond/adj	ontwar/verb	prijs/noun	tast_aan/verb	bestek/noun	procent/noun	gebouw/noun	man/noun	er/adv	producent/noun	heffing/noun	verbrand/adj	stof/noun	waar/adv	uitvoering/noun	storing/noun	bijvoorbeeld/adv	aanwezigheid/noun	afval_bak/noun	rond/adj	totaal/adv	test/verb	productie/noun	plat/adj	bouwmateriaal/noun	lijf/noun	aureool/noun	kunststof/noun	genoemd/adj	grondstof/noun	steen/noun	bevolking/noun	vervaardig/verb	pijp/noun	mechanisch/adj	pilaar/noun	ondertussen/adv	staal/noun	import_heffing/noun	centi_meter/noun	zuiver/adj	analyse/noun	des/adv	dun/adj	onderneming/noun	lab/noun	vat/verb	buig/verb	pvc/noun	sterk/adj	wijs_uit/verb	diep/adj	wals/verb	afdeling/noun	doos/noun	breed/adj	bijl/noun	kabaal/noun	ruw/adj	dienstverlening/noun	export/noun	fabricage/noun	neem_af/verb	dijk/noun	genomen/adj	verwrongen/adj	uitgestrekt/adj	keramiek/noun	verschil/adj	verwijder/verb	klein/adj	eis/verb	hand_greep/noun	onderdeel/noun	papier/noun	vorm/noun	importeer/verb	zwaar/adj	wanneer/adv	gesteente/noun	gootsteen/noun	uitsluitsel/noun	samenspel/noun	rubber/noun	landbouw_product/noun	vast/adj	tank/noun	ogenblik/noun	liefst/adv	ver/adj	invoer/noun	lager/noun	bevestig/verb	markt/noun	kool/noun	divers/adj	verwerk/verb	leg_toe/verb	spuit/noun	allerijl/adv	modern/adj	dik/adj	inlands/adj	stalen/adj	roest_vrij/adj	maak/verb	keer/noun	rail/noun	chirurgisch/adj	Europees/adj	textiel/noun	gevoelig/adj	meer/adj	helemaal/adv	verhoog/verb	genees_middel/noun	gehuld/adj	blijk/verb	verzink/verb	gereedschap/noun	boer/noun	poot/noun	beneden/adv	subsidie/noun	bind_middel/noun	verwerking/noun	alleen/adj	titanium/noun	oerwoud/noun	controleer/verb	zacht/adj	buitenland/noun	lichtgewicht/adj	licht/noun	blok/noun	album/noun	trek_op/verb	illustreer/verb	kracht/noun	opgetrokken/adj	projectiel/noun	perikel/noun	glas/noun	water/noun	materiaal/noun	positief/adj	gehard/adj	alge/noun	buitenlands/adj	extra/adj	graniet/noun	afgewerkt/adj	eet_op/verb	leuning/noun	deel_uit/verb	gebruik/verb	stuk/noun	produceer/verb	analyseer/verb	locatie/noun	hoop/noun	beton/noun	gemanipuleerd/adj	Brits/adj	meter/noun	goedkoop/adj	magnetisch/adj	dagelijks/adj	berg/noun	investeer/verb	stoel/noun	beeld/noun	hoogwaardig/adj	wit/adj	hoog/adj	traditioneel/adj	zenuw/noun	schiet/verb	geconcentreerd/adj	klank/noun	nodig/adj	bewaar/verb
video_camera/noun	0.0	0.83716536	0.5757364	0.8775418	0.87365645	0.77086484	0.79689944	0.85619414	0.8012829	0.7453278	0.7891332	0.7524158	0.74642885	0.83334756	0.6608912	0.785045	0.796795	0.75486183	0.8201717	0.84165436	0.75276285	0.89342386	0.8355438	0.70008564	0.6993461	0.83674335	0.86237043	0.91548765	0.7957467	0.89121467	0.76615554	0.7434796	0.8623862	0.74785364	0.8065595	0.7060765	0.72903645	0.9075201	0.8834356	0.87570566	0.6519284	0.8266846	0.87375027	0.913749	0.68564916	0.7465901	0.9258573	0.7301605	0.8589284	0.7728783	0.7901763	0.8071804	0.72892356	0.8242341	0.82570934	0.691536	0.8710644	0.68343246	0.794118	0.9512526	0.8428806	0.8049395	0.91682404	0.8620416	0.7408129	0.829767	0.9193783	0.70846283	0.69248235	0.8098531	0.8689611	0.71102506	0.7598742	0.81559336	0.8147437	0.82464015	0.85343516	0.7679915	0.69700915	0.69699144	0.766447	0.7423533	0.7835626	0.6933363	0.8792347	0.76439226	0.72987866	0.7686338	0.85605365	0.85264903	0.89230716	0.83800364	0.68752205	0.8797042	0.741837	0.8844905	0.7451929	0.801087	0.9529342	0.66833025	0.62087744	0.67386746	0.7862693	0.80763155	0.784558	0.6644501	0.896433	0.8266579	0.79117984	0.8167333	0.92428696	0.8358993	0.8113979	0.6376655	0.6923988	0.8308291	0.7808391	0.79242015	0.9597831	0.94719297	0.8927385	0.7237023	0.8689129	0.8240341	0.8728974	0.7355647	0.829318	0.81389695	0.77377367	0.88596994	0.79721844	0.7728462	0.7779774	0.7894481	0.9248452	0.7791704	0.77377254	0.7421885	0.844229	0.8441527	0.8535677	0.5498927	0.90719557	0.78415525	0.8460585	0.86853296	0.7350974	0.8362181	0.80048776	0.72476506	0.82322323	0.8117465	0.75005186	0.65094745	0.8384903	0.8251045	0.8086644	0.8132153	0.78019357	0.74515927	0.7272731	0.69600207	0.8210838	0.6255249	0.64482695	0.8485028	0.71648014	0.7395365	0.8474699	0.6646625	0.7556772	0.7704954	0.8187784	0.8926861	0.6548871	0.8099505	0.84297144	0.8275331	0.8493581	0.7978488	0.7538354	0.8812573	0.8146902	0.8387393	0.9151288	0.76209146	0.88804966	0.9213068	0.9441518	0.84702396	0.8383374	0.68498075	0.8641753	0.7257359	0.76281136	0.7455602	0.8954856	0.7596088	0.66558176	0.8392548	0.94556296	0.7561979	0.6476505	0.93079406	0.64144105	0.7894402	0.8270843	0.67500013	0.96367466	0.77896714	0.6512095	0.65796137	0.7709454	0.7630265	0.8447551	0.8219638	0.81796116	0.8832113	0.887803	0.89204085	0.7593402	0.84011793	0.8610627	0.64792675	0.83717895	0.8992183	0.9237399	0.8366459	0.9089955	0.76325214	0.765255	0.78427	0.7274793	0.7430273	0.78414017	0.74702287	0.8204805	0.6386609	0.8463085	0.756114	0.7702968	0.6950216	0.69009477	0.92853594	0.8130862	0.7202232	0.9491936	0.7159879	0.87769943	0.8578822	0.87762284	0.8462494	0.76452625	0.79746336	0.8649701	0.78204775	0.63817775	0.83000535	0.79972744	0.7977774	0.9407875	0.83760625	0.82872206	0.79129106	0.8073327	0.89317364	0.8411256	0.7072656	0.75247705	0.69712865	0.7336918	0.7989244	0.8559404	0.8597361	0.74129176	0.87856764	0.7224271	0.7417427	0.8953693	0.6293719	0.82261854	0.6042799	0.839229	0.82345706	0.7632655	0.8398177	0.78333056	0.8436544	0.7720365	0.89551544	0.79133385	0.84380877	0.694361	0.59649163	0.6999679	0.6986765	0.8026283	0.8222767	0.69990015	0.85402423	0.8805473	0.8647588	0.71799326	0.77944404	0.7555311	0.8570412	0.8205755	0.6856705	0.7023152	0.6504472	0.78697336	0.9247635	0.7744149	0.8792238	0.8440212	0.87456524	0.75625205	0.7406366	0.7138463
code/noun	0.83716536	0.0	0.56591344	0.89399195	0.8944687	0.8818102	0.837474	0.8275707	0.81026936	0.78479743	0.7230178	0.93340945	0.7807481	0.83086395	0.82590795	0.7957961	0.8194336	0.9409583	0.85478044	0.67991066	0.7721143	0.79614	0.96780425	0.877123	0.9303163	0.9044239	0.87873805	0.7124407	0.8878901	0.8976027	0.87115073	0.6306962	0.83238834	0.8074089	0.8964159	0.8462001	0.90537477	0.9087341	0.92931676	0.8752932	0.8691112	0.91903466	0.8916244	0.85605466	0.85596734	0.82243323	0.7704992	0.91189426	0.85595405	0.77271354	0.8476054	0.92285794	0.88159466	0.86337197	0.7726337	0.7854112	0.9150335	0.82590824	0.94693613	0.9646563	0.8152801	0.70631874	0.96671903	0.902261	0.91672873	0.81642336	0.88780266	0.8901004	0.85925174	0.90048647	0.7688275	0.9299046	0.69438016	0.84228206	0.8373691	0.74852806	0.87214524	0.64430344	0.882274	0.83166564	0.8796316	0.8732678	0.8789222	0.8707127	0.90244776	0.7955179	0.9394595	0.8772627	0.9312241	0.9257185	0.89088404	0.7750679	0.792228	0.8305623	0.80920756	0.8447546	0.6860396	0.87753695	0.8728284	0.82531714	0.6455339	0.860583	0.7445988	0.8636769	0.8722831	0.86466765	0.71350527	0.8573253	0.9140702	0.8555298	0.8668244	0.72064996	0.9169638	0.874553	0.8777507	0.79047227	0.8294432	0.9237311	0.9406237	0.9408853	0.79883015	0.9013212	0.7933034	0.64095855	0.89497435	0.88063467	0.9595041	0.9195875	0.7719374	0.84938294	0.84495336	0.8024379	0.7489287	0.9437978	0.8702721	0.8266389	0.7726824	0.96807826	0.95159405	0.89510244	0.8890334	0.8149955	0.8925573	0.88461006	0.9165329	0.8452252	0.77317405	0.674411	0.89566123	0.7992699	0.87886953	0.8410592	0.79442525	0.6574279	0.8154241	0.9100127	0.89083016	0.8913997	0.72636753	0.82731444	0.87838936	0.8499987	0.87739265	0.9441186	0.8611775	0.7817168	0.77316636	0.9099518	0.9391853	0.88965845	0.8428889	0.8532657	0.90442353	0.87638825	0.7644209	0.80064213	0.9107401	0.7974584	0.8621136	0.9746655	0.8543254	0.7955065	0.7472167	0.89136064	0.93760705	0.85738343	0.87406737	0.8475069	0.9532936	0.94576705	0.8721194	0.870013	0.911071	0.88733745	0.8578491	0.8076858	0.7472205	0.8739729	0.919786	0.81480986	0.92540306	0.8379083	0.94498646	0.9654689	0.8847976	0.7164125	0.87830204	0.8565633	0.8770372	0.93991834	0.79158586	0.82701874	0.72022635	0.8161526	0.93393815	0.7270547	0.83571136	0.92938656	0.89429116	0.8911596	0.8368139	0.80408925	0.7267425	0.8533118	0.95035976	0.9148941	0.9300536	0.7371238	0.8658397	0.8968028	0.86197215	0.8555399	0.81527644	0.78488106	0.9234983	0.8620858	0.8647566	0.8240329	0.90002215	0.88957953	0.84164	0.86605364	0.86588573	0.9282708	0.7978687	0.81645507	0.7658621	0.8406496	0.8559268	0.90089595	0.87992454	0.92894715	0.6641469	0.9539049	0.8738692	0.9524296	0.8710973	0.8682857	0.94355154	0.92205644	0.84078956	0.8446566	0.8494456	0.6955489	0.87682956	0.91652125	0.67358613	0.8876044	0.70968735	0.9313012	0.86639935	0.9519286	0.9292899	0.9400522	0.9431178	0.83696073	0.95181614	0.8774689	0.86337006	0.85051996	0.8817928	0.72784495	0.9644669	0.8951494	0.9317693	0.7560133	0.77952576	0.933968	0.85138303	0.91766983	0.90246046	0.8891956	0.7116257	0.9160993	0.8509046	0.71247315	0.8785976	0.878048	0.8738083	0.755307	0.7679207	0.9571821	0.76354194	0.72399735	0.79675317	0.95800334	0.9027577	0.8974742	0.8275602	0.8355288	0.89221776	0.9383114	0.8129764	0.94583565	0.9870523	0.8570668	0.791959	0.8099257	0.81144184
computer/noun	0.5757364	0.56591344	0.0	0.9291816	0.82805824	0.86007917	0.8432914	0.75169677	0.76367813	0.6739166	0.7509373	0.7218472	0.62250555	0.77648973	0.7154925	0.7635303	0.74768364	0.84196025	0.8308892	0.62410337	0.72355187	0.8557651	0.88824946	0.6825548	0.9123621	0.8557371	0.8433174	0.892529	0.76621014	0.91903436	0.7052642	0.5074209	0.84279674	0.70754695	0.71262574	0.68052727	0.78503025	0.87589955	0.86367965	0.7795088	0.6732529	0.88654315	0.8235955	0.7614064	0.6674696	0.7302557	0.8925922	0.7611707	0.74767584	0.6669227	0.6289346	0.8175503	0.72877	0.80793774	0.57218754	0.82058144	0.8314384	0.7310281	0.9056191	0.8936222	0.7419419	0.6877456	0.84780484	0.76324725	0.7791799	0.7569659	0.82012403	0.6224461	0.8067679	0.7614702	0.73098683	0.8343721	0.66749406	0.7213172	0.70988715	0.7840653	0.8526777	0.7635144	0.6840912	0.72050065	0.8852659	0.7902689	0.73388124	0.7516544	0.8789568	0.65151554	0.8145841	0.81735295	0.8527363	0.9126771	0.8291215	0.70988846	0.6134089	0.72753537	0.65865886	0.7863129	0.52693915	0.6676285	0.9062697	0.5891793	0.48224634	0.6272031	0.69485533	0.7501773	0.8394735	0.74016	0.8418443	0.7261102	0.66472316	0.80475193	0.74346375	0.6681181	0.83520764	0.70223165	0.7143488	0.9120334	0.7640358	0.89133716	0.9129456	0.8265862	0.8638421	0.69400233	0.6055225	0.66262156	0.8321938	0.7101617	0.7982613	0.84533423	0.79082763	0.8420682	0.7651968	0.75846785	0.6920723	0.8848981	0.80004734	0.6908447	0.6528658	0.7507008	0.9142346	0.82704127	0.82426834	0.7275225	0.8873268	0.7928326	0.81887686	0.8461683	0.6252173	0.7892587	0.7473732	0.5758995	0.76086724	0.7323271	0.67481005	0.5189382	0.7566366	0.8303706	0.78626424	0.80330706	0.6637771	0.64631116	0.70222247	0.6341628	0.82161635	0.8544867	0.66587937	0.8617197	0.5492904	0.7071173	0.83776003	0.7069893	0.7673317	0.6685387	0.8471389	0.71808684	0.55588335	0.79132056	0.8390359	0.7498664	0.7673857	0.8980445	0.8201162	0.7004584	0.6072594	0.75062644	0.8876856	0.75230527	0.8569056	0.8211344	0.93429315	0.83949625	0.727167	0.6328844	0.83457994	0.7706161	0.8474772	0.68262553	0.7365762	0.7413015	0.64796174	0.81597674	0.9197303	0.7364892	0.8258446	0.9168526	0.7534892	0.6134188	0.7468517	0.7268802	0.86515915	0.82005805	0.59095013	0.5666358	0.6681974	0.6943262	0.74491775	0.7525789	0.84374	0.8872799	0.8281857	0.84138787	0.6781344	0.7042778	0.8277592	0.6878387	0.86134756	0.8834243	0.851527	0.76240766	0.8727467	0.860647	0.62403643	0.7276677	0.65285635	0.598064	0.6547991	0.74689245	0.7932137	0.6189083	0.87839293	0.82363015	0.77189445	0.7342819	0.742103	0.90353626	0.7588288	0.7119148	0.77578366	0.6278522	0.7945695	0.82745683	0.85474783	0.87026316	0.51810706	0.8928392	0.7645123	0.84566176	0.5980057	0.65541697	0.8081281	0.877506	0.880221	0.7685805	0.69954276	0.61348736	0.8136141	0.8175189	0.7091137	0.79163754	0.7163416	0.80350953	0.8004319	0.82410073	0.76053965	0.8087145	0.76392984	0.8736006	0.8737011	0.7325835	0.9191545	0.6769309	0.81354356	0.45676202	0.81717	0.9068056	0.85477185	0.7847754	0.74239147	0.75952005	0.75387716	0.8163194	0.82938445	0.8340323	0.6136031	0.6686017	0.62686634	0.5818562	0.80776584	0.8383865	0.71108675	0.6388594	0.809574	0.8888192	0.61718905	0.72772354	0.6296175	0.83017653	0.7058487	0.70248103	0.6264748	0.58776796	0.79826355	0.91169095	0.65714765	0.8998568	0.88646764	0.85304505	0.7062393	0.7312052	0.6364847
Vlaams/adj	0.8775418	0.89399195	0.9291816	0.0	0.93328625	0.963131	0.9061113	0.91289824	0.8579557	0.91884637	0.83042294	0.93377215	0.8907228	0.95671636	0.8735621	0.8784742	0.91247994	0.9740457	0.39778382	0.85325277	0.85524285	0.80910546	0.9692112	0.92352897	0.91455126	0.9205078	0.9416998	0.75212324	0.79614997	0.78417456	0.94721097	0.836045	0.89764905	0.8841945	0.93869746	0.8904345	0.91079813	0.7454518	0.8729052	0.8707673	0.9099726	0.9399915	0.96907294	0.69864887	0.9053315	0.85645914	0.89705765	0.9404839	0.88861644	0.80227834	0.65830827	0.8904926	0.9467243	0.82919633	0.6988451	0.8996455	0.79421175	0.94913936	0.97403175	0.9395901	0.6416348	0.86648107	0.8878919	0.9226605	0.88129765	0.71545017	0.8932849	0.85129195	0.890344	0.8961942	0.8365281	0.9291709	0.7313453	0.89634734	0.8555216	0.9181982	0.7336254	0.76687676	0.8851173	0.8656568	0.8203405	0.86848587	0.83886254	0.91298276	0.7498832	0.86408573	0.930927	0.88601345	0.88416785	0.95069337	0.8259585	0.8448077	0.88597953	0.8915371	0.9400173	0.87093604	0.93822557	0.80507195	0.7230085	0.94740254	0.8416942	0.87044436	0.84248304	0.93268716	0.92435396	0.92365867	0.8580359	0.5924259	0.8760589	0.8782757	0.67723566	0.8274698	0.9268134	0.89988434	0.92065316	0.81946874	0.85465133	0.71424556	0.81320256	0.68218404	0.9626819	0.89666694	0.8379339	0.7026886	0.8527969	0.9444431	0.94715285	0.9216637	0.81485623	0.86960673	0.8784946	0.8874934	0.83288383	0.9756462	0.6911608	0.7718763	0.66710293	0.9904941	0.872887	0.86360484	0.8231921	0.881838	0.65994275	0.8462925	0.9312284	0.90047973	0.8206598	0.6986076	0.94435465	0.8800149	0.8584527	0.86468214	0.9762645	0.7692096	0.9049015	0.95875496	0.9496958	0.73721874	0.87698233	0.79252994	0.8332709	0.8963183	0.9386323	0.934646	0.8853597	0.83841914	0.81899583	0.9094101	0.76155	0.89329326	0.91960824	0.8591482	0.9148591	0.8882438	0.7426547	0.7961383	0.9502574	0.89138764	0.89636195	0.8977931	0.9350104	0.7475878	0.8756731	0.97015107	0.93268406	0.9028394	0.7696113	0.89956623	0.9485558	0.95948315	0.8260422	0.9394739	0.91560125	0.9040517	0.97698414	0.8811596	0.71630013	0.73292947	0.8941411	0.74460363	0.9535531	0.88722336	0.9149375	0.8459092	0.91184264	0.80490893	0.9361207	0.8013649	0.8552786	0.97474915	0.90305114	0.9425728	0.7958835	0.84295213	0.85177916	0.8642892	0.9252784	0.96503806	0.8478089	0.8755678	0.892847	0.6625985	0.84555745	0.93306184	0.9549539	0.87562436	0.9176047	0.7793083	0.8569528	0.85616595	0.81404364	0.88068026	0.7807766	0.8878801	0.7730744	0.91422695	0.9465777	0.8152533	0.9438203	0.78233075	0.86803967	0.85183114	0.8957144	0.9459382	0.9033991	0.8788651	0.46587127	0.79984415	0.83734924	0.7897736	0.8997898	0.60543776	0.8328684	0.9248945	0.88900477	0.91989636	0.94536245	0.65136516	0.89115894	0.9051282	0.57727087	0.88096386	0.82433105	0.8206067	0.94144255	0.8634695	0.84393656	0.9427633	0.6883467	0.93861157	0.92455643	0.92895913	0.93558973	0.8443147	0.8675591	0.89433324	0.9155372	0.94590956	0.8254714	0.9278537	0.8750201	0.86524093	0.94244885	0.9080006	0.9049398	0.62032545	0.65571034	0.93421936	0.90844434	0.87976265	0.94828904	0.72626984	0.80941117	0.9346719	0.8016945	0.8765243	0.8631454	0.8989895	0.89407355	0.825377	0.69657296	0.9010748	0.79821396	0.93350583	0.9108329	0.9411179	0.7382972	0.959861	0.8632503	0.77974737	0.9076729	0.7414595	0.77685666	0.9794065	0.95860213	0.85436696	0.9002695	0.8286642	0.9497821
hard/adj	0.87365645	0.8944687	0.82805824	0.93328625	0.0	0.8802078	0.78077304	0.8882816	0.77811277	0.60303414	0.86555505	0.70601195	0.8827551	0.8141099	0.7078636	0.7320099	0.7869485	0.8023782	0.87397385	0.8132497	0.74597645	0.88956	0.8166055	0.7082864	0.8556842	0.7355257	0.62102693	0.8330888	0.8933411	0.94890475	0.88526404	0.7973756	0.94723886	0.6162312	0.82764196	0.63038474	0.7515139	0.88662827	0.87958795	0.88717955	0.6882975	0.7113858	0.8428649	0.8463619	0.77574885	0.75203234	0.91103715	0.6956991	0.85593796	0.6723033	0.7847634	0.8831482	0.8132136	0.832408	0.9334451	0.7871671	0.77237666	0.8757425	0.8075764	0.8699271	0.75761276	0.8351613	0.76915103	0.812593	0.85058546	0.8133013	0.92373437	0.7893677	0.9449566	0.8092126	0.83629847	0.83044297	0.8353322	0.8417785	0.80071646	0.85046667	0.84310174	0.81815827	0.6478318	0.706081	0.9167744	0.7195598	0.8472578	0.82442737	0.9222076	0.7904583	0.7357147	0.8669442	0.78437126	0.8617463	0.90493304	0.82851815	0.69437367	0.7031337	0.7466212	0.94572306	0.62789226	0.73030937	0.91369516	0.7481921	0.8862807	0.60593843	0.91032827	0.812006	0.6775971	0.6432127	0.9023172	0.8829379	0.85026914	0.82494056	0.8734224	0.8428867	0.84500134	0.7748771	0.83293027	0.8322075	0.7915361	0.9234432	0.94238675	0.8611642	0.63513696	0.82241076	0.8364893	0.8786866	0.79656667	0.6818187	0.819504	0.8644714	0.78596175	0.67362297	0.8688022	0.7814305	0.8859873	0.8560811	0.84299654	0.6852741	0.8822982	0.81987244	0.9127223	0.7970569	0.6550263	0.8010361	0.9154223	0.8148854	0.8803831	0.80639815	0.75687945	0.85936284	0.7533361	0.6510962	0.8311206	0.7941715	0.7656268	0.6808194	0.84309196	0.83357465	0.60636973	0.8903889	0.7765027	0.7629543	0.6669935	0.71066976	0.7875564	0.88849425	0.6273273	0.92216235	0.70627135	0.6069164	0.9302611	0.7224605	0.7433497	0.78587115	0.8342332	0.8999885	0.5896374	0.8120545	0.76015806	0.6640642	0.70013136	0.8200891	0.6294906	0.91617066	0.87287664	0.75929666	0.7447395	0.67020744	0.7648168	0.8566314	0.78253067	0.82595927	0.8099489	0.75539565	0.72722983	0.7876487	0.82267153	0.6281571	0.91530657	0.8613192	0.85747886	0.8607067	0.8591616	0.83862066	0.8289797	0.77866656	0.78486353	0.8170076	0.7566515	0.8119576	0.8394741	0.7297021	0.8240569	0.6876011	0.5896158	0.83368224	0.8089694	0.6976603	0.672783	0.9003885	0.92268366	0.7358774	0.58679366	0.828648	0.8455952	0.7434524	0.8083648	0.8949355	0.93533784	0.8289622	0.86224216	0.89297694	0.8840005	0.7431392	0.79873747	0.68846846	0.93174195	0.8410919	0.8363842	0.7065862	0.6598104	0.8573789	0.77304053	0.7177066	0.6479422	0.91930157	0.7924768	0.78369373	0.9434557	0.70735383	0.71604794	0.8386907	0.78379524	0.88778436	0.84243107	0.78497565	0.868183	0.79796135	0.77128774	0.9343236	0.7502831	0.57702327	0.83741546	0.7713242	0.72892594	0.7964529	0.72287226	0.73146015	0.89255786	0.42746305	0.92037725	0.7609527	0.67929876	0.68036807	0.8466557	0.7609919	0.9014197	0.66754293	0.6364703	0.81144	0.8571348	0.57999825	0.62669694	0.59884316	0.9114901	0.70209664	0.73952115	0.9144964	0.6928822	0.64634347	0.78768194	0.9004582	0.72656155	0.8268639	0.6471027	0.6319773	0.7131828	0.84266615	0.96372795	0.8112143	0.62508106	0.8558649	0.9248201	0.8340693	0.74003875	0.7276981	0.91814107	0.7516217	0.8640117	0.7128631	0.839113	0.6875443	0.6744257	0.8190585	0.80886734	0.8755971	0.8077091	0.8462168	0.65917116	0.7735261	0.8347898
oogappel/noun	0.77086484	0.8818102	0.86007917	0.963131	0.8802078	0.0	0.774196	0.83113503	0.8690064	0.8495063	0.8988944	0.8265636	0.8739762	0.9408908	0.83100605	0.8301493	0.79020655	0.79467195	0.80038	0.87960356	0.80810803	0.92372125	0.7924618	0.8671792	0.7721253	0.81841326	0.81620485	0.827333	0.8839764	0.90600556	0.8634813	0.7898034	0.86352956	0.77898633	0.8325402	0.79043543	0.79040146	0.8690479	0.773065	0.846237	0.83023274	0.80254656	0.8675181	0.86288536	0.85904056	0.9002492	0.84607047	0.81854767	0.83796847	0.8825555	0.90191805	0.85430586	0.84170985	0.8246317	0.8180239	0.84139	0.92081904	0.82173026	0.78113765	0.92675245	0.89406633	0.8945316	0.8804735	0.8685196	0.8797375	0.94158167	0.94419676	0.85864764	0.88253856	0.91773975	0.9324645	0.8555435	0.8883407	0.83136	0.86631036	0.89288926	0.8729807	0.8468571	0.746743	0.80151474	0.71080995	0.8197036	0.8319715	0.8695781	0.8117956	0.8864735	0.76915634	0.7232951	0.8325609	0.7252936	0.8329343	0.7614834	0.8034452	0.9115647	0.8087851	0.9025466	0.87133986	0.81847954	0.81647545	0.8657861	0.9540449	0.81594694	0.90289295	0.9151359	0.81425875	0.80975085	0.85094595	0.9132	0.82606363	0.86943644	0.8918592	0.9146333	0.83422875	0.8040186	0.8216189	0.8393342	0.7929381	0.91396	0.8368794	0.86793655	0.81703186	0.95467013	0.8510667	0.8672388	0.83565724	0.7245133	0.90769243	0.8945875	0.85303473	0.7822264	0.77744687	0.8380103	0.8291529	0.7939029	0.88835365	0.78685206	0.88653994	0.87649876	0.8120353	0.888303	0.8778507	0.8051432	0.9284726	0.8392158	0.78109854	0.7709187	0.8790896	0.79996103	0.8961136	0.84290195	0.90404344	0.85539174	0.8524045	0.85924155	0.8563424	0.7811798	0.89912724	0.8474037	0.84201413	0.8433676	0.8476683	0.8480236	0.8803176	0.6034889	0.8079009	0.9273609	0.8288418	0.8598751	0.8820651	0.84380287	0.78389907	0.81998914	0.83510774	0.92395914	0.83705634	0.74927354	0.8517791	0.89964956	0.8529685	0.8011513	0.7914386	0.86174566	0.800643	0.93722105	0.8778754	0.86129975	0.90023464	0.92908245	0.93886197	0.76348686	0.9403859	0.8769073	0.8784195	0.88579655	0.6197179	0.87922394	0.9167614	0.85044485	0.8574911	0.86898875	0.87877756	0.79782736	0.7685286	0.8461126	0.85722315	0.89158124	0.87980145	0.8648704	0.89271486	0.8377553	0.8611158	0.79808354	0.92956203	0.7999313	0.9214306	0.9397059	0.78228086	0.72610915	0.84965694	0.8563696	0.80932224	0.83651114	0.9103559	0.8591061	0.8860897	0.8296977	0.92017055	0.82888067	0.73027754	0.9336413	0.83081526	0.7751199	0.90635794	0.87693566	0.9132272	0.8442999	0.861023	0.88900006	0.779761	0.83381194	0.85174674	0.7791265	0.8691379	0.7839924	0.89216274	0.7445019	0.86633307	0.84471977	0.8841248	0.88689077	0.91813594	0.8738372	0.8717328	0.8083662	0.90490234	0.78812313	0.8802986	0.91836035	0.8776083	0.8877772	0.90363187	0.8161939	0.9051694	0.92776096	0.7416415	0.81652987	0.8158223	0.8589804	0.84473616	0.76061463	0.78037703	0.918689	0.8414557	0.8607594	0.9322955	0.82467604	0.79017925	0.85986334	0.6905948	0.82015675	0.8375561	0.823785	0.6870587	0.7620447	0.870257	0.8385131	0.85875016	0.7693111	0.8043321	0.8871953	0.9027729	0.83632493	0.9028525	0.87368596	0.8323114	0.74892753	0.9436681	0.7888241	0.82295036	0.88420784	0.8967313	0.87561506	0.8233206	0.82847494	0.8377806	0.8493546	0.88534105	0.8833671	0.8763854	0.8397275	0.85168004	0.8934006	0.89667296	0.8023275	0.8899018	0.7873793	0.80595696	0.88765836	0.8197409
