	'99/noun	10/noun	Brits/adj	Europees/adj	Vlaams/adj	Waals/adj	aanduiding/noun	aangekocht/adj	aanwezigheid/noun	afdeling/noun	afgewerkt/adj	afgezaagd/adj	afval_bak/noun	album/noun	alge/noun	alleen/adj	allerijl/adv	aluminium/adj	aluminium/noun	ambachtelijk/adj	analyse/noun	analyseer/verb	asbest/noun	aureool/noun	auto_wrak/noun	bedek/verb	bedrijf/noun	beeld/noun	been/noun	bel_DIM/noun	ben/verb	beneden/adv	berg/noun	besmet/verb	besmetting/noun	besta/verb	bestek/noun	beton/noun	bevestig/verb	bevolking/noun	bewaar/verb	bewerk/verb	bijl/noun	bijvoorbeeld/adv	bind_middel/noun	blijk/verb	blink/verb	blok/noun	boer/noun	bouwmateriaal/noun	boven_haal/verb	breed/adj	breng_aan/verb	brons/noun	bronzen/adj	buig/verb	buitenland/noun	buitenlands/adj	campus/noun	centi_meter/noun	chirurgisch/adj	chroom/noun	code/noun	compromis_loos/adj	computer/noun	constructie/noun	controle/noun	controleer/verb	dagelijks/adj	das/noun	deel_uit/verb	degelijk/adv	des/adv	dienstverlening/noun	diep/adj	dijk/noun	dik/adj	dikte/noun	distributie/noun	divers/adj	doos/noun	draag/adj	dreig/verb	dun/adj	duur_voort/adj	eet_op/verb	eis/verb	er/adv	export/noun	extra/adj	fabricage/noun	garandeer/verb	gebouw/noun	gebruik/verb	gebruikelijk/adj	geconcentreerd/adj	gehard/adj	gehuld/adj	geladen/adj	gelakt/adj	gemanipuleerd/adj	genees_middel/noun	genoemd/adj	genomen/adj	gepantserd/adj	gereedschap/noun	gesteente/noun	gevoelig/adj	geïmporteerd/adj	glas/noun	goedkoop/adj	gootsteen/noun	goud/noun	graniet/noun	grond/noun	grondstof/noun	groot/adj	hand_greep/noun	hard/adj	heffing/noun	helemaal/adv	helft/noun	hier/adv	hoeveelheid/noun	honderden/noun	hoog/adj	hoogwaardig/adj	hoop/noun	hout/noun	houten/adj	ijzer/noun	illustreer/verb	import_heffing/noun	importeer/verb	industrieel/adj	inlands/adj	internet/noun	investeer/verb	invoer/noun	kabaal/noun	kantoor_gebouw/noun	keer/noun	keramiek/noun	kilo/noun	kist/noun	klank/noun	klant/noun	klein/adj	kooi/noun	kool/noun	koraal/noun	kracht/noun	kubus/noun	kunst_werk/noun	kunststof/noun	laat/verb	lab/noun	lading/noun	lager/noun	landbouw/noun	landbouw_product/noun	leg_toe/verb	leuning/noun	levend/adj	licht/adj	licht/noun	lichtgewicht/adj	liefst/adv	lig/verb	lijf/noun	locatie/noun	lood/noun	loop_terug/verb	maak/verb	magnetisch/adj	man/noun	markt/noun	mascotte/noun	materiaal/noun	mechanisch/adj	medisch/adj	meer/adj	mentaal/adj	met/adv	meter/noun	mijn/noun	miljoen/noun	minder/adj	modern/adj	monster/noun	name/adv	neem/verb	neem_af/verb	nieuw/adj	nodig/adj	oerwoud/noun	ogenblik/noun	onderdeel/noun	onderneming/noun	ondertussen/adv	onderzoek/noun	onderzoek/verb	onjuist/adj	onmiddellijk/adj	onregelmatig/adj	ontwar/verb	oogappel/noun	opgetrokken/adj	oud/adj	overschot/noun	pak/noun	papier/noun	perikel/noun	pers/verb	petrochemie/noun	pijp/noun	pilaar/noun	plaat/noun	plastiek/noun	plat/adj	poot/noun	positief/adj	prijs/noun	procent/noun	produceer/verb	producent/noun	productie/noun	projectiel/noun	puur/adj	pvc/noun	rail/noun	representatief/adj	reus/noun	reusachtig/adj	riskeer/verb	roest_vrij/adj	rond/adj	rubber/noun	ruw/adj	samenspel/noun	schiet/verb	schiet_uit/verb	schilder/verb	schildering/noun	sculptuur/noun	sector/noun	slinger_rond/adj	soja/noun	spuit/noun	staal/noun	stalen/adj	steen/noun	stel_vrij/verb	stellage/noun	stenen/adj	sterk/adj	stoel/noun	stof/noun	storing/noun	straal_uit/verb	stuk/noun	subsidie/noun	symbool/noun	tank/noun	tast_aan/verb	tegel/noun	test/verb	textiel/noun	titanium/noun	ton/noun	totaal/adv	traan/noun	traditioneel/adj	trek_op/verb	uitgestrekt/adj	uitgevoerd/adj	uitsluitsel/noun	uitvoering/noun	vast/adj	vat/verb	ver/adj	verbrand/adj	verdacht/adj	vergelijk/verb	verhoog/verb	verschil/adj	vervaardig/verb	vervoer/verb	vervolgens/adv	verwerk/verb	verwerking/noun	verwijder/verb	verwrongen/adj	verzamel/verb	verzink/verb	video_camera/noun	villa/noun	vlees/noun	vliegtuig/noun	vloeibaar/adj	voer_in/verb	voer_op/verb	voer_uit/verb	voortaan/adv	vorm/noun	vraag/verb	waar/adv	wals/verb	wanneer/adv	water/noun	wijs_uit/verb	wit/adj	word/verb	zacht/adj	zenuw/noun	zuil/noun	zuiver/adj	zwaar/adj	zwaard/noun
'99/noun	0.0	0.58135605	0.7976474	0.72768974	0.75027585	0.69092035	0.9278375	0.90177244	0.8881796	0.9315446	0.8369064	0.95259094	0.90294296	0.85812676	0.931411	0.88022184	0.66609126	0.888664	0.85772467	0.88028586	0.66726494	0.7961659	0.8413213	0.8852005	0.8234085	0.9232367	0.8339323	0.86658466	0.96175927	0.91648793	0.93687	0.91652155	0.93935263	0.76123	0.8321043	0.8991047	0.8482904	0.9022983	0.8551214	0.83277774	0.8775438	0.8741461	0.8435475	0.90937984	0.9184959	0.8475013	0.8545816	0.9214934	0.84835756	0.93254703	0.8265845	0.9240796	0.9412474	0.75049806	0.85130453	0.8468795	0.857206	0.82609534	0.8572126	0.8432534	0.8537453	0.89048105	0.8781792	0.92633486	0.9308799	0.90043306	0.7407292	0.7709066	0.7904225	0.93283194	0.7926361	0.9279795	0.95861816	0.84234196	0.9008914	0.9156013	0.91351175	0.9002325	0.8961079	0.8683495	0.8444148	0.9467555	0.85141253	0.95342505	0.9402212	0.81465507	0.83045816	0.84183097	0.7391499	0.85823417	0.9274452	0.9355957	0.93713105	0.9145867	0.88553894	0.8076789	0.9284584	0.9377513	0.90202904	0.92878944	0.81236434	0.87903535	0.930821	0.756185	0.8789078	0.9634794	0.907648	0.8382044	0.85219145	0.91689247	0.86215276	0.94896585	0.7156904	0.83368254	0.92034715	0.7867259	0.92660195	0.9455047	0.93829864	0.83737314	0.9550259	0.8398013	0.96188754	0.84527254	0.83342296	0.9086452	0.88196194	0.9654435	0.87201005	0.955821	0.8616606	0.85791016	0.8749391	0.8514612	0.8237647	0.90746593	0.9589285	0.8361019	0.8227662	0.9114857	0.77705646	0.65610534	0.83870864	0.6982465	0.885511	0.8441859	0.833053	0.9358025	0.9171927	0.7903413	0.93224764	0.9661511	0.95171714	0.7784589	0.87693673	0.91756594	0.7331895	0.8265232	0.8806634	0.8167593	0.8394558	0.8930344	0.90883434	0.89302284	0.8612132	0.9623415	0.83899367	0.6672427	0.945189	0.9764687	0.85721564	0.85608655	0.74878323	0.9317268	0.95264274	0.8881101	0.87955976	0.8954229	0.8397962	0.9077095	0.83107674	0.7951113	0.9653885	0.8852248	0.79354167	0.8776422	0.70977485	0.7706641	0.90584236	0.84823525	0.89313406	0.8182049	0.78624487	0.9387641	0.85404015	0.9452989	0.94867957	0.886949	0.8554315	0.7666944	0.71019053	0.7309711	0.91521263	0.8751532	0.9090456	0.9009199	0.90557283	0.9497807	0.948011	0.80375457	0.91314393	0.8611256	0.76559865	0.90167695	0.90441483	0.9187156	0.9055878	0.9162826	0.8895612	0.95511544	0.91445225	0.82777476	0.8504325	0.70409906	0.79097784	0.9331125	0.8259717	0.7731366	0.88410735	0.9336011	0.8995732	0.82047975	0.8162682	0.9202545	0.83214587	0.8853704	0.95987934	0.9090853	0.8317074	0.9287708	0.86190575	0.93861943	0.9764029	0.93799186	0.85244626	0.8442941	0.9637003	0.85371375	0.7329328	0.74990714	0.85112643	0.82307756	0.89197063	0.9617263	0.9147949	0.87327236	0.89859784	0.8580911	0.9102857	0.9706346	0.89744484	0.741386	0.9260256	0.8930668	0.91602176	0.91452336	0.8100486	0.82616866	0.8630108	0.7203541	0.69907635	0.94348997	0.90501356	0.9224696	0.9251943	0.8682499	0.7028401	0.8752649	0.9497856	0.9583701	0.7984111	0.9402888	0.7996682	0.93527913	0.82593495	0.83639836	0.8325684	0.8238536	0.88803375	0.86170655	0.89667845	0.92789465	0.95204335	0.8652047	0.9205448	0.9681129	0.8987974	0.83279824	0.861135	0.8081968	0.83027804	0.7913915	0.72472805	0.8539803	0.947207	0.853941	0.84247565	0.7555061	0.8019937	0.889261	0.7627414	0.90356493	0.7575457	0.9626637	0.93895996	0.9339144	0.8307599	0.8449459	0.83410674
10/noun	0.58135605	0.0	0.9442634	0.9140345	0.8639807	0.8982407	0.93827254	0.96393806	0.9748397	0.982898	0.9698928	0.95669484	0.90258455	0.9726999	0.94455004	0.94721454	0.92098165	0.964987	0.9658388	0.9733481	0.92350477	0.8948008	0.951814	0.9575126	0.9165114	0.9624914	0.9425597	0.95044446	0.97563004	0.9397279	0.9672151	0.9642526	0.94709766	0.9465905	0.95850194	0.98060083	0.85396624	0.96795833	0.9744811	0.96708846	0.9227819	0.909114	0.8832956	0.9458625	0.9511539	0.9653393	0.952558	0.9750674	0.92575186	0.952473	0.7916229	0.9735533	0.9578062	0.8724061	0.9027472	0.86750555	0.9324978	0.9508418	0.9288702	0.96633	0.9255726	0.9683787	0.9160708	0.9354397	0.8929738	0.9593155	0.9139496	0.9188302	0.8551507	0.9918475	0.9057543	0.9913444	0.983635	0.96501034	0.985834	0.95394653	0.97380364	0.9787447	0.9750704	0.9155755	0.9324783	0.9842965	0.90929174	0.9631481	0.95845515	0.9371876	0.99178505	0.90539575	0.9006815	0.92612964	0.95308125	0.976411	0.94820035	0.93270135	0.9195428	0.93879366	0.9584357	0.9753969	0.96612424	0.9650024	0.97631	0.9588698	0.94425094	0.8755959	0.9294838	0.91920954	0.9383893	0.9262029	0.9142326	0.93612325	0.9371544	0.9382161	0.929471	0.97916293	0.97264814	0.9439217	0.9636048	0.97098994	0.9767593	0.8616233	0.9609351	0.93884575	0.88765794	0.9083145	0.87241495	0.9735694	0.9552971	0.9471254	0.94050163	0.96334976	0.9251915	0.9046723	0.9051394	0.95176023	0.9567759	0.9752594	0.8998105	0.9845061	0.93695223	0.9438691	0.9058032	0.93344873	0.9301057	0.88034046	0.9430756	0.95245856	0.90311563	0.957534	0.96606594	0.9225006	0.919604	0.94886076	0.9671824	0.9235435	0.9702073	0.96025926	0.84567624	0.94750714	0.980526	0.8913731	0.9266945	0.9382118	0.963034	0.9768388	0.95596725	0.98850614	0.9842141	0.85126126	0.9464178	0.95894307	0.9192772	0.97575545	0.9140173	0.96154064	0.9301355	0.937776	0.9635818	0.979329	0.92975616	0.9360613	0.93828523	0.9634165	0.99317527	0.97937965	0.95714116	0.9627276	0.91192096	0.93611735	0.96980023	0.9302381	0.986376	0.9290244	0.94207996	0.90730923	0.91811335	0.9284328	0.956557	0.93774027	0.9815789	0.7942652	0.9687178	0.90657616	0.99322486	0.9135432	0.952482	0.9267325	0.9429865	0.9747746	0.9265294	0.9675159	0.94347924	0.9334455	0.8445476	0.94628847	0.965581	0.96343493	0.97619337	0.9639938	0.9648388	0.91540694	0.9709953	0.9540462	0.97185624	0.9025858	0.8978081	0.9604717	0.9459854	0.9236741	0.9834423	0.98206854	0.944524	0.9438144	0.9681312	0.9712073	0.96276385	0.9563739	0.95551956	0.962399	0.9272986	0.9729969	0.94877344	0.9401234	0.9830578	0.965702	0.94688183	0.9586086	0.95059806	0.93489355	0.9051815	0.90292156	0.93815815	0.9214896	0.8996363	0.9592463	0.9390939	0.9863172	0.9519874	0.9387212	0.8645698	0.99501747	0.93535423	0.9544142	0.9502708	0.96086055	0.9670265	0.95082676	0.955628	0.9357481	0.95483655	0.8910041	0.84104234	0.9867681	0.9619287	0.9607532	0.9723843	0.9185069	0.8111	0.96816427	0.9183217	0.9497937	0.9664958	0.9450623	0.88214684	0.9236847	0.9152329	0.9034821	0.9555825	0.9077197	0.9164918	0.9038649	0.95569456	0.9490818	0.9564473	0.83701646	0.97086376	0.924623	0.9576674	0.9316669	0.93012375	0.9674393	0.8271851	0.93450546	0.8635136	0.88377166	0.96033937	0.8900606	0.8391577	0.971758	0.6734644	0.95150286	0.94482964	0.96546614	0.79904723	0.93347377	0.9822436	0.9823692	0.9537182	0.95792574	0.9286247
Brits/adj	0.7976474	0.9442634	0.0	0.4880646	0.7762232	0.62271494	0.8795209	0.7790624	0.83449686	0.85398877	0.8548707	0.9181512	0.9414705	0.87813926	0.8721851	0.81691897	0.82418835	0.8257958	0.8477464	0.76766825	0.7848953	0.77886707	0.7339388	0.8534709	0.78326905	0.91232514	0.6202793	0.89573705	0.9129383	0.922861	0.895651	0.9212619	0.8765298	0.6790056	0.6676418	0.8250778	0.8745721	0.8732781	0.79763365	0.8387792	0.8105401	0.7803655	0.9052041	0.681983	0.9300784	0.7562206	0.93277884	0.9598203	0.67774117	0.754468	0.9530398	0.8711755	0.9362109	0.9212483	0.870111	0.91540295	0.47992682	0.3882388	0.90237033	0.9071581	0.89443046	0.86387223	0.7665827	0.905986	0.7623075	0.87129664	0.6071622	0.59982365	0.7392766	0.91437984	0.8820519	0.8350253	0.9618133	0.7518489	0.9161607	0.9562587	0.8979124	0.9068556	0.6693717	0.747169	0.8367587	0.85502815	0.72516805	0.89469874	0.87597495	0.79757154	0.8033099	0.88817716	0.66679287	0.7702757	0.78232276	0.70053786	0.86966	0.80855614	0.8191666	0.9018698	0.90352815	0.87884414	0.8704762	0.8653483	0.63636255	0.6093452	0.743094	0.8598549	0.8112302	0.82169825	0.88635504	0.809594	0.65022075	0.8526969	0.5832528	0.8856599	0.8386756	0.8601514	0.7883253	0.6490675	0.7100508	0.9324567	0.9358122	0.6446057	0.9213167	0.7975922	0.8899262	0.76830226	0.76373476	0.82890373	0.7401196	0.91421443	0.79437166	0.86298895	0.85192424	0.89798325	0.7158574	0.67736053	0.6967333	0.8382174	0.81511754	0.8017534	0.6646038	0.9148717	0.8320783	0.92478454	0.8901476	0.7149582	0.88913465	0.9084734	0.78633153	0.7288513	0.9103435	0.7093984	0.8930441	0.9344159	0.9345734	0.73297656	0.83959365	0.8671495	0.76665926	0.80072314	0.86089396	0.79223394	0.5690018	0.709527	0.9609919	0.6912322	0.8164296	0.9221972	0.88700277	0.84219456	0.8886246	0.9101465	0.9096247	0.890934	0.5980463	0.8867518	0.83901453	0.88244915	0.6469047	0.8912557	0.7551406	0.78670007	0.7178528	0.8795656	0.93186516	0.72466576	0.9068793	0.84368837	0.8279197	0.853488	0.81259274	0.8222931	0.7347592	0.847799	0.61350536	0.7406249	0.843045	0.9018243	0.91107976	0.70468926	0.6780526	0.797035	0.6905112	0.7541225	0.86882174	0.8351942	0.7404882	0.868882	0.9286417	0.9187699	0.84391147	0.7671732	0.91618323	0.83926654	0.80361927	0.91865236	0.8495448	0.9307309	0.903097	0.90283537	0.9441176	0.87627256	0.86750305	0.8559333	0.77399266	0.6411513	0.6931927	0.72492135	0.71000713	0.8671279	0.9046673	0.9281031	0.8651244	0.80425954	0.8494444	0.794265	0.7695881	0.82045203	0.86559045	0.8470522	0.6913398	0.8910532	0.87414753	0.9299037	0.9126948	0.91006476	0.9023532	0.73132217	0.8912726	0.6279569	0.8000176	0.62836015	0.849267	0.81460977	0.7876999	0.9364454	0.8571243	0.7870709	0.8771644	0.7764118	0.8754376	0.9093932	0.8303102	0.7285994	0.8779845	0.8300446	0.80181706	0.8424283	0.65185976	0.67786515	0.91927356	0.7168594	0.72442985	0.9336625	0.7318007	0.84075594	0.92372423	0.82735205	0.80452895	0.8777928	0.93564373	0.9327565	0.8265425	0.88810575	0.6592164	0.8881558	0.76562595	0.7915116	0.83545965	0.75405174	0.84536856	0.762415	0.7254781	0.8747015	0.8682917	0.8584419	0.9047059	0.8577793	0.8403213	0.5991988	0.74461585	0.80943984	0.74315476	0.81114537	0.6942431	0.72211105	0.85737276	0.8528528	0.79129755	0.82673454	0.9004879	0.8620236	0.7097709	0.8541512	0.75624245	0.8642801	0.9336878	0.88507825	0.8923082	0.8522398	0.9046062
Europees/adj	0.72768974	0.9140345	0.4880646	0.0	0.5723096	0.55180585	0.7549697	0.8152499	0.85133934	0.7456269	0.8230789	0.92572725	0.9354172	0.8905634	0.9017979	0.79889315	0.9094457	0.82313514	0.8204201	0.71918774	0.8584161	0.82427156	0.83235335	0.8975686	0.85958016	0.9227688	0.54855484	0.8492636	0.96339345	0.9280245	0.89004594	0.9202129	0.9237018	0.8017573	0.8370743	0.706633	0.8882802	0.8809205	0.8304557	0.7614042	0.9076347	0.8354546	0.8962928	0.5588012	0.83974725	0.8328148	0.933257	0.9194133	0.56640124	0.7675748	0.9526969	0.87532115	0.8574476	0.8532652	0.83463186	0.8938024	0.5877197	0.34548092	0.83041906	0.8947565	0.9032964	0.9154322	0.7440295	0.9194318	0.80722326	0.85331035	0.754477	0.68653566	0.8450291	0.89179623	0.7573921	0.900967	0.9206089	0.64885557	0.9421143	0.93425417	0.9257151	0.8883369	0.6117564	0.71201265	0.90672797	0.8506256	0.601102	0.91978335	0.8637246	0.8819657	0.8445555	0.91795015	0.52327585	0.68300724	0.8107153	0.6970537	0.8956975	0.72701275	0.84825665	0.8364018	0.9040019	0.8894941	0.7967411	0.8943179	0.51594865	0.59722483	0.79464185	0.8758184	0.91427904	0.8827845	0.9088371	0.75512886	0.56198335	0.8823711	0.54355234	0.9352491	0.8398236	0.86790544	0.87923515	0.5543764	0.7171329	0.91478735	0.9412946	0.54285264	0.9492521	0.7944242	0.9275276	0.79159415	0.84114456	0.7288163	0.6728812	0.93946624	0.7658544	0.8704861	0.8477858	0.83178455	0.6060256	0.6172248	0.5669784	0.8262425	0.78274024	0.7001806	0.5157758	0.9287041	0.8585112	0.7932059	0.87204885	0.7450211	0.9112487	0.8797411	0.786865	0.7923832	0.9087685	0.67256486	0.87778336	0.91012806	0.9227908	0.77678335	0.82690376	0.96412593	0.80031395	0.8139245	0.8334825	0.5140349	0.45185816	0.63947594	0.90377665	0.7891849	0.86798203	0.9130007	0.86373293	0.8354297	0.89825475	0.92936486	0.8507683	0.89070785	0.6163002	0.86659855	0.9107487	0.96130496	0.496544	0.86418426	0.7907345	0.7747859	0.8331234	0.88395625	0.9470011	0.62886965	0.8646075	0.88706094	0.824711	0.8110159	0.8039561	0.8865996	0.6325861	0.8848504	0.6826265	0.76466477	0.80629504	0.8685041	0.9382568	0.7150979	0.65400636	0.82679415	0.8508464	0.79453105	0.8151535	0.89785475	0.84121674	0.8357532	0.90246546	0.89235705	0.8844114	0.6858288	0.91800636	0.8294699	0.83428925	0.92826426	0.8089385	0.85776526	0.88270116	0.91484976	0.8904317	0.88349456	0.85277987	0.8549846	0.63568294	0.5898996	0.64556736	0.6331182	0.60049105	0.9139569	0.88994724	0.8537698	0.9192658	0.84425473	0.7765589	0.8496634	0.83215934	0.7929508	0.91912603	0.80030584	0.7431104	0.80277216	0.9480063	0.90189254	0.8685156	0.8736317	0.8540745	0.5149981	0.9444331	0.54455173	0.8946031	0.6142429	0.85182595	0.85662925	0.75405097	0.9452719	0.8769157	0.7544662	0.9145958	0.8242635	0.9597856	0.93892825	0.90245533	0.50841165	0.8779172	0.9450425	0.7862793	0.87332356	0.775706	0.5745819	0.889862	0.6956274	0.80974865	0.9643807	0.60956466	0.8201823	0.8572087	0.8515129	0.84119225	0.7855567	0.83007884	0.9636747	0.8612089	0.94149023	0.7981361	0.778329	0.5893482	0.7263466	0.77044076	0.82114	0.89953464	0.74412274	0.63814396	0.92500895	0.89967275	0.8724605	0.88444364	0.9549355	0.88691914	0.6261692	0.9004683	0.80894715	0.5998174	0.7919964	0.753333	0.6637422	0.75980926	0.8096066	0.82013905	0.80685484	0.92560065	0.8515534	0.87270993	0.8883459	0.7933826	0.92858565	0.9461347	0.87824756	0.82430345	0.85986537	0.8756945
Vlaams/adj	0.75027585	0.8639807	0.7762232	0.5723096	0.0	0.33457023	0.85712683	0.86388856	0.8783273	0.768634	0.9302828	0.94690204	0.96777356	0.9472693	0.9278351	0.8605776	0.90677524	0.90782285	0.9247546	0.88567966	0.91271293	0.9048278	0.89717966	0.9478685	0.8844828	0.95375997	0.6941064	0.89570135	0.9178444	0.86659837	0.8896501	0.93441945	0.93246365	0.91231745	0.9347358	0.8501837	0.91255784	0.92585725	0.86748636	0.7983009	0.9576745	0.89096594	0.918068	0.81439126	0.91365796	0.90305275	0.96286744	0.9245831	0.61965966	0.90492266	0.89990926	0.92991406	0.94040966	0.91229296	0.9032788	0.8485284	0.7978325	0.71898377	0.8193485	0.9537769	0.89742064	0.9612021	0.90440226	0.88888824	0.9199042	0.8815043	0.8723668	0.86656725	0.87902015	0.92168635	0.7775627	0.89939123	0.9221719	0.7709627	0.95677984	0.9685613	0.95685387	0.94290745	0.7599561	0.8282109	0.95100886	0.9228424	0.75070685	0.95534474	0.9038825	0.9013994	0.8065009	0.909576	0.70913875	0.7470361	0.9194472	0.7166665	0.89301807	0.85160786	0.9258354	0.87895316	0.93417525	0.94117546	0.9000847	0.980871	0.8588736	0.86714506	0.9079362	0.8921717	0.93707836	0.95752805	0.94128436	0.854623	0.88635063	0.9503564	0.8431188	0.97809416	0.9325723	0.95181787	0.9249322	0.8593866	0.8337029	0.9749841	0.9521918	0.7396871	0.93062377	0.8226366	0.9510993	0.8998847	0.85419387	0.8372619	0.84380555	0.9120789	0.9082002	0.9466728	0.9113926	0.8621099	0.83582026	0.87656313	0.7032137	0.83878505	0.8550927	0.7227774	0.80585337	0.97976774	0.89762086	0.9275803	0.9357146	0.87475705	0.9362991	0.9205183	0.84110177	0.83604634	0.9216097	0.8778939	0.96860594	0.92186916	0.95571196	0.9099514	0.9196112	0.95549333	0.8794434	0.9470021	0.8906554	0.584371	0.7224028	0.808932	0.9633479	0.87534785	0.9455833	0.94890213	0.9607641	0.8851451	0.94433	0.9570589	0.8893211	0.92430604	0.7586782	0.9316729	0.95254123	0.9501761	0.8489626	0.7940554	0.9019254	0.8773166	0.86297774	0.81115687	0.9459418	0.8001054	0.9241387	0.8983894	0.76566124	0.75846535	0.87590927	0.8977086	0.82263875	0.9247357	0.8174771	0.8141159	0.87117016	0.911016	0.96911395	0.9193686	0.73318756	0.8547598	0.83772355	0.8647674	0.9084045	0.9173653	0.86298454	0.7847441	0.97659963	0.9368156	0.89607495	0.8953187	0.9066216	0.9365905	0.8432977	0.95615226	0.85932267	0.9179721	0.939227	0.9595715	0.94490916	0.89263815	0.91617656	0.9418264	0.89593124	0.7394016	0.84055907	0.82523274	0.82340586	0.9464775	0.900385	0.92873675	0.9350332	0.85049736	0.7092011	0.9017282	0.8469768	0.90247095	0.9598835	0.926617	0.9038221	0.9023483	0.9558143	0.9718534	0.9546409	0.9427448	0.928487	0.70020103	0.99264747	0.8628998	0.9302544	0.76624995	0.8930788	0.9251239	0.78552026	0.9797586	0.91739684	0.81062895	0.96838737	0.91182184	0.935972	0.9395217	0.94108415	0.58945245	0.7991251	0.9235241	0.86743903	0.9325775	0.8963361	0.8357594	0.9599061	0.82380766	0.78251946	0.96128225	0.79305327	0.8942324	0.8663374	0.87062347	0.85024685	0.909909	0.8669459	0.9779585	0.92709106	0.9560214	0.9047714	0.8811896	0.69182265	0.83900124	0.92555696	0.93990713	0.9547748	0.9111278	0.8707484	0.9528102	0.90069574	0.9516009	0.94128644	0.9193172	0.9394537	0.8712019	0.95819175	0.9094258	0.8087568	0.7869488	0.88299936	0.7211387	0.84415644	0.76445276	0.90593064	0.87279844	0.89552826	0.89610076	0.8984044	0.930199	0.8352133	0.9546856	0.98294127	0.9106473	0.883989	0.8789125	0.9089232
Waals/adj	0.69092035	0.8982407	0.62271494	0.55180585	0.33457023	0.0	0.8170197	0.78220123	0.8328366	0.7837093	0.9152228	0.87767494	0.9171777	0.9168666	0.8863139	0.9011471	0.86869615	0.88441086	0.8731342	0.8103374	0.8657095	0.79584706	0.88248926	0.83627415	0.8117612	0.9155965	0.7317866	0.8767306	0.90115017	0.80700076	0.91300124	0.903506	0.90385365	0.85430986	0.84554267	0.8857699	0.8644901	0.8619443	0.8836282	0.79303646	0.859568	0.83034396	0.8645139	0.82137656	0.87341356	0.90661484	0.90752155	0.8907484	0.5862905	0.8735303	0.86351013	0.9142263	0.9288234	0.8791758	0.8650248	0.77733815	0.72476697	0.614835	0.8751816	0.9177575	0.87689507	0.8738571	0.87724584	0.8578819	0.85890156	0.86804026	0.8263929	0.81473523	0.9323894	0.89796424	0.7441561	0.89100385	0.88173693	0.7560735	0.9272414	0.92216885	0.91956	0.9047607	0.7291693	0.8510387	0.9074688	0.8740822	0.6924191	0.88421315	0.8880272	0.83856535	0.8186885	0.88655245	0.62948525	0.8119237	0.7860003	0.735741	0.88390946	0.84898555	0.9087122	0.78664154	0.8578962	0.9148365	0.8397434	0.91131943	0.7244535	0.77398646	0.83236	0.84864855	0.83962095	0.898028	0.9297235	0.8301713	0.7898085	0.85766786	0.75697005	0.9124313	0.8447924	0.8885202	0.8760714	0.7544764	0.78189814	0.9155581	0.90342486	0.66678894	0.95178914	0.7694972	0.8872104	0.8593774	0.83010334	0.8456358	0.7513242	0.8454431	0.80595094	0.90607905	0.8683021	0.85292	0.72219205	0.7603628	0.668051	0.8565608	0.8631178	0.76827455	0.7437118	0.8756693	0.83548355	0.90007657	0.8935011	0.8182896	0.90868807	0.84012115	0.8345122	0.77958864	0.86272997	0.74369746	0.91046345	0.9202737	0.90826607	0.86859417	0.8731538	0.9009592	0.792823	0.8952143	0.8497433	0.6118857	0.64080906	0.7443254	0.88796246	0.7345164	0.8772499	0.92652905	0.9169032	0.8905542	0.92574716	0.9488719	0.92553055	0.88517576	0.6683327	0.9221343	0.87670565	0.8738293	0.7238488	0.72059524	0.86853206	0.8547194	0.837627	0.8396025	0.91932946	0.7536179	0.9118742	0.86872506	0.84619737	0.7342118	0.8431834	0.8811044	0.75750494	0.8360854	0.71853703	0.8459164	0.93064916	0.8950322	0.938971	0.880474	0.7299279	0.7652196	0.8665679	0.83860266	0.9116285	0.8521948	0.8957171	0.8175187	0.82182604	0.8798719	0.858944	0.772262	0.88188463	0.86179817	0.7344439	0.9180233	0.7967764	0.9178064	0.90575665	0.90484077	0.8871244	0.76126903	0.8798883	0.82601774	0.83617216	0.7389152	0.7581949	0.7905276	0.7227769	0.8572322	0.8957476	0.91239	0.8681351	0.7542305	0.64644915	0.8602942	0.8716854	0.8155142	0.9302622	0.8694328	0.7665499	0.88163286	0.9093703	0.9025489	0.9196125	0.9085035	0.89361405	0.66276896	0.9259268	0.7417042	0.85804033	0.7220528	0.87712616	0.8622004	0.79667425	0.94668525	0.8920418	0.7734635	0.9000137	0.87534064	0.90251863	0.86565447	0.8810214	0.5669452	0.7446069	0.85051394	0.82192594	0.89602035	0.8777636	0.7154586	0.9002314	0.7726382	0.8316059	0.9670572	0.73602927	0.8699528	0.8601156	0.8512581	0.77511936	0.9194363	0.8970699	0.9669088	0.91919965	0.92913616	0.82958454	0.88930124	0.7517284	0.8358444	0.8705849	0.8621383	0.8553288	0.85851717	0.79063517	0.91529834	0.85633874	0.89564055	0.8451184	0.8846081	0.8826728	0.7738322	0.919488	0.8116439	0.81702405	0.75589514	0.8180641	0.73900497	0.9001386	0.8264845	0.86676574	0.78033805	0.87601525	0.87524986	0.9147171	0.8987775	0.8376248	0.886363	0.87775445	0.88822985	0.87184334	0.86129594	0.87980026
