	been/noun	laboratorium/noun	goud/noun	word/verb	kooi/noun	die/pron	chroom/noun	vet/noun	voer_in/verb	produceer/verb	vier/num	Hoogovens/name	als/prep	zoals/comp	monitor/noun	buitenland/noun	per/prep	automobiel/noun	hard/adj	hoogwaardig/adj	46/num	blijk/verb	schip/noun	hoeveelheid/noun	blok/noun	import_heffing/noun	aangekocht/adj	controle/noun	poot/noun	tank/noun	Waals/adj	collectie/noun	petrochemie/noun	rubber/noun	gloeilamp/noun	eet_op/verb	genomen/adj	allerlei/det	bedek/verb	internet/noun	verdacht/adj	traan/noun	enkel/det	waarin/pp	fruit/noun	zenuw/noun	chirurgisch/adj	vlees/noun	analyse/noun	naar/prep	representatief/adj	vervaardig/verb	leer/noun	puur/adj	hoop/noun	stuk/noun	titanium/noun	staal/noun	uit/prep	klein/adj	magnetisch/adj	nieuw/adj	helft/noun	album/noun	glasvezel/noun	miljoen/noun	heffing/noun	onderdeel/noun	bevind/verb	water/noun	VS/name	pvc/noun	met/adv	bijl/noun	die/det	zand/noun	paleis/noun	export/noun	onderzoek/noun	gootsteen/noun	verzamel/verb	glas/noun	onderzoeker/noun	computer/noun	aluminium/noun	verlaag/verb	lichtgewicht/adj	neem/verb	lading/noun	sculptuur/noun	kantoor_gebouw/noun	rook/noun	afdeling/noun	voortaan/adv	code/noun	en/vg	Johnson/name	stel_vrij/verb	ton/noun	acht/num	groot/adj	aluminium/adj	kabaal/noun	steen/noun	importeer/verb	koraal/noun	roest_vrij/adj	verzink/verb	producent/noun	data_bank/noun	voldoende/adj	vloeibaar/adj	in/prep	berg/noun	kool/noun	blink/verb	buig/verb	perikel/noun	man/noun	hout/noun	landbouw_product/noun	pak/noun	dikte/noun	vraag/noun	Japan/det	klank/noun	ingreep/noun	half/adj	verwerking/noun	aanduiding/noun	polyester/noun	dienstverlening/noun	positief/adj	uitvoering/noun	het/det	waardoor/pp	ben/verb	diamant/noun	gesteente/noun	soja/noun	buitenlands/adj	bevolking/noun	papier/noun	procent/noun	pijp/noun	lager/noun	boven_haal/verb	met/prep	lood/noun	kunststof/noun	afval_bak/noun	ruw/adj	verschil/adj	Thomas/name	kilo/noun	ondertussen/adv	goedkoop/adj	op/prep	door/prep	marmer/noun	spuit/noun	val_samen/verb	plastiek/noun	maak/verb	gebruikelijk/adj	klant/noun	één/pron	geïmporteerd/adj	verroest/adj	mijn/noun	zacht/adj	FAVV/name	licht/adj	boven/prep	plaat/noun	productie/noun	ambachtelijk/adj	gemanipuleerd/adj	geur/noun	gebruik/verb	uithouding_vermogen/noun	bewerk/verb	auto/noun	terwijl/comp	daardoor/pp	dat/pron	kubus/noun	licht/noun	dik/adj	minder/det	tref_aan/verb	textiel/noun	alle/det	gebruikt/adj	bind_middel/noun	voor/prep	graniet/noun	vliegtuig/noun	analyseer/verb	van/prep	landbouw/noun	zuiver/adj	deel_uit/verb	alge/noun	zweet/noun	markt/noun	overschot/noun	baksteen/noun	monster/noun	doorboor/verb	krijg_binnen/verb	wals/verb	reus/noun	keer/noun	plat/adj	olie/noun	bestek/noun	tussen/prep	sommige/det	aureool/noun	zoals/prep	verwrongen/adj	waar/adv	opgetrokken/adj	invoer/noun	distributie/noun	keramiek/noun	stoel/noun	sector/noun	rond/adj	ijzer/noun	auto_wrak/noun	video_camera/noun	zuil/noun	eis/verb	Art/name	gepantserd/adj	Voedselagentschap/name	verbrand/adj	grondstof/noun	fabricage/noun	neem_af/verb	een/det	waarvan/pp	schildering/noun	das/noun	uitgevoerd/adj	honderden/noun	kracht/noun	vorm/noun	gelakt/adj	slinger_rond/adj	minder/adj	brons/noun	Zweden/name	meer/det	beton/noun	mascotte/noun	romp/noun	onderzoek/verb	garandeer/verb	er/adv	elk/det	filter/verb
been/noun	0.0	0.9169538	0.74769783	0.7569656	0.78068495	0.7680845	0.8113799	0.74599993	0.9297691	0.821087	0.802838	0.8884736	0.79423237	0.8041111	0.9289376	0.96135354	0.9098232	0.92795926	0.77204597	0.84131724	0.8536665	0.8786322	0.786816	0.7354837	0.50998855	0.9680923	0.9530604	0.89314294	0.5980014	0.7248125	0.8818623	0.90453005	0.9196029	0.6485497	0.91049546	0.8796317	0.92766917	0.806033	0.52732855	0.92531335	0.9010895	0.7931783	0.8220578	0.7667693	0.81544614	0.6711709	0.7569038	0.7100004	0.9076869	0.8516218	0.9458308	0.76221055	0.700054	0.8088651	0.7001333	0.57926774	0.70655847	0.5643054	0.6387225	0.7931992	0.8901418	0.868922	0.9117865	0.9164338	0.7360741	0.9531122	0.9570807	0.8858247	0.7755492	0.71337485	0.9716783	0.8714794	0.82212615	0.8212011	0.77774966	0.59559643	0.8794321	0.9296781	0.9600219	0.9310406	0.88148814	0.55897605	0.84036744	0.8683086	0.57974225	0.9478182	0.83452165	0.9207904	0.7202921	0.66355574	0.78655493	0.6786427	0.9023319	0.788376	0.9621902	0.5448431	0.92758137	0.98051053	0.7086637	0.84223706	0.7755182	0.6167151	0.88383627	0.48635274	0.8821268	0.7735356	0.70741844	0.8536682	0.94906145	0.96871924	0.8083945	0.7848638	0.7910697	0.62730765	0.7552346	0.7947338	0.7560328	0.91509223	0.7069508	0.5572964	0.94786495	0.7749133	0.6993029	0.91708183	0.9495386	0.8561102	0.8772621	0.70286083	0.9040681	0.89484155	0.7061647	0.9664121	0.94374156	0.86370045	0.7862562	0.60623	0.87875926	0.8735188	0.73433304	0.94748163	0.9516634	0.9605218	0.7268965	0.9364	0.71319854	0.8962782	0.88262665	0.53642225	0.6081441	0.695974	0.91091573	0.7178723	0.8086481	0.97123784	0.7027986	0.7956127	0.85504943	0.81471866	0.6561157	0.60165536	0.837023	0.9266076	0.7258978	0.80913454	0.9014291	0.95498466	0.73550856	0.9046269	0.5930273	0.74502236	0.7206818	0.9531716	0.68143773	0.6268946	0.6081337	0.8901634	0.89706767	0.9341772	0.7626152	0.78907	0.8121046	0.6621463	0.7772788	0.7583052	0.7451777	0.7257731	0.78628993	0.8355872	0.5198914	0.7702519	0.7537609	0.8419099	0.91387814	0.7899434	0.8467647	0.93081766	0.58910537	0.75110877	0.8686911	0.7840051	0.95887065	0.77952474	0.91885686	0.8017407	0.8020946	0.8567204	0.73439157	0.6209921	0.7911579	0.6420258	0.8439317	0.9352827	0.7863344	0.94785625	0.6702896	0.7659215	0.82965654	0.7263649	0.8006161	0.90101355	0.83074653	0.67824566	0.8321547	0.6876783	0.9477518	0.9388172	0.7528299	0.6530645	0.95555836	0.61597854	0.5610952	0.7645362	0.9305383	0.61482906	0.9610862	0.90297496	0.8679012	0.9680873	0.6694055	0.87324727	0.9178385	0.8006065	0.63435245	0.7303597	0.75250125	0.8308966	0.78879666	0.7932753	0.768372	0.73207045	0.75642574	0.72407484	0.82911813	0.71691906	0.9193799	0.864192	0.4867767	0.9073781	0.64629775	0.9019236	0.9249867	0.8852139	0.8164491	0.8707533
laboratorium/noun	0.9169538	0.0	0.7575331	0.59715295	0.7535684	0.5896044	0.7113885	0.6421471	0.67993724	0.60281634	0.83431035	0.7077802	0.6447922	0.6735042	0.7971667	0.69542074	0.86500233	0.71554226	0.8711029	0.6200602	0.9197348	0.57950866	0.7638277	0.6339994	0.8870138	0.7610089	0.75504994	0.7240204	0.80100155	0.7917802	0.7926826	0.77662337	0.80736816	0.7397355	0.7541004	0.6651747	0.5605761	0.65149033	0.85488415	0.78899956	0.58354867	0.8427	0.8045161	0.6138124	0.7752039	0.8704199	0.7740718	0.7119672	0.49595565	0.82115996	0.5773668	0.7508396	0.77634865	0.78439075	0.8944234	0.81548595	0.8322344	0.5667031	0.65918744	0.7600796	0.778375	0.7869205	0.9134742	0.79350966	0.8355788	0.87430525	0.8117753	0.6866849	0.7602426	0.74541	0.7863956	0.7025548	0.6796121	0.84968114	0.7815695	0.8189085	0.8239292	0.7051046	0.57630014	0.89913994	0.6050559	0.70961607	0.5117457	0.6222336	0.7185314	0.84360266	0.8363525	0.73976797	0.67063683	0.8261816	0.7167679	0.7957612	0.6670442	0.75641865	0.76997995	0.6607381	0.7932396	0.86104786	0.6989155	0.82736397	0.77322596	0.7782474	0.84375757	0.7798935	0.67544883	0.86775327	0.73983186	0.79093915	0.70147735	0.5050223	0.7267264	0.7206712	0.7252493	0.8056016	0.76286304	0.8518158	0.85033023	0.8953406	0.83495396	0.73589665	0.7465344	0.8482791	0.8137009	0.7723645	0.8188888	0.77073514	0.8246304	0.9377733	0.642243	0.680087	0.7905397	0.8346392	0.61423063	0.8481264	0.70815194	0.736773	0.8417035	0.7510177	0.73236454	0.68367815	0.77390844	0.8442354	0.7659847	0.86887544	0.8150685	0.85934305	0.7901066	0.8040695	0.7698761	0.71560484	0.85109895	0.7278743	0.5565535	0.757125	0.7228466	0.7447499	0.6721339	0.86090386	0.65943754	0.76771075	0.79343104	0.83836	0.7964079	0.7363299	0.78324276	0.81716084	0.82785636	0.65620565	0.8646587	0.71189773	0.8013985	0.6006172	0.7711617	0.841762	0.82021976	0.607818	0.7075298	0.58388644	0.7986928	0.64920235	0.7528554	0.7477025	0.7115352	0.835112	0.7770643	0.5900436	0.876605	0.746222	0.84767663	0.8033564	0.63814867	0.7100032	0.64443004	0.6439405	0.7582332	0.71464604	0.8313186	0.76610667	0.50871515	0.6758068	0.6886699	0.69887614	0.81029075	0.77538526	0.8602418	0.641956	0.78004247	0.7981065	0.4785115	0.854246	0.7853006	0.8416971	0.7699558	0.9042595	0.8345772	0.7132412	0.8220635	0.75528336	0.73134685	0.7969877	0.647892	0.781105	0.6900538	0.8445879	0.7199286	0.7464645	0.78843164	0.8115561	0.7436837	0.83727527	0.6985322	0.85346425	0.808031	0.83961904	0.8336548	0.85120654	0.7631173	0.6771989	0.786568	0.5549472	0.76369596	0.74764097	0.67527026	0.73764443	0.78625685	0.84350336	0.6933306	0.69747573	0.9051742	0.792272	0.9065708	0.89437926	0.794363	0.8389379	0.85728794	0.7819436	0.7519909	0.8587946	0.7883074	0.55944693	0.70335007	0.809127	0.7846321	0.68417305
goud/noun	0.74769783	0.7575331	0.0	0.7824363	0.7996559	0.69804025	0.43564093	0.65574205	0.7181666	0.563218	0.7012909	0.7584131	0.63796115	0.6375402	0.87744755	0.8411992	0.734206	0.6608217	0.6370336	0.63467765	0.8295749	0.8769006	0.6761067	0.544718	0.66921437	0.85331786	0.7740901	0.8364015	0.6805771	0.6707537	0.8313438	0.75466764	0.7988435	0.5646342	0.8987855	0.8087253	0.7764159	0.74514675	0.5631621	0.871194	0.78686374	0.7722983	0.80898684	0.70663905	0.7022193	0.7795774	0.763602	0.73006564	0.8219898	0.79252386	0.8632205	0.54977584	0.5025257	0.60923076	0.84216416	0.5838238	0.57970756	0.45784175	0.5560677	0.70157266	0.7510993	0.8066839	0.87921596	0.7840441	0.646773	0.76532257	0.88976574	0.68828416	0.7338491	0.6066059	0.8146744	0.6922146	0.8693473	0.8370425	0.8840362	0.56054246	0.7445826	0.6826309	0.8863003	0.952623	0.71657246	0.4693163	0.8274612	0.86400765	0.38742042	0.89726233	0.631761	0.84308875	0.55311	0.588197	0.85073113	0.76627874	0.7528213	0.7890097	0.9077206	0.49704802	0.7922583	0.8687718	0.48592162	0.7119278	0.7742185	0.58733904	0.9025104	0.44836575	0.57874423	0.7699548	0.58073187	0.63859355	0.64214766	0.8992738	0.7579736	0.5139531	0.680874	0.65422136	0.5580863	0.51170814	0.74971914	0.8988449	0.8756798	0.46135044	0.76195	0.7477677	0.64427555	0.7984469	0.8084133	0.7984606	0.8677813	0.7767958	0.69239455	0.9160688	0.6355228	0.93430334	0.88920844	0.7867293	0.72840494	0.633874	0.8206668	0.48186964	0.6631942	0.73682475	0.8947133	0.9300877	0.60610956	0.8579489	0.73633444	0.89436495	0.68431944	0.55001795	0.38054127	0.4791667	0.8345692	0.49793816	0.77694404	0.8239917	0.44734466	0.8118065	0.6735313	0.84171367	0.7650353	0.40506113	0.823218	0.8982934	0.7104145	0.7033534	0.7905246	0.89878476	0.85004544	0.7256087	0.73551416	0.5987953	0.5943757	0.93690085	0.53999054	0.65413725	0.6086863	0.6443516	0.73689276	0.79802924	0.74188673	0.56600726	0.8970924	0.51768076	0.7898311	0.68251896	0.6918663	0.5441932	0.7872528	0.6903033	0.5977731	0.69678754	0.63700324	0.6297084	0.81110716	0.6564232	0.795157	0.74788624	0.5140885	0.80411595	0.851364	0.6929023	0.8287852	0.57641745	0.7872169	0.74373305	0.8570005	0.6997062	0.82433164	0.6338142	0.8330916	0.82433903	0.7387068	0.8617188	0.7668083	0.7514807	0.7392862	0.51707524	0.7132909	0.8668392	0.7584586	0.9021242	0.5990484	0.7443412	0.7506168	0.5804123	0.6539233	0.76653504	0.5838808	0.6836798	0.8298577	0.6390643	0.46345663	0.7915238	0.82690156	0.7287554	0.8685697	0.8578299	0.78151023	0.8722997	0.7468353	0.54969144	0.7116648	0.73590684	0.7138507	0.61110854	0.6906688	0.8473914	0.5937421	0.5908381	0.8274147	0.6695354	0.66818196	0.72908103	0.75874823	0.40071404	0.7774728	0.776659	0.46708435	0.88542676	0.704038	0.85051095	0.8565381	0.8682267	0.76238006	0.76693135
word/verb	0.7569656	0.59715295	0.7824363	0.0	0.81213284	0.46653444	0.8113831	0.6359693	0.6544373	0.61945367	0.79009306	0.80312335	0.7300748	0.7234136	0.76632607	0.6624805	0.6891753	0.8569295	0.7875606	0.66434073	0.9432485	0.76017916	0.649232	0.5086812	0.8216637	0.76740164	0.70868725	0.7315031	0.800828	0.63508946	0.84312725	0.79743785	0.8483305	0.6955858	0.77455765	0.73207337	0.70172954	0.5313355	0.7882112	0.69674146	0.59861785	0.9265045	0.71985626	0.6761962	0.689911	0.7720335	0.72261316	0.6021451	0.7462308	0.8171057	0.7541801	0.68532455	0.7492741	0.8362274	0.83095294	0.6739025	0.7788817	0.50456345	0.65313625	0.6625652	0.79732144	0.69994706	0.8037306	0.8155321	0.6995431	0.81198484	0.6465312	0.6545174	0.7106999	0.59787244	0.7355881	0.7369132	0.7577502	0.7244617	0.6405033	0.6560655	0.8284598	0.7030018	0.76712245	0.87915146	0.7099865	0.6713205	0.58362496	0.50003254	0.6773722	0.77234983	0.7671697	0.8436496	0.6290921	0.749856	0.68748534	0.688703	0.8036774	0.56290734	0.651686	0.61290115	0.8167506	0.8019618	0.5711045	0.8335058	0.78191954	0.70996904	0.8160639	0.6647744	0.6832112	0.7893822	0.70332533	0.77841747	0.6712158	0.6050538	0.69958913	0.6732738	0.7439902	0.7795235	0.69668305	0.8031345	0.9000533	0.75162256	0.7373625	0.6749263	0.72626984	0.8042171	0.76847625	0.78915524	0.8263836	0.67895925	0.71704996	0.84253407	0.71453965	0.74308014	0.6918826	0.7969239	0.8493721	0.80954444	0.7277571	0.53745186	0.690204	0.6622962	0.6977321	0.6800598	0.66487277	0.81133413	0.6195587	0.7858613	0.72969353	0.89267033	0.7577952	0.7002549	0.7077112	0.67300856	0.80355	0.6362057	0.63188463	0.9046994	0.6163198	0.6729597	0.5936096	0.8119653	0.5530432	0.7339363	0.6143594	0.8731682	0.718573	0.7405887	0.750649	0.6549144	0.7752588	0.68646026	0.7420975	0.6975275	0.7246251	0.8359989	0.6794296	0.75950295	0.755571	0.65791047	0.7319029	0.72600996	0.7426514	0.600683	0.86747193	0.70504236	0.5503727	0.62362003	0.59546125	0.52682483	0.8662386	0.73300093	0.71761566	0.67720544	0.65912384	0.69914776	0.57451713	0.6200991	0.6982712	0.67520875	0.72487116	0.6545392	0.6791293	0.7004931	0.7535775	0.6695801	0.74382216	0.63486195	0.89317924	0.68560934	0.5809486	0.70961416	0.6293669	0.7967255	0.76714814	0.87034357	0.8284815	0.8551308	0.73857135	0.5751622	0.697029	0.83669305	0.63288444	0.82058907	0.7042676	0.74544513	0.70872927	0.807765	0.68190014	0.78032815	0.79439384	0.76680034	0.7690051	0.82781965	0.6797564	0.7210526	0.7405123	0.8083057	0.8777534	0.89070475	0.7414285	0.7480808	0.777203	0.5329162	0.7395612	0.75662506	0.6292696	0.6172123	0.76201385	0.92004955	0.77435815	0.68666303	0.8032727	0.69567657	0.89028937	0.82034135	0.6905364	0.81768525	0.8144872	0.74869835	0.6790122	0.8417631	0.7068003	0.69951594	0.8494128	0.72592705	0.7331088	0.6843059
kooi/noun	0.78068495	0.7535684	0.7996559	0.81213284	0.0	0.71178806	0.6825979	0.7854438	0.8626481	0.75772035	0.81810296	0.83682406	0.8834097	0.8329233	0.8266516	0.89579654	0.9093799	0.90119225	0.75058573	0.8341559	0.906291	0.8504543	0.7711281	0.6477506	0.71936345	0.9139854	0.898322	0.90609396	0.65170294	0.61566234	0.84179264	0.793842	0.8850397	0.62706923	0.8627206	0.8649266	0.8303957	0.7401191	0.6191326	0.9503138	0.8489265	0.91709584	0.8266878	0.7171831	0.81228006	0.8523928	0.7586316	0.82298404	0.7919408	0.89262605	0.8431958	0.7614868	0.67389214	0.8931886	0.666726	0.6457162	0.7451436	0.64289176	0.7714707	0.6436851	0.6255448	0.86159086	0.9099678	0.9351232	0.8941103	0.92998177	0.9095294	0.71994895	0.6853952	0.68511915	0.92267454	0.7036467	0.89662105	0.7484144	0.8494163	0.6988685	0.8050959	0.8694843	0.8576144	0.86961424	0.7737724	0.5946244	0.8355643	0.8415613	0.7397933	0.9561893	0.8038727	0.8365926	0.710003	0.775174	0.7247839	0.7295418	0.7868538	0.8634178	0.82068104	0.6865897	0.94039047	0.8987837	0.73818266	0.828569	0.7849522	0.65640116	0.6633048	0.6973939	0.8204875	0.7935214	0.754073	0.8287466	0.8263819	0.7796977	0.76146543	0.7420211	0.71854484	0.7785437	0.7603414	0.7663796	0.76040894	0.86088383	0.7734729	0.67061615	0.87923133	0.7535978	0.70410705	0.9233917	0.79715896	0.88984555	0.9214055	0.8091018	0.8293084	0.91963184	0.6865678	0.9506581	0.8695586	0.9007094	0.7830307	0.6817764	0.8614846	0.8397011	0.7159661	0.83249855	0.8965051	0.9349663	0.71564126	0.94506264	0.6794059	0.78062487	0.9102568	0.6288891	0.68738127	0.6944243	0.81622535	0.7544689	0.7899612	0.96805346	0.74366605	0.910707	0.8499828	0.8882525	0.78471816	0.7445917	0.86337423	0.7641336	0.60356444	0.7483799	0.8563644	0.9288045	0.7816222	0.8649724	0.6486952	0.7077397	0.7319994	0.898437	0.7020843	0.68918085	0.6329967	0.79938364	0.8955364	0.8432019	0.75431454	0.7799885	0.8995293	0.8072256	0.6867001	0.84141	0.82410246	0.6943053	0.6277728	0.7201913	0.6583634	0.86949193	0.6934682	0.74596834	0.8733983	0.7003027	0.82554364	0.93324375	0.80654246	0.83855945	0.8514572	0.84404254	0.9147386	0.85191166	0.7714214	0.76040435	0.7902249	0.86008155	0.8240085	0.6875263	0.7061449	0.6028757	0.8592142	0.8458018	0.7392081	0.89487815	0.7764917	0.76636994	0.77134454	0.8154713	0.78492874	0.73387593	0.77766156	0.6188691	0.7379733	0.62078893	0.8939933	0.88115174	0.7876456	0.6920031	0.8628961	0.6717341	0.6297281	0.7280406	0.71777254	0.728886	0.9157098	0.9481466	0.68936926	0.8945943	0.6984606	0.82505727	0.840282	0.8216075	0.59456736	0.76398575	0.7024778	0.9230292	0.71631885	0.7335794	0.81624424	0.8115653	0.7039391	0.7852929	0.9460543	0.8016158	0.9295242	0.9055985	0.62583506	0.8130749	0.7141911	0.7774891	0.8978223	0.85867345	0.8484501	0.876726
die/pron	0.7680845	0.5896044	0.69804025	0.46653444	0.71178806	0.0	0.77231187	0.6313561	0.6068734	0.51977515	0.69115347	0.82347274	0.6902605	0.6180713	0.67852604	0.7329127	0.7128422	0.81089425	0.72455764	0.65313184	0.88619274	0.738902	0.69985574	0.5575827	0.773206	0.8252126	0.6707399	0.803103	0.7486204	0.6517882	0.8577721	0.66562855	0.8434348	0.66204286	0.6734134	0.6706768	0.6714827	0.45737994	0.6913458	0.6657659	0.53354466	0.90616906	0.60982454	0.5262413	0.680645	0.8843233	0.7697754	0.6541182	0.73591864	0.81109303	0.7731586	0.62480664	0.73632765	0.74735963	0.8212749	0.73130953	0.742251	0.49109834	0.53865886	0.46052802	0.7176762	0.651186	0.8712332	0.7315738	0.71270394	0.7558992	0.7897607	0.60005325	0.59791577	0.59581804	0.7536935	0.6977657	0.7243135	0.8171343	0.39968878	0.60945	0.75748533	0.73407733	0.7608948	0.8695528	0.57123065	0.64426035	0.5836792	0.5080192	0.67150927	0.8172161	0.7586007	0.8524593	0.6290593	0.7195326	0.8022463	0.6556042	0.8049052	0.59726024	0.69257677	0.52431345	0.8197919	0.79895693	0.60767967	0.73211396	0.55136764	0.6381055	0.71579885	0.66444933	0.62152326	0.69667643	0.71807843	0.8556303	0.6559751	0.58330154	0.6837282	0.6215918	0.7241224	0.7528722	0.73056763	0.823511	0.8495148	0.7248383	0.7215744	0.6288417	0.71153253	0.7078369	0.7256199	0.76746017	0.7654402	0.68121505	0.75177443	0.8149291	0.7016287	0.7093288	0.6810297	0.778783	0.8187747	0.801314	0.84999824	0.52247953	0.8211745	0.6280037	0.6282499	0.6792395	0.6978557	0.85545397	0.6169742	0.82509834	0.6782354	0.9046747	0.7629008	0.5166415	0.7050388	0.6472969	0.8250259	0.6047581	0.47216982	0.84752846	0.62737143	0.68261063	0.618775	0.70966744	0.53487253	0.7353683	0.7335253	0.82881564	0.7293929	0.6705413	0.6951324	0.7099596	0.6554873	0.6921832	0.71461976	0.67913395	0.62686133	0.9105126	0.6469181	0.69020396	0.6788846	0.64338106	0.68504936	0.6638148	0.6713129	0.540883	0.81796587	0.68196297	0.6172775	0.62807345	0.6108104	0.6113254	0.758481	0.6132159	0.6554388	0.6603474	0.56285393	0.6297607	0.5664578	0.5962551	0.76605344	0.69263417	0.71536535	0.68116295	0.7089025	0.60139364	0.7702893	0.63801455	0.7421257	0.6156721	0.7744395	0.68047845	0.7043321	0.72020286	0.58799815	0.79153365	0.72115076	0.8469539	0.6983716	0.8101514	0.6759063	0.60602987	0.74633837	0.771309	0.5442586	0.82519305	0.5378059	0.77676857	0.61918277	0.7612361	0.71529937	0.7415833	0.72171247	0.6867376	0.7563347	0.7239393	0.64783674	0.74215084	0.6626796	0.7052103	0.8187541	0.78490776	0.7798812	0.86256516	0.73850334	0.6174027	0.74745977	0.7460897	0.4787919	0.5046367	0.69347644	0.80632806	0.73530245	0.5803554	0.7909396	0.5686249	0.8116555	0.77438164	0.73068404	0.8157454	0.861718	0.73582906	0.65203524	0.8444071	0.7351619	0.73210233	0.77290696	0.75998324	0.55632377	0.6222831
chroom/noun	0.8113799	0.7113885	0.43564093	0.8113831	0.6825979	0.77231187	0.0	0.67143744	0.78311986	0.54882246	0.77676225	0.6532339	0.6979127	0.6667074	0.83438504	0.90715456	0.7390805	0.5341901	0.6229565	0.47599703	0.8609181	0.8790449	0.7611652	0.5958158	0.63838065	0.8131809	0.8286053	0.8078531	0.64814943	0.6883681	0.86567855	0.77890813	0.7338526	0.4985475	0.852543	0.8080399	0.80225176	0.7066983	0.63783383	0.82410514	0.8688659	0.8125506	0.8260739	0.7645038	0.71937436	0.83497185	0.7899088	0.75203097	0.7896897	0.88524556	0.80727905	0.57345515	0.4353456	0.6775863	0.8767661	0.6119077	0.5203129	0.4877317	0.6528769	0.7489139	0.788664	0.78075254	0.94990253	0.8672349	0.6499828	0.82123667	0.86278856	0.61238265	0.8267288	0.70495033	0.90496296	0.5398837	0.8076124	0.8773594	0.9143436	0.6441746	0.7572055	0.7734369	0.82993096	0.9216842	0.79074883	0.4334731	0.84982383	0.762352	0.399886	0.92423004	0.6314844	0.8095275	0.6009475	0.62953556	0.7531213	0.812675	0.7268318	0.8411864	0.8833981	0.5366625	0.9240042	0.85278547	0.5514643	0.8163318	0.771953	0.5040115	0.8383002	0.5330209	0.6848549	0.82471675	0.4418161	0.53402364	0.5845567	0.83611405	0.83103746	0.53118116	0.719582	0.7390026	0.58935523	0.3747729	0.7330706	0.9165574	0.86940086	0.44260585	0.8064856	0.7923446	0.48053944	0.76646	0.7742841	0.8237141	0.8479045	0.8490777	0.6877762	0.8477317	0.6117797	0.84392345	0.91352963	0.6530864	0.7693198	0.6867216	0.83742255	0.5767952	0.7470097	0.79028094	0.873811	0.93736625	0.68168855	0.9239433	0.698667	0.80339146	0.7457676	0.6134435	0.34448922	0.4328617	0.7032115	0.56801915	0.7628271	0.94948417	0.5943724	0.9046621	0.62447584	0.88409764	0.74719083	0.50416553	0.8239453	0.89244634	0.5954623	0.7354032	0.7481512	0.8042363	0.85937226	0.7456739	0.725943	0.71975625	0.57223904	0.87895745	0.6070478	0.77300423	0.62163377	0.6295706	0.7642655	0.8291148	0.71448994	0.58695626	0.8900462	0.5349119	0.7087771	0.8005459	0.73769987	0.65889597	0.6845046	0.6568618	0.64932185	0.78639734	0.7470664	0.586342	0.83168346	0.56046915	0.6932399	0.8498541	0.5270374	0.77048117	0.8718503	0.7151835	0.8022462	0.6171123	0.82248545	0.802567	0.82821196	0.6706391	0.8163412	0.6046271	0.83843654	0.7927102	0.7307657	0.8074132	0.7350707	0.8898108	0.6686057	0.6217717	0.630576	0.8422141	0.7737317	0.8660757	0.6228471	0.62429	0.8073887	0.51795614	0.7810122	0.73647106	0.6258172	0.5876584	0.72101843	0.5897648	0.46943015	0.74585104	0.80597764	0.6283052	0.9044143	0.89570034	0.7431966	0.86188585	0.675171	0.58623576	0.6576916	0.7561785	0.792315	0.71148926	0.66276693	0.8336343	0.51598525	0.6902592	0.91115165	0.7121446	0.59059256	0.7151917	0.8496131	0.55175614	0.8764867	0.7215552	0.492045	0.8336574	0.6451864	0.87013257	0.80379707	0.838495	0.81166846	0.7706362
