	kooi/noun	Hoogovens/name	als/prep	urine_staal/noun	monitor/noun	waaronder/pp	per/prep	binnen/part	hard/adj	vat/verb	lever/verb	Waals/adj	genomen/adj	bedek/verb	test/verb	traan/noun	tast_aan/verb	fruit/noun	chirurgisch/adj	naar/prep	puur/adj	hoop/noun	veel/det	stuk/noun	dankzij/prep	name/adv	dan/comparative	7.000/num	enorm/adj	bijvoorbeeld/adv	die/det	5,5/num	onderzoek/noun	onderzoeker/noun	300/num	constructie/noun	geometrisch/adj	arts/noun	code/noun	en/vg	uitgebreid/adj	acht/num	kabaal/noun	symbool/noun	blik/noun	voldoende/adj	in/prep	man/noun	pak/noun	ingreep/noun	wit/adj	polyester/noun	dienstverlening/noun	voordat/comp	spiraal/noun	baseer/verb	ben/verb	materiaal/noun	behalve/comp	genees_middel/noun	lig/verb	bevolking/noun	3/num	plaats/comp	lood/noun	kunststof/noun	afval_bak/noun	goedkoop/adj	op/prep	Nouveau/name	gebruikelijk/adj	groente/noun	mijn/noun	licht/adj	boven/prep	5/num	auto/noun	dat/pron	motor/noun	licht/noun	vliegtuig/noun	fles/noun	pers/verb	subsidie/noun	zweet/noun	1.000/num	monster/noun	wals/verb	keer/noun	plat/adj	33/num	sommige/det	aureool/noun	als/comparative	keramiek/noun	indrukwekkend/adj	sector/noun	beheers/verb	Amerikaans/adj	beeld/noun	vraag/verb	waarvan/pp	uitgevoerd/adj	verhoog/verb	Zweden/name	meer/det	romp/noun	schip/noun	bedrijf/noun	onderzoek/verb	garandeer/verb	stoot_af/verb	leuning/noun	die/pron	gerief/noun	produceer/verb	vier/num	gereedschap/noun	zoals/comp	automobiel/noun	controleer/verb	hoogwaardig/adj	bewaar/verb	poot/noun	rubber/noun	gloeilamp/noun	allerlei/det	installatie/noun	doolhof/noun	verdacht/adj	zenuw/noun	vlees/noun	toepassing/noun	ontwar/verb	titanium/noun	bouwmateriaal/noun	ga_na/verb	klein/adj	magnetisch/adj	helft/noun	Verenigde/name	nieuw/adj	slachthuis/noun	voeg_toe/verb	met/adv	paleis/noun	export/noun	zaag_door/verb	trek_op/verb	naarmate/comp	glas/noun	verlaag/verb	lading/noun	voortaan/adv	tienduizend/num	groot/adj	koraal/noun	kunst_werk/noun	platina/noun	dus/vg	dubbel/adj	blink/verb	buig/verb	voer_uit/verb	filter/verb	5.000/num	soepel/adj	gigant/noun	monumentaal/adj	inlands/adj	half/adj	verwerking/noun	gebouw/noun	aanduiding/noun	rail/noun	complex/noun	breng_mee/verb	doorzichtig/adj	tegenwoordig/adj	til/verb	Apollo/name	kilo/noun	door/prep	marmer/noun	des/adv	plastiek/noun	klant/noun	geïmporteerd/adj	geweldig/adj	ongeveer/adv	overspoel/verb	doos/noun	gebruik/verb	uithouding_vermogen/noun	volledig/adj	dik/adj	gehuld/adj	textiel/noun	alle/det	nabij/prep	graniet/noun	analyseer/verb	van/prep	verloren/adj	vast/adj	alge/noun	afgezaagd/adj	kist/noun	overschot/noun	doorboor/verb	reus/noun	zoals/prep	oerwoud/noun	opgetrokken/adj	invoer/noun	distributie/noun	rond/adj	ijzer/noun	video_camera/noun	gepantserd/adj	Voedselagentschap/name	divisie/noun	verbrand/adj	neem_af/verb	schildering/noun	neem_mee/verb	honderden/noun	kracht/noun	zwaard/noun	hyper_modern/adj	slinger_rond/adj	allerijl/adv	brons/noun	verzameling/noun	mascotte/noun	beslag/fixed	lever_op/verb	er/adv	been/noun	laboratorium/noun	alleen/adj	vorm/verb	verduidelijk/verb	inox/noun	ver/adj	naast/prep	muur/noun	vergelijking/noun	daarnaast/pp	hoog/adj	twintig/num	blok/noun	import_heffing/noun	Concorde/name	tegel/noun	tank/noun	collectie/noun	eet_op/verb	enkel/det	waarin/pp	analyse/noun	representatief/adj	vervaardig/verb	leer/noun	verloop/prep	staal/noun	betonnen/adj	aanwezigheid/noun	miljoen/noun	heffing/noun	bevind/verb	water/noun	VS/name	campus/noun	vervolgens/adv	gootsteen/noun	totaal/adv	verzamel/verb	ingenieur/noun	22,5/num	lichtgewicht/adj	sculptuur/noun	kantoor_gebouw/noun	rook/noun	afdeling/noun	varieer/adj	concentratie/noun	Johnson/name	stel_vrij/verb	roest_vrij/adj	tin/noun	berg/noun	kwaliteit/noun	perikel/noun	hout/noun	landbouw_product/noun	vraag/noun	Japan/det	klank/noun	gevraagd/adj	bronzen/adj	verpletterend/adj	vervoer/verb	positief/adj	hal/noun	het/det	waardoor/pp	gesteente/noun	1998/noun	soja/noun	buitenlands/adj	bodem/noun	modern/adj	papier/noun	procent/noun	pijp/noun	lager/noun	uiteen/part	ruw/adj	vergelijk/verb	spuit/noun	nodig/adj	maak/verb	loop_terug/verb	verroest/adj	zacht/adj	12/num	FAVV/name	schilder/verb	plaat/noun	productie/noun	gemanipuleerd/adj	bewerk/verb	stuur/verb	kubus/noun	parket/noun	bevestig/verb	locatie/noun	tref_aan/verb	voor/prep	stenen/adj	baksteen/noun	krijg_binnen/verb	olie/noun	verwrongen/adj	waar/adv	pilaar/noun	Brits/adj	stoel/noun	zuil/noun	Art/name	blad/noun	fabricage/noun	investeer/verb	voordele/prep	exporteer/verb	bloed/prefix	minder/adj	besta/verb	draag/adj	goud/noun	centi_meter/noun	word/verb	chroom/noun	vet/noun	19/num	voer_in/verb	buitenland/noun	juweel/noun	koppeling/noun	46/num	blijk/verb	verwijder/verb	hoeveelheid/noun	aangekocht/adj	controle/noun	petrochemie/noun	internet/noun	levend/adj	Oost-Vlaanderen/name	verwerk/verb	middel/prep	uit/prep	DNA/noun	plaats/prep	bos/noun	lijf/noun	album/noun	creatie/noun	glasvezel/noun	mengsel/noun	onderdeel/noun	pvc/noun	bijl/noun	gehard/adj	zand/noun	schuil/verb	samenspel/noun	computer/noun	gebruiker/noun	storing/noun	aluminium/noun	sterk/adj	neem/verb	ei/noun	ton/noun	aluminium/adj	steen/noun	importeer/verb	verzink/verb	producent/noun	data_bank/noun	makkelijk/adj	vloeibaar/adj	kool/noun	dikte/noun	29/num	uitvoering/noun	bel_DIM/noun	diamant/noun	Vlaams/adj	cachet/noun	van/comp	lab/noun	strak/adj	boven_haal/verb	met/prep	verschil/adj	Thomas/name	wijze/prep	ondertussen/adv	villa/noun	val_samen/verb	één/pron	ambachtelijk/adj	geur/noun	terwijl/comp	daardoor/pp	Corus/name	minder/det	geladen/adj	gebruikt/adj	bind_middel/noun	hier/adv	meer/adj	meter/noun	landbouw/noun	zuiver/adj	deel_uit/verb	resultaat/noun	tegenstelling/prep	mechanisch/adj	markt/noun	wijs_uit/verb	sober/adj	machine/noun	bestek/noun	tussen/prep	tegenover/prep	Geboers/name	63/num	auto_wrak/noun	zwaar/adj	eis/verb	grondstof/noun	een/det	waarmee/pp	das/noun	vorm/noun	gelakt/adj	Claus/name	beton/noun	twee/num	elk/det	of/vg
kooi/noun	0.0	0.85092473	0.8655037	0.8643317	0.80617756	0.8786735	0.8742042	0.8305625	0.7791196	0.80110884	0.8678475	0.8518399	0.85785913	0.61447394	0.7882627	0.88688344	0.76342714	0.77571	0.8106096	0.8416848	0.88826096	0.68056124	0.8064547	0.69815356	0.7927096	0.91438645	0.8837616	0.8593791	0.66199815	0.834591	0.827775	0.80145705	0.91205734	0.8776591	0.8421321	0.6285347	0.74692684	0.8869129	0.8346149	0.6964938	0.8917126	0.79540706	0.75765276	0.75331455	0.7267193	0.7863696	0.7995148	0.81369585	0.7697364	0.92870903	0.68749356	0.7051314	0.92897093	0.81366193	0.81031555	0.89786	0.84926116	0.69671035	0.8306065	0.8610942	0.7286904	0.94154644	0.934431	0.8971906	0.72132015	0.6960402	0.8345341	0.84373176	0.8519796	0.917469	0.81590223	0.7581023	0.7110378	0.70777273	0.7084051	0.9394946	0.6760004	0.72463477	0.76481164	0.7232022	0.810603	0.71037394	0.68945897	0.9281079	0.7913077	0.8777715	0.7059489	0.82885337	0.899184	0.74894464	0.88555115	0.79052585	0.79410267	0.83673906	0.7838706	0.80272526	0.86368144	0.8242881	0.88039696	0.8331715	0.95638734	0.78792894	0.7569078	0.8789911	0.9084454	0.8882731	0.68425286	0.7372134	0.8864765	0.8305822	0.9078249	0.89700836	0.79214144	0.73174924	0.8763362	0.75722086	0.7812638	0.7943692	0.8363638	0.8664337	0.8864032	0.8326346	0.8158313	0.6782368	0.654216	0.86744165	0.7834351	0.77166504	0.7665727	0.851038	0.8657759	0.77455354	0.83426654	0.88675255	0.75328195	0.7800639	0.86954087	0.67321825	0.68271196	0.91165197	0.90319026	0.8732982	0.83392763	0.86120534	0.92526555	0.78223884	0.84026116	0.8779372	0.7232715	0.8173435	0.6090685	0.93931156	0.6987882	0.8398902	0.87344337	0.7887148	0.7629905	0.7912723	0.8274156	0.8109598	0.7135399	0.7980397	0.8067126	0.8475685	0.83903277	0.8473462	0.82849896	0.8407734	0.81210876	0.8774064	0.7812898	0.8472793	0.7126115	0.87406397	0.64638734	0.73973376	0.85315365	0.6219969	0.775334	0.8184106	0.9195182	0.73105514	0.81113446	0.73892266	0.9120374	0.6293086	0.9035513	0.84746313	0.8665689	0.8633157	0.85368544	0.6324865	0.7929748	0.91128606	0.7766881	0.6389336	0.72689825	0.7514934	0.8582894	0.81316435	0.7904373	0.876876	0.83630157	0.7947359	0.8472235	0.7264847	0.8680289	0.5477625	0.8227799	0.6334622	0.72091115	0.7957443	0.7815472	0.662405	0.8530349	0.8833313	0.7083665	0.6572073	0.78678465	0.7030307	0.898576	0.88228923	0.72340226	0.8542571	0.7496395	0.8276252	0.7482217	0.8287372	0.78977156	0.8373244	0.8419401	0.82108307	0.8078799	0.84080386	0.7874118	0.8804433	0.8823811	0.8809178	0.7888949	0.78696746	0.830192	0.7901015	0.95038164	0.7889124	0.8649249	0.69236016	0.64027566	0.89380634	0.82279164	0.7958932	0.7814258	0.7030619	0.92073524	0.8201329	0.672801	0.62405634	0.8293241	0.78732896	0.80688167	0.71286094	0.8658582	0.8618747	0.74971735	0.7076027	0.7912166	0.6528003	0.591922	0.799694	0.9206126	0.8960319	0.7081885	0.64353895	0.9037554	0.8483938	0.7031365	0.8790951	0.88273156	0.8273108	0.8883292	0.8711514	0.8095859	0.73503554	0.7226293	0.7724079	0.84293705	0.87675214	0.7806551	0.92122614	0.92489815	0.7705008	0.8273537	0.77032685	0.87120986	0.86061734	0.67284507	0.84261835	0.91855484	0.8297665	0.83523524	0.95065725	0.7011163	0.81417394	0.73585933	0.87304187	0.67837536	0.8163341	0.67552745	0.73025143	0.91351515	0.8082644	0.9035858	0.6184428	0.8018718	0.71234375	0.92969626	0.67043436	0.7860948	0.77847964	0.7313952	0.8793795	0.84205484	0.89272624	0.7797326	0.89563644	0.65391517	0.7480841	0.9341007	0.8718426	0.7106629	0.6338415	0.8031008	0.8376851	0.83558965	0.8595891	0.6463234	0.91476977	0.89678407	0.89962906	0.70280325	0.9173052	0.71998876	0.68281424	0.85476303	0.73353076	0.63907516	0.7778022	0.74113786	0.9053426	0.7269767	0.7165551	0.9364542	0.81748354	0.8719149	0.9070936	0.9547312	0.8403847	0.8681751	0.9036869	0.73179144	0.76210916	0.8022872	0.6526685	0.75757647	0.72309995	0.7792943	0.936151	0.86299324	0.8686553	0.79719377	0.92284673	0.9084847	0.83975405	0.70147604	0.67866707	0.89883757	0.9103373	0.9341955	0.9462946	0.71109015	0.93170094	0.735801	0.75541216	0.7847271	0.8057667	0.76099324	0.64418405	0.76239866	0.9434313	0.73660064	0.8878803	0.75607	0.7715621	0.7271602	0.79662806	0.8613578	0.67113554	0.78296185	0.86391944	0.84875935	0.849119	0.8393382	0.7293102	0.85086036	0.90411025	0.7322204	0.73255366	0.6673939	0.6734445	0.7881942	0.8499672	0.8366635	0.81295943	0.8712507	0.7138897	0.763446	0.69921327	0.95080197	0.8972135	0.82517934	0.8000958	0.91608804	0.8452586	0.9187087	0.856264	0.768969	0.88832664	0.6912754	0.82379127	0.950552	0.8422127	0.89400387	0.75775087	0.81707263	0.82721454	0.8621561	0.77280337	0.82426596	0.81720805	0.87086964	0.8447861	0.7166932	0.7308935	0.8613627	0.79896665	0.9084513	0.68969715	0.9043231	0.82862747	0.79909164	0.9389625	0.9091635	0.8444189	0.8484832	0.854145	0.7719166	0.7095119	0.8287486	0.84026223	0.9243987	0.935655	0.9153095	0.74211675	0.76970816	0.921446	0.808008	0.6339275	0.73053503	0.89192814	0.796049	0.745517	0.9412233	0.64652485	0.74312294	0.8411513	0.72953874
Hoogovens/name	0.85092473	0.0	0.79537493	0.86263096	0.7824068	0.72816277	0.8539407	0.89212894	0.82333803	0.8291653	0.7032287	0.70851976	0.79918313	0.826385	0.84438586	0.97274506	0.7681711	0.8042347	0.8345851	0.8424522	0.9056962	0.8589885	0.7205487	0.7583455	0.78755057	0.7577539	0.8326412	0.8180167	0.81821924	0.7696192	0.841109	0.7672538	0.84883064	0.8332026	0.7968443	0.75170636	0.88971424	0.8429092	0.9147015	0.708025	0.829707	0.86261487	0.85590506	0.8210941	0.8523978	0.8561519	0.80825657	0.8878385	0.84230626	0.78737044	0.8043688	0.7878348	0.7412932	0.8681184	0.80292916	0.9175595	0.87145954	0.70503527	0.7903699	0.7181519	0.8219154	0.86580557	0.91366863	0.8679676	0.7900286	0.63608646	0.8733501	0.75459886	0.9241095	0.9153212	0.84036624	0.8227783	0.7248635	0.70888686	0.8425145	0.89242625	0.8586913	0.69101816	0.81572556	0.8463547	0.80971843	0.8499415	0.7810013	0.81368077	0.8865442	0.8498671	0.84038055	0.8269812	0.9593266	0.8295949	0.80921364	0.7579715	0.82750916	0.8225142	0.7679858	0.85808617	0.6866833	0.80865026	0.7735285	0.8845118	0.95820177	0.7601942	0.77560955	0.814684	0.84172654	0.8019966	0.76274586	0.8213473	0.5745176	0.8504386	0.7928196	0.6317692	0.8726232	0.7825738	0.8507236	0.5982441	0.8362819	0.7723438	0.79201657	0.722613	0.8593159	0.5545448	0.8744873	0.7462626	0.6903237	0.8038862	0.770138	0.7183906	0.8130977	0.83499044	0.90814775	0.83739215	0.70696616	0.89298016	0.7882662	0.70963097	0.83569384	0.7739363	0.7910241	0.8712744	0.81709635	0.7845291	0.81449074	0.9111496	0.7579981	0.9131018	0.6823739	0.8616252	0.77705944	0.7974565	0.7663866	0.81612706	0.7468366	0.86868966	0.7714753	0.82054925	0.8874108	0.8347304	0.81851536	0.77928287	0.9108776	0.8179892	0.84845793	0.7860328	0.8379128	0.82364184	0.8161303	0.7313621	0.8381746	0.87662584	0.855713	0.68382645	0.828236	0.89310855	0.77313626	0.7988173	0.88633794	0.8092676	0.6623004	0.85895526	0.8823751	0.8149313	0.78337365	0.83924073	0.8838108	0.7753948	0.8331974	0.7760893	0.9017448	0.7926664	0.78979695	0.8459312	0.7843944	0.88144386	0.7707046	0.81744325	0.85989803	0.64946616	0.83499086	0.86032313	0.77760303	0.81931305	0.7114532	0.88844436	0.8514472	0.8262708	0.8267368	0.8632683	0.7825346	0.79000705	0.82024944	0.70180863	0.8690696	0.771538	0.7870169	0.742958	0.86156654	0.70602936	0.84249717	0.83990955	0.8744987	0.5446951	0.8305425	0.7797418	0.8776963	0.92273605	0.81232405	0.9331239	0.8644126	0.81662315	0.87539136	0.8314387	0.8139702	0.8090679	0.9086278	0.88628924	0.77305627	0.85407126	0.91394573	0.7626818	0.7996415	0.849825	0.894032	0.7640841	0.8306583	0.8813807	0.87342805	0.80245733	0.7510909	0.8119362	0.83143044	0.8082577	0.758116	0.92176914	0.8092707	0.8043012	0.8201537	0.9101629	0.80535126	0.77992105	0.8150905	0.84101427	0.6891115	0.77906954	0.8026592	0.63093984	0.80623984	0.89047223	0.7625692	0.75087655	0.819802	0.8388128	0.79357004	0.81592953	0.82663304	0.92705715	0.832048	0.8579812	0.6947267	0.7783436	0.77367055	0.81315696	0.76343775	0.7948891	0.62485915	0.7776151	0.84257483	0.84357876	0.75542176	0.6510742	0.75441486	0.84857893	0.7757866	0.8593305	0.7238197	0.7221426	0.84710383	0.74981487	0.83208495	0.9040761	0.8467294	0.856999	0.7770108	0.8210623	0.8181206	0.8108077	0.7507358	0.82317245	0.7682466	0.79190546	0.7143053	0.80729866	0.75720525	0.7870472	0.7767892	0.77314305	0.78256273	0.8304609	0.68646646	0.9214732	0.88674414	0.8730549	0.807695	0.7046189	0.75234044	0.81186664	0.89343464	0.8812878	0.8508918	0.84171593	0.56681895	0.8493477	0.74332654	0.7863688	0.81596327	0.93014365	0.8013835	0.869262	0.8830943	0.8354875	0.8518214	0.7606635	0.80879295	0.7210809	0.7752209	0.7887479	0.87699306	0.6580042	0.8159858	0.8551374	0.9338142	0.80690527	0.6313765	0.6790456	0.8674924	0.7061899	0.8784756	0.8449989	0.78171694	0.8883398	0.8177019	0.8608526	0.8027024	0.7389281	0.71509945	0.87825066	0.82828236	0.7925942	0.87632596	0.837569	0.8733907	0.8510687	0.82859415	0.7381256	0.8137567	0.8799474	0.71033347	0.88030463	0.91888875	0.88346267	0.7061308	0.8212478	0.7864057	0.8597374	0.7908657	0.87783736	0.9089397	0.8745947	0.8515346	0.7114413	0.75732934	0.63982606	0.7132187	0.8834391	0.7295874	0.8371971	0.8753827	0.7536602	0.8043738	0.8245196	0.80165887	0.63452387	0.74750173	0.9004887	0.86665016	0.65156025	0.7284308	0.79359293	0.7880981	0.76298845	0.64473796	0.82249093	0.8722061	0.72893	0.6604761	0.80303967	0.88093853	0.8705271	0.86986494	0.7256733	0.835073	0.79305995	0.9140967	0.8306842	0.82714	0.878101	0.82954323	0.77979827	0.946943	0.8147111	0.891581	0.896817	0.84905326	0.9078342	0.802199	0.8400408	0.7304085	0.72066665	0.3533656	0.7676648	0.76898384	0.73467267	0.8481171	0.8702622	0.8697093	0.8582462	0.6952398	0.85273886	0.855223	0.7604867	0.86243683	0.6993324	0.693157	0.9009056	0.8730078	0.61617935	0.8293923	0.8574183	0.8212077	0.862295	0.77756083	0.8020152	0.8195744	0.8362333	0.6782565	0.8070144	0.83464104	0.90112597	0.8494965	0.7844659	0.93423253	0.72088224	0.80753505	0.8798969	0.7621406
als/prep	0.8655037	0.79537493	0.0	0.94315594	0.8645995	0.625443	0.8972037	0.87255025	0.81870985	0.8224968	0.6853107	0.82645416	0.8809223	0.78089285	0.8144123	0.8583944	0.8478544	0.80737704	0.87940806	0.9204669	0.7560158	0.7571642	0.79459965	0.7727951	0.7434656	0.837026	0.8975344	0.8845473	0.7300229	0.7118366	0.83081764	0.9281773	0.8953159	0.8424636	0.85662025	0.70385754	0.8326234	0.8429916	0.82859284	0.6161144	0.88265485	0.89028746	0.9517213	0.5998569	0.77272207	0.7687851	0.84524167	0.900659	0.83553827	0.88330644	0.6705415	0.8313732	0.834617	0.8820969	0.84463936	0.8134965	0.7348525	0.6625597	0.69211423	0.77217877	0.7811512	0.9049453	0.9463315	0.848497	0.7392659	0.7129241	0.9238436	0.7326399	0.8988111	0.93720436	0.8042842	0.8401982	0.7893466	0.7692257	0.7392265	0.96185565	0.8027601	0.5787129	0.7903653	0.73872006	0.82548237	0.80770946	0.8047887	0.941301	0.91067445	0.9136618	0.7895644	0.95728934	0.97060853	0.7974473	0.96706474	0.66399074	0.94196105	0.6726548	0.7634866	0.7328459	0.7728698	0.7208829	0.7111556	0.7836527	0.8990002	0.70177615	0.7478914	0.9297824	0.85833466	0.8712355	0.78491306	0.81399405	0.77264225	0.84077024	0.780675	0.81698257	0.9432223	0.66426104	0.84647405	0.64783925	0.7957144	0.6870884	0.5817224	0.7852373	0.8472359	0.7250019	0.824466	0.84937036	0.7481013	0.86294436	0.75052047	0.7634274	0.78544486	0.850189	0.8723097	0.8289444	0.6831164	0.94529223	0.8634945	0.72818345	0.83588386	0.71279484	0.82960916	0.95728093	0.9141101	0.7406757	0.90759754	0.7554484	0.84923863	0.7894291	0.7968679	0.88965195	0.7949896	0.82536376	0.6656366	0.9241286	0.7205077	0.79602474	0.9001494	0.7268139	0.9004805	0.74886185	0.76675177	0.81683016	0.8600984	0.7866116	0.8611182	0.7854774	0.81018066	0.9176785	0.79292893	0.7706688	0.7307833	0.8676125	0.86698717	0.70844835	0.73760253	0.85866195	0.8357233	0.7733299	0.8514365	0.7941327	0.6415436	0.86645854	0.89035153	0.7648715	0.7940538	0.71344995	0.88771707	0.8675987	0.860252	0.7834945	0.7588862	0.91264683	0.84289217	0.78746384	0.51189697	0.9387566	0.8226917	0.7939898	0.8137226	0.72068423	0.71018505	0.8798161	0.7818922	0.8638227	0.6411675	0.8249323	0.80850387	0.88744426	0.87655115	0.7852977	0.8903743	0.82630396	0.68225276	0.54057586	0.8764583	0.780866	0.83061177	0.7909492	0.7404959	0.7129011	0.88720167	0.85959464	0.92011815	0.7841089	0.82511616	0.86765075	0.8561958	0.764058	0.79920405	0.6994817	0.75276524	0.8804899	0.83266556	0.90574646	0.76182663	0.75081325	0.72277343	0.84852296	0.85187685	0.902345	0.8216367	0.72727406	0.69039667	0.50814396	0.8120025	0.8253625	0.9019064	0.6457827	0.7186889	0.87087655	0.81342274	0.8857784	0.91047007	0.75240993	0.9273499	0.81900585	0.71505314	0.8739123	0.798636	0.8146173	0.8450239	0.7277434	0.8445053	0.83392906	0.68437886	0.77950406	0.8645509	0.57346976	0.73958814	0.7828956	0.9613332	0.86066866	0.80369043	0.7274734	0.88307285	0.79241645	0.7832116	0.94181705	0.89620847	0.8189918	0.8091666	0.96098286	0.8428365	0.7580145	0.8855772	0.84823716	0.78988004	0.8074884	0.81394607	0.7422352	0.9018961	0.6810701	0.85849047	0.7528869	0.77035064	0.9386368	0.6366463	0.82165587	0.8613743	0.79105127	0.79938745	0.8919565	0.75777036	0.8844263	0.7588175	0.91250074	0.83057743	0.7260424	0.7418685	0.7863337	0.92110234	0.8432767	0.7837858	0.7524625	0.7135306	0.75230694	0.93979204	0.787371	0.9358312	0.80624574	0.69174075	0.8049616	0.8645475	0.79558444	0.73954856	0.91190004	0.7759693	0.780146	0.9638161	0.9663025	0.7750114	0.8290237	0.65592706	0.7741447	0.6540388	0.86554515	0.84279	0.95653844	0.8733185	0.82616115	0.74878633	0.63165903	0.67441046	0.7189369	0.8284695	0.7116467	0.78828657	0.779796	0.7747809	0.7686585	0.8462137	0.76795936	0.89707017	0.81216943	0.6838368	0.8296219	0.9226409	0.81462926	0.9434329	0.8265634	0.68536973	0.7330004	0.6955279	0.8161722	0.79218256	0.71538925	0.74842715	0.98294324	0.8182643	0.9137192	0.81543803	0.89441824	0.9283274	0.826474	0.73955226	0.72776145	0.8066838	0.9049623	0.8388442	0.84116876	0.7404354	0.94166344	0.61663127	0.82624316	0.7159606	0.83515644	0.6919715	0.8124639	0.8443265	0.8998859	0.71613854	0.854329	0.7161745	0.7083255	0.8034154	0.85147816	0.875909	0.70057666	0.7879875	0.75262016	0.78712523	0.8503113	0.90350693	0.67961615	0.7343441	0.88987285	0.77062774	0.74876857	0.73025715	0.6541192	0.77834773	0.87718725	0.63580024	0.8361032	0.8130791	0.76041865	0.77330124	0.8770479	0.9656712	0.84074765	0.8912729	0.8034338	0.7951897	0.9084651	0.8646585	0.8382758	0.79440165	0.84434915	0.72061825	0.6829737	0.86548924	0.7034704	0.84244454	0.8468374	0.91350526	0.65724313	0.72317374	0.7970197	0.75075096	0.81665707	0.87909377	0.83709824	0.7715599	0.65368146	0.82238984	0.8307735	0.9106833	0.817425	0.7335932	0.7197155	0.87267065	0.92382747	0.8135383	0.75444305	0.7490766	0.8824091	0.77954626	0.653721	0.85699487	0.71209574	0.8199404	0.9735137	0.9443759	0.7903315	0.8275743	0.9193653	0.6472812	0.62987477	0.666432	0.85751	0.7308379	0.89557934	0.9054468	0.66255605	0.79057324	0.7544128	0.62249845
