	inventaris/noun	kooi/noun	urine_staal/noun	monitor/noun	hard/adj	houten/adj	vat/verb	mentaal/adj	uitwerpsel/noun	onjuist/adj	schiet/verb	Waals/adj	dossier/noun	genomen/adj	bedek/verb	kilo_gram/noun	test/verb	traan/noun	tast_aan/verb	fruit/noun	chirurgisch/adj	puur/adj	dagelijks/adj	hoop/noun	stuk/noun	name/adv	bijvoorbeeld/adv	onderzoek/noun	staal_bedrijf/noun	onderzoeker/noun	bijnaam/noun	constructie/noun	projectiel/noun	geometrisch/adj	dug-out/noun	Europees/adj	arts/noun	code/noun	uitgebreid/adj	kabaal/noun	high_tech/adj	symbool/noun	afgewerkt/adj	voldoende/adj	kom_bij/adj	man/noun	schiet_uit/verb	pak/noun	geraamte/noun	wagon/noun	ingreep/noun	bouw_werk/noun	wit/adj	dienstverlening/noun	spiraal/noun	ben/verb	materiaal/noun	genees_middel/noun	lig/verb	bevolking/noun	lood/noun	kunststof/noun	afval_bak/noun	traag/adj	wijn/noun	goedkoop/adj	gebruikelijk/adj	mijn/noun	licht/adj	auto/noun	licht/noun	vliegtuig/noun	besmetting/noun	fles/noun	pers/verb	subsidie/noun	monster/noun	wals/verb	keer/noun	plat/adj	aureool/noun	uitgestrekt/adj	keramiek/noun	aanvankelijk/adj	indrukwekkend/adj	sector/noun	beheers/verb	Amerikaans/adj	beeld/noun	vraag/verb	uitgevoerd/adj	medisch/adj	verhoog/verb	onderneming/noun	romp/noun	onderzoek/verb	bedrijf/noun	garandeer/verb	stoot_af/verb	leuning/noun	gerief/noun	universiteit/noun	produceer/verb	gereedschap/noun	vluchtig/adj	automobiel/noun	helemaal/adv	controleer/verb	hoogwaardig/adj	bewaar/verb	poot/noun	rubber/noun	gloeilamp/noun	installatie/noun	doolhof/noun	verdacht/adj	zenuw/noun	uitsluitsel/noun	vlees/noun	toepassing/noun	onregelmatig/adj	ontwar/verb	illustreer/verb	titanium/noun	bouwmateriaal/noun	klein/adj	ga_na/verb	magnetisch/adj	helft/noun	nieuw/adj	slachthuis/noun	verbanning/noun	met/adv	asbest/noun	februari/noun	paleis/noun	export/noun	zaag_door/verb	diep/adj	trek_op/verb	glas/noun	lading/noun	voortaan/adv	extra/adj	liefst/adv	groot/adj	val_op/verb	koraal/noun	kunst_werk/noun	vernuft/noun	dubbel/adj	blink/verb	buig/verb	schaf_af/verb	voer_uit/verb	breng_aan/verb	gigant/noun	wanneer/adv	monumentaal/adj	inlands/adj	half/adj	verwerking/noun	gebouw/noun	aanduiding/noun	rail/noun	complex/noun	ruiter/noun	pesticiden/noun	prijs/noun	afzondering/noun	til/verb	duur_voort/adj	hand_greep/noun	kilo/noun	laat/verb	marmer/noun	des/adv	plastiek/noun	klant/noun	geïmporteerd/adj	geweldig/adj	ongeveer/adv	overspoel/verb	ultiem/adj	doos/noun	gebruik/verb	riskeer/verb	uithouding_vermogen/noun	volledig/adj	dik/adj	stalen/adj	gehuld/adj	textiel/noun	graniet/noun	analyseer/verb	verloren/adj	vast/adj	alge/noun	afgezaagd/adj	reusachtig/adj	kist/noun	dak/noun	overschot/noun	doorboor/verb	reus/noun	eet_tafel/noun	oerwoud/noun	opgetrokken/adj	invoer/noun	distributie/noun	degelijk/adv	rond/adj	ijzer/noun	ga_toe/verb	video_camera/noun	gepantserd/adj	boer/noun	divisie/noun	verbrand/adj	neem_af/verb	schildering/noun	neem_mee/verb	honderden/noun	kracht/noun	zwaard/noun	slinger_rond/adj	allerijl/adv	brons/noun	gewenst/adj	mascotte/noun	er/adv	been/noun	omzet/noun	alleen/adj	inox/noun	ver/adj	omhoog/adv	ogenblik/noun	muur/noun	vergelijking/noun	hoog/adj	blok/noun	import_heffing/noun	stellage/noun	tegel/noun	tank/noun	collectie/noun	eet_op/verb	werknemer/noun	beeldscherm/noun	analyse/noun	representatief/adj	vervaardig/verb	leer/noun	staal/noun	migrant/noun	betonnen/adj	aanwezigheid/noun	miljoen/noun	heffing/noun	bevind/verb	water/noun	campus/noun	vervolgens/adv	gootsteen/noun	methode/noun	totaal/adv	verzamel/verb	besmet/verb	ingenieur/noun	lichtgewicht/adj	sculptuur/noun	kantoor_gebouw/noun	gevel/noun	afdeling/noun	rook/noun	glas_raam/noun	stel_vrij/verb	roest_vrij/adj	berg/noun	perikel/noun	hout/noun	landbouw_product/noun	vraag/noun	klank/noun	dun/adj	bronzen/adj	verpletterend/adj	particulier/noun	vervoer/verb	positief/adj	genoemd/adj	kwast/noun	gesteente/noun	meerder/adj	zwembad/noun	1998/noun	soja/noun	buitenlands/adj	bodem/noun	beperking/noun	modern/adj	papier/noun	procent/noun	pijp/noun	lager/noun	ruw/adj	vergelijk/verb	architect/noun	spuit/noun	nodig/adj	maak/verb	loop_terug/verb	verroest/adj	zacht/adj	schilder/verb	plaat/noun	productie/noun	gemanipuleerd/adj	bewerk/verb	wellicht/adv	kubus/noun	parket/noun	bevestig/verb	locatie/noun	tref_aan/verb	begeef/verb	stenen/adj	baksteen/noun	olie/noun	verwrongen/adj	waar/adv	oud/adj	pilaar/noun	Brits/adj	stoel/noun	doordacht/adj	zuil/noun	fabricage/noun	investeer/verb	slagveld/noun	minder/adj	besta/verb	draag/adj	goud/noun	centi_meter/noun	word/verb	chroom/noun	vet/noun	voer_in/verb	buitenland/noun	gepolijst/adj	koppeling/noun	blijk/verb	combineer/verb	verwijder/verb	ijl/adj	hoeveelheid/noun	aangekocht/adj	controle/noun	petrochemie/noun	jaarlijks/adj	stof/noun	beneden/adv	internet/noun	levend/adj	divers/adj	'99/noun	10/noun	verwerk/verb	leg_toe/verb	fijn/adj	bos/noun	lijf/noun	album/noun	creatie/noun	glasvezel/noun	onderdeel/noun	pvc/noun	bijl/noun	gevoelig/adj	gehard/adj	gewicht/noun	oogappel/noun	zand/noun	schuil/verb	spoor/noun	samenspel/noun	waarde/noun	computer/noun	storing/noun	dijk/noun	aluminium/noun	sterk/adj	neem/verb	futuristische/adj	verdieping/noun	ton/noun	aluminium/adj	steen/noun	importeer/verb	verzink/verb	producent/noun	makkelijk/adj	grond/noun	vloeibaar/adj	compromis_loos/adj	kool/noun	industrie/noun	dikte/noun	dreig/verb	Fins/adj	uitvoering/noun	bel_DIM/noun	diamant/noun	Vlaams/adj	cachet/noun	lab/noun	strak/adj	recent/adj	web/noun	boven_haal/verb	verschil/adj	minder/adv	ondertussen/adv	villa/noun	ambachtelijk/adj	rol/noun	geladen/adj	gebruikt/adj	bind_middel/noun	hier/adv	meer/adj	meter/noun	landbouw/noun	zuiver/adj	asfalt/noun	deel_uit/verb	mechanisch/adj	eindproduct/noun	markt/noun	geconcentreerd/adj	wijs_uit/verb	sober/adj	breed/adj	bestek/noun	bevat/verb	straal_uit/verb	traditioneel/adj	auto_wrak/noun	zwaar/adj	eis/verb	betaam/verb	toevoeging/noun	grondstof/noun	wereldwijd/adj	das/noun	vorm/noun	gelakt/adj	onmiddellijk/adj	restant/noun	beton/noun	voer_op/verb	industrieel/adj	filter/verb
inventaris/noun	0.0	0.8878146	0.8926081	0.8227688	0.9289177	0.79723644	0.8787411	0.90498316	0.8729127	0.8630081	0.95061195	0.88735104	0.7132119	0.7848665	0.86927205	0.88636243	0.84956574	0.9547773	0.85051215	0.87252	0.8654344	0.91599536	0.8569397	0.90346247	0.8028857	0.8725628	0.7508408	0.8007862	0.8899158	0.8233797	0.9120011	0.77075154	0.86900145	0.8493291	0.9433446	0.8891897	0.869534	0.8038662	0.753634	0.9093053	0.8483694	0.8550855	0.79651845	0.83461636	0.80291283	0.91735667	0.9499489	0.89786154	0.84467363	0.8424141	0.8333969	0.7450291	0.8977584	0.8430438	0.9180323	0.8315944	0.68884623	0.83174026	0.85853624	0.8977155	0.8764237	0.84548223	0.855797	0.8913566	0.88121724	0.8392895	0.85920346	0.837849	0.9005308	0.84699386	0.8956866	0.8855647	0.8719367	0.8553308	0.89122075	0.8431872	0.85237354	0.93057436	0.9459264	0.87043864	0.9317322	0.85576785	0.82427436	0.907108	0.778681	0.8571265	0.88558203	0.9000047	0.7695965	0.8806186	0.8049019	0.817388	0.8934856	0.83152866	0.8790946	0.7724185	0.81039304	0.8727672	0.82489455	0.91402644	0.88356394	0.8710082	0.8258407	0.75472814	0.84263635	0.8887708	0.8973713	0.81677264	0.7986755	0.74726355	0.86714566	0.87062025	0.88801926	0.7229924	0.84354496	0.84341854	0.93404335	0.84369284	0.9021758	0.81465864	0.8612689	0.88663346	0.82775426	0.9251474	0.8049067	0.8465768	0.7352381	0.8666442	0.9315839	0.81091607	0.8279221	0.9086352	0.8770433	0.8459179	0.9237813	0.83601946	0.86319387	0.91982156	0.93822676	0.84679145	0.8651025	0.79927695	0.7654998	0.85955006	0.87307906	0.8693352	0.89524806	0.86507934	0.67847526	0.8969224	0.8859022	0.8965747	0.86188763	0.87886804	0.82440245	0.8147006	0.91124845	0.8642026	0.7593366	0.88195425	0.94287026	0.8255176	0.70417976	0.81444514	0.8583255	0.74829745	0.8774697	0.860981	0.86393356	0.90200615	0.9184492	0.8943182	0.89868253	0.8680694	0.89727986	0.84378433	0.8754474	0.8513228	0.8394273	0.8507469	0.91204554	0.85801345	0.85726905	0.89722717	0.78087634	0.8185005	0.9070667	0.93463314	0.779378	0.90968317	0.8246946	0.9086071	0.8258323	0.8880763	0.7843665	0.83096933	0.89356947	0.897972	0.9210057	0.77580124	0.8076513	0.8358562	0.86534095	0.8940302	0.90079725	0.9169835	0.8755388	0.84592986	0.86332965	0.8362974	0.8279554	0.89402795	0.82285994	0.91910213	0.8421348	0.89751685	0.86866534	0.87415826	0.86278456	0.8939125	0.7947605	0.81103	0.7864365	0.9133768	0.86555105	0.89384615	0.85515386	0.91605234	0.8486919	0.9070743	0.84149146	0.95534414	0.93774825	0.85027206	0.9079097	0.90965533	0.93516004	0.8890111	0.8402534	0.84230286	0.91892695	0.8644046	0.92413294	0.913874	0.82185334	0.8479131	0.6570736	0.8952625	0.85270524	0.8667557	0.7585526	0.826325	0.76856214	0.8746094	0.8158653	0.88518095	0.82422745	0.87409663	0.873692	0.85072553	0.79430157	0.87521935	0.84005976	0.8083353	0.93656707	0.8246323	0.8199872	0.74905753	0.89992684	0.85135335	0.90486115	0.78989434	0.8188509	0.7874003	0.82794434	0.88297176	0.8245225	0.8654444	0.8702835	0.87146914	0.89209855	0.80609196	0.87822616	0.8796272	0.8665649	0.9172191	0.8459981	0.88759685	0.7616028	0.8415258	0.9155078	0.8492143	0.9065604	0.8516545	0.8733011	0.82435423	0.9092068	0.89905953	0.86490977	0.86957955	0.8630122	0.80700076	0.7865386	0.929944	0.84729177	0.9218266	0.84444374	0.85648036	0.80349	0.86881685	0.8529606	0.8562904	0.88034856	0.8542887	0.9112309	0.84348756	0.8638763	0.84027517	0.84527946	0.8273877	0.86098343	0.8725623	0.8675147	0.89464325	0.7612623	0.7730433	0.8697694	0.80178267	0.8208326	0.862897	0.9041693	0.82644045	0.7980878	0.8736398	0.88505125	0.87058115	0.84072095	0.83347833	0.8542235	0.84400505	0.8529835	0.872576	0.8308318	0.90612626	0.88717854	0.898562	0.76966274	0.92040056	0.8761679	0.86234295	0.9019011	0.8921658	0.8478386	0.82967854	0.86371243	0.81425774	0.9031778	0.77899015	0.7824136	0.851613	0.9166967	0.8513865	0.81205356	0.90570563	0.80307096	0.8254496	0.7503813	0.89455134	0.9343178	0.825492	0.8626053	0.89381677	0.827358	0.9233243	0.8496381	0.82527095	0.8764654	0.7913206	0.8817481	0.86958885	0.86614215	0.9276461	0.89773333	0.938488	0.88253653	0.8731037	0.83569115	0.89613634	0.8270261	0.7702582	0.8848679	0.87172073	0.8365305	0.9139006	0.9116782	0.851888	0.8228607	0.81421185	0.84028685	0.8290488	0.85038817	0.8953549	0.8673991	0.8941319	0.8411935	0.8658888	0.9055287	0.8868926	0.85011756	0.8956351	0.88055545	0.9026021	0.8471832	0.9063628	0.8021979	0.83636856	0.88311875	0.8028986	0.8956588	0.83336645	0.8072962	0.8685066	0.7837827	0.9217323	0.8126127	0.7981298	0.8302847	0.9260131	0.8584008	0.7768533	0.9089102	0.9067783	0.8614728	0.8940343	0.8513342	0.87372667	0.8703875	0.90248835	0.84431386	0.86874866	0.8876109	0.896532	0.8695222	0.8332709	0.85971844	0.7638891	0.7426089	0.9080335	0.87232995	0.82954484	0.9088705	0.8909387	0.8982715	0.8472346	0.8046416	0.8483282	0.89918786	0.8547072	0.9172336	0.8772226	0.7545857	0.83228904	0.89259845	0.7751954	0.8571542
kooi/noun	0.8878146	0.0	0.9495222	0.8039359	0.8866159	0.6016288	0.81851506	0.8778446	0.7262484	0.91773385	0.7902166	0.8969042	0.89908856	0.8176319	0.7048597	0.8208022	0.8440889	0.8246251	0.8454822	0.7899364	0.88378644	0.87926805	0.8277112	0.86782914	0.7893052	0.9154501	0.80753016	0.940064	0.942253	0.87886125	0.849778	0.70666057	0.7949889	0.8117211	0.8349254	0.9435625	0.91708463	0.86307204	0.8914219	0.83263576	0.83540934	0.792734	0.784951	0.84955114	0.90325326	0.79647374	0.8861821	0.7889096	0.7111429	0.7014092	0.8824223	0.76438	0.6871632	0.91983145	0.8147567	0.8564474	0.76637614	0.87338746	0.79177773	0.915429	0.7962869	0.7453168	0.8334216	0.8350924	0.84784335	0.87514365	0.851782	0.7600158	0.8476085	0.78928226	0.77462107	0.7991384	0.8621371	0.7376096	0.7781745	0.9286935	0.72200876	0.86198926	0.87833124	0.7409863	0.92271686	0.7606343	0.8269727	0.8704459	0.82395506	0.93765086	0.8869165	0.92806953	0.79873794	0.9332713	0.82099134	0.90581656	0.93907464	0.9097337	0.7501428	0.91063607	0.9068919	0.9005252	0.9059362	0.7807245	0.9174104	0.9418333	0.8375672	0.7814746	0.85737437	0.8464845	0.81681293	0.8856883	0.8619264	0.8137055	0.722091	0.7725611	0.8355389	0.76936555	0.7351936	0.8511375	0.8336564	0.9246048	0.78849936	0.8783154	0.8435551	0.9437985	0.86169547	0.8482888	0.80999494	0.76573825	0.8953721	0.7891658	0.90154314	0.90220964	0.7815335	0.9010649	0.9208121	0.81249064	0.9235348	0.7062957	0.89178693	0.8200291	0.81582177	0.82476556	0.6980399	0.783898	0.8462801	0.8825544	0.8514922	0.8659384	0.85181427	0.816116	0.7643112	0.8751283	0.8410775	0.7949444	0.86985564	0.93080103	0.9245801	0.7378915	0.8751068	0.84409684	0.74449193	0.86636317	0.86742413	0.87213093	0.7126924	0.8682352	0.7779302	0.73085845	0.80945575	0.85499144	0.9043242	0.8066838	0.8185067	0.81986	0.81149936	0.79688764	0.81045866	0.7657071	0.8493429	0.81349725	0.88037395	0.85794926	0.88144904	0.87379754	0.8698397	0.8708049	0.632633	0.8352848	0.86373997	0.9006761	0.83313996	0.72927076	0.61176723	0.7792891	0.8097427	0.8506613	0.8505678	0.8682496	0.8870556	0.8220378	0.8992391	0.62207377	0.6537209	0.6608125	0.85566545	0.770681	0.7658346	0.77942586	0.75578433	0.76969814	0.841181	0.9007414	0.8790164	0.7260014	0.7545964	0.853477	0.78692657	0.79624593	0.8472413	0.91649646	0.8034856	0.91982394	0.7855087	0.81945443	0.7477853	0.8790461	0.79658234	0.8725397	0.863234	0.86657405	0.85653746	0.8602204	0.85166043	0.7794461	0.9617447	0.8443835	0.82736975	0.8796841	0.8287419	0.8470093	0.61204636	0.89388406	0.87401384	0.7334813	0.95304054	0.7382137	0.71055317	0.7643047	0.84312034	0.7030022	0.93643636	0.7472099	0.886784	0.8993147	0.7922107	0.76537853	0.7354816	0.8971349	0.6225985	0.8638894	0.93153036	0.89663047	0.79209983	0.71369684	0.7994694	0.6851733	0.8668027	0.8554966	0.86453307	0.8429785	0.81257915	0.8908055	0.8609563	0.73930687	0.7547355	0.684275	0.8877864	0.78799564	0.8519539	0.94173515	0.8143202	0.72219884	0.9065803	0.7008436	0.887847	0.93052566	0.81652665	0.75487036	0.7834474	0.8656585	0.8380021	0.7772538	0.9533051	0.87327397	0.79900795	0.8530894	0.8534357	0.7198198	0.93408734	0.8669076	0.8981682	0.74948263	0.8997882	0.8231352	0.78904986	0.96715784	0.7105398	0.87402284	0.8011102	0.88039464	0.87858844	0.8236372	0.90212345	0.8887843	0.8977794	0.7545388	0.803231	0.7218107	0.7833488	0.88555586	0.81437707	0.80714685	0.8813651	0.73658967	0.9192034	0.9176128	0.8197069	0.7657573	0.7704935	0.66809326	0.7103626	0.8393619	0.7899165	0.72447634	0.79836607	0.72730196	0.927914	0.67665064	0.88770306	0.7025565	0.89275926	0.9360871	0.81085694	0.8816608	0.8827747	0.8850624	0.8600556	0.7135136	0.79027736	0.8401131	0.81006575	0.9128676	0.88798386	0.85484415	0.8898856	0.89233863	0.8682293	0.75816613	0.82152987	0.80217075	0.8804291	0.92488736	0.95908237	0.89896	0.76350284	0.7008375	0.8978362	0.7048131	0.86659694	0.89006346	0.92447495	0.8306601	0.8943063	0.8173014	0.7105521	0.7480129	0.8835411	0.8127993	0.8645131	0.8746589	0.87568235	0.80291057	0.8946704	0.88435894	0.81562835	0.90841115	0.7194712	0.7976396	0.8538699	0.8856573	0.9181769	0.8262158	0.8799573	0.7625525	0.7690189	0.9263407	0.90705067	0.79875445	0.7248279	0.8198265	0.71155477	0.69465613	0.85470366	0.8722729	0.8916919	0.8276426	0.7435019	0.8003044	0.9131584	0.79495615	0.9137852	0.8135444	0.87761855	0.88482094	0.90731883	0.81214136	0.81033725	0.93225735	0.9006294	0.7972479	0.77096575	0.9218898	0.8056319	0.83692575	0.8523048	0.934829	0.81253946	0.7211579	0.8384769	0.927876	0.80545384	0.7820983	0.9307326	0.7762279	0.8870439	0.7455652	0.8996057	0.83484906	0.7504863	0.85306174	0.7753792	0.89890385	0.8783861	0.8538899	0.89931035	0.7838223	0.83272225	0.7814907	0.83787245	0.8388574	0.8656362	0.813016	0.87497306	0.9243111	0.89358777	0.83900225	0.85315734	0.91221833	0.8176978	0.85107076	0.82874876	0.84118223	0.7764878	0.6838876	0.8992674	0.8429215	0.863276
urine_staal/noun	0.8926081	0.9495222	0.0	0.9093647	0.96341634	0.96724546	0.9482911	0.9400099	0.8645105	0.91515726	0.9656043	0.9419125	0.901446	0.8693983	0.9486101	0.8615556	0.76263654	0.9575287	0.9270295	0.9056608	0.87917554	0.93186575	0.9083587	0.96134907	0.93050677	0.9305671	0.8927855	0.83195007	0.9462501	0.8273019	0.96621674	0.91789436	0.898228	0.9352444	0.9398645	0.94407105	0.86570406	0.8945416	0.8909407	0.946175	0.9213304	0.9530248	0.88747907	0.883803	0.8874552	0.91762763	0.9347525	0.90928483	0.935473	0.9081603	0.9075791	0.92885214	0.9317278	0.9205139	0.94508857	0.9234641	0.80771196	0.8067803	0.9682762	0.9411033	0.89354396	0.90024775	0.90189064	0.9367277	0.9079763	0.91650206	0.92018676	0.93195575	0.944656	0.8901064	0.9340959	0.908848	0.8325505	0.88866794	0.92031556	0.9435135	0.7828093	0.9385512	0.94468695	0.95473015	0.92894673	0.9718347	0.93824923	0.9133175	0.9392044	0.9370962	0.94857943	0.933921	0.9409862	0.93512535	0.90633106	0.82878196	0.9413761	0.9169434	0.932014	0.80989444	0.8876401	0.9267851	0.9478251	0.9675393	0.93081677	0.8921428	0.8859132	0.8985224	0.8962294	0.91901314	0.9655152	0.8011315	0.8840065	0.89680934	0.949933	0.9232312	0.9342955	0.88952553	0.94414467	0.8205184	0.94203	0.87591755	0.8764277	0.883568	0.9134636	0.9415745	0.96092534	0.94240874	0.89700246	0.92701304	0.8086626	0.9051473	0.9403501	0.92951244	0.84999585	0.9443589	0.9351808	0.85977125	0.9298993	0.9438048	0.8973947	0.9678144	0.9689504	0.9546134	0.9064969	0.84670347	0.8792531	0.9087198	0.84351325	0.96216816	0.9365518	0.9329611	0.9092419	0.94656706	0.94243836	0.9346488	0.9517438	0.95856273	0.8622676	0.9267671	0.94344145	0.9223888	0.96254814	0.95289636	0.92994565	0.9000672	0.932839	0.91570383	0.9429795	0.93849313	0.93537194	0.84701765	0.94827324	0.94378006	0.9556161	0.9363212	0.9546881	0.8547307	0.9243301	0.945395	0.955656	0.9080497	0.909428	0.88012564	0.9589624	0.89365804	0.93087566	0.9329709	0.8711548	0.85232496	0.90077424	0.9118446	0.9273503	0.9350987	0.910793	0.9425808	0.89585745	0.9521394	0.8166861	0.9522159	0.9354336	0.91291094	0.9481663	0.94055504	0.92900413	0.9696359	0.89336187	0.9564362	0.95888096	0.96216315	0.9399565	0.9507155	0.87539107	0.9060315	0.89046973	0.94997185	0.87754077	0.96475923	0.9123997	0.92760646	0.92357486	0.93237096	0.91639346	0.87285775	0.9425537	0.87250406	0.8787647	0.94677424	0.91932046	0.9400021	0.90125614	0.92811894	0.8972063	0.94102955	0.91735667	0.9484038	0.93461996	0.90369576	0.95146996	0.9339583	0.95036864	0.9384818	0.96844983	0.91301346	0.94856715	0.96998477	0.9531767	0.9733937	0.9306599	0.88792646	0.9321366	0.9259444	0.91958785	0.9371558	0.8396066	0.88737714	0.9034086	0.93888	0.79823077	0.9319431	0.97283953	0.861958	0.92200387	0.89356405	0.9018272	0.8892149	0.94412667	0.8561361	0.9396697	0.87066185	0.86998546	0.88360846	0.8566936	0.916947	0.94521385	0.9486009	0.9604788	0.958511	0.925384	0.93210554	0.9474134	0.9197462	0.9329263	0.953158	0.9422459	0.924391	0.93346786	0.94659764	0.9289705	0.9317708	0.93156636	0.9430332	0.9092473	0.85689306	0.8286824	0.9133819	0.92255074	0.8741121	0.90423685	0.9491832	0.9098481	0.88131773	0.9119861	0.9079957	0.9255644	0.944792	0.8713698	0.91840565	0.93477887	0.927816	0.91611964	0.8930507	0.9580122	0.8259196	0.90979075	0.94147956	0.9236761	0.94212663	0.9525806	0.964356	0.9219896	0.89736784	0.8743598	0.90707076	0.9408858	0.9517926	0.87139153	0.9028683	0.91395485	0.7922745	0.9360935	0.9409453	0.9299027	0.8900875	0.95553464	0.9406464	0.9330693	0.9774139	0.93010825	0.9487831	0.9204751	0.95324546	0.910866	0.94372123	0.9476943	0.9079253	0.9402207	0.9287871	0.8997545	0.94144547	0.8654183	0.9096618	0.84937453	0.88698775	0.9386532	0.943217	0.9478432	0.8394518	0.92102945	0.89209116	0.9565128	0.78823584	0.90926373	0.8308917	0.9527368	0.8893362	0.8052214	0.95445365	0.9373149	0.92639244	0.8915641	0.9026809	0.9302082	0.8910837	0.9264479	0.91697747	0.942972	0.94039977	0.9480681	0.9440548	0.905315	0.9218167	0.93064904	0.9234824	0.9295874	0.9481124	0.9352548	0.9496962	0.9157474	0.9655398	0.8451439	0.943792	0.93403816	0.88435936	0.93987954	0.96470755	0.9089364	0.9300847	0.9396826	0.96130705	0.96277	0.875639	0.92679757	0.9196444	0.89835757	0.9456805	0.9106278	0.9400781	0.917426	0.840518	0.95461893	0.9169007	0.89989674	0.91540784	0.9591688	0.929674	0.94397926	0.9136758	0.8835899	0.9623155	0.9284416	0.76982856	0.9494991	0.90799284	0.9261467	0.9016091	0.87765735	0.9547074	0.91543466	0.9575358	0.9281664	0.96463186	0.914611	0.8366598	0.93215674	0.9479115	0.9218159	0.9420284	0.9501774	0.8849098	0.92525655	0.90806484	0.91415226	0.85346687	0.9478833	0.9240753	0.83177793	0.94865394	0.9652209	0.93580097	0.86790526	0.9430704	0.9516751	0.89856154	0.93614036	0.952005	0.9619361	0.8774634	0.8508438	0.9307576	0.94883955	0.94984776	0.94456476	0.8916411	0.87817466	0.92181087	0.95284486	0.916346	0.8965155
