	kooi/noun	Hoogovens/name	als/prep	waaronder/pp	per/prep	binnen/part	hard/adj	houten/adj	vat/verb	mentaal/adj	onjuist/adj	schiet/verb	Waals/adj	Bush/name	genomen/adj	bedek/verb	test/verb	traan/noun	Roularta/name	tast_aan/verb	industrieel/adj	chirurgisch/adj	naar/prep	puur/adj	dagelijks/adj	hoop/noun	veel/det	stuk/noun	name/adv	dan/comparative	bijvoorbeeld/adv	die/det	5,5/num	onderzoek/noun	300/num	constructie/noun	projectiel/noun	zuig/verb	Europees/adj	Brits_Nederlands/adj	code/noun	en/vg	acht/num	kabaal/noun	symbool/noun	afgewerkt/adj	in/prep	man/noun	schiet_uit/verb	pak/noun	wit/adj	dienstverlening/noun	voordat/comp	ben/verb	materiaal/noun	genees_middel/noun	lig/verb	bevolking/noun	3/num	lood/noun	kunststof/noun	afval_bak/noun	goedkoop/adj	op/prep	Nouveau/name	gebruikelijk/adj	mijn/noun	licht/adj	Raymond/name	boven/prep	5/num	innovatief/adj	auto/noun	dat/pron	licht/noun	Genua/name	vliegtuig/noun	besmetting/noun	pers/verb	subsidie/noun	1.000/num	monster/noun	wals/verb	keer/noun	plat/adj	33/num	sommige/det	aureool/noun	uitgestrekt/adj	als/comparative	keramiek/noun	sector/noun	reflex/noun	beeld/noun	vraag/verb	waarvan/pp	uitgevoerd/adj	medisch/adj	verhoog/verb	onderneming/noun	Zweden/name	meer/det	onderzoek/verb	bedrijf/noun	garandeer/verb	president/noun	leuning/noun	die/pron	produceer/verb	vier/num	100/num	gereedschap/noun	zoals/comp	helemaal/adv	controleer/verb	hoogwaardig/adj	bewaar/verb	poot/noun	rubber/noun	allerlei/det	verdacht/adj	zenuw/noun	uitsluitsel/noun	vlees/noun	om/comp	onregelmatig/adj	ontwar/verb	illustreer/verb	titanium/noun	bouwmateriaal/noun	klein/adj	magnetisch/adj	nieuw/adj	helft/noun	met/adv	asbest/noun	export/noun	diep/adj	trek_op/verb	glas/noun	lading/noun	voortaan/adv	extra/adj	6,5/num	liefst/adv	groot/adj	tienduizend/num	koraal/noun	kunst_werk/noun	dus/vg	blank/adj	4,9/num	blink/verb	buig/verb	voer_uit/verb	5.000/num	breng_aan/verb	wanneer/adv	film/verb	inlands/adj	explosief/noun	verwerking/noun	gebouw/noun	aanduiding/noun	rail/noun	Pfaffs/name	prijs/noun	Apollo/name	duur_voort/adj	hand_greep/noun	kilo/noun	laat/verb	door/prep	des/adv	plastiek/noun	klant/noun	1,8/num	geïmporteerd/adj	doos/noun	gebruik/verb	riskeer/verb	dik/adj	stalen/adj	gehuld/adj	textiel/noun	alle/det	graniet/noun	analyseer/verb	van/prep	vast/adj	alge/noun	afgezaagd/adj	reusachtig/adj	kist/noun	overschot/noun	reus/noun	zodat/comp	zoals/prep	oerwoud/noun	opgetrokken/adj	invoer/noun	distributie/noun	degelijk/adv	rond/adj	ijzer/noun	video_camera/noun	gepantserd/adj	Voedselagentschap/name	boer/noun	verbrand/adj	neem_af/verb	schildering/noun	honderden/noun	kracht/noun	zwaard/noun	slinger_rond/adj	allerijl/adv	brons/noun	Europeaan/noun	mascotte/noun	beslag/fixed	er/adv	been/noun	alleen/adj	obstakel/noun	ver/adj	ogenblik/noun	hoog/adj	twintig/num	blok/noun	Usinor/name	import_heffing/noun	stellage/noun	tegel/noun	tank/noun	eet_op/verb	enkel/det	waarin/pp	analyse/noun	eerder/vg	representatief/adj	vervaardig/verb	verloop/prep	staal/noun	aanwezigheid/noun	miljoen/noun	heffing/noun	water/noun	VS/name	campus/noun	vervolgens/adv	machinist/noun	gootsteen/noun	totaal/adv	verzamel/verb	besmet/verb	22,5/num	lichtgewicht/adj	sculptuur/noun	kantoor_gebouw/noun	afdeling/noun	stel_vrij/verb	roest_vrij/adj	berg/noun	perikel/noun	hout/noun	landbouw_product/noun	Japan/det	klank/noun	dun/adj	bronzen/adj	vervoer/verb	positief/adj	het/det	genoemd/adj	waardoor/pp	gesteente/noun	soja/noun	20.000/num	buitenlands/adj	modern/adj	papier/noun	procent/noun	pijp/noun	lager/noun	drie/num	ruw/adj	vergelijk/verb	spuit/noun	nodig/adj	maak/verb	loop_terug/verb	zacht/adj	12/num	FAVV/name	schilder/verb	plaat/noun	productie/noun	gemanipuleerd/adj	50/num	bewerk/verb	kubus/noun	bevestig/verb	studie_bureau/noun	locatie/noun	voor/prep	Media/name	stenen/adj	verwrongen/adj	waar/adv	oud/adj	pilaar/noun	Brits/adj	stoel/noun	zuil/noun	fabricage/noun	investeer/verb	voordele/prep	bloed/prefix	Roemeens/adj	minder/adj	besta/verb	draag/adj	goud/noun	centi_meter/noun	word/verb	chroom/noun	19/num	voer_in/verb	buitenland/noun	46/num	blijk/verb	verwijder/verb	hoeveelheid/noun	aangekocht/adj	controle/noun	petrochemie/noun	stof/noun	kom_terecht/verb	Backer/name	beneden/adv	internet/noun	levend/adj	divers/adj	Oost-Vlaanderen/name	'99/noun	10/noun	verwerk/verb	leg_toe/verb	middel/prep	monument/noun	uit/prep	plaats/prep	lijf/noun	album/noun	onderdeel/noun	pvc/noun	bijl/noun	gevoelig/adj	gehard/adj	oogappel/noun	samenspel/noun	computer/noun	storing/noun	dijk/noun	Er/name	aluminium/noun	sterk/adj	neem/verb	ton/noun	aluminium/adj	steen/noun	importeer/verb	verzink/verb	producent/noun	grond/noun	vloeibaar/adj	compromis_loos/adj	kool/noun	Keulen/name	dikte/noun	dreig/verb	29/num	uitvoering/noun	bel_DIM/noun	Vlaams/adj	van/comp	lab/noun	boven_haal/verb	met/prep	verschil/adj	Thomas/name	ondertussen/adv	villa/noun	Charleroi/name	één/pron	ambachtelijk/adj	terwijl/comp	6,3/num	minder/det	geladen/adj	bind_middel/noun	hier/adv	meer/adj	meter/noun	landbouw/noun	zuiver/adj	deel_uit/verb	tegenstelling/prep	mechanisch/adj	markt/noun	geconcentreerd/adj	wijs_uit/verb	breed/adj	Oost-Europa/name	bestek/noun	tussen/prep	Geboers/name	straal_uit/verb	traditioneel/adj	auto_wrak/noun	zwaar/adj	eis/verb	grondstof/noun	prijs/verb	metaal/noun	een/det	waarmee/pp	das/noun	vorm/noun	gelakt/adj	onmiddellijk/adj	Claus/name	beton/noun	twee/num	voer_op/verb	waar/comp	elk/det	of/vg
kooi/noun	0.0	0.8330784	0.8645053	0.84545815	0.8641944	0.8079009	0.7854185	0.59232765	0.7527025	0.824759	0.93976617	0.7863873	0.8861788	0.9247353	0.82678777	0.57009906	0.7652649	0.86346704	0.9086505	0.72089255	0.8139101	0.8310177	0.8558261	0.8524575	0.79888695	0.68288165	0.80145407	0.6772578	0.9197148	0.8943462	0.7880476	0.8009688	0.8526572	0.9282838	0.8069248	0.5600298	0.67342776	0.7532884	0.90491694	0.8393651	0.8034501	0.68585455	0.8201114	0.68469507	0.7072258	0.72847605	0.7995331	0.8363321	0.7444957	0.79251516	0.65425444	0.93444103	0.8300705	0.8679169	0.68487537	0.85110503	0.7605399	0.9433122	0.9404795	0.69041276	0.65092623	0.8205292	0.8500577	0.8572814	0.8958188	0.8052313	0.72289777	0.66820693	0.93192136	0.6739194	0.93999547	0.8932669	0.7078579	0.7103479	0.70259154	0.9070717	0.7648647	0.8667005	0.63864607	0.92892194	0.86986923	0.6725564	0.86778295	0.90827644	0.7362088	0.88519615	0.8058684	0.78888357	0.77780944	0.8643102	0.7365328	0.8599502	0.8364001	0.75338274	0.9518702	0.7497877	0.7415464	0.8990267	0.8606018	0.8825366	0.9310203	0.88859385	0.83237803	0.88989806	0.8861492	0.95813364	0.6866878	0.70234036	0.74089366	0.7836644	0.86323476	0.8037983	0.80890596	0.8006326	0.87753445	0.83282804	0.78173554	0.65336555	0.6171316	0.7510923	0.85915554	0.7445793	0.94034183	0.7883959	0.84081644	0.85541123	0.8774888	0.8717818	0.73888713	0.8050243	0.6654416	0.61269265	0.8506069	0.9295056	0.93703794	0.78889513	0.8490523	0.77807856	0.6611012	0.55547005	0.6743934	0.83734	0.8175528	0.85463804	0.8710922	0.7596218	0.84835917	0.75659585	0.7277348	0.8164989	0.846439	0.9202233	0.742198	0.8128681	0.8467488	0.83305854	0.6274311	0.80264664	0.78130615	0.82532775	0.7895874	0.82810307	0.6785187	0.8836464	0.6445129	0.887102	0.8355579	0.9010114	0.78576016	0.7767385	0.7157393	0.8196747	0.7695251	0.91016805	0.57170117	0.8647839	0.8093824	0.8458759	0.61648303	0.7419932	0.89564013	0.6194289	0.57302547	0.7316422	0.7494229	0.8500154	0.7795166	0.82991266	0.82410085	0.85537815	0.70700115	0.78539324	0.52088183	0.51851374	0.85042834	0.67640805	0.6383578	0.7844368	0.82346594	0.6549411	0.8442055	0.88515824	0.86276287	0.67245626	0.6644504	0.6946017	0.67919123	0.8722955	0.9051398	0.69183385	0.8492923	0.7305954	0.7333149	0.8014676	0.7053275	0.79458404	0.7639582	0.8002797	0.9501226	0.7847351	0.87970585	0.8787039	0.7277595	0.84585464	0.741848	0.871461	0.8381565	0.7762129	0.78004754	0.6651059	0.9178351	0.90273434	0.58551073	0.63222224	0.56051856	0.76677394	0.8087617	0.6729075	0.8634268	0.8177402	0.82472736	0.7193222	0.8604156	0.660902	0.7802103	0.91361904	0.90731907	0.5990909	0.93902224	0.86178327	0.6652055	0.8129534	0.8820326	0.8707007	0.81577384	0.8779977	0.89376605	0.7291634	0.63917047	0.7167439	0.80877554	0.91796637	0.7058756	0.7149527	0.851156	0.65035284	0.85585535	0.81469387	0.813213	0.57977396	0.64887077	0.6962129	0.8682542	0.804091	0.84855074	0.65514314	0.70388794	0.80735064	0.81775045	0.91532576	0.7771534	0.7031633	0.9248645	0.5867912	0.79415405	0.7978181	0.74884605	0.8317243	0.8940594	0.8270378	0.7562721	0.8834543	0.7298232	0.9308133	0.8584318	0.6565563	0.59776366	0.80312455	0.84200525	0.8644518	0.80135834	0.6043386	0.8570093	0.9390375	0.88079727	0.9193686	0.96245277	0.68015796	0.63548887	0.77309936	0.79261047	0.6872761	0.9166398	0.7037923	0.65402806	0.8657348	0.8914149	0.9298183	0.8548991	0.8768118	0.90933883	0.7121216	0.6616422	0.7749504	0.6691628	0.7572857	0.70427907	0.93835163	0.8504984	0.90270627	0.9131764	0.8566427	0.6933598	0.6703403	0.8903272	0.9478346	0.8421068	0.64214665	0.74449396	0.969837	0.61581755	0.93878335	0.7319639	0.84963083	0.90560603	0.89819247	0.96645176	0.7306481	0.8968088	0.73550916	0.7529419	0.7618898	0.7148603	0.70559335	0.9138124	0.749839	0.71676695	0.80161023	0.86825097	0.75126207	0.90262514	0.7581457	0.8196347	0.8224102	0.67793846	0.8825778	0.67818344	0.82666385	0.8837295	0.70969576	0.63922787	0.6606413	0.7818988	0.7561769	0.8288782	0.7187269	0.678464	0.9203834	0.74824065	0.92336273	0.63581604	0.86007255	0.946335	0.86256766	0.78941745	0.93830454	0.8844216	0.8438544	0.88169503	0.634065	0.7968404	0.9547341	0.8906554	0.7058126	0.9241005	0.84214413	0.84732985	0.7987819	0.88147277	0.84131706	0.691919	0.8776455	0.7984966	0.9213087	0.66714793	0.90355754	0.8482458	0.768051	0.9202975	0.8126065	0.86755836	0.78508544	0.88254315	0.70046043	0.8900134	0.7085856	0.8394122	0.9143189	0.81749356	0.80462855	0.75970125	0.7260163	0.92541695	0.8226027	0.83599216	0.6134738	0.5912185	0.6345655	0.9097923	0.7755823	0.6617978	0.8549129	0.9384829	0.5939767	0.7124516	0.8976433	0.74923086	0.81420374	0.70541763
Hoogovens/name	0.8330784	0.0	0.83896524	0.7532902	0.85682815	0.8755356	0.84702265	0.7698719	0.8479941	0.91728175	0.91420823	0.92769057	0.63985693	0.88523513	0.7996172	0.79614854	0.89248693	0.9793641	0.86025864	0.74580145	0.5894848	0.8174157	0.8862597	0.90942085	0.8582744	0.83932424	0.72707933	0.74234253	0.7806221	0.8243055	0.74997133	0.8408327	0.81864655	0.8807548	0.817341	0.71591294	0.7909263	0.8600669	0.7941729	0.5961261	0.89460605	0.6628313	0.83345366	0.86691475	0.796161	0.7496142	0.8501725	0.85904247	0.8620522	0.8310697	0.80030394	0.7850591	0.8909983	0.8924568	0.67481107	0.76284516	0.80295587	0.8649366	0.89964235	0.7669342	0.61837745	0.87427676	0.72846717	0.91864294	0.87696695	0.8153137	0.7515741	0.681807	0.8768403	0.84284353	0.8534391	0.69382	0.8232157	0.7001534	0.8539043	0.8712617	0.759273	0.8752142	0.73134255	0.8373699	0.8106519	0.851917	0.8481829	0.9649322	0.80149615	0.8126432	0.74373144	0.8368715	0.83100724	0.80171007	0.7371738	0.6975312	0.8610971	0.8763699	0.97095424	0.72272897	0.7622267	0.81452066	0.8103087	0.5959743	0.88608205	0.7854232	0.8599952	0.6109529	0.8385331	0.9582704	0.85501367	0.80415726	0.57230103	0.8401241	0.7992884	0.79428685	0.8140042	0.9218383	0.83566594	0.5476295	0.8297621	0.68825126	0.6675673	0.782729	0.8500423	0.87567765	0.9099165	0.8257401	0.8880406	0.88316536	0.90055674	0.79313475	0.773182	0.7152828	0.7621367	0.7732862	0.80410874	0.8682493	0.7954527	0.79471225	0.69945097	0.8858011	0.7871704	0.73760545	0.7149601	0.8742857	0.819415	0.7122092	0.84933794	0.79306936	0.8142346	0.88028187	0.83455443	0.741879	0.8364904	0.78686047	0.7828715	0.8375016	0.8238295	0.8391279	0.7740025	0.86379683	0.9504086	0.8694855	0.7481468	0.6874296	0.83161235	0.8810369	0.7417375	0.8886855	0.7609322	0.90063214	0.89742494	0.79480803	0.7842252	0.87306654	0.79788566	0.856184	0.74574625	0.84708726	0.75916654	0.766694	0.8166093	0.76431584	0.88231754	0.7976548	0.770237	0.87094986	0.6573137	0.873629	0.74486685	0.84195584	0.70373416	0.86730087	0.793391	0.7842214	0.83446914	0.8304238	0.8172498	0.7084991	0.80330306	0.6876458	0.89618945	0.75556564	0.7692667	0.72293067	0.8875355	0.8348181	0.65604204	0.8331672	0.8668581	0.8723175	0.82408154	0.840184	0.7530978	0.85655755	0.8130067	0.915669	0.8540631	0.84333897	0.85609806	0.7882936	0.84709907	0.915482	0.8941132	0.90033567	0.8949998	0.81094575	0.873761	0.88540167	0.8986786	0.8047423	0.8360313	0.7885095	0.6247225	0.6839205	0.85280627	0.7947312	0.802773	0.88835204	0.8415034	0.7543068	0.83355796	0.8280853	0.83110714	0.66878885	0.78075325	0.6160973	0.8419206	0.8035567	0.75166285	0.833219	0.8261226	0.8574512	0.81727564	0.8705101	0.9155738	0.77180016	0.83805466	0.86056423	0.8049153	0.7389773	0.7855566	0.7828411	0.66564757	0.86611533	0.61641544	0.8408492	0.83347845	0.6955523	0.73629296	0.7672148	0.81736094	0.70755076	0.8248663	0.74901426	0.8107562	0.76444054	0.8059968	0.7453812	0.8027472	0.81315875	0.78787726	0.7649795	0.7160007	0.76102424	0.787242	0.7394447	0.76202786	0.8465625	0.67064404	0.92372924	0.8699514	0.91236454	0.76236045	0.64056236	0.7544807	0.85450155	0.89018476	0.8396695	0.7900428	0.5700786	0.8540652	0.7851016	0.7405815	0.7785486	0.7543662	0.92108047	0.8863752	0.847563	0.831277	0.8486973	0.7503836	0.86142653	0.8075008	0.8510431	0.7337958	0.7748459	0.8572997	0.6674602	0.67761135	0.8726976	0.86431164	0.9250361	0.8218928	0.7703456	0.87264705	0.7857992	0.83353466	0.8323248	0.6962082	0.81603074	0.8467351	0.81870484	0.8522009	0.8819082	0.82161677	0.71936095	0.83574784	0.9206192	0.70261633	0.7182356	0.78941107	0.8028615	0.8009598	0.82833004	0.9418404	0.7945594	0.84498113	0.87986225	0.9425877	0.6986995	0.7233182	0.8054507	0.82997036	0.7959466	0.7601444	0.89071286	0.86813486	0.6604727	0.6847223	0.8606119	0.84287286	0.69955885	0.81016755	0.7009515	0.8027662	0.8096053	0.8660153	0.8649686	0.6398965	0.7701456	0.90280104	0.6186342	0.7113695	0.7461804	0.7984088	0.7391995	0.59220266	0.83734226	0.7092159	0.8183496	0.6261262	0.9533821	0.7665969	0.8247708	0.89514124	0.8416081	0.880702	0.8577249	0.8795435	0.85472286	0.83675504	0.77010375	0.79503167	0.8800895	0.92288387	0.88003194	0.78802687	0.8681724	0.77138007	0.72275794	0.7910988	0.77977955	0.7278007	0.8487543	0.860237	0.87140715	0.85205984	0.71267366	0.8388318	0.84510344	0.86772406	0.6513465	0.72243947	0.92915267	0.9199528	0.7885918	0.68334776	0.81304705	0.7950219	0.86647046	0.8577457	0.7848031	0.78998226	0.8488234	0.7975524	0.66666496	0.86047685	0.69672346	0.78757524	0.783425	0.89552367	0.8286554	0.7403903	0.9127272	0.92562735	0.695281	0.813804	0.7982402	0.782461	0.9026483	0.736202
als/prep	0.8645053	0.83896524	0.0	0.6619623	0.9159697	0.8650554	0.8019671	0.6946739	0.8399596	0.85574204	0.79356074	0.8513387	0.81623256	0.8189774	0.8802911	0.7949923	0.86170197	0.8434843	0.9403222	0.82765025	0.65270966	0.88390696	0.91388094	0.7294477	0.843364	0.7836361	0.7549026	0.76632816	0.7964107	0.90034765	0.7093441	0.8377091	0.9511621	0.89507633	0.8524145	0.729875	0.8923662	0.88123244	0.7905817	0.84027517	0.84203166	0.6209663	0.887822	0.97067195	0.5856455	0.77534026	0.8668152	0.8850775	0.9288049	0.836331	0.6950941	0.83764505	0.84811306	0.7032248	0.6843701	0.8052411	0.8125432	0.881625	0.93163556	0.7739	0.7203383	0.93476355	0.71973646	0.9045503	0.9096831	0.78659755	0.7987097	0.74211144	0.88781404	0.74932873	0.94772357	0.74302244	0.8248768	0.53814	0.7677195	0.94947976	0.81597805	0.9331369	0.8142015	0.9129032	0.9147267	0.79322153	0.9697733	0.96540415	0.82317257	0.9731022	0.625553	0.90742594	0.85626674	0.65931773	0.79555064	0.7642112	0.90100944	0.7792351	0.8971242	0.7174771	0.7712449	0.8268274	0.92203414	0.7299077	0.8895943	0.8612005	0.8643174	0.7642511	0.8096683	0.8799798	0.93008685	0.6604134	0.6638607	0.8012615	0.8831658	0.75330085	0.5939881	0.9044054	0.8739567	0.74153	0.8052634	0.8715975	0.75183	0.69718117	0.82605207	0.8854905	0.9710864	0.8125562	0.81243	0.89790577	0.9572436	0.86325765	0.86139596	0.7597668	0.70062226	0.8215582	0.72805274	0.9407841	0.82902527	0.8088696	0.7826962	0.8520781	0.79447985	0.70147765	0.78324664	0.80547434	0.8433858	0.9463958	0.94750637	0.68871397	0.91031116	0.91008645	0.74497986	0.82433105	0.7142094	0.9430035	0.8190796	0.86982465	0.83988726	0.89996284	0.7167315	0.88567865	0.8790883	0.85191876	0.8314251	0.7118008	0.72258097	0.84683436	0.828354	0.9250661	0.7671064	0.8704221	0.7494633	0.92339164	0.772206	0.90337026	0.79506266	0.87022114	0.8826514	0.85509795	0.93152964	0.7960583	0.7755916	0.5294102	0.9263153	0.8188185	0.72188514	0.80789983	0.76742446	0.6952353	0.74891335	0.8831506	0.6264043	0.8234536	0.891019	0.9028569	0.70195556	0.82191277	0.8997648	0.76133573	0.7852754	0.535949	0.89793974	0.79984117	0.82786185	0.79850245	0.82869077	0.7624873	0.74804926	0.89029163	0.8456338	0.94976294	0.81479084	0.8128487	0.83297396	0.86643213	0.79888284	0.664204	0.7461887	0.8716835	0.90691936	0.7790534	0.7037252	0.71688926	0.8650774	0.8980907	0.824057	0.70129335	0.8804523	0.8688688	0.86810213	0.87217146	0.8987586	0.76993674	0.88446045	0.9168617	0.8669048	0.74448967	0.83179545	0.79371333	0.8329361	0.6934742	0.8441807	0.85141355	0.82510537	0.6952184	0.93894356	0.58087873	0.7572978	0.962874	0.87163305	0.7452316	0.8528935	0.7789465	0.79881173	0.8650848	0.9567248	0.904075	0.83606774	0.85996974	0.9449649	0.87641734	0.76050663	0.8409643	0.8021108	0.87854934	0.6817042	0.7581989	0.9447627	0.6718059	0.8017058	0.7880141	0.73947453	0.7567197	0.7503607	0.79292583	0.88972837	0.6997504	0.7848661	0.73518723	0.8111916	0.83078235	0.92226756	0.8126761	0.6723032	0.7626487	0.91860557	0.82756966	0.9241189	0.8259047	0.7266015	0.81579924	0.89558816	0.8254038	0.7177483	0.92131126	0.7692592	0.9584752	0.96523196	0.7974266	0.8166437	0.66825426	0.7591674	0.883327	0.68635154	0.8338474	0.89523673	0.8904489	0.8265257	0.5993795	0.90140396	0.66263103	0.8120151	0.7932181	0.6797603	0.7397425	0.79819214	0.8641031	0.7326554	0.71259093	0.8545148	0.89487183	0.95515454	0.8424248	0.83972466	0.6882085	0.7587131	0.70313567	0.8170947	0.7560706	0.7351631	0.96775526	0.8215647	0.8917426	0.9300405	0.81359434	0.74109805	0.7190335	0.8086513	0.912822	0.8004948	0.7466948	0.78158855	0.93444175	0.83843786	0.7983005	0.6814164	0.73574746	0.9404938	0.9834854	0.9413752	0.6499526	0.82984877	0.7955147	0.698875	0.7354979	0.71403426	0.82420456	0.84943	0.7402412	0.8007504	0.8195237	0.78939176	0.893167	0.95884126	0.73126626	0.82624245	0.90658724	0.8474232	0.9280397	0.6881895	0.67952037	0.90446377	0.7652298	0.76793617	0.6561017	0.8079563	0.86514604	0.6597435	0.81024206	0.77166754	0.86797035	0.77342427	0.94290394	0.88725096	0.8407968	0.96838486	0.78600764	0.88710284	0.8126797	0.85988253	0.86533606	0.83911633	0.74986887	0.68010485	0.8241291	0.8453404	0.8711239	0.9329672	0.59417605	0.71828115	0.7345269	0.9515975	0.81271994	0.7708374	0.8083783	0.82162666	0.9099174	0.85313374	0.7203944	0.71965486	0.85036695	0.76552653	0.76516426	0.72945297	0.845793	0.90991133	0.788381	0.8764055	0.85471684	0.73304784	0.9332808	0.76288027	0.63769275	0.78134996	0.82010627	0.88516873	0.6665217	0.8270122	0.67012966	0.60520154	0.643572	0.86055577	0.7228811	0.8656995	0.88762057	0.85166836	0.6770956	0.82479024	0.7966485	0.7743899	0.77244264	0.65188426
waaronder/pp	0.84545815	0.7532902	0.6619623	0.0	0.69387966	0.64106697	0.8167364	0.63523114	0.77218235	0.8528348	0.8670869	0.84655833	0.8370003	0.92973614	0.7544309	0.73503995	0.7352842	0.89580595	0.8709769	0.76130307	0.546225	0.72243106	0.8385174	0.7831896	0.71694857	0.87549734	0.689435	0.6236483	0.6919001	0.7911277	0.6112432	0.862849	0.8545438	0.8102243	0.68979645	0.649878	0.74397826	0.85647744	0.6640448	0.78062147	0.85328746	0.48433506	0.7170565	0.8866744	0.7727401	0.6734021	0.7261283	0.79077315	0.859518	0.8050935	0.7030966	0.74357474	0.7447547	0.8655058	0.5121094	0.66996574	0.7463666	0.83951235	0.83943164	0.73592794	0.56380475	0.7956313	0.5742903	0.79412234	0.7871495	0.772239	0.7349481	0.66830873	0.81331366	0.7307569	0.84046817	0.6960726	0.7110986	0.58582777	0.78455716	0.8728531	0.69528985	0.8644457	0.77530545	0.7524631	0.7742264	0.7906238	0.85817486	0.7075269	0.74130934	0.7824074	0.6362647	0.92485416	0.8306798	0.7194406	0.6114173	0.6381307	0.9156368	0.71509504	0.92211026	0.4447211	0.6884678	0.74284554	0.7354667	0.58566976	0.85477245	0.7378652	0.7376443	0.5329104	0.70370823	0.94012874	0.87750655	0.5641061	0.50832486	0.6660205	0.7838592	0.6513312	0.5103314	0.8891375	0.70847815	0.59319186	0.69186413	0.7536331	0.6821108	0.6392647	0.74459696	0.8835647	0.890051	0.7300192	0.8034015	0.79939556	0.8689549	0.8087102	0.7812325	0.671721	0.62539476	0.85430896	0.6698548	0.8878158	0.70389587	0.70129484	0.67825747	0.9001118	0.670812	0.6044274	0.6658599	0.78681064	0.74772656	0.85608995	0.6570209	0.66263664	0.7430524	0.814465	0.5450572	0.839522	0.83474576	0.873065	0.83801603	0.8456707	0.6892374	0.7474559	0.5695509	0.8763602	0.8045552	0.73976314	0.68802637	0.61606073	0.669297	0.7938944	0.80261046	0.9200169	0.64310956	0.870932	0.83031666	0.8454689	0.59112287	0.863164	0.701947	0.90818214	0.6867504	0.70037436	0.8232501	0.71561736	0.69030964	0.5469283	0.8031372	0.716764	0.70794076	0.82193506	0.5787191	0.6927035	0.7221417	0.81745994	0.6160238	0.82750255	0.81588614	0.84854794	0.7129295	0.6991792	0.85062885	0.71666783	0.7601886	0.33800066	0.8106615	0.7092034	0.68620443	0.6225424	0.8580629	0.6858776	0.65505964	0.78196234	0.76255256	0.8779017	0.6864863	0.7771555	0.76372266	0.7378074	0.6530319	0.91708547	0.79861057	0.751895	0.82130075	0.65428627	0.7962801	0.8646624	0.6234676	0.7619	0.8454355	0.78040487	0.77982163	0.89971054	0.8572002	0.7615337	0.7693049	0.785301	0.76006514	0.7523875	0.8407214	0.63632363	0.69353634	0.8403648	0.7502568	0.575067	0.79253244	0.8553024	0.81208205	0.5307998	0.85141355	0.48865438	0.68102896	0.75732684	0.77126336	0.7793813	0.79947394	0.79047275	0.72604525	0.8938683	0.9512424	0.61750585	0.5803635	0.78280705	0.83176255	0.7189852	0.58492017	0.7774053	0.63163173	0.845652	0.6592455	0.794539	0.83299285	0.6072988	0.69472873	0.82623494	0.8197442	0.76820135	0.6598159	0.61521626	0.9112192	0.71641314	0.7163925	0.6677365	0.7930685	0.7212026	0.70774555	0.6709736	0.58305407	0.6338148	0.76545733	0.75983244	0.8147476	0.66297793	0.65649414	0.74836737	0.8058531	0.760773	0.61231565	0.7243345	0.726261	0.7735511	0.8944591	0.70401067	0.68932915	0.5517281	0.71930194	0.7415555	0.66839564	0.81413215	0.7127987	0.8222871	0.61200345	0.60974497	0.84530544	0.6981251	0.79186046	0.62685674	0.63104784	0.74758345	0.7144124	0.7083105	0.6963022	0.6638943	0.60307974	0.8317461	0.84612787	0.86822796	0.7366141	0.5249867	0.79012865	0.6571982	0.68498737	0.74953365	0.73816	0.8402176	0.7462057	0.7713548	0.80272377	0.7981159	0.72648484	0.627611	0.67774254	0.81778234	0.8363068	0.6198624	0.7272525	0.89513266	0.8053947	0.7514921	0.76092017	0.56692797	0.83673203	0.8614713	0.9223496	0.46781176	0.6467495	0.7493682	0.6796915	0.5720835	0.61709726	0.8477511	0.7292594	0.5494505	0.72933125	0.7959191	0.7591261	0.8042298	0.95116997	0.8049839	0.6881962	0.8356599	0.84013414	0.83294684	0.5865333	0.7857239	0.80305403	0.5306118	0.6854781	0.65869516	0.6293106	0.8188442	0.5307687	0.74243855	0.7050568	0.8946813	0.7171751	0.86580837	0.73786426	0.8375387	0.81661725	0.6803611	0.8545539	0.81758016	0.88669986	0.78004986	0.8201196	0.6111202	0.5325219	0.82394814	0.74807775	0.76967746	0.8753667	0.69998634	0.56383413	0.71870136	0.83355224	0.70259225	0.71142304	0.7466445	0.8419869	0.77905285	0.68454015	0.71959937	0.71456194	0.7713263	0.70477206	0.70893633	0.58340806	0.8597448	0.8173562	0.7703335	0.76231253	0.696002	0.68425035	0.83997875	0.8019905	0.64671886	0.65662396	0.7542992	0.7470128	0.49641764	0.75335264	0.5941991	0.68426555	0.5472275	0.88270134	0.63686025	0.83783734	0.8531911	0.912391	0.6437367	0.6912663	0.7563958	0.7833322	0.75341994	0.59776384
