	Roularta/name	FAVV/name	computer/noun	tussen/prep	Claus/name	voer_uit/verb	een/det	zuil/noun	Waals/adj	vergelijk/verb	schiet_uit/verb	houten/adj	gepantserd/adj	door/prep	word/verb	10/noun	zoals/comp	lood/noun	tegenstelling/prep	verloop/prep	zodat/comp	ambachtelijk/adj	bronzen/adj	Thomas/name	5,5/num	levend/adj	verdacht/adj	loop_terug/verb	voer_in/verb	19/num	kist/noun	brons/noun	petrochemie/noun	6,3/num	onjuist/adj	middel/prep	vervolgens/adv	3/num	licht/adj	auto_wrak/noun	pak/noun	met/adv	schildering/noun	onregelmatig/adj	koraal/noun	Genua/name	compromis_loos/adj	villa/noun	symbool/noun	geladen/adj	stellage/noun	ton/noun	ontwar/verb	gebouw/noun	producent/noun	verbrand/adj	rond/adj	plat/adj	dan/comparative	1.000/num	grondstof/noun	tienduizend/num	Oost-Vlaanderen/name	lab/noun	vat/verb	pvc/noun	sterk/adj	wals/verb	kabaal/noun	dienstverlening/noun	export/noun	verwrongen/adj	vorm/noun	uitsluitsel/noun	waardoor/pp	lager/noun	boven/prep	spuit/noun	dik/adj	roest_vrij/adj	maak/verb	keer/noun	het/det	elk/det	blijk/verb	waarmee/pp	bind_middel/noun	oerwoud/noun	of/vg	buitenland/noun	Charleroi/name	projectiel/noun	stuk/noun	Brits/adj	sommige/det	goedkoop/adj	46/num	berg/noun	investeer/verb	stoel/noun	waaronder/pp	video_camera/noun	code/noun	Vlaams/adj	hard/adj	bel_DIM/noun	plastiek/noun	kunst_werk/noun	goud/noun	pers/verb	4,9/num	afgezaagd/adj	campus/noun	zwaard/noun	overschot/noun	onderzoek/verb	bedrijf/noun	kooi/noun	sector/noun	been/noun	hier/adv	degelijk/adv	garandeer/verb	Keulen/name	grond/noun	aluminium/noun	alle/det	reus/noun	representatief/adj	22,5/num	onmiddellijk/adj	internet/noun	hout/noun	klant/noun	controle/noun	en/vg	medisch/adj	VS/name	naar/prep	'99/noun	miljoen/noun	als/comparative	vlees/noun	voortaan/adv	in/prep	chroom/noun	puur/adj	Usinor/name	slinger_rond/adj	prijs/noun	tast_aan/verb	stof/noun	om/comp	test/verb	steen/noun	pijp/noun	pilaar/noun	staal/noun	centi_meter/noun	zuiver/adj	analyse/noun	des/adv	dun/adj	wijs_uit/verb	breed/adj	bijl/noun	ruw/adj	als/prep	keramiek/noun	Japan/det	landbouw_product/noun	ver/adj	acht/num	verwerk/verb	leg_toe/verb	33/num	allerijl/adv	dus/vg	plaats/prep	inlands/adj	stalen/adj	rail/noun	chirurgisch/adj	gevoelig/adj	gehuld/adj	verzink/verb	poot/noun	dat/pron	lichtgewicht/adj	licht/noun	van/comp	die/pron	trek_op/verb	perikel/noun	positief/adj	gehard/adj	alge/noun	produceer/verb	beton/noun	beeld/noun	50/num	schiet/verb	Nouveau/name	nodig/adj	Voedselagentschap/name	Zweden/name	oogappel/noun	besmetting/noun	ben/verb	100/num	laat/verb	gelakt/adj	duur_voort/adj	onderzoek/noun	stel_vrij/verb	groot/adj	één/pron	vloeibaar/adj	bedek/verb	boven_haal/verb	name/adv	plaat/noun	besmet/verb	besta/verb	voor/prep	minder/adj	stenen/adj	straal_uit/verb	nieuw/adj	vier/num	binnen/part	6,5/num	mijn/noun	1,8/num	honderden/noun	vraag/verb	verzamel/verb	meer/det	bloed/prefix	kilo/noun	voer_op/verb	12/num	oud/adj	die/det	lig/verb	dreig/verb	distributie/noun	bestek/noun	procent/noun	man/noun	er/adv	Geboers/name	heffing/noun	waar/adv	uitvoering/noun	storing/noun	totaal/adv	productie/noun	bouwmateriaal/noun	aureool/noun	kunststof/noun	bevolking/noun	vervaardig/verb	ondertussen/adv	buig/verb	diep/adj	afdeling/noun	fabricage/noun	neem_af/verb	beslag/fixed	op/prep	verschil/adj	verwijder/verb	eis/verb	hand_greep/noun	onderdeel/noun	papier/noun	waarvan/pp	zwaar/adj	gesteente/noun	gootsteen/noun	allerlei/det	samenspel/noun	vast/adj	tank/noun	bevestig/verb	Oost-Europa/name	Europees/adj	textiel/noun	van/prep	zoals/prep	veel/det	beneden/adv	subsidie/noun	terwijl/comp	alleen/adj	controleer/verb	5/num	album/noun	illustreer/verb	kracht/noun	glas/noun	enkel/det	buitenlands/adj	eet_op/verb	leuning/noun	gebruik/verb	hoop/noun	gemanipuleerd/adj	meter/noun	magnetisch/adj	hoogwaardig/adj	dagelijks/adj	wit/adj	hoog/adj	met/prep	twintig/num	breng_aan/verb	aanduiding/noun	constructie/noun	20.000/num	twee/num	helft/noun	vliegtuig/noun	ijzer/noun	tegel/noun	bewerk/verb	reusachtig/adj	das/noun	industrieel/adj	draag/adj	vervoer/verb	kubus/noun	blink/verb	traan/noun	riskeer/verb	asbest/noun	gebruikelijk/adj	aluminium/adj	mascotte/noun	uitgevoerd/adj	aangekocht/adj	monster/noun	neem/verb	geïmporteerd/adj	hoeveelheid/noun	lading/noun	waarin/pp	schilder/verb	per/prep	dikte/noun	Apollo/name	landbouw/noun	mentaal/adj	sculptuur/noun	5.000/num	voordele/prep	kantoor_gebouw/noun	waar/comp	soja/noun	eerder/vg	bijvoorbeeld/adv	uit/prep	aanwezigheid/noun	afval_bak/noun	lijf/noun	genoemd/adj	mechanisch/adj	voordat/comp	import_heffing/noun	onderneming/noun	doos/noun	dijk/noun	genomen/adj	29/num	klein/adj	uitgestrekt/adj	minder/det	importeer/verb	wanneer/adv	rubber/noun	ogenblik/noun	liefst/adv	invoer/noun	Pfaffs/name	Hoogovens/name	markt/noun	kool/noun	divers/adj	modern/adj	meer/adj	helemaal/adv	verhoog/verb	genees_middel/noun	gereedschap/noun	boer/noun	verwerking/noun	titanium/noun	300/num	zacht/adj	blok/noun	opgetrokken/adj	water/noun	materiaal/noun	extra/adj	graniet/noun	afgewerkt/adj	deel_uit/verb	analyseer/verb	locatie/noun	traditioneel/adj	zenuw/noun	geconcentreerd/adj	klank/noun	bewaar/verb
Roularta/name	0.0	0.92124295	0.9283267	0.8459739	0.90980417	0.89683056	0.89713144	0.92404604	0.8735047	0.94472754	0.8817827	0.9243021	0.89260566	0.89541477	0.81908876	0.96732026	0.94149053	0.9111515	0.9469775	0.93553394	0.8370453	0.868314	0.93854016	0.94583714	0.6643615	0.94000846	0.91106784	0.6956415	0.90270317	0.7790067	0.9338237	0.93010914	0.829434	0.70740235	0.9695706	0.898865	0.89761513	0.7549644	0.86780477	0.88439846	0.84483474	0.93115914	0.9290354	0.9454887	0.89952904	0.9186215	0.88563836	0.93816054	0.918338	0.88757694	0.9170318	0.7991821	0.9431899	0.8557054	0.87078446	0.9384178	0.9186678	0.95161134	0.79870117	0.84187603	0.8843166	0.89209497	0.8495481	0.8877523	0.95465493	0.8880545	0.8378802	0.92788166	0.9286072	0.7641536	0.82429427	0.91451275	0.8918504	0.92351025	0.8527808	0.8480905	0.87363887	0.93490994	0.86686516	0.8995792	0.9325686	0.94421595	0.9211563	0.88832444	0.90445936	0.9575108	0.93285906	0.9460843	0.91497666	0.907808	0.868817	0.9305837	0.8834641	0.8463978	0.8742474	0.8739563	0.8071573	0.9477616	0.70388645	0.90233403	0.8965885	0.90677804	0.9012579	0.8263367	0.8892781	0.86364824	0.92003137	0.93347704	0.89673203	0.7891987	0.7587616	0.89175445	0.89711684	0.93140435	0.8786725	0.8873915	0.7128149	0.89770925	0.7847747	0.92955256	0.9647273	0.9105356	0.76460445	0.967829	0.93219674	0.89752865	0.88050383	0.9098996	0.885292	0.6608097	0.9426375	0.8775706	0.90789187	0.7895322	0.8593443	0.86606264	0.87747204	0.88013214	0.8703811	0.87783045	0.6552415	0.9399746	0.8962275	0.87511134	0.91612226	0.9391592	0.8963561	0.8242583	0.94934267	0.782876	0.955278	0.8842911	0.8555583	0.89399445	0.91999805	0.86433554	0.9273436	0.82578886	0.8140474	0.84507513	0.85843444	0.9362321	0.8534234	0.946292	0.8922929	0.9725629	0.90370494	0.9463984	0.94356906	0.87872404	0.8870345	0.89595795	0.8568342	0.9146156	0.91773206	0.75168717	0.92710704	0.9444517	0.83149695	0.9063395	0.8960097	0.93312395	0.92275983	0.834976	0.9389176	0.91835403	0.84073246	0.87017834	0.9485441	0.9419615	0.9115856	0.93908316	0.80860114	0.87583834	0.85302186	0.89073455	0.8946349	0.82427657	0.8903556	0.93936396	0.65669453	0.9186797	0.92232376	0.9573714	0.8602523	0.9042771	0.9101218	0.88325566	0.92153186	0.7537878	0.89020526	0.8872918	0.8848833	0.9226932	0.895903	0.9003619	0.9236491	0.84607464	0.93108237	0.9417803	0.91525114	0.86924386	0.8216211	0.9026927	0.8822293	0.76962936	0.9463314	0.9309711	0.89741695	0.86082155	0.9308727	0.7347261	0.87536716	0.76082087	0.8967835	0.95806825	0.94182605	0.8274146	0.9237999	0.83415	0.86247635	0.7853571	0.9339731	0.88996994	0.924693	0.9118297	0.8516531	0.9164492	0.6121274	0.89019203	0.87693924	0.8932998	0.84468937	0.94997835	0.86971843	0.90146106	0.75385	0.7703598	0.9120266	0.9225558	0.85749215	0.7717575	0.9083368	0.86343884	0.9540381	0.9259323	0.8960661	0.91511697	0.8438927	0.91890466	0.89803207	0.84707457	0.9623414	0.85513484	0.8902006	0.888836	0.9080876	0.7902745	0.929795	0.86134046	0.9055387	0.91484886	0.89165294	0.90986454	0.90526736	0.8582856	0.89812565	0.8911957	0.9007698	0.83180916	0.92762256	0.9158085	0.93096775	0.7685831	0.82111436	0.89495265	0.82255733	0.6911133	0.922176	0.9178271	0.8943233	0.9146257	0.9146858	0.8344897	0.94990396	0.8604642	0.9190462	0.94454443	0.9286621	0.8656714	0.9311756	0.85903955	0.8638016	0.9046911	0.827206	0.84708244	0.8501198	0.95816946	0.9047669	0.87931013	0.78638834	0.9201563	0.80540025	0.92704993	0.9392995	0.882621	0.961511	0.89620084	0.7793074	0.82671654	0.94086206	0.9140755	0.89522254	0.9298636	0.9101255	0.9211628	0.9033899	0.959257	0.8786192	0.9489811	0.9095012	0.89111954	0.920697	0.9325242	0.85581857	0.90412563	0.90586007	0.86436665	0.95735735	0.7596574	0.8367525	0.89675903	0.8426148	0.9465995	0.9393032	0.8426794	0.8715025	0.80674666	0.8781493	0.8766823	0.90623426	0.92258316	0.8994327	0.84479344	0.91124403	0.89303684	0.9563889	0.86680114	0.9513549	0.81601936	0.7407704	0.9230946	0.8534077	0.9026462	0.7589645	0.9236299	0.8825724	0.8348092	0.88219255	0.9245834	0.90921247	0.8535361	0.69056034	0.8568218	0.8578567	0.838722	0.86212575	0.8977294	0.89953315	0.9162251	0.833055	0.96416485	0.65080404	0.84697115	0.9324856	0.88893104	0.8924803	0.9118101	0.82999563	0.8403928	0.89985776	0.9272017	0.9053829	0.8679446	0.7606169	0.92798674	0.91560066	0.9154745	0.90232867	0.90259534	0.91533464	0.9138486	0.88077307	0.86729985	0.9139049
FAVV/name	0.92124295	0.0	0.8699199	0.9574189	0.9791631	0.6536263	0.8501583	0.911093	0.90255845	0.87099195	0.89429766	0.9079983	0.8034767	0.7951435	0.7988781	0.9321359	0.92533576	0.9140192	0.7518436	0.9407386	0.88548696	0.89419276	0.9256855	0.88066876	0.93316585	0.8798607	0.6358255	0.8957428	0.8759205	0.9519566	0.8564761	0.93329865	0.8562649	0.90879375	0.923352	0.8346247	0.7975727	0.9543362	0.89327765	0.9034648	0.9064997	0.9458498	0.9243215	0.93521076	0.9290006	0.6782259	0.78822047	0.95189273	0.8923911	0.87861586	0.8746954	0.8365471	0.9266755	0.91648555	0.91880673	0.8375458	0.80439544	0.87798226	0.9331053	0.80664295	0.81118035	0.8428607	0.7673809	0.5121268	0.9315686	0.90913326	0.9450339	0.865155	0.91058475	0.90305275	0.8717344	0.875873	0.9261572	0.5944232	0.8917481	0.9522886	0.9050423	0.84118253	0.90734714	0.9009868	0.91082776	0.9524147	0.6341615	0.88577515	0.69227934	0.82183033	0.95468134	0.8816208	0.8876533	0.8307687	0.9247183	0.88839924	0.9014214	0.7382678	0.8688793	0.9147348	0.954639	0.8833371	0.9374722	0.8939503	0.8900854	0.90577537	0.8752497	0.9008956	0.96538484	0.8697889	0.88331366	0.8922597	0.9320687	0.90567243	0.9421351	0.8747871	0.91173977	0.7954268	0.9121813	0.44603223	0.76131004	0.8634534	0.86951864	0.9430698	0.95102835	0.8481579	0.81989825	0.81167233	0.94386464	0.9019778	0.7361093	0.8712364	0.7264315	0.8584659	0.7407963	0.93869275	0.859026	0.9251078	0.5649332	0.8832196	0.7590755	0.9227086	0.8976176	0.82605016	0.91430306	0.93690175	0.7816111	0.82767487	0.87724894	0.87310356	0.95388836	0.91057336	0.9086411	0.9493216	0.8180435	0.8073007	0.8325069	0.579435	0.90301025	0.84959686	0.90866506	0.74627304	0.9309497	0.89108795	0.5098641	0.96539867	0.89675915	0.63781404	0.94817084	0.7822084	0.91720754	0.96302783	0.8790622	0.88932765	0.8866261	0.8329406	0.89575374	0.87776375	0.930465	0.88301456	0.7825148	0.90740234	0.9080168	0.9070053	0.7484226	0.8773703	0.7530623	0.85445213	0.9118557	0.88604784	0.8670479	0.782368	0.89438105	0.94939584	0.9484207	0.8410586	0.93252	0.9138103	0.68192893	0.8397075	0.8497691	0.86983824	0.8914028	0.9319881	0.9564954	0.93530786	0.9384441	0.8747319	0.42405534	0.9060058	0.90448254	0.50634396	0.88773197	0.92896956	0.69028044	0.86452043	0.83811736	0.6129599	0.8886721	0.90358686	0.9522231	0.88290143	0.9088624	0.83010936	0.93997836	0.90777874	0.5639714	0.83378845	0.8749885	0.9236498	0.8509103	0.95897776	0.9058923	0.9235486	0.9172021	0.93282217	0.9346156	0.9426522	0.8394687	0.72232455	0.76894975	0.902542	0.75449634	0.8526832	0.89381087	0.9710134	0.9026932	0.86411446	0.9257266	0.81761837	0.81232435	0.8230266	0.9392233	0.8814061	0.8821722	0.91647875	0.89465487	0.85653555	0.8888188	0.9595859	0.83894014	0.89799696	0.90134954	0.9084484	0.87952435	0.82080066	0.88269913	0.68154275	0.87726635	0.9658889	0.8575982	0.8907958	0.871652	0.7465906	0.90679526	0.8222902	0.88056046	0.8208275	0.92716503	0.89765596	0.8384783	0.84835196	0.9138556	0.8553097	0.8325311	0.87587136	0.90788156	0.95990306	0.8759573	0.62116086	0.8522631	0.8174143	0.9286776	0.8320254	0.9144161	0.9163768	0.9204092	0.9275246	0.9345356	0.90864545	0.64624536	0.985054	0.8849498	0.9383284	0.9600424	0.87988764	0.84431326	0.86573005	0.7449143	0.9110137	0.9104904	0.9412797	0.8410136	0.94750404	0.8869958	0.91314715	0.7974602	0.89672047	0.954423	0.81042206	0.853713	0.93689656	0.8776562	0.8607616	0.8808304	0.9150422	0.91858315	0.82785434	0.8986649	0.9091099	0.88723147	0.87341416	0.9153013	0.9171553	0.8967117	0.8366523	0.87215835	0.94596386	0.94751185	0.82400787	0.76069105	0.84291726	0.8902138	0.95528525	0.7896975	0.88451326	0.60427594	0.72531486	0.8243558	0.8742881	0.7717105	0.87476635	0.95570743	0.9152851	0.886048	0.9240123	0.91017866	0.88376755	0.9147629	0.8611408	0.92752737	0.8790065	0.88742864	0.91272354	0.9266593	0.90679526	0.86357677	0.7947061	0.90319073	0.9588273	0.929184	0.8663355	0.7880551	0.916178	0.92871314	0.72013044	0.9391279	0.7193538	0.94812024	0.87696564	0.953405	0.891811	0.88846123	0.9283736	0.8917867	0.8192513	0.9360656	0.87567073	0.9040928	0.88278115	0.9068854	0.8622459	0.77221394	0.8901789	0.8803326	0.9494459	0.86225706	0.75729257	0.9030466	0.8371693	0.8804604	0.9232853	0.8717445	0.92572737	0.9293972	0.9134462	0.8772555	0.8520301	0.8628718	0.8856354	0.90389776	0.870892	0.53093183	0.9054916	0.90443635	0.8414566	0.9072566	0.91970354	0.7745225
computer/noun	0.9283267	0.8699199	0.0	0.86820215	0.8521478	0.77889323	0.6524174	0.78486377	0.8807398	0.6707809	0.8621929	0.71177334	0.83866465	0.6235749	0.5186593	0.8992189	0.71455216	0.80204415	0.8878975	0.89505506	0.6268098	0.67056865	0.81458616	0.9312653	0.90769553	0.7482515	0.7196233	0.86177045	0.73484075	0.9487598	0.7687596	0.8285047	0.8388155	0.91185266	0.8109998	0.6635024	0.58063644	0.9651323	0.7441148	0.6890904	0.8344897	0.83783257	0.7294735	0.83782935	0.8390795	0.8949229	0.8546773	0.82206345	0.78484035	0.77413976	0.85675424	0.7300362	0.8629961	0.7688029	0.70073175	0.7832971	0.81394625	0.72576964	0.8619939	0.86605436	0.60002005	0.8004246	0.91003126	0.7199726	0.7772093	0.7869674	0.88346547	0.8046808	0.81277305	0.73093617	0.7897663	0.8394745	0.67983824	0.8726132	0.6711652	0.89080095	0.81982225	0.7479774	0.88148266	0.78038	0.736303	0.87848175	0.7596254	0.6991017	0.79377747	0.53398025	0.8392883	0.83185595	0.623554	0.7418901	0.95736885	0.70924866	0.7017232	0.7796316	0.7190934	0.63953525	0.9373288	0.8347119	0.78638285	0.73212045	0.6799253	0.5363374	0.5922389	0.91763353	0.85124093	0.81801397	0.7571784	0.6192853	0.8729632	0.82626086	0.9314883	0.7217581	0.887612	0.84106886	0.8068849	0.8029125	0.61451924	0.815507	0.7557209	0.8506129	0.7803116	0.7503787	0.77179515	0.84978116	0.75043756	0.75519246	0.6300555	0.8950788	0.7892517	0.85271025	0.7282021	0.486351	0.6802158	0.6659792	0.81079054	0.6140894	0.6755331	0.86912465	0.90414894	0.92613333	0.875581	0.8275047	0.626893	0.68283117	0.8306171	0.7528309	0.8650715	0.916894	0.772658	0.8249262	0.8295708	0.619994	0.5855698	0.693623	0.73683023	0.7931813	0.8552239	0.61642617	0.85805273	0.78290254	0.79675984	0.8973653	0.8287974	0.8315687	0.8374267	0.79829854	0.72437644	0.8172401	0.7891264	0.8045352	0.73805636	0.8794803	0.8140011	0.6280712	0.70878613	0.9266414	0.84759253	0.82301295	0.74329007	0.79906017	0.7879559	0.78404194	0.70956314	0.7767832	0.9063335	0.83407634	0.82561255	0.6723331	0.7937547	0.76142126	0.82123053	0.57095003	0.8119186	0.8722716	0.8634867	0.9037208	0.8034014	0.6430526	0.75347525	0.6233552	0.85424745	0.8581583	0.87661386	0.74767244	0.8170601	0.84934556	0.90449893	0.75450844	0.81156564	0.893912	0.7290895	0.8595309	0.72736907	0.84114885	0.8532763	0.78062487	0.82741946	0.7061007	0.847533	0.8329747	0.8567632	0.7924684	0.760937	0.7418011	0.73487556	0.8299105	0.78274715	0.80995697	0.6948024	0.7750049	0.7900727	0.9265155	0.84654224	0.8368974	0.6808225	0.86706114	0.63197273	0.7735975	0.8195843	0.76005614	0.86510885	0.9336159	0.7296821	0.6565882	0.8114451	0.82319796	0.72452253	0.77392036	0.9268347	0.8230114	0.795767	0.9143574	0.7513473	0.79727054	0.7983573	0.67975783	0.7921942	0.6875775	0.6720128	0.860058	0.7165021	0.8498052	0.7244248	0.76254934	0.8716006	0.9278115	0.78819025	0.7028872	0.8203124	0.7306745	0.76884264	0.6354803	0.7514561	0.86291337	0.81926	0.6458227	0.6119062	0.7127155	0.7844092	0.8446129	0.89535207	0.55049753	0.8502012	0.7776519	0.72038084	0.8956778	0.81441283	0.8032845	0.6593231	0.7756134	0.6348172	0.7128849	0.8612285	0.81213456	0.78569007	0.68335164	0.68725604	0.9737215	0.77802944	0.75860596	0.8637024	0.69934165	0.7323049	0.77687025	0.782551	0.85715246	0.6446632	0.8320328	0.66828537	0.87720037	0.72579086	0.656094	0.6380147	0.8090297	0.9083442	0.62386274	0.8178035	0.6897683	0.7438909	0.7208356	0.79069823	0.764954	0.9086782	0.66785806	0.71101654	0.7008861	0.6488685	0.7692282	0.9020802	0.6995604	0.8409493	0.7216038	0.75488234	0.9207394	0.9066525	0.80970335	0.7298811	0.7634305	0.7488974	0.9056599	0.81047297	0.6916584	0.6754032	0.78982455	0.7313902	0.5896111	0.6723384	0.6585615	0.78150713	0.81746936	0.8402673	0.8545571	0.754404	0.8621949	0.72212625	0.8131845	0.877381	0.7985169	0.6659632	0.6959754	0.8613319	0.57529724	0.7754025	0.7710509	0.84564084	0.8469401	0.8435124	0.6792624	0.67345864	0.78194165	0.70243233	0.6662296	0.87302244	0.69843423	0.8966329	0.67856216	0.9114498	0.7736145	0.7213299	0.7292189	0.7199672	0.87435997	0.87127995	0.7928693	0.913017	0.78953624	0.69296503	0.7338205	0.68205774	0.63455975	0.8518862	0.85568714	0.84883666	0.5591396	0.58703345	0.6827148	0.72174156	0.82455903	0.7956951	0.7835627	0.8376819	0.89055985	0.80781925	0.5128226	0.74580204	0.801839	0.76256585	0.81589264	0.6620916	0.7736882	0.69375044	0.9080805	0.8570154	0.7215786	0.6603644
tussen/prep	0.8459739	0.9574189	0.86820215	0.0	0.9094376	0.86567426	0.6681245	0.7219161	0.75199676	0.8351693	0.82876885	0.6684672	0.93367946	0.7184292	0.83600193	0.8142767	0.77759546	0.7667023	0.8625479	0.8080088	0.7498364	0.84863406	0.7344644	0.7922237	0.8836226	0.82592654	0.87067384	0.7828133	0.867377	0.7055789	0.82013273	0.80954623	0.90461767	0.87970424	0.93290347	0.8371456	0.78120387	0.7156429	0.8058822	0.7968831	0.8349565	0.9194559	0.77987003	0.86351514	0.8259447	0.85792303	0.9508251	0.83736223	0.77960336	0.83307004	0.8111162	0.6925514	0.90490085	0.7529888	0.8457271	0.81055456	0.72172964	0.74731255	0.77135277	0.78277415	0.8459599	0.9034979	0.8673717	0.8712047	0.79573965	0.8071815	0.7541934	0.9423829	0.89625657	0.90270185	0.8740651	0.7601897	0.74768054	0.91165483	0.6875122	0.7976912	0.6534386	0.8664219	0.6796588	0.7087459	0.8718751	0.83608305	0.75848806	0.79308057	0.8579947	0.7978033	0.82861906	0.8021455	0.7007487	0.9483467	0.73038524	0.83692765	0.72758853	0.8397908	0.8271043	0.8734153	0.74802506	0.77206933	0.7935928	0.7635467	0.6791657	0.9076974	0.877739	0.8261883	0.82658243	0.87009174	0.8284666	0.7603868	0.83248955	0.77543014	0.8955208	0.83823735	0.71335745	0.8787129	0.89062726	0.89355487	0.82083225	0.8373374	0.8529227	0.7539206	0.7866027	0.8494271	0.8558731	0.8488237	0.7317701	0.782529	0.85921943	0.7891822	0.8768736	0.9037144	0.88515747	0.90430725	0.73741084	0.86552465	0.94470096	0.5811083	0.911911	0.9567656	0.87906474	0.8828023	0.76327765	0.7778709	0.8416017	0.88848245	0.79034615	0.8928531	0.8531973	0.71778107	0.86562026	0.83364844	0.83048713	0.75191283	0.9002573	0.86038876	0.6554802	0.7821928	0.7476723	0.6306285	0.6452826	0.8523034	0.90186834	0.8811303	0.7554797	0.91154605	0.7038317	0.89207834	0.790563	0.74668384	0.82965195	0.8906791	0.9008572	0.91025794	0.7812206	0.7823336	0.94525623	0.7849102	0.8634522	0.86245704	0.7104598	0.8688239	0.6787162	0.7483664	0.9041562	0.8323569	0.7746864	0.88856584	0.7361096	0.7325069	0.86939955	0.6921351	0.88091254	0.7169658	0.7124214	0.8851552	0.8602366	0.8945929	0.86572766	0.7630043	0.6847059	0.754808	0.7660755	0.80449176	0.869095	0.89956063	0.9106967	0.8375255	0.9028181	0.92381626	0.861547	0.79642045	0.8609823	0.8481524	0.8361906	0.9553453	0.93077254	0.8073839	0.74463224	0.837573	0.77336735	0.8303719	0.8932018	0.72603846	0.88934815	0.70645267	0.8441953	0.75372505	0.71923006	0.77268624	0.8290838	0.7430037	0.8043716	0.8494803	0.77922404	0.89194524	0.7644414	0.94794244	0.794811	0.8030373	0.9228915	0.7306591	0.7634317	0.68805146	0.7228815	0.7905272	0.73603487	0.85776633	0.91539866	0.8553749	0.73765874	0.8072968	0.774912	0.9257838	0.91315997	0.6898267	0.8317015	0.8392413	0.63227737	0.81408393	0.79428947	0.9727371	0.7822439	0.8928242	0.8077154	0.79707664	0.79631335	0.8186596	0.8018884	0.94232357	0.8624903	0.88533586	0.7093536	0.6590716	0.71376246	0.7452876	0.8431324	0.7636349	0.8135559	0.61438036	0.8375994	0.79363245	0.92471004	0.80126137	0.6777541	0.8908484	0.8117523	0.77045673	0.87714547	0.7982057	0.83573306	0.7358053	0.7610208	0.85503316	0.7552113	0.8474113	0.7310327	0.8226254	0.8325701	0.7151881	0.8659388	0.8429177	0.7542883	0.72330177	0.86059105	0.8800587	0.90794325	0.7702044	0.78331137	0.7969842	0.9110038	0.5940912	0.8642286	0.832503	0.76877713	0.70458615	0.7479477	0.6600076	0.83553565	0.69384617	0.85260844	0.7493224	0.7998918	0.7280181	0.887915	0.8542299	0.7697084	0.71917605	0.82665783	0.6914232	0.8954849	0.7773583	0.78237796	0.8413098	0.7886249	0.8902683	0.86346054	0.7936729	0.86826336	0.90905243	0.7783667	0.9456262	0.8208585	0.87646174	0.82192284	0.92003345	0.9336461	0.80887294	0.8036252	0.6706032	0.71805257	0.71973866	0.7351946	0.85649586	0.80166876	0.9146719	0.7376225	0.8488885	0.8555204	0.84588975	0.75819904	0.90534073	0.84703594	0.835189	0.731293	0.84186256	0.9007497	0.7726224	0.8548629	0.8041258	0.8569187	0.9353119	0.8342931	0.7858032	0.80648947	0.9223671	0.7462932	0.7495918	0.6931449	0.805786	0.87510073	0.8597405	0.79791164	0.85393167	0.68749636	0.9095547	0.91209114	0.7830444	0.87993526	0.85656023	0.7287144	0.7515789	0.8158995	0.8891744	0.7747962	0.9207231	0.8147021	0.8582299	0.82105345	0.86860085	0.8197714	0.76520514	0.6999697	0.7503238	0.7225463	0.7710065	0.7681901	0.78143823	0.8429634	0.8488033	0.8913021	0.79440093	0.8122781	0.8961034	0.82881737	0.7470979	0.8930702
