	kort/adj	dreigend/adj	verleg/verb	ernaar/pp	haar/det	een/det	ogenblikkelijk/adj	vraag/adj	Walsh/name	Westers/adj	droef/adj	ontluik/verb	beperkt/adj	streng/adj	vermoeid/adj	hand/noun	werp_toe/verb	gekwetst/adj	Marilyn/name	voeg_toe/verb	vertederd/adj	scherm/noun	duister/adj	schuin/adj	jaar_boek/noun	slof/noun	wring/verb	snel/adj	veld/noun	dezelfde/det	smeek/adj	T-shirt/noun	naar/adj	sober/adj	mismoedig/adj	bezaai/verb	gelegenheid/prep	meesterschap/noun	werkelijkheid/noun	zonder/prep	licht/adj	cultiveer/verb	pak/noun	onvermijdelijk/adj	Crijns/name	haar/noun	hongerig/adj	exclusief/adj	figureer/verb	gedachte_wereld/noun	voorbijganger/noun	Spielbergs/det	één/num	wanneer/comp	pers_zaal/noun	trap/noun	mijn/det	bezoeker/noun	altaar/noun	ironie/noun	je/pron	spreek/verb	cockpit/noun	meisje/noun	leer/verb	zoek/verb	schipper/noun	diepte/noun	grauw/adj	groente/noun	zicht/noun	opgelucht/adj	voldoende/det	eenzijdig/adj	keer/verb	mond/noun	erwt/noun	poster/noun	woord/noun	maatschappij/noun	eigen_toe/verb	af/adv	chef_kok/noun	niet_westers/adj	sereen/adj	koffie/noun	dood/verb	worst/noun	1/num	baard/noun	boven/prep	reken/verb	achter/prep	verwijtend/adj	blik/noun	tot/comp	straat/noun	hardop/adv	brok_DIM/noun	eenzelfde/det	hautain/adj	inkt_zwart/adj	maar/vg	waarmee/pp	koel/adj	en/comp	Hollands/adj	of/vg	laat_af/adj	vijandelijk/adj	strak/adj	thema/noun	vluchtig/adj	erwt_soep/noun	stilte/noun	reik/verb	werp_op/verb	dummy/noun	tentoonstelling/noun	tante/noun	tribune/noun	wereld/noun	hoe/adj	altijd/adv	zorgelijk/adj	zie/verb	diepzinnig/adj	kwaad/adj	teneinde/comp	iemand/noun	vlinder/noun	hun/det	keur_af/adj	weemoedig/adj	kaart/noun	opzij/adv	nauwelijks/adv	magnifiek/adj	Champs-Elysées/name	kijk_heen/verb	ons/pron	typisch/adj	intelligent/adj	en/adv	briefwisseling/noun	fascinatie/noun	veelbetekenend/adj	voetballer/noun	gevel/noun	vermink/verb	wat/det	draak/noun	Heideman/name	en/vg	vaag/adj	neer/part	bord/noun	naar/prep	lijst_DIM/noun	zwart/adj	grijs/adj	af/part	hoofd_rol_speler/noun	in/prep	lijk/verb	achteruitkijk_spiegel/noun	staar/adj	uitgeblust/adj	eeuwig/adj	begerig/adj	zuiden/noun	generaal/noun	dan/adv	bekogel/verb	fel/adj	uitstraling/noun	vitrine/noun	Meijer/name	nauw/adj	komiek/noun	heer/noun	Heart/name	bekritiseer/verb	coulisse/noun	steun/adj	posterijen/noun	ze/pron	zelfs/adv	keur/verb	gevouwen/adj	toon/verb	eens/adv	boekenkast/noun	breed/adj	zijn/det	getergd/adj	ding/noun	verontrust/adj	moeder/noun	vergun/verb	sla_neer/verb	terloops/adj	vervlecht/verb	applaus/noun	kijk_op/verb	toe/adv	journalist/noun	paradeer/verb	ver/adj	geniepig/adj	ene/adj	gun/verb	onder/prep	objectief/adj	kunstenaar/noun	dichtbij/adj	klok/noun	vertoon/noun	van/comp	die/pron	trek_op/verb	geen/det	boekhouding/noun	gezicht/noun	foto/noun	boon/noun	bevestiging/noun	intellectueel/noun	hem/pron	angstig/adj	buitenstaander/noun	hoofd/noun	beeld/noun	naïef/adj	nors/adj	bekijk/verb	kleuter/noun	jongen/noun	lever_op/verb	Dante/name	moedeloos/adj	soms/adv	avontuur/noun	laat/verb	wend_af/verb	verruim/verb	pittig/adj	werp_uit/verb	design/noun	klem/verb	langs/prep	fobie/noun	wissel_uit/verb	vooral/adv	binnenkant/noun	elleboog/noun	schuif/verb	alomtegenwoordig/adj	op/part	houd/verb	zondig/adj	kop/noun	meegereisd/adj	onderzoek/adj	motoriek/noun	beweeg/verb	kerkganger/noun	oog/noun	broeierig/adj	druk_in/verb	triomfantelijk/adj	bewonder/adj	duidelijk/fixed	richting/noun	alleen/adv	als/comp	merk_op/verb	gericht/adj	wacht/adj	schalks/adj	wie/pron	stoeprand/noun	die/det	voorkant/noun	raam/noun	hang/verb	collectie/noun	dromerig/adj	collage/noun	ontwijk/verb	krankzinnig/adj	glimlach/verb	toehoorder/noun	planeet/noun	onvergetelijk/adj	werp/verb	toe/part	inlevingsvermogen/noun	publiek/noun	me/pron	vijftiger/noun	archief/noun	oom/noun	even/adj	de/det	op/prep	verwachtingsvol/adj	wat/adv	danseres/noun	passagier/noun	daal_af/verb	eerste/num	omhoog/adv	zover/adj	rug/noun	niet/vg	fles_DIM/noun	volsta/verb	vader/noun	open/adj	treed_tegemoet/verb	boeiend/adj	boos/adj	komisch/adj	van/prep	zomaar/adv	jouw/det	hoef/verb	beneden/adv	toeschouwer/noun	terwijl/comp	gram/noun	scherp/adj	mannelijk/adj	voldoende/adj	glas/noun	collega/noun	Zoran/name	spiegel_DIM/noun	trek/verb	inspireer/adj	hij/pron	internationalisering/noun	herken/verb	met/prep	ons/det	gelaatsuitdrukking/noun	val/verb	ieder/det	verdraag/verb	engel/noun	ernstig/adj	affiche/noun	verbreed/verb	ChristenUnie/name	tegel/noun	guitig/adj	zie_vooruit/adj	opzichtig/adj	hersenen/noun	gebit/noun	afval/noun	vang_op/verb	meewarig/adj	hecht/verb	traan/noun	even/adv	visioen/noun	mild/adj	regelmatig/adj	neergestort/adj	toekomst/noun	bepaal/verb	onthutsend/adj	geregisseerd/adj	doordringend/adj	surf/adj	monster/noun	je/det	heen/part	kijk/verb	gebaar/noun	waarin/pp	Krabbé/name	zo'n/det	bang/adj	schouder/noun	trek_open/verb	maar/adv	dan_pas_DIM/noun	open/part	Sommer/name	scheef/adj	dwing/verb	bezem/noun	koek/noun	paard/noun	uit/prep	ironisch/adj	oneindig/adj	gedurfd/adj	speelgoed/noun	ander/adj	ongeluk/noun	voorhoofd/noun	wakker/adj	opener/noun	kunst/noun	alleen/vg	mevrouw/noun	doos/noun	mama/noun	fris/adj	vanop/prep	schaduwzijde/noun	kleding_zaak/noun	buitenaf/adv	leeg/adj	alvast/adv	verontschuldig/adj	Minerva/name	achteloos/adj	outfit/noun	weids/adj	volg/verb	bied/verb	tv/noun	projectontwikkelaar/noun	portret/noun	star/adj	verleden/noun	modern/adj	overal/adv	instrumentarium/noun	kritisch/adj	geef/verb	richt/verb	Maasstad/name	regisseur/noun	weer/adv	voedsel/noun	tic/noun	genoeg/det	schaam/verb	kijk_aan/verb	nauwkeurig/adj	eender/adj	droevig/adj	verliefd/adj	299/num	tred/noun	UCB/name
kort/adj	0.0	0.8241811	0.92156243	0.9643375	0.71171665	0.62980443	0.87542343	0.90597117	0.954388	0.9464798	0.7832514	0.89407694	0.8060199	0.82011366	0.7882371	0.7255905	0.8960436	0.8819972	0.87163687	0.8398654	0.9195266	0.769579	0.83669746	0.89941937	0.945929	0.8111133	0.8691187	0.78781533	0.7928474	0.8350898	0.8480444	0.69044673	0.85466075	0.66808385	0.8478615	0.9746926	0.89258194	0.88332427	0.809034	0.83250505	0.784006	0.9537864	0.6337607	0.77321374	0.9471207	0.6302698	0.86347586	0.79863435	0.8382009	0.910635	0.8231726	0.90638804	0.8099599	0.799201	0.90412813	0.8488336	0.77333504	0.79016626	0.8991469	0.9065113	0.8868847	0.8904337	0.916596	0.738258	0.8161125	0.8442706	0.8689201	0.8767093	0.77190447	0.8544177	0.8548197	0.9017731	0.88133425	0.8175514	0.75547934	0.7430352	0.88377196	0.8005554	0.7850015	0.88981235	0.91837996	0.8023669	0.8708722	0.9405957	0.7999053	0.8582087	0.9415228	0.856277	0.964422	0.6212275	0.80013424	0.82949376	0.83433366	0.91080445	0.6884699	0.7650886	0.8440902	0.81350166	0.869418	0.8245	0.90272164	0.86549896	0.8128828	0.8086892	0.7602463	0.80042887	0.84082496	0.7396825	0.86360353	0.9097535	0.6601238	0.837572	0.75704265	0.8551056	0.74364835	0.87446254	0.88600004	0.8333221	0.87418425	0.8791562	0.73680294	0.8803872	0.86547565	0.84859675	0.8480731	0.8604596	0.8814253	0.8730941	0.9356578	0.87363654	0.897117	0.7081125	0.7921043	0.8811426	0.82503325	0.83431756	0.8597774	0.8635666	0.93119925	0.7568526	0.82936895	0.8029175	0.8177137	0.78222746	0.87911993	0.950356	0.769529	0.8773838	0.8734628	0.9291534	0.7787514	0.8081254	0.8794923	0.6583321	0.78882825	0.8387067	0.84565645	0.85084534	0.8394028	0.6164237	0.6117408	0.864599	0.8428098	0.8288939	0.7781392	0.8313031	0.89499485	0.880705	0.70851487	0.83661985	0.88170254	0.90242106	0.81637156	0.9314265	0.74691045	0.7845435	0.84993154	0.92068726	0.8869839	0.8587452	0.7809309	0.90712625	0.9069371	0.81943643	0.82051444	0.93854326	0.8067049	0.7419419	0.8151095	0.8708106	0.85361433	0.8825729	0.8522941	0.82799906	0.7122295	0.86815864	0.86018217	0.9093625	0.895051	0.854974	0.8671924	0.85873306	0.87709296	0.80261815	0.8675362	0.76964176	0.91713494	0.92581195	0.91094303	0.951353	0.8093677	0.7973968	0.8137847	0.91397136	0.864267	0.87723905	0.8580805	0.8670549	0.8221961	0.8060989	0.8507891	0.8651829	0.8887995	0.6917934	0.8144959	0.9014186	0.84867996	0.8874097	0.80502164	0.7837853	0.8953405	0.7081026	0.7766537	0.8289519	0.7894223	0.83447844	0.83941674	0.74511737	0.86904967	0.87876564	0.8682418	0.75075144	0.8547631	0.7188138	0.9041803	0.8716932	0.8085209	0.9327111	0.88585836	0.92776734	0.86416715	0.924926	0.83957803	0.8054933	0.8097445	0.9263134	0.8588243	0.7800176	0.87265575	0.81170404	0.81964195	0.82565224	0.87741345	0.8717791	0.84906346	0.8400854	0.88492125	0.72989696	0.8239614	0.92179066	0.85618895	0.8203169	0.8772924	0.8135235	0.7300477	0.8715373	0.87103343	0.8166384	0.8512475	0.8625227	0.82186174	0.86617196	0.7664126	0.8190646	0.84931695	0.7811115	0.8321147	0.7887656	0.80303884	0.85691667	0.76298904	0.8474107	0.8545448	0.89987	0.80190647	0.77104115	0.8595798	0.9475412	0.78155285	0.8616786	0.7516944	0.8391462	0.924568	0.7604475	0.82646513	0.8245151	0.8766515	0.752535	0.8587224	0.8961706	0.7580913	0.87091935	0.7340723	0.929993	0.78971493	0.8344877	0.79441714	0.84318507	0.87773407	0.8704587	0.94521576	0.7842459	0.8630488	0.8571208	0.9055482	0.8029009	0.7821174	0.8996281	0.87137353	0.81428313	0.75987446	0.8954462	0.75492275	0.7822256	0.85516167	0.82044333	0.89685786	0.9468633	0.9529823	0.6802301	0.8153178	0.81099534	0.95231456	0.81838596	0.6599394	0.8715499	0.87651944	0.8188154	0.83093107	0.7491514	0.8571113	0.905051	0.80602765	0.91941947	0.8918734	0.81064886	0.76184905	0.8850062	0.7421005	0.90239394	0.782451	0.83708084	0.8749143	0.89298683	0.9017341	0.8339289	0.8034016	0.87584376	0.84948754	0.75008076	0.9273509	0.85690045	0.9042353	0.86174726	0.8098428	0.7830018	0.9265699	0.8500426	0.7825632	0.7995721	0.8349724	0.7535624	0.7296378	0.844226	0.7568634	0.88156766	0.7607763	0.90855426	0.8660688	0.79851097	0.89531183	0.9049513	0.77193373	0.8698291	0.8077291	0.9308587	0.7982772	0.82659996	0.80971533	0.83023524	0.77809703	0.8569387	0.894917	0.8815864	0.6670648	0.8814378	0.8661053	0.86895496	0.9265647	0.8389674	0.8016547	0.8468955	0.7267134	0.8536324	0.8930558	0.82674515	0.9025275	0.8074151	0.83916557	0.8704596	0.9387585	0.84426934	0.71373117	0.80343777	0.74679035	0.8494593	0.83582866	0.9213657	0.79635775	0.78332967	0.79893863	0.82069397	0.82147217	0.8641442	0.83002305	0.9283119	0.83956295	0.9004503	0.8368889	0.84738207	0.86654806	0.8845296	0.8494758	0.9037862	0.7712426	0.75088763	0.84059817	0.8060059	0.8189972	0.92035496	0.88300073	0.94173247
dreigend/adj	0.8241811	0.0	0.89890236	0.89051723	0.7371094	0.6360922	0.7886822	0.7809688	0.79481924	0.83144337	0.67289835	0.87876695	0.8685686	0.78393495	0.6429229	0.87063026	0.71548474	0.83982617	0.81063896	0.84378934	0.8413918	0.695988	0.63322395	0.72751695	0.9687447	0.84746367	0.8559977	0.78754413	0.86934173	0.8061887	0.7383069	0.8142307	0.7787871	0.77176785	0.7609172	0.90798736	0.8898423	0.8886776	0.73489326	0.88586944	0.78089106	0.8140251	0.7581378	0.71027505	0.9492066	0.68714577	0.67161113	0.89270985	0.83483076	0.8533733	0.7636631	0.8709919	0.8787303	0.7243993	0.74984914	0.8737454	0.83454525	0.79801476	0.8045661	0.80343044	0.8009342	0.74838865	0.8802282	0.7724285	0.8545293	0.82576144	0.83188707	0.6734111	0.6568443	0.9194526	0.8541777	0.82639253	0.9323033	0.75664383	0.7239455	0.7299844	0.8754342	0.75936085	0.74472296	0.82880616	0.8730521	0.7288542	0.885896	0.93130356	0.73186564	0.86903363	0.8148273	0.8716139	0.9720469	0.67525196	0.7200124	0.9456405	0.817863	0.7452069	0.5938053	0.79304236	0.8570341	0.799452	0.7593698	0.77022505	0.7610828	0.7323519	0.74451405	0.7666433	0.7074181	0.80504614	0.792035	0.75501305	0.91927034	0.7857065	0.7066764	0.848471	0.7002496	0.91175646	0.68458486	0.85836524	0.8199967	0.8657921	0.8912506	0.8843272	0.7821591	0.71668774	0.825261	0.80352753	0.6696594	0.7764693	0.77227324	0.67633814	0.876645	0.7816211	0.82135457	0.80220765	0.5628335	0.71868175	0.8823451	0.7559716	0.74867505	0.8878232	0.902953	0.6786186	0.718851	0.78805244	0.7376611	0.718803	0.8706665	0.7830522	0.6801499	0.8725084	0.79178756	0.8349593	0.7535173	0.7648219	0.8249848	0.7179196	0.68473536	0.83927774	0.822996	0.85960376	0.8719009	0.762733	0.65147674	0.7066795	0.8948854	0.8330014	0.69299453	0.74307024	0.75981796	0.85272354	0.79019964	0.768119	0.77895194	0.72395915	0.8314737	0.9137894	0.7367399	0.7659156	0.84202063	0.884735	0.87286127	0.877111	0.81262934	0.93032473	0.8072804	0.69070613	0.8731253	0.835621	0.7563	0.7575576	0.8688921	0.743272	0.7978607	0.8187043	0.8409895	0.75133955	0.7605651	0.74827176	0.8169005	0.6625485	0.7730259	0.8937937	0.8252033	0.7665317	0.84881914	0.81744534	0.82784307	0.7110681	0.80891657	0.9270892	0.81811255	0.8003967	0.77377623	0.80276597	0.83836895	0.87072235	0.8517932	0.74307954	0.75528884	0.8445792	0.72003305	0.6932856	0.8492927	0.8800371	0.89546204	0.5778573	0.84669924	0.8642833	0.8009913	0.7620102	0.70872605	0.5884824	0.7437104	0.7209386	0.6989262	0.7957912	0.68616253	0.8515818	0.8082302	0.82193786	0.8772503	0.8810631	0.7280117	0.660074	0.828376	0.85638916	0.72073466	0.8743455	0.80501807	0.86082786	0.8929398	0.75923896	0.8004325	0.9214862	0.8561182	0.75267667	0.8860316	0.8463509	0.78634775	0.87158513	0.8683319	0.8449252	0.88163227	0.70790553	0.89167714	0.7265464	0.7824521	0.71506625	0.78673464	0.6495758	0.7284914	0.86507136	0.6814568	0.7376447	0.7611618	0.8092497	0.8618444	0.8313384	0.85901815	0.82055736	0.76826024	0.7389341	0.8857765	0.7594236	0.7420262	0.86397094	0.75538903	0.72831523	0.85793173	0.6385604	0.8179239	0.7958396	0.7452185	0.77153814	0.7025131	0.71933156	0.7410657	0.7010969	0.8213688	0.9169469	0.7660936	0.74516535	0.77952117	0.9215459	0.8922337	0.6826249	0.79998803	0.8428025	0.7346766	0.6471757	0.8128618	0.8453015	0.77842265	0.91787845	0.7378258	0.9580887	0.8071843	0.82327056	0.8839083	0.85969466	0.8402113	0.85695755	0.84815395	0.84867245	0.5717281	0.7520549	0.7757492	0.84158236	0.77922237	0.905527	0.7576233	0.70328873	0.7092138	0.9124786	0.7460081	0.7620388	0.90466547	0.82131004	0.7763051	0.92975783	0.8240628	0.86950755	0.8986649	0.7154582	0.8629518	0.797305	0.7660418	0.85113823	0.6706729	0.8157568	0.8455565	0.6543325	0.7748001	0.7518852	0.8474331	0.8938526	0.7362598	0.7616291	0.81249	0.837005	0.8754509	0.8946326	0.7515189	0.90244895	0.80863494	0.8028405	0.83311814	0.72447413	0.6907118	0.73929787	0.78704107	0.7671598	0.874821	0.77859104	0.8909315	0.8839445	0.9042544	0.6706521	0.9146974	0.6253571	0.79888797	0.6872426	0.76226497	0.7223725	0.7038872	0.8606761	0.72911197	0.719516	0.6988589	0.83407843	0.8509165	0.8630775	0.86262405	0.8049331	0.73250663	0.82596445	0.77645135	0.9140268	0.80561787	0.8353162	0.7310007	0.7571453	0.8320046	0.8956213	0.8494865	0.8102945	0.697605	0.73094714	0.9054195	0.8768802	0.82619894	0.7884805	0.85733855	0.87744945	0.75657463	0.8429645	0.8743968	0.9296954	0.89712554	0.7604879	0.8548964	0.7273829	0.9436035	0.7587253	0.8343772	0.6952916	0.8534595	0.87251365	0.8407411	0.91603005	0.7309038	0.6860285	0.7429055	0.8617189	0.80875397	0.8742273	0.7655605	0.84971577	0.8728502	0.8581917	0.8031409	0.7877269	0.81475574	0.7532786	0.86198545	0.8910226	0.728114	0.83422446	0.87557	0.7133299	0.7583578	0.8722424	0.84166664	0.9498027
verleg/verb	0.92156243	0.89890236	0.0	0.8805109	0.86496353	0.8896997	0.7968304	0.8982659	0.92915654	0.887146	0.8375161	0.81942004	0.9019164	0.9149197	0.8754925	0.8135668	0.86009824	0.891364	0.9405873	0.92055345	0.84431696	0.8391218	0.8724401	0.85152894	0.8468946	0.86234933	0.8243474	0.86397296	0.8670248	0.8753757	0.86930573	0.80371404	0.7895609	0.8728245	0.8627801	0.8672242	0.90256345	0.8644746	0.88167727	0.91196185	0.8682277	0.76762766	0.84750247	0.85278904	0.82807064	0.8256039	0.8614557	0.9234317	0.82163066	0.73768324	0.8336555	0.84606385	0.89448124	0.8002561	0.8981795	0.8415432	0.8310703	0.90316886	0.88817745	0.90085876	0.78291976	0.9357939	0.84711736	0.90393835	0.77919555	0.7604674	0.9092698	0.87502265	0.84933066	0.8555133	0.8890771	0.9005207	0.9420955	0.8491993	0.8115066	0.8283944	0.9140653	0.94395024	0.880792	0.8533608	0.9247446	0.8645776	0.890717	0.9299325	0.8407035	0.8966064	0.9398104	0.92004275	0.9850473	0.8458835	0.88318837	0.93326163	0.91147774	0.84330374	0.78762215	0.81429327	0.8263426	0.904626	0.9148676	0.8905209	0.8671197	0.8557853	0.81757677	0.872902	0.8017926	0.800168	0.9033314	0.821621	0.85193574	0.8799004	0.8480334	0.8271159	0.8603569	0.9157132	0.9095671	0.77861154	0.9104155	0.8991937	0.93528074	0.83298045	0.90913033	0.83420783	0.8415511	0.8508282	0.8856511	0.83305776	0.8645864	0.85708094	0.7928568	0.8144607	0.8466395	0.83541024	0.8644836	0.82163465	0.89154065	0.88641274	0.8479539	0.8912939	0.8925585	0.8770502	0.87917596	0.8810938	0.8770514	0.85832906	0.90320635	0.7941958	0.8876766	0.77958333	0.8017488	0.87735295	0.8623837	0.9066856	0.83872676	0.7996887	0.8477727	0.92129093	0.84495616	0.812649	0.83754975	0.8936633	0.8879967	0.8999453	0.9021633	0.83514553	0.8410517	0.85773414	0.7858567	0.9036057	0.7956636	0.81533813	0.78820163	0.9221179	0.7891129	0.9088456	0.85814714	0.89223766	0.9201072	0.8437373	0.81738186	0.9210774	0.9039504	0.8991554	0.9156921	0.8140768	0.8839084	0.9164121	0.84026295	0.89500713	0.7931392	0.857728	0.8258881	0.84707946	0.8665843	0.8352699	0.8621566	0.9252079	0.78410506	0.92758596	0.82828206	0.8942577	0.8284759	0.87038505	0.86874485	0.928641	0.8466703	0.86253345	0.92076504	0.8372443	0.78472006	0.89287096	0.84256244	0.79534686	0.9202581	0.8873793	0.88997775	0.8585523	0.8589182	0.7876385	0.75625753	0.8366603	0.8233142	0.8713752	0.90115076	0.83314574	0.9342565	0.8786921	0.8683119	0.8833028	0.90707934	0.8387452	0.7988683	0.85260653	0.90750724	0.8285873	0.8161109	0.87996894	0.9257839	0.8717495	0.9121673	0.93131095	0.88507724	0.82010496	0.7529234	0.85212326	0.8655345	0.6496167	0.9012715	0.81980485	0.79146254	0.8132231	0.828228	0.8529664	0.8638061	0.84883	0.82455975	0.8145985	0.8160386	0.8766707	0.86628866	0.9363285	0.8591401	0.8570154	0.8889556	0.85173553	0.85881346	0.8063313	0.8963298	0.8493376	0.8401867	0.85502625	0.8686147	0.84336877	0.9153178	0.8340446	0.8098183	0.7539396	0.9538404	0.79760516	0.9181367	0.86962205	0.8848995	0.88570905	0.7907174	0.84708434	0.83919525	0.8687705	0.87253165	0.84479886	0.81744134	0.8861231	0.8722373	0.8407073	0.83938	0.83916306	0.91142744	0.84061116	0.9170405	0.8652002	0.8393585	0.90370136	0.93438876	0.923931	0.8082336	0.83970344	0.7926239	0.8590708	0.79689825	0.77040964	0.89771044	0.9179029	0.7868488	0.89293015	0.8241186	0.880776	0.8026211	0.9123264	0.94109035	0.8691799	0.8368263	0.8755601	0.90459424	0.8495145	0.91952	0.85757935	0.8202405	0.8485224	0.7626215	0.857307	0.80380845	0.8739777	0.8544278	0.92650163	0.86018836	0.8891468	0.8747369	0.8670458	0.7946396	0.7971275	0.8614761	0.7959015	0.8598604	0.89411116	0.903769	0.8516466	0.8616299	0.7509997	0.8780636	0.88871104	0.8776722	0.85648507	0.8821003	0.94182754	0.8966556	0.66975653	0.91336244	0.93721753	0.8665681	0.8459287	0.8772847	0.79679275	0.8505289	0.86881316	0.9010771	0.81055564	0.8395444	0.8365111	0.85320294	0.8633489	0.8822399	0.9098492	0.92571473	0.7929659	0.8325376	0.8677486	0.9567908	0.86552906	0.8824949	0.9255153	0.7493917	0.88633823	0.8264125	0.8626986	0.885406	0.8513731	0.8693335	0.87078774	0.8453326	0.75351834	0.81524783	0.8664505	0.8195926	0.94029397	0.852543	0.7827445	0.8265721	0.8319981	0.8499991	0.8758465	0.8163773	0.7862195	0.8625511	0.9143231	0.79943675	0.9283503	0.841225	0.84569895	0.90319675	0.88757914	0.8296736	0.9343339	0.8786826	0.84196746	0.8398533	0.8301788	0.8910978	0.88701355	0.8784049	0.87099516	0.88116014	0.880324	0.9162605	0.88128763	0.8171393	0.8706192	0.8696161	0.8606062	0.8846626	0.88515896	0.9057693	0.8923013	0.767363	0.8628602	0.9124254	0.7735466	0.8465714	0.8653353	0.747645	0.87533337	0.9453277	0.8653029	0.84266996	0.74022937	0.9219868	0.82028633	0.9141874	0.91039544	0.890642	0.9041216	0.86057466	0.88005763	0.851643	0.86193085
