	Latijns-Amerikaans/adj	Vlaams_nationalist/noun	Westers/adj	aangesloten/adj	achteloos/adj	afstandelijk/adj	afval/noun	alleen/adv	altijd/adv	ander/adj	angstig/adj	bang/adj	bedoeld/adj	begerig/adj	bekijk/verb	bekogel/verb	beneden/adv	bepaal/verb	beschouwd/adj	bevestiging/noun	bewonder/adj	bewust/adj	bezoeker/noun	bied/verb	bier/noun	binnenkant/noun	bizar/adj	blanco/adj	blikvanger/noun	boekenkast/noun	boekhouding/noun	boon/noun	boos/adj	bord/noun	breed/adj	briefwisseling/noun	broeierig/adj	buitenaf/adv	buitenstaander/noun	cockpit/noun	collectie/noun	coulisse/noun	dan/adv	danseres/noun	design/noun	dichtbij/adj	diepzinnig/adj	ding/noun	dood/verb	doordringend/adj	dreigend/adj	droef/adj	droevig/adj	dromerig/adj	druk_in/verb	duister/adj	dummy/noun	eender/adj	eens/adv	eenzijdig/adj	eeuwig/adj	eigen_toe/verb	ene/adj	enkel/adj	ernstig/adj	erwt/noun	erwt_soep/noun	even/adj	exclusief/adj	fascinatie/noun	fel/adj	figureer/verb	fles_DIM/noun	fobie/noun	fris/adj	gebit/noun	gedurfd/adj	geef/verb	gelaatsuitdrukking/noun	generaal/noun	geniepig/adj	geregisseerd/adj	gericht/adj	gevolgd/adj	gezicht/noun	glas/noun	glimlach/verb	gram/noun	groente/noun	guitig/adj	gun/verb	hautain/adj	hecht/verb	heer/noun	hersenen/noun	hoe/adj	hoef/verb	hongerig/adj	iemand/noun	inkt_zwart/adj	inspireer/adj	instrumentarium/noun	intellectueel/noun	intelligent/adj	ironie/noun	ironisch/adj	jaar_boek/noun	jongen/noun	kaart/noun	kerkganger/noun	keur_af/adj	kijk/verb	kijk_aan/verb	kijk_op/verb	kijker/noun	kleuter/noun	klok/noun	koek/noun	koel/adj	koffie/noun	komiek/noun	komisch/adj	kop/noun	kort/adj	kritisch/adj	kwaad/adj	laat/verb	laat_af/adj	leeg/adj	leer/verb	leid_af/verb	lever_op/verb	lichaam_taal/noun	licht/adj	lijk/verb	magnifiek/adj	mama/noun	man/noun	mannelijk/adj	meegereisd/adj	meewarig/adj	meisje/noun	merk_op/verb	mild/adj	mismoedig/adj	modern/adj	moedeloos/adj	mond/noun	monster/noun	naar/adj	nauw/adj	nauwelijks/adv	nauwkeurig/adj	naïef/adj	neergestort/adj	niet_westers/adj	objectief/adj	onderwerp/verb	onderzoek/adj	oneindig/adj	ongegeneerd/adj	ongeluk/noun	ontegenzeggelijk/adj	onthutsend/adj	ontluik/verb	onvergetelijk/adj	onvermijdelijk/adj	oog/noun	open/adj	opgelucht/adj	opzichtig/adj	opzij/adv	paard/noun	pak/noun	pasgeboren/adj	prachtig/adj	projectontwikkelaar/noun	publiek/adj	raam/noun	recht/adj	regelmatig/adj	richt/verb	richting/noun	rug/noun	schaduwzijde/noun	schalks/adj	scheef/adj	scherm/noun	scherp/adj	schouder/noun	schuif/verb	schuin/adj	sereen/adj	smeek/adj	snel/adj	sober/adj	speelgoed/noun	spiegel_DIM/noun	spreek/verb	staar/adj	star/adj	steevast/adj	stilte/noun	stoeprand/noun	straat/noun	strak/adj	streng/adj	surf/adj	tante/noun	tegel/noun	tegelijkertijd/adj	thee_lepel/noun	toe/adv	toekomst/noun	toon/verb	tred/noun	trek_op/verb	trek_open/verb	triomfantelijk/adj	typisch/adj	vaag/adj	vader/noun	val/verb	veelbetekenend/adj	vergeefs/adj	verleden/noun	verliefd/adj	vermoeid/adj	verontrust/adj	verontschuldig/adj	verruim/verb	vertederd/adj	vertoon/noun	vervlecht/verb	verwachtingsvol/adj	verwijtend/adj	vijandelijk/adj	vitrine/noun	vluchtig/adj	voedsel/noun	voetballer/noun	volg/verb	volsta/verb	voorbijganger/noun	vooruit/adv	vraag/adj	wakker/adj	wat/adv	weemoedig/adj	weer/adv	wend_af/verb	wereld/noun	werkelijkheid/noun	werp/verb	werp_toe/verb	werp_uit/verb	wissel_uit/verb	woord/noun	worst/noun	zelfs/adv	zie/verb	zie_vooruit/adj	zoek/verb	zomaar/adv	zondig/adj	zorgelijk/adj	zuiden/noun	zwart/adj
Latijns-Amerikaans/adj	0.0	1.0	0.92576694	0.95415074	0.9720304	0.9699761	0.9706928	0.9792636	0.9864961	0.8948512	0.96467274	0.97290576	0.9472532	0.99309325	0.9765133	0.96123666	0.9898125	0.957835	0.96636325	0.96369505	0.98824203	0.9738547	0.97461593	0.95802194	0.9685811	0.9866976	0.9211378	0.95997125	0.97104573	0.976326	0.9494342	0.9447972	0.9264331	0.97819555	0.95695275	0.9726977	0.9356097	0.95832556	0.9680305	0.9986419	0.917009	0.94751275	0.9956557	0.9361556	0.96884865	0.9841512	0.99498713	0.9830991	0.93480307	1.0	0.9760286	0.9824899	0.96556515	0.96122754	0.9251426	0.9339186	0.9954195	0.9935097	0.9659688	0.9759212	0.9473854	0.94884396	0.98647845	0.9534644	0.9593394	0.96011	0.962054	0.9840916	0.9119221	0.92817676	0.9559521	0.9313662	0.990964	0.9972813	0.93986064	0.9852332	0.9726395	0.9808092	1.0	0.91518605	0.9677228	0.9833831	0.9480043	0.9464119	0.97122586	0.9702383	0.96349245	0.961314	0.9871662	0.99371123	0.94943905	0.97296536	0.98243904	0.9501175	0.9916738	0.96824515	0.9589841	0.95202357	0.96139	0.96904784	0.91294456	0.997348	0.9265965	0.94979	0.98150796	0.977541	0.9815539	0.9662877	0.97275984	0.96229184	0.9724726	0.9713854	0.95640886	0.9590101	0.95773673	0.94242036	0.9817864	0.98899263	0.9650463	0.98472905	0.9472462	0.96126634	0.9633798	0.97274363	0.96684664	0.95857185	0.961899	0.98650515	0.97372043	0.9291247	0.96501684	0.95546174	0.96438736	0.96367455	0.9416211	0.99602365	0.95809484	0.97448474	0.97081167	0.9673885	0.9664025	0.9404888	0.9698532	0.9741254	0.9861545	0.93014646	0.970769	0.9494094	0.9519583	0.9624761	0.9475402	0.9691423	0.9882664	0.96023214	0.963597	0.9467435	0.95873505	0.92290455	0.9586457	0.9387499	0.95755976	0.93376666	0.94653106	0.99181694	0.9829226	0.9808789	0.9447655	0.9723499	0.9631808	0.9388901	0.9629081	0.978185	0.97957927	0.97432864	0.93446195	0.9431618	0.96663463	0.9666768	0.9868095	0.95668346	0.9519055	0.9456716	0.967609	0.9752265	0.9980656	0.95845026	0.9928222	0.9601188	0.9740081	0.9626473	0.9710609	0.95400393	0.94618726	0.9398743	0.98666406	0.975477	0.9554331	0.99760276	0.9313899	1.0	0.95652	0.9484156	0.98378193	0.9993011	0.9603832	0.9808795	0.9871091	0.9300915	0.9432163	0.9451963	0.9346698	0.98393065	0.9379909	0.9726398	0.9519149	0.9843662	0.9605913	0.97817886	0.9474687	0.88495576	0.9842407	0.92965984	0.9771636	0.92967993	0.9381083	0.9619464	0.9151145	0.9815362	0.9818813	1.0	0.9673097	0.9970777	0.97528523	0.89986783	0.99774885	0.98538536	0.9826557	0.9471787	0.97530466	0.9758043	0.9310818	0.9611783	0.9867371	0.98180604	0.97723657	0.97824156	0.9742445	0.971104	0.97843665	0.97328836	0.9775545	0.9243136	0.92916405	0.962543	0.97615594	0.97748363	0.94670856	0.9377062	0.9729296	0.9640914	0.97144884	0.9728601	0.9669193	0.9627871	0.97567767	0.9762945	0.92662627	0.9104787
Vlaams_nationalist/noun	1.0	0.0	0.9919572	0.98655206	1.0	0.95020884	0.9672117	0.9840903	0.9976508	0.98818254	0.97096145	0.978315	0.9900819	0.99816835	0.9879715	0.9847621	0.9935466	0.9986074	0.990352	0.99564284	0.9315047	0.9846536	0.9691915	0.9804271	0.966788	1.0	0.99931586	0.96271384	0.9614988	0.96953034	0.9962848	0.9979947	0.96591306	0.9652608	0.99566084	0.994436	1.0	0.9780565	0.9853443	1.0	0.9563387	0.9723829	0.9418021	0.99412954	0.97644615	0.9849693	1.0	0.98632044	0.97985685	1.0	0.99764884	0.9400982	0.99676764	0.9649244	0.9899144	1.0	1.0	0.94700426	0.97664684	0.9940426	0.9881777	1.0	0.99862343	0.9618263	0.9995291	0.99611706	0.9976018	0.9892837	0.97946185	1.0	0.9897291	0.9753358	0.9993578	0.99906313	0.9801129	0.9694703	0.99894243	0.98172987	1.0	0.9748773	0.9991102	0.95514256	0.99889535	0.97521806	0.9692929	0.9761335	0.97461045	0.98088795	0.9976179	0.9783971	0.95916367	0.98914826	0.97380644	0.98371243	0.9939876	1.0	0.9999113	0.9736757	1.0	0.99983776	1.0	1.0	0.9926708	0.9963266	0.9743905	0.9795536	0.997615	0.99829537	0.97467273	0.99905837	0.96318954	0.992479	0.9870302	0.98417264	0.9894795	0.9882865	0.9926964	0.92961127	0.99559337	0.9909906	0.98870456	0.98572266	0.9867256	0.99919385	0.9817847	0.9838185	0.98237914	0.9824367	0.98609304	0.98650765	0.9988336	0.9875416	1.0	0.99439436	1.0	0.94938976	0.9965667	0.98078406	0.9874449	0.97304016	0.9595288	0.99431175	0.95322114	0.97379994	0.9778143	0.9773973	0.9609648	0.9604907	0.9607906	0.96491367	0.982996	0.99862117	0.9940872	0.9698597	0.98904186	1.0	0.98626757	0.99639636	1.0	0.99952483	0.9688497	0.9997898	0.99993783	0.98319346	1.0	0.9854481	0.9788718	0.99037874	0.9879744	0.9662844	0.995148	0.9877433	0.9915072	0.99835384	0.99497586	0.9760756	0.993826	0.9967325	0.99640805	0.99192715	0.98583454	0.99109113	0.9835818	0.99640423	1.0	0.9996368	0.97698766	0.96451676	0.9926022	0.99042404	0.97302496	0.99973655	0.98504394	1.0	0.9873901	0.9852839	0.9616656	0.972033	0.9785919	1.0	0.9885549	0.98411024	0.9622295	1.0	0.9767742	0.99676496	0.9913636	0.9770478	0.96898454	1.0	0.9908369	0.9787205	1.0	0.9960817	0.98720264	1.0	0.9683666	0.954605	0.97781473	0.96942514	0.9812415	0.94060266	0.9841857	0.93398213	0.9932952	0.9939707	0.9811354	0.910079	0.9849645	0.97810113	0.9620318	0.99922127	0.98049873	1.0	1.0	1.0	0.98108745	0.9666095	1.0	0.97898567	0.9894493	0.96819395	0.98408866	0.9813186	0.98577267	0.98369527	0.9874474	0.97938925	0.99795747	0.9627546	0.98546225	0.9935452	0.99470085	0.9766411	0.99425626	1.0	0.9966358	0.99895793	0.9935274	0.98440945	0.978987	0.9577565	0.9772772	0.98866475	0.94310945	0.98301697	0.98447794	0.99600935
Westers/adj	0.92576694	0.9919572	0.0	0.9886308	0.9623834	0.9953206	0.9835036	0.94634384	0.97878444	0.87285125	0.9300902	0.9403221	0.9046157	0.9703422	0.9674014	0.9524582	0.9778152	0.9915411	0.93918556	0.96965796	0.97106194	0.9644414	0.98628443	0.95538604	0.9817934	0.99470633	0.9502148	0.9701269	0.9811495	0.99846697	0.98908246	0.96745247	0.9518651	0.99686474	0.97520214	0.969352	0.9664843	0.9654148	0.93924165	0.9848189	0.97390467	0.9948458	1.0	0.9492787	0.9847778	0.97686315	0.9909476	0.9982576	0.8357178	1.0	0.89019173	0.9709079	0.9717936	0.90267855	0.92799294	0.93077	1.0	1.0	0.9457542	0.9055231	0.9033631	0.921301	0.9385238	0.98320913	0.95371795	1.0	1.0	0.99253184	0.9625791	0.96162003	0.91403323	0.9640075	0.99601805	0.97528213	0.99061495	0.94618964	0.96394545	0.97116256	0.9987644	0.83305466	0.9725661	0.97209245	0.92044693	0.9537095	0.9636775	0.9771264	0.9528744	0.98603654	0.9896796	0.9946182	0.96186477	0.99462366	0.972444	0.9701373	0.99709487	0.9727385	0.98490053	0.9279176	0.9788252	0.95290774	0.9635779	1.0	0.88865286	0.97856677	0.98329484	0.94908756	0.9758879	0.968051	0.98558146	0.99212795	0.96997875	0.9754614	0.9850177	0.9843469	0.9424508	0.98464155	0.9838189	0.97635406	0.9525786	0.96577525	0.9481528	0.99756795	0.9749567	0.93041354	0.9530211	0.95113766	0.96786004	0.9726744	0.9937069	0.9266235	0.9423606	0.96899134	0.9659341	0.982383	0.973366	0.9834634	0.98926336	0.93224484	0.9975767	0.94255686	0.9890723	0.95994806	0.97707456	0.9864692	1.0	0.91672206	0.96877533	0.9830795	0.9756173	0.9507481	0.91764355	0.9303174	0.94574046	0.97347164	0.9598013	0.96308565	0.912759	0.93521255	0.9654207	0.9409883	0.9422858	0.95655	0.9974445	0.98273504	0.9466353	0.9580146	0.95817715	0.9680756	0.988112	0.9722752	0.97521454	0.97583205	0.9817446	0.98306334	0.96330386	0.96122724	0.9712461	0.9694902	0.98795134	0.9679247	0.9643469	0.93595815	0.95881665	0.9853127	0.9990184	0.99579597	0.97836447	0.978257	0.9601561	0.96810746	0.95712185	0.99885356	0.96683633	0.93065095	0.96391386	0.95511043	0.98731834	0.9670652	0.8955364	1.0	0.9756816	0.96303153	0.9188639	0.9682639	0.8903353	0.98447084	0.971177	0.96353227	0.95576286	0.9666529	0.9266651	0.9947928	0.9659386	0.9461666	0.9220165	0.9943567	0.9427388	0.9828845	0.9494844	0.9193317	0.93843496	0.94870985	0.9609006	0.99357206	0.96476275	0.90469843	0.965071	0.96241796	0.9595505	1.0	0.95642376	0.9956198	0.97659504	0.898123	0.9917093	0.9963895	0.9639373	0.9818206	0.93727624	0.95088726	0.94116473	0.94816834	0.96747124	0.94287854	0.9946537	0.9887211	0.9674592	0.9923053	0.8313645	0.94997925	0.9587802	0.88081574	0.95269126	0.96952707	0.9833161	0.9458808	0.9802581	0.9260365	0.96982664	0.9681522	0.97814685	0.93115115	0.9338256	0.9911978	0.9209439	0.96497965	0.84718233	0.92640465
aangesloten/adj	0.95415074	0.98655206	0.9886308	0.0	0.97110224	0.99153763	0.809836	0.9530683	0.98546094	0.9858675	0.9694621	0.964389	0.9383199	0.97028774	0.92725086	0.96394265	0.94829863	0.9411877	0.9660663	0.96502674	0.98463374	0.9625789	0.7633643	0.8394929	0.88701254	0.9786447	0.9681556	0.95284903	0.9446345	0.96919805	0.94694877	0.90923953	0.9142508	0.95134974	0.9278013	0.96039283	0.9532356	0.9785269	0.9846352	0.96982646	0.83742976	0.98457044	0.98538476	0.98306304	0.96187997	0.95984864	0.99933535	0.97966117	0.7950214	0.9767245	0.95589477	0.990196	0.9807725	0.977886	0.97493744	0.966228	0.96409154	0.9944279	0.8363248	0.97017175	0.98162407	0.9243768	0.9500207	0.9436017	0.94133526	0.96699995	0.9715444	0.9705191	0.9434057	0.99120826	0.9289865	0.9574634	0.875143	0.9793724	0.9752945	0.956983	0.9536448	0.96943706	0.99343175	0.96103024	0.9888589	0.98999554	0.91559404	0.9119897	0.94980454	0.95245814	0.95914114	0.7515706	0.92385817	0.989528	0.96663207	0.96108913	0.9668714	0.9676576	0.9782681	0.9965527	0.95170355	0.9082866	0.9842638	0.9863481	0.98435235	0.9901806	0.9722803	0.969249	0.9693704	0.97833437	0.9106418	0.9328618	0.81809247	0.94124186	0.9777122	0.94254357	0.9436757	0.9555013	0.811855	0.826713	0.9426299	0.9730067	0.96835685	0.94109803	0.96898556	0.983372	0.92632	0.9254273	0.94991565	0.9476355	0.97022104	0.98974854	0.9400424	0.949053	0.97425216	0.78303874	0.9807662	0.92021763	0.9817741	0.9862383	0.97397035	0.8709722	0.9367028	0.89739525	0.9743284	0.93795896	0.962043	0.97079307	0.95891905	0.9662027	0.9729991	0.96405196	0.9307102	0.930834	0.9333547	0.9506487	0.9706211	0.97863406	0.9644291	0.93438137	0.97191536	0.94650185	0.9902144	0.98787165	0.9877222	0.9226382	0.9954645	0.9729423	0.99559456	0.976074	0.9735473	0.96758544	0.94960964	0.94615746	0.98381853	0.89221364	0.8910069	0.92418873	0.9031403	0.9673886	0.92873156	0.94427645	0.9510954	0.94295925	0.9392532	0.91605216	0.9483459	0.9729528	0.9797597	0.9939505	0.9620754	0.9265255	0.9538464	0.9378743	0.9519983	0.9526638	0.98846066	0.99353355	0.957425	0.9616791	0.9400441	0.97868186	0.9425057	1.0	0.95399815	0.9415841	0.95490813	0.9834851	0.909782	0.966231	0.93764263	0.94164497	0.93955344	0.9178202	0.9178442	0.91512954	0.96654594	0.949692	0.9370166	0.9325826	0.814085	0.9633757	0.97609323	0.9664204	0.9907564	0.9575599	0.90752685	0.98963517	0.98017466	0.97359353	0.97658426	0.95269287	0.924601	0.984432	0.96070254	0.9849686	0.97051036	0.9893231	0.99378794	0.98549104	0.9632657	0.9262839	0.98344684	0.8968728	0.92219627	0.9226206	0.91384566	0.9719834	0.9392998	0.9240147	0.9857817	0.983987	0.9835299	0.96267134	0.9752341	0.95429814	0.95786995	0.94460046	0.97016335	0.9848039	0.912211	0.96981096	0.95123744	0.9374486	0.9690189	0.9787171	0.9209993	0.948557	0.9889222	0.97768676	0.93874645	0.96079636
achteloos/adj	0.9720304	1.0	0.9623834	0.97110224	0.0	0.9973826	0.9758971	0.9582069	0.9756819	0.97802174	0.97436106	0.97847843	0.98571396	0.99128056	0.976413	0.9604498	0.9792877	0.9769287	0.969978	0.97430646	0.95033795	0.9897624	0.9716335	0.9770352	0.9615635	0.96440303	0.9594015	0.9873172	0.9877004	0.97490066	0.9703078	0.9848569	0.93413144	0.9678895	0.99438477	0.98118377	0.95159584	0.9898743	0.96101725	0.9356848	0.96550894	0.9745948	0.98025614	0.9568248	0.96026087	0.96053636	0.98347235	0.9540028	0.96302277	0.9754217	0.97164464	0.9990842	0.98710763	0.9423982	0.9754611	0.95563674	1.0	0.9720468	0.9620967	0.9652614	0.94255066	0.96159154	0.98366165	0.9554511	0.9862388	0.9652691	0.98484445	0.9611063	0.9456557	0.9573076	0.9707146	0.9591184	0.9807715	0.97213715	0.98143315	0.9965214	0.9857215	0.93492	0.9965489	0.9371847	0.99063957	0.9476581	0.9983063	0.95220965	0.9599644	0.9847314	0.97342265	0.97344416	0.985984	0.97031564	0.9341387	0.97748876	0.96887624	0.953353	0.99602985	0.96491104	0.9523747	0.95983934	0.9641088	0.957387	0.9223482	0.9519129	0.9479281	0.97543234	0.9687111	0.95815766	0.97312546	0.95458305	0.96015483	0.9991515	0.9817765	0.95133865	0.97432244	0.9643915	0.97986263	0.9697086	0.9821537	0.98928887	0.95946234	0.98533297	0.9719864	0.9915355	0.98712	0.96125567	0.97631705	0.9619953	0.94125205	0.9979573	0.9315389	0.9584216	0.9788745	0.9776928	0.99164784	0.95293117	0.95700264	0.9542462	0.9739984	0.96821684	0.9498089	0.972792	0.9814681	0.9564433	0.95691437	0.9476741	0.926122	0.9371642	0.96964574	0.97792834	0.9189939	0.991489	0.9677095	0.9609184	0.991249	0.95768	0.97663456	0.9862176	0.9732166	0.97890353	0.990338	0.97530454	0.9975868	0.9762018	0.997982	0.9723572	0.9690849	0.97007567	0.986016	0.9608971	0.98609984	0.949422	0.9422468	0.9427002	0.97218245	0.97053784	0.9753441	0.94517213	0.97215277	0.9930201	0.9919202	0.92652905	0.970257	0.96527517	0.9850557	0.96922094	0.9979124	0.993318	0.99419683	0.98906976	0.9687142	0.99075025	0.9624695	0.9765731	0.9604476	0.9885814	0.97021335	0.9425297	0.9451065	0.9699861	0.9522224	0.9842817	0.9643611	0.95128983	0.9581703	0.9961419	0.98932385	0.971401	0.98514044	0.98099554	0.9706841	0.9923507	0.9593862	0.99729896	0.9875918	0.97204506	0.94605243	0.98937047	0.96410763	0.9465035	0.978407	0.950894	0.9520359	0.93286127	0.970493	0.90466017	0.96650577	0.96320546	0.9487561	0.9810469	0.9568578	0.9982861	0.9834049	0.98152643	0.97784424	0.98583424	0.9764739	0.96816796	0.9850366	0.97767216	0.97059834	0.9738528	0.96037424	0.96890414	0.98139775	0.985431	0.977662	0.9613482	0.98765874	0.9948463	0.95290536	0.9651627	0.9248997	0.92260575	0.94426143	0.9585183	0.99550575	0.9919155	0.9769685	0.9481418	0.9495396	0.9799033	0.95946926	0.9898048	0.9632797	0.95736194	1.0	0.95300305	0.9734332	0.9637191
afstandelijk/adj	0.9699761	0.95020884	0.9953206	0.99153763	0.9973826	0.0	0.9813872	0.9787821	0.97045416	0.984848	0.9694339	0.9839741	0.9887828	0.9995669	0.99108684	0.94666994	0.99850786	0.9840621	0.92722666	0.9981601	0.9416133	0.97265375	0.9824694	0.94925797	0.99678284	1.0	0.9588095	0.999544	0.9513665	0.98000395	0.9821824	0.9949522	0.959605	0.993079	0.9727058	0.9871024	0.9867116	0.9954677	0.9760429	1.0	0.9713907	0.9495628	0.9976789	0.98794866	0.9918691	0.95616955	1.0	0.965761	0.98682356	1.0	0.99064344	0.99368846	0.9856194	0.93587047	0.99512297	0.972334	1.0	1.0	0.9741346	0.96846807	0.94477665	0.9749685	0.97363114	0.96637094	0.940302	1.0	1.0	0.98312896	0.9805032	0.93870604	0.9617817	0.95229506	0.9892363	0.9995793	0.9875778	0.98208356	0.9773217	0.97361165	1.0	0.9563068	0.9753018	0.91905624	0.94471896	0.98697627	0.97072977	0.9784322	0.94811136	0.97828364	0.98412263	0.97427833	0.94914037	1.0	0.98720866	0.9411843	0.99985075	0.9682876	0.9230834	1.0	0.9855	0.9790013	0.9697088	1.0	0.8826685	0.9480573	0.9453723	0.9806214	0.99369884	0.9841658	0.9890955	0.9829686	0.9630359	0.959814	0.9456974	0.9819242	0.96513885	0.99964887	0.94905055	0.9493226	0.975455	0.98889244	0.9403938	0.94868445	0.9689914	0.98249656	0.9432526	0.95861137	0.9231674	0.9671312	0.9516272	0.96439636	0.96040326	0.9806566	0.9318042	0.9786962	0.9187849	0.96481913	0.9766532	0.9763563	0.9930637	0.9738532	0.95903385	0.97792685	0.96727145	0.97127813	0.974484	0.9541533	0.9523749	0.9635895	0.97613454	0.96241	0.9751924	0.9578079	0.99445754	0.9516045	0.97598267	0.97778535	0.98929894	0.9462369	0.9979009	0.9653686	0.9999283	0.96188915	0.9505339	0.97421116	1.0	0.9486338	0.9625188	0.9661361	0.9905138	0.96038234	0.9593955	0.9870966	0.980196	0.9944557	0.93676394	0.9080312	0.99632394	0.9600233	0.9928368	0.98632133	0.97120327	0.95530236	0.9913949	0.99268407	0.99952674	0.85130113	0.9753572	0.9518134	0.9874834	0.97121567	0.9608277	0.9864628	0.9599901	1.0	0.978176	0.9849829	0.9800122	1.0	0.9223604	1.0	0.9634978	0.9509276	0.96751124	1.0	0.985474	0.9546496	0.99060327	0.9946467	0.9389883	0.9895895	0.9800381	0.99738896	0.9611274	0.97686887	0.93745404	0.99624527	0.984879	0.9126573	0.9481904	0.95441407	0.9451377	0.91830564	0.9738357	0.93073136	0.956724	0.9525701	0.95355916	0.9767683	0.9778318	0.9773491	0.99100906	0.9597093	0.9166748	0.97891676	0.984477	0.9820326	1.0	0.9352126	1.0	0.9951632	0.97113085	0.94454247	0.9480155	0.99080086	0.99241847	0.9532483	0.9841508	0.9856543	0.9748414	0.98924637	0.9745718	0.9740017	0.9579523	0.9761407	0.95368165	0.9995106	0.9795314	0.91805345	0.97756875	0.97983295	0.95139664	0.9831844	0.95531595	0.965568	1.0	0.9862437	0.9939406	0.95620733
afval/noun	0.9706928	0.9672117	0.9835036	0.809836	0.9758971	0.9813872	0.0	0.95248073	0.95600057	0.9552157	0.9866039	0.9715969	0.9722202	0.9927557	0.93212587	0.9821306	0.9293979	0.94858575	0.9387917	0.9539516	0.98882055	0.9566681	0.7008889	0.8202225	0.85669696	0.98648345	0.95078003	0.9287021	0.9742356	0.98235065	0.9219047	0.9516439	0.95788634	0.95050913	0.90429413	0.98439425	0.9967838	0.9874182	0.98991686	0.98908055	0.8619227	0.98475957	0.958017	0.9851762	0.95646983	0.956659	0.9982391	0.99196273	0.81696045	0.97764	0.9646306	0.9827886	0.9856682	0.98821783	0.99582464	0.96956515	0.9945131	0.97531015	0.8120121	0.9615358	0.9793933	0.9543259	0.9562391	0.9516526	0.94032526	0.95611596	0.98308283	0.9585892	0.9345535	0.9889421	0.97203994	0.99078	0.872401	0.9567526	0.96233666	0.95794207	0.970995	0.97153103	0.9938118	0.96751666	0.9993564	0.9989875	0.9506691	0.90589964	0.97795224	0.9167314	0.9848307	0.80806935	0.94524294	1.0	0.9667537	0.9957827	0.992154	0.98070914	0.9817061	0.97072166	0.9697785	0.96034324	0.9775885	1.0	0.97494876	0.98040086	0.9769681	0.9850918	0.95270866	0.9947596	0.9643455	0.9584247	0.83619726	0.96447843	0.9971392	0.9345619	0.9449213	0.96414673	0.7413589	0.8430677	0.9526942	0.9292492	0.9809785	0.9415514	0.9850528	0.99308056	0.93912697	0.9344723	0.96678203	0.97799814	0.9793624	0.992519	0.9112327	0.94177115	0.9783505	0.7197244	0.99031246	0.87256014	0.97454727	0.9952304	0.9592307	0.8686889	0.91244614	0.9165314	0.9932384	0.9542277	0.9447045	0.9458494	0.99451476	0.92108417	0.9967159	0.98662394	0.94739026	0.90542054	0.96500355	0.95607305	0.94928867	0.98868966	0.96923393	0.93176967	0.9815506	0.9130072	1.0	0.9851131	0.986705	0.9238219	1.0	0.9716408	0.9988092	0.99132866	0.98184824	0.95361054	0.9603711	0.9874478	0.9961097	0.89030963	0.92335105	0.94063675	0.9253048	0.96286863	0.96050733	0.9605897	0.92374045	0.9542545	0.9226244	0.9639249	0.9235785	0.9631472	0.9501108	0.9916114	0.9422163	0.91825575	0.9525476	0.9839961	0.95747507	0.9966427	0.9934015	1.0	0.9479407	0.9716037	0.9417073	0.9826628	0.9530363	1.0	0.9928181	0.9473054	0.96444017	0.98872334	0.8998998	0.971901	0.94376403	0.996263	0.97541535	0.9565336	0.9311973	0.9568984	0.9738943	0.96727335	0.95811856	0.93517596	0.7813626	0.9806417	0.99013233	0.95642126	0.9906915	0.9762596	0.94668907	0.9720864	0.9778588	0.9689874	0.97219455	0.98485243	0.9524562	0.9979832	0.9515421	0.9769457	0.98076147	0.9973811	1.0	1.0	0.95418596	0.9647989	0.978056	0.84372914	0.95778763	0.9260761	0.9067539	0.9606018	0.9335557	0.9731621	0.9484201	0.956905	0.9869817	0.968622	0.98201334	0.94094837	0.9350307	0.96076334	0.993461	0.9807983	0.9699397	0.9521414	0.93477565	0.908335	0.9521764	0.98778754	0.9291354	0.9375247	0.9848917	0.9816405	0.93404377	0.9507724
