	Latijns-Amerikaans/adj	Vlaams_nationalist/noun	Westers/adj	aangesloten/adj	achteloos/adj	afstandelijk/adj	afval/noun	alleen/adv	altijd/adv	ander/adj	angstig/adj	bang/adj	bedoeld/adj	begerig/adj	bekijk/verb	bekogel/verb	beneden/adv	bepaal/verb	beschouwd/adj	bevestiging/noun	bewonder/adj	bewust/adj	bezoeker/noun	bied/verb	bier/noun	binnenkant/noun	bizar/adj	blanco/adj	blikvanger/noun	boekenkast/noun	boekhouding/noun	boon/noun	boos/adj	bord/noun	breed/adj	briefwisseling/noun	broeierig/adj	buitenaf/adv	buitenstaander/noun	cockpit/noun	collectie/noun	coulisse/noun	dan/adv	danseres/noun	design/noun	dichtbij/adj	diepzinnig/adj	ding/noun	dood/verb	doordringend/adj	dreigend/adj	droef/adj	droevig/adj	dromerig/adj	druk_in/verb	duister/adj	dummy/noun	eender/adj	eens/adv	eenzijdig/adj	eeuwig/adj	eigen_toe/verb	ene/adj	enkel/adj	ernstig/adj	erwt/noun	erwt_soep/noun	even/adj	exclusief/adj	fascinatie/noun	fel/adj	figureer/verb	fles_DIM/noun	fobie/noun	fris/adj	gebit/noun	gedurfd/adj	geef/verb	gelaatsuitdrukking/noun	generaal/noun	geniepig/adj	geregisseerd/adj	gericht/adj	gevolgd/adj	gezicht/noun	glas/noun	glimlach/verb	gram/noun	groente/noun	guitig/adj	gun/verb	hautain/adj	hecht/verb	heer/noun	hersenen/noun	hoe/adj	hoef/verb	hongerig/adj	iemand/noun	inkt_zwart/adj	inspireer/adj	instrumentarium/noun	intellectueel/noun	intelligent/adj	ironie/noun	ironisch/adj	jaar_boek/noun	jongen/noun	kaart/noun	kerkganger/noun	keur_af/adj	kijk/verb	kijk_aan/verb	kijk_op/verb	kijker/noun	kleuter/noun	klok/noun	koek/noun	koel/adj	koffie/noun	komiek/noun	komisch/adj	kop/noun	kort/adj	kritisch/adj	kwaad/adj	laat/verb	laat_af/adj	leeg/adj	leer/verb	leid_af/verb	lever_op/verb	lichaam_taal/noun	licht/adj	lijk/verb	magnifiek/adj	mama/noun	man/noun	mannelijk/adj	meegereisd/adj	meewarig/adj	meisje/noun	merk_op/verb	mild/adj	mismoedig/adj	modern/adj	moedeloos/adj	mond/noun	monster/noun	naar/adj	nauw/adj	nauwelijks/adv	nauwkeurig/adj	naïef/adj	neergestort/adj	niet_westers/adj	objectief/adj	onderwerp/verb	onderzoek/adj	oneindig/adj	ongegeneerd/adj	ongeluk/noun	ontegenzeggelijk/adj	onthutsend/adj	ontluik/verb	onvergetelijk/adj	onvermijdelijk/adj	oog/noun	open/adj	opgelucht/adj	opzichtig/adj	opzij/adv	paard/noun	pak/noun	pasgeboren/adj	prachtig/adj	projectontwikkelaar/noun	publiek/adj	raam/noun	recht/adj	regelmatig/adj	richt/verb	richting/noun	rug/noun	schaduwzijde/noun	schalks/adj	scheef/adj	scherm/noun	scherp/adj	schouder/noun	schuif/verb	schuin/adj	sereen/adj	smeek/adj	snel/adj	sober/adj	speelgoed/noun	spiegel_DIM/noun	spreek/verb	staar/adj	star/adj	steevast/adj	stilte/noun	stoeprand/noun	straat/noun	strak/adj	streng/adj	surf/adj	tante/noun	tegel/noun	tegelijkertijd/adj	thee_lepel/noun	toe/adv	toekomst/noun	toon/verb	tred/noun	trek_op/verb	trek_open/verb	triomfantelijk/adj	typisch/adj	vaag/adj	vader/noun	val/verb	veelbetekenend/adj	vergeefs/adj	verleden/noun	verliefd/adj	vermoeid/adj	verontrust/adj	verontschuldig/adj	verruim/verb	vertederd/adj	vertoon/noun	vervlecht/verb	verwachtingsvol/adj	verwijtend/adj	vijandelijk/adj	vitrine/noun	vluchtig/adj	voedsel/noun	voetballer/noun	volg/verb	volsta/verb	voorbijganger/noun	vooruit/adv	vraag/adj	wakker/adj	wat/adv	weemoedig/adj	weer/adv	wend_af/verb	wereld/noun	werkelijkheid/noun	werp/verb	werp_toe/verb	werp_uit/verb	wissel_uit/verb	woord/noun	worst/noun	zelfs/adv	zie/verb	zie_vooruit/adj	zoek/verb	zomaar/adv	zondig/adj	zorgelijk/adj	zuiden/noun	zwart/adj
Latijns-Amerikaans/adj	0.0	0.82268184	0.6201453	0.8722441	0.92148644	0.80416715	0.9142759	0.8580656	0.8630282	0.8167839	0.8743945	0.9083265	0.8377985	0.93589586	0.96222866	0.9115185	0.9571123	0.9755124	0.9399187	0.977159	0.8845823	0.9336813	0.90239054	0.858834	0.8316468	0.96530205	0.7008227	0.898256	0.93231595	0.81338686	0.9084256	0.85639304	0.8873501	0.9263161	0.8447213	0.9717516	0.7156655	0.9126611	0.8632429	0.9440492	0.74040055	0.92193913	0.91655093	0.9203561	0.7861749	0.94482934	0.80889356	0.8446762	0.8250464	0.78090155	0.8202665	0.89994776	0.865801	0.828661	0.9136783	0.75963646	0.9869096	0.95778894	0.9150129	0.93311244	0.95086604	0.82407916	0.88232446	0.9015385	0.9668484	0.95544195	0.9672114	0.893867	0.907219	0.72353566	0.8821311	0.7958989	0.8586532	0.859192	0.814719	0.9325522	0.8203739	0.8767103	0.9228753	0.7502324	0.936174	0.9203377	0.8671236	0.9278239	0.8716489	0.877361	0.9173543	0.9490641	0.8590107	0.93881166	0.91678685	0.8650503	0.94933707	0.95000005	0.92903584	0.9108871	0.90491754	0.927837	0.86436	0.8695822	0.8543685	0.7577418	0.68077064	0.8549067	0.8134162	0.8035578	0.9747203	0.8821873	0.9428602	0.8584573	0.89530313	0.9332424	0.92166674	0.88784546	0.8440584	0.9511019	0.86528707	0.94191486	0.81787044	0.9228264	0.7480011	0.83954585	0.96088433	0.9480884	0.8411123	0.94363856	0.92917573	0.78600514	0.94526225	0.89739966	0.9445137	0.8959624	0.94165975	0.89647174	0.8724512	0.87691116	0.9491015	0.9133434	0.8405794	0.9496732	0.9605908	0.88957024	0.93707246	0.798533	0.89359534	0.69130963	0.938289	0.8649516	0.81655365	0.9348526	0.8668755	0.84049845	0.8876841	0.8356992	0.9543928	0.78739935	0.87769747	0.93158334	0.96434367	0.8534398	0.7954128	0.9326813	0.8524863	0.90839195	0.9261225	0.8351671	0.91135305	0.86760616	0.9105078	0.9410826	0.91515553	0.9354569	0.8408351	0.880409	0.96031433	0.80602044	0.97102934	0.77226937	0.8772451	0.9367981	0.9167592	0.89565843	0.94093025	0.95537645	0.8921315	0.9551475	0.96240664	0.8963803	0.8539491	0.95027006	0.96289927	0.9142632	0.9125198	0.95547366	0.934426	0.86639875	0.82947993	0.98115325	0.87817824	0.85113263	0.90321046	0.8692885	0.9246582	0.95865124	0.94586635	0.8710384	0.95835495	0.9388824	0.94970953	0.8917902	0.8452106	0.89675635	0.9350887	0.95627236	0.807739	0.8943252	0.9860652	0.7984559	0.8437966	0.5739863	0.9248641	0.9327185	0.97273237	0.94727933	0.94535995	0.81522363	0.9327843	0.8943357	0.9437787	0.960395	0.774227	0.975875	0.9084525	0.8805179	0.9541779	0.95926905	0.93325603	0.91988695	0.9046175	0.86683846	0.8082119	0.9607775	0.89369506	0.9666626	0.89451605	0.94702274	0.8998437	0.87107575	0.85640687	0.86529243	0.8895689	0.7284924	0.78748477	0.9295761	0.84710747	0.934843	0.922969	0.8347949	0.93420476	0.8195881	0.9141796	0.95107853	0.89889807	0.9203892	0.9795757	0.87690955	0.6498676	0.805438
Vlaams_nationalist/noun	0.82268184	0.0	0.98309934	0.89937294	0.81018215	0.8469293	0.9561062	0.8097424	0.8609938	0.98414683	0.92582434	0.97026277	0.8839389	0.97207326	0.91023344	0.9845517	0.89822793	0.89916116	0.92073363	0.94472677	0.9872564	0.85466444	0.961392	0.89918214	0.9748013	0.97480434	0.8495	0.9942007	0.9539489	0.9362468	0.94680977	0.94753754	0.96331125	0.9055409	0.94525075	0.9550803	0.9287912	0.9903805	0.98423487	0.9722924	0.9836131	0.91776717	0.82417774	0.9807131	0.9109962	0.81903946	0.9523179	0.90566415	0.96364623	0.8906953	0.95769066	0.9322596	0.99039286	0.984101	0.8593748	0.8403697	0.84462696	0.9624164	0.9615015	0.93053925	0.9357013	0.8943642	0.94596946	0.7884796	0.96165633	0.9427308	0.99624926	0.8341133	0.94448566	0.8423506	0.8749013	0.95992374	0.9756256	0.971527	0.9303114	0.9365789	0.98233604	0.9560875	0.98478466	0.9671687	0.8515228	0.855603	0.9451492	0.9266101	0.9738208	0.93764126	0.92345005	0.9694667	0.928525	0.8612383	0.9048311	0.9619071	0.9935981	0.9555153	0.99852	0.8473723	0.90753204	0.9654793	0.9198711	0.8655901	0.9906893	0.99391955	0.91724354	0.9115836	0.8360304	0.9462724	0.99927974	0.9393594	0.9329904	0.93085515	0.91247934	0.9176316	0.9456662	0.9404783	0.8897786	0.9532034	0.9887856	0.9176225	0.9749714	0.95626694	0.9683394	0.9544775	0.9344355	0.848155	0.8991475	0.9144508	0.9297135	0.69376016	0.9762989	0.97255284	0.9805441	0.98684806	0.9376018	0.8376849	0.9498546	0.93510175	0.8326355	0.88892466	0.9101086	0.9911311	0.8500845	0.9580629	0.81816673	0.8585437	0.9617978	0.8615356	0.9087493	0.9400391	0.88633066	0.7903037	0.9659758	0.9321489	0.8223939	0.9104232	0.9747665	0.9575406	0.97559863	0.9982205	0.92283237	0.8830988	0.9691867	0.9855263	0.9506576	0.8967638	0.9218532	0.9938428	0.8588356	0.9123773	0.95410997	0.98068213	0.9093923	0.8081585	0.85691756	0.9385673	0.95368886	0.983452	0.95222366	0.95530444	0.95975846	0.9731296	0.92768043	0.95151913	0.945285	0.96910554	0.9096165	0.87259436	0.932136	0.9623373	0.7787198	0.98131835	0.82074827	0.88664603	0.9307065	0.90541035	0.91986907	0.9473003	0.87091273	0.97536445	0.8613398	0.982301	0.96440095	0.92794234	0.93125045	0.94565916	0.9765227	0.88145864	0.91006607	0.96267456	0.99323237	0.9753285	0.9247612	0.9627809	0.93056107	0.9179587	0.87063754	0.89642346	0.9948796	0.93116206	0.90544075	0.9303952	0.9726208	0.92234	0.98521894	0.9367483	0.9702095	0.85927415	0.9494709	0.964949	0.9693319	0.94363976	0.9766699	0.915635	0.98805326	0.9921775	0.95906305	0.9886606	0.9605983	0.99540573	0.8859461	0.94706464	0.83900654	0.9443898	0.9569131	0.9648497	0.8452654	0.8347609	0.9704403	0.90525305	0.88498896	0.8999453	0.96437776	0.97802836	0.9479143	0.8477138	0.938372	0.991399	0.9510944	0.93026197	0.94504154	0.82720697	0.93538594	0.70030797	0.87982726	0.85053825	0.98746765	0.95273274	0.92113286	0.92432415
Westers/adj	0.6201453	0.98309934	0.0	0.9256974	0.9025865	0.84923697	0.8268825	0.7532405	0.8381586	0.7554601	0.8724772	0.8837565	0.805992	0.91462123	0.83693194	0.8967124	0.9125145	0.8376695	0.8594228	0.9620632	0.8681327	0.75902724	0.84684664	0.7955815	0.91882426	0.95813906	0.7917981	0.92703205	0.9246913	0.91165715	0.89899015	0.87191796	0.80955905	0.90887547	0.8804986	0.8659947	0.82601744	0.8796611	0.8090037	0.8624806	0.84666944	0.96834666	0.90061766	0.87084335	0.8375874	0.94407535	0.8007823	0.7912525	0.80415636	0.8741241	0.843088	0.90189	0.8729147	0.8523988	0.9058305	0.86560917	0.9997012	0.9215081	0.93001086	0.73922783	0.9274569	0.69314885	0.90821874	0.7870085	0.9219486	0.87361485	0.91972846	0.9085139	0.75402147	0.85455185	0.83495104	0.76515454	0.95579267	0.8746061	0.861074	0.9433971	0.8715058	0.90830225	0.8942945	0.7089664	0.9123996	0.83995456	0.7427052	0.9313178	0.88011837	0.9280308	0.9351423	0.8993968	0.8439087	0.84848356	0.8968558	0.8771965	0.9398427	0.8804018	0.88260496	0.8711962	0.8661755	0.8606122	0.7948845	0.872	0.84095365	0.78960544	0.6563308	0.88240576	0.82236284	0.86333436	0.98660505	0.897696	0.87400234	0.8737978	0.85749817	0.9008149	0.8927838	0.8717637	0.8312039	0.8841686	0.8156053	0.83068025	0.89233	0.89333785	0.8025555	0.8651399	0.9280576	0.9537305	0.73689437	0.85249907	0.9131149	0.9277095	0.93811136	0.8738147	0.8721949	0.8485854	0.9290749	0.9400243	0.80278444	0.9636328	0.8855477	0.850053	0.8393527	0.95578957	0.92901534	0.87129647	0.904661	0.8401723	0.91525054	0.6000227	0.8635434	0.93558276	0.8672783	0.9263243	0.85189974	0.81073606	0.80773234	0.8051627	0.99633646	0.40434325	0.8912934	0.7802677	0.8913648	0.8526024	0.7830133	0.90743583	0.89052486	0.87703526	0.887045	0.8960905	0.8697996	0.8380567	0.9028488	0.9169185	0.7602173	0.90262145	0.926175	0.8209874	0.85329044	0.8958204	0.8533221	0.6538576	0.93815726	0.8447828	0.8817288	0.778845	0.943853	0.96475327	0.91604674	0.97177976	0.90801084	0.9532297	0.7694382	0.9580277	0.9566127	0.9147819	0.9411631	0.9084008	0.8628725	0.84100425	0.8218509	0.9245767	0.8441659	0.9409817	0.8766386	0.8386259	0.9537044	0.85506845	0.90417254	0.8129338	0.820789	0.9735493	0.94293123	0.90784895	0.7851025	0.9212331	0.8478641	0.8368362	0.87233764	0.9599602	0.944499	0.87004995	0.90056515	0.64808154	0.89141774	0.885315	0.8835244	0.9514899	0.9216908	0.8492794	0.8816373	0.8508643	0.85698014	0.9404644	0.9053868	0.9285581	0.8260323	0.87815	0.86147547	0.9171953	0.809461	0.92102754	0.90053755	0.8495246	0.80511653	0.90775895	0.86780185	0.90949976	0.9252736	0.908392	0.8992064	0.83370787	0.86359704	0.9139657	0.8578951	0.59820396	0.8774873	0.86742383	0.8834594	0.93599296	0.9282254	0.84674335	0.9066631	0.7674933	0.90063214	0.9232327	0.86098105	0.88989127	0.94778305	0.7985604	0.8044503	0.76769716
aangesloten/adj	0.8722441	0.89937294	0.9256974	0.0	0.8141465	0.850534	0.7991532	0.86089456	0.85822994	0.7230625	0.9641849	0.9778964	0.95045906	0.8694843	0.9361523	0.8839376	0.9239149	0.8404463	0.8391487	0.95807636	0.9346496	0.8792663	0.91347194	0.92355657	0.90041053	0.9650636	0.9700196	0.964409	0.88001376	0.95746773	0.9649154	0.91779685	0.9871945	0.93442667	0.9707022	0.81195307	0.9805406	0.9564213	0.8246773	0.91605467	0.91186756	0.92565125	0.90376484	0.96850437	0.90217024	0.9419584	0.9471588	0.95674074	0.96666193	0.88320214	0.97314215	0.97542894	0.9730706	0.9572207	0.87455094	0.98137605	0.9103897	0.948229	0.95354104	0.8560165	0.922374	0.8470634	0.9279269	0.8142715	0.96825475	0.8896306	0.90939593	0.9081541	0.9038402	0.95879287	0.9122585	0.87504184	0.86758536	0.98491	0.9396775	0.9498874	0.9035267	0.9170388	0.92576176	0.97692657	0.98497534	0.8310424	0.89217365	0.91495335	0.93335503	0.8947316	0.9178406	0.94669235	0.8505463	0.92975783	0.8856581	0.915035	0.92646027	0.9089576	0.8534645	0.8939058	0.9576982	0.94495916	0.94409263	0.957745	0.96363944	0.8648577	0.9562303	0.9351476	0.9644596	0.9472294	0.9855952	0.9349762	0.95142484	0.9331545	0.990043	0.9384907	0.94122183	0.9265353	0.84077436	0.91021675	0.92665833	0.84550786	0.86833227	0.8433615	0.92647856	0.9940782	0.9409226	0.82305014	0.91690654	0.9968007	0.91059047	0.91212535	0.9250357	0.89279133	0.8616124	0.9087628	0.88795173	0.9205903	0.89503425	0.93411165	0.9322437	0.97392166	0.8803537	0.9514466	0.91527605	0.96422267	0.9889048	0.9439967	0.9976636	0.90720534	0.964521	0.9672633	0.96268994	0.94223917	0.8806743	0.9357845	0.7881548	0.9951851	1.0	0.9981003	0.8458666	0.83141685	0.9962533	0.9392181	0.92393047	0.9955777	0.9645296	0.86798006	1.0	0.97670174	0.91040164	0.9409964	0.9610596	0.99473315	0.8720094	0.9626032	0.9609057	0.80792004	0.9649646	0.9400578	0.7527225	0.96030176	0.9639178	0.94489545	0.8687623	0.94719356	0.91101485	0.98245245	0.953026	0.959946	0.9704405	0.9150543	0.9484164	0.9166086	0.9695536	0.9394593	0.82744306	0.95219237	0.8551929	0.8878949	0.8599562	0.93165046	0.98160076	0.9677542	0.9474056	0.928326	0.96106625	0.92277503	0.81398714	0.9397299	0.8725226	0.84994256	0.97649056	0.88961834	0.9409384	0.99826956	0.95462126	0.9038173	0.94181335	0.9625354	0.8992069	0.9730535	0.92512846	0.9205643	0.94407964	0.9788223	0.9589305	0.89347243	0.9698369	0.917531	0.9053263	0.90732205	0.9295847	0.94285226	0.900502	0.9987588	0.9396496	0.8663596	0.9627915	0.9605813	0.99821573	0.9175409	0.8808316	0.9034871	0.8457347	0.9668465	0.9080594	0.9434618	0.90074706	0.852767	0.9889832	0.94150144	0.9829327	0.89639485	0.9671139	0.9159134	0.880356	0.9186802	0.9864382	0.9988309	0.9853263	0.9444717	0.89765143	0.9347198	0.97233945	0.87674075	0.9351275	0.85283715	0.9976854	0.9710212	0.97173476	0.9012064
achteloos/adj	0.92148644	0.81018215	0.9025865	0.8141465	0.0	0.70265716	0.6434988	0.7816378	0.7776934	0.77988505	0.7181753	0.8771157	0.86444765	0.7599029	0.75632787	0.7450466	0.62740946	0.8199971	0.84874356	0.82882154	0.74076533	0.8031442	0.73545647	0.8939786	0.7867757	0.85149556	0.7268748	0.87615323	0.8176151	0.76761174	0.86153	0.89978933	0.8815884	0.6746911	0.7954993	0.83008707	0.86310726	0.89292157	0.7850059	0.7979188	0.8474332	0.80024254	0.7699449	0.82267714	0.8325184	0.7635256	0.8311497	0.77265483	0.87226397	0.73089796	0.84382343	0.8623734	0.79880536	0.8323592	0.81663895	0.7861986	0.883145	0.8791718	0.70824283	0.8276529	0.8819921	0.8480123	0.7037363	0.8365902	0.88798344	0.8768798	0.9169933	0.6129211	0.8300905	0.82528806	0.89249027	0.88432	0.6841253	0.91314936	0.84565485	0.82616806	0.82122076	0.7995827	0.89468	0.9188577	0.7741442	0.8438335	0.8568529	0.84001464	0.75238144	0.6818533	0.7258587	0.91675633	0.8863351	0.816838	0.8538022	0.6868167	0.872243	0.8592417	0.8447041	0.7698771	0.86424536	0.83066434	0.6954866	0.63760424	0.8783073	0.87962765	0.796303	0.74189144	0.8056547	0.79598534	0.9813003	0.7985949	0.83345425	0.8264959	0.7917974	0.73829824	0.7693329	0.71080106	0.77078044	0.8945163	0.7396271	0.9067155	0.6830431	0.7561789	0.916005	0.7960279	0.7248196	0.86714137	0.77492714	0.83625495	0.7173601	0.8932706	0.68513966	0.82014173	0.8017138	0.8295691	0.8626774	0.7315688	0.7358999	0.91662997	0.8763093	0.757869	0.7090578	0.9081013	0.7690836	0.87957335	0.6925207	0.8746773	0.8290883	0.92305416	0.5979306	0.7536673	0.8609169	0.7401258	0.8903051	0.8387631	0.8353728	0.8535284	0.9932538	0.97944367	0.72496176	0.87031865	0.7712758	0.79344976	0.71159637	0.82953036	0.83905387	0.81613326	0.81660974	0.8594066	0.8306782	0.77887	0.8496841	0.8499292	0.7610661	0.546104	0.78070056	0.7937947	0.87877077	0.8765928	0.8444753	0.871915	0.72732854	0.753074	0.7026603	0.8399179	0.83450234	0.74638945	0.8254112	0.6642358	0.655583	0.77875835	0.78452057	0.6706656	0.63394046	0.63494325	0.83610773	0.8961102	0.6935228	0.81623435	0.74962986	0.7963502	0.90328145	0.69646513	0.82372934	0.7822341	0.89322853	0.68652976	0.6273886	0.77386606	0.8742042	0.78654444	0.826508	0.75455666	0.75482905	0.9535373	0.6004604	0.88086104	0.851748	0.75753295	0.75749004	0.7267276	0.6988668	0.7864148	0.79690135	0.87152135	0.8082403	0.724718	0.8701813	0.8526303	0.8542113	0.7640808	0.88964105	0.7905315	0.93865174	0.8921911	0.7449064	0.86171675	0.7981193	0.89938796	0.91391295	0.7594059	0.58141327	0.854182	0.89689004	0.8649687	0.78376067	0.7024304	0.66334236	0.7521616	0.8697417	0.6355957	0.79801947	0.803878	0.7778379	0.8944574	0.79039866	0.7326664	0.8056689	0.9350937	0.78680205	0.8030447	0.8557848	0.66892785	0.7527015	0.904646	0.8215324	0.520718	0.731012	0.865494	0.89634395	0.82029474
afstandelijk/adj	0.80416715	0.8469293	0.84923697	0.850534	0.70265716	0.0	0.8901837	0.70912373	0.675467	0.8915556	0.72794676	0.8370714	0.72527117	0.8518609	0.7491616	0.9661838	0.8141123	0.8461875	0.78780276	0.83738315	0.7903611	0.7396982	0.7663108	0.8451905	0.81437296	0.7580235	0.72942847	0.85119534	0.91292727	0.80347586	0.93265456	0.97383386	0.90220827	0.8882579	0.7707101	0.7712733	0.6710489	0.84701765	0.63729906	0.7526793	0.7833258	0.8837123	0.83302486	0.84305394	0.688073	0.7938231	0.74005985	0.7594113	0.9064081	0.8085047	0.86323804	0.7336661	0.79717505	0.6570074	0.8232215	0.6663828	0.9457468	0.837044	0.76628923	0.7596371	0.81262946	0.8569589	0.84967387	0.76028514	0.8385899	0.97066313	0.9492534	0.7495905	0.8245192	0.7984291	0.715213	0.8596867	0.8264693	0.93348706	0.685729	0.8832679	0.6882269	0.833057	0.8269265	0.88515157	0.81441766	0.6671673	0.7769305	0.8547601	0.72807884	0.71635514	0.76493984	0.9857265	0.9111594	0.8671704	0.79362255	0.65434647	0.87036484	0.86797935	0.8839149	0.6938642	0.8838869	0.87066054	0.78932786	0.7927338	0.80216956	0.7156743	0.6544188	0.5737413	0.62556314	0.69960964	0.96802825	0.83996224	0.8296193	0.89561343	0.80666995	0.77493244	0.7895577	0.74272704	0.6760913	0.8653294	0.85616493	0.8957274	0.5055088	0.8983166	0.90273863	0.76305914	0.8681861	0.8507384	0.59811485	0.8632941	0.8083554	0.76403314	0.7650362	0.7845978	0.8707784	0.8023829	0.8317093	0.6317646	0.638683	0.8780684	0.91232806	0.81684446	0.7581964	0.83569145	0.5894618	0.79910606	0.7678676	0.62100434	0.8617579	0.7004666	0.8208674	0.7718832	0.8561261	0.77161056	0.8880524	0.74749875	0.79925	0.6999419	0.8162013	0.95712847	0.551492	0.7437471	0.71013594	0.64582217	0.768299	0.8934575	0.84314704	0.6197009	0.89914125	0.85157245	0.82384324	0.7344587	0.7945653	0.8489361	0.67806464	0.80691975	0.87903047	0.80847704	0.92248005	0.70876634	0.8869047	0.71058065	0.7514161	0.76679254	0.86129105	0.82162875	0.8724035	0.8497609	0.8639266	0.7037144	0.6806209	0.7842829	0.631284	0.7884848	0.7871757	0.74857223	0.5888299	0.8574089	0.848241	0.6823796	0.7570913	0.897329	0.79126704	0.8439944	0.8243833	0.75926226	0.80084443	0.9429616	0.87334424	0.6388959	0.6564832	0.8604995	0.7536525	0.78562534	0.70958954	0.9457685	0.7793975	0.8862149	0.74884856	0.801512	0.9082203	0.8826616	0.8481494	0.6619519	0.7516718	0.8825125	0.8926195	0.86389387	0.9346597	0.800664	0.7408601	0.8301037	0.77695024	0.843051	0.863769	0.82726014	0.8160648	0.86028075	0.8545145	0.8466271	0.9715443	0.8064992	0.77037805	0.9097034	0.8981662	0.8012522	0.8718276	0.8012957	0.82051855	0.82001984	0.9140877	0.59340996	0.6111584	0.8811017	0.72434765	0.81170326	0.7214667	0.7648375	0.8493272	0.9592202	0.8617857	0.6842851	0.9474707	0.6416483	0.81511927	0.88265777	0.83058465	0.86220485	0.9017899	0.83447224	0.80109155	0.8179058
afval/noun	0.9142759	0.9561062	0.8268825	0.7991532	0.6434988	0.8901837	0.0	0.805064	0.92344546	0.79519325	0.90994895	0.9247421	0.9208793	0.9174673	0.9137323	0.6447745	0.697178	0.8320325	0.9346215	0.86147857	0.8796658	0.85143626	0.80296534	0.94955593	0.7087593	0.9014877	0.91911083	0.8582266	0.6769905	0.89320266	0.8579047	0.6776614	0.8894042	0.63237244	0.84245634	0.8200095	0.9790526	0.84380126	0.92643154	0.9103533	0.78215355	0.9408147	0.90282583	0.9196457	0.93310267	0.9197341	0.93161094	0.84622145	0.89661866	0.8201381	0.92751247	0.9701061	0.9426893	0.9264719	0.8802195	0.8997227	0.9572053	0.86789274	0.9274067	0.8514716	0.9283643	0.8956566	0.7035063	0.81420016	0.9612685	0.60618305	0.916412	0.8391274	0.9028254	0.90456945	0.91761667	0.89213455	0.6814929	0.8653027	0.8670878	0.9023228	0.9389887	0.83039355	0.94630355	0.9778097	0.94368297	0.9338609	0.8827051	0.8401451	0.92306256	0.6331351	0.926198	0.6973348	0.61609197	0.9363732	0.8888128	0.8667426	0.9486993	0.9202866	0.74452853	0.86569804	0.9403783	0.8821992	0.79428387	0.9317157	0.8988438	0.8560334	0.9452852	0.8798895	0.8890632	0.9697882	0.9843694	0.87309146	0.91108185	0.9177998	0.9084692	0.8552507	0.91512966	0.83640444	0.8902967	0.8184956	0.8201572	0.8387092	0.8330679	0.7697089	0.94309235	0.929502	0.90236115	0.89676905	0.9256945	0.92005956	0.7720373	0.988334	0.60805666	0.88030654	0.85164595	0.8368738	0.8899535	0.8369115	0.8734162	0.95916116	0.90895313	0.9061368	0.90412235	0.99397105	0.94600874	0.91504097	0.89160764	0.91020584	0.93000597	0.8903326	0.8482754	0.82891107	0.9099382	0.90703654	0.8944367	0.8289986	0.7041555	0.87687606	0.99233276	0.8885802	0.90090233	0.8032331	0.9120993	0.9064412	0.87557554	0.8888905	0.9838137	0.96759385	0.9714796	0.9310533	0.85896736	0.9165359	0.857007	0.9919231	0.928888	0.7578957	0.9156177	0.74046004	0.8858038	0.8696167	0.88400865	0.92979205	0.78233325	0.8440181	0.7779372	0.851054	0.82635736	0.8966137	0.82301825	0.93863654	0.7863312	0.90011096	0.83970976	0.84643334	0.72355044	0.6924627	0.92948616	0.94932973	0.8334884	0.87133735	0.62493366	0.7938801	0.9558102	0.8868768	0.93699193	0.8931455	0.9212198	0.7285795	0.5539803	0.88795984	0.90378	0.78730977	0.9142747	0.6693524	0.9243389	0.8563077	0.83560395	0.9450683	0.92014515	0.80948484	0.7556557	0.8317184	0.88951117	0.90673554	0.87433296	0.9317105	0.7892315	0.9103744	0.9401446	0.89922905	0.9412395	0.9227493	0.95577216	0.9496522	0.9856284	0.94661516	0.87243193	0.9711577	0.96297777	0.93655175	0.9526007	0.80174387	0.79426044	0.7861049	0.86271673	0.8891276	0.708586	0.67943895	0.89658815	0.8546264	0.91824687	0.89393973	0.92129564	0.8963233	0.9625968	0.90797055	0.9032629	0.75354904	0.87017995	0.9147952	0.76797605	0.8950811	0.74344015	0.7060311	0.89421314	0.8888625	0.8658335	0.677034	0.93912697	0.8582294	0.9541589	0.84196955
