	Champs-Elysées/name	Marilyn/name	Spielbergs/det	Strupar/name	Westers/adj	achter/prep	afval/noun	alleen/adv	ander/adj	angstig/adj	applaus/noun	baard/noun	bang/adj	begerig/adj	bekijk/verb	bekritiseer/verb	bepaal/verb	bewonder/adj	bezem/noun	bied/verb	binnenkant/noun	blanco/adj	boekenkast/noun	boekhouding/noun	boon/noun	boos/adj	boven/prep	breed/adj	briefwisseling/noun	broeierig/adj	buitenaf/adv	collectie/noun	coulisse/noun	cultiveer/verb	daal_af/verb	dan/adv	danseres/noun	de/det	dezelfde/det	die/det	die/pron	diepzinnig/adj	ding/noun	doordringend/adj	draak/noun	dreigend/adj	droevig/adj	dromerig/adj	druk_in/verb	duister/adj	dummy/noun	een/det	eenzelfde/det	eenzijdig/adj	eerste/num	eigen_toe/verb	en/vg	ene/adj	engel/noun	ernstig/adj	erwt_soep/noun	fles_DIM/noun	fobie/noun	fris/adj	gebit/noun	gedachte_wereld/noun	geef/verb	geen/det	gelaatsuitdrukking/noun	generaal/noun	geniepig/adj	geregisseerd/adj	gezicht/noun	glas/noun	gram/noun	guitig/adj	gun/verb	haar/det	haar/noun	hand/noun	hautain/adj	hecht/verb	hongerig/adj	hoofd_rol_speler/noun	hun/det	ieder/det	iemand/noun	in/prep	inkt_zwart/adj	inlevingsvermogen/noun	instrumentarium/noun	intelligent/adj	ironie/noun	ironisch/adj	jaar_boek/noun	je/det	journalist/noun	jouw/det	kaart/noun	keer/verb	kerkganger/noun	keur/verb	keur_af/adj	kijk/verb	kijk_aan/verb	kijk_heen/verb	kleding_zaak/noun	kleuter/noun	klok/noun	koek/noun	koel/adj	komiek/noun	kort/adj	kritisch/adj	kwaad/adj	laat/verb	leeg/adj	leer/verb	lever_op/verb	lijst_DIM/noun	maatschappij/noun	magnifiek/adj	mama/noun	mannelijk/adj	me/pron	meesterschap/noun	meewarig/adj	merk_op/verb	met/prep	mijn/det	mismoedig/adj	modern/adj	monster/noun	naar/adj	naar/prep	nauw/adj	nauwkeurig/adj	naïef/adj	niet_westers/adj	objectief/adj	onder/prep	onderzoek/adj	oneindig/adj	ongeluk/noun	ons/det	onthutsend/adj	ontluik/verb	oog/noun	op/prep	open/adj	opener/noun	opgelucht/adj	opzichtig/adj	outfit/noun	paard/noun	pak/noun	passagier/noun	planeet/noun	projectontwikkelaar/noun	publiek/noun	richt/verb	richting/noun	schaduwzijde/noun	schalks/adj	scheef/adj	scherm/noun	scherp/adj	schouder/noun	schuif/verb	schuin/adj	sereen/adj	sla_neer/verb	smeek/adj	snel/adj	sober/adj	spiegel_DIM/noun	staar/adj	star/adj	stoeprand/noun	streng/adj	terloops/adj	toekomst/noun	toon/verb	trek_open/verb	triomfantelijk/adj	uit/prep	uitstraling/noun	vaag/adj	vader/noun	val/verb	van/prep	vang_op/verb	veelbetekenend/adj	verbreed/verb	verdraag/verb	vergun/verb	verleden/noun	verleg/verb	verliefd/adj	vermink/verb	vermoeid/adj	verontrust/adj	verontschuldig/adj	verruim/verb	vertederd/adj	vertoon/noun	verwachtingsvol/adj	verwijtend/adj	vijandelijk/adj	vijftiger/noun	vluchtig/adj	voeg_toe/verb	voetballer/noun	volg/verb	volsta/verb	voorbijganger/noun	vraag/adj	waarin/pp	waarmee/pp	wakker/adj	wat/det	weemoedig/adj	wend_af/verb	wereld/noun	werkelijkheid/noun	werp/verb	werp_op/verb	werp_toe/verb	werp_uit/verb	wissel_uit/verb	woord/noun	wring/verb	zelfs/adv	zicht/noun	zie/verb	zie_vooruit/adj	zijn/det	zo'n/det	zonder/prep	zondig/adj	zorgelijk/adj	één/num
Champs-Elysées/name	0.0	0.93798935	0.94938266	0.95517546	0.96433794	0.93890375	0.9512858	0.9422497	0.9645021	0.9565745	0.95082396	0.95108736	0.9550681	0.94656616	0.95311373	0.98281914	0.97132045	0.956532	0.9733026	0.9569031	0.96849614	0.9621212	0.9315872	0.98613465	0.96437216	0.9807098	0.9425413	0.95541376	0.9558775	0.9641286	0.9724364	0.9356055	0.9431009	0.9615894	0.9374597	0.94413006	0.9329588	0.9109978	0.9293012	0.9380048	0.92562675	0.95653653	0.9671239	0.9748879	0.9671884	0.9550761	0.93779135	0.9246589	0.979616	0.9615885	0.94770145	0.9208611	0.9564338	0.9708839	0.91424793	0.9586613	0.9285972	0.9371009	0.9671343	0.98996055	0.9478258	0.9435133	0.9755794	0.9372564	0.9557367	0.9652471	0.9702993	0.96453846	0.966643	0.9688336	0.96431917	0.94225734	0.97239935	0.94017065	0.9542487	0.95992696	0.9475408	0.9279019	0.9624113	0.97087306	0.9746229	0.9678949	0.94832456	0.9656988	0.9187424	0.920895	0.9622011	0.93191427	0.9426966	0.9879992	0.9597851	0.96974576	0.95390123	0.9717196	0.9667179	0.9523069	0.9618956	0.94085115	0.9499835	0.9619643	0.9661696	0.94801265	0.9704219	0.95116866	0.9317105	0.96705735	0.9081623	0.95856595	0.953166	0.96378666	0.9584844	0.9187439	0.9470222	0.9729917	0.98405474	0.9499586	0.9327412	0.96254027	0.96583956	0.95113885	0.96623206	0.94746155	0.9587999	0.9604736	0.97927535	0.95327103	0.9297265	0.9510386	0.9282827	0.94692135	0.9502242	0.9423043	0.9612829	0.9595655	0.95151603	0.9621887	0.957115	0.9675264	0.91114426	0.97084767	0.9535095	0.95129716	0.9661602	0.95774055	0.9314976	0.9696399	0.9727116	0.9620987	0.9211441	0.94608974	0.94798493	0.96320635	0.94401044	0.9402374	0.9582453	0.9405285	0.9541669	0.93455076	0.9503888	0.93607	0.9420282	0.9266385	0.97356534	0.9495546	0.9441709	0.9499374	0.9663631	0.9373475	0.95764214	0.9207741	0.9380242	0.9288245	0.96721464	0.9521842	0.9435556	0.9584344	0.9733779	0.9589734	0.95102644	0.9787619	0.9595268	0.97413015	0.9444431	0.93591696	0.91013044	0.9471063	0.93537927	0.9548412	0.93908125	0.9321599	0.94170386	0.9704042	0.9358651	0.9706477	0.9622493	0.95874465	0.95706224	0.944567	0.9527818	0.9511847	0.9358108	0.9643125	0.958078	0.9772674	0.9414305	0.9507625	0.9129227	0.9385401	0.95449626	0.9502639	0.95579433	0.9672267	0.9372399	0.95559037	0.95569736	0.9421874	0.95019996	0.9516525	0.94434416	0.9739643	0.95617	0.9296946	0.98082644	0.94805574	0.9632677	0.93979055	0.9639132	0.9393984	0.96528864	0.9630656	0.9760108	0.9457371	0.94622624	0.92046124	0.94748336	0.9555095	0.9096769	0.93303984	0.95319545	0.97566956	0.95232177	0.93725795
Marilyn/name	0.93798935	0.0	0.9370495	0.9375049	0.90647304	0.9208	0.9542352	0.8800405	0.89243543	0.92376715	0.92582977	0.90066147	0.9263935	0.9457629	0.892739	0.9470663	0.95088017	0.899647	0.95780015	0.9275412	0.9572653	0.90790635	0.9251979	0.9649582	0.95426923	0.90590835	0.9434866	0.9032362	0.93393326	0.9358488	0.95597136	0.8633205	0.9217242	0.92335	0.9428133	0.9249616	0.8408869	0.9008984	0.881135	0.88656914	0.81954587	0.9196724	0.9031443	0.9551016	0.9067422	0.9208381	0.8859652	0.85633093	0.9559763	0.8794689	0.9642749	0.84615785	0.91104376	0.94359523	0.9228193	0.92423296	0.84564626	0.86303896	0.8606049	0.95262104	0.97047806	0.910513	0.96985304	0.8740208	0.90531373	0.9492434	0.93281674	0.920321	0.9377676	0.91314745	0.9291741	0.8850306	0.8562224	0.903918	0.95644563	0.8749565	0.9280635	0.7756527	0.87581486	0.9202052	0.9382642	0.93468285	0.9087169	0.86952883	0.875009	0.8982185	0.8961291	0.9188888	0.9247388	0.9137986	0.9480983	0.8590505	0.9004208	0.90023273	0.94452626	0.8827511	0.90711397	0.85234237	0.9388061	0.94756	0.9497192	0.948998	0.9514135	0.9108454	0.9095228	0.9450485	0.9073742	0.9223197	0.9321351	0.9316193	0.92204016	0.8353013	0.88157	0.9237663	0.9345923	0.91620654	0.9288012	0.9255348	0.92834383	0.91648567	0.93920434	0.8998758	0.8839185	0.8512551	0.9212864	0.91465294	0.9309179	0.9265112	0.85619825	0.868091	0.95670384	0.8675308	0.89712864	0.8942077	0.9521979	0.9507294	0.9173244	0.8939998	0.9456863	0.95671964	0.9197857	0.9163038	0.91178924	0.93255335	0.9126785	0.9270285	0.9747737	0.9020781	0.9258327	0.9594662	0.9505267	0.9215261	0.87564236	0.8649919	0.92498404	0.9008782	0.9686137	0.9040295	0.94656277	0.8655039	0.9456546	0.966155	0.9462433	0.91083306	0.9220754	0.8849684	0.9217375	0.9087485	0.9323762	0.9346536	0.90817326	0.9453553	0.94287306	0.95014846	0.8614681	0.9365616	0.95308363	0.9062324	0.95382255	0.94799876	0.8558099	0.9523873	0.85518026	0.9270051	0.8947227	0.8561764	0.8809098	0.8801549	0.85997	0.94481593	0.8739854	0.94978994	0.9001053	0.961963	0.9235975	0.9651353	0.9225083	0.96311206	0.8374213	0.94300187	0.9250061	0.91102684	0.9333874	0.97125083	0.93031937	0.91442895	0.9581543	0.96749455	0.9504765	0.91977245	0.8830162	0.92699707	0.87345535	0.9433551	0.93582845	0.9198584	0.9702066	0.83415437	0.87411994	0.94807845	0.90900916	0.9067918	0.94991475	0.8991276	0.8704307	0.9129574	0.9474228	0.95441437	0.9694613	0.90771216	0.9089873	0.9315887	0.8700658	0.9646182	0.860888	0.9438392	0.8251884	0.88415706	0.9255258	0.92304456	0.95119554	0.9364207
Spielbergs/det	0.94938266	0.9370495	0.0	0.9810841	0.9697871	0.94420993	0.978739	0.97084403	0.9661853	0.9282809	0.9460949	0.98325974	0.9635643	0.9222751	0.930624	0.9624362	0.9776666	0.94227767	0.9690585	0.96048594	0.9870238	0.9804516	0.96758866	0.9712855	0.9725704	0.9501868	0.97144026	0.9660564	0.94242245	0.9542587	0.9799107	0.937309	0.9319611	0.9231638	0.97625613	0.9614546	0.9319395	0.9379786	0.961203	0.9311436	0.9201427	0.94535977	0.96948624	0.9734464	0.94562507	0.95513177	0.92961717	0.9452381	0.9506542	0.9297789	0.9437041	0.91660917	0.95259017	0.97253025	0.9463146	0.96624017	0.95106715	0.9470247	0.93616533	0.97074264	0.94335717	0.9711616	0.96185523	0.9822731	0.9706596	0.9158787	0.98177564	0.93659735	0.94478863	0.96165806	0.9915741	0.90967983	0.9554162	0.9694042	0.988997	0.94747126	0.94820833	0.89504814	0.97378415	0.9882919	0.9801075	0.97305346	0.9227618	0.9036668	0.93038404	0.9586135	0.96378905	0.94396985	0.9488972	0.9573178	0.9526222	0.9580617	0.961867	0.9475658	0.96306974	0.93770444	0.95347375	0.9175631	0.975787	0.97830087	0.97387	0.94544417	0.9480926	0.9518095	0.9525874	0.9521278	0.9767447	0.9735262	0.9692526	0.98399585	0.9787594	0.8871157	0.9308953	0.9667006	0.9561669	0.9779068	0.9636549	0.9779732	0.95083153	0.96649295	0.9788831	0.9007962	0.98437035	0.9269876	0.98080474	0.957426	0.94834757	0.9679165	0.9462263	0.9119276	0.945923	0.947464	0.91403157	0.9676022	0.9720373	0.95714533	0.9661312	0.936414	0.95565456	0.9766319	0.977247	0.9764459	0.9335642	0.9654548	0.95447105	0.9152908	0.9444798	0.95980984	0.96684146	0.98756874	0.9371606	0.9726266	0.974732	0.98181224	0.95942426	0.97926486	0.9817021	0.90693104	0.9504222	0.946703	0.9635659	0.97528046	0.9402094	0.9144899	0.97455513	0.8942131	0.9715275	0.98028487	0.97682565	0.97684705	0.96218526	0.95530254	0.93619835	0.96863747	0.9546707	0.9641352	0.9369626	0.959662	0.9815016	0.9835349	0.9329151	0.95824784	0.9354832	0.9645011	0.9689115	0.924746	0.9707573	0.9563088	0.9443916	0.9511361	0.9251526	0.9770374	0.91531456	0.97603476	0.97887695	0.9620653	0.9307413	0.9562009	0.95137376	0.9736653	0.97308093	0.98176694	0.9390932	0.95733774	0.965167	0.9334968	0.9573454	0.9632935	0.9643512	0.9777529	0.9541622	0.9828071	0.9661719	0.9468225	0.97606605	0.969632	0.95562315	0.86879885	0.9567209	0.9728029	0.94746435	0.95213836	0.9543359	0.928457	0.8968789	0.9238972	0.97931147	0.9549876	0.97659606	0.9648033	0.9446527	0.9789359	0.94319504	0.9770456	0.9257143	0.9369579	0.8874971	0.9498516	0.9627539	0.96694976	0.9789989	0.95819706
Strupar/name	0.95517546	0.9375049	0.9810841	0.0	0.9356196	0.9298732	0.9557757	0.905766	0.9240208	0.91526306	0.9177747	0.9421298	0.9157589	0.95329726	0.95474815	0.9330095	0.9312768	0.929411	0.94807434	0.94107556	0.9162158	0.9452095	0.9718717	0.9607924	0.95349014	0.91732305	0.9352939	0.93076915	0.9573541	0.92288935	0.9438607	0.9587526	0.9246041	0.96398395	0.9329492	0.8428245	0.9105532	0.87834275	0.913533	0.84949416	0.884712	0.9370334	0.91401875	0.9581555	0.9133175	0.92328346	0.9421856	0.9326338	0.92663014	0.94202614	0.9608024	0.8807081	0.91193473	0.9388598	0.8820115	0.95168865	0.8944364	0.91438705	0.9000577	0.93987316	0.9395435	0.9463673	0.97787946	0.9055041	0.92411107	0.9812873	0.93964976	0.9060699	0.94769615	0.9352387	0.9374155	0.9381429	0.92425734	0.9424388	0.95912147	0.9599313	0.8928586	0.8790254	0.9229909	0.9200883	0.920281	0.9615221	0.9130365	0.923021	0.8759656	0.9004384	0.8996929	0.9023673	0.9215039	0.95816475	0.96046776	0.92106795	0.92548394	0.9245115	0.97187185	0.8770654	0.92036474	0.8903665	0.9107477	0.89678544	0.93269897	0.9338602	0.93353	0.9298544	0.8972823	0.91026604	0.9635048	0.9140883	0.91360986	0.9554458	0.91783404	0.91315585	0.9246339	0.9249469	0.93836045	0.8808441	0.92686325	0.9352853	0.91337603	0.91462994	0.9395936	0.9335155	0.89559424	0.921195	0.88508904	0.90384644	0.93729985	0.9226613	0.8987964	0.8538058	0.9404761	0.96246123	0.93551975	0.9150133	0.92883366	0.9475996	0.9392589	0.93393475	0.9595701	0.930341	0.9395488	0.95025957	0.92228186	0.93385315	0.87953216	0.9376001	0.9667499	0.92205405	0.8900561	0.93712664	0.9192968	0.90113795	0.9215082	0.9203661	0.92638177	0.9153493	0.9562111	0.94341636	0.9351438	0.87419033	0.95753974	0.9386292	0.93141294	0.9477497	0.9407569	0.9270729	0.8903386	0.87724805	0.89592665	0.91815895	0.92002046	0.94676083	0.9388287	0.8787087	0.94667023	0.97585386	0.9557283	0.9466623	0.93072146	0.9555442	0.91087353	0.9297552	0.89005625	0.92273885	0.9168224	0.94091773	0.90558857	0.9524714	0.9251414	0.90553874	0.92763627	0.91927075	0.928295	0.9505191	0.92562777	0.9769252	0.93056524	0.9422605	0.944699	0.96812636	0.88535625	0.9283427	0.9343448	0.9452732	0.9663863	0.9228916	0.95937115	0.95937514	0.91707057	0.92549205	0.94178057	0.95101553	0.85982084	0.9270437	0.90950406	0.93243223	0.95418876	0.93444073	0.92277765	0.9542066	0.8855058	0.92271256	0.93307585	0.9435941	0.9260481	0.91008514	0.9628029	0.9222721	0.9427767	0.9413596	0.9363773	0.887678	0.89408416	0.9451692	0.91525435	0.9668356	0.8484022	0.9111178	0.9112486	0.93808424	0.9448581	0.9155673
Westers/adj	0.96433794	0.90647304	0.9697871	0.9356196	0.0	0.90866184	0.92383665	0.8260567	0.78474474	0.8712819	0.90145195	0.89723593	0.8363545	0.9555035	0.8960176	0.8242677	0.8627895	0.9343243	0.9359847	0.8366639	0.9297103	0.9410693	0.9416418	0.91511977	0.925916	0.8481677	0.9036954	0.83093137	0.9283202	0.91143125	0.8415296	0.89365995	0.8886514	0.89532435	0.9400343	0.90161395	0.89933634	0.745891	0.86599815	0.81020933	0.721498	0.91319084	0.9030023	0.94329596	0.9161848	0.8169801	0.91807723	0.9143604	0.9194738	0.8293693	0.95544	0.81624854	0.8389311	0.8042408	0.9169376	0.8831667	0.75821334	0.8686551	0.907659	0.85836905	0.9718365	0.9216038	0.92819875	0.89752924	0.90734065	0.9300544	0.9076656	0.84866834	0.91737664	0.78239614	0.94282454	0.91114175	0.8905573	0.9186988	0.93774706	0.9388819	0.90561426	0.8519298	0.9145226	0.90506405	0.92249066	0.84652984	0.88358843	0.8804331	0.7762576	0.8335873	0.86109614	0.84958625	0.94536954	0.9254556	0.8950507	0.86803204	0.8367452	0.823919	0.94156975	0.89052755	0.768186	0.8734695	0.9310233	0.838848	0.9061508	0.9206249	0.9262513	0.9107746	0.8949595	0.9288062	0.92538327	0.90553373	0.9150436	0.9316213	0.8974098	0.9035141	0.91019225	0.8187084	0.8721743	0.8903304	0.93248636	0.86159664	0.88492393	0.8834877	0.76179034	0.92666256	0.92522013	0.82822573	0.9173017	0.8984791	0.9156539	0.8848394	0.8391035	0.91040415	0.9420155	0.75509083	0.90477425	0.87500143	0.8895328	0.8136329	0.8933928	0.8619679	0.8535025	0.8602476	0.8193227	0.92781323	0.8803003	0.8938281	0.7632214	0.9084183	0.9427805	0.8650397	0.8875367	0.92877716	0.93763006	0.92048097	0.86798567	0.9222513	0.9370046	0.90364295	0.8887366	0.88619393	0.87085664	0.85861427	0.81779826	0.8725716	0.89672714	0.9418063	0.90966	0.88478327	0.8505062	0.91899455	0.8990372	0.9146066	0.90711546	0.9168496	0.9143408	0.87889564	0.883895	0.93065923	0.943963	0.8674571	0.96633595	0.8845558	0.8711282	0.84983873	0.822358	0.9107423	0.91423064	0.85870314	0.88067627	0.83854747	0.87073284	0.9152809	0.7469513	0.8974859	0.9147672	0.8958394	0.8694244	0.9685458	0.83107066	0.89723766	0.8976199	0.90514016	0.89901876	0.87206465	0.9371441	0.911844	0.9640671	0.86619896	0.95485973	0.91822237	0.848295	0.9159986	0.8772719	0.88263667	0.8912561	0.8872869	0.8944206	0.8974113	0.90733117	0.798318	0.81520593	0.91837907	0.89042807	0.92962945	0.85145617	0.7711383	0.86903745	0.8683616	0.840987	0.92233527	0.9420283	0.87220913	0.8410922	0.9258209	0.8149984	0.8796597	0.88170177	0.92987615	0.8456531	0.8478566	0.84824115	0.89391005	0.90355796	0.8968948
achter/prep	0.93890375	0.9208	0.94420993	0.9298732	0.90866184	0.0	0.85087764	0.7966558	0.8642082	0.84243655	0.9016279	0.8363993	0.868451	0.9233469	0.84137905	0.92360204	0.8745385	0.8981889	0.89338136	0.85363823	0.80742407	0.9076629	0.86323553	0.9402831	0.9188427	0.8744736	0.7001053	0.76200736	0.93183935	0.8982031	0.9198963	0.90617627	0.8624635	0.929717	0.838674	0.8481782	0.87602776	0.749828	0.8300868	0.7998194	0.7718845	0.93366826	0.89153844	0.91180235	0.89890534	0.8226175	0.8849848	0.86923045	0.8805132	0.7668135	0.9327432	0.6872926	0.8715825	0.9108806	0.8968724	0.92773616	0.7064657	0.7443375	0.87767446	0.9151584	0.9113892	0.8696021	0.9424273	0.83009654	0.91632587	0.95214677	0.9152576	0.87403595	0.9447527	0.89324826	0.88897955	0.92253876	0.76847714	0.72405356	0.9135452	0.8845373	0.8810996	0.79722404	0.813228	0.801538	0.9188553	0.8995715	0.8647415	0.87595534	0.79818267	0.8221733	0.8152108	0.7935678	0.9105862	0.9599733	0.93336946	0.8817344	0.89809835	0.90854627	0.96536636	0.7717444	0.82867295	0.8419449	0.9207563	0.823112	0.91934913	0.91047084	0.9068485	0.7268866	0.8123754	0.8564855	0.8733136	0.8780203	0.8402225	0.9179587	0.8122922	0.92717785	0.86775273	0.9019801	0.88089037	0.844092	0.70431095	0.8964393	0.8914667	0.90241903	0.90979755	0.9237814	0.87639	0.8579167	0.88878363	0.9578376	0.89664143	0.8525987	0.75540775	0.8142344	0.9106523	0.824197	0.86326265	0.8448968	0.825388	0.8625097	0.9059544	0.8976982	0.955065	0.9271883	0.78270996	0.9304341	0.8748276	0.85620296	0.8687962	0.9110265	0.9436064	0.7448472	0.7959355	0.74488014	0.929296	0.91064084	0.88268113	0.9180896	0.79870886	0.8243781	0.84510654	0.8851148	0.89447975	0.85260534	0.8751858	0.85245323	0.93009514	0.89335257	0.8067546	0.71638596	0.8331508	0.78695583	0.7230639	0.77300286	0.87025744	0.9191464	0.878369	0.87663627	0.85500866	0.8808959	0.854264	0.8981075	0.8789547	0.8375771	0.90403914	0.9247505	0.8357749	0.8448492	0.88256705	0.8312724	0.88834214	0.83756685	0.8727342	0.8262202	0.8321649	0.8733978	0.9116973	0.8987454	0.895838	0.93169105	0.8840183	0.89335173	0.8760174	0.9268447	0.8446129	0.9219269	0.90296435	0.9187845	0.88875324	0.91461366	0.928921	0.92843074	0.87356836	0.90956396	0.8992295	0.888907	0.89759547	0.85270286	0.8444309	0.8159075	0.9063904	0.79157615	0.7871484	0.8425582	0.8267122	0.9093996	0.8909966	0.85294604	0.8493571	0.7906512	0.8728532	0.9046789	0.95732343	0.8935428	0.88837475	0.8626653	0.8083017	0.7813542	0.7531196	0.953485	0.7817341	0.7979181	0.81291246	0.94475764	0.9004766	0.8117045
afval/noun	0.9512858	0.9542352	0.978739	0.9557757	0.92383665	0.85087764	0.0	0.870334	0.8348189	0.91435224	0.93641657	0.94167674	0.9211322	0.9583317	0.9068153	0.93082124	0.8809254	0.95938444	0.9004764	0.8893083	0.8490579	0.91502726	0.8797617	0.89566183	0.81614256	0.92378724	0.82503426	0.8797791	0.9013449	0.9424381	0.8891302	0.87355256	0.9535415	0.9343751	0.8839311	0.860448	0.9538169	0.8296921	0.89473206	0.84247184	0.8065932	0.9691558	0.8582445	0.9329695	0.94052666	0.90131915	0.93597716	0.9365866	0.8979272	0.8968578	0.9390917	0.8222894	0.86377436	0.9056251	0.95675737	0.93328685	0.7300817	0.8640255	0.91774875	0.9220155	0.9356606	0.7566164	0.9345589	0.8710191	0.92465734	0.97414184	0.94070214	0.89093393	0.9783364	0.96740603	0.94865435	0.95606256	0.90304655	0.7329019	0.8291756	0.97460425	0.94278723	0.91575027	0.8803576	0.8911736	0.95710695	0.9096645	0.9050025	0.9314753	0.83472395	0.87484807	0.8896096	0.8339181	0.92517316	0.94918716	0.9110529	0.9177659	0.9319532	0.94075716	0.9345836	0.8548398	0.9276643	0.8844763	0.9129149	0.9289876	0.93579197	0.9236638	0.9494571	0.9252219	0.9249048	0.9505856	0.9323996	0.89774317	0.87307626	0.8727659	0.8874181	0.9774142	0.93594307	0.91803175	0.9257247	0.8810182	0.7319025	0.93073654	0.86395544	0.8906133	0.8763405	0.9423104	0.918007	0.9139456	0.9338706	0.9634484	0.95484674	0.897319	0.8122728	0.9132204	0.9689159	0.8799079	0.83230436	0.875847	0.88289255	0.91675264	0.8476131	0.9210723	0.9398413	0.9352692	0.8673594	0.9419553	0.8920696	0.8521415	0.8520093	0.95675546	0.9408868	0.9088507	0.8539599	0.8560683	0.9574522	0.9597768	0.9270004	0.9357314	0.8865996	0.8595944	0.85314846	0.8419513	0.89689606	0.90777737	0.90397453	0.8961519	0.9621472	0.9697156	0.9107754	0.8803558	0.9022849	0.90753144	0.87804604	0.88129056	0.9208418	0.9130431	0.960268	0.8747512	0.893337	0.9413567	0.9518847	0.940276	0.918397	0.86788005	0.9393814	0.9078131	0.92554283	0.90210825	0.9435911	0.80668485	0.91833746	0.9134861	0.92374617	0.8964727	0.8329849	0.82556915	0.95218503	0.92347294	0.91573846	0.9262039	0.8869438	0.9075563	0.95512134	0.92897034	0.94230866	0.928256	0.9499794	0.93398446	0.9453119	0.93340147	0.9577299	0.95937175	0.89119583	0.9408571	0.87983626	0.8614707	0.9146324	0.953749	0.8671354	0.86145246	0.89784616	0.849036	0.81472445	0.9244793	0.82321024	0.96633214	0.943531	0.892779	0.91197944	0.8579712	0.89684606	0.9252183	0.95612675	0.9063256	0.9273139	0.90720457	0.84942067	0.8957276	0.9180865	0.9481305	0.9168877	0.8513465	0.8455718	0.9622102	0.9388472	0.86037165
alleen/adv	0.9422497	0.8800405	0.97084403	0.905766	0.8260567	0.7966558	0.870334	0.0	0.7636655	0.8306225	0.8817229	0.8716848	0.7714007	0.94344115	0.7976612	0.884449	0.7709446	0.8899024	0.9207379	0.7499194	0.8725857	0.89688957	0.87947655	0.9092298	0.85965955	0.84238905	0.7941822	0.7861897	0.9018397	0.90874225	0.8619923	0.8339323	0.8967893	0.87804973	0.88924396	0.71905315	0.8547617	0.7406845	0.75881135	0.69834423	0.68075395	0.9162362	0.78572124	0.9137701	0.872311	0.82186687	0.8636759	0.88520503	0.8869957	0.81360954	0.92636687	0.70933175	0.78343487	0.82876474	0.88675857	0.8663062	0.59918237	0.74754345	0.86230296	0.8077304	0.9312482	0.87002933	0.9197151	0.792367	0.8950849	0.92758167	0.8088795	0.7054535	0.9461388	0.8920844	0.91946125	0.9047699	0.7881859	0.7965115	0.8569837	0.92359316	0.82665443	0.7685112	0.81216186	0.8462613	0.90121245	0.8123008	0.8580489	0.8685646	0.7007843	0.6991594	0.7256875	0.8145341	0.94170076	0.9176047	0.92042387	0.8146449	0.8409974	0.836487	0.9502633	0.7168199	0.836588	0.79718006	0.8291347	0.8466218	0.90431726	0.866747	0.9123127	0.7816987	0.8174467	0.9023648	0.93352675	0.85814357	0.84220713	0.8759367	0.81439596	0.9038275	0.83757365	0.8068692	0.8369006	0.77066094	0.7834674	0.78207064	0.7525785	0.8739816	0.7876745	0.9034981	0.8333192	0.78262883	0.80617785	0.8797653	0.89471376	0.826087	0.736042	0.767768	0.92518723	0.743168	0.8026793	0.7907478	0.84188914	0.8508317	0.83211863	0.8473338	0.9171061	0.86323524	0.7897537	0.93655044	0.80648917	0.8418083	0.7728543	0.8961003	0.9363259	0.784623	0.8310312	0.8221022	0.92509604	0.8835201	0.85496265	0.88313985	0.8091552	0.79743683	0.8257625	0.8451338	0.8959643	0.78316957	0.78293234	0.8339369	0.92930514	0.9276656	0.8727457	0.7877973	0.79834074	0.84538865	0.82142377	0.87663764	0.8522523	0.9386667	0.93075365	0.80138415	0.8008006	0.9121237	0.9137687	0.85518306	0.93994224	0.77866244	0.8757478	0.81342506	0.78398466	0.89040244	0.8792167	0.79723597	0.7976302	0.80374295	0.82259524	0.84170485	0.7565356	0.8245007	0.9199783	0.90836596	0.80384356	0.9600656	0.8228941	0.8736659	0.8558038	0.90024585	0.8750259	0.9001166	0.9167332	0.884817	0.91057557	0.84022295	0.9278564	0.92437774	0.91986215	0.889048	0.86306524	0.7955964	0.82964724	0.8435313	0.7632441	0.8619052	0.9088616	0.7338284	0.7124498	0.8352522	0.7061033	0.8908936	0.8848235	0.77156615	0.7864978	0.814981	0.86748886	0.92559433	0.9539698	0.8441628	0.79421765	0.8648973	0.6466554	0.8172317	0.7824254	0.9484221	0.779742	0.69600964	0.6631378	0.9070576	0.8778322	0.7975741
