	kort/adj	publiek/adj	hoe/adj	altijd/adv	zorgelijk/adj	moedeloos/adj	zie/verb	dreigend/adj	blanco/adj	ernstig/adj	gevolgd/adj	diepzinnig/adj	kwaad/adj	laat/verb	wend_af/verb	iemand/noun	verruim/verb	werp_uit/verb	vraag/adj	keur_af/adj	ongegeneerd/adj	design/noun	Westers/adj	Latijns-Amerikaans/adj	tegel/noun	droef/adj	guitig/adj	ontluik/verb	weemoedig/adj	zie_vooruit/adj	streng/adj	kaart/noun	opzij/adv	opzichtig/adj	vermoeid/adj	fobie/noun	wissel_uit/verb	hersenen/noun	gebit/noun	afval/noun	werp_toe/verb	gelaatsuitdrukking/noun	binnenkant/noun	meewarig/adj	nauwelijks/adv	schuif/verb	hecht/verb	magnifiek/adj	zondig/adj	vertederd/adj	scherm/noun	prachtig/adj	meegereisd/adj	kop/noun	onderwerp/verb	mild/adj	schuin/adj	duister/adj	onderzoek/adj	regelmatig/adj	neergestort/adj	toekomst/noun	bepaal/verb	jaar_boek/noun	onthutsend/adj	afstandelijk/adj	kerkganger/noun	geregisseerd/adj	doordringend/adj	oog/noun	typisch/adj	broeierig/adj	surf/adj	monster/noun	snel/adj	kijk/verb	intelligent/adj	druk_in/verb	smeek/adj	bewonder/adj	triomfantelijk/adj	fascinatie/noun	bedoeld/adj	veelbetekenend/adj	briefwisseling/noun	naar/adj	sober/adj	voetballer/noun	richting/noun	alleen/adv	mismoedig/adj	werkelijkheid/noun	merk_op/verb	licht/adj	gericht/adj	bang/adj	schouder/noun	steevast/adj	vaag/adj	pak/noun	trek_open/verb	onvermijdelijk/adj	bord/noun	zwart/adj	schalks/adj	stoeprand/noun	aangesloten/adj	lijk/verb	hongerig/adj	staar/adj	eeuwig/adj	exclusief/adj	figureer/verb	begerig/adj	voorbijganger/noun	zuiden/noun	scheef/adj	raam/noun	man/noun	collectie/noun	generaal/noun	koek/noun	dromerig/adj	paard/noun	bezoeker/noun	dan/adv	bekogel/verb	ironisch/adj	oneindig/adj	gedurfd/adj	glimlach/verb	fel/adj	speelgoed/noun	ander/adj	onvergetelijk/adj	ongeluk/noun	ironie/noun	werp/verb	vitrine/noun	beschouwd/adj	kijker/noun	wakker/adj	spreek/verb	nauw/adj	meisje/noun	cockpit/noun	komiek/noun	heer/noun	leer/verb	zoek/verb	vergeefs/adj	coulisse/noun	thee_lepel/noun	zelfs/adv	groente/noun	opgelucht/adj	toon/verb	tegelijkertijd/adj	mama/noun	even/adj	eenzijdig/adj	eens/adv	fris/adj	boekenkast/noun	breed/adj	mond/noun	erwt/noun	schaduwzijde/noun	verwachtingsvol/adj	buitenaf/adv	leeg/adj	ding/noun	leid_af/verb	verontrust/adj	woord/noun	bewust/adj	wat/adv	verontschuldig/adj	danseres/noun	achteloos/adj	eigen_toe/verb	volg/verb	rug/noun	vervlecht/verb	vooruit/adv	bied/verb	niet_westers/adj	ontegenzeggelijk/adj	kijk_op/verb	sereen/adj	koffie/noun	projectontwikkelaar/noun	star/adj	worst/noun	dood/verb	toe/adv	lichaam_taal/noun	fles_DIM/noun	enkel/adj	verleden/noun	geniepig/adj	volsta/verb	vader/noun	open/adj	verwijtend/adj	ene/adj	modern/adj	straat/noun	jongen/noun	gun/verb	boos/adj	instrumentarium/noun	kritisch/adj	hautain/adj	inkt_zwart/adj	objectief/adj	komisch/adj	geef/verb	richt/verb	dichtbij/adj	bizar/adj	zomaar/adv	koel/adj	klok/noun	hoef/verb	beneden/adv	recht/adj	weer/adv	gram/noun	vertoon/noun	voedsel/noun	laat_af/adj	scherp/adj	Vlaams_nationalist/noun	mannelijk/adj	trek_op/verb	gezicht/noun	boekhouding/noun	vijandelijk/adj	glas/noun	strak/adj	boon/noun	bevestiging/noun	intellectueel/noun	spiegel_DIM/noun	vluchtig/adj	bier/noun	kijk_aan/verb	nauwkeurig/adj	erwt_soep/noun	stilte/noun	angstig/adj	eender/adj	inspireer/adj	droevig/adj	buitenstaander/noun	verliefd/adj	naïef/adj	dummy/noun	tred/noun	tante/noun	bekijk/verb	kleuter/noun	val/verb	wereld/noun	pasgeboren/adj	lever_op/verb	blikvanger/noun
kort/adj	0.0	0.8388292	0.8499731	0.87989926	0.83109117	0.97041714	0.91609603	0.77581275	0.9419539	0.9133006	0.6053095	0.8496765	0.9097562	0.8194499	0.9242349	0.83265024	0.91923344	0.9145624	0.92059106	0.7141555	0.79830855	0.8103285	0.9379382	0.96478945	0.8462711	0.7918082	0.8198337	0.9033752	0.85587454	0.84583235	0.77683794	0.94770366	0.8683713	0.8010784	0.88693535	0.96643764	0.8250239	0.90733397	0.8032986	0.9533716	0.89234275	0.8433212	0.8697951	0.95431906	0.8489715	0.94296116	0.85432065	0.7566825	0.90357214	0.912117	0.6775227	0.7840117	0.7798014	0.8392647	0.8168469	0.956532	0.8674839	0.8256563	0.8152098	0.8580873	0.97104335	0.8467767	0.91398275	0.92020714	0.83072823	0.825618	0.8293041	0.6915226	0.8974641	0.7583316	0.85334957	0.7827183	0.93336177	0.9618143	0.7303139	0.84328204	0.8581714	0.94159234	0.78659874	0.7754045	0.9248391	0.9727527	0.9227009	0.65516126	0.84569347	0.8531385	0.61510587	0.86828315	0.8052653	0.78252625	0.88101596	0.8323369	0.9002282	0.82726455	0.7502581	0.8828814	0.78547347	0.7342653	0.8024208	0.6696608	0.9166707	0.846236	0.87123275	0.7532617	0.89901966	0.83059275	0.84122586	0.812745	0.89747244	0.8714192	0.6737044	0.8561611	0.89527786	0.82867134	0.76991576	0.86495763	0.86082786	0.85399306	0.86136955	0.8428785	0.8644964	0.9577431	0.6972669	0.8609344	0.8159611	0.7323842	0.90647453	0.80950016	0.84134555	0.83276665	0.85510886	0.6947892	0.8685965	0.9182688	0.779094	0.9419881	0.93227804	0.76721317	0.9138182	0.9749281	0.735644	0.8299376	0.8988576	0.8814485	0.9092376	0.87628627	0.84300977	0.8976402	0.8479587	0.88247573	0.87583554	0.73479104	0.9444575	0.7705123	0.9277449	0.91901064	0.88968956	0.8489032	0.93546796	0.67672706	0.75267893	0.97928876	0.81726116	0.8620852	0.8723664	0.83553225	0.9496699	0.8719786	0.850757	0.9124187	0.7887943	0.93713266	0.8484729	0.89168656	0.78975236	0.8489006	0.7812198	0.810132	0.8710413	0.9377451	0.84655374	0.7207811	0.8158338	0.8628837	0.8674501	0.86572313	0.976798	0.89552397	0.860392	0.66585124	0.86164266	0.93673396	0.80932754	0.85711503	0.9293356	0.7279565	0.8049078	0.84348	0.84108645	0.8608104	0.96753603	0.8292066	0.8824054	0.9341522	0.8578639	0.88822097	0.78500724	0.9078486	0.8705836	0.7521416	0.91081023	0.9081883	0.90140384	0.89216036	0.9092099	0.93292356	0.8861202	0.9508797	0.90117395	0.876886	0.83687764	0.8473682	0.79382336	0.8310616	0.96609277	0.8714051	0.8398429	0.84219396	0.9208622	0.88035125	0.82437444	0.9573326	0.8252113	0.9326029	0.8430715	0.9220103	0.7416252	0.9175543	0.92600346	0.87013376	0.6650792	0.9029729	0.86695683	0.89255816	0.96891916	0.762156	0.9580729	0.74724996	0.7393727	0.88439775	0.6350857	0.79708725	0.6162536	0.7322945	0.86679375	0.9004591	0.80644953	0.9271691	0.944275	0.8660524	0.8647446	0.885363	0.8442675	0.7220236	0.85732484	0.99136704	0.87036043	0.95480675
publiek/adj	0.8388292	0.0	0.8493655	0.8109263	0.8549011	0.84673184	0.8559782	0.82651925	0.9227281	0.93255186	0.8966823	0.7426685	0.9258483	0.7997933	0.705745	0.77530986	0.7930609	0.92028505	0.914089	0.8332889	0.6526552	0.87649643	0.54247224	0.7410563	0.93100023	0.875798	0.9665437	0.9426851	0.898777	0.893061	0.7777432	0.8670778	0.846144	0.76844394	0.82050574	0.9769469	0.92675775	0.9006775	0.8951752	0.9487206	0.8604637	0.9220482	0.9350867	0.9199008	0.73123837	0.87872887	0.7994356	0.8821551	0.9707441	0.9136667	0.8209078	0.88778055	0.8878461	0.93952215	0.7270216	0.92632234	0.8571809	0.81956965	0.89224553	0.7822223	0.9995797	0.8044996	0.7622591	0.9228904	0.81177294	0.67501456	0.8429842	0.8234962	0.8371107	0.763723	0.86729956	0.9307305	0.948374	0.879778	0.9069536	0.79947484	0.7910541	0.91607517	0.9353719	0.9064	0.79393077	0.92649835	0.6879361	0.9395595	0.9128135	0.888199	0.80564886	0.87563443	0.8746213	0.65243065	0.85829794	0.8059544	0.83716464	0.9257326	0.60654163	0.81782323	0.8798531	0.7340417	0.82728213	0.92850804	0.8144976	0.8219034	0.9567825	0.85914075	0.8812905	0.9397756	0.94292164	0.8756796	0.7997997	0.9232265	0.8523738	0.7475735	0.75164205	0.8712174	0.8607937	0.8382646	0.83023053	0.8799468	0.9198216	0.8699951	0.81185436	0.86664355	0.8714081	0.8978585	0.8527106	0.90376866	0.96050626	0.7828144	0.8335351	0.8426112	0.9074476	0.7133595	0.82751966	0.8460824	0.96424973	0.88870925	0.8295479	0.7575227	0.9666608	0.7825369	0.61581904	0.80042577	0.83199596	0.7814075	0.9060861	0.95183015	0.86007565	0.8523573	0.9265853	0.8208091	0.8735301	0.81853426	0.97208047	0.7832028	0.96078235	0.8648552	0.8465187	0.6399958	0.80734766	0.8124615	0.6414948	0.82080317	0.89236027	0.8422113	0.78351814	0.78860474	0.9518614	0.9291819	0.85877883	0.8867172	0.9218805	0.7769841	0.88123417	0.85660136	0.7797189	0.8321614	0.83827597	0.98987633	0.8782011	0.8841998	0.574397	0.80870026	0.8121319	0.9269464	0.908387	0.75744045	0.9193884	0.72217447	0.8310268	0.8724176	0.9594393	0.9166859	0.7756526	0.92344975	0.8873831	0.8312404	0.8859112	0.9109832	0.6647694	0.7312757	0.82785356	0.888846	0.92929673	0.81207335	0.9035251	0.90700334	0.78375256	0.88743037	0.94950145	0.7962568	0.9181879	0.8636404	0.6420809	0.7434392	0.89739263	0.7669597	0.8338447	0.8383581	0.6086614	0.9554174	0.7640034	0.854454	0.9395819	0.9223994	0.8188876	0.82020056	0.8194223	0.8075024	0.97982556	0.7966951	0.8596937	0.83254886	0.6996945	0.91520107	0.6752941	0.97971725	0.8061656	0.8965812	0.8673536	0.91977954	0.7513374	0.93127453	0.89290994	0.5486017	0.96293914	0.8789515	0.9262838	0.8212896	0.7673246	0.97745913	0.8612459	0.8388608	0.88201904	0.7228572	0.86989737	0.7692438	0.89208144	0.89369065	1.0	0.91839856	0.94257253	0.7906426	0.8615148	0.8863689	0.7596189	0.96864104	0.8642432	0.9270594
hoe/adj	0.8499731	0.8493655	0.0	0.67484623	0.74423134	0.7434707	0.5623159	0.78485715	0.84744924	0.71565074	0.74962187	0.7118878	0.67192775	0.6772251	0.84835976	0.5591247	0.8901541	0.9021874	0.66442645	0.8034779	0.74662983	0.8011068	0.8359761	0.8882557	0.8884777	0.69850624	0.69972765	0.7425413	0.66986746	0.6274303	0.8557728	0.6864753	0.7440622	0.78403735	0.6877154	0.8847533	0.7225919	0.6376983	0.6336626	0.8187321	0.7449186	0.6846711	0.7793169	0.66502607	0.71002793	0.7594769	0.804651	0.7499697	0.86027706	0.645705	0.6513346	0.7017094	0.7135432	0.8704772	0.7497066	0.749498	0.7179333	0.80119336	0.6088357	0.7159711	0.9353257	0.7113713	0.6390035	0.864297	0.6604032	0.6230731	0.90089566	0.78240067	0.6822156	0.56003606	0.80967826	0.7995619	0.7153971	0.7046971	0.5485519	0.5484495	0.6576755	0.90709805	0.6351319	0.70319176	0.7580607	0.7753422	0.7720527	0.750662	0.84391284	0.5851326	0.7955609	0.7802294	0.7854628	0.6433764	0.7529875	0.4956199	0.6976652	0.79941016	0.80929685	0.7724054	0.7375736	0.77580863	0.74610054	0.84222704	0.8612179	0.7659608	0.82712936	0.86604106	0.702211	0.81134343	0.8591284	0.69936335	0.6700557	0.8736512	0.7444006	0.9387491	0.9020825	0.68419576	0.5966803	0.9762529	0.67620254	0.75515777	0.67341983	0.7132368	0.8925084	0.9074409	0.68399274	0.75122833	0.66776437	0.58692867	0.9053972	0.73892224	0.7258413	0.7143495	0.68636453	0.8379395	0.7645723	0.8015854	0.8133156	0.790824	0.78790075	0.6917716	0.74118114	0.7636585	0.5929196	0.8053042	0.71070933	0.8585763	0.6617609	0.8570427	0.88653564	0.7350385	0.57460487	0.7968353	0.867293	0.76522607	0.98710936	0.6527946	0.8749395	0.8083418	0.73485214	0.5416877	0.7651466	0.5285051	0.79623485	0.5141006	0.8008544	0.8142152	0.8858062	0.69071174	0.88546216	0.7465193	0.6082751	0.6557802	0.7904045	0.3913622	0.6546795	0.7622351	0.7016995	0.75099045	0.60376644	0.85058874	0.79863155	0.7466432	0.9221482	0.77063656	0.8421091	0.83211553	0.7957792	0.774695	0.8072077	0.7979225	0.6308398	0.7498714	0.90977085	0.82558703	0.8064039	0.9036115	0.8043777	0.65778893	0.6230562	0.90773654	0.6794083	0.6726514	0.72562766	0.8007139	0.7112651	0.84556085	0.72294396	0.80322665	0.82871854	0.7989338	0.62105185	0.7289679	0.68335235	0.79202247	0.5880344	0.7794422	0.73594177	0.5875237	0.71131635	0.7673873	0.82356775	0.57273924	0.6843952	0.791314	0.7796339	0.71498376	0.84888065	0.75133854	0.75497633	0.76197773	0.8948984	0.7846464	0.82006454	0.8434222	0.6535766	0.8512934	0.77607405	0.91306216	0.57334924	0.79884833	0.88677347	0.8516495	0.82312334	0.96213114	0.7373301	0.77875704	0.76183945	0.6459757	0.9128734	0.67392975	0.55146116	0.9304668	0.7675971	0.6025468	0.7753234	0.7706709	0.6177757	0.63500047	0.60907274	0.6893134	0.9213152	0.8079364	0.8139988	0.6358379	0.7254114	0.7835481	0.61412835	0.7241691	0.7125102	0.8158691
altijd/adv	0.87989926	0.8109263	0.67484623	0.0	0.77211887	0.7348546	0.7443569	0.74967945	0.82169956	0.8662137	0.7690668	0.79647523	0.6917935	0.8142201	0.84515756	0.61818933	0.875893	0.88628095	0.85759073	0.733006	0.71732163	0.74336374	0.81934977	0.8102312	0.76526195	0.6880532	0.69422007	0.8345388	0.5761161	0.7637574	0.74177265	0.86680686	0.7172934	0.6744112	0.69501555	0.79715306	0.8195996	0.8353645	0.77827597	0.9018916	0.8033797	0.7048852	0.8039388	0.7195568	0.6969836	0.83307624	0.7594929	0.7930084	0.78047186	0.7334906	0.76858014	0.6496771	0.8281806	0.8026972	0.78369856	0.65625006	0.7558871	0.62810487	0.765414	0.79410195	0.9613024	0.7192144	0.84433234	0.93395555	0.7406459	0.6339947	0.8429378	0.8060823	0.7781807	0.5205405	0.6538807	0.7631736	0.9107286	0.72309077	0.7190169	0.4902094	0.5854335	0.8119024	0.7921345	0.7198214	0.79894745	0.73581445	0.8448805	0.7941069	0.8579373	0.5433079	0.6150422	0.7442353	0.86624473	0.59857976	0.8185315	0.74230075	0.7486109	0.6779278	0.7536367	0.6151762	0.72146785	0.60455966	0.568226	0.8263997	0.824016	0.7354925	0.8783657	0.75087357	0.6871284	0.806853	0.86216766	0.5843077	0.6600009	0.60640424	0.5590797	0.9257413	0.7958557	0.8002708	0.80362743	0.8451586	0.71702826	0.7056285	0.6626622	0.8804444	0.89095974	0.83938867	0.5415466	0.7939888	0.7373507	0.5918102	0.90542465	0.61288667	0.55587685	0.73071706	0.5930718	0.77900374	0.79876465	0.84843075	0.73889184	0.8215027	0.56356037	0.6725493	0.80683285	0.7905487	0.7334775	0.7063789	0.71653336	0.7475233	0.6949775	0.7256817	0.8505651	0.6370294	0.7043185	0.6984929	0.79996204	0.8004772	0.9077636	0.53267777	0.8640802	0.77127683	0.770473	0.5551338	0.66419685	0.6052715	0.80885047	0.5971831	0.63755697	0.7974772	0.78735715	0.6561489	0.9332559	0.84728515	0.7215147	0.77791655	0.86064905	0.6346432	0.7462439	0.8710221	0.74057376	0.62810564	0.4900185	0.7294881	0.7599673	0.72331	0.86556214	0.7787514	0.82921344	0.8124769	0.7868236	0.8548604	0.90335804	0.82846296	0.7036099	0.59144336	0.85035807	0.8472299	0.7381376	0.8468149	0.8499855	0.5844436	0.6969913	0.8483589	0.7253727	0.6851385	0.65422344	0.6921514	0.6914806	0.85600406	0.8224527	0.83774596	0.75309587	0.78951067	0.6616918	0.72502637	0.7104839	0.8174417	0.6388235	0.7017998	0.82482684	0.54123986	0.69696146	0.7438437	0.8586022	0.74565816	0.64579153	0.7561693	0.6377708	0.83857304	0.69512165	0.76026976	0.7144805	0.5977628	0.91063184	0.78833073	0.814088	0.84706587	0.5881013	0.9085986	0.7193521	0.89239836	0.57306945	0.8004552	0.9233267	0.7886481	0.64740646	0.92537117	0.7639684	0.6208421	0.84973997	0.69857633	0.84628236	0.5544565	0.7889197	0.9101538	0.6795185	0.5999712	0.8620761	0.7549945	0.59890085	0.42264944	0.65479255	0.56819856	0.98084176	0.7361418	0.5957223	0.65046656	0.76139295	0.90664077	0.6875714	0.8913415	0.74572766	0.874831
zorgelijk/adj	0.83109117	0.8549011	0.74423134	0.77211887	0.0	0.79335886	0.76211697	0.61841714	0.84942245	0.5501611	0.76326686	0.7939421	0.83070904	0.84199786	0.59991854	0.7671676	0.926385	0.9083762	0.5893782	0.6074283	0.7603095	0.91268253	0.8360532	0.8860704	0.91227245	0.7715921	0.6637902	0.7507852	0.72432476	0.8006328	0.7780432	0.73539	0.7684517	0.8944689	0.66127646	0.8872185	0.8725188	0.92549175	0.8117273	0.9430096	0.818174	0.73280215	0.86523473	0.69415545	0.7142705	0.88397175	0.94721496	0.92797804	0.86481917	0.7480304	0.76044893	0.7928753	0.84824157	0.83990276	0.9244371	0.88723344	0.70609266	0.74378026	0.6847826	0.72127974	0.9786929	0.80023545	0.86029243	0.9388673	0.9552407	0.8171138	0.74594116	0.93595636	0.6972523	0.56744975	0.74552643	0.67176247	0.9532196	0.8093283	0.80437243	0.68251646	0.7779417	0.84797776	0.62476695	0.6656865	0.67446834	0.94019186	0.8911231	0.70823085	0.9401351	0.6482265	0.81762993	0.90001935	0.75788754	0.77147484	0.60296917	0.8294287	0.78386045	0.7795889	0.7954826	0.8607682	0.72569907	0.7889163	0.7217326	0.8730941	0.7901317	0.8793535	0.87070835	0.7184969	0.65745986	0.8913514	0.97481364	0.7322391	0.7150833	0.7364696	0.658044	0.9314417	0.7597311	0.68218267	0.66141	0.80333143	0.6251897	0.69316614	0.7223767	0.9583949	0.8412186	0.9220527	0.6665287	0.79100895	0.75542814	0.7736441	0.881351	0.85151654	0.8013885	0.8887362	0.7667613	0.72908854	0.9062911	0.7994316	0.73731893	0.8634847	0.89619386	0.72693497	0.87474763	0.8858932	0.72587943	0.6885842	0.7866142	0.84355086	0.7718932	0.8434861	0.96634316	0.8455743	0.9003402	0.9085851	0.85746986	0.7977009	0.9683369	0.816602	0.84730905	0.5971527	0.8061845	0.8587136	0.8599257	0.6461582	0.8698033	0.76197857	0.7111893	0.74416316	0.83388096	0.79566956	0.9815303	0.8722096	0.63168484	0.8591857	0.7733729	0.83681095	0.9674131	0.7122334	0.8547417	0.92163205	0.72905326	0.7534688	0.7986991	0.8377237	0.85238725	0.9206537	0.7956597	0.965072	0.6714165	0.8763949	0.9508487	0.7574315	0.7832669	0.6585747	0.88717777	0.89087945	0.587419	0.8298185	0.8996022	0.66309375	0.7745536	0.90788776	0.8170478	0.8066497	0.7540912	0.77557206	0.77062786	0.7928803	0.6848215	0.8844523	0.899789	0.79787236	0.7550855	0.83564967	0.709136	0.924318	0.7357403	0.82972014	0.6658298	0.8640947	0.8226419	0.8109445	0.82902384	0.76216745	0.80883956	0.8551793	0.86368567	0.72006416	0.8996661	0.750813	0.631369	0.83303887	0.9741484	0.9125948	0.88883173	0.893177	0.66392255	0.9130896	0.9004152	0.94339	0.6207031	0.9720594	0.856071	0.8229295	0.66231686	0.94702667	0.92121273	0.7828078	0.72346354	0.7092733	0.8694179	0.6577177	0.8988839	0.9241549	0.79781836	0.54152477	0.7612711	0.8654443	0.5557724	0.7287976	0.75821805	0.7907629	0.912594	0.75453097	0.8195828	0.93738693	0.8528121	0.8026111	0.8089347	0.82832056	0.8722091	0.8480369
moedeloos/adj	0.97041714	0.84673184	0.7434707	0.7348546	0.79335886	0.0	0.7953129	0.80114	0.889995	0.77672327	0.8547443	0.91235614	0.67026776	0.78771865	0.76032835	0.66696334	0.97280097	0.8319701	0.68106097	0.8759799	0.70901537	0.9083732	0.815915	0.9383737	0.8506777	0.6189362	0.6837481	0.8529364	0.7439636	0.9544779	0.88182545	0.77698976	0.70536	0.7652371	0.503114	0.81293094	0.80411524	0.7071053	0.8550221	0.81905645	0.81080425	0.58079326	0.8085264	0.74379224	0.82428414	0.7523972	0.82797086	0.8823553	0.904681	0.80552834	0.84464854	0.8316722	0.8600508	0.79295003	0.9766731	0.86797106	0.6043283	0.8493298	0.8453839	0.9161675	0.97409195	0.92560923	0.91822374	0.99744296	0.8889599	0.8334529	0.8480724	0.91815513	0.7579272	0.62561333	0.76215875	0.92245805	0.8070603	0.803205	0.7943906	0.69539785	0.87078524	0.8701112	0.6419692	0.73905885	0.68399054	0.8745929	0.8604348	0.73025453	0.94826436	0.784279	0.7930999	0.9129561	0.8371013	0.7410072	0.68566686	0.8441411	0.8623599	0.70337665	0.79488397	0.6676765	0.55567026	0.7968739	0.90950763	0.81836873	0.78725386	0.8285606	0.8183787	0.8391758	0.76168597	0.82712054	0.9816058	0.74336886	0.75411725	0.7917871	0.63366383	0.9075141	0.9301843	0.86515045	0.6467376	0.9047701	0.6412909	0.7974009	0.6610369	0.978214	0.86617684	0.897601	0.7167853	0.8893959	0.6828399	0.73636985	0.8449787	0.81100786	0.81617856	0.945528	0.6459177	0.9503052	0.8443903	0.8362644	0.9102559	0.87037027	0.8061402	0.75897545	0.8973017	0.86511195	0.7568115	0.84441894	0.84977996	0.9197505	0.76023996	0.9221246	0.8736751	0.7859061	0.9107739	0.7677783	0.71239126	0.94551444	0.9647943	0.7295432	0.939262	0.6450657	0.9347676	0.7575705	0.70173174	0.6165548	0.8552467	0.69356036	0.7579137	0.81003505	0.67469794	0.6724468	0.7928309	0.9192223	0.8417014	0.832858	0.7248395	0.7396289	0.8524494	0.88932025	0.8086966	0.93619806	0.65426546	0.6202719	0.85025716	0.6073422	0.974996	0.8878119	0.6454176	0.8681934	0.8805616	0.89019436	0.9502837	0.7602394	0.7302487	0.8642076	0.85317904	0.9304091	0.694821	0.9268601	0.8869571	0.6582757	0.69947577	0.834319	0.7350588	0.9334175	0.7343099	0.77381057	0.6738039	0.8320993	0.7990887	0.6766591	0.94638455	0.7948419	0.74960804	0.8075644	0.6072225	0.9823026	0.90107054	0.77076656	0.83627367	0.9045159	0.7673544	0.87038153	0.8469207	0.865813	0.79994273	0.8737724	0.8670414	0.787718	0.77178746	0.6754962	0.69983256	0.79475737	0.90649235	0.77973115	0.8540878	0.8093196	0.85791343	0.9983743	0.6391069	0.8398285	0.6406807	0.9532475	0.9045628	0.8154793	0.7484413	0.9463976	0.6173089	0.8439226	0.84051085	0.83350635	0.86255217	0.6466886	0.8802183	0.94606966	0.846203	0.6729528	0.92848736	0.84331477	0.41401726	0.83651745	0.6895646	0.89585304	0.9908783	0.69491607	0.8074281	0.92317283	0.78379655	0.77070826	0.8209708	0.8056758	0.8836265	0.9804383
zie/verb	0.91609603	0.8559782	0.5623159	0.7443569	0.76211697	0.7953129	0.0	0.8210064	0.9113189	0.7243023	0.8128488	0.82267934	0.73928857	0.72313696	0.78035384	0.6779124	0.87443393	0.8639157	0.76281464	0.79398227	0.64092976	0.83821744	0.8998882	0.903558	0.8163556	0.66383505	0.763178	0.82086587	0.76543635	0.8139457	0.9348132	0.8900375	0.78076833	0.78069496	0.6413949	0.8472726	0.78632677	0.7950221	0.7123138	0.880969	0.7717121	0.7420164	0.7367755	0.7765379	0.7631165	0.75623906	0.6984699	0.88450694	0.8438079	0.7350114	0.66741556	0.686079	0.86113673	0.8473252	0.88694453	0.8962363	0.6585574	0.78585947	0.7412765	0.6590501	0.8490756	0.87054837	0.67152524	0.978625	0.78316414	0.79387665	0.76043457	0.9176691	0.7138865	0.651713	0.88528454	0.8328555	0.8608433	0.7687251	0.69790715	0.53927934	0.77958745	0.8616359	0.695814	0.6978202	0.69912755	0.8539393	0.8751224	0.75375247	0.9697475	0.7514592	0.8185532	0.82297117	0.89072	0.65718466	0.7490469	0.7180387	0.6298927	0.8575786	0.80224884	0.8035232	0.7986823	0.8027049	0.73204494	0.84596604	0.7924033	0.76282436	0.77557266	0.7105609	0.73332787	0.8048954	0.9748766	0.6571227	0.7165587	0.6708189	0.7048086	0.9193423	0.82869834	0.61497486	0.6838469	0.8882093	0.7132016	0.6762587	0.6975473	0.8647687	0.90377766	0.9041619	0.7170939	0.729004	0.7781052	0.66553426	0.7664515	0.8091639	0.78948176	0.8390267	0.7185633	0.87402636	0.80539644	0.79840076	0.8107916	0.85404634	0.89329106	0.70456743	0.7814309	0.8708532	0.72150314	0.78853714	0.81113344	0.78286976	0.7617394	0.7067543	0.88588446	0.7982416	0.59759593	0.8162712	0.8503552	0.766045	0.9436217	0.7306487	0.93840396	0.8021851	0.54902124	0.7472301	0.78900754	0.64485335	0.94855225	0.61651635	0.7547953	0.81557024	0.7867448	0.74617827	0.9329212	0.86884344	0.66949403	0.7427192	0.72145617	0.71761847	0.63354766	0.8560239	0.8180356	0.7933881	0.78175485	0.8240263	0.81024694	0.7254833	0.9294132	0.69405496	0.7919292	0.8713418	0.8509467	0.72578263	0.84157044	0.8070125	0.6767969	0.7829098	0.8765974	0.9077443	0.8452735	0.92260176	0.7458724	0.6863972	0.68296266	0.8717234	0.79585403	0.79459155	0.63808334	0.81058425	0.86341023	0.72005713	0.81906843	0.76941097	0.8534875	0.7249535	0.764166	0.62732124	0.79726154	0.91527677	0.79406893	0.84551144	0.72199297	0.7618308	0.7824242	0.75413054	0.764409	0.69439185	0.70579135	0.7338034	0.81530315	0.8013925	0.8772372	0.77076507	0.737023	0.7594306	0.9622928	0.8954435	0.88763046	0.9213337	0.76994014	0.96056384	0.8326809	0.77928835	0.6410823	0.92562246	0.8630712	0.6785509	0.80058134	0.9127531	0.88439834	0.90973896	0.7560078	0.71101487	0.937118	0.6706388	0.7916146	0.89095575	0.81168526	0.5068083	0.7430263	0.8541101	0.63519657	0.68152606	0.7433194	0.7431133	0.89033246	0.82899904	0.80808324	0.5482972	0.9059389	0.6552677	0.7480078	0.8314636	0.8136967	0.91304934
