	tegenslag/noun	men/pron	beleef/verb	verhouding/noun	bewoner/noun	zich/pron	speler/noun	rook/noun	wieler_sport/noun	spier_pijn/noun	vorm/verb	soms/adv	ben/verb	Hilversums/adj	avontuur/noun	behoorlijk/adj	heb/verb	oppervlak/noun	kritiek/noun	temperatuur/noun	discipline/noun	provincie_raad_lid/noun	stress/noun	weet/verb	vind/verb	door/prep	daar/noun	list/noun	smerig/adj	golfplaat/noun	sterk/verb	zwem/verb	gewoon/adj	want/vg	angst/noun	overigens/adv	Chris/name	innovatie/noun	Verhaegen/name	pijn/noun	zo/adv	tegenstelling/prep	vooral/adv	daarentegen/adv	warm/adj	ertegen/pp	luister/verb	dag/noun	nauwelijks/adv	oorlog_ervaring/noun	avonds/adv	zomer/noun	werkelijk/adv	hitte/noun	meer/adv	hier/adv	schitterend/adj	zodat/comp	sla/verb	systeem/noun	of/name	onvermoeibaar/adj	politiek/adj	lichaam/noun	zeg/verb	ik/pron	lucht/noun	laag/adj	jeugd/noun	twijfel/noun	duur/adv	veld/noun	stank/noun	combinatie/noun	den/adv	daarom/pp	alleen/adv	stel_uit/verb	blijkbaar/adj	klink/verb	stemming/noun	sociaal/adj	haast/adv	als/comp	nachts/adv	geluid_overlast/noun	zonder/prep	bovendien/adv	student/noun	moet/verb	Ronaldo/name	wereld_DIM/noun	situatie/noun	buiten/adv	Cobain/name	mentaal/adj	wind/noun	toestand/noun	zeker/tag	tijdens/prep	week/adj	maar/adv	Amerika/name	die/det	lig/verb	geur_hinder/noun	simpelweg/adv	's/adv	thuis/adv	kan/verb	maar/comp	eerst/adv	verlokking/noun	er/adv	wanneer/comp	weekend/noun	vooruitzicht/noun	nutteloos/adj	eigenlijk/adj	binnen/adv	zodra/comp	mijn/det	om/comp	Fruit/name	dan/adv	huid/noun	niet/adv	andapos;s/adv	eenmaal/noun	luid/verb	tot/adv	je/pron	geest/noun	gevormd/adj	evenwel/adv	voor/comp	bestaan/noun	verspreid/verb	nog/adv	zaak/noun	moreel/adj	rest/verb	werk/noun	Lelièvre/name	tocht/noun	vol/adj	meestal/adv	staal/noun	me/pron	lawaai/noun	te/comp	hevig/adj	ze/pron	zelfs/adv	voorbij/part	reuk/noun	daar/adv	geur/noun	mij/pron	werk_omstandigheid/noun	sinds/comp	uzelf/pron	overlast/noun	even/adj	heel/adj	plots/adj	ge/pron	verschrikkelijk/adj	in_activiteit/noun	volgens/prep	minstens/adv	slang_kuil/noun	toen/comp	kaas/noun	beetje/noun	jeugdig/adj	tegen/prep	verscheiden/adj	evengoed/adv	weer/noun	betref/verb	leef/verb	gelukkig/adj	ver/adj	luchtvochtigheid/noun	makkelijk/adj	ondanks/prep	schrijnend/adj	verleden/noun	bijna/adv	vrolijk/adj	vaak/adj	wel/adv	zeeman/noun	professioneel/adj	karakter/noun	tot/comp	droog/verb	toch/adv	haar/pron	straat/noun	Koreaan/noun	Deckers/name	alvorens/comp	omtrek/noun	strijd/noun	rijp/verb	katalysator/noun	the/name	helemaal/adv	pupil/noun	net/adv	maar/vg	sfeer/noun	blijk/verb	maand/noun	wat/pron	extern/adj	moeilijk/adj	weer/adv	beslotenheid/noun	en/comp	alleen/adj	aldus/prep	medewerker/noun	intussen/adv	anders/adj	monotoon/adj	Lance/name	echt/adv	uiteraard/adv	fit/adj	verander/verb	Amsterdammer/noun	voldoende/adj	verkeer/noun	meest/adj	kom_voorbij/verb	amper/adv	dat/det	kind/noun	kom_terecht/verb	afloop/noun	misschien/adv	we/pron	leven/noun	langer/adv	strijder/noun	al/adv	ziel/noun	stilte/noun	klaar/adj	week/noun	hem/pron	voel/verb	bloem/noun	voertuig/noun	beton/noun	leeftijd/noun	hen/pron	sommige/det	sloop/adj	hij/pron	milieu/noun	concurrentie/noun	eind/adv	toerist/noun	haak_af/verb	reclame/noun	verkeer_overlast/noun	huid_ziekte/noun	klank/noun	val/verb	lade/noun	coach/noun	zolang/comp	haal_uit/verb
tegenslag/noun	0.0	0.8134092	0.78043425	0.8507124	0.88996446	0.85630566	0.76111853	0.865244	0.81169426	0.80804884	0.8737291	0.7690091	0.7876831	0.92009217	0.7663718	0.76935804	0.7511474	0.86985415	0.7733554	0.8672531	0.8076484	0.9221009	0.63840836	0.87163794	0.8861579	0.78863496	0.8212272	0.8636477	0.851266	0.92840487	0.8093638	0.9089275	0.847053	0.7338941	0.75093234	0.80225784	0.9180752	0.814339	0.89541435	0.6967694	0.8389195	0.8513154	0.8097353	0.762099	0.8964157	0.8706932	0.90367484	0.85169816	0.825701	0.87917143	0.9399116	0.86424273	0.89053595	0.7586464	0.86350214	0.84504914	0.79451764	0.80983245	0.8918849	0.86671126	0.9603822	0.8416955	0.825969	0.8623146	0.89906	0.7830996	0.9088951	0.8701633	0.8468931	0.7719152	0.8080337	0.83897805	0.830793	0.81879616	0.80184996	0.8270692	0.8289513	0.8439293	0.7790607	0.8763947	0.85366803	0.8706417	0.81864256	0.7917029	0.92709166	0.80933964	0.8251298	0.7162187	0.8996788	0.79792714	0.82093775	0.83109665	0.8014234	0.9069581	0.9040487	0.6609241	0.85064065	0.80782187	0.8061875	0.86623394	0.82390016	0.8462103	0.8449619	0.77566373	0.9110979	0.831252	0.8120828	0.9500672	0.8549987	0.7960325	0.7670642	0.85680896	0.85826325	0.80412877	0.7949244	0.8524977	0.8132553	0.8222458	0.8642989	0.9127913	0.83489925	0.8195578	0.826699	0.93604773	0.8095496	0.8952446	0.8025524	0.9364952	0.8491763	0.9321208	0.78990865	0.7904136	0.873687	0.85323817	0.7581991	0.86784387	0.8602105	0.91450304	0.78853244	0.85012656	0.81977683	0.8183649	0.8658373	0.9187246	0.8667061	0.90082943	0.81924856	0.8906474	0.8287902	0.81102884	0.81877947	0.7848923	0.79961556	0.8151204	0.85126066	0.89164346	0.8500557	0.88195044	0.81751657	0.8473996	0.8263386	0.8121473	0.79696506	0.822896	0.83250964	0.79450023	0.8500433	0.75322104	0.7732693	0.8839052	0.89785165	0.9059844	0.8081779	0.9114173	0.8122772	0.8042434	0.8398919	0.86035746	0.8280504	0.7994814	0.85684586	0.8525115	0.7713405	0.8850369	0.9102526	0.82273895	0.69862926	0.7846366	0.7778131	0.87955266	0.878343	0.78579146	0.82717884	0.86065066	0.84865135	0.82485235	0.84383	0.8938837	0.7506808	0.8455999	0.9076607	0.8245988	0.89804465	0.841901	0.9162954	0.8708552	0.83118045	0.85170925	0.959697	0.85389376	0.82580507	0.8069612	0.7346008	0.8484068	0.829892	0.8664025	0.88107026	0.8601473	0.77820194	0.8161575	0.90868354	0.80247855	0.8358699	0.88614905	0.8995485	0.8014684	0.86716527	0.8638534	0.8269375	0.8657459	0.78412926	0.8033259	0.871758	0.83479214	0.8350851	0.8461472	0.8536451	0.83878356	0.8667575	0.7860639	0.8504126	0.8910761	0.8083781	0.8071421	0.73153853	0.8143128	0.86967456	0.90594006	0.7885288	0.88283086	0.8351311	0.8791992	0.838632	0.8236221	0.8132035	0.90643036	0.9130983	0.87822366	0.8752172	0.8361467	0.8460579	0.71892536	0.8026898	0.86705786	0.7640513	0.9139844	0.86162543	0.74485177	0.888526	0.817343	0.88324666	0.8610265	0.871354	0.88657856	0.8427971	0.8358638	0.8252456
men/pron	0.8134092	0.0	0.8651522	0.8263351	0.79255867	0.6861005	0.8152972	0.8695278	0.7783328	0.8685599	0.87652564	0.6824095	0.6759803	0.87867874	0.846794	0.77963585	0.72752875	0.8075022	0.78900945	0.8430643	0.7924428	0.8832003	0.779859	0.7075128	0.81243443	0.88317406	0.62632704	0.82098055	0.8174271	0.88772005	0.81824243	0.88097525	0.73541594	0.6073244	0.8039615	0.66961426	0.96216786	0.79543686	0.8874316	0.8050182	0.6762558	0.86572653	0.76737213	0.7484329	0.84717774	0.79312176	0.76755047	0.87304246	0.6880151	0.86941475	0.85145754	0.8920005	0.7750507	0.8555887	0.7070474	0.68438995	0.8886376	0.7143903	0.89726555	0.7397994	0.9777808	0.86229116	0.8131823	0.79604787	0.88246447	0.48156834	0.872831	0.88111836	0.80517614	0.81837165	0.735465	0.91565883	0.80763686	0.8483937	0.74725974	0.5725529	0.7262162	0.88433	0.60806096	0.8165462	0.83704233	0.8297827	0.72778845	0.6497517	0.83928627	0.7742948	0.8303567	0.6624967	0.81834304	0.58108854	0.88801306	0.7682247	0.7186476	0.8072288	0.8673733	0.8596017	0.8726231	0.79005796	0.73923254	0.9326552	0.8383417	0.66117954	0.8197396	0.6363892	0.8499975	0.79007703	0.704427	0.86869806	0.8124796	0.52592194	0.57333493	0.6686566	0.866524	0.6539986	0.6551218	0.87600803	0.8782381	0.7434633	0.66498035	0.84164524	0.7679399	0.7830908	0.6612347	0.90751815	0.5960281	0.87099576	0.52835083	0.845139	0.78570986	0.83444595	0.79185057	0.41889662	0.8112322	0.8491188	0.63582635	0.75289685	0.81421626	0.84968996	0.6700474	0.76144093	0.76515645	0.7799747	0.8300588	0.84186995	0.88817304	0.87269145	0.72314894	0.8392309	0.64333135	0.80184525	0.5515563	0.86850023	0.4212575	0.70067805	0.79575294	0.8538072	0.72152543	0.8181412	0.63230014	0.8207948	0.8976657	0.7108259	0.79627573	0.69722235	0.8109566	0.78388053	0.62471145	0.7839327	0.8629543	0.88399893	0.86740786	0.8852597	0.86084986	0.84743917	0.72159684	0.8438717	0.9090724	0.81890535	0.744678	0.8315877	0.7826196	0.7855052	0.7459756	0.7964275	0.8745925	0.71651804	0.88251925	0.78105265	0.79539764	0.8895151	0.8399913	0.66435564	0.5853207	0.8259299	0.80182827	0.8252849	0.7743714	0.81458616	0.5990077	0.6997218	0.8519969	0.7797345	0.8985218	0.7407866	0.8670259	0.9272557	0.782647	0.8225352	0.97378296	0.70480275	0.81359196	0.8589845	0.6144506	0.83903277	0.7774694	0.9133327	0.61710155	0.8101306	0.6837535	0.78354216	0.8305789	0.63286316	0.6266576	0.93518436	0.90456384	0.72689193	0.67127585	0.8464832	0.8667275	0.6510248	0.67817557	0.8719133	0.7844099	0.80003047	0.7337281	0.8240756	0.8129471	0.82448906	0.86917245	0.6257678	0.8121382	0.8425282	0.7742293	0.6843101	0.39634627	0.8193553	0.70856893	0.87816894	0.7433362	0.84811866	0.8028313	0.8377643	0.8918211	0.6641879	0.7741161	0.88469857	0.84463036	0.8298499	0.89453614	0.6727216	0.67131937	0.8610105	0.52041614	0.8218222	0.7987803	0.8733923	0.80291784	0.82837176	0.82867426	0.84540415	0.8776011	0.81096286	0.7650647	0.8444732	0.8724725	0.73278356	0.8645803
beleef/verb	0.78043425	0.8651522	0.0	0.86202276	0.9202176	0.89945376	0.80200386	0.89995605	0.796773	0.8731465	0.8570674	0.74768376	0.75600445	0.9095549	0.670244	0.81165963	0.78879243	0.8933381	0.9214774	0.8777267	0.8408589	0.9107156	0.8452985	0.83960336	0.799618	0.8910232	0.8276524	0.88337463	0.81750333	0.94442576	0.8347718	0.7822736	0.8173126	0.7475352	0.8434774	0.8462029	0.90534526	0.8719913	0.8778456	0.82270986	0.78367263	0.8693764	0.795961	0.82156205	0.82270604	0.89896965	0.81900823	0.83426887	0.8726482	0.9019495	0.8779788	0.78082323	0.89729995	0.84584844	0.9145553	0.7702217	0.73797303	0.86773723	0.9075905	0.9369961	0.89970493	0.8462772	0.8764807	0.8984816	0.8986916	0.7689844	0.9008444	0.9080221	0.7515628	0.8694144	0.8657963	0.814308	0.8946449	0.7799136	0.8588467	0.88664436	0.84901553	0.84869874	0.8250391	0.7913562	0.85224867	0.9135581	0.7872844	0.82682335	0.89846504	0.90929365	0.8670969	0.86870754	0.9001609	0.9060073	0.804533	0.82640845	0.8595556	0.88390577	0.88270384	0.83323497	0.8879345	0.8529691	0.7964087	0.73692757	0.8353458	0.8293131	0.83454275	0.8201994	0.91116685	0.92219484	0.85380006	0.9010223	0.79321796	0.8399438	0.8044127	0.91876215	0.8659774	0.77924395	0.81796485	0.7457277	0.7933115	0.85044414	0.7907806	0.8851096	0.90911376	0.7926391	0.8611364	0.9187648	0.8529297	0.8951771	0.88362044	0.8856057	0.883479	0.9391851	0.870458	0.77999437	0.858472	0.841041	0.83994234	0.8859432	0.8355367	0.906016	0.7798732	0.90525186	0.8943813	0.82763267	0.85954547	0.92501754	0.8087013	0.87980783	0.83659077	0.9293726	0.8237642	0.8560015	0.91196287	0.8651346	0.8301159	0.8279455	0.81301504	0.90077317	0.83213603	0.8538319	0.7973133	0.8789481	0.8138876	0.8440188	0.90207905	0.8379246	0.775901	0.8296907	0.8274607	0.7638764	0.87366474	0.9546113	0.89312446	0.9121402	0.80353856	0.9048575	0.7915792	0.804129	0.85269326	0.8976994	0.8039731	0.79861736	0.8599096	0.77638125	0.76879036	0.9109903	0.93428373	0.88528734	0.8086689	0.83345747	0.8577293	0.8853098	0.7803422	0.82078636	0.8251536	0.86030406	0.8508406	0.8236897	0.8714655	0.8958149	0.7611767	0.87518615	0.9104105	0.80905956	0.8845265	0.87832284	0.91973037	0.89241624	0.81478536	0.86425483	0.9001946	0.8707814	0.8344295	0.8200329	0.7342581	0.73891145	0.86497426	0.9107269	0.8573728	0.9422817	0.8471248	0.8274687	0.8981324	0.7890226	0.8730672	0.939176	0.9286932	0.8831191	0.87717164	0.8595097	0.8582289	0.88071066	0.7772908	0.83212936	0.79194283	0.82085073	0.92307633	0.9027108	0.8246303	0.77889407	0.8911999	0.822924	0.85121745	0.8719398	0.82949543	0.80072457	0.7965099	0.73474836	0.9252783	0.94049865	0.8231414	0.8487722	0.811789	0.84502304	0.8379724	0.8927076	0.7888109	0.8832716	0.9364191	0.9090206	0.8807077	0.90615034	0.87792623	0.7682731	0.83924645	0.9210631	0.8880403	0.87559444	0.86133003	0.8210761	0.887489	0.9197325	0.8939535	0.8012399	0.838983	0.9252287	0.8488327	0.8841706	0.7658196
verhouding/noun	0.8507124	0.8263351	0.86202276	0.0	0.9196638	0.834062	0.88557506	0.9238325	0.84160745	0.92809975	0.7395302	0.7967237	0.7764767	0.884039	0.84854895	0.7637462	0.8126339	0.8083807	0.787858	0.83275217	0.7993052	0.9299206	0.8311826	0.9124647	0.83898044	0.78556174	0.87088525	0.8765439	0.8433324	0.939187	0.84100854	0.934542	0.8889746	0.84751207	0.8028937	0.7781042	0.96997917	0.74354404	0.9373795	0.91638136	0.8251101	0.8107939	0.74008656	0.7106112	0.8873538	0.8332828	0.90426224	0.94236135	0.7899195	0.84142274	0.95816064	0.94002426	0.899898	0.8762715	0.8909758	0.8854356	0.9042654	0.7864527	0.9248242	0.7165391	0.9775075	0.86886704	0.62864256	0.80399126	0.93274665	0.9201286	0.9007965	0.751354	0.85240954	0.8284359	0.79726964	0.91356975	0.9010333	0.7508751	0.77847624	0.7963679	0.79845136	0.8941164	0.84813964	0.87247884	0.7773734	0.6971233	0.81888735	0.8472591	0.9555553	0.8431951	0.8179749	0.6894897	0.8512893	0.80718946	0.91351646	0.82359093	0.6232523	0.94042623	0.93655217	0.8316484	0.9022545	0.710816	0.807875	0.9216902	0.84990716	0.8847564	0.7734743	0.78078574	0.8719443	0.88842213	0.77282846	0.9582332	0.93423223	0.84170306	0.8447566	0.88369715	0.8709887	0.86499226	0.78376687	0.9622859	0.7820811	0.8115753	0.88247615	0.955973	0.83045363	0.8522812	0.8090639	0.9503931	0.90367115	0.8515643	0.8597157	0.95498794	0.89641184	0.9049499	0.83202744	0.88696045	0.770139	0.7759743	0.7947857	0.9149276	0.7920147	0.8554349	0.8933122	0.7840054	0.694262	0.8813301	0.85231054	0.9280984	0.89866424	0.89593	0.7989098	0.8595636	0.9155233	0.90391934	0.8401965	0.8637942	0.8895443	0.8325547	0.854494	0.9077758	0.90017897	0.8611668	0.8934467	0.77666616	0.8052106	0.8445969	0.8448461	0.9065833	0.8322	0.88697046	0.90150493	0.88008523	0.88552856	0.8307064	0.9001477	0.8755923	0.9071226	0.91342854	0.88683	0.84457606	0.8768776	0.83242226	0.7916579	0.86894685	0.7250974	0.7386582	0.8810808	0.8870454	0.86445254	0.88599867	0.7695955	0.7837901	0.81370515	0.8811577	0.90601516	0.7584574	0.8851134	0.8909847	0.8390337	0.6806072	0.9068585	0.897953	0.8602842	0.8928734	0.93363	0.8560492	0.9436464	0.87063634	0.8793199	0.7939657	0.8624318	0.7763191	0.9754124	0.8946981	0.8614283	0.8956765	0.79127455	0.774524	0.8358078	0.9238976	0.8400465	0.7910893	0.8560085	0.9020807	0.84847724	0.8781165	0.8099235	0.90582055	0.9007002	0.85564977	0.8835881	0.8702662	0.9386862	0.9272906	0.8169915	0.9329213	0.7931318	0.8885472	0.77991486	0.86064863	0.78694224	0.89279014	0.92075217	0.8106665	0.86577713	0.88632053	0.90391004	0.8606264	0.8891548	0.7499064	0.81237304	0.8693172	0.90271294	0.8523692	0.8574878	0.9495358	0.9207975	0.9004918	0.8577136	0.91835225	0.9394056	0.8880387	0.83205587	0.8886581	0.7795218	0.8857423	0.8929327	0.7360635	0.76247436	0.94692594	0.8966519	0.92243195	0.89535016	0.9280995	0.9235358	0.80068266	0.9313054	0.91969657	0.93741685	0.7350801	0.8854146
bewoner/noun	0.88996446	0.79255867	0.9202176	0.9196638	0.0	0.8440208	0.84590816	0.6939621	0.90885556	0.8877474	0.8807463	0.84032434	0.8627389	0.82532525	0.92858183	0.87450767	0.81666464	0.86385506	0.89612585	0.8697381	0.9061141	0.8993207	0.8490986	0.93955404	0.9052799	0.7653589	0.8730527	0.85145235	0.81976813	0.8207562	0.8816509	0.9010177	0.87695026	0.8767564	0.8323741	0.8572784	0.94412476	0.88619083	0.8867846	0.8831187	0.89574194	0.89051616	0.8044627	0.87477934	0.8818822	0.83779466	0.8977592	0.83999985	0.8252603	0.9153235	0.7890741	0.89707685	0.91327274	0.7760122	0.8828523	0.7967973	0.90549165	0.71863186	0.820014	0.87772644	0.9767778	0.9004689	0.9087926	0.8267534	0.942347	0.8380214	0.88350606	0.9168537	0.8206609	0.9068238	0.87262964	0.8985563	0.7168846	0.9381521	0.86372674	0.8014373	0.8727752	0.9055154	0.82526255	0.9370135	0.88128805	0.8096676	0.88692194	0.84066904	0.692468	0.7011893	0.8534155	0.78466064	0.710291	0.82050574	0.91188216	0.8548032	0.872374	0.7652109	0.91382086	0.88722205	0.89024216	0.81929684	0.882639	0.8400087	0.87531316	0.90508264	0.88476354	0.8653324	0.8042131	0.72273135	0.8398078	0.786463	0.8149202	0.8219353	0.9052734	0.8208939	0.88154674	0.79296654	0.7837589	0.81674016	0.9368416	0.82142544	0.9340898	0.72742707	0.7962103	0.8484338	0.7893353	0.9317715	0.87651974	0.889424	0.87721056	0.7157743	0.8395195	0.9304958	0.87433994	0.8496448	0.88227683	0.85565645	0.83006054	0.84254944	0.8902042	0.7674194	0.8855057	0.877899	0.905887	0.8565929	0.8724389	0.8933888	0.8271709	0.90045047	0.8029507	0.863286	0.8510522	0.68459725	0.7760185	0.73268616	0.71034986	0.8568463	0.905055	0.8959968	0.7500829	0.841756	0.85709184	0.844905	0.87772626	0.8611307	0.663619	0.8454728	0.83497596	0.771749	0.85525125	0.87880975	0.9049117	0.8871478	0.8191553	0.9350688	0.73047787	0.9218662	0.89869004	0.83236194	0.8717073	0.68374693	0.8548027	0.88349164	0.8847552	0.8378569	0.859951	0.88744044	0.87937766	0.8900301	0.8749181	0.83696926	0.9099281	0.8693787	0.9156955	0.7971561	0.8907298	0.8046459	0.85565615	0.8702558	0.8378453	0.8675698	0.8894695	0.7965263	0.6311352	0.85289824	0.89674234	0.8054278	0.78457284	0.9308279	0.89710927	0.88477135	0.972841	0.88572323	0.859447	0.9051106	0.87557346	0.87245643	0.8818428	0.8800172	0.91427875	0.8713622	0.9147891	0.8628851	0.83987355	0.91033185	0.854289	0.9257593	0.7550632	0.7636686	0.926049	0.8713122	0.92195463	0.8921417	0.8636425	0.921241	0.91955227	0.7295754	0.8699525	0.73817223	0.84606797	0.8209003	0.8499852	0.91374975	0.7191422	0.8292918	0.8677665	0.9154839	0.8136844	0.8844843	0.8453009	0.7840501	0.8296308	0.8745924	0.85149693	0.90796965	0.8756675	0.8195225	0.8965294	0.8615453	0.66495526	0.8145675	0.9028803	0.7222476	0.7537108	0.90297145	0.7896451	0.8518796	0.8712764	0.87976366	0.68397015	0.8994964	0.90296715	0.7428305	0.92817783	0.9091347	0.8779712	0.8286532	0.92811644	0.86122143	0.9077172
zich/pron	0.85630566	0.6861005	0.89945376	0.834062	0.8440208	0.0	0.8742141	0.8896297	0.83156455	0.8888549	0.8749382	0.7836256	0.8160447	0.85976535	0.8666893	0.81830806	0.7779415	0.8373133	0.75163174	0.9089495	0.8298992	0.914606	0.86218935	0.8064386	0.8602955	0.7816299	0.76321083	0.8759134	0.8625452	0.9091722	0.84768176	0.91970575	0.838636	0.8266519	0.8098706	0.7363285	0.9514377	0.82593167	0.911015	0.8722575	0.80608207	0.8637975	0.73219013	0.7553771	0.9096563	0.78248644	0.85556924	0.9048292	0.75971526	0.8757116	0.9082151	0.9077107	0.8622707	0.8713521	0.81449795	0.8448943	0.9168795	0.7729074	0.88656193	0.8379897	0.9818891	0.8306315	0.80194503	0.8195433	0.88722056	0.77735466	0.8884399	0.93487704	0.83845913	0.8388534	0.80965275	0.8880625	0.860788	0.9051583	0.79980063	0.72560155	0.82157904	0.9026004	0.7811408	0.8950509	0.80965203	0.8858999	0.8231665	0.80225474	0.885158	0.8453165	0.8773512	0.7556832	0.8505037	0.7521462	0.87193936	0.81138134	0.80181783	0.83178765	0.8980106	0.84769875	0.8749126	0.8493328	0.8470272	0.90423775	0.8274547	0.8678093	0.8189876	0.7838836	0.9146145	0.86804724	0.8046375	0.92347056	0.87854147	0.7292033	0.8111224	0.81234133	0.8838961	0.8730852	0.778579	0.9133215	0.90726167	0.8293346	0.83042866	0.8849786	0.79438007	0.87536514	0.7638031	0.93736136	0.8185016	0.86855817	0.7646482	0.91174626	0.85579944	0.9187221	0.8034133	0.7259847	0.8322351	0.8246527	0.77520376	0.8689611	0.86133516	0.8686569	0.8499035	0.779775	0.80166423	0.88002014	0.8358762	0.86522603	0.90745497	0.93733954	0.8013956	0.88980377	0.52179396	0.8545502	0.6701845	0.8261157	0.71018076	0.8043943	0.80246985	0.8679687	0.8273471	0.8759387	0.64212966	0.86986744	0.8645878	0.7673259	0.84437627	0.8247682	0.85045874	0.81384736	0.85494256	0.8332778	0.9079485	0.84164745	0.913769	0.86389107	0.8513145	0.9199338	0.8567263	0.79133457	0.84732836	0.7812915	0.81641966	0.9063196	0.87573266	0.82760173	0.8432645	0.86453354	0.9164041	0.8079325	0.8790993	0.85572684	0.82322323	0.9176751	0.8584155	0.7747215	0.830918	0.8349867	0.814572	0.8546777	0.8282691	0.87883884	0.82196784	0.74567306	0.83738923	0.80233425	0.927596	0.8103305	0.88158494	0.8262342	0.85608923	0.85149014	0.9823226	0.813356	0.8510163	0.87637836	0.8077128	0.8778015	0.86579436	0.92980945	0.7982602	0.8402152	0.84600365	0.8377506	0.8382	0.8367797	0.74811447	0.89531046	0.8797803	0.7748295	0.86401004	0.86094165	0.89831966	0.84675145	0.82401615	0.8847249	0.8689335	0.8080279	0.8331061	0.84013486	0.803363	0.84415436	0.90651906	0.84077275	0.8582595	0.8983011	0.8123535	0.8550339	0.79393363	0.84959626	0.7487699	0.81474113	0.8524171	0.86998576	0.8419904	0.915228	0.8818186	0.71396244	0.76714593	0.8813238	0.87847286	0.88223296	0.91255647	0.70594966	0.7522228	0.87954175	0.688707	0.8427019	0.8615488	0.92311037	0.8203373	0.83093554	0.8622019	0.90243536	0.9126468	0.82710516	0.87991095	0.8863191	0.9128715	0.7877367	0.8565711
speler/noun	0.76111853	0.8152972	0.80200386	0.88557506	0.84590816	0.8742141	0.0	0.9273602	0.834024	0.8678473	0.88109344	0.8417499	0.813487	0.88410014	0.8354021	0.77568835	0.7862182	0.8955882	0.8711399	0.8869251	0.71011186	0.8889342	0.8406855	0.88539207	0.8855238	0.84047663	0.8633046	0.9013032	0.8872777	0.94061387	0.8294632	0.8644167	0.8529247	0.780626	0.8971111	0.8322898	0.8386222	0.8643359	0.8098742	0.86239976	0.8701271	0.8556498	0.82629037	0.77260005	0.9254338	0.90534353	0.9093662	0.80765855	0.82578844	0.91357183	0.9112594	0.85105056	0.8887221	0.87723404	0.85757864	0.8403312	0.792684	0.7724271	0.9156492	0.8593554	0.95487833	0.8414376	0.88841105	0.88491726	0.91257054	0.77777714	0.93822694	0.89333785	0.7558132	0.8613673	0.86553276	0.6191897	0.91660786	0.85348994	0.8629897	0.80904734	0.8421203	0.8916697	0.7886054	0.9179164	0.88149756	0.8829045	0.83650684	0.8279264	0.91896915	0.9007685	0.82365364	0.73152244	0.79492515	0.78840816	0.62160325	0.8422671	0.8964597	0.9151247	0.91375196	0.7449062	0.91223305	0.89850223	0.84418935	0.8723156	0.8274031	0.83006823	0.9026782	0.82377267	0.9081398	0.9008993	0.8082316	0.9175141	0.77635807	0.8089719	0.8445821	0.8543465	0.87364745	0.8079761	0.838705	0.7912868	0.879477	0.8691554	0.88182986	0.9148425	0.84479195	0.8113488	0.81063354	0.89003617	0.8375504	0.9099979	0.8235466	0.916254	0.8404865	0.9583258	0.8192085	0.81371206	0.87139404	0.8534027	0.7931535	0.8485521	0.88653135	0.93067276	0.759156	0.8714069	0.878259	0.7865415	0.87345576	0.9193507	0.8904177	0.89653504	0.8298571	0.8899626	0.83116174	0.8892103	0.80874705	0.8953947	0.77616346	0.80789846	0.8926323	0.9263006	0.86062366	0.90048957	0.83304965	0.78304577	0.84106946	0.84505284	0.8982604	0.8575758	0.8559381	0.8468185	0.8724797	0.87116015	0.75852746	0.92208076	0.8194786	0.89659405	0.8344312	0.91558754	0.8631671	0.7236963	0.73356867	0.853363	0.8530365	0.88503414	0.86305726	0.9086457	0.8211511	0.894218	0.92427474	0.8505506	0.8016453	0.8631196	0.8661824	0.8709515	0.902088	0.8257974	0.8354583	0.8472837	0.7794294	0.8426138	0.87186104	0.91269886	0.7929521	0.8485875	0.9161082	0.76652217	0.81656	0.7922118	0.89296615	0.91109496	0.7751771	0.8660008	0.97160685	0.87967855	0.72384155	0.8278558	0.7624081	0.82589376	0.8841223	0.7978058	0.88563925	0.84693265	0.8338136	0.80432814	0.8944704	0.85958326	0.83411825	0.8988726	0.80349356	0.7777175	0.887719	0.87590164	0.8651341	0.8614359	0.7574896	0.61902666	0.896655	0.70548236	0.8113425	0.9175949	0.8354352	0.8723016	0.75861645	0.86784387	0.8135408	0.91895795	0.77579886	0.840849	0.7270437	0.88953966	0.8623605	0.8791649	0.7864534	0.8924193	0.8770499	0.86870694	0.7586592	0.79433674	0.85143745	0.90977407	0.8614497	0.9149922	0.82684684	0.7948765	0.85410136	0.78519136	0.75825423	0.91619486	0.8423188	0.8957994	0.8251383	0.70957947	0.9090083	0.9058379	0.91919315	0.87525797	0.8908574	0.9068624	0.56784075	0.84941643	0.8267519
