	2001/noun	Aarlen/name	Amerika/name	Amsterdammer/noun	Australië/name	BOIC/name	Bruno/name	Buckingham/name	Cecilia/name	Chris/name	Cobain/name	Deckers/name	EK/noun	Francis/name	Frans/name	Fruit/name	Hilversums/adj	Kontich/name	Koreaan/noun	Koude/name	Lance/name	Landuyt/name	Lelièvre/name	Lierde/name	Martens/name	Oorlog/name	Palace/name	Palestijns/adj	Ronaldo/name	Schneider/name	Smets/name	Tienen/name	Verhaegen/name	Verheyen/name	Wouda/name	Zeno/name	afloop/noun	al/adv	aldus/prep	alleen/adj	alleen/adv	alvorens/comp	amper/adv	anders/adj	angst/noun	avontuur/noun	beetje/noun	behoorlijk/adj	beleef/verb	ben/verb	beroep/noun	beslotenheid/noun	bestaan/noun	beton/noun	betref/verb	bewoner/noun	bezoeker/noun	bijna/adv	binnen/adv	blijk/verb	blijkbaar/adj	bloem/noun	brouwerij/noun	buiten/adv	buurt/noun	coach/noun	concurrentie/noun	daar/adv	daar/noun	daarentegen/adv	daarna/adv	daarom/pp	dag/noun	daglicht/noun	dan/adv	dat/det	den/adv	die/det	discipline/noun	dochter_DIM/noun	door/prep	draai/verb	dring_binnen/verb	droog/verb	duik_op/verb	duur/adv	echt/adv	eenmaal/noun	eerst/adv	eigenaardig/adj	eigenlijk/adj	eind/adv	en/comp	er/adv	ertegen/pp	even/adj	evengoed/adv	evenwel/adv	extern/adj	extreem/adj	fiets/noun	fiets/verb	fit/adj	ga_door/verb	ge/pron	gedachte/noun	gedwongen/adj	geheel/noun	gemakkelijk/adj	geregeld/adj	geur/noun	gevormd/adj	gewoon/adj	gezond/adj	gips/noun	golfplaat/noun	haal_uit/verb	haar/pron	haast/adv	hard/adj	heb/verb	heel/adj	helemaal/adv	hem/pron	hen/pron	heup/noun	hier/adv	hij/pron	hitte/noun	huid/noun	huid_ziekte/noun	iedereen/pron	ik/pron	in_activiteit/noun	inmiddels/adv	innovatie/noun	intussen/adv	jarenlang/adj	jeugd/noun	jeugdig/adj	kaas/noun	kamp/noun	kan/verb	karakter/noun	katalysator/noun	kern/noun	kind/noun	kind_soldaat/noun	klaag/verb	klank/noun	kom_voorbij/verb	koorts/noun	kriebel/verb	kritiek/noun	laag/adj	lade/noun	langer/adv	lawaai/noun	leef/verb	leeftijd/noun	leer_kracht/noun	leger/noun	leven/noun	lies/noun	list/noun	louter/adj	lucht/noun	luchtvochtigheid/noun	luid/verb	maak_mee/verb	maand/noun	maar/adv	maar/comp	maar/vg	makkelijk/adj	me/pron	medewerker/noun	meer/adv	meestal/adv	men/pron	mentaal/adj	mest/noun	meting/noun	mezelf/pron	mij/pron	mijn/det	milieu/noun	minder/adj	minstens/adv	moeilijk/adj	moet/verb	monotoon/adj	moreel/adj	na/part	nauwelijks/adv	net/adv	niet/adv	nog/adv	nutteloos/adj	oefen/verb	of/name	oksel/noun	om/comp	omtrek/noun	ons/pron	ontbinding/noun	oorlog_ervaring/noun	opdracht/noun	operatie/noun	oppervlak/noun	overigens/adv	overlast/noun	pijn/noun	politie/noun	professioneel/adj	provincie_raad_lid/noun	pupil/noun	rest/verb	reuk/noun	rijp/verb	rook/noun	rot/adj	schaar/verb	schitterend/adj	schrijnend/adj	script/noun	selecteer/verb	simpelweg/adv	situatie/noun	sla/verb	slang_kuil/noun	slechts/adv	slijp/verb	sloop/adj	smerig/adj	snel/adj	sociaal/adj	soldaat/noun	sommige/det	soms/adv	spanning/noun	speler/noun	spier_pijn/noun	sprong/noun	staal/noun	stank/noun	stel_uit/verb	stemming/noun	sterk/verb	stilte/noun	stress/noun	strijd/noun	strijder/noun	student/noun	systeem/noun	te/comp	teen/noun	tegen/prep	tegenstelling/prep	temperatuur/noun	the/name	thuis/adv	tijdens/prep	toch/adv	tocht/noun	toerist/noun	toestand/noun	train/verb	trilling/noun	tv/noun	twijfel/noun	uit/part	uzelf/pron	vaak/adj	val/verb	verander/verb	verdriet/noun	verhouding/noun	verkeer/noun	verkeer_overlast/noun	verleden/noun	verlokking/noun	verschrikkelijk/adj	verspreid/verb	vertel/verb	vervolg/noun	vind/verb	voeg_toe/verb	voldoende/adj	volgens/prep	voor/comp	vooral/adv	vooraleer/comp	voorbij/part	vooruitzicht/noun	vorm/noun	vorm/verb	vrolijk/adj	vuiligheid/noun	wanneer/comp	want/comp	want/vg	wat/pron	water/noun	waterput/noun	we/pron	week/adj	week/noun	weer/adv	weer/noun	wel/adv	wellicht/adv	wenk/verb	wereld_DIM/noun	werk/noun	werk_omstandigheid/noun	werkelijk/adv	wieler_sport/noun	wijd/adj	wijs_uit/verb	woon_bij/verb	workshop/noun	zaak/noun	zak/noun	ze/pron	zeeman/noun	zeer/adv	zeg/verb	zeker/tag	zelfs/adv	zich/pron	ziel/noun	zo'n/det	zo/adv	zodat/comp	zolang/comp	zomer/noun	zonder/prep	zulk/det	zwem/verb
2001/noun	0.0	0.95921046	0.9354762	0.8908052	0.83545095	0.8720788	0.90526974	0.9128148	0.95219314	0.9354126	0.8831054	0.9886164	0.69330084	0.9176347	0.9247118	0.9752557	0.96499294	0.8874254	0.9731801	0.9793567	0.8839201	0.9048637	0.8321057	0.92873895	0.94263554	0.97767085	0.98773986	0.95962554	0.9017729	0.9849836	0.96629304	0.8831191	0.98818815	0.9248491	0.89870787	0.97001326	0.9748842	0.76678896	0.9386177	0.97743565	0.9321602	0.8920589	0.83406407	0.981839	0.9708369	0.9588282	0.9506935	0.9141643	0.8837791	0.92564833	0.950091	0.9823788	0.95513314	0.9024137	0.9593538	0.9033887	0.91128093	0.8406655	0.89239454	0.8646881	0.9282791	0.93877167	0.94468075	0.9107524	0.95123094	0.9143176	0.9200499	0.9441327	0.9714608	0.87915194	0.9338145	0.9012314	0.84901506	0.9504009	0.94424844	0.95309657	0.9759833	0.94154465	0.9663989	0.9255858	0.9309578	0.8625136	0.9463799	0.96896696	0.7917555	0.9772805	0.98035604	0.89338887	0.91227067	0.9737641	0.9631546	0.55398273	0.959524	0.86562306	0.93724644	0.8808613	0.9066046	0.81461704	0.9564621	0.8929547	0.94425327	0.89997524	0.95172673	0.93300617	0.98330504	0.9559199	0.88867885	0.92497736	0.9384626	0.856075	0.95334464	0.92533845	0.9642306	0.92273	0.937754	0.91451466	0.9523626	0.9795062	0.96644974	0.94696057	0.96245533	0.86154443	0.9547606	0.9732119	0.94897115	0.95310086	0.93185955	0.9092512	0.8612687	0.98955613	0.9628918	0.96463525	0.966212	0.8319797	0.8950252	0.93437946	0.81807667	0.9119836	0.93143976	0.97372556	0.9737837	0.95680946	0.9624388	0.9712732	0.9424615	0.9924066	0.9438281	0.8861001	0.94260067	0.9700631	0.9743399	0.956554	0.8546814	0.94571644	0.87297606	0.979765	0.92580914	0.9254298	0.96074206	0.9309244	0.8871822	0.97512347	0.94988894	0.9863694	0.9300874	0.96230984	0.9209227	0.9299725	0.9887494	0.91162413	0.5865553	0.96452355	0.9324083	0.9251631	0.9633027	0.9814266	0.9349766	0.9560852	0.93399495	0.9387215	0.9722675	0.9460012	0.8403716	0.97313726	0.96381783	0.96413314	0.9594431	0.86633027	0.8226256	0.96732646	0.8504469	0.94944763	0.9731929	0.9097365	0.92577624	0.90654755	0.9810424	0.8368611	0.9047107	0.87793696	0.87772346	0.9573115	0.960221	0.98622286	0.9740357	0.88716656	0.98209643	0.9354297	0.85264426	0.89639544	0.89700764	0.9458882	0.96241367	0.9594269	0.9779773	0.7799409	0.9108435	0.8786515	0.98751587	0.9036945	0.9496087	0.9278969	0.94701946	0.8858407	0.93649954	0.9611421	0.9017044	0.93557066	0.98402536	0.96128094	0.901082	0.9034698	0.9491917	0.9215639	0.9884973	0.9145239	0.93511677	0.9701356	0.92712843	0.9455548	0.96823835	0.9355708	0.9679396	0.94293696	0.9038144	0.92378885	0.75201225	0.88482547	0.9373126	0.92351615	0.9637884	0.9179913	0.98182946	0.9090792	0.9430513	0.912111	0.94527715	0.76540995	0.91448534	0.79633266	0.90549475	0.9211179	0.75287795	0.9199304	0.97250634	0.777628	0.9563466	0.87213457	0.9317693	0.940849	0.9698067	0.87409645	0.9583147	0.91480666	0.9071231	0.9521038	0.9735064	0.9512931	0.95531154	0.9298049	0.9024697	0.95997566	0.9115237	0.9525641	0.9789441	0.91728806	0.96260977	0.92568386	0.9304938	0.90782154	0.8914467	0.9197349	0.8338744	0.9406404	0.72572213	0.984592	0.9158914	0.88296956	0.9104687	0.85540277	0.9074321	0.9534735	0.98393035	0.90870863	0.97334385	0.91706043	0.8993338	0.6819577	0.86857325	0.8125285	0.95320606	0.7103119	0.78582096	0.91136646	0.8304211	0.85701823	0.9984801	0.90687823	0.98828375	0.85497695	0.96253693	0.9510211	0.9231369	0.90793073	0.9527048	0.9845886	0.9088112	0.93516517	0.98525345	0.9249613	0.9651466	0.93762803	0.94121873	0.937086	0.8655286	0.9334054	0.6629437	0.94804	0.93920356	0.86175525
Aarlen/name	0.95921046	0.0	0.91696393	0.94143236	0.8839143	0.98434776	0.9786208	0.95632523	0.9660661	0.99134845	0.8784828	0.99062717	0.86028695	0.9503461	0.9895412	0.95485526	0.9710471	0.9164646	0.9522443	0.95714045	0.98334676	0.96789014	0.30352962	0.9771949	0.9922843	0.9508962	0.9760199	0.86797285	0.9188173	0.9639589	0.96947455	0.90002036	0.979309	0.98939	0.9078253	0.94404024	0.9314022	0.9204664	0.92432857	0.9309701	0.91219026	0.82671267	0.8851232	0.9110773	0.9184233	0.8369074	0.9577401	0.9563504	0.6711738	0.95656526	0.9718224	0.905967	0.8954478	0.9897165	0.92628944	0.9073962	0.8513365	0.9470439	0.9574696	0.94079363	0.9382488	0.9511165	0.97497016	0.94243574	0.7985035	0.96668285	0.97276455	0.7965443	0.93788296	0.9016536	0.9493545	0.9544867	0.68986475	0.97067845	0.958068	0.98196477	0.9764245	0.88137543	0.9134537	0.9047258	0.8803341	0.85847867	0.93068314	0.9421719	0.75960314	0.9793223	0.9704115	0.90512	0.9567627	0.9193191	0.9454573	0.76737	0.92578113	0.92351145	0.8582133	0.91187423	0.9658117	0.88278836	0.9928843	0.9316984	0.83074045	0.85718775	0.95808613	0.9600963	0.94217765	0.9640285	0.9452716	0.93526214	0.96200466	0.8305323	0.9400013	0.92340773	0.9446349	0.96388143	0.91048133	0.988827	0.8624464	0.89912057	0.81592655	0.93995523	0.9060586	0.84390616	0.94205207	0.9089264	0.89488244	0.9734477	0.8239157	0.87940073	0.93903244	0.9471454	0.9766123	0.8975977	0.9271305	0.91081274	0.933762	0.97181886	0.9033401	0.9767152	0.75442785	0.8014674	0.99634403	0.71094084	0.9251534	0.87547374	0.97511464	0.9381575	0.8915222	0.89404213	0.9288262	0.9353294	0.8895727	0.93914545	0.9667532	0.9718757	0.9800884	0.9799278	0.9743659	0.96935403	0.9321713	0.8589268	0.9687357	0.91483146	0.9327755	0.99022937	0.9450232	0.9207288	0.9572755	0.9555614	0.9395126	0.8723686	0.9146479	0.9677301	0.958633	0.95457304	0.9571592	0.96700114	0.9364848	0.9404672	0.8687254	0.89925843	0.9466724	0.96356314	0.95016235	0.9602176	0.96929497	0.9062696	0.89025825	0.9548833	0.9137511	0.926043	0.95556664	0.92413706	0.94671106	0.9768945	0.9288147	0.9650663	0.9718525	0.93376493	0.9352741	0.91456586	0.99649614	0.9957143	0.9692937	0.94201726	0.9633855	0.95536286	0.9815563	0.9507079	0.938719	0.9433172	0.9517812	0.88913965	0.9628741	0.8420886	0.96382564	0.99674207	0.9050632	0.9811401	0.94316876	0.92440605	0.95428187	0.9496187	0.91698843	0.81088656	0.9026764	0.9514193	0.9807168	0.93083334	0.9442378	0.9720691	0.9270977	0.9699201	0.9196239	0.89648557	0.9226638	0.9268448	0.96822333	0.90066665	0.9379699	0.95260304	0.9221739	0.910368	0.9692638	0.9632341	0.9857877	0.9401858	0.94342434	0.8967438	0.9575505	0.92321193	0.9547956	0.9534999	0.8844614	0.9707119	0.9695752	0.90932703	0.9932334	0.9216158	0.96858215	0.9553578	0.9888569	0.91513944	0.7710138	0.9537763	0.7810056	0.91064256	0.92164487	0.89893824	0.96624887	0.8850441	0.929453	0.9856668	0.95796275	0.9298301	0.8792995	0.93432707	0.93589544	0.9790231	0.95302397	0.91804516	0.9632913	0.9380803	0.9180953	0.92537874	0.9082878	0.9856461	0.9543122	0.994038	0.9879859	0.8570875	0.9304279	0.89303505	0.91457176	0.917648	0.8502379	0.9652972	0.9729223	0.82582164	0.93228287	0.8756033	0.91364145	0.93176526	0.9498275	0.9340131	0.907452	0.91520715	0.93537104	0.85478085	0.905614	0.8955251	0.96638894	0.95780754	0.9266571	0.95985377	0.941713	0.9609605	0.9812482	0.9354116	0.9265303	0.9054415	0.78412247	0.8507004	0.93059385	0.9240611	0.90479684	0.890519	0.92545086	0.91413033	0.9287645	0.94456863	0.9077875	0.8248206	0.88426197	0.95941967	0.922548	0.9383112	0.84881836	0.9497572	0.9206307	0.8620224
Amerika/name	0.9354762	0.91696393	0.0	0.87572795	0.5383946	0.888512	0.967969	0.883665	0.9436181	0.9929325	0.7295239	0.9785311	0.930092	0.86825854	0.9790022	0.9591434	0.91552645	0.9677788	0.73298836	0.5206928	0.9079857	0.9469903	0.95180744	0.93490857	0.9560076	0.5048597	0.95486283	0.88427496	0.9201741	0.8526268	0.92748934	0.94708425	0.9320616	0.9647919	0.79396063	0.9214906	0.73513806	0.8635763	0.9541664	0.811759	0.8555778	0.8422	0.91686535	0.86045885	0.76559126	0.76118606	0.87180156	0.83354163	0.77186203	0.7295635	0.8721203	0.840292	0.79263717	0.8784517	0.8198377	0.8957567	0.9480297	0.86821145	0.911629	0.86616516	0.8473798	0.90417975	0.84771144	0.9090591	0.8929453	0.9388565	0.86832607	0.74072564	0.858448	0.76007867	0.8875016	0.8647353	0.90354085	0.93050456	0.88059115	0.86490774	0.8806827	0.7504147	0.87285554	0.9509328	0.77774787	0.83459437	0.9443237	0.9253085	0.7536665	0.89261794	0.9165882	0.8176342	0.90708673	0.85525423	0.8262114	0.8501028	0.8426779	0.82541156	0.8089048	0.91578025	0.90630966	0.8236214	0.88161284	0.84461033	0.88444614	0.83626723	0.9126199	0.86926824	0.9061356	0.8167062	0.86525667	0.85888577	0.891128	0.86053526	0.8842435	0.78709453	0.88600814	0.8946287	0.9110004	0.95079017	0.86563516	0.8364918	0.8535438	0.84053886	0.7856253	0.8549956	0.87946445	0.8601647	0.88077015	0.9072454	0.7988109	0.8476668	0.88433325	0.9204724	0.90580046	0.87846285	0.88578117	0.9443428	0.6880536	0.84660256	0.87093824	0.7593262	0.7943313	0.8203323	0.91946006	0.7579861	0.82425743	0.74925077	0.698964	0.9372036	0.9210923	0.7468852	0.9415826	0.8574021	0.92157304	0.9331377	0.9363857	0.83182675	0.86157835	0.97019076	0.75922894	0.9415948	0.7372891	0.942418	0.9739686	0.82181585	0.8114687	0.94008285	0.9312707	0.7347727	0.9161086	0.94575214	0.86589205	0.7104139	0.9150065	0.8355996	0.82175565	0.8319522	0.8911139	0.8822186	0.9446563	0.9238124	0.82231617	0.8300642	0.82124645	0.925487	0.92691123	0.86654055	0.8641191	0.8898163	0.9065208	0.9121175	0.907292	0.87334067	0.8892362	0.8930491	0.73087686	0.8934363	0.80008847	0.7823588	0.86908036	0.8891447	0.9099809	0.87074816	0.97078264	0.9452989	0.8738291	0.85872257	0.83785295	0.7327546	0.8732175	0.931082	0.92826015	0.8781771	0.8353342	0.90661716	0.84711903	0.9567511	0.87804043	0.96570444	0.8919476	0.827586	0.8820096	0.91404676	0.8957063	0.9006791	0.8226219	0.8282627	0.8649728	0.80919653	0.93095297	0.86004823	0.8207447	0.8735827	0.92629075	0.868118	0.89500725	0.8074726	0.72327024	0.89832735	0.82779026	0.76219034	0.83187264	0.84074235	0.7235956	0.9589748	0.8914394	0.924206	0.8585624	0.83381987	0.8461398	0.8025979	0.82934284	0.9131298	0.8687184	0.75012374	0.9098591	0.9011115	0.8743421	0.87444687	0.9443757	0.82987237	0.74776506	0.8485328	0.9293169	0.8680602	0.6389666	0.8967032	0.7844761	0.78190005	0.8496289	0.8744899	0.9388094	0.9214436	0.8405842	0.945291	0.8890122	0.8274666	0.887384	0.7042204	0.8413142	0.65707356	0.9372376	0.9491188	0.80718946	0.66493505	0.8566288	0.88356245	0.8865529	0.7527546	0.8177722	0.9335211	0.9118062	0.92697954	0.85915744	0.808884	0.8734994	0.8969717	0.87833285	0.8852558	0.8028583	0.82512057	0.9524103	0.8052931	0.78250384	0.83716255	0.8551676	0.83684886	0.8017976	0.8611065	0.8700037	0.89608705	0.88237125	0.84505314	0.88112485	0.82406396	0.85454667	0.88069856	0.9289535	0.8517426	0.92417663	0.8845002	0.91409683	0.88872695	0.91429305	0.97475106	0.87805086	0.96103084	0.84431237	0.7582103	0.8767692	0.9096845	0.86649346	0.84049076	0.71727467	0.8067916	0.79554856	0.86254346	0.868049	0.7636746	0.8947669	0.82249504	0.8155854	0.83968025
Amsterdammer/noun	0.8908052	0.94143236	0.87572795	0.0	0.8533186	0.924283	0.92979676	0.9026981	0.9706493	0.8833741	0.89849377	0.95387477	0.8806579	0.9323724	0.8678539	0.8669062	0.85229516	0.92159104	0.765344	0.9486544	0.8890341	0.9318382	0.9029672	0.8931673	0.93348056	0.94693357	0.96429205	0.91957694	0.87104684	0.9743634	0.9546334	0.8631811	0.91881025	0.92230797	0.82622707	0.8868947	0.80667174	0.7513888	0.9052247	0.8211764	0.7951657	0.934823	0.86476624	0.79484886	0.8721113	0.87677187	0.8277813	0.79552305	0.86910385	0.7851813	0.85647905	0.80534923	0.9062298	0.8391005	0.8859292	0.7013105	0.7257104	0.77607524	0.87530077	0.8000399	0.83939403	0.8832856	0.9082148	0.8398293	0.8051473	0.79285395	0.80298215	0.81869435	0.82739204	0.7643875	0.85878396	0.84611994	0.85417557	0.8705766	0.8091574	0.80531555	0.8589072	0.78434014	0.83704585	0.7878032	0.73091793	0.82875633	0.8600581	0.8376535	0.84661585	0.8198664	0.8478646	0.78452903	0.9115015	0.7986051	0.81216556	0.9131877	0.8184687	0.71712995	0.84525067	0.85173196	0.8431254	0.78055644	0.8468882	0.8493591	0.71414006	0.71595275	0.84588695	0.79958504	0.838605	0.84993523	0.92225045	0.83135813	0.8184417	0.75375235	0.83035576	0.80651355	0.71349424	0.760066	0.9044776	0.91154563	0.9007565	0.83898926	0.82135916	0.86127913	0.8025614	0.83232856	0.83430105	0.7832816	0.7671965	0.86182714	0.7606121	0.78873736	0.81502235	0.7677636	0.9088226	0.77813333	0.819243	0.92593384	0.714823	0.92916125	0.8207733	0.84864	0.76557916	0.70628405	0.88554865	0.8782306	0.76351905	0.7883995	0.89976794	0.9042791	0.81150544	0.93510467	0.7135995	0.80828273	0.7573062	0.88692653	0.8831731	0.85683155	0.8995961	0.89744747	0.89296526	0.73140526	0.8564622	0.81844133	0.8793998	0.89613706	0.8554577	0.94245917	0.93266094	0.85008204	0.82861346	0.91496074	0.8630133	0.8667976	0.9259818	0.8120374	0.8250425	0.76076967	0.7640255	0.82671666	0.8627107	0.7918963	0.7716594	0.7899857	0.82023734	0.86340886	0.73540056	0.84551436	0.80247957	0.84772533	0.8641586	0.78070265	0.88669133	0.8986726	0.85515016	0.843544	0.88186264	0.93574	0.7900565	0.82820356	0.7915276	0.7905296	0.90788686	0.87295717	0.987393	0.8554502	0.8129333	0.8324931	0.7661323	0.926057	0.91915333	0.8596077	0.9025554	0.8034816	0.7390636	0.6423942	0.8610987	0.81896305	0.9294921	0.92946446	0.7340704	0.8403701	0.77707076	0.9052003	0.83668715	0.8747133	0.75838435	0.89676833	0.869648	0.96074444	0.9066918	0.76184094	0.8505824	0.89136356	0.9474644	0.8265173	0.88617814	0.8539621	0.8660845	0.85387814	0.9448876	0.9107708	0.740768	0.79440796	0.86375064	0.7833321	0.88490045	0.80179393	0.87468994	0.7197648	0.9107474	0.86508024	0.8970402	0.8738959	0.8309245	0.901085	0.8965449	0.75349605	0.83677894	0.81879836	0.897692	0.89540446	0.8266291	0.8797517	0.98427397	0.83186567	0.8829588	0.810463	0.8481924	0.5925329	0.87668407	0.81005776	0.73191893	0.8467044	0.9172716	0.8776529	0.9023645	0.75675297	0.9047426	0.88705057	0.8827302	0.88060933	0.7580694	0.82198215	0.8050024	0.8757503	0.88959086	0.80113447	0.89273953	0.8773361	0.82925165	0.94453895	0.81228536	0.93450403	0.90258193	0.7026428	0.8936695	0.79657686	0.8823973	0.8228197	0.90609056	0.70615077	0.8662371	0.7936422	0.79758	0.7851943	0.85922515	0.82854426	0.8787643	0.7959753	0.7198676	0.897435	0.7943512	0.80063033	0.8250618	0.87450874	0.85544133	0.8995544	0.827847	0.8649348	0.9440824	0.84137034	0.8697727	0.8506179	0.91220057	0.9159621	0.8734674	0.8738309	0.7540676	0.79021746	0.8162564	0.9226936	0.81605726	0.8066863	0.7231115	0.8683463	0.8395479	0.80332005	0.78297555	0.8525137	0.8055595	0.8233667	0.79415834	0.79206663
Australië/name	0.83545095	0.8839143	0.5383946	0.8533186	0.0	0.9507016	0.96106297	0.85708183	0.9569214	0.950142	0.8593215	0.97861034	0.7187136	0.93142956	0.9415254	0.96348745	0.9100727	0.91312534	0.90338755	0.88320553	0.9309913	0.9669798	0.922814	0.89207745	0.93200654	0.89869785	0.77005804	0.9222167	0.89570886	0.87536794	0.8757197	0.7887373	0.9671545	0.9629745	0.5785835	0.87516195	0.8435659	0.8459689	0.8818796	0.87022644	0.8562635	0.91293365	0.8018	0.9311871	0.93646777	0.7964108	0.9130087	0.8828028	0.7690208	0.9116241	0.920868	0.9237487	0.9103948	0.9416491	0.94948983	0.7951958	0.8710679	0.7720132	0.8414668	0.8990783	0.94252145	0.8930118	0.79771	0.85065603	0.78344697	0.8386352	0.89344174	0.7707313	0.9511343	0.7263649	0.86967325	0.9417344	0.838127	0.93035996	0.92426217	0.95779085	0.94518125	0.91571784	0.7985836	0.8704498	0.82749355	0.8721962	0.89114845	0.90682393	0.8283012	0.9534427	0.894506	0.8548203	0.8955407	0.91767424	0.9191634	0.7820439	0.8977313	0.88255847	0.91259193	0.9038575	0.9187942	0.8125438	0.913563	0.86734784	0.7464858	0.7527075	0.89958143	0.92222303	0.95250946	0.91680294	0.83586544	0.9070107	0.8821437	0.7801262	0.8844046	0.9061029	0.8944523	0.9201724	0.88683736	0.8955271	0.9200446	0.92062366	0.8878797	0.8265593	0.8621241	0.8986532	0.9351986	0.90705115	0.91991997	0.84475136	0.8282023	0.85384506	0.7926171	0.92816806	0.9620385	0.9062351	0.91334873	0.9092826	0.76768094	0.96080506	0.858676	0.781371	0.92430425	0.93843913	0.9367664	0.8461225	0.8994473	0.9339156	0.8198635	0.9699732	0.89253396	0.92525214	0.8473833	0.93206763	0.90553635	0.85242313	0.9473273	0.9080613	0.87965155	0.9416851	0.86969084	0.8611772	0.8972921	0.9120002	0.91855556	0.8766765	0.9608793	0.92792577	0.9322532	0.8560786	0.90429616	0.91170764	0.939114	0.84222895	0.83602667	0.9386108	0.91717833	0.911973	0.9424245	0.9244105	0.94066745	0.9377881	0.88678515	0.88061047	0.906137	0.9087845	0.8433016	0.9146414	0.9457049	0.9353374	0.9597345	0.91151905	0.9069808	0.980593	0.87515414	0.9484751	0.8953039	0.93378586	0.7738849	0.8290615	0.9591781	0.89478946	0.8962202	0.85303026	0.9377011	0.956699	0.9290111	0.9242191	0.9234947	0.9213046	0.9601331	0.94182587	0.8590125	0.9211428	0.8825267	0.83147997	0.9234298	0.8991418	0.84824485	0.9730833	0.79250896	0.88043773	0.88018966	0.89968055	0.8162347	0.8848177	0.8596801	0.82603276	0.9679403	0.87032336	0.94342554	0.94720584	0.9479466	0.7393819	0.9560925	0.87072223	0.95769495	0.87602466	0.83713317	0.82985896	0.9480711	0.8761567	0.84063566	0.8905374	0.91215634	0.9640058	0.90355843	0.92057616	0.8548138	0.83902085	0.9081335	0.83039874	0.8374407	0.9186023	0.89529186	0.84907365	0.93987775	0.9285978	0.9499936	0.90937144	0.94049436	0.8275841	0.7628298	0.8733031	0.9768722	0.89240456	0.78194094	0.95786524	0.7238755	0.65864325	0.94632834	0.7859799	0.83147454	0.96255636	0.86110544	0.8735119	0.9141275	0.8669078	0.922938	0.92383933	0.97763675	0.89616746	0.9110069	0.86289537	0.8338484	0.87676007	0.82551014	0.87309533	0.84107876	0.7927607	0.8841683	0.96662986	0.9416318	0.876033	0.9089701	0.7970937	0.83838665	0.87439513	0.8499519	0.9379701	0.94129145	0.9090317	0.9118022	0.82543623	0.8431537	0.8911626	0.92295045	0.69328755	0.653947	0.9158511	0.8605727	0.8447688	0.8470522	0.83167887	0.93858445	0.8233671	0.87910354	0.9286571	0.8985692	0.907629	0.9934313	0.9285468	0.9161002	0.8439856	0.8320883	0.9493431	0.93668157	0.9080194	0.8848796	0.83523965	0.9326643	0.89907867	0.91654605	0.7617403	0.81979305	0.8830761	0.85716486	0.92398256	0.88371235	0.89371884	0.70458126	0.9306752	0.8965242	0.59287155
