	men/pron	beleef/verb	opdracht/noun	verhouding/noun	bewoner/noun	script/noun	zich/pron	rot/adj	speler/noun	rook/noun	hard/adj	wieler_sport/noun	spier_pijn/noun	selecteer/verb	BOIC/name	vorm/verb	soms/adv	ben/verb	avontuur/noun	behoorlijk/adj	heb/verb	Hilversums/adj	uit/part	spanning/noun	dring_binnen/verb	buurt/noun	Cecilia/name	oppervlak/noun	kritiek/noun	temperatuur/noun	wijd/adj	discipline/noun	provincie_raad_lid/noun	stress/noun	vind/verb	door/prep	kind_soldaat/noun	list/noun	daar/noun	smerig/adj	Aarlen/name	koorts/noun	zwem/verb	golfplaat/noun	gemakkelijk/adj	want/vg	gedachte/noun	geregeld/adj	angst/noun	leger/noun	gewoon/adj	Chris/name	overigens/adv	innovatie/noun	Verhaegen/name	pijn/noun	zo/adv	tegenstelling/prep	mest/noun	vooral/adv	daarentegen/adv	ertegen/pp	dag/noun	nauwelijks/adv	oorlog_ervaring/noun	minder/adj	voeg_toe/verb	zomer/noun	werkelijk/adv	Schneider/name	hitte/noun	na/part	meer/adv	schitterend/adj	hier/adv	zodat/comp	sla/verb	systeem/noun	kamp/noun	of/name	klaag/verb	want/comp	vooraleer/comp	Wouda/name	zeg/verb	ik/pron	ga_door/verb	Buckingham/name	vuiligheid/noun	ons/pron	lucht/noun	laag/adj	jeugd/noun	twijfel/noun	duur/adv	snel/adj	vertel/verb	gedwongen/adj	gezond/adj	stank/noun	den/adv	daarom/pp	fiets/noun	stel_uit/verb	alleen/adv	blijkbaar/adj	stemming/noun	slechts/adv	sociaal/adj	haast/adv	zo'n/det	zonder/prep	brouwerij/noun	student/noun	moet/verb	verdriet/noun	Ronaldo/name	wereld_DIM/noun	zeer/adv	ontbinding/noun	jarenlang/adj	situatie/noun	buiten/adv	Cobain/name	mentaal/adj	zeker/tag	toestand/noun	tijdens/prep	week/adj	maar/adv	Kontich/name	Amerika/name	beroep/noun	Zeno/name	draai/verb	die/det	simpelweg/adv	thuis/adv	eigenaardig/adj	kan/verb	maar/comp	eerst/adv	fiets/verb	verlokking/noun	er/adv	wanneer/comp	zulk/det	vooruitzicht/noun	nutteloos/adj	eigenlijk/adj	wellicht/adv	binnen/adv	mijn/det	om/comp	bezoeker/noun	lies/noun	huid/noun	niet/adv	dan/adv	vervolg/noun	Fruit/name	Francis/name	meting/noun	luid/verb	eenmaal/noun	gevormd/adj	evenwel/adv	voor/comp	verspreid/verb	bestaan/noun	nog/adv	zaak/noun	moreel/adj	rest/verb	werk/noun	zak/noun	Lelièvre/name	tocht/noun	waterput/noun	meestal/adv	staal/noun	me/pron	wenk/verb	lawaai/noun	te/comp	kriebel/verb	duik_op/verb	dochter_DIM/noun	ze/pron	zelfs/adv	Oorlog/name	slijp/verb	voorbij/part	reuk/noun	mij/pron	daar/adv	geur/noun	werk_omstandigheid/noun	uzelf/pron	overlast/noun	wijs_uit/verb	even/adj	heel/adj	ge/pron	verschrikkelijk/adj	2001/noun	in_activiteit/noun	Lierde/name	volgens/prep	minstens/adv	slang_kuil/noun	iedereen/pron	maak_mee/verb	teen/noun	kern/noun	vorm/noun	politie/noun	schaar/verb	kaas/noun	mezelf/pron	inmiddels/adv	beetje/noun	operatie/noun	Bruno/name	Verheyen/name	jeugdig/adj	tegen/prep	evengoed/adv	weer/noun	tv/noun	betref/verb	leef/verb	daarna/adv	luchtvochtigheid/noun	makkelijk/adj	Martens/name	schrijnend/adj	heup/noun	verleden/noun	bijna/adv	Palestijns/adj	Australië/name	vaak/adj	vrolijk/adj	wel/adv	zeeman/noun	professioneel/adj	karakter/noun	droog/verb	sterk/verb	toch/adv	haar/pron	train/verb	Koreaan/noun	gips/noun	soldaat/noun	geheel/noun	Palace/name	omtrek/noun	strijd/noun	rijp/verb	katalysator/noun	alvorens/comp	Deckers/name	the/name	EK/noun	helemaal/adv	Landuyt/name	pupil/noun	net/adv	maar/vg	blijk/verb	maand/noun	wat/pron	extern/adj	moeilijk/adj	Tienen/name	extreem/adj	beslotenheid/noun	weer/adv	en/comp	louter/adj	alleen/adj	aldus/prep	medewerker/noun	intussen/adv	anders/adj	monotoon/adj	Lance/name	sprong/noun	echt/adv	workshop/noun	fit/adj	leer_kracht/noun	Amsterdammer/noun	voldoende/adj	verkeer/noun	verander/verb	water/noun	kom_voorbij/verb	amper/adv	daglicht/noun	Smets/name	oefen/verb	dat/det	kind/noun	afloop/noun	woon_bij/verb	we/pron	Koude/name	leven/noun	langer/adv	strijder/noun	al/adv	ziel/noun	stilte/noun	hem/pron	week/noun	bloem/noun	leeftijd/noun	beton/noun	hen/pron	sommige/det	trilling/noun	sloop/adj	hij/pron	milieu/noun	concurrentie/noun	toerist/noun	eind/adv	oksel/noun	verkeer_overlast/noun	klank/noun	Frans/name	huid_ziekte/noun	val/verb	lade/noun	coach/noun	zolang/comp	haal_uit/verb
men/pron	0.0	0.82901907	0.7646342	0.86071074	0.81819177	0.7733403	0.6469586	0.7604456	0.7743403	0.8721055	0.8012194	0.81236863	0.8288834	0.8300394	0.812034	0.8089762	0.66217035	0.5386937	0.84407234	0.7083483	0.64033943	0.8874869	0.82663864	0.7908322	0.80234206	0.8032479	0.8908388	0.8141876	0.7417625	0.77970815	0.8861872	0.806976	0.92136025	0.7963947	0.6367017	0.90047586	0.864337	0.84524906	0.58451766	0.8318411	0.89925843	0.8761418	0.8304004	0.8637	0.5630691	0.4565662	0.6464132	0.79514664	0.81861883	0.92572343	0.65077364	0.9598651	0.68598133	0.82296574	0.9019597	0.75103027	0.65571666	0.8453387	0.7942835	0.7724784	0.76595056	0.6606692	0.8255262	0.7206206	0.8289285	0.675094	0.8190731	0.88939387	0.72529984	0.9430858	0.8506912	0.7001674	0.596063	0.82087106	0.55703396	0.6692765	0.8197051	0.67704976	0.8287854	0.9505045	0.7507113	0.5260096	0.77012575	0.8634247	0.81967306	0.5292679	0.68441844	0.94784635	0.81111485	0.5721292	0.7586303	0.8655153	0.85510755	0.8424523	0.7721889	0.62916064	0.7818427	0.8998316	0.75655544	0.7859751	0.7820802	0.6202873	0.8036505	0.8112805	0.69569564	0.57249653	0.8041098	0.7927503	0.87421644	0.7293593	0.7225168	0.78113985	0.9443307	0.75185806	0.55018604	0.7920871	0.8919354	0.78557307	0.684947	0.883388	0.847087	0.66214204	0.69959915	0.9315254	0.7928471	0.7672007	0.71721166	0.9079777	0.772717	0.55784285	0.93925214	0.8300641	0.7869749	0.8665357	0.598415	0.531469	0.74039614	0.6278724	0.7223581	0.40069276	0.42306727	0.5942682	0.79227364	0.80832934	0.5406381	0.64806867	0.5669637	0.87119305	0.7106843	0.6300396	0.71666956	0.72967696	0.7307228	0.6706936	0.77751404	0.950117	0.76463085	0.50230813	0.57735485	0.9220288	0.8706349	0.9470565	0.8574098	0.81529343	0.79741406	0.8071338	0.6584226	0.7810997	0.82238775	0.87853116	0.619982	0.7056242	0.79993117	0.67415506	0.6841624	0.8085396	0.8637406	0.9047072	0.8903947	0.70989347	0.83440846	0.6110114	0.8066977	0.766685	0.63313687	0.7691306	0.7076995	0.87326896	0.3116538	0.68191445	0.9251424	0.8067472	0.71670926	0.8356476	0.6159651	0.6014624	0.8450084	0.8323638	0.7552768	0.78872275	0.8197892	0.57699674	0.6993202	0.5635582	0.7283145	0.9387215	0.906822	0.8741971	0.8315468	0.6928152	0.7715218	0.5331266	0.6754756	0.8421926	0.9035098	0.75412697	0.88767004	0.6765057	0.8212859	0.60665154	0.857357	0.643214	0.86150455	0.95282894	0.9465964	0.879115	0.8605458	0.75405836	0.7305175	0.7590452	0.6209136	0.67962635	0.73783565	0.8652189	0.59118	0.9340013	0.7448572	0.87270695	0.71721387	0.862855	0.900847	0.8806105	0.671075	0.7708448	0.5258454	0.7949422	0.7490908	0.7531861	0.68716276	0.76857245	0.5375195	0.68213296	0.7453604	0.82826823	0.8878374	0.8773436	0.7644601	0.9834073	0.9669441	0.89693046	0.6078098	0.8241742	0.7620088	0.9656761	0.930727	0.9310664	0.5581198	0.90697986	0.8646844	0.7733127	0.48240083	0.70578057	0.848132	0.63741434	0.8319497	0.61361694	0.93865865	0.8303279	0.72887903	0.6965748	0.4992813	0.75255686	0.619841	0.98168916	0.93881196	0.7791425	0.5067208	0.7784779	0.8830072	0.7849565	0.569819	0.9225997	0.8181301	0.75647426	0.7899857	0.6036212	0.7367303	0.5928449	0.78861517	0.71227527	0.8866649	0.705063	0.91993016	0.7044188	0.4993047	0.75792265	0.8473448	0.885256	0.40002555	0.92183185	0.7998743	0.69128263	0.8907682	0.740242	0.83129483	0.7461244	0.62037766	0.873563	0.83950967	0.8970887	0.83061445	0.62037325	0.62276715	0.85626465	0.78828335	0.46898776	0.8207059	0.77155924	0.7641034	0.8750651	0.8462582	0.86409634	0.74465764	0.9065548	0.8429024	0.6721428	0.78852934	0.88304406	0.7550416	0.693991
beleef/verb	0.82901907	0.0	0.87455034	0.8935265	0.955334	0.87364036	0.8425565	0.91393954	0.80775493	0.953912	0.80766034	0.774419	0.7842198	0.8695804	0.9405954	0.91327566	0.7570838	0.74727035	0.61540884	0.8089701	0.71479213	0.9401442	0.9112041	0.6717367	0.9233807	0.8898814	0.91402656	0.94383746	0.9229136	0.8974509	0.89625627	0.7944412	0.9255351	0.810157	0.76317096	0.85934967	0.90245277	0.8918102	0.7784847	0.87836313	0.6711739	0.91144234	0.75665915	0.94275326	0.8382212	0.7360147	0.8713664	0.78001904	0.81296146	0.9718375	0.7993742	0.93892866	0.81420326	0.9064399	0.85460454	0.8015754	0.83913684	0.8207194	0.95090353	0.740844	0.7843158	0.82779205	0.7472991	0.7584192	0.87676954	0.89048105	0.8833232	0.7747462	0.80595577	0.92524064	0.88189924	0.8396628	0.8302677	0.617676	0.7164688	0.8436847	0.9118594	0.9465575	0.8031378	0.987412	0.8773725	0.72700506	0.8135602	0.7881333	0.83141875	0.78068084	0.810076	0.9437506	0.90852815	0.7890624	0.8661446	0.94591314	0.5711272	0.77144486	0.86661506	0.8791533	0.71333367	0.796427	0.8412042	0.92102224	0.86149335	0.8253658	0.7901222	0.8573718	0.8158872	0.8141235	0.86350787	0.8519551	0.9208881	0.7343339	0.71781933	0.8094198	0.90205544	0.9261919	0.8695854	0.77962816	0.8356265	0.8234309	0.84913135	0.9727381	0.8320308	0.8122661	0.87919146	0.74713826	0.7808783	0.7580193	0.84959614	0.7347926	0.8891007	0.82006514	0.8275293	0.77186203	0.92037266	0.9004816	0.77843046	0.76516014	0.8356745	0.79793537	0.83547175	0.81065434	0.77725804	0.9146922	0.72425145	0.7632604	0.7493639	0.77239424	0.7974248	0.79154253	0.89520997	0.7952934	0.8019222	0.8666277	0.75619596	0.864383	0.8206982	0.93357724	0.95488185	0.8322443	0.79870856	0.77288264	0.97374755	0.8567544	0.9173049	0.90942985	0.85866183	0.86729544	0.7475795	0.8108686	0.9138088	0.79515	0.7887503	0.82534134	0.88401157	0.82143354	0.7946528	0.9457586	0.75575244	0.6671134	0.8888573	0.80985534	0.9476485	0.7978593	0.74102783	0.8921517	0.83465475	0.7996182	0.74842644	0.8388157	0.82356894	0.83491784	0.9307499	0.8695651	0.80718416	0.9486853	0.81270707	0.7390164	0.8978869	0.84633255	0.90548396	0.90259725	0.90197873	0.8154222	0.67337704	0.8707506	0.7572498	0.8837791	0.84937733	0.8338925	0.91144097	0.8324987	0.93659353	0.83578855	0.50126463	0.9443258	0.8989249	0.9057669	0.9348438	0.9256207	0.9773533	0.843338	0.8659179	0.76310503	0.9087939	0.9206169	0.94719946	0.7318835	0.8803479	0.75959253	0.7696596	0.88633406	0.8390072	0.6977922	0.82984465	0.93326855	0.82246184	0.93709	0.8323508	0.90038973	0.84742683	0.7639093	0.9413329	0.7690208	0.7662279	0.7235979	0.80170965	0.78907347	0.7950041	0.7911921	0.9072939	0.76119673	0.77095014	0.83402026	0.7231477	0.883074	0.88011605	0.9193779	0.81029	0.96515256	0.93892026	0.9285899	0.8006349	0.9260856	0.8224126	0.9436269	0.96772736	0.79757106	0.78564835	0.94134116	0.78396654	0.80009687	0.7530898	0.8492427	0.85352004	0.82918817	0.9576856	0.73478425	0.8532624	0.8539139	0.8424411	0.7821771	0.77566665	0.8197331	0.7946483	0.90964895	0.931517	0.8934584	0.7813537	0.8360642	0.83455306	0.8854795	0.79501474	0.8481141	0.8287376	0.9278817	0.86910385	0.9282902	0.92056775	0.8246649	0.8767731	0.8161365	0.805106	0.7959943	0.88834083	0.82678235	0.8002211	0.8050195	0.68535334	0.80212253	0.7577243	0.9275483	0.7180819	0.9335323	0.96237993	0.801881	0.81223303	0.7386077	0.8342507	0.81563777	0.87466675	0.81470275	0.96724594	0.85150474	0.8796751	0.95523345	0.68828595	0.8134953	0.9118357	0.8853096	0.8434138	0.8139598	0.9519823	0.93579936	0.82442904	0.86579174	0.9252537	0.7570318	0.9283987	0.88544554	0.8560056	0.8683273
opdracht/noun	0.7646342	0.87455034	0.0	0.8732411	0.9450231	0.85039365	0.7477803	0.8908103	0.8016802	0.9220424	0.87261486	0.8637525	0.9601482	0.6679746	0.8013619	0.8881758	0.7532382	0.70930296	0.8615851	0.84094954	0.7827953	0.905788	0.8101314	0.8642861	0.8261266	0.92744803	0.83398163	0.8805427	0.6357961	0.8850121	0.9036431	0.6968048	0.9378137	0.84768975	0.6873834	0.80679846	0.7879425	0.843032	0.88891196	0.90867573	0.9507079	0.92323595	0.93129444	0.95904154	0.7332406	0.65680814	0.7436043	0.83625805	0.86210793	0.7506425	0.8413416	0.8755683	0.82566524	0.87899923	0.87204725	0.8912669	0.63544595	0.96855617	0.8603574	0.8870195	0.82943475	0.8013512	0.8447764	0.8866746	0.9042221	0.7994324	0.8926227	0.9202117	0.8855224	0.8893003	0.894035	0.7163116	0.85615724	0.8667399	0.8488483	0.7266704	0.8319634	0.77314365	0.8032501	0.9751392	0.88621104	0.805233	0.84890616	0.8444938	0.8486775	0.83232236	0.8841604	0.97179395	0.874338	0.6550071	0.89885455	0.91384065	0.8447992	0.9182203	0.8555303	0.83406556	0.8453952	0.83913	0.91540986	0.86339116	0.8793993	0.6939162	0.8341664	0.8735293	0.8437399	0.72323245	0.9001943	0.8319908	0.9161822	0.79698575	0.7826916	0.8676744	0.91553825	0.7893106	0.81838953	0.8588197	0.8174227	0.8939397	0.8202858	0.8559906	0.89849544	0.7794977	0.86071897	0.9784849	0.7408364	0.9186581	0.86741686	0.9165717	0.92507637	0.80440855	0.8940935	0.931082	0.7244917	0.8400677	0.88782513	0.7919321	0.7926411	0.8202158	0.9297567	0.72168505	0.79593784	0.8129296	0.8901373	0.7965785	0.82826173	0.8295026	0.7772781	0.8077367	0.8339795	0.84270936	0.7962749	0.8395888	0.87387156	0.55015147	0.8106791	0.9635461	0.85843545	0.7752604	0.76165247	0.92346513	0.88762605	0.95465237	0.7904505	0.87264025	0.91643316	0.87294716	0.7279107	0.86364794	0.81880635	0.8048456	0.8312618	0.7452321	0.762198	0.86377215	0.72016823	0.8431823	0.89030856	0.8690726	0.8570784	0.7838581	0.8615787	0.73459166	0.82045114	0.9374006	0.61923355	0.8867472	0.86650395	0.91154367	0.81004083	0.86054456	0.9328044	0.8409883	0.79309094	0.8987846	0.73071516	0.86067927	0.92863923	0.7764111	0.7081332	0.910051	0.8201829	0.7004268	0.8137027	0.8985901	0.8593187	0.9354297	0.88855124	0.9093511	0.8052156	0.85564965	0.92262024	0.8139307	0.8875395	0.92643476	0.90727556	0.85155386	0.805879	0.7929404	0.93809974	0.7611847	0.8759942	0.8707443	0.7356422	0.9529053	0.9291815	0.8796623	0.8456538	0.82943636	0.8620919	0.9126719	0.86645126	0.9186103	0.8205724	0.8886176	0.728099	0.88984704	0.9028327	0.8992846	0.9213685	0.92583865	0.7996657	0.94182587	0.7956546	0.8820833	0.82896626	0.8464211	0.74143094	0.7648504	0.85745776	0.85745937	0.81400967	0.75173455	0.8266399	0.8819325	0.88585037	0.7986705	0.89274186	0.9948066	0.93542373	0.79482734	0.85354733	0.8557662	0.820327	0.9555371	0.96551335	0.83349055	0.8648785	0.9531386	0.8854314	0.84219563	0.75390494	0.7950598	0.885255	0.8637358	0.70530903	0.727609	0.88065517	0.91128975	0.87472636	0.8669193	0.8574003	0.7949704	0.8004794	0.9130924	0.7801019	0.8361965	0.7395892	0.8807629	0.96260184	0.8447553	0.79655635	0.86813736	0.86062545	0.76416004	0.85960776	0.78895247	0.93446755	0.87721455	0.91033876	0.87293386	0.9007227	0.8896053	0.9391502	0.80912703	0.7541686	0.8187202	0.86055446	0.826293	0.79111207	0.9379084	0.8130301	0.79241353	0.8100962	0.8819859	0.86393064	0.8507552	0.6563773	0.8846466	0.9132143	0.88626224	0.88438934	0.5514034	0.7867921	0.84247035	0.8229283	0.8464703	0.89100134	0.826712	0.89272803	0.87883866	0.92077017	0.94674766	0.84413123	0.9375089	0.962251	0.7698422	0.9275086	0.8504055	0.8611504	0.7747542
verhouding/noun	0.86071074	0.8935265	0.8732411	0.0	0.86950195	0.8644041	0.8750437	0.9295516	0.9584644	0.9356209	0.8797127	0.7934524	0.9230922	0.92671216	0.83908427	0.7683635	0.83458114	0.73452663	0.90708834	0.8250012	0.8801286	0.85979474	0.9284449	0.66965234	0.85581255	0.88798815	0.85698307	0.69418985	0.8529291	0.79854196	0.64177924	0.7473876	0.9924167	0.87888026	0.9035342	0.8465746	0.85564756	0.9592773	0.85316014	0.86497706	0.9790231	0.9545707	0.95523375	0.89052665	0.87310314	0.8408137	0.8386398	0.9238604	0.8538706	0.9126018	0.91341114	0.9719042	0.85534143	0.79804134	0.96602905	0.87978655	0.84751284	0.91723657	0.93394494	0.8160237	0.84654236	0.9065603	0.95541257	0.8352645	0.8809044	0.88821286	0.91576046	0.92720187	0.8681424	0.91429543	0.9078621	0.8956867	0.93566084	0.93864906	0.84550124	0.831028	0.9210117	0.74285436	0.8714477	0.97494274	0.9383035	0.8174512	0.92157644	0.9270631	0.93142676	0.8972101	0.94754714	0.98086417	0.9607364	0.8963128	0.82949674	0.7546804	0.84823847	0.9078556	0.8390118	0.84980875	0.9449441	0.9272989	0.8134527	0.94316554	0.8199983	0.84752977	0.88097465	0.9433417	0.8597982	0.8092576	0.80506295	0.9195849	0.69503933	0.7612243	0.82906705	0.9042179	0.9795909	0.91629314	0.86849207	0.8965444	0.9401382	0.8427753	0.7604319	0.89139426	0.843199	0.64442754	0.95390123	0.9561489	0.8150073	0.9088209	0.68119204	0.79291314	0.88826036	0.90742034	0.9885339	0.6570736	0.8490934	0.93830365	0.8324809	0.8737136	0.8160446	0.9463575	0.8638594	0.84390044	0.84361374	0.8910728	0.87140787	0.8073168	0.85478866	0.7788168	0.8626835	0.871123	0.8334619	0.8897799	0.89816743	0.8949635	0.89648175	0.88011193	0.99027056	0.98020524	0.7480886	0.89800364	0.9038037	0.90312284	0.95062697	0.9486723	0.8104304	0.93678844	0.8731873	0.6436463	0.8533146	0.91177213	0.77950794	0.8535728	0.9298514	0.78033054	0.73672724	0.92365134	0.90699077	0.96330595	0.95839435	0.87015957	0.9910242	0.8371134	0.9157649	0.8980918	0.95492566	0.95194894	0.86394393	0.9632007	0.9161973	0.95995784	0.8972974	0.8393769	0.63341147	0.866356	0.938289	0.91828185	0.8868359	0.9073161	0.91379464	0.7905331	0.9278814	0.89874125	0.89324546	0.91156185	0.84311754	0.92299587	0.91413254	0.9512931	0.9357237	0.8674147	0.94136727	0.92117196	0.9378744	0.83766913	0.7780986	0.8818615	0.98395246	0.69940966	0.9720544	0.91005665	0.89928097	0.8620564	0.74379164	0.86064684	0.91795844	0.9958102	0.9944185	0.8243137	0.96733207	0.9011779	0.83531004	0.92579156	0.84910387	0.744702	0.88882923	0.8614677	0.89013314	0.9886034	0.8289114	0.9253328	0.88088685	0.85068125	0.9704994	0.89616746	0.80023825	0.86369205	0.8523644	0.893794	0.7990353	0.72237843	0.9190501	0.90909725	0.8681366	0.88484263	0.9263912	0.8476492	0.9910779	0.91480625	0.86267436	0.99546057	0.8177337	0.78096545	0.93410563	0.8059436	0.93946314	0.99474376	0.97031873	0.9506231	0.8229835	0.9619938	0.9081445	0.8322436	0.83925843	0.8704262	0.9705973	0.85246587	0.877462	0.8632424	0.89457184	0.75670445	0.89907146	0.9038768	0.85307896	0.79340994	0.8489917	0.95009553	0.9038932	0.8579438	0.8850652	0.860149	0.9442403	0.85727274	0.8763821	0.9340414	0.9223178	0.88970095	0.88060933	0.81522506	0.9097365	0.7008039	0.81247556	0.9814338	0.8986199	0.8703284	0.9785794	0.93727416	0.79207563	0.8972988	0.89932466	0.9543381	0.886966	0.6562282	0.791181	0.8623	0.80679166	0.8925184	0.76213545	0.9010434	0.9213787	0.9831716	0.7449279	0.88246673	0.85682285	0.9373262	0.8299678	0.8722443	0.82726085	0.9048257	0.7307764	0.7337398	0.8843712	0.95256215	0.920666	0.93201584	0.8538296	0.95313	0.95523494	0.91230094	0.94645303	0.9260401	0.7621783	0.87288666
bewoner/noun	0.81819177	0.955334	0.9450231	0.86950195	0.0	0.9609746	0.8227118	0.76013905	0.8886187	0.63813317	0.9199152	0.9740381	0.8975384	0.98008317	0.96316934	0.8316977	0.82389116	0.8702839	0.9549167	0.7352501	0.90672797	0.79765165	0.9318984	0.88944584	0.626763	0.3514769	0.95345163	0.79993063	0.882923	0.85820997	0.79020154	0.9265568	0.7662315	0.7996853	0.85092884	0.6530317	0.90006477	0.81421405	0.94845617	0.7694801	0.9073962	0.90748465	0.8896403	0.8121986	0.87069833	0.8126063	0.8904271	0.65703297	0.8568069	0.8552222	0.86287844	0.92573404	0.89054686	0.9796666	0.93528885	0.851113	0.8897472	0.7926219	0.8814938	0.6803349	0.8902378	0.8892095	0.9291973	0.71316695	0.9395414	0.66890043	0.9657543	0.83889174	0.9261891	0.96908253	0.61970556	0.9793979	0.9194107	0.9568228	0.71177936	0.6882338	0.6661755	0.85057455	0.75591826	0.9960699	0.4766937	0.8438953	0.8708966	0.92358863	0.9583539	0.8875638	0.9431323	0.88397557	0.5593605	0.8839817	0.71444505	0.8860002	0.8471724	0.9355652	0.8983598	0.8823265	0.881372	0.79985815	0.91999847	0.47227657	0.8966993	0.87921554	0.85563713	0.9398049	0.8038159	0.8547799	0.9100841	0.87956226	0.865802	0.87105966	0.8278067	0.80199516	0.7670233	0.64960206	0.8839004	0.93142843	0.9653213	0.82460487	0.93710494	0.9474587	0.8172599	0.8797324	0.6912612	0.97709733	0.94164777	0.89147437	0.8211284	0.86863786	0.9079755	0.8881355	0.900391	0.8957568	0.90666753	0.900677	0.89064914	0.8047054	0.83716273	0.898888	0.86122775	0.863458	0.8590937	0.8408488	0.8620488	0.9215633	0.7685934	0.8256999	0.8771861	0.9530911	0.8241812	0.89818054	0.8184591	0.7069797	0.895772	0.8103141	0.7111436	0.95227915	0.8676493	0.89647555	0.9177321	0.9645549	0.9207261	0.91706014	0.6989045	0.97114193	0.81007063	0.85699683	0.76145035	0.9089422	0.65904665	0.898044	0.94503397	0.86157626	0.8887738	0.85209215	0.8172106	0.8265533	0.9552352	0.87609076	0.7476837	0.85340995	0.87774074	0.8889979	0.857231	0.42531556	0.79017586	0.93195647	0.8391434	0.87812746	0.7348496	0.80100405	0.97941303	0.88152254	0.87557966	0.81522936	0.8724365	0.7381979	0.7238232	0.8255225	0.8914685	0.3771189	0.81727177	0.90658385	0.88738453	0.853088	0.7730856	0.90338874	0.9479544	0.9242269	0.8457025	0.938617	0.76300687	0.8068103	0.94035125	0.9189526	0.9320311	0.8223255	0.6516324	0.92727447	0.92178184	0.9398293	0.8635062	0.87905926	0.9330193	0.91187257	0.95290196	0.831848	0.7972009	0.81331027	0.7741459	0.82281834	0.8685242	0.86523724	0.8596034	0.9736634	0.8658367	0.9680438	0.8424557	0.88823307	0.8841558	0.8590543	0.8453595	0.7951958	0.80581075	0.87654155	0.92049867	0.8826333	0.8814852	0.8331965	0.8920216	0.9549727	0.91979843	0.8525821	0.9238919	0.90591854	0.965804	0.83818936	0.8767611	0.94358593	0.8679667	0.8330411	0.9526776	0.8760679	0.88606906	0.9657439	0.9920667	0.9909987	0.8794231	0.93522775	0.7937371	0.84462035	0.8678551	0.85735685	0.9694067	0.9101688	0.84529	0.92091036	0.72156894	0.8313154	0.859492	0.88474274	0.8593563	0.88195753	0.8830561	0.9201205	0.7812678	0.8581103	0.9534071	0.87684023	0.9889419	0.9327697	0.7911281	0.9269299	0.9591719	0.7934292	0.7013105	0.90385824	0.47329658	0.849874	0.7117183	0.82428926	0.8149311	0.85648483	0.92739475	0.89354485	0.93688464	0.7652306	0.85867137	0.88563216	0.85018075	0.98353845	0.90705	0.8620107	0.79338145	0.8648772	0.9104265	0.82142675	0.8807987	0.96546435	0.85185456	0.97583854	0.8036094	0.81449777	0.6614891	0.6131809	0.94600827	0.826503	0.80831075	0.83562243	0.6005119	0.944505	0.93012226	0.5054991	0.91196966	0.8301	0.95485413	0.85429806	0.8557644	0.9454975	0.80649924	0.9071837
