	'98/noun	's/adv	Amerika/name	Amerikaans/adj	Amsterdammer/noun	Chris/name	Cobain/name	Deckers/name	Fruit/name	Lance/name	Lelièvre/name	Nederlands/adj	Ronaldo/name	Schneider/name	Serie/name	Verhaegen/name	WK/noun	Zellik_Galmaarden/name	aan/prep	actrice/noun	af/part	afgelopen/adj	afloop/noun	al/adv	aldus/prep	alleen/adj	alleen/adv	alles/noun	als/comp	als/prep	alsof/comp	alvorens/comp	amper/adv	andapos;s/adv	anders/adj	angst/noun	avonds/adv	ban/verb	beetje/noun	behoorlijk/adj	ben/verb	beslotenheid/noun	bestaan/noun	bestrooi/verb	beton/noun	betoog/verb	betref/verb	bij/prep	bijna/adv	binnen/adv	blijf/verb	blijk/noun	blijk/verb	blijkbaar/adj	bloem/noun	boek/noun	bovendien/adv	breek/verb	buiten/adv	communist/noun	concurrentie/noun	daar/adv	daar/noun	daarom/pp	daarvoor/pp	dag/noun	dan/adv	dan/comparative	dankzij/prep	dat/comp	dat/det	de/det	den/adv	deze/det	die/pron	door/prep	drie/num	droog/verb	drugs_overlast/noun	dusver/adv	duur/adv	echt/adv	een/det	eenmaal/noun	eerst/adv	eerste/num	eigenlijk/adj	eind/adv	eind/noun	element/noun	en/tag	en/vg	er/adv	ertegen/pp	even/adj	evengoed/adv	evenwel/adv	fit/adj	foto/noun	ga/verb	gelukkig/adj	generatie/noun	gesprekspartner/noun	geur/noun	geval/noun	gevangenis/noun	gevormd/adj	gewoon/adj	ginder/adv	gips/noun	gisteren/adv	goed/adj	golfplaat/noun	haak_af/verb	haal_uit/verb	haar/pron	haast/adv	half/adj	heb/verb	heb_gelijk/verb	helemaal/adv	hem/pron	hen/pron	het/det	hier/adv	hij/pron	hitte/noun	hoe/adj	houd/verb	huid/noun	huid_ziekte/noun	huis/noun	hun/det	ik/pron	in/prep	indien/comp	intussen/adv	invloed/prep	jaar/noun	januari/noun	juist/adj	juist/adv	kaas/noun	kan/verb	kant/noun	karakter/noun	katalysator/noun	kies/verb	kind/noun	klimaat/noun	klink/verb	kom_voorbij/verb	kort/adv	kritiek/noun	laat/adj	laat/verb	land/noun	lang/adj	langer/adv	langzamerhand/adv	leef/verb	leeftijd/noun	leg_op/verb	leven/noun	lig/verb	lijk/verb	lijm/noun	list/noun	living/noun	lucht/noun	lust/verb	maandag_namiddag/noun	maar/adv	maar/comp	maar/vg	makkelijk/adj	man/noun	manifesteer/verb	match/noun	me/pron	medewerker/noun	meer/adj	meer/adv	meestal/adv	men/pron	mens/noun	mentaal/adj	met/prep	mij/pron	milieu/noun	minstens/adv	moet/verb	muziek/noun	na/prep	nachts/adv	nationaal/adj	nauwelijks/adv	net/adv	niet/adv	nieuw/adj	nog/adv	nutteloos/adj	of/vg	om/comp	omwenteling/noun	ondanks/prep	onder/prep	onvermoeibaar/adj	ook/adv	oorlog_ervaring/noun	op/adv	op/prep	opdat/comp	oppervlak/noun	overigens/adv	pas/adv	periode/noun	pijn/noun	plaats/noun	plots/adj	pop/noun	provincie_raad_lid/noun	pupil/noun	rechtuit/adv	reeks/noun	regen/noun	regering/noun	rijp/verb	ritme/noun	rond/prep	rook/noun	scheid/verb	schrijnend/adj	sfeer/noun	simpelweg/adv	sinds/comp	sla/verb	slang_kuil/noun	snel/adj	sommig/adj	soms/adv	soort/noun	speel/verb	speler/noun	spier_pijn/noun	sta/verb	staal/noun	stank/noun	stemming/noun	sterk/verb	streven/noun	strijd/noun	student/noun	surfer/noun	systeem/noun	taak/noun	te/adv	te/comp	tegen/prep	tegenslag/noun	tegenstelling/prep	temperatuur/noun	thuis/adv	tijdens/prep	tijdje/noun	toch/adv	tocht/noun	toen/comp	tot/adv	tot/prep	twijfel/noun	uit/prep	uiteraard/adv	uur/noun	uzelf/pron	vaak/adj	val/verb	van/prep	vandaag/adv	veel/adj	verander/verb	verdriet/noun	verhouding/noun	verleden/noun	verlies/noun	verlokking/noun	verschrikkelijk/adj	vijftal/noun	vind/verb	voetzool/noun	voldoende/adj	volgens/prep	voor/comp	voor/prep	vooraan/adv	vooral/adv	voorjaar/noun	vooruitzicht/noun	vorm/verb	waar/adv	waardoor/pp	wanneer/comp	want/comp	want/vg	wat/pron	we/pron	week/adj	week/noun	weekend/noun	weer/adv	weer/noun	weet/tag	wel/adv	wereld_DIM/noun	werk/noun	werk_omstandigheid/noun	werkelijk/adv	wie/pron	wieler_sport/noun	wil/verb	winterstop/noun	wis/verb	woestijn/noun	word/verb	zaak/noun	zal/verb	zaterdag/noun	ze/pron	zeeman/noun	zeer/adv	zeg/verb	zeker/adj	zeker/tag	zelf/adv	zelfstandig/adj	zeven/num	zich/pron	zichzelf/pron	ziel/noun	zij/pron	zijn/det	zo/adv	zoals/comp	zodat/comp	zodra/comp	zoek/verb	zolang/comp	zomer/noun	zonder/prep	zwem/verb
'98/noun	0.0	0.8682487	0.82073486	0.928411	0.9280553	0.9758051	0.8390449	0.98843104	0.8112403	0.90395606	0.8414125	0.8763328	0.80859214	0.98080766	0.92241275	0.97979057	0.51134336	0.8464362	0.88049686	0.966715	0.8927713	0.6639124	0.92257863	0.72416985	0.9933233	0.9682354	0.9277389	0.9806311	0.8549058	0.9235445	0.9179344	0.8798068	0.9003611	0.87009215	0.94959396	0.9503121	0.89909	0.9465513	0.961279	0.870469	0.91211635	0.88940215	0.91301286	0.95672673	0.97467023	0.94559854	0.960076	0.7716768	0.83999646	0.8800584	0.9054858	0.9623168	0.8495867	0.97103274	0.9484107	0.8758943	0.9477131	0.82896674	0.87245744	0.8884928	0.9491221	0.89567363	0.9706145	0.9480057	0.8617673	0.8333364	0.88639873	0.8842743	0.9721717	0.93515265	0.9537144	0.8698049	0.9813752	0.6664312	0.8725781	0.935004	0.82925934	0.8638636	0.888797	0.92045534	0.97575617	0.9864284	0.8713038	0.82658434	0.85989094	0.65748274	0.95356464	0.4818079	0.5471518	0.9582335	0.93254685	0.940276	0.85338336	0.9663206	0.91641575	0.91849136	0.8557373	0.89575106	0.98841506	0.91665804	0.9541823	0.9463099	0.9708692	0.9541214	0.9329891	0.77010775	0.90181863	0.9374964	0.93171227	0.89929867	0.8472413	0.94439834	0.9436875	0.83492863	0.9272227	0.91134024	0.98425573	0.7715821	0.8944491	0.932892	0.94000316	0.90471315	0.95822746	0.7547712	0.8741027	0.81235075	0.9258083	0.9752465	0.9539645	0.96889997	0.9625207	0.90859306	0.95254743	0.90759546	0.6695656	0.87910855	0.87939036	0.9431458	0.49183273	0.41470462	0.9883615	0.948505	0.8700252	0.8729974	0.9635068	0.93098	0.95992917	0.9470631	0.93149954	0.9150015	0.9731631	0.88027704	0.7679512	0.9540669	0.8021397	0.8778351	0.8348706	0.7763804	0.95519245	0.9217	0.89979	0.89543915	0.9750481	0.86085814	0.8717097	0.9496405	0.96395916	0.9618648	0.9149023	0.90941155	0.9316566	0.85793805	0.9213452	0.8914215	0.87823147	0.96720564	0.9089861	0.8482481	0.8641015	0.953897	0.96962047	0.8933471	0.9371428	0.9104453	0.9261273	0.9578596	0.9033175	0.95698744	0.9624031	0.94777095	0.8004451	0.8423267	0.96444374	0.6852015	0.91928416	0.7728441	0.9088772	0.89388204	0.9675504	0.8470681	0.76110643	0.95882785	0.9060519	0.91594803	0.87966853	0.91415894	0.96856356	0.9603759	0.9482118	0.9085374	0.97621167	0.78859925	0.946093	0.9622356	0.8732867	0.5384747	0.65514684	0.93644285	0.8525647	0.8896898	0.9246647	0.8814756	0.8850585	0.92878866	0.8217749	0.8453225	0.853596	0.7661837	0.95068854	0.9057556	0.92616653	0.89801073	0.940083	0.93849355	0.98360485	0.5553315	0.89195836	0.89929914	0.8837006	0.9608871	0.9354572	0.9828602	0.87574124	0.86648	0.95991254	0.9127431	0.942358	0.9023866	0.85441256	0.90045387	0.91691834	0.9495757	0.9666203	0.8602736	0.95791054	0.95350385	0.9464982	0.9210125	0.8234861	0.7790966	0.8425303	0.79640824	0.8726093	0.5974405	0.79971504	0.94985443	0.92656815	0.58670557	0.9459884	0.67800987	0.9365045	0.92003226	0.9782219	0.83390546	0.96811306	0.9182472	0.84859914	0.8475195	0.8742959	0.9147218	0.92596024	0.8604595	0.9166068	0.903943	0.8080341	0.96099436	0.9479552	0.87006104	0.97617143	0.9675591	0.8995448	0.98159236	0.83454883	0.8218798	0.9483156	0.9127782	0.54076564	0.8839145	0.93810874	0.9207451	0.9213189	0.77314466	0.90697265	0.90776455	0.979616	0.8876249	0.8709075	0.6861769	0.839518	0.8809673	0.8614861	0.9757667	0.9596732	0.95872825	0.8361384	0.9574767	0.97092515	0.9544618	0.89775443	0.94704777	0.7743124	0.91812575	0.91744924	0.7233231	0.9660834	0.81659627	0.8235292	0.8865113	0.9220304	0.9619599	0.9836822	0.95678705	0.9827906	0.94440734	0.94156945	0.8337942	0.9331733	0.96278656	0.9357884	0.9211893	0.8915001	0.94525045	0.9232114	0.8920413	0.86198455	0.9592924	0.9547509	0.5143802	0.9160128	0.7249299
's/adv	0.8682487	0.0	0.9334385	0.9638279	0.93051594	0.97701114	0.9293096	0.94472337	0.7264136	0.94851834	0.8273785	0.9354527	0.89294076	0.9764348	0.93061024	0.9880528	0.91665936	0.9146642	0.9451597	0.964688	0.917438	0.8746854	0.8646424	0.88211167	0.95822734	0.7973942	0.71004534	0.8857176	0.67907095	0.9353306	0.8527837	0.8093847	0.74068147	0.22007531	0.9062571	0.8945959	0.35230368	0.95456135	0.86086404	0.81092113	0.9095255	0.78007764	0.94858706	0.90590435	0.8720174	0.96588373	0.8979975	0.8237738	0.8013712	0.6462251	0.8374851	0.96364427	0.9042507	0.9303712	0.83516157	0.95366925	0.88263303	0.86877275	0.54125935	0.94482356	0.9641416	0.7286266	0.9180187	0.9057864	0.93560755	0.6471281	0.7400371	0.874933	0.8746555	0.9185084	0.9244372	0.87181336	0.95816994	0.93243295	0.84879875	0.8451152	0.6864457	0.7765806	0.9241321	0.96210945	0.9483875	0.8853252	0.92425776	0.7854449	0.84923637	0.9094742	0.9121928	0.90265524	0.91020876	0.9412817	0.769334	0.7128702	0.75560176	0.952872	0.75535893	0.85500956	0.9034231	0.8871654	0.96969056	0.6818402	0.845464	0.9342077	0.92668897	0.8377809	0.94350725	0.85990584	0.88760984	0.7510422	0.8088777	0.8833775	0.8816631	0.9111166	0.80552673	0.89262235	0.86533755	0.7857002	0.8758606	0.76819694	0.8907458	0.8727225	0.8776635	0.8768211	0.8902903	0.919439	0.7212126	0.80956125	0.7297983	0.91918594	0.8035155	0.88441056	0.93852127	0.5758035	0.87141377	0.7404738	0.90726805	0.88374674	0.89048064	0.80714494	0.868795	0.8639535	0.9002247	0.92396086	0.88973314	0.8180961	0.9111811	0.9264507	0.875583	0.9054546	0.6738414	0.85710055	0.90026426	0.6010307	0.8561697	0.9383121	0.6476959	0.90678763	0.912776	0.8248935	0.9167331	0.9420358	0.8347156	0.8566388	0.9381385	0.926651	0.6928471	0.9279343	0.7962929	0.95987886	0.6911432	0.7711147	0.86967975	0.76151466	0.84212726	0.878089	0.8764772	0.87749255	0.8162123	0.88124526	0.8782612	0.8683325	0.9357909	0.92142487	0.84071344	0.51792145	0.86826766	0.7918522	0.9126911	0.85754	0.89479506	0.923867	0.8317832	0.88781464	0.87280744	0.78757113	0.32853281	0.9563026	0.85658175	0.8684255	0.9072583	0.9754215	0.83167964	0.9265302	0.66043437	0.8923605	0.93584734	0.89835155	0.875357	0.90570676	0.8539531	0.9645044	0.92758274	0.8944744	0.8691119	0.8562611	0.9232521	0.6326323	0.84531134	0.8779256	0.9060288	0.80529654	0.90695673	0.86768913	0.8742306	0.83153903	0.9172574	0.6424744	0.9898405	0.86281383	0.9100836	0.51490843	0.76332325	0.88162607	0.90004987	0.8233336	0.9189573	0.8922407	0.84264725	0.90976286	0.8469857	0.93639666	0.6598214	0.8896869	0.8159293	0.9270308	0.76070595	0.80357003	0.9347078	0.83594555	0.90060574	0.957669	0.9728488	0.9643077	0.8603959	0.8948494	0.9697461	0.9583288	0.85578674	0.93536496	0.90535116	0.935529	0.9059684	0.6365917	0.52574086	0.84878576	0.86160904	0.89096624	0.7643584	0.7206463	0.960499	0.64278305	0.9461717	0.9355537	0.9359478	0.3677817	0.9476001	0.68103266	0.83618486	0.92656773	0.7548995	0.8854384	0.9042301	0.90326744	0.9201762	0.91398954	0.9372464	0.8249498	0.8497023	0.9093471	0.9356625	0.8884982	0.8910912	0.9549285	0.7807932	0.9479357	0.8913975	0.70144045	0.88331294	0.9060273	0.93043303	0.74205536	0.8494843	0.58118194	0.90150344	0.83372617	0.9373415	0.791854	0.9125987	0.8228425	0.5063565	0.69929945	0.693151	0.933598	0.89100343	0.94139373	0.7888164	0.9273835	0.93051875	0.8658704	0.9658113	0.9029677	0.8615858	0.9032062	0.7431085	0.7813119	0.90906304	0.90542096	0.79798836	0.7108445	0.7845644	0.903507	0.9438681	0.9088403	0.9100087	0.89222664	0.9354273	0.606917	0.913536	0.9025309	0.96578485	0.8632337	0.91694105	0.9338989	0.88116187	0.6968426	0.76626945	0.8931424	0.9227916	0.8171608	0.8909937	0.62800246
Amerika/name	0.82073486	0.9334385	0.0	0.70119965	0.80670315	0.9612561	0.699831	0.948655	0.85676014	0.8395499	0.92559516	0.7455715	0.86859953	0.81793094	0.8987939	0.9469601	0.7982874	0.9205635	0.8595699	0.7814972	0.91313374	0.83999103	0.8130202	0.87509394	0.92872703	0.7921933	0.82173824	0.74065745	0.7678369	0.7030959	0.80676347	0.89029396	0.89850706	0.93774766	0.80569065	0.70893586	0.9291965	0.8079034	0.82139325	0.8401542	0.7413542	0.8023566	0.7618542	0.9695573	0.871992	0.74676913	0.7738672	0.7954109	0.89808905	0.8501489	0.8463411	0.9142122	0.7932535	0.7943362	0.8740238	0.7476066	0.7725431	0.8766842	0.8534039	0.63017154	0.7626486	0.7066318	0.8183012	0.77417743	0.8162608	0.91580343	0.82928884	0.8665656	0.80586636	0.7664686	0.7916424	0.75642514	0.8235574	0.7983283	0.6954131	0.7434039	0.90437883	0.8967113	0.737361	0.82751906	0.8328037	0.84846425	0.78517705	0.7738484	0.88231504	0.86978805	0.77221644	0.864307	0.85814536	0.72062767	0.78419363	0.8068066	0.79658926	0.7363339	0.913172	0.8080008	0.83524054	0.8968843	0.886835	0.82546693	0.84498876	0.73503107	0.7619767	0.8307664	0.8076733	0.7281989	0.8003122	0.8442361	0.86025864	0.8945411	0.7907147	0.79971826	0.90001476	0.8813562	0.8748236	0.7482394	0.818104	0.8675486	0.7858213	0.82409066	0.83179617	0.7876275	0.83744246	0.7627578	0.7100911	0.7171689	0.8832406	0.7659371	0.8543164	0.88220555	0.8024101	0.8091921	0.7615142	0.7935589	0.6987923	0.8727707	0.87715757	0.70990646	0.85398996	0.91235095	0.76951987	0.7085744	0.86098415	0.7357701	0.8990667	0.67902106	0.73220116	0.8414523	0.80390465	0.6439975	0.83209115	0.8052833	0.8432305	0.7973753	0.8645492	0.8908129	0.41391915	0.8418919	0.7821472	0.73673224	0.6373197	0.882563	0.8366363	0.7352056	0.8225276	0.80024326	0.9061498	0.89923155	0.87786776	0.8575546	0.81579787	0.8724206	0.78983694	0.7136682	0.8022231	0.8374109	0.84737575	0.7578602	0.9086671	0.8152338	0.92826515	0.83470136	0.8333685	0.7778408	0.71546376	0.72499275	0.80319613	0.8721729	0.7971386	0.77023673	0.89109117	0.81040096	0.7583917	0.8652592	0.89017576	0.8200629	0.79201907	0.7993164	0.8144009	0.8299183	0.8688574	0.853436	0.8023148	0.86386776	0.6895598	0.8319777	0.8743387	0.86914915	0.7912238	0.8290192	0.886216	0.8189447	0.70063937	0.83357257	0.7623318	0.8155507	0.8501157	0.7766787	0.8253296	0.7823067	0.81059164	0.92345107	0.87231386	0.852131	0.8505169	0.82636875	0.70642555	0.832107	0.80719364	0.87473816	0.8505765	0.87017214	0.8043641	0.8012198	0.79245865	0.75344086	0.86775625	0.85066324	0.8373451	0.8073071	0.84905475	0.730126	0.8110733	0.8741518	0.82921815	0.7933963	0.85228693	0.80518055	0.7330756	0.8159143	0.8185538	0.8216258	0.7319791	0.8411465	0.8007981	0.8203806	0.8861533	0.82074976	0.8577434	0.8427665	0.7247896	0.80726427	0.8548048	0.818334	0.9081957	0.80524594	0.8519374	0.8109257	0.86605597	0.8868078	0.859236	0.8464601	0.8118883	0.9633	0.7999133	0.7733422	0.8668605	0.8342838	0.85065985	0.8470339	0.65611356	0.81283724	0.69192636	0.6604881	0.8729446	0.85892814	0.84800386	0.8776443	0.8169205	0.9012283	0.84870046	0.9226654	0.87022173	0.75615793	0.8138761	0.7147266	0.7908	0.749136	0.8047486	0.7134684	0.85092026	0.8047244	0.64687145	0.76765305	0.80063957	0.7957766	0.8526138	0.87389505	0.9134848	0.82544905	0.7816286	0.7873039	0.8054614	0.77453315	0.8738172	0.7688813	0.8692436	0.8215707	0.7294156	0.8202219	0.8917999	0.8544169	0.7195897	0.74206734	0.83106637	0.76765704	0.9094486	0.73447967	0.7171899	0.8436396	0.85010505	0.8400578	0.846641	0.7644281	0.8337927	0.8447536	0.6405854	0.67729056	0.6829444	0.67112684	0.7847446	0.73102605	0.7432251	0.8588369	0.8528489	0.8450559	0.8079543	0.8491204	0.830708	0.79147935
Amerikaans/adj	0.928411	0.9638279	0.70119965	0.0	0.8889127	0.8584346	0.7975065	0.9266095	0.91767025	0.7313291	0.88420206	0.51552314	0.9144766	0.5169736	0.9134989	0.9350929	0.9227942	0.9912869	0.9119895	0.5937568	0.9768224	0.91860217	0.90606296	0.9384256	0.75986266	0.93129337	0.91811186	0.9707041	0.9526691	0.79779315	0.92304176	0.8936073	0.9508283	0.96797764	0.98194873	0.90644217	0.9887123	0.876799	0.97645843	0.9130361	0.9048	0.88855547	0.8205237	0.9873785	0.8470408	0.7322296	0.90165335	0.92118895	0.9647482	0.97256404	0.929437	0.92867035	0.85161996	0.93066585	0.9389662	0.82907856	0.8828894	0.9094535	0.9682007	0.6812227	0.7852768	0.94302547	0.97454983	0.8860087	0.91153926	0.90257514	0.99219465	0.9344628	0.8471955	0.8302482	0.926737	0.6733759	0.951018	0.8936256	0.7145208	0.76222575	0.88612074	0.94066143	0.79622257	0.87788355	0.96880656	0.99429756	0.8535456	0.9347507	0.9373316	0.91664195	0.9823407	0.84502995	0.9058875	0.862592	0.92113525	0.82039064	0.9493977	0.8485178	0.981489	0.91365206	0.81098235	0.9788116	0.8592668	0.95762765	0.96932167	0.850932	0.8550823	0.93478143	0.95690775	0.8540527	0.7714145	0.9428957	0.9867381	0.90405905	0.62215555	0.86912066	0.95383567	0.92812705	0.83780235	0.8105254	0.90686214	0.9390439	0.80805427	0.9392507	0.9604753	0.8499994	0.8719462	0.87066346	0.9560016	0.8771785	0.8490894	0.9691281	0.92648065	0.86838067	0.957225	0.9321854	0.899804	0.9738181	0.79224855	0.909821	0.87291366	0.8185803	0.89738196	0.9327446	0.8976046	0.8891341	0.9614142	0.97179675	0.93781525	0.90844035	0.8931728	0.89243966	0.95958275	0.89203423	0.9037194	0.9333904	0.9103211	0.745026	0.9538851	0.91764235	0.7997705	0.95027626	0.86647505	0.9321079	0.811002	0.897166	0.8260698	0.8522011	0.91810596	0.92089105	0.94848704	0.97195953	0.9603808	0.94237506	0.92965865	0.8924486	0.9699963	0.9185481	0.9640747	0.95567214	0.86231	0.9066323	0.92843497	0.9605775	0.83525854	0.9482389	0.94916826	0.9309993	0.95103	0.94609016	0.9256072	0.8971054	0.9256382	0.9370531	0.955888	0.93729526	0.8598452	0.9165453	0.9163852	0.7504666	0.88990235	0.8770108	0.9809036	0.79707974	0.97392267	0.9291674	0.873068	0.8741126	0.87612975	0.8921142	0.828209	0.89494485	0.9580222	0.91535527	0.9296602	0.8916664	0.8980514	0.9459307	0.8612418	0.9346133	0.95281935	0.92943144	0.94868535	0.8963684	0.90528405	0.8942824	0.94251555	0.9662823	0.95329326	0.899502	0.70923805	0.94724584	0.9184141	0.93186206	0.91108346	0.8384539	0.90464056	0.92689884	0.87788546	0.76662207	0.9188654	0.91381896	0.96347475	0.8454247	0.967541	0.9009336	0.7929324	0.9286177	0.9694794	0.95384675	0.8505609	0.96505976	0.8121988	0.8691267	0.8452275	0.85508275	0.80040157	0.89529735	0.8423889	0.91983736	0.9760167	0.948333	0.8521377	0.9044984	0.868405	0.88718075	0.9455447	0.8834691	0.9382724	0.9771326	0.8401211	0.8699297	0.92552054	0.90018606	0.9240848	0.8023178	0.918903	0.9784853	0.9272956	0.8958226	0.90400946	0.7235755	0.78684914	0.9433002	0.8446776	0.8945142	0.8134263	0.8427252	0.8617444	0.84846	0.9367416	0.9236187	0.9304005	0.9377101	0.93566656	0.8205075	0.91669965	0.885829	0.87037385	0.82386017	0.82696384	0.8158371	0.79010326	0.8320363	0.9200592	0.93866444	0.8968742	0.93913335	0.95911	0.9683281	0.92486024	0.89166164	0.91009736	0.9602373	0.86428934	0.8670151	0.9798055	0.9541451	0.9488254	0.7587552	0.97899014	0.9160013	0.83525556	0.90242636	0.95272714	0.96330076	0.867938	0.8404182	0.9460034	0.906336	0.85691154	0.9550346	0.7877156	0.9331168	0.85452485	0.98240185	0.9573043	0.9104091	0.9157836	0.80645734	0.8451017	0.85803777	0.86974645	0.8662756	0.80969703	0.9483318	0.8372644	0.93227744	0.9019135	0.9380822	0.83621097	0.8934501	0.8996979	0.94052804
Amsterdammer/noun	0.9280553	0.93051594	0.80670315	0.8889127	0.0	0.8420351	0.9181536	0.9644697	0.9598118	0.91666305	0.9304614	0.8784801	0.87066597	0.9077447	0.93078494	0.9636567	0.9053432	0.8897607	0.87354624	0.86921257	0.90637124	0.8027632	0.9134164	0.76489973	0.9367712	0.85356015	0.83032453	0.7760469	0.87166625	0.8443075	0.79277575	0.9204341	0.86467326	0.9549025	0.804906	0.83394086	0.9335128	0.9013758	0.856346	0.79464364	0.8021548	0.86866266	0.84834296	0.9590779	0.89534986	0.78417444	0.9091517	0.8041604	0.8083234	0.87652576	0.813151	0.88352925	0.80041075	0.8374342	0.8980173	0.90802085	0.8383492	0.8363549	0.86505127	0.8509547	0.78307754	0.86214334	0.82890093	0.8601006	0.766415	0.85638404	0.864993	0.8212118	0.8865735	0.7778983	0.8032448	0.74041295	0.8375851	0.8383392	0.74611723	0.76141036	0.8070016	0.8724983	0.72453594	0.8131974	0.84093165	0.895928	0.84525764	0.8516552	0.8908235	0.8360082	0.83046436	0.9462607	0.8787882	0.8686855	0.86016077	0.8471718	0.78302705	0.87284374	0.8655776	0.87804246	0.8818486	0.81875396	0.96913147	0.8069582	0.82640743	0.7621109	0.8471385	0.8804164	0.9116753	0.88271326	0.8137772	0.80099946	0.87526286	0.917748	0.7867454	0.78298366	0.9406658	0.85395515	0.8443209	0.83495724	0.82480794	0.8628	0.7982944	0.87313944	0.8393985	0.8209058	0.76558006	0.8960766	0.8421353	0.7506101	0.8597804	0.9000523	0.78178793	0.7968796	0.89919645	0.876548	0.7850431	0.83874154	0.8888932	0.78457564	0.8480371	0.8524017	0.8429053	0.9253178	0.7901181	0.7634361	0.9176218	0.73975587	0.90131867	0.778146	0.8816766	0.8274206	0.69298714	0.84764403	0.86949295	0.87891215	0.84937996	0.78175074	0.84996873	0.82604456	0.8057184	0.8175286	0.812218	0.8721513	0.811954	0.84618473	0.7116679	0.83110607	0.87377524	0.84849966	0.8980663	0.9280943	0.91913235	0.8882729	0.8807635	0.870373	0.8199237	0.8276791	0.78794414	0.8181361	0.7977489	0.7980037	0.79478085	0.88953733	0.8094766	0.8350633	0.77673864	0.8530697	0.74153966	0.6768949	0.7847914	0.8879715	0.8522678	0.9228697	0.824563	0.8188814	0.8526827	0.83342874	0.926566	0.8779282	0.83783174	0.7615607	0.7893347	0.8237596	0.77921003	0.90992296	0.775934	0.83022064	0.8754633	0.8632397	0.80973077	0.8884698	0.82620734	0.87164617	0.84408414	0.9081724	0.75282633	0.800369	0.78430605	0.81604344	0.79423237	0.8925684	0.8862485	0.89676505	0.86541784	0.9069054	0.70372087	0.8934879	0.88093424	0.8774474	0.7924043	0.9016582	0.80638874	0.8384092	0.8151027	0.859417	0.8776496	0.8741083	0.76092315	0.7013668	0.8928819	0.91900945	0.80696	0.75190544	0.83141583	0.8872058	0.7823923	0.7432081	0.8922816	0.8861045	0.88379097	0.8642005	0.81909364	0.87856245	0.87925625	0.77779746	0.7107551	0.8263848	0.80464685	0.7874657	0.7610651	0.7820659	0.7133496	0.8565738	0.89652985	0.8576351	0.7555019	0.7941812	0.88940483	0.81972176	0.92370856	0.8561971	0.8304858	0.87558514	0.89649945	0.88643	0.8869899	0.92813647	0.873211	0.8092387	0.85842836	0.90181834	0.88343775	0.8161662	0.83769524	0.892459	0.8642078	0.8137844	0.8026961	0.9194636	0.89084244	0.8587587	0.84953487	0.8771725	0.8061804	0.9096918	0.8656716	0.7958083	0.8423948	0.74839294	0.8934538	0.8549192	0.89751667	0.8495349	0.85294586	0.88424265	0.8005257	0.8270304	0.8727585	0.7329443	0.80410427	0.8313746	0.87923825	0.78024924	0.85429645	0.89523035	0.86125267	0.914655	0.7672956	0.86064124	0.9219549	0.7802391	0.8714522	0.80244	0.76919115	0.83155876	0.93047273	0.7636261	0.8142781	0.80003643	0.8396634	0.71841526	0.8273471	0.85792214	0.89428127	0.8006381	0.88270897	0.7796943	0.7285155	0.80073893	0.73115444	0.7063669	0.81256706	0.6561464	0.87261856	0.8335693	0.83478355	0.86550677	0.7954692	0.8254298	0.8428377	0.8676361	0.8787523	0.8820288
