	's/adv	Amsterdammer/noun	Chris/name	Lance/name	Lelièvre/name	Ronaldo/name	Schneider/name	Verhaegen/name	al/adv	alleen/adv	als/comp	amper/adv	andapos;s/adv	anders/adj	angst/noun	beetje/noun	behoorlijk/adj	beton/noun	bijna/adv	binnen/adv	blijkbaar/adj	bloem/noun	bovendien/adv	concurrentie/noun	daar/adv	daarom/pp	dag/noun	dan/adv	dat/det	door/prep	eenmaal/noun	eerst/adv	eind/adv	er/adv	ertegen/pp	even/adj	evengoed/adv	evenwel/adv	geur/noun	gewoon/adj	gips/noun	golfplaat/noun	haar/pron	hem/pron	hen/pron	hier/adv	hij/pron	hitte/noun	huid/noun	ik/pron	intussen/adv	kaas/noun	karakter/noun	kind/noun	leven/noun	lucht/noun	maar/adv	makkelijk/adj	me/pron	meestal/adv	men/pron	mentaal/adj	mij/pron	nauwelijks/adv	net/adv	niet/adv	nog/adv	om/comp	ondanks/prep	overigens/adv	pijn/noun	plots/adj	provincie_raad_lid/noun	pupil/noun	simpelweg/adv	sinds/comp	snel/adj	soms/adv	speler/noun	spier_pijn/noun	stank/noun	student/noun	tegen/prep	tegenslag/noun	thuis/adv	tijdens/prep	toch/adv	toen/comp	tot/adv	twijfel/noun	uzelf/pron	vaak/adj	verdriet/noun	verhouding/noun	verschrikkelijk/adj	volgens/prep	voor/comp	wanneer/comp	wat/pron	we/pron	week/noun	weekend/noun	weer/adv	wel/adv	wereld_DIM/noun	werk/noun	wieler_sport/noun	ze/pron	zeeman/noun	zich/pron	ziel/noun	zo/adv	zodat/comp	zodra/comp	zolang/comp	zonder/prep
binnen/adv	0.6524533	0.8684822	0.9192144	0.91884214	0.9343168	0.90819746	0.9254375	0.9295721	0.8795786	0.7890217	0.79706454	0.80486226	0.7359607	0.8690548	0.8740027	0.801175	0.8373494	0.76994306	0.8180408	0.0	0.8233608	0.7586297	0.83086896	0.9196062	0.73242664	0.89166605	0.8224865	0.7679811	0.9249074	0.7671191	0.78125095	0.7368822	0.8768241	0.8119493	0.9452625	0.7231448	0.87710226	0.85069555	0.7643902	0.7655377	0.86287856	0.81980985	0.77333915	0.83807623	0.842329	0.7578738	0.8185925	0.7965684	0.7820767	0.85313314	0.7982276	0.77694917	0.88176733	0.87567997	0.87950623	0.6893662	0.8092772	0.8326663	0.8531712	0.76744735	0.827383	0.9352311	0.87644583	0.8425935	0.76347977	0.92043304	0.8583256	0.82904446	0.86079913	0.8621015	0.87782466	0.7214345	0.9614934	0.9064649	0.86319864	0.87396044	0.8179768	0.7709989	0.89653254	0.94856924	0.8408202	0.87633634	0.8801393	0.9171223	0.75510216	0.8828558	0.84486043	0.7394744	0.89004606	0.9260545	0.9324729	0.8208452	0.86499256	0.90489465	0.8622118	0.9277174	0.7499025	0.7643521	0.9165396	0.8624792	0.9029247	0.8070096	0.77125436	0.8897985	0.8819189	0.9354055	0.9427175	0.69962937	0.8941422	0.86687946	0.85856634	0.85138667	0.70797485	0.7491579	0.8546858	0.7913141
blijkbaar/adj	0.8508725	0.8319073	0.8679255	0.8681756	0.91021025	0.874775	0.91370475	0.9111097	0.7952439	0.7355809	0.6911117	0.7703276	0.8510529	0.7980913	0.73876	0.7128773	0.742883	0.8957178	0.822991	0.8233608	0.0	0.87092304	0.67837334	0.83278763	0.7797446	0.6741543	0.8834294	0.73925984	0.6964797	0.7632321	0.7878536	0.7681885	0.8594412	0.76703	0.89467734	0.73486876	0.8125379	0.7155708	0.85132855	0.7645291	0.95143425	0.94350994	0.7568877	0.7374566	0.73739946	0.77221	0.7334157	0.8312272	0.8597989	0.71141815	0.7259769	0.89527625	0.7821774	0.8245831	0.81063026	0.8497016	0.7101259	0.7774225	0.75115955	0.7097009	0.64012986	0.80077755	0.7214516	0.71112716	0.7893306	0.64699876	0.7623599	0.6788702	0.7380749	0.69731224	0.8191582	0.71051997	0.9595863	0.8767325	0.78711337	0.79849225	0.7676833	0.707052	0.8100883	0.910153	0.88949215	0.8012369	0.82977676	0.8370807	0.82118994	0.89390284	0.6562125	0.8075349	0.81580245	0.8002175	0.8732393	0.69024473	0.8144145	0.8140253	0.805756	0.8395935	0.7554896	0.6962011	0.7686049	0.74582577	0.888307	0.8508516	0.77997893	0.6666739	0.86817944	0.8677069	0.85986173	0.6913332	0.9198236	0.7998239	0.78342736	0.69615483	0.724468	0.7485703	0.7391114	0.7603498
bloem/noun	0.75628227	0.8972275	0.8925802	0.894145	0.96508384	0.8974916	0.9362118	0.9229391	0.89731747	0.7909431	0.8663662	0.85695153	0.8205444	0.91317594	0.89445204	0.8294122	0.8590655	0.79448885	0.82405007	0.7586297	0.87092304	0.0	0.8471931	0.91264606	0.7859115	0.88227844	0.8547769	0.85273993	0.93837786	0.8151816	0.8162227	0.82101345	0.8930443	0.85986346	0.91535926	0.81167793	0.85425246	0.9027218	0.66290283	0.81745636	0.8432703	0.89778244	0.7564827	0.8373785	0.8556293	0.7699155	0.84322006	0.8413308	0.75489587	0.8782113	0.8275255	0.65014887	0.8463402	0.8523693	0.8545388	0.7209482	0.84586006	0.8618936	0.8912196	0.76408273	0.82245696	0.9267965	0.8825139	0.8584187	0.81156904	0.9257438	0.9165627	0.87169576	0.883283	0.85211873	0.87797546	0.80785465	0.94802594	0.90438735	0.8674927	0.88118887	0.9028957	0.7843002	0.91073227	0.95508045	0.8838753	0.8727571	0.92101675	0.92939687	0.813631	0.8923205	0.91066664	0.8649241	0.90363693	0.92431104	0.9161617	0.8426465	0.85691655	0.8966052	0.88612664	0.9461665	0.8117034	0.8027507	0.9110592	0.90185195	0.93707156	0.8418194	0.84657687	0.9333658	0.9106223	0.8881174	0.9244864	0.7530732	0.8989831	0.90840185	0.829919	0.85955083	0.75534964	0.81752574	0.8819556	0.8223039
bovendien/adv	0.8544747	0.82796764	0.86942714	0.89003	0.9317685	0.87523943	0.89776134	0.9108581	0.7812908	0.6468353	0.6785748	0.7462528	0.8634737	0.7909264	0.75409025	0.75907105	0.65898836	0.8517947	0.7853732	0.83086896	0.67837334	0.8471931	0.0	0.69640034	0.7771331	0.57843065	0.850749	0.73317915	0.67774636	0.6973283	0.78427184	0.7650299	0.8272944	0.70169413	0.89977527	0.81195116	0.8098814	0.6640891	0.82146114	0.7354473	0.92339396	0.9362262	0.80352676	0.79316854	0.73153996	0.7570936	0.75830704	0.810614	0.8217957	0.8070158	0.7124078	0.85929716	0.72084486	0.8166851	0.8235049	0.8271076	0.7533549	0.6732166	0.8264114	0.65821165	0.69036996	0.7855858	0.8048161	0.6405696	0.80891776	0.68952286	0.7631307	0.6345973	0.6762172	0.6065569	0.825338	0.77263665	0.9440521	0.86778295	0.7670671	0.7872412	0.7279444	0.69813156	0.75699306	0.91023785	0.85133255	0.77542984	0.7932865	0.8091321	0.81186366	0.8737446	0.67840636	0.85397804	0.74923706	0.78254807	0.877405	0.6478278	0.8684819	0.75527644	0.8196119	0.70916384	0.7592243	0.65485466	0.8011281	0.74346614	0.8781611	0.8554783	0.8133809	0.6866847	0.85197055	0.8036942	0.8468126	0.70902693	0.9054747	0.81001675	0.8493698	0.67506135	0.5644591	0.7155554	0.6496593	0.6826863
concurrentie/noun	0.9214864	0.8699285	0.87905127	0.87562335	0.97061646	0.90983164	0.9194605	0.93449265	0.8745551	0.80013347	0.8576173	0.8633445	0.9148065	0.91759354	0.8334243	0.86436826	0.8176689	0.9144514	0.8904978	0.9196062	0.83278763	0.91264606	0.69640034	0.0	0.8607733	0.7776498	0.93245435	0.87816817	0.8357539	0.79995984	0.8866306	0.88414335	0.89359397	0.86190754	0.9063871	0.8808986	0.8778882	0.80342937	0.90549076	0.87079895	0.9622706	0.9665297	0.88173443	0.8605387	0.8406738	0.8785573	0.87887084	0.8640585	0.92321306	0.888964	0.8075112	0.91045666	0.8593558	0.921474	0.90009844	0.89876735	0.87952733	0.8645822	0.87868404	0.8533017	0.820672	0.86485034	0.87790865	0.8099464	0.87953204	0.8253702	0.8725255	0.80935574	0.7923186	0.7990931	0.8897288	0.83678186	0.96740496	0.9258857	0.85982096	0.8199847	0.8297894	0.8499528	0.8078146	0.94601333	0.8825756	0.86041474	0.85050625	0.8200824	0.91914177	0.92693275	0.8315606	0.8973033	0.83130705	0.85129756	0.93709046	0.8381111	0.89981663	0.8420609	0.8774717	0.84535766	0.886567	0.82600904	0.87042975	0.8428957	0.926636	0.8964188	0.8419775	0.86624885	0.8762135	0.8875414	0.90191275	0.85779226	0.92134917	0.8868854	0.8992326	0.8468505	0.81615335	0.8420395	0.80788416	0.8598244
daar/adv	0.67728233	0.8614366	0.88661027	0.90688163	0.91655314	0.9154809	0.90744334	0.9019147	0.8046942	0.7753726	0.7455907	0.80472755	0.74109024	0.80329454	0.8471502	0.7907332	0.8056339	0.82825667	0.8448385	0.73242664	0.7797446	0.7859115	0.7771331	0.8607733	0.0	0.7912711	0.7903647	0.70340455	0.853832	0.81703806	0.7294386	0.73144454	0.8569357	0.5624905	0.8790209	0.7339349	0.8377081	0.8285042	0.8447721	0.7286632	0.9091709	0.87981445	0.76908386	0.8086839	0.7749966	0.4802429	0.7201024	0.8263427	0.8486458	0.7276931	0.75829744	0.88917226	0.88732904	0.8215269	0.8535277	0.7898755	0.74629974	0.7980709	0.80427885	0.72970164	0.762541	0.90082633	0.8105067	0.80510145	0.77220327	0.84294444	0.78477496	0.78126305	0.8467245	0.80724156	0.8732073	0.736236	0.9651718	0.9112832	0.8491663	0.8153489	0.8392058	0.7613021	0.877005	0.94499975	0.8550194	0.82969135	0.89604723	0.8981721	0.7228031	0.8649317	0.7420436	0.7412478	0.83761466	0.89517957	0.91163003	0.7810643	0.85859174	0.8892022	0.8148242	0.8829489	0.7351774	0.7257861	0.83872294	0.7415552	0.8696752	0.80799764	0.7509719	0.7618282	0.8442096	0.8960979	0.89892757	0.61956453	0.8965225	0.8334373	0.821975	0.8113919	0.7292321	0.74020857	0.81666076	0.8103157
daarom/pp	0.86671084	0.83414966	0.8798703	0.8863149	0.92913336	0.90260744	0.8974989	0.89543104	0.80529034	0.717452	0.62112486	0.81894743	0.88755834	0.7517808	0.7794783	0.7561761	0.7503792	0.8884335	0.8397702	0.89166605	0.6741543	0.88227844	0.57843065	0.7776498	0.7912711	0.0	0.86282516	0.6327648	0.66702616	0.76310515	0.81372213	0.73377585	0.83783895	0.77968323	0.88161916	0.772592	0.82123405	0.67472565	0.87103486	0.74832547	0.93403935	0.9543767	0.7561662	0.7215042	0.6898737	0.7711793	0.69909	0.8910903	0.88013786	0.67427087	0.7225288	0.8946396	0.7699464	0.8081062	0.8041721	0.883591	0.7120478	0.76504457	0.7512698	0.7222845	0.60172033	0.84413373	0.7051712	0.7256583	0.82439816	0.64690363	0.7941691	0.5892887	0.7675239	0.6967088	0.8381766	0.8009144	0.91810215	0.89473027	0.7842921	0.79359746	0.7660157	0.7358384	0.80695635	0.9381819	0.89288986	0.79440486	0.820652	0.85116494	0.84650874	0.86595106	0.6465522	0.8346214	0.7687516	0.81020135	0.827036	0.7002202	0.8518089	0.79390043	0.8111337	0.7305012	0.76107824	0.6772638	0.76597065	0.6526724	0.8462098	0.85659516	0.7790493	0.6547171	0.8489519	0.8157173	0.8504163	0.65660393	0.898262	0.79230237	0.85358447	0.66206634	0.6621464	0.7432536	0.66896343	0.7664632
dag/noun	0.63444465	0.87652624	0.9244893	0.8861299	0.92533314	0.912806	0.93494743	0.9154745	0.76710606	0.86050963	0.78733015	0.8106773	0.7071097	0.8712866	0.869591	0.86334336	0.8859305	0.91901976	0.806445	0.8224865	0.8834294	0.8547769	0.850749	0.93245435	0.7903647	0.86282516	0.0	0.7736198	0.92034626	0.8201619	0.8433745	0.79641986	0.8204564	0.808967	0.93349624	0.7732973	0.8920158	0.84999573	0.8756484	0.79894054	0.94541425	0.9518374	0.8371736	0.8551941	0.82845974	0.79098004	0.7915234	0.8179086	0.89542836	0.81684625	0.7876514	0.89898634	0.9130344	0.8533927	0.805508	0.80597	0.82883227	0.8485075	0.86471593	0.78010666	0.8627114	0.899986	0.87208277	0.85065347	0.82309127	0.897407	0.799357	0.83503044	0.8230865	0.85676193	0.86284125	0.8037354	0.98159885	0.9314773	0.91323084	0.81143785	0.8689424	0.81895447	0.90169555	0.9115228	0.894704	0.87308806	0.91185373	0.8755099	0.79040563	0.6411606	0.87005854	0.76148593	0.87092674	0.93847746	0.9193014	0.8256068	0.88535684	0.9271741	0.8405812	0.9112612	0.7792474	0.76721716	0.9301818	0.8363539	0.49243093	0.601807	0.7790524	0.88310295	0.90141106	0.9032328	0.9273013	0.758569	0.92019665	0.89050245	0.8970518	0.8734999	0.8051247	0.81724155	0.8322023	0.84739244
dan/adv	0.6927123	0.8502043	0.89022636	0.8882565	0.9230644	0.87356794	0.8968066	0.9146198	0.7675708	0.71905315	0.3731894	0.77697533	0.7444362	0.65376836	0.81765175	0.6790972	0.7967672	0.8819225	0.7954286	0.7679811	0.73925984	0.85273993	0.73317915	0.87816817	0.70340455	0.6327648	0.7736198	0.0	0.6452835	0.8485936	0.7192915	0.66139907	0.8216677	0.69914067	0.8882731	0.5621685	0.8446717	0.7332212	0.87010854	0.6137762	0.91348827	0.9576511	0.7246481	0.7203603	0.7526979	0.70311743	0.64574444	0.85822153	0.8541756	0.5176937	0.73504347	0.8545931	0.8774224	0.82013345	0.859327	0.8198807	0.5439255	0.75436383	0.6739394	0.7047725	0.6382694	0.8722018	0.6631861	0.77739966	0.78986347	0.61425984	0.6872024	0.6888522	0.8390609	0.77184457	0.8029806	0.68674576	0.95551974	0.8796148	0.8021935	0.8550895	0.70122933	0.6867706	0.8048666	0.89971346	0.8966005	0.8642944	0.9041511	0.8544456	0.7238265	0.8754577	0.5422865	0.67716414	0.83534867	0.8415667	0.8555755	0.71366584	0.8264217	0.88550556	0.7788329	0.87791115	0.6227742	0.5620979	0.7288197	0.5358746	0.8212725	0.80957353	0.6073997	0.59005255	0.8828951	0.8998524	0.891975	0.5065234	0.921556	0.8335454	0.85406435	0.6984797	0.6752665	0.64421755	0.7288866	0.7881446
dat/det	0.918315	0.8536586	0.91990006	0.91440773	0.9085233	0.89798707	0.91863376	0.952772	0.8367589	0.75810367	0.63014084	0.8548678	0.9176695	0.7714237	0.78623116	0.7030363	0.77191335	0.9154239	0.82479423	0.9249074	0.6964797	0.93837786	0.67774636	0.8357539	0.853832	0.66702616	0.92034626	0.6452835	0.0	0.8626025	0.85487634	0.83885175	0.9008045	0.8073054	0.9109669	0.80323505	0.8448387	0.696406	0.8869899	0.7588364	0.92396444	0.97436035	0.790357	0.7682052	0.76804966	0.78104246	0.7923621	0.89087605	0.9230444	0.6818451	0.8214825	0.9233153	0.78987265	0.8911319	0.8159414	0.92308044	0.69089365	0.80205965	0.71367514	0.7666482	0.69331026	0.83510846	0.63563776	0.7746357	0.865185	0.5937928	0.787421	0.7380414	0.78994966	0.6956899	0.8258092	0.8394023	0.9602239	0.9017251	0.8022322	0.8800125	0.82045126	0.70696425	0.8472048	0.9218509	0.8892826	0.8947264	0.8974014	0.85251784	0.8845637	0.93922263	0.5813257	0.8713286	0.8303964	0.84346974	0.8482894	0.726738	0.83723795	0.8378122	0.81030124	0.8063072	0.8174731	0.7250665	0.55076694	0.7058345	0.91274774	0.9173794	0.8423446	0.58224726	0.87952113	0.86962533	0.86034846	0.74403	0.946293	0.88818765	0.87628466	0.67137456	0.80696833	0.7954501	0.7406073	0.79023784
door/prep	0.7967234	0.8353192	0.8092239	0.8446257	0.91177064	0.8622102	0.8607544	0.8815729	0.8246426	0.7560882	0.81057775	0.79065144	0.8408576	0.8534654	0.65992224	0.8117514	0.75598437	0.814191	0.7826711	0.7671191	0.7632321	0.8151816	0.6973283	0.79995984	0.81703806	0.76310515	0.8201619	0.8485936	0.8626025	0.0	0.73568094	0.76816434	0.82070434	0.8403195	0.8962381	0.7943115	0.81195825	0.7445546	0.79905427	0.8267268	0.888004	0.87226385	0.6646941	0.6771336	0.66038764	0.8167538	0.73771465	0.76878667	0.7608367	0.8820704	0.7185909	0.87100303	0.79364634	0.80287015	0.781762	0.7058399	0.8446611	0.8062459	0.8133701	0.7042012	0.8002302	0.81888956	0.81804717	0.73277074	0.7731091	0.86799115	0.90312946	0.7683555	0.6563597	0.7335868	0.7958108	0.68992615	0.9263826	0.86204576	0.80709004	0.7053497	0.77364075	0.6984508	0.80709636	0.9232004	0.85269666	0.7733851	0.71531796	0.80236506	0.8421103	0.75806755	0.8524786	0.6813582	0.7150872	0.8184525	0.8946351	0.6884786	0.79088277	0.77730584	0.76383275	0.7039707	0.78266424	0.6953778	0.8769704	0.9106904	0.82701135	0.8450527	0.8189188	0.8995491	0.8600228	0.7957716	0.88507134	0.74730885	0.8295114	0.7775258	0.76202226	0.767994	0.69939876	0.72473776	0.76369035	0.75787604
eenmaal/noun	0.78090113	0.84808445	0.85850763	0.86555636	0.9213717	0.85798883	0.9042506	0.90918803	0.78012353	0.80607456	0.6977722	0.74493647	0.81220526	0.87775433	0.8016224	0.82485014	0.8201548	0.84511787	0.7874979	0.78125095	0.7878536	0.8162227	0.78427184	0.8866306	0.7294386	0.81372213	0.8433745	0.7192915	0.85487634	0.73568094	0.0	0.75046146	0.828792	0.8151238	0.9309879	0.75649005	0.854689	0.80664617	0.82987165	0.7847208	0.8788263	0.91875106	0.78392845	0.7980192	0.80753005	0.78269273	0.7360787	0.8330557	0.8288321	0.8001703	0.73126006	0.87227786	0.86634934	0.8447058	0.83607906	0.7948997	0.7844283	0.769983	0.8381838	0.7519178	0.7865185	0.8425982	0.83592975	0.7703115	0.7638248	0.8239746	0.8043103	0.777564	0.82023776	0.8300899	0.8285513	0.7235793	0.948394	0.85977	0.82601076	0.8030571	0.7116544	0.78544456	0.8254547	0.93844754	0.87270254	0.8463273	0.85849077	0.8787732	0.7835824	0.85336363	0.7986673	0.6944859	0.804316	0.87886286	0.9157713	0.78019464	0.8544751	0.84810084	0.84520435	0.88094485	0.67388964	0.68687165	0.87730014	0.8113448	0.8420367	0.84000194	0.73457557	0.83761376	0.88608056	0.9068951	0.9071212	0.7000904	0.8930205	0.83514786	0.83461106	0.8277368	0.72323143	0.6571131	0.8008208	0.7977316
eerst/adv	0.74222785	0.86015373	0.85888547	0.883422	0.9229989	0.9012997	0.88647854	0.88626736	0.8102102	0.75468594	0.71602565	0.8163824	0.7934313	0.8188691	0.8591565	0.7894094	0.8181859	0.83653057	0.83512783	0.7368822	0.7681885	0.82101345	0.7650299	0.88414335	0.73144454	0.73377585	0.79641986	0.66139907	0.83885175	0.76816434	0.75046146	0.0	0.77994984	0.77228355	0.9108428	0.6918311	0.86373925	0.77613646	0.8531257	0.7222971	0.8945561	0.9074909	0.74242544	0.7638643	0.7542472	0.77237135	0.69857013	0.8744335	0.8206352	0.7531127	0.7052192	0.8405585	0.874591	0.84922874	0.8647965	0.7813824	0.7667193	0.7665317	0.80789274	0.7202176	0.6902728	0.8709154	0.80636775	0.8166975	0.7887081	0.8297587	0.7690371	0.6621512	0.80953056	0.797611	0.8476615	0.7627939	0.94539374	0.8933693	0.8470105	0.8244048	0.7440891	0.748772	0.8474685	0.9343109	0.9034338	0.81270224	0.8470993	0.8949198	0.74647915	0.8071298	0.7946154	0.7015354	0.8371726	0.86400485	0.8856143	0.7668563	0.8846786	0.8558177	0.84561497	0.8335303	0.6318822	0.69633716	0.8292403	0.7162725	0.7960502	0.8283855	0.7660826	0.80051124	0.91052926	0.8597467	0.89689684	0.6343434	0.9224383	0.8246875	0.84578276	0.8127594	0.6471492	0.70758235	0.78001666	0.77123976
eind/adv	0.85007066	0.9006484	0.8730733	0.9313972	0.9107679	0.91448736	0.90212023	0.9227527	0.7892865	0.8812643	0.83385885	0.82757586	0.8645458	0.9180455	0.9181315	0.92067575	0.90764934	0.9196622	0.8152222	0.8768241	0.8594412	0.8930443	0.8272944	0.89359397	0.8569357	0.83783895	0.8204564	0.8216677	0.9008045	0.82070434	0.828792	0.77994984	0.0	0.8403882	0.95909464	0.8826599	0.91140676	0.8217358	0.9238145	0.8496721	0.9403411	0.95930266	0.91049755	0.8955049	0.8789776	0.86860156	0.84517705	0.91020066	0.9399041	0.91186225	0.7355137	0.94548965	0.91825557	0.9271192	0.9046131	0.90823454	0.88511264	0.88175905	0.92777264	0.8593033	0.8685494	0.9345654	0.92109996	0.8797075	0.85159314	0.9010928	0.816972	0.83377725	0.8367773	0.8195937	0.92426187	0.8117744	0.91837543	0.93639684	0.9100059	0.7621624	0.8164734	0.9021514	0.8929825	0.9794151	0.94832325	0.88011646	0.8608302	0.90597594	0.89083654	0.77520794	0.88549924	0.78168607	0.8486433	0.90773815	0.94619346	0.8892515	0.93372166	0.89825684	0.91880035	0.82196933	0.7664056	0.79473364	0.94422495	0.86463284	0.6830859	0.7773918	0.83847165	0.9069563	0.9288912	0.84343594	0.933889	0.8730105	0.92997915	0.9264983	0.92367697	0.8989812	0.78698003	0.76114815	0.8169855	0.8689561
er/adv	0.75730664	0.8915032	0.9294828	0.9090803	0.91814166	0.8960889	0.9246566	0.913998	0.74852717	0.7800268	0.7258557	0.79793906	0.7798704	0.83357954	0.8264277	0.8442241	0.81461483	0.8784556	0.84245545	0.8119493	0.76703	0.85986346	0.70169413	0.86190754	0.5624905	0.77968323	0.808967	0.69914067	0.8073054	0.8403195	0.8151238	0.77228355	0.8403882	0.0	0.94312197	0.8027392	0.8636067	0.74259543	0.866231	0.8080268	0.94193405	0.92632216	0.87849885	0.8745451	0.8453398	0.65161717	0.8556458	0.8383684	0.90585816	0.8237887	0.76748556	0.9081951	0.8796454	0.8891598	0.8858197	0.8091757	0.7568079	0.837476	0.89218616	0.77665114	0.7427126	0.8898941	0.85360736	0.74638784	0.8651015	0.81432647	0.69713426	0.75310546	0.75473714	0.7648168	0.8822704	0.7590261	0.9600158	0.9322009	0.86039907	0.8492006	0.80598176	0.7664358	0.8717554	0.942445	0.8708313	0.86341864	0.9022111	0.8868441	0.8343284	0.83829564	0.71832085	0.7913074	0.8500848	0.8543539	0.9136942	0.78520536	0.89035773	0.87264264	0.84614104	0.84173435	0.7632092	0.74662447	0.7959788	0.7530987	0.83472884	0.7946557	0.78986394	0.6970034	0.8702837	0.9037095	0.9104905	0.7879283	0.93557537	0.921484	0.8988636	0.8314925	0.7305304	0.74559534	0.7498759	0.7309774
ertegen/pp	0.9356707	0.935405	0.9374264	0.95360917	0.9309893	0.9536535	0.932133	0.92593807	0.95247716	0.87949425	0.8926992	0.9361976	0.9338618	0.95630574	0.89985394	0.93676037	0.9269602	0.9166502	0.94093364	0.9452625	0.89467734	0.91535926	0.89977527	0.9063871	0.8790209	0.88161916	0.93349624	0.8882731	0.9109669	0.8962381	0.9309879	0.9108428	0.95909464	0.94312197	0.0	0.8987111	0.8856124	0.90035033	0.9166376	0.9034399	0.9488123	0.92996925	0.8942387	0.9019261	0.8897579	0.9121693	0.8857713	0.9155922	0.9006291	0.9171537	0.912226	0.9592557	0.9206559	0.9022422	0.9340136	0.9410959	0.8986794	0.9068949	0.90465075	0.8960355	0.89437217	0.9430783	0.9116285	0.9006192	0.9372923	0.88103366	0.94030845	0.8786957	0.91388136	0.91892457	0.923896	0.9268026	0.9170091	0.93750167	0.8921681	0.9214359	0.9322107	0.8810282	0.9508029	0.9659244	0.9143675	0.92411447	0.7926076	0.9334981	0.9246988	0.9459564	0.91393125	0.9034552	0.9208191	0.9412178	0.909531	0.8944781	0.9247663	0.92381835	0.917763	0.8894102	0.9241872	0.88958097	0.9110352	0.91455525	0.962762	0.9609412	0.93050075	0.89913213	0.90749645	0.95084006	0.91281086	0.86400294	0.92692	0.8914926	0.9124038	0.915277	0.87745667	0.91556156	0.8694211	0.8987597
even/adj	0.6983531	0.8305551	0.8263719	0.85219765	0.92639136	0.8461071	0.90247196	0.8786058	0.8137198	0.7798078	0.6233636	0.77996147	0.76089644	0.7897494	0.8133986	0.6165204	0.7328778	0.88207823	0.78401214	0.7231448	0.73486876	0.81167793	0.81195116	0.8808986	0.7339349	0.772592	0.7732973	0.5621685	0.80323505	0.7943115	0.75649005	0.6918311	0.8826599	0.8027392	0.8987111	0.0	0.84236616	0.76374066	0.80422133	0.699913	0.9206261	0.9511917	0.70065	0.71791196	0.7887025	0.74002534	0.6026251	0.82109547	0.8232925	0.62073755	0.74407494	0.85380477	0.80534494	0.8499955	0.8122063	0.767273	0.6416649	0.7840117	0.6929417	0.71130913	0.70899224	0.8470665	0.7165667	0.79652	0.7330768	0.7519761	0.7254237	0.73817056	0.7806379	0.7768336	0.78747946	0.63427204	0.97019076	0.8603747	0.8286106	0.83534753	0.72453797	0.58424485	0.8064219	0.92257726	0.8880778	0.8552937	0.9198419	0.8634595	0.74656796	0.8430586	0.6338184	0.64941275	0.86568093	0.86535156	0.87814844	0.7123333	0.8033608	0.8700837	0.77127653	0.9435345	0.676305	0.62262464	0.8405453	0.70369756	0.8366545	0.8168386	0.6224054	0.68796724	0.86442834	0.88603055	0.89552635	0.5673343	0.9072607	0.81573105	0.7943323	0.6147485	0.73400235	0.7109437	0.80948216	0.7987414
evengoed/adv	0.87012935	0.88900995	0.88695836	0.9007122	0.93216807	0.8821116	0.89954287	0.91205335	0.8970067	0.79456997	0.8278183	0.8666085	0.90103173	0.8792269	0.826964	0.83884877	0.8369323	0.88571846	0.8684851	0.87710226	0.8125379	0.85425246	0.8098814	0.8778882	0.8377081	0.82123405	0.8920158	0.8446717	0.8448387	0.81195825	0.854689	0.86373925	0.91140676	0.8636067	0.8856124	0.84236616	0.0	0.84982955	0.8687776	0.81733024	0.91640747	0.924426	0.83730537	0.85729074	0.83171177	0.82399803	0.82626456	0.8719522	0.85859025	0.8578559	0.8556817	0.8749293	0.83862054	0.84885645	0.8455082	0.87985194	0.82041204	0.84927183	0.8796102	0.78531224	0.83090705	0.8787808	0.85395527	0.8306023	0.84634423	0.85747606	0.89289284	0.82826704	0.8599453	0.82560265	0.89747787	0.8457594	0.9471901	0.91094035	0.82964253	0.85718435	0.8707345	0.78640735	0.8789274	0.9377809	0.906873	0.82462126	0.8696133	0.8780476	0.863691	0.90404993	0.8291502	0.8704328	0.85993105	0.8759121	0.8881455	0.7612237	0.85467815	0.85974914	0.8214303	0.8805134	0.8418678	0.81692666	0.85361993	0.8664055	0.92758626	0.903778	0.8625244	0.85862184	0.85353565	0.86920464	0.88038826	0.8083763	0.87532485	0.8777327	0.82738006	0.814913	0.8381216	0.8394755	0.81992304	0.82849395
