	2001/noun	Amsterdammer/noun	EK/noun	Hilversums/adj	Koreaan/noun	Palestijns/adj	afloop/noun	al/adv	alleen/adj	alleen/adv	amper/adv	anders/adj	angst/noun	avontuur/noun	beetje/noun	behoorlijk/adj	beleef/verb	ben/verb	beroep/noun	beslotenheid/noun	bestaan/noun	beton/noun	betref/verb	bewoner/noun	bezoeker/noun	bijna/adv	binnen/adv	blijk/verb	blijkbaar/adj	bloem/noun	brouwerij/noun	buiten/adv	buurt/noun	coach/noun	concurrentie/noun	daar/adv	daar/noun	daarentegen/adv	daarna/adv	dag/noun	daglicht/noun	dan/adv	den/adv	discipline/noun	dochter_DIM/noun	draai/verb	dring_binnen/verb	droog/verb	duik_op/verb	duur/adv	echt/adv	eenmaal/noun	eerst/adv	eigenaardig/adj	eigenlijk/adj	eind/adv	er/adv	even/adj	evengoed/adv	evenwel/adv	extern/adj	extreem/adj	fiets/noun	fiets/verb	fit/adj	ga_door/verb	gedachte/noun	gedwongen/adj	geheel/noun	gemakkelijk/adj	geregeld/adj	geur/noun	gevormd/adj	gewoon/adj	gezond/adj	gips/noun	golfplaat/noun	haal_uit/verb	haast/adv	hard/adj	heb/verb	heel/adj	helemaal/adv	heup/noun	hier/adv	hitte/noun	huid/noun	huid_ziekte/noun	in_activiteit/noun	inmiddels/adv	innovatie/noun	intussen/adv	jarenlang/adj	jeugd/noun	jeugdig/adj	kaas/noun	kamp/noun	kan/verb	karakter/noun	katalysator/noun	kern/noun	kind/noun	kind_soldaat/noun	klaag/verb	klank/noun	kom_voorbij/verb	koorts/noun	kriebel/verb	kritiek/noun	laag/adj	lade/noun	langer/adv	lawaai/noun	leef/verb	leeftijd/noun	leer_kracht/noun	leger/noun	leven/noun	lies/noun	list/noun	louter/adj	lucht/noun	luchtvochtigheid/noun	luid/verb	maak_mee/verb	maand/noun	maar/adv	makkelijk/adj	medewerker/noun	meer/adv	meestal/adv	mentaal/adj	mest/noun	meting/noun	milieu/noun	minder/adj	minstens/adv	moeilijk/adj	moet/verb	monotoon/adj	moreel/adj	nauwelijks/adv	net/adv	niet/adv	nog/adv	nutteloos/adj	oefen/verb	oksel/noun	omtrek/noun	ontbinding/noun	oorlog_ervaring/noun	opdracht/noun	operatie/noun	oppervlak/noun	overigens/adv	overlast/noun	pijn/noun	politie/noun	professioneel/adj	provincie_raad_lid/noun	pupil/noun	rest/verb	reuk/noun	rijp/verb	rook/noun	rot/adj	schaar/verb	schitterend/adj	schrijnend/adj	script/noun	selecteer/verb	simpelweg/adv	situatie/noun	sla/verb	slang_kuil/noun	slechts/adv	slijp/verb	sloop/adj	smerig/adj	snel/adj	sociaal/adj	soldaat/noun	soms/adv	spanning/noun	speler/noun	spier_pijn/noun	sprong/noun	staal/noun	stank/noun	stel_uit/verb	stemming/noun	sterk/verb	stilte/noun	stress/noun	strijd/noun	strijder/noun	student/noun	systeem/noun	teen/noun	temperatuur/noun	thuis/adv	toch/adv	tocht/noun	toerist/noun	toestand/noun	train/verb	trilling/noun	tv/noun	twijfel/noun	vaak/adj	val/verb	verander/verb	verdriet/noun	verhouding/noun	verkeer/noun	verkeer_overlast/noun	verleden/noun	verlokking/noun	verschrikkelijk/adj	verspreid/verb	vertel/verb	vervolg/noun	vind/verb	voeg_toe/verb	voldoende/adj	vooral/adv	vooruitzicht/noun	vorm/noun	vorm/verb	vrolijk/adj	vuiligheid/noun	water/noun	waterput/noun	week/adj	week/noun	weer/adv	weer/noun	wel/adv	wellicht/adv	wenk/verb	wereld_DIM/noun	werk/noun	werk_omstandigheid/noun	werkelijk/adv	wieler_sport/noun	wijd/adj	wijs_uit/verb	woon_bij/verb	workshop/noun	zaak/noun	zak/noun	zeeman/noun	zeer/adv	zeg/verb	zelfs/adv	ziel/noun	zo/adv	zomer/noun	zwem/verb
2001/noun	0.0	0.87876135	0.86127704	0.95446575	0.9531691	0.91213167	0.92762697	0.8116004	0.9264231	0.89346874	0.6300262	0.91581094	0.9318792	0.910993	0.92525136	0.8789686	0.8794774	0.9220267	0.8730935	0.9772826	0.89045084	0.91113794	0.8359388	0.81254864	0.7255994	0.5465623	0.8799355	0.78027594	0.92088675	0.85207963	0.89400357	0.9105376	0.88723236	0.9295163	0.93376976	0.8875512	0.8876393	0.7581316	0.8821096	0.6864852	0.9447417	0.9559281	0.93923074	0.9599123	0.9326513	0.849249	0.9366193	0.97191095	0.90327954	0.93571216	0.958572	0.9270413	0.89332175	0.9777962	0.89715594	0.7061403	0.7059237	0.92275834	0.9314983	0.8838217	0.8738706	0.92388004	0.80240536	0.8629778	0.95186555	0.8628259	0.94504845	0.8927071	0.8395443	0.92481625	0.9220028	0.9514932	0.9444533	0.8831978	0.88680965	0.9664961	0.9731105	0.9423706	0.90088385	0.89174235	0.8569984	0.90121436	0.9226142	0.9648798	0.9218779	0.9500272	0.944283	0.9917422	0.9620596	0.69477093	0.95762616	0.812878	0.88916975	0.9090761	0.9344033	0.8928173	0.8843403	0.9568579	0.9372231	0.9479161	0.94586235	0.82727665	0.9290114	0.90288544	0.9554968	0.9464823	0.967878	0.9574935	0.9235082	0.53651667	0.9272042	0.9007133	0.9523526	0.8338155	0.85622084	0.8389883	0.8814434	0.86136204	0.9711934	0.9333216	0.9585403	0.90003204	0.9454412	0.8864261	0.9058984	0.60367095	0.68383735	0.9148952	0.7214558	0.9073864	0.91872704	0.92895865	0.9230458	0.8603976	0.944528	0.5626595	0.64576566	0.92071587	0.89657414	0.9920172	0.914007	0.8290492	0.8625461	0.9768225	0.7515805	0.95238125	0.9079286	0.9763268	0.9095706	0.958306	0.9573404	0.85158575	0.80338526	0.90645397	0.8109508	0.9417839	0.94809645	0.88129085	0.9033224	0.9338591	0.9484064	0.9033165	0.9848793	0.97590524	0.92442644	0.9517765	0.9141759	0.91197467	0.93874085	0.9573346	0.8431336	0.9622428	0.9298107	0.8995363	0.9653954	0.47889507	0.9613607	0.960025	0.9764075	0.88839936	0.8320751	0.76971483	0.94926494	0.9398576	0.91131306	0.957348	0.7292229	0.8108004	0.9636633	0.84217894	0.9030536	0.9515492	0.94234735	0.9473882	0.909702	0.9026445	0.74873155	0.8820949	0.9703526	0.76665473	0.9002721	0.94570476	0.80249494	0.80910176	0.90199065	0.9248289	0.9416909	0.91272205	0.9224626	0.94355786	0.8117292	0.8858889	0.95488095	0.902951	0.9085699	0.97087336	0.9155724	0.99834776	0.94905204	0.83602434	0.90825784	0.9159633	0.91282135	0.86021453	0.8521534	0.88000745	0.8444289	0.90811545	0.86013997	0.91444963	0.9888988	0.82629	0.95678014	0.9235391	0.8342477	0.91625744	0.8926631	0.9568405	0.8814406	0.9497914	0.990144	0.8918642	0.96393985	0.99567074	0.9676752	0.9482245	0.87948877	0.8639655	0.9082412	0.9061758	0.8118782	0.9266697	0.8739313	0.9148945	0.76037943	0.81565654	0.95229524	0.7864374	0.87630373
Amsterdammer/noun	0.87876135	0.0	0.92957085	0.9346265	0.9212433	0.93885535	0.85929483	0.8579095	0.95270735	0.95072246	0.8666295	0.95197845	0.9709165	0.9192787	0.9538164	0.9308784	0.87407076	0.88049614	0.91532946	0.91271615	0.86244255	0.9570811	0.870295	0.7661484	0.84613585	0.77480185	0.93186766	0.9211285	0.95915085	0.9037381	0.9459148	0.9621235	0.9252388	0.80007565	0.9539198	0.8942121	0.9595612	0.9080093	0.8956159	0.9091564	0.97146547	0.91980374	0.97814566	0.93975604	0.9368943	0.9292852	0.9315769	0.9525013	0.928736	0.97984236	0.94184136	0.8861853	0.9322654	0.981815	0.94069374	0.86870277	0.8468227	0.92021376	0.9511701	0.89790636	0.959584	0.94174594	0.89198726	0.8979377	0.89485824	0.89719343	0.932878	0.9069042	0.933237	0.9091105	0.9241641	0.9836536	0.95676994	0.94728637	0.94355065	0.9585446	0.92901254	0.9080846	0.94689476	0.9467745	0.8253354	0.95786065	0.895756	0.8801393	0.9299423	0.9405871	0.9446734	0.95993614	0.97084737	0.68562627	0.9607067	0.90782094	0.91902775	0.9357066	0.8938088	0.9525609	0.9192531	0.9330183	0.9618517	0.9718615	0.96349597	0.9321119	0.9692931	0.8967316	0.96187824	0.94650424	0.94448966	0.95982635	0.9381933	0.9501975	0.9670865	0.91230536	0.9645957	0.86050034	0.6074054	0.91301614	0.92483	0.91435105	0.93791264	0.96061534	0.96721053	0.9443904	0.95891815	0.95417774	0.9282609	0.84720755	0.91426057	0.9386639	0.8205985	0.9514482	0.9488668	0.88056654	0.9566117	0.9354966	0.9604919	0.9059242	0.88608605	0.9532654	0.91219944	0.98944277	0.9522643	0.9204097	0.93427986	0.9115165	0.89538646	0.9673055	0.9352807	0.9875138	0.9655789	0.9734723	0.9648653	0.93654263	0.908363	0.9772674	0.9101908	0.9258126	0.94544446	0.7318574	0.9328842	0.96021783	0.8841095	0.9379723	0.9711963	0.94045395	0.90852463	0.97634506	0.93358374	0.9334956	0.9606832	0.9685905	0.8993922	0.95201176	0.96829027	0.8689286	0.98486584	0.8517828	0.9695009	0.8694395	0.99002093	0.9350976	0.9442417	0.8618584	0.9387208	0.9332892	0.79626435	0.9948196	0.92030853	0.9396361	0.9851865	0.91618127	0.9540276	0.9395407	0.9535712	0.96283597	0.95749295	0.9161957	0.81962883	0.9241735	0.94762886	0.9245137	0.8689456	0.92018795	0.8995455	0.8467181	0.9056417	0.90710884	0.9559183	0.95143515	0.951009	0.94840306	0.9133893	0.93290603	0.93414545	0.91968465	0.9632088	0.99387586	0.9349507	0.9987627	0.91663635	0.8889438	0.8478329	0.92765814	0.9097588	0.90130126	0.9098258	0.9344042	0.9570751	0.9591217	0.92739743	0.94453454	0.9908376	0.923589	0.973263	0.8731139	0.8324973	0.9049082	0.9436157	0.9351911	0.92001694	0.94535655	0.9737268	0.91785824	0.9916303	0.99221164	0.9594423	0.9632032	0.8621694	0.89147055	0.96269614	0.9404087	0.92626953	0.8890385	0.93451715	0.86219615	0.90343237	0.91341215	0.9901836	0.8552638	0.93312794
EK/noun	0.86127704	0.92957085	0.0	0.9618784	0.9346987	0.96496046	0.8972751	0.81963134	0.95346457	0.918748	0.921295	0.93227357	0.9569856	0.9187776	0.9712939	0.9348788	0.82882637	0.973316	0.92396843	0.96352845	0.9564966	0.9874242	0.93163675	0.9651663	0.91058856	0.9314261	0.93990433	0.93707794	0.94077283	0.9318284	0.9567288	0.95944864	0.87662417	0.8556666	0.9073969	0.92314726	0.9310678	0.90528387	0.8961837	0.9087168	0.9521276	0.9580537	0.992011	0.89538944	0.95282304	0.91309947	0.9396317	0.9823661	0.91103655	0.97801167	0.94988656	0.91927737	0.88687086	0.9606672	0.91309315	0.80768543	0.95986396	0.95045066	0.9353805	0.93222845	0.9714659	0.92643327	0.9489949	0.91284233	0.9136473	0.89665985	0.9658223	0.93407106	0.914642	0.9481186	0.93094313	0.9871012	0.97124594	0.95427537	0.95716107	0.97526765	0.98192275	0.891709	0.93885595	0.9418429	0.937349	0.94570124	0.9253675	0.9571464	0.96717715	0.9427681	0.95608795	0.98285586	0.9555495	0.9245163	0.9604054	0.9178843	0.92979795	0.8654721	0.9419558	0.96132505	0.93699896	0.9459627	0.9473105	0.95596707	0.93523854	0.95407623	0.9814904	0.9330513	0.93840647	0.9763397	0.98195046	0.92269737	0.93110436	0.96124166	0.98353916	0.9197327	0.97707766	0.9454312	0.92393076	0.93630874	0.92919844	0.94997334	0.97513723	0.97837603	0.9669272	0.94968224	0.9642409	0.9447344	0.8736906	0.92833936	0.96912533	0.94242746	0.9413266	0.9606324	0.93807954	0.9303141	0.97912574	0.91984177	0.96363324	0.92712045	0.9196176	0.94694597	0.90142035	0.9842309	0.95522755	0.9273072	0.85853934	0.9499799	0.9071598	0.96550536	0.91161627	0.9440027	0.9745539	0.975824	0.99448335	0.93654865	0.92977035	0.98619694	0.9094658	0.957403	0.92555547	0.9260565	0.9357289	0.89550847	0.87210834	0.9235902	0.9960289	0.9645318	0.94506496	0.95711535	0.9412477	0.902069	0.9589989	0.9706336	0.8408395	0.9523079	0.93956333	0.91743827	0.9797129	0.91261625	0.98722243	0.9418894	0.97843254	0.92063165	0.93834305	0.9468976	0.9643641	0.94451004	0.873337	0.9253875	0.9114897	0.97986573	0.9970411	0.8863138	0.9451585	0.96431136	0.9426009	0.95693374	0.90504956	0.97085124	0.9384595	0.9348237	0.95267713	0.9497351	0.8830344	0.9578832	0.930086	0.9468881	0.9402538	0.8414796	0.99099445	0.9056649	0.91945493	0.93359065	0.9072891	0.9310993	0.9368552	0.97578406	0.95683736	0.99527776	0.9285755	0.9993442	0.9406801	0.9485876	0.90847385	0.86753684	0.9301098	0.917037	0.9391455	0.95350796	0.9143239	0.9534406	0.91085225	0.9233912	0.9682786	0.9431329	0.98261195	0.9465838	0.8735578	0.9079071	0.8840147	0.9568043	0.8946066	0.90071887	0.9777791	0.96977335	0.9794365	1.0	0.95532787	0.9691868	0.95890343	0.92818886	0.96255094	0.9674071	0.9319305	0.9725099	0.9402409	0.92388314	0.90925026	0.9539092	0.958183	0.7350172	0.77984685
Hilversums/adj	0.95446575	0.9346265	0.9618784	0.0	0.9765864	0.9853286	0.96607244	0.93500453	0.98375654	0.9708264	0.9710172	0.9839336	0.9838015	0.9445355	0.966649	0.9640421	0.9519574	0.9909555	0.97381276	0.97802013	0.966899	0.99899006	0.92208636	0.9624728	0.9779231	0.9548532	0.981914	0.95305806	0.98479694	0.99320745	0.97963786	0.97930294	0.9769728	0.9544959	0.95243406	0.9720783	0.98491895	0.97537345	0.98410636	0.9728138	0.9901249	0.9926486	0.99989873	0.96438175	0.97214997	0.92595303	0.98176485	0.99348646	0.98913735	1.0	0.9703794	0.9664751	0.9345931	0.9752586	0.9713753	0.9518805	0.9920261	0.98677987	0.9468915	0.992747	0.949081	0.9752535	0.99349475	0.9631718	0.9832345	0.9614264	0.96744335	0.9451564	0.9958094	0.9909617	0.9707978	0.939214	0.9958875	0.9978962	0.9928543	0.9887308	0.9928576	0.9764994	0.9917392	0.9713997	0.9547085	0.98493344	0.96387863	0.971493	0.96276265	0.9952674	0.9978503	1.0	0.99321276	0.93452144	0.97664917	0.9732303	0.9028702	0.96600586	0.9674154	0.9633695	0.997564	0.99995476	0.99417734	0.97998965	0.9830475	0.9979155	0.97345245	0.9825935	0.99104166	0.98137707	0.99234766	0.97893935	0.95535415	0.9806642	0.9751125	0.9827029	0.971421	0.96855694	0.9339562	0.9996125	0.97975045	0.9860911	0.93638444	0.9593706	0.9752381	0.94429296	0.9796667	0.97249246	0.9742983	0.977506	0.98128	0.9970266	0.95370966	0.98241174	0.985654	0.9928919	0.97779685	0.97639996	0.9699137	0.9883302	0.9824389	0.993235	0.9832873	0.99961823	0.99072725	0.96652365	0.95914745	0.99809366	0.9877733	0.9967478	0.9783651	0.9996453	0.97251654	0.9672153	0.96508396	0.9726173	0.96194965	0.97952557	0.9748339	0.9666566	0.99498606	0.9593595	0.94272834	0.95764387	0.9681569	0.98076624	1.0	0.9982194	0.9925573	0.9926737	0.936466	0.99644715	0.98309994	0.98941565	0.953697	0.9917808	0.9693673	0.9749068	0.99466586	0.9645319	0.9357598	0.941626	0.9772237	0.98825794	0.9641204	0.9763364	0.9958723	0.9811424	0.95619625	0.99837786	0.97574943	0.97066766	0.99017024	0.9724261	0.9581009	0.97747606	0.9922249	0.97781336	0.97801465	0.98752606	0.965309	0.99341637	0.97320634	0.9557505	0.9800154	0.99539816	0.98702836	0.95078814	0.94794023	0.98264366	0.9936167	0.9138651	0.9832327	0.98378396	0.98765135	0.94875157	0.994696	0.97213936	0.99750483	0.99331	0.94733554	0.99992394	0.97666496	0.9702843	0.95853424	0.9537786	0.94078964	0.993654	0.988037	0.9809952	0.9848433	0.9960881	0.98113984	0.98474616	1.0	0.98911285	0.99648964	0.96842253	0.97633576	0.9657235	0.976773	0.9686128	0.9654476	0.9918931	0.9606655	0.9812829	1.0	0.9855324	0.99415886	0.9699452	0.9824234	0.96668434	0.9891236	0.99852395	0.9545533	0.98234636	0.97800946	0.93850434	0.9834638	0.9652498	0.99324435	0.90065163	0.9725802
Koreaan/noun	0.9531691	0.9212433	0.9346987	0.9765864	0.0	0.98530024	0.9501592	0.8916601	0.9767109	0.9335911	0.92255384	0.97019994	0.9917708	0.96128774	1.0	0.9769926	0.9445876	0.9845797	0.9759441	1.0	0.9750925	0.97997165	0.9667211	0.97698164	0.90008944	0.89374673	0.9810856	0.97525555	0.9792314	0.95199096	0.95169544	0.9905401	0.94851667	0.95139587	0.98028356	0.97322845	0.97413164	0.95609975	0.95353246	0.9418904	0.9642245	0.98045754	0.97107625	0.9563022	0.97688276	0.992499	0.961409	0.9808854	0.95432454	0.9728816	0.9682604	0.961888	0.9759551	0.9890544	0.98311365	0.9367018	0.92801845	0.9765928	0.97043425	0.9565667	0.99026906	0.9712993	0.9639373	0.97826755	0.97331774	0.9619019	0.9802493	0.9581731	0.9910095	0.9626463	0.96230847	0.9850477	0.94682705	0.982044	0.99947965	0.97459483	0.97634965	0.926725	0.9853316	0.957496	0.956301	0.99152446	0.9944985	0.96973073	0.98461765	0.9753183	0.99078053	1.0	0.9776498	0.92607045	0.94969606	0.9659324	0.97830606	0.97568583	0.9638167	0.9906389	0.9525556	0.9978501	0.97090554	0.98499733	0.98561424	0.9819517	0.9292251	0.96678805	0.98118454	0.99584067	0.9832338	0.9975709	0.9494688	0.96351343	0.9458688	0.9709495	0.98947775	0.949769	0.92582244	0.9744907	0.94540834	0.97935516	0.9740947	0.9675078	0.94369423	0.9880524	0.9589133	0.9957567	0.9437043	0.9153049	0.96922266	0.9747713	0.94336486	0.9798077	0.97932255	0.9601849	0.95422953	0.9806632	0.9905646	0.94071734	0.89833707	0.9746814	0.97368795	0.9997279	0.9704613	0.96864694	0.97490406	0.98030233	0.95806587	0.98818916	0.9361577	0.9440251	0.98422086	0.9789186	0.9741375	0.9816674	0.97657007	0.98592174	0.97987306	0.9552869	0.99486405	0.9636057	0.98727864	0.9724732	0.9744802	0.95600367	0.9799643	0.9450205	0.98284847	0.9825112	0.9426328	0.975182	0.9784649	0.97396797	0.9295602	0.9830061	0.9987106	0.9844235	0.9846312	0.91267556	0.99068916	0.9341548	0.9899386	0.97466797	0.9737688	0.9165112	0.9986607	0.9771937	0.95673656	1.0	0.94082034	0.93450844	0.991156	0.97123766	0.9634248	0.95571566	0.9961157	0.9714852	0.96878874	0.9655151	0.9624558	0.99302375	0.979083	0.97837466	0.94469035	0.9746714	0.96373206	0.9376344	0.9757161	0.97432256	0.98620313	0.9966318	0.98185116	0.94912547	0.9733932	0.97617793	0.9944191	0.95376694	0.9766169	0.9984235	0.98114765	1.0	0.9731247	0.9292637	0.9684984	0.9703245	0.97325504	0.97503936	0.96614647	0.9367852	0.9717064	0.98644924	0.9688327	0.9696571	1.0	0.9660282	0.97277683	0.9424953	0.93912745	0.98674476	0.9750505	0.98405665	0.98866683	0.9676886	0.97126323	0.98928815	0.9808442	0.98333323	0.98253393	0.99203074	0.96590066	0.94293314	0.97615963	1.0	0.95701134	0.9662917	0.99010366	0.97527605	0.94286996	0.9321286	0.9900809	0.93649244	0.9406685
Palestijns/adj	0.91213167	0.93885535	0.96496046	0.9853286	0.98530024	0.0	0.94448566	0.9324626	0.9488013	0.9612536	0.9240967	0.9813165	0.90835124	0.9568363	0.97600967	0.97479814	0.9587329	0.9311528	0.9470371	0.9926557	0.8838328	0.9849012	0.9285522	0.922238	0.9265934	0.91202605	0.9604664	0.94576174	0.9724518	0.970535	0.97762024	0.96792066	0.9063649	0.9658958	0.9656077	0.9307758	0.95718884	0.9475573	0.94729555	0.93446314	0.9830723	0.9729636	0.9668726	0.99062335	0.88570374	0.94985247	0.9256441	0.99993664	0.9095923	0.9612907	0.96605283	0.97014546	0.9431057	0.979281	0.9775074	0.9211391	0.93037415	0.97044027	0.98210835	0.9484133	0.9512209	0.9191174	0.9247524	0.9348259	0.9909864	0.91752267	0.9772213	0.9339974	0.96832407	0.9762534	0.94980246	0.9843351	0.979745	0.97078747	0.9712257	0.99576944	0.99926865	0.93124217	0.94303834	0.9524911	0.81355256	0.98051655	0.9546005	0.95914865	0.95026034	0.9600792	0.9649425	0.98896754	0.9910736	0.89743257	0.9582956	0.90432554	0.9314969	0.9458643	0.9656164	0.9855943	0.8431444	0.9862474	0.98999393	0.9382794	0.9753121	0.9153974	0.90369976	0.92959493	0.96849024	0.9807051	0.9764095	0.99798167	0.86648744	0.95971996	0.9423928	0.9387917	0.99990565	0.9305348	0.90129066	0.9404431	0.73746574	0.93366796	0.9979503	0.968665	0.94803256	0.9601814	0.99482965	0.95360714	0.9429965	0.90940917	0.934212	0.95491594	0.87887967	0.97571594	0.94834125	0.9528466	0.9794264	0.9868807	0.96933156	0.95086116	0.928436	0.92764264	0.96294224	0.9876302	0.93837446	0.9631609	0.9575427	0.98882985	0.9701459	0.9621629	0.96441215	0.9972346	0.9979098	0.9398396	0.99777275	0.91485596	0.8992593	0.97568417	0.9429004	0.9780791	0.9618802	0.88118327	0.9564558	0.97379035	0.9459754	0.9411874	1.0	0.9911821	0.96278083	0.9717029	0.91634274	0.9586067	0.95637244	0.9883462	0.94517374	0.96903366	0.95878196	0.9307867	0.9757917	0.9259404	0.9741501	0.990518	0.9829067	0.9841052	0.958963	0.8109924	0.9701946	0.9522211	0.95842785	1.0	0.9411189	0.9676762	0.9879922	0.9158827	0.9542629	0.9294789	0.9775626	0.97368026	0.8658709	0.7692944	0.9153113	0.9786884	0.9647556	0.98678595	0.952267	0.9820422	0.93698764	0.90673447	0.90716857	0.949889	0.97952926	0.9371757	0.943915	0.9658928	0.92659396	0.9565876	0.9479999	0.9393832	0.98426104	1.0	0.95176184	0.9111709	0.9530766	0.91512805	0.91501385	0.9301675	0.95795506	0.92950004	0.95446837	0.95377904	0.9700123	0.9854601	0.9147751	0.9831835	0.9488699	0.9630325	0.9635574	0.95449656	0.89595014	0.9674754	0.9808223	0.97983414	0.94337744	0.97895336	0.9811414	0.96936494	0.99435794	0.9984353	0.9796193	0.93449813	0.8967742	0.8693836	0.9781937	0.9444391	0.9441721	0.94044477	0.95737207	0.8420842	0.94690114	0.9187738	0.9908804	0.9152349	0.9563214
afloop/noun	0.92762697	0.85929483	0.8972751	0.96607244	0.9501592	0.94448566	0.0	0.9425204	0.9138889	0.8664524	0.8941133	0.89957064	0.9265626	0.89122623	0.89581376	0.92198145	0.86172885	0.94352776	0.8461804	0.9676579	0.9267856	0.97483194	0.892962	0.914134	0.91783553	0.9408775	0.93214196	0.9545357	0.86396223	0.93726707	0.9455025	0.90124243	0.93512857	0.7070607	0.90809023	0.9380693	0.90290046	0.89080495	0.89100343	0.9496807	0.96787393	0.9452331	0.98409015	0.94132054	0.9444937	0.9283069	0.93946993	0.9923921	0.9135818	0.9881111	0.9703276	0.90033203	0.88357764	0.95795953	0.89608365	0.9194368	0.9731485	0.87678194	0.9477007	0.8703975	0.9676194	0.9516659	0.9182446	0.9038659	0.8033512	0.8860988	0.9216187	0.910144	0.93660426	0.8949518	0.89274025	0.96708643	0.98576736	0.9209059	0.96379626	0.9505999	0.9870029	0.8698267	0.9345647	0.9008378	0.82012165	0.92806226	0.9099018	0.92107594	0.95240515	0.968427	0.94811565	1.0	0.9752446	0.8494231	0.9810027	0.8387715	0.9184496	0.9056723	0.90143913	0.94950575	0.9339369	0.94949293	0.920474	0.9536332	0.84944034	0.94700664	0.97763526	0.8683728	0.94430125	0.9405576	0.96816325	0.9829305	0.87285495	0.975893	0.9930576	0.93256426	0.97229606	0.92103946	0.8777698	0.9439852	0.96985877	0.9355736	0.86301726	0.9714292	0.94292694	0.9019474	0.98610896	0.9198539	0.8735552	0.9280054	0.9391029	0.8975597	0.9117788	0.9172269	0.930968	0.88897496	0.9908932	0.973148	0.9684092	0.9428464	0.9364492	0.9128498	0.95940524	0.991827	0.9434121	0.8879009	0.82625383	0.8677592	0.8908674	0.95193857	0.86838216	0.98367506	0.982094	0.99077976	0.9933193	0.8469601	0.93623865	0.98836344	0.8669207	0.9562079	0.89434373	0.88501155	0.93285024	0.96194637	0.917783	0.9029688	1.0	0.93135184	0.9656764	0.9403732	0.90579027	0.891711	0.9698217	0.9666168	0.88312566	0.94422394	0.90647155	0.90740925	0.9795588	0.9154897	0.97703445	0.9587255	0.9570829	0.86002165	0.93730503	0.9433371	0.9201552	0.93554294	0.7175825	0.9581173	0.9582231	0.97902757	0.9828851	0.9280559	0.94071406	0.92783934	0.9192451	0.9681105	0.92154497	0.987558	0.92474526	0.92189485	0.9495914	0.9820393	0.8425463	0.9049772	0.94912124	0.9511502	0.93347895	0.79005206	0.97920185	0.9104213	0.8968387	0.9320114	0.8876868	0.9056272	0.9388573	0.9339117	0.9584408	0.99651355	0.8809248	0.9976732	0.95698893	0.9340989	0.8176821	0.9355425	0.8415325	0.855809	0.9196355	0.89220065	0.93431205	0.9373947	0.87177366	0.912011	0.9597746	0.9726124	0.98724145	0.9228472	0.8111292	0.8581605	0.93905824	0.8790144	0.87537	0.96913993	0.9413312	0.9357131	0.9845819	0.989092	0.95565104	0.93672734	0.95055354	0.8967698	0.9726162	0.9407305	0.9320445	0.9845625	0.8765749	0.74350274	0.87324786	0.93409765	0.97510165	0.9051466	0.9445931
