	tegenslag/noun	men/pron	verhouding/noun	zich/pron	speler/noun	spier_pijn/noun	soms/adv	wieler_sport/noun	behoorlijk/adj	provincie_raad_lid/noun	door/prep	golfplaat/noun	gewoon/adj	angst/noun	overigens/adv	Chris/name	Verhaegen/name	pijn/noun	zo/adv	dag/noun	ertegen/pp	nauwelijks/adv	Schneider/name	hitte/noun	hier/adv	zodat/comp	ik/pron	lucht/noun	twijfel/noun	snel/adj	stank/noun	daarom/pp	alleen/adv	blijkbaar/adj	als/comp	bovendien/adv	zonder/prep	Ronaldo/name	student/noun	verdriet/noun	wereld_DIM/noun	mentaal/adj	tijdens/prep	maar/adv	simpelweg/adv	's/adv	thuis/adv	eerst/adv	er/adv	wanneer/comp	weekend/noun	binnen/adv	zodra/comp	om/comp	andapos;s/adv	huid/noun	niet/adv	dan/adv	eenmaal/noun	tot/adv	evenwel/adv	voor/comp	nog/adv	werk/noun	Lelièvre/name	meestal/adv	me/pron	ze/pron	daar/adv	geur/noun	mij/pron	uzelf/pron	sinds/comp	even/adj	plots/adj	verschrikkelijk/adj	volgens/prep	toen/comp	kaas/noun	beetje/noun	tegen/prep	evengoed/adv	ondanks/prep	makkelijk/adj	bijna/adv	wel/adv	vaak/adj	zeeman/noun	haar/pron	karakter/noun	toch/adv	gips/noun	pupil/noun	net/adv	wat/pron	weer/adv	intussen/adv	anders/adj	Lance/name	Amsterdammer/noun	amper/adv	dat/det	kind/noun	we/pron	leven/noun	al/adv	bloem/noun	hem/pron	ziel/noun	week/noun	beton/noun	hen/pron	hij/pron	concurrentie/noun	eind/adv	zolang/comp
zeeman/noun	0.86065066	0.8259299	0.8909847	0.8349867	0.8472837	0.9063621	0.7933242	0.8226196	0.8598	0.9072897	0.7367611	0.87992543	0.84248376	0.8154825	0.85504323	0.8971236	0.8929319	0.8552799	0.86849916	0.815987	0.87873775	0.8437177	0.837891	0.79899347	0.81926775	0.83616465	0.838186	0.8523989	0.90298855	0.8727885	0.8144428	0.87368447	0.85736084	0.8888753	0.8472786	0.8348647	0.85489875	0.8647541	0.77303314	0.78538567	0.8164748	0.898942	0.8417889	0.8785472	0.8505101	0.846792	0.8566368	0.8851793	0.8506692	0.78327847	0.8641262	0.88287574	0.83306956	0.83534855	0.8614759	0.8481449	0.8823223	0.8742516	0.8260803	0.85473907	0.86928177	0.8300742	0.8884024	0.8641405	0.8991192	0.77894485	0.86187875	0.7676483	0.82266116	0.83014834	0.8662651	0.86654353	0.80178463	0.873916	0.813175	0.8123203	0.8576391	0.7606614	0.8465085	0.8553689	0.8905876	0.8153529	0.8769158	0.8861172	0.8432541	0.89334154	0.76819706	0.0	0.7733635	0.8453078	0.8758664	0.890174	0.8165059	0.8770265	0.9020589	0.8559663	0.8025981	0.90521014	0.8843962	0.7818621	0.85228056	0.886335	0.7497678	0.8527103	0.79586434	0.85194486	0.8344582	0.80676275	0.7791787	0.87251794	0.8504635	0.78321385	0.77429557	0.8763622	0.8948126	0.863044
haar/pron	0.8455999	0.6997218	0.8928734	0.74567306	0.8485875	0.84185964	0.6784823	0.8248357	0.8192735	0.91809297	0.7274416	0.8856887	0.7309459	0.76066583	0.78499866	0.92503995	0.89833695	0.7275246	0.7578974	0.8538003	0.7907598	0.7551064	0.83161753	0.8447462	0.74873686	0.7972764	0.58487177	0.84951794	0.88206506	0.81715596	0.79882437	0.72222054	0.8035103	0.72382367	0.6738037	0.7720504	0.8481798	0.84051096	0.8459233	0.7137538	0.7840993	0.8684051	0.87380123	0.75107294	0.7517287	0.8258637	0.73205173	0.73946804	0.8296833	0.6358732	0.9114529	0.7990011	0.7397255	0.7216213	0.83341664	0.7289361	0.6922662	0.70523393	0.754629	0.8320807	0.81343776	0.767869	0.7870402	0.8629442	0.8062503	0.7393954	0.43355644	0.41680914	0.74033976	0.8007355	0.42261845	0.6960224	0.8431021	0.71903574	0.703111	0.7423152	0.9019971	0.6910549	0.8953142	0.7404493	0.8986397	0.78591454	0.9142953	0.7908075	0.8830308	0.73342633	0.6997793	0.7733635	0.0	0.87928295	0.722983	0.8660989	0.76245373	0.7984356	0.68164724	0.73950773	0.80648	0.8236908	0.8430531	0.79496866	0.8632774	0.7253566	0.6592027	0.7021754	0.77127004	0.84184235	0.7767999	0.16091561	0.7528037	0.88933134	0.84339553	0.3381704	0.48642606	0.8780594	0.92836607	0.8203625
karakter/noun	0.82485235	0.8252849	0.6806072	0.8546777	0.8426138	0.9036538	0.6955402	0.7983965	0.76490957	0.9421618	0.80679584	0.91974425	0.8741494	0.80751646	0.7752903	0.9594009	0.9252158	0.8854103	0.78221315	0.93221384	0.85957086	0.82413554	0.9024304	0.84605134	0.8429574	0.7892529	0.8814637	0.85050243	0.86802727	0.8844104	0.8692629	0.7948844	0.7977098	0.8477925	0.8849467	0.69867396	0.8413617	0.89499176	0.84814185	0.8212026	0.76194656	0.7679296	0.8972053	0.8725287	0.8075259	0.9492258	0.91973174	0.9060499	0.8447062	0.8457824	0.9080379	0.91700315	0.8627669	0.8185211	0.9454389	0.80799955	0.85370076	0.89894325	0.91298777	0.8597948	0.77642274	0.9265722	0.8698278	0.7906376	0.9133278	0.75236785	0.89171815	0.84182584	0.89674234	0.7369491	0.8631048	0.8315358	0.8841512	0.8826314	0.8903033	0.8439491	0.89500314	0.95834094	0.86148906	0.8273663	0.893559	0.7757633	0.7845186	0.85603243	0.90994155	0.8376398	0.7515367	0.8453078	0.87928295	0.0	0.7951501	0.9238833	0.8653359	0.92186695	0.8685151	0.8840987	0.89001936	0.88170063	0.91004366	0.85442096	0.93639207	0.8111046	0.8762567	0.836409	0.74900544	0.921118	0.8430115	0.8827776	0.761022	0.9498079	0.8409937	0.8790325	0.8584516	0.82258976	0.96140355	0.82531166
toch/adv	0.7506808	0.5990077	0.8602842	0.82196784	0.7929521	0.81368566	0.52305186	0.7833752	0.63158196	0.93136775	0.912072	0.9039118	0.56255496	0.79065144	0.6350259	0.9584016	0.8819103	0.7302331	0.5500196	0.88818824	0.8261321	0.7279589	0.88584495	0.82951236	0.5801181	0.7254212	0.4270146	0.8677888	0.8028535	0.73050755	0.8278376	0.61183155	0.70174897	0.53051084	0.47332138	0.6543125	0.808618	0.8332349	0.8965607	0.7973317	0.7057998	0.7597969	0.93695384	0.52288914	0.7441897	0.8722179	0.755544	0.7418449	0.6527957	0.63638705	0.85879	0.8068452	0.7456646	0.70064604	0.8738027	0.8527529	0.47945994	0.40093523	0.74000424	0.7779201	0.608638	0.7372756	0.56169534	0.8608656	0.88538665	0.6695583	0.5544954	0.5642663	0.6480223	0.83448577	0.52563703	0.7352875	0.89137983	0.574368	0.6884644	0.64721096	0.91300106	0.79469	0.8781084	0.51821136	0.89421475	0.7234763	0.7313143	0.675455	0.84443927	0.35992974	0.68387324	0.8758664	0.722983	0.7951501	0.0	0.89605826	0.843959	0.77265567	0.5794123	0.62097996	0.7658291	0.6266254	0.8428151	0.7929442	0.81287336	0.48790878	0.8454931	0.4753353	0.77858496	0.7327894	0.888695	0.6980032	0.8438063	0.8885895	0.8704736	0.7537507	0.6526429	0.8345629	0.9302314	0.6882881
gips/noun	0.86896294	0.8689848	0.9329708	0.9050129	0.84190214	0.8203337	0.85810554	0.8528256	0.88380957	0.89603704	0.8508856	0.8260056	0.8675951	0.91604364	0.89903224	0.81152374	0.82921094	0.82694036	0.88915527	0.81523305	0.89949733	0.8844004	0.9067698	0.84314525	0.89678645	0.7610872	0.8786132	0.80847144	0.90779454	0.85371196	0.8507391	0.9018141	0.88037986	0.88800025	0.8876485	0.87012523	0.85366976	0.8488683	0.89647555	0.91376734	0.8877683	0.8895373	0.8971961	0.8716481	0.8687085	0.89534223	0.86115587	0.83949566	0.8720337	0.84376925	0.84565896	0.8617794	0.8478147	0.88663876	0.8871686	0.7615376	0.89551634	0.8590887	0.847334	0.91179216	0.86227185	0.8423383	0.83645743	0.89995813	0.913309	0.82550484	0.9067298	0.8277192	0.88774043	0.8212819	0.9177011	0.8804298	0.88873816	0.8354202	0.8505974	0.8922568	0.9332038	0.8643928	0.83690655	0.8561945	0.8832423	0.8778929	0.9258109	0.8766494	0.87603104	0.93054056	0.8793504	0.890174	0.8660989	0.9238833	0.89605826	0.0	0.8368515	0.878177	0.9397428	0.8002618	0.8480392	0.92150074	0.8891725	0.9021324	0.8178616	0.9031168	0.8917247	0.86189055	0.93129575	0.87177753	0.8018117	0.879393	0.870382	0.79063076	0.7195618	0.8991819	0.8228246	0.91444594	0.88127905	0.90329355
pupil/noun	0.82580507	0.81359196	0.8614283	0.8510163	0.72384155	0.8679949	0.8191568	0.81464756	0.8268724	0.8501773	0.79493403	0.9096612	0.86747694	0.8630625	0.8378655	0.74832004	0.77357876	0.8635745	0.8499965	0.8673542	0.8809433	0.8206413	0.81105906	0.8517943	0.8685728	0.81114936	0.81734896	0.89394265	0.87638044	0.8456531	0.8826762	0.841799	0.85817564	0.85450923	0.8409001	0.8124263	0.8609735	0.79050946	0.80726755	0.8440574	0.84035206	0.7759578	0.8260577	0.8633279	0.8274798	0.86523277	0.83636767	0.8500846	0.8644763	0.8001682	0.82817215	0.864383	0.8283932	0.81774783	0.86689115	0.837445	0.86621386	0.85056484	0.82982314	0.8519543	0.84873676	0.8713911	0.8572446	0.87875605	0.85703313	0.839491	0.82138735	0.75227964	0.85345125	0.8786615	0.83489186	0.82536155	0.81467676	0.84396183	0.82908815	0.8534181	0.86232746	0.81693923	0.91435844	0.85324377	0.8238305	0.8446914	0.8435288	0.85727763	0.87164617	0.87243724	0.8061867	0.8165059	0.76245373	0.8653359	0.843959	0.8368515	0.0	0.86901665	0.8717885	0.8310262	0.823267	0.8945924	0.79091996	0.7388886	0.83265585	0.88577384	0.7891262	0.8154313	0.8587893	0.844759	0.87621933	0.76898664	0.86264175	0.8640067	0.88222224	0.77210593	0.73117733	0.852808	0.8850342	0.8717816
net/adv	0.8069612	0.8589845	0.8956765	0.87637836	0.8278558	0.9029766	0.82401437	0.86743903	0.8382563	0.9342626	0.8711714	0.915688	0.7745308	0.9103137	0.8736434	0.9034436	0.8729333	0.8699448	0.8308673	0.8264315	0.89699787	0.8295871	0.8658917	0.88264644	0.76607597	0.8270308	0.77518046	0.88511014	0.8974879	0.80119085	0.896306	0.8915303	0.8146057	0.81355816	0.7525815	0.87330294	0.8656654	0.7896815	0.919209	0.87196845	0.8621944	0.8683375	0.8623838	0.8220894	0.8174343	0.87850547	0.7931569	0.7964253	0.8212619	0.7557312	0.8606626	0.80973756	0.784604	0.86753976	0.86905694	0.8722578	0.8074948	0.79596376	0.7217674	0.8799262	0.84047806	0.794911	0.7661386	0.8893944	0.9262812	0.78636366	0.8188438	0.77520293	0.7969607	0.90797013	0.80006826	0.84759367	0.8077282	0.7307254	0.741155	0.800179	0.92384577	0.7083784	0.9024992	0.8213144	0.86571103	0.77806586	0.91169214	0.80400556	0.84276533	0.82609904	0.7838887	0.8770265	0.7984356	0.92186695	0.77265567	0.878177	0.86901665	0.0	0.8553777	0.775186	0.8292918	0.839724	0.8229994	0.83531815	0.79916334	0.83913153	0.85394925	0.7637035	0.8329377	0.7758995	0.8924192	0.80723083	0.89310735	0.80363494	0.8766016	0.8659329	0.77234685	0.8995527	0.8909284	0.8891665
wat/pron	0.88107026	0.61710155	0.8400465	0.7982602	0.88563925	0.87439644	0.68312424	0.8254768	0.81140864	0.94910336	0.9162637	0.9371309	0.694895	0.83271945	0.7317132	0.97717947	0.93726206	0.81900895	0.67415226	0.9290529	0.85391873	0.70676565	0.9048228	0.9149156	0.66529596	0.82973754	0.54217494	0.9398554	0.87245333	0.8552526	0.84835947	0.72963905	0.7442161	0.67494035	0.5820888	0.7652323	0.8860594	0.8965284	0.9057848	0.8246164	0.8005439	0.89520836	0.9414309	0.63417	0.75808346	0.92722684	0.8392431	0.7432641	0.719982	0.6487105	0.95227766	0.9054682	0.79156566	0.7714264	0.92833525	0.8950697	0.60170346	0.58191544	0.8356248	0.86163914	0.80149156	0.77499616	0.7149435	0.8893379	0.903314	0.77459055	0.596003	0.60711014	0.7150718	0.85238403	0.52213717	0.7535006	0.9114316	0.75457174	0.81680775	0.7144816	0.88709784	0.8606038	0.9067168	0.7166722	0.9634972	0.7778169	0.925863	0.7988126	0.88120914	0.58375394	0.7274803	0.9020589	0.68164724	0.8685151	0.5794123	0.9397428	0.8717885	0.8553777	0.0	0.81135476	0.8397862	0.6971146	0.8909015	0.86245275	0.8732234	0.48812217	0.8690304	0.6256757	0.8004187	0.8292882	0.91897416	0.6735822	0.8633964	0.93526936	0.9191741	0.7065248	0.69489336	0.8762971	0.949792	0.74189675
weer/adv	0.8161575	0.78354216	0.9020807	0.8377506	0.80432814	0.8244602	0.704609	0.8017169	0.7202325	0.93961716	0.85404813	0.8538301	0.66644084	0.8232335	0.84489095	0.95537734	0.90185755	0.7832124	0.74814206	0.74615955	0.86039007	0.7828569	0.8871285	0.77205646	0.6817508	0.61657095	0.64720356	0.7377869	0.8636948	0.65043724	0.8036377	0.8074533	0.8045929	0.76853985	0.61127394	0.79169387	0.8336362	0.7924777	0.9030142	0.8453782	0.7931657	0.81274396	0.86368686	0.7100046	0.8057134	0.7165873	0.7357669	0.7141347	0.7151971	0.60455555	0.78503096	0.7176627	0.5834279	0.7292347	0.7327655	0.8131379	0.75850224	0.5402019	0.6196983	0.89453006	0.79390717	0.6591694	0.63024056	0.8677741	0.8851227	0.7492602	0.7245687	0.6137295	0.6500502	0.8091788	0.7699385	0.8125483	0.82180053	0.5675993	0.59055185	0.7838537	0.95042723	0.69669574	0.8730119	0.6891645	0.8771108	0.810442	0.84890854	0.78083134	0.8088203	0.6904428	0.7750881	0.8559663	0.73950773	0.8840987	0.62097996	0.8002618	0.8310262	0.775186	0.81135476	0.0	0.7381371	0.7875491	0.850228	0.8211394	0.81533384	0.79126877	0.8627751	0.62110615	0.8254893	0.76568705	0.8321339	0.74016005	0.867692	0.7748463	0.810862	0.79469526	0.67147756	0.8499639	0.85723966	0.781516
intussen/adv	0.8014684	0.72689193	0.85564977	0.7748295	0.7777175	0.9054421	0.8212593	0.8086133	0.7879143	0.8291052	0.7475271	0.8860093	0.7974342	0.83991903	0.73793113	0.8615675	0.81748194	0.8615509	0.8161319	0.7649498	0.81152767	0.8139001	0.83228487	0.8167927	0.783929	0.6761559	0.7793013	0.8786384	0.85172665	0.6919571	0.8215339	0.69601387	0.81694424	0.73648685	0.769102	0.68416876	0.8165524	0.8310522	0.8100246	0.85278445	0.7774321	0.81087685	0.8534832	0.80330586	0.7900429	0.85865617	0.81090164	0.67369044	0.74990535	0.7226392	0.7604189	0.8374958	0.62339944	0.7210741	0.8422638	0.8665137	0.795973	0.76172245	0.7438977	0.76397145	0.6819755	0.6642792	0.69345796	0.8082983	0.83161587	0.8051291	0.83562917	0.6903919	0.7615864	0.8785874	0.84721875	0.83274704	0.68989575	0.7456185	0.7231517	0.8351736	0.74321187	0.74371135	0.8928255	0.81701124	0.8238517	0.76852226	0.77903163	0.82972527	0.8162912	0.79498464	0.8168375	0.8025981	0.80648	0.89001936	0.7658291	0.8480392	0.823267	0.8292918	0.8397862	0.7381371	0.0	0.8558339	0.86200726	0.82159764	0.7999686	0.8178767	0.8186405	0.6949774	0.81516916	0.6574326	0.8635632	0.7819018	0.85794294	0.70575213	0.8437054	0.7548034	0.6935071	0.8315094	0.6916746	0.69106615
anders/adj	0.86716527	0.67127585	0.8835881	0.86401004	0.887719	0.90322965	0.6929104	0.866079	0.78790444	0.9506427	0.9249698	0.94266725	0.70152223	0.85175425	0.81594944	0.97515434	0.9480699	0.81170505	0.64330703	0.9243639	0.86233276	0.820848	0.93426794	0.90606546	0.6670897	0.83233047	0.621295	0.9231923	0.89299667	0.80820495	0.89296514	0.7676625	0.798347	0.7470257	0.6432475	0.7960481	0.8622234	0.90329427	0.9257098	0.8563035	0.8108229	0.89486843	0.95299196	0.7137881	0.8132989	0.9135469	0.8228824	0.8144884	0.7617854	0.7335428	0.9233142	0.8647828	0.8201717	0.85310096	0.9283886	0.91390705	0.6690838	0.58045816	0.8502121	0.8784885	0.8138218	0.8307731	0.7574319	0.9121929	0.9245353	0.77323085	0.72223353	0.66562855	0.7154243	0.9061241	0.69744146	0.8245046	0.9207223	0.75319546	0.79913795	0.7357657	0.91923344	0.88944876	0.94064975	0.72268534	0.94522154	0.80058265	0.92187464	0.7415102	0.8852117	0.66769016	0.75804865	0.90521014	0.8236908	0.88170063	0.6266254	0.92150074	0.8945924	0.839724	0.6971146	0.7875491	0.8558339	0.0	0.9139354	0.86410105	0.9191843	0.6712208	0.88096714	0.6640317	0.8242978	0.84857965	0.9408499	0.81735915	0.8912348	0.9218252	0.91543883	0.84799063	0.7516823	0.9049264	0.92777115	0.8105518
Lance/name	0.8269375	0.8667275	0.9386862	0.89831966	0.8651341	0.9128173	0.88103014	0.7434865	0.869279	0.8896982	0.85158473	0.9656749	0.8843828	0.89586794	0.8632467	0.7235433	0.7576133	0.8813508	0.88559496	0.8605551	0.9004174	0.8963768	0.78855896	0.86864376	0.87251496	0.87908924	0.7983235	0.9257575	0.89102703	0.85800076	0.90957344	0.8854792	0.88017654	0.86639047	0.85068893	0.87354624	0.8832734	0.76890206	0.9133503	0.89144963	0.88312966	0.8419702	0.83384097	0.8940851	0.8719946	0.91042835	0.8897246	0.88081676	0.90513253	0.83214015	0.85087174	0.9176303	0.8829386	0.8704164	0.90533733	0.9195535	0.8736211	0.85941875	0.8477458	0.8787381	0.85826874	0.88388693	0.8671161	0.9040742	0.87611175	0.90044624	0.85761446	0.81802636	0.88168585	0.9292203	0.8454087	0.883247	0.82604	0.85161394	0.83114463	0.8750726	0.93455607	0.8136075	0.9251664	0.88768744	0.8644593	0.8615073	0.8857707	0.89670783	0.89033264	0.8911424	0.8841163	0.8843962	0.8430531	0.91004366	0.8428151	0.8891725	0.79091996	0.8229994	0.8909015	0.850228	0.86200726	0.9139354	0.0	0.82327783	0.8169865	0.8819348	0.8969262	0.82392347	0.90853155	0.8565519	0.8927233	0.8118136	0.90958875	0.8794713	0.9261714	0.85931945	0.75315493	0.87327516	0.9118119	0.90804935
Amsterdammer/noun	0.83479214	0.80003047	0.8885472	0.8080279	0.70548236	0.88060284	0.8205912	0.8331093	0.80299914	0.902028	0.7991516	0.91845846	0.8271765	0.8452327	0.77285373	0.8700676	0.8266981	0.8600735	0.811341	0.8299799	0.84990937	0.7908332	0.8004517	0.84403217	0.78525746	0.82875437	0.797859	0.91608155	0.8591306	0.85462666	0.85242134	0.82589376	0.83259356	0.8274014	0.81230795	0.78887784	0.850993	0.74572015	0.7136517	0.84619814	0.83340573	0.8557685	0.8356451	0.8222034	0.811896	0.8802006	0.77554	0.84931856	0.82594043	0.811262	0.8587118	0.8779636	0.83082336	0.8320724	0.89830476	0.89213216	0.80917823	0.84203947	0.8302368	0.8031243	0.82792914	0.86089045	0.7956598	0.8691031	0.85605	0.8090594	0.81201863	0.74321496	0.81501687	0.8768718	0.80333984	0.8363765	0.8076988	0.8363124	0.8454701	0.8436109	0.8493349	0.759313	0.91111434	0.84235406	0.7821543	0.80446035	0.8238316	0.83574224	0.78786445	0.8412704	0.77568406	0.7818621	0.79496866	0.85442096	0.7929442	0.9021324	0.7388886	0.83531815	0.86245275	0.8211394	0.82159764	0.86410105	0.82327783	0.0	0.7874916	0.8406533	0.73400986	0.77777225	0.85401225	0.76502067	0.89357823	0.7687201	0.85393995	0.815045	0.870034	0.75413656	0.72357494	0.8549308	0.87490165	0.8312487
amper/adv	0.8667575	0.86917245	0.92075217	0.90651906	0.75861645	0.88519436	0.82487786	0.89060646	0.79328567	0.91018814	0.8995055	0.87557083	0.84299755	0.9158255	0.89116436	0.8834977	0.84345824	0.89426064	0.9127137	0.6112273	0.9076517	0.530859	0.8723784	0.8477701	0.8320395	0.7853621	0.82905316	0.87456983	0.9080426	0.82836306	0.89673394	0.9083878	0.82314	0.81850046	0.85408854	0.8196827	0.86388594	0.7977196	0.8049676	0.90307504	0.8909919	0.85618687	0.86952245	0.72738177	0.83891106	0.82313955	0.80508316	0.84357715	0.78201735	0.8315642	0.7816718	0.82078564	0.8297918	0.8559472	0.8214582	0.8996361	0.82104355	0.84213036	0.7871145	0.8125981	0.80459225	0.7747119	0.7071581	0.9156486	0.8890577	0.8057942	0.86885333	0.8138544	0.83726907	0.91566324	0.87389827	0.8880453	0.83152485	0.8127118	0.7790319	0.89594966	0.9489957	0.75661916	0.8615647	0.8927969	0.85576344	0.8353543	0.8723668	0.8076966	0.45972258	0.8553328	0.8532854	0.85228056	0.8632774	0.93639207	0.81287336	0.8178616	0.83265585	0.79916334	0.8732234	0.81533384	0.7999686	0.9191843	0.8169865	0.7874916	0.0	0.8822704	0.7746289	0.77639806	0.91365457	0.67228043	0.85975295	0.8604553	0.8763984	0.74660206	0.8353821	0.84277415	0.80855316	0.8898436	0.85675883	0.8770556
dat/det	0.7860639	0.6257678	0.8106665	0.84077275	0.86784387	0.8150306	0.6044332	0.7877295	0.71751106	0.94531125	0.8829287	0.92193186	0.6473932	0.7893535	0.5803387	0.9827035	0.92477065	0.75938565	0.5848807	0.920937	0.83080256	0.7411208	0.886166	0.84002084	0.6453905	0.78267455	0.556652	0.91785145	0.8234281	0.7863327	0.80156636	0.6311058	0.6841482	0.6114013	0.567119	0.6175566	0.8435657	0.88885415	0.9009279	0.7985632	0.7576653	0.7822968	0.9451123	0.60640657	0.68549955	0.9386586	0.8407109	0.81181943	0.71357703	0.68793726	0.93574643	0.9130045	0.7908836	0.7170813	0.9318172	0.8790215	0.48342288	0.54058886	0.8239488	0.7799396	0.6633035	0.83196604	0.7170427	0.84308577	0.8862717	0.6912827	0.5959314	0.63533723	0.7347235	0.84398866	0.5233031	0.7595547	0.91252285	0.76476073	0.81319106	0.7126154	0.8165591	0.8878263	0.8952936	0.65373445	0.9468585	0.734258	0.827133	0.7141527	0.84878314	0.50398725	0.68170387	0.886335	0.7253566	0.8111046	0.48790878	0.9031168	0.88577384	0.83913153	0.48812217	0.79126877	0.8178767	0.6712208	0.8819348	0.8406533	0.8822704	0.0	0.87427497	0.59657353	0.7917957	0.8306023	0.9209633	0.69175327	0.877274	0.9166767	0.87177306	0.732653	0.7286055	0.81333387	0.9253526	0.6866394
kind/noun	0.8504126	0.8121382	0.86577713	0.8582595	0.8135408	0.8656225	0.7615079	0.877295	0.8691172	0.9407249	0.823819	0.90955365	0.75978553	0.7947499	0.9062723	0.95790696	0.9324746	0.78847265	0.84139067	0.7476263	0.8516007	0.8569005	0.8999179	0.8460325	0.74107677	0.8037895	0.7489313	0.91593456	0.9187894	0.8883998	0.8531272	0.8227083	0.81668794	0.8383285	0.7724845	0.8054276	0.8315284	0.89177173	0.6377177	0.73121375	0.8395253	0.76887023	0.8813181	0.82900655	0.8382298	0.7511795	0.6682354	0.85361934	0.81290656	0.7289227	0.8778512	0.87164617	0.82599044	0.79137695	0.7539686	0.82723737	0.8353789	0.8235292	0.824565	0.8971127	0.92563856	0.81641257	0.86575395	0.83929026	0.8710433	0.73011863	0.79023033	0.60887855	0.7756144	0.8637053	0.79873747	0.802541	0.8480239	0.85388374	0.8284208	0.80301523	0.93837285	0.76736516	0.8908332	0.8324857	0.9243853	0.80095273	0.9020282	0.84411275	0.7899846	0.85988456	0.6865462	0.7497678	0.6592027	0.8762567	0.8454931	0.8917247	0.7891262	0.85394925	0.8690304	0.8627751	0.8186405	0.88096714	0.8969262	0.73400986	0.7746289	0.87427497	0.0	0.78201437	0.74924505	0.81839204	0.8538116	0.76369214	0.80212235	0.86681616	0.90965337	0.6434559	0.7489034	0.9001142	0.9454007	0.8450881
we/pron	0.73153853	0.39634627	0.8891548	0.79393363	0.7270437	0.8207802	0.699195	0.7728248	0.71325475	0.9140341	0.9001192	0.90806824	0.6035534	0.82937664	0.75882536	0.9581058	0.8632718	0.7591833	0.6428925	0.8011687	0.8226499	0.71481013	0.8827499	0.8491347	0.58232725	0.6397438	0.33132917	0.88222957	0.8412244	0.69940126	0.823135	0.58257735	0.7171619	0.63529426	0.55723464	0.6671976	0.82190293	0.8263873	0.8446555	0.81222355	0.7555477	0.7606547	0.8885632	0.5852641	0.72636175	0.7880154	0.65679014	0.5824436	0.6179993	0.6507575	0.7938132	0.78718203	0.7296268	0.6059288	0.7895975	0.882876	0.52845764	0.4732806	0.70871985	0.80077094	0.67536914	0.6766817	0.5301435	0.8065534	0.862061	0.7309079	0.60112786	0.3794402	0.6360003	0.8723143	0.6158339	0.70786667	0.8789254	0.6005527	0.7246596	0.7290556	0.9333857	0.7753712	0.86841136	0.65480685	0.8546411	0.77424556	0.83095515	0.66118455	0.83592033	0.5343456	0.7217213	0.8527103	0.7021754	0.836409	0.4753353	0.86189055	0.8154313	0.7637035	0.6256757	0.62110615	0.6949774	0.6640317	0.82392347	0.77777225	0.77639806	0.59657353	0.78201437	0.0	0.7911364	0.66638803	0.8819489	0.68984485	0.8636934	0.7990608	0.8580387	0.6825433	0.5452429	0.78924364	0.86134046	0.7222136
leven/noun	0.8143128	0.8193553	0.7499064	0.84959626	0.88953966	0.9116428	0.71407187	0.7699994	0.82644975	0.9437812	0.83971083	0.9290598	0.76804215	0.7357898	0.8726387	0.9629466	0.9344959	0.780253	0.7697131	0.8194132	0.87534595	0.83845717	0.90017664	0.8623562	0.7817631	0.82726455	0.7494141	0.8825486	0.8524053	0.8733678	0.86295056	0.8285396	0.83316934	0.82729954	0.79605395	0.8188441	0.83288896	0.89824647	0.8733375	0.6933394	0.7416967	0.82661754	0.90393627	0.8239291	0.8175497	0.9186606	0.85029644	0.8670038	0.85828644	0.7720728	0.8647644	0.91267717	0.84007275	0.8012828	0.91434216	0.79213065	0.8282297	0.8360963	0.8396509	0.90110904	0.862844	0.84772015	0.8533747	0.7352068	0.89954865	0.80701864	0.7962285	0.7370747	0.8297911	0.8106547	0.7702856	0.779428	0.8556381	0.81192213	0.8203983	0.7251767	0.93910146	0.86541706	0.91291606	0.785334	0.93398297	0.7782796	0.86249167	0.8794675	0.8783177	0.84376407	0.78041744	0.79586434	0.77127004	0.74900544	0.77858496	0.93129575	0.8587893	0.8329377	0.8004187	0.8254893	0.81516916	0.8242978	0.90853155	0.85401225	0.91365457	0.7917957	0.74924505	0.7911364	0.0	0.8570614	0.8800586	0.80843425	0.71061075	0.87170297	0.8890361	0.8016699	0.763167	0.8967449	0.9371603	0.80938935
al/adv	0.7885288	0.7433362	0.90271294	0.8524171	0.7864534	0.87062174	0.79404634	0.840645	0.7904391	0.8926522	0.8832204	0.90305156	0.8482171	0.9013626	0.7541163	0.95692486	0.8974166	0.8693097	0.790364	0.6645432	0.8760382	0.7893363	0.86885965	0.86460274	0.7391794	0.7946006	0.7222005	0.92609876	0.85297024	0.8126781	0.87069404	0.81483275	0.84688795	0.77924514	0.79062676	0.7637757	0.8763703	0.8404192	0.82729095	0.88552076	0.82410246	0.8558023	0.8370209	0.76825947	0.8325412	0.82813853	0.82196397	0.7804535	0.6834123	0.7834789	0.8037868	0.8705662	0.7733175	0.8053183	0.8401103	0.93009466	0.7583663	0.7893001	0.77380586	0.814994	0.78466517	0.6834298	0.5834116	0.86113995	0.863341	0.7962559	0.8241473	0.7227032	0.79091173	0.9232738	0.8283888	0.8752767	0.6966249	0.8037504	0.8113651	0.8417258	0.90751135	0.6819811	0.92450845	0.8578128	0.86797833	0.8523763	0.83137023	0.8429731	0.7131718	0.72855955	0.7826154	0.85194486	0.84184235	0.921118	0.7327894	0.87177753	0.844759	0.7758995	0.8292882	0.76568705	0.6574326	0.84857965	0.8565519	0.76502067	0.67228043	0.8306023	0.81839204	0.66638803	0.8570614	0.0	0.9087833	0.8248072	0.9045999	0.6535484	0.894611	0.8306544	0.6790551	0.8696314	0.72806764	0.8422294
