	's/adv	Amerika/name	Amsterdammer/noun	Chris/name	Cobain/name	Deckers/name	Fruit/name	Hilversums/adj	Koreaan/noun	Lance/name	Lelièvre/name	Ronaldo/name	Schneider/name	Verhaegen/name	afloop/noun	al/adv	aldus/prep	alleen/adj	alleen/adv	als/comp	alvorens/comp	amper/adv	andapos;s/adv	anders/adj	angst/noun	avonds/adv	avontuur/noun	beetje/noun	behoorlijk/adj	beleef/verb	ben/verb	beslotenheid/noun	bestaan/noun	beton/noun	betref/verb	bewoner/noun	bijna/adv	binnen/adv	blijk/verb	blijkbaar/adj	bloem/noun	bovendien/adv	buiten/adv	coach/noun	combinatie/noun	concurrentie/noun	daar/adv	daar/noun	daarentegen/adv	daarom/pp	dag/noun	dan/adv	dat/det	den/adv	die/det	discipline/noun	door/prep	droog/verb	duur/adv	echt/adv	eenmaal/noun	eerst/adv	eigenlijk/adj	eind/adv	en/comp	er/adv	ertegen/pp	even/adj	evengoed/adv	evenwel/adv	extern/adj	fit/adj	ge/pron	geest/noun	geluid_overlast/noun	gelukkig/adj	geur/noun	geur_hinder/noun	gevormd/adj	gewoon/adj	gips/noun	golfplaat/noun	haak_af/verb	haal_uit/verb	haar/pron	haast/adv	heb/verb	heel/adj	helemaal/adv	hem/pron	hen/pron	hevig/adj	hier/adv	hij/pron	hitte/noun	huid/noun	huid_ziekte/noun	ik/pron	in_activiteit/noun	innovatie/noun	intussen/adv	je/pron	jeugd/noun	jeugdig/adj	kaas/noun	kan/verb	karakter/noun	katalysator/noun	kind/noun	klaar/adj	klank/noun	klink/verb	kom_terecht/verb	kom_voorbij/verb	kritiek/noun	laag/adj	lade/noun	langer/adv	lawaai/noun	leef/verb	leeftijd/noun	leven/noun	lichaam/noun	lig/verb	list/noun	lucht/noun	luchtvochtigheid/noun	luid/verb	luister/verb	maand/noun	maar/adv	maar/comp	maar/vg	makkelijk/adj	me/pron	medewerker/noun	meer/adv	meest/adj	meestal/adv	men/pron	mentaal/adj	mij/pron	mijn/det	milieu/noun	minstens/adv	misschien/adv	moeilijk/adj	moet/verb	monotoon/adj	moreel/adj	nachts/adv	nauwelijks/adv	net/adv	niet/adv	nog/adv	nutteloos/adj	of/name	om/comp	omtrek/noun	ondanks/prep	onvermoeibaar/adj	oorlog_ervaring/noun	oppervlak/noun	overigens/adv	overlast/noun	pijn/noun	plots/adj	politiek/adj	professioneel/adj	provincie_raad_lid/noun	pupil/noun	reclame/noun	rest/verb	reuk/noun	rijp/verb	rook/noun	schitterend/adj	schrijnend/adj	sfeer/noun	simpelweg/adv	sinds/comp	situatie/noun	sla/verb	slang_kuil/noun	sloop/adj	smerig/adj	snel/adj	sociaal/adj	sommige/det	soms/adv	speler/noun	spier_pijn/noun	staal/noun	stank/noun	stel_uit/verb	stemming/noun	sterk/verb	stilte/noun	straat/noun	stress/noun	strijd/noun	strijder/noun	student/noun	systeem/noun	te/comp	tegen/prep	tegenslag/noun	tegenstelling/prep	temperatuur/noun	the/name	thuis/adv	tijdens/prep	toch/adv	tocht/noun	toen/comp	toerist/noun	toestand/noun	tot/adv	tot/comp	twijfel/noun	uiteraard/adv	uzelf/pron	vaak/adj	val/verb	veld/noun	ver/adj	verander/verb	verdriet/noun	verhouding/noun	verkeer/noun	verkeer_overlast/noun	verleden/noun	verlokking/noun	verscheiden/adj	verschrikkelijk/adj	verspreid/verb	vind/verb	voel/verb	voertuig/noun	vol/adj	voldoende/adj	volgens/prep	voor/comp	vooral/adv	voorbij/part	vooruitzicht/noun	vorm/verb	vrolijk/adj	wanneer/comp	want/comp	want/vg	warm/adj	wat/pron	we/pron	week/adj	week/noun	weekend/noun	weer/adv	weer/noun	weet/verb	wel/adv	wereld_DIM/noun	werk/noun	werk_omstandigheid/noun	werkelijk/adv	wieler_sport/noun	wind/noun	zaak/noun	ze/pron	zeeman/noun	zeer/adv	zeg/verb	zeker/tag	zelfs/adv	zich/pron	ziel/noun	zo/adv	zodat/comp	zodra/comp	zolang/comp	zomer/noun	zonder/prep	zwem/verb
's/adv	0.0	0.924231	0.90845966	0.9791448	0.95339584	0.9377213	0.8092197	0.9270763	0.89592475	0.93858635	0.8269026	0.9016862	0.9952053	0.99189794	0.87906766	0.87430316	0.95423317	0.75099915	0.6503498	0.63718927	0.79621184	0.7759673	0.231229	0.88995856	0.8656262	0.37810355	0.90358526	0.8051794	0.7242652	0.82270944	0.883116	0.72277117	0.9534705	0.889089	0.8627271	0.6746197	0.8564077	0.55565333	0.90493214	0.8709091	0.82138085	0.8255307	0.4749326	0.96019185	0.83968115	0.95859987	0.7088239	0.88953227	0.83547825	0.8530158	0.72273636	0.7234479	0.896385	0.9223125	0.84496427	0.92884135	0.78346956	0.7900579	0.92530036	0.8378221	0.7737318	0.83780026	0.89866775	0.9291454	0.7454711	0.7205102	0.9160468	0.7229407	0.8233404	0.88869894	0.9398837	0.8868874	0.80121875	0.9227051	0.7098495	0.8285616	0.82308227	0.8174504	0.9209984	0.65685475	0.9421009	0.8211621	0.89830315	0.8074724	0.74158674	0.82916903	0.87271243	0.83328915	0.8541651	0.8521168	0.8377254	0.77759004	0.6413871	0.76978683	0.6916883	0.8501516	0.9449406	0.7119144	0.9550181	0.97578096	0.8697425	0.7050557	0.8735831	0.90651536	0.84490544	0.80210936	0.90333635	0.85976696	0.60317075	0.8525592	0.847614	0.8235555	0.86850643	0.69151807	0.9226219	0.81799686	0.9093558	0.8786256	0.5693463	0.8025347	0.91653943	0.9176141	0.8017967	0.709632	0.96287954	0.72784805	0.73081195	0.9879849	0.6322348	0.95587474	0.8220025	0.8458244	0.84479046	0.8556042	0.8445767	0.9803043	0.80447465	0.88120407	0.50483173	0.8441156	0.92284596	0.8779531	0.7846579	0.9017688	0.8957597	0.8941159	0.90177554	0.8436265	0.8652774	0.9637425	0.32527083	0.7853902	0.81450266	0.88815606	0.83343005	0.91197795	0.96843636	0.83136237	0.92007154	0.87143886	0.8928683	0.95137143	0.8588252	0.9360696	0.6787435	0.86130744	0.7467822	0.9772532	0.9438336	0.8166347	0.878639	0.9321748	0.8630477	0.8384414	0.8492896	0.74045366	0.90936655	0.8934326	0.7979634	0.8911873	0.90069866	0.9257778	0.79667354	0.950235	0.88905746	0.7895309	0.83108574	0.96397805	0.85366	0.627344	0.95692325	0.7544688	0.93503463	0.738575	0.9323932	0.9206629	0.9545128	0.6483655	0.4366396	0.8435383	0.94296265	0.90422636	0.78573203	0.95900697	0.89161605	0.8573239	0.92675626	0.9526212	0.6486611	0.966131	0.48427284	0.7695952	0.8644353	0.8478888	0.7006264	0.66584337	0.90420884	0.94874704	0.7773939	0.93776447	0.917809	0.9446534	0.6119788	0.86834574	0.9108481	0.8749431	0.908568	0.89748156	0.95931625	0.65513104	0.81113905	0.9169038	0.80450046	0.86680084	0.7999609	0.9159153	0.9033637	0.8214208	0.78841746	0.6729114	0.8689556	0.938579	0.79641795	0.62040675	0.82059014	0.8865831	0.9467268	0.7830509	0.5046228	0.8832387	0.80525225	0.60536605	0.91373575	0.7409737	0.90898	0.90625787	0.45872784	0.67921084	0.64209664	0.8918528	0.86022586	0.92911553	0.78758377	0.8997052	0.91464245	0.95273256	0.68592036	0.9224161	0.6182481	0.7841023	0.8801236	0.9218086	0.8852893	0.7057688	0.9117916	0.94524837	0.89199114	0.6232331	0.7378539	0.87259626	0.76130927	0.8702478	0.6053315
Amerika/name	0.924231	0.0	0.8537401	0.98021156	0.6618922	0.9873601	0.94084615	0.901696	0.7921639	0.841223	0.9323034	0.9085959	0.79851377	0.9304613	0.77303696	0.87121403	0.92191523	0.77538115	0.8271711	0.76482815	0.8488542	0.89085364	0.94468987	0.8219648	0.7772975	0.9318181	0.7147794	0.83770365	0.8297381	0.7148019	0.70284307	0.8207072	0.7511705	0.88914484	0.77450514	0.9422102	0.8980936	0.8842396	0.8348663	0.79662013	0.8826437	0.8209907	0.88449186	0.93010515	0.87810105	0.83316076	0.7285675	0.83491373	0.8058304	0.84029806	0.89829534	0.85063684	0.81811464	0.8590205	0.68199563	0.8963002	0.75389993	0.8973421	0.8682511	0.89019024	0.7674363	0.9030245	0.78662163	0.8342876	0.78072506	0.79485786	0.74635375	0.9130137	0.88096684	0.81557816	0.82305425	0.8897877	0.8740835	0.7322632	0.935573	0.86069053	0.84592265	0.83148724	0.84964746	0.8381306	0.8944422	0.91937995	0.8803697	0.79039735	0.7781732	0.82334113	0.75456715	0.85611165	0.850303	0.8212942	0.83516896	0.843681	0.72856915	0.780473	0.898347	0.8913971	0.8831422	0.8303828	0.945134	0.7922761	0.8596126	0.7979727	0.7210126	0.74185514	0.8885902	0.7640636	0.6831518	0.704621	0.8581391	0.87821555	0.84264386	0.85303676	0.8982011	0.87150234	0.8038195	0.8675418	0.9641723	0.75042295	0.9169111	0.66029	0.91990376	0.7390144	0.7975366	0.83264756	0.91134816	0.8920765	0.9510986	0.83196795	0.8385658	0.9242422	0.79333514	0.74109435	0.79897827	0.83893824	0.84723306	0.97484535	0.88358593	0.73569083	0.82414556	0.7675625	0.7990099	0.81440365	0.8303684	0.8546708	0.88266456	0.8082291	0.8407823	0.8641197	0.8800603	0.68784654	0.8777071	0.7900039	0.7732307	0.8301046	0.85845006	0.89354897	0.963747	0.85688496	0.75369424	0.8367491	0.8426492	0.7959483	0.8333396	0.79208064	0.8824492	0.79881376	0.8174458	0.65214896	0.8494876	0.9455876	0.9098236	0.85066044	0.8265841	0.8144834	0.8859654	0.86239284	0.80653405	0.81891537	0.83048713	0.8169566	0.7598011	0.7145898	0.8862511	0.8774927	0.84291345	0.65956366	0.88502717	0.7752477	0.79562163	0.83162147	0.9420886	0.8685664	0.87916774	0.8076613	0.8223361	0.79459	0.7918964	0.90733314	0.8345581	0.85797673	0.80629206	0.8918766	0.84373116	0.80575365	0.85941833	0.8663628	0.79585725	0.7275465	0.8587724	0.9661144	0.8351065	0.8697262	0.8601999	0.7514191	0.7991906	0.7682373	0.80275416	0.83371675	0.91762966	0.8346735	0.80711687	0.8617779	0.78984886	0.8466139	0.8583521	0.8458841	0.7082002	0.80313313	0.72733986	0.91758084	0.935176	0.773941	0.79940647	0.8341397	0.7938832	0.8623937	0.7685211	0.7953834	0.8197366	0.8686822	0.8847281	0.9171453	0.86331135	0.80013907	0.8694812	0.84890485	0.77050245	0.79187644	0.8019111	0.69480944	0.7757826	0.9251248	0.81210726	0.80337274	0.8612013	0.89911973	0.9269712	0.881988	0.81146455	0.8779329	0.86393046	0.84917533	0.9017855	0.8032601	0.8966473	0.8323738	0.88006735	0.81249315	0.77603704	0.6660148	0.8411038	0.86819106	0.8833512	0.8377559	0.687781	0.7594329	0.8093411	0.8560424	0.8542859	0.77161205	0.9028555	0.7893544	0.87598836
Amsterdammer/noun	0.90845966	0.8537401	0.0	0.88197106	0.90113103	0.95549065	0.91185904	0.893372	0.81104946	0.94445527	0.93080217	0.8680986	0.9734094	0.9425152	0.7715597	0.78638697	0.85508317	0.811726	0.7971504	0.8529124	0.93457776	0.85857433	0.9111643	0.7855617	0.85260653	0.89692897	0.875382	0.82614887	0.79823995	0.84326726	0.8088484	0.89931643	0.9258032	0.8681696	0.89570683	0.766176	0.800928	0.85947037	0.79421866	0.81496406	0.84940076	0.84616494	0.8861849	0.7274148	0.811292	0.8696121	0.8291696	0.7878743	0.778857	0.85674536	0.8695838	0.80775124	0.804523	0.84114516	0.8052316	0.8286939	0.7586862	0.86537796	0.8496844	0.8668876	0.7985393	0.9245548	0.8166771	0.9477176	0.8147914	0.7377974	0.8397783	0.8380486	0.8556107	0.82994056	0.92168206	0.8073917	0.8779603	0.8663844	0.8501389	0.73585916	0.8651014	0.87136847	0.8110639	0.7118431	0.89927685	0.8905012	0.83740926	0.88016593	0.8177694	0.78587866	0.8459803	0.79984605	0.82913876	0.77535063	0.75262475	0.8491039	0.75704354	0.79881585	0.8421879	0.79477096	0.91529524	0.8074234	0.9315574	0.9325883	0.8232393	0.767395	0.7514263	0.65801895	0.90774816	0.79234207	0.7883241	0.91536576	0.8134229	0.811094	0.8348423	0.86614907	0.9268964	0.7596359	0.86960536	0.92831284	0.9508874	0.8493006	0.83387464	0.86364776	0.8049271	0.87155026	0.8264239	0.8876318	0.94445753	0.9208969	0.9399935	0.892106	0.8506613	0.9438522	0.81124884	0.8056354	0.76673305	0.79490405	0.78313166	0.9127397	0.80200046	0.65784454	0.8254684	0.7957864	0.80427915	0.77970004	0.83046865	0.9235448	0.9079492	0.8364728	0.8678333	0.88363343	0.8217545	0.8291082	0.892769	0.78964806	0.81885356	0.79235643	0.7625694	0.85532886	1.0	0.84681356	0.81708586	0.87060523	0.86627597	0.91604275	0.820064	0.7652041	0.70560384	0.8434708	0.88850975	0.93013525	0.9106787	0.9396945	0.67081696	0.8664665	0.823298	0.80923617	0.8901226	0.84700775	0.88040626	0.81742793	0.84204817	0.7207564	0.8072305	0.8831886	0.8548504	0.9472815	0.8321295	0.8628688	0.86452484	0.9551717	0.76295227	0.79512143	0.71907437	0.871049	0.89342463	0.807443	0.900814	0.85606384	0.85510886	0.89728093	0.80488217	0.8533967	0.91830474	0.8856031	0.79411805	0.87013644	0.8436976	0.86587185	0.8459558	0.7836859	0.9101776	0.9951937	0.8133279	0.9065385	0.8105396	0.90878636	0.8664792	0.55796784	0.91423017	0.8448181	0.8476304	0.89847577	0.8334211	0.8675389	0.7686094	0.90461695	0.8464865	0.8746403	0.87771136	0.8597403	0.88383883	0.863677	0.8851279	0.8522598	0.8420839	0.8986156	0.85019153	0.88253945	0.818133	0.78954864	0.9289822	0.86713904	0.86822796	0.9306536	0.8798983	0.74883056	0.7864003	0.86289513	0.9069252	0.7111058	0.8232379	0.7831283	0.81842697	0.88248515	0.82089084	0.7859122	0.77086514	0.9003384	0.8931836	0.79273295	0.8674391	0.87497354	0.84591943	0.9297424	0.84640425	0.900201	0.8906052	0.8920663	0.8600311	0.9017749	0.75364465	0.77	0.84547484	0.90056443	0.8293029	0.8323645	0.68156934	0.8635478	0.816811	0.8174422	0.8756218	0.8823987	0.83909917	0.8568593	0.8530149
Chris/name	0.9791448	0.98021156	0.88197106	0.0	0.9902269	0.25909275	0.9650125	0.9126188	0.894564	0.98093176	0.967365	0.92396086	0.86526906	0.3294999	0.7112542	0.96377826	0.34065247	0.9753466	0.9565745	0.98611003	0.97649705	0.95125127	0.89412236	0.9817074	0.9950318	0.9705616	0.9185365	0.9830258	0.90420485	0.9486182	0.9735656	0.9949322	0.91966283	0.98353046	0.97569895	0.9562428	0.90761995	0.9911725	0.960482	0.94922364	0.9598514	0.94653046	0.9852909	0.617877	0.95909554	0.9407126	0.9869929	0.9966363	0.8543918	0.93946975	0.9520217	0.9878616	0.973823	0.92941225	0.9608082	0.8949485	0.8826183	0.9804473	0.95026994	0.96213037	0.9667904	0.9603876	0.98643994	0.9189103	0.972282	0.9716839	0.99450535	0.9120755	0.92701894	0.8760671	0.5862066	0.888438	0.9887197	0.94672614	0.9881125	0.93802935	0.98202884	0.9884192	0.97863483	0.98276925	0.78870046	0.994292	0.8417089	0.96459806	0.95535904	0.93091285	0.96744484	0.99039245	0.98505014	0.9006808	0.9568047	0.9778228	0.97344166	0.8545012	0.98518884	0.98513347	0.9953817	0.96943927	0.8387842	0.96254265	0.83960664	0.98459285	0.918607	0.9073491	0.9967705	0.99364257	0.955577	0.939401	0.9785587	0.93837315	0.93637156	0.92686987	0.98279124	0.9580126	0.8934936	0.9754936	0.99952734	0.9608683	0.9047765	0.9704054	0.9912198	0.9438247	0.9749091	0.9864686	0.9729179	0.9585912	0.9986096	0.97468555	0.96248496	0.92465186	0.96664923	0.9652831	0.9703423	0.9406376	0.94796443	0.5824337	0.97682476	0.9557945	0.9592991	0.9786657	0.8728583	0.9483452	0.94119024	0.9599998	0.94548583	0.99303544	0.98674226	0.960552	0.941245	0.9550601	0.98956984	0.9780921	0.9574343	0.9904665	0.98284084	0.97774935	0.9718909	0.9681069	0.9860526	0.9304722	0.6822981	0.99726146	0.9963889	0.9107122	0.9746581	0.9881123	0.98842615	0.977778	0.9118628	0.72769177	0.7199539	0.9608512	0.9772941	0.9804727	0.9821865	0.97495043	0.8816405	0.98069835	0.94418955	0.9489129	0.9075982	0.98323673	0.93214935	0.9970159	0.96095693	0.9759584	0.971966	0.932973	0.9381278	0.94824475	0.8893525	0.7771002	0.97549134	0.9556739	0.9579514	0.97628313	0.91255367	0.91419727	0.9797309	0.9752873	0.9203198	0.89322805	0.95882094	0.9235956	0.96869975	0.9512005	0.918639	0.9405933	0.996594	0.9698407	0.95427585	0.9861063	0.9819201	0.97379947	0.9723186	0.94349235	0.96978486	0.9397913	0.9511762	0.9853419	0.87514335	0.97191584	0.94479054	0.98789793	0.88869715	0.9754721	0.9633621	0.9630208	0.960837	0.9168252	0.9895865	0.9498112	0.99968374	0.9132105	0.94189197	0.95708275	0.9456917	0.9619854	0.9773103	0.9784844	0.95407027	0.794777	0.98963016	0.9395456	0.93377614	0.9156665	0.9360386	0.93595886	0.9553439	0.9665559	0.975738	0.98328775	0.98051053	0.9845675	0.9430466	0.8984413	0.9845135	0.9514641	0.9806638	0.9655094	0.9895615	0.9966811	0.93051994	0.9577619	0.9997567	0.9318883	0.97717464	0.9513504	0.95963526	0.9981216	0.9814297	0.58453715	0.97728276	0.9754637	0.9431898	0.939075	0.9927677	0.9595003	0.98001534	0.99187845	0.97312534	0.932188	0.95313865
Cobain/name	0.95339584	0.6618922	0.90113103	0.9902269	0.0	0.98591006	0.79593843	0.9709586	0.9396096	0.9319171	0.8795391	0.8990501	0.9338957	0.9962226	0.9355551	0.80341697	0.99663055	0.92974985	0.9288053	0.8825251	0.9424248	0.9124411	0.93777144	0.9175558	0.8372293	0.9506866	0.8232558	0.89921886	0.90075624	0.7399167	0.9290708	0.9262537	0.8221761	0.9889898	0.89835703	0.9280107	0.92303705	0.9232371	0.84862506	0.9109937	0.9771864	0.96111023	0.90294284	0.9524377	0.920419	0.9435689	0.8862816	0.9571441	0.893178	0.9388346	0.886834	0.92527467	0.9186873	0.9615242	0.8945044	0.9158106	0.8543148	0.95480627	0.96288073	0.9799907	0.9001329	0.96920836	0.9413133	0.7345474	0.8803261	0.88871765	0.87342787	0.90664274	0.9363251	0.94269186	0.9737504	0.9428242	0.9407924	0.7450911	0.9607098	0.83272195	0.93284786	0.95795065	0.8342811	0.8914862	0.9514733	0.9538331	0.81937695	0.89348364	0.75438404	0.9266714	0.79740715	0.87360275	0.90920264	0.87226355	0.88287866	0.87146133	0.8695562	0.82559943	0.9341193	0.87672937	0.9454333	0.8673624	0.95152944	0.97113806	0.909045	0.9167074	0.6333306	0.7153028	0.9850839	0.9258925	0.9128457	0.97365993	0.8942308	0.9072785	0.95507723	0.9103069	0.9265349	0.8872381	0.9321589	0.992821	0.9172822	0.94753826	0.9370381	0.69457805	0.79211676	0.8341134	0.88679844	0.94570553	0.92502314	0.9448464	0.9500807	0.98805904	0.95313066	0.8737017	0.9572407	0.8913455	0.92662406	0.94033515	0.9119791	0.88935524	0.9029892	0.8439915	0.91127545	0.92453235	0.9036172	0.8995418	0.7905011	0.9407493	0.9598797	0.9146102	0.9091897	0.92753494	0.90189	0.93264127	0.93019414	0.8654893	0.7502147	0.96988857	0.86382943	0.9484116	0.876114	0.94607127	0.966762	0.8519372	0.940986	0.8686263	0.97674453	0.8377856	0.8991599	0.777022	0.7141904	0.9592986	0.95035535	0.9386565	0.92063636	0.9258776	0.95257103	0.98469895	0.8471495	0.9212638	0.8914544	0.887055	0.9063903	0.964682	0.8538134	0.9550651	0.84483755	0.9542611	0.92901415	0.93803525	0.9492978	0.96891147	0.86663234	0.92718107	0.8563088	0.9137977	0.94603264	0.96083343	0.92970073	0.9169469	0.8874575	0.9097523	0.8214432	0.8566022	0.9616963	0.9149989	0.947304	0.96170807	0.923073	0.93277955	0.8647307	0.74747145	0.9531204	0.8794313	0.92292047	0.91337746	0.93423903	0.9182941	0.7132987	0.9158525	0.9552836	0.9490116	0.83760846	0.85225	0.93377364	0.93504167	0.90691656	0.8424832	0.9435289	0.93892324	0.8787156	0.86046195	0.9498251	0.9484146	0.9235135	0.8185482	0.87973905	0.755434	0.8640882	0.9408508	0.97285306	0.89507353	0.8919747	0.8686754	0.9688247	0.8833688	0.83842087	0.8577622	0.90276253	0.95388854	0.96128416	0.87021947	0.8829962	0.8633194	0.83421785	0.92575693	0.8728462	0.88847184	0.94719535	0.8649571	0.8750585	0.8742823	0.84985244	0.94654	0.932243	0.9457321	0.9106103	0.91324204	0.9353651	0.901982	0.90457964	0.94954664	0.85413283	0.8422185	0.86721617	0.9835356	0.9183555	0.9153101	0.9065985	0.807112	0.9190503	0.93452424	0.95815194	0.8921857	0.87158865	0.86260635	0.9491209
Deckers/name	0.9377213	0.9873601	0.95549065	0.25909275	0.98591006	0.0	0.99680465	0.99381864	0.83671236	0.9641953	0.9732823	0.78652	0.8991959	0.38158965	0.7330331	0.9614538	0.49634427	0.97364044	0.94096625	0.96017706	0.96338665	0.89205134	0.8394997	0.98471105	0.93905115	0.8236906	0.82535803	0.91258097	0.88569576	0.9578504	0.9648026	0.9781736	0.9777454	0.92473286	0.9792954	0.9613583	0.9073224	0.9240833	0.94531834	0.94429153	0.93414974	0.8679812	0.956181	0.6890389	0.96352637	0.9741641	0.97864634	0.9520314	0.811425	0.9194306	0.87057126	0.9537688	0.9707424	0.98477924	0.97663397	0.92616695	0.9302038	0.92883843	0.9844665	0.96746296	0.93335134	0.9642347	0.98079985	0.97688836	0.9355154	0.9543413	0.9927076	0.9014086	0.9847822	0.92142665	0.66988766	0.931846	0.9674689	0.9551066	0.9420407	0.8880983	0.9912142	0.97291267	0.98680264	0.9133546	0.7880691	0.9906103	0.8929506	0.98453915	0.96997243	0.93742883	0.8999121	0.96710336	0.9106826	0.9398363	0.9636085	0.85474354	0.95381045	0.8482059	0.9683386	0.9821132	0.9867287	0.90218633	0.72488624	0.9823628	0.81943333	0.9398915	0.9016321	0.94260746	0.9952064	0.9771888	0.9938051	0.94906527	0.944667	0.9574771	0.96814334	0.94966596	0.9814919	0.95820045	0.94519955	0.94886535	0.98618424	0.9602714	0.93832606	0.95007217	0.98086834	0.97477835	0.903729	0.9492662	0.9899483	0.9515131	0.99859625	0.9644451	0.9524922	0.949855	0.98199105	0.9256522	0.9275578	0.93776995	0.9661482	0.65444386	0.9921878	0.949235	0.89366174	0.96672595	0.93321806	0.94976187	0.91636485	0.92357653	0.9362751	0.925591	0.9818937	0.93095636	0.93980175	0.99066985	0.9144162	0.9086897	0.942298	0.9747054	0.9358982	0.9284448	1.0	0.96399194	0.9998383	0.89359534	0.653685	0.9794214	0.9935065	0.9371118	0.9549302	0.87722635	0.9702646	0.98381037	0.9370122	0.84797627	0.86286145	0.9915819	0.96613955	0.997173	0.9797874	0.9889478	0.8966641	0.9801199	0.96471834	0.9903344	0.9305073	0.98775166	0.96009743	0.99695814	0.9767624	0.9522023	0.9110118	0.93411803	0.9622085	0.8905624	0.9251446	0.8161026	0.92039776	0.9639819	0.95948356	0.96845704	0.8805011	0.91811675	0.93856186	0.97770554	0.90687263	0.801835	0.9331254	0.96321833	0.97442096	0.8932795	0.93000346	0.9595443	0.97030234	0.98118514	0.9615715	0.95661896	0.9582692	0.9485325	0.92350554	0.92329776	0.9124822	0.9165943	0.914034	0.97850585	0.8676747	0.98940575	0.945016	0.9696299	0.93651015	0.95423716	0.98924845	0.9815906	0.9942555	0.88734597	0.9720665	0.98888415	0.99566746	0.9739648	0.8413872	0.9917308	0.9778536	0.89430785	0.9540949	0.97203296	0.91002697	0.86696523	0.9563831	0.8816737	0.9411657	0.9484901	0.9508973	0.93984145	0.913203	0.975746	0.923373	0.9115771	0.97952473	0.9564451	0.91836154	0.84367335	0.89174074	0.91959244	0.9583556	0.9853316	0.9247082	0.9832495	0.92607284	0.958946	0.9747988	0.969292	0.9775653	0.95925856	0.9423023	0.9987747	0.9700357	0.6586163	0.9734017	0.9751956	0.92509156	0.9711179	0.98987204	0.8701116	0.97011036	0.9784638	0.9942641	0.92546505	0.91619676
Fruit/name	0.8092197	0.94084615	0.91185904	0.9650125	0.79593843	0.99680465	0.0	0.9521944	0.8945337	0.9144919	0.8971219	0.9493209	0.98544437	0.97995967	0.95572793	0.85502386	0.9947786	0.88664126	0.898168	0.89905167	0.89805126	0.9425408	0.8502854	0.86861587	0.9247775	0.8441677	0.9618552	0.9513256	0.9172355	0.94999313	0.92395484	0.8664092	0.9587791	0.97636646	0.97190905	0.88266563	0.915832	0.9105361	0.8933779	0.90602565	0.98136264	0.9496943	0.8916664	0.9612817	0.95746917	0.9686501	0.86033016	0.9284163	0.8976171	0.9404646	0.92633975	0.9017768	0.9209119	0.97355866	0.9127027	0.8949662	0.9339238	0.96875584	0.9562363	0.9648004	0.9238932	0.95982665	0.9702724	0.90449834	0.89675844	0.8493385	0.93882823	0.90889806	0.91003865	0.96849376	0.97491074	0.94601375	0.9618984	0.8964149	0.89654994	0.9634153	0.96304256	0.94157255	0.90094674	0.9110274	0.99841124	0.9599717	0.90706575	0.9053819	0.8991241	0.9093664	0.8923056	0.910868	0.907956	0.9008263	0.8618028	0.9005419	0.83291584	0.84239167	0.9063329	0.940332	0.9609144	0.8924933	0.975678	0.9635256	0.9150336	0.90986896	0.9601983	0.8807637	0.9755051	0.9104598	0.9297141	0.93951374	0.9176272	0.9758396	0.8602063	0.85082215	0.93324053	0.85877264	0.8814525	0.98209655	0.9233639	0.9218393	0.850499	0.8858761	0.9810864	0.93814176	0.8317722	0.9148649	0.8959834	0.94028175	0.946626	0.9130345	0.8471565	0.9230424	0.95739853	0.88972396	0.8927897	0.94069463	0.93335956	0.9297443	0.82837456	0.9284345	0.8584146	0.86587733	0.96032685	0.9246474	0.87997216	0.9902154	0.98113716	0.90805316	0.96451664	0.92283016	0.8907782	0.97865224	0.89848167	0.89922947	0.9535254	0.91723335	0.94113916	0.925992	0.451519	0.9127667	0.9250882	0.9644777	0.9071245	0.89930683	0.95460683	0.97875494	0.9110314	0.93828535	0.8842274	0.9619802	0.9435439	0.9288544	0.9611671	0.71755016	0.97943866	0.9352422	0.87408555	0.90490437	0.9783118	0.9191057	0.912279	0.95156056	0.9589393	0.9477238	0.92532337	0.9689571	0.94819164	0.959751	0.969037	0.9989756	0.87756073	0.86562216	0.9148115	0.98401326	0.9756534	0.9637038	0.96329063	0.9414007	0.9290768	0.81309974	0.82411855	0.9396226	0.9906788	0.9591119	0.90552205	0.9520824	0.94716203	0.989171	0.94536	0.959815	0.9087054	0.42590392	0.86323595	0.950709	0.92596424	0.9376393	0.9130094	0.89067864	0.91854626	0.99740356	0.8820567	0.96937627	0.97662044	0.977516	0.8414619	0.88539284	0.971288	0.959123	0.882988	0.9478865	0.9426971	0.9493116	0.98984975	0.85679054	0.8189948	0.9332278	0.9419408	0.97599375	0.943388	0.92158246	0.8651067	0.8835331	0.941049	0.9549041	0.9315041	0.8493693	0.88317764	0.9968789	0.9565067	0.8944806	0.81911933	0.9063335	0.88291067	0.9321646	0.9468538	0.9158819	0.9275	0.92920434	0.83253646	0.90990204	0.91908103	0.958785	0.9146491	0.9690549	0.9411811	0.953508	0.94651043	0.93745434	0.857512	0.9498476	0.8536621	0.818366	0.90526843	0.96714926	0.8943573	0.9123292	0.8990178	0.88929206	0.9268587	0.88990307	0.96994364	0.96757144	0.8601399	0.9425449	0.9072446
