	verhouding/noun	bewoner/noun	wielren/verb	wieler_sport/noun	eczeem/noun	verwittig/verb	spanning/noun	oppervlak/noun	kritiek/noun	stress/noun	vind/verb	kind_soldaat/noun	angst/noun	leger/noun	innovatie/noun	loop/verb	nijdig/adj	zo/adv	mest/noun	moment/noun	voeg_toe/verb	hitte/noun	tevreden/adj	vuiligheid/noun	laag/adj	snel/adj	vertel/verb	gezond/adj	massa/noun	sociaal/adj	haast/adv	brouwerij/noun	student/noun	Thais/adj	zeer/adv	ontbinding/noun	werk/verb	opdrachtgever/noun	toestand/noun	eerst/adv	verlokking/noun	nutteloos/adj	bezoeker/noun	lies/noun	stink/verb	zaak/noun	moreel/adj	snauw/verb	kus/verb	dochter_DIM/noun	aanpak/noun	2001/noun	slang_kuil/noun	kern/noun	vorm/noun	inmiddels/adv	beetje/noun	uitsluitsel/noun	sijpel/verb	verderop/adj	heup/noun	vrolijk/adj	vaak/adj	zeeman/noun	karakter/noun	train/verb	Koreaan/noun	gips/noun	soldaat/noun	geheel/noun	strijd/noun	omtrek/noun	pauze/noun	blijk/verb	tuin/noun	geloof/verb	moeilijk/adj	beslotenheid/noun	monotoon/adj	teken/noun	workshop/noun	fit/adj	verkeer/noun	file/noun	amper/adv	oefen/verb	leven/noun	strijder/noun	al/adv	ziel/noun	stilte/noun	week/noun	toerist/noun	eind/adv	script/noun	rot/adj	hard/adj	spier_pijn/noun	selecteer/verb	toen/adv	temperatuur/noun	wijd/adj	provincie_raad_lid/noun	weet/verb	list/noun	daar/noun	smerig/adj	geregeld/adj	nauwelijks/adv	oorlog_ervaring/noun	schitterend/adj	hier/adv	sla/verb	zeker/adv	lucht/noun	aangehouden/adj	wild/adj	den/adv	stemming/noun	bovendien/adv	jarenlang/adj	situatie/noun	buiten/adv	steek/verb	beroep/noun	scheel/verb	draai/verb	kan/verb	broer/noun	niet/adv	huid/noun	dan/adv	vervolg/noun	vermoed/verb	verspreid/verb	bestaan/noun	zak/noun	vol/adj	tocht/noun	staal/noun	vermoord/verb	zelfs/adv	slijp/verb	wijs_uit/verb	heel/adj	sport_krant/noun	minstens/adv	buit_uit/verb	politie/noun	kaas/noun	leef/verb	luchtvochtigheid/noun	makkelijk/adj	bijna/adv	droog/verb	toch/adv	katalysator/noun	bel/verb	sprong/noun	mis/verb	leer_kracht/noun	literatuur/noun	Amsterdammer/noun	gezicht/noun	kom_voorbij/verb	daglicht/noun	afloop/noun	woon_bij/verb	langer/adv	beton/noun	bidon/noun	trilling/noun	milieu/noun	oksel/noun	lade/noun	speler/noun	Berchemse/adj	vorm/verb	soms/adv	ben/verb	avontuur/noun	behoorlijk/adj	heb/verb	functie/noun	koorts/noun	zwem/verb	gewoon/adj	gedachte/noun	grein_DIM/noun	sterfte/noun	welbeschouwd/adj	pijn/noun	vooral/adv	daarentegen/adv	minder/adj	meer/adv	natuurlijk/adj	zogenaamd/adj	systeem/noun	verdring/verb	beweeg/verb	verkoper/noun	ga_door/verb	jeugd/noun	twijfel/noun	duur/adv	gedwongen/adj	stank/noun	stel_uit/verb	alleen/adv	slechts/adv	moet/verb	verdriet/noun	wereld_DIM/noun	paar/noun	nacht/noun	train_mee/verb	simpelweg/adv	lig/verb	eigenaardig/adj	er/adv	binnen/adv	luid/verb	rest/verb	meestal/adv	lawaai/noun	kriebel/verb	reuk/noun	daar/adv	geur/noun	even/adj	ploeg_maat/noun	verschrikkelijk/adj	in_activiteit/noun	stel_vast/verb	stad_bestuurder/noun	besluit/verb	operatie/noun	weer/noun	maak_klaar/verb	betref/verb	daarna/adv	geluid/noun	professioneel/adj	boeiend/adj	rijp/verb	kwaliteit/noun	EK/noun	vers/adj	bestel_wagen/noun	extern/adj	expert/noun	extreem/adj	alleen/adj	medewerker/noun	intussen/adv	14-jarige/adj	nominatie/noun	echt/adv	verander/verb	voldoende/adj	kind/noun	kom_terecht/verb	hoop/verb	zoon_DIM/noun	leg_neer/verb	dagelijks/adj	verkeer_overlast/noun	val/verb	coach/noun	haal_uit/verb	beleef/verb	opdracht/noun	rook/noun	Hilversums/adj	dring_binnen/verb	buurt/noun	wandel_in/verb	later/adv	discipline/noun	golfplaat/noun	gemakkelijk/adj	sterk/verb	overigens/adv	dag/noun	zomer/noun	werkelijk/adv	kamp/noun	klaag/verb	zeg/verb	akoestiek/noun	fiets/noun	blijkbaar/adj	paniek/noun	aantrekkelijk/adj	mentaal/adj	week/adj	maar/adv	thuis/adv	bende/noun	fiets/verb	vooruitzicht/noun	eigenlijk/adj	wellicht/adv	rustig/adj	meting/noun	eenmaal/noun	gevormd/adj	evenwel/adv	immuun/adj	nog/adv	werk/noun	waterput/noun	wenk/verb	duik_op/verb	werk_omstandigheid/noun	overlast/noun	waar/noun	maak_mee/verb	groei_aan/verb	teen/noun	schaar/verb	jeugdig/adj	evengoed/adv	tv/noun	lijkschouwing/noun	voorraad/noun	schrijnend/adj	verleden/noun	Palestijns/adj	wel/adv	overal/adv	helemaal/adv	pupil/noun	net/adv	maand/noun	weer/adv	louter/adj	anders/adj	brandweer/noun	meest/adj	water/noun	distantie/noun	bloem/noun	leeftijd/noun	sloop/adj	concurrentie/noun	klank/noun	huid_ziekte/noun
verhouding/noun	0.0	0.90905005	0.906507	0.85388523	0.9141591	0.91714674	0.7104671	0.8215337	0.8197079	0.82517505	0.8542089	0.90262985	0.79540205	0.8825516	0.7873477	0.91037077	0.9324059	0.80213594	0.8856106	0.87471807	0.87998426	0.88558835	0.881235	0.9158134	0.7741512	0.8742088	0.89448965	0.79641265	0.8481994	0.7128494	0.7895943	0.888338	0.8502177	0.85264057	0.70880026	0.8660582	0.8597363	0.8290317	0.7122685	0.88741386	0.89522594	0.83842444	0.9156959	0.95445967	0.9070691	0.77894884	0.72692907	0.9379394	0.88958615	0.91317976	0.7592275	0.8884378	0.8996732	0.8825196	0.7285962	0.8330055	0.86134386	0.88083124	0.907838	0.9317733	0.86718285	0.8870245	0.74502057	0.8984635	0.6750586	0.9157264	0.88000137	0.9442313	0.8982406	0.76276237	0.81020784	0.90494794	0.8878957	0.82518536	0.9053775	0.86025304	0.87636393	0.8580419	0.8744614	0.8130836	0.9151579	0.9300314	0.87008405	0.9028768	0.9129828	0.8877886	0.75608563	0.86253625	0.89458984	0.826251	0.8339221	0.93153334	0.9229137	0.93057936	0.8649816	0.9183516	0.895049	0.93578035	0.8596597	0.9049343	0.83995456	0.8824836	0.9178286	0.9173184	0.89580137	0.87746394	0.86496603	0.8783914	0.79419434	0.87207246	0.8782645	0.88190144	0.9365423	0.8344172	0.90982205	0.89017224	0.9000009	0.7537387	0.7707132	0.69967127	0.7980095	0.63921225	0.9188757	0.926333	0.8886007	0.87831134	0.88846326	0.8370067	0.91297233	0.8704839	0.8508159	0.885415	0.87281954	0.8619393	0.861867	0.7785821	0.94145876	0.9038907	0.8978092	0.85581005	0.86282414	0.80897474	0.87939674	0.858413	0.833092	0.9187477	0.89005685	0.78582364	0.9316836	0.91752785	0.7310887	0.8825531	0.8942969	0.8534832	0.9133531	0.8415608	0.8148612	0.9428763	0.8559854	0.9039987	0.8448342	0.77453136	0.8890986	0.8569951	0.9022508	0.83877575	0.8981214	0.9084298	0.8182147	0.8853136	0.9699868	0.8565956	0.74367815	0.9342669	0.93102115	0.89731777	0.9243634	0.74136895	0.762046	0.76618665	0.83652985	0.7594118	0.8466059	0.805236	0.88727915	0.94174135	0.89598143	0.8083625	0.88186073	0.8545112	0.856971	0.90273327	0.7391525	0.7292112	0.7713264	0.90399146	0.8004922	0.7736038	0.7458172	0.82155323	0.82854605	0.8722917	0.9527934	0.861427	0.8359946	0.76967543	0.8373584	0.9088955	0.91193646	0.78064436	0.83509433	0.8326299	0.84790456	0.8435805	0.91891897	0.95114386	0.9441022	0.7698494	0.89639544	0.83278775	0.8717786	0.9495104	0.88958365	0.8591531	0.7842754	0.90139747	0.9329738	0.93313813	0.91527504	0.8612586	0.8997914	0.91755545	0.87192273	0.90562797	0.8530843	0.9058089	0.8841443	0.8321055	0.88121355	0.9220456	0.7260015	0.90384275	0.82598233	0.84119356	0.8048788	0.8654982	0.74619085	0.9509781	0.9183331	0.9407033	0.80649006	0.84525543	0.74312246	0.7835742	0.8928153	0.84012944	0.9163277	0.89240927	0.9220723	0.7977473	0.7843986	0.87916106	0.89939004	0.871677	0.90968794	0.9148538	0.866523	0.92973244	0.931047	0.91304696	0.8854512	0.8431674	0.8727163	0.9117947	0.904291	0.90483385	0.9209916	0.95361835	0.9187545	0.8166927	0.9469962	0.8861196	0.85122705	0.782025	0.94424975	0.9368081	0.9197934	0.88562375	0.84530807	0.92790234	0.82713604	0.9353821	0.8321777	0.89263386	0.7939976	0.8262895	0.8809298	0.8755073	0.9397681	0.90555584	0.9365191	0.79544455	0.85688174	0.8312216	0.88208777	0.8050931	0.88623893	0.81229246	0.77679074	0.8293667	0.8934779	0.84708184	0.9164596	0.9119852	0.8807707	0.79362667	0.85968715	0.8123835	0.89363766	0.8609226	0.88267505	0.8460502	0.8447198	0.7915848	0.9243735	0.92178255	0.85946333	0.7683695	0.8149635	0.86787665	0.86213577	0.86956364	0.88273823	0.8551005	0.89392716	0.92493457	0.89435697	0.7468952	0.8913588	0.9626081	0.77000606	0.91337276	0.82863516	0.91859806	0.82043844	0.90465873	0.80982155	0.7883645	0.9400528
bewoner/noun	0.90905005	0.0	0.94254094	0.9007356	0.9158213	0.64797664	0.87933075	0.88185126	0.89589006	0.82625085	0.8959291	0.88359374	0.83144027	0.84602726	0.89257133	0.8858478	0.92206246	0.88212746	0.8470828	0.90083057	0.9447875	0.73801893	0.90198517	0.82743645	0.908538	0.85646147	0.89340377	0.8873793	0.78962755	0.8185632	0.8776062	0.801886	0.7379068	0.85449076	0.86306006	0.8941785	0.8933351	0.8166817	0.8002859	0.7923657	0.916379	0.83813787	0.76586676	0.9275268	0.8352797	0.8832925	0.89289826	0.9061601	0.86312413	0.78995967	0.87830156	0.9251355	0.93783474	0.92350745	0.8782477	0.80540335	0.862231	0.9164774	0.84489006	0.7002336	0.89057577	0.8929315	0.7740251	0.83940536	0.8867749	0.9257222	0.8755906	0.9123578	0.77226585	0.8868539	0.9173832	0.8034964	0.91709685	0.85709363	0.7063521	0.9725375	0.917859	0.8576991	0.88366014	0.8995529	0.8923781	0.916265	0.73955464	0.8107086	0.8763702	0.8664335	0.8817495	0.8082576	0.84935504	0.8632265	0.8393158	0.87468374	0.69054115	0.8578604	0.9089484	0.8203944	0.9234365	0.8979858	0.9073599	0.7929069	0.87209225	0.83005446	0.88633347	0.9321837	0.8860843	0.8708879	0.80855536	0.7170825	0.8253205	0.9212585	0.90787077	0.78917116	0.822715	0.86505216	0.8574618	0.84142965	0.8445866	0.8289206	0.891585	0.7710369	0.83227706	0.86842996	0.74863505	0.84884655	0.9013089	0.8833601	0.93128407	0.81862295	0.836677	0.8618157	0.8828156	0.8382052	0.87129825	0.8242289	0.7912627	0.87915903	0.8661835	0.89641786	0.85179156	0.8763264	0.850387	0.82972014	0.89549994	0.85566604	0.8179288	0.93388724	0.85067254	0.8775196	0.6961725	0.92605174	0.84123766	0.9037199	0.8829553	0.90004593	0.8653723	0.86887014	0.9140724	0.7943757	0.9070962	0.9539241	0.752266	0.93768597	0.72087204	0.88357913	0.8310375	0.844638	0.8441716	0.8798388	0.8380439	0.8050023	0.94180715	0.80713844	0.83707887	0.9208676	0.8555795	0.8637483	0.83722174	0.8744983	0.82311374	0.8288042	0.90356225	0.84280777	0.82273036	0.90024465	0.8619397	0.9129698	0.85772777	0.9015189	0.911433	0.90581477	0.9383891	0.8775215	0.78530586	0.8430073	0.84580857	0.85622054	0.9023854	0.8484482	0.8813115	0.8524587	0.9002686	0.8080368	0.93208635	0.8095199	0.90940374	0.8446182	0.8182082	0.7247995	0.9022969	0.8459847	0.8990464	0.7961627	0.86077106	0.8786154	0.85472673	0.7630542	0.93565583	0.83457434	0.79545003	0.8679732	0.7939274	0.7476442	0.9273135	0.82832354	0.79684055	0.6782253	0.91104543	0.9028383	0.73700565	0.83029073	0.83102256	0.8579117	0.851299	0.9335729	0.8162058	0.88906556	0.8563626	0.90612876	0.869012	0.8506093	0.8596087	0.79936343	0.832222	0.87218547	0.93361956	0.925201	0.8973429	0.96850115	0.9076608	0.74322	0.8697902	0.8338903	0.8611407	0.8426306	0.74712753	0.75479984	0.84895426	0.911728	0.86550945	0.92731434	0.8456707	0.73189235	0.8083554	0.8996776	0.78412676	0.86255026	0.8194145	0.7593298	0.87931585	0.89222944	0.891945	0.94352555	0.9050287	0.6829307	0.8410127	0.6555341	0.5231208	0.8820083	0.88650334	0.912378	0.85211533	0.8882457	0.90753603	0.85067505	0.8621987	0.86982965	0.9365496	0.7794563	0.755731	0.91371304	0.8740104	0.80515105	0.82071835	0.7549666	0.87750745	0.88229907	0.88099456	0.9028667	0.79743576	0.7964654	0.8495586	0.90869665	0.92422456	0.84073055	0.84044635	0.831233	0.8188034	0.8760862	0.80856615	0.9273938	0.8908472	0.87395376	0.8064665	0.9097041	0.8550172	0.83771557	0.6616979	0.86181414	0.93539673	0.8846729	0.88711184	0.85993004	0.83428127	0.84815997	0.87471014	0.9346067	0.84283626	0.8406158	0.90271544	0.81031173	0.87328106	0.7510358	0.85518056	0.84176946	0.88550335	0.8974614	0.8548923	0.8811568	0.9219261	0.6264069	0.834354	0.7767174	0.93973494	0.8665469	0.92283136	0.9122612	0.8782643	0.91055024	0.94055223
wielren/verb	0.906507	0.94254094	0.0	0.5391096	0.96239126	0.95178235	0.8931764	0.917999	0.9398086	0.8774246	0.9004167	0.9306122	0.8909621	0.9278515	0.8840022	0.89714473	0.8876777	0.8561074	0.92470944	0.8624146	0.9288924	0.87612045	0.906142	0.92428946	0.93013996	0.84800404	0.9016921	0.84491825	0.86431134	0.9192579	0.83521795	0.9011935	0.87721765	0.9040588	0.8753245	0.92192966	0.8984852	0.91019905	0.9161227	0.8829845	0.91722226	0.8926084	0.90746814	0.93914264	0.9233691	0.88861734	0.88811845	0.9453621	0.8953887	0.924349	0.8830566	0.90746593	0.9359465	0.9200558	0.90374863	0.8610813	0.8517638	0.9230359	0.94325566	0.90931046	0.9028369	0.8787257	0.8751813	0.8942697	0.8685514	0.78458655	0.84989375	0.9237671	0.9306654	0.8955514	0.8563737	0.94259095	0.88704246	0.9045406	0.91421014	0.91436803	0.869806	0.9251361	0.89631945	0.89732325	0.8959955	0.8820532	0.9244228	0.9318558	0.8700094	0.8433505	0.83444285	0.93325	0.86422443	0.8679201	0.88931245	0.887642	0.88230395	0.8905337	0.8925053	0.87963367	0.88764286	0.9206457	0.84959614	0.83326733	0.9234913	0.91441935	0.9459005	0.8925042	0.88999546	0.8911552	0.9087042	0.883432	0.872398	0.946231	0.8360935	0.8683404	0.9359809	0.8368423	0.9256719	0.9415899	0.8726481	0.8725047	0.9179842	0.85046536	0.82783794	0.9105611	0.91260946	0.92999244	0.8982897	0.9030475	0.8910827	0.83913064	0.9134461	0.8705237	0.9321697	0.8367952	0.87633127	0.9077543	0.93910176	0.87651813	0.91243875	0.8884515	0.85943216	0.8974876	0.95817876	0.82904077	0.9091832	0.92780113	0.8605661	0.87040937	0.9022404	0.8877239	0.9488514	0.8912001	0.8677249	0.9765892	0.8802032	0.9076658	0.91691834	0.82468426	0.9052566	0.95410424	0.8300582	0.8350545	0.9116682	0.79661876	0.8413464	0.91529197	0.8791104	0.88896275	0.8932104	0.922996	0.8615021	0.88555026	0.8806505	0.93952274	0.8860927	0.93444514	0.9381574	0.8410512	0.93954146	0.8987922	0.86633086	0.8356786	0.8160138	0.8309038	0.84623957	0.9024579	0.8950185	0.6475589	0.8348892	0.87545156	0.86932683	0.94999695	0.9114663	0.8857596	0.81866413	0.83217704	0.85678464	0.86072445	0.82925135	0.85870105	0.8898926	0.8424946	0.8866822	0.8907928	0.88484114	0.7455041	0.9129202	0.86443126	0.9116743	0.931984	0.92001545	0.7998299	0.88096416	0.8581214	0.88933945	0.8327895	0.8869816	0.9157442	0.88911974	0.8348135	0.9253745	0.85115623	0.9017653	0.90469515	0.9179443	0.8558181	0.8757652	0.9093467	0.8881016	0.91217893	0.8908706	0.88813514	0.8702786	0.76476824	0.8607538	0.89948934	0.9398353	0.9434703	0.8897834	0.9109261	0.86684823	0.8935517	0.86764824	0.843845	0.89950335	0.7882886	0.84581745	0.88010776	0.88912547	0.6830667	0.9206591	0.9295649	0.9087477	0.896986	0.8657297	0.83202386	0.9250056	0.83901036	0.8737597	0.88562065	0.8645686	0.9187855	0.89293647	0.91313374	0.91751134	0.86337864	0.914361	0.94770205	0.8819363	0.95173043	0.9237228	0.81194174	0.8940382	0.7801198	0.91757435	0.94572127	0.903893	0.9527629	0.9302018	0.9419338	0.9020283	0.694155	0.954415	0.87889004	0.88986295	0.8765026	0.89000416	0.8364677	0.94840175	0.90352416	0.93497425	0.9358827	0.9127398	0.8451271	0.82777023	0.91873765	0.87497467	0.8550904	0.8719778	0.8437101	0.9101648	0.90035915	0.71115005	0.8998313	0.8304217	0.83874255	0.8807174	0.920041	0.83262324	0.8769178	0.8679576	0.95248836	0.8535224	0.872884	0.9346066	0.836891	0.9007772	0.9064233	0.9428959	0.8404975	0.8534924	0.93960637	0.9094901	0.88306564	0.8393606	0.8333707	0.838799	0.95114136	0.9341475	0.8911411	0.87075835	0.9475765	0.86446244	0.88897765	0.83363	0.8095672	0.876219	0.93003374	0.82854223	0.81694585	0.9052402	0.9410264	0.8539366	0.92123425	0.9077429	0.9035812	0.8638303	0.8411895	0.8832637	0.8768141	0.9553792
wieler_sport/noun	0.85388523	0.9007356	0.5391096	0.0	0.93513006	0.9342229	0.87091553	0.8644319	0.8881654	0.8434968	0.8833041	0.9069538	0.8440771	0.87754345	0.8039947	0.92975	0.8961247	0.81660414	0.8872112	0.8582866	0.9005125	0.86160874	0.9171958	0.9028725	0.9010095	0.8626303	0.89745533	0.8126006	0.8396628	0.8522718	0.80807805	0.84946114	0.84921587	0.86152077	0.8077462	0.88400126	0.89822716	0.85863	0.882514	0.85188943	0.8913689	0.8254209	0.8876169	0.91623855	0.92268324	0.8492809	0.7948023	0.9613315	0.8813274	0.90787786	0.82595855	0.91293955	0.9168966	0.8825238	0.8270128	0.83073646	0.8537546	0.92098314	0.91601026	0.9020142	0.8756884	0.8500269	0.8269676	0.8643682	0.80669117	0.88394	0.85911506	0.8824524	0.9081543	0.8196899	0.8682603	0.9048542	0.8819321	0.8689126	0.88085556	0.88997597	0.8600637	0.8985903	0.87355196	0.86501867	0.890723	0.904151	0.9100457	0.91049445	0.89173126	0.87999594	0.7925481	0.88424444	0.8520147	0.8244082	0.87089676	0.89908975	0.87767184	0.89606386	0.85298014	0.8780391	0.8798864	0.891125	0.8780316	0.82151675	0.89178985	0.873626	0.9383941	0.8890921	0.8793069	0.87020206	0.8545788	0.8497041	0.8267607	0.9384617	0.84940106	0.8416219	0.91183174	0.8156891	0.8895034	0.9104316	0.84301925	0.8011267	0.89813805	0.7529305	0.78188694	0.875246	0.8773044	0.9215767	0.8690635	0.8898471	0.8907505	0.80210954	0.90423506	0.83390474	0.8653238	0.815606	0.8785729	0.89210224	0.9045399	0.83471	0.9225175	0.89551	0.8668818	0.8499626	0.938238	0.78204566	0.8995086	0.88029176	0.82727253	0.8774899	0.88692856	0.8489562	0.91875327	0.8852147	0.8532119	0.9541086	0.87222487	0.88157946	0.89158064	0.79913497	0.8441606	0.9442715	0.8617764	0.86361873	0.8703301	0.7261011	0.842252	0.8729464	0.8709923	0.855051	0.8801129	0.92975265	0.8111109	0.8607629	0.90895075	0.9006631	0.80093974	0.903975	0.8973152	0.84466565	0.9193799	0.84804773	0.8244646	0.78187925	0.83025265	0.82771707	0.8076134	0.85688484	0.87851095	0.82975924	0.8672228	0.8200498	0.8690656	0.9235327	0.8807175	0.84958243	0.77417696	0.78941125	0.84034264	0.8234831	0.795039	0.81262493	0.8344295	0.83555114	0.8702821	0.8687099	0.90681726	0.7459502	0.8771063	0.8107269	0.87308675	0.8944993	0.91568637	0.7893139	0.8740328	0.8115241	0.8494361	0.78383225	0.87604403	0.9153054	0.9272277	0.80470294	0.8994385	0.8125899	0.8641571	0.89078224	0.9049591	0.8326024	0.8386331	0.90368	0.88865906	0.8948388	0.8663166	0.85516083	0.8596492	0.82422155	0.84194505	0.86879206	0.92014295	0.9183605	0.8930127	0.87462187	0.8586254	0.8909522	0.8192929	0.82570446	0.86085534	0.7733444	0.82653314	0.861353	0.8227896	0.87314284	0.8933462	0.9075045	0.8407439	0.8692632	0.8141393	0.7871814	0.8955886	0.81942725	0.8895076	0.8853711	0.85581285	0.85860854	0.85281885	0.8907457	0.89065874	0.8764553	0.9059783	0.9252133	0.84931874	0.94930387	0.8750158	0.85172915	0.88919497	0.82494575	0.8905339	0.9159052	0.88100624	0.9289353	0.9021243	0.9418005	0.8992462	0.76374227	0.94582033	0.85856503	0.8877727	0.78285575	0.8944002	0.86965835	0.914804	0.8918024	0.9073979	0.91656315	0.88209486	0.8573046	0.8080148	0.89550287	0.85362107	0.8297194	0.8458037	0.8424272	0.9183807	0.87761384	0.7919858	0.88558286	0.8225821	0.8169038	0.888316	0.87179947	0.82541287	0.8540936	0.8192799	0.92023706	0.84552115	0.8531194	0.88345695	0.8739727	0.85507363	0.86170334	0.90259045	0.82185566	0.86703116	0.90912634	0.87449265	0.8681921	0.8078724	0.80897063	0.8708248	0.92795634	0.8944042	0.8503196	0.7960432	0.9011774	0.82939464	0.8563682	0.83084184	0.82478195	0.88792807	0.9205108	0.824926	0.7761785	0.87540036	0.9173162	0.8305658	0.8742514	0.88048226	0.87867004	0.8604842	0.8785632	0.84667885	0.82160467	0.9311454
eczeem/noun	0.9141591	0.9158213	0.96239126	0.93513006	0.0	0.95828724	0.8750173	0.884564	0.8929019	0.7728078	0.9530547	0.94639826	0.86453664	0.95221347	0.9167616	0.9302741	0.950644	0.90649337	0.91251993	0.94986206	0.94373477	0.8361556	0.9596553	0.91625494	0.92751837	0.89314824	0.9576946	0.8797017	0.91933274	0.9094881	0.90936035	0.95995945	0.93256855	0.93932235	0.8990994	0.92519945	0.9498326	0.9139366	0.9131076	0.911944	0.95940703	0.9223223	0.9476404	0.878635	0.91292983	0.93389213	0.9191854	0.96849936	0.8971789	0.91907144	0.9196997	0.94964504	0.9641625	0.9401869	0.8468879	0.909166	0.92444384	0.90852106	0.89427614	0.9531845	0.8716001	0.9317819	0.7842938	0.92564154	0.9106908	0.9495425	0.91724664	0.90466946	0.9483635	0.91377294	0.95958793	0.9205531	0.9395197	0.8996099	0.9355457	0.9643226	0.9153713	0.9436519	0.9348477	0.92225164	0.94650984	0.93818986	0.92944634	0.89260393	0.920297	0.9351506	0.93147904	0.950038	0.91195345	0.9213035	0.9242989	0.94085336	0.94554716	0.94616526	0.9327285	0.88775086	0.9166477	0.82890624	0.9536468	0.92174435	0.8679569	0.90832114	0.95243424	0.9703121	0.945885	0.9315801	0.8755252	0.8688127	0.8861335	0.94259906	0.9537134	0.916756	0.9446905	0.9207481	0.9189663	0.9290958	0.9044854	0.88060194	0.9327485	0.85850495	0.90670496	0.91812956	0.91273624	0.92276895	0.9345211	0.9296144	0.95195717	0.8783013	0.9412852	0.9200447	0.80046743	0.9044172	0.94442016	0.91091776	0.91780555	0.9384376	0.93941456	0.9445971	0.96559125	0.9135471	0.93829	0.8807716	0.94092095	0.9166442	0.9015722	0.9517871	0.93664443	0.9442804	0.9439591	0.90852875	0.9278786	0.8907437	0.9393198	0.9240092	0.89055616	0.8973229	0.91880393	0.93012726	0.9355286	0.9450618	0.9316868	0.93633634	0.9133979	0.9036729	0.9393189	0.94335383	0.9508919	0.9729948	0.9443801	0.9208327	0.9396232	0.86150104	0.89351296	0.8865776	0.9367571	0.94988835	0.9530017	0.9241338	0.83090055	0.9086049	0.9378206	0.9075749	0.88782245	0.926852	0.7843935	0.9544369	0.9407559	0.9214841	0.9429438	0.80807877	0.94815654	0.7627045	0.8754558	0.8916168	0.89774215	0.9147934	0.8938314	0.92409116	0.9198622	0.9323069	0.9045367	0.9337094	0.9661057	0.9410129	0.8964051	0.87288076	0.90930605	0.8548495	0.96229	0.88496053	0.92006725	0.9111252	0.8669919	0.9319148	0.9127821	0.9339449	0.94849193	0.92138606	0.93564594	0.8996512	0.8988907	0.9262156	0.93536144	0.9464818	0.77949035	0.898073	0.9083553	0.8921662	0.92569774	0.8588128	0.93163604	0.9650729	0.91141856	0.9088654	0.9019515	0.94573045	0.96837497	0.88339156	0.8864529	0.927657	0.923949	0.9094849	0.9000399	0.9439172	0.9512814	0.9110543	0.8979975	0.97045225	0.91032726	0.9500692	0.9150618	0.9033069	0.8304196	0.88071847	0.9410989	0.9159825	0.93703896	0.9674961	0.9367734	0.93704224	0.9186268	0.88500255	0.91132087	0.9524552	0.9074087	0.95990956	0.91182023	0.9221328	0.91590333	0.9685515	0.9429484	0.95941246	0.9527939	0.8672607	0.9401849	0.9261517	0.9305579	0.9765387	0.9501094	0.9182551	0.94334245	0.9290817	0.93237585	0.8637421	0.9272011	0.9328714	0.9663557	0.94406366	0.9057266	0.97039783	0.91859734	0.950729	0.9136805	0.887939	0.9568117	0.8819747	0.88179815	0.9163256	0.91603273	0.94067085	0.96318966	0.95509756	0.93694055	0.8822442	0.930985	0.8794482	0.8877109	0.9178792	0.8884421	0.89524734	0.9278913	0.9409705	0.9396705	0.9396736	0.90794665	0.9270651	0.85653055	0.9194897	0.9370701	0.9458784	0.88428354	0.96394646	0.93442863	0.9186137	0.9455107	0.9076727	0.9080916	0.89760303	0.9404837	0.95831275	0.8982612	0.894933	0.92288864	0.9419475	0.93943244	0.9312456	0.9033214	0.917763	0.93323284	0.92730355	0.90084076	0.90721864	0.92010516	0.91571563	0.8956649	0.91698587	0.9039111	0.91340375	0.78499424
