	2001/noun	Hilversums/adj	Koreaan/noun	afloop/noun	alleen/adj	alleen/adv	amper/adv	anders/adj	angst/noun	beetje/noun	behoorlijk/adj	beleef/verb	ben/verb	beslotenheid/noun	betref/verb	bezoeker/noun	bijna/adv	blijk/verb	blijkbaar/adj	bloem/noun	buiten/adv	buurt/noun	coach/noun	concurrentie/noun	daar/adv	dag/noun	daglicht/noun	dan/adv	discipline/noun	draai/verb	dring_binnen/verb	droog/verb	duik_op/verb	duur/adv	echt/adv	eenmaal/noun	eerst/adv	eigenlijk/adj	er/adv	even/adj	evengoed/adv	extern/adj	extreem/adj	fiets/noun	fiets/verb	fit/adj	ga_door/verb	geheel/noun	geur/noun	gevormd/adj	gewoon/adj	gips/noun	golfplaat/noun	haast/adv	heb/verb	helemaal/adv	hier/adv	hitte/noun	huid/noun	huid_ziekte/noun	in_activiteit/noun	inmiddels/adv	intussen/adv	jarenlang/adj	jeugd/noun	kaas/noun	kan/verb	karakter/noun	katalysator/noun	kern/noun	kind/noun	laag/adj	langer/adv	leeftijd/noun	leven/noun	list/noun	louter/adj	lucht/noun	luid/verb	maand/noun	maar/adv	makkelijk/adj	meer/adv	meestal/adv	mentaal/adj	minder/adj	minstens/adv	moeilijk/adj	moet/verb	monotoon/adj	moreel/adj	nauwelijks/adv	net/adv	niet/adv	nog/adv	omtrek/noun	oorlog_ervaring/noun	opdracht/noun	operatie/noun	oppervlak/noun	overigens/adv	overlast/noun	pijn/noun	professioneel/adj	provincie_raad_lid/noun	pupil/noun	rest/verb	reuk/noun	rijp/verb	rook/noun	schaar/verb	selecteer/verb	simpelweg/adv	sla/verb	slijp/verb	sloop/adj	smerig/adj	snel/adj	sociaal/adj	soms/adv	speler/noun	spier_pijn/noun	sprong/noun	stank/noun	stel_uit/verb	sterk/verb	stilte/noun	stress/noun	strijd/noun	student/noun	systeem/noun	teen/noun	thuis/adv	toch/adv	toerist/noun	train/verb	vaak/adj	val/verb	verander/verb	verdriet/noun	verhouding/noun	verkeer/noun	verleden/noun	verlokking/noun	verschrikkelijk/adj	verspreid/verb	vervolg/noun	vind/verb	voeg_toe/verb	voldoende/adj	vooral/adv	vooruitzicht/noun	vorm/verb	vrolijk/adj	vuiligheid/noun	water/noun	waterput/noun	week/adj	week/noun	weer/adv	weer/noun	wel/adv	wellicht/adv	wenk/verb	werk/noun	werk_omstandigheid/noun	werkelijk/adv	wieler_sport/noun	wijs_uit/verb	zaak/noun	zeeman/noun	zeer/adv	zeg/verb	ziel/noun	zo/adv	zwem/verb
gevormd/adj	0.9380754	0.7844199	0.8055795	0.88274926	0.7484148	0.90144885	0.9128685	0.8525773	0.94780314	0.8058412	0.7969059	0.83959365	0.7711711	0.8403866	0.8282215	0.936677	0.7583821	0.7987277	0.8549381	0.50945115	0.6357331	0.84193647	0.95387846	0.8139962	0.7641834	0.8324615	0.78837	0.8135797	0.7291417	0.6989931	0.70934737	0.6537757	0.8064623	0.8031735	0.9156539	0.7967585	0.71743715	0.9268808	0.8286803	0.7949148	0.8455184	0.8864184	0.73462224	0.8046704	0.8247886	0.876596	0.91448236	0.7138076	0.71035206	0.0	0.8308588	0.821003	0.7655746	0.71744156	0.7487814	0.8443215	0.7528369	0.7196256	0.5397698	0.87423193	0.92829764	0.9047248	0.83061314	0.9001541	0.86438304	0.6937281	0.8469238	0.74535346	0.87238955	0.9462323	0.86044025	0.8750214	0.866131	0.78084886	0.88577783	0.86533606	0.70864546	0.5890874	0.97754085	0.91686845	0.8982761	0.7697577	0.9055161	0.7534746	0.8349358	0.82894075	0.7893451	0.8371308	0.861629	0.806914	0.8406006	0.9214354	0.86390454	0.89509374	0.92170864	0.5829751	0.88949317	0.8576189	0.85022455	0.67808783	0.8328088	0.9068087	0.8904125	0.7170937	0.98346215	0.84281987	0.9150198	0.8588799	0.6344005	0.87941355	0.85540086	0.83451486	0.89481014	0.86900115	0.72616124	0.82886034	0.8490514	0.7272775	0.8570309	0.76599747	0.84963346	0.9540237	0.87056464	0.84462357	0.9262208	0.8517355	0.8995688	0.9019968	0.9095791	0.87787277	0.8116753	0.62249416	0.7769558	0.897048	0.8524105	0.80832595	0.83539104	0.8801305	0.72718585	0.9146633	0.5795644	0.8575977	0.92592484	0.92441034	0.90654355	0.618629	0.9253744	0.95621455	0.6589466	0.7587326	0.7935244	0.8960778	0.6297288	0.73944944	0.93630266	0.617348	0.8810485	0.6503968	0.88135326	0.8264041	0.7125436	0.8853432	0.89939713	0.9062613	0.87460667	0.891539	0.9222576	0.7516167	0.93467665	0.81372446	0.86161983	0.7790538	0.9827461	0.70597804	0.8701111	0.8168986
gewoon/adj	0.96754503	0.8612923	0.864148	0.773232	0.5809318	0.6322081	0.77622986	0.64759934	0.84386075	0.5061846	0.66111535	0.7873219	0.64150846	0.85892475	0.74125874	0.79427713	0.78707814	0.8870043	0.74415064	0.8386127	0.6387692	0.82533014	0.9364739	0.90037006	0.568375	0.64586115	0.7980414	0.5011332	0.81936824	0.66354793	0.89439327	0.7107179	0.6926383	0.88119423	0.66701555	0.72521216	0.66719663	0.6817359	0.7106565	0.5702789	0.71593225	0.8762824	0.8082522	0.5285629	0.52435815	0.8259354	0.6056453	0.8117808	0.868661	0.8308588	0.0	0.8079503	0.93829614	0.7835299	0.73373026	0.59577525	0.5260916	0.8341604	0.8431678	0.9069796	0.8940258	0.8710371	0.62626076	0.832269	0.83473897	0.7885932	0.53181994	0.8301848	0.81269777	0.91467446	0.68081045	0.8793045	0.73505807	0.900352	0.7422275	0.9693365	0.8467689	0.7899534	0.92792875	0.9296302	0.5952767	0.61610806	0.76289177	0.58181417	0.8850773	0.69835854	0.8078494	0.7111392	0.61093354	0.64792156	0.9084588	0.7192168	0.72937787	0.6973252	0.6652536	0.8996584	0.8658716	0.9225875	0.8554151	0.93038297	0.8723177	0.86845785	0.7274926	0.7553047	0.9331274	0.89823467	0.85088307	0.8276512	0.7934886	0.8708601	0.9182862	0.8983193	0.7097522	0.8804834	0.8631383	0.8440773	0.68550724	0.60315925	0.8182817	0.63557905	0.901332	0.8036666	0.8681284	0.7555455	0.79556787	0.87445474	0.85690427	0.7931757	0.82484627	0.8002253	0.8512549	0.7704361	0.6002296	0.4941879	0.7472737	0.6779492	0.6898286	0.82949674	0.72403824	0.8570361	0.9338284	0.724516	0.8694819	0.72820556	0.6821539	0.9223014	0.92363846	0.65178	0.8583952	0.7460449	0.74981546	0.8579699	0.923138	0.5511613	0.86046547	0.7820103	0.904885	0.855407	0.8396125	0.5948508	0.5240775	0.45643795	0.7238028	0.7025478	0.5580337	0.82598484	0.710863	0.831405	0.8722615	0.80142593	0.7967729	0.83715504	0.8388013	0.89918756	0.5860392	0.58667713
gips/noun	0.8822428	0.9349118	0.942268	0.85651493	0.8376857	0.89630234	0.60293186	0.9040918	0.91674733	0.8495325	0.75566024	0.8438184	0.81723654	0.93135583	0.9252979	0.9086494	0.61012375	0.7873012	0.8980232	0.8336726	0.7700686	0.9013469	0.83918846	0.940702	0.8199889	0.49254584	0.89208114	0.8406215	0.86669564	0.8474922	0.9588256	0.59722006	0.7981243	0.87491596	0.95408046	0.7820972	0.77388746	0.90985656	0.85210323	0.8245834	0.909647	0.94569427	0.92198455	0.76174426	0.7546561	0.61939675	0.9044672	0.8523587	0.8885051	0.821003	0.8079503	0.0	0.9686829	0.84519887	0.8680178	0.90941817	0.84556425	0.89187866	0.7297853	0.91425776	0.47011024	0.9179856	0.8342443	0.8070759	0.8856851	0.8659076	0.8731502	0.8389329	0.85768837	0.61812294	0.91270846	0.9438983	0.8650434	0.94746745	0.9351506	0.97423685	0.8368815	0.80832624	0.9375689	0.5006368	0.9025595	0.8590249	0.9305397	0.85936904	0.92096335	0.88709974	0.4667874	0.91332364	0.73238707	0.9127367	0.8885331	0.8312243	0.76437503	0.9225148	0.7189904	0.98947716	0.9479275	0.9162645	0.54301393	0.8365131	0.9281615	0.94678795	0.8444769	0.824876	0.9519518	0.8937948	0.9293459	0.8659521	0.7607896	0.9038679	0.78037095	0.79728824	0.9527555	0.91556656	0.96169454	0.92153734	0.7460572	0.82209295	0.9141301	0.84040236	0.81168854	0.85472715	0.96823484	0.89227223	0.6555649	0.9341717	0.9723818	0.8835153	0.8514786	0.872579	0.9405088	0.52595264	0.8338573	0.867813	0.93330485	0.53736746	0.8805916	0.903057	0.920372	0.9553656	0.9939723	0.9145938	0.950782	0.9799795	0.83489645	0.91280454	0.86206466	0.86772716	0.8308025	0.67955875	0.94399196	0.72718453	0.8479364	0.90701634	0.9736352	0.70681566	0.88075686	0.4976853	0.367958	0.6681358	0.72403777	0.9101408	0.61103636	0.85918796	0.8660506	0.84062755	0.98201245	0.9415465	0.7058567	0.8257017	0.8739654	0.9408233	0.948798	0.85747427	0.82074755	0.73027754
golfplaat/noun	0.81256974	0.93287736	0.9594602	0.8766649	0.8821311	0.75575954	0.73816264	0.86479914	0.9446326	0.90417516	0.95417714	0.9039042	0.9446589	0.9322111	0.96424156	0.8779363	0.8249787	0.8503067	0.76967525	0.6530187	0.5652369	0.77312464	0.9933973	0.95387644	0.79802877	0.85130835	0.8461388	0.8355987	0.99298394	0.8021512	0.8719343	0.81527764	0.8994851	0.85708314	0.91823786	0.6763247	0.78194654	0.9213816	0.71712255	0.94960517	0.9726643	0.9900947	0.7300719	0.8731084	0.88805515	0.9023572	0.9930236	0.9095509	0.7869712	0.7655746	0.93829614	0.9686829	0.0	0.83919305	0.9488354	0.93881595	0.7816644	0.44789827	0.8050418	0.9553789	0.9734001	0.9915596	0.9035025	0.97376364	0.98428077	0.9277031	0.91493255	0.97747236	0.933418	0.945732	0.9176686	0.93688273	0.85977197	0.9291987	0.98373765	0.9948328	0.89295584	0.53039426	0.824985	0.91549754	0.8144096	0.9238674	0.9113338	0.92582595	0.9613376	0.74000144	0.8950527	0.94352484	0.92853975	0.9680008	0.9707893	0.9039775	0.84136605	0.95592856	0.7890216	0.7660934	0.9581528	0.94818074	0.9872431	0.6354611	0.9511261	0.8113376	0.9544146	0.98870295	0.9842081	0.98354334	0.5378239	0.9667212	0.9433753	0.7832391	0.87115914	0.9809328	0.93163896	0.86133575	0.87402976	0.8337834	0.9400736	0.9107776	0.9487426	0.9307664	0.9699215	0.9653201	0.87424356	0.669646	0.9545855	0.975999	0.85061646	0.85714436	0.8298414	0.94187236	0.96516204	0.8284247	0.8755872	0.93437696	0.73150086	0.9034034	0.89173055	0.77310735	0.8864003	0.7986491	0.9002207	0.966499	0.85883	0.874434	0.9124646	0.80234826	0.96007746	0.97403735	0.8419222	0.89505595	0.86331105	0.95326436	0.75556546	0.92215204	0.49584538	0.56057143	0.74782145	0.8722883	0.91556334	0.9324687	0.75744796	0.9409846	0.83387756	0.9074394	0.97049004	0.9803633	0.93654597	0.9934039	0.9952879	0.9864205	0.8514817	0.92761385	0.9767218	0.91331893	0.93161553	0.8748195
haast/adv	0.99085766	0.8276877	0.7324554	0.82241505	0.7103859	0.72819424	0.7784856	0.7299224	0.7040447	0.6424103	0.64433897	0.68076634	0.72294986	0.8665178	0.79133224	0.84524477	0.599995	0.84231097	0.68740904	0.784764	0.7108486	0.80196226	0.7530348	0.7407056	0.7752333	0.7474941	0.7524819	0.7117115	0.63683856	0.67859876	0.7086651	0.7531317	0.7299094	0.5214436	0.627385	0.7765444	0.7915566	0.7833482	0.71417403	0.66678274	0.6057927	0.7660985	0.6802095	0.8477152	0.73485637	0.7496489	0.77102697	0.65412796	0.78444433	0.71744156	0.7835299	0.84519887	0.83919305	0.0	0.78299904	0.6619648	0.7309686	0.68447864	0.6647781	0.9293616	0.9038651	0.8269498	0.75886416	0.73612213	0.81782615	0.89451766	0.74070275	0.5733757	0.78456223	0.81460416	0.8946848	0.8729067	0.80632234	0.78960884	0.7118739	0.75322545	0.6593915	0.7619668	0.74421597	0.892358	0.8084439	0.6579765	0.7805297	0.6641525	0.66371024	0.7673731	0.80377185	0.6965885	0.7527374	0.63267	0.74189925	0.6850702	0.7791034	0.7693339	0.78741163	0.7645712	0.9724142	0.7438209	0.80300516	0.67901826	0.861447	0.896015	0.66256976	0.7806045	0.98331267	0.8238262	0.690932	0.85395485	0.84092903	0.7866909	0.8026041	0.7032101	0.73103166	0.7605621	0.74344146	0.54109824	0.81205684	0.80689293	0.86671257	0.5650139	0.7402582	0.79910314	0.88356733	0.80447614	0.8438262	0.84100294	0.5392742	0.6931586	0.7720951	0.84990966	0.85785043	0.7077638	0.8190495	0.73731136	0.8233386	0.68122	0.6447776	0.76103264	0.7511346	0.6494279	0.77127576	0.92235845	0.82288504	0.89192253	0.7610935	0.75529826	0.7749203	0.88640845	0.7986139	0.76831865	0.7181493	0.7325274	0.6905494	0.6449566	0.8477056	0.7415318	0.8985349	0.6856044	0.8529781	0.642245	0.7830361	0.6977961	0.61054873	0.807353	0.73591065	0.71135974	0.66720235	0.7194705	0.83843863	0.8047667	0.84097195	0.70913845	0.9059092	0.6155206	0.78766966	0.80114853
heb/verb	0.96555525	0.8155363	0.7633074	0.71821225	0.78869164	0.750375	0.78948534	0.6804308	0.6352718	0.6348486	0.6457591	0.69201267	0.52831715	0.71470046	0.76367354	0.92290473	0.7101798	0.6100873	0.77135473	0.9384959	0.9039181	0.9192245	0.83667064	0.8250945	0.7447255	0.81930983	0.7632781	0.77008903	0.7844739	0.72914976	0.9322963	0.9110206	0.71489656	0.86862886	0.86407065	0.8127674	0.8650775	0.7903055	0.66420096	0.8523811	0.77064025	0.77278733	0.76305753	0.880648	0.80713534	0.7663542	0.79143685	0.8736623	0.8471886	0.7487814	0.73373026	0.8680178	0.9488354	0.78299904	0.0	0.7318045	0.72369057	0.9091634	0.81925654	0.77943265	0.7642713	0.80421025	0.8283533	0.73920536	0.7808243	0.8784371	0.6542847	0.82320374	0.8757835	0.9119425	0.66596586	0.8878854	0.8924113	0.7983975	0.810797	0.91674346	0.77691215	0.9333757	0.8180331	0.8977106	0.6946943	0.73074377	0.79474753	0.7432162	0.6806351	0.76811075	0.7617493	0.6888091	0.70283586	0.7542299	0.7512794	0.69550836	0.8457221	0.80317324	0.7345023	0.87618595	0.648676	0.8399589	0.7684705	0.9235957	0.7229122	0.8372531	0.6193305	0.78382874	0.88775957	0.8127478	0.7966647	0.71894336	0.7042486	0.9203936	0.8105295	0.8167448	0.8451143	0.8986146	0.82868975	0.73316646	0.8505617	0.87691885	0.76802546	0.6193428	0.8048775	0.7296417	0.8834415	0.8398043	0.8561368	0.7061219	0.8288414	0.7064277	0.7333416	0.84953225	0.8263202	0.82872546	0.64688647	0.71081877	0.8968046	0.6422671	0.6355205	0.80603415	0.6162336	0.71168125	0.829706	0.9260605	0.6718015	0.881017	0.58381426	0.9021269	0.9173677	0.66403574	0.90503925	0.76869476	0.68671286	0.8640869	0.7904501	0.833835	0.8809899	0.9515936	0.88803554	0.83605516	0.8390572	0.77505475	0.82613444	0.61860144	0.7674785	0.840539	0.79478174	0.8182996	0.80398834	0.75373733	0.75387245	0.8620842	0.81367064	0.7171229	0.8672947	0.7612853	0.7951518	0.87226975
helemaal/adv	0.9389803	0.9294411	0.7509635	0.8346384	0.6930993	0.6950896	0.7566957	0.69937944	0.83391863	0.5551838	0.59847426	0.7348545	0.4851253	0.90580946	0.8038444	0.90159154	0.7459367	0.6648507	0.6112766	0.9337867	0.7983035	0.9441644	0.84873664	0.8984322	0.71776295	0.81298023	0.7167517	0.6337826	0.8372674	0.7464789	0.861409	0.8441068	0.70364267	0.81406283	0.48896384	0.72081554	0.84597194	0.6279779	0.6559398	0.71992207	0.8502356	0.92216855	0.8021246	0.86159706	0.7279449	0.60970134	0.7783232	0.84334147	0.8448856	0.8443215	0.59577525	0.90941817	0.93881595	0.6619648	0.7318045	0.0	0.64538324	0.8270568	0.8694208	0.89629513	0.7403523	0.7363306	0.7348722	0.8277582	0.8971596	0.9738635	0.61977124	0.8230235	0.8548831	0.7035656	0.85456103	0.8826964	0.7401213	0.849565	0.8227876	0.9431035	0.7403318	0.8123641	0.8688273	0.9002526	0.72676444	0.6752151	0.71254504	0.71829104	0.77609384	0.81984556	0.88997626	0.69692683	0.7011478	0.8077819	0.87246966	0.66299355	0.6145946	0.58199435	0.70007735	0.86361325	0.93568957	0.94856703	0.87224877	0.8507305	0.7615543	0.9603072	0.8023045	0.88174665	0.9563345	0.8543363	0.75552315	0.8830834	0.88581264	0.8596508	0.9651539	0.82032955	0.6384181	0.90078926	0.8719952	0.74854803	0.78018653	0.67942625	0.9246246	0.77440363	0.6943928	0.89952123	0.8275511	0.8484435	0.88811255	0.8551074	0.8589852	0.876479	0.98182994	0.9394852	0.76729244	0.80333865	0.7456855	0.5433006	0.90111303	0.63987625	0.7859627	0.7545817	0.7169588	0.9316933	0.81161517	0.9048956	0.8514626	0.8308375	0.74905264	0.84871995	0.86968917	0.7609326	0.8867312	0.5042789	0.78126276	0.91154945	0.90224755	0.7648778	0.88088375	0.8318392	0.90119344	0.8109914	0.80751723	0.58964455	0.8397631	0.48778707	0.48451537	0.905223	0.84432894	0.8182128	0.56875926	0.8258588	0.7105981	0.77152073	0.95751303	0.76107955	0.78188723	0.94909024	0.6958956	0.7430322
hier/adv	0.9132174	0.8055445	0.8441592	0.883386	0.52741873	0.66576713	0.7774831	0.52942336	0.83218616	0.6113405	0.68192923	0.66221726	0.5484564	0.83321226	0.7925058	0.7584363	0.7864786	0.7785117	0.66143215	0.82944864	0.6548054	0.7189879	0.9122414	0.7923833	0.4952184	0.68165946	0.86810225	0.53443635	0.77016795	0.6426554	0.8186377	0.7561655	0.6511247	0.7812513	0.60313	0.7311336	0.69262445	0.54733896	0.5146018	0.6683117	0.71584785	0.8712462	0.8187264	0.59993345	0.5566421	0.7993677	0.7024535	0.8813818	0.7927527	0.7528369	0.5260916	0.84556425	0.7816644	0.7309686	0.72369057	0.64538324	0.0	0.7656547	0.85827476	0.9015467	0.89342576	0.7859106	0.69382083	0.8368367	0.685119	0.77430516	0.45677906	0.7541891	0.7930982	0.93456995	0.694233	0.8591746	0.7823769	0.7903368	0.76032877	0.9294087	0.77449536	0.7451269	0.8414106	0.8515266	0.62012327	0.65244806	0.6254866	0.5136748	0.81189895	0.6663575	0.75881183	0.59694314	0.63567793	0.6998452	0.8466157	0.69367003	0.73786604	0.62086177	0.62188864	0.9346152	0.80552155	0.8771599	0.91225344	0.7820884	0.6453233	0.65614885	0.7767577	0.76865005	0.9600907	0.9064458	0.72809184	0.87382746	0.8165363	0.818028	0.8408718	0.86291313	0.76746446	0.8878043	0.86026174	0.841931	0.7104596	0.7041957	0.8493277	0.58959705	0.84912044	0.7439582	0.8179678	0.6527864	0.89905804	0.8740271	0.7216881	0.7621349	0.9067383	0.79619795	0.7996276	0.8531881	0.59774953	0.54139394	0.61109716	0.65838444	0.61156356	0.6366304	0.67998844	0.79577756	0.7924744	0.6951102	0.7742893	0.69633317	0.6822593	0.80945724	0.90313816	0.58963156	0.87509	0.7496302	0.653013	0.86477256	0.896501	0.65512455	0.7755529	0.738898	0.76325864	0.85310733	0.81825465	0.6034135	0.61564785	0.61180735	0.7627154	0.78453326	0.7110865	0.7890579	0.70401895	0.7744466	0.8234501	0.743075	0.75123143	0.81859	0.8088788	0.8313697	0.6651679	0.624467
hitte/noun	0.8622513	0.8761987	0.90189993	0.851403	0.8216682	0.7259815	0.71570396	0.83854234	0.6843917	0.8123218	0.7161595	0.8731797	0.77673125	0.9169196	0.925823	0.82321596	0.83162516	0.7923423	0.7303276	0.6643237	0.4649083	0.6616485	0.9538843	0.87736976	0.69702756	0.6931326	0.88877445	0.83365285	0.80342126	0.7871006	0.62362427	0.6994427	0.84288645	0.688635	0.7919484	0.70210665	0.70675874	0.8953871	0.70472884	0.7888235	0.78665376	0.87937737	0.5248859	0.83617073	0.728711	0.8362909	0.9532092	0.85378003	0.52215755	0.7196256	0.8341604	0.89187866	0.44789827	0.68447864	0.9091634	0.8270568	0.7656547	0.0	0.69936395	0.8826496	0.89647055	0.9655787	0.7684958	0.87677115	0.8944539	0.87970513	0.8119528	0.82941693	0.8049141	0.9238581	0.7997979	0.7811675	0.82724833	0.86788476	0.8984546	0.90624297	0.846996	0.42483407	0.905524	0.87297523	0.85585797	0.8173865	0.82069725	0.8176056	0.7508996	0.63049763	0.91318905	0.8317431	0.88024145	0.7340965	0.8308651	0.79097086	0.7410193	0.8876548	0.8715454	0.7784892	0.930611	0.8869862	0.93801785	0.6195016	0.951274	0.6251199	0.7018137	0.897278	0.984617	0.9178098	0.51976967	0.755258	0.9114914	0.4494661	0.94011325	0.9040997	0.8945428	0.4672343	0.817471	0.6600708	0.6846014	0.69243187	0.9307219	0.66809267	0.8815588	0.762614	0.79121166	0.4503113	0.9242745	0.88703066	0.7772361	0.55564445	0.7197547	0.91280174	0.9324744	0.72660965	0.89621294	0.85720384	0.7030966	0.8283815	0.76010627	0.7569282	0.8612529	0.7476797	0.89854145	0.8025553	0.89152616	0.88442	0.671247	0.5387733	0.86939573	0.8256482	0.88141155	0.7950614	0.74617505	0.91678065	0.7689205	0.8426368	0.5058079	0.44876117	0.6779028	0.7789596	0.82466835	0.8117166	0.48995864	0.89341766	0.70220363	0.8575711	0.80695593	0.7435049	0.90512633	0.88347846	0.8083266	0.94453406	0.91481787	0.79777175	0.9452656	0.86075646	0.84609115	0.7222386
huid/noun	0.9849534	0.8447125	0.93607724	0.90248567	0.88376355	0.8005301	0.8416524	0.8310256	0.8179735	0.79164475	0.8194394	0.97502667	0.850413	0.94855845	0.91406155	0.9204258	0.731095	0.7575965	0.7957474	0.57666767	0.7080455	0.8688406	0.9063209	0.8824013	0.80484796	0.84536314	0.76021594	0.8567811	0.86760855	0.82180727	0.69181883	0.5082259	0.81698304	0.73570836	0.8919885	0.8039809	0.7200501	0.9067944	0.9169144	0.8493646	0.9515808	0.96049255	0.6596708	0.88591456	0.8350374	0.909719	0.9597333	0.71402305	0.72706133	0.5397698	0.8431678	0.7297853	0.8050418	0.6647781	0.81925654	0.8694208	0.85827476	0.69936395	0.0	0.5093026	0.9567785	0.8492826	0.90422034	0.86063915	0.9033686	0.7834555	0.813224	0.7362197	0.8744504	0.9156084	0.83064604	0.8824413	0.9471638	0.930543	0.85694546	0.8302439	0.8308226	0.630962	0.9583223	0.983956	0.89274806	0.75176466	0.8960359	0.84679496	0.7675233	0.8289585	0.73219395	0.9096329	0.83945775	0.8350394	0.9313687	0.88711107	0.7608591	0.9213367	0.87339276	0.60594904	0.93691015	0.88785577	0.77412856	0.5003041	0.9315307	0.9251842	0.73825645	0.85846543	0.99640334	0.9113533	0.9215537	0.8688253	0.80370766	0.7106154	0.842373	0.96625406	0.93088883	0.8465804	0.8173088	0.82807153	0.81821024	0.7166735	0.8990562	0.738182	0.9596075	0.8875791	0.91579175	0.8109359	0.93034965	0.9348616	0.88013136	0.87758124	0.8182794	0.943542	0.8497758	0.43881643	0.8795017	0.89165163	0.9141337	0.8649193	0.7478434	0.8883388	0.8431519	0.8961683	0.6698897	0.8887168	0.89514035	0.9651105	0.75648713	0.71005535	0.89065826	0.9204118	0.8591192	0.81648266	0.800832	0.88215214	0.6501643	0.84814495	0.9107434	0.552994	0.9129659	0.45440322	0.94575375	0.87525433	0.7420733	0.86964846	0.87343323	0.9055167	0.90953064	0.97278684	0.95661515	0.955468	0.9250035	0.8950859	0.896558	0.75623816	0.9496035	0.6435168	0.8324653	0.91043985
huid_ziekte/noun	0.94120324	0.9007382	0.8985861	0.90103936	0.9476597	0.8694954	0.981516	0.96420324	0.9249419	0.9589985	0.88970786	0.9137631	0.8016238	0.902775	0.91244745	0.90277183	0.9067948	0.7536569	0.9075377	0.9868852	0.977657	0.96276706	0.9391695	0.91313654	0.91718096	0.9049063	0.9707848	0.94245756	0.85338545	0.9418489	0.91993856	0.88001007	0.9372525	0.9212278	0.9829886	0.90042615	0.95695835	0.92468274	0.9054197	0.9031179	0.89486	0.91486734	0.91040355	0.9643522	0.91834444	0.9149342	0.9192393	0.8913086	0.9169614	0.87423193	0.9069796	0.91425776	0.9553789	0.9293616	0.77943265	0.89629513	0.9015467	0.8826496	0.5093026	0.0	0.8920258	0.9431681	0.9701328	0.86592627	0.88452226	0.98883086	0.94643146	0.88150954	0.8627219	0.9390586	0.5857903	0.90253794	0.97403634	0.8263432	0.8219695	0.97708124	0.9045554	0.958302	1.0	0.8891869	0.9178772	0.88917404	0.98580205	0.8866663	0.6715036	0.82316804	0.7733853	0.7739335	0.8722078	0.82526416	0.7644081	0.9688649	0.95325214	0.9593743	0.9411479	0.8770836	0.7683664	0.9749728	0.68494415	0.8921183	0.8997707	0.9198865	0.7645976	0.9002086	0.9830047	0.914277	0.93627954	0.9725154	0.8836131	0.9660962	0.92712164	0.94716805	0.9054866	0.94318384	0.9136634	0.85197383	0.89404446	0.9065004	0.7337636	0.7937244	0.87272984	0.8605301	0.8806505	0.9076139	0.8683348	0.80651134	0.9677723	0.8428622	0.7574724	0.907703	0.9339937	0.8882722	0.91118187	0.8768118	0.9180016	0.89667726	0.7045158	0.93213063	0.92375535	0.93656373	0.9413495	0.9331169	0.86117435	0.9122605	0.70193124	0.9615843	0.9612993	0.8434455	0.99897426	0.89873856	0.63387734	0.9303949	0.7396157	0.94270533	0.96867883	0.938922	0.988072	0.86077946	0.91178274	0.9589748	0.9042959	0.91876143	0.8979093	0.92776346	0.9311325	0.90671146	0.98120975	0.97650355	0.9491035	0.9446799	0.95156705	0.6946987	0.9372624	0.92992103	0.8128825	0.9388879
in_activiteit/noun	0.79140973	0.9122936	0.8365884	0.92065465	0.95085245	0.93604404	0.62160003	0.85829467	0.9140625	0.88104916	0.88338006	0.834671	0.73358995	0.90278333	0.9280953	0.7518258	0.77172065	0.7138715	0.8731942	0.9850268	0.91887575	0.9859579	0.77473176	0.90641403	0.8957686	0.5449764	0.91352284	0.8154448	0.8874285	0.8779204	0.9851804	0.80210924	0.77782583	0.9465092	0.9536934	0.68377995	0.9030538	0.956594	0.8104118	0.7778702	0.88969606	0.8982742	0.9370738	0.86278284	0.75850445	0.5872023	0.897987	0.9357509	0.97537243	0.92829764	0.8940258	0.47011024	0.9734001	0.9038651	0.7642713	0.7403523	0.89342576	0.89647055	0.9567785	0.8920258	0.0	0.75319785	0.7047063	0.9397111	0.87977976	0.9917794	0.8478112	0.94079727	0.9041996	0.5784899	0.9210137	0.9311495	0.9055879	0.86093384	0.8456635	0.96548915	0.8583119	0.9686865	0.96863866	0.57016134	0.91125196	0.9309451	0.91819495	0.8916856	0.80074716	0.8137467	0.63142365	0.8989496	0.6687138	0.88536596	0.910789	0.83852684	0.7772206	0.88151026	0.67569447	0.9745012	0.8718643	0.9036547	0.59289604	0.9532087	0.90572214	0.88676524	0.8444882	0.9091349	0.97859323	0.8850162	0.88339615	0.9133549	0.8179204	0.98477787	0.9232023	0.80555034	0.9335035	0.92221355	0.86783224	0.7738463	0.86892366	0.87947834	0.9465664	0.8457128	0.6807177	0.7711283	0.92821074	0.9230952	0.55591106	0.9543174	0.9031373	0.869499	0.755703	0.8243642	0.89734274	0.75774336	0.79201263	0.8008829	0.9262372	0.52420473	0.8978804	0.84051305	0.9408436	0.9517912	0.91197014	0.91273683	0.92773175	0.9636964	0.8914758	0.972709	0.93608385	0.92747396	0.9162224	0.66334635	0.93981445	0.82648456	0.88317275	0.89302325	0.97915024	0.9332546	0.9432418	0.72571844	0.4359194	0.7095553	0.8484471	0.8741417	0.49227422	0.8370631	0.82586014	0.75021833	0.9731631	0.93259364	0.8105243	0.8404381	0.96339893	0.90856767	0.92285305	0.9421617	0.81406385	0.772895
