	zijkant/noun	aantal/noun	stem/noun	affiche/noun	Easy/name	stelling/noun	Australisch/adj	combinatie/noun	geplaatst/adj	alweer/adv	wapen/noun	samenleving/noun	sla_gade/verb	veel/det	inventief/adj	Brabants/adj	dikwijls/adj	niet_commercieel/adj	podium/noun	lucht/noun	te/comp	die/det	onderzoeker/noun	Clarke/name	spreek_in/verb	treed_op/verb	priem/verb	kaars/noun	plafond/noun	en/vg	high_tech/adj	prognose/noun	jazz/noun	in/prep	wat/det	schemer_door/verb	pose/noun	welk/det	weer/adv	keel/noun	manier/noun	speel_af/verb	film/noun	als/comp	tot/adv	voordat/comp	zie/verb	leg_in/verb	speel_toneel/verb	mengeling/noun	loop/verb	belicht/adj	op/prep	verwondering/noun	prent/noun	ingebouwd/adj	licht/adj	och/tag	vee_handelaar/noun	waarschuw/verb	ander/adj	licht/noun	Mendoza/name	ontsta/verb	kom_over/verb	bom_vol/adj	keer/noun	ragfijn/adj	Romein/noun	Real/name	zijn/det	paus/noun	verdwijn/verb	vaak/adj	politicus/noun	opvallend/adj	noem/verb	vleugel/noun	mikpunt/noun	eindeloos/adj	zichzelf/pron	lawaaierig/adj	geest/noun	hem/pron	kijk_aan/verb	ongetwijfeld/adv	gedempt/adj	die/pron	flyers/noun	getal/noun	surrealistisch/adj	zulk/det	zoals/comp	uit/adj	bijtend/adj	geweigerd/adj	angst/prep	avond/noun	ernst/noun	oog/noun	voorwerp/noun	altijd/adv	klein/adj	voeg_toe/verb	ten/fixed	vanavond/adv	radio/noun	dusverre/adv	wonder/noun	folder/noun	storend/adj	reclame_blok/noun	vol/adj	televisie_omroep/noun	begin/verb	paar/noun	slechts/adv	belediging/noun	ben_uit/verb	steevast/adj	verholen/adj	bezie/verb	vergelijking/prep	serieus/adj	Hongaar/noun	oppositie/noun	boodschap/noun	ironie/noun	Euro2000/name	criticus/noun	Aalsterse/adj	zweem/noun	vrolijk/adj	racistisch/adj	eenzaam/adj	deel/noun	terloops/adj	Pavel/name	door/prep	auteur/noun	aan/part	ontsnap/verb	hoogdravend/adj	vooroordeel/noun	overspoel/verb	waarbij/pp	flink/adj	gebruik/verb	discriminatie/noun	gevoel/noun	alle/det	van/prep	rondleiding/noun	diagonaal/adj	Grim/name	hun/det	hoon/noun	introduceer/verb	bouw_op/verb	drama/noun	waarop/pp	beetje/noun	sta/verb	honderden/noun	draag_uit/verb	onderwerp/noun	ondanks/prep	decor/noun	varieer/verb	vind_goed/verb	productie_huis/noun	er/adv	kinderachtig/adj	aan/adj	tv/noun	onderga/verb	zoek_tocht/noun	letter_DIM/noun	heilig/adj	advertentie/noun	Ben/name	reactie/noun	detective/noun	plaats/noun	flankeer/verb	aspect/noun	waarin/pp	aangepast/adj	centraal/adj	raciaal/adj	zo/adv	gebruik/part	in/part	krachtig/adj	je/pron	Noorderlicht/name	licht/prefix	indruk/noun	1ste/num	maar/vg	nostalgie/noun	enig/det	drijf/verb	iedereen/pron	cynicus/noun	televisie/noun	Matthau/name	helder/adj	waarvoor/pp	bepaal/verb	gewaarwording/noun	kijk_terug/verb	leerling/noun	Gerets/name	creëer/verb	gitaar/noun	anderzijds/adv	linker_oog/noun	blijf_achter/verb	reeks/noun	maak/verb	dergelijk/adj	web_site/noun	hang_op/verb	voor/prep	onder/prep	ontlok/verb	de/det	hij/pron	optimisme/noun	conventie/noun	cool/adj	lamp/noun	even/adj	richt/verb	multicultureel/adj	kwaad/adj	eentje/pron	goedmoedig/adj	ironisch/adj	Engelstalig/adj	maar/comp	geneigd/adj	geluid_effect/noun	buis/noun	wijsheid/noun	warm/adj	besta/verb	weiger/verb	montage/noun	hang/adj	word/verb	oog_klep/noun	Hoet/name	neig/verb	morgen/adv	suggestief/adj	dan/adv	combineer/verb	ondersteun/verb	frustratie/noun	vol/prep	Gerrit/name	verblind/adj	uit/part	alles/noun	schets/verb	wereld_top/noun	lijk/verb	heb_op/verb	hoor/verb	zelfs/adv	laat_los/verb	halfnaakt/adj	verlangen/noun	groot_macht/noun	schrijver/noun	mengsel/noun	ingehouden/adj	PROV/name	minachting/noun	alleen/adv	symboliek/noun	gehard/adj	Tolstoj/name	cliché/noun	veroorzaak/verb	onbedaarlijk/adj	moment/noun	overdrijf/verb	kant_DIM/noun	moet_in/verb	studio/noun	gekleurd/adj	nationaal/adj	beperkt/adj	accent/noun	ongestraft/adj	paneel/noun	één/num	hang/verb	tafereel/noun	Komrij/name	mild/adj	precies/adv	incluis/prep	Moët/name	omgeving/noun	schrijven/noun	dertig/num	wereld_pers/noun	verander/verb	vooral/adv	Osama/name	met/prep	artiest/noun	Het/name	macho/noun	één/pron	tafel/noun	partij_voorzitter/noun	terwijl/comp	publiek/adj	ere_plaats/noun	hier/adv	humor/noun	kleurrijk/adj	toen/comp	sober/adj	hilarisch/adj	Nederlandstalig/adj	Istanboel/name	bevat/verb	fel/adj	loper/noun	auto_wrak/noun	zonder/comp	zelf/adv	zend_uit/verb	een/det	waarmee/pp	zet_neer/verb	rood/adj	Castro/name	onmiddellijk/adj	leger/noun	dien_in/verb	reclame/noun	voer_op/verb	industrieel/adj	of/vg
zijkant/noun	0.0	0.89628726	0.8971554	0.71824944	0.9497916	0.8145604	0.9220506	0.9183057	0.69756293	0.850303	0.896498	0.871158	0.8022592	0.90962404	0.8914298	0.83479273	0.8169683	0.9178465	0.6446986	0.81715655	0.877129	0.8395358	0.924193	0.80052537	0.9323076	0.9132015	0.8285333	0.6496636	0.60051584	0.83360875	0.81636703	0.9348681	0.91852874	0.8110649	0.8703706	0.92403936	0.85812247	0.8917623	0.8333392	0.87883407	0.92785895	0.7947552	0.9141016	0.86653554	0.97125494	0.8386882	0.8103532	0.92968947	0.84206754	0.8833952	0.72179484	0.7024261	0.65118414	0.8299018	0.7608446	0.90224296	0.7993315	0.91402364	0.94088566	0.9054772	0.8721582	0.68223214	0.94667083	0.85855687	0.9277848	0.80686593	0.8714402	0.8032918	0.88813424	0.94610274	0.8540123	0.9518093	0.83808464	0.87531185	0.9578201	0.8077464	0.9649009	0.7203645	0.9698116	0.83383507	0.88700384	0.7655417	0.8959662	0.8482754	0.75037456	0.7977911	0.7762126	0.8471924	0.7980155	0.9261082	0.79194224	0.83193076	0.92472243	0.8276531	0.9355325	0.92096007	0.92522734	0.81249225	0.9212784	0.7817273	0.81220436	0.8725128	0.644091	0.9095136	0.90305483	0.89540625	0.9334154	0.9104957	0.91905284	0.755353	0.8415822	0.9405287	0.7331798	0.953646	0.97749	0.8444567	0.8448444	0.9598152	0.93043566	0.81046087	0.8762824	0.8064566	0.9500338	0.9558498	0.9579395	0.9334555	0.8577628	0.8837243	0.85045576	0.9403777	0.87820345	0.8677892	0.6941742	0.92800903	0.83698493	0.9091545	0.8325632	0.93629944	0.893577	0.94479936	0.8027429	0.95210737	0.9113262	0.9247056	0.89112103	0.84128857	0.93308187	0.81996024	0.92610025	0.8863382	0.8611473	0.84876716	0.9609815	0.6174375	0.94792676	0.87238115	0.90389746	0.8989345	0.79476607	0.8953704	0.69820875	0.8825096	0.63640845	0.76175725	0.9298027	0.89200306	0.871615	0.7183122	0.8943126	0.9196384	0.8718659	0.8738792	0.9172015	0.87314373	0.87454355	0.94470716	0.844235	0.60352945	0.92418414	0.7752981	0.94946635	0.9486756	0.96751183	0.82894385	0.67561054	0.904068	0.78728354	0.77835417	0.71405226	0.8953321	0.9158432	0.90655184	0.97344345	0.83846414	0.86183614	0.8343719	0.79709625	0.9431515	0.98897606	0.9134804	0.81739646	0.92954826	0.9167419	0.85226494	0.94794184	0.8898381	0.87304133	0.75093544	0.8664964	0.96943086	0.8696319	0.8720573	0.93920463	0.91737926	0.8934809	0.8426593	0.89271057	0.8026849	0.90167737	0.85640496	0.8739131	0.8339069	0.87365067	0.70888233	0.8271882	0.76257324	0.8901501	0.71657944	0.853552	0.87038285	0.84925413	0.9111225	0.5523703	0.78044116	0.8874093	0.83760136	0.9023462	0.8827261	0.9216557	0.77869415	0.92558664	0.9293688	0.9567972	0.85385275	0.78069115	0.96090114	0.743122	0.8764351	0.9859368	0.8351109	0.75460505	0.8861395	0.9144288	0.8850363	0.8988013	0.91717714	0.8526367	0.8518291	0.93696404	0.919181	0.9175425	0.7122587	0.94082004	0.75364244	0.8670533	0.88213736	0.8332274	0.8761188	0.9058029	0.8823009	0.96524817	0.86477363	0.8299877	0.7133701	0.8956894	0.96541566	0.95891416	0.887636	0.8748299	1.0	0.8677198	0.85548127	0.80332386	0.9600389	0.9222503	0.8865955	0.9003807	0.83131737	0.90575874	0.90670115	0.87314487	0.9281412	0.82657623	0.5872027	0.96999913	0.9422039	0.8091334	0.8883842	0.56869644	0.80394685	0.70086706	0.8047424	0.96770483	0.88683605	0.9262479	0.94535524	0.7781852	0.9254691	0.93977696	0.86365044	0.8526325	0.8726491	0.89969844	0.9563969	0.7837019	0.8793528	0.81765425	0.90068793	0.8093312	0.6429705	0.9485841	0.6896991	0.93801993	0.86355025	0.81917155	0.89350843	0.70157945	0.85382867	0.7770856	0.85264134	0.9373195	0.7984945	0.8776171	0.77095187	0.67983663	0.77286017	0.7981457	0.9048995	0.9579478	0.7810335	0.8609161	0.6967342	0.5117296	0.9046687	0.8893562	0.94977754	0.99740976	0.8548312	0.86958206	0.84436536	0.8384567
aantal/noun	0.89628726	0.0	0.8435068	0.7956903	0.87070644	0.82344735	0.8846969	0.8560047	0.8551357	0.8778089	0.7713925	0.8347988	0.924866	0.7431294	0.8388428	0.89603496	0.7668359	0.8987806	0.79151356	0.88050604	0.9073515	0.7504357	0.82053024	0.94863427	0.867143	0.8266892	0.9312086	0.8892799	0.8796449	0.6966839	0.84193236	0.7804812	0.8057189	0.82764924	0.64629674	0.9308279	0.89416933	0.7846961	0.873852	0.88263	0.8831649	0.88392895	0.7554626	0.9095447	0.8093036	0.8782612	0.8903997	0.92353237	0.91468686	0.9122162	0.88568085	0.8546618	0.90704703	0.90978056	0.7993564	0.7817843	0.80258733	0.93524706	0.91143584	0.8533961	0.5987304	0.89834404	0.9654899	0.8044689	0.87183267	0.90765655	0.88982326	0.89959186	0.85396737	0.95620793	0.8679544	0.8951568	0.82916445	0.66629106	0.81995344	0.7362469	0.80050325	0.842085	0.9033705	0.74808186	0.8536037	0.9203948	0.89466727	0.92987657	0.96450883	0.82026184	0.9006226	0.6508118	0.8947844	0.76792467	0.83396673	0.7245041	0.78137285	0.88939965	0.861346	0.8232284	0.91591537	0.9167532	0.85630375	0.921713	0.7497355	0.852497	0.71685135	0.85998374	0.8727254	0.9005768	0.8411162	0.7907641	0.9095462	0.80598545	0.6818601	0.8863017	0.9366573	0.9695607	0.9434169	0.7268374	0.6319778	0.82159394	0.91891813	0.757457	0.87194955	0.9125862	0.74434793	0.8869488	0.8394131	0.91119254	0.85370386	0.8868389	0.85496813	0.8553784	0.82184076	0.86316717	0.87322235	0.80652773	0.86677384	0.6813496	0.85414875	0.9545087	0.7455549	0.7872546	0.9191402	0.95793134	0.9038628	0.7963763	0.8607952	0.65419054	0.7544089	0.73666376	0.8237686	0.91350293	0.6024371	0.754212	0.8036862	0.88362414	0.93222374	0.72946453	0.89106005	0.8603421	0.8135642	0.81687903	0.77419305	0.8483802	0.8781928	0.67870027	0.8195548	0.7245711	0.7844874	0.79388034	0.7803385	0.95332474	0.82649565	0.864136	0.8657877	0.90008575	0.8691363	0.84397346	0.8594752	0.8207257	0.86861926	0.8126098	0.8980254	0.76725364	0.86210716	0.88701516	0.8725897	0.78649276	0.76287603	0.79472256	0.78458565	0.77017885	0.89538586	0.7849297	0.91983074	0.82782394	0.90532744	0.919214	0.8241658	0.87675166	0.94653034	0.7822567	0.90011734	0.8838962	0.9118398	0.9310482	0.9225541	0.8848134	0.8825368	0.82426804	0.77092713	0.8395761	0.84961677	0.9154861	0.64559895	0.90185666	0.7737647	0.8362553	0.81769466	0.90275383	0.7227236	0.7641324	0.833627	0.7120439	0.7723402	0.8788546	0.7990958	0.8302573	0.85866475	0.76935583	0.9019926	0.8768834	0.85114324	0.940871	0.8578298	0.92783755	0.7532039	0.77138853	0.9419817	0.87578416	0.83157945	0.85715836	0.7711164	0.8920052	0.8607755	0.8195112	0.89985585	0.91476464	0.86672235	0.7723091	0.71308035	0.83373934	0.8142863	0.72712755	0.85310984	0.9162408	0.90527385	0.8950473	0.7798537	0.92314816	0.86723185	0.73558766	0.8191534	0.79782015	0.93940514	0.87752545	0.9042357	0.92742074	0.8755861	0.8863519	0.85458696	0.8594769	0.87294126	0.7856796	0.86079836	0.86054134	0.9132137	0.9035212	0.8354762	0.87922764	0.84728193	1.0	0.85786784	0.77155966	0.8610753	0.881237	0.899203	0.7987663	0.78943956	0.9272523	0.9054805	0.83957696	0.8613055	0.93018484	0.7937487	0.7930734	0.7923145	0.68473476	0.811494	0.84017867	0.8046373	0.6610116	0.9020622	0.86658496	0.8361359	0.8555406	0.84870934	0.8966349	0.9104927	0.8159875	0.88252234	0.72213924	0.8771467	0.9392609	0.7202537	0.8765048	0.7318226	0.75333863	0.7848695	0.7807222	0.6539029	0.85194194	0.92069787	0.78014827	0.7300879	0.8665706	0.8689983	0.8487768	0.75283647	0.94268763	0.7918422	0.8754779	0.7123753	0.9444143	0.70809007	0.81124747	0.9017562	0.78457147	0.84431076	0.81590223	0.85126907	0.69423366	0.76027066	0.8134202	0.80980897	0.9344504	0.9538692	0.8657198	0.8176434	0.8254362	0.7316761	0.8104607	0.6940768
stem/noun	0.8971554	0.8435068	0.0	0.905854	0.89459205	0.7330106	0.8854724	0.7460625	0.84801084	0.85835487	0.77119064	0.88934076	0.71207726	0.82102555	0.82769394	0.7891493	0.84496033	0.92427427	0.775288	0.7141124	0.83576804	0.8275711	0.85527635	0.8573997	0.7282198	0.77305526	0.7524518	0.80915976	0.8711158	0.5764613	0.8974229	0.89598644	0.7348964	0.8980029	0.714868	0.74841106	0.81421804	0.8515665	0.80792546	0.8137204	0.78883636	0.9143406	0.80682194	0.8644759	0.8366805	0.90258384	0.8753094	0.8995646	0.9493881	0.67464787	0.8833202	0.82012093	0.7992124	0.75402516	0.84603286	0.77425647	0.5991335	0.9153201	0.9537872	0.81719524	0.86306083	0.6942711	0.963675	0.762848	0.7506828	0.9066254	0.82772696	0.7770125	0.9524305	0.9893726	0.6307496	0.7327958	0.78717315	0.7300122	0.718894	0.6560285	0.8294442	0.76965624	0.8047874	0.72742146	0.7054839	0.8968239	0.73382795	0.7447696	0.8198279	0.7932214	0.6526301	0.7935557	0.9248058	0.8822547	0.8226563	0.7928877	0.81640214	0.77334464	0.8256833	0.89778167	0.9105144	0.81052965	0.7625143	0.7153051	0.78360593	0.76603234	0.87923074	0.7473984	0.7809534	0.8709985	0.8299241	0.8451788	0.8370846	0.8741545	0.8607741	0.8873157	0.73182976	0.91414976	0.8748531	0.7758851	0.7477788	0.9202576	0.8758956	0.7631956	0.7521538	0.72608066	0.87247896	0.8646153	0.9040757	0.66731703	0.6465347	0.59004515	0.87510306	0.7503889	0.91472703	0.7416949	0.65789306	0.84958714	0.73390543	0.80654603	0.79175955	0.94405305	0.7368637	0.8158966	0.9027347	0.7639575	0.87113315	0.90022635	0.8580358	0.7686074	0.7920668	0.8160281	0.8138736	0.71444166	0.87850416	0.8134489	0.9051137	0.89154434	0.91106224	0.7311453	0.72108644	0.7676654	0.809322	0.81069386	0.80430096	0.8061892	0.91475147	0.8802877	0.743736	0.7855045	0.7157943	0.80579513	0.7846706	0.95018727	0.9414991	0.8439853	0.913465	0.82424355	0.8508386	0.8474814	0.859362	0.9168762	0.8784353	0.86456573	0.8637045	0.8195736	0.89040846	0.91070276	0.8386916	0.80717695	0.79818857	0.8699135	0.82812536	0.9367675	0.78793144	0.8746561	0.81177115	0.6799707	0.82032955	0.90355897	0.81487405	0.84006995	0.99675155	0.72903955	0.70147175	0.7104354	0.7756945	0.8196809	0.9140711	0.86341035	0.84152496	0.6172125	0.8270124	0.890368	0.88447213	0.7461728	0.756798	0.8606351	0.75584245	0.5130649	0.77456725	0.8748507	0.8466711	0.9262574	0.80365837	0.8727545	0.8548031	0.91856885	0.83729434	0.85885656	0.7200151	0.8146728	0.71292967	0.7877467	0.85415995	0.86222297	0.8313482	0.7045486	0.8877765	0.9200901	0.8049016	0.8735362	0.85651916	0.6843143	0.848023	0.8665852	0.8683747	0.85853654	0.85007787	0.7455613	0.6502054	0.805341	0.85442734	0.7726052	0.8689444	0.839212	0.906837	0.91994524	0.7009841	0.9266979	0.7875518	0.8579444	0.71754026	0.75295234	0.67003566	0.6300808	0.8768541	0.8461661	0.87344843	0.8530262	0.7915503	0.89162546	0.8332341	0.84830046	0.6398814	0.64000887	0.8624462	0.86915886	0.70512915	0.93154365	0.8242541	0.7293123	0.65500444	1.0	0.68958735	0.7305374	0.7565173	0.90856534	0.8888393	0.767258	0.8315683	0.8916955	0.8590505	0.9340703	0.7577454	0.95103824	0.8286607	0.7015448	0.8911304	0.8335261	0.6794512	0.9312062	0.91179	0.83389544	0.7841638	0.8343557	0.81013924	0.75916183	0.82056844	0.8048272	0.96786577	0.7993574	0.7787726	0.86806506	0.8931917	0.9030567	0.7267755	0.86812663	0.6020941	0.7643559	0.9581528	0.84006083	0.7028687	0.8345915	0.8146488	0.6604295	0.8190166	0.9476397	0.76893234	0.7092646	0.7960292	0.8111998	0.5785396	0.8267653	0.77363205	0.92855865	0.71862644	0.8313277	0.90838444	0.9314596	0.7034273	0.7858504	0.8322053	0.71778214	0.70501816	0.7681801	0.7869264	0.8436226	0.86442155	0.89573616	0.88943416	0.812955	0.8705336	0.9016386	0.68408227
affiche/noun	0.71824944	0.7956903	0.905854	0.0	0.8339588	0.825623	0.87776375	0.8795066	0.7897028	0.8317168	0.9016199	0.8819687	0.8663441	0.80992913	0.7480315	0.8351219	0.74488443	0.7772816	0.7296046	0.8709235	0.8547536	0.7720208	0.84914124	0.9466346	0.79815334	0.7446221	0.91593534	0.8054911	0.69848305	0.67162645	0.80880386	0.91350865	0.8325541	0.8007601	0.79691195	0.93033934	0.791914	0.8159425	0.8722975	0.8806103	0.8034095	0.7911165	0.6974721	0.8992717	0.8535401	0.8810855	0.7530544	0.92849374	0.83586603	0.8506836	0.92262256	0.81467134	0.8111157	0.8700416	0.5094763	0.9073379	0.8628119	0.88455373	0.9353638	0.7374207	0.7494478	0.77247614	0.95288825	0.89449114	0.82738924	0.81902003	0.9207471	0.8665703	0.89292514	0.93478894	0.8523694	0.903416	0.7631857	0.7528801	0.8001901	0.7328579	0.9155493	0.7890033	0.9231644	0.84896237	0.84558487	0.7962496	0.8708956	0.903105	0.8761014	0.7435296	0.8814232	0.6889213	0.41731894	0.8194752	0.8498845	0.7299341	0.7594308	0.80792075	0.849989	0.9116762	0.9224678	0.7052783	0.86541563	0.89011014	0.6718813	0.85258675	0.7902036	0.8988822	0.9065131	0.865373	0.76605195	0.889997	0.8900436	0.35711515	0.7645319	0.81587964	0.7140933	0.9309152	0.8935211	0.82877433	0.93301606	0.843363	0.85224575	0.76286507	0.85857093	0.9323585	0.91067034	0.87885654	0.8920103	0.9286923	0.6414068	0.8928993	0.7737764	0.8607383	0.8404381	0.87921715	0.73160994	0.7774804	0.8525882	0.9227962	0.8379035	0.90632176	0.86731136	0.82743514	0.89867556	0.95237255	0.8364753	0.8712315	0.7672983	0.8335022	0.91781855	0.7593558	0.8787652	0.9061325	0.7565761	0.86838174	0.8295771	0.7327708	0.9318148	0.77070504	0.9170692	0.8692304	0.7997289	0.826583	0.6197725	0.8543814	0.6468931	0.60665786	0.72044617	0.7734221	0.88488793	0.67437834	0.8279694	0.91293424	0.854356	0.81774396	0.78621495	0.85646456	0.70590866	0.9031524	0.8721552	0.7294577	0.8626728	0.4524861	0.88564646	0.8358043	0.90521544	0.8531177	0.7783833	0.86838865	0.60212564	0.6162466	0.78994995	0.87410164	0.8963804	0.851995	0.97545516	0.82993114	0.84401375	0.904735	0.8848615	0.8767624	0.9647473	0.8670253	0.8224179	0.9084605	0.8665774	0.8081993	0.94450545	0.7943187	0.8460629	0.75482213	0.62144876	0.9199164	0.84283626	0.8902013	0.8054663	0.9288242	0.86225474	0.8507517	0.8720726	0.94519174	0.93930626	0.73198485	0.69954145	0.75742775	0.44147742	0.4753589	0.74378365	0.92109776	0.8999923	0.7826903	0.8538044	0.7899536	0.8953237	0.8390755	0.7905245	0.89095366	0.7598744	0.8126403	0.9127533	0.83053225	0.86616737	0.8547721	0.6554423	0.86527133	0.9332156	0.8601531	0.81664914	0.86075574	0.83557737	0.8516036	0.8513601	0.81433046	0.83325833	0.7645681	0.9439352	0.8120838	0.87669766	0.88052374	0.72102535	0.87949014	0.8465635	0.7472912	0.8906702	0.65498173	0.917435	0.93388987	0.7471508	0.8792686	0.7642009	0.8796062	0.900736	0.9127376	0.9073194	0.8615129	0.8777544	0.7903067	0.84530604	0.91764414	0.83666265	0.86947054	0.8626549	0.98490953	0.89598393	0.8847326	0.74206215	0.9571675	0.8577489	0.81212366	0.9193926	0.8207144	0.8190578	0.88372	0.80490845	0.89330465	0.8509111	0.6703665	0.8858992	0.9045998	0.80003124	0.86614835	0.5067838	0.88073206	0.61221576	0.7542447	0.9071425	0.8935245	0.8036086	0.91608506	0.9251624	0.77380884	0.89788026	0.8536068	0.8578516	0.9100061	0.8012637	0.908384	0.70633864	0.7316005	0.772034	0.88883126	0.78878105	0.69380987	0.8780753	0.829274	0.80319077	0.87882066	0.75544673	0.8297429	0.5150566	0.9254447	0.65523756	0.8102684	0.7454511	0.8481146	0.61086977	0.8529773	0.82214785	0.78172874	0.85117304	0.7797908	0.83493966	0.71575916	0.73287606	0.79648834	0.7849923	0.93996984	0.90951884	0.89095604	0.92708004	0.5240934	0.8437155	0.89088243	0.6614623
Easy/name	0.9497916	0.87070644	0.89459205	0.8339588	0.0	0.9301068	0.88252383	0.81498516	0.9357171	0.93959266	0.9389396	0.9056548	0.91819215	0.8865329	0.8118184	0.93758035	0.8910364	0.70804155	0.8913508	0.96256965	0.92609245	0.88404584	0.8997624	0.9014241	0.7414756	0.78471714	0.9811383	0.9308384	0.947984	0.83340514	0.84936196	0.9178859	0.7219292	0.8320362	0.89254344	0.9753344	0.86970806	0.8589424	0.9402537	0.9859664	0.9360379	0.7722659	0.6265835	0.9537521	0.9528118	0.90731364	0.91341496	0.9563117	0.8348636	0.82650733	0.95415854	0.89540935	0.8912313	0.93567795	0.838987	0.8799396	0.8879893	0.94993675	0.91814756	0.89407563	0.8787507	0.9325881	0.9687755	0.93054533	0.7915362	0.9133844	0.92358583	0.877234	0.93002665	0.89393425	0.85149205	0.92708117	0.9039533	0.8769715	0.90290016	0.896942	0.82403123	0.90579927	0.93189836	0.8580277	0.83568525	0.91024125	0.91153353	0.9064312	0.9854809	0.8976942	0.88613373	0.8196508	0.83781177	0.9071321	0.8112668	0.90190417	0.7570617	0.91692436	0.84083647	0.95439607	0.9700459	0.8844582	0.8662034	0.9486168	0.92204326	0.91893554	0.9367732	0.8392869	0.89646393	0.77024996	0.68227684	0.9332789	0.95331055	0.83422214	0.85076225	0.8214139	0.9644425	0.8210501	0.8831849	0.9513393	0.91222113	0.9061927	0.9676301	0.7901913	0.86770284	0.9385112	0.87365645	0.8357417	0.93461984	0.9426448	0.8133751	0.82892835	0.83368576	0.79864347	0.89413875	0.8956978	0.88286084	0.8625609	0.9369071	0.8900932	0.78082633	0.9630588	0.90322393	0.65633917	0.9387226	0.91352147	0.84277225	0.94401526	0.89795923	0.8680171	0.8689795	0.8899147	0.94144315	0.9338949	0.8830497	0.8482731	0.81104434	0.9430885	0.46841723	0.91814375	0.87900305	0.7998172	0.85034096	0.8193477	0.8770473	0.9155654	0.91091007	0.9265213	0.8702202	0.8505986	0.8909652	0.80597275	0.9063887	0.88708234	0.81895554	0.96743304	0.8609376	0.85382843	0.7233815	0.83753383	0.86276174	0.9364372	0.97935927	0.8171478	0.80608994	0.9496619	0.6163181	0.98355645	0.94895744	0.90827775	0.7165835	0.7389778	0.8560571	0.91143143	0.9138322	0.82537866	0.94154406	0.91891694	0.92073524	0.77255416	0.89867127	0.9469185	0.97667056	0.9449917	0.8850165	0.8997399	0.9476356	0.91284305	0.94397384	0.7010319	0.78811264	0.89181185	0.7946106	0.9270965	0.94786733	0.91755706	0.88497776	0.9349539	0.8706607	0.86086625	0.88683385	0.9375725	0.91303253	0.8112592	0.7820961	0.8991819	0.7586684	0.9237225	0.83134377	0.92010206	0.9644523	0.8315954	0.85438603	0.92213017	0.8458593	0.84384376	0.9105082	0.95397353	0.8946229	0.8587535	0.9801886	0.8975559	0.8199718	0.8317146	0.6743207	0.8886359	0.93819606	0.90675265	0.83401483	0.94011354	0.949336	0.8943413	0.9826029	0.82134324	0.9612189	0.8887629	0.96059597	0.9526889	0.8858104	0.900465	0.8496106	0.97172445	0.8441342	0.89191604	0.96279067	0.90059423	0.81313235	0.9487277	0.9314101	0.8903583	0.78456473	0.92971385	0.907292	0.96812487	0.8144334	0.91332966	0.86979145	0.92435116	0.939121	0.93278307	0.7496375	0.8890289	0.9023788	0.9880111	0.947299	0.8505557	0.87641513	0.9548897	0.9039306	0.8383527	0.9735028	0.94270706	0.9520077	0.9454646	0.90742433	0.923405	0.7399303	0.9070655	0.9036789	0.8554522	0.9232227	0.96035874	0.92641664	0.918172	0.9712598	0.89111996	0.79818267	0.81857044	0.81267166	0.94234467	0.9550355	0.9088298	0.8598261	0.9154568	0.95476574	0.932429	0.8797356	0.91408557	0.83253795	0.7334832	0.8912325	0.91855586	0.8901932	0.94049805	0.9531691	0.92132354	0.83217925	0.9364505	0.90346605	0.8212183	0.89355886	0.9030459	0.8433429	0.79289246	0.6140672	0.9558517	0.7753268	0.92602295	0.9665732	0.94729584	0.8830473	0.8757522	0.6853289	0.83827996	0.86287093	0.91054267	0.9366904	0.9150099	0.9549852	0.9624384	0.93009645	0.7286191	0.8073456	0.9210848	0.80957675
