	1ste/num	2de/num	3de/num	Aalsterse/adj	Australisch/adj	Engelstalig/adj	Euro2000/name	Istanboel/name	Nederlandstalig/adj	PROV/name	Romein/noun	aantal/noun	accent/noun	advertentie/noun	affiche/noun	alle/det	ander/adj	auto_wrak/noun	begin/verb	ben_uit/verb	beperkt/adj	bijtend/adj	blijf_achter/verb	buis/noun	centraal/adj	combineer/verb	de/det	dergelijk/adj	detective/noun	die/det	die/pron	discriminatie/noun	door/prep	drama/noun	drijf/verb	een/det	eentje/pron	eenzaam/adj	en/vg	enig/det	ere_plaats/noun	ernst/noun	fel/adj	flankeer/verb	flyers/noun	gebruik/verb	geest/noun	gehard/adj	gekleurd/adj	geluid_effect/noun	geplaatst/adj	geweigerd/adj	goedmoedig/adj	groot_macht/noun	halfnaakt/adj	hang/adj	hang/verb	hang_op/verb	heb_op/verb	helder/adj	honderden/noun	hoon/noun	hoor/verb	humor/noun	in/prep	industrieel/adj	ingebouwd/adj	ingehouden/adj	introduceer/verb	ironie/noun	jazz/noun	kaars/noun	kijk_terug/verb	kinderachtig/adj	kom_over/verb	laat_los/verb	lawaaierig/adj	letter_DIM/noun	licht/adj	licht/noun	licht/prefix	lijk/verb	loop/verb	loper/noun	maak/verb	macho/noun	met/prep	mikpunt/noun	mild/adj	minachting/noun	moet_in/verb	niet_commercieel/adj	nostalgie/noun	omgeving/noun	ondanks/prep	onder/prep	onderwerp/noun	ontlok/verb	oog/noun	op/prep	plaats/noun	plafond/noun	politicus/noun	pose/noun	precies/adv	priem/verb	productie_huis/noun	prognose/noun	publiek/adj	radio/noun	ragfijn/adj	reeks/noun	richt/verb	rood/adj	samenleving/noun	schemer_door/verb	schrijven/noun	sla_gade/verb	slechts/adv	sta/verb	stem/noun	storend/adj	studio/noun	surrealistisch/adj	symboliek/noun	tafel/noun	tafereel/noun	terloops/adj	tv/noun	van/prep	varieer/verb	verander/verb	verblind/adj	verdwijn/verb	verholen/adj	verwondering/noun	vleugel/noun	voeg_toe/verb	voer_op/verb	vol/adj	vol/prep	voor/prep	vooroordeel/noun	voorwerp/noun	vrolijk/adj	waarmee/pp	waarschuw/verb	waarvoor/pp	wapen/noun	wat/det	weiger/verb	welk/det	wereld_pers/noun	wereld_top/noun	word/verb	zelf/adv	zend_uit/verb	zie/verb	zijn/det	zulk/det	zweem/noun	één/pron
advertentie/noun	0.9766797	0.95589626	0.96450186	0.9394437	0.8846792	0.82344943	0.9374495	0.9657947	0.8193409	0.9859841	0.93411326	0.8399849	0.8860564	0.0	0.6962825	0.8283346	0.8249237	0.9485453	0.9035968	0.8819098	0.8616901	0.92515004	0.88829345	0.8940568	0.90607613	0.895571	0.8254255	0.80870914	0.8901307	0.824827	0.7894723	0.8758823	0.8327951	0.8748112	0.87881756	0.8008635	0.8896766	0.901008	0.78627366	0.8776232	0.92665404	0.90916204	0.8684574	0.9458839	0.8023629	0.8364122	0.91882044	0.9614483	0.8424604	0.9515431	0.9023608	0.9362798	0.94021285	0.9383524	0.9338149	0.9430961	0.85137385	0.8245592	0.90378666	0.89039326	0.8217824	0.9464496	0.92825764	0.8740891	0.8841298	0.880053	0.9125738	0.91154796	0.8604677	0.89271134	0.90794617	0.88624877	0.9175821	0.89218426	0.8740994	0.9019291	0.9410541	0.8560704	0.8972404	0.92770576	0.96694285	0.8752974	0.941224	0.9045681	0.8774785	0.9287315	0.80228674	0.9144107	0.90643257	0.8992903	0.94668096	0.89752746	0.9121694	0.9064283	0.87116706	0.88358694	0.8290099	0.9015956	0.8941043	0.8646872	0.94431704	0.88818115	0.85070014	0.89281386	0.86763436	0.96628284	0.85959125	0.8879199	0.8510486	0.8215215	0.94767314	0.8606578	0.8507583	0.87391955	0.9090147	0.91580224	0.8683902	0.9386341	0.86341447	0.83648103	0.8959414	0.9391594	0.867476	0.9250725	0.90353316	0.87904334	0.8620885	0.9126856	0.80789757	0.8373338	0.85976624	0.91181695	0.9547149	0.86814374	0.9373944	0.9312849	0.9060863	0.8713599	0.89011437	0.8833386	0.81915754	0.82987595	0.8905695	0.87082046	0.8745723	0.79317176	0.8615255	0.8225393	0.89841086	0.8572873	0.88031113	0.84358597	0.9197757	0.9588053	0.8400977	0.86910623	0.8822716	0.85205317	0.8858057	0.8244926	0.92433804	0.8511368
affiche/noun	0.947119	0.9500953	0.9417697	0.8931346	0.88751465	0.81156397	0.92524254	0.95518404	0.81026965	0.99339235	0.8993434	0.89857316	0.8461993	0.6962825	0.0	0.8275893	0.8610492	0.9289907	0.8959558	0.88537496	0.90339124	0.9108953	0.92350954	0.8901159	0.8849093	0.8276762	0.8294311	0.8541651	0.9043529	0.8576145	0.8004073	0.926934	0.85986257	0.84992874	0.8737869	0.768857	0.8668592	0.9131668	0.7409158	0.8927015	0.9177408	0.916688	0.84931034	0.89387894	0.6675943	0.85668206	0.89400816	0.96305597	0.78270537	0.8876032	0.88247484	0.9537232	0.945023	0.95899063	0.8690227	0.9104292	0.7621413	0.7805923	0.9292512	0.8458613	0.8027985	0.95174116	0.8791534	0.83834386	0.85957056	0.89815205	0.9078584	0.90827525	0.8316389	0.89141256	0.8244024	0.8461	0.9089376	0.8982139	0.8697404	0.9107509	0.92260104	0.84267676	0.8758519	0.86714	0.91687715	0.8717532	0.907943	0.90001863	0.8238654	0.90951604	0.7496414	0.93061894	0.91753423	0.9408165	0.9353003	0.89733714	0.8804513	0.8762048	0.892122	0.90344477	0.84830374	0.9041275	0.8748705	0.83415264	0.91248876	0.8331917	0.88207173	0.8380511	0.8793312	0.955962	0.92134607	0.9429295	0.897512	0.8471954	0.9157157	0.790292	0.88530463	0.803319	0.9162677	0.94227713	0.86145717	0.9005909	0.878398	0.7872284	0.8900713	0.9002787	0.85003734	0.82486206	0.8495524	0.8557197	0.78652495	0.89819086	0.8324311	0.81891614	0.8646755	0.9166311	0.91778624	0.8536041	0.9490835	0.9108965	0.87274003	0.88126296	0.857774	0.8499923	0.7272324	0.88238424	0.8968314	0.78209174	0.7677246	0.7995206	0.8850622	0.8455751	0.8997169	0.8536537	0.9067968	0.8737519	0.93347985	0.9338319	0.86166126	0.8811851	0.8651414	0.78239393	0.8556211	0.82579494	0.9133448	0.8283976
alle/det	0.9476216	0.9414404	0.9431071	0.8742978	0.8204057	0.8415796	0.85857594	0.9128779	0.7969355	0.9958713	0.8878897	0.6378548	0.87053967	0.8283346	0.8275893	0.0	0.5676094	0.8955178	0.86982	0.8424474	0.7574766	0.9024503	0.82093585	0.8676755	0.7670262	0.8051738	0.6639488	0.6705441	0.89680046	0.6508074	0.6321714	0.8063866	0.7547359	0.85571796	0.8132582	0.7427601	0.84274864	0.87368256	0.6696054	0.7313815	0.89993143	0.84285283	0.8429101	0.91302997	0.8923016	0.72148544	0.81420445	0.931096	0.84919006	0.9496216	0.8728596	0.87566733	0.9487413	0.8877919	0.9432489	0.9063867	0.8330816	0.8412183	0.8695781	0.8336416	0.68598735	0.9118375	0.8761613	0.83072203	0.7940977	0.8063632	0.8397417	0.92193455	0.78661764	0.854645	0.8803972	0.8821285	0.8877264	0.8828118	0.8629601	0.81569934	0.9075102	0.8750473	0.8710638	0.8171795	0.9344765	0.81631243	0.8644339	0.8716881	0.81694007	0.93515563	0.782466	0.8977584	0.868433	0.884835	0.89457804	0.87587655	0.88823247	0.8058421	0.77179414	0.7868742	0.80547994	0.8734125	0.8608663	0.8144095	0.83842736	0.8590784	0.8140124	0.9046572	0.7924318	0.94286156	0.89619964	0.9138237	0.79530853	0.84319854	0.9288621	0.7809493	0.77924335	0.872285	0.7942375	0.8682311	0.83550406	0.853919	0.7362454	0.82918525	0.8527638	0.87025833	0.86055773	0.8896183	0.85870004	0.8139993	0.8705528	0.86652756	0.8366672	0.6888362	0.8005724	0.84357595	0.90706325	0.7928815	0.9296258	0.89062905	0.8607301	0.7961955	0.80232376	0.80330765	0.7402921	0.6951734	0.8169581	0.79877245	0.84441656	0.6548718	0.8047393	0.7357443	0.80699646	0.74567044	0.72627646	0.6061579	0.91069996	0.90601563	0.70046127	0.77772427	0.8462785	0.8511766	0.81294984	0.7117379	0.8795842	0.73052406
ander/adj	0.9620433	0.94930667	0.9550918	0.9042908	0.80506396	0.87302923	0.9071376	0.9152823	0.85281146	0.995242	0.8729323	0.6791541	0.8499621	0.8249237	0.8610492	0.5676094	0.0	0.9083193	0.90312433	0.86520916	0.80918634	0.91078895	0.83812195	0.8841891	0.8125726	0.8041809	0.7375184	0.7148366	0.922797	0.70046854	0.5861623	0.8412347	0.7774527	0.89278716	0.8238188	0.74612534	0.89090127	0.84756994	0.688328	0.7962679	0.927536	0.8616785	0.84947723	0.92599803	0.92930204	0.6958231	0.8338486	0.92329645	0.866024	0.934975	0.8942737	0.91334283	0.93700904	0.86125094	0.9225511	0.9147396	0.88630563	0.8787513	0.8907473	0.8438895	0.7059964	0.9381627	0.86680746	0.87389004	0.8328331	0.7951987	0.8689944	0.94129765	0.81073076	0.89645576	0.87920064	0.87677383	0.92475265	0.8835888	0.8868778	0.8416743	0.9065237	0.94765514	0.8393929	0.85974264	0.9479643	0.8467929	0.9031057	0.8720784	0.85429394	0.9278142	0.7597402	0.91191506	0.8650418	0.9015714	0.89918613	0.8795659	0.9078909	0.8228093	0.8623375	0.7854944	0.8206688	0.90427035	0.8829212	0.8582528	0.9019515	0.9160665	0.8034201	0.90528065	0.81622756	0.9674453	0.89321065	0.92051256	0.8271402	0.86198395	0.941705	0.8127452	0.79965466	0.8768192	0.82291603	0.8798273	0.8617046	0.8920528	0.784823	0.90179074	0.87439775	0.86634475	0.9019511	0.87248015	0.8692747	0.8697518	0.8862498	0.88439727	0.8665136	0.72141993	0.825452	0.78424877	0.940364	0.7976313	0.9320532	0.90211624	0.8881574	0.822136	0.81119746	0.87686145	0.7766836	0.7544957	0.84828544	0.81227803	0.83681345	0.69766885	0.8185089	0.7403941	0.8207407	0.76910245	0.8054508	0.55212545	0.9250975	0.8968638	0.76327324	0.7957541	0.85680544	0.8411507	0.82468486	0.7167551	0.9272207	0.67612267
auto_wrak/noun	0.9734894	0.98631054	0.97433674	0.9135831	0.95340514	0.9723823	0.92772436	0.9437865	0.96576816	1.0	0.96440566	0.92980087	0.9518812	0.9485453	0.9289907	0.8955178	0.9083193	0.0	0.93507326	0.9467332	0.93779486	0.93185604	0.88508296	0.8275679	0.9621852	0.92896265	0.87244797	0.93052906	0.96207887	0.9326039	0.8933681	0.9733446	0.8812981	0.95136005	0.8908613	0.88071287	0.91987264	0.9027132	0.8419126	0.9370908	0.934009	0.9613763	0.9266579	0.9526522	0.9025928	0.88242185	0.9475336	0.95812017	0.8896544	0.98143363	0.90987754	0.9538959	0.9680079	0.9564488	0.9354773	0.86790097	0.8698244	0.93610436	0.94721025	0.94185144	0.8326698	0.97727966	0.9553602	0.951745	0.8933203	0.89069617	0.93484753	0.9563087	0.93784165	0.9547882	0.968985	0.85382134	0.9656527	0.95567775	0.9646715	0.95588124	0.9307468	0.9536718	0.8912393	0.89190197	0.93951887	0.9528362	0.92566943	0.9391118	0.95039374	0.9727914	0.87301433	0.9380436	0.9617655	0.969804	0.9216301	0.9520312	0.93449396	0.9068825	0.9437088	0.9036729	0.955278	0.964102	0.93920803	0.8879772	0.940487	0.84458476	0.95887244	0.9630567	0.95476675	0.9307804	0.97236913	0.96079254	0.9572676	0.91717315	0.9638491	0.95654684	0.95964557	0.8893062	0.96606123	0.9682147	0.9609333	0.94543767	0.94681215	0.85947704	0.9469771	0.9381874	0.9393792	0.950342	0.9398432	0.9051738	0.9218239	0.9605878	0.92227566	0.89706206	0.9437774	0.9697362	0.9673639	0.8671624	0.9845276	0.9743131	0.91295063	0.96414936	0.9482511	0.87815404	0.82610893	0.9255985	0.9563285	0.8010031	0.9284594	0.9026182	0.9286924	0.94152164	0.87179214	0.8945268	0.9606753	0.9428089	0.9624169	0.9663811	0.8735098	0.93964	0.9806639	0.9249771	0.9129873	0.93288386	0.9565792	0.9341384
begin/verb	0.94896513	0.944381	0.9328237	0.89844424	0.89285576	0.93341184	0.91160035	0.91277313	0.91111517	0.99495244	0.9309974	0.89235353	0.89035654	0.9035968	0.8959558	0.86982	0.90312433	0.93507326	0.0	0.88939315	0.87728024	0.92348564	0.8935553	0.8939939	0.8897501	0.8709017	0.76820815	0.84994376	0.91585624	0.84592944	0.8336627	0.93925506	0.8264062	0.8684772	0.8679502	0.7597319	0.89150447	0.87352276	0.76686716	0.85153884	0.92382264	0.9081348	0.8169085	0.9597485	0.9355136	0.880127	0.8877694	0.95144945	0.9078166	0.9530102	0.92779773	0.9589382	0.9543777	0.92791003	0.95999503	0.95086545	0.88814783	0.90493417	0.9357847	0.8877582	0.83779085	0.9613117	0.7568968	0.86951417	0.80047345	0.89443755	0.97051257	0.9053262	0.8720198	0.9163149	0.8920445	0.90542954	0.87747365	0.92856556	0.86154157	0.8659096	0.926118	0.94487184	0.8640606	0.83955705	0.9557556	0.8038262	0.8389005	0.90086806	0.86717236	0.9167486	0.817299	0.90489227	0.9085754	0.9408063	0.93059814	0.95857865	0.9049513	0.8875672	0.7717997	0.8512175	0.83995426	0.93458366	0.869393	0.84363705	0.9114869	0.8966173	0.8719934	0.93782014	0.8448716	0.95559794	0.9562123	0.9435081	0.86396843	0.87136334	0.9416673	0.8369124	0.84272045	0.8664986	0.90745765	0.90465343	0.87558347	0.89749926	0.8724435	0.88361526	0.8684923	0.897141	0.8837226	0.8961242	0.9448093	0.8650564	0.8714315	0.91522706	0.86547816	0.8088295	0.883673	0.8898698	0.94096607	0.8554274	0.95660865	0.91981685	0.9157979	0.89418095	0.8516123	0.8132769	0.8302244	0.80778396	0.92377067	0.9082204	0.81333065	0.84273124	0.855682	0.85209733	0.88637733	0.8246076	0.8680242	0.88172585	0.9280763	0.9011333	0.85451996	0.86149204	0.8618958	0.85239625	0.80639803	0.8351908	0.939324	0.876597
ben_uit/verb	0.958507	0.95440024	0.9731546	0.92631865	0.874192	0.89524275	0.91614616	0.9586883	0.8591825	0.99553394	0.918476	0.87391704	0.8987415	0.8819098	0.88537496	0.8424474	0.86520916	0.9467332	0.88939315	0.0	0.8718948	0.9256382	0.87513214	0.9014624	0.8913825	0.8695217	0.7808657	0.82619786	0.8761544	0.8131608	0.77439684	0.8846954	0.79506993	0.86153543	0.82049334	0.7530486	0.90141964	0.8696521	0.76190794	0.85478896	0.9590269	0.8780074	0.8484708	0.95350003	0.9417601	0.8665296	0.8541758	0.93309176	0.88705	0.9574257	0.91729313	0.94993436	0.9312141	0.91434675	0.927466	0.9341142	0.8770189	0.8726032	0.90116584	0.89738727	0.8209622	0.95472234	0.880928	0.86611724	0.8426813	0.9084575	0.92741513	0.92997974	0.87498677	0.9041517	0.8770213	0.9303675	0.905923	0.9146352	0.86203116	0.8783444	0.9125356	0.95286596	0.8318122	0.9120679	0.97391105	0.80263114	0.88762236	0.9181347	0.8518169	0.918584	0.82557553	0.89927006	0.8972759	0.90130955	0.90141314	0.9601188	0.8799365	0.8872318	0.81497544	0.8684622	0.88369787	0.91654104	0.8704884	0.8950573	0.9317197	0.90840876	0.840317	0.9370632	0.8779533	0.9512099	0.9269998	0.9214578	0.85216093	0.86263424	0.96341807	0.87450206	0.83614993	0.89284354	0.8561517	0.9063395	0.911673	0.9149218	0.8655526	0.9014145	0.9042189	0.9240156	0.8834124	0.9334057	0.9217082	0.8826495	0.88681734	0.91824627	0.8626974	0.8092825	0.87657535	0.8738501	0.91733956	0.842305	0.9189425	0.9229437	0.9044542	0.8896647	0.8722895	0.8676569	0.8126087	0.8175962	0.8559003	0.8776004	0.8459585	0.8211395	0.81924874	0.8369665	0.8764758	0.84807324	0.86106	0.8833455	0.9509934	0.9111521	0.8497582	0.9030348	0.87737167	0.8847616	0.818186	0.80952	0.954013	0.85450673
beperkt/adj	0.9578495	0.9526813	0.9601675	0.91111237	0.89891875	0.887951	0.9208781	0.9578362	0.8593649	0.9986856	0.9377852	0.7511442	0.8716521	0.8616901	0.90339124	0.7574766	0.80918634	0.93779486	0.87728024	0.8718948	0.0	0.9407709	0.8309175	0.9060716	0.81329334	0.8024734	0.71064794	0.6737883	0.94464344	0.76706386	0.7838352	0.891704	0.775215	0.879521	0.8471727	0.720062	0.9248471	0.9087993	0.69511235	0.7640313	0.92658216	0.87034184	0.83451414	0.96021855	0.9623365	0.75803125	0.8859645	0.9635546	0.85957015	0.94894326	0.91611546	0.93899804	0.97681236	0.91008633	0.95720065	0.9588576	0.8664944	0.9163599	0.90451	0.82959265	0.8264457	0.9551222	0.9005142	0.880576	0.84185714	0.79230326	0.87728256	0.9086711	0.84758824	0.911222	0.879017	0.92308843	0.9412416	0.93018425	0.880154	0.84983486	0.90920025	0.9358064	0.78319573	0.8700129	0.93465704	0.80152047	0.8821163	0.91888726	0.8346728	0.93981975	0.7821804	0.9393393	0.85374415	0.9321876	0.8874086	0.9114934	0.92040527	0.8017928	0.71975183	0.8325162	0.8378951	0.9200282	0.8827655	0.84020764	0.8634749	0.8828077	0.8448818	0.93631315	0.82126415	0.97124606	0.92255163	0.86010647	0.7802838	0.87873435	0.9497396	0.85672015	0.78378713	0.8869369	0.82975	0.8958709	0.89393955	0.92052495	0.68790966	0.902457	0.8812128	0.84412885	0.9083036	0.93578446	0.89522725	0.8995363	0.9159204	0.91708183	0.8952547	0.67005634	0.7485991	0.84270644	0.927955	0.81844586	0.96136683	0.9324637	0.87982893	0.80075943	0.808231	0.8260882	0.8283449	0.7169646	0.8808942	0.85871613	0.8984662	0.7515427	0.81756073	0.7655406	0.8325694	0.8020981	0.8375031	0.7757356	0.9627192	0.94720995	0.80813867	0.87911904	0.88769674	0.8958712	0.8432565	0.76094115	0.9316962	0.86117303
bijtend/adj	0.9769338	0.9907328	0.9700901	0.9188396	0.91752857	0.90411097	0.9446011	0.9321706	0.9382736	0.9904778	0.95809346	0.9449588	0.8785044	0.92515004	0.9108953	0.9024503	0.91078895	0.93185604	0.92348564	0.9256382	0.9407709	0.0	0.9069183	0.8782373	0.94499534	0.8738106	0.8812042	0.88798887	0.8896575	0.8611548	0.83668166	0.924165	0.8655941	0.8627687	0.8799823	0.8329822	0.92051256	0.89857835	0.78165805	0.90349495	0.97323024	0.8607047	0.8641299	0.90307486	0.9481641	0.8764025	0.87362313	0.953875	0.8635092	0.9429693	0.93806124	0.94002545	0.8869333	0.93049335	0.9399178	0.923711	0.8604596	0.8844788	0.9296259	0.8412644	0.88781816	0.9245752	0.885049	0.7658957	0.9192599	0.9202007	0.9357689	0.87207675	0.9006427	0.8308761	0.88538826	0.8892309	0.9323156	0.8813117	0.88513803	0.8891678	0.91838706	0.932184	0.8555685	0.88012946	0.93003106	0.89368165	0.93195206	0.95222735	0.8963226	0.9172061	0.8160464	0.9161786	0.86672354	0.89574146	0.9525375	0.9545909	0.89043075	0.9125154	0.8933208	0.9091256	0.8864965	0.85939664	0.84899116	0.9161597	0.98460793	0.87557167	0.90422815	0.87821007	0.9142842	0.9275359	0.96865714	0.94447	0.9124654	0.9116387	0.9139256	0.90195	0.9157474	0.88086164	0.9010213	0.9051855	0.9050454	0.8991705	0.9477945	0.93795973	0.86409545	0.92980766	0.9090896	0.84559786	0.8826344	0.9122267	0.8678595	0.8650422	0.9104042	0.8838422	0.8851639	0.9076637	0.9199844	0.9063824	0.89556354	0.884122	0.92606616	0.8419609	0.8872117	0.8691945	0.76376903	0.94551015	0.8919108	0.8671862	0.86282897	0.8526876	0.90003633	0.91186523	0.8882502	0.8694118	0.9220639	0.8969631	0.94213945	0.96478033	0.9056708	0.92999727	0.9564829	0.9195512	0.87125456	0.8373755	0.8918496	0.8887608
blijf_achter/verb	0.96616733	0.9486373	0.95019084	0.9179133	0.88210493	0.9364948	0.9344208	0.9317394	0.9167399	0.98346233	0.91462123	0.7979173	0.9013569	0.88829345	0.92350954	0.82093585	0.83812195	0.88508296	0.8935553	0.87513214	0.8309175	0.9069183	0.0	0.8402537	0.8950137	0.88706625	0.7526206	0.8663596	0.9357733	0.85414076	0.75546825	0.9118995	0.76499414	0.89163	0.78179455	0.758223	0.8807781	0.7965024	0.7482505	0.8645926	0.9250623	0.91576916	0.85125667	0.9480528	0.94420224	0.84541416	0.8735822	0.9518166	0.8773553	0.9692488	0.89587003	0.94729596	0.962376	0.8858462	0.9507273	0.88066006	0.84832174	0.87869227	0.90378964	0.8926739	0.78198075	0.9564609	0.9193452	0.91355914	0.80951345	0.8144798	0.926409	0.9215651	0.883965	0.9187194	0.9338543	0.90775794	0.90081304	0.9580892	0.8812228	0.8636037	0.95033526	0.947747	0.8114982	0.87633634	0.9705993	0.83535075	0.85769784	0.9129598	0.8990259	0.9398835	0.802691	0.9340538	0.88588786	0.9367142	0.87913376	0.9518646	0.91841775	0.83544886	0.80640024	0.825141	0.92342067	0.9252168	0.85199195	0.85565907	0.9070854	0.86637115	0.8812909	0.9295481	0.8731068	0.9226959	0.95185715	0.8677912	0.87332547	0.9115088	0.9384456	0.9049313	0.84494483	0.8552075	0.8712506	0.9210665	0.916755	0.87984276	0.8597864	0.8633209	0.91083276	0.9106716	0.9067376	0.93080574	0.91983455	0.90056497	0.8980607	0.9314655	0.8972138	0.79071337	0.8553268	0.8853791	0.9001973	0.8116814	0.9501549	0.95288706	0.8851014	0.89177674	0.8302148	0.85540926	0.7873622	0.8514107	0.9178249	0.84071064	0.88507867	0.8285996	0.8590967	0.8474074	0.86009955	0.8513454	0.8534125	0.87961406	0.9512751	0.9426507	0.8515145	0.9039242	0.9115762	0.840336	0.82627654	0.8497652	0.96391666	0.8549875
buis/noun	0.9693673	0.95338213	0.96617055	0.9283495	0.9075473	0.93967867	0.9389299	0.933035	0.90212655	0.99002206	0.9315817	0.8927038	0.9010303	0.8940568	0.8901159	0.8676755	0.8841891	0.8275679	0.8939939	0.9014624	0.9060716	0.8782373	0.8402537	0.0	0.865373	0.8497753	0.82175493	0.87073106	0.9291969	0.8440076	0.810612	0.9382447	0.80389553	0.90307075	0.86220026	0.74679255	0.84483886	0.8532311	0.73010623	0.9021161	0.9428607	0.91737723	0.87067914	0.9238782	0.9493413	0.7742725	0.90072346	0.9251611	0.7592509	0.96406054	0.7976422	0.95511544	0.95052963	0.9492716	0.906781	0.79153615	0.73736405	0.8455454	0.90990114	0.84347045	0.8122761	0.9724254	0.8981649	0.8820761	0.83446574	0.8427961	0.8075469	0.91551256	0.8805253	0.905069	0.91788495	0.8169471	0.93845505	0.92984676	0.91802096	0.86351264	0.92113674	0.9472428	0.7833065	0.762826	0.92576844	0.8637981	0.8360189	0.8583759	0.8797935	0.95566297	0.7282195	0.9555661	0.9441446	0.95050627	0.90083563	0.93617207	0.90048414	0.8634505	0.89081407	0.82344246	0.9024913	0.93122536	0.8216634	0.8767983	0.9148755	0.6694766	0.9258182	0.89059263	0.8591208	0.91767055	0.9381056	0.9463895	0.91225195	0.8605868	0.8972049	0.89886564	0.9077228	0.7583685	0.8878138	0.9369689	0.9238796	0.88233125	0.85075366	0.84054244	0.88779813	0.9167914	0.86237776	0.8963421	0.87422705	0.79326427	0.8775832	0.92291945	0.795377	0.85231596	0.84840226	0.90675896	0.9283832	0.83857626	0.97890675	0.93964565	0.8126467	0.863981	0.8663996	0.8096906	0.73867434	0.88751984	0.9228277	0.7987051	0.8140066	0.78364646	0.90943134	0.8640711	0.87150395	0.8529687	0.92005897	0.86046535	0.9279192	0.92220986	0.82578385	0.89757466	0.874978	0.8510629	0.8704823	0.8377801	0.9506994	0.8640067
centraal/adj	0.95950663	0.9588223	0.9627887	0.90729505	0.8433616	0.8869853	0.9245576	0.9390758	0.8477714	1.0	0.89365125	0.8610711	0.84547716	0.90607613	0.8849093	0.7670262	0.8125726	0.9621852	0.8897501	0.8913825	0.81329334	0.94499534	0.8950137	0.865373	0.0	0.78508043	0.70501256	0.7825234	0.91075253	0.8093313	0.76044494	0.9002989	0.7739787	0.86338544	0.8538032	0.73597765	0.9183576	0.90142906	0.6837257	0.8401989	0.92916036	0.9081591	0.86632234	0.90093964	0.95423293	0.7872715	0.8363622	0.94825864	0.88238424	0.9547611	0.86111236	0.94742423	0.9469708	0.8971741	0.9231508	0.90781397	0.8505446	0.86927676	0.9202223	0.8398949	0.8296925	0.9590362	0.8966099	0.877471	0.79399097	0.8048427	0.8149705	0.9154142	0.80526793	0.89082664	0.868691	0.9179848	0.92863023	0.920828	0.88885975	0.8753863	0.93538314	0.94673204	0.85804224	0.84427536	0.9052729	0.85925233	0.8842434	0.91094965	0.85911393	0.9214656	0.8097692	0.9470789	0.89896584	0.92972225	0.8936689	0.93073106	0.89603096	0.81818277	0.85667235	0.83151114	0.8302947	0.9419649	0.9041239	0.85208654	0.8554704	0.8626857	0.83656	0.92079246	0.8269316	0.95984626	0.90619916	0.9124464	0.7877917	0.82772017	0.935452	0.83805525	0.79034066	0.8709567	0.77333325	0.8854952	0.91641974	0.9054091	0.8505261	0.84698665	0.8892422	0.9080637	0.85723317	0.8824777	0.8841256	0.8333992	0.88451463	0.89859664	0.80650294	0.72031265	0.86355424	0.8499752	0.9366195	0.8237534	0.94664747	0.93181556	0.85568947	0.85133445	0.83305	0.86454654	0.79137814	0.7825089	0.90019655	0.83345324	0.8513833	0.7476385	0.82872057	0.7915253	0.86969256	0.89335495	0.853368	0.8128964	0.95232564	0.92119086	0.8301492	0.87430024	0.84920746	0.8878707	0.85164154	0.81179476	0.9453095	0.8131625
combineer/verb	0.91884404	0.9074043	0.9283426	0.8955646	0.8842149	0.8867701	0.9475887	0.9645261	0.8598651	0.97194844	0.89795846	0.8695151	0.7078911	0.895571	0.8276762	0.8051738	0.8041809	0.92896265	0.8709017	0.8695217	0.8024734	0.8738106	0.88706625	0.8497753	0.78508043	0.0	0.8061558	0.7942229	0.89781034	0.79238325	0.7517929	0.8960804	0.8274727	0.77586365	0.80222106	0.7253728	0.8878506	0.84970367	0.54548347	0.8098017	0.95218444	0.85284734	0.84224063	0.91315234	0.9493092	0.73643684	0.78680646	0.93472195	0.79224735	0.8774231	0.8573329	0.9557282	0.93054736	0.9348638	0.92377806	0.9130033	0.805189	0.85179096	0.8701638	0.7581047	0.85771024	0.96371406	0.828348	0.69665504	0.83962303	0.8065654	0.8417053	0.8130681	0.74838185	0.8217831	0.6984905	0.8999311	0.8831841	0.8811967	0.80821896	0.8154242	0.9122842	0.9169376	0.78946704	0.8185501	0.90326995	0.8125903	0.8902001	0.8880452	0.7458473	0.9164669	0.6976259	0.94165653	0.8506774	0.92812276	0.90230477	0.8865245	0.8176873	0.8077116	0.79675525	0.8825299	0.7932601	0.8936043	0.8616	0.86652267	0.9180973	0.8648156	0.8709942	0.8667027	0.8016521	0.9557315	0.92773414	0.928269	0.8458379	0.822634	0.8705568	0.8020946	0.80689085	0.8087957	0.80115545	0.8867539	0.7986088	0.8880446	0.8674364	0.88621783	0.8335974	0.8619518	0.85808134	0.7738718	0.8060199	0.8435443	0.81631607	0.8572458	0.7975594	0.7483804	0.7716412	0.8361389	0.8973434	0.8129914	0.9514303	0.87072444	0.85172486	0.75541973	0.81166077	0.82578987	0.6637186	0.7991636	0.8321351	0.78607	0.75545746	0.6770223	0.8955505	0.77247906	0.885723	0.78567064	0.89395845	0.81168115	0.97670954	0.9075225	0.87642145	0.87767786	0.84245884	0.83838046	0.7853931	0.7666279	0.85995334	0.8243106
