	Aalsterse/adj	Australisch/adj	Brabants/adj	Duitser/noun	Engelstalig/adj	Nederlandstalig/adj	Romein/noun	aan/adj	aangepast/adj	aantal/noun	accent/noun	actualiteit_programma/noun	advertentie/noun	affiche/noun	afkomst/noun	afstandelijkheid/noun	alleen/adv	alles/noun	altijd/adv	alweer/adv	ander/adj	anderzijds/adv	aspect/noun	auteur/noun	auto_wrak/noun	avond/noun	bang/adj	basis_regel/noun	bedoeling/noun	beetje/noun	begin/verb	bekendheid/noun	belediging/noun	belicht/adj	belicht/verb	ben_uit/verb	bepaal/verb	beperkt/adj	bevat/verb	bezie/verb	bezorgd/adj	bijtend/adj	blauw/adj	blijf_achter/verb	bom_vol/adj	bouw_op/verb	breed/adj	buis/noun	cabaret/noun	campagne/noun	centraal/adj	charme_zanger/noun	clerus/noun	cliché/noun	combinatie/noun	combineer/verb	conventie/noun	cool/adj	creëer/verb	cynicus/noun	dan/adv	decor/noun	deel/noun	dergelijk/adj	detective/noun	deugdzaam/adj	diagonaal/adj	dien_in/verb	dikwijls/adj	discriminatie/noun	doek/noun	doordrenkt/adj	draag_uit/verb	drama/noun	drijf/verb	drijf_op/verb	durf/noun	dusverre/adv	eenzaam/adj	eeuwig/adj	eindeloos/adj	er/adv	ere_plaats/noun	ernst/noun	etalage_pop/noun	even/adj	fel/adj	fiets/verb	film/noun	film_zaal/noun	flankeer/verb	flink/adj	flyers/noun	folder/noun	gebruik/verb	gedempt/adj	geest/noun	gehard/adj	gekleurd/adj	geluid_effect/noun	geneigd/adj	geplaatst/adj	gesluierd/adj	getal/noun	gevoel/noun	gewaarwording/noun	geweigerd/adj	gewoonte/noun	goedmoedig/adj	groot_macht/noun	halfnaakt/adj	hang/adj	hang/verb	hang_op/verb	heb_op/verb	heilig/adj	helder/adj	hier/adv	high_tech/adj	hilarisch/adj	honderden/noun	hoogdravend/adj	hoon/noun	hoor/verb	humor/noun	indruk/noun	industrieel/adj	ingebouwd/adj	ingehouden/adj	intelligent/adj	introduceer/verb	inventief/adj	ironie/noun	jazz/noun	kaars/noun	kant_DIM/noun	keel/noun	keer/noun	keer_terug/verb	kijk_aan/verb	kijk_terug/verb	kijker/noun	kinderachtig/adj	klacht/noun	klein/adj	kleurrijk/adj	kom_over/verb	komedie/noun	krachtig/adj	kwaad/adj	laat_los/verb	lach/noun	lamp/noun	lawaaierig/adj	leerling/noun	leg_in/verb	letter_DIM/noun	lezer/noun	licht/adj	licht/noun	lijk/verb	linker_oog/noun	loop/verb	lucht/noun	maak/verb	macho/noun	manier/noun	mannelijk/adj	medium/noun	meisje/noun	mengeling/noun	mengsel/noun	menselijk/adj	mikpunt/noun	mild/adj	minachting/noun	moet_in/verb	moment/noun	monarchie/noun	monster/noun	montage/noun	morgen/adv	morgen/noun	multicultureel/adj	muur/noun	nationaal/adj	natuur_gebied/noun	neig/verb	niet_commercieel/adj	nieuw/adj	nieuwsgierigheid/noun	nostalgie/noun	omgeving/noun	omstreden/adj	onbedaarlijk/adj	ondergraaf/verb	ondervrager/noun	onderwerp/noun	onderzoeker/noun	ongestraft/adj	onmiddellijk/adj	ontlok/verb	onttrek/verb	oog/noun	oog_klep/noun	oppositie/noun	optimisme/noun	ouder/noun	overal/adv	overdrijf/verb	overspoel/verb	paar/noun	partij_voorzitter/noun	paus/noun	plaats/noun	plafond/noun	plots/adj	podium/noun	politicus/noun	pose/noun	precair/adj	precies/adv	prent/noun	priem/verb	productie_huis/noun	prognose/noun	publiek/adj	publiek/noun	raciaal/adj	racistisch/adj	radio/noun	ragfijn/adj	ranzig/adj	reactie/noun	reclame/noun	reclame_blok/noun	reddeloos/adj	reeks/noun	respons/noun	richt/verb	rijp/adj	roep_op/verb	rondleiding/noun	rood/adj	samenleving/noun	schemer_door/verb	schets/verb	schrijven/noun	schrijver/noun	senator/noun	serieus/adj	sla_gade/verb	slechts/adv	smeul/adj	socialistisch/adj	soort/noun	speel_af/verb	speel_toneel/verb	spreek_in/verb	sta/verb	sta_los/adj	steevast/adj	stem/noun	stink/adj	storend/adj	studio/noun	suggestief/adj	surrealistisch/adj	symboliek/noun	tafereel/noun	tegelijkertijd/adj	televisie/noun	televisie_omroep/noun	terloops/adj	tot/adv	treed_op/verb	tv/noun	uit/adj	understatement/noun	vaak/adj	vanavond/adv	varieer/verb	vee_handelaar/noun	veiling/noun	verander/verb	verblind/adj	verdwijn/verb	verholen/adj	verkeerd/adj	verlangen/noun	veroorzaak/verb	vertolkt/adj	verwondering/noun	vind_goed/verb	vleugel/noun	vloer/noun	voeg_toe/verb	voer_op/verb	vol/adj	vooral/adv	vooroordeel/noun	voorwerp/noun	vrolijk/adj	vuur/noun	waarschuw/verb	wapen/noun	web_site/noun	weer/adv	weerszijden/noun	weiger/verb	welbewust/adj	wereld_pers/noun	wereld_top/noun	wijsheid/noun	wijze/noun	wil/noun	wild/adj	wonder/noun	word/verb	zelf/adv	zelfportret/noun	zelfs/adv	zend_uit/verb	zicht/noun	zie/verb	zijkant/noun	zo/adj	zo/adv	zoek_tocht/noun	zweem/noun
Aalsterse/adj	0.0	0.9527811	0.9150369	0.92851925	0.97422373	0.9335563	0.95232886	0.9526635	0.979441	0.95606905	0.97217643	0.98951113	0.9615131	0.936859	0.9181239	0.9753646	0.96758085	0.9743222	0.95368266	0.9633816	0.9737733	0.9473099	0.9659064	0.9505401	0.96551114	0.9424381	0.97583944	0.94605803	0.9732089	0.9577157	0.9338249	0.961521	0.9665312	0.9049617	0.93447006	0.9631158	0.9703655	0.96625954	0.9588279	0.9672088	0.95462686	0.97237515	0.98028123	0.94454646	0.9062924	0.9760699	0.9833747	0.97433126	0.9839268	0.9574815	0.9435071	0.91030824	0.9832002	0.9526946	0.98097104	0.96727914	0.9633286	0.9703472	0.9451604	0.99571633	0.977539	0.98335916	0.9800557	0.97906506	0.97449183	1.0	0.9857531	0.9388551	0.97105867	0.96106863	0.94936883	0.9964057	0.9754366	0.96810997	0.9467767	0.98264414	0.9845963	0.9549496	0.9560661	0.9802583	0.98886234	0.93579435	0.91966647	0.97185636	0.99291795	0.95876133	0.95649993	0.9432857	0.9603459	0.962514	0.95468915	0.96407354	0.9703036	0.95667017	0.97932774	0.963346	0.9694877	0.9883868	0.9787351	0.9878212	0.9829471	0.97511035	0.9733982	0.98783565	0.9399357	0.99995965	0.97907317	0.96927387	0.9953401	0.98231304	0.9620329	0.9893105	0.9775517	0.9242262	0.9563517	0.9608708	0.98524076	0.9558518	0.9864243	0.9560142	0.94923383	1.0	0.93351036	0.9624482	0.9574346	0.9289752	0.96619534	0.9897276	0.9740773	0.9628772	0.96589	0.9672463	0.97678065	0.94037575	0.96541005	0.93605936	0.95629764	0.94565445	0.9235213	0.93105394	0.9429015	0.9564119	0.9801048	0.9545715	0.97083384	0.95951474	0.89688975	0.9604324	0.982183	0.9619471	0.9799996	0.9638199	0.9499123	0.9868787	0.9520741	0.9428238	1.0	0.9645092	0.96985596	0.9518446	0.961224	0.99988675	0.9175768	0.9983563	0.98233396	0.9521961	0.97648734	0.9721136	0.9887588	0.966846	0.9600623	0.98216474	0.96855086	0.96478915	0.9717991	0.9927154	0.9326464	0.9665822	0.985837	0.98484033	0.9756432	0.9309876	0.9254956	0.9824699	0.98476017	0.92822874	0.9711161	0.96113956	0.99937636	0.9660538	0.9938738	0.9819849	0.953886	0.96149397	1.0	0.97655433	0.9984225	0.9808384	0.96945333	0.9593904	0.9456568	0.9612021	0.9862572	0.9693254	0.9362676	0.9404336	0.96494186	0.9656505	0.9710847	0.97835916	0.9318668	0.97098947	0.9614086	0.976758	0.949771	0.95981735	0.9110596	0.9242213	0.95511323	0.934804	0.9644034	0.9424379	0.939779	0.9893996	0.9467041	0.9729828	0.9673819	0.9567463	0.9999039	0.96708095	0.94217765	0.9901951	0.97789836	0.9664041	0.9772142	0.9899662	0.9747735	0.9587137	0.9910738	0.9736893	0.9347457	0.9596946	0.9373176	0.9405287	0.9685302	0.97769046	0.9521715	0.97084594	0.9631632	0.9370631	0.98045504	0.93694484	0.9625299	0.9856115	0.97462916	0.9800864	0.95278066	0.97602063	0.9744311	0.9380814	0.99308634	0.93467367	0.9597997	0.9998366	0.9696698	0.9726098	0.9933603	0.9674752	0.9930114	0.9769299	0.9897633	0.98981124	0.9923751	0.97110116	0.9680071	0.92269045	0.9674321	0.95352024	0.98571575	0.9857452	0.9087328	0.9518659	0.96124184	0.94771415	0.96692145	0.94121885	0.9420975	0.9972863	0.9543139	0.9547606	0.9717723	0.94885916	0.9514893	0.9766376	0.9655063	0.93002737	0.9360979	0.9426429	0.9706679	0.9656376	0.94302315	0.97917455	0.9735842	0.97473353	0.9319094	0.97589785	0.9751158	0.9622316	0.9947058	0.9497016	0.9226582	0.97776175	0.96675885	0.9773676	0.97000104	0.94345045	0.9670466	0.98087835	0.91898996	0.9798725	0.95434594	0.95747054	0.9466174	0.9759642	0.96438587	0.9756029	0.9790154	0.9976455	0.959572	0.9910577
Australisch/adj	0.9527811	0.0	0.87986374	0.8171483	0.9042652	0.9025117	0.94892925	0.9315931	0.9546886	0.8622432	0.94783425	0.96382904	0.93157387	0.9116076	0.8788254	0.97675216	0.9293977	0.9482298	0.9572313	0.8925935	0.94476825	0.9455782	0.9764602	0.8770294	0.98215985	0.9253454	0.9496831	0.95897204	0.9589909	0.95655644	0.8858549	0.92455274	0.9319053	0.9575345	0.9567444	0.9154749	0.9452037	0.88040906	0.8545288	0.9554704	0.93462056	0.92675054	0.93280894	0.89281994	0.94467044	0.9178687	0.8818649	0.9354229	0.9443143	0.9126439	0.8931452	0.9565957	0.98864275	0.94793034	0.91193664	0.9184427	0.92704064	0.93982905	0.910553	0.9670946	0.9905111	0.945192	0.91968685	0.935352	0.9330318	1.0	0.9961611	0.90578336	0.9618241	0.9549766	0.90726423	0.9853438	0.9497524	0.8690273	0.9200625	0.9115623	0.9656648	0.9043652	0.9424825	0.92782706	0.9359619	0.846743	0.9504692	0.96530885	0.9756022	0.97040945	0.94232816	0.9165324	0.86256444	0.9575815	0.959929	0.9147688	0.96673816	0.9464843	0.9136618	0.9794569	0.93996656	0.973866	0.9266956	0.9983893	0.97505164	0.8589742	0.97986454	0.8825516	0.97617316	0.9809992	0.9700497	0.97187054	0.99090534	0.9303663	0.9275377	0.987254	0.89964867	0.94091827	0.9428885	0.93395865	0.95367134	0.95006686	0.955711	0.8919614	0.927375	0.9791005	0.9822088	0.9481893	0.9567744	0.9464229	0.9108833	0.9584881	0.9688493	0.94783473	0.89521116	0.9661907	0.962537	0.92020315	0.92706054	0.97008747	0.9312178	0.8965747	0.88971084	0.93066144	0.9327397	0.8370842	0.94975656	0.9095596	0.9176276	0.9426807	0.90004367	0.87190914	0.9146549	0.94281304	0.9329088	0.95851886	0.91307306	0.97586256	0.8355967	0.9457489	0.976276	0.90709466	0.8568156	0.9665513	0.93738234	1.0	0.9243382	0.93580115	0.9527296	0.97620916	0.9680628	0.919863	0.9393227	0.8697639	0.9572224	0.95391417	0.952984	0.94854295	0.9418536	0.9608585	0.93396735	0.95499754	0.93406516	0.95239806	0.93238246	0.9097988	0.9194711	0.9764771	0.96341616	0.9101899	0.9227613	0.9632982	0.97049326	0.93422306	0.9604688	0.9613683	0.9504058	0.92117596	0.93026835	0.97716296	0.9619001	0.9413183	0.8964321	0.98309547	0.9394839	0.96325356	0.9660958	0.95405215	0.9774326	0.9296928	0.9072492	0.9249376	0.96118504	0.93636763	0.93115854	0.95184433	0.9690831	0.9363731	0.89700747	0.9488092	0.9252989	0.9444206	0.94620353	0.9725853	0.98417306	0.87463164	0.92288476	0.9788675	0.94497347	0.9063865	0.9316124	0.9211111	0.9841814	0.9402324	0.927833	0.98947215	0.95994294	0.95404464	0.8786421	0.9814446	0.98695296	0.90482664	0.97872776	0.93337387	0.9628817	0.9079469	0.95664537	0.9202162	0.96630454	0.9498745	0.93540245	0.9301241	0.898291	0.91328377	0.9576501	0.95363736	0.75557333	0.97357637	0.93985516	0.93518937	0.9077489	0.9894763	0.95482695	0.9203967	0.99456656	0.92562616	0.8024468	0.9829903	0.9551524	0.9338455	0.97000384	0.9349497	0.96844584	0.9473857	0.9345431	0.9149699	0.95440805	0.97642845	0.8616736	0.88971555	0.92898315	0.9008025	0.96624815	0.97009766	0.91947204	0.83433205	0.9632179	0.87061423	0.931374	0.9476573	0.8698758	0.96287674	0.970304	0.93464726	0.9213713	0.8891227	0.9648333	0.993744	0.9628505	0.8905838	0.92801464	0.86668706	0.9266902	0.9428489	0.9414432	0.92649883	0.9247239	0.9533589	0.92886037	0.9037292	0.92356706	0.9608394	0.9737957	0.91613966	0.9896233	0.9740971	0.90843886	0.9673048	0.9372217	0.95405805	0.90059036	0.93271756	0.89356923	0.9510952	0.93317866	0.89667976	0.9222764	0.9579059	0.96525425	0.95906055	0.95678866	0.9905143	0.9437332	0.96081746
Brabants/adj	0.9150369	0.87986374	0.0	0.8616153	0.9739522	0.9361508	0.96023023	0.92664003	0.9620948	0.94496816	0.96322125	0.9746353	0.9359986	0.93798125	0.90773016	1.0	0.9442447	0.9553486	0.9840474	0.9061686	0.9765375	0.95388377	0.95522064	0.9203827	0.96078026	0.9196559	0.9418394	0.99086195	0.9622042	0.9595769	0.8845301	0.9408174	0.9747768	0.9766247	0.9545342	0.9370856	0.941768	0.9494098	0.9217541	0.94898456	0.93273854	0.9739082	0.9484374	0.9003312	0.9415164	0.94205016	0.9416348	0.9621623	0.9701403	0.92643154	0.9296612	0.94526356	0.9989314	0.96328235	0.9260091	0.9443568	0.95545834	0.9763857	0.9196274	0.99185777	0.9780259	0.9429768	0.91767836	0.9599211	0.94340014	1.0	0.9811787	0.9136329	0.9653363	0.97763443	0.93357563	0.9757604	0.951235	0.9413787	0.93621117	0.94756836	0.9543717	0.94068843	0.9473618	0.9469696	0.94064903	0.9387996	0.90449774	0.9293528	1.0	0.9506662	0.907396	0.8756505	0.94165456	0.9578418	0.9328193	0.9212215	0.98795927	0.94915044	0.97088766	0.9696812	0.957461	0.99623936	0.9565791	0.9939951	0.9607364	0.88933814	0.99231344	0.969314	0.9428396	1.0	0.98513347	0.93980604	0.99168706	0.9713088	0.9766957	0.9790529	0.937049	0.93953156	0.94997704	0.93285227	0.9589065	0.9449363	0.97488356	0.9499516	0.9447033	0.97788036	0.98445815	0.94901145	0.9501323	0.94307345	0.9297149	0.961818	0.98130953	0.9575433	0.91931486	0.9743299	0.96583176	0.9308378	0.97722983	0.97346175	0.89527214	0.8672876	0.9079331	0.92064345	0.91289717	0.9288918	0.9717467	0.9271941	0.9477035	0.97499454	0.8887643	0.9482612	0.9644418	0.9258561	0.91751534	0.9511564	0.9004458	0.9705102	0.898178	0.9558115	0.9538085	0.9485327	0.9225297	0.971476	0.94936854	0.97446024	0.8982886	0.9400919	0.95061994	0.94821435	0.9650896	0.9403099	0.97373843	0.88573	0.9675542	0.9876316	0.974396	0.9736892	0.94140905	0.9872886	0.9293739	0.95020044	0.96606106	0.98904634	0.9647306	0.88399607	0.9192177	0.9705311	0.95418537	0.8615818	0.89956355	0.95363414	0.98592216	0.95178694	0.97707444	0.98627406	0.8987653	0.93025774	0.98339254	0.9878984	0.99037266	0.94610184	0.9364985	0.96907014	0.92777884	0.96909857	0.9503848	0.93820935	0.9789567	0.9584271	0.9726678	0.9340681	0.9406741	0.9568516	0.9601936	0.9451179	0.95404077	0.92344576	0.8398796	0.9811128	0.92199534	0.91208446	0.9414261	0.9954197	0.9726199	0.91554254	0.92267233	0.97644794	0.9803873	0.9135853	0.94110525	0.9333605	0.96830016	0.93582344	0.95276093	0.97751325	0.96899515	0.9491732	0.93601626	0.98980075	0.99064404	0.8988833	0.97771055	0.92064464	0.94633204	0.9432503	0.9483719	0.90905505	0.97874975	0.9673172	0.9454673	0.977368	0.9123703	0.95348525	0.93745345	0.9720271	0.92256725	0.98613745	0.95227826	0.9436187	0.9365725	0.9980805	0.9705634	0.9056108	0.9907647	0.92109686	0.9295361	0.961032	0.9629912	0.9637384	0.9948627	0.96910965	0.98588383	0.9290597	0.9361972	0.9589806	0.9975219	0.9808937	0.93138057	0.9151552	0.9577007	0.8987156	0.9882133	0.97884154	0.9015864	0.9607472	0.9618693	0.91865754	0.9541539	0.93691254	0.90884817	0.9657458	0.9382663	0.9919192	0.9263927	0.9546071	0.94820654	0.9608777	0.9546063	0.95656073	0.9343547	0.9181062	0.9161491	0.95170975	0.9718394	0.96221817	0.9492797	0.96324337	0.94484866	0.9523337	0.94118166	0.95871156	0.99017984	0.92678565	0.96645784	0.96910375	0.9188508	0.9729001	0.9194697	0.95840687	0.93711436	0.94662654	0.87747926	0.93310666	0.94022477	0.9288061	0.94190305	0.94298595	0.93906623	0.98972255	0.9646664	0.97611034	0.9440811	0.99497104
Duitser/noun	0.92851925	0.8171483	0.8616153	0.0	0.96100634	0.9209914	0.93861085	0.91557515	0.9612754	0.87372035	0.92289513	0.9689044	0.91539645	0.9038693	0.79307353	0.9729199	0.91987145	0.94742876	0.9022613	0.8721378	0.928031	0.9419385	0.9607173	0.8701274	0.9647958	0.91101956	0.9297883	0.9746448	0.94590974	0.9196081	0.8251186	0.91608983	0.90302145	0.99913657	0.93428904	0.8963598	0.8809936	0.92665195	0.8871893	0.9450517	0.9290249	0.95410734	0.92095757	0.8846596	0.9510532	0.8962602	0.9409571	0.9548091	0.9348131	0.9302788	0.8867101	0.8991618	0.9996761	0.9464889	0.9178867	0.9282536	0.9007009	0.95160526	0.8956416	0.96838737	0.9558435	0.9477223	0.9119224	0.94320977	0.9628398	0.99866885	0.9729896	0.89156914	0.94202936	0.9594641	0.8551512	0.9828725	0.94622225	0.92005396	0.8877367	0.9070945	0.9628223	0.9308899	0.94036055	0.9203591	0.9197726	0.8906916	0.9371626	0.947022	0.9846335	0.90584683	0.90760744	0.8820906	0.89611936	0.9690158	0.92560995	0.91143644	0.97674936	0.9385662	0.90644777	0.9535074	0.9059763	0.96980643	0.9293461	0.98589134	0.9654999	0.86790353	0.9738825	0.93601215	0.93288344	0.98399407	0.9817662	0.9456666	0.9730681	0.92843056	0.9587785	0.9335545	0.88494426	0.91473186	0.9199433	0.91393656	0.9286144	0.9068376	0.9757938	0.9257087	0.9096229	0.99844635	0.9591739	0.926255	0.94607836	0.90201986	0.90288687	0.9605051	0.9771512	0.9471752	0.87286437	0.98548806	0.9513432	0.9392651	0.94908863	0.9476329	0.89785105	0.85680497	0.81404775	0.90492326	0.88103247	0.90021163	0.9678125	0.9117386	0.9081809	0.9221991	0.8500082	0.933433	0.91364896	0.94310266	0.93686634	0.9519874	0.885083	0.9537812	0.87190366	0.98208797	0.97379714	0.9223251	0.8587104	0.93883336	0.9041935	0.97241384	0.8991535	0.91902363	0.8856916	0.9397418	0.9223333	0.9202565	0.92402583	0.9209803	0.9244451	0.97277886	0.9281893	0.9556545	0.90278584	0.963606	0.9041922	0.8925115	0.93314594	0.95824	0.98081124	0.8542296	0.9297083	0.97625697	0.9198066	0.8859403	0.9323882	0.9761619	0.9821709	0.9328783	0.9443088	0.9266739	0.91106737	0.895986	0.9862991	0.9791406	0.95315355	0.9390476	0.9334529	0.9797449	0.9105553	0.9698183	0.929618	0.89995974	0.9595643	0.9494433	0.9325396	0.9026792	0.928017	0.94556814	0.93394405	0.9176177	0.92816263	0.9040955	0.84992504	0.9600556	0.8728626	0.919011	0.88432467	0.98204094	0.96221995	0.8928725	0.94106686	0.9615808	0.9830387	0.93098676	0.9206223	0.90220875	0.9536533	0.91625655	0.9282217	0.9950554	0.9564053	0.92475414	0.93433607	0.98705155	1.0	0.9237178	0.97569627	0.9073194	0.9514432	0.8904183	0.96750975	0.8828236	0.93995637	0.91994756	0.8954526	0.9365409	0.84727746	0.89677453	0.9335976	0.9415731	0.8340703	0.98279035	0.9074233	0.91328675	0.8514164	0.9817534	0.95877326	0.8716476	0.9707687	0.9186659	0.8453429	0.9584438	0.97396123	0.94055545	0.9670763	0.9415679	0.9582295	0.9198781	0.9154419	0.93363804	0.9900444	0.970607	0.91202414	0.91497904	0.9367429	0.8809487	0.9549042	0.9449726	0.8981703	0.91839147	0.95306027	0.8944018	0.9061916	0.9435601	0.8606771	0.9867184	0.90142536	0.9384181	0.8788509	0.93989307	0.9572415	0.9580497	0.93939996	0.9091567	0.89970887	0.89099044	0.90735644	0.9245532	0.94272083	0.94291824	0.91033715	0.9193216	0.9055622	0.9240861	0.92655414	0.89898014	0.960151	0.8762973	0.95406294	0.9661535	0.9328828	0.9846442	0.88961744	0.94879115	0.89337003	0.86601126	0.7809264	0.9147429	0.90338695	0.85994786	0.9287187	0.94330686	0.9366145	0.9648465	0.97021544	0.98542064	0.94391954	0.9795432
Engelstalig/adj	0.97422373	0.9042652	0.9739522	0.96100634	0.0	0.9275544	0.9780154	0.9809646	0.9490066	0.93373847	0.93106866	0.9673414	0.96207714	0.92677045	0.95473415	0.9957473	0.9651547	0.989197	0.93723786	0.9414461	0.91084313	0.9531689	0.9541935	0.89483774	0.9923944	0.94478345	0.95601606	0.9673094	0.9814975	0.9099703	0.9095381	0.9144744	0.97077394	0.9242907	0.9291631	0.9509302	0.9817796	0.9720726	0.93513215	0.94625074	0.9807033	0.99506694	0.9540043	0.96003133	0.9808877	0.9576545	0.966323	0.9189453	0.9510821	0.9525304	0.95510006	0.9853753	0.9923611	0.9179783	0.9709364	0.940244	0.9787743	0.9668054	0.96219003	0.9979345	0.98489547	0.9313623	0.9482641	0.97650117	0.96068203	0.95289195	0.9831433	0.95344657	0.9152067	0.9849557	0.933967	0.9791337	0.9747622	0.9047563	0.9447021	0.9685441	0.9813182	0.957505	0.9613218	0.96255785	0.91573584	0.964697	0.9810559	0.96121174	0.9887953	0.9870514	0.9236413	0.96405846	0.86219287	0.9725058	0.9759754	0.9492775	0.99262905	0.98201007	0.9497209	0.98571783	0.9697383	0.9171434	0.9253497	0.98697984	0.96629786	0.9669709	0.96951485	0.9579874	0.9246534	0.99900806	0.9933748	0.9764261	0.883997	0.96326995	0.98601824	0.98718446	0.9638804	0.9508759	0.9191447	0.95793575	0.9730602	0.97010446	0.98644006	0.89383227	0.9671565	0.9589484	0.99940044	0.9144931	0.97082394	0.9406859	0.9738472	0.9931207	0.9776875	0.97694486	0.92988515	0.97337866	0.96759033	0.93509895	0.9520329	0.98817915	0.9773377	0.96276647	0.9462608	0.9734821	0.9782811	0.9377831	0.99181193	0.9544838	0.9566217	0.9757977	0.9526456	0.88062465	0.92263806	0.96277845	0.9585625	0.980545	0.9644287	0.9694936	0.94939893	0.9887853	0.9925133	0.9350805	0.97606707	0.96742487	0.9190794	0.995975	0.96114695	0.9446575	0.9550718	0.9831416	0.95469415	0.9459867	0.9274993	0.96478426	0.9418332	0.9214604	0.9886383	0.9770011	0.97806	0.9769718	0.9675452	0.9500012	0.9663562	0.9377183	0.95231134	0.9534844	0.96322596	0.9557011	0.9741666	0.9596828	0.9496705	0.94352335	0.9923571	0.9425963	0.98337686	0.95755684	0.94947684	0.9550729	0.9988021	0.96647656	0.99597764	0.960583	0.9769819	0.96189606	0.9613262	0.9563565	0.95183253	0.9614973	0.9931247	0.9858685	0.96245825	0.9686797	0.93930805	0.9883666	0.8891227	0.95215136	0.99198645	0.94366556	0.98154795	0.9811783	0.97633696	0.9273044	0.97822547	0.9793143	0.9906509	0.95604306	0.91047716	0.99026114	0.95878184	0.9607537	0.91374654	0.9610139	0.980144	0.9534174	0.93250465	0.97864586	0.9998522	0.9578009	0.8447895	0.95393026	0.99635476	0.9331731	0.98094565	0.9687438	0.9943666	0.94356304	0.9493251	0.9801149	0.94104594	0.98312885	0.9464369	0.95859146	0.9128351	0.9722708	0.95414424	0.96309775	0.94849366	0.9970502	0.9700051	0.9456651	0.870369	0.9722664	0.93442917	0.9719748	0.9963745	0.977582	0.9380764	0.98786503	0.9953527	0.92048514	0.9991026	0.94049263	0.98149127	0.9159229	0.97854424	0.93065	0.8759135	0.9790894	0.95862967	0.9047812	0.9171914	0.9575963	0.9694381	0.9182324	0.9357316	0.958615	0.97787285	0.9479618	0.9562568	0.9942186	0.9302348	0.9840374	0.9028181	0.9711608	0.9564579	0.9635955	0.98375887	0.9906986	0.9680898	0.9505464	0.95957345	0.9439859	0.9505539	0.89926565	0.9425623	0.9619651	0.9557731	0.97463965	0.9501939	0.9329368	0.9269575	0.9730677	0.99335694	0.95706505	0.9688328	0.9649456	0.9678255	0.9585892	0.9742009	0.9549389	0.93631196	0.9519114	0.93394274	0.9565307	0.93484384	0.95366853	0.87640345	0.9808655	0.9351379	1.0	0.9472903	0.9829855	0.9633353	0.99293983
