	&/name	't/name	1ste/num	2001/noun	25/num	2de/num	3de/num	4/noun	8/noun	Aalsterse/adj	Afrit/name	Australisch/adj	Barcelona/name	Berlijn/name	Brabants/adj	Brits/adj	Bush/name	Castro/name	Champion/name	Chaplin/name	Clarke/name	Duitser/noun	Easy/name	Engelstalig/adj	Euro2000/name	Europees/adj	Filip/name	Gerets/name	Gerrit/name	Grim/name	Harris/name	Het/name	Hoet/name	Hollywood/name	India/name	Istanboel/name	Jet/name	Kamp/name	Komrij/name	Matthau/name	Mendoza/name	Meyde/name	Moët/name	Nederland/name	Nederlands/adj	Nederlandstalig/adj	Noorderlicht/name	Osama/name	PROV/name	Pavel/name	Real/name	Romein/noun	Romeo/name	Siza/name	Stedelijk/name	Tolstoj/name	Torhout/name	Tories/name	Van/name	Walter/name	Will/name	aan/adj	aan/part	aan/prep	aangepast/adj	aantal/noun	abstract/adj	accent/noun	achteren/adv	achttien/num	actualiteit_programma/noun	advertentie/noun	affiche/noun	afkomst/noun	afstandelijkheid/noun	al/adv	alle/det	alleen/adj	alleen/adv	allegorische/adj	allereerste/num	alles/noun	als/comp	als/prep	altijd/adv	alweer/adv	ander/adj	anderzijds/adv	angst/prep	artikel/noun	aspect/noun	auteur/noun	auto_wrak/noun	avond/noun	bakstenen/adj	bang/adj	basis_regel/noun	bedoeling/noun	beeld/noun	beetje/noun	begin/verb	bekendheid/noun	belangstelling/noun	belediging/noun	belicht/adj	belicht/verb	ben/verb	ben_uit/verb	bepaal/verb	bepaald/adj	beperkt/adj	betrokkenheid/noun	bevat/verb	bezie/verb	bezoeker/noun	bezorgd/adj	bied/verb	bij/prep	bijtend/adj	binnen/adv	blauw/adj	blijf_achter/verb	bom_vol/adj	bouw_op/verb	bovendien/adv	breed/adj	buis/noun	buitenlands/adj	cabaret/noun	campagne/noun	centraal/adj	charme_zanger/noun	clerus/noun	cliché/noun	code/noun	collega/noun	combinatie/noun	combineer/verb	conventie/noun	cool/adj	creëer/verb	cynicus/noun	daarmee/pp	daarvoor/pp	dag/noun	daglicht/noun	dan/adv	dan/comp	dan/comparative	dat/comp	dat/det	dat/pron	de/det	debat/noun	decor/noun	deel/fixed	deel/noun	der/name	dergelijk/adj	dertig/num	detective/noun	deugdzaam/adj	deze/det	diagonaal/adj	die/det	die/pron	diegene/pron	dien_in/verb	dikwijls/adj	discriminatie/noun	dit/det	doek/noun	door/comp	door/prep	doordrenkt/adj	draag_uit/verb	drama/noun	drie/num	drijf/verb	drijf_op/verb	drum/noun	duivenmelkers/noun	duo/noun	durf/noun	dusverre/adv	duurzaam/adj	echt/adj	een/det	eentje/pron	eenzaam/adj	eerder/adj	eeuwig/adj	eindeloos/adj	elk/det	en/comp	en/vg	enig/det	er/adv	er/noun	ere_plaats/noun	ernst/noun	etalage_pop/noun	even/adj	feit/noun	fel/adj	fictie/noun	fiets/verb	film/noun	film_zaal/noun	flankeer/verb	flink/adj	flyers/noun	folder/noun	fonkel/adj	ga/verb	gebruik/part	gebruik/verb	gedempt/adj	geef/verb	geen/det	geest/noun	gehard/adj	gekleurd/adj	geld/noun	geluid_effect/noun	geneigd/adj	geplaatst/adj	gesluierd/adj	getal/noun	gevierd/adj	gevoel/noun	gewaarwording/noun	geweigerd/adj	gewoonte/noun	gisteren/adv	goed/adj	goed/part	goedmoedig/adj	groot/adj	groot_macht/noun	haar/det	half/adj	halfnaakt/adj	hamer/verb	hang/adj	hang/verb	hang_op/verb	hard/adj	heb/verb	heb_op/verb	heel/adv	heilig/adj	helder/adj	hem/pron	het/det	hier/adv	high_tech/adj	hij/pron	hilarisch/adj	hoewel/comp	honderden/noun	hoogdravend/adj	hoogstpersoonlijk/adj	hoon/noun	hoor/verb	houd/verb	huil/verb	humor/noun	hun/det	iedereen/pron	iets/noun	ik/pron	in/prep	indruk/noun	industrieel/adj	ineens/adv	ingebouwd/adj	ingehouden/adj	intelligent/adj	introduceer/verb	inventief/adj	investeer/verb	ironie/noun	jaar/noun	jazz/noun	je/pron	jezelf/pron	jong/adj	kaars/noun	kan/verb	kandidaat/noun	kans/noun	kant_DIM/noun	keel/noun	keer/noun	keer_terug/verb	kerk/noun	kies/noun	kijk_aan/verb	kijk_terug/verb	kijker/noun	kinderachtig/adj	klacht/noun	klein/adj	kleurrijk/adj	kom_over/verb	komedie/noun	koop/verb	krachtig/adj	krijg/verb	kwaad/adj	laat/verb	laat_los/verb	lach/noun	lamp/noun	lastig/adj	lawaaierig/adj	leerling/noun	leg_in/verb	letter_DIM/noun	lezer/noun	licht/adj	licht/noun	licht/prefix	licht_show/noun	lijk/verb	linker_oog/noun	loop/verb	lucht/noun	maak/verb	maak_gebruik/verb	maandag/noun	maar/comp	maar/vg	macho/noun	mag/verb	man/noun	manier/noun	mannelijk/adj	me/pron	medium/noun	meisje/noun	mengeling/noun	mengsel/noun	mens/noun	menselijk/adj	met/prep	mijd/verb	mijn/det	mikpunt/noun	mild/adj	miljoen/noun	minachting/noun	moet/verb	moet_in/verb	moment/noun	monarchie/noun	monster/noun	montage/noun	mooi/adj	morgen/adv	morgen/noun	multicultureel/adj	muur/noun	na/prep	naam/noun	naar/prep	naast/prep	nationaal/adj	natuur_gebied/noun	nauwelijks/adv	neem_over/verb	neer/part	neig/verb	niemand/pron	niet/adv	niet_commercieel/adj	niets/noun	nieuw/adj	nieuws/prefix	nieuwsgierigheid/noun	nog/adv	nostalgie/noun	nota/adv	nu/adv	och/tag	of/vg	offer_feest/noun	om/comp	omdat/comp	omgeving/noun	omstreden/adj	onbedaarlijk/adj	ondanks/prep	onder/prep	ondergraaf/verb	ondervrager/noun	onderwerp/noun	onderzoeker/noun	ondraaglijk/adj	ongestraft/adj	onmiddellijk/adj	ontlok/verb	onttrek/verb	oog/noun	oog_klep/noun	ook/adv	op/part	op/prep	oppositie/noun	optimisme/noun	oud/adj	ouder/noun	over/part	over/prep	overal/adv	overdrijf/verb	overspoel/verb	paar/noun	pal/adv	partij/noun	partij_voorzitter/noun	paus/noun	per/prep	plaats/noun	plafond/noun	plein/noun	plots/adj	podium/noun	politicus/noun	politiek/adj	populair/adj	pose/noun	positie/noun	precair/adj	precies/adv	prent/noun	priem/verb	probleem/noun	productie_huis/noun	prognose/noun	publiek/adj	publiek/noun	raciaal/adj	racistisch/adj	radio/noun	ragfijn/adj	ranzig/adj	reactie/noun	reclame/noun	reclame_blok/noun	reddeloos/adj	reeks/noun	respons/noun	richt/verb	rijp/adj	roep_op/verb	ronde/noun	rondleiding/noun	rood/adj	samenleving/noun	schemer_door/verb	schets/verb	school/noun	schrijven/noun	schrijver/noun	seizoen/noun	senator/noun	september/noun	serieus/adj	sla_gade/verb	slaag/verb	slechts/adv	smeul/adj	socialistisch/adj	soort/noun	speel_af/verb	speel_toneel/verb	sport_beoefening/noun	sport_visser/noun	spreek_in/verb	sta/verb	sta_los/adj	stad_bestuur/noun	steeds/adv	steevast/adj	stel_op/verb	stem/noun	stink/adj	storend/adj	studio/noun	suggestief/adj	supporter/noun	surrealistisch/adj	symboliek/noun	taak/noun	tafereel/noun	te/comp	tegelijkertijd/adj	tegen/prep	tegenstander/noun	tekst/noun	televisie/noun	televisie_omroep/noun	ten/fixed	terecht/part	terloops/adj	terug/part	tevredenheid/noun	tijd/noun	toneel/part	tot/adv	tot/prep	treed_op/verb	tussen/prep	tv/noun	twee/num	tweede/num	uit/adj	uit/part	uit/prep	understatement/noun	universum/noun	vaak/adj	vaardig_uit/verb	val/verb	van/prep	vanavond/adv	varieer/verb	vee_handelaar/noun	veel/adj	veel/det	veiling/noun	ver/adj	verander/verb	verblind/adj	verdwijn/verb	vergelijking/prep	verholen/adj	verkeerd/adj	verlangen/noun	veroorzaak/verb	vertolkt/adj	verwondering/noun	verzameling/noun	vier/num	vind_goed/verb	vleugel/noun	vloer/noun	voeg_toe/verb	voer_op/verb	vol/adj	vol/prep	volgens/prep	voor/prep	vooral/adv	voordat/comp	voorlopig/adj	vooroordeel/noun	voorwerp/noun	vrolijk/adj	vrouw/noun	vuur/noun	waar/noun	waarbij/pp	waarin/pp	waarmee/pp	waarop/pp	waarschuw/verb	waaruit/pp	waarvoor/pp	wang/noun	want/vg	wapen/noun	wat/det	water/noun	we/pron	web_site/noun	wedstrijd/noun	weer/adv	weerszijden/noun	weiger/verb	wel/adv	welbewust/adj	welk/det	wereld/noun	wereld_pers/noun	wereld_top/noun	werk/verb	wijsheid/noun	wijze/noun	wil/noun	wil/verb	wild/adj	win/verb	wisselend/adj	wonder/noun	word/verb	zal/verb	ze/pron	zeer/adv	zeg/verb	zeker/adj	zelf/adv	zelfportret/noun	zelfs/adv	zend_uit/verb	zes/num	zich/pron	zicht/noun	zichzelf/pron	zie/verb	zijkant/noun	zijn/det	zit/verb	zo/adj	zo/adv	zoals/comp	zoek_tocht/noun	zonder/comp	zonder/prep	zorg/verb	zulk/det	zweem/noun	zweer/verb	één/num	één/pron
&/name	0.0	0.82806534	0.94093376	0.8875512	0.93009394	0.9419041	0.9377811	0.9047618	0.9150395	0.88175875	0.8707901	0.8156673	0.93111825	0.8777259	0.8939406	0.665364	0.9416511	0.935566	0.86709845	0.8538676	0.87097996	0.9601143	0.80177927	0.7590458	0.9308558	0.85707307	0.9117171	0.93875444	0.8134248	0.95878553	0.8399714	0.6940587	0.86416495	0.82023025	0.9476746	0.94674736	0.8784313	0.8855746	0.871184	0.91352314	0.9620908	0.98441744	0.8728973	0.85410476	0.7382821	0.7789546	0.8972857	0.95124954	0.9840693	0.95205307	0.8792658	0.93824786	0.8471225	0.91769445	0.8548695	0.92932314	0.9425623	0.9424608	0.8846998	0.80045146	0.7821147	0.96213955	0.94588786	0.9470048	0.89453554	0.89184207	0.92206657	0.89994735	0.9590475	0.9119076	0.8403716	0.81691474	0.83714247	0.9466347	0.9661236	0.93673575	0.8901002	0.9451425	0.9468249	0.95496905	0.81599355	0.9540482	0.962138	0.8295465	0.96793866	0.90191686	0.8870633	0.94035196	0.939652	0.8648183	0.92353964	0.76693195	0.9571362	0.867862	0.94101816	0.97417694	0.97092783	0.9321451	0.9306006	0.9634879	0.9333142	0.8481797	0.9038315	0.96523136	0.9451502	0.86107415	0.93528026	0.9203925	0.93848205	0.91116273	0.94202787	0.9570302	0.8654642	0.9311254	0.9415618	0.9325851	0.9096397	0.856096	0.92669195	0.95120037	0.952457	0.91276085	0.9083396	0.90063685	0.92658734	0.9249625	0.92365605	0.7871921	0.8178084	0.924924	0.8777279	0.908199	0.97252434	0.9347297	0.9125997	0.8835648	0.87678957	0.8820884	0.93041605	0.8745489	0.8961483	0.98210025	0.90538484	0.92305726	0.95074403	0.9383128	0.96863407	0.88314676	0.9471609	0.96404004	0.96142364	0.7878669	0.846799	0.94931054	0.8587513	0.8805318	0.9160543	0.8527659	0.91783047	0.8973425	0.84117866	0.9673271	0.8238325	0.96780586	0.92856777	0.8474592	0.9282776	0.91547203	0.91031104	0.96975106	0.8859445	0.91467315	0.92534614	0.8526508	0.9518666	0.91734445	0.9020412	0.91552514	0.9303202	0.9227008	0.8892221	0.96309906	0.83474207	0.93868333	0.9361933	0.90680325	0.9469453	0.84755516	0.9187516	0.9448323	0.8334033	0.9375349	0.9189521	0.89476526	0.96469164	0.84465003	0.95959455	0.95802873	0.9823854	0.9514551	0.94560623	0.94279605	0.9680102	0.976335	0.9596047	0.89654446	0.9587101	0.8115827	0.8651509	0.9238	0.93832177	0.91217935	0.86357087	0.9476016	0.9267645	0.9363364	0.9432733	0.95577973	0.94356656	0.96333665	0.9542262	0.95168865	0.91204727	0.93378866	0.92860746	0.930574	0.93329674	0.96229887	0.9376542	0.825855	0.97827435	0.9637539	0.9276707	0.9364731	0.8530602	0.9401029	0.9589103	0.95466834	0.86355585	0.9194833	0.8822136	0.97230893	0.9665936	0.94595045	0.9565592	0.93166935	0.91236395	0.9744956	0.906546	0.9298172	0.95976985	0.9644973	0.92942244	0.955573	0.85183674	0.9447657	0.87278765	0.9354096	0.8448007	0.90864515	0.92396545	0.94369936	0.91035753	0.9589113	0.9228549	0.96659243	0.97166556	0.8946141	0.898797	0.97509646	0.9710255	0.9795429	0.8514086	0.9646307	0.8032607	0.9370322	0.9345001	0.9395299	0.89840907	0.8105562	0.8653634	0.89533377	0.9316734	0.9194859	0.83776987	0.960137	0.96360475	0.88198465	0.9572242	0.95138735	0.9400339	0.9892471	0.92951995	0.9708947	0.9517755	0.9737688	0.9548713	0.8963438	0.9620304	0.92741275	0.9024734	0.92206997	0.9528144	0.87695885	0.8701818	0.94507426	0.8668035	0.8152503	0.93421423	0.9468438	0.9756561	0.9196563	0.90986	0.93982154	0.9150826	0.9442238	0.9432976	0.93968284	0.9498631	0.9350491	0.90494454	0.94512045	0.9646209	0.9414068	0.92138124	0.95864373	0.98967886	0.9693401	0.97952086	0.91200376	0.9212887	0.86374164	0.9795158	0.9611374	0.9351205	0.9505082	0.9770866	0.9510702	0.906593	0.980233	0.89250636	0.95309323	0.891575	0.9320033	0.97690386	0.9525712	0.880149	0.9154189	0.9462441	0.9545425	0.9586117	0.9308104	0.9477484	0.94901824	0.9429202	0.9704176	0.9338691	0.9130274	0.88645095	0.9121832	0.89517885	0.90041083	0.89637667	0.952843	0.94343615	0.8624134	0.94428766	0.87186384	0.9184772	0.9552901	0.9485885	0.71099335	0.9583414	0.9226758	0.98524326	0.98286057	0.87801075	0.98364425	0.8154217	0.9035083	0.9593371	0.98090786	0.9151624	0.88038665	0.9205531	0.9636711	0.879248	0.98308533	0.9376655	0.9417388	0.96577775	0.85448885	0.96403915	0.9639238	0.9104894	0.94598037	0.9323294	0.88927025	0.8513395	0.9715885	0.95316166	0.9522234	0.93972117	0.92744935	0.9865105	0.9742623	0.89843595	0.9507118	0.9255392	0.9704881	0.9266238	0.91557354	0.96621126	0.89113307	0.91006947	0.933705	0.9290401	0.8909864	0.93526125	0.92442954	0.94325745	0.93399996	0.95032316	0.93581027	0.97604495	0.94450736	0.928474	0.9654404	0.87224877	0.9247831	0.9323946	0.74862623	0.94368875	0.9371054	0.96659064	0.9408431	0.85773104	0.9663766	0.9798881	0.766611	0.8774516	0.9185997	0.8929674	0.9534094	0.9486701	0.837018	0.93829185	0.9183762	0.9550445	0.86039895	0.90867716	0.9686016	0.7993426	0.92281175	0.8875585	0.9382384	0.9525424	0.9686877	0.8764755	0.96104854	0.9678673	0.91035426	0.8698976	0.9354132	0.9043549	0.8062949	0.9485171	0.94266385	0.8876587	0.9102243	0.94879234	0.9353892	0.95696723	0.97998387	0.9198026	0.9013355	0.8999386	0.95924443	0.97471017	0.9757305	0.88511306	0.9233137	0.94713366	0.9276419	0.9478324	0.8696306	0.90779454	0.9544193	0.9494994	0.9490249	0.7624716	0.9312341	0.96154284	0.8812785	0.9445423	0.92364115	0.9233359	0.9212269	0.8665489	0.9561213	0.9620969	0.892715	0.85243374	0.87101156	0.9547267	0.9282586	0.90702546	0.97780603	0.92535526	0.9809091	0.9753313	0.9200614	0.93498856	0.8403774	0.9414658	0.8774621	0.9051403	0.9304522	0.9198638	0.9362769	0.8745361	0.9136874	0.92971504	0.9275018	0.957264	0.9698826	0.80144733	0.823231	0.88457865	0.9685525	0.96436626	0.94172907	0.83892334	0.96375173	0.9706763	0.9680681	0.9297711	0.9260907	0.95631325	0.9618031	0.95355934	0.9734077	0.8991391	0.9372439	0.84768593	0.9232441	0.92259616	0.9283969	0.9426025	0.92265624	0.8643315	0.9661687	0.8893503	0.8264783	0.91160697	0.8972363	0.9258243	0.91957796	0.9517926	0.9246754	0.88251024	0.9615748	0.984354	0.92457813	0.87585455	0.8146695	0.84961015	0.8953974	0.9070661	0.86909544	0.85025597	0.97002906	0.97082686	0.9655566	0.95646334	0.9863233	0.9659544	0.7845458	0.96783483	0.9529717	0.9507789	0.9283849	0.9795443	0.9419622	0.89799803	0.90874946	0.94379574	0.9349329	0.88908607	0.9364342	0.93833494	0.9726175	0.9057926	0.94581	0.9385602	0.8896509	0.932729	0.9214144	0.9346754	0.9455352	0.934859	0.9145395	0.9866247	0.899867	0.9114348	0.91121054	0.84753513	0.9281524	0.95855683	0.960165	0.94606036	0.92382777	0.9527004	0.8827597	0.9717213	0.9612798	0.9499244	0.8475081	0.9088226	0.9375468	0.9576891	0.94661623	0.9217301	0.958369	0.91948944	0.90946054	0.8213937
't/name	0.82806534	0.0	0.92739666	0.9022237	0.91120684	0.9396296	0.9398221	0.809476	0.7946222	0.8171652	0.8876938	0.8788761	0.86325	0.81569374	0.81073874	0.88930637	0.91695017	0.89898753	0.93346196	0.88757336	0.8742676	0.9315761	0.9028694	0.8577016	0.90061545	0.92236245	0.84962094	0.83921164	0.7790874	0.9255208	0.8475682	0.5965625	0.80649686	0.8450836	0.92374897	0.89597857	0.88845843	0.85792136	0.8163656	0.9380322	0.9339118	0.93857056	0.9324142	0.87716115	0.8610054	0.83057797	0.91166687	0.920603	0.95899254	0.90905285	0.9008108	0.89671326	0.8703007	0.92574483	0.7883067	0.9259997	0.81377256	0.9448291	0.8428371	0.76645106	0.8287135	0.9395005	0.952251	0.86685014	0.84948725	0.9133032	0.91673404	0.9090137	0.92952496	0.88591415	0.91473824	0.8935886	0.8610236	0.9208632	0.9438436	0.90522325	0.8838099	0.9252418	0.92072016	0.93625844	0.83589107	0.9313492	0.93369365	0.82312703	0.91588736	0.86429256	0.9138048	0.9014793	0.94311696	0.8853862	0.8928724	0.7941604	0.9265125	0.7873043	0.8739644	0.9643793	0.9636067	0.89975756	0.9054168	0.92338103	0.8938644	0.8624834	0.8999233	0.93273926	0.9349857	0.87540895	0.90826523	0.92478305	0.95325094	0.925991	0.9314052	0.9473369	0.92178035	0.9353005	0.82067275	0.9110307	0.8866348	0.85538274	0.9206861	0.8589748	0.9044267	0.9107053	0.77354133	0.91871	0.903989	0.89122343	0.89395595	0.89808893	0.8221714	0.9280623	0.8834679	0.89739233	0.96101695	0.89008033	0.9269689	0.88147527	0.9185415	0.88879365	0.9068725	0.9127048	0.8965659	0.9275358	0.9269724	0.9077221	0.90453947	0.9101701	0.9242821	0.876724	0.954236	0.952068	0.9516655	0.8398589	0.8320437	0.91560435	0.8193805	0.8927376	0.8945391	0.80024517	0.9121189	0.87773037	0.91034234	0.9782659	0.86328024	0.9241021	0.9222434	0.85375166	0.8882815	0.94688314	0.87223303	0.9529426	0.883392	0.8597992	0.90184236	0.8663507	0.94516146	0.90695393	0.8971379	0.88670385	0.91301286	0.9494955	0.9205344	0.9354877	0.8588864	0.9271589	0.93976355	0.91824245	0.91280943	0.8146374	0.84604967	0.8823017	0.9079844	0.91553336	0.89126724	0.8425696	0.9072842	0.82328165	0.93297505	0.89949363	0.9664284	0.92933285	0.90664107	0.95822275	0.89586335	0.9511344	0.92176914	0.89324254	0.89748067	0.88428783	0.7919955	0.8837453	0.926615	0.9101025	0.8507414	0.90951633	0.9233771	0.912482	0.92836607	0.8880138	0.9354218	0.9502112	0.9172411	0.95351017	0.8858435	0.93602586	0.9329025	0.9371213	0.8997417	0.90758	0.907445	0.82854056	0.92763233	0.9457971	0.9223455	0.87248135	0.8768601	0.9226655	0.94122136	0.9401953	0.89753234	0.95337206	0.8671354	0.9293679	0.9326482	0.9365139	0.9384715	0.89090985	0.86438787	0.9478771	0.94407624	0.9121348	0.9428554	0.91497034	0.9094053	0.88147044	0.8362802	0.8558134	0.9086921	0.8349373	0.85928833	0.90941393	0.86303306	0.9278843	0.8883907	0.95241857	0.9326693	0.9377546	0.91683054	0.88077694	0.88969755	0.9058731	0.9339938	0.9222326	0.77396524	0.94186664	0.88940066	0.90712094	0.94913673	0.90945137	0.89594084	0.8788939	0.89123505	0.9200188	0.86010146	0.9019096	0.86716515	0.9086533	0.92150635	0.8757658	0.9003239	0.91714936	0.9203541	0.9528632	0.914123	0.91871965	0.90501964	0.9247347	0.8080667	0.8944614	0.9000664	0.9011006	0.8931761	0.9104936	0.951161	0.8596989	0.84196395	0.9148184	0.8921186	0.8883182	0.93018776	0.9076954	0.94661003	0.9130654	0.9038614	0.89784527	0.90513706	0.9358829	0.9081552	0.8671009	0.8802284	0.9225404	0.8757553	0.94087154	0.94616896	0.9282201	0.9147566	0.9471929	0.9729308	0.90825504	0.9504721	0.94982857	0.9181895	0.84551805	0.9348703	0.9236282	0.93380064	0.883271	0.9119355	0.898996	0.8879139	0.9049102	0.90741366	0.9170158	0.8800213	0.92687076	0.93409806	0.9377297	0.8963346	0.86314374	0.8967989	0.93322086	0.90374404	0.9643232	0.9360211	0.9176848	0.8942827	0.9300946	0.9447671	0.91938144	0.91014093	0.86317253	0.8410081	0.8179412	0.8196914	0.8693111	0.8937844	0.8702322	0.87766993	0.74251956	0.9054573	0.83997506	0.9410958	0.8930695	0.9176243	0.92117953	0.93381095	0.9509675	0.9206244	0.95487636	0.8349706	0.95214474	0.9035441	0.94074243	0.8707738	0.84913695	0.90064675	0.90974534	0.8364374	0.9269468	0.91232926	0.9294121	0.83467615	0.88314676	0.9424974	0.9559148	0.9272966	0.9514648	0.9404129	0.89797723	0.90743077	0.9367186	0.9304921	0.9178618	0.9016675	0.912563	0.9385052	0.9561669	0.87874967	0.94275516	0.8645912	0.9304288	0.9282877	0.8382738	0.8912213	0.9336709	0.9186109	0.87217426	0.92560714	0.8982194	0.900708	0.76567507	0.9443664	0.879412	0.8759912	0.9366804	0.9036118	0.8824439	0.7554096	0.8962891	0.8137046	0.90340245	0.91664284	0.8573424	0.91138196	0.9544779	0.9633281	0.91736794	0.8681895	0.92556787	0.9620051	0.8800401	0.938645	0.930533	0.8500978	0.93819237	0.91363853	0.8972705	0.9421511	0.9207546	0.9198909	0.93659365	0.96156275	0.95232594	0.8669348	0.91668206	0.9391829	0.92722887	0.93699706	0.9271602	0.7501238	0.93815345	0.95457506	0.9355007	0.87719065	0.8299103	0.8847311	0.81046337	0.9063452	0.887813	0.8426407	0.91947085	0.885285	0.9299011	0.9300186	0.95030254	0.8961451	0.9112724	0.8781879	0.9020447	0.9536888	0.9498214	0.91996604	0.8675978	0.9095593	0.83595693	0.9365963	0.83425844	0.9247342	0.93762684	0.92380416	0.9090377	0.8033137	0.90347415	0.8851942	0.87210786	0.8844817	0.9269051	0.8814968	0.8924088	0.85725427	0.9384628	0.92699426	0.8646531	0.8927126	0.94579595	0.94561183	0.8284694	0.8819604	0.9529365	0.9009399	0.954391	0.9117485	0.9150313	0.9288677	0.86828697	0.9107247	0.90133214	0.87621427	0.9358958	0.8764133	0.9158351	0.89479005	0.9173122	0.89524835	0.8872198	0.952931	0.9587231	0.8391608	0.76674336	0.8830539	0.94861966	0.94200224	0.92338896	0.91105723	0.9367306	0.95907134	0.93412626	0.89194417	0.93992287	0.94151384	0.94678926	0.9099372	0.9513064	0.9133303	0.89906263	0.85769624	0.87738895	0.937989	0.8534181	0.8733945	0.9377109	0.87516195	0.88187486	0.85645986	0.93751925	0.8605664	0.90435314	0.90316725	0.9027146	0.91377187	0.8991076	0.86337066	0.93056154	0.9181121	0.9198455	0.8827634	0.83972996	0.8835572	0.8823244	0.93480206	0.8890523	0.86646706	0.91805184	0.92493147	0.9582661	0.93099564	0.91183895	0.91467375	0.8595236	0.91548645	0.91451627	0.88045436	0.9295596	0.94888264	0.9466302	0.92644215	0.91863114	0.91588247	0.91608655	0.9067647	0.91813576	0.8721387	0.955703	0.9011488	0.90179867	0.92033136	0.8684163	0.9254519	0.8617505	0.91393423	0.8733005	0.92713267	0.91676104	0.9552446	0.8724959	0.87577164	0.8914137	0.91099036	0.8982687	0.9142758	0.8931657	0.9059538	0.93015784	0.8735562	0.8444349	0.9190888	0.94201905	0.9111039	0.8637951	0.8977947	0.90117306	0.93258065	0.9229694	0.91292727	0.9393676	0.8990406	0.91090846	0.8560715
