	aardappel/noun	afgezant/noun	aureool/noun	bed/noun	belofte/noun	bijstand/noun	blauw/noun	boodschap/noun	compliment/noun	dauw/noun	ding/noun	drank/noun	dressing/noun	droefheid/noun	ervaring/noun	euforie/noun	gave/noun	geluid/noun	geluk/noun	gerecht/noun	geschenk/noun	gestreken/adj	getal/noun	gevoel/noun	gewaad/noun	gewelf/noun	gezang/noun	glimlach/noun	haast/adv	harmonie/noun	haven/noun	heerlijkheid/noun	helderheid/noun	herrie/noun	het/det	hulp/noun	iets/adv	iets/noun	ijl/adj	interventie/noun	klank/noun	kleur/noun	klink/adj	komedie/noun	koning/noun	koor/noun	koor_DIM/noun	kroon/noun	kunst/noun	landschap/noun	lichaam/noun	licht/noun	lof_trompet/noun	maal/noun	maar/adv	mandaat/noun	meest/adj	melodie/noun	menu/noun	minstens/adv	missie/noun	modder/noun	moment/noun	monument/noun	muziek/noun	naam/noun	naar/adj	nul/noun	of/vg	optreden/noun	orgasme/noun	pad/noun	paradijs/noun	paradijselijk/adj	passage/noun	patent/noun	perfectie/noun	piano_spel/noun	plek/noun	plezier/noun	refrein/noun	republiek/noun	rijk/noun	ruimte/noun	rust/noun	sauna/noun	schoonheid/noun	sereniteit/noun	sfeer/noun	sopraan/noun	staat/noun	stad/noun	status/noun	stem/noun	stil/adj	symbool/noun	tafereel/noun	tegelijk/adj	tip/noun	tribunaal/noun	tuin/noun	tweeling/noun	uitzicht/noun	vaak/adj	vader/noun	vaderland/noun	veeleer/adv	visioen/noun	voetbal_tempel/noun	vorst/noun	vrede/noun	vrijheid/noun	vuur/noun	werkster/noun	zaak/noun	zaligheid/noun	zangeres/noun	zij/pron	zo/adv
harmonie/noun	0.9794104	0.97764844	0.97932386	0.95779437	0.8815535	0.94945985	0.9566365	0.9521064	0.97811013	1.0	0.9707034	0.97509366	0.9787273	1.0	0.9377218	0.9842472	0.98413944	0.9678338	0.9355017	0.97575706	0.96529514	0.98582214	0.96787333	0.9553645	0.99253964	1.0	0.9343442	0.9753751	0.9642803	0.0	0.96921027	0.9540246	0.9624058	0.9820002	0.9332187	0.9626645	0.9538487	0.9895639	0.97307223	0.9586217	0.9104666	0.92221236	0.939142	0.9354337	0.9325418	0.85988545	0.96113455	0.959003	0.95686185	0.96996397	0.9582241	0.9722061	0.9702708	0.9155826	0.984577	0.9433962	0.97747844	0.95103353	0.93523294	0.9474421	0.97225964	0.94868344	0.9829928	0.9383832	0.8925316	0.942091	0.9395444	0.94758	0.97077066	0.8671434	0.9785387	0.94552	0.9528223	0.96122265	0.9675771	0.97074884	0.968274	0.98156565	0.9593506	0.9656603	0.9063819	0.97152054	0.9685413	0.9579156	0.91242146	0.981393	0.9147752	0.99913573	0.92869526	0.94556314	0.942226	0.96010584	0.95847505	0.9601053	0.93868154	0.97351193	0.9673865	0.9831322	0.9464914	0.98908204	0.92229563	0.9526662	0.9438309	0.9679824	0.92825794	0.9551156	0.9438796	0.98719525	0.98924303	0.9638401	0.96718866	0.98584	0.92690945	0.9870937	0.9621911	1.0	0.94433653	0.9719544	0.9722775
haven/noun	0.9344108	0.98137105	0.98920983	0.94185936	0.93844235	0.94743305	0.9644261	0.955181	0.98109174	0.9866161	0.97630805	0.95100975	0.98050386	0.98305625	0.9668718	0.95918196	0.9994562	0.95399344	0.93443114	0.9057074	0.9682445	0.9822685	0.94075286	0.9592288	0.98736864	0.9673281	0.9762008	0.9571441	0.93479615	0.96921027	0.0	0.969296	0.989373	0.96743953	0.90437365	0.89741534	0.93384796	0.98354876	0.9736457	0.94219255	0.9785216	0.9496143	0.95715505	0.97088206	0.9011761	0.94310033	0.9808	0.8752465	0.9064855	0.8966351	0.917405	0.9437513	0.9794014	0.9075122	0.91580683	0.96142024	0.90401417	0.97314155	0.9455305	0.88728726	0.9348398	0.9677938	0.9269595	0.8608911	0.9536755	0.90181696	0.91546625	0.9572391	0.91439885	0.9266021	0.9849353	0.92372537	0.90788424	0.9468279	0.957005	0.93560964	0.98445785	0.98115355	0.90659595	0.9819124	0.98795325	0.88745236	0.8880253	0.93163323	0.95621157	0.97038174	0.95337313	0.99894303	0.89922065	0.978735	0.86127126	0.7310692	0.9098939	0.88198847	0.9507839	0.9350709	0.94190055	0.9001452	0.9358052	0.9855997	0.9159661	0.9350265	0.90401334	0.95982057	0.9283164	0.94927764	0.97342026	0.94802076	0.9301004	0.9396268	0.9114613	0.97426355	0.9124032	0.9819858	0.92978513	0.9972768	0.92316365	0.88955677	0.9848309
heerlijkheid/noun	0.98566025	0.9854945	0.9964363	0.99294686	0.9799043	0.9781959	0.978212	1.0	1.0	0.9998128	1.0	0.9715099	0.9966599	0.9958996	0.99963987	0.9950127	1.0	0.997459	0.95538294	0.9427059	0.99227846	1.0	0.9889496	0.9612751	0.973029	0.99505705	0.92720807	1.0	0.98774546	0.9540246	0.969296	0.0	0.99514693	0.96697223	0.9777901	0.9974872	0.98995125	0.99318033	1.0	0.97221005	0.9528296	0.98818344	0.97656626	0.9784827	0.96996313	0.9576265	0.990514	0.97149235	0.97023916	0.9745791	0.9997294	0.99673	0.97875017	0.96586215	0.98213387	0.9842161	0.97499484	0.990641	0.95893604	0.9758758	0.946751	0.98814124	1.0	0.98738754	0.96171606	0.97633123	0.9937533	0.9721636	0.97811973	0.9634441	0.9885389	0.9741931	0.9906363	0.99891126	0.9911626	0.9951226	0.99809456	1.0	0.94844687	0.993708	0.98463565	0.98929393	0.9845576	0.94489694	0.9508754	0.997554	0.9911647	0.95390797	0.9457923	0.9875818	0.9945699	0.9620568	0.9912152	0.9737182	0.99976695	0.9594949	0.9980845	0.9885394	0.9438024	0.985148	0.983828	0.9886225	0.984117	0.9703037	0.98994523	0.99488175	0.9936366	0.99125934	0.9990966	0.9768172	0.9962976	0.99678004	0.96872663	0.9701402	0.98359716	0.9946144	0.93923974	0.98328596	1.0
helderheid/noun	0.97594863	0.964292	0.9994961	0.9783465	0.9881546	0.97744954	0.9827318	0.92116326	0.99584866	1.0	0.9781433	0.9837784	0.9469907	1.0	0.95663726	0.98442435	0.9866813	0.98893523	0.97769916	0.995532	0.99205714	1.0	0.9565854	0.99595547	0.9741307	1.0	1.0	0.9871749	0.9774707	0.9624058	0.989373	0.99514693	0.0	0.9997092	0.9656883	0.9801254	0.9535151	0.9681407	0.9928563	0.978376	0.9374606	0.95959586	0.98887414	0.9884212	0.98235816	0.97943056	0.9639802	0.9740267	0.9613344	0.98899335	0.9833438	0.9654181	0.98057914	0.97982633	0.970585	0.9737295	0.9855398	0.9542264	0.98115224	0.9568313	0.9902557	0.97685075	0.97635525	0.93746835	0.94231683	0.9737026	0.98569137	0.94018793	0.9741532	0.9867257	1.0	0.97231215	0.95498717	1.0	0.9709271	0.9761768	0.9991439	0.9161885	0.9832131	0.99092746	0.99755406	0.9966663	0.94981307	0.99239165	0.9975048	0.97033584	0.977832	0.8788894	0.95790654	0.89624476	0.9778678	0.9896628	0.9911982	0.96847403	0.95187205	0.99610007	0.9758183	0.981166	0.9673398	0.99167943	0.96638656	0.9863528	0.98192626	0.970631	0.96804523	0.9737949	0.98151636	0.9770818	0.9978288	0.97567683	0.9823206	0.98150367	0.993459	1.0	0.96493995	0.9973177	0.9781196	0.9376637	0.99278635
herrie/noun	0.9367137	0.9761957	0.99245936	0.9633975	0.96967393	0.9877301	0.98567325	0.9247874	0.9606181	0.9662887	0.9548115	0.98097247	0.9934754	0.9997452	0.95489025	0.975066	0.9926539	0.9606634	0.97167665	0.96735096	0.9608025	1.0	0.96210176	0.99199796	0.9662753	1.0	0.9866269	0.98471993	0.9682095	0.9820002	0.96743953	0.96697223	0.9997092	0.0	0.9636057	0.96194005	0.96663606	0.97396433	0.99886465	0.99157846	0.9708597	0.96426636	0.96103585	0.9640251	0.95087934	0.9603264	0.98888874	0.9739535	0.9681471	0.96029127	0.9545124	0.9741489	0.9967797	0.9833021	0.96793294	0.97039175	0.9546717	0.9597302	0.9420855	0.97691816	0.962862	0.988568	0.95891136	0.91968626	0.9627595	0.9580811	0.9718527	0.9182615	0.9568882	0.9573729	0.9887396	0.9685841	0.94896173	0.99733627	0.9730852	0.9762512	0.9835809	0.998671	0.9692105	0.9950333	0.99680907	0.96864605	0.97937155	0.9857027	0.9929819	0.9824661	0.9830363	0.99972135	0.9614024	0.9731438	0.9571385	0.96351933	0.97615796	0.964928	0.95885646	0.99264973	0.9424385	0.95486426	0.95869344	0.99190617	0.9613551	0.96151286	0.96180326	0.9768328	0.9515738	0.9473586	0.9489322	0.98180944	0.9848533	0.98383886	0.9812856	0.96214396	0.97689354	0.9622686	0.97434574	1.0	0.92423505	0.98509955	0.98065233
het/det	0.97843754	0.994186	0.9579665	0.97272164	0.8986275	0.97808164	0.97035766	0.9313579	0.98889625	0.99204975	0.9539439	0.98710084	0.9725371	0.9992632	0.91559064	0.9459313	0.99028146	0.94617105	0.97066826	0.9078805	0.9752851	0.99985486	0.9752581	0.9464586	0.993725	0.990764	0.95979726	0.96679974	0.9484798	0.9332187	0.90437365	0.9777901	0.9656883	0.9636057	0.0	0.88984334	0.94472945	0.95956063	0.9913458	0.974204	0.9709946	0.92853606	0.96551806	0.98187447	0.93535876	0.94507384	0.99629766	0.97922	0.8871583	0.9372056	0.9725441	0.9041941	0.9646484	0.93014395	0.9419684	0.92094046	0.93499005	0.97696257	0.9606283	0.9441405	0.9205407	0.972455	0.9414557	0.898308	0.9372303	0.84270287	0.9287333	0.9655022	0.93373966	0.91214293	1.0	0.9238279	0.9828026	0.99045897	0.9419671	0.9756804	0.98630756	0.98803335	0.86506337	0.9654449	0.97898984	0.97458386	0.9465074	0.89139193	0.9768274	0.9613071	0.96971947	0.9775538	0.87544364	0.98513603	0.9094095	0.87379336	0.9263432	0.9682416	0.9007077	0.9152476	0.9173757	0.9080066	0.9385843	0.94849926	0.8832297	0.9545453	0.93586236	0.91141605	0.9532391	0.96325606	0.95052934	0.9908197	0.9808845	0.97298783	0.9331487	0.9454561	0.9389511	0.9658087	0.90012926	0.99882156	0.96109694	0.89360255	0.9788085
hulp/noun	0.9573139	0.9116519	0.9520389	0.89865893	0.89829636	0.9122629	0.9804822	0.8838164	0.9546708	0.999799	0.93796957	0.9349482	0.9982693	0.9797598	0.91474307	0.974007	0.9724008	0.9224486	0.9076978	0.9209713	0.9335356	0.9871994	0.9286164	0.89722973	0.9543314	0.98757327	0.9635246	0.94583386	0.9448567	0.9626645	0.89741534	0.9974872	0.9801254	0.96194005	0.88984334	0.0	0.90113217	0.95011616	0.94425017	0.88167906	0.94154364	0.9077	0.9801248	0.9345328	0.9000262	0.9385817	0.9963777	0.8987091	0.94512653	0.90824056	0.88102376	0.90544987	0.9859759	0.89843583	0.8757234	0.92654574	0.85224485	0.9795245	0.9414171	0.8756669	0.8293994	0.9598515	0.8704921	0.92190623	0.909507	0.8200352	0.9262881	0.9677361	0.8910268	0.8658179	0.99889714	0.9170659	0.9399537	0.9365951	0.9365978	0.95853066	0.9698886	0.99548656	0.9135538	0.9029311	0.9711132	0.8801013	0.92041487	0.88987225	0.92167675	0.99909395	0.95932645	0.9949331	0.91577816	0.9603374	0.85773766	0.8383558	0.89531213	0.8670703	0.9126128	0.91671705	0.94457674	0.8978775	0.90221995	0.93960595	0.932889	0.9294381	0.94738215	0.8832938	0.86241156	0.91750854	0.94649935	0.9653497	0.95202595	0.9282923	0.8571291	0.92977273	0.8966604	0.94704545	0.8535049	0.9896947	0.8969826	0.8310227	0.9770161
iets/adv	0.92444694	0.9738987	0.9899624	0.8737176	0.96002865	0.91686714	0.9683566	0.9374745	0.95617664	0.9664668	0.9195135	0.94023365	0.9850731	0.976894	0.91438615	0.92016155	0.98468494	0.94330734	0.9411926	0.95915735	0.9732099	0.9962762	0.87890047	0.8953566	0.99039435	0.97176045	0.9870816	0.96774065	0.9312217	0.9538487	0.93384796	0.98995125	0.9535151	0.96663606	0.94472945	0.90113217	0.0	0.8947136	0.9767261	0.9542085	0.9769835	0.9072372	0.96028584	0.9602663	0.9435848	0.9306727	0.9663453	0.7357402	0.9096586	0.95251673	0.90703356	0.9008047	0.9639407	0.85864615	0.80825794	0.97199535	0.9130811	0.9703429	0.95848566	0.8000262	0.949953	0.98348814	0.86418605	0.9060924	0.91722184	0.8545198	0.9015953	0.9614413	0.80932003	0.9006228	0.9847859	0.9162471	0.9673951	0.9861082	0.96123326	0.9543567	0.9642903	0.96989757	0.88762134	0.9449024	0.9627338	0.96931815	0.91320586	0.89492446	0.94349426	0.9778304	0.9480209	0.9908736	0.93011	0.95144695	0.91413754	0.8830002	0.8991219	0.7912419	0.9128003	0.93557036	0.95408964	0.9095956	0.9150802	0.9794664	0.93923545	0.94517004	0.9322514	0.8770429	0.9126062	0.9523633	0.9756986	0.9947	0.95432645	0.9521059	0.9628936	0.9313674	0.94925046	0.9547711	0.9290102	0.9993976	0.9001594	0.9001819	0.9662972
iets/noun	0.95051897	0.9986634	0.99968773	0.9245627	0.9583629	1.0	0.97041625	0.94518507	0.93282413	0.95539826	0.8774107	0.97704333	0.9520488	1.0	0.9170896	0.9607556	0.96249926	0.96702564	0.92570806	0.96963316	0.9485309	1.0	0.98385143	0.90022326	1.0	0.9950783	0.9887214	0.9956308	0.9297466	0.9895639	0.98354876	0.99318033	0.9681407	0.97396433	0.95956063	0.95011616	0.8947136	0.0	0.9949221	0.985682	0.97260857	0.94362754	0.9469327	0.96580595	0.9073467	0.95062816	1.0	0.9746298	0.943774	0.96744376	0.91833425	0.9579572	1.0	0.94441426	0.8908854	0.96859497	0.8918807	0.95033944	0.9822718	0.9143782	0.9742183	0.99849135	0.8687434	0.98187834	0.89203286	0.8722062	0.9427433	0.9679631	0.8841474	0.9320698	0.9980762	0.959421	0.98014045	0.9896766	0.97758764	0.9814611	0.9935741	0.9684152	0.93986076	0.9482913	0.99529403	0.9749204	0.95605826	0.93228686	0.9360011	0.9912473	0.94888633	0.9841641	0.93736184	0.9712792	0.9406377	0.9065183	0.9863168	0.8916919	0.9312278	0.9550131	0.9704925	0.9172505	0.9386337	0.9956228	0.96911174	0.9901811	0.98754436	0.8655859	0.91066897	0.9882592	0.9591703	0.9926059	0.9707638	0.93289095	0.9681764	0.93924516	0.93687385	0.9766623	0.9580524	1.0	0.92828596	0.9422991	0.96600336
ijl/adj	0.97601324	0.9885838	0.9962084	0.98322135	0.9888572	0.96191365	0.9769071	0.9532405	0.9746972	0.897647	0.97481275	0.98406494	0.998718	1.0	0.9830909	0.9908329	1.0	0.97735053	0.98711455	0.99688053	0.9894237	0.96449536	0.97577685	0.98716635	0.994125	0.9963572	0.99244297	0.97643256	0.9797626	0.97307223	0.9736457	1.0	0.9928563	0.99886465	0.9913458	0.94425017	0.9767261	0.9949221	0.0	0.9578737	0.98069215	0.9721628	0.99736875	0.93776375	0.9707125	0.9637133	0.8835285	0.97088844	0.9538343	0.9645709	0.9745649	0.96683306	0.95586324	0.97156036	0.9647209	0.9941182	0.9800325	0.97363275	0.9866947	0.97798395	0.9829574	0.9899884	0.97642636	0.9609671	0.9372298	0.94782597	0.9944497	0.99668807	0.93826944	0.9583287	0.9844455	0.9688809	0.9896638	0.95212036	0.9855858	0.9771677	0.9998946	0.9870544	0.92622745	0.9925635	0.9783519	0.9704724	0.9811291	0.9864398	0.99663883	0.9811705	0.97009087	1.0	0.96607786	0.95142037	0.9875753	0.9855585	0.979078	0.9630036	0.9458284	0.9294567	0.9909844	0.97795326	0.9830048	0.9835741	0.9783933	0.95837563	0.9377138	0.99889404	0.93356097	0.9607824	0.9448254	0.98035336	0.9917131	0.97741777	0.9775129	0.9645889	0.990079	0.98691213	0.98680335	1.0	0.94205874	0.9649681	0.99776596
interventie/noun	0.9600815	0.8803547	0.9627553	0.9311082	0.91136783	0.9183464	0.9620114	0.9084223	0.9518306	1.0	0.9734729	0.96026	0.99826294	0.9999347	0.9493967	0.96890193	0.9673355	0.98153234	0.97723204	0.92476994	0.9548332	0.9994292	0.93473893	0.970425	0.9478834	0.9992169	0.96467733	0.96612936	0.97259504	0.9586217	0.94219255	0.97221005	0.978376	0.99157846	0.974204	0.88167906	0.9542085	0.985682	0.9578737	0.0	0.9853319	0.9375593	0.97663236	0.95039093	0.9485003	0.9514185	0.99484384	0.91369474	0.96812886	0.9440843	0.9324753	0.96143687	0.99241936	0.9245511	0.9400038	0.92950535	0.91213906	0.9749031	0.9484309	0.89409745	0.8834528	0.9214923	0.9631607	0.95078516	0.9654042	0.9535534	0.96772015	0.9563582	0.93577194	0.8948559	0.9724471	0.9324349	0.96714365	0.99372196	0.95842785	0.97340024	0.9746215	1.0	0.9526245	0.9663468	0.9939254	0.92424613	0.9500404	0.95229554	0.95998496	0.9895806	0.9729525	0.98127544	0.97297287	0.9620434	0.91430926	0.93356884	0.93282586	0.8992299	0.96034837	0.90057576	0.93910325	0.9567223	0.9444084	0.92302763	0.962686	0.97225267	0.9691784	0.98068684	0.93635947	0.9357556	0.95334613	0.96730506	0.99571306	0.9690344	0.9011642	0.9463874	0.9303992	0.9802217	0.950969	0.9917544	0.9558288	0.93150723	0.9932507
klank/noun	0.99296546	0.94916505	0.98545086	0.9642981	0.96765894	0.9792548	0.97071314	0.948475	0.98731405	1.0	0.97032005	0.96337104	0.9855445	0.9958123	0.9564262	0.9949437	0.9975373	0.93768084	0.94536453	0.95316964	0.9612784	0.99708	0.9783536	0.9558043	0.8977459	0.9885611	0.91212755	0.96071845	0.97077125	0.9104666	0.9785216	0.9528296	0.9374606	0.9708597	0.9709946	0.94154364	0.9769835	0.97260857	0.98069215	0.9853319	0.0	0.9586378	0.9645751	0.9650028	0.9409472	0.8622397	0.9764674	0.9690823	0.90353847	0.90920097	0.95719224	0.96662164	0.9957011	0.9243835	0.9783715	0.9896078	0.906975	0.75640833	0.98418176	0.96958494	0.96054107	0.99552727	0.99109113	0.9385561	0.70695615	0.90892565	0.97496307	0.9698463	0.92561454	0.9003159	0.99511176	0.9624532	0.92336905	0.99393004	0.9371377	0.99341077	0.923985	0.968583	0.91151655	0.9598723	0.92809534	0.94867766	0.9525447	0.9224147	0.97793275	0.98167044	0.9532921	0.9053058	0.8642661	0.89197636	0.93874645	0.93385863	0.94972944	0.95166445	0.9610438	0.9351704	0.93279403	0.9691891	0.974735	0.98733145	0.96038765	0.9564533	0.9583229	0.94962984	0.93801767	0.9610817	0.93309	0.94213396	1.0	0.95081526	0.9516231	0.9490201	0.96063375	0.973263	0.9850021	0.9711134	0.89000916	0.9802427	0.9852054
kleur/noun	0.9643633	0.9729544	0.98786443	0.9054266	0.8996357	0.95452833	0.9224267	0.9283755	0.961909	0.99943733	0.93168426	0.9476441	0.97991425	1.0	0.9364398	0.9597764	0.98339975	0.9304342	0.91212183	0.925858	0.90890664	0.98114693	0.9350375	0.9023798	0.98637176	1.0	0.97908235	0.9499075	0.94146276	0.92221236	0.9496143	0.98818344	0.95959586	0.96426636	0.92853606	0.9077	0.9072372	0.94362754	0.9721628	0.9375593	0.9586378	0.0	0.9800433	0.9096097	0.9205213	0.9251231	0.9975252	0.8933299	0.8871674	0.9493257	0.9272842	0.9147973	1.0	0.8678926	0.9333245	0.95787394	0.93646145	0.946033	0.9143251	0.9031907	0.9349975	0.9714037	0.93156	0.93008	0.9017896	0.88312566	0.9191316	0.9422726	0.89402205	0.9075231	1.0	0.8854755	0.9832022	0.9808398	0.9597016	0.9332807	0.97757363	0.9693122	0.9130281	0.94215006	0.9984018	0.9444452	0.96213967	0.95900565	0.91560394	0.97466105	0.94176275	0.98061824	0.9121568	0.96469164	0.93727946	0.93570346	0.9208323	0.8788802	0.9169638	0.93523705	0.96120703	0.9395892	0.93650186	0.99143255	0.91931415	0.9539238	0.921866	0.9297006	0.88595164	0.9584837	0.96004444	0.95407575	0.9828163	0.9741595	0.9342374	0.9341344	0.9396657	0.98435444	0.9508313	0.94163924	0.9435232	0.9293938	0.9688527
klink/adj	0.9947628	0.96786743	0.9687378	0.96834207	0.93449014	0.9733332	0.9779018	0.94115156	0.89448225	0.9848189	0.97214603	0.9786736	0.9996402	0.9908988	0.95106703	0.9294419	0.98761576	0.9552614	0.97109693	0.97457504	0.9749188	0.99961793	0.9885737	0.95767933	0.9701896	0.9527819	0.94833773	0.98639077	0.964742	0.939142	0.95715505	0.97656626	0.98887414	0.96103585	0.96551806	0.9801248	0.96028584	0.9469327	0.99736875	0.97663236	0.9645751	0.9800433	0.0	0.94666284	0.9454404	0.93178475	0.9878508	0.9585497	0.9514349	0.9535015	0.969016	0.95774686	0.9661718	0.9253459	0.97464055	0.9688095	0.9602049	0.9381845	0.95467764	0.9782177	0.9568114	0.97740215	0.96817136	0.9461886	0.91337794	0.90415025	0.95796824	0.95773745	0.9334017	0.9249182	1.0	0.9762457	0.94466937	1.0	0.97195333	0.9281766	0.9562228	0.9850131	0.95373523	0.96266544	0.9862086	0.9649225	0.9577076	0.97410136	0.84413207	0.9880755	0.92707103	0.983361	0.9403406	0.9400465	0.9532085	0.95338804	0.9380207	0.94335544	0.96245396	0.9332301	0.952843	0.9723707	0.9715252	0.97105825	0.943988	0.96743625	0.9502876	0.9384267	0.93946725	0.96645355	0.92748886	0.98646957	0.99202687	0.9643327	0.96600187	0.9544951	0.97668874	0.9801058	0.9706487	1.0	0.91899616	0.98139364	0.9933191
komedie/noun	0.970976	0.94741046	0.98296714	0.89702994	0.9342718	0.98783696	0.9043761	0.9349803	0.9459219	0.99228954	0.9363841	0.9520772	0.9825732	0.9938186	0.9498848	0.95501935	0.9605906	0.93930256	0.8895442	0.96534646	0.9544127	0.96985316	0.95137435	0.9510822	0.97802395	0.99019235	0.96562105	0.94809955	0.9719978	0.9354337	0.97088206	0.9784827	0.9884212	0.9640251	0.98187447	0.9345328	0.9602663	0.96580595	0.93776375	0.95039093	0.9650028	0.9096097	0.94666284	0.0	0.88877016	0.9474185	0.9959941	0.94909555	0.9332346	0.93487465	0.9207964	0.9562125	0.98509616	0.93526816	0.9732313	0.9758807	0.9519067	0.9093238	0.9499263	0.9605525	0.9656825	0.95906574	0.95915914	0.93254536	0.8695514	0.8916721	0.96218294	0.9792396	0.8753978	0.8429746	0.9869037	0.9536695	0.94081694	0.9783041	0.9169676	0.9341022	0.95898825	0.9565187	0.94991803	0.9429385	0.9724355	0.9190173	0.9649609	0.94571745	0.9732533	0.9355504	0.89785767	0.9994932	0.9467046	0.8895181	0.9216265	0.96706027	0.93367326	0.9185323	0.9295553	0.9447376	0.9204866	0.9433844	0.9524103	0.9647883	0.94466263	0.9114375	0.95686626	0.9475321	0.8396284	0.9208615	0.9565142	0.950488	0.99131626	0.9580237	0.96756417	0.96277666	0.8946234	0.9795835	0.9538809	0.996679	0.8291527	0.9473249	0.81580687
koning/noun	0.9742646	0.9320669	0.9786338	0.9309763	0.91876614	0.964477	0.95537084	0.90732163	0.93921196	0.9765468	0.91141325	0.93569183	0.98421365	0.99802846	0.91829747	0.94865173	0.9545673	0.93126875	0.8788966	0.9035697	0.9269998	0.97311825	0.94998014	0.89786404	0.93501693	0.9559138	0.9460838	0.9351704	0.9154888	0.9325418	0.9011761	0.96996313	0.98235816	0.95087934	0.93535876	0.9000262	0.9435848	0.9073467	0.9707125	0.9485003	0.9409472	0.9205213	0.9454404	0.88877016	0.0	0.92797697	0.9916992	0.94224	0.8364114	0.8742819	0.86887133	0.9251377	0.98220307	0.9092526	0.94614434	0.9444434	0.8889967	0.93984056	0.96997684	0.93235594	0.91645104	0.95596725	0.8996414	0.84541446	0.8800274	0.82837224	0.9422332	0.9335209	0.91096044	0.892662	0.994217	0.92109734	0.93583703	0.9893001	0.9315443	0.8693452	0.9839113	0.99981695	0.88246506	0.951846	0.97677547	0.8333806	0.86057746	0.92974865	0.94205785	0.9859973	0.93225604	0.9964846	0.88227975	0.92376214	0.8558555	0.85096514	0.90900546	0.93462634	0.87048024	0.89822567	0.92035556	0.9107947	0.9367935	0.94688785	0.88878286	0.9092876	0.92804545	0.89226305	0.7123455	0.8962225	0.9389441	0.9768731	0.9587893	0.7416897	0.8643701	0.895594	0.89508873	0.9525114	0.9322821	0.9815795	0.8676143	0.88660175	0.96737313
koor/noun	0.97950065	0.94245774	0.9819665	0.9362539	0.9198381	0.96366644	0.96507674	0.9132196	0.95378447	0.99385446	0.9515188	0.9172413	0.9998669	0.99994856	0.93057656	0.9486797	0.96577907	0.9637022	0.9443349	0.9727598	0.9472272	1.0	0.94123673	0.97913265	0.9608075	0.94850886	0.9390392	0.94806635	0.94149405	0.85988545	0.94310033	0.9576265	0.97943056	0.9603264	0.94507384	0.9385817	0.9306727	0.95062816	0.9637133	0.9514185	0.8622397	0.9251231	0.93178475	0.9474185	0.92797697	0.0	0.98857564	0.94841075	0.9033338	0.933327	0.9478398	0.9534352	1.0	0.89217335	0.9503495	0.94832504	0.9394947	0.91648877	0.91849184	0.9261089	0.9278303	0.96198165	0.9586593	0.90366983	0.7832122	0.8926854	0.95134264	0.962743	0.88605654	0.85897356	0.981789	0.9319322	0.9107683	0.9915834	0.93124264	0.94222856	0.9750285	0.95897585	0.9262276	0.9597075	0.9841424	0.94557816	0.91990846	0.93508244	0.94045466	0.9664442	0.9309595	0.99059516	0.89527303	0.9019681	0.949696	0.9431857	0.9393922	0.9237955	0.914233	0.9343493	0.923743	0.9216634	0.955018	0.9681448	0.94803	0.9342339	0.9563191	0.9497159	0.8738169	0.9500548	0.9559671	0.9743147	0.97797495	0.96177465	0.9363619	0.9442725	0.93775517	0.96384734	0.9385277	0.9652167	0.87835234	0.9300862	0.9670005
koor_DIM/noun	0.990566	0.9945275	0.9999083	1.0	0.9885776	0.99818635	0.9998059	0.9768707	0.9586191	1.0	1.0	0.9947449	0.9877053	0.97986513	0.9865885	1.0	1.0	0.9870526	0.99273854	0.9888181	0.9922133	0.99149	0.9712464	1.0	0.9505554	0.989596	0.96953005	1.0	0.98593694	0.96113455	0.9808	0.990514	0.9639802	0.98888874	0.99629766	0.9963777	0.9663453	1.0	0.8835285	0.99484384	0.9764674	0.9975252	0.9878508	0.9959941	0.9916992	0.98857564	0.0	0.99331135	0.975863	0.9869205	0.9989098	0.988914	1.0	0.99678814	0.9962115	1.0	0.98053694	0.955346	0.9910228	0.98894024	0.98848474	0.9964259	0.99975914	0.98118526	0.9674699	0.9513853	0.9990282	0.99957395	0.95416	0.9797762	1.0	0.9845401	0.95842785	0.9182281	0.980872	0.96748155	1.0	1.0	0.972083	1.0	0.9453462	0.9838653	0.9940855	1.0	1.0	0.98942953	0.95290655	0.95374006	0.990219	0.97272164	0.97900176	0.9967871	0.9995728	0.97583896	0.99540794	0.95500714	0.99098814	0.998802	0.99844503	0.98959213	0.9996494	0.97892135	0.98675036	0.97932816	0.9934012	0.98980427	0.99897027	0.981866	1.0	0.98733544	0.99869186	0.99337596	0.9999768	0.9816693	0.98607856	1.0	0.9863434	0.9988628	0.98820937
