	plek/noun	tikkeltje/noun	belofte/noun	u/det	compliment/noun	tussen/prep	haar/det	tot_en_met/prep	glans/adj	een/det	gevoel/noun	beeldhouwer/noun	gerecht/noun	kamer/noun	door/prep	genaamd/prep	sluier/noun	beperkt/adj	komst/noun	Andreas/name	vermoeid/adj	zo/adv	moment/noun	koppel/verb	heilig/adj	koninkrijk/noun	interventie/noun	oor/noun	onbezorgd/adj	hel/noun	te/prep	David/name	24/noun	China/name	blauw/adj	Diana/name	naam/noun	menselijk/adj	plotseling/adj	liefde/noun	François/name	vogel/noun	ruimte/noun	spaghetti/noun	naar/adj	vertegenwoordiger/noun	tot/prep	haast/adv	blink_uit/verb	status/noun	door/part	licht/adj	zij/pron	onthul/verb	rijk/noun	wissel_af/adj	blauw/noun	symbool/noun	titel/noun	leid/verb	mijn/det	literair/adj	baad/verb	je/pron	maak_waar/verb	geest/noun	bericht/noun	getal/noun	tunnel/noun	spreek/verb	zaak/noun	haven/noun	legende/noun	groente/noun	gij/pron	zorg/verb	tegelijk/adj	boven/adv	pad/noun	breng/verb	gedrag/noun	luisteraar/noun	menu/noun	Patrick/name	glimlach/noun	beschik/verb	boven/prep	vaak/adj	ontloop/verb	verdeel/verb	tafereel/noun	perfectie/noun	kleurrijk/adj	tweeling/noun	voorzie/verb	uitgekiend/adj	missie/noun	dynamiek/noun	het/det	maar/vg	verstoor/verb	elk/det	waarmee/pp	mandaat/noun	tuin/noun	of/vg	onderwerp/noun	modder/noun	bis_nummer/noun	file/noun	vorst/noun	uiterst/adj	zeil/verb	lied/noun	Liebe/name	leven/noun	verbind/verb	ziel/noun	stuk/noun	Ed/name	verheven/adj	tribune/noun	sauna/noun	Whitney/name	omarm/verb	wereld/noun	spreek_uit/verb	klink/adj	zie/verb	drank/noun	verkneukel/verb	tomaat/noun	refrein/noun	hun/det	vaderland/noun	patent/noun	overleef/verb	soortgelijk/adj	ontsteek/verb	uitzicht/noun	euforie/noun	boodschap/noun	Aus/name	wapen/noun	werkster/noun	ontken/verb	schitterend/adj	hier/adv	landschap/noun	verlies/verb	dring/verb	zeker/adv	I/name	rein/adj	vanaf/prep	lucht/noun	veeleer/adv	smaak/noun	eeneiig/adj	geniet/verb	alsof/comp	Wilson/name	klink/verb	for/name	intiem/adj	11/noun	en/vg	buiten/adv	steek/verb	vertaling/noun	melodie/noun	Rivaldo/name	plezier/noun	aller/det	naar/prep	Cauwenberghe/name	alles/noun	gezang/noun	vuur/noun	tweetal/noun	eeuwig/adj	30/noun	glinsterend/adj	lente/noun	schoot/noun	speels/adj	voetbal_tempel/noun	161/num	vermoed/verb	hulp/noun	Ab/name	Nina/name	goddelijk/adj	cru/adj	plaats/verb	muziek/noun	ze/pron	val_samen/verb	onaantastbaar/adj	noop/verb	toon/verb	hart/noun	begrip/noun	zijn/det	Schmidt/name	zoek/adj	monument/noun	bovenuit/prep	vergelijking/prep	zodoende/adv	minstens/adv	als/prep	over/prep	ding/noun	Mulisch/name	moeder/noun	Caraïbische/adj	commentaar/noun	gestreken/adj	voorbereiding/noun	Cassandra/name	bijna/adv	dauw/noun	toch/adv	stad/noun	plaats/prep	slinger/verb	gouden/adj	kleur/noun	Gene/name	Lucien/name	zondaar/noun	zaligheid/noun	of/adj	dat/pron	zweep_op/adj	maal/noun	vuurwerk/noun	natuur/noun	ervaring/noun	verras/verb	licht/noun	Geoffrey/name	die/pron	boom/noun	symboliseer/verb	Jeruzalem/name	sopraan/noun	intro/noun	Houston/name	absoluut/adj	musicus/noun	Albert/name	lever_op/verb	Cor/name	presentator/noun	heerlijkheid/noun	voor/adj	Amsterdams/adj	garnaal/noun	orgasme/noun	verkeer/verb	laat/verb	streek/noun	aards/adj	bijstand/noun	gewaad/noun	voor/prep	vooral/adv	financier/verb	let/verb	koor/noun	benader/verb	vierkant/adj	gitaar/noun	netheid/noun	tribunaal/noun	boek/verb	oog/noun	gerust/adj	gegarandeerd/adj	staat/noun	stap_binnen/verb	Marcel/name	vertegenwoordig/verb	beschreven/adj	district/noun	harmonie/noun	Clark/name	nul/noun	proef/verb	zoet/adj	lekkers/noun	die/det	koor_DIM/noun	talent/noun	welk/det	gewelf/noun	Modemuseum/name	Japan/name	The/name	thuis/noun	geluk/noun	droefheid/noun	gave/noun	waar/adv	verlicht/verb	terecht/part	herrie/noun	aureool/noun	rust/noun	schoonheid/noun	verte/noun	grif/adj	Quinten/name	doe/verb	mij/pron	komedie/noun	stem/noun	zeldzaam/adj	geïnspireerd/adj	tak/noun	wat/adv	uitspatting/noun	melancholiek/adj	benut/verb	Zuid-Korea/name	april/noun	het/adv	vlak_uit/verb	geluid/noun	zoon/noun	uiteindelijk/adj	vader/noun	aflevering/noun	waarachtig/adj	beloon/verb	aardappel/noun	geneugte/noun	partner/noun	Fiamminghi/name	vergis/verb	voorkom/verb	monumentaal/adj	sensueel/adj	iets/adv	lot/noun	toeschouwer/noun	terwijl/comp	alleen/adj	straal/noun	Scholl/name	verander/verb	respectievelijk/vg	Lennon/name	palet/noun	zangeres/noun	pose/noun	voel/verb	hoop/noun	helderheid/noun	leg_neer/verb	muzikaal/adj	fontein/noun	dol/adj	Oedipus/name	hoog/adj	duivels/adj	waterval/noun	herken/verb	met/prep	wezen/noun	aarde/noun	rustgevend/adj	daal_neer/verb	klassiek/adj	lief_DIM/noun	republiek/noun	deze/det	ontluik/adj	voet/noun	schitter/verb	specialiseer/verb	vul/verb	hels/adj	ooit/adv	ritme/noun	wolk/noun	bed/noun	meteen/adv	volbreng/verb	overkant/noun	daadwerkelijk/adj	dag/noun	even/adv	visioen/noun	72/num	aanvankelijk/adj	antwoord/noun	vol/prep	passage/noun	kant/noun	Genk/name	glas_DIM/noun	lichaam/noun	kroon/noun	vrede/noun	Gray/name	verleen/verb	je/det	hoeksteen/noun	kijk/verb	combinatie/noun	beloof/verb	Ronaldo/name	sereniteit/noun	horror/noun	bereik/verb	maar/adv	ring/noun	probleemloos/adj	waarop/pp	dressing/noun	11/num	mag/verb	een/adj	plafond/noun	zulk/det	bijvoorbeeld/adv	uit/prep	stil/adj	afgezant/noun	hun/pron	ruig/adj	gooi/verb	kunst/noun	wenk/verb	voordat/comp	duik_op/verb	Koenraad/name	Dei/name	paradijs/noun	ijl/adj	kortom/adv	Barbara/name	piano_spel/noun	allesbehalve/adv	waar/noun	laag/noun	schijf_DIM/noun	ruïne/noun	op/adj	Vierde/name	Art/name	tip/noun	zing/verb	whisky/noun	nergens/adv	Soedan/name	smaak/verb	ontketen/verb	haar/pron	keer_terug/verb	god/noun	gebarsten/adj	iets/noun	weerklink/verb	geef/verb	voed/verb	Stem/name	sfeer/noun	wat/pron	Netelenbos/name	weer/adv	Greenaway/name	best/noun	optreden/noun	vrijheid/noun	wereldlijk/adj	schilderij/noun	roman/noun	Valentijn/name	dit/det	rock/noun	geschenk/noun	meest/adj	water/noun	lof_trompet/noun	neem_op/verb	maatschappelijk/adj	hoor/verb	al/det	om/adv	Nero/name	klank/noun	kip/noun
plek/noun	0.0	0.88544184	0.8746011	0.82654935	0.8671684	0.74139875	0.83713984	0.9600784	0.7631422	0.64391214	0.6943881	0.85126036	0.9164978	0.6156318	0.813929	0.78907084	0.82832843	0.87561786	0.83351946	0.89674634	0.86219907	0.7813938	0.7162565	0.89674765	0.67505455	0.787147	0.82844335	0.8434724	0.83596814	0.7115668	0.6568464	0.89582866	0.95306706	0.8944074	0.6743482	0.81159055	0.83127314	0.70946795	0.735167	0.75241	0.9005959	0.5988004	0.626225	0.83107656	0.8136656	0.82953155	0.8530981	0.7458747	0.84406173	0.7761633	0.9168117	0.8083947	0.83038545	0.762597	0.72817785	0.76636994	0.6717553	0.6945479	0.89039534	0.8484146	0.86513376	0.7364483	0.629117	0.71148705	0.8380642	0.6630437	0.8553537	0.78298014	0.7696383	0.8279228	0.80038124	0.75721383	0.7823584	0.8334889	0.8272704	0.7775611	0.7001118	0.6744779	0.80655277	0.84556884	0.8566241	0.7998369	0.8987968	0.98599106	0.8671312	0.8416478	0.6579695	0.77254045	0.87676793	0.88247824	0.7416085	0.8201213	0.7290665	0.89052033	0.8229245	0.8755071	0.7893982	0.7686697	0.7647521	0.82208765	0.8145771	0.7810383	0.77214473	0.8832316	0.6026161	0.7041006	0.7092894	0.786137	0.90837526	0.849437	0.8047941	0.85316586	0.8157142	0.8208364	0.9673333	0.76176345	0.7660397	0.6923334	0.7617003	0.93474805	0.75605357	0.74210405	0.7552484	0.98384607	0.8062849	0.6599088	0.87253475	0.85451734	0.7331941	0.83868766	0.89377296	0.9107357	0.921565	0.82268345	0.7924393	0.8564914	0.798081	0.8755672	0.8825326	0.6363263	0.81068677	0.7963233	0.970445	0.8466158	0.90301967	0.9115827	0.6843313	0.64722764	0.59207225	0.81905794	0.8669733	0.8817664	0.92702484	0.8200917	0.79678965	0.6622669	0.7525693	0.8542981	0.9281262	0.71495646	0.7137505	0.9256084	0.8107379	0.95647717	0.70065844	0.9143002	0.7132478	0.7556211	0.8940877	0.86573315	0.83980966	0.88476217	0.8040839	0.88107055	0.74566966	0.9754888	0.7488602	0.80974334	0.7564172	0.8937843	0.7416443	0.9649617	0.74556696	0.80327225	0.87893057	0.77939534	0.80172265	0.94031763	0.83805305	0.8830371	0.9291016	0.9140066	0.7604755	0.9285228	0.7784476	0.7331091	0.77789885	0.8061478	0.7623788	0.83888274	0.7421166	0.7911974	0.8236133	0.84750986	0.91706556	0.77986455	0.68603694	0.8836285	0.8781836	0.86004543	0.8483092	0.7842082	0.83590615	0.7170325	0.8794565	0.83715767	0.88617295	0.852312	0.9342515	0.893526	0.9670644	0.7498058	0.83332384	0.8343332	0.5678827	0.74018735	0.8255173	0.7670105	0.6862319	0.9545729	0.92693394	0.8113339	0.8412023	0.7986438	0.75427276	0.83193	0.89809406	0.85355794	0.6423903	0.8271848	0.870774	0.65596956	0.9711746	0.7394134	0.6209732	0.7434912	0.71324754	0.93513787	0.8888049	0.9496512	0.7997483	0.8279081	0.9258856	0.8616998	0.9308771	0.9270577	0.8010009	0.85070443	0.8111764	0.8865152	0.8116491	0.8185546	0.8476136	0.6134193	0.715261	0.93586737	0.7566694	0.8472359	0.8455671	0.89090914	0.83914214	0.90689665	0.86302114	0.7380331	0.84924924	0.79640007	0.897144	0.8724817	0.7611169	0.85693026	0.7837273	0.808136	0.7781214	0.93052447	0.8057371	0.81731224	0.7885039	0.7880186	0.9595782	0.88121736	0.8874221	0.81695646	0.86481917	0.78818965	0.95401615	0.84195983	0.8239502	0.7904643	0.9164174	0.8069113	0.9607484	0.77535516	0.8265643	0.8363601	0.8035436	0.56206316	0.7405801	0.65083605	0.77543116	0.8564975	0.81298816	0.6659474	0.7118443	0.9528856	0.9553223	0.91687727	0.81497616	0.86475724	0.82192266	0.72004753	0.7741695	0.7387279	0.8362438	0.85332036	0.83166134	0.8231251	0.91536796	0.97094905	0.76744413	0.9241001	0.730652	0.90844905	0.8750572	0.85661733	0.84905374	0.83488613	0.8415731	0.88255966	0.8735889	0.8092514	0.97638637	0.86980087	0.837297	0.721822	0.7557563	0.786462	0.85692257	0.706112	0.7274038	0.83795303	0.7070905	0.9198166	0.75859755	0.9329647	0.8584843	0.7904834	0.9052105	0.7755284	0.74286896	0.72560143	0.8616724	0.93248737	0.806126	0.6805428	0.8307605	0.8822278	0.8115221	0.7513439	0.67151177	0.81844115	0.7724258	0.6410175	0.65245223	0.74805814	0.71092844	0.77680075	0.7955669	0.81820047	0.7817704	0.8897783	0.75407207	0.78704363	0.9399812	0.76893455	0.78581774	0.72698593	0.80035806	0.6340331	0.78685343	0.8185921	0.85918045	0.72548443	0.8270743	0.84709644	0.7047221	0.7121556	0.9428971	0.8886112	0.8052252	0.65207803	0.6975346	0.74877244	0.83605635	0.87195855	0.7192101	0.8110199	0.76141775	0.9392415	0.88534987	0.7850175	0.8204473	0.72297746	0.7593616	0.81352913	0.9573368	0.82290655	0.862926	0.8406744	0.83769643	0.789865	0.8841662	0.8144591	0.88239205	0.9824258	0.8426448	0.79602027	0.74874836	0.78243166	0.81985116	0.8082113	0.6196564	0.8296444	0.80070275	0.7607229	0.84932464	0.74536854	0.8238763	0.8811019	0.80076516	0.9027634	0.8955952	0.6656273	0.75884056	0.73120075	0.87985915	0.9130214	0.7648194	0.7316099	0.773601	0.862471	0.6613455	0.8041884	0.9477146	0.9210563	0.8330044	0.8634195	0.82472354	0.70773876	0.87760204	0.85005736	0.84017605	0.7944202	0.7699638	0.6805918	0.7706661	0.75740767	0.8465937	0.8333601	0.7519649	0.86108136	0.65481186	0.83107585	0.9347092	0.77429223	0.9002859	0.90641403	0.87586606	0.7861595	0.8309279	0.6469859	0.7467653	0.90718395	0.87872833	0.87484527	0.805863	0.6177964	0.6512377	0.93076766	0.9168884	0.85555816	0.835881	0.69352067	0.84498554	0.8835218	0.749969	0.85467625
tikkeltje/noun	0.88544184	0.0	0.94045925	0.86451423	0.88022727	0.9076497	0.8102679	0.9276723	0.9150268	0.75574744	0.689219	0.9273439	0.811508	0.89943695	0.85299265	0.8718449	0.9374108	0.91686565	0.9314578	0.88836825	0.7441363	0.7908498	0.7326791	0.86798584	0.9273625	0.90063506	0.8335731	0.87603134	0.88683057	0.8980948	0.9254453	0.90057516	0.91324174	0.9851214	0.86897486	0.86937475	0.91053903	0.7888763	0.8199123	0.7294327	0.8811625	0.89104193	0.908216	0.86460274	0.7469351	0.95409703	0.9450945	0.7594629	0.8068791	0.9022009	0.9411319	0.6806882	0.8463294	0.8993312	0.9492433	0.7253923	0.9054747	0.8070322	0.91181326	0.9328991	0.8336712	0.8598179	0.82858175	0.7868582	0.8665518	0.78266096	0.97475386	0.9088216	0.90147954	0.69875944	0.91897404	0.97004426	0.8901711	0.8355689	0.89712256	0.89024305	0.66094625	0.9107026	0.89954674	0.81934035	0.8891413	0.7903094	0.83934754	0.9059419	0.7584414	0.9081965	0.9488579	0.73520494	0.8244079	0.9636002	0.78874314	0.8191666	0.7981788	0.917448	0.9335418	0.8752549	0.92731607	0.8183577	0.8325276	0.6276452	0.81761056	0.8991689	0.8773614	0.91430295	0.8949241	0.84768516	0.8085604	0.8898469	0.7992792	0.965193	0.8708826	0.81794065	0.9535559	0.8466656	0.90688545	0.8180061	0.92575157	0.8608231	0.7756588	0.90938324	0.8169504	0.90925395	0.8630332	0.9628253	0.8357325	0.8597721	0.8041655	0.79686606	0.86491215	0.83406484	0.9508088	0.8652159	0.815408	0.8358374	0.9209148	0.9385242	0.9166772	0.8913731	0.92463464	0.862888	0.7072902	0.8378637	0.9642002	0.935385	0.9342473	0.9216704	0.84845626	0.7387185	0.81805587	0.910361	0.9004026	0.7544019	0.9370773	0.7872622	0.9120015	0.93674505	0.6825093	0.79919636	0.9523305	0.8611704	0.8009944	0.8969509	0.7306169	0.9085655	0.73835725	0.9343459	0.77948946	0.865135	0.8897873	0.8804605	0.78858995	0.82634175	0.7545647	0.8900882	0.89996326	0.891582	0.83717906	0.8170128	0.94869155	0.811057	0.7845047	0.8996248	0.91826624	0.9277676	0.82337034	0.7272359	0.91247326	0.92958164	0.9308592	0.9455519	0.9079237	0.8949491	0.7742152	0.8594111	0.9186524	0.7746021	0.78867835	0.87534845	0.8944653	0.9043788	0.78203046	0.85144204	0.8383996	0.84532654	0.9069739	0.8903316	0.8784204	0.8696461	0.832452	0.9225979	0.9173353	0.8242353	0.8804965	0.8135227	0.85600454	0.8975452	0.9270375	0.87820697	0.96251464	0.9343516	0.9377985	0.8175195	0.9674041	0.68544185	0.963259	0.9235247	0.8250251	0.89052415	0.7805884	0.9321293	0.9312013	0.93123984	0.84398675	0.8647907	0.84897244	0.89040387	0.9067483	0.9302652	0.7998805	0.75084054	0.8356	0.8943179	0.9721886	0.8649609	0.9105924	0.7934925	0.9878913	0.79811686	0.87938035	0.9374576	0.875644	0.8192948	0.9091337	0.908037	0.8754878	0.9121235	0.8998903	0.927437	0.9361235	0.86056703	0.84401417	0.90706766	0.8995736	0.9062644	0.6939217	0.9243	0.94489616	0.92610896	0.76836795	0.97974706	0.9120626	0.88206935	0.8404534	0.9541677	0.80537	0.9294724	0.9184571	0.9559178	0.83797264	0.8696928	0.8783065	0.95424044	0.7914014	0.9450711	0.94330037	0.89038193	0.9703603	0.7713636	0.8935208	0.9563032	0.80778694	0.7466475	0.85753644	0.8623524	0.8502232	0.8258986	0.91406417	0.90672606	0.91313666	0.9286691	0.9138557	0.91664106	0.6631438	0.6608717	0.8104613	0.9068072	0.95561117	0.96983284	0.91733694	0.9495184	0.8601999	0.73686993	0.85955083	0.8786475	0.97834927	0.94928885	0.820809	0.7771901	0.7558645	0.8336366	0.7571914	0.9645759	0.60162956	0.8156414	0.72321296	0.8446213	0.9456239	0.95005757	0.9554706	0.86570597	0.80236524	0.93385094	0.8563882	0.9462501	0.8586338	0.81154084	0.951274	0.8695272	0.8538679	0.9300563	0.9844616	0.8841806	0.9650522	0.83537674	0.71618974	0.69709754	0.94751143	0.8636917	0.8637537	0.8545822	0.8747654	0.85515517	0.82572246	0.97008795	0.9307512	0.874699	0.8696175	0.879178	0.75180715	0.7651887	0.8718755	0.91748536	0.77591294	0.8643183	0.8174897	0.9553504	0.91085297	0.82670254	0.9099921	0.8521179	0.77075595	0.80084044	0.86877334	0.8447936	0.88032204	0.85424286	0.89954305	0.9248067	0.8579595	0.84239006	0.8825046	0.8549814	0.89831084	0.91136664	0.9039836	0.85122955	0.83369625	0.8398199	0.9221753	0.8648717	0.9124131	0.8379127	0.91404086	0.91021025	0.788239	0.82410383	0.9774586	0.7844549	0.8620309	0.76382685	0.8243151	0.66299194	0.9019213	0.8859991	0.83070296	0.9419061	0.88792926	0.9532311	0.9439471	0.8642565	0.9120368	0.857347	0.7808157	0.9483957	0.9099833	0.87231684	0.8204174	0.9062855	0.8439795	0.90813905	0.83278584	0.8712076	0.91842866	0.95937264	0.7954054	0.88239866	0.8961199	0.8788534	0.9000727	0.87987775	0.7189114	0.8990637	0.8135467	0.72899926	0.94256586	0.83369863	0.8437773	0.8798165	0.8865157	0.97874635	0.92390025	0.8877785	0.8624104	0.8677757	0.8799567	0.8666083	0.75855166	0.8449276	0.9077981	0.82980645	0.9432563	0.9210745	0.9383193	0.87241316	0.9207057	0.837337	0.8389021	0.87984544	0.97444147	0.75182664	0.89821696	0.8084316	0.9339607	0.8807033	0.9279052	0.7067167	0.8963922	0.83887	0.91745293	0.90643144	0.78635716	0.90185785	0.95538414	0.8277918	0.9217848	0.88186806	0.8879004	0.8418014	0.8379911	0.7837705	0.8801713	0.90021485	0.858624	0.7953466	0.82038426	0.808288	0.88683045	0.9557904	0.9549566	0.90502787	0.9031263	0.8536459	0.9582922	0.93719274	0.7813631	0.9078234
belofte/noun	0.8746011	0.94045925	0.0	0.8974936	0.93725574	0.87207675	0.76289374	0.99037933	0.88734853	0.8432399	0.8522824	0.8206359	0.90811944	0.9015355	0.87851715	0.9029997	0.93099004	0.9228763	0.8060253	0.9451015	0.7676018	0.9457599	0.863966	0.86029893	0.8977772	0.84885347	0.9140791	0.8786305	0.9066672	0.8135314	0.94137424	0.79804575	0.93995273	0.9337838	0.89923686	0.91035306	0.7870976	0.90935856	0.9105874	0.7822538	0.8642195	0.882686	0.8947441	0.9080214	0.9076749	0.93310565	0.9387274	0.83097756	0.80386376	0.7523074	0.85987735	0.87708855	0.8149965	0.92493606	0.9042884	0.851293	0.8594829	0.8174604	0.72127485	0.8844531	0.8408862	0.85470295	0.86057925	0.8406487	0.6174413	0.8409374	0.92485416	0.89759415	0.912063	0.8992546	0.84108377	0.955441	0.8324442	0.9560196	0.89822674	0.8213413	0.88484627	0.9046227	0.83974993	0.87115526	0.8974314	0.9101925	0.95342314	0.85758597	0.79413086	0.8589618	0.89585924	0.8634991	0.84131783	0.9157286	0.8748548	0.8481809	0.88151217	0.9382057	0.9251739	0.88026977	0.7886709	0.8880111	0.85642785	0.82091546	0.74862176	0.9304895	0.8281919	0.8885688	0.83869505	0.87892383	0.8776219	0.8338655	0.90001035	0.8711734	0.89372873	0.87520236	0.9610971	0.80751085	0.90291005	0.80291873	0.79864556	0.7851175	0.9471849	0.8623469	0.854772	0.90500486	0.81439006	0.974108	0.8669894	0.90176034	0.8646997	0.7726406	0.9102856	0.86331195	0.92569804	0.9456408	0.86752653	0.76629865	0.82967675	0.9242428	0.83502185	0.8841728	0.8792771	0.86940205	0.84624547	0.8208536	0.956568	0.90880543	0.92238295	0.92466515	0.81830776	0.83015597	0.8997054	0.8215526	0.9344242	0.81972396	0.9513623	0.9594757	0.9735512	0.87227046	0.9098552	0.93421847	0.97131044	0.88871384	0.8627941	0.88308847	0.8759772	0.92290634	0.9145866	0.9752122	0.77780664	0.88301384	0.888057	0.92584187	0.8436895	0.8851122	0.8150494	0.97049934	0.87405264	0.83793354	0.882269	0.825679	0.8561441	0.8700551	0.71464777	0.97418886	0.9114404	0.8021387	0.9416283	0.86343354	0.9047936	0.930556	0.8605975	0.8819794	0.92814916	0.88968515	0.84178877	0.92396677	0.91759336	0.8271872	0.80528533	0.86913663	0.8525937	0.9165172	0.9079385	0.8437201	0.889998	0.7118348	0.87331045	0.8300742	0.88982654	0.9016398	0.8709002	0.80597186	0.9443902	0.8074175	0.91643494	0.8299892	0.91839045	0.9252132	0.9186867	0.8650874	0.9727393	0.8747549	0.9590199	0.9404917	0.9534724	0.86119926	0.88932943	0.8491117	0.9354257	0.8474584	0.880785	0.9458679	0.8382076	0.78120077	0.8225838	0.8715665	0.8689793	0.8030932	0.8695294	0.8958292	0.8671914	0.8123623	0.84737104	0.8707574	0.84940535	0.8610147	0.9214044	0.85793924	0.7561606	0.9226005	0.9230128	0.9436768	0.8041959	0.815212	0.9593328	0.8190012	0.94640326	0.9058451	0.86672133	0.94961655	0.9686136	0.9625519	0.93507814	0.8995098	0.8910246	0.9265921	0.79087687	0.83535725	0.9262181	0.78485185	0.8548499	0.8989799	0.93634725	0.8721397	0.8752922	0.9328912	0.81838113	0.9206886	0.8932859	0.821901	0.90825623	0.9029389	0.86953974	0.9066536	0.9108401	0.82850623	0.9277828	0.93146527	0.9635627	0.78163016	0.90585446	0.8967185	0.873968	0.8401483	0.87946314	0.73603165	0.8517998	0.73700213	0.9327936	0.9732363	0.8949951	0.9272336	0.9021539	0.84293145	0.79351354	0.8470938	0.84233457	0.89795375	0.86173487	0.8490782	0.8696499	0.8521626	0.7805162	0.8146085	0.8328668	0.793186	0.9160048	0.90241045	0.8948461	0.9014348	0.8274073	0.8901713	0.8803176	0.9017762	0.90567833	0.84340864	0.88890195	0.8621242	0.90525305	0.9597102	0.87062883	0.93092716	0.8519073	0.84999096	0.81510866	0.8898078	0.90950435	0.8082222	0.7877828	0.941762	0.9117977	0.91237426	0.98182887	0.9057191	0.86500144	0.91587806	0.89711845	0.9225842	0.84613216	0.9259855	0.8717204	0.8193974	0.9747932	0.95345396	0.8995776	0.82649505	0.903845	0.9065854	0.883561	0.8841859	0.91619325	0.8285498	0.8120277	0.8978793	0.8281588	0.90043044	0.9028488	0.94474113	0.84954965	0.8732018	0.9131088	0.90505445	0.8223015	0.88443124	0.8372985	0.93448204	0.87595737	0.8839031	0.900386	0.92516136	0.86220175	0.8964903	0.925314	0.84447527	0.94604206	0.87939394	0.78183395	0.76277304	0.7848258	0.87385094	0.9128368	0.8155594	0.84712183	0.87034583	0.7834923	0.9333877	0.8605577	0.76395214	0.86530584	0.8156991	0.88526875	0.8265316	0.8571663	0.9344399	0.7677195	0.9136681	0.8944557	0.8931391	0.75984406	0.800426	0.85961187	0.83419627	0.91452223	0.94559705	0.83671564	0.5789041	0.7909714	0.80653536	0.91932917	0.8461008	0.8983736	0.9042913	0.7709025	0.9309557	0.9511947	0.9305853	0.8788284	0.8515912	0.95348054	0.8708377	0.8725132	0.8955676	0.8990739	0.92611915	0.8161756	0.87859535	0.8615422	0.9074799	0.7354329	0.8870002	0.9142286	0.9275268	0.93046933	0.7705684	0.8561461	0.8149221	0.93494654	0.85327715	0.76190895	0.8442037	0.90167177	0.9315066	0.8751717	0.85934854	0.84681636	0.95832306	0.8996894	0.8382027	0.9127515	0.8210968	0.9446764	0.9155492	0.84865534	0.85072887	0.7840972	0.85125047	0.95454806	0.87109387	0.8858465	0.8552201	0.8688503	0.9394627	0.87659067	0.8371123	0.8828555	0.8729856	0.8986374	0.82132703	0.85478896	0.85037124	0.9449396	0.8730904	0.8713921	0.8933361	0.8702095	0.884037	0.8627349	0.96906084	0.8972355	0.9583436	0.8495946	0.88138187	0.8597218	0.782882	0.88649315	0.939262	0.84134	0.9332446
