	11/noun	24/noun	30/noun	Amsterdams/adj	Caraïbische/adj	aanvankelijk/adj	aardappel/noun	aarde/noun	aards/adj	absoluut/adj	afgezant/noun	aflevering/noun	alleen/adj	alles/noun	allesbehalve/adv	antwoord/noun	april/noun	aureool/noun	baad/verb	bed/noun	beeldhouwer/noun	begrip/noun	belofte/noun	beloof/verb	beloon/verb	benader/verb	benut/verb	beperkt/adj	bereik/verb	bericht/noun	beschik/verb	beschreven/adj	best/noun	bijna/adv	bijstand/noun	bijvoorbeeld/adv	bis_nummer/noun	blauw/adj	blauw/noun	blink_uit/verb	boek/verb	boodschap/noun	boom/noun	boven/adv	breng/verb	buiten/adv	combinatie/noun	commentaar/noun	compliment/noun	cru/adj	daadwerkelijk/adj	daal_neer/verb	dag/noun	dauw/noun	ding/noun	district/noun	doe/verb	dol/adj	drank/noun	dressing/noun	dring/verb	droefheid/noun	duik_op/verb	duivels/adj	dynamiek/noun	een/adj	eeneiig/adj	eeuwig/adj	ervaring/noun	euforie/noun	even/adv	file/noun	financier/verb	fontein/noun	garnaal/noun	gave/noun	gebarsten/adj	gedrag/noun	geef/verb	geest/noun	gegarandeerd/adj	geluid/noun	geluk/noun	geneugte/noun	geniet/verb	gerecht/noun	gerust/adj	geschenk/noun	gestreken/adj	getal/noun	gevoel/noun	gewaad/noun	gewelf/noun	gezang/noun	geïnspireerd/adj	gitaar/noun	glans/adj	glas_DIM/noun	glimlach/noun	glinsterend/adj	god/noun	goddelijk/adj	gooi/verb	gouden/adj	grif/adj	groente/noun	haast/adv	harmonie/noun	hart/noun	haven/noun	heerlijkheid/noun	heilig/adj	hel/noun	helderheid/noun	hels/adj	herken/verb	herrie/noun	het/adv	hier/adv	hoeksteen/noun	hoog/adj	hoop/noun	hoor/verb	horror/noun	hulp/noun	iets/adv	iets/noun	ijl/adj	interventie/noun	intiem/adj	intro/noun	kamer/noun	kant/noun	keer_terug/verb	kijk/verb	kip/noun	klank/noun	klassiek/adj	kleur/noun	kleurrijk/adj	klink/adj	klink/verb	komedie/noun	komst/noun	koninkrijk/noun	koor/noun	koor_DIM/noun	koppel/verb	kortom/adv	kroon/noun	kunst/noun	laag/noun	laat/verb	landschap/noun	leg_neer/verb	legende/noun	leid/verb	lekkers/noun	lente/noun	let/verb	leven/noun	lever_op/verb	lichaam/noun	licht/adj	licht/noun	lied/noun	lief_DIM/noun	liefde/noun	literair/adj	lof_trompet/noun	lot/noun	lucht/noun	luisteraar/noun	maak_waar/verb	maal/noun	maar/adv	maatschappelijk/adj	mag/verb	mandaat/noun	meest/adj	melancholiek/adj	melodie/noun	menselijk/adj	menu/noun	meteen/adv	minstens/adv	missie/noun	modder/noun	moeder/noun	moment/noun	monument/noun	monumentaal/adj	musicus/noun	muziek/noun	muzikaal/adj	naam/noun	naar/adj	natuur/noun	neem_op/verb	nergens/adv	netheid/noun	noop/verb	nul/noun	of/adj	om/adv	omarm/verb	onaantastbaar/adj	onbezorgd/adj	onderwerp/noun	onthul/verb	ontken/verb	ontketen/verb	ontloop/verb	ontluik/adj	ontsteek/verb	oog/noun	ooit/adv	oor/noun	op/adj	optreden/noun	orgasme/noun	overkant/noun	overleef/verb	pad/noun	palet/noun	paradijs/noun	partner/noun	passage/noun	patent/noun	perfectie/noun	piano_spel/noun	plaats/verb	plafond/noun	plek/noun	plezier/noun	plotseling/adj	pose/noun	presentator/noun	probleemloos/adj	proef/verb	refrein/noun	rein/adj	republiek/noun	rijk/noun	ring/noun	ritme/noun	rock/noun	roman/noun	ruig/adj	ruimte/noun	rust/noun	rustgevend/adj	ruïne/noun	sauna/noun	schijf_DIM/noun	schilderij/noun	schitter/verb	schitterend/adj	schoonheid/noun	schoot/noun	sensueel/adj	sereniteit/noun	sfeer/noun	slinger/verb	sluier/noun	smaak/noun	smaak/verb	soortgelijk/adj	sopraan/noun	spaghetti/noun	specialiseer/verb	speels/adj	spreek/verb	spreek_uit/verb	staat/noun	stad/noun	stap_binnen/verb	status/noun	steek/verb	stem/noun	stil/adj	straal/noun	streek/noun	stuk/noun	symboliseer/verb	symbool/noun	tafereel/noun	tak/noun	talent/noun	tegelijk/adj	thuis/noun	tikkeltje/noun	tip/noun	titel/noun	toch/adv	toeschouwer/noun	tomaat/noun	toon/verb	tribunaal/noun	tribune/noun	tuin/noun	tunnel/noun	tweeling/noun	tweetal/noun	uiteindelijk/adj	uiterst/adj	uitgekiend/adj	uitspatting/noun	uitzicht/noun	vaak/adj	vader/noun	vaderland/noun	val_samen/verb	veeleer/adv	verander/verb	verbind/verb	verdeel/verb	vergis/verb	verheven/adj	verkeer/verb	verkneukel/verb	verleen/verb	verlicht/verb	verlies/verb	vermoed/verb	vermoeid/adj	verras/verb	verstoor/verb	vertaling/noun	verte/noun	vertegenwoordig/verb	vertegenwoordiger/noun	vierkant/adj	visioen/noun	vlak_uit/verb	voed/verb	voel/verb	voet/noun	voetbal_tempel/noun	vogel/noun	volbreng/verb	voor/adj	vooral/adv	voorbereiding/noun	voorkom/verb	voorzie/verb	vorst/noun	vrede/noun	vrijheid/noun	vul/verb	vuur/noun	vuurwerk/noun	waar/adv	waar/noun	waarachtig/adj	wapen/noun	wat/adv	water/noun	waterval/noun	weer/adv	weerklink/verb	wenk/verb	wereld/noun	wereldlijk/adj	werkster/noun	wezen/noun	whisky/noun	wissel_af/adj	wolk/noun	zaak/noun	zaligheid/noun	zangeres/noun	zeil/verb	zeker/adv	zeldzaam/adj	zie/verb	ziel/noun	zing/verb	zo/adv	zodoende/adv	zoek/adj	zoet/adj	zondaar/noun	zoon/noun	zorg/verb	zweep_op/adj
11/noun	0.0	0.37031853	0.35535276	0.8799171	0.91609776	0.8972091	0.9960159	0.9638623	0.95740426	0.91363746	0.9766601	0.870113	0.96229845	0.8709749	0.9776466	0.9457713	0.3928609	0.99050796	0.93747985	0.9820207	0.8761946	0.88760436	0.99156296	0.88820136	0.9584561	0.9780699	0.90829384	0.91816986	0.9583722	0.9598689	0.9536842	0.9916292	0.975834	0.9242606	0.9895097	0.9665875	0.88031304	0.9713605	0.9225393	0.9531402	0.88718873	0.8826705	0.9498378	0.89789414	0.9120601	0.90599453	0.90086555	0.9065659	0.98382795	0.943954	0.8972385	0.9789694	0.8681196	0.9195037	0.95983833	0.96109647	0.975682	0.8807167	0.9365075	0.99161696	0.9749251	0.97458774	0.907166	0.9064203	0.91697705	0.9733193	0.98559827	0.9270274	0.9863044	0.84720725	0.8229138	0.9635738	0.960618	0.93291837	0.98594284	0.9821051	0.9907803	0.93792546	0.976075	0.89928156	0.9388424	0.8866857	0.940891	0.9668432	0.9566795	0.95337117	0.955618	0.9666782	0.94853085	0.9352831	0.91583055	0.94338125	0.9026165	0.9014174	0.91353226	0.95642614	0.9874189	0.9802983	0.9738871	0.95953345	0.9623338	0.93560916	0.95019245	0.93955135	0.9942486	0.990867	0.9300309	0.902568	0.9773706	0.9413471	0.96553385	0.88635457	0.8833964	0.9468108	0.82317984	0.99114287	0.9214985	0.8210758	0.9070215	0.9400668	0.92462546	0.90818775	0.94415396	0.8381119	0.9932128	0.96589285	0.94381166	0.94914204	0.95737374	0.91676164	0.923531	0.9326935	0.93042934	0.97094053	0.93811536	0.9769925	0.83007467	0.8641426	0.9241826	0.9155164	0.9381386	0.9367542	0.8982202	0.8329668	0.9250792	0.8907543	0.9733128	0.9718515	0.96636224	0.93545526	0.901755	0.95891213	0.93739295	0.93467826	0.8349761	0.9480701	0.97509223	0.9853784	0.8748246	0.95835924	0.92294145	0.9669362	0.90001225	0.9501154	0.9371724	0.9341217	0.95283407	0.9291318	0.85666525	0.95860666	0.97651666	0.93934125	0.9351884	0.9538009	0.92481905	0.95199853	0.85510373	0.8704277	0.9403134	0.9413508	0.95682454	0.9054705	0.9138689	0.9385658	0.88051945	0.86723703	0.9799721	0.98117936	0.98230624	0.9034743	0.9021528	0.9180047	0.9362552	0.901129	0.8350574	0.8725087	0.89967936	0.9111771	0.9621182	0.9230369	0.9923113	0.73864603	0.97459143	0.9703256	0.85055655	0.9739934	0.9595095	0.97561085	0.936902	0.7675878	0.9830965	0.7520665	0.9664567	0.98670727	0.89180136	0.96786344	0.95336896	0.8898613	0.98622584	0.7939019	0.9236037	0.8821752	0.8999276	0.965289	0.93962204	0.9688876	0.9562972	0.9204789	0.99109006	0.95165837	0.97164476	0.9821572	0.9820105	0.90860087	0.9518053	0.89433604	0.9426966	0.8907899	0.9557	0.96438277	0.90220547	0.83803564	0.91385174	0.9235904	0.93859947	0.8952118	0.9194713	0.9189756	0.9178282	0.9670891	0.8882989	0.9617689	0.9066808	0.8917379	0.93476063	0.8858479	0.9536483	0.9331698	0.8811462	0.87310994	0.9154891	0.9401345	0.9131299	0.9899846	0.9654356	0.95233285	0.96759856	0.8730863	0.93567944	0.8971563	0.9664985	0.92295074	0.95394427	0.8927565	0.9197487	0.93369186	0.78513044	0.987445	0.990709	0.9192352	0.93614435	0.99631107	0.9008006	0.9487563	0.9478942	0.94471383	0.91131234	0.94837755	0.9147033	0.90459037	0.9744619	0.91602373	0.9034514	0.99331075	0.9293289	0.9079391	0.98975015	0.940906	0.9253522	0.91957414	0.9256551	0.9110308	0.97198963	0.91875	0.90889096	0.908834	0.9326526	0.9611955	0.9294769	0.933135	0.9431029	0.9614852	0.9600636	0.9341293	0.8633301	0.93203235	0.94636244	0.93738383	0.9160839	0.9290314	0.96358156	0.98420376	0.9403598	0.98799264	0.9390255	0.9671828	0.9264627	0.9081309	0.8925715	0.8888322	0.93882	0.96142995	0.95776486	0.9371912	0.8749855	0.96044207	0.97471637	0.93810475	0.9434928	0.93840355	0.9722474	0.8927254	0.98402244	0.9722893	0.9475266	0.87984514	0.87906677	0.9049808	0.8887963	0.94543767	0.8853157	0.8389616	0.9281571	0.9530778	0.9379492	0.88843185	0.94408214	0.96913546	0.8524914	0.93066716	0.858245	0.9599755	0.84067714	0.8897925	0.9903262	0.9471	0.96069795	0.8749962	0.92972034	0.9220435	0.9773129	0.9143935	0.9052595	0.84736675	0.9391701	0.94265157	0.9595698	0.93978494	0.9331523	0.9701019	0.9555559	0.94706625	0.9340102	0.9603307	0.8885944	0.90365845
24/noun	0.37031853	0.0	0.36211133	0.8144237	0.919534	0.90566593	0.9347316	0.97330546	0.9451931	0.94995266	0.97036684	0.8890743	0.9198967	0.97008455	0.9501905	0.94406086	0.40198702	0.9754992	0.9660408	0.9727366	0.81406116	0.94205004	0.9283936	0.821442	0.86471945	0.9548798	0.93567896	0.9396415	0.92273486	0.9677943	0.98032385	0.94095504	0.97242785	0.9466727	0.97260535	0.85550624	0.90453005	0.9579897	0.9390966	0.93124706	0.9294381	0.9114641	0.9757772	0.9204916	0.8626249	0.86945987	0.9375313	0.92503226	0.95262015	0.9592371	0.93097466	0.9703466	0.8012615	0.909375	0.9863526	0.9603605	0.98814344	0.8990907	0.9159786	0.98497415	0.9552992	0.9885042	0.90759856	0.9242724	0.95230937	0.9514094	0.9501498	0.9369397	0.9786816	0.92369664	0.91104597	0.8767762	0.9409747	0.9269717	0.9238144	0.9827072	0.9931412	0.9700141	0.9202192	0.9335565	0.8891026	0.8891593	0.97295654	0.9638701	0.9195911	0.9344383	0.8859589	0.96006316	0.9375313	0.9560337	0.9821163	0.8876282	0.8764454	0.88542014	0.9162343	0.909849	0.95742786	0.98924917	0.9484279	0.97084284	0.9811573	0.95167786	0.9532288	0.9529803	0.9234624	0.9529154	0.9490254	0.8613897	0.9754365	0.9280007	0.99402404	0.94918984	0.949878	0.9438668	0.8849379	0.9777571	0.93396	0.9073008	0.9106952	0.9934236	0.9620851	0.9705342	0.8804411	0.9319378	0.9833756	0.9539492	0.98013294	0.95012224	0.9291093	0.9146455	0.91491866	0.93153906	0.90477484	0.910106	0.94915324	0.93851507	0.88464683	0.85824746	0.93276125	0.8935743	0.8776996	0.939721	0.9256229	0.9139249	0.96660376	0.8348961	0.9703125	0.9130441	0.90711963	0.9912816	0.92242557	0.9374053	0.9370403	0.91677153	0.77955675	0.94496715	0.92978835	0.966725	0.93882185	0.9527309	0.93912685	0.8103293	0.9464128	0.93606013	0.89602613	0.8456435	0.9695232	0.9570259	0.90861994	0.9599188	0.9181248	0.8999194	0.92527443	0.9457594	0.8110493	0.97876334	0.96780235	0.9332402	0.8281623	0.9523253	0.9544781	0.9060042	0.96767175	0.8824065	0.84385526	0.925349	0.91492367	0.9539318	0.95306695	0.93676084	0.8897859	0.8905838	0.87781274	0.85924304	0.81157017	0.9099794	0.95118606	0.92904234	0.9314582	0.93830997	0.95834756	0.89446986	0.9491129	0.94737977	0.9413081	0.9679924	0.9859938	0.9153489	0.93283856	0.82521915	0.9858467	0.8801948	0.941716	0.97911084	0.8629449	0.9800244	0.936021	0.9205313	0.9561016	0.78647983	0.9577137	0.86444175	0.9314513	0.9484626	0.94814146	0.9837511	0.98591024	0.9364633	0.92559916	0.96898776	0.97645384	0.93703455	0.9463171	0.9613519	0.89741147	0.9051845	0.989918	0.8673825	0.8542819	0.94358027	0.932917	0.95510495	0.9751709	0.94697714	0.90881765	0.8968462	0.9020847	0.9548573	0.8697916	0.92063504	0.94769174	0.99473244	0.9601933	0.8985582	0.97167605	0.9446767	0.9155278	0.9345579	0.94381595	0.88858217	0.92476827	0.9685456	0.938895	0.9753501	0.97468615	0.95527077	0.9513267	0.88413733	0.91709214	0.9538788	0.8960754	0.8827685	0.93775725	0.8743135	0.95511985	0.95896196	0.815498	0.9457075	0.9607952	0.87841344	0.9531186	0.9425543	0.9312539	0.911431	0.9799701	0.9606085	0.9157281	0.96857363	0.9593426	0.89039433	0.94817585	0.93665075	0.923629	0.98874396	0.97644037	0.9083088	0.94795024	0.9140085	0.92817044	0.8866985	0.95318747	0.82211804	0.9256897	0.8684082	0.93026036	0.91893196	0.90848815	0.9845977	0.90307456	0.92707026	0.91843927	0.96095294	0.9443878	0.96949255	0.9500301	0.93544304	0.96786004	0.958599	0.93811244	0.96692806	0.9995001	0.94112355	0.92256236	0.9512959	0.95068187	0.97090477	0.91035324	0.94228274	0.944923	0.94318885	0.9729998	0.9565526	0.9517068	0.92253125	0.9470717	0.97024745	0.96882874	0.9624569	0.98824817	0.97041404	0.9489927	0.9000602	0.9598036	0.9571315	0.899546	0.8494005	0.9229582	0.95018053	0.90498626	0.8960889	0.8565963	0.7769458	0.91971564	0.953444	0.9158806	0.77226007	0.98105687	0.92920953	0.9429203	0.92873204	0.8644457	0.9751777	0.8981363	0.9210025	0.98338765	0.97202337	0.9221765	0.9003929	0.9166436	0.92106295	0.9775998	0.903028	0.92794895	0.8555417	0.9486686	0.94285214	0.98421925	0.87604696	0.97870606	0.9771554	0.9371147	0.9403111	0.9752787	0.91559947	0.7967562	0.9224109
30/noun	0.35535276	0.36211133	0.0	0.91803366	0.9496827	0.94343895	0.9710249	0.9340191	0.9161405	0.90024835	0.8245898	0.9072045	0.93886423	0.94023454	0.9180096	0.9806714	0.3366478	0.9972765	0.97906786	0.99020094	0.8870412	0.95755166	0.9787677	0.9177591	0.9739943	0.9702824	0.9400577	0.8991789	0.92191947	0.96107244	0.87178177	0.9943386	0.9399019	0.8880142	0.8809931	0.97144145	0.9503281	0.9303857	0.9268783	0.9691988	0.9072233	0.84593856	0.9780298	0.9704634	0.93902683	0.96685785	0.9406932	0.96030486	0.9748771	0.9516983	0.8461411	0.9459041	0.868855	0.9502472	0.93145233	0.9226515	0.9829564	0.9473492	0.9148394	0.98353267	0.97780615	0.9274553	0.9477664	0.8388687	0.9546927	0.92196435	0.9993607	0.91916275	0.8993704	0.9277922	0.94588184	0.9537024	0.970263	0.98446155	0.9891189	0.8660782	0.99941385	0.97632277	0.9371126	0.9000607	0.9378407	0.92546433	0.89079744	0.999499	0.96967363	0.9450469	0.92523247	0.860074	0.9776513	0.9392453	0.94681644	0.92222226	0.92493135	0.86612916	0.8328446	0.9293329	0.94135505	0.98477244	0.9041655	0.95102674	0.9180001	0.8736587	0.9673583	0.94906944	0.8658063	0.9848631	0.89027286	0.86778665	0.97692806	0.9616001	0.99905914	0.8654281	0.9125554	0.96699804	0.9184867	0.96310556	0.9603409	0.9428649	0.9285321	0.98658574	0.95491755	0.8930906	0.95559007	0.966475	0.9587967	0.98179054	0.9189427	0.97138673	0.78340524	0.9204777	0.9521055	0.9334942	0.94225985	0.9696375	0.97812593	0.9872042	0.9036127	0.9052801	0.9397049	0.9042743	0.92925626	0.95009947	0.8460441	0.9355583	0.96112955	0.931554	0.9913858	0.95366436	0.92786777	0.91523284	0.943536	0.94015265	0.94707274	0.9366008	0.73059446	0.9081684	0.9824839	0.9826311	0.95304114	0.9781284	0.9524508	0.98711467	0.87839615	0.9060719	0.90560454	0.94114363	0.97265315	0.8937911	0.9663314	0.99867666	0.9477425	0.9683722	0.94621134	0.9516928	0.8461839	0.9807176	0.9166325	0.9407933	0.79032993	0.9702208	0.9894197	0.9346667	0.8848662	0.9457639	0.91396284	0.9532733	0.8238883	0.99900067	0.95877904	0.8964406	0.95323116	0.9189303	0.9310709	0.90872085	0.90232563	0.908611	0.9228786	0.89516777	0.83358145	0.94770765	0.9900479	0.86460644	0.9668805	0.90764904	0.9632324	0.9532357	0.9124586	0.9791264	0.95283127	0.84464103	0.98978066	0.84279895	0.9850194	0.9730864	0.9476187	0.95565706	0.9278695	0.9653993	0.96960986	0.88543904	0.9034612	0.8810636	0.96035564	0.96676975	0.99064946	0.98458606	0.989072	0.9350469	0.9816194	0.96947247	0.9897753	0.9666846	0.9860519	0.97210956	0.95443636	0.8916428	0.9425098	0.9538975	0.8918496	0.9336828	0.98714346	0.9553605	0.90822244	0.94456434	0.95925474	0.9239305	0.9103964	0.92901546	0.9432865	0.9847797	0.9547374	0.9905664	0.9622298	0.97191614	0.9402844	0.9435988	0.9348939	0.9470985	0.8993299	0.9103292	0.9131713	0.96459234	0.9568225	0.97818136	0.9273358	0.9301901	0.90407854	0.9324096	0.91788685	0.93242985	0.97877187	0.9442104	0.9380363	0.8724183	0.9533447	0.9760889	0.84927905	0.86540926	0.9756637	0.8895857	0.9555434	0.9803316	0.9780257	0.9820541	0.9059361	0.90831023	0.9230551	0.9905285	0.94143915	0.9096059	0.97918093	0.842445	0.9694313	0.9779632	0.93254	0.95937747	0.9769332	0.9380727	0.7634786	0.943733	0.9741858	0.9261807	0.97539395	0.89414185	0.9493437	0.9413312	0.96748614	0.9198313	0.9590607	0.935002	0.9816706	0.97778064	0.95581484	0.98632413	0.96099627	0.94006145	0.89894193	0.9602239	0.92671865	0.9629151	1.0	0.8848417	0.99610454	0.95124996	0.95071757	0.931545	0.9883832	0.90951383	0.8944315	0.959907	0.9824704	0.9550751	0.96796143	0.88116187	0.95357794	0.9872366	0.9840052	0.97405887	0.99876136	0.96532434	0.85839283	0.8911703	0.9789231	0.9332132	0.95828974	0.85332346	0.8854319	0.8921859	0.9358797	0.97494525	0.97021496	0.9165873	0.9659758	0.9834238	0.9823878	0.90993834	0.99056315	0.97960436	0.96264684	0.9541712	0.8822161	0.99615717	0.8536667	0.8763825	0.9891693	0.8667536	0.9105737	0.93061775	0.9602712	0.926317	0.88039315	0.9252143	0.95725334	0.9100776	0.96435195	0.9646937	0.9348108	0.9459865	0.9816068	0.9762621	0.949329	0.9169612	0.9803273	0.96878695	0.9718971	0.9461723
Amsterdams/adj	0.8799171	0.8144237	0.91803366	0.0	0.8878986	0.7794966	0.97140896	0.9027212	0.92528135	0.8527817	0.9630007	0.92146885	0.9388406	0.9299424	0.9251153	0.94475627	0.93162286	0.8849315	0.89419925	0.88716507	0.65851104	0.9226531	0.9644846	0.8886179	0.9168875	0.87372357	0.8685195	0.9210174	0.8986314	0.8482582	0.92321336	0.9694775	0.9235327	0.9434411	0.9809983	0.8921091	0.9524112	0.90494365	0.93354565	0.93179214	0.89143944	0.9164126	0.8281342	0.7653315	0.9078902	0.90913445	0.9211722	0.95609635	0.97240555	0.9761512	0.9296647	0.90766543	0.86354274	0.8178642	0.9303421	0.9219505	0.9847786	0.87273896	0.94871366	0.98861	0.89601517	0.97138727	0.8684999	0.89338547	0.94303083	0.9100685	0.9837855	0.915784	0.9430062	0.85646707	0.83560896	0.8592724	0.8958757	0.8533734	0.9859797	0.8766334	0.8958897	0.9557984	0.94436413	0.90041655	0.8930651	0.9074126	0.9369397	0.9406229	0.9177762	0.9683236	0.89222497	0.92092484	0.8571955	0.9079914	0.93797624	0.87724936	0.89693075	0.8507607	0.8604773	0.94950664	0.8830487	0.98518324	0.93261284	0.8731103	0.87660396	0.89698327	0.9254366	0.8547024	0.95398563	0.92288077	0.9107931	0.9116274	0.92191595	0.67675966	0.9538328	0.879007	0.88028866	0.92420197	0.87999403	0.9420086	0.84810245	0.924682	0.8393821	0.9494049	0.9406389	0.83041936	0.91677123	0.9439702	0.9648681	0.94737875	0.9377939	0.9221105	0.88347214	0.7723111	0.9123956	0.8401211	0.920546	0.86596334	0.9547501	0.97670513	0.9018658	0.78583676	0.8898879	0.89019954	0.91126436	0.8599205	0.923084	0.8794082	0.87155604	0.8568337	0.9443333	0.8812116	0.8139305	0.94362956	0.7132436	0.9374243	0.9628116	0.82045865	0.93646026	0.84471905	0.911166	0.91317195	0.89456415	0.966628	0.8829805	0.90051925	0.91612434	0.9250089	0.89678097	0.8610518	0.81523085	0.8815404	0.8739846	0.9054597	0.9103262	0.92317384	0.921351	0.86498785	0.9361258	0.97806954	0.8749659	0.9076046	0.9760024	0.78014433	0.9238349	0.87790096	0.9062319	0.93119395	0.8259737	0.79312134	0.95286834	0.90731514	0.90615296	0.90846586	0.8005661	0.7190198	0.7904237	0.90056086	0.86692286	0.86561555	0.9087138	0.91343164	0.9398315	0.92263293	0.78915775	0.91697377	0.98518145	0.93101996	0.94018185	0.85928553	0.821446	0.97466165	0.90512025	0.75013965	0.9432396	0.8982726	0.9367597	0.8969691	0.89346486	0.94113564	0.80871934	0.9373025	0.94295293	0.8968172	0.9658571	0.7681826	0.821361	0.92133033	0.92491055	0.9140588	0.8915281	0.8659596	0.9232469	0.9694177	0.9324679	0.86391836	0.8753769	0.77652955	0.9047231	0.86946285	0.9368086	0.935312	0.9210081	0.94460946	0.9092286	0.9372836	0.93033177	0.92670476	0.8669728	0.9297966	0.9414011	0.8327538	0.91438204	0.8789473	0.98228544	0.9431477	0.8118886	0.92196995	0.96414804	0.7946446	0.76169765	0.7536227	0.89091915	0.9223986	0.907372	0.96041566	0.91110325	0.8984167	0.9211638	0.96846586	0.9732215	0.8497917	0.9091775	0.9682765	0.7963147	0.8987398	0.92458785	0.9515749	0.8969736	0.7671871	0.855076	0.8946355	0.82612646	0.920526	0.7241609	0.93150896	0.8214334	0.90501255	0.86095643	0.85914636	0.8345057	0.81369776	0.9073249	0.80566883	0.9311134	0.93598074	0.9752409	0.9096684	0.9531339	0.7361232	0.96382266	0.76685286	0.88811207	0.7844447	0.8343786	0.7997587	0.95030075	0.8676503	0.9293406	0.8945131	0.91798156	0.94754446	0.76859236	0.9122899	0.89997447	0.91585666	0.9014282	0.92502683	0.9717368	0.8368579	0.92157286	0.9243617	0.9171038	0.7472657	0.8577945	0.9086431	0.8861574	0.8994736	0.92882353	0.9393817	0.93087614	0.94819427	0.8621613	0.8026193	0.8338679	0.8641325	0.88031936	0.7861787	0.941408	0.8669054	0.94345343	0.9656638	0.9489567	0.89682376	0.9171744	0.7960006	0.8437835	0.9098866	0.93081886	0.90342575	0.95284164	0.89597	0.8696407	0.8789786	0.93463326	0.93685347	0.76513433	0.91188776	0.85142845	0.95454943	0.93705046	0.886345	0.9019609	0.87147695	0.8715239	0.96140814	0.7540391	0.92647684	0.9397802	0.92773294	0.9578959	0.90688163	0.872834	0.9036206	0.9288018	0.883052	0.8224441	0.9578552	0.85989463	0.85286903	0.91566026	0.8730326	0.9064902	0.8486941	0.9458557	0.93273824	0.94693965	0.886313	0.87024915	0.9165058
