	161/num	24/noun	72/num	Albert/name	Amsterdams/adj	Barbara/name	Caraïbische/adj	Cassandra/name	Cauwenberghe/name	China/name	Clark/name	Cor/name	David/name	Dei/name	Diana/name	François/name	Genk/name	Geoffrey/name	Greenaway/name	Houston/name	I/name	Jeruzalem/name	Koenraad/name	Liebe/name	Lucien/name	Modemuseum/name	Netelenbos/name	Nina/name	Oedipus/name	Patrick/name	Rivaldo/name	Schmidt/name	Soedan/name	Stem/name	Valentijn/name	Vierde/name	Whitney/name	Wilson/name	Zuid-Korea/name	aanvankelijk/adj	aardappel/noun	aarde/noun	aards/adj	afgezant/noun	al/det	alleen/adj	allesbehalve/adv	als/prep	alsof/comp	aureool/noun	bed/noun	begrip/noun	belofte/noun	beloof/verb	beloon/verb	benader/verb	benut/verb	beperkt/adj	bereik/verb	bericht/noun	beschik/verb	bijna/adv	bijstand/noun	bis_nummer/noun	blauw/adj	blauw/noun	blink_uit/verb	boodschap/noun	boven/prep	bovenuit/prep	breng/verb	combinatie/noun	commentaar/noun	compliment/noun	cru/adj	daadwerkelijk/adj	daal_neer/verb	dag/noun	dat/pron	dauw/noun	deze/det	die/det	die/pron	ding/noun	doe/verb	dol/adj	door/prep	drank/noun	dressing/noun	dring/verb	droefheid/noun	duik_op/verb	een/adj	een/det	eeneiig/adj	eeuwig/adj	elk/det	en/vg	ervaring/noun	euforie/noun	financier/verb	fontein/noun	for/name	garnaal/noun	gave/noun	gebarsten/adj	geef/verb	gegarandeerd/adj	geluid/noun	geluk/noun	genaamd/prep	geniet/verb	gerecht/noun	gerust/adj	geschenk/noun	gestreken/adj	getal/noun	gevoel/noun	gewaad/noun	gewelf/noun	gezang/noun	gitaar/noun	glas_DIM/noun	glimlach/noun	goddelijk/adj	gooi/verb	groente/noun	haar/det	haast/adv	harmonie/noun	haven/noun	heerlijkheid/noun	heilig/adj	hel/noun	helderheid/noun	hels/adj	herken/verb	herrie/noun	het/adv	het/det	hier/adv	hoor/verb	horror/noun	hulp/noun	hun/det	iets/adv	iets/noun	ijl/adj	interventie/noun	intro/noun	je/det	kant/noun	keer_terug/verb	kijk/verb	klank/noun	kleur/noun	kleurrijk/adj	klink/adj	klink/verb	komedie/noun	komst/noun	koor/noun	koor_DIM/noun	koppel/verb	kroon/noun	kunst/noun	laag/noun	laat/verb	landschap/noun	legende/noun	leid/verb	lekkers/noun	leven/noun	lever_op/verb	lichaam/noun	licht/adj	licht/noun	lied/noun	lief_DIM/noun	liefde/noun	literair/adj	lof_trompet/noun	lucht/noun	maak_waar/verb	maal/noun	maar/adv	maar/vg	maatschappelijk/adj	mag/verb	mandaat/noun	meest/adj	melancholiek/adj	melodie/noun	menselijk/adj	menu/noun	met/prep	mij/pron	mijn/det	minstens/adv	missie/noun	modder/noun	moeder/noun	moment/noun	monument/noun	monumentaal/adj	musicus/noun	muziek/noun	muzikaal/adj	naam/noun	naar/adj	naar/prep	natuur/noun	neem_op/verb	noop/verb	nul/noun	of/adj	om/adv	omarm/verb	onbezorgd/adj	onderwerp/noun	onthul/verb	ontken/verb	ontluik/adj	ontsteek/verb	ooit/adv	oor/noun	op/adj	optreden/noun	orgasme/noun	over/prep	overkant/noun	pad/noun	palet/noun	paradijs/noun	partner/noun	passage/noun	patent/noun	perfectie/noun	piano_spel/noun	plaats/prep	plaats/verb	plafond/noun	plek/noun	plezier/noun	pose/noun	presentator/noun	probleemloos/adj	proef/verb	refrein/noun	rein/adj	republiek/noun	respectievelijk/vg	rijk/noun	ritme/noun	roman/noun	ruimte/noun	rust/noun	rustgevend/adj	sauna/noun	schijf_DIM/noun	schilderij/noun	schitter/verb	schitterend/adj	schoonheid/noun	sereniteit/noun	sfeer/noun	slinger/verb	sluier/noun	smaak/noun	smaak/verb	sopraan/noun	spaghetti/noun	specialiseer/verb	staat/noun	stad/noun	stap_binnen/verb	status/noun	steek/verb	stem/noun	stil/adj	symboliseer/verb	symbool/noun	tafereel/noun	talent/noun	tegelijk/adj	terecht/part	terwijl/comp	tip/noun	toch/adv	toeschouwer/noun	tomaat/noun	tot/prep	tot_en_met/prep	tribunaal/noun	tribune/noun	tuin/noun	tunnel/noun	tussen/prep	tweeling/noun	tweetal/noun	u/det	uit/prep	uiteindelijk/adj	uiterst/adj	uitgekiend/adj	uitzicht/noun	vaak/adj	vader/noun	vaderland/noun	val_samen/verb	vanaf/prep	veeleer/adv	verander/verb	vergelijking/prep	verheven/adj	verkeer/verb	verkneukel/verb	verlicht/verb	verlies/verb	vermoed/verb	vermoeid/adj	verras/verb	vertaling/noun	verte/noun	vertegenwoordig/verb	visioen/noun	vlak_uit/verb	voed/verb	voel/verb	voet/noun	voetbal_tempel/noun	vogel/noun	vol/prep	voor/prep	vooral/adv	voorbereiding/noun	voordat/comp	vorst/noun	vrede/noun	vrijheid/noun	vuur/noun	vuurwerk/noun	waar/adv	waarmee/pp	waarop/pp	wapen/noun	wat/adv	wat/pron	waterval/noun	weer/adv	weerklink/verb	wenk/verb	wereldlijk/adj	werkster/noun	wezen/noun	wissel_af/adj	wolk/noun	zaak/noun	zaligheid/noun	zangeres/noun	ze/pron	zeil/verb	zeldzaam/adj	zie/verb	zij/pron	zijn/det	zing/verb	zo/adv	zodoende/adv	zoek/adj	zoet/adj	zondaar/noun	zorg/verb	zulk/det	zweep_op/adj
161/num	0.0	0.9650274	0.73232234	0.8458946	0.9755199	0.916392	0.9223871	0.9621556	0.84014314	0.89378923	0.8751849	0.9574981	0.84621334	0.98846525	0.9201979	0.78401303	0.85285044	0.8215149	0.8554988	0.912242	0.86296344	0.8561251	0.8271785	0.94259846	0.8804325	0.9699801	0.9505905	0.95230174	0.95949507	0.84037787	0.9167188	0.9238219	0.88666487	0.95438826	0.7860129	0.9853511	0.91930974	0.9293947	0.78791034	0.9614214	0.9783956	0.8962515	0.9432596	0.9244422	0.965326	0.91793287	0.9514981	0.94902337	0.9393438	0.8827858	0.83054817	0.9094984	0.90248793	0.93775266	0.926595	0.97776574	0.97276306	0.91991067	0.8266677	0.96980923	0.9681574	0.8147458	0.94672155	0.9709113	0.9036912	0.8668136	0.9897168	0.89849687	0.8762055	0.8711679	0.8919984	0.97603935	0.9647347	0.9777901	0.86046606	0.8338425	0.8918537	0.9142295	0.9259945	0.9065857	0.9286211	0.9359073	0.91095495	0.9855016	0.99845314	0.92571896	0.9026036	0.862788	0.97603154	0.92360353	0.9309111	0.9728236	0.95079464	0.8335198	0.9733254	0.91160256	0.87753195	0.81320786	0.9451087	0.9493302	0.9741195	0.96911365	0.9102389	0.94449335	0.9668675	0.97753656	0.97463	0.9074528	0.9594145	0.93982315	0.87648356	0.8877544	0.97048956	0.8867092	0.9190145	0.89719254	0.8464754	0.9647351	0.9732059	0.9143516	0.9587755	0.9292907	0.836035	0.95515096	0.9428479	0.93888754	0.9500063	0.9131205	0.9446836	0.88130045	0.9057677	0.97369856	0.93229705	0.967654	0.94900835	0.95830846	0.96726537	0.9810431	0.9679142	0.90968496	0.94069636	0.9750478	0.905506	0.96203285	0.8533785	0.9331126	0.9596937	0.93892586	0.96636325	0.9672506	0.8735702	0.9590772	0.913996	0.81309485	0.9391548	0.95189404	0.90126276	0.95978737	0.9868131	0.9284491	0.94756705	0.9908634	0.98458725	0.93404925	0.93146473	0.9085282	0.87803984	0.94346917	0.9705029	0.8799319	0.89203525	0.86499494	0.94666547	0.9609343	0.9563111	0.9224365	0.94553	0.9554397	0.90763944	0.9212414	0.9670506	0.963443	0.9719066	0.9690441	0.9000282	0.9154369	0.9488237	0.8865435	0.8993142	0.9289669	0.92705154	0.917615	0.9708076	0.9474802	0.9424161	0.78429794	0.98527366	0.89639235	0.9305753	0.9149564	0.9687274	0.94485086	0.9561686	0.9669193	0.8588801	0.9488676	0.9643037	0.95111465	0.9562554	0.940372	0.88617647	0.95121515	0.9731774	0.9072284	0.950645	0.9218439	0.975796	0.87449574	0.94517183	0.94415444	0.9426382	0.9912195	0.9001815	0.97768116	0.9368377	0.9651706	0.87101614	0.9716998	0.8684257	0.937284	0.96119666	0.9534887	0.9327707	0.9181216	0.8662892	0.9546455	0.9417312	0.8889261	0.9564905	0.94139534	0.9292554	0.8274518	0.9517163	0.9090182	0.82264787	0.88645166	0.89445907	0.9097418	0.95834327	0.9224621	0.9187616	0.856548	0.93882585	0.9631955	0.9605486	0.9018423	0.91349036	0.9489614	0.95452917	0.87621963	0.92067647	0.93133473	0.95282644	0.9338525	0.9404005	0.97526723	0.8787929	0.9670584	0.94836056	0.9285386	0.9417639	0.84426165	0.978661	0.867282	0.9049839	0.92921644	0.9026532	0.952842	0.9497426	0.9625084	0.8469907	0.90348357	0.921524	0.9495733	0.94793284	0.9160114	0.8391603	0.9679876	0.95045567	0.95193493	0.95796204	0.9060765	0.96635836	0.9690808	0.9201369	0.94353837	0.89949864	0.9104714	0.9481787	0.81516856	0.88991594	0.9275614	0.85528755	0.9705013	0.94045436	0.9133109	0.965982	0.9109132	0.9231362	0.9847193	0.96399754	0.9201597	0.9475487	0.9663892	0.896325	0.9482208	0.8693607	0.910852	0.8881343	0.98134375	0.94670624	0.93928295	0.9727054	0.9616995	0.820808	0.911423	0.9195865	0.95987695	0.94999415	0.95029163	0.8850214	0.9934815	0.9207093	0.9158089	0.966908	0.98270327	0.87512183	0.89911795	0.8659277	0.8932423	0.9469006	0.96303844	0.89139754	0.9561084	0.9446273	0.97528225	0.9618523	0.9456757	0.93582445	0.969792	0.93469524	0.8955966	0.9590857	0.9116393	0.9445417	0.9636329	0.96264166	0.9795537	0.95405746	0.9654689	0.9094349	0.9348567	0.9769585	0.96198356	0.8561484	0.898256	0.94847363	0.96866894	0.9067444	0.942477	0.91778535	0.97029585	0.9756156	0.94780713	0.9552265
24/noun	0.9650274	0.0	0.9427625	0.9142974	0.9211858	0.8415456	0.9056282	0.9286458	0.9780613	0.88378733	0.9064392	0.8879488	0.92785686	0.98576784	0.92196476	0.84682137	0.9603898	0.845464	0.8797933	0.8323809	0.91148925	0.92674756	0.9743736	0.9890085	0.9587711	0.7190048	0.93813896	0.9335047	0.89353496	0.9580134	0.98618364	0.9809585	0.9435105	0.9813728	0.8208144	0.9967443	0.77166665	0.9177879	0.94876546	0.9587832	0.9012045	0.9398917	0.9450931	0.9876681	0.9492765	0.9150096	0.9555487	0.91224515	0.93527645	0.97932607	0.97204053	0.93814105	0.9219961	0.8285561	0.872041	0.938434	0.9560467	0.87977886	0.9332565	0.9635198	0.9561641	0.90411323	0.9599954	0.9075336	0.9427464	0.901339	0.9333571	0.9009599	0.888815	0.9631528	0.8143812	0.9377893	0.91299295	0.9523442	0.95404905	0.9129109	0.94604903	0.7644419	0.8930691	0.93879056	0.9057538	0.9438396	0.91592425	0.9803296	0.9770943	0.8932966	0.9040287	0.91267836	0.9121858	0.908291	0.992833	0.89788383	0.9320271	0.8689363	0.9421054	0.91659516	0.80974925	0.8767536	0.9786311	0.9123405	0.938952	0.9599419	0.8765984	0.92690873	0.98147446	0.9917668	0.9068402	0.86977935	0.8846853	0.96850973	0.99031943	0.91270775	0.9377718	0.8637178	0.91452736	0.9782864	0.93770504	0.98269117	0.9462934	0.8986794	0.86623186	0.89904904	0.98477376	0.94797134	0.9047952	0.93744916	0.95023143	0.9213428	0.9451352	0.8444723	0.92499137	0.9685535	0.9180263	0.9234176	0.9400299	0.8815783	0.9662603	0.92848426	0.88637745	0.892921	0.8902334	0.8748535	0.93972254	0.95315117	0.9530548	0.9582799	0.94818246	0.9481265	0.9181508	0.90643066	0.9494839	0.88750446	0.927785	0.94873697	0.89252645	0.9335766	0.89581984	0.8731264	0.926104	0.9377151	0.9135206	0.8461934	0.9762109	0.8944521	0.95672816	0.82262796	0.9439025	0.94018763	0.8911997	0.8897814	0.84944916	0.95562124	0.94861674	0.80923736	0.96374017	0.91100615	0.8869177	0.8248315	0.9114128	0.9289806	0.9041605	0.9607148	0.8799444	0.96595514	0.78738433	0.97596496	0.97375286	0.964844	0.8958732	0.9425281	0.94595337	0.9513454	0.9089666	0.9572973	0.8362763	0.89427453	0.9570327	0.97368425	0.89936805	0.8919348	0.9470382	0.95664066	0.8509884	0.9539509	0.90610236	0.921911	0.8544007	0.8050873	0.9371478	0.93256503	0.97221136	0.9276671	0.9519381	0.8481734	0.8428753	0.9226434	0.9498133	0.9322615	0.94407666	0.9501787	0.932036	0.986948	0.97382754	0.88272035	0.9302813	0.8995852	0.95715326	0.79938734	0.9379944	0.963077	0.79357505	0.9531244	0.93449116	0.9737645	0.93571895	0.9447297	0.96349007	0.94119275	0.9758625	0.9006519	0.9241858	0.9231208	0.94807297	0.8935379	0.9845779	0.83872974	0.8608745	0.9246479	0.94028455	0.9572945	0.97097546	0.88569474	0.9495432	0.911506	0.93573844	0.9349933	0.9229467	0.9936375	0.8925599	0.9770205	0.8078177	0.910709	0.93425316	0.9015763	0.9534476	0.9207465	0.9631519	0.97476655	0.9543732	0.9551992	0.9246468	0.9486083	0.92664874	0.94630975	0.9515708	0.824243	0.96331054	0.8870301	0.86849123	0.94514555	0.9797023	0.9533479	0.9176126	0.96341944	0.891381	0.8771988	0.9318156	0.880303	0.9459222	0.9032631	0.94117117	0.8190285	0.5850214	0.9629562	0.82670474	0.9444713	0.80028653	0.93419486	0.9192497	0.8809242	0.9368572	0.92003745	0.9163461	0.9142701	0.9002227	0.9044903	0.9265733	0.9509725	0.9675403	0.9171903	0.6697798	0.9640215	0.94982666	0.89435935	0.9059409	0.98353624	0.9961021	0.88818485	0.9472107	0.9327549	0.9760037	0.85590076	0.95379853	0.9414481	0.95047057	0.9232949	0.97490597	0.96592873	0.9683176	0.95664716	0.9430613	0.9581568	0.9184991	0.87426597	0.9535207	0.9396928	0.8594707	0.8932341	0.9163962	0.8978419	0.84071803	0.7855873	0.9048525	0.94387245	0.90743476	0.9099097	0.9717036	0.9519832	0.9308289	0.895493	0.8911941	0.9666443	0.8848382	0.9864497	0.959375	0.87852085	0.9074783	0.9456701	0.99740237	0.90885586	0.91731	0.92349756	0.9311984	0.9595891	0.94103324	0.9584951	0.88893384	0.780093	0.9503625	0.9430588	0.9419021	0.965061	0.7869114	0.88464564	0.9176225
72/num	0.73232234	0.9427625	0.0	0.8447132	0.88282114	0.8301952	0.9828141	0.9482942	0.55381596	0.93349165	0.8041891	0.7004669	0.65400803	0.9543982	0.8668952	0.63835055	0.9121773	0.77160996	0.69160575	0.9478841	0.8619964	0.89358866	0.8280146	0.99860406	0.58975697	0.9862084	0.96912915	0.8639536	0.9698807	0.7419606	0.7496342	0.7671097	0.9401943	0.7554525	0.8462513	0.9940642	0.9592207	0.8111199	0.9033019	0.9158462	0.989108	0.8225812	0.8442988	0.92422265	0.93580943	0.95312274	0.9068307	0.85658616	0.8815422	0.90175325	0.9240084	0.92546314	0.85469675	0.9097789	0.9033882	0.878106	0.88975495	0.95976657	0.9246599	0.9739009	0.9330901	0.87091047	0.94071674	0.9387268	0.9250413	0.91504055	0.9632482	0.88343483	0.8999787	0.88567895	0.9544032	0.89260817	0.9290643	0.91380423	0.9704462	0.8849216	0.8435366	0.9043138	0.947131	0.858153	0.95210207	0.95188195	0.8943845	0.9988602	0.9944048	0.8602446	0.9009973	0.96867734	0.992875	0.98682326	0.9740575	0.9663448	0.92347753	0.9126637	0.94796056	0.93136793	0.91834354	0.8087427	0.90504766	0.97338134	0.99334866	0.9595623	0.8605087	0.9675222	0.8953832	0.95879775	0.9389105	0.9527093	0.9360536	0.974166	0.806146	0.96383804	0.969931	0.96744764	0.88375896	0.98000246	0.8281218	0.960663	0.9583282	0.9213778	0.9682608	0.85783446	0.96588093	0.93754494	0.8574594	0.96960306	0.9804088	0.92980444	0.93146217	0.92156595	0.94438404	0.9966904	0.91079175	0.8579231	0.9393084	0.81780475	0.90648097	0.84575415	0.8538969	0.9153581	0.93241096	0.9410886	0.98644346	0.972126	0.93310076	0.88698107	0.96850413	0.9557178	0.95947057	0.98052	0.9499012	0.9683961	0.9166139	0.986748	0.8920263	0.9448173	0.90032035	0.8938189	0.9419229	0.8136517	0.817203	0.9481858	0.9586487	0.85375714	0.8459648	0.9357858	0.92711365	0.8608003	0.9012295	0.8910605	0.9420798	0.9906135	0.9540772	0.8873785	0.9488784	0.9230491	0.93204504	0.95502996	0.965883	0.9530865	0.93695116	0.99478346	0.9192967	0.94156015	0.8451139	0.97746235	0.9690684	0.9452144	0.95868516	0.953206	0.91830057	0.9610353	0.8782015	0.9439884	0.96069396	0.881691	0.9548798	0.96158856	0.89599115	0.95929	0.98945934	0.9520924	0.93769515	0.942301	0.8997523	0.93106806	0.95200115	0.9056465	0.8727392	0.95192045	0.91919535	0.9427926	0.97356725	0.9572108	0.8691436	0.9033814	0.9886971	0.91913533	0.98520267	0.9787973	0.91999584	0.94400144	0.9599256	0.95113647	0.7814168	0.93607324	0.97583884	0.9503709	0.96597445	0.91553336	0.88599765	0.93724227	0.96069443	0.8417584	0.9682267	0.94457227	0.94590783	0.94457155	0.9049683	0.92085487	0.8875147	0.86620694	0.93397963	0.90492195	0.9482762	0.8705717	0.86098737	0.9718415	0.96095526	0.96186244	0.96750474	0.69731635	0.9085848	0.94183147	0.9436589	0.9312988	0.81709737	0.9671561	0.9769383	0.9313313	0.96443534	0.8318174	0.8914119	0.89183736	0.97830564	0.9678679	0.94159603	0.88304394	0.98700696	0.9636175	0.8810999	0.9876127	0.92469394	0.968473	0.9035982	0.9200935	0.9158503	0.9044436	0.85459626	0.8361788	0.89385456	0.89656675	0.89461154	0.91021836	0.9469973	0.90839434	0.9221808	0.9478141	0.95876276	0.9053926	0.98555213	0.86380565	0.88671005	0.9652989	0.87135446	0.9302571	0.9732787	0.9706618	0.8967842	0.836243	0.92074174	0.90045595	0.97639215	0.9386946	0.91078895	0.96916157	0.90322405	0.8551536	0.9048177	0.98602265	0.9141987	0.96105635	0.9404642	0.8901779	0.9210453	0.9249858	0.9052824	0.9658447	0.8715058	0.9307822	0.8714771	0.9004208	0.9122397	0.92182106	0.85924697	0.80848134	0.95067364	0.948601	0.98151267	0.9531808	0.92791164	0.87163776	0.91784745	0.9279741	0.9301545	0.9379238	0.9407967	0.9425962	0.91935414	0.89610934	0.96613014	0.93888164	0.93963397	0.9628018	0.8749044	0.9685507	0.9731895	0.92821497	0.9325618	0.9160981	0.95000756	0.8613417	0.9046647	0.99324226	0.9255975	0.90646386	0.87243	0.9896817	0.99912167	0.9367033	0.9694738	0.8724108	0.9266839	0.9243779	0.937003	0.8826693	0.90820163	0.9179291	0.8366535	0.9463601	0.91353965	0.92350864	0.93492424	0.9515995	0.95745635
Albert/name	0.8458946	0.9142974	0.8447132	0.0	0.8039138	0.81075364	0.96575797	0.88894457	0.89775157	0.94048846	0.8202083	0.8241677	0.77642775	0.9343138	0.78896403	0.66948426	0.9410721	0.8207593	0.798915	0.9043456	0.55452746	0.93404853	0.8738493	0.87931365	0.76215065	0.8869845	0.9242608	0.80789095	0.8015804	0.69153184	0.89970326	0.77859473	0.8903362	0.90337694	0.85015535	0.96110225	0.8620242	0.8103712	0.9257143	0.928683	0.9582734	0.92061746	0.88434243	0.9705281	0.91811645	0.94393164	0.8542228	0.75246465	0.8795983	0.9238165	0.86525786	0.91671413	0.94646794	0.9205831	0.9243532	0.9489144	0.9290601	0.990749	0.9821896	0.9236311	0.9469984	0.9163354	0.9526936	0.95433325	0.8858801	0.8903928	0.87701714	0.7874348	0.92687553	0.91812444	0.90318865	0.8677187	0.87851644	0.90036535	0.80899537	0.956587	0.8868264	0.8035982	0.8961919	0.9058992	0.83614767	0.93768334	0.8296812	0.9620282	0.9243954	0.8718772	0.835569	0.94299096	0.8785201	0.9458218	0.9125004	0.91226864	0.88430065	0.84203297	0.9510067	0.9067036	0.9006331	0.79687107	0.95376456	0.9463299	0.90145475	0.8566484	0.7079923	0.9536808	0.8581861	0.93571323	0.90902925	0.94206107	0.9219558	0.92339164	0.77264595	0.86135936	0.91818666	0.844097	0.7802865	0.85505974	0.94396085	0.93029755	0.88082004	0.9367663	0.89876485	0.8965896	0.8848647	0.898513	0.8290348	0.97219473	0.9204119	0.82670486	0.90788275	0.9019457	0.8856634	0.9398902	0.8704223	0.92390805	0.9159959	0.94940835	0.93872195	0.94890124	0.96319294	0.9037079	0.82138395	0.91631675	0.8332309	0.95873046	0.87023443	0.8635832	0.91745794	0.9487069	0.9196007	0.8647057	0.8465023	0.95759606	0.83111864	0.9268885	0.91247493	0.9038051	0.81501174	0.83007336	0.85303766	0.8279952	0.9085467	0.9022718	0.94719255	0.897446	0.8574352	0.90365833	0.9119902	0.8901392	0.841253	0.7996793	0.9695709	0.90514475	0.90448403	0.94664896	0.9098001	0.81561935	0.92419225	0.8290863	0.90550935	0.8666053	0.85973895	0.98138046	0.916084	0.9349114	0.9298316	0.97021896	0.8800694	0.95423084	0.89463854	0.9206707	0.892776	0.8974011	0.9157233	0.90556306	0.8749525	0.87814075	0.906179	0.83986354	0.9020808	0.9397146	0.92777467	0.83408546	0.9386579	0.7994061	0.7712219	0.8792444	0.8888633	0.8670533	0.876973	0.9010943	0.9024679	0.8819611	0.9655649	0.8144794	0.9268128	0.8759781	0.94706786	0.9141085	0.9519114	0.90267295	0.8060281	0.92393434	0.8922421	0.90914506	0.7720953	0.9196399	0.9336406	0.9123875	0.96096253	0.9403749	0.9034956	0.855381	0.95722	0.9414678	0.9339645	0.93289053	0.90756077	0.9280235	0.90985477	0.89356196	0.8922965	0.9032211	0.92530984	0.9289515	0.836509	0.7508845	0.87394446	0.8814066	0.85031646	0.8249008	0.88156193	0.8334521	0.88574064	0.9147099	0.8283913	0.91369927	0.9673692	0.93733156	0.8867421	0.9625345	0.8003053	0.7952706	0.82421386	0.8616592	0.9730798	0.8949441	0.9495394	0.89317703	0.9358105	0.9492183	0.81585985	0.9219169	0.95366335	0.91734123	0.89751005	0.7709406	0.9009173	0.89404553	0.91750556	0.9016915	0.8660336	0.87857395	0.8830281	0.94970703	0.81240314	0.9709504	0.8696192	0.92297506	0.90502995	0.9323092	0.9338491	0.90588886	0.8628899	0.956081	0.90435493	0.88331974	0.92991096	0.93997157	0.83697367	0.88278496	0.8554053	0.8445658	0.97266895	0.9136563	0.8772588	0.87229335	0.9083794	0.7877363	0.78024477	0.9670009	0.9586554	0.85170346	0.9745366	0.9450383	0.86772525	0.94974035	0.9631355	0.950588	0.95490295	0.83899546	0.87844	0.8400877	0.8319503	0.93636155	0.86466074	0.8770932	0.77409106	0.9442782	0.93845165	0.94436187	0.93532544	0.9507247	0.8252628	0.864913	0.88956445	0.8754245	0.8809631	0.68565786	0.9232629	0.9388865	0.9842952	0.93007165	0.90608007	0.90172017	0.8600605	0.9629325	0.92349917	0.94119537	0.87863874	0.9181003	0.8542046	0.9347716	0.870818	0.95008856	0.9075224	0.82454133	0.9166736	0.90779513	0.9542631	0.8442203	0.8774642	0.96205527	0.8905921	0.8878788	0.8693625	0.7917553	0.834839	0.82883227	0.8914572	0.9309545	0.9144366	0.9564619	0.9363207	0.9205915	0.86327463
Amsterdams/adj	0.9755199	0.9211858	0.88282114	0.8039138	0.0	0.89496964	0.91650575	0.9418671	0.9723125	0.85561633	0.9398059	0.6879858	0.8755926	0.978971	0.92646134	0.82706887	0.7721049	0.9626713	0.8586799	0.93646353	0.88001156	0.86002433	0.91977894	0.93648845	0.9770095	0.9657709	0.8101506	0.8632363	0.8188497	0.94938236	0.9867607	0.77991056	0.9419091	0.8068866	0.9406124	0.97690266	0.94696486	0.871539	0.95282364	0.7878369	0.993165	0.94220513	0.9242773	0.9878297	0.9091275	0.94316256	0.92661357	0.8277316	0.92461723	0.8913486	0.91997576	0.9217962	0.96579313	0.84364694	0.9531586	0.8605932	0.91970015	0.9262843	0.89974165	0.8574027	0.94734037	0.9057147	0.9585574	0.9411033	0.917049	0.96382636	0.93534803	0.8862787	0.84709114	0.9579011	0.87374055	0.8581734	0.8670803	0.9433547	0.9680599	0.95315105	0.93824905	0.87881327	0.79840326	0.85606164	0.86105144	0.9008187	0.78086823	0.97147447	0.98705345	0.87364185	0.84406054	0.93027204	0.9937994	0.9014105	0.98271817	0.8593865	0.9443462	0.80835104	0.96836424	0.9276834	0.89228034	0.8277168	0.95743144	0.8396318	0.8838377	0.8637501	0.90519196	0.98902273	0.9226529	0.8914537	0.9541063	0.90001875	0.91938615	0.95273066	0.90722424	0.9260174	0.9646316	0.8963852	0.9243583	0.8363017	0.9019662	0.9528699	0.93653893	0.88878566	0.8568994	0.948389	0.9812001	0.9433177	0.91811126	0.97645545	0.9250332	0.8611413	0.9200331	0.92184544	0.64143395	0.9579101	0.88176244	0.8868836	0.9474918	0.8622415	0.9375922	0.8300798	0.9340274	0.850816	0.84280646	0.90887916	0.96949756	0.91971743	0.91507787	0.9336071	0.9539429	0.8836032	0.91777736	0.9132698	0.94323444	0.93512505	0.86419874	0.9572536	0.9384994	0.89826345	0.8860248	0.9156407	0.8694182	0.836196	0.83732474	0.81065285	0.935059	0.91396546	0.9741243	0.7735502	0.9633269	0.93913686	0.79504716	0.8639041	0.9245517	0.9372582	0.91875684	0.89249206	0.9189076	0.93805456	0.91765606	0.829447	0.8640622	0.9101326	0.8572903	0.8942795	0.92594767	0.9421408	0.9638002	0.9811433	0.9561828	0.90262544	0.9175455	0.9753614	0.8384224	0.9261209	0.9094305	0.93822116	0.91608155	0.9048179	0.9451475	0.94999707	0.7905053	0.9589983	0.9451298	0.86513174	0.9189419	0.8285836	0.7390702	0.872605	0.9147759	0.86801934	0.8472525	0.9063783	0.8428756	0.9446643	0.9386858	0.9304273	0.97632444	0.92957056	0.9469733	0.8572958	0.9729513	0.9444333	0.7941922	0.9536417	0.90729046	0.90156025	0.7428973	0.9578032	0.935884	0.91578615	0.96788	0.8158749	0.77781534	0.8340765	0.9534223	0.8984285	0.9377936	0.9056354	0.90396625	0.97937024	0.909991	0.82707393	0.88434124	0.9163412	0.7914491	0.9196249	0.93791795	0.8987177	0.9202884	0.9459126	0.89783144	0.9317239	0.9534829	0.94035065	0.9373576	0.94161	0.82445544	0.91054654	0.9801252	0.94460315	0.9287855	0.9685321	0.8053428	0.81556416	0.7324698	0.89661294	0.9590863	0.92026556	0.95960504	0.939518	0.98563415	0.97484857	0.8978032	0.96934825	0.8523596	0.9454679	0.7449191	0.83618855	0.88274294	0.84431255	0.9190148	0.72408	0.8582158	0.893895	0.84442097	0.9421896	0.85387444	0.85195184	0.8740243	0.95232064	0.98135304	0.7003641	0.98928857	0.8936362	0.87431496	0.88055277	0.7851579	0.871217	0.8318173	0.89974344	0.9441691	0.8806953	0.94157314	0.86564064	0.94063413	0.9096349	0.9248887	0.8124914	0.90734607	0.82652664	0.8987078	0.9044908	0.90437984	0.95122975	0.9735183	0.8369344	0.9270071	0.7358951	0.7778934	0.92088693	0.89964014	0.9270848	0.94081587	0.9285926	0.7627721	0.80680335	0.8778926	0.8047289	0.9358127	0.89226043	0.9641748	0.8963223	0.93361855	0.9363393	0.76671326	0.8108492	0.8443749	0.90438765	0.905573	0.88475776	0.8942203	0.8736635	0.96242553	0.93480897	0.77774686	0.7727146	0.8399905	0.937965	0.95967054	0.9229696	0.9030886	0.8596053	0.8665228	0.9755219	0.917111	0.9620484	0.9003757	0.9195796	0.85493517	0.90227276	0.9899167	0.89963734	0.8799375	0.8107095	0.89284337	0.8285976	0.8618161	0.84974307	0.80582917	0.90325755	0.89292836	0.93817616	0.8923518	0.9419613	0.8684733	0.8553928	0.9278536
