	13-jarige/adj	Albanees/noun	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Democraat/noun	Duitser/noun	Engels/adj	Engelsman/noun	Iraans/adj	Javaan/noun	Kosovo_crisis/noun	Nederlander/noun	Servisch/adj	Serviër/noun	Syriër/noun	Tutsi/noun	Waal/noun	aartsvijand/noun	allebei/adv	alleen/adv	allemaal/adv	alles/noun	altijd/adv	ander/adj	ander/noun	anderzijds/adv	armband/noun	baan_DIM/noun	baas/noun	beeld/noun	begin/noun	begin/verb	bemin/verb	beur/verb	boek/noun	burger/noun	computer_spel_DIM/noun	criticus/noun	dagelijks/adj	decadentie/noun	denk/verb	destijds/adv	diep/adj	ding/noun	dirigent/noun	dom/adj	dood/noun	draadloos/adj	duif_liefhebber/noun	duivels/adj	eeuwig/adj	eigenlijk/adj	eng/adj	erg/adj	etiket/noun	evenzeer/adv	feite/adv	fel/adj	film/noun	filmmaker/noun	ga/verb	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewezen/adj	gewoon/adj	gezeik/verb	glimlach/adj	glimlach/noun	grinnik/verb	grond/noun	haat/verb	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	heel/adj	hier/adv	hoe/adj	hoe/noun	hoeveel/adv	hoezeer/adv	hoofd_rol_speler/noun	houd/verb	huis_werk/noun	in/adv	inmiddels/adv	intellectueel/adj	intens/adj	islam/noun	jodendom/noun	joods/adj	journalist/noun	kater/noun	kerst/noun	kind/noun	kleding/noun	klus/noun	koop/verb	kunst/noun	kunstgeschiedenis/noun	lach/verb	laconiek/adj	land/noun	las/verb	leer/verb	lees/verb	liberaal/adj	liefde/noun	lieg/verb	luister/adj	maandag/noun	man/noun	medium/noun	meest/adj	mens/noun	meute/noun	middelmaat/noun	mijd/verb	minachting/noun	misschien/adv	modern/adj	moeder/noun	moslim/noun	muziek/noun	namaak/noun	namelijk/adv	nationalistisch/adj	natuurlijk/adj	niet/adv	nieuwslezer/noun	noem/verb	nooit/adv	nuchterheid/noun	on_versneden/adj	onderonsje/noun	onderwijs/noun	ongebreideld/adj	ongelijkheid/noun	ons/noun	oorlog/noun	opgesloten/adj	oprichter/noun	opzettelijk/adj	oud/adj	overigens/adv	pas/noun	perfectie/noun	persoonlijk/adj	pest/noun	plaat/noun	platteland/noun	plezier/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	rechts/adj	reden/noun	regel_DIM/noun	regelrecht/adj	religieus/adj	romantisch/adj	schoen/noun	schop/verb	schreeuw/verb	simpel/adj	soms/adv	soort/noun	sprookje/noun	staat/noun	stad/noun	stad_DIM/noun	steeds/adv	steun/verb	stilaan/adv	strafschop/noun	stuk_DIM/noun	succesvol/adj	super_held/noun	symbool/noun	systeem/noun	talentvol/adj	tegenstander/noun	tegenwoordig/adj	tennis/noun	tevoren/adv	toch/adv	toestand/noun	trend/noun	tuig/noun	tv/noun	type/noun	ultra_orthodox/adj	vader/noun	vak/noun	varken/noun	vecht/verb	verafschuw/verb	verdwaal/verb	vergadering/noun	verhuis/verb	verlies/verb	verrekt/adj	vervelend/adj	vervloek/verb	vervolg/verb	verwerpelijk/adj	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vraag/noun	vraag/verb	vraag_af/verb	vrede/noun	vrijheid/noun	vroeg/adj	vrouw/noun	vrouw_blad/noun	waarom/adv	waarschijnlijk/adj	wantrouw/verb	wereld/noun	winkel/verb	woord/noun	word/verb	wreed/adj	zal/verb	zeg/verb	zeker/adv	zelfmoord/noun	zelfs/adv	zeur/verb	zij/noun	zo/adv	zozeer/adj	zozeer/adv	zwart/adj
13-jarige/adj	0.0	0.89116764	0.88794154	0.87161434	0.8719836	0.86174786	0.8800833	0.7520298	0.9061175	0.80398947	0.82930577	0.9363581	0.8833808	0.9172911	0.8714336	0.8699808	0.8905142	0.90968305	0.9139453	0.83791816	0.90631247	0.9132178	0.9080126	0.9130972	0.83270663	0.8454279	0.85593694	0.8458017	0.67101955	0.82947147	0.9233608	0.9693456	0.8269935	0.79438806	0.8724019	0.85463095	0.9241495	0.70123637	0.8326714	0.85964596	0.8145928	0.93766564	0.6171459	0.9110383	0.8968935	0.87631536	0.9402226	0.67643505	0.94277596	0.89788944	0.7274867	0.8791313	0.8948849	0.85648733	0.8821807	0.8735882	0.8724949	0.9272931	0.9086011	0.75533116	0.7190268	0.9510434	0.9453563	0.89282715	0.75287855	0.9339637	0.8891007	0.88460517	0.8919742	0.8084355	0.8847482	0.871056	0.84203553	0.9222659	0.7732158	0.83639586	0.8941493	0.8611722	0.92054456	0.9061562	0.8561418	0.91792953	0.8818675	0.8938746	0.6273718	0.91012025	0.8500258	0.9213898	0.7248341	0.90466356	0.83316	0.9229587	0.89366066	0.7669165	0.8144516	0.8735031	0.84405684	0.729226	0.8153057	0.83551335	0.8747676	0.9473135	0.8561013	0.8683636	0.94679254	0.916734	0.8989742	0.8867609	0.9566653	0.9507569	0.81419903	0.88770056	0.9014009	0.7133205	0.7776655	0.942127	0.8116188	0.87283516	0.87328553	0.91406554	0.8713989	0.94319475	0.8869506	0.85509473	0.5717912	0.898316	0.831866	0.87726545	0.9112249	0.9653442	0.88034886	0.96687317	0.8275163	0.824434	0.8880503	0.84686756	0.9379965	0.82644355	0.952758	0.8594197	0.92835605	0.873988	0.8805119	0.7366196	0.7686408	0.8358444	0.8503849	0.9711868	0.97095627	0.89553	0.86040884	0.87890863	0.84957516	0.8543374	0.85216343	0.89415133	0.6531719	0.9085386	0.90760744	0.8832272	0.5515703	0.9068706	0.885125	0.88519526	0.9262802	0.9034665	0.91854185	0.87261033	0.8789216	0.82557064	0.7148514	0.84084135	0.92051184	0.8436692	0.84693754	0.84489673	0.8720107	0.9095635	0.91227025	0.8774226	0.9313188	0.7953053	0.957463	0.9722112	0.75020397	0.9021034	0.84949946	0.9276374	0.82527655	0.82014406	0.8250755	0.88684803	0.8558254	0.93138087	0.8497645	0.88516164	0.87476206	0.92841876	0.89570063	0.88620186	0.54236877	0.91206074	0.9411272	0.8201452	0.8001918	0.88280934	0.9239912	0.70350254	0.76470715	0.8903101	0.8119187	0.851017	0.8116752	0.85257065	0.8767539	0.92659175	0.8708246	0.842346	0.9457587	0.8907467	0.9253303	0.9177762	0.94285053	0.8148078	0.7369039	0.9056921	0.89809084	0.89646584	0.90979826	0.8368859	0.8540361	0.87408537	0.8198569	0.81367755	0.9326762	0.8934846	0.9308938	0.71011615	0.87099683	0.8284558	0.87480915	0.90168613	0.9095027	0.7556699	0.76630664
Albanees/noun	0.89116764	0.0	0.7515265	0.9368602	0.7077365	0.7578485	0.7478709	0.92619264	0.7974734	0.8339848	0.86187565	0.5049999	0.74446315	0.3089788	0.2205038	0.76478505	0.45396113	0.84695214	0.5986671	0.93225396	0.81702983	0.9372523	0.9182306	0.85660756	0.8510171	0.92510575	0.71745443	0.9044615	0.87364626	0.8894213	0.89112246	0.7626691	0.86650705	0.9126475	0.8723357	0.96177894	0.5175799	0.9073708	0.84131074	0.8552101	0.8813871	0.93351084	0.8335527	0.8659997	0.94492054	0.91627425	0.94003403	0.73457164	0.9615651	0.9134604	0.86062187	0.8659847	0.9307511	0.82880366	0.92410296	0.838846	0.746961	0.84423614	0.74145544	0.9262933	0.9199767	0.9193682	0.90059984	0.609217	0.90047187	0.8033506	0.47107154	0.77811474	0.8742323	0.8449961	0.8609853	0.9585367	0.94676214	0.88265043	0.6809437	0.86241853	0.8695771	0.7544866	0.86795986	0.8823261	0.9263301	0.84662104	0.8142321	0.74715126	0.9069748	0.89969754	0.92521733	0.88298965	0.82252705	0.8993423	0.85906345	0.79403746	0.917845	0.8243515	0.6900421	0.8765833	0.8443302	0.8451128	0.9572601	0.89676505	0.9289801	0.91245425	0.9363958	0.93698686	0.92772865	0.62727547	0.91172737	0.8997474	0.96199924	0.845903	0.8548858	0.8435955	0.89997107	0.8519786	0.8183645	0.6558912	0.80107236	0.8575834	0.7918778	0.90169495	0.77675986	0.7877253	0.91648394	0.9123842	0.8722939	0.45624924	0.9487696	0.9424535	0.82213295	0.5625204	0.9208936	0.92777145	0.8697927	0.8733468	0.8476516	0.84255993	0.73493314	0.9463065	0.8635864	0.86869764	0.8291994	0.65909874	0.50863206	0.7867012	0.8338629	0.7855846	0.89530826	0.9356906	0.9890343	0.9464639	0.92037684	0.88574576	0.92396903	0.8280648	0.9508194	0.70483637	0.8574954	0.6698204	0.602709	0.8250582	0.88528675	0.7972732	0.94549185	0.7756337	0.8495896	0.9079122	0.86738855	0.7756283	0.9009131	0.951514	0.91285	0.7451774	0.94632536	0.89603966	0.9062378	0.9170596	0.62196064	0.7087379	0.5757075	0.78261566	0.6382924	0.9718115	0.92687535	0.9653991	0.92191744	0.8436105	0.762456	0.92369133	0.9266265	0.74844635	0.8967144	0.8894133	0.76235473	0.9372098	0.8867663	0.9134774	0.85063887	0.8096915	0.8701475	0.847732	0.8452949	0.94735456	0.9566715	0.48114324	0.7961132	0.9286066	0.9108037	0.86600894	0.9079271	0.8646479	0.9362011	0.7513075	0.76698864	0.85407174	0.70552415	0.9396493	0.66405296	0.93409055	0.94539654	0.8964506	0.94036895	0.65929806	0.8058433	0.8379407	0.8483227	0.92011607	0.8522931	0.8239262	0.561895	0.8706693	0.8762772	0.8640537	0.67517066	0.73868763	0.74366426	0.9248078	0.8658254	0.8824687	0.86828536	0.8603898	0.8327731	0.93008614	0.8629819	0.867954	0.8159834
Amerikaan/noun	0.88794154	0.7515265	0.0	0.84652054	0.5474207	0.656278	0.36021346	0.8062314	0.47344863	0.7593419	0.7129367	0.65927577	0.44938755	0.7475811	0.5744693	0.6300216	0.74954784	0.66709924	0.7076335	0.81980187	0.71380615	0.8485354	0.70410895	0.67792	0.80369353	0.66417766	0.6773545	0.7946854	0.8160756	0.7832079	0.796444	0.6930085	0.81918716	0.6722104	0.8271595	0.8576577	0.6552409	0.788282	0.66830635	0.80921346	0.89814126	0.7343608	0.687176	0.66851795	0.7384909	0.73324454	0.8067972	0.75721717	0.8721202	0.85465944	0.7564555	0.7803897	0.7381034	0.82109255	0.7814219	0.7642429	0.69894886	0.8282945	0.677786	0.8760252	0.800094	0.81734633	0.8743019	0.61729026	0.68486255	0.84326	0.71797764	0.8980348	0.78929913	0.8399641	0.89940023	0.8753998	0.8756375	0.8606999	0.45272243	0.6543187	0.6509062	0.6625844	0.8825225	0.6672249	0.78590596	0.836308	0.75843346	0.565121	0.9089542	0.7842383	0.9158912	0.8703379	0.6925637	0.78636515	0.7615732	0.6483669	0.8172756	0.63872665	0.7459736	0.84150386	0.80845606	0.83125746	0.8353517	0.93160856	0.84561896	0.83840024	0.9180505	0.7457925	0.7543773	0.60983247	0.7974109	0.74122113	0.8715993	0.7730392	0.8370763	0.76600194	0.8748835	0.93784356	0.7397965	0.66005516	0.64409673	0.61191064	0.82063293	0.81388164	0.7080506	0.7645022	0.7291758	0.8213832	0.80904114	0.579165	0.8208122	0.7569178	0.7885267	0.6908949	0.78323185	0.8332494	0.9073856	0.66553956	0.7911742	0.82243943	0.80781853	0.8673536	0.8979977	0.88993454	0.85414535	0.5924189	0.5530086	0.7366897	0.8482543	0.80125374	0.85092384	0.76960856	0.88650936	0.8566711	0.8098036	0.6650764	0.7386054	0.7650336	0.8320903	0.662783	0.84412676	0.71118796	0.6990045	0.8105222	0.79903543	0.7512228	0.8332134	0.7266948	0.7438695	0.8045057	0.83856183	0.7481359	0.8347254	0.8075116	0.7225837	0.71374696	0.84059775	0.72742784	0.79176646	0.89116323	0.6385541	0.7706747	0.85153717	0.6947529	0.5243521	0.8585808	0.8035424	0.918114	0.8843766	0.808846	0.8292271	0.787228	0.8054218	0.57768035	0.74645305	0.8279301	0.7853858	0.8334635	0.91354895	0.7757664	0.7759646	0.8164846	0.79468423	0.7717421	0.7257072	0.8577594	0.8717623	0.48750603	0.63912725	0.8190345	0.84943396	0.8237614	0.66424674	0.6729555	0.85757124	0.68861437	0.76160014	0.77480936	0.62691385	0.83022416	0.5381351	0.87145257	0.73871624	0.81313914	0.7474537	0.6930872	0.7330726	0.8370646	0.7637831	0.82217234	0.69851696	0.6970178	0.67746735	0.7169255	0.799988	0.7178482	0.6965863	0.6441592	0.6993645	0.7917377	0.83105445	0.82932055	0.66461587	0.8249582	0.7801682	0.7218047	0.61776185	0.7354569	0.7034377
Anthuenis/noun	0.87161434	0.9368602	0.84652054	0.0	0.8926928	0.8533474	0.79654336	0.8747095	0.8186643	0.90637237	0.84301746	0.9000593	0.84384745	0.9414897	0.93651456	0.81123793	0.90252304	0.91011125	0.91957694	0.70722675	0.81919354	0.8327552	0.8185974	0.72555184	0.88732433	0.8792886	0.80556583	0.8923142	0.8757284	0.9102695	0.8968185	0.9755608	0.7967477	0.79694057	0.7789742	0.93052214	0.9466174	0.8584943	0.8712853	0.9402137	0.89958674	0.7003633	0.8657936	0.77673924	0.67373276	0.8228929	0.73698276	0.95526415	0.8736365	0.8408181	0.84658855	0.85024124	0.7857635	0.86510205	0.6465032	0.8119444	0.60289866	0.85208017	0.9196724	0.8651706	0.7905908	0.8958454	0.8964143	0.92908204	0.9176923	0.76982963	0.9339935	0.9797851	0.83375174	0.90062517	0.80777633	0.5871843	0.7675361	0.91475	0.775218	0.8225275	0.8597723	0.8490767	0.8285912	0.8358666	0.7685096	0.91892266	0.8118048	0.89638376	0.88687795	0.7646053	0.89010656	0.92947406	0.9091177	0.8687041	0.65292513	0.91059625	0.91824406	0.9481968	0.85647744	0.8294276	0.9007586	0.86574143	0.95065963	0.87324625	0.9283861	0.9387166	0.88535506	0.64232665	0.58080536	0.894641	0.89120734	0.85048234	0.8958208	0.93819046	0.87273586	0.7596725	0.8519312	0.9778742	0.8946224	0.87180626	0.7589679	0.76944494	0.89831203	0.7789675	0.8855631	0.8074646	0.7096621	0.9202794	0.87499887	0.9080689	0.885675	0.8628483	0.7975705	0.89663196	0.71097785	0.81419414	0.72345877	0.7894834	0.766001	0.7368436	0.8943691	0.8610128	0.8894356	0.8187909	0.86407727	0.7758845	0.90321225	0.8306501	0.85651976	0.8903141	0.94259334	0.7148145	0.96918124	0.88874197	0.79577065	0.84296274	0.88059837	0.8742615	0.8267774	0.91875917	0.85004956	0.89628816	0.9353323	0.75164604	0.9601698	0.8952127	0.8688625	0.9371933	0.78421926	0.83191085	0.8736392	0.91530836	0.89983743	0.9331004	0.87747073	0.91082656	0.7757479	0.6921855	0.8128996	0.8879227	0.95100814	0.9502174	0.8545213	0.8029826	0.8343049	0.64884615	0.8888028	0.97019583	0.77768195	0.85394824	0.9632754	0.8939389	0.5891453	0.8598622	0.8572781	0.7491019	0.84341305	0.7179775	0.75085557	0.9112597	0.9047026	0.82124597	0.86142254	0.9185643	0.87630695	0.9085517	0.93537694	0.8944194	0.8337195	0.85464275	0.92605436	0.9168879	0.6105722	0.7720324	0.6804961	0.84799993	0.909695	0.8537707	0.8902879	0.7000495	0.8833244	0.8000686	0.82449424	0.89323926	0.8691585	0.9236479	0.89797527	0.86220753	0.9034713	0.8269843	0.7634452	0.89084435	0.8287705	0.9173881	0.8735652	0.7646278	0.8321869	0.83787227	0.8946336	0.70301557	0.8430608	0.91328406	0.8108021	0.87853295	0.84314334	0.69098556	0.8346703	0.830734	0.87742376
Arabier/noun	0.8719836	0.7077365	0.5474207	0.8926928	0.0	0.83072567	0.63203096	0.89436483	0.7122406	0.7485312	0.5299886	0.7944482	0.5453286	0.7268454	0.53694034	0.6559504	0.7019101	0.756279	0.79534817	0.84692293	0.71887875	0.7894417	0.742316	0.7243545	0.73982453	0.73489237	0.64172906	0.814145	0.8589075	0.85587496	0.80813676	0.8743222	0.85692936	0.7746712	0.67859983	0.8234668	0.6053674	0.82382536	0.6576073	0.8055641	0.81277645	0.8042704	0.69007164	0.623087	0.8237953	0.83205867	0.7352164	0.7064178	0.8531904	0.7521093	0.77823806	0.69227326	0.83737236	0.75819176	0.84452534	0.6961827	0.6198664	0.82015073	0.7194061	0.91452146	0.87208617	0.8805643	0.85308003	0.800307	0.8206051	0.6252732	0.48752153	0.8729904	0.81371117	0.76585746	0.8589791	0.84619725	0.87910974	0.8528152	0.5070412	0.7505542	0.71113276	0.6780779	0.87303287	0.7057115	0.8010236	0.81466395	0.80897355	0.7057667	0.8808938	0.74593985	0.8657212	0.87060994	0.7752645	0.7440331	0.76278055	0.40137035	0.4947477	0.38986576	0.72341245	0.842943	0.8012966	0.8144514	0.86098456	0.96483225	0.8949246	0.835837	0.8737063	0.7784369	0.84401727	0.5750399	0.81217337	0.77921635	0.8573048	0.55690664	0.73632336	0.78678024	0.85559034	0.9571306	0.69975066	0.7632406	0.6041375	0.6575131	0.8233787	0.79973316	0.6836839	0.64526755	0.79185075	0.7273931	0.75132465	0.31873274	0.8022709	0.8577169	0.812625	0.68019366	0.83715963	0.8675871	0.8545247	0.6477864	0.81082094	0.8015214	0.7766031	0.80127585	0.79226923	0.83518595	0.78543043	0.60544395	0.47983956	0.7161026	0.90361935	0.69573075	0.80578494	0.8223496	0.9836077	0.83405066	0.7331287	0.64827037	0.871237	0.69923097	0.8874914	0.65231955	0.8176275	0.7676042	0.79423577	0.7783079	0.7488183	0.6568543	0.83258426	0.6442223	0.7632087	0.8531737	0.8071463	0.4671299	0.8191786	0.8252594	0.83944553	0.6866801	0.89954925	0.78305966	0.7744937	0.80167115	0.5037395	0.69104314	0.81441593	0.699144	0.58511794	0.89101994	0.9025733	0.91033477	0.90760654	0.7774024	0.655923	0.7281002	0.8554004	0.6403669	0.72522986	0.8683937	0.8363884	0.8596873	0.801438	0.8700638	0.8189973	0.8643764	0.76187956	0.42464793	0.73252374	0.8371345	0.75616336	0.5679314	0.5946439	0.84799606	0.94790375	0.7401341	0.82811147	0.7337692	0.8759216	0.75063705	0.7435397	0.6687154	0.5845051	0.86910146	0.53000927	0.86451626	0.92310464	0.86988086	0.8780997	0.49979955	0.66163915	0.80154383	0.6855453	0.8527336	0.73067784	0.7221632	0.6302748	0.67006063	0.83663464	0.7615268	0.7496642	0.66624784	0.78539526	0.87038517	0.75043535	0.7516203	0.76327205	0.8703695	0.69897985	0.7615019	0.77441263	0.74677587	0.6328362
Democraat/noun	0.86174786	0.7578485	0.656278	0.8533474	0.83072567	0.0	0.80852264	0.92420626	0.7956043	0.7055461	0.86780095	0.7018697	0.8164148	0.78046197	0.7365794	0.7812332	0.6587434	0.86991525	0.7142248	0.8285349	0.8932014	0.8988477	0.9133881	0.7925041	0.91420954	0.8473644	0.84510577	0.83425534	0.9175142	0.78713304	0.840578	0.91443187	0.89276886	0.7881957	0.8859004	0.878411	0.7989819	0.8714231	0.72306734	0.95066077	0.8569502	0.85233474	0.6945407	0.8305461	0.884331	0.9349345	0.92020947	0.8178532	0.95031166	0.9080005	0.7826731	0.88842237	0.8302652	0.91460335	0.9034666	0.81764686	0.8214754	0.87297416	0.6980715	0.8758205	0.87719476	0.8905529	0.950113	0.8037413	0.816691	0.91772723	0.77777743	0.6099563	0.943779	0.88688016	0.7700693	0.90254724	0.893569	0.83976895	0.62531245	0.7960702	0.8247261	0.809233	0.94046986	0.87801725	0.84637135	0.8841148	0.713411	0.8999404	0.9069357	0.83539474	0.9444537	0.9496887	0.81361204	0.86551404	0.8496255	0.7915977	0.8285493	0.73976016	0.8230075	0.7502913	0.89573526	0.8783805	0.8628135	0.8207418	0.8608538	0.8581148	0.88746554	0.8187543	0.8390666	0.71910226	0.8654693	0.93355197	0.8610312	0.69379497	0.8046074	0.8535691	0.8608607	0.9175927	0.7952939	0.8272811	0.7935976	0.85028493	0.91732997	0.927298	0.89558566	0.88456845	0.84547913	0.8328597	0.88962066	0.7711279	0.81915224	0.6869733	0.7343092	0.69288903	0.8141344	0.87987566	0.8661224	0.6829307	0.78335786	0.8833	0.6957065	0.8089597	0.92132884	0.780733	0.8891408	0.7818058	0.7749183	0.83553994	0.7712593	0.84725845	0.8417139	0.79290277	0.8959381	0.68673	0.9243591	0.8565541	0.8434664	0.8423352	0.84770775	0.6878092	0.83364844	0.64305687	0.62553823	0.7822368	0.8524815	0.71819067	0.87314844	0.59986115	0.8349217	0.9210741	0.9164958	0.79623544	0.839404	0.84881884	0.8564858	0.8921361	0.8642224	0.8029021	0.8380939	0.9107644	0.62179035	0.9248887	0.9280091	0.78555375	0.5796282	0.85036874	0.90088296	0.9705399	0.8983619	0.87639725	0.7911384	0.88629246	0.8783716	0.62409985	0.82622045	0.8272015	0.8169586	0.86906826	0.93512005	0.8802198	0.8930607	0.9079819	0.8738347	0.88322973	0.8011627	0.9340841	0.9474696	0.7347971	0.74331677	0.91680455	0.91365385	0.90603083	0.7818243	0.873395	0.9181768	0.6477022	0.85770655	0.76784	0.7574894	0.9254087	0.7340325	0.70437175	0.79066396	0.75633	0.78898066	0.8188679	0.82767016	0.859215	0.83920085	0.8874339	0.7721115	0.7948196	0.7730748	0.8471351	0.91607374	0.7885919	0.74738646	0.84716994	0.77330214	0.7319355	0.926462	0.90197384	0.7575711	0.9178117	0.8887546	0.82347286	0.8333136	0.8258283	0.69351673
Duitser/noun	0.8800833	0.7478709	0.36021346	0.79654336	0.63203096	0.80852264	0.0	0.7701195	0.26548898	0.8466922	0.7289823	0.6469393	0.3894096	0.79608524	0.67250526	0.67439306	0.7826457	0.52860177	0.75811315	0.7625053	0.73063064	0.8650433	0.82323873	0.741238	0.8664689	0.83130866	0.7897211	0.8594777	0.87140083	0.81741375	0.86672693	0.8631464	0.7558424	0.71230155	0.8523261	0.87244844	0.78620535	0.8004447	0.7649715	0.820755	0.9061848	0.7033653	0.76794994	0.8390629	0.7596664	0.7671015	0.7982901	0.82009035	0.91365105	0.80292237	0.8200474	0.8144451	0.78172743	0.83231103	0.816539	0.79530454	0.7512144	0.8554115	0.7252126	0.8716375	0.8009341	0.8688077	0.84985507	0.786981	0.85142076	0.8579619	0.79403365	0.957553	0.79054284	0.82526505	0.86139685	0.87128115	0.88345796	0.92070836	0.5736321	0.7634289	0.731118	0.71257675	0.8445209	0.72268116	0.8024791	0.7996556	0.84191	0.6899487	0.87484527	0.77761436	0.83956295	0.92545325	0.71274364	0.84141403	0.78704476	0.7246641	0.82928383	0.70537424	0.7543176	0.83439875	0.8405218	0.8262914	0.8812312	0.8725233	0.8379734	0.8806654	0.8794788	0.7132653	0.7092038	0.73900694	0.82260567	0.759923	0.88023597	0.87972265	0.8523346	0.7584227	0.87950623	0.890372	0.8303179	0.7575384	0.6815834	0.7116876	0.7732204	0.837981	0.6932732	0.81005263	0.76034427	0.87101483	0.8391378	0.64554524	0.87898767	0.77020717	0.8141716	0.74097407	0.8229961	0.86012846	0.8378216	0.7057395	0.76696223	0.7443795	0.8118254	0.8382868	0.9321334	0.86968344	0.8562599	0.6660249	0.6012211	0.7767947	0.79673755	0.8184418	0.8643178	0.79940045	0.9227573	0.8683963	0.90475446	0.64331365	0.84322643	0.8045462	0.910776	0.83101285	0.812076	0.85775125	0.8278564	0.7965389	0.8569787	0.76582754	0.84236974	0.83102906	0.80501974	0.77784336	0.8303321	0.8042138	0.8068495	0.881267	0.74230313	0.660648	0.9102033	0.71955603	0.84034985	0.8653085	0.7502674	0.84075975	0.7084713	0.726292	0.7232186	0.86349297	0.7026757	0.93560344	0.8448628	0.82617533	0.8396735	0.8804786	0.78892446	0.6551273	0.77823746	0.7779972	0.8180387	0.8009498	0.904565	0.8430943	0.76345	0.82891345	0.7798334	0.8353839	0.7917783	0.8826395	0.89689237	0.5348513	0.70650315	0.8342619	0.927747	0.8234691	0.65253454	0.66586006	0.87177163	0.6984577	0.89128166	0.81114763	0.67429423	0.7869737	0.5929192	0.89591646	0.85983396	0.8814374	0.8143466	0.72138345	0.7735256	0.8386413	0.8552868	0.8270558	0.6924598	0.82424664	0.67391086	0.78294295	0.7784119	0.8174507	0.8128823	0.6914028	0.8174049	0.82157236	0.830405	0.82027483	0.7413063	0.7485028	0.7993672	0.69694626	0.71189266	0.82724273	0.76491815
Engels/adj	0.7520298	0.92619264	0.8062314	0.8747095	0.89436483	0.92420626	0.7701195	0.0	0.7464396	0.67268646	0.8278127	0.8567922	0.79825544	0.7766185	0.867959	0.8828831	0.85877115	0.7994714	0.8691809	0.7614532	0.7805699	0.89009637	0.80266297	0.79801095	0.6720284	0.84017134	0.8105401	0.9349396	0.8845353	0.899997	0.6406083	0.8688064	0.8822567	0.8439212	0.96478474	0.6443247	0.8915559	0.7725195	0.687773	0.8594233	0.7764956	0.8384249	0.6544156	0.9046644	0.9089378	0.7075658	0.8938879	0.8051365	0.9207059	0.89184785	0.81627417	0.8302065	0.8055533	0.77167547	0.88215256	0.87330323	0.8148608	0.8810021	0.8340129	0.61761785	0.6467968	0.8835072	0.84764475	0.86689913	0.9453766	0.87008643	0.8663598	0.8038854	0.8567668	0.85543215	0.79255277	0.8715113	0.8249247	0.9465155	0.62364966	0.9017059	0.736618	0.78565586	0.89909923	0.8264513	0.8310755	0.8709637	0.8675373	0.713676	0.6775098	0.742517	0.88408476	0.88345706	0.7772191	0.7683749	0.8003018	0.8525483	0.93318063	0.753193	0.6699021	0.91651595	0.75739145	0.83996594	0.8506758	0.9642593	0.8578261	0.7325852	0.75100946	0.88013583	0.8507992	0.8671836	0.77999544	0.7950489	0.80900025	0.82181966	0.70056665	0.7364633	0.9127026	0.93454814	0.88706726	0.7363124	0.64903915	0.8077922	0.81114256	0.7842103	0.6855722	0.8049401	0.85844576	0.6345533	0.8592414	0.91280866	0.7127623	0.8668292	0.827208	0.87491417	0.90730214	0.9229899	0.7065275	0.662364	0.8520235	0.93098587	0.7696344	0.80081415	0.88933164	0.78576165	0.86867803	0.84867203	0.83460104	0.8154508	0.79646164	0.8663329	0.7153995	0.83489084	0.9421826	0.78303784	0.8048508	0.8095852	0.7877341	0.6453947	0.801856	0.78623533	0.7650723	0.79785025	0.8134194	0.906258	0.86818504	0.83490205	0.84602976	0.87453014	0.9292597	0.8772392	0.70423424	0.8272482	0.6013513	0.91074854	0.7339921	0.8158145	0.881942	0.80881405	0.6906594	0.749466	0.90307045	0.71291363	0.6771921	0.810748	0.85147893	0.8793648	0.95112616	0.79387337	0.65354586	0.83854383	0.77042943	0.89225066	0.6745193	0.88091	0.6719326	0.7734786	0.80129755	0.93165886	0.85563195	0.75055015	0.8376274	0.7333561	0.8309047	0.9295918	0.82402354	0.7620439	0.8297156	0.8756577	0.6987463	0.8873316	0.9062145	0.74995005	0.7785659	0.8554497	0.86833894	0.8199005	0.9029725	0.82465595	0.8035065	0.67766356	0.8186984	0.9165938	0.92918587	0.86801445	0.8829706	0.8437857	0.83304864	0.74084115	0.8384436	0.8460012	0.8702396	0.87962204	0.74322873	0.76602226	0.8876055	0.6272497	0.8370634	0.7173047	0.93743545	0.7984454	0.8405628	0.7827468	0.7581806	0.7928854	0.88282174	0.8395765	0.76731515	0.6510694	0.7777403
