	&/name	13-jarige/adj	Albanees/noun	Amerika/name	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Aziatisch/adj	Bardot/name	Barend/name	Berlin/name	Billy/name	Blair/name	Blue/name	Borms/name	Boudewijn/name	Boyd/name	Charlie/name	Chirac/name	Congolees/adj	Cools/name	Cézanne/name	David/name	Democraat/noun	Derksen/name	Duitser/noun	EU/name	Edouard/name	Engels/adj	Engelsman/noun	Frank/name	Friesland/name	Gerbrandy/name	Goya/name	Holiday/name	Iraans/adj	Irving/name	Italië/name	Javaan/noun	Johnny/name	Khatami/name	Kijk/name	Kosovo_crisis/noun	Kremlin/name	Kunst/name	L.A./name	Leys/name	Libanon/name	Lies/name	Linda/name	Manet/name	McDonald's/name	Michel/name	Mississippi/name	Mona/name	Mondriaan/name	Mugabe/name	Mussolini/name	Muur/name	NAVO/name	Nederland/name	Nederlander/noun	New/name	Olympische/name	Oranje/name	Piet/name	Pim/name	Pinochet/name	Reagan/name	Red/name	Ren/name	Schenk/name	Self/name	Serena/name	Servisch/adj	Serviër/noun	Spelen/name	Sperwer/name	Stefan/name	Syriër/noun	Tripp/name	Tutsi/noun	VS/name	Volkskrant/name	Waal/noun	Wimbledon/name	Wout/name	York/name	aan/prep	aangezien/comp	aanleiding/noun	aartsvijand/noun	af/part	al/adv	alle/det	allebei/adv	alleen/adv	allemaal/adv	alles/noun	alles/pron	als/comp	als/prep	altijd/adv	ander/adj	ander/noun	anderzijds/adv	armband/noun	baan_DIM/noun	baas/noun	band/noun	beeld/noun	begin/noun	begin/verb	begrens/verb	beleid/noun	bemin/verb	ben/verb	beur/verb	bezig/adj	bied/verb	bij/prep	blijf/verb	bliksemafleider/noun	bloed_hekel/noun	boek/noun	boven/prep	burger/noun	cijfer/noun	club/noun	computer/noun	computer_spel_DIM/noun	consument/noun	criticus/noun	daarna/adv	daarna/pp	daarom/pp	dag/noun	dagelijks/adj	dan/adv	dan/comparative	dat/comp	dat/det	dat/noun	dat/pron	de/det	decadentie/noun	denk/verb	denkbeeld/noun	destijds/adv	detail/noun	deze/det	die/det	die/pron	dien/verb	diep/adj	ding/noun	dirigent/noun	discussie/noun	dit/det	doe/verb	dom/adj	dood/noun	door/part	door/prep	draadloos/adj	duif_liefhebber/noun	duivels/adj	dus/adv	een/det	eens/adv	eeuwig/adj	eigen/adj	eigenlijk/adj	elkaar/pron	en/comp	en/vg	eng/adj	er/adv	er/noun	erg/adj	erom/pp	ervan/pp	etiket/noun	evenzeer/adv	extreem/adj	feite/adv	fel/adj	film/noun	filmmaker/noun	ga/verb	geen/det	gehandicapt/adj	geit/noun	geld/noun	gelijk/part	gelijkelijk/adv	gemak/noun	gemengd/adj	genocide_wet/noun	gevoel/noun	geweld/noun	gewezen/adj	gewoon/adj	gezeik/verb	gij/pron	glimlach/adj	glimlach/noun	goed/adj	grinnik/verb	grond/noun	groot/adj	haal/verb	haal_binnen/verb	haar/det	haar/pron	haat/verb	hartgrondig/adj	hartstochtelijk/adj	heb/verb	heb_lief/verb	heel/adj	hem/pron	hen/pron	het/det	het/noun	hier/adv	hij/pron	hoe/adj	hoe/noun	hoelang/adv	hoeveel/adv	hoeveel/det	hoewel/comp	hoezeer/adv	hoofd_rol_speler/noun	hoofdstad/noun	hoop/noun	houd/verb	huis_werk/noun	hun/det	iedereen/pron	iets/noun	ik/pron	in/adv	in/part	in/prep	inmiddels/adv	intellectueel/adj	intens/adj	interessant/adj	internet/noun	islam/noun	je/pron	jezelf/pron	jodendom/noun	joods/adj	journalist/noun	jullie/pron	kan/verb	kan_terecht/verb	kater/noun	keer/noun	kerst/noun	kind/noun	kledij/noun	kleding/noun	klein/adj	klus/noun	kom_uit/verb	koningin/noun	koop/verb	kunst/noun	kunstenaar/noun	kunstgeschiedenis/noun	laat/adj	laat/verb	lach/verb	laconiek/adj	land/noun	landschap/noun	las/verb	leer/verb	lees/verb	leider/noun	lerares/noun	liberaal/adj	liefde/noun	lieg/verb	lijk/verb	links/adv	luister/adj	maak_uit/verb	maandag/noun	maar/adv	maar/comp	maar/vg	makkelijk/adj	man/noun	manager/noun	me/pron	medium/noun	meer/adv	meerderheid/noun	meest/adj	melding/noun	men/pron	mens/noun	met/prep	meute/noun	mezelf/pron	middelmaat/noun	mij/pron	mijd/verb	mijn/det	minachting/noun	misschien/adv	modern/adj	moeder/noun	moet/verb	mogelijk/adj	moment/noun	moslim/noun	muziek/noun	naar/adj	naar/prep	namaak/noun	namelijk/adv	nationalistisch/adj	natuurlijk/adj	net/noun	netjes/adj	niet/adv	nieuwkomer/noun	nieuwslezer/noun	noem/verb	nog/adv	nooit/adv	nu/adv	nuchterheid/noun	of/vg	om/comp	om/prep	omdat/comp	omgeving/noun	on_versneden/adj	onder/prep	onderonsje/noun	onderwijs/noun	ongebreideld/adj	ongelijkheid/noun	ons/det	ons/noun	ons/pron	ook/adv	oorlog/noun	op/prep	opgesloten/adj	oppositie/noun	oprichter/noun	opzettelijk/adj	oud/adj	over/prep	overheid/noun	overigens/adv	overzee/pp	paard/noun	partij/noun	pas/noun	perfectie/noun	persoonlijk/adj	pest/noun	plaat/noun	platteland/noun	plezier/noun	politie/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	probleem/noun	prostituee/noun	ras/noun	rationeel/adj	realiteit/noun	rechts/adj	reden/noun	regel_DIM/noun	regelrecht/adj	regering/noun	religieus/adj	rij/verb	rol/noun	romantisch/adj	schoen/noun	schop/verb	schreeuw/verb	schuif_aan/verb	sector/noun	simpel/adj	slachtoffer/noun	snel/adj	sommige/det	soms/adv	soort/noun	sprookje/noun	staat/noun	stad/noun	stad_DIM/noun	stap/noun	stap_binnen/verb	steeds/adv	stel_voor/verb	stemlokaal/noun	steun/noun	steun/verb	stilaan/adv	straf/noun	strafschop/noun	stuk_DIM/noun	succesvol/adj	super_held/noun	symbool/noun	systeem/noun	talentvol/adj	te/adv	te/comp	tegen/prep	tegenstander/noun	tegenwoordig/adj	teken/verb	tennis/noun	terecht/part	tevoren/adv	tijd/noun	tijdens/prep	toch/adv	toch/tag	toen/comp	toestand/noun	tot/prep	trend/noun	tuig/noun	tussen/prep	tv/noun	twee/num	type/noun	typisch/adj	u/det	u/pron	uit/part	uit/prep	ultra_orthodox/adj	vaak/adj	vader/noun	vak/noun	val/verb	van/name	van/prep	van/pron	vandaag/adv	vanwege/prep	varken/noun	vecht/verb	veel/adj	veel/det	verafschuw/verb	verander/verb	verdediger/noun	verdien/verb	verdwaal/verb	verdwijn/verb	vergadering/noun	verhuis/verb	verklaring/noun	verlies/verb	verrekt/adj	vervelend/adj	vervloek/verb	vervolg/verb	verwerpelijk/adj	verwoord/verb	vijand/noun	voel_thuis/verb	voetbal/noun	volg/verb	volk/noun	voor/prep	voordat/comp	voordracht/noun	vraag/noun	vraag/verb	vraag_af/verb	vrede/noun	vrijheid/noun	vroeg/adj	vrouw/noun	vrouw_blad/noun	waar/adv	waarom/adv	waarschijnlijk/adj	wanneer/comp	want/comp	want/vg	wantrouw/verb	wat/adv	wat/det	wat/pron	we/pron	wedstrijd/noun	week/noun	weer/adv	weet/verb	wegens/prep	weinig/det	wel/adv	wereld/noun	wie/pron	wij/pron	wil/verb	win/verb	winkel/verb	woord/noun	word/verb	wreed/adj	zaak/noun	zal/verb	ze/pron	zeg/verb	zeker/adj	zeker/adv	zelfmoord/noun	zelfs/adv	zeur/verb	zich/pron	zichzelf/pron	zij/noun	zij/pron	zijn/det	zit/verb	zo/adv	zoals/comp	zonder/prep	zozeer/adj	zozeer/adv	zwart/adj	één/num	één/pron
&/name	0.0	0.9184867	0.9920766	0.93555087	0.9211544	0.9936316	0.9915424	0.9359188	0.9201991	0.5658996	0.8107489	0.78661156	0.9290901	0.6261579	0.7849612	0.7407715	0.8664576	0.74979657	0.9602092	0.9654206	0.9130611	0.9006796	0.65257865	0.965412	0.7636179	0.92558396	0.9890498	0.8471259	0.82796437	0.87513125	0.6922248	0.8604795	0.951581	0.7995608	0.7328782	0.98684317	0.78971016	0.9622626	0.99591386	0.503209	0.99826515	0.80446625	0.9977335	0.97324026	0.67723393	0.8738757	0.5932543	0.95607007	0.6730603	0.8278561	0.8416308	0.8516227	0.8718587	0.90395844	0.80925673	0.8070472	0.9985569	0.92758465	0.949406	0.9873482	0.8622482	0.9266499	0.8005891	0.98808867	0.87709355	0.81981987	0.83877623	0.99868447	0.973241	0.5881133	0.71701205	0.8281993	0.78515685	0.94683146	0.988738	0.98801833	0.98007977	0.97847056	0.7438963	0.9857366	0.93856966	0.98246855	0.89463353	0.8593054	0.851416	0.9704621	0.8540518	0.85338396	0.98006225	0.96200293	0.9815865	0.9707687	0.9972116	0.98756295	0.9859658	0.9681911	0.98214084	0.969934	0.98031455	0.99231946	0.9505159	0.8415202	0.97792876	0.98102105	0.9675369	0.8638065	0.9843286	0.9568511	0.83754665	0.8353547	0.92042375	0.90648526	0.96005744	0.9748192	0.98012733	0.98020697	0.98603314	0.98843807	0.97814685	0.96661234	0.8075303	0.97590965	0.9946383	0.90642965	0.8453137	0.9808125	0.98175764	0.9875325	0.91700834	0.91352606	0.9895677	0.96547747	0.9075023	0.96161973	0.96270984	0.9750894	0.9800024	0.9037335	0.9916853	0.9907113	0.9861448	0.99211746	0.98314005	0.92061806	0.96864694	0.95324534	0.9681167	0.97298443	0.81395006	0.9127915	0.98523164	0.97995096	0.9699123	0.9781164	0.9820746	0.9767349	0.8229127	0.919587	0.9925419	0.99442285	0.9647043	0.8543431	0.9646736	0.9114419	0.95366776	0.9781589	0.9248648	0.9901323	0.97491	0.98294413	0.94685966	0.97170365	0.9710866	0.9548628	0.9668016	0.7383616	0.9559779	0.99650383	0.9831305	0.9746784	0.97941625	0.96294934	0.9877825	0.9520929	0.97011906	0.9388893	0.95538056	0.7819423	0.8769302	0.97221076	0.9944255	0.9785234	0.9799975	0.98855424	0.9031988	0.99792564	0.9701139	0.98284876	0.9984112	0.94596905	0.9667348	0.8332188	0.970414	0.99170655	0.9775323	0.86031747	0.87744737	0.9936614	0.8785709	0.9907837	0.97634804	0.945176	0.9495191	0.89825666	0.9159397	0.7859669	0.95508116	0.94505227	0.9763868	0.9730142	0.99353635	0.96658164	0.9877746	0.9790892	0.9906588	0.9772117	0.97997355	0.98887366	0.91967344	0.99381536	0.9803044	0.9736855	0.90364563	0.98264617	0.80395347	0.96711546	0.94485915	0.9861524	0.9921339	0.979229	0.97789663	0.98754656	0.9880836	0.9576685	0.96853304	0.93419397	0.92794687	0.9649998	0.9021252	0.93070143	0.986609	0.944307	0.97921795	0.9561506	0.9917423	0.9189939	0.85409486	0.93255556	0.9869058	0.94230175	0.9578464	0.9901844	0.89329946	0.98648506	0.96570545	0.96460295	0.98143363	0.9505162	0.92667145	0.88344043	0.88599753	0.8828124	0.7783889	0.88793784	0.91550314	0.92057604	0.86909634	0.9427054	0.9894212	0.8567985	0.95880777	0.9761842	0.9256792	0.9343502	0.8929951	0.97562695	0.92272717	0.96984696	0.95120597	0.8650239	0.86708224	0.9219316	0.8651611	0.9732908	0.9864516	0.9908046	0.9526873	0.9654624	0.75558734	0.9942237	0.9450103	0.974253	0.95786756	0.9733	0.976502	0.9783034	0.9765484	0.9344024	0.9857242	0.98188865	0.9796615	0.9824921	0.94858325	0.969974	0.9796726	0.97474504	0.90399444	0.8648793	0.98416	0.998571	0.974877	0.9956056	0.8775205	0.95618165	0.95655406	0.94018894	0.97359204	0.9819884	0.96162444	0.9190283	0.9673815	0.99188966	0.76717687	0.9374603	0.8802634	0.99929893	0.9691965	0.9883762	0.88368165	0.88440144	0.98802614	0.97931254	0.97899884	0.9659805	0.9637925	0.9569639	0.9513097	0.96964806	0.99247843	0.9985196	0.9367529	0.9422219	0.98972905	0.98540163	0.9638992	0.97967184	0.99972534	0.9897237	0.74334025	0.970732	0.9625945	0.98487175	0.9958073	0.97404987	0.9850753	0.9125269	0.97369486	0.9753528	0.9353747	0.8934638	0.99465424	0.7373278	0.9734785	0.9521745	0.9789573	0.9643719	0.84491765	0.9484016	0.9848083	0.9981613	0.9835732	0.9272337	0.96858627	0.9835915	0.95886105	0.88142	0.9965976	0.96394664	0.95935	0.9894831	0.97621393	0.9425267	0.85344255	0.8587587	0.9534234	0.84340084	0.8865022	0.8054131	0.9875884	0.95078456	0.98105204	0.9808813	0.9674131	0.9601132	0.951349	0.91931385	0.92093176	0.9654927	0.9478208	0.9758446	0.84492445	0.98824733	0.9352252	0.97459435	0.9616307	0.9396197	0.93384403	0.9811942	0.8488365	0.93737465	0.87838715	0.9498312	0.90821993	0.977764	0.96341103	0.9955622	0.9856662	0.9632479	0.96857226	0.9221827	0.8167766	0.97525835	0.9585796	0.9688236	0.9891323	0.9712501	0.99676627	0.9815868	0.8619416	0.91448355	0.9409965	0.9897261	0.94102407	0.9662986	0.90430015	0.9739201	0.8283644	0.8729982	0.9717548	0.986231	0.9888334	0.87116796	0.99474853	0.9772963	0.8362613	0.9699029	0.99408424	0.48669255	0.8759529	0.9794066	0.96364915	0.9679283	0.94270676	0.8868651	0.9981179	0.98747104	0.9777895	0.97713184	0.8754961	0.9710766	0.9666841	0.96050006	0.9443485	0.89633006	0.9493175	0.953893	0.9803761	0.9871023	0.98755085	0.8871632	0.995936	0.88761926	0.97021806	0.9634438	0.94017345	0.953318	0.95618224	0.9750745	0.91514826	0.8560466	0.97024214	0.9453872	0.9667403	0.9803981	0.9708117	0.92360544	0.92729557	0.94280386	0.94273955	0.97588825	0.97447044	0.9261985	0.9335915	0.9875122	0.96761626	0.9929958	0.9837949	0.99087894	0.9812531	0.98817986	0.98164725	0.98751533	0.97612935	0.95804524	0.97642577	0.9971752	0.9612792	0.95118946	0.9922549	0.97911805	0.926481	0.9396586	0.9333766	0.9934143	0.8400327	0.9522908	0.99334294	0.9808428	0.7139087	0.9712288	0.9823839	0.92098296	0.9554681	0.9023099	0.9669129	0.91972196	0.8889352	0.982849	0.89036065	0.9511309	0.9745759	0.8321808	0.9470849	0.96846443	0.92279285	0.9065001	0.9783893	0.90774953
13-jarige/adj	0.9184867	0.0	0.8564569	0.81211203	0.87222546	0.8750342	0.865271	0.85823935	0.8682203	0.9274191	0.85992146	0.7399445	0.85867465	0.8819173	0.850773	0.73734885	0.82737213	0.8383139	0.8981249	0.8668339	0.67896163	0.9250283	0.7486003	0.87915623	0.90452343	0.8308545	0.9610091	0.88655096	0.78105485	0.8812651	0.76593167	0.8037934	0.88868344	0.86109984	0.91287637	0.8592931	0.85013896	0.9000191	0.8398107	0.7983384	0.9236814	0.9261452	0.9217842	0.88423216	0.8714658	0.75252026	0.8835986	0.8603056	0.89647657	0.7521117	0.84413034	0.86249495	0.8630122	0.8431038	0.7972524	0.88525504	0.9038364	0.9069417	0.9120917	0.9412632	0.8851623	0.8757818	0.9061369	0.90686727	0.91861725	0.8875371	0.8308101	0.8537894	0.80634916	0.8937556	0.8766163	0.87379014	0.87047595	0.8778869	0.9006376	0.84132	0.9222667	0.86965007	0.79867136	0.8565271	0.684937	0.8539689	0.921179	0.92003	0.91945475	0.85613614	0.8208223	0.8790395	0.9011166	0.9177314	0.8615309	0.8471011	0.9454769	0.9137092	0.85005605	0.84873426	0.92484987	0.9340907	0.9294798	0.971337	0.89473474	0.7468342	0.9333112	0.86948466	0.88053757	0.9075991	0.8582852	0.76712793	0.83912903	0.8393183	0.9027744	0.96113825	0.85709465	0.9137056	0.9499575	0.8213621	0.87963474	0.8960715	0.9528338	0.89714134	0.8627101	0.96565187	0.895748	0.89351285	0.84650195	0.9763344	0.8911062	0.905364	0.8614343	0.90487784	0.7378211	0.93393964	0.86628157	0.87575394	0.86058813	0.92167866	0.9100377	0.85922164	0.9346998	0.93349814	0.9146487	0.949135	0.96872985	0.8644654	0.84460735	0.82003826	0.95406544	0.90992785	0.70034266	0.91569334	0.9135346	0.89219594	0.7369467	0.92977285	0.8975816	0.9293351	0.82088196	0.9148958	0.96454525	0.9672409	0.94315636	0.6618521	0.9554008	0.7890593	0.9131433	0.8733483	0.7636844	0.95902413	0.774783	0.9587055	0.8819596	0.877717	0.9211306	0.8743206	0.9144167	0.79853296	0.8824762	0.96052086	0.93223035	0.9199289	0.8921036	0.88017225	0.89719146	0.8740412	0.93422145	0.91933966	0.8947367	0.7984381	0.7610989	0.96061045	0.9427781	0.8048874	0.89269054	0.9306783	0.93837637	0.9012039	0.8520435	0.9373791	0.78552336	0.94607264	0.86452425	0.8571646	0.9094795	0.8573119	0.9082935	0.8935591	0.85573393	0.9579792	0.82491744	0.8875882	0.9476942	0.8939028	0.90239763	0.6558496	0.7762256	0.8071554	0.84309393	0.8768654	0.851032	0.87552834	0.9259654	0.7656728	0.8502564	0.89868206	0.9657083	0.9276418	0.7751201	0.9024094	0.9346913	0.9423673	0.9120718	0.8907173	0.876981	0.89021814	0.7375968	0.8996634	0.937954	0.8970851	0.86240566	0.77724755	0.9011631	0.9645686	0.88130933	0.91458523	0.9133045	0.8997077	0.7862093	0.9119309	0.8693306	0.9325968	0.90516615	0.9187493	0.91356677	0.9274851	0.9030293	0.7725589	0.822482	0.92678577	0.92172617	0.8875841	0.8692372	0.92766774	0.8680612	0.7354375	0.93766624	0.8230533	0.9204931	0.88407844	0.9638313	0.85181713	0.87276506	0.9124325	0.7912083	0.8637766	0.8999648	0.92333215	0.8751419	0.94396484	0.92319286	0.9285873	0.898816	0.8800222	0.9416558	0.89486825	0.7546154	0.9555956	0.8243912	0.89722764	0.9368332	0.92407703	0.9088057	0.95381606	0.80927753	0.97095376	0.9316704	0.9049179	0.9200913	0.7179971	0.8564806	0.9049139	0.91135657	0.9670799	0.95737803	0.827718	0.8685477	0.93777454	0.87670374	0.8353786	0.84770924	0.9077856	0.91274107	0.91197103	0.88168484	0.79954696	0.88947576	0.94091994	0.8745188	0.62479424	0.93497837	0.9467395	0.9466654	0.89360094	0.8263155	0.8927916	0.8884259	0.851563	0.92027926	0.95130664	0.92705	0.9157562	0.9341188	0.9693654	0.8936919	0.7900694	0.86433405	0.96803224	0.9105257	0.94881016	0.834239	0.8081318	0.9043063	0.9191064	0.798692	0.8702395	0.9298869	0.84509814	0.8762546	0.9460797	0.83897966	0.9317525	0.95303047	0.89883894	0.9449781	0.92238057	0.87175983	0.86471474	0.75857437	0.9647115	0.8194638	0.81177753	0.82303584	0.8953311	0.93405205	0.96351707	0.78686273	0.820258	0.94597554	0.9533738	0.86434937	0.8632848	0.8525866	0.86157835	0.8692351	0.88054335	0.81855	0.90373445	0.6762386	0.91091925	0.92765486	0.9150393	0.9612446	0.6110915	0.89048034	0.953476	0.91062975	0.9121595	0.9405042	0.91791844	0.89532137	0.9404876	0.8843905	0.8654931	0.81504595	0.87249416	0.8471724	0.77654517	0.8647446	0.9242046	0.91934747	0.9341267	0.68941444	0.9132857	0.8406681	0.8776775	0.8721749	0.83890283	0.88181925	0.9112812	0.93303484	0.9414436	0.9300972	0.9093897	0.91913474	0.9680815	0.933807	0.9356234	0.83940554	0.8005569	0.8474437	0.94581205	0.81407666	0.83445656	0.86057234	0.92834353	0.8198544	0.9651931	0.8873063	0.8976372	0.8529986	0.8677509	0.858007	0.9051481	0.857444	0.8495779	0.9208597	0.9195156	0.9522769	0.93090063	0.7558836	0.8364277	0.84203196	0.89339805	0.84729576	0.92669785	0.9069862	0.7974159	0.88896173	0.9131563	0.8985318	0.93829906	0.9066225	0.77650285	0.87933713	0.8533956	0.6331645	0.8913152	0.8645533	0.82143235	0.85211	0.9652993	0.90561074	0.813107	0.89313436	0.86275345	0.96898687	0.8695172	0.8189213	0.9597415	0.8709636	0.8793614	0.87805897	0.8633114	0.9180366	0.80499387	0.8375296	0.831807	0.88625634	0.8640769	0.8583745	0.82348084	0.87635666	0.90461636	0.88793325	0.91120654	0.9345473	0.8592782	0.8985408	0.8423735	0.8970942	0.8390849	0.94770795	0.9134704	0.94976854	0.90864956	0.9363408	0.8715892	0.7065901	0.87150395	0.8602182	0.9301803	0.89815533	0.8751123	0.9278208	0.88639665	0.9132167	0.9503994	0.9277868	0.92567223	0.9329071	0.90547407	0.90289533	0.923737	0.92830414	0.79538083	0.9310549	0.9602481	0.8538363	0.80777407	0.9270692	0.9062849	0.90468323	0.8374115	0.89294183	0.8037323	0.82484347	0.9002276	0.9412695	0.8307941	0.8770486	0.9700415	0.9463835	0.6923968	0.8924404	0.8823745	0.9059061	0.85103726	0.85622334	0.7850627	0.6927677	0.9292416	0.9352255	0.8537437	0.88341993	0.91591364	0.8111559	0.8077554	0.90230316	0.76549476
Albanees/noun	0.9920766	0.8564569	0.0	0.7463819	0.70715445	0.91387343	0.67124796	0.8736682	0.8961879	0.96725184	0.9488055	0.94428736	0.8293114	0.9697942	0.90617764	0.89932704	0.92915714	0.9559268	0.8166417	0.73934424	0.8944079	0.9428628	0.9540303	0.68835425	0.9104303	0.7406541	0.72656643	0.95017433	0.8947634	0.811821	0.9769687	0.9078711	0.922235	0.9407345	0.95798934	0.8288146	0.9357118	0.8753665	0.827639	0.94384646	0.8173363	0.92142	0.573149	0.73547834	0.98489374	0.87726086	0.93171644	0.7959315	0.95963776	0.9271598	0.94590443	0.8729654	0.9769329	0.83916473	0.89797664	0.95355654	0.7271364	0.85171723	0.90181255	0.4864679	0.81020236	0.7487414	0.8892912	0.96619	0.8912537	0.9814846	0.9099699	0.84242606	0.8631259	0.9643265	0.8809192	0.93306524	0.9019872	0.9080712	0.35411537	0.21890163	0.9638989	0.9167818	0.9554899	0.7584464	0.8881682	0.51138365	0.7697802	0.89361626	0.8232583	0.9495224	0.9418137	0.9066688	0.9081858	0.8217554	0.90721476	0.6618997	0.9160156	0.9051987	0.7080318	0.8905225	0.8809587	0.91764814	0.9262429	0.9214365	0.8536705	0.82082605	0.8845523	0.8545034	0.9403898	0.7811681	0.91492176	0.8477349	0.8900187	0.82078165	0.9061954	0.84306943	0.8713478	0.89550275	0.83699536	0.9045296	0.9043554	0.8749629	0.95031744	0.87921906	0.86509013	0.86677986	0.959128	0.94978756	0.9558973	0.897718	0.5625578	0.8981649	0.87142473	0.9382212	0.91002166	0.8149425	0.82445407	0.949724	0.902709	0.8249184	0.9089214	0.85200834	0.9483708	0.8923152	0.80587184	0.9458555	0.9552512	0.8928894	0.63851357	0.8819241	0.9206878	0.8361426	0.84005564	0.9287531	0.9184959	0.9057341	0.6905732	0.8238166	0.8745481	0.9021807	0.89869285	0.88408256	0.9375148	0.94530743	0.9440848	0.7798227	0.89878213	0.5864263	0.9519103	0.88813967	0.86292094	0.8991921	0.8591946	0.9464341	0.8665893	0.88209474	0.9100898	0.751126	0.9030875	0.73660743	0.85510635	0.9095598	0.9313465	0.9240116	0.85985404	0.767622	0.88310415	0.7875917	0.79192555	0.83657914	0.7869388	0.92958516	0.90171635	0.90333587	0.8944856	0.91084814	0.8979275	0.8464465	0.8774692	0.65417993	0.8706213	0.8112114	0.85747373	0.86056364	0.525254	0.7994038	0.87926173	0.86163545	0.91121626	0.8919879	0.93499213	0.9467357	0.94095135	0.8639125	0.8662332	0.8498119	0.9436122	0.86496186	0.8318599	0.7512269	0.88119423	0.86721104	0.80549717	0.79760337	0.89935654	0.827634	0.67748386	0.855627	0.93947935	0.9165141	0.8505343	0.92077947	0.8759548	0.8644777	0.8404593	0.8058481	0.80287397	0.76389766	0.9008145	0.7182079	0.8100671	0.86770254	0.91031265	0.743188	0.81774175	0.95538527	0.8966241	0.84926015	0.81336874	0.7806296	0.8255949	0.9014822	0.8781904	0.90330964	0.9481974	0.7967968	0.90866995	0.902776	0.87713736	0.782011	0.7227875	0.8424388	0.928298	0.86940074	0.9013801	0.92501014	0.8609702	0.80402195	0.9362347	0.90637594	0.87348944	0.9207142	0.9400894	0.9295375	0.9304851	0.8880118	0.9070289	0.8630873	0.9173781	0.91870755	0.915946	0.94039404	0.7015344	0.9427321	0.9185292	0.8728127	0.9545536	0.63581085	0.79662335	0.8506346	0.83073586	0.8516152	0.8927098	0.78632057	0.8729805	0.7851713	0.88927805	0.9439629	0.8702688	0.9039004	0.9616477	0.7985677	0.9653735	0.91581476	0.7085861	0.94184184	0.6341463	0.8052595	0.72816753	0.899237	0.7910578	0.87749714	0.8045106	0.85750616	0.884315	0.8954264	0.7654266	0.9205794	0.7780193	0.92152345	0.9265927	0.8424629	0.8241575	0.8724098	0.9256207	0.47673726	0.9300459	0.945663	0.86249244	0.9115977	0.8294314	0.59173393	0.92551434	0.93428063	0.89542115	0.9137132	0.9187833	0.88465005	0.91067165	0.93216455	0.879945	0.8987114	0.85994494	0.88470656	0.87738174	0.8666465	0.79438424	0.86401343	0.78438747	0.6895809	0.92164314	0.8614465	0.86079466	0.81905675	0.9038582	0.72560906	0.8858172	0.9248357	0.58089983	0.9322671	0.7861933	0.6302845	0.87121296	0.7512795	0.8744585	0.84051585	0.7703198	0.8990248	0.8195049	0.9127948	0.66889787	0.97753644	0.9303802	0.9140304	0.8778582	0.92004734	0.83399504	0.9171964	0.70463705	0.751585	0.865402	0.7720417	0.76556134	0.8527489	0.9006283	0.8265501	0.8126997	0.9084788	0.9146823	0.79902667	0.87144375	0.8933237	0.86410886	0.6635104	0.77106196	0.89883375	0.8381157	0.9115752	0.93939054	0.8789618	0.79591036	0.8421624	0.8427122	0.9518742	0.6343297	0.9482048	0.77075416	0.90197504	0.90695024	0.92110074	0.6791834	0.7374722	0.67196614	0.8855808	0.887895	0.84256136	0.9357302	0.6442565	0.73060524	0.705726	0.95468444	0.90076196	0.90675294	0.9502452	0.922709	0.83464277	0.8111266	0.9262889	0.91638297	0.9289489	0.8519026	0.6283406	0.79656494	0.8713439	0.8232381	0.9198289	0.8880029	0.77098453	0.8877823	0.8219723	0.9263632	0.88642824	0.7929021	0.884442	0.86947274	0.9202536	0.84321547	0.6444753	0.861881	0.793453	0.8746249	0.9422561	0.9373825	0.92783856	0.8552661	0.8186634	0.79630446	0.878677	0.86048865	0.9017163	0.86229	0.98720634	0.7631923	0.9228222	0.8765646	0.75793993	0.9322591	0.5994021	0.9226861	0.7915477	0.81635404	0.93305516	0.8938776	0.89355135	0.92360127	0.9177997	0.87876713	0.88542813	0.8355343	0.86318004	0.8776773	0.9360657	0.7930455	0.8233189	0.8733948	0.8635743	0.7143837	0.9006364	0.94837856	0.884455	0.6763568	0.8511493	0.7766889	0.89264864	0.9251698	0.8661998	0.9244067	0.6755851	0.8202999	0.8331252	0.81560516	0.9272852	0.7451142	0.87670577	0.7907671	0.8654516	0.893101	0.8794995	0.63702655	0.95148426	0.9632017	0.90463734	0.9031091	0.9177586	0.91567314	0.94169664	0.8921385	0.75688154	0.8770997	0.94414896	0.8731248	0.83016926	0.8444091	0.8620692	0.91713274	0.90060025	0.881845	0.7274959	0.7786098	0.9036218	0.7902504	0.8262187	0.893764	0.9207089	0.9077705	0.8743403	0.8699124	0.8740959	0.8007796	0.8615593	0.84603983	0.7087289	0.8776322	0.9296227	0.9273471	0.88518804	0.83783865	0.8303739	0.8361693	0.83223236	0.8527036	0.86672735
