	230/num	Astra/name	BMW/name	CE/name	Cadillac/name	Citroën/name	Flandria/noun	Ford/name	Gogh/name	Golf/name	Kadett/name	Kromme/name	Mercedes/name	Mondeo/name	Opel/name	Peugeot/name	Sierra/name	Smog/name	Verbeek/name	Volkswagen/name	aan/adv	aangezicht/noun	aanvaardbaar/adj	achter/part	achter/prep	achtergrond/noun	af_stand_DIM/noun	alleen/adv	allemaal/adv	alles/noun	als/comparative	als/prep	aluminium/noun	ambtenaar/noun	annexeer/verb	anoniem/adj	asfalt/noun	baard/noun	baard_DIM/noun	bak/noun	bastion/noun	begeef/verb	bekleed/adj	beleef/verb	ben/verb	beroemdheid/noun	besta/verb	bestaan/noun	beton/noun	betonnen/adj	bij/noun	bijpassend/adj	blad/noun	blauw/adj	blijf/verb	blijf_over/verb	blik/noun	blok/noun	bos/noun	brij/noun	broek/noun	brommer/noun	brood/noun	bruin/adj	bureaucratisch/adj	bus/noun	chauffeur/noun	circuit/noun	contrast/noun	daarentegen/adv	daarin/pp	dag/noun	dan/adv	dan/comparative	dat/pron	deprimeer/adj	deur/noun	dezelfde/det	die/det	die/pron	dien_op/verb	dik/adj	dito/adj	doek/noun	doem/verb	dompel_onder/verb	donkerblauw/adj	doods/adj	door/prep	doos/noun	draag/verb	draai/verb	droog/adj	druk/noun	dun/adj	duur/adj	een/det	eerst/adv	eeuwig/adj	elke/det	en/vg	enerzijds/adv	enigszins/adv	erg/adj	even/adj	even/adv	figuur/noun	gans/adj	gans/noun	garnaal/noun	gast/noun	gat/noun	ge/pron	gebied/noun	gebouw/noun	gebreid/adj	gekleed/adj	genoemd/adj	gestoken/adj	gevel/noun	gevuld/adj	gewaad/noun	gewoon/adj	gezet/adj	gezicht/noun	glans/adj	glijd_af/verb	golf/noun	graniet/noun	groep_DIM/noun	groot/adj	haar/det	haar/noun	haar/pron	haar_kleur/noun	handel/noun	hang/verb	heel/adj	heer/noun	helemaal/adv	hemel/noun	hersencellen/noun	hier/adv	hoed/noun	hoofd/noun	hout/noun	ideaal/noun	imago/noun	in/prep	in/verb	inclusief/prep	inderdaad/adv	indrukwekkend/adj	inmiddels/adv	jas/noun	jongen/noun	kaal/adj	kapsel/noun	keurig/adj	kijk_uit/verb	kil/adj	kimono/noun	klap/noun	klassiek/adj	klei/noun	klein/adj	kleur/noun	kleurrijk/adj	kleurstof/noun	klinker/noun	kom_over/verb	kom_thuis/verb	kort/adj	kous/noun	krijt_streep/noun	krul/noun	kubus/noun	kuif/noun	kweek/verb	laat_achter/verb	landschap/noun	lang/adj	lauw/adj	leg_aan/verb	leven/noun	licht/noun	lig/verb	lok/noun	lucht/noun	luister/verb	lul/noun	maar/adv	maar/vg	man/noun	mantel/noun	marginaal/adj	marmer/noun	massa/noun	matras/noun	meest/adj	met/prep	meter_lang/adj	midden/noun	middenmoot/noun	mist/noun	monster/noun	mooi/adj	morgen/adv	mouw/noun	muis/noun	muis_DIM/noun	muur/noun	naar/adj	naast/prep	natuur_steen/noun	nauwelijks/adv	neiging/noun	net/adv	neutraal/adj	nevel/noun	nevelig/adj	oase/noun	of/vg	omheen/prep	onaanzienlijk/adj	onder/prep	ongemerkt/adj	onopvallend/adj	ons/det	ontkom/verb	ontsta/verb	onveilig/adj	opgetrokken/adj	oud/adj	outfit/noun	overheers/adj	overheers/verb	overweeg/adj	paar/noun	paars/adj	pak/noun	pantalon/noun	panter/noun	partij_kader/noun	patroon/noun	pijp/noun	plaats/noun	plaats/prep	plafond/noun	plant_bak/noun	plastic/noun	plein/noun	poeder/noun	poes_DIM/noun	praat/adj	prachtig/adj	pruik/noun	raam/noun	rand/noun	regenachtig/adj	regenjas/noun	resistent/adj	rij/noun	rij/verb	rij_weg/verb	rimpel/noun	risotto/noun	robot/noun	rok_DIM/noun	ronk/adj	rood/adj	rook_gordijn/noun	rookwolk/noun	rot/noun	rug/noun	ruil_in/verb	rust/verb	saai/adj	sanitair/noun	schakering/noun	schelp/noun	schemer_zone/noun	schiet_door/verb	schilder/verb	schilder_af/verb	schud/verb	schuifel/verb	seizoen/noun	sfeer/noun	shirt/noun	sober/adj	sok/noun	somber/adj	soort/noun	stad/noun	start/noun	steeds/adv	steel/verb	steen/noun	stek/noun	stevig/adj	stijg_op/verb	stop/verb	straat/noun	streep_DIM/noun	strijk/verb	tand/noun	tapijt/noun	te/adv	tijdig/adj	til/verb	tint/noun	toelaatbaar/adj	tomaat/noun	trek_uit/verb	triestig/adj	tussen/prep	uit/prep	uiterst/adj	uniform/adj	vaak/adj	vanuit/prep	veel/adj	veelal/adv	vele/adj	verander/verb	verdwijn/verb	vergeten/adj	verleden/noun	verlichting/noun	verontwaardigd/adj	verplaatst/adj	verschijn/verb	verschijning/noun	versier/verb	vertoon/verb	vest/noun	vet/adj	vilt/noun	vis/verb	vlakbij/adj	vloer/noun	vlucht_wagen/noun	voer_uit/verb	vol/prep	voor/noun	vooral/adv	voorgoed/adv	voorheen/adv	voorstad/noun	vooruitblik/noun	vriendelijk/adj	vrijwilliger_werk/noun	vrouw/noun	vuilniszak/noun	waar/noun	waarop/pp	waarrond/pp	waarvoor/pp	waas/noun	wandel_route/noun	wat/adv	wat/noun	water/noun	weer/adv	weer/noun	weg/adv	weg_werk/noun	wereld/noun	werkelijkheid/noun	wie/pron	wijk/verb	wijs/verb	wit/adj	wolf/noun	wolk/noun	wolkendek/noun	word/verb	zak/noun	zalm/noun	zeehond/noun	zie/verb	zie_uit/verb	zij/adv	zijn/det	zo'n/det	zo/adv	zonder/prep	zone/noun	zoveelste/num	zwart/adj	één/num
230/num	0.0	0.7602668	0.699897	0.4884506	0.8092217	0.7679607	0.969495	0.80895185	0.9006631	0.7667541	0.78995395	0.87283075	0.63016605	0.81980234	0.76834285	0.7688528	0.9199284	0.8919635	0.9151269	0.76123476	0.9122273	0.8100247	0.9447063	0.8315489	0.8720924	0.92007935	0.9749476	0.90669847	0.9387043	0.9114736	0.8961724	0.91082066	0.8252226	0.86223185	0.84538513	0.8823297	0.80372554	0.86333275	0.96645355	0.8575421	0.8732797	0.88680255	0.8311554	0.96265745	0.91965204	0.90668225	0.8937683	0.96277416	0.78733236	0.81646526	0.9278786	0.8918847	0.94009954	0.81649613	0.9206859	0.87471926	0.8929452	0.9090701	0.8767569	0.8348758	0.84308255	0.8993035	0.83272797	0.79850245	0.9314312	0.86294174	0.73707134	0.889155	0.89784634	0.94004226	0.8967484	0.9117805	0.9261618	0.86816025	0.85558295	0.9270101	0.8305238	0.894634	0.87505376	0.8318829	0.834101	0.7668614	0.856693	0.8773159	0.9116753	0.965965	0.79667103	0.9180859	0.8869327	0.8840587	0.901749	0.83899677	0.8515601	0.98760086	0.8042601	0.75839496	0.8193022	0.94286656	0.88677615	0.8363137	0.798879	0.87047136	0.92572236	0.9281422	0.92566293	0.8834342	0.90663093	0.9034864	0.7840593	0.87800395	0.8896356	0.83594835	0.8565017	0.88159066	0.89932215	0.88800067	0.88142496	0.9146574	0.8969196	0.8756674	0.84397894	0.8986353	0.8540993	0.9093547	0.89603925	0.77228177	0.9549964	0.8750921	0.8959127	0.9360398	0.8527897	0.87379164	0.8664994	0.9103929	0.94770086	0.9370562	0.86692554	0.9053278	0.91518253	0.94787365	0.9137059	0.8336455	0.8984257	0.87574106	0.9047376	0.8740243	0.9085694	0.89128447	0.87263185	0.9118126	0.8655048	0.8975492	0.87237304	0.84120685	0.78893185	0.925725	0.8582856	0.936051	0.87343335	0.95522803	0.8881848	0.9208708	0.8400762	0.8811649	0.8417497	0.88029784	0.8621755	0.9004119	0.9126403	0.7837282	0.9945502	0.9061104	0.8937478	0.86368465	0.8509035	0.8729516	0.9207037	0.8661003	0.8551188	0.79277194	0.8993741	0.87094253	0.8346622	0.88671285	0.9649884	0.8911488	0.8770991	0.8819442	0.86265826	0.98036546	0.9209027	0.91424286	0.9345999	0.86779416	0.85430014	0.9309805	0.92787635	0.84474766	0.88061196	0.86363995	0.7771775	0.7989303	0.9092629	0.942525	0.8503664	0.9348016	0.8942891	0.94813657	0.8592424	0.86836827	0.935078	0.8708749	0.8883213	0.8113138	0.88803816	0.84207803	0.8951168	0.85125935	0.93093216	0.922757	0.93745667	0.91249454	0.77612627	0.9171334	0.91358846	0.8333417	0.90169054	0.8402004	0.90134925	0.8676033	0.95596516	0.91348386	0.9114328	0.8864545	0.9142253	0.8901154	0.889662	0.90576804	0.8939374	0.87632513	0.86835146	0.8967786	0.8600649	0.9563507	0.8876312	0.86698174	0.94310355	0.7866392	0.8565715	0.8880908	0.8629563	0.89586616	0.89188355	0.9873638	0.92626566	0.8812178	0.8866257	0.8260014	0.86351275	0.9192294	0.8765075	0.9668418	0.91270196	0.7875536	0.7648238	0.8963477	0.8906821	0.9125069	0.8921704	0.917014	0.8053643	0.8616837	0.82274896	0.959355	0.8828731	0.84039414	0.91459817	0.88999647	0.84210277	0.9623974	0.934364	0.9417785	0.85262	0.8630289	0.9703539	0.9585208	0.9301657	0.9749888	0.93716025	0.85798	0.9090625	0.8763209	0.9294857	0.9223734	0.90813833	0.9851829	0.96037763	0.72753596	0.85698986	0.9793133	0.8481693	0.8913156	0.87643784	0.8937776	0.8549852	0.9047599	0.90145147	0.8299312	0.8320153	0.89139014	0.8161106	0.89914894	0.9175925	0.90079653	0.8107829	0.9492128	0.8671287	0.82518995	0.9526276	0.97131574	0.9101619	0.87290275	0.88826287	0.8002286	0.8859249	0.9543936	0.8116365	0.9313911	0.9664693	0.8689971	0.9780337	0.9588025	0.93428874	0.91304743	0.87837225	0.9001161	0.8699472	0.7148914	0.8902272	0.87299895	0.863727	0.8706736	0.7770796	0.8556687	0.8508549	0.87735254	0.9248437	0.87875754	0.8521264	0.9162236	0.9552819	0.91799736	0.9299129	0.8999502	0.86999536	0.9607316	0.8646998	0.8846519	0.8816948	0.9418421	0.9274226	0.9085898	0.9264245	0.8831274	0.8990774	0.9012355	0.81179225	0.85291886	0.96719795	0.92422354	0.92384726	0.9245124	0.8498192	0.7870584	0.85542405	0.8807418	0.87098014	0.8718056	0.87941897	0.8012139	0.8708911	0.8808517	0.927434	0.9545223	0.8306918	0.8031013	0.92861176	0.8919521	0.9435808	0.9486817	0.78576845	0.86647403
Astra/name	0.7602668	0.0	0.268044	0.87377346	0.56252366	0.29953468	0.93194884	0.23692733	0.9308984	0.1682573	0.28013903	0.97213113	0.313684	0.24839902	0.1488471	0.22562385	0.58217144	0.9337971	0.86763585	0.1573366	0.8779273	0.8701142	0.9863265	0.5912011	0.907177	0.85569537	0.8968092	0.93583876	0.8863621	0.8861184	0.8171934	0.87153363	0.9255674	0.90364724	0.98143595	0.8962905	0.8271981	0.89997154	0.8918804	0.9157629	0.90307504	0.91054904	0.9277588	0.91401535	0.9413622	0.8882789	0.920272	0.93760353	0.9232019	0.87162757	0.84349173	0.79057217	0.9357663	0.6851922	0.91207767	0.94473064	0.9488492	0.91447973	0.91350937	0.94659853	0.8648454	0.7690197	0.9262852	0.82062185	0.9014308	0.80432683	0.41857934	0.9319204	0.9449457	0.78640425	0.8660618	0.9627658	0.92174006	0.8333616	0.92733693	0.94870293	0.75455046	0.7837015	0.89853835	0.8356346	0.9402831	0.8839014	0.88690305	0.8853783	0.9195919	0.9577753	0.5560404	0.89180297	0.87151474	0.86681604	0.86455417	0.9037698	0.9271919	0.99264073	0.9035295	0.71480894	0.73934764	0.90723	0.83203316	0.876678	0.80922395	0.8852436	0.9332973	0.9249412	0.922531	0.7731508	0.9344264	0.9435837	0.9071325	0.95570517	0.94744736	0.90909076	0.96221083	0.9068964	0.9431813	0.84752214	0.8661113	0.901331	0.8679575	0.8201819	0.91306835	0.87127113	0.84913677	0.90977454	0.8645499	0.8122067	0.94579846	0.8940085	0.9331615	0.89456415	0.9056695	0.84849167	0.89430106	0.9102142	0.94171274	0.9387513	0.91037303	0.9314761	0.924702	0.9030945	0.88102007	0.96600413	0.91983694	0.8918535	0.9267124	0.9407709	0.9476153	0.6221222	0.8658775	0.9597491	0.8782753	0.92723	0.89735305	0.9241003	0.796088	0.87141305	0.8852946	0.9192542	0.83763933	0.8920242	0.91843605	0.8437429	0.5887744	0.8902121	0.9457936	0.90125304	0.8811883	0.9348357	0.90919304	0.87045157	0.96219534	0.90219253	0.9180236	0.8548856	0.843757	0.902056	0.91950697	0.9062222	0.9408661	0.6455514	0.91377497	0.90813357	0.9163779	0.9555865	0.92940253	0.81389594	0.92444754	0.90841657	0.91924596	0.9556702	0.9008641	0.95671785	0.92233646	0.7885785	0.8700868	0.95701754	0.92173785	0.91637486	0.9129845	0.9230075	0.7632879	0.92716306	0.9140778	0.9586077	0.95084983	0.89994764	0.9131879	0.95855296	0.8843537	0.9306451	0.90135366	0.912448	0.91829205	0.73368263	0.9258191	0.94156307	0.8897342	0.7586239	0.9130687	0.9299519	0.9639052	0.9570751	0.84158295	0.8963005	0.9800726	0.90625477	0.8817625	0.8197913	0.92634416	0.6044959	0.9399276	0.87421554	0.9396676	0.78130347	0.86297387	0.8661983	0.8254524	0.8891355	0.94651324	0.8398792	0.8343623	0.8652592	0.9274984	0.94065624	0.9325166	0.90053463	0.94879365	0.835351	0.8874482	0.9304147	0.8777275	0.88792217	0.9143452	0.93417776	0.81056875	0.91377425	0.8928035	0.8842578	0.94718254	0.92176735	0.8139101	0.9874799	0.9342933	0.47700524	0.39909792	0.93871856	0.95073915	0.86321104	0.8702067	0.83839524	0.6872233	0.8499286	0.8683208	0.96351546	0.92559135	0.7458353	0.9668118	0.79383606	0.9643973	0.84297514	0.9161033	0.98634094	0.86402166	0.9122766	0.9400678	0.9456193	0.92356586	0.95657665	0.94133794	0.8592279	0.88330644	0.84161246	0.91234255	0.95143634	0.92599225	0.92785853	0.92797244	0.32886606	0.9074238	0.88659716	0.9145384	0.9364545	0.71970606	0.83408535	0.8676444	0.934312	0.94409114	0.85438967	0.91290903	0.69912714	0.8969811	0.8813595	0.9444684	0.9170389	0.91382164	0.95294106	0.965241	0.8584167	0.9233161	0.93980587	0.90465844	0.8411387	0.8953529	0.9326685	0.9590448	0.9684656	0.71433353	0.9348337	0.9225763	0.9496163	0.9512177	0.9530973	0.9099525	0.84160554	0.9409457	0.8808712	0.8344736	0.88712347	0.9307721	0.89281374	0.8891618	0.93596727	0.41262144	0.9500603	0.9273078	0.90425533	0.9022476	0.8891091	0.6831942	0.9310445	0.82881594	0.90697896	0.9395267	0.8815363	0.87795186	0.90705794	0.92454904	0.9614496	0.89383847	0.8894929	0.96765757	0.9079324	0.95429885	0.93444383	0.9089017	0.9649433	0.69036865	0.9270466	0.95164174	0.94360965	0.9376828	0.9356535	0.9669141	0.7354423	0.90751684	0.8630872	0.9394106	0.89262664	0.8784923	0.9094299	0.93327034	0.894457	0.8619645	0.9526326	0.7527809	0.8904343	0.9059395	0.91584253	0.8852968	0.9386036	0.7414061	0.90435076
BMW/name	0.699897	0.268044	0.0	0.83317167	0.40703934	0.19088066	0.92050004	0.20684493	0.914729	0.19941556	0.26811802	0.94326776	0.122653425	0.3021444	0.17689705	0.22236258	0.6093614	0.8533994	0.9109506	0.13892317	0.8750562	0.81612086	0.99028355	0.54198587	0.8152466	0.7518101	0.9354722	0.8746319	0.8919319	0.93307227	0.8338319	0.826719	0.84644663	0.8865341	0.97723866	0.850225	0.746428	0.89879894	0.8640434	0.83927804	0.8549375	0.8117515	0.81717	0.88431424	0.92896503	0.87416863	0.9071252	0.89813316	0.8538852	0.8428872	0.850916	0.8132353	0.8528913	0.62088233	0.9224567	0.8963359	0.882378	0.85708004	0.8281899	0.86474276	0.80452585	0.61735034	0.8549409	0.7581468	0.914743	0.7040863	0.32730615	0.7997472	0.8900885	0.8419584	0.81641597	0.9354927	0.9163123	0.864935	0.90317667	0.91455567	0.717169	0.795113	0.8593032	0.7602504	0.91848946	0.807272	0.84191215	0.76776516	0.91214705	0.9443041	0.50294006	0.9032519	0.8200413	0.79942	0.83368987	0.94000894	0.9388564	0.9596671	0.8452902	0.6026876	0.6461781	0.8814454	0.8518779	0.8937383	0.7410338	0.8950406	0.9037571	0.93474174	0.83397305	0.74817044	0.8956578	0.9161293	0.8808764	0.9322327	0.9376688	0.81594014	0.90440387	0.9128312	0.9108049	0.8294611	0.8045553	0.8529012	0.84180003	0.73983455	0.87285423	0.8007589	0.83257365	0.8488629	0.81362414	0.70888615	0.91482586	0.84085715	0.8439249	0.7776587	0.89436233	0.8304051	0.8169504	0.85710406	0.94457805	0.9079373	0.8722688	0.9406339	0.9057121	0.86500525	0.8509489	0.8782469	0.896468	0.8540116	0.88066375	0.87320733	0.86445785	0.63634086	0.82978636	0.946931	0.8787756	0.9293014	0.8310499	0.87119406	0.6977075	0.8255731	0.81684047	0.8640808	0.8174064	0.86001056	0.89702284	0.8137711	0.61184275	0.7889261	0.86529714	0.8213116	0.8233939	0.8945601	0.89547515	0.84354407	0.93469936	0.90036815	0.8870573	0.7985603	0.7516923	0.87575716	0.85543185	0.8463167	0.9376525	0.5424746	0.8487611	0.90746075	0.93199277	0.94133973	0.9450402	0.7426886	0.90588164	0.85913837	0.83623296	0.937075	0.9040735	0.9550784	0.8902018	0.7273801	0.8035674	0.932161	0.85961777	0.8196253	0.8619224	0.9306853	0.6724513	0.84218365	0.86762774	0.9391053	0.913804	0.81225	0.876156	0.93006283	0.83990717	0.8808262	0.9184313	0.83835477	0.9183972	0.695168	0.8761084	0.93557066	0.93681794	0.7576864	0.9162226	0.8962913	0.9477867	0.9004846	0.77229625	0.90168685	0.9310109	0.8437791	0.7820227	0.7843989	0.9276728	0.5070271	0.9240756	0.86552644	0.9185201	0.76238185	0.83151317	0.7877025	0.8307723	0.8758931	0.858873	0.82256734	0.7225805	0.8214731	0.86413753	0.9392942	0.898726	0.853782	0.9326815	0.72417235	0.8178097	0.87203103	0.8382213	0.8765267	0.86734724	0.90981865	0.7066091	0.8725213	0.8366151	0.7917309	0.88712823	0.9167306	0.78115606	0.99033827	0.86031294	0.42947555	0.2518968	0.9016658	0.95998967	0.8051852	0.8097521	0.8452736	0.63519084	0.74855393	0.8226482	0.9288256	0.89706343	0.72352934	0.95218366	0.8081995	0.8941448	0.81939125	0.8954731	0.9411899	0.9161894	0.85668254	0.9306066	0.9388009	0.8984046	0.9435334	0.9491893	0.789269	0.85381675	0.7734188	0.93352544	0.93022573	0.9323691	0.85700226	0.9214957	0.31833798	0.83882284	0.84919	0.86258507	0.90768594	0.6552348	0.79204226	0.76232946	0.8987406	0.87847185	0.74688596	0.86464375	0.72031844	0.88137704	0.84477496	0.9490849	0.88678944	0.93344426	0.96129453	0.92601687	0.80808496	0.8859858	0.9373113	0.8923117	0.8250741	0.9091388	0.8324967	0.8743662	0.92876774	0.6842781	0.9312681	0.9122889	0.89541405	0.9539996	0.9514458	0.80955744	0.8452231	0.88168675	0.8520853	0.7902056	0.8218636	0.9350909	0.908103	0.81367373	0.83730996	0.28594708	0.92911303	0.8424138	0.8527297	0.90305823	0.83550984	0.7463283	0.8861734	0.8912403	0.8921601	0.9570272	0.8093327	0.7925201	0.96258277	0.86525464	0.96461797	0.86989444	0.85813713	0.9655506	0.88659614	0.95057213	0.8892691	0.8530664	0.9524257	0.61968094	0.91447675	0.92788696	0.9437164	0.9283018	0.94188726	0.93072176	0.6660786	0.82429546	0.82174015	0.89452106	0.82179177	0.8068238	0.86400163	0.91147184	0.80952036	0.8659446	0.9623774	0.7133957	0.8680156	0.9080453	0.80670226	0.8641529	0.8888506	0.667403	0.8671773
CE/name	0.4884506	0.87377346	0.83317167	0.0	0.8358597	0.89621466	0.940996	0.9149066	0.99279094	0.9193476	0.9193385	0.9792009	0.69377214	0.9317616	0.91607934	0.9052756	0.95221305	0.96325964	0.9937196	0.8921974	0.9141839	0.94925284	0.97231525	0.90714216	0.978913	0.9444167	0.95577264	0.94991064	0.90168625	0.8666054	0.9604468	0.9527213	0.8885765	0.88416797	0.92133236	0.91279954	0.8987085	0.98241156	0.98109996	0.9040534	0.97309566	0.96471167	0.9112947	0.9717063	0.93961775	0.8933258	0.93368405	0.9708706	0.95898277	0.95318955	0.9365564	0.97793376	0.95605904	0.9345327	0.9418728	0.9100506	0.969208	0.9445845	0.96855783	0.911861	0.96350706	0.9616168	0.92901874	0.94869465	0.90461606	0.9315187	0.7435424	0.9411062	0.9322952	0.9446043	0.9206456	0.94449764	0.9688311	0.8884086	0.9211073	0.9499385	0.90218353	0.86395943	0.94724804	0.8771475	0.971929	0.9274526	0.9771929	0.9457652	0.9359938	0.99105734	0.9226741	0.9856698	0.91334057	0.9729523	0.96532667	0.73037136	0.9277124	0.9582802	0.96857876	0.8665121	0.9321819	0.96303856	0.97201496	0.9071966	0.96173084	0.984759	0.97780865	0.9780103	0.9549615	0.9564438	0.9291658	0.96323365	0.98183733	0.9724496	0.90650344	0.9529982	0.97377914	0.9232272	0.96130085	0.9592868	0.9529058	0.896903	0.96359646	0.96130717	0.9486572	0.97079366	0.89352304	0.93563974	0.984187	0.9242125	0.95174587	0.9733629	0.92769283	0.92193466	0.92699486	0.97882736	0.984926	0.9663034	0.96045506	0.94479156	0.9717227	0.94656295	0.9740932	0.958403	0.97022825	0.9647498	0.9576764	0.98087466	0.96947026	0.9626131	0.9716157	0.9416797	0.91013086	0.9717654	0.9464605	0.9625122	0.93776864	0.8335545	0.9614233	0.94397336	0.9512543	0.9713849	0.9576981	0.9845472	0.9475095	0.96712565	0.93425995	0.8972204	0.95563716	0.87015307	0.9567717	0.97125375	0.97267395	0.91642845	0.9530915	0.9339291	0.9265325	0.98254925	0.9635055	0.9363857	0.90246475	0.936277	0.9767574	0.95141107	0.95900023	0.949444	0.9560795	0.95797884	0.96877486	0.9376448	0.96703887	0.9678342	0.89511734	0.9692262	0.99093145	0.9281163	0.9340629	0.9363217	0.9291009	0.9342947	0.9712919	0.9656379	0.95548457	0.858685	0.9268397	0.97472274	0.97817177	0.95547485	0.987566	0.9494648	0.9830376	0.97371286	0.97204	0.9396504	0.9489765	0.98539567	0.96345294	0.90438724	0.9509691	0.8796327	0.9433922	0.91668046	0.971675	0.97366154	0.9678789	0.97340566	0.87397987	0.90149456	0.9574659	0.92236626	0.94099516	0.9315524	0.94018537	0.9021129	0.9681634	0.90634114	0.96301335	0.92605203	0.95104694	0.9869449	0.95140904	0.9332386	0.97871864	0.9846533	0.9687697	0.9832013	0.983748	0.8242823	0.945558	0.9784386	0.95355904	0.83035445	0.93620414	0.9814019	0.9547739	0.97552407	0.93703145	0.9415889	0.9496748	0.9827041	0.9831628	0.90088177	0.9876794	0.9537745	0.94970155	0.96944654	0.9937775	0.8580619	0.86750436	0.96752566	0.9829132	0.9327449	0.94913393	0.93070674	0.9629081	0.9796633	0.9552684	0.9499367	0.9470138	0.9280544	0.98045623	0.96776205	0.97633475	0.9794374	0.9655225	0.9124163	0.9511873	0.9587534	0.95696765	0.98169494	0.9791828	0.96280646	0.98038816	0.96443343	0.9614348	0.97721756	0.96390593	0.96492857	0.9706362	0.99857074	0.9406776	0.8762713	0.9666002	0.9907444	0.9876695	0.9180561	0.91896904	0.95314956	0.94782305	0.97581875	0.9794094	0.96033776	0.91444564	0.9347568	0.86632365	0.95070446	0.9428115	0.9538113	0.9182358	0.94373524	0.9781739	0.9191954	0.9494745	0.97241086	0.93804073	0.912644	0.95122683	0.85701984	0.946479	0.9644958	0.91652435	0.9370749	0.9569503	0.9810477	0.93872076	0.9090727	0.97373396	0.9712605	0.9750841	0.9233309	0.97918975	0.87624514	0.9781359	0.93916786	0.97897303	0.98255324	0.83373076	0.8230572	0.97847795	0.95864165	0.93154645	0.98147666	0.911141	0.94941014	0.97596246	0.9388174	0.890276	0.947527	0.9550522	0.89849883	0.9182725	0.90720034	0.9610881	0.9655324	0.9682201	0.9515039	0.99253106	0.9470896	0.9342102	0.9780249	0.88928777	0.93544984	0.9273638	0.9768033	0.9293396	0.98480266	0.8173792	0.9421187	0.9277975	0.96104825	0.924669	0.9167386	0.97662306	0.9158235	0.95423925	0.9455917	0.9932398	0.985484	0.9357173	0.87789875	0.9843762	0.93213445	0.9591252	0.97877455	0.9402884	0.9110582
