	(/noun	Flandria/noun	aan/adv	aangezicht/noun	aanvaardbaar/adj	achtergrond/noun	af_stand_DIM/noun	alleen/adv	allemaal/adv	alles/noun	almaar/adv	aluminium/noun	ambtenaar/noun	annexeer/verb	anoniem/adj	arbeid/noun	arbeid_markt/noun	asfalt/noun	baard/noun	baard_DIM/noun	bad/noun	bak/noun	basketbal/noun	bastion/noun	bedrukt/adj	begeef/verb	bekleed/adj	beklim/verb	beleef/verb	ben/verb	berg/verb	beroemdheid/noun	besta/verb	bestaan/noun	beton/noun	betonnen/adj	bevind/verb	bewindsvrouw/noun	bij/noun	bijna/adv	bijpassend/adj	blad/noun	blauw/adj	blijf/verb	blijf_over/verb	blik/noun	bloem_DIM/noun	blok/noun	boom_rij/noun	bos/noun	bouw_put/noun	breed/adj	brij/noun	bril/noun	broek/noun	brommer/noun	brood/noun	bruin/adj	bureaucratisch/adj	bus/noun	chauffeur/noun	circuit/noun	complex/noun	conservatief/adj	contrast/noun	daarentegen/adv	dader/noun	dag/noun	dan/adv	deprimeer/adj	deur/noun	dien_op/verb	dijk/noun	dik/adj	dito/adj	doek/noun	doelloos/adj	doem/verb	dof/adj	dompel_onder/verb	donkerblauw/adj	doods/adj	doos/noun	draag/verb	draai/verb	droog/adj	druk/noun	dun/adj	duur/adj	dynamisch/adj	eerst/adv	eeuwig/adj	enerzijds/adv	enigszins/adv	erg/adj	even/adj	even/adv	evengoed/adv	expressie/noun	figuur/noun	fiscaal/adj	folkloristisch/adj	fotografeer/verb	fris/adj	frontaal/adj	gans/adj	gans/noun	garnaal/noun	gast/noun	gat/noun	gebakken/adj	gebied/noun	gebouw/noun	gebreid/adj	gedaanteverwisseling/noun	gedistingeerd/adj	gegeerd/adj	gekleed/adj	genoemd/adj	geparkeerd/adj	gestoken/adj	gevel/noun	geverfd/adj	gevuld/adj	gewaad/noun	gewillig/adj	gewoon/adj	gezet/adj	gezicht/noun	glans/adj	glijd_af/verb	golf/noun	graniet/noun	groen/adj	groep_DIM/noun	groot/adj	haal/noun	haar/noun	haar_kleur/noun	handel/noun	hang/verb	heb_over/verb	heel/adj	heer/noun	heftig/adj	heks/noun	helemaal/adv	help_mee/verb	hemd/noun	hemel/noun	herinner/verb	hersencellen/noun	hier/adv	hip/adj	hobbel/verb	hoed/noun	hoekig/adj	hoeveelheid/noun	hoofd/noun	hout/noun	huis/noun	huisvrouw/noun	ideaal/noun	imago/noun	in/verb	inderdaad/adv	indrukwekkend/adj	industrieel/adj	inhoud/noun	inmiddels/adv	jas/noun	jongen/noun	kaal/adj	kabeljauw/noun	kapsel/noun	kast/noun	keurig/adj	kijk/verb	kijk_uit/verb	kil/adj	kimono/noun	klap/noun	klassiek/adj	klei/noun	klein/adj	kleur/noun	kleurrijk/adj	kleurstof/noun	klinker/noun	kolk/adj	kom_over/verb	kom_thuis/verb	kompaan/noun	kop_DIM/noun	kort/adj	kous/noun	krijt_streep/noun	kruid/noun	krul/noun	kubus/noun	kuif/noun	kweek/verb	laat_achter/verb	landschap/noun	lang/adj	lauw/adj	leg_aan/verb	legende/noun	leid/verb	leven/noun	licht/noun	lig/verb	lok/noun	lucht/noun	luister/verb	lul/noun	maar/adv	man/noun	mantel/noun	marginaal/adj	marmer/noun	massa/noun	matras/noun	meest/adj	meestal/adv	meter_lang/adj	midden/noun	middenmoot/noun	mist/noun	mistig/adj	monster/noun	mooi/adj	morgen/adv	mouw/noun	muis/noun	muis_DIM/noun	muur/noun	naar/adj	name/noun	natuur_steen/noun	nauwelijks/adv	neiging/noun	net/adv	neutraal/adj	nevel/noun	nevelig/adj	nogal/adv	noordwesten/noun	oase/noun	omlijsting/noun	onaanzienlijk/adj	ongemerkt/adj	onopvallend/adj	ontkom/verb	ontsta/verb	ontvreemd/verb	onveilig/adj	onverstaanbaar/adj	oog/noun	ooit/adv	oorspronkelijk/adj	opgetrokken/adj	oprit/noun	opwindend/adj	oud/adj	outfit/noun	overheers/adj	overheers/verb	overhemd/noun	overspoel/verb	overweeg/adj	paar/noun	paars/adj	pak/noun	pantalon/noun	panter/noun	parkeer_plaats/noun	partij_kader/noun	passief/adj	patroon/noun	pijp/noun	plaats/noun	plafond/noun	plant_bak/noun	plas/noun	plastic/noun	plein/noun	poeder/noun	poes_DIM/noun	politicus/noun	praat/adj	praat_programma/noun	prachtig/adj	pruik/noun	publiek/noun	raam/noun	radio/noun	rand/noun	regen_zone/noun	regenachtig/adj	regenjas/noun	resistent/adj	rest/noun	rest_afval/noun	rij/noun	rij/verb	rij_weg/verb	rijzig/adj	rimpel/noun	risotto/noun	robot/noun	rok_DIM/noun	ronk/adj	rood/adj	rook_gordijn/noun	rookwolk/noun	rot/noun	rug/noun	ruil_in/verb	ruim/verb	ruimte/noun	rust/verb	saai/adj	sanitair/noun	schakering/noun	schelp/noun	schemer_zone/noun	schiet_door/verb	schilder/verb	schilder_af/verb	schrijfster/noun	schud/verb	schuifel/verb	security/noun	seizoen/noun	sfeer/noun	shirt/noun	sober/adj	sok/noun	somber/adj	soort/noun	spijkerbroek/noun	sta/verb	sta_open/adj	stad/noun	start/noun	steeds/adv	steel/verb	steen/noun	stek/noun	stemmig/adj	stenen/adj	stevig/adj	stijg_op/verb	stoom/noun	stop/verb	straat/noun	strak/adj	streep_DIM/noun	streng/noun	strijk/verb	stropdas/noun	tamelijk/adj	tand/noun	tapijt/noun	te/adv	tijdig/adj	tik/verb	til/verb	tint/noun	toelaatbaar/adj	tomaat/noun	tovenaar/noun	trap/noun	trek_uit/verb	triestig/adj	truc/noun	uiterst/adj	uniform/adj	vaak/adj	val/verb	vannacht/adv	veel/adj	veelal/adv	vele/adj	verander/verb	verder/adv	verdwijn/verb	vergeten/adj	verkrijg/verb	verleden/noun	verlichting/noun	verontwaardigd/adj	verplaatst/adj	verschijn/verb	verschijning/noun	versier/verb	vertoon/verb	vest/noun	vet/adj	vilt/noun	vis/verb	vlakbij/adj	vloer/noun	vlucht_wagen/noun	voer_uit/verb	voetpad/noun	vol/adj	voor/noun	voor_gerecht/noun	vooral/adv	voorgoed/adv	voorheen/adv	voorstad/noun	vooruitblik/noun	vriendelijk/adj	vrijwilliger_werk/noun	vrouw/noun	vuilniszak/noun	vul/verb	waar/noun	waas/noun	wandel_route/noun	wat/adv	wat/noun	water/noun	weer/adv	weer/noun	weg/adv	weg_werk/noun	wereld/noun	werkelijkheid/noun	wijk/verb	wijs/verb	wit/adj	wolf/noun	wolk/noun	wolkendek/noun	word/verb	zak/noun	zalm/noun	zee/noun	zeehond/noun	zie/verb	zie_uit/verb	zij/adv	zijden/adj	zit/verb	zo/adv	zon/noun	zone/noun	zucht/noun	zwart/adj	zwart_wit/noun
(/noun	0.0	0.99448067	0.9322338	0.94571185	0.81162226	0.8119376	0.9783746	0.8743369	0.92656887	0.8573684	0.8172671	0.89069813	0.6805899	0.9139572	0.64784765	0.8056446	0.8135405	0.8765323	0.8824382	0.91257894	0.9025318	0.92957157	0.92516595	0.8355968	0.8737115	0.8742827	0.89930075	0.93849695	0.8976022	0.85222363	0.94932187	0.8436666	0.8443077	0.76192683	0.8280208	0.8682329	0.8355816	0.9070858	0.84070516	0.9493766	0.8413887	0.8577642	0.8638531	0.78586066	0.88794154	0.8459021	0.85548913	0.90800345	0.93388313	0.918191	0.86896217	0.84029055	0.8851026	0.8782157	0.88074964	0.8941886	0.8889625	0.83758473	0.73679733	0.94955295	0.8916587	0.7592072	0.8556888	0.8348086	0.8681915	0.81652975	0.85346305	0.89428586	0.885503	0.8809524	0.9242958	0.8877533	0.8899447	0.8983955	0.8999181	0.84956133	0.88592345	0.8009144	0.871814	0.87187004	0.87431717	0.835624	0.8923776	0.88785034	0.919063	0.82953763	0.8277116	0.8667859	0.9080937	0.87891865	0.94001365	0.8214119	0.7749698	0.86659455	0.8929368	0.89009565	0.8677052	0.8842111	0.9190793	0.8227651	0.8342284	0.92022145	0.9227681	0.86529785	0.9187074	0.83296925	0.9399288	0.90368223	0.8830552	0.8945384	0.91716874	0.8366003	0.8623026	0.8840365	0.93509907	0.9038509	0.9067572	0.8335681	0.85031796	0.89607054	0.8711039	0.84678304	0.89167655	0.853696	0.8894429	0.91041756	0.89939666	0.860605	0.8465528	0.8472445	0.7797833	0.8084252	0.9322846	0.86959034	0.8723839	0.90569127	0.945329	0.9033243	0.94296813	0.8955306	0.90843517	0.92181265	0.8634802	0.8950982	0.8599793	0.93449646	0.9346374	0.8990592	0.8926361	0.8892233	0.9144844	0.887783	0.85151064	0.8399656	0.92715365	0.9041634	0.8404468	0.90835613	0.92327064	0.916359	0.931575	0.83626664	0.87005824	0.7915333	0.9531934	0.87536615	0.8730455	0.82567847	0.900506	0.860477	0.8997537	0.9013335	0.8455537	0.9280146	0.84723794	0.91067916	0.84622836	0.94842356	0.9344981	0.7892171	0.95604277	0.9568909	0.82591295	0.93684834	0.86334646	0.83365095	0.8417307	0.90288186	0.8988264	0.87588143	0.84160876	0.9336802	0.85485184	0.9069958	0.8995656	0.8955484	0.9372956	0.8875359	0.930903	0.86424243	0.90316623	0.8794608	0.8774028	0.8975955	0.9150286	0.79908407	0.96494824	0.93445086	0.7972456	0.90825987	0.8896797	0.9275896	0.9200366	0.8765548	0.944701	0.91277	0.86044204	0.9123337	0.79112864	0.7869063	0.89902747	0.7910948	0.9490013	0.86585796	0.82851386	0.9267636	0.89477634	0.7620887	0.865844	0.87209344	0.87298787	0.903151	0.8384384	0.8666097	0.88707113	0.92603487	0.87946826	0.92671597	0.9610767	0.8688773	0.8766459	0.79101086	0.8974916	0.86948717	0.87810504	0.9475648	0.87319034	0.8986128	0.8968742	0.8696286	0.90470964	0.8446645	0.7940092	0.7451538	0.8838438	0.9591143	0.8081935	0.9266677	0.9127786	0.90382195	0.90196073	0.89168143	0.94201267	0.8619167	0.91598856	0.8663909	0.84861284	0.82094914	0.88438237	0.7879503	0.8091279	0.9059599	0.81368756	0.87906575	0.8904106	0.9536118	0.92335165	0.82717705	0.8913846	0.86364	0.8917622	0.8375709	0.88418275	0.9627789	0.89309615	0.9191594	0.91024554	0.88166636	0.95050967	0.75227416	0.8906863	0.95455116	0.9018346	0.89737475	0.82212603	0.9194368	0.9425858	0.8628042	0.881622	0.84604955	0.9083805	0.9090978	0.9196464	0.91216516	0.92402005	0.94552237	0.94896317	0.95801467	0.8661703	0.8462755	0.8951081	0.89662796	0.7742339	0.86993	0.90856284	0.93617654	0.91521275	0.9331182	0.8179251	0.91568214	0.8662976	0.8388931	0.8142513	0.92708254	0.8723872	0.90701777	0.86076355	0.84673387	0.89473975	0.76388985	0.81984544	0.9046951	0.94517446	0.9283086	0.9180025	0.8511097	0.86409074	0.8135756	0.87236595	0.8570118	0.8826873	0.89978373	0.9200502	0.9161574	0.83202827	0.88703793	0.8413331	0.938964	0.90091467	0.8317437	0.87323236	0.8841043	0.8693804	0.9499945	0.9440544	0.9582379	0.8798783	0.85249656	0.78937864	0.85978526	0.93315077	0.88711953	0.8084039	0.91264534	0.88956547	0.85031295	0.7822981	0.9210899	0.9396423	0.824239	0.87303936	0.8527006	0.9116025	0.9404448	0.91594523	0.83700794	0.87023354	0.81676483	0.91439974	0.81567943	0.9026808	0.8699202	0.8829514	0.74281657	0.83059996	0.94372106	0.96621656	0.89927524	0.8677092	0.8651371	0.8565544	0.9459097	0.8184762	0.93342763	0.8631063	0.89227086	0.896213	0.86751217	0.9091043	0.8895132	0.8892021	0.9041969	0.9516752	0.9021995	0.9291139	0.9227655	0.8977112	0.9633044	0.94720125	0.9050335	0.8392323	0.9177564	0.8052058	0.8863673	0.90186054	0.8565397	0.8640468	0.8937248	0.9356089	0.88704324	0.8849852	0.93629277	0.9347823	0.86904573	0.9321079	0.888975	0.8556888	0.85926163	0.94364905	0.90188015	0.87060344	0.90128475	0.87862813	0.8877762	0.84391177	0.90710366	0.8568605	0.87301576	0.82678306	0.94515085	0.873075	0.8970482	0.93212193	0.9518674	0.8904068	0.93493146	0.8748866	0.8981058	0.9004425	0.842511	0.9067697	0.9301412	0.8453116	0.88483584
Flandria/noun	0.99448067	0.0	0.9131713	0.9513422	0.9829577	0.95531523	0.8755003	0.92271197	0.82915676	0.9397416	0.94572455	0.9206804	0.9651969	0.94349164	0.9294649	0.98538446	0.9898392	0.91181743	0.92435163	0.93099034	0.9319121	0.91840035	0.9751867	0.87260675	0.911644	0.9284809	0.89575106	0.87370497	0.9456435	0.9179591	0.9328721	0.9525632	0.9658791	0.98791945	0.8846061	0.89499474	0.92677915	0.9710951	0.9760312	0.91558117	0.9508992	0.9584092	0.9229233	0.9361188	0.9381051	0.9339395	0.93182087	0.9418393	0.9165558	0.95447326	0.85706294	0.9310773	0.9655714	0.9457153	0.959395	0.8957715	0.98125666	0.92680866	0.94330245	0.90008235	0.88475406	0.9537634	0.91170055	0.9854456	0.956204	0.9724221	0.9801583	0.94679445	0.86027026	0.9425827	0.9308735	0.9686525	0.92191243	0.92866	0.93741786	0.89552	0.92848694	0.9621892	0.92542034	0.9436183	0.9250626	0.8760381	0.9278861	0.9655375	0.90048665	0.96510243	0.9897174	0.9441568	0.95653445	0.9433336	0.9305671	0.95680976	0.9719554	0.95255435	0.85767174	0.8062429	0.9553641	0.9849187	0.91576904	0.9825153	0.9944858	0.95090896	0.9319186	0.8821674	0.87378126	0.9246506	0.985771	0.9775665	0.9642998	0.8802505	0.9511298	0.9639483	0.8607757	0.94449645	0.9003638	0.95081294	0.89389616	0.96007186	0.98873967	0.8827	0.96568316	0.7942845	0.8832244	0.9548563	0.94572675	0.9734206	0.8702142	0.9766333	0.85886395	0.90120065	0.92331684	0.96432185	0.88623494	0.92577684	0.9424735	0.9595294	0.9811817	0.93012965	0.8800708	0.99496794	0.888072	0.9759521	0.8891795	0.9762371	0.95024943	0.9792372	0.8801298	0.96183765	0.9622856	0.9584483	0.892644	0.9574672	0.88568795	0.92647374	0.9336082	0.9594901	0.9223427	0.97563255	0.9365715	0.92526746	0.82560587	0.9819014	0.97998047	0.99197984	0.98390484	0.89982057	0.8934293	0.9608662	0.9877616	0.87306094	0.95627993	0.95789945	0.9018211	0.9729256	0.9381593	0.92474854	0.92236674	0.91405255	0.80921656	0.94433624	0.93102837	0.8652741	0.9436018	0.93782556	0.9438812	0.91328174	0.93044794	0.9194921	0.86761695	0.9497554	0.9546263	0.9640436	0.93464935	0.9519858	0.9426029	0.9510149	0.9399752	0.9595308	0.9011901	0.87371063	0.91042984	0.9813979	0.936783	0.93965614	0.94037336	0.96664464	0.9782694	0.9658977	0.99567145	0.9333247	0.85799426	0.9313234	0.9102499	0.96205735	0.9699352	0.9293808	0.92858523	0.9587115	0.92695606	0.98339504	0.9079409	0.97102606	0.9348425	0.93477833	0.9547161	0.9066185	0.93872297	0.97912544	0.9356107	0.9630352	0.9691922	0.89255387	0.965862	0.96361774	0.9553324	0.97521114	0.83571947	0.89561504	0.9613737	0.8743228	0.94624263	0.96769255	0.9084467	0.92475235	0.9532604	0.9472979	0.953622	0.98701805	0.9111985	0.9112602	0.87700224	0.9535017	0.87537503	0.9765042	0.9663945	0.9693148	0.93500143	0.9590545	0.8997581	0.87324953	0.91543573	0.89629376	0.94898057	0.923036	0.89316505	0.93831444	0.9744003	0.95500183	0.95027375	0.9650139	0.96285015	0.965086	0.94827807	0.96137995	0.9520045	0.909233	0.9578621	0.9357136	0.9830344	0.92864394	0.97307736	0.9875566	0.8784206	0.9017995	0.9236036	0.9380651	0.89178824	0.94110477	0.91655034	0.99220514	0.9613767	0.9938836	0.8868451	0.93066484	0.95932883	0.8516706	0.98033774	0.96095634	0.9889075	0.9399166	0.95638317	0.96509594	0.8497427	0.95555145	0.94354403	0.7833844	0.90815026	0.93135	0.91767997	0.9324542	0.9365555	0.94220173	0.97833985	0.8629702	0.96825117	0.95541257	0.96565634	0.8891659	0.96572644	0.93212193	0.89735407	0.95503247	0.93323505	0.9164094	0.9516144	0.9527338	0.9364234	0.94880337	0.87499297	0.9982133	0.9791938	0.9670904	0.9202852	0.9122647	0.8571803	0.9698665	0.9301088	0.91708696	0.935504	0.9041787	0.98846084	0.9579088	0.90903836	0.9309397	0.9096551	0.9616871	0.9560111	0.9820101	0.89714754	0.9505712	0.92913747	0.87753534	0.95610255	0.9764826	0.94530976	0.93492734	0.9306278	0.8784247	0.9061034	0.94282186	0.9274756	0.9494113	0.94894546	0.9566903	0.8955753	0.9287854	0.94367546	0.9257495	0.9818914	0.9147115	0.961486	0.94982725	0.9845588	0.9080804	0.99616563	0.90488863	0.95253843	0.9930574	0.92404693	0.9528736	0.9065148	0.96979403	0.9061067	0.97208637	0.94128	0.95494825	0.92140734	0.9305396	0.93870336	0.99837434	0.9923602	0.9090118	0.9847433	0.93724227	0.955308	0.94749475	0.8855422	0.89878947	0.9724836	0.9632576	0.94865614	0.98911566	0.959519	0.91815597	0.85343033	0.784054	0.87977195	0.83108604	0.96484625	0.9402701	0.9184496	0.9606677	0.9492967	0.9806003	0.95147663	0.92155784	0.98018825	0.97399116	0.9515026	0.9506687	0.8862646	0.926596	0.95084846	0.9089588	0.9436175	0.94190365	0.8741954	0.9570472	0.78759867	0.90951014	0.92148644	0.9635731	0.91281295	0.9907452	0.9179208	0.9667612	0.9430034	0.93573654	0.90962875	0.9521733	0.97025776	0.9126041	0.94502205	0.9240633	0.8520313	0.95551944	0.9554236	0.8805716	0.89840734	0.9143829	0.9224612	0.99493206	0.94693625	0.89975214
aan/adv	0.9322338	0.9131713	0.0	0.9191036	0.9794329	0.8890571	0.863416	0.8870281	0.840175	0.87329775	0.9131078	0.9143466	0.91386044	0.91340166	0.7831617	0.87736446	0.96916604	0.85295177	0.8185995	0.8786979	0.8824988	0.7772654	0.91570294	0.88885146	0.77834654	0.8147091	0.8692421	0.8841663	0.9391219	0.93719083	0.9220231	0.7161368	0.933595	0.9289281	0.8645384	0.85104966	0.8397492	0.9311472	0.86907864	0.90067625	0.82337785	0.8160741	0.7665459	0.8857024	0.9255212	0.7943045	0.8528495	0.89770794	0.88631666	0.8535474	0.86423683	0.84237343	0.90076804	0.8276414	0.7808727	0.81088084	0.9250533	0.781837	0.9342544	0.72229797	0.7916738	0.8879819	0.90911126	0.9052478	0.91129994	0.8508233	0.9062308	0.8715873	0.85972846	0.8985182	0.8307054	0.89304334	0.8309719	0.7783183	0.81001854	0.7906867	0.76333284	0.92581403	0.86084485	0.9344367	0.7645192	0.9040976	0.80648875	0.7976694	0.8628124	0.88051164	0.8731047	0.81966317	0.8036113	0.90929794	0.914107	0.8641473	0.9203542	0.9250169	0.94900835	0.8087131	0.8352194	0.9027516	0.9335065	0.85025746	0.9799995	0.8988411	0.7743068	0.85639834	0.8813051	0.8245424	0.8988085	0.8782518	0.8552805	0.7986933	0.878266	0.9166429	0.8985152	0.86231995	0.8985817	0.8660724	0.92371494	0.738399	0.86451995	0.80292547	0.7876616	0.8445336	0.86202997	0.74278843	0.86866087	0.8797516	0.71480876	0.75778806	0.89672285	0.80970603	0.91699135	0.86665	0.92064637	0.81362945	0.7458425	0.9085065	0.86755556	0.8240832	0.94124264	0.9104681	0.7443184	0.8313343	0.8434322	0.7511672	0.8610563	0.9549841	0.86228156	0.9086828	0.80707896	0.86146027	0.94644064	0.94229716	0.775353	0.6864669	0.8868266	0.79261297	0.8748077	0.8938073	0.79976547	0.8398391	0.7787782	0.6407881	0.9548846	0.8808508	0.8750783	0.9152758	0.9082794	0.915651	0.859115	0.8510854	0.70589316	0.741654	0.8136734	0.9160594	0.8365985	0.7482655	0.67431086	0.8956799	0.9306016	0.8804862	0.8681252	0.9451016	0.85670996	0.8627181	0.8687306	0.83854747	0.8449417	0.8937683	0.8137454	0.9103453	0.9293465	0.8710711	0.88659835	0.7865249	0.823954	0.8282717	0.8791491	0.87500995	0.82449365	0.79655796	0.8653132	0.9123473	0.81165123	0.84168124	0.7683045	0.91997045	0.8794221	0.916077	0.95869553	0.9159256	0.8477802	0.7772964	0.89474756	0.8676466	0.8961888	0.8966821	0.87184775	0.7439759	0.8806503	0.93285	0.86196995	0.8064497	0.8364752	0.8984983	0.8442533	0.81689435	0.86393446	0.8553271	0.8965286	0.89058644	0.92201865	0.8534597	0.911699	0.8216443	0.89511377	0.9499083	0.7864667	0.89359605	0.97008604	0.9238477	0.8672364	0.93090457	0.81236863	0.90042603	0.91092616	0.94886285	0.9223145	0.9540196	0.90057915	0.93492854	0.9286079	0.7844393	0.78209794	0.9247016	0.9520887	0.8500922	0.8663511	0.9125323	0.9167756	0.85484403	0.94225687	0.873918	0.81894946	0.882943	0.7532512	0.79434156	0.8979854	0.9211231	0.7935215	0.90194654	0.9030987	0.8053551	0.84105396	0.76507396	0.8360149	0.9618667	0.7769165	0.9249791	0.92964983	0.85134554	0.8164854	0.91601145	0.8205216	0.89528096	0.8615011	0.8095944	0.86761796	0.86852187	0.92736363	0.86894095	0.8165864	0.84896654	0.8617213	0.84544325	0.8521984	0.81007177	0.9632504	0.7674989	0.9684442	0.8848998	0.6742749	0.9594065	0.87303877	0.8047673	0.7323226	0.79822224	0.85787684	0.9065958	0.95648915	0.9608254	0.90324837	0.75410306	0.8582987	0.7955428	0.91046435	0.85996836	0.87596846	0.6950895	0.8621125	0.9348214	0.8582241	0.8218061	0.86777616	0.90049654	0.90932685	0.8158688	0.9285341	0.9127189	0.8192211	0.9654278	0.8449407	0.8680166	0.60583216	0.90749884	0.92401314	0.9208574	0.8348372	0.8905955	0.75378853	0.88545746	0.8370236	0.7188364	0.7188536	0.8851949	0.8972908	0.8804313	0.85667765	0.81003165	0.8408721	0.8804423	0.8313593	0.8417784	0.7846647	0.926133	0.8482851	0.80123067	0.7304088	0.76922107	0.85216373	0.9461976	0.86313367	0.79999804	0.9367475	0.90918624	0.8487603	0.8468132	0.8558859	0.87840384	0.89701766	0.84103304	0.9645322	0.8631582	0.91112685	0.82254976	0.84748834	0.91553855	0.89183116	0.8687341	0.86849725	0.87053686	0.8842778	0.9549943	0.8634794	0.83403873	0.82880914	0.9636922	0.77729034	0.83836144	0.84658605	0.98311937	0.93881714	0.88887775	0.8632056	0.93843997	0.84745145	0.846771	0.8717917	0.90793085	0.80933094	0.86506355	0.92039037	0.7987488	0.8590636	0.8300152	0.7972214	0.9486192	0.861298	0.76299477	0.85278237	0.89020544	0.8872019	0.8942611	0.8593445	0.88109416	0.93053234	0.87032616	0.92420304	0.75826204	0.7425406	0.78119195	0.85609615	0.8939899	0.92042893	0.8614031	0.9104868	0.8307797	0.711635	0.8817466	0.8561171	0.8507888	0.91609764	0.958411	0.90379184	0.9473963	0.73774767	0.9517941	0.88694704	0.93062115	0.8938994	0.73987365	0.8889979	0.8603617	0.90752256	0.8291908	0.85946465	0.32213902	0.7958654	0.69836515	0.91008544	0.9038113	0.90127105	0.95392495	0.77793086	0.8444909
