	1990/noun	1992/noun	Amerikaan/noun	Europeaan/noun	MKZ_crisis/noun	Merksemse/adj	Ten/adv	aangrijpend/adj	absurdistische/adj	acht_baan/noun	alleen/adj	alleen/adv	alles/noun	altijd/adv	amper/adv	anders/adj	artikel/noun	atlete/noun	atmosfeer/noun	bar/noun	begin_periode/noun	begrafenis/noun	bepaald/adj	bestaan/noun	bewindsman/noun	bitter/adj	blijf/adj	bloed_heet/adj	brief/noun	café_bezoeker/noun	cardioloog/noun	carrière/noun	commotie/noun	communistisch/adj	concert/noun	context/noun	correct/adj	dag/noun	dagelijks/adj	destijds/adv	detail/noun	ding/noun	documentaire/noun	duur_voort/adj	echt/adv	eens/adv	eerder/adj	eiland/noun	engagement/noun	enig/adj	enorm/adj	er/noun	feit/noun	foto/noun	gebeur/verb	gebeuren/noun	geleden/adj	gelukkig/adj	gespannen/adj	gesprek/noun	gevel/noun	gevoel/noun	geweeklaag/noun	gezicht/noun	gisteren/adv	goed/adj	gooi_weg/verb	gozer/noun	graag/adv	grap/noun	gras/noun	heel/adj	herkomst/noun	heroïsch/adj	het/adj	hoe/adj	homeopathisch/adj	hoofd_redactie/noun	hoofdpersoon/noun	houten/adj	iemand/noun	iets/noun	ingeslagen/adj	inwoner/noun	jeugd/noun	jong/adj	jongeman/noun	junior/adv	kan/verb	kapitein/noun	kardinaal/noun	kast/noun	kerkelijk/adj	kerst_avond/noun	kiezer/noun	klassieker/noun	krampachtig/adj	krant/noun	kunstenares/noun	kwaad/noun	laat/adj	landing/noun	lang/adj	leeg/adj	levendig/adj	lezer/noun	lief/adj	liefst/adj	lui/adj	maak_mee/verb	maar/adv	macht_overdracht/noun	magie/noun	man/noun	manier/noun	meen/verb	meer/adj	meer/adv	meisje/noun	meneer/noun	mens/noun	mentor/noun	mevrouw/noun	midden/noun	misschien/adv	moment/noun	mooi/adj	muur/noun	muziek/noun	na_maak/noun	naam/noun	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	onpersoonlijk/adj	onraad/noun	ons/noun	ooit/adv	ook/adv	opkomst/noun	oprisping/noun	oud/adj	pakket_DIM/noun	partij_genoot/noun	passage/noun	perfect/adj	periode/noun	pijnlijk/adj	plaat/noun	plaat_zaak/noun	plaquette/noun	plek/noun	politicus/noun	procédé/noun	producer/noun	protestants/adj	pub/noun	redactioneel/adj	riek/verb	sarcastisch/adj	satire/noun	schilder/verb	schilderij/noun	schildering/noun	schoonheid/noun	song/noun	staal_industrie/noun	stem/noun	stijlvol/adj	storm/noun	tekst/noun	tijd/noun	toegang_weg/noun	toen/adv	tv_kijker/noun	tweedelige/adj	uitgeroepen/adj	uitspraak/noun	vaak/adj	vader/noun	vast/adj	veel/adj	veld_slag/noun	vele/adj	verhaal/noun	verleden/noun	verrot/adj	versregel/noun	vervallen/adj	visser_dorp/noun	voor_woord/noun	vooral/adv	voorlichting/noun	voornaam/noun	voorts/adv	voorzitter/noun	vorig/adj	vrijzinnig/adj	vroeg/adj	vroeger/adv	wanneer/adv	weer/adv	weinig/adj	weleer/adv	wellicht/adv	werk_dag/noun	woord/noun	word/verb	zal/verb	zeer/adv	zelfs/adv	zo/adv	zomer/noun	zwart/adj
1990/noun	0.0	0.49399382	0.85498697	0.91569793	0.89750177	0.87132484	0.8397482	0.87104475	0.91231716	0.9246677	0.9750868	0.94614804	0.95472527	0.9560263	0.8612287	0.9510804	0.8869579	0.69484353	0.89013696	0.9872224	0.9140106	0.91599184	0.9040895	0.78248036	0.9414269	0.95329756	0.92726326	0.62615633	0.94189554	0.9969758	0.89312714	0.7648167	0.7575113	0.6956186	0.9200286	0.9544923	0.98730576	0.86709005	0.9231765	0.72459507	0.9617137	0.9426518	0.798493	0.9441215	0.9466532	0.9160074	0.7775515	0.8011584	0.90833586	0.949871	0.86900806	0.97034365	0.96579444	0.9522429	0.9324949	0.9409844	0.7568283	0.93069977	0.906683	0.9454297	0.978897	0.96715134	0.93282163	0.98822916	0.75692797	0.84987366	0.96991366	0.94750464	0.8940457	0.90707344	0.90738654	0.80683005	0.94243056	0.8394438	0.77167934	0.95340335	0.92187244	0.989943	0.96388394	0.9686486	0.94346875	0.9628325	0.8667283	0.77168334	0.91061336	0.928046	0.8754181	0.8437108	0.9572135	0.84759563	0.89153945	0.959614	0.9278907	0.8272007	0.8528594	0.84442496	0.9850319	0.8661982	0.908943	0.9573962	0.8716098	0.87886137	0.8592833	0.96413714	0.92264867	0.8860404	0.89178574	0.8190128	0.84364074	0.77693045	0.94704276	0.90597624	0.94168574	0.92136157	0.97652745	0.92120475	0.96246123	0.94627064	0.96613777	0.95955014	0.93821305	0.9402743	0.9557948	0.92518914	0.88264203	0.95135564	0.82241	0.9601913	0.9549202	0.9907294	0.9675186	0.967327	0.88767654	0.9362409	0.9562482	0.8790251	0.96287054	0.97234213	0.937708	0.9563677	0.7589606	0.9311325	0.8499344	0.87860805	0.88109607	0.9939986	0.92681074	0.95113903	0.8471618	0.74569345	0.9176315	0.88733184	0.90402275	0.99144393	0.977788	0.833135	0.9598482	0.8990235	0.8566052	0.9241414	0.9842009	0.981602	0.95961505	0.8874413	0.95666105	0.9155152	0.93843526	0.9574955	0.93230695	0.8735839	0.9293426	0.95178527	0.70997703	0.9633967	0.85509974	0.9867838	0.69401777	0.85668075	0.8927325	0.76118004	0.90941507	0.94762963	0.87019014	0.9356502	0.93145674	0.8109005	0.9054491	0.99635535	0.86058927	0.9910626	0.98315674	0.94715995	0.936023	0.93429804	0.85464764	0.9615369	0.967028	0.8099685	0.8095764	0.56329703	0.95964473	0.80940604	0.95063806	0.91068166	0.8697769	0.9753479	0.8912759	0.8643954	0.8984721	0.9786092	0.7655445	0.92934006	0.9395697	0.89220154	0.96195805	0.74786234	0.8737143
1992/noun	0.49399382	0.0	0.9334782	0.95377856	0.8648962	0.89940596	0.9307912	0.9114666	0.9172	0.8675971	0.87631714	0.8760841	0.925282	0.9432469	0.86672795	0.95495117	0.93023634	0.6298671	0.94489384	0.87323403	0.9418943	0.9078038	0.9088832	0.6720272	0.84168035	0.8650035	0.97313106	0.77630025	0.9161696	0.9916093	0.90021497	0.7663037	0.8240302	0.64291215	0.9024517	0.9201616	0.919709	0.7537317	0.90585345	0.79989743	0.9260867	0.9082289	0.8404784	0.8931788	0.85700697	0.94576234	0.76113486	0.775205	0.736496	0.88823545	0.7893092	0.96322054	0.98547685	0.897344	0.95657736	0.8918755	0.8148066	0.88884735	0.975054	0.9113218	0.92768186	0.90675545	0.85848296	0.94815195	0.6880352	0.8104965	0.96633786	0.9717999	0.97586834	0.8535829	0.9721291	0.8269892	0.9960482	0.8024094	0.80865425	0.9291879	0.83624953	0.9885262	0.9056817	0.8165073	0.95523155	0.9678974	0.7765488	0.82964206	0.8864217	0.8355142	0.95788205	0.8427412	0.9563944	0.8117052	0.937202	0.95575464	0.91771936	0.9176128	0.9043199	0.76704407	0.9955726	0.87373817	0.9540309	0.95156133	0.8788096	0.853946	0.80773103	0.94176745	0.8359603	0.94820386	0.93633235	0.7876967	0.93469447	0.8085444	0.9440727	0.93195313	0.89210784	0.9164396	0.9431062	0.8095555	0.99353164	0.9418085	0.9481831	0.9059581	0.98426604	0.8923407	0.94105005	0.85954756	0.8894013	0.84982896	0.80740553	0.90175056	0.93488103	0.9672951	0.94467163	0.97588116	0.89172393	0.9457459	0.9460917	0.874087	0.8806085	0.9866739	0.9526361	0.91124994	0.71444404	0.9237024	0.9299048	0.9292265	0.84252936	0.9943264	0.88485134	0.85711443	0.85023457	0.7643648	0.8054061	0.8390435	0.95415956	0.9958799	0.9420556	0.809183	0.8549623	0.8962323	0.98787534	0.9289278	0.9897779	0.9456275	0.8849415	0.82378423	0.9145337	0.93539554	0.84226966	0.87668777	0.938613	0.8234765	0.91978705	0.89898944	0.7705915	0.92580724	0.878071	0.988034	0.68535984	0.8036901	0.89036626	0.7691084	0.9354912	0.86332333	0.83263236	0.9443732	0.92421824	0.85799253	0.8437803	0.8975392	0.8163789	0.8741681	0.9823947	0.97741693	0.98098016	0.9735691	0.8768478	0.9699454	0.98346317	0.91902196	0.8612504	0.574189	0.98299116	0.8372683	0.9504633	0.8801061	0.847968	0.9675857	0.9050355	0.8259185	0.95903766	0.9717239	0.8017621	0.9239683	0.840526	0.7760395	0.9413639	0.5663868	0.8398628
Amerikaan/noun	0.85498697	0.9334782	0.0	0.4806788	0.85960376	0.96705556	0.80589736	0.85967976	0.9452291	0.84307206	0.8235409	0.87476474	0.9204323	0.85850376	0.80736375	0.8543315	0.93022984	0.910136	0.94662493	0.89698863	0.93699235	0.9533822	0.93102974	0.91032404	0.9417456	0.87783694	0.92179614	0.95484406	0.9669112	0.9188942	0.9663324	0.90356445	0.9600495	0.7628614	0.8762847	0.907752	0.827362	0.8636496	0.92137796	0.83286655	0.8120298	0.8840165	0.96245253	0.80419326	0.8156935	0.8827528	0.88794005	0.8777268	0.8880446	0.81173456	0.86347336	0.8946893	0.8655136	0.96577525	0.83603203	0.98218864	0.91076845	0.894968	0.93042904	0.92413765	0.9216372	0.7653016	0.9501169	0.78461814	0.9366747	0.85947335	0.94459194	0.9457553	0.80944264	0.8391204	0.9490868	0.9191058	0.93745345	0.76250476	0.81324214	0.8163109	0.9570594	0.98071206	0.8849526	0.9003973	0.83965427	0.8905612	0.9546411	0.93991303	0.88373405	0.82781214	0.89832824	0.75913495	0.9280258	0.8507869	0.87860197	0.97161347	0.94955426	0.8095419	0.8448972	0.8394714	0.87232804	0.93852717	0.95604146	0.9582471	0.9519684	0.7531097	0.863797	0.92307466	0.9290137	0.90162575	0.75962305	0.8985062	0.86985207	0.84540725	0.8712045	0.5721839	0.8733107	0.77090764	0.87353534	0.81524175	0.82798576	0.9321648	0.84894216	0.9385094	0.80866456	0.96053135	0.9263843	0.93071276	0.86332303	0.9156542	0.92707634	0.9399534	0.87704635	0.94770396	0.9320057	0.8314482	0.8259486	0.8904397	0.8961624	0.9052609	0.9921258	0.9562746	0.96960175	0.7220635	0.84537065	0.8919609	0.74407446	0.96640915	0.8169173	0.9842423	0.83484125	0.86404884	0.89486146	0.77742517	0.92923546	0.9184113	0.9819471	0.97536606	0.9325106	0.839893	0.8449074	0.88770497	0.91113394	0.94763625	0.96354765	0.838053	0.92788255	0.8437969	0.84702265	0.84306914	0.8803801	0.8784132	0.9231294	0.8978419	0.9043355	0.91715586	0.91349167	0.87825435	0.88485813	0.95973015	0.9269128	0.9339548	0.95534515	0.9389499	0.90810466	0.78954375	0.82822883	0.90650177	0.8052596	0.8419832	0.7452087	0.8194971	0.81017745	0.8364847	0.94272393	0.9287694	0.9801167	0.90943706	0.79298735	0.9275187	0.9228498	0.9473953	0.9176048	0.96099126	0.96070683	0.9148386	0.87144995	0.92594904	0.8985005	0.83982396	0.79736614	0.8996384	0.81890374	0.86740875	0.8687322	0.6959691	0.8962834	0.86872894	0.80709356	0.9630251	0.7866437
Europeaan/noun	0.91569793	0.95377856	0.4806788	0.0	0.89367384	0.916997	0.83317	0.95109	0.8948671	0.8985406	0.73586065	0.8500358	0.87507224	0.87020904	0.8600598	0.75369895	0.9784206	0.93789226	0.9715598	0.9779965	0.87526804	0.9611143	0.84465414	0.88704246	0.9398592	0.90255314	0.8767115	0.93067575	0.95977646	0.8631284	0.95405084	0.9235899	0.934442	0.865394	0.91705614	0.90560913	0.84856486	0.95901644	0.91925555	0.85082996	0.8345113	0.76672226	0.9748063	0.9619894	0.72054935	0.862686	0.8919275	0.95402175	0.84865934	0.84727305	0.8976012	0.76721406	0.8475945	0.9672956	0.8416347	0.95984155	0.9277236	0.84069973	0.855214	0.93623596	0.940123	0.7906418	0.9157543	0.8868254	0.92564917	0.8180811	0.8511324	0.7263082	0.77159035	0.855273	0.86309105	0.88112265	0.9000537	0.8628315	0.85717535	0.7438084	0.84630555	0.9799286	0.93684584	0.95189035	0.7614808	0.83425325	0.98125005	0.8468554	0.9243512	0.82008845	0.9372754	0.8378144	0.7742537	0.9500715	0.8988133	0.96030486	0.83639896	0.85490644	0.8318812	0.9346918	0.8225831	0.94644207	0.985022	0.8899605	0.905866	0.90013975	0.85505915	0.9422814	0.8951143	0.82954496	0.7526905	0.8025065	0.79468775	0.88439876	0.7995782	0.8194956	0.9243231	0.8667291	0.86970425	0.7329749	0.7490422	0.80449605	0.8701912	0.88236046	0.57367647	0.92331314	0.92657274	0.9831884	0.752772	0.9143619	0.9244893	0.98149776	0.9010474	0.86489177	0.89651793	0.6474667	0.8919213	0.85094965	0.85846245	0.7658309	0.9981281	0.9141254	0.8398996	0.7261391	0.8534953	0.6964834	0.9757398	0.8810953	0.8565471	0.99450904	0.87820137	0.9134878	0.92100114	0.9006808	0.90723795	0.9160402	0.9614454	0.9812932	0.90689695	0.78301525	0.6979823	0.94654053	0.90879375	0.8853675	0.9794777	0.8366791	0.82731926	0.95077294	0.8936914	0.9521361	0.9288902	0.9026127	0.82481	0.88346684	0.88553536	0.92930853	0.88397384	0.9314938	0.8783226	0.8230101	0.91880584	0.88823074	0.98345447	0.95440465	0.89784056	0.79491955	0.927584	0.8897028	0.6705622	0.8739029	0.76155764	0.9354278	0.8576535	0.92205304	0.9244685	0.94606334	0.89681035	0.9654259	0.7966457	0.8024586	0.8421207	0.894616	0.92629665	0.98512655	0.9205398	0.85549706	0.69870794	0.8298584	0.8587475	0.83675337	0.89246356	0.7867559	0.8283367	0.8321049	0.79513735	0.6270981	0.8728449	0.8498025	0.7663082	0.9650413	0.81407034
MKZ_crisis/noun	0.89750177	0.8648962	0.85960376	0.89367384	0.0	0.8702898	0.98111224	0.8926556	0.8781636	0.9728735	0.9439477	0.91836166	0.8768228	0.9063437	0.87078774	0.85900426	0.9458673	0.8680457	0.9402262	0.9759871	0.8627476	0.97896826	0.92427516	0.84966505	0.8409232	0.92879415	0.9516427	0.9468365	0.9411658	0.92863643	0.8757854	0.8777033	0.7751006	0.90380114	0.9951588	0.8504416	0.8366794	0.90481687	0.9651592	0.9562157	0.949589	0.8770669	0.96855605	0.9111454	0.85537285	0.8538242	0.8793869	0.9953447	0.9382019	0.92348766	0.926828	0.84011674	0.8854679	0.9095289	0.88333	0.9932475	0.8410741	0.86628705	0.91858274	0.9666808	0.9468999	0.9321583	0.9246818	0.88871855	0.85060024	0.92445266	0.8949426	0.93947804	0.8451052	0.9370406	0.9727428	0.94402266	0.8980617	0.93253136	0.8791435	0.8642423	0.9952526	0.9465081	0.93249017	0.9779042	0.8303907	0.85880595	0.9130268	0.9586033	0.974535	0.9041139	0.8339257	0.9716482	0.84372026	0.99318564	0.8544724	0.9466391	0.90896416	0.88540196	0.81359243	0.97610354	0.87267077	0.87538135	0.97376287	0.917977	0.850013	0.9747434	0.9008146	0.9403585	0.8783467	0.90227777	0.89501286	0.8101109	0.9542052	0.856868	0.89805436	0.9560027	0.8246819	0.8269317	0.94513834	0.9034144	0.94875443	0.9177951	0.89083177	0.9058081	0.93747616	0.9367008	0.9103914	0.9017933	0.8109211	0.9719587	0.8934929	0.9307458	0.82974696	0.8947539	0.9666124	0.8625457	0.89915115	0.86765856	0.8882079	0.8243252	0.9214159	0.9158622	0.868183	0.9778741	0.92120135	0.79661816	0.9027975	0.94807607	0.9384864	0.9141313	0.8046206	0.89758205	0.969858	0.7496388	0.93385935	0.8600963	0.9787186	0.9696114	0.9229423	0.8431941	0.9024969	0.9198436	0.93336654	0.9775661	0.9146273	0.91958016	0.82388246	0.9117526	0.877585	0.9221654	0.90565443	0.9230365	0.9427228	0.7952329	0.87566614	0.91065407	0.9036647	0.91705096	0.9397937	0.98026437	0.85263	0.88135827	0.9684397	0.801198	0.92999625	0.86025363	0.8862715	0.9794171	0.88638324	0.9093486	0.85601354	0.9854488	0.8991645	0.8462481	0.88439244	0.9466888	0.92925656	0.9433844	0.9627401	0.977689	0.95991284	0.95839375	0.8719378	0.9484729	0.92755294	0.8965798	0.8763449	0.7745777	0.89217037	0.8836884	0.91776824	0.84274936	0.9918109	0.86587715	0.7693586	0.8104448	0.9206996	0.9137077	0.89993465	0.7266493	0.8602438
Merksemse/adj	0.87132484	0.89940596	0.96705556	0.916997	0.8702898	0.0	0.97877985	0.96073234	0.98216	0.9860353	0.9371421	0.9133092	0.9138682	0.9468201	0.9607774	0.9516275	0.8785799	0.9271162	0.9595195	0.9674871	0.894605	0.9586181	0.79800695	0.9728476	0.7567923	0.9664937	0.8352881	0.96300876	0.93166614	0.7921574	0.764637	0.93296945	0.75156426	0.86710805	0.97408247	0.8702317	0.86527205	0.8744115	0.9464606	0.73821867	0.91802424	0.85538906	0.976992	0.811998	0.88484997	0.95774466	0.7330605	0.97010547	0.8787699	0.9695917	0.8234104	0.8775278	0.84913474	0.99153435	0.9048053	0.9079774	0.8221884	0.7987068	0.93929946	0.87921363	0.99231356	0.94046026	0.8889303	0.9678358	0.79950666	0.9297181	0.9077454	0.88923883	0.8546227	0.9562019	0.97611195	0.869794	0.9823495	0.9190406	0.9889635	0.89445376	0.97167444	0.9493492	0.9168487	0.9912352	0.89850944	0.88962746	0.94927776	0.8764767	0.87634265	0.90964055	0.9388405	0.9479089	0.8928186	0.9911305	0.8782672	0.946055	0.8723656	0.9685819	0.8824998	0.9272028	0.87397057	0.9190712	0.9726231	0.94900644	0.9713067	0.9781447	0.9290834	0.9950253	0.9325144	0.95346797	0.9114022	0.9917009	0.9324851	0.883965	0.92351913	0.9765732	0.97426176	0.9524621	0.80941385	0.805817	0.8153117	0.92139447	0.91368127	0.88085127	0.9033331	0.8533045	0.95511955	0.9965467	0.87631106	0.8216927	0.9671133	0.99817437	0.90432006	0.9826095	0.980334	0.8807433	0.9442792	0.77188534	0.8636606	0.8838828	0.96655154	0.980272	0.94718426	0.956378	0.8945143	0.86190975	0.9365991	0.7545448	0.9524799	0.9721001	0.8462677	0.82223916	0.95991343	0.87812716	0.90135914	0.9630928	0.9873147	0.9707531	0.732696	0.8356612	0.935112	0.91271305	0.93695706	0.9687519	0.97930825	0.9557623	0.9074733	0.99572164	0.9895964	0.94443697	0.95030135	0.8982651	0.9539606	0.927035	0.93438417	0.9716425	0.9490329	0.9913276	0.91853976	0.8527036	0.8520551	0.95005524	0.82933223	0.9221115	0.69855905	0.86654735	0.9319756	0.86159694	0.8132639	0.9803851	0.9286151	0.9552276	0.83640563	0.9029602	0.97496206	0.98719186	0.9547534	0.9652854	0.7803056	0.78277284	0.9502961	0.92619574	0.8807318	0.77372754	0.81496435	0.8148403	0.78799385	0.8843416	0.9218935	0.8161289	0.8662758	0.8639556	0.96431726	0.9158955	0.94271433	0.8861528	0.928133	0.9418486	0.9252209	0.90032214	0.9632036
Ten/adv	0.8397482	0.9307912	0.80589736	0.83317	0.98111224	0.97877985	0.0	0.9019034	0.92764145	0.9919374	0.8353267	0.780141	0.84568715	0.6603386	0.89590573	0.8627661	0.94022816	0.97978693	0.8348892	0.9902112	0.9282654	0.8083641	0.845635	0.94223493	0.91753167	0.6691389	0.7257874	0.94546807	0.92429197	0.97073126	0.9634189	0.9405979	0.8525699	0.87334746	0.9177917	0.8307743	0.82077706	0.9234831	0.8818904	0.7683704	0.94875133	0.84836644	0.8949169	0.80410635	0.90360034	0.784977	0.9243151	0.7897462	0.8298111	0.7160167	0.77661407	0.88251215	0.82892114	0.9723647	0.9141005	0.6839421	0.8802948	0.854622	0.8783206	0.84574765	0.9131184	0.87866133	0.9992534	0.9771653	0.9001794	0.8411408	0.886353	0.9489652	0.64679337	0.86789435	0.9690407	0.8197541	0.83578146	0.91912585	0.8986688	0.80113524	0.9542822	0.95935035	0.88646924	0.95558923	0.95286137	0.8744675	0.9272536	0.8938216	0.8341483	0.892231	0.8482377	0.88366365	0.8961793	0.719888	0.8514735	0.8945701	0.76795876	0.84508526	0.7486676	0.9379986	0.8631183	0.97701156	0.9058173	0.88924825	0.929009	0.9728188	0.8549137	0.95114106	0.77840227	0.91034067	0.8287262	0.9405247	0.9371474	0.8718567	0.8215951	0.92844284	0.96041185	0.9700682	0.8906692	0.74761283	0.84492844	0.9165008	0.88783604	0.9021017	0.94031084	0.97589886	0.94920456	0.8644806	0.840263	0.96974546	0.8680446	0.95875657	0.9055557	0.7677818	0.8993714	0.9021558	0.84674907	0.94557416	0.9490478	0.8975727	0.890893	0.9162334	0.99776936	0.76797366	0.9196823	0.829571	0.8999866	0.87059474	0.7952223	0.98751867	0.8979388	0.91059077	0.8557859	0.9496791	0.7685102	0.95411885	0.8237831	0.9085545	0.9461568	0.79743266	0.90103966	0.9512045	0.7878817	0.9239056	0.9278476	0.862597	0.9466319	0.86159545	0.9070313	0.9741594	0.94729	0.88226837	0.82877564	0.9804858	0.90366584	0.88952255	0.79782456	0.8706428	0.8235157	0.9720422	0.6761892	0.8886883	0.89313567	0.9617838	0.8357146	0.77113	0.89998907	0.9275644	0.7724532	0.85095227	0.7100887	0.8142951	0.8388115	0.9423123	0.9755072	0.9159906	0.79652715	0.9677734	0.66682965	0.779238	0.9512295	0.73939705	0.89657557	0.8914989	0.7262018	0.7800388	0.9654577	0.8106976	0.83382	0.83011496	0.89280146	0.81158876	0.91782975	0.8588887	0.90264577	0.89321893	0.8698539	0.86561656	0.8838261	0.9523846	0.8948468
aangrijpend/adj	0.87104475	0.9114666	0.85967976	0.95109	0.8926556	0.96073234	0.9019034	0.0	0.671641	0.9446393	0.8128315	0.82233125	0.87053806	0.8264017	0.93841684	0.84642106	0.8112453	0.8925794	0.83991045	0.88839173	0.8666378	0.7818955	0.66040003	0.7608553	0.88705826	0.807636	0.7939187	0.89830476	0.8383824	0.8998436	0.930658	0.6810688	0.89866304	0.8291091	0.6732623	0.7787869	0.8227789	0.8812161	0.7670946	0.77583617	0.6109116	0.79198045	0.77299	0.70736784	0.8956315	0.86142564	0.77744055	0.9005289	0.80448765	0.8208798	0.8478048	0.9250045	0.85245484	0.7385973	0.88186586	0.7937345	0.91964203	0.8097048	0.8156446	0.91547155	0.896302	0.7733853	0.8494929	0.7158216	0.8762682	0.78758186	0.8557372	0.8870281	0.9532561	0.8062854	0.92371696	0.6994946	0.8931556	0.57532847	0.89044285	0.66036737	0.95188737	0.8653736	0.60887027	0.8367812	0.8199192	0.8037556	0.9550494	0.9372262	0.7407611	0.80547374	0.86369336	0.8026933	0.8655064	0.79113734	0.8712723	0.8533801	0.836216	0.8252262	0.916508	0.73422366	0.7553661	0.82013774	0.8296572	0.9116349	0.8211442	0.769228	0.7353629	0.8943664	0.58154494	0.7158935	0.79228806	0.8949449	0.8216189	0.7186836	0.8312682	0.90086055	0.75802124	0.8890955	0.80584455	0.9327383	0.8101972	0.9176826	0.80405957	0.85769796	0.85738695	0.9003613	0.8700388	0.84959435	0.84719914	0.6821054	0.45174438	0.78575855	0.5993439	0.79411197	0.9022973	0.9241716	0.79388297	0.86137855	0.9005194	0.8514607	0.8949441	0.7098219	0.9110146	0.9002911	0.732651	0.8014445	0.7122474	0.76468545	0.7454253	0.8637263	0.8009999	0.55221	0.6749094	0.7511971	0.58802116	0.72974455	0.87751305	0.8864994	0.831455	0.8215605	0.8375375	0.74206156	0.86261094	0.8536271	0.90912473	0.93384063	0.7162697	0.664485	0.73532814	0.76548445	0.691332	0.66930044	0.56859565	0.93941236	0.7729671	0.71631575	0.8543398	0.67460835	0.8760091	0.87551844	0.86578023	0.85644	0.7888571	0.8870969	0.91420215	0.6757498	0.70425045	0.88975024	0.7688669	0.72075236	0.60639304	0.59511757	0.73366743	0.9166205	0.8665937	0.885352	0.9029465	0.77037674	0.6737737	0.9555482	0.9164487	0.82977927	0.9101569	0.9365066	0.88697505	0.8707792	0.7374485	0.79978764	0.8901258	0.68644935	0.8079053	0.8992667	0.9173436	0.73757327	0.8288873	0.86475766	0.6920256	0.65020883	0.81261104	0.8980043	0.79776704
absurdistische/adj	0.91231716	0.9172	0.9452291	0.8948671	0.8781636	0.98216	0.92764145	0.671641	0.0	0.9788384	0.890875	0.8753698	0.87705255	0.87490976	0.9609893	0.9368427	0.90798956	0.9853219	0.8665746	0.869383	0.8160008	0.8733909	0.7619348	0.89681184	0.945305	0.7925667	0.9260153	0.82605064	0.9069314	0.956311	0.9167764	0.8994048	0.95402235	0.9058564	0.86303276	0.6505588	0.84674513	0.9760109	0.92317045	0.91102976	0.67942095	0.84191394	0.8823916	0.82014084	0.9640978	0.9077924	0.9528834	0.98519105	0.89940643	0.90020454	0.8939208	0.94516355	0.834331	0.70712817	0.93987435	0.9300201	0.9983484	0.91903013	0.81290877	0.9076239	0.8476155	0.7523628	0.8024187	0.8317673	0.9540747	0.8129227	0.91620386	0.83844924	0.9455543	0.6763107	0.92398983	0.8169546	0.7517395	0.71902156	0.97812253	0.8554246	0.973727	0.8940565	0.7518614	0.83475095	0.8294986	0.914527	0.7865688	0.9759499	0.9503787	0.90858227	0.79548645	0.9272102	0.93784356	0.9472467	0.9450876	0.83336526	0.88804245	0.91671944	0.9492761	0.7484882	0.78726673	0.87218654	0.7426456	0.92140573	0.9046455	0.98509574	0.9202635	0.84029275	0.68899643	0.7463325	0.888994	0.8976885	0.92317367	0.95423716	0.9031017	0.9464111	0.8078754	0.847028	0.8840032	0.94201446	0.9198167	0.9820937	0.81607646	0.85812896	0.87767464	0.90678245	0.8663099	0.87724984	0.87638396	0.9620269	0.69435585	0.77690536	0.59141445	0.87789536	0.91214067	0.96424717	0.94461834	0.9750185	0.98463243	0.95279723	0.91694725	0.7793468	0.92434376	0.9096775	0.8343324	0.8525846	0.9305783	0.9580469	0.7810902	0.96115613	0.9375256	0.6519147	0.6341624	0.9605566	0.64970136	0.77742445	0.9005713	0.92133087	0.9253472	0.9273953	0.71267545	0.75374705	0.96386254	0.8227359	0.806208	0.92097986	0.50924754	0.6834681	0.73367596	0.6955695	0.8547381	0.839844	0.60803396	0.94840336	0.8218265	0.79011726	0.94444925	0.6335597	0.9442509	0.98790634	0.9791014	0.80885804	0.97697854	0.8592401	0.90051746	0.7532125	0.95592815	0.8510722	0.876769	0.8852352	0.6363406	0.76223654	0.8830646	0.9551099	0.81895226	0.9758857	0.93102056	0.8309735	0.7923919	0.9646771	0.89694804	0.79995686	0.9437574	0.9746767	0.9776206	0.9375854	0.84511554	0.93548733	0.91435015	0.87290704	0.92773414	0.94765085	0.98209304	0.75737154	0.8238658	0.9867414	0.875891	0.86837065	0.88787574	0.972023	0.7205097
