	5-1/num	Blok/name	Bram/name	Charlotte/name	Clinton/name	Croes/name	Eddy/name	Frank/name	Gerard/name	Grosjean/name	Hewitt/name	Ids/name	Lamine/name	Lily/name	Madonna/name	Marja/name	Michiels/name	Mike/name	Nationaal/name	Ria/name	Rijkaard/name	Robert/name	Rosenmöller/name	SP/name	Ten/adv	The/name	Tomislav/name	VVD'er/noun	Von/name	aan/prep	acht_baan/noun	achteraf/pp	alleen/adj	alleen/adv	alles/noun	als/prep	alsof/comp	altijd/adv	amper/adv	atlete/noun	begin_periode/noun	bewindsman/noun	bitter/adj	blijf/adj	café_bezoeker/noun	concert/noun	correct/adj	daaraan/pp	dag/noun	dagelijks/adj	dat/det	detail/noun	die/det	discussie/noun	documentaire/noun	dokter/noun	duur_voort/adj	eens/adv	eraan/pp	feit/noun	foto/noun	geleden/adj	gelukkig/adj	gesprek/noun	geweeklaag/noun	goed/adj	graag/adv	haar/pron	hem/pron	het/adj	hij/pron	iedereen/pron	iets/noun	ik/pron	inwoner/noun	je/pron	kast/noun	kerst_avond/noun	klassieker/noun	laat/adj	lang/adj	leraar/noun	les/noun	levendig/adj	lezer/noun	lief/adj	maar/adv	magie/noun	man/noun	me/pron	meer/adj	meisje/noun	men/pron	mens/noun	mentor/noun	mij/pron	minister-president/noun	misschien/adv	muziek/noun	niemand/pron	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	ons/noun	ons/pron	ook/adv	opeens/adv	partij_genoot/noun	passage/noun	periode/noun	plaat/noun	plek/noun	politicus/noun	producer/noun	publiek/noun	satire/noun	song/noun	tekst/noun	toen/adv	toen/comp	tv_kijker/noun	u/pron	uit/prep	vaak/adj	veel/adj	veld_slag/noun	versregel/noun	vooral/adv	voorman/noun	voornaam/noun	voorts/adv	voorzitter/noun	we/pron	weer/adv	weinig/adj	werk_dag/noun	wie/pron	wij/pron	woord/noun	ze/pron	zelfs/adv	zich/pron	zij/pron	zo/adv
correct/adj	0.9404977	0.85646015	0.8992011	0.93317354	0.85669374	0.9328999	0.9019498	0.89942795	0.8857389	0.94498265	0.9224156	0.9486593	0.91323596	0.9494005	0.89182997	0.9232374	0.92693007	0.9109344	0.9037223	0.90841407	0.8891254	0.9037837	0.8677174	0.8561739	0.878471	0.92351586	0.97344965	0.86272	0.88858914	0.8562238	0.96095365	0.7910614	0.77274656	0.7885103	0.84610426	0.7995507	0.83439445	0.7594321	0.87653357	0.9473576	0.92556524	0.8275443	0.8580817	0.84827447	0.94816196	0.91406137	0.0	0.8151457	0.92099583	0.8363082	0.812585	0.8088749	0.7551788	0.8149682	0.88299894	0.84125805	0.8237584	0.8866755	0.88878894	0.8260671	0.8808582	0.9149023	0.8554837	0.86804575	0.950273	0.7973664	0.8799713	0.85606855	0.86298394	0.8982966	0.82231104	0.8148273	0.8611331	0.8797657	0.86513054	0.81909347	0.89406097	0.950423	0.903749	0.8960761	0.89725184	0.83209366	0.8455562	0.83167964	0.799109	0.8175174	0.8329643	0.901359	0.8799358	0.88031256	0.82335705	0.886915	0.7501954	0.84091485	0.8990301	0.85546255	0.85699457	0.8255268	0.8692274	0.8733212	0.8106261	0.8356335	0.8735031	0.8924032	0.87840545	0.80438006	0.8375592	0.8514731	0.80510134	0.8764807	0.87054086	0.8139888	0.87741864	0.87329334	0.8773551	0.7773611	0.9127083	0.86081594	0.86667234	0.8564576	0.79741645	0.857342	0.8952544	0.9333827	0.79510415	0.8653582	0.76235783	0.8130422	0.9253969	0.9267835	0.8122745	0.90107477	0.8901692	0.82831573	0.90603036	0.8530959	0.8891359	0.7742677	0.8825861	0.8264201	0.76852196	0.7935153	0.81695473	0.8068024	0.853507	0.767149	0.74198693
daaraan/pp	0.9360758	0.86838114	0.9315621	0.9422837	0.8665112	0.95396715	0.9106997	0.91981626	0.9215694	0.94578993	0.92660594	0.9426508	0.9372217	0.9418449	0.89523053	0.9438833	0.9118181	0.91576594	0.9115641	0.9330904	0.89146566	0.9068554	0.89160186	0.86629486	0.87548655	0.9442847	0.9560242	0.8812931	0.91199565	0.5737312	0.96733326	0.84630483	0.81265485	0.8265806	0.88367474	0.8186055	0.84238684	0.8330082	0.8861313	0.9289558	0.92690814	0.8551642	0.86000603	0.8161895	0.9523092	0.9019617	0.8151457	0.0	0.89757603	0.84375465	0.8233601	0.8276341	0.76022804	0.8126159	0.8773296	0.86188155	0.8281948	0.8903712	0.68263686	0.85743654	0.8981607	0.9086331	0.8621675	0.88815546	0.93372524	0.88500875	0.88860184	0.8478066	0.83819985	0.9007078	0.81956625	0.8597091	0.86584425	0.8460488	0.8768486	0.8279237	0.8934437	0.9481146	0.9074686	0.9181756	0.8797823	0.8446309	0.8643803	0.8791301	0.8409921	0.8096525	0.8530029	0.89739174	0.8769164	0.8674315	0.82650745	0.88258857	0.77598464	0.8328641	0.94428736	0.8543444	0.89479965	0.8392618	0.89570886	0.8578745	0.8480956	0.85680246	0.85856545	0.8782734	0.8708981	0.8788534	0.8334528	0.87775964	0.80218697	0.8458011	0.9147829	0.86083263	0.8794779	0.8897308	0.8614149	0.8167597	0.92292243	0.8907934	0.9086338	0.89187676	0.8632307	0.8584485	0.87263805	0.9124905	0.83970034	0.8726618	0.80270016	0.84089005	0.9193838	0.97735184	0.79677504	0.91654253	0.92066944	0.8042779	0.9296362	0.86012363	0.88666725	0.81065226	0.90097326	0.8313916	0.8322045	0.838755	0.8112971	0.80502987	0.85709	0.7744916	0.8430269
dag/noun	0.95155454	0.9287502	0.9178241	0.93371034	0.88256997	0.95844734	0.8843654	0.8947352	0.9250344	0.96310943	0.91013217	0.91591835	0.9522173	0.9256074	0.9122208	0.9245035	0.91471505	0.93400997	0.91301537	0.9218065	0.8879266	0.9318497	0.9080001	0.9323746	0.87312186	0.95350575	0.96724135	0.9443883	0.92569214	0.87633485	0.9396697	0.86137086	0.88328207	0.86050963	0.8684987	0.9001683	0.80911005	0.830525	0.8106773	0.94265014	0.9396111	0.90662277	0.86622727	0.90485376	0.9340426	0.83669895	0.92099583	0.89757603	0.0	0.68682134	0.92034626	0.9008632	0.84728205	0.8869135	0.8961704	0.85397536	0.7949139	0.82578397	0.8698911	0.927891	0.9145643	0.8269999	0.85446376	0.87778944	0.9434567	0.9153091	0.89727396	0.8371736	0.8551941	0.90078235	0.7915234	0.83210653	0.9058255	0.81684625	0.86305964	0.81693506	0.9300653	0.8480514	0.9093858	0.77465457	0.7114959	0.9124646	0.8908744	0.89756507	0.8934473	0.817342	0.82883227	0.90217364	0.8446648	0.86471593	0.8579909	0.8640559	0.8627114	0.829187	0.9462242	0.87208277	0.9072133	0.87044954	0.9118262	0.8655696	0.897407	0.90171206	0.91676193	0.88070107	0.799357	0.9373854	0.8483225	0.86909086	0.8823428	0.8218768	0.93837345	0.9073862	0.6982119	0.8941356	0.8382132	0.90519536	0.9446314	0.8943511	0.94900763	0.9213768	0.9098954	0.7776946	0.76148593	0.89048296	0.8308616	0.8916703	0.8256068	0.86437446	0.86381227	0.950496	0.8880005	0.9429814	0.94485116	0.84847677	0.94585824	0.8363539	0.7790524	0.9098015	0.7396443	0.8597391	0.888661	0.92704123	0.758569	0.80115736	0.89050245	0.8124393	0.8734999
dagelijks/adj	0.9559011	0.8902836	0.92478484	0.9101254	0.8702444	0.95478135	0.8923473	0.8763331	0.88302004	0.9645713	0.9337674	0.9370371	0.95115066	0.9420367	0.87987006	0.9065332	0.918114	0.89341754	0.89740795	0.89897543	0.9091146	0.8904767	0.91263664	0.9165911	0.8525157	0.889599	0.9582966	0.9145396	0.90968156	0.8172461	0.92954487	0.83741224	0.7767097	0.7620591	0.8418094	0.79102147	0.7851969	0.80532277	0.8054288	0.93138385	0.92863953	0.87621194	0.8354341	0.8528247	0.9113592	0.8501517	0.8363082	0.84375465	0.68682134	0.0	0.8816272	0.8163134	0.7647818	0.8619271	0.83518696	0.81787616	0.69385636	0.8366377	0.8528762	0.85896385	0.83217275	0.899945	0.8481815	0.84304965	0.9334825	0.85965633	0.88053155	0.82363725	0.8358677	0.86827767	0.8249649	0.8052416	0.875832	0.8407191	0.81212884	0.7407479	0.871017	0.90399337	0.8793554	0.88299835	0.82539654	0.8227699	0.82580847	0.86286056	0.77599794	0.793876	0.8282744	0.88934946	0.84506834	0.8452811	0.7785049	0.8354791	0.7990595	0.74823487	0.90431476	0.8417859	0.905197	0.8488216	0.82333475	0.84950554	0.8813802	0.87253165	0.89888424	0.85888976	0.87063813	0.88194406	0.78537655	0.8281647	0.7845761	0.80427086	0.92041093	0.8632263	0.87006414	0.86483544	0.8339864	0.84707224	0.92314905	0.84301054	0.8751496	0.8877492	0.80133325	0.8598392	0.8399461	0.897861	0.78849113	0.79012084	0.71781766	0.780879	0.8771694	0.9505101	0.75985765	0.923279	0.9205224	0.7768343	0.9277704	0.8377104	0.82422614	0.8354316	0.80678326	0.783635	0.8194771	0.8536165	0.74971545	0.7779789	0.835176	0.75139934	0.8489876
dat/det	0.9303987	0.8350832	0.9102901	0.9438016	0.87647504	0.9269563	0.928047	0.90587515	0.9233948	0.93979657	0.90121317	0.94724095	0.9171119	0.9450688	0.8916569	0.9200196	0.95237803	0.93747056	0.94032526	0.93959546	0.8401306	0.919768	0.84132445	0.8588937	0.8815372	0.9571852	0.93812907	0.8421855	0.91176826	0.8658158	0.9225479	0.7182827	0.72056514	0.75810367	0.709133	0.8421966	0.78716534	0.69873977	0.8548678	0.9389252	0.93346494	0.825895	0.88454354	0.8201455	0.9492371	0.91028696	0.812585	0.8233601	0.92034626	0.8816272	0.0	0.8323163	0.6462322	0.8195566	0.912469	0.8745226	0.799914	0.764233	0.87256163	0.80492246	0.9434845	0.92198163	0.7640188	0.8943089	0.93819547	0.83231866	0.874451	0.790357	0.7682052	0.8472018	0.7923621	0.75936735	0.7234768	0.6818451	0.9184047	0.6425986	0.9297559	0.938614	0.90581477	0.8803345	0.8761897	0.8771028	0.8850782	0.897021	0.7869959	0.81510025	0.69089365	0.86946255	0.915466	0.71367514	0.80391943	0.91610384	0.69331026	0.8048677	0.9235077	0.63563776	0.8766703	0.6235399	0.8772332	0.7516871	0.5937928	0.8196614	0.7145078	0.74929607	0.787421	0.89021456	0.7847512	0.7191938	0.6899459	0.805251	0.89955735	0.8511733	0.88451713	0.88437307	0.89299184	0.8115636	0.9329976	0.85111445	0.8762564	0.87098753	0.8542975	0.8075502	0.8713286	0.9091501	0.75452983	0.92384344	0.726738	0.7469514	0.9440638	0.94139296	0.7984999	0.94442344	0.90779907	0.8629259	0.93528676	0.7058345	0.8423446	0.7575183	0.9020414	0.80841875	0.69439423	0.76378727	0.74403	0.7524315	0.88818765	0.7590881	0.67137456
detail/noun	0.95016587	0.90951186	0.9031238	0.8731859	0.86975074	0.94251287	0.8987309	0.87026215	0.8482219	0.93282795	0.9120026	0.9500104	0.9362106	0.9526237	0.8747479	0.9346724	0.90781766	0.8736129	0.9308712	0.9052249	0.88664705	0.86413157	0.89829296	0.900406	0.8754011	0.85992056	0.9448126	0.9256146	0.8826509	0.85914713	0.9134118	0.82828146	0.79947215	0.80716026	0.7700716	0.81865346	0.7706437	0.79951775	0.8702618	0.95908433	0.91935444	0.8684009	0.8589334	0.8762084	0.94987917	0.8477895	0.8088749	0.8276341	0.9008632	0.8163134	0.8323163	0.0	0.7588317	0.8259169	0.74517936	0.87901926	0.7584175	0.8789106	0.86314094	0.76754546	0.73147047	0.915545	0.8391022	0.8127734	0.93692684	0.8408844	0.922997	0.83154356	0.8448984	0.8835196	0.81645316	0.85990083	0.8081323	0.8711431	0.9188999	0.78886193	0.8381651	0.94638735	0.85200125	0.8970114	0.86513186	0.8623115	0.82260734	0.7486148	0.74190474	0.82545316	0.82617843	0.8703228	0.8815379	0.85138774	0.81446576	0.85785896	0.79793763	0.8626251	0.9239963	0.8253083	0.91627216	0.80130213	0.77210635	0.8789943	0.84452534	0.84829456	0.85805225	0.86460114	0.85455203	0.83108115	0.8081645	0.8547922	0.7824938	0.8125533	0.9352686	0.69633186	0.8647396	0.7932732	0.8307396	0.84552616	0.8868476	0.83489597	0.8461493	0.77672285	0.6938114	0.8786721	0.90146977	0.91475356	0.8376122	0.8170816	0.72844416	0.80092454	0.81497943	0.91269726	0.73830336	0.9121959	0.8984126	0.80623364	0.9306289	0.8683378	0.8618815	0.77681977	0.9070042	0.8324591	0.85877466	0.7673721	0.81979907	0.76033807	0.86220676	0.82778186	0.741544
die/det	0.9249705	0.79786956	0.87557673	0.8966867	0.8283152	0.8949847	0.88094556	0.88138705	0.88035846	0.9243051	0.8756324	0.9080517	0.8852563	0.91376877	0.8420576	0.9014116	0.9134535	0.89956486	0.8954431	0.8896195	0.7971207	0.88039994	0.83353734	0.8104035	0.8423765	0.9077362	0.92820257	0.8445449	0.84984756	0.7623861	0.8794318	0.72870374	0.7040887	0.69834423	0.71824276	0.76525223	0.72484493	0.6847055	0.7888922	0.8993987	0.87352645	0.7958443	0.80616575	0.7617097	0.9101828	0.8589924	0.7551788	0.76022804	0.84728205	0.7647818	0.6462322	0.7588317	0.0	0.79381174	0.86027265	0.84687823	0.6785557	0.7805743	0.80989516	0.78706586	0.85261726	0.8950249	0.7507479	0.8625973	0.89797384	0.82407665	0.83604527	0.7302455	0.71141136	0.8471254	0.7248554	0.7505554	0.7494192	0.69909924	0.86881095	0.6400945	0.843287	0.89267784	0.8494693	0.80459887	0.7922512	0.83098054	0.8431057	0.8136388	0.7330063	0.75495815	0.72107303	0.7934886	0.83815217	0.7286385	0.761559	0.8235715	0.6816075	0.7297319	0.8958691	0.69699913	0.8381356	0.6463845	0.79194033	0.7521758	0.7093355	0.7977068	0.80050695	0.8049274	0.7760318	0.8195715	0.72734755	0.7261678	0.7178055	0.75200176	0.8559705	0.76573473	0.8255756	0.8133637	0.7781858	0.7671483	0.8829394	0.78805244	0.83720624	0.79359657	0.75862783	0.7622007	0.8084644	0.87963957	0.73265946	0.7862402	0.67447126	0.73226166	0.8901771	0.9020744	0.69594896	0.89091545	0.85067	0.7843571	0.91111314	0.7224709	0.76009065	0.7392369	0.86764777	0.7527375	0.68597656	0.73519474	0.66861284	0.7188209	0.804495	0.67989427	0.7082625
discussie/noun	0.9641759	0.81158197	0.93792796	0.9507213	0.84871006	0.94104576	0.928976	0.8968898	0.9068617	0.952495	0.923928	0.9395004	0.92006385	0.9452569	0.91244215	0.94766957	0.9428959	0.92225826	0.91255367	0.91395074	0.898234	0.8983986	0.8393288	0.79879665	0.8721242	0.932383	0.95138824	0.8523365	0.9006729	0.843543	0.94882226	0.85048133	0.8156122	0.8312513	0.8726256	0.83070743	0.8425716	0.80103815	0.88448167	0.9458938	0.92410123	0.81864667	0.85843104	0.8392565	0.9767951	0.9035957	0.8149682	0.8126159	0.8869135	0.8619271	0.8195566	0.8259169	0.79381174	0.0	0.8289879	0.90576893	0.79739356	0.8951468	0.8792603	0.8271634	0.9293782	0.8888006	0.8775165	0.69191897	0.88944656	0.90198636	0.9072165	0.88896817	0.89655936	0.94508016	0.8830351	0.87350523	0.85282785	0.9101662	0.918342	0.8878231	0.9361275	0.9587681	0.8963317	0.9213876	0.85867065	0.8760905	0.858575	0.8678862	0.846687	0.8454843	0.86700374	0.9099255	0.9074515	0.90788454	0.8463904	0.9151217	0.777455	0.8831248	0.9380618	0.87393147	0.8306909	0.81905305	0.85887897	0.8755756	0.84874296	0.8314019	0.849179	0.8555352	0.8752818	0.80852115	0.8567854	0.87965006	0.8241437	0.8342683	0.8632108	0.81542856	0.85614544	0.90243125	0.8952134	0.77600026	0.94753677	0.86214083	0.8730521	0.876231	0.8179778	0.8525996	0.8639431	0.9190533	0.9013251	0.8926059	0.7673148	0.8548394	0.8569671	0.951388	0.7953774	0.9051883	0.9399107	0.85510695	0.9067628	0.89028233	0.82864594	0.8213281	0.9093943	0.8849121	0.84105414	0.81868565	0.8878586	0.81936026	0.8599489	0.82994944	0.8238943
documentaire/noun	0.9649727	0.9266277	0.90487546	0.85227334	0.8698059	0.9644898	0.86712205	0.83636963	0.84503126	0.95617247	0.9174496	0.9477807	0.92504597	0.93329966	0.8089756	0.9419886	0.90934944	0.855105	0.9049791	0.9279549	0.93059725	0.80953515	0.9317479	0.9418711	0.8713083	0.67864823	0.9599787	0.94990844	0.8460102	0.8734694	0.9478256	0.869515	0.85929924	0.8683984	0.8891382	0.7672261	0.8303542	0.83456147	0.90915596	0.8861512	0.8991965	0.91990757	0.8538561	0.8889351	0.9608859	0.7345106	0.88299894	0.8773296	0.8961704	0.83518696	0.912469	0.74517936	0.86027265	0.8289879	0.0	0.8580087	0.84673035	0.91804934	0.91909564	0.8570724	0.7241767	0.8982533	0.8850408	0.7923388	0.9370521	0.90822667	0.92887837	0.85485256	0.8693358	0.9003349	0.8797574	0.9179136	0.88949597	0.922416	0.8986249	0.8880714	0.9074381	0.9249194	0.7452587	0.89114755	0.88340896	0.87115306	0.8251325	0.7859568	0.81055236	0.8737936	0.8726877	0.8709539	0.8623216	0.92020285	0.8860787	0.81979114	0.8797585	0.87830895	0.9188516	0.88515884	0.9206613	0.8409595	0.716138	0.92835236	0.9257125	0.87779975	0.9076698	0.9020082	0.93778753	0.8903385	0.8544092	0.92112577	0.8459389	0.83196926	0.9225174	0.76560885	0.8705604	0.78427935	0.8839067	0.836612	0.8399647	0.8204251	0.7680172	0.7784622	0.73446584	0.86367786	0.8812279	0.8737966	0.89290744	0.7746093	0.7632866	0.88587725	0.81425226	0.91274863	0.8117044	0.86898345	0.9071074	0.8433039	0.93446934	0.9379619	0.89165837	0.8589216	0.9074434	0.8641685	0.9150128	0.8168279	0.8897753	0.82383764	0.90744096	0.873352	0.82595956
dokter/noun	0.98096615	0.9176302	0.8777392	0.889689	0.84584886	0.9276602	0.8398694	0.84660286	0.85360986	0.9450285	0.9263383	0.94328415	0.9137684	0.8924841	0.88754356	0.95046717	0.89512223	0.8598372	0.92904764	0.91805	0.89921325	0.84380955	0.9268994	0.9271286	0.89970315	0.92230177	0.9423435	0.9014181	0.8858368	0.8053169	0.9681868	0.8030077	0.8336952	0.8452258	0.8841923	0.8107022	0.7888669	0.82777905	0.84144676	0.87915975	0.9546016	0.85336316	0.91536003	0.83144796	0.94232464	0.90030193	0.84125805	0.86188155	0.85397536	0.81787616	0.8745226	0.87901926	0.84687823	0.90576893	0.8580087	0.0	0.81727606	0.851053	0.85818034	0.8879606	0.8903672	0.8323598	0.78276944	0.8510036	0.97044617	0.89762735	0.9012866	0.72534597	0.76313376	0.91068083	0.71976334	0.8343593	0.8798061	0.82151586	0.8824464	0.81619966	0.90316176	0.9113249	0.89399004	0.8647623	0.88953793	0.79951286	0.86503214	0.9176071	0.83337677	0.82816565	0.85964835	0.8843986	0.7290597	0.8380759	0.87667257	0.7214684	0.8222871	0.7332227	0.8801575	0.82083714	0.88022786	0.82558596	0.9015008	0.82363427	0.8581146	0.8703841	0.874184	0.87294483	0.89311296	0.9117267	0.8351737	0.87507343	0.8572757	0.84657496	0.87876046	0.89323896	0.9182248	0.8945671	0.8726587	0.80054575	0.91099447	0.88203335	0.9066354	0.92412317	0.9012703	0.82613933	0.78288007	0.9319256	0.80259484	0.8471174	0.7198801	0.85661423	0.93435323	0.9584254	0.84985054	0.90054536	0.88720495	0.8447126	0.9021281	0.88244545	0.86682963	0.86247015	0.911563	0.78591025	0.85458326	0.86129576	0.7392272	0.7443261	0.88007647	0.7383877	0.86677575
duur_voort/adj	0.94486433	0.8153468	0.8842255	0.87847173	0.8075117	0.92118704	0.85310847	0.840835	0.84635794	0.9428627	0.8639694	0.9179221	0.8952873	0.93461597	0.85068065	0.9233788	0.90808696	0.87508696	0.8965956	0.9169725	0.8128216	0.83809936	0.83340585	0.8413531	0.8507267	0.90031934	0.94175416	0.8397695	0.8795707	0.8204129	0.9056276	0.7524514	0.7538993	0.7269312	0.7630987	0.7760519	0.6707318	0.691735	0.7930128	0.9008016	0.91113305	0.8024761	0.80622315	0.76635456	0.89965034	0.8645991	0.8237584	0.8281948	0.7949139	0.69385636	0.799914	0.7584175	0.6785557	0.79739356	0.84673035	0.81727606	0.0	0.7475784	0.8274289	0.79380625	0.8643624	0.9043486	0.7682734	0.8159282	0.91791964	0.8420864	0.8704152	0.7092138	0.7101172	0.86270404	0.6871383	0.7401857	0.80573404	0.7560164	0.8542293	0.6831127	0.84786725	0.9147199	0.86042255	0.8499751	0.7721578	0.8130332	0.830107	0.8058047	0.7352116	0.76042086	0.75085425	0.8290582	0.7826963	0.749104	0.7716092	0.7831936	0.72966737	0.7608635	0.90191215	0.76544625	0.83234775	0.76712406	0.7860917	0.7529906	0.8256071	0.8108771	0.8565818	0.82868695	0.85326433	0.8628652	0.73750144	0.7538127	0.78019094	0.7277173	0.8578614	0.78974986	0.8217587	0.81940705	0.8044685	0.7379128	0.88737035	0.7512846	0.8541477	0.79513955	0.75551045	0.75663745	0.73633397	0.8997669	0.7917816	0.7856754	0.6198503	0.74417096	0.8674923	0.9296166	0.68027055	0.86361575	0.9172407	0.78123295	0.9131527	0.7680925	0.7246645	0.7685675	0.88352925	0.8093889	0.7503904	0.77285755	0.65706205	0.7027801	0.78360945	0.7107475	0.7427824
eens/adv	0.9630456	0.88641196	0.88404906	0.91953003	0.86170065	0.9102813	0.85680026	0.8381512	0.86911076	0.93063706	0.9013486	0.9423144	0.92519975	0.9436413	0.8940477	0.93270695	0.9211427	0.86823714	0.9301923	0.89185256	0.84586066	0.8863576	0.881288	0.8797733	0.8925791	0.9178429	0.9546334	0.8485644	0.9303534	0.89519125	0.9141235	0.7365997	0.83497065	0.7986536	0.80165106	0.8701773	0.7318745	0.74495953	0.80645037	0.9400506	0.9289434	0.8575475	0.8851692	0.9143243	0.9165812	0.88955283	0.8866755	0.8903712	0.82578397	0.8366377	0.764233	0.8789106	0.7805743	0.8951468	0.91804934	0.851053	0.7475784	0.0	0.8301305	0.8731179	0.90244627	0.89904106	0.79361	0.8465533	0.95349336	0.8892244	0.87306666	0.7326393	0.72827756	0.8608376	0.6450089	0.7179041	0.73688096	0.6063806	0.9138015	0.5870056	0.83206576	0.9048418	0.87427133	0.81882364	0.83489746	0.8534121	0.8776604	0.9127898	0.7980198	0.7234707	0.6266408	0.9177445	0.8314158	0.6951003	0.86113566	0.8261291	0.7188137	0.8166639	0.93120575	0.70262957	0.86080545	0.71847045	0.88405883	0.7557205	0.78251237	0.8548565	0.8132278	0.7948622	0.7000364	0.9016144	0.7969013	0.7508073	0.7887725	0.77860117	0.852268	0.866029	0.90057313	0.87920386	0.8773031	0.8295716	0.90586627	0.7976712	0.92292434	0.86636585	0.84492624	0.7120918	0.7337065	0.916924	0.6978429	0.88471967	0.69335365	0.80894417	0.9474816	0.916297	0.864714	0.9341286	0.95340204	0.8645954	0.91071415	0.661857	0.6855694	0.8733986	0.9091109	0.7314869	0.75317615	0.8135094	0.6220711	0.7459576	0.8409718	0.76011926	0.7585297
eraan/pp	0.95394146	0.9150531	0.93736976	0.93003	0.8922278	0.9415763	0.8892869	0.88898486	0.8936701	0.9484121	0.9349065	0.95228994	0.93411887	0.94457865	0.91038114	0.94360304	0.9361039	0.91220504	0.91320145	0.9174328	0.90657395	0.8954753	0.92570215	0.91477895	0.9115144	0.93689626	0.9420601	0.89060086	0.93283594	0.65573525	0.9611345	0.83744085	0.8476795	0.8295169	0.86581206	0.85102046	0.7968661	0.8303426	0.8817393	0.93935657	0.9398124	0.9025363	0.8781401	0.8587506	0.962423	0.8904371	0.88878894	0.68263686	0.8698911	0.8528762	0.87256163	0.86314094	0.80989516	0.8792603	0.91909564	0.85818034	0.8274289	0.8301305	0.0	0.8829622	0.8934317	0.9125791	0.8394912	0.88841325	0.94255435	0.90789396	0.87257385	0.8121146	0.8406174	0.88145614	0.80894804	0.85023206	0.85920984	0.78894794	0.90967405	0.79606134	0.8773886	0.936612	0.90689826	0.911798	0.8659096	0.87829375	0.86816275	0.8954494	0.86023563	0.79652196	0.8450815	0.8941085	0.884765	0.82704544	0.8499159	0.86756736	0.8048506	0.8579345	0.951654	0.8125791	0.87769186	0.830711	0.8978465	0.8623372	0.8786536	0.8903178	0.8948547	0.8569528	0.85114115	0.9138383	0.8357198	0.8552487	0.8386835	0.8275753	0.91387725	0.8676623	0.8540436	0.89848846	0.8813543	0.8625923	0.9027159	0.88122094	0.94515383	0.90731037	0.8746777	0.83624214	0.8306237	0.91931266	0.8184131	0.8665198	0.8084508	0.8213654	0.93053424	0.96837604	0.84119254	0.93735677	0.92399275	0.858415	0.9288237	0.8733537	0.84558535	0.8597724	0.9207722	0.82856315	0.8603064	0.86404216	0.79526246	0.7927061	0.8585792	0.82514846	0.85744745
feit/noun	0.9704688	0.85879904	0.92477596	0.9292711	0.8415774	0.94868267	0.88930905	0.8851815	0.8909569	0.9464146	0.93451566	0.9557085	0.9191629	0.93800485	0.909677	0.9199801	0.93028563	0.9038389	0.9357731	0.9184789	0.9193032	0.90060896	0.8914296	0.91390944	0.8992858	0.92961127	0.95673245	0.88951796	0.8955202	0.85453546	0.9595549	0.77349466	0.79161	0.8370942	0.85423356	0.8350628	0.8365507	0.8306972	0.9008075	0.9379447	0.93968374	0.80620396	0.86434966	0.84638786	0.9645291	0.93224585	0.8260671	0.85743654	0.927891	0.85896385	0.80492246	0.76754546	0.78706586	0.8271634	0.8570724	0.8879606	0.79380625	0.8731179	0.8829622	0.0	0.8799574	0.8831191	0.8835646	0.87426585	0.95142376	0.9032573	0.92094994	0.8519606	0.8182755	0.9231995	0.7783195	0.86344063	0.8604904	0.87454677	0.8891636	0.8818367	0.93839276	0.93486774	0.9282594	0.8909424	0.91164565	0.8708631	0.9026942	0.893229	0.7921659	0.88220435	0.8525051	0.9062103	0.8395419	0.86802113	0.88564086	0.88570833	0.7625873	0.8615378	0.9402391	0.84394825	0.90041614	0.82213295	0.9243028	0.81816673	0.82448024	0.87006956	0.8493487	0.86892205	0.8700153	0.8395597	0.8448884	0.84504163	0.8112423	0.87305343	0.8725561	0.82677054	0.8361428	0.91883755	0.8939859	0.83287704	0.9308475	0.8888062	0.90569514	0.8785705	0.8314416	0.8639773	0.8595933	0.92643154	0.8534566	0.8538641	0.75253236	0.87123346	0.89854145	0.9449737	0.7742424	0.9145704	0.9133864	0.84369934	0.93514144	0.8953505	0.92040944	0.835588	0.9446253	0.84695095	0.82148564	0.8167138	0.8260633	0.82177067	0.8406808	0.7409681	0.82022953
