	*/tag	1/noun	10/num	1930/noun	2.500/num	25/num	30%/num	30/num	400/num	50/num	6,5/num	84/num	Albanees/noun	Amerikaans/adj	Angenent/name	Brits/adj	Brussels/adj	Camiel/name	Canada/name	Decoster/name	Europees/adj	Francis/name	Henk/name	Hollands/adj	KLM/name	LPF_minister/noun	Lanaken/name	Leandro/name	Litmanen/name	Londens/adj	Milieu/name	Máxima/name	Onderwijs/name	Temmink/name	Turks/adj	Vlaams/adj	Vrienden/name	Waal/name	Westmalle/name	Zuid/name	aanvankelijk/adj	accijns/noun	administratie/noun	afkomst/noun	afkomstig/adj	afloop/noun	algemeen/adj	alleenstaand/adj	als/comp	alsof/comp	alvast/adv	arm/adj	arm/noun	bank_DIM/noun	basis/prep	beeld_DIM/noun	been/noun	behaal/verb	beide/det	belasting/noun	bepaal/verb	beschik/verb	bestuur_kamer/noun	binnenlands/adj	blik_DIM/noun	boer_DIM/noun	boete/noun	borst/noun	bouw_op/verb	boven/prep	bovendien/adv	bovenop/prep	box/noun	brandstof/noun	btw/noun	buitenland/noun	buitenlands/adj	coca/noun	college_geld/noun	daarna/adv	daarvoor/pp	dan/adv	dankbaar/adj	danseres/noun	dat/pron	deal/noun	deelstaat/noun	deze/det	dezelfde/det	die/det	die/pron	door/comp	dring_terug/verb	dringend/adj	duizendste/num	dwingend/adj	echter/adv	ecotax/noun	een/det	eerst/adj	eigen/adj	elk/det	en/noun	en/vg	energie/prefix	enkel/adv	entree/noun	ere_burger/noun	euro/noun	even/adj	even/adv	eventueel/adj	extra/adj	federaal/adj	feestganger/noun	fiets_rek/noun	financieel/adj	fiscus/noun	fles_DIM/noun	flink/adj	frank/noun	ga/verb	gebied/noun	gebruik/noun	gecontroleerd/adj	geen/det	geheel/adj	gehuld/adj	gelegenheid/noun	gemeente/noun	gewicht/noun	gewoon/adj	glas/noun	glas_DIM/noun	gouden/adj	grif/adj	groen/adj	haar/det	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	harmonisering/noun	heer/noun	heffing/noun	hemel/noun	her_stelling_werk/noun	het/adj	het/det	hierover/pp	hij/pron	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	houder/noun	huize/noun	hulpeloos/adj	hun/det	hé/tag	immers/adv	industrie/noun	ingevoerd/adj	inkomst_belasting/noun	inmiddels/adv	invoer_recht/noun	irriteer/verb	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	kijk_aan/verb	koers_winst/noun	kop_positie/noun	kroon_prins/noun	kroost/noun	laat_na/verb	lach/adj	land/noun	landelijk/adj	langer/adv	langzaam/adj	lidstaat/noun	lig_om/adj	liter/noun	lokaal/adj	loon_belasting/noun	louter/adj	luistergeld/noun	maandag_avond/noun	mag/verb	meen/verb	meer/adj	meer/adv	meest/adj	men/pron	middel/prep	milieu_belasting/noun	milieuvriendelijk/adj	miljard/noun	minder/det	miniem/adj	ministerie/noun	moet/verb	mogelijkheid/noun	motivatie/noun	nalatenschap/noun	nergens/adv	netjes/adj	nieuw/adj	niks/adv	nu/adv	of/vg	ogenblik/noun	om/comp	omdat/comp	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	onszelf/pron	ontbreek/adj	ook/adv	op/part	op/prep	opdat/comp	oranje/adj	over/prep	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	parkeer_plaats/noun	particulier/noun	pas/adv	pensioen_premie/noun	per/prep	plastic/adj	poot/noun	premie/noun	prijs_aan/verb	prinses/noun	procent/adj	procent/noun	product/noun	promotie/noun	provincie/noun	pub/noun	regering/noun	rekening/noun	rekeningrijden/noun	rendement/noun	rente/noun	reserve/noun	roerend/adj	sanctie/noun	schoen/noun	schouder/noun	sigaret/noun	smaak/noun	snel_weg/noun	soort/noun	spaar_geld/noun	speciaal/adj	speculatie/noun	sport_wereld/noun	spreid/verb	sta_toe/verb	staal/noun	staat/noun	stad/noun	stadhuis/noun	standaard/adj	statie_geld/noun	steenkool/noun	stel_aan/verb	stijg/verb	stroom/noun	stuk_DIM/noun	successie_recht/noun	systeem/noun	taks/noun	taksen/noun	tarief/noun	te/adv	te/comp	te/prep	teatraal/adj	teelt/noun	tegelijk/adj	tel/noun	tentoonstelling/noun	ter/prep	terwijl/comp	tijd/adj	toch/adv	toegang/noun	toegang_prijs/noun	toekomst/noun	toelage/noun	toeslag/noun	tol/noun	transactie/noun	triomfantelijk/adj	troon/noun	vanaf/prep	vennootschap_belasting/noun	verdeel/verb	verlaag/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verontschuldig/adj	verschil/adj	verstandig/adj	verzekerd/adj	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voer_in/verb	voldoende/det	voorheffing/noun	voorstel/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorm/noun	vriendschap/noun	vrijwel/adv	vul_aan/adj	waarde/prep	waarop/pp	waarover/pp	waarschuw/verb	wanhoop/noun	weg/noun	weinig/det	wetsvoorstel/noun	wettelijk/adj	wijn/noun	wijze/noun	wil/verb	winst/noun	word/verb	zal/verb	ze/pron	zelf/adv	zenuwachtig/adj	zeventien/num	zij/pron	zijn/det	zoals/comp	zondag_middag/noun	zonder/comp	zoveel/num	zwaar/adj
*/tag	0.0	0.7137462	0.60862505	0.90024793	0.68512297	0.6354891	0.7750664	0.6449512	0.7043615	0.6185019	0.84078956	0.8694216	0.878518	0.95395297	0.9362984	0.9055796	0.6963966	0.84308183	0.8784303	0.76373863	0.89716965	0.81834793	0.9582574	0.91143674	0.8995332	0.9828102	0.50367504	0.9889159	0.9651562	0.8562649	0.8125629	0.9259218	0.8711814	0.9885335	0.93598324	0.72698474	0.8389573	0.95124507	0.72695106	0.7399944	0.87660074	0.78758293	0.8258147	0.9221621	0.7912802	0.8673248	0.8166968	0.82469684	0.93982786	0.91456455	0.8009704	0.9108038	0.9569958	0.8252841	0.83856726	0.8060807	0.9609489	0.8357829	0.90244657	0.7431896	0.8572349	0.8818112	0.9103558	0.943246	0.7618789	0.9487804	0.68848336	0.94752234	0.9167731	0.7745153	0.77047527	0.71090066	0.8961914	0.81270593	0.77162164	0.88553053	0.89144135	0.92423373	0.92802596	0.86923206	0.81034124	0.93458724	0.8972912	0.97283214	0.8717142	0.9695306	0.83566326	0.85335207	0.88950133	0.90067816	0.88000894	0.80292225	0.7959562	0.822544	0.85139555	0.9180831	0.94758826	0.8637186	0.7312926	0.9451927	0.92558795	0.75799817	0.8921826	0.71793	0.8049502	0.73906076	0.8170351	0.7356133	0.67016435	0.9167887	0.85745454	0.787946	0.71149045	0.7215156	0.807578	0.80484563	0.855042	0.85433364	0.7219571	0.84038174	0.61765	0.8900982	0.76480806	0.8108746	0.6196668	0.8515433	0.89152235	0.9242165	0.8941092	0.6131382	0.8643419	0.8666573	0.7549472	0.71548253	0.8554429	0.8959044	0.80005836	0.9312973	0.882016	0.8643814	0.8742029	0.9838417	0.8741624	0.9261976	0.8673467	0.9652674	0.72192985	0.9421556	0.78568244	0.9587899	0.8458504	0.8905076	0.95419425	0.9305922	0.91209805	0.8282418	0.9793871	0.78370893	0.9470688	0.9834143	0.8938418	0.93611217	0.7856743	0.85059786	0.8933599	0.839182	0.8890239	0.82600474	0.9608525	0.927361	0.91755056	0.89248735	0.8747876	0.76852643	0.8954854	0.96393263	0.8991586	0.8550515	0.9558356	0.96330005	0.8856391	0.9253121	0.95675623	0.8651296	0.7694621	0.8790913	0.90081406	0.8149129	0.7110243	0.67745495	0.8357789	0.93970925	0.81733227	0.5820851	0.8334373	0.8287975	0.7012762	0.9172521	0.85545254	0.8891988	0.8534171	0.78102124	0.7803712	0.796915	0.800075	0.8633411	0.8872073	0.8120059	0.92099524	0.93885404	0.86722684	0.8257812	0.83772266	0.796042	0.92647123	0.91834474	0.69641185	0.9263797	0.86650693	0.8656068	0.82473516	0.8820685	0.9057462	0.9421358	0.7773951	0.8674369	0.8566152	0.74484444	0.89574987	0.9123833	0.92870295	0.88946056	0.7394645	0.81655395	0.891313	0.83551705	0.6798103	0.7808343	0.8922092	0.8749025	0.6467229	0.79418886	0.86325145	0.81482863	0.8794148	0.94955075	0.84245497	0.76248634	0.80249083	0.8755608	0.6989023	0.8250686	0.8122891	0.8635013	0.8831209	0.810449	0.88260055	0.9203553	0.83937174	0.90686655	0.8589922	0.96215785	0.74844396	0.9042791	0.81221616	0.85021377	0.8357283	0.81812894	0.9521949	0.94802266	0.8449206	0.8301101	0.81560063	0.80951285	0.6578374	0.6738425	0.85046625	0.7631206	0.91017336	0.6665592	0.7879351	0.84318614	0.8753208	0.8406839	0.808589	0.7453597	0.78423417	0.78026927	0.8213613	0.90931606	0.8817099	0.9604604	0.78092664	0.8762247	0.82747906	0.83761764	0.72207695	0.84802854	0.90583247	0.9771527	0.68147695	0.6988034	0.907777	0.7166343	0.7969053	0.86680114	0.91280127	0.88160247	0.96877813	0.68573797	0.8394595	0.8189687	0.7199553	0.95664304	0.8571018	0.90685076	0.930688	0.8916982	0.97710264	0.86640316	0.9065136	0.9661081	0.8400834	0.8477752	0.6911174	0.89921445	0.8002392	0.8035688	0.6746247	0.85425586	0.8918954	0.8026046	0.9749868	0.91646683	0.8020858	0.7402599	0.91310656	0.9277375	0.9184123	0.97297263	0.8294784	0.92303145	0.9320232	0.8559933	0.6986536	0.86713994	0.83407724	0.8457355	0.7553272	0.8451365	0.9579131	0.945668	0.9143105	0.7959067	0.9361557	0.93203783	0.8281332	0.7750788	0.82842195	0.8649237	0.76748705
1/noun	0.7137462	0.0	0.57847154	0.8267392	0.7359381	0.5808676	0.73066497	0.53571165	0.7193167	0.5586342	0.72601134	0.9055127	0.92323905	0.9145217	0.9746169	0.9139801	0.865944	0.9686479	0.9124611	0.93831205	0.74764967	0.9379819	0.912106	0.9766628	0.68229336	0.94091505	0.83985734	0.96951896	0.9623592	0.9007356	0.8387595	0.9796713	0.9216902	0.9485323	0.93367624	0.8240549	0.8946863	0.90605766	0.74768955	0.83533895	0.8370708	0.576916	0.7566366	0.96068144	0.8443614	0.93652105	0.577814	0.7191801	0.79852617	0.9216101	0.8077846	0.9119646	0.9437211	0.9403246	0.6696676	0.91467	0.9527406	0.87538004	0.9292878	0.44566345	0.6549727	0.9588631	0.9699575	0.7280781	0.8405713	0.9718736	0.7136123	0.9643351	0.8682592	0.7923049	0.67223704	0.56390584	0.71863467	0.64666617	0.4464326	0.76118773	0.74905187	0.988694	0.77790815	0.84459716	0.7595207	0.7944114	0.9736999	0.95491517	0.8573721	0.92710197	0.86187965	0.77743304	0.855587	0.76235324	0.7463409	0.67751825	0.81944716	0.7949914	0.945362	0.9055509	0.82040036	0.5808277	0.85939944	0.8262575	0.94245386	0.83480614	0.7273654	0.7877853	0.80205727	0.76941186	0.84146667	0.84654117	0.57712704	0.97138643	0.89899254	0.70433223	0.6127234	0.7688995	0.9223104	0.94200504	0.8275683	0.6104982	0.838639	0.676975	0.63300383	0.75825727	0.8924004	0.82034105	0.8601991	0.6856705	0.80916446	0.9931759	0.91546893	0.7049374	0.81626946	0.80762804	0.8781104	0.9265289	0.92917615	0.8812298	0.7953966	0.9465619	0.95614994	0.9148394	0.9851599	0.9853358	0.93160105	0.9440211	0.71056837	0.97621256	0.40202737	0.9415586	0.8352049	0.89120233	0.8427116	0.70985043	0.9599295	0.7451655	0.9090057	0.647212	0.9783037	0.8381603	0.96411246	0.94855326	0.85339063	0.9626801	0.66653144	0.87915224	0.47056156	0.46572828	0.83996296	0.6837075	0.9770234	0.81248146	0.80869406	0.7313665	0.8327986	0.94199705	0.66503733	0.96728694	0.7583272	0.85550797	0.94820493	0.9803384	0.91644984	0.93996775	0.8264202	0.6277581	0.68591046	0.8717103	0.6726138	0.8836598	0.6567988	0.761161	0.58747894	0.91425955	0.6105647	0.827552	0.73557425	0.8607318	0.84052384	0.7993196	0.91482085	0.8203626	0.7340523	0.59256256	0.80565846	0.7030076	0.63858587	0.9076502	0.88903177	0.62995505	0.7905957	0.8826759	0.8696102	0.8282553	0.83321303	0.6857593	0.9552109	0.6821636	0.7534891	0.7655443	0.80423516	0.6924089	0.6340605	0.5986661	0.582301	0.9349108	0.90528965	0.85675275	0.8512667	0.7643662	0.8253301	0.9810875	0.79768354	0.9516916	0.6614987	0.89580095	0.82827187	0.7105651	0.8604169	0.58073246	0.6424763	0.6712426	0.50116754	0.9178199	0.85550475	0.587088	0.9050068	0.9436295	0.55925417	0.622897	0.70972276	0.8405484	0.79531276	0.95486176	0.7458072	0.6560848	0.76674724	0.7017715	0.65213245	0.9047774	0.70093536	0.8252666	0.9473267	0.9594543	0.70137	0.98839766	0.7964804	0.87102777	0.7463305	0.7490597	0.83807266	0.9670731	0.8872291	0.6544818	0.80898064	0.7445205	0.8845072	0.9035715	0.7869132	0.77272344	0.81664443	0.85025334	0.6027707	0.70212525	0.90537643	0.6032406	0.574282	0.6287123	0.60149103	0.40290904	0.8759182	0.78972584	0.82514983	0.9309254	0.9316222	0.7293067	0.80346465	0.8501214	0.88220584	0.77868366	0.87638515	0.9408579	0.8027379	0.6455824	0.8245365	0.8161463	0.57923543	0.78890073	0.7216371	0.94897586	0.9272179	0.3918652	0.51350975	0.84096026	0.46572495	0.95132476	0.7535167	0.91732574	0.9878547	0.84829974	0.9650773	0.756557	0.9510109	0.94750094	0.8336323	0.7253213	0.49073935	0.9380256	0.55880094	0.7121315	0.52688456	0.90623206	0.69153607	0.7335031	0.9947139	0.81698245	0.66472095	0.8217612	0.8034221	0.71325094	0.8592242	0.9833855	0.8540633	0.8606936	0.8344792	0.6324017	0.8293413	0.88566107	0.7574724	0.7509396	0.58788276	0.64595866	0.96353436	0.91501844	0.9644005	0.79162097	0.81377375	0.9663214	0.7652014	0.8567086	0.7735963	0.8918439	0.8564461
10/num	0.60862505	0.57847154	0.0	0.944741	0.6160034	0.17189038	0.5940474	0.2097559	0.3677016	0.22243994	0.3216561	0.6171797	0.87030005	0.8827075	0.88673747	0.96561474	0.9452888	0.85936344	0.82928514	0.90515256	0.8203764	0.93136555	0.9007649	0.9445922	0.6557381	0.99850506	0.87913764	0.9264755	0.8787371	0.86023736	0.91544294	0.9389653	0.9506766	0.9451543	0.98347837	0.9032939	0.95924455	0.9336853	0.76933426	0.8707511	0.75576544	0.682565	0.9136595	0.95111024	0.8803698	0.95196265	0.8100949	0.7346465	0.8999073	0.9358282	0.89838004	0.8466327	0.9280606	0.93016106	0.8000351	0.83801323	0.9462073	0.5767437	0.9462822	0.554564	0.8390082	0.9260782	0.97971314	0.7674725	0.8485177	0.92945683	0.5629654	0.9556926	0.8598161	0.6010517	0.7591841	0.51443684	0.7648884	0.73227096	0.6127603	0.86069447	0.7656061	0.8860268	0.8031913	0.9304843	0.7717034	0.8939776	0.9917008	0.9824753	0.87728024	0.84878874	0.94053394	0.8829377	0.8128618	0.8405113	0.8680929	0.7234575	0.7541748	0.9182824	0.78225714	0.95604056	0.89128405	0.8401525	0.7921551	0.8744514	0.93183565	0.81854326	0.93987817	0.8337132	0.8304263	0.85954964	0.74320364	0.93586653	0.2597062	0.9618776	0.8935051	0.7414167	0.6150352	0.83643055	0.87589467	0.90287197	0.84987104	0.67476565	0.77238744	0.6443006	0.36236328	0.8487434	0.8612815	0.8693429	0.7402259	0.81408364	0.8366101	0.9839157	0.9050789	0.8188175	0.74987805	0.85727495	0.85324544	0.8401008	0.8424257	0.8879424	0.9155904	0.92895645	0.94317174	0.8677444	0.95740867	0.96853393	0.9479589	0.9472855	0.81025153	0.94273484	0.58694726	0.9023296	0.8772604	0.95265204	0.8743419	0.85568595	0.9815681	0.9024552	0.8892329	0.61240435	0.96668303	0.8000964	0.9984264	0.9648986	0.84754634	0.9401815	0.75024813	0.8376266	0.768077	0.6190864	0.8098379	0.6693222	0.98913765	0.89983016	0.8135917	0.76983225	0.8238025	0.9749595	0.83570504	0.94750047	0.5288459	0.92126364	0.9772261	0.9841635	0.9444008	0.9338843	0.89355373	0.77809	0.87459207	0.8142177	0.8366327	0.91604334	0.56662726	0.82016516	0.68313724	0.93972254	0.8035668	0.8964294	0.88413495	0.8785449	0.54883343	0.90507084	0.90660316	0.93924874	0.88042986	0.7230787	0.8628019	0.36087054	0.5901519	0.750312	0.95708305	0.78090984	0.8997691	0.9343938	0.8524444	0.91352713	0.909194	0.8862662	0.9185104	0.8721091	0.70192504	0.9438424	0.8932464	0.8023036	0.5965485	0.86273354	0.76203746	0.94955915	0.8382464	0.9161706	0.80668956	0.7618844	0.9001585	0.94744587	0.88834447	0.9719578	0.77112985	0.87277055	0.74011785	0.84441376	0.85143363	0.69807506	0.92842865	0.65877235	0.3698557	0.9104645	0.9112812	0.5427894	0.95672905	0.9719984	0.58415484	0.30465227	0.7702177	0.89564455	0.810504	0.93897974	0.8983897	0.7511996	0.8618368	0.5090674	0.52271664	0.803158	0.70695084	0.9003161	0.9596019	0.9276244	0.6955855	0.96338063	0.81978494	0.9203807	0.62109816	0.8013313	0.8445664	0.9645472	0.89719176	0.8510465	0.757334	0.8441392	0.9154466	0.9293827	0.81236166	0.7401566	0.8281084	0.9348805	0.38394368	0.8211828	0.90673155	0.68207514	0.80668235	0.70670176	0.71813655	0.5758399	0.89931417	0.8791159	0.8908582	0.90915775	0.8687729	0.86584157	0.7907548	0.8319527	0.64447343	0.6832336	0.96148866	0.9402257	0.6068644	0.45527887	0.89908093	0.6928129	0.58156097	0.9242914	0.62855476	0.904855	0.9744382	0.5955044	0.6814379	0.74803483	0.5097691	0.9562368	0.55380034	0.8173046	0.9519273	0.9203047	0.97024184	0.7466967	0.9237302	0.9505162	0.8736158	0.8091841	0.70096684	0.92752486	0.6293818	0.8963045	0.6970304	0.9693612	0.87974536	0.8135355	0.9775687	0.86037576	0.7044257	0.5981574	0.87308294	0.8645813	0.90887314	0.9678639	0.9148576	0.8997795	0.9626665	0.7933171	0.8052014	0.91023314	0.85920453	0.48267776	0.824477	0.79484916	0.9722477	0.95777184	0.96696395	0.6222636	0.90040475	0.9145525	0.8753523	0.9325756	0.84602636	0.8788395	0.8681047
1930/noun	0.90024793	0.8267392	0.944741	0.0	0.94697165	0.9412133	0.96441495	0.9259925	0.9458533	0.94536674	0.9357543	0.9281388	0.92521125	0.8710065	0.8331709	0.72542596	0.8717388	0.9577707	0.924441	0.82399935	0.92446154	0.8399964	0.93229616	0.8732068	0.91402644	0.9888239	0.94216543	0.9780002	0.93371946	0.71839386	0.92155266	0.69876873	0.9427946	0.92770934	0.9271586	0.914579	0.9062866	0.89777654	0.9011197	0.85051835	0.91605115	0.96303445	0.93562376	0.85233015	0.8798733	0.94202113	0.93539965	0.88373303	0.8938217	0.79835093	0.93739784	0.9038175	0.8913232	0.92463064	0.97860426	0.82103276	0.87392575	0.9560995	0.87650853	0.9746066	0.94296175	0.95037574	0.87852585	0.9594209	0.9568028	0.9105372	0.9673187	0.8678332	0.9106332	0.89332205	0.9366347	0.966127	0.91195893	0.958171	0.9609776	0.89119226	0.95216537	0.96305895	0.9297745	0.8516681	0.9668546	0.90202725	0.8485153	0.7789838	0.86505526	0.96656454	0.9177133	0.85560745	0.8643236	0.9533659	0.77224153	0.93980646	0.9497351	0.90986675	0.8892454	0.8371147	0.9047024	0.9682214	0.8717521	0.8425795	0.89090663	0.89310145	0.97874004	0.8323026	0.9935354	0.93140346	0.85082364	0.96035475	0.94247377	0.9478348	0.9414525	0.93576705	0.95906806	0.96009445	0.8337743	0.950897	0.95772225	0.9552828	0.91085434	0.95254153	0.95829535	0.9590307	0.9157739	0.9740258	0.939004	0.94649625	0.85728896	0.7612418	0.921675	0.9242224	0.9651968	0.99123317	0.9520403	0.9693975	0.92845577	0.80922043	0.95648676	0.7850882	0.8947309	0.8011602	0.94116086	0.97332615	0.9005791	0.9142461	0.9321836	0.9821072	0.94929814	0.8835133	0.801054	0.8164182	0.9359149	0.8732407	0.8806929	0.95709187	0.92896175	0.95909023	0.92086303	0.94054556	0.9220253	0.8900927	0.8779626	0.9577928	0.8995986	0.8838618	0.9271021	0.950815	0.8697982	0.9805933	0.9570841	0.907173	0.9414804	0.96420634	0.90629	0.78758776	0.9479585	0.91420376	0.9078492	0.9402248	0.80380106	0.8115791	0.9323858	0.7908125	0.88791674	0.94022894	0.91471994	0.8893062	0.93759054	0.91024387	0.953292	0.96233046	0.9191429	0.83486474	0.9528975	0.8909831	0.85302997	0.79373765	0.9409395	0.9746695	0.8525935	0.9167097	0.91135585	0.9644534	0.9139436	0.948577	0.95820224	0.9211817	0.86666197	0.8842848	0.9773519	0.98896796	0.8975236	0.88010126	0.95571244	0.8227074	0.9291457	0.81370544	0.89615613	0.8258658	0.94485265	0.8883712	0.89412075	0.9121911	0.96135694	0.87451804	0.9130075	0.93023115	0.93371093	0.93581694	0.9082557	0.93115705	0.93229425	0.8665974	0.91826713	0.9832318	0.96266097	0.9020285	0.9501889	0.9384654	0.79454917	0.935528	0.9135802	0.91906255	0.93890774	0.9566028	0.85693645	0.73393273	0.95548034	0.94122744	0.8994255	0.9368708	0.9052202	0.9427502	0.89957017	0.9752379	0.9092515	0.94339705	0.95136803	0.9490127	0.9621545	0.96332484	0.87656283	0.90359896	0.94422716	0.8974935	0.9240623	0.9594274	0.94679886	0.90961343	0.94782245	0.81724834	0.8220796	0.90039843	0.95134974	0.9250222	0.88358784	0.83893335	0.9217636	0.9586297	0.945911	0.8036725	0.9254614	0.9164287	0.94096434	0.9304778	0.9342088	0.93976635	0.9503503	0.9504818	0.9703072	0.924289	0.85265994	0.79401696	0.94172674	0.9119878	0.923809	0.83765	0.9350208	0.86857474	0.96264935	0.9542102	0.87390405	0.88448316	0.99076337	0.9124344	0.9017469	0.97655386	0.95062715	0.9204995	0.68462324	0.8495481	0.9312798	0.92168504	0.95305765	0.91693735	0.9337936	0.80176795	0.86915946	0.87312835	0.914868	0.9307005	0.9532082	0.916264	0.86780196	0.92666525	0.9055853	0.97477955	0.96110475	0.9300098	0.9428524	0.87800944	0.9801745	0.966988	0.81787217	0.87589926	0.94140065	0.9565611	0.865055	0.96629536	0.85444576	0.86366075	0.9525768	0.9121562	0.9081304	0.94115865	0.94568366	0.8900695	0.8961448	0.9179971	0.81782234	0.8622263	0.9039157	0.89882994	0.9322538	0.78654873	0.8804124	0.8129784	0.8985798	0.85952127	0.9394975	0.9592324	0.9704157
2.500/num	0.68512297	0.7359381	0.6160034	0.94697165	0.0	0.56000686	0.7832515	0.54815316	0.46523625	0.42872298	0.5622723	0.8003516	0.91815484	0.9160418	0.9860252	0.9455473	0.8543558	0.950061	0.9269506	0.9472159	0.87094384	0.9782264	0.9807563	0.96110433	0.74841535	0.994065	0.9058724	0.96692115	0.9712053	0.9228486	0.8985895	0.9763501	0.9548993	0.9910089	0.96426594	0.8292735	0.95816046	0.9521788	0.9618739	0.9005743	0.9167133	0.61232555	0.8758136	0.9415764	0.89216	0.96329814	0.7859938	0.58508027	0.86413854	0.913296	0.89545125	0.8992473	0.9148404	0.90953356	0.74489635	0.74639887	0.9647765	0.8935779	0.9128397	0.6109262	0.82738864	0.86052424	0.9679084	0.81724113	0.8187505	0.9574172	0.52754986	0.9042885	0.89524704	0.71989346	0.64283466	0.50435066	0.7576665	0.6289591	0.6392618	0.8519398	0.8295594	0.95597386	0.8642417	0.9287088	0.6778848	0.9023788	0.95252836	0.944462	0.8807602	0.8194181	0.9102305	0.77816045	0.8419442	0.7090541	0.7930115	0.7649642	0.8144737	0.89974207	0.8149709	0.97137487	0.8644984	0.78479356	0.6576282	0.9877554	0.9070465	0.7626671	0.95724314	0.7514559	0.8406435	0.73890936	0.79294276	0.9302493	0.36615932	0.9371669	0.9289811	0.72195184	0.47583497	0.80384827	0.9192198	0.89928097	0.81195366	0.7775681	0.8602227	0.6656686	0.3130535	0.8811253	0.9041725	0.82830715	0.8754136	0.79081184	0.8941754	0.88937545	0.88627607	0.6681956	0.650321	0.86120546	0.7967907	0.885215	0.7787721	0.94346875	0.8579096	0.9178785	0.9671957	0.90170646	0.8256266	0.9797539	0.91696507	0.93339944	0.8886337	0.98579586	0.6087024	0.9297999	0.8013986	0.98516613	0.9286808	0.8989247	0.9258963	0.9453498	0.8551763	0.6944134	0.9175676	0.80366874	0.95450103	0.9828187	0.8424389	0.9729354	0.73548627	0.876262	0.72292817	0.8223705	0.9047478	0.67098856	0.98504066	0.8570384	0.87174654	0.76656073	0.92315775	0.9507217	0.8812938	0.92420757	0.84436864	0.96444964	0.94649434	0.9611516	0.8786604	0.93796045	0.9121	0.899945	0.8928367	0.9184725	0.82964635	0.86093056	0.5831126	0.86335397	0.74166787	0.9214901	0.77801025	0.822314	0.82921654	0.8789509	0.6172726	0.8590032	0.94792026	0.8591692	0.7698057	0.6569767	0.85696745	0.52125055	0.7183693	0.89837086	0.9057312	0.710169	0.9033031	0.9128238	0.8460852	0.89954704	0.79938644	0.78472763	0.97104925	0.8682107	0.6442776	0.91806614	0.810605	0.7311989	0.6847785	0.8559229	0.83172905	0.9466937	0.76945263	0.8685593	0.7979504	0.79538304	0.8088104	0.93911016	0.9151242	0.98164976	0.73960376	0.80683637	0.77497077	0.77059263	0.7926991	0.67696875	0.96895385	0.77932954	0.4366814	0.8158136	0.9222832	0.6011807	0.9143088	0.9718896	0.81291866	0.70547694	0.81927925	0.8202251	0.72739434	0.90265584	0.84819984	0.7468735	0.88461214	0.76322675	0.7709001	0.7918598	0.87213486	0.83148366	0.9038406	0.94621354	0.6099638	0.93281376	0.7941263	0.866486	0.7318763	0.71190006	0.8481839	0.97694576	0.7822131	0.85575455	0.8301207	0.90338475	0.75129074	0.90254617	0.76410055	0.7526189	0.89548063	0.9086176	0.67272556	0.7784016	0.8754164	0.81944263	0.8625037	0.60761476	0.6729477	0.69592553	0.8875991	0.867477	0.9534537	0.94518435	0.95071536	0.85787404	0.8954923	0.8916075	0.5813685	0.828521	0.97491163	0.9557995	0.7739858	0.7284944	0.91769	0.5464788	0.6489185	0.8053628	0.6984267	0.8958208	0.9781089	0.6877042	0.8713963	0.668768	0.6732638	0.9305341	0.68861175	0.9067945	0.9227035	0.8778053	0.9295934	0.66209984	0.90800935	0.9398908	0.81819695	0.6910651	0.6193453	0.8663672	0.70028603	0.8881071	0.6189886	0.9616828	0.7797086	0.7888607	0.95814294	0.82525647	0.54733574	0.6252798	0.91705734	0.845886	0.9030022	0.9704805	0.906357	0.8842665	0.9327512	0.7844577	0.8800121	0.96917737	0.8330313	0.77361757	0.7929418	0.79390204	0.93492866	0.91592366	0.95801276	0.7637293	0.82951903	0.9305219	0.85769063	0.8480021	0.8023566	0.8472708	0.71898776
