	1/num	299/num	Afrika/name	Agt/name	Beatrix/name	Celia/name	Champs-Elysées/name	ChristenUnie/name	Crijns/name	Dante/name	Djindjic/name	Eredivisie/name	Gimv/name	Heideman/name	Hollands/adj	Krabbé/name	Latijns-Amerikaans/adj	Maasstad/name	Marilyn/name	Meijer/name	Minerva/name	Sommer/name	Spielbergs/det	Strupar/name	UCB/name	Vlaams_nationalist/noun	Walsh/name	Westers/adj	Zoran/name	Zuidoost/name	aangesloten/adj	achteloos/adj	achter/prep	achteruit/adv	adem/part	af/adv	af/part	affiche/noun	afstandelijk/adj	afval/noun	al/det	alleen/adv	alleen/vg	aller/det	als/comp	alstublieft/adv	altijd/adv	alvast/adv	ander/adj	angstig/adj	applaus/noun	archief/noun	baard/noun	bang/adj	bedachtzaam/adj	bedoeld/adj	begerig/adj	begrijp/verb	bekijk/verb	bekogel/verb	belust/adj	beneden/adv	bepaal/verb	beschouwd/adj	bevestiging/noun	bewonder/adj	bewust/adj	bezaai/verb	bezem/noun	bezoeker/noun	bied/verb	bier/noun	binnenkant/noun	bizar/adj	blanco/adj	blikvanger/noun	boekenkast/noun	boekhouding/noun	boon/noun	boos/adj	bord/noun	boven/prep	breed/adj	briefwisseling/noun	broeierig/adj	buitenaf/adv	buitenstaander/noun	chef_kok/noun	cockpit/noun	collectie/noun	collega/noun	coulisse/noun	cultiveer/verb	daarna/adv	dan/adv	dan_pas_DIM/noun	danseres/noun	de/det	design/noun	deur/noun	dezelfde/det	dichtbij/adj	dichter/noun	die/det	die/pron	diep/adj	diepte/noun	diepzinnig/adj	ding/noun	direct/adj	dood/verb	doordringend/adj	dreigend/adj	droef/adj	droevig/adj	dromerig/adj	druk_in/verb	duister/adj	duizel/verb	dummy/noun	een/det	eender/adj	eens/adv	eenzelfde/det	eenzijdig/adj	eerste/num	eeuwig/adj	eigen_toe/verb	elkaar/pron	en/adv	en/comp	en/vg	ene/adj	enkel/adj	enkel/det	ernaar/pp	ernstig/adj	erwt/noun	erwt_soep/noun	even/adj	exclusief/adj	fascinatie/noun	fel/adj	figureer/verb	fles_DIM/noun	fobie/noun	foto/noun	fris/adj	gaap/adj	gebit/noun	gedachte_wereld/noun	gedurfd/adj	geef/verb	geen/det	gelaatsuitdrukking/noun	gelegenheid/prep	generaal/noun	geniepig/adj	genoeg/det	geregisseerd/adj	gericht/adj	gevolgd/adj	gezicht/noun	glas/noun	glimlach/verb	gram/noun	grijs/adj	groente/noun	grotesk/adj	guitig/adj	gun/verb	haak/noun	haar/det	haar/noun	handbereik/noun	handgebaar/noun	hang/verb	hardop/adv	hautain/adj	hecht/verb	heen/part	heer/noun	hem/pron	herken/verb	hersenen/noun	hij/pron	historisch/adj	hoe/adj	hoef/verb	hongerig/adj	hoofd/noun	hoofd_rol_speler/noun	houd/verb	hun/det	ieder/det	iemand/noun	in/prep	inkt_zwart/adj	inlevingsvermogen/noun	inspireer/adj	instrumentarium/noun	intellectueel/noun	intelligent/adj	interessant/adj	internationalisering/noun	ironie/noun	ironisch/adj	jaar_boek/noun	je/det	je/pron	jongen/noun	journalist/noun	jouw/det	kaart/noun	kapsel/noun	kerkganger/noun	keur/verb	keur_af/adj	kijk/verb	kijk_aan/verb	kijk_op/verb	kijker/noun	kilo_gram/noun	kleding_zaak/noun	kleuter/noun	klok/noun	koek/noun	koel/adj	koffie/noun	komiek/noun	komisch/adj	kop/noun	kort/adj	kritisch/adj	kwaad/adj	laat/verb	laat_af/adj	lach/verb	land_kaart/noun	langs/prep	langzaam/adj	leeg/adj	leer/verb	leid_af/verb	lever_op/verb	lichaam_taal/noun	licht/adj	lijk/verb	maar/adv	maar/vg	maatschappij/noun	magnifiek/adj	mama/noun	man/noun	mannelijk/adj	me/pron	meegereisd/adj	meewarig/adj	meisje/noun	merk_op/verb	met/prep	mij/pron	mijn/det	mild/adj	mismoedig/adj	modern/adj	moedeloos/adj	moeder/noun	mond/noun	monster/noun	naar/adj	naar/prep	nauw/adj	nauwelijks/adv	nauwkeurig/adj	naïef/adj	neer/part	neergestort/adj	neuroloog/noun	niet/vg	niet_westers/adj	nors/adj	objectief/adj	of/vg	onbekend/adj	onder/prep	onderwerp/verb	onderzoek/adj	oneindig/adj	ongegeneerd/adj	ongeluk/noun	onmiddellijk/adj	ons/det	ons/pron	ontegenzeggelijk/adj	onthutsend/adj	ontluik/verb	ontwijk/verb	onvergetelijk/adj	onvermijdelijk/adj	onwillekeurig/adj	oog/noun	oom/noun	op/part	op/prep	open/adj	open/part	opener/noun	opgelucht/adj	opgemaakt/adj	opzichtig/adj	opzij/adv	outfit/noun	overal/adv	paar/noun	paard/noun	pak/noun	paradeer/verb	pasgeboren/adj	passagier/noun	posterijen/noun	prachtig/adj	pragmaticus/noun	projectontwikkelaar/noun	publiek/adj	publiek/noun	raam/noun	recht/adj	regelmatig/adj	regisseur/noun	retrospectief/noun	richt/verb	richting/noun	richting/prep	rug/noun	schaam/verb	schaduwzijde/noun	schalks/adj	scheef/adj	scherm/noun	scherp/adj	schipper/noun	schouder/noun	schuif/verb	schuin/adj	sereen/adj	sla_neer/verb	slof/noun	smeek/adj	snel/adj	sober/adj	soms/adv	speelgoed/noun	spiegel/noun	spiegel_DIM/noun	spreek/verb	staar/adj	star/adj	steevast/adj	stilte/noun	stoeprand/noun	straat/noun	strak/adj	streng/adj	surf/adj	tante/noun	tegel/noun	tegelijkertijd/adj	tegemoet/part	teneinde/comp	tentoonstelling/noun	terloops/adj	terwijl/comp	thee_lepel/noun	toe/adv	toe/part	toekomst/noun	toon/verb	tot/comp	traan/noun	tred/noun	treed_tegemoet/verb	trek_op/verb	trek_open/verb	tribune/noun	triomfantelijk/adj	typisch/adj	u/det	uit/prep	uitgeblust/adj	vaag/adj	vader/noun	val/verb	van/comp	van/prep	vang_op/verb	vanop/prep	vanzelf/adv	veelbetekenend/adj	veld/noun	ver/adj	verbreed/verb	verdraag/verb	vergeefs/adj	vergun/verb	verleden/noun	verleg/verb	verliefd/adj	vermoeid/adj	verontrust/adj	verontschuldig/adj	verruim/verb	vertederd/adj	vertoon/noun	vervlecht/verb	verwachtingsvol/adj	verwijtend/adj	vijandelijk/adj	vijftiger/noun	vitrine/noun	vlinder/noun	vluchtig/adj	voedsel/noun	voeg_toe/verb	voel/verb	voetballer/noun	voldoende/det	volg/verb	volsta/verb	voorbijganger/noun	voorhoofd/noun	voorkant/noun	vooruit/adv	vorst/noun	vraag/adj	waarin/pp	waarmee/pp	waarop/pp	wakker/adj	wanneer/comp	wat/adv	wat/det	wederzijds/adj	weemoedig/adj	weer/adv	weg/noun	welvaart_staat/noun	wend_af/verb	wereld/noun	werkelijkheid/noun	werp/verb	werp_op/verb	werp_toe/verb	werp_uit/verb	wie/pron	wissel_uit/verb	wit/adj	woord/noun	worst/noun	zake/adv	ze/pron	zelfs/adv	zicht/noun	zichzelf/pron	zie/verb	zie_vooruit/adj	zijn/det	zo'n/det	zoek/verb	zomaar/adv	zonder/prep	zondig/adj	zorgelijk/adj	zout/noun	zover/adj	zucht/adj	zuiden/noun	zuster/noun	zwart/adj	zwart/noun	zweef/verb	zwoeg/verb	één/num
1/num	0.0	0.8654287	0.95037794	0.99126273	0.97156835	0.9914539	0.9506703	0.99239707	0.9854212	0.9679051	0.9835886	0.9781743	0.9489019	0.98781043	0.8565303	0.9652335	0.9508243	0.97731644	0.98591435	0.9688181	0.9772522	0.9884261	0.9939595	0.9568877	0.9378897	0.9851423	0.9855028	0.9509121	0.9818982	0.9709168	0.9681133	0.93787044	0.9282584	0.93180853	0.9702991	0.92911077	0.9341919	0.93825316	0.9857397	0.9008107	0.9380632	0.91401756	0.920534	0.98008966	0.93637294	0.9471119	0.94436383	0.92316955	0.9342493	0.9780063	0.9659675	0.97364396	0.95394784	0.9614843	0.96845573	0.92968404	0.94386625	0.9631077	0.9210022	0.92335427	0.9898548	0.896623	0.87210083	0.9529689	0.97570413	0.9840591	0.9483265	0.88732934	0.96193224	0.9266809	0.9197555	0.7946825	0.90995735	0.95088696	0.93360794	0.94521755	0.94544154	0.96139157	0.74835545	0.9607983	0.7759271	0.84652954	0.9259285	0.9648667	0.9769788	0.98360777	0.96742487	0.95383435	0.95408404	0.9420776	0.9521603	0.97620064	0.96849054	0.8737067	0.90941954	0.977601	0.9787525	0.88915676	0.9369765	0.9525438	0.9073608	0.9418304	0.9707034	0.92570806	0.9192525	0.93369645	0.9412834	0.9931253	0.9711629	0.9173954	0.9694947	0.9637815	0.9404089	0.96169645	0.9429873	0.9699054	0.959459	0.9555392	0.97029775	0.96751046	0.82481444	0.9816051	0.95379734	0.9094305	0.9527036	0.83155006	0.948421	0.97867596	0.94513214	0.92171454	0.91986024	0.8018919	0.87338185	0.8985618	0.8878535	0.96778405	0.9493164	0.80353576	0.9225378	0.9404838	0.92751336	0.97521216	0.93276685	0.94669896	0.813515	0.97495484	0.95134866	0.8512129	0.9500108	0.926752	0.99242723	0.97502816	0.94020474	0.929168	0.9859382	0.95878446	0.9805103	0.9778611	0.9105795	0.97191596	0.9532472	0.8516878	0.94305503	0.8029273	0.9618655	0.548473	0.8905246	0.7477627	0.976683	0.98196274	0.93229204	0.96458936	0.9485159	0.8919788	0.8945657	0.99093693	0.9057783	0.97838354	0.99007785	0.94559425	0.92960024	0.923363	0.96340823	0.9308266	0.92241865	0.9614222	0.9298442	0.95436436	0.9102396	0.94435877	0.9239577	0.96111536	0.94969594	0.933033	0.91359794	0.9502644	0.87646395	0.97394204	0.99727434	0.9822717	0.99076545	0.9613438	0.9530694	0.92162555	0.98116845	0.9689317	0.9621828	0.9650767	0.92894274	0.9321735	0.9540841	0.95966876	0.92550594	0.90019965	0.9582182	0.97554904	0.93479735	0.98005086	0.9487191	0.93959254	0.95722026	0.92494935	0.690623	0.9827491	0.9380849	0.9293914	0.84404624	0.9091204	0.78803235	0.9546586	0.9244855	0.843037	0.8909886	0.9588938	0.95344967	0.90248513	0.9807935	0.9585848	0.9503762	0.9152455	0.88251853	0.8889331	0.95090955	0.9267669	0.85700345	0.9901115	0.80624974	0.9392906	0.9148377	0.9472479	0.9538451	0.9841691	0.95995903	0.9375876	0.9340341	0.9763323	0.96116525	0.9802847	0.9417065	0.9481053	0.79511666	0.97445166	0.96188277	0.87031734	0.98941046	0.9367749	0.97671384	0.9634571	0.89259446	0.95434695	0.91593987	0.93738455	0.962219	0.9196094	0.9043644	0.97121465	0.8971979	0.9846184	0.9861575	0.8965437	0.98109007	0.984635	0.95894116	0.73371994	0.93013114	0.91488975	0.9588137	0.984861	0.9441342	0.97078884	0.94404936	0.92703927	0.9461558	0.962825	0.9687204	0.9730001	0.9654377	0.95868814	0.95067215	0.9436075	0.97005105	0.9425622	0.9677762	0.9321327	0.89371866	0.9256838	0.94079375	0.9806813	0.9695089	0.95501363	0.9610698	0.90826494	0.98948	0.8861656	0.7909554	0.9278646	0.86649185	0.9551266	0.9673877	0.9268271	0.9828088	0.9023019	0.9953888	0.9737393	0.9430507	0.95912594	0.94003236	0.9124348	0.9115897	0.94323826	0.98133785	0.9432014	0.9565463	0.92433304	0.93231267	0.97924584	0.9848784	0.9836202	0.9341093	0.9216728	0.9122954	0.9752924	0.9481351	0.89250624	0.8785539	0.98263496	0.94393617	0.9516781	0.98613167	0.9363689	0.94952255	0.9421048	0.9413594	0.92674273	0.97273475	0.9513528	0.9649259	0.9417942	0.93139875	0.9653011	0.96503675	0.95213264	0.91811746	0.9452818	0.98019403	0.9591173	0.9153217	0.9219569	0.9409753	0.9479224	0.9506223	0.95703435	0.86687815	0.5171766	0.9310367	0.8687898	0.96102184	0.93657917	0.8451505	0.96056986	0.9404999	0.98398435	0.9005889	0.9499059	0.9385404	0.95658916	0.9264055	0.9054823	0.8766263	0.9744506	0.9449766	0.9661143	0.9079153	0.8813304	0.8604308	0.9410132	0.9455273	0.94913423	0.96382433	0.92715734	0.9351912	0.95872384	0.943569	0.9656217	0.9729834	0.9605377	0.94279647	0.95267195	0.9597457	0.97845644	0.9930941	0.9490906	0.9764257	0.96377975	0.9583787	0.98451036	0.9854969	0.9872007	0.9544903	0.92931944	0.9476651	0.9457836	0.90572137	0.69136405	0.96380615	0.956266	0.91136265	0.90716326	0.8632202	0.9363145	0.95879173	0.926697	0.9348036	0.9634918	0.98049223	0.8701412	0.89829355	0.8896236	0.9668053	0.8910256	0.90174866	0.8266779	0.97420585	0.97346157	0.9361381	0.945351	0.9846152	0.96028525	0.9540928	0.9391915	0.9168428	0.96872437	0.9570037	0.94879866	0.9222868	0.9650775	0.75737256	0.96388704	0.7675066	0.9878784	0.9292166	0.87425196	0.9248065	0.95425355	0.9340745	0.99230283	0.9549861	0.82729954	0.9650115	0.92792344	0.89723074	0.9946863	0.93771017	0.6265987	0.9660873	0.96696603	0.94544977	0.9664862	0.8372274	0.9409245	0.9383705	0.9750052	0.7716614
299/num	0.8654287	0.0	0.9859162	0.9827	0.9822467	0.98437417	0.9577521	0.96121943	0.9254788	0.9829714	0.962076	0.9561312	0.92068756	0.9839591	0.96047205	0.9789265	0.95866364	0.9763527	0.9699511	0.98160106	0.9715617	0.95733	0.9825588	0.9569206	0.91330725	0.9747002	0.95003974	0.95932436	0.97971505	0.9578277	0.9284541	0.96792006	0.9275726	0.9661843	0.9757414	0.9661317	0.9659674	0.97962224	0.9670534	0.9565727	0.9491514	0.95521146	0.9480101	0.98073405	0.95058113	0.952765	0.95471066	0.9529258	0.9353369	0.9754879	0.9679235	0.9691811	0.9643446	0.9778284	0.96966594	0.95296127	0.9575281	0.9855494	0.97873527	0.9405433	0.96122545	0.94950294	0.95026696	0.96836555	0.98052025	0.9629921	0.97791123	0.96872413	0.96880454	0.9491007	0.93912196	0.9676106	0.9504162	0.9694577	0.93041646	0.9503751	0.9559706	0.9633912	0.96941614	0.9664194	0.9788452	0.9268666	0.9631326	0.9717606	0.9706053	0.96183854	0.95070887	0.95981497	0.9412247	0.9697892	0.9718637	0.97751886	0.98346967	0.96334666	0.96201056	0.97977036	0.97853243	0.92518425	0.96320117	0.96716595	0.9161717	0.957318	0.98160374	0.90381074	0.9280623	0.990408	0.97426677	0.979392	0.9783703	0.92320114	0.96669877	0.95096666	0.9717727	0.97038794	0.97473997	0.96625125	0.9384378	0.9759262	0.988365	0.9500438	0.92268515	0.9413202	0.9778628	0.9236224	0.9578828	0.9156819	0.9733155	0.96571535	0.9345385	0.9737677	0.95629066	0.94298357	0.94657534	0.96507955	0.91676795	0.97434396	0.9863545	0.95453095	0.96899813	0.97441393	0.9324271	0.97393906	0.98857915	0.9720945	0.9701097	0.98502254	0.9824176	0.9673863	0.9718647	0.9602071	0.9795932	0.9710595	0.95742726	0.9311836	0.9592904	0.97820276	0.975723	0.96937674	0.93071544	0.996017	0.9519603	0.9561286	0.98074776	0.9544247	0.9817837	0.9432918	0.95319134	0.96956086	0.9865211	0.9551971	0.9659008	0.96739423	0.96393645	0.9779572	0.9454312	0.9876265	0.9625754	0.9848286	0.98042446	0.9747402	0.9723731	0.9709724	0.95584995	0.93799293	0.9709624	0.95845467	0.97003824	0.98025566	0.9293478	0.9145429	0.9759395	0.98362774	0.97290236	0.9357405	0.92716813	0.94325423	0.95313114	0.9681137	0.98141485	0.9783234	0.9428986	0.9776972	0.9507947	0.95049715	0.96998906	0.9692741	0.9696264	0.9375482	0.93695056	0.94657737	0.96955484	0.95460683	0.96013284	0.93480855	0.9693547	0.9465729	0.9577371	0.94587547	0.95589745	0.9600694	0.9661894	0.9368445	0.919973	0.95190036	0.9711405	0.93467647	0.9720768	0.9804352	0.96087086	0.9817914	0.9845644	0.9760583	0.9735205	0.943559	0.9804436	0.9775993	0.9680637	0.9861987	0.9590175	0.9656323	0.9837724	0.95072556	0.9668928	0.9659846	0.9258264	0.96544105	0.96645147	0.96913165	0.968394	0.9650469	0.95203763	0.97019136	0.98099315	0.95994085	0.9568107	0.9555331	0.97276026	0.96098155	0.9633914	0.9624072	0.93800867	0.9627153	0.9433207	0.9788908	0.9474591	0.9635344	0.9780189	0.9786883	0.9741001	0.9728262	0.9682827	0.9586729	0.96750766	0.9504144	0.94550145	0.97993135	0.95515275	0.97216034	0.97739464	0.956838	0.9668583	0.97430974	0.96682024	0.9375672	0.9563511	0.96459186	0.9356468	0.9600611	0.9575555	0.9538712	0.97424936	0.9457675	0.94991875	0.9602383	0.97169906	0.9811916	0.9746373	0.95860445	0.9590117	0.98357445	0.98357016	0.98358315	0.9686718	0.9676773	0.9339774	0.95414346	0.94325393	0.9630535	0.9598354	0.95767415	0.9660041	0.91489166	0.979402	0.9494256	0.9409512	0.9690495	0.9438931	0.98244905	0.97619	0.94578797	0.9651035	0.95597595	0.9686913	0.95339155	0.95955336	0.95939267	0.9689496	0.9634526	0.96681225	0.9790242	0.96456	0.9680095	0.978002	0.97352475	0.9690012	0.9781004	0.95477974	0.97054225	0.95713204	0.94251394	0.95958954	0.97354376	0.98408186	0.9598008	0.9437497	0.9687403	0.949463	0.9618144	0.977078	0.94989103	0.9763298	0.9766848	0.93729615	0.96901405	0.94312006	0.9859402	0.9737771	0.9651599	0.9588164	0.974831	0.96496844	0.9683499	0.9761217	0.9782771	0.94080514	0.97285867	0.96549726	0.948804	0.96895444	0.9465881	0.9852209	0.9665248	0.9267945	0.9719697	0.9670915	0.98795706	0.9649241	0.9733716	0.95836693	0.9769995	0.9721828	0.9787945	0.9552045	0.9627312	0.960492	0.96660507	0.9681188	0.9441449	0.94736636	0.97446215	0.9511083	0.98393744	0.9539795	0.96426123	0.9458532	0.9715081	0.96038467	0.97439617	0.94131523	0.9824819	0.97096366	0.96194226	0.9738039	0.95983064	0.96280795	0.96450007	0.9718198	0.96910894	0.97215444	0.9624151	0.9614266	0.9295707	0.95940936	0.97589904	0.9526457	0.9409889	0.96040696	0.9732192	0.95359766	0.94537145	0.9836758	0.9509288	0.97485197	0.97193384	0.97442585	0.9786148	0.94890875	0.97623956	0.939919	0.9668347	0.9691421	0.96675205	0.9417147	0.9724302	0.9461588	0.9676006	0.9181714	0.9564271	0.97854114	0.9460354	0.9820019	0.96778244	0.98416543	0.9765255	0.96753705	0.9788116	0.970431	0.96346825	0.9731462	0.98129624	0.958549	0.9643396	0.9649875	0.9747202	0.9566431	0.9609456	0.95667994	0.9769817	0.93945694	0.9587087	0.96243465	0.96246964	0.9657271	0.97765005	0.9666954	0.9685183	0.96061134	0.8740769	0.9686639	0.98056597	0.91969013	0.98449725	0.92676145	0.98271066	0.9644968	0.9409359	0.9882299	0.97419274	0.9573439	0.95866233	0.96445704	0.9677644	0.8918164
Afrika/name	0.95037794	0.9859162	0.0	0.9492614	0.8883424	0.9644819	0.9773098	0.9429675	0.96872634	0.91655844	0.9296094	0.9660332	0.9449326	0.9549869	0.8184117	0.94665414	0.78858894	0.9300288	0.90850794	0.9162255	0.9711827	0.9708242	0.9616842	0.95086503	0.9431371	0.9618944	0.92847157	0.7464032	0.95135415	0.8986517	0.934276	0.93071085	0.9079457	0.88505346	0.9358399	0.8510286	0.9168123	0.9013432	0.9211837	0.8668464	0.8293092	0.808624	0.7972538	0.93413126	0.84530705	0.9317426	0.83112836	0.86296034	0.7711232	0.8716156	0.91834176	0.88529074	0.9062283	0.82827955	0.94405526	0.82183963	0.9341045	0.8811343	0.8607173	0.9330972	0.92876536	0.91908956	0.859329	0.8780567	0.9073734	0.9476286	0.8433349	0.9126843	0.9405111	0.8938379	0.82795775	0.8811427	0.9384763	0.84910625	0.9654012	0.94395256	0.9080022	0.9347447	0.8755964	0.8645142	0.9110849	0.8440645	0.8532909	0.92005396	0.88358957	0.8821012	0.8654865	0.9372233	0.9534669	0.85796535	0.842711	0.9190327	0.8768966	0.8524877	0.89301074	0.936877	0.907516	0.74732614	0.88900286	0.92624676	0.8585697	0.86500734	0.8264034	0.8283077	0.6914272	0.82964486	0.8789776	0.9463991	0.8904544	0.8153577	0.8237049	0.9335902	0.79342455	0.9117592	0.9183026	0.9255329	0.90841514	0.80924183	0.9647308	0.96329814	0.781812	0.9434735	0.9264136	0.8262576	0.87414527	0.8957145	0.81618345	0.90660703	0.87867	0.8483003	0.8244947	0.7172421	0.8237123	0.83686835	0.85473704	0.8855179	0.8233807	0.94249797	0.9726922	0.8887246	0.8481332	0.87002355	0.8469092	0.9048949	0.910721	0.9422107	0.88708735	0.8963658	0.9555376	0.92195696	0.94821435	0.90220565	0.91382676	0.86863124	0.94914544	0.9136646	0.83550084	0.9431334	0.86922437	0.91520643	0.78763556	0.8694806	0.8602047	0.91222817	0.9207793	0.93582445	0.8605829	0.8930301	0.89072484	0.9415008	0.9128783	0.9436916	0.83640206	0.89547133	0.93520826	0.97089535	0.89239895	0.92034614	0.95323384	0.84950185	0.8534944	0.8457772	0.88628846	0.8396384	0.8938182	0.8698888	0.8088101	0.8307477	0.8862463	0.86754155	0.8803581	0.8895768	0.9135379	0.7781796	0.826753	0.8426937	0.80273867	0.9391291	0.94196635	0.8963602	0.9283672	0.8242784	0.8631641	0.82887304	0.90148324	0.8973756	0.8709244	0.92475826	0.8825818	0.88272065	0.85297894	0.8406232	0.8585625	0.9158567	0.92200226	0.9306847	0.9394716	0.94567496	0.8828484	0.86056906	0.8937146	0.87042075	0.9399308	0.9392871	0.8753041	0.8920466	0.91414636	0.871726	0.88927186	0.9292577	0.91089714	0.85051644	0.89378166	0.84211063	0.86311835	0.8934666	0.90079504	0.911387	0.8926244	0.86415935	0.83078206	0.8936016	0.8589824	0.8502274	0.8558203	0.94092077	0.8722463	0.8160968	0.8875696	0.8492737	0.8060478	0.9373738	0.8912646	0.8426448	0.8348267	0.9235081	0.9463988	0.949585	0.83941704	0.9059694	0.82014287	0.89749575	0.8867618	0.87846655	0.9309038	0.76853436	0.92318034	0.83386046	0.8886481	0.8391965	0.82308817	0.7899585	0.8315444	0.82646734	0.8857175	0.8685796	0.8755922	0.9622218	0.949491	0.7747121	0.89160895	0.9394897	0.9051346	0.78842986	0.83304167	0.81358767	0.88430846	0.9525836	0.87581927	0.901281	0.8890178	0.8561465	0.77463317	0.8893883	0.9341536	0.9091751	0.95278186	0.9284514	0.9089787	0.8452884	0.93627846	0.8618095	0.8721194	0.90230274	0.87398946	0.8921451	0.9132399	0.94444776	0.90259707	0.96220934	0.91859597	0.92800033	0.93590117	0.82495236	0.8716551	0.8669961	0.8994762	0.92749125	0.8794788	0.88182986	0.9494651	0.8541364	0.9624338	0.92335457	0.8287128	0.8683087	0.9001354	0.87651134	0.83067805	0.88055843	0.9131911	0.8024786	0.8739102	0.83651143	0.88566214	0.8973769	0.91646683	0.9513901	0.90673673	0.87664634	0.8769538	0.91778105	0.9137597	0.8831799	0.9350432	0.91648173	0.92148525	0.96320784	0.9388975	0.8689331	0.89887774	0.8223214	0.88405114	0.89414907	0.963906	0.82519937	0.9385497	0.9196888	0.8501363	0.8601261	0.96502954	0.8814788	0.89318156	0.8631345	0.9547239	0.92343146	0.9369651	0.77170974	0.85210913	0.8576788	0.8386886	0.9168203	0.7694837	0.97285825	0.86108243	0.86764055	0.83029735	0.83601594	0.84389156	0.8896422	0.9173992	0.9394382	0.89958596	0.905878	0.8983816	0.91328156	0.8171444	0.8523914	0.79095846	0.93382245	0.845929	0.83804935	0.90318525	0.839485	0.75088537	0.86484176	0.8927501	0.8688894	0.9516101	0.88128054	0.8253902	0.90581506	0.8879418	0.86485434	0.9655705	0.8027492	0.8984484	0.8518981	0.91167796	0.9020076	0.95095646	0.9207019	0.9596537	0.90665936	0.93127424	0.9444163	0.96785337	0.8851581	0.9058732	0.9202084	0.9041789	0.9216979	0.79040813	0.892264	0.8652772	0.83083963	0.89181966	0.8697001	0.885048	0.9076096	0.9221029	0.940832	0.8981197	0.84702814	0.950523	0.78469455	0.79381776	0.8455346	0.88886756	0.7973908	0.8799511	0.8829487	0.8408307	0.9382486	0.85955113	0.86489785	0.9234499	0.89535093	0.6840042	0.83449614	0.84993905	0.84865797	0.93938875	0.9628052	0.8312309	0.90048677	0.88138056	0.88166606	0.93440413	0.9523195	0.83224154	0.8043516	0.860423	0.8581927	0.8418205	0.9456483	0.8436467	0.79910445	0.81727964	0.85350037	0.84790313	0.9058281	0.90880495	0.93635905	0.9358605	0.9318471	0.7261151	0.8377114	0.7789271	0.842344	0.8869253	0.9171559	0.8886228
